Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,RFHD
103,0.00383877,0.00551706,0.0421375,0.0143696,0.0182884,0.00478833,0,0,0.0202553,0,0.0214797,0.00662027,0.0483384,0.00927282,0.0252108,0.0116263,0.00269529,0.00778738,0.00692945,0.00543447,0.0139675,0.0396258,0.00714276,0.0116019,0.00587033,0.0171691,0.0509212,0.0142614,0.00863181,0.000667026,0.060169,0.0191161,0.0417349,0.00321528,0.0071915,0,0,0.0182424,0.0192547,0.00778818,0.0622004,0.0431245,0.0259916,0.0125731,0.0127305,0.00568465,0.0218185,0.0514367,0.0226882,0.0246164,0.0162544,0.022853,0.0212291,0.0182796,0.0608508,0.00767018,0.00396149,0.00175161,0.00588908,0.00702568,0,0,0,0,0,0,0,0,0,0,0
104,0.00415584,0.00586077,0.0420262,0.0143591,0.0177261,0.00485299,0,0,0.0206528,0,0.0214604,0.00686324,0.0480885,0.00929131,0.0249955,0.0105196,0.00276462,0.00780917,0.00717142,0.006156,0.0131127,0.0393206,0.00687122,0.0118606,0.00546524,0.016937,0.0510897,0.0142776,0.00864354,0.000700452,0.0649084,0.0190428,0.0459252,0.00296153,0.00745907,0,0,0.0183825,0.0195439,0.00786286,0.061959,0.0476802,0.0261802,0.0126252,0.0129034,0.00605181,0.0230955,0.0517914,0.0236999,0.0261825,0.0175001,0.0243933,0.0236912,0.0197933,0.0656908,0.00775732,0.00386814,0.00178173,0.0062422,0.00728752,0,0,0,0,0,0,0,0,0,0,0
105,0.0041527,0.00540066,0.0394836,0.0130534,0.0138425,0.00621449,0,0,0.020958,0,0.0227592,0.00732219,0.0472821,0.0132532,0.0258477,0.010019,0.00369952,0.00729499,0.00734275,0.00700722,0.0128353,0.039444,0.00702813,0.0102443,0.00492754,0.018418,0.0508362,0.0141861,0.00730814,0.00128821,0.0490899,0.0174322,0.032524,0.00088844,0.00743925,0,0,0.0181723,0.0206962,0.00724117,0.0630477,0.0336657,0.0250051,0.0181995,0.0131716,0.00662582,0.027197,0.0525384,0.0285977,0.0305772,0.0136766,0.0198221,0.0144481,0.0145296,0.0508724,0.00777493,0.00518984,0.00177817,0.00576739,0.00672705,0,0,0,0,0,0,0,0,0,0,0
106,0.00490801,0.0062821,0.0414213,0.0143508,0.0159153,0.00546727,0,0,0.0206244,0,0.0214165,0.00686174,0.0471979,0.00993206,0.0252453,0.0078874,0.00338452,0.0075219,0.00736093,0.00826224,0.0107106,0.0392563,0.00669492,0.0126681,0.00491592,0.016696,0.0515769,0.0139556,0.00857361,0.00090242,0.0548388,0.0188917,0.0384359,0.00168987,0.00768391,0,0,0.0190832,0.0198471,0.0081482,0.0627844,0.0387056,0.0260334,0.0106529,0.012742,0.00666141,0.0197945,0.0503287,0.0185151,0.021517,0.0141101,0.0219814,0.0183755,0.0150527,0.0561781,0.00832863,0.00419965,0.00200059,0.00678368,0.00717159,0,0,0,0,0,0,0,0,0,0,0
107,0.00495428,0.00635327,0.0405491,0.0142882,0.0146942,0.0055028,0,0,0.0203802,0,0.0213913,0.00676781,0.0467039,0.0105683,0.0256552,0.00663172,0.00380562,0.0072494,0.00751138,0.00957144,0.00913302,0.0396339,0.00680726,0.0130318,0.00467071,0.0165718,0.0513783,0.0134205,0.00855567,0.00104329,0.0418482,0.0187972,0.0278763,0.00209625,0.00779235,0,0,0.0193779,0.0199602,0.00812359,0.0635587,0.0273343,0.025874,0.00919285,0.0125916,0.00679895,0.0166485,0.0489641,0.0148471,0.0173542,0.0107918,0.02002,0.0125089,0.0107824,0.0435253,0.00846341,0.0041627,0.00208513,0.00683019,0.00690921,0,0,0,0,0,0,0,0,0,0,0
108,0.0049688,0.00633388,0.0394044,0.014235,0.0132524,0.00543394,0,0,0.019897,0,0.0213352,0.0065975,0.0461745,0.0115913,0.0262105,0.00560869,0.00422762,0.0069065,0.00777664,0.0111748,0.00725479,0.0402533,0.0070139,0.0133302,0.00464228,0.0164458,0.0510185,0.012653,0.00851881,0.00112816,0.0286323,0.0187792,0.0163053,0.0031389,0.00784014,0,0,0.019606,0.0199971,0.0081067,0.0642501,0.0167581,0.025784,0.00771329,0.0125099,0.00680095,0.0133765,0.0477588,0.0113425,0.0131315,0.00771005,0.0194514,0.00692277,0.0077232,0.0306794,0.00849897,0.00424116,0.00206928,0.00677005,0.00659691,0,0,0,0,0,0,0,0,0,0,0
109,0.0048992,0.00603444,0.0390319,0.0143905,0.0115856,0.00577299,0,0,0.0194703,0,0.0212905,0.00639815,0.0455284,0.0143929,0.0269827,0.00613028,0.00499712,0.00656539,0.00851219,0.0142715,0.00528707,0.0411827,0.00758731,0.0141885,0.00527546,0.0165128,0.0520649,0.0122986,0.00845298,0.000903567,0.019549,0.0190291,0.00943715,0.00496268,0.00764295,0,0,0.0202743,0.0195908,0.00839877,0.0645041,0.0103162,0.0259559,0.00678444,0.0124239,0.00631903,0.0101372,0.0470674,0.0082472,0.00892195,0.00628237,0.0203137,0.00572838,0.00803911,0.023143,0.00875168,0.00466777,0.00185927,0.00628332,0.00608649,0,0,0,0,0,0,0,0,0,0,0
110,0.00476135,0.00590261,0.0361523,0.0143358,0.0100457,0.00587124,0,0,0.0187369,0,0.0213407,0.00619884,0.0448315,0.0159304,0.0274999,0.00619486,0.00535715,0.00588718,0.00939503,0.0158805,0.00361823,0.0421484,0.00774186,0.0135826,0.00524976,0.0163286,0.0499114,0.0114972,0.00844924,0.00101571,0.0151368,0.0190949,0.00736134,0.00625917,0.00737874,0,0,0.0201513,0.0195168,0.00817762,0.0643938,0.0108707,0.0260476,0.00572041,0.0128614,0.00607983,0.00739152,0.0470434,0.00590748,0.00584236,0.0065249,0.0216159,0.00648453,0.00848088,0.0179957,0.00859653,0.00510645,0.0017794,0.0059106,0.00552128,0,0,0,0,0,0,0,0,0,0,0
111,0.00457357,0.00561402,0.0327926,0.0142034,0.00833878,0.00577889,0,0,0.0176761,0,0.0213613,0.00581095,0.0441059,0.0171167,0.0279831,0.00726774,0.00557461,0.00507742,0.0106134,0.0176118,0.00353346,0.0432417,0.00770384,0.0127959,0.00510271,0.0161277,0.0470736,0.0101475,0.00844112,0.00111355,0.0116406,0.0192067,0.00658977,0.00754129,0.0070867,0,0,0.0199714,0.0196017,0.00763638,0.0640785,0.0127042,0.026481,0.00506396,0.0131669,0.00556356,0.00534673,0.0473396,0.00447078,0.00451752,0.0076567,0.0225627,0.00685657,0.00870788,0.0136083,0.00822634,0.0048066,0.00159154,0.00524988,0.00493521,0,0,0,0,0,0,0,0,0,0,0
112,0.0039625,0.00535653,0.0281207,0.0140821,0.00702324,0.00540172,0,0,0.0170927,0,0.0213106,0.00571663,0.0433644,0.0182806,0.0285749,0.00900511,0.00574333,0.00425387,0.011995,0.0191466,0.00585491,0.0445647,0.00727208,0.0115982,0.00479734,0.0159358,0.043532,0.00919112,0.00837293,0.00112074,0.00969295,0.0192119,0.00664037,0.0086355,0.00634212,0,0,0.025857,0.0190778,0.0151814,0.0638913,0.0132217,0.0269977,0.0050609,0.0131254,0.0106291,0.00508805,0.0475597,0.00564215,0.00619823,0.00801098,0.0229921,0.00713869,0.0091496,0.0104632,0.0201871,0.0021139,0.0028101,0.00483457,0.00372625,0,0,0,0,0,0,0,0,0,0,0
113,0.00427665,0.0049827,0.022024,0.013956,0.00657008,0.00480598,0,0,0.0163583,0,0.0213042,0.00553185,0.0426071,0.018539,0.0289636,0.0109515,0.00572731,0.00365264,0.0131795,0.019885,0.00896794,0.0462369,0.00619648,0.00951225,0.00434486,0.0159399,0.0389432,0.00833041,0.00834632,0.00119254,0.00705392,0.0195316,0.00744732,0.00912576,0.00617718,0,0,0.0193679,0.0193945,0.0070441,0.0640031,0.0142994,0.027494,0.00480832,0.0129289,0.00487336,0.00584267,0.0474763,0.00751715,0.0080458,0.00806071,0.0226325,0.00705637,0.0102721,0.00729097,0.00794741,0.00532136,0.00128211,0.00396643,0.00339575,0,0,0,0,0,0,0,0,0,0,0
114,0.00423403,0.00469841,0.0162709,0.0139035,0.00702777,0.0041722,0,0,0.0158634,0,0.0213135,0.00545143,0.0420875,0.0172543,0.0293753,0.0129667,0.00575653,0.00317017,0.0139533,0.0198286,0.0121984,0.0482025,0.00444525,0.00631308,0.00369748,0.0161981,0.0329732,0.00778654,0.00830465,0.00129983,0.00729343,0.0197567,0.00815688,0.00909284,0.00567803,0,0,0.0190082,0.0191928,0.00690573,0.0642627,0.0141575,0.0278304,0.00406428,0.0127289,0.0045394,0.00606304,0.0473511,0.00793487,0.00845938,0.00814233,0.0216248,0.0063971,0.010978,0.00423042,0.00784115,0.00614828,0.00108917,0.00364822,0.00283835,0,0,0,0,0,0,0,0,0,0,0
115,0.00399452,0.00450477,0.00937438,0.0139082,0.00807987,0.00348146,0,0,0.0154215,0,0.0213222,0.00538323,0.0416502,0.0153394,0.0296988,0.0141813,0.00544253,0.00282437,0.0138629,0.0186295,0.0149124,0.0504106,0.00239007,0.00282837,0.00270818,0.0169546,0.0270397,0.00744341,0.00827026,0.00135091,0.00613456,0.0199767,0.00814367,0.00845944,0.0053827,0,0,0.0185721,0.0192531,0.00647743,0.0643738,0.0142471,0.0278711,0.0034674,0.0128617,0.00423453,0.00566702,0.0475476,0.00756394,0.00796154,0.00755456,0.0206039,0.00536035,0.0107754,0.0039194,0.0075127,0.00615388,0.000916662,0.00353963,0.00280202,0,0,0,0,0,0,0,0,0,0,0
116,0.00351635,0.00438625,0.00745998,0.0139656,0.0087126,0.00239281,0,0,0.0150527,0,0.0213655,0.00528025,0.0414055,0.0109581,0.030058,0.0142098,0.00478081,0.00248613,0.0126937,0.0160568,0.016659,0.0524671,0.00118412,0.00323262,0.00116095,0.0184247,0.0220215,0.00730971,0.00828988,0.00133275,0.00724814,0.0201688,0.00811035,0.00757785,0.00521306,0,0,0.0181997,0.0192088,0.00632668,0.0643197,0.0131695,0.0278005,0.00323682,0.0135134,0.00416378,0.00468715,0.0478144,0.00638819,0.00646788,0.00655001,0.0199143,0.00417299,0.0101329,0.00532127,0.00732983,0.00666621,0.000770825,0.00362092,0.00288193,0,0,0,0,0,0,0,0,0,0,0
117,0.0030825,0.00433218,0.0119153,0.0140738,0.0087748,0.000953636,0,0,0.0147146,0,0.0213473,0.00517176,0.0413987,0.00498164,0.0302778,0.0133308,0.00396565,0.00222081,0.0107105,0.0128419,0.0168281,0.0542467,0.00228492,0.00605299,0.000935829,0.0206725,0.0198009,0.00718392,0.00830184,0.00123497,0.00908368,0.0203211,0.00827908,0.00659283,0.0052045,0,0,0.0180261,0.0192269,0.00633334,0.0642225,0.0121424,0.0276157,0.00327792,0.0146009,0.00419956,0.00385189,0.0479633,0.00526013,0.00506468,0.00545424,0.0195368,0.00296514,0.00934676,0.00800327,0.0072311,0.00723387,0.000606768,0.00372409,0.00307357,0,0,0,0,0,0,0,0,0,0,0
118,0.00287151,0.00437647,0.0175878,0.0143008,0.0087048,0.000995465,0,0,0.0143809,0,0.0213034,0.00505383,0.0416539,0.00345429,0.0303031,0.0118646,0.00308326,0.00215424,0.00830698,0.0104505,0.0162988,0.0557614,0.0040181,0.00886104,0.00277935,0.0232229,0.0206036,0.00717846,0.00830596,0.00109318,0.0111541,0.0204628,0.00882622,0.00565535,0.00530946,0,0,0.0179264,0.0192539,0.00644129,0.0641736,0.0117093,0.0272054,0.00334701,0.0158498,0.00443049,0.00332826,0.0481251,0.00465104,0.004251,0.00436695,0.0194087,0.00226385,0.0083652,0.0108402,0.00714081,0.00808335,0.000462764,0.00380431,0.00351297,0,0,0,0,0,0,0,0,0,0,0
119,0.00273946,0.00445664,0.0226093,0.0146289,0.00875483,0.00240573,0,0,0.01444,0,0.021341,0.0051812,0.0419717,0.00971992,0.0302012,0.0102486,0.00243936,0.00241068,0.0058625,0.00999513,0.0154503,0.0571065,0.00584554,0.0114654,0.00484071,0.0256456,0.0234101,0.00750966,0.00832739,0.00100556,0.013063,0.0206183,0.00978446,0.00503963,0.00538498,0,0,0.0176546,0.0191075,0.0065162,0.0641185,0.0117835,0.0266819,0.00331064,0.0169893,0.00471102,0.00288825,0.0484285,0.004168,0.00388783,0.00336528,0.0194445,0.00189407,0.00704277,0.0127466,0.0070595,0.00941342,0.000411934,0.00381784,0.00409377,0,0,0,0,0,0,0,0,0,0,0
120,0.00223945,0.00453499,0.026347,0.0149652,0.00891739,0.00378161,0,0,0.013909,0,0.0213573,0.00513509,0.0422575,0.0167192,0.0301312,0.00926306,0.00222665,0.00277579,0.00454917,0.0120632,0.0143711,0.0582972,0.00779847,0.013752,0.00702187,0.0278335,0.027945,0.00761447,0.00833787,0.00100476,0.0138859,0.0206165,0.010608,0.00465041,0.0054757,0,0,0.0248082,0.0189685,0.0136993,0.0640233,0.0124005,0.0260163,0.00343794,0.0178786,0.00918592,0.00267228,0.048951,0.00393514,0.00378792,0.00263142,0.0197135,0.00173153,0.00567983,0.0139938,0.018504,0.00516053,0.00205603,0.00386313,0.00432946,0,0,0,0,0,0,0,0,0,0,0
121,0.00236487,0.00444906,0.0290816,0.0152132,0.0091147,0.00486659,0,0,0.012029,0,0.0213577,0.00448704,0.0423323,0.0235672,0.0300236,0.00976343,0.00247293,0.00284271,0.00591631,0.015868,0.0130871,0.0593432,0.009559,0.0155559,0.00874208,0.0297678,0.0334625,0.0068699,0.00834316,0.000970596,0.0140101,0.0207606,0.0112987,0.00451754,0.00547809,0,0,0.0158368,0.0193425,0.00522261,0.0638478,0.0133888,0.0254095,0.0037626,0.0184859,0.00462113,0.00280615,0.0495169,0.0038096,0.00376893,0.00264834,0.0201079,0.0022997,0.00473688,0.0148922,0.00583871,0.00883739,0.00112342,0.00351135,0.0054193,0,0,0,0,0,0,0,0,0,0,0
122,0.00213283,0.00431088,0.0313676,0.015378,0.00966397,0.00573106,0,0,0.0127482,0,0.0213846,0.00525613,0.0425183,0.030326,0.0301369,0.0113503,0.00296591,0.0029988,0.00857838,0.0200731,0.0121659,0.0602239,0.0110077,0.0169056,0.0101315,0.0312647,0.0389283,0.00711363,0.00832217,0.00101068,0.0146093,0.0207775,0.0121175,0.0047576,0.00517089,0,0,0.0151953,0.0190791,0.00528597,0.0637008,0.0139153,0.0249416,0.00406184,0.0186798,0.00461142,0.00306917,0.0499542,0.00371503,0.00395538,0.00311382,0.0204471,0.00307127,0.00450896,0.0152235,0.00562246,0.00944697,0.00101418,0.00351284,0.00548182,0,0,0,0,0,0,0,0,0,0,0
123,0.00238103,0.00403068,0.0333025,0.0154279,0.0104649,0.00626581,0,0,0.0121822,0,0.0214561,0.00529585,0.0427638,0.0359067,0.030317,0.0133702,0.00352537,0.00282199,0.0112701,0.0240439,0.0111494,0.0609439,0.0120463,0.0178979,0.0111189,0.0322657,0.0441042,0.00664248,0.0083225,0.00100492,0.0149159,0.0207544,0.0126882,0.00513959,0.00487608,0,0,0.0144439,0.0190865,0.00517666,0.0637017,0.0143915,0.024708,0.00420193,0.018409,0.00446708,0.00334632,0.0501914,0.00376283,0.00441187,0.00334546,0.0206737,0.0034833,0.00457293,0.0154427,0.00542808,0.00829692,0.00136571,0.00356915,0.00531283,0,0,0,0,0,0,0,0,0,0,0
124,0.00278665,0.00373436,0.0349074,0.0153294,0.0111436,0.0067375,0,0,0.00866271,0,0.0214527,0.00382032,0.0430978,0.0405389,0.0305652,0.0154129,0.00408818,0.00236753,0.0135428,0.0275863,0.0102209,0.0613054,0.0128234,0.018782,0.0118649,0.0327326,0.0480782,0.00445823,0.00831795,0.000873553,0.0146353,0.0206254,0.0131426,0.00550252,0.00472881,0,0,0.0135282,0.0192491,0.00496143,0.0638468,0.0150927,0.024647,0.0040741,0.0177637,0.00419493,0.00340468,0.0500785,0.00385497,0.00464636,0.00329867,0.02075,0.00342061,0.00465019,0.015804,0.00528328,0.00635209,0.00160675,0.00364922,0.00480234,0,0,0,0,0,0,0,0,0,0,0
125,0.00293104,0.00353681,0.0361941,0.015135,0.0115517,0.00700977,0,0,0.00776689,0,0.0215079,0.00370759,0.0435077,0.0437068,0.0307304,0.0171852,0.00454258,0.0019456,0.0152241,0.0305218,0.0095998,0.0615348,0.0136526,0.0197869,0.0124068,0.032918,0.0515654,0.0038033,0.00832399,0.000784839,0.0149843,0.0203833,0.0138286,0.00579116,0.00445577,0,0,0.0133009,0.0192041,0.00521406,0.0640688,0.0153733,0.0246429,0.00376532,0.0170704,0.0039739,0.00333655,0.0498258,0.00386629,0.0045642,0.00328287,0.020642,0.00315396,0.00510548,0.0162407,0.00547829,0.00547572,0.00151103,0.00365292,0.00377483,0,0,0,0,0,0,0,0,0,0,0
126,0.00306704,0.0034394,0.0372994,0.0148079,0.0119728,0.00721337,0,0,0.00754819,0,0.0215257,0.00374844,0.0438729,0.0455023,0.0308139,0.0186318,0.00486194,0.00161107,0.0164382,0.0328989,0.0092439,0.0616813,0.0147715,0.0209768,0.0125932,0.0331464,0.0549745,0.00347771,0.00831554,0.000827723,0.0152455,0.0201161,0.0145387,0.00599544,0.00424616,0,0,0.0130438,0.019112,0.0054912,0.0643544,0.0157042,0.0246714,0.00345359,0.0164158,0.00380988,0.00321024,0.0495745,0.0037853,0.00431908,0.00366649,0.0204271,0.00286025,0.00594555,0.016487,0.00566296,0.00353364,0.00132436,0.00339611,0.0026924,0,0,0,0,0,0,0,0,0,0,0
127,0.00304355,0.00341521,0.0386247,0.0143893,0.012488,0.0074103,0,0,0.00796212,0,0.0214943,0.00395185,0.0439404,0.0457747,0.0308559,0.0198373,0.00517223,0.00152223,0.0172441,0.0347736,0.00912528,0.0618887,0.0161437,0.0222101,0.0126979,0.0336148,0.058808,0.00354392,0.00825234,0.000939646,0.0153303,0.0199502,0.0149567,0.00612345,0.00408176,0,0,0.0131572,0.0190362,0.00608058,0.0646121,0.0158735,0.0247509,0.00320089,0.0157952,0.00372147,0.00295609,0.0494344,0.0035315,0.0038993,0.0041724,0.0201822,0.0025909,0.00667893,0.0164562,0.00594736,0.0026811,0.0011785,0.00298916,0.00198168,0,0,0,0,0,0,0,0,0,0,0
128,0.00292679,0.00338788,0.0407111,0.0139739,0.0131892,0.00730567,0,0,0.00839003,0,0.0214328,0.00406155,0.0437165,0.0455399,0.0310463,0.0208201,0.00570023,0.00167936,0.0179419,0.0363225,0.00904487,0.0620312,0.0175587,0.0235579,0.0127656,0.0341434,0.0625454,0.00366129,0.00818092,0.00114069,0.015055,0.0199498,0.0150266,0.00618236,0.00384027,0,0,0.0168611,0.0188247,0.0106082,0.0647461,0.0158298,0.0249041,0.00301135,0.0150882,0.00507299,0.00256092,0.0494225,0.0030263,0.00322226,0.00434653,0.0198791,0.00243839,0.00701388,0.0161311,0.0107681,0.00147516,0.00130606,0.00269425,0.00189621,0,0,0,0,0,0,0,0,0,0,0
129,0.00306311,0.00340642,0.0432097,0.013609,0.0136181,0.00701469,0,0,0.00938222,0,0.0214101,0.00445521,0.0436054,0.0445655,0.030953,0.0211093,0.00609986,0.00169317,0.0183491,0.0371518,0.00907088,0.06223,0.0187134,0.0248577,0.0128498,0.034631,0.0660107,0.00426682,0.00813839,0.00137708,0.0144409,0.0198996,0.0148259,0.0061894,0.0036796,0,0,0.0128356,0.0190647,0.00678123,0.0647314,0.0156003,0.0249871,0.00291608,0.0144334,0.0037469,0.00214809,0.0495733,0.00240352,0.002494,0.00427934,0.019539,0.00239626,0.00701857,0.0153705,0.00624322,0.00170849,0.00125062,0.00242561,0.00231779,0,0,0,0,0,0,0,0,0,0,0
130,0.00298628,0.00328658,0.0457402,0.0133119,0.0137034,0.00666111,0,0,0.00999072,0,0.0213827,0.00468997,0.0434867,0.0429057,0.0306587,0.0209208,0.00619258,0.00170213,0.0185107,0.0374214,0.00897991,0.0623791,0.0196636,0.0261159,0.0128505,0.0350499,0.0692078,0.00469765,0.00809225,0.0016073,0.0135714,0.0200197,0.0144625,0.00609267,0.00341332,0,0,0.0122865,0.0191997,0.00663443,0.0645972,0.0153522,0.0250321,0.00281871,0.0139361,0.00379973,0.00194522,0.0498554,0.00194445,0.00223586,0.00453275,0.0192617,0.00236899,0.00719452,0.0144234,0.00602857,0.00206424,0.00130715,0.00231599,0.00275243,0,0,0,0,0,0,0,0,0,0,0
131,0.00281978,0.00305859,0.0481936,0.0132838,0.0138058,0.00642972,0,0,0.0105338,0,0.0213384,0.00493813,0.0434588,0.041832,0.0301999,0.0203946,0.00622237,0.0018607,0.0184068,0.0371373,0.00881597,0.0626415,0.0203328,0.027125,0.012612,0.0351826,0.0717094,0.00515205,0.00797208,0.00182301,0.0127499,0.0202183,0.0141986,0.00599945,0.00315334,0,0,0.0117909,0.0192806,0.00660668,0.0645949,0.0151889,0.0251063,0.0027076,0.0135758,0.00382908,0.00181256,0.0501285,0.00161613,0.00242732,0.00520221,0.0188915,0.0023307,0.00759765,0.013439,0.00574232,0.00286112,0.00118241,0.00220238,0.00301349,0,0,0,0,0,0,0,0,0,0,0
132,0.00264686,0.00275648,0.050586,0.0134909,0.0138322,0.00620046,0,0,0.0108616,0,0.0212702,0.00518441,0.0436568,0.0402756,0.0297029,0.0190389,0.00622215,0.00207688,0.0177467,0.0357454,0.00873577,0.0630567,0.0205943,0.0274947,0.01223,0.0349878,0.0736639,0.00560295,0.00780273,0.00208872,0.0120331,0.0205039,0.0140214,0.00586942,0.00294871,0,0,0.011484,0.0193464,0.00662577,0.0646765,0.0152173,0.0251394,0.0026281,0.0130712,0.00380945,0.00190266,0.050319,0.00135693,0.00280139,0.00587199,0.018452,0.00234135,0.00819535,0.0124018,0.00558205,0.0031032,0.000972261,0.00209358,0.00307207,0,0,0,0,0,0,0,0,0,0,0
133,0.00255508,0.00239673,0.0526309,0.0137677,0.0135805,0.00562838,0,0,0.0109998,0,0.0211536,0.00537981,0.0437546,0.0374274,0.0291809,0.0166549,0.00615881,0.00225677,0.0164316,0.0330046,0.00915674,0.0632403,0.0203547,0.0272327,0.0117352,0.0345142,0.0749113,0.00609995,0.00764427,0.0024442,0.0113664,0.0208249,0.0138808,0.0057746,0.0027831,0,0,0.0110943,0.0193986,0.0066236,0.0645851,0.0154411,0.0251464,0.00251042,0.012451,0.00363371,0.00207795,0.0504123,0.000969315,0.00318715,0.00657205,0.0180004,0.00243728,0.00899507,0.0113862,0.00539348,0.00271524,0.000690406,0.00199034,0.00306486,0,0,0,0,0,0,0,0,0,0,0
134,0.00258743,0.00202607,0.0540012,0.0140985,0.0136082,0.0047085,0,0,0.0109381,0,0.0210693,0.00546638,0.0435838,0.0335282,0.0285347,0.0131769,0.0060774,0.00245724,0.0143938,0.0287962,0.0102665,0.0633369,0.0195759,0.0262221,0.0112521,0.0337654,0.075232,0.00667392,0.00754511,0.00282292,0.0107436,0.0211645,0.0137221,0.00581472,0.00266541,0,0,0.0104941,0.019411,0.00642039,0.0641149,0.0155152,0.025131,0.00254858,0.0117888,0.0032509,0.00240483,0.050345,0.000477156,0.00349051,0.0072418,0.0175304,0.00265729,0.0097493,0.0105605,0.00503552,0.00214463,0.000678974,0.00195221,0.00305479,0,0,0,0,0,0,0,0,0,0,0
135,0.00272403,0.0017464,0.0550774,0.0144617,0.0144834,0.00356784,0,0,0.0106673,0,0.0210283,0.00547172,0.0431747,0.02842,0.027733,0.00883309,0.00601809,0.00265848,0.0118389,0.0231164,0.0122762,0.0635086,0.0185445,0.0245356,0.0107193,0.03275,0.0745879,0.00702447,0.00747687,0.00327334,0.00994725,0.0215471,0.0134666,0.00597197,0.00256816,0,0,0.00971086,0.0194356,0.00622408,0.0635438,0.0156036,0.0252851,0.00292494,0.0111683,0.00272559,0.00292986,0.0502713,0.000580002,0.0039555,0.00796917,0.0170081,0.00290311,0.0104496,0.00951531,0.00471268,0.0023809,0.000987621,0.00199292,0.00312068,0,0,0,0,0,0,0,0,0,0,0
136,0.00303485,0.00153402,0.0564004,0.0148093,0.0168707,0.00203753,0,0,0.00951328,0,0.0210048,0.0051712,0.0420114,0.0230462,0.0267606,0.0064316,0.0060457,0.00297761,0.00952721,0.0159078,0.0153309,0.0637008,0.017496,0.0224092,0.0102721,0.0314413,0.073129,0.00665493,0.00740618,0.00380926,0.00940856,0.0219067,0.0131744,0.00659695,0.00249981,0,0,0.0105488,0.0191141,0.00711758,0.063294,0.0157192,0.0256766,0.00361398,0.0103976,0.00207185,0.00313493,0.0502868,0.00107437,0.0046921,0.00887434,0.0163261,0.00329013,0.0113254,0.00783141,0.00574432,0.00204715,0.00177883,0.00221017,0.00319631,0,0,0,0,0,0,0,0,0,0,0
137,0.00332503,0.00154618,0.0571549,0.0151386,0.0207059,0.000776117,0,0,0.00941159,0,0.0210423,0.00518423,0.0405808,0.0190099,0.0257404,0.0113339,0.0059958,0.00307784,0.00926965,0.0078094,0.0197464,0.0639795,0.0165355,0.0195782,0.0100779,0.0300974,0.0703394,0.00695562,0.00740722,0.00409063,0.00783937,0.0221941,0.0126131,0.00718411,0.00239574,0,0,0.0085825,0.0194081,0.00606771,0.0632999,0.0163296,0.0259414,0.00398645,0.00970176,0.00128573,0.00326331,0.0503074,0.00154322,0.00566144,0.00980484,0.0156452,0.00400217,0.012483,0.0064272,0.00438693,0.00229041,0.00213864,0.00235646,0.00337761,0,0,0,0,0,0,0,0,0,0,0
138,0.0035588,0.00178504,0.0565268,0.015493,0.0243885,0.00160944,0,0,0.00965194,0,0.0211743,0.00517632,0.0397029,0.0199051,0.0249172,0.0190352,0.0061522,0.00319554,0.0119782,0.00801898,0.023702,0.0640755,0.0160411,0.0166103,0.010233,0.0289869,0.0664177,0.00739897,0.00755031,0.00389219,0.00666225,0.022391,0.0120108,0.00777655,0.00236214,0,0,0.00774992,0.019547,0.00555008,0.063357,0.0168693,0.0261897,0.00434738,0.00901988,0.000721759,0.00355378,0.0502554,0.00209274,0.00684488,0.010787,0.0149903,0.00467876,0.0136644,0.00563349,0.00381736,0.00236696,0.0026123,0.00258733,0.00342123,0,0,0,0,0,0,0,0,0,0,0
139,0.00370768,0.0020219,0.054666,0.0158534,0.0267217,0.00282527,0,0,0.0103197,0,0.0213469,0.00561303,0.0396176,0.0229292,0.0243401,0.025382,0.00632419,0.00316711,0.0149991,0.0140578,0.0266954,0.0640072,0.0158905,0.0140186,0.0103215,0.0280865,0.0619791,0.00806961,0.00782027,0.00320772,0.00594235,0.022476,0.0114653,0.00816697,0.00230269,0,0,0.00743978,0.0196346,0.00521847,0.0634113,0.0173813,0.0264205,0.00478185,0.00856749,0.0007726,0.00395711,0.0501334,0.00260113,0.00816542,0.011745,0.014401,0.00539217,0.0148191,0.00584588,0.00332013,0.00241417,0.00288767,0.00269091,0.00326759,0,0,0,0,0,0,0,0,0,0,0
