Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63,x64,x65,x66
All Timesteps RMSE,0.00327435,0.00295119,0.0367308,0.0154317,0.0199622,0.00796265,0,0,0.00910099,0,0.0230024,0.00398245,0.0459782,0.0268586,0.0254644,0.0174935,0.00435365,0.00409129,0.0141155,0.0212966,0.0150164,0.0513235,0.0129629,0.0163599,0.00977256,0.0227409,0.0449394,0.00685395,0.00950017,0.00169893,0.0285733,0.0204591,0.0154591,0.00567244,0.00436743,0,0,0.0119025,0,0.0188798,0.00548171,0.0641619,0.0239895,0.0249524,0.00971771,0.00885425,0.00707151,0.0101787,0.049619,0.00949812,0.0140488,0.0155119,0.0200943,0.0109136,0.0187709,0.0341269,0.0103558,0.00779732,0.00337603,0.0037868,0.00422071,0,0,0,0,0,0
0,0.00688736,0.0026978,0.013158,0.0147743,0.0149382,0.00577108,0,0,0.00341431,0,0.021115,0.00336738,0.0403905,0.00858673,0.0290713,0.00721546,0.00263326,0.00178609,0.00424489,0.00857475,0.0124322,0.0539239,0.00848703,0.0144247,0.00358239,0.022136,0.0186736,0.00457288,0.00804921,0.0022479,0.00877683,0.0210667,0.0081106,0.00209992,0.0048328,0,0,0.0124556,0,0.0185437,0.00410399,0.0651646,0.0129078,0.0242302,0.00450476,0.00316824,0.00670849,0.0058708,0.0467236,0.00798224,0.00841152,0.00513886,0.0199718,0.00265547,0.00728848,0.00759239,0.00981733,0.00471563,0.00086604,0.00350899,0.00394951,0,0,0,0,0,0
1,0.00473269,0.00176619,0.0171639,0.0149711,0.0146503,0.00719334,0,0,0.00361477,0,0.0211947,0.00324622,0.04066,0.00729782,0.029372,0.00797511,0.00317396,0.00195772,0.00368543,0.0112099,0.0123041,0.0549412,0.010575,0.0172925,0.00235888,0.0245478,0.0176357,0.00450033,0.00809766,0.00208842,0.010687,0.0209962,0.00801285,0.00154646,0.00267516,0,0,0.0121648,0,0.0187485,0.0037925,0.0648932,0.0119864,0.0248014,0.00397974,0.00329128,0.00445373,0.00458863,0.0463679,0.00595759,0.00675601,0.00381646,0.0193108,0.00118631,0.00485575,0.0117769,0.00881652,0.00535412,0.000865803,0.00263225,0.00243647,0,0,0,0,0,0
2,0.00430311,0.00252985,0.0198806,0.0152324,0.013691,0.00856736,0,0,0.00408684,0,0.0213383,0.00328974,0.040797,0.0117682,0.0294553,0.00923583,0.00415063,0.00227896,0.0050621,0.0145002,0.0120489,0.0563484,0.0113089,0.0187455,0.00361505,0.0266006,0.0193054,0.00472673,0.00818699,0.00198176,0.0118509,0.0210227,0.00824971,0.00228754,0.00202008,0,0,0.0118157,0,0.018854,0.00344632,0.0648998,0.0116364,0.0245935,0.00342972,0.00413738,0.00386505,0.00445216,0.0464628,0.00479336,0.00592143,0.00319394,0.0191058,0.000897519,0.0036903,0.014036,0.00828145,0.00598991,0.00110412,0.00287545,0.00260642,0,0,0,0,0,0
3,0.00370257,0.00276971,0.0214889,0.0155205,0.012264,0.00955492,0,0,0.00478219,0,0.0215319,0.00343649,0.0408925,0.0173248,0.0295532,0.0107573,0.00480498,0.00245597,0.00735374,0.018019,0.0118338,0.0577907,0.0118468,0.0191448,0.00565383,0.0282433,0.0221297,0.00486346,0.00831925,0.00190741,0.0120969,0.0211783,0.00864814,0.00268293,0.00142654,0,0,0.0112241,0,0.0189434,0.00304222,0.0649889,0.0114955,0.0241413,0.00283875,0.004972,0.00350959,0.00435953,0.0469388,0.00425602,0.00562532,0.00295301,0.0192205,0.0012551,0.0031922,0.0148531,0.00779885,0.00712765,0.00139882,0.00293779,0.00298845,0,0,0,0,0,0
4,0.00278362,0.00264341,0.0231048,0.0158065,0.0112442,0.0102396,0,0,0.0050245,0,0.0216706,0.00344432,0.0409832,0.0231935,0.0297291,0.0125265,0.00508692,0.00281115,0.00977892,0.0214285,0.0114693,0.0590866,0.0124707,0.0190228,0.00750776,0.0293473,0.0253685,0.00461117,0.00856803,0.0018309,0.0115712,0.0210857,0.00996344,0.00294868,0.000647452,0,0,0.0102355,0,0.0192237,0.00241323,0.0648704,0.0117429,0.023732,0.00196171,0.00545892,0.00301584,0.00396108,0.0476329,0.00378084,0.00514417,0.00243938,0.0193777,0.00147702,0.00253192,0.0140887,0.00709598,0.00817383,0.00170925,0.00272748,0.00340796,0,0,0,0,0,0
5,0.00250596,0.00251896,0.024676,0.0159056,0.0113133,0.0108245,0,0,0.00918878,0,0.0217703,0.00533726,0.0407558,0.0289531,0.0297955,0.0143417,0.00514002,0.00317412,0.0119832,0.0247559,0.0109279,0.0600239,0.0127256,0.0183503,0.00918997,0.0302256,0.029661,0.00679352,0.00859641,0.00193774,0.0120426,0.0215023,0.011322,0.00316955,0.000763803,0,0,0.00917336,0,0.0189719,0.00217784,0.0645461,0.0128287,0.0232163,0.00191456,0.0058025,0.00288399,0.00383352,0.047801,0.0040685,0.00511566,0.00302573,0.0194896,0.00206977,0.00308859,0.0145472,0.00690914,0.00850975,0.0018977,0.00264921,0.00396758,0,0,0,0,0,0
6,0.00228921,0.00245566,0.0271316,0.0160539,0.0123409,0.0112466,0,0,0.0100015,0,0.0218554,0.00558154,0.0408099,0.0351607,0.029866,0.0160954,0.00500523,0.00346278,0.013824,0.0279649,0.0104004,0.0605515,0.0130304,0.0179703,0.0104545,0.0305768,0.0338513,0.0069623,0.00868772,0.0018674,0.0123679,0.0215014,0.0122838,0.00326568,0.000953511,0,0,0.00829216,0,0.0189422,0.00204429,0.0639637,0.013854,0.022627,0.0018439,0.00583772,0.0028338,0.00360266,0.0480346,0.00409692,0.00490484,0.00325897,0.0195409,0.00246663,0.00343747,0.0143053,0.00680578,0.00857109,0.00212245,0.00241672,0.00437685,0,0,0,0,0,0
7,0.00221166,0.00231313,0.0297192,0.0160924,0.0132417,0.0105529,0,0,0.0104346,0,0.0219618,0.00568393,0.0411707,0.0411149,0.0299876,0.0178605,0.00490469,0.00347636,0.01535,0.0311008,0.0100316,0.0608742,0.013421,0.0179962,0.0111916,0.0306699,0.0384404,0.00724868,0.00876525,0.00179322,0.0123703,0.0213919,0.0127166,0.0033033,0.000938552,0,0,0.00762331,0,0.0189333,0.00195477,0.0642384,0.0142392,0.0225326,0.00162621,0.00579302,0.0031017,0.00323156,0.0484063,0.00379292,0.00458812,0.00341625,0.0196984,0.00252715,0.00379264,0.0136412,0.0071599,0.00863778,0.00217793,0.0023035,0.00443014,0,0,0,0,0,0
8,0.00216915,0.00209403,0.0319369,0.0160152,0.0141736,0.0117725,0,0,0.0104196,0,0.022124,0.00567823,0.0417839,0.0459324,0.0300802,0.019464,0.00478488,0.00334012,0.01648,0.0339187,0.00990951,0.0612658,0.0136129,0.0184126,0.0112605,0.0308182,0.0437294,0.0074811,0.00889971,0.00156173,0.0121176,0.0212292,0.0132514,0.00340247,0.000765153,0,0,0.00704232,0,0.0188993,0.00173691,0.0646383,0.0146174,0.0226159,0.00161569,0.00567235,0.00362169,0.0029424,0.0484015,0.00343473,0.0042288,0.00367752,0.0196338,0.00252656,0.0043123,0.0123847,0.00765266,0.0082012,0.0021013,0.00233583,0.00404764,0,0,0,0,0,0
9,0.00222923,0.00194074,0.0339434,0.0156855,0.0151573,0.0128099,0,0,0.0102208,0,0.022321,0.00562938,0.0424427,0.0491496,0.0301577,0.0208864,0.00455299,0.00309477,0.0174297,0.0365908,0.0100169,0.0617659,0.014515,0.0193094,0.01138,0.0311329,0.0494474,0.00753611,0.00908964,0.00132576,0.0117416,0.0211012,0.0136586,0.00325696,0.000598822,0,0,0.00684412,0,0.0189151,0.00150476,0.0649358,0.0149613,0.0226118,0.00193909,0.00553077,0.0044171,0.00282024,0.0481211,0.0032782,0.00394249,0.00415092,0.0193284,0.0025094,0.00487199,0.011137,0.00819529,0.00715648,0.00201597,0.0025287,0.00331048,0,0,0,0,0,0
10,0.00234041,0.0018571,0.036231,0.0154572,0.0158028,0.0129483,0,0,0.0100262,0,0.0225259,0.00549743,0.0429979,0.0507453,0.0302001,0.0220755,0.00430525,0.00279625,0.0182221,0.0386258,0.0101897,0.0622917,0.0159769,0.0207536,0.0117285,0.0317094,0.055534,0.00754217,0.00922697,0.00119598,0.011171,0.0209976,0.0133876,0.00295721,0.000611798,0,0,0.00701074,0,0.0189378,0.00149534,0.065048,0.014487,0.0226697,0.00207391,0.00558707,0.00525952,0.00304769,0.0479753,0.00364123,0.00402147,0.00430285,0.0190611,0.00228494,0.00505826,0.0101176,0.00882027,0.00614397,0.00197141,0.00255859,0.00248649,0,0,0,0,0,0
11,0.00227732,0.00165677,0.0392071,0.015296,0.015596,0.0127252,0,0,0.00976898,0,0.0227018,0.00522937,0.0433319,0.0509512,0.0301004,0.0230981,0.00414878,0.00248885,0.0189053,0.0400688,0.0103009,0.062674,0.017677,0.0226277,0.0119443,0.0325518,0.0617635,0.00739433,0.00930749,0.00113225,0.0105484,0.020885,0.0130147,0.00268496,0.000626636,0,0,0.00768807,0,0.0188133,0.00213839,0.0651297,0.014063,0.022849,0.00226007,0.00577179,0.00612158,0.00328256,0.0479638,0.00359416,0.00392575,0.00457379,0.0187814,0.00211284,0.00541113,0.00901297,0.0100106,0.00554611,0.00169092,0.00245186,0.00188681,0,0,0,0,0,0
12,0.00190403,0.00166802,0.0436126,0.0152144,0.0152507,0.0123366,0,0,0.00914463,0,0.0228655,0.00475553,0.0434404,0.0503918,0.0299171,0.0237218,0.00398324,0.00220659,0.0193735,0.0409979,0.0103068,0.0628597,0.0193917,0.0246287,0.011991,0.0334481,0.0678497,0.00709103,0.00938459,0.00113527,0.0100949,0.0208662,0.0126134,0.00240811,0.00068347,0,0,0.0131968,0,0.0185704,0.00668304,0.0653048,0.0136751,0.023029,0.00255624,0.00588064,0.00899468,0.00283134,0.04792,0.00332467,0.0037515,0.00501673,0.0184228,0.00200324,0.00572404,0.00821959,0.0164479,0.0024576,0.00102252,0.00260017,0.0016144,0,0,0,0,0,0
13,0.00194379,0.00147767,0.0480823,0.0151432,0.0151438,0.0113093,0,0,0.0099528,0,0.0229039,0.00510013,0.0434671,0.0490589,0.0295947,0.0237912,0.00381291,0.00197395,0.0196203,0.0413209,0.0102888,0.0629761,0.0207267,0.0264943,0.0119632,0.0342851,0.0733207,0.00773837,0.00943023,0.00118681,0.00976949,0.0206978,0.0124511,0.00214525,0.000565663,0,0,0.00753547,0,0.0188569,0.00286053,0.0652643,0.0135043,0.0232217,0.00314423,0.00616188,0.00675644,0.00280065,0.0479395,0.00307545,0.00388941,0.00535189,0.0179443,0.00204205,0.00595429,0.00736566,0.0102999,0.00267821,0.00127322,0.00209445,0.00164249,0,0,0,0,0,0
14,0.0018073,0.00153588,0.051917,0.0152735,0.0152512,0.00983075,0,0,0.0102333,0,0.0229471,0.005261,0.0434321,0.0470321,0.0291886,0.0232778,0.00365352,0.00173033,0.0196395,0.0409674,0.0102641,0.0630167,0.0218792,0.0281019,0.011819,0.0349486,0.0780188,0.00795211,0.00943675,0.00131797,0.00909224,0.0206786,0.011672,0.00203419,0.0005285,0,0,0.0067817,0,0.0190469,0.00274332,0.0649894,0.01311,0.0233384,0.00322147,0.00671251,0.00662528,0.00302111,0.0481741,0.00309116,0.00441472,0.00561213,0.0176257,0.00215219,0.00601627,0.00660818,0.0096531,0.00116604,0.00135964,0.00191042,0.00185294,0,0,0,0,0,0
15,0.00160464,0.00164313,0.0550139,0.0154761,0.0151123,0.0091195,0,0,0.010525,0,0.0229743,0.00543582,0.0432208,0.0449916,0.0286964,0.0224356,0.0035673,0.00153935,0.0193818,0.0400826,0.0102336,0.0628726,0.0225977,0.029472,0.011668,0.0353148,0.0816373,0.00815743,0.00941572,0.00156642,0.0085581,0.0207228,0.0109506,0.00174411,0.000598856,0,0,0.00630912,0,0.0191463,0.00278396,0.0647998,0.0134785,0.0235419,0.00332802,0.0073862,0.00660156,0.00324385,0.0483387,0.00324789,0.00495437,0.00580451,0.0171094,0.00236091,0.00619855,0.00560281,0.00939773,0.000549296,0.00128507,0.00188069,0.0021409,0,0,0,0,0,0
16,0.00125712,0.00166963,0.0582188,0.015395,0.0148536,0.00916291,0,0,0.0107683,0,0.0229011,0.00554247,0.0429569,0.0426104,0.0281031,0.0208593,0.00342372,0.00147996,0.0184762,0.0383818,0.0102227,0.0626634,0.0229622,0.0304541,0.0114156,0.0353897,0.0845139,0.0083123,0.00938823,0.00187166,0.00807299,0.0207827,0.0105036,0.00130341,0.00080219,0,0,0.00555997,0,0.0191401,0.00291604,0.0650469,0.0136416,0.0237521,0.00357214,0.0078303,0.00648886,0.00353501,0.0486412,0.00349494,0.00565192,0.00630425,0.0165506,0.00283188,0.00697375,0.00473834,0.00914167,0.000467862,0.00130241,0.00183016,0.00235219,0,0,0,0,0,0
17,0.000924084,0.00183479,0.0609239,0.0154113,0.0151626,0.00906976,0,0,0.0109863,0,0.0228735,0.00558612,0.0425164,0.039614,0.0274639,0.0182631,0.0033686,0.00145969,0.0168417,0.0355883,0.0103967,0.062439,0.0229539,0.0307429,0.0109875,0.0351573,0.0866879,0.00843906,0.00937768,0.00218758,0.00757464,0.0208459,0.00994565,0.000847901,0.000998716,0,0,0.00465134,0,0.0190915,0.00307229,0.0650989,0.0138071,0.0238619,0.00395445,0.00831828,0.00630193,0.0038121,0.0489335,0.00372137,0.0063157,0.007207,0.0162455,0.00344544,0.00810729,0.00491534,0.00882905,0.000502191,0.0014617,0.00175541,0.00243072,0,0,0,0,0,0
18,0.000755511,0.00176336,0.0635479,0.0156408,0.0164158,0.00804143,0,0,0.0110424,0,0.0229162,0.00565048,0.0418338,0.0352242,0.0268295,0.0143356,0.0032266,0.00137893,0.0144259,0.0309113,0.010914,0.0623018,0.0225148,0.0304185,0.0106428,0.0344542,0.0879972,0.00845188,0.00934822,0.00242903,0.00770468,0.020956,0.00941967,0.000990671,0.00119853,0,0,0.0044843,0,0.0190855,0.00301503,0.0650366,0.0145766,0.0241354,0.00453264,0.00892846,0.00605186,0.00408112,0.04908,0.00371567,0.00699047,0.00823875,0.0158207,0.00422185,0.00945571,0.0060532,0.00851733,0.000520584,0.001478,0.0017133,0.00238768,0,0,0,0,0,0
19,0.000768507,0.00167955,0.0665251,0.0159735,0.0195991,0.00645973,0,0,0.00865477,0,0.0230477,0.004407,0.0408847,0.0293402,0.0262564,0.00912822,0.00299497,0.00137899,0.011293,0.0235969,0.0121258,0.0622312,0.0219202,0.0296646,0.0109234,0.033152,0.0884663,0.00677715,0.00934648,0.00243091,0.00882099,0.0210574,0.00880113,0.00159915,0.00176272,0,0,0.00631585,0,0.0188649,0.00414567,0.0648884,0.0152544,0.0245747,0.00519739,0.00946509,0.00622889,0.00422681,0.0492871,0.00368485,0.00766592,0.00918384,0.0152518,0.00497036,0.010825,0.00745648,0.00988964,0.000510495,0.0014072,0.00165432,0.00241221,0,0,0,0,0,0
20,0.0010901,0.00182326,0.0689922,0.0158132,0.024286,0.00507123,0,0,0.0102822,0,0.022872,0.00523143,0.0397699,0.0239899,0.0254856,0.00627251,0.00312491,0.00139076,0.00835647,0.0150238,0.0147224,0.0623268,0.0211788,0.0280884,0.0122649,0.0318843,0.0873165,0.00789677,0.00933918,0.00259233,0.00965195,0.021375,0.00785298,0.00226469,0.00171279,0,0,0.00409007,0,0.0193505,0.00310492,0.0648175,0.0161371,0.0250693,0.00568509,0.0101421,0.00548335,0.00435372,0.0493323,0.00388872,0.00829843,0.0101829,0.0147109,0.00570557,0.0121648,0.00941793,0.00786117,0.000766798,0.00181241,0.0016471,0.00243611,0,0,0,0,0,0
21,0.00139632,0.00195452,0.0684936,0.0157394,0.0277623,0.00441926,0,0,0.010179,0,0.0227475,0.00512937,0.0391861,0.0225157,0.0247951,0.011762,0.00347625,0.00152947,0.00812922,0.00808856,0.0186399,0.0625986,0.0196104,0.0247685,0.0129926,0.0310525,0.0834873,0.00788727,0.00938184,0.00254704,0.0103864,0.021515,0.00705388,0.0030289,0.0020616,0,0,0.00454941,0,0.0194076,0.00341339,0.0644661,0.0166253,0.025461,0.00620403,0.0105847,0.00529209,0.00461254,0.0490627,0.00443741,0.00872225,0.0111012,0.014241,0.00634643,0.0132253,0.0116427,0.00773376,0.000687327,0.00209105,0.00183068,0.0026244,0,0,0,0,0,0
22,0.00170763,0.00214981,0.0653298,0.0157535,0.0298545,0.00461482,0,0,0.0101697,0,0.0228689,0.0051211,0.038931,0.0240974,0.0241812,0.0199745,0.00414561,0.00166908,0.0111751,0.00988668,0.023279,0.0629267,0.018104,0.0204131,0.0128405,0.0302742,0.0770802,0.00787873,0.00949124,0.00247264,0.0114021,0.0216123,0.00647362,0.00376384,0.00257826,0,0,0.005307,0,0.0194379,0.00376967,0.0641244,0.0173496,0.0258948,0.00680628,0.0109236,0.0050705,0.00494217,0.0486637,0.00518377,0.00929437,0.0120734,0.0138428,0.00709584,0.0143596,0.0139831,0.00755213,0.000776633,0.00238695,0.00202489,0.0029234,0,0,0,0,0,0
23,0.00186599,0.00244892,0.0612145,0.0158127,0.0304377,0.00476626,0,0,0.00914996,0,0.0230286,0.00459634,0.0390668,0.0260202,0.0235693,0.0260336,0.0046027,0.00176869,0.0143473,0.0161987,0.026385,0.0627559,0.017035,0.0167895,0.0123211,0.0294892,0.0705557,0.0071208,0.00960775,0.0022822,0.01234,0.0216741,0.0059636,0.00408729,0.00298943,0,0,0.00618893,0,0.019325,0.00406524,0.0639392,0.0181453,0.0260504,0.00728293,0.0113448,0.00479332,0.00526254,0.0484183,0.00579084,0.00995775,0.0129218,0.0133059,0.00769235,0.0153405,0.0168243,0.00773826,0.00125632,0.00256883,0.00212082,0.0030786,0,0,0,0,0,0
24,0.00190186,0.0027207,0.0563507,0.0158314,0.0298887,0.00481464,0,0,0.0091089,0,0.0230793,0.00456933,0.0396157,0.0270923,0.0230648,0.0302927,0.00480761,0.00185883,0.0166692,0.0214907,0.0281189,0.0621424,0.0159566,0.0136613,0.011586,0.0286462,0.0637531,0.00706738,0.00971481,0.00221448,0.0138338,0.0217378,0.00570474,0.00439563,0.00322184,0,0,0.0069138,0,0.0193283,0.00424261,0.0637119,0.0187433,0.0261233,0.00783609,0.0118999,0.00450018,0.00563604,0.0483955,0.00631935,0.0106604,0.0136426,0.012818,0.00815243,0.0163526,0.0194565,0.00773266,0.00159137,0.00267118,0.00231382,0.00307736,0,0,0,0,0,0
25,0.00195188,0.00283515,0.0506262,0.0158206,0.0286978,0.00511697,0,0,0.0089862,0,0.0231264,0.00446673,0.040343,0.027761,0.0226158,0.0338172,0.00502184,0.00194863,0.0185256,0.0256431,0.0292543,0.0613099,0.0149113,0.0105949,0.0106054,0.0276214,0.0562838,0.00684504,0.00982262,0.00210384,0.0155369,0.0217128,0.0055349,0.00449773,0.00342914,0,0,0.00750951,0,0.0193296,0.00433908,0.0634712,0.019125,0.0261916,0.00854567,0.0124355,0.00425818,0.00609265,0.0484877,0.00680582,0.0114352,0.014313,0.012435,0.00853892,0.0172644,0.0221124,0.00768486,0.00180693,0.00273323,0.0024416,0.00312748,0,0,0,0,0,0
26,0.00202074,0.00284846,0.0442246,0.0158103,0.0267003,0.00571473,0,0,0.00885043,0,0.0231399,0.00437511,0.0410373,0.0275577,0.0222772,0.0358033,0.00529065,0.00205309,0.0193138,0.028651,0.0294334,0.0601457,0.0141197,0.00817629,0.00936436,0.0264441,0.0481937,0.00664366,0.00989573,0.0019983,0.0173273,0.0216381,0.00535181,0.00464332,0.00363735,0,0,0.00797819,0,0.0193088,0.00436739,0.0635681,0.0196241,0.0263296,0.00915782,0.0128476,0.00401628,0.00651077,0.0485808,0.0072297,0.0121573,0.0148633,0.0120726,0.0088502,0.0179706,0.0246313,0.00750814,0.00237625,0.00268473,0.00250131,0.00326262,0,0,0,0,0,0
27,0.00211336,0.00303621,0.0370373,0.0158777,0.0243086,0.00622076,0,0,0.00714554,0,0.0231653,0.00363477,0.0418426,0.0270186,0.0219551,0.0370362,0.00551282,0.00220236,0.0202571,0.0313017,0.0291013,0.0589154,0.0133748,0.00709066,0.00793029,0.025049,0.0390412,0.00540606,0.00992008,0.00194306,0.0190793,0.0214278,0.0051018,0.00499171,0.00386541,0,0,0.0084704,0,0.0194545,0.00446108,0.0635778,0.0201292,0.0264969,0.00971221,0.0132438,0.00377087,0.00689782,0.0486801,0.00767905,0.0128137,0.0153262,0.0117206,0.00925046,0.0185385,0.0266337,0.00712949,0.0024888,0.00273955,0.00259381,0.00344948,0,0,0,0,0,0
28,0.00212871,0.00319393,0.0290066,0.0157985,0.021543,0.00634393,0,0,0.00967121,0,0.0229631,0.00481995,0.0428938,0.0258576,0.0217407,0.0370589,0.00562907,0.00214471,0.021106,0.0330876,0.0280642,0.057516,0.0126509,0.00756021,0.00678769,0.0237796,0.0290784,0.0070663,0.00985328,0.00199053,0.0207594,0.0215096,0.00479205,0.00495196,0.00388594,0,0,0.0088764,0,0.0195136,0.00447699,0.0635762,0.0204981,0.0265924,0.010099,0.0134988,0.00377385,0.00725353,0.0485899,0.00783152,0.0133887,0.0156394,0.0115954,0.00960495,0.0190708,0.0287702,0.00678966,0.0020846,0.00280949,0.00262393,0.00351861,0,0,0,0,0,0
29,0.00218144,0.00320538,0.020436,0.0158432,0.0183265,0.006433,0,0,0.009551,0,0.0230251,0.0047363,0.0438727,0.0239702,0.021568,0.0355522,0.00564304,0.0021681,0.0209964,0.0335117,0.0262542,0.0559075,0.0117594,0.00882721,0.00566278,0.0225657,0.0189081,0.0069415,0.00984482,0.00207103,0.0223771,0.0214257,0.00475047,0.0048,0.00403883,0,0,0.0092718,0,0.0194879,0.00449011,0.0635482,0.0207158,0.0266806,0.0104283,0.0136537,0.00372317,0.00743469,0.0484928,0.00794658,0.0138688,0.0159259,0.0114396,0.0100128,0.0195402,0.0308591,0.00678719,0.00199245,0.00269472,0.00258093,0.00378346,0,0,0,0,0,0
30,0.00217964,0.00316245,0.0116078,0.0157837,0.0148565,0.00633559,0,0,0.00939675,0,0.02311,0.00466273,0.0449149,0.0216229,0.0214493,0.0327858,0.00546842,0.00216538,0.0200071,0.0323275,0.0236386,0.0542118,0.0107929,0.0101201,0.00491703,0.0215345,0.00834364,0.00677321,0.00991086,0.00214026,0.0239717,0.0212673,0.00453708,0.00452624,0.00415032,0,0,0.00969193,0,0.0193881,0.00457022,0.0634979,0.0208696,0.0266228,0.0106348,0.0137333,0.00373157,0.00738823,0.0483563,0.00814944,0.0142781,0.0160792,0.0112627,0.010107,0.0198352,0.0329342,0.00683685,0.00192462,0.00257032,0.0025924,0.00400636,0,0,0,0,0,0
31,0.00215831,0.00297385,0.00509501,0.0158151,0.0116981,0.00580589,0,0,0.00913719,0,0.023221,0.00453137,0.0458392,0.0190348,0.0213263,0.0286613,0.00507554,0.00216092,0.018169,0.0297058,0.0201981,0.0525518,0.00981172,0.0111728,0.00473687,0.020662,0.00241029,0.0064804,0.00996555,0.00214807,0.0252133,0.0211079,0.00425465,0.00416909,0.0042306,0,0,0.0101291,0,0.0192817,0.00461613,0.0634907,0.0209432,0.0263988,0.0110013,0.013708,0.00378383,0.00753206,0.0482008,0.00844871,0.0147057,0.0162926,0.0111964,0.0101818,0.0201462,0.0346318,0.00686718,0.001762,0.0023754,0.00254042,0.00412331,0,0,0,0,0,0
32,0.0020815,0.00282787,0.00945821,0.0158648,0.00949148,0.00514676,0,0,0.00877652,0,0.023337,0.00434529,0.046644,0.0161737,0.0213951,0.0231272,0.00459025,0.00210523,0.0155933,0.025847,0.0159939,0.0509806,0.00887669,0.0118311,0.00488535,0.0199005,0.0123664,0.00608408,0.00999832,0.00212805,0.0261495,0.0210282,0.00420891,0.00369574,0.00419875,0,0,0.0104762,0,0.019237,0.00455982,0.0635192,0.020813,0.0261097,0.0114216,0.0134607,0.00380857,0.00783245,0.0479538,0.00876963,0.0150237,0.0164557,0.0112339,0.0102479,0.0204411,0.0358347,0.00681555,0.00147477,0.00215964,0.0024846,0.00419481,0,0,0,0,0,0
33,0.00199081,0.00289154,0.0179447,0.0158541,0.00948371,0.00438533,0,0,0.00850649,0,0.0234692,0.0042122,0.0471655,0.0128976,0.0216549,0.0168419,0.00416119,0.00204701,0.0120291,0.0207481,0.0110514,0.0495785,0.00798511,0.0117905,0.0052189,0.0191987,0.021739,0.00579126,0.010027,0.00209958,0.0269046,0.0209039,0.00412,0.00319716,0.00420559,0,0,0.0107137,0,0.019046,0.00450052,0.0635342,0.0206199,0.0258402,0.0117776,0.0130459,0.00380246,0.00821567,0.047603,0.00906513,0.0152433,0.0165466,0.0113337,0.0102222,0.0206483,0.0365836,0.00683209,0.00139098,0.00189111,0.00238671,0.00431512,0,0,0,0,0,0
34,0.00183202,0.00292033,0.025164,0.015739,0.0119989,0.00343234,0,0,0.00891178,0,0.0235422,0.00439912,0.0473723,0.0114984,0.0220486,0.0100797,0.00365084,0.0020037,0.00729993,0.0143749,0.0056196,0.0486201,0.00726928,0.0114202,0.00598865,0.0185579,0.0290698,0.00599027,0.0100911,0.00208335,0.0274835,0.0207799,0.00393961,0.00260422,0.00415879,0,0,0.0110817,0,0.0189916,0.00467048,0.0635427,0.0203055,0.0254237,0.0120395,0.0124184,0.00385222,0.00843359,0.0472446,0.00932519,0.0154371,0.0165137,0.0115284,0.0100729,0.0205101,0.0372006,0.00691419,0.000927215,0.00170751,0.00231205,0.00437142,0,0,0,0,0,0
35,0.00182469,0.00280476,0.0307174,0.0157456,0.0157018,0.00277249,0,0,0.00658661,0,0.0238469,0.00324654,0.0475245,0.013504,0.0227013,0.00366256,0.00306925,0.00210008,0.00228003,0.00767637,0.00267469,0.048381,0.00719162,0.0111008,0.00719575,0.0180272,0.0342803,0.00415816,0.0101461,0.00195358,0.0278971,0.0205941,0.00357493,0.00206681,0.00434387,0,0,0.0112005,0,0.0187388,0.00444991,0.063678,0.0199574,0.024832,0.012193,0.0116489,0.00380851,0.00860912,0.0468755,0.0095325,0.0156708,0.0163884,0.0118525,0.00983153,0.0203709,0.0376173,0.0069674,0.000778236,0.001266,0.00225605,0.00456435,0,0,0,0,0,0
36,0.00173525,0.00282356,0.0343379,0.015405,0.0194499,0.00313915,0,0,0.0102375,0,0.0237075,0.00509796,0.0475064,0.0177608,0.0235109,0.00377202,0.00257551,0.00214869,0.00413511,0.00379684,0.00726046,0.0490211,0.00779426,0.0109098,0.00845186,0.0176611,0.0370305,0.00689846,0.0102187,0.0020753,0.0281152,0.0204478,0.00304151,0.00191748,0.00426251,0,0,0.0122179,0,0.0187702,0.00489681,0.0640258,0.0197619,0.0241239,0.0122736,0.0108359,0.00415126,0.00891611,0.0464272,0.00972266,0.016004,0.0162776,0.0122988,0.00961823,0.0203646,0.0379616,0.00745633,0.000244387,0.00125448,0.00260053,0.00438951,0,0,0,0,0,0
