Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63,x64,x65,x66
113,0.00364554,0.00224526,0.0126631,0.0140396,0.0122447,0.00570528,0,0,0.00677168,0,0.022288,0.00305021,0.0416142,0.00913468,0.0294824,0.00838059,0.00272235,0.00448501,0.00508257,0.0112888,0.0137838,0.056575,0.00871695,0.0154294,0.0047088,0.0254939,0.0152254,0.00188002,0.00897472,0.00155064,0.0144265,0.020643,0.010376,0.00371176,0.00319327,0,0,0.00938808,0,0.0185771,0.00297363,0.0654896,0.0128832,0.026662,0.00239444,0.00492328,0.00440571,0.00356442,0.0470977,0.00385299,0.00407225,0.00458627,0.0194888,0.00142857,0.00762255,0.0141775,0.00586206,0.00256138,0.000525569,0.00500971,0.00257775,0,0,0,0,0,0
114,0.00358063,0.00239747,0.0151287,0.0148218,0.0116637,0.00724352,0,0,0.00280213,0,0.0222505,0.00119444,0.0414794,0.0136563,0.0295701,0.0084053,0.00339877,0.00460668,0.00524128,0.0139825,0.0129633,0.05783,0.0104108,0.0169325,0.00634561,0.0275656,0.0172787,0.00199336,0.00889518,0.001013,0.0141557,0.0206763,0.0109975,0.00359532,0.00316801,0,0,0.00770188,0,0.0187291,0.0017997,0.0654668,0.0131698,0.0259885,0.00202363,0.00510348,0.00322697,0.00330798,0.0476623,0.0033176,0.00395843,0.00407968,0.0193845,0.00114665,0.00692226,0.0145854,0.0036738,0.00186636,0.000651873,0.00502392,0.00275422,0,0,0,0,0,0
115,0.0031968,0.00231428,0.0174369,0.0157042,0.0111342,0.00858185,0,0,0.00176555,0,0.0222774,0.00105509,0.0413384,0.0192753,0.0298229,0.00940226,0.00398093,0.00480382,0.0071076,0.0175155,0.0124042,0.0589523,0.0118322,0.0178331,0.00802446,0.0292326,0.0205662,0.00249799,0.00884649,0.000596021,0.0136478,0.020713,0.0115497,0.00340686,0.0031571,0,0,0.00633531,0,0.0186017,0.00128682,0.0652027,0.0135251,0.025249,0.0018343,0.00523146,0.00252431,0.00300893,0.0482614,0.00280507,0.00370981,0.00367143,0.0195284,0.00148556,0.00601299,0.0139714,0.00234084,0.00209181,0.000746795,0.00503824,0.00359842,0,0,0,0,0,0
116,0.00296562,0.00206495,0.0196916,0.0164828,0.010921,0.0095188,0,0,0.0017324,0,0.0223042,0.00137682,0.0412473,0.0249104,0.0300823,0.0109676,0.00439524,0.00501889,0.00944295,0.0211471,0.0117063,0.0598263,0.0128366,0.018125,0.0095338,0.0304967,0.0253068,0.00289714,0.00879176,0.000639285,0.012504,0.0207409,0.0118334,0.00314801,0.00308117,0,0,0.00492416,0,0.0185156,0.00117823,0.0648364,0.0139699,0.0245104,0.00182526,0.00553353,0.00210114,0.00266872,0.0487339,0.00241068,0.00350733,0.00341423,0.0197553,0.00218485,0.00513039,0.0124594,0.00122076,0.00224538,0.000845585,0.00505889,0.00434315,0,0,0,0,0,0
117,0.0028351,0.00177748,0.0221199,0.0170483,0.0114022,0.010071,0,0,0.00258534,0,0.022303,0.0016133,0.0411756,0.0308025,0.030312,0.0126923,0.00465703,0.00517873,0.0116167,0.0246136,0.0109888,0.0602797,0.0134103,0.0180921,0.0107056,0.0312936,0.0301731,0.00345529,0.00875254,0.000919208,0.0111208,0.0207679,0.0120433,0.00295948,0.00295196,0,0,0.00385243,0,0.0184524,0.00146119,0.0645258,0.0143178,0.0239354,0.00181699,0.0057085,0.00192865,0.00232985,0.0490052,0.00206407,0.00334716,0.00335895,0.0198675,0.00277357,0.0047611,0.0101886,0.000725911,0.00234833,0.000931082,0.00501995,0.00472252,0,0,0,0,0,0
118,0.00271294,0.00160127,0.0245699,0.0174299,0.0120372,0.0104372,0,0,0.00317618,0,0.0223565,0.00165545,0.0411206,0.036557,0.0304004,0.0145952,0.00494909,0.0051298,0.0135481,0.0279526,0.0105534,0.0603397,0.0136769,0.0182159,0.0114926,0.0316885,0.0345519,0.00414472,0.00880052,0.00118393,0.00986593,0.020736,0.0122005,0.00275284,0.00274095,0,0,0.0032861,0,0.018424,0.00167816,0.064352,0.0143929,0.0235713,0.00176423,0.00594141,0.0018475,0.00198642,0.0490577,0.00185517,0.00327852,0.00357136,0.0198118,0.00311897,0.00495134,0.00774642,0.000862279,0.00237661,0.000936768,0.00494431,0.00462785,0,0,0,0,0,0
119,0.0024856,0.00159592,0.0267013,0.0176711,0.0125083,0.0106313,0,0,0.00297721,0,0.0226085,0.00141387,0.0414103,0.0410599,0.0302978,0.016397,0.0052463,0.00485863,0.01511,0.0308532,0.0102193,0.0604204,0.0140319,0.0186798,0.0120674,0.0319336,0.0392788,0.00354072,0.00890108,0.0013278,0.00905394,0.0206279,0.0123844,0.00249174,0.0024713,0,0,0.00304777,0,0.0182758,0.00160206,0.0643832,0.0144084,0.0235051,0.00176576,0.00633254,0.00179834,0.00194601,0.0489091,0.00197199,0.00333508,0.0039022,0.0195139,0.00311056,0.00538533,0.00567706,0.000692857,0.0024797,0.000657123,0.00481778,0.00395446,0,0,0,0,0,0
120,0.00231909,0.00179194,0.0286101,0.0177362,0.012924,0.0108179,0,0,0.00321334,0,0.022919,0.0011669,0.04233,0.0444454,0.0302509,0.0179397,0.00544548,0.00442399,0.0162578,0.0331115,0.0101902,0.0607475,0.0145973,0.0194293,0.0124013,0.0322045,0.0441964,0.00344679,0.00912777,0.00148863,0.00867977,0.0203232,0.0124304,0.0022851,0.00232405,0,0,0.00663117,0,0.0183105,0.00364926,0.0645577,0.0144473,0.0235436,0.00196595,0.00660746,0.00362922,0.00222616,0.0485278,0.00232363,0.00345612,0.00471757,0.0191297,0.00280035,0.00634634,0.00421941,0.00673059,0.00112656,0.000969379,0.00456881,0.00293414,0,0,0,0,0,0
121,0.00230785,0.00178067,0.0311494,0.0174925,0.0133398,0.0109102,0,0,0.00724058,0,0.0230073,0.00312153,0.0433088,0.0466964,0.0301352,0.0191513,0.00555747,0.00418869,0.0170992,0.0348701,0.0103587,0.0613167,0.0155663,0.0205444,0.0125478,0.0326125,0.0492523,0.00674916,0.00931941,0.00138261,0.00870232,0.0202845,0.0123944,0.00219919,0.00141178,0,0,0.00365152,0,0.0183836,0.00210481,0.0645232,0.0144709,0.0234913,0.00224135,0.00679411,0.00170738,0.00257202,0.0480841,0.00292103,0.00372303,0.00555093,0.0187092,0.00253792,0.00737617,0.00352146,0.0010936,0.00141831,0.000996419,0.00397497,0.00204943,0,0,0,0,0,0
122,0.002156,0.00170569,0.0337996,0.0174785,0.0139349,0.0109142,0,0,0.00776027,0,0.0233454,0.00300209,0.0437889,0.0474664,0.0300449,0.0202029,0.00546147,0.00411701,0.0179581,0.0364899,0.0104461,0.0618147,0.0169653,0.0220913,0.0127489,0.0333284,0.0547182,0.00719674,0.00948415,0.00129295,0.00868356,0.0201462,0.0124324,0.0021075,0.00102232,0,0,0.00362325,0,0.0183933,0.0019458,0.0642454,0.0143538,0.0234004,0.0026914,0.00711567,0.00192968,0.00277476,0.047741,0.00343288,0.00385986,0.00601493,0.0182327,0.00224511,0.00794884,0.00332987,0.000811417,0.00123708,0.00135311,0.00326322,0.00138678,0,0,0,0,0,0
123,0.00199777,0.00164869,0.0369927,0.0174874,0.0146332,0.0107517,0,0,0.00822126,0,0.0236708,0.00298994,0.0440053,0.0477553,0.0298772,0.0210569,0.00534461,0.00416617,0.0186879,0.0378472,0.0105091,0.0621354,0.0183904,0.0237842,0.0129561,0.0341381,0.0599895,0.00768335,0.009598,0.00130112,0.00866859,0.0199559,0.012271,0.0019802,0.000842857,0,0,0.00347793,0,0.0183919,0.00191267,0.0639541,0.0139916,0.0233696,0.00319131,0.00763836,0.00240936,0.00275409,0.0476722,0.00359288,0.0038345,0.00623569,0.0178036,0.00206783,0.00813296,0.00341614,0.000576636,0.00133863,0.00173327,0.00266537,0.00100643,0,0,0,0,0,0
124,0.00179863,0.00156991,0.0404493,0.0175482,0.0150585,0.0106032,0,0,0.00853228,0,0.0239313,0.00309753,0.0441551,0.0475558,0.0294425,0.0215223,0.00528157,0.0041628,0.019014,0.0385864,0.0105493,0.0622507,0.0195812,0.0254354,0.0131721,0.0349091,0.0648214,0.00809097,0.00967697,0.00138971,0.00870908,0.0198491,0.0117678,0.00188858,0.000815192,0,0,0.00310227,0,0.0184256,0.00174637,0.0638759,0.0133642,0.023346,0.00358451,0.00824493,0.00286035,0.00285514,0.0478711,0.00354194,0.00411499,0.00631803,0.0174002,0.00201748,0.00807214,0.00406835,0.000257968,0.00145397,0.00187307,0.00225053,0.00059953,0,0,0,0,0,0
125,0.00170124,0.00154382,0.0439763,0.0175185,0.0151391,0.0102793,0,0,0.00875889,0,0.0240768,0.00317443,0.0442755,0.0464741,0.0288909,0.0215503,0.00532255,0.00424954,0.0190768,0.0388163,0.0105137,0.0622708,0.0205647,0.0268971,0.013204,0.0356109,0.0693017,0.00840794,0.00973908,0.00143389,0.00855154,0.0198281,0.0109961,0.00177034,0.000744326,0,0,0.00288563,0,0.0185432,0.00174488,0.0638879,0.0128199,0.0233586,0.00404952,0.00882536,0.00314088,0.00322147,0.0481196,0.00356621,0.00477309,0.00647211,0.0169969,0.00213183,0.0080296,0.00564044,0.000266267,0.00165713,0.00204264,0.00211101,0.000164614,0,0,0,0,0,0
126,0.00167726,0.00143311,0.0474537,0.0175322,0.0153669,0.00962454,0,0,0.00980578,0,0.0240578,0.00380601,0.0442445,0.0457572,0.0283313,0.021486,0.0052463,0.00456243,0.0190212,0.0386864,0.0104063,0.0621565,0.0211631,0.0281411,0.0128316,0.0360383,0.0729503,0.00928459,0.00975972,0.00142615,0.00904155,0.019854,0.0101878,0.00146363,0.000691311,0,0,0.00252045,0,0.0186168,0.00166601,0.0638387,0.0122341,0.0235412,0.00460803,0.00913555,0.00324129,0.00369281,0.0483395,0.00380424,0.00543284,0.00694635,0.016592,0.00237635,0.00822042,0.00712989,0.000670261,0.00174261,0.00234598,0.00204215,0.00027709,0,0,0,0,0,0
127,0.00172224,0.00132397,0.0505669,0.0175667,0.0154766,0.00888463,0,0,0.0106297,0,0.0240168,0.0043349,0.0440084,0.0445045,0.0277996,0.0210269,0.00509289,0.00471078,0.018664,0.0379729,0.010243,0.0618829,0.0214306,0.0289765,0.0123364,0.0362275,0.0761717,0.00985778,0.00976366,0.00145884,0.00984461,0.0199451,0.00950385,0.00105699,0.000715411,0,0,0.0020928,0,0.018702,0.00144283,0.0637225,0.0118761,0.0238447,0.0051465,0.00949596,0.00325988,0.00407473,0.0484498,0.00413462,0.00604097,0.00779387,0.0161926,0.00263107,0.00880934,0.00892354,0.00116767,0.00166619,0.00243225,0.00227101,0.000495143,0,0,0,0,0,0
128,0.00189235,0.00119616,0.05308,0.017655,0.0153829,0.00817526,0,0,0.00819098,0,0.0241123,0.00303741,0.0438014,0.0426056,0.0272281,0.0192718,0.00494838,0.00434769,0.0174305,0.0358135,0.0102391,0.0613889,0.0212312,0.0291299,0.0119462,0.0360554,0.0782837,0.00804567,0.00974781,0.00155442,0.011139,0.0199298,0.00901248,0.000659601,0.0010408,0,0,0.001977,0,0.018611,0.00115864,0.063609,0.0119132,0.0241875,0.00583608,0.00997894,0.00376561,0.00439399,0.0484967,0.00458989,0.00661141,0.00867018,0.0157453,0.00306016,0.00968557,0.010693,0.00348325,0.0012971,0.00141376,0.00273751,0.000318815,0,0,0,0,0,0
129,0.00222808,0.00134116,0.0552025,0.0174672,0.0151157,0.00749573,0,0,0.00879758,0,0.0239079,0.00339283,0.0433989,0.0399144,0.0266076,0.0169053,0.0049468,0.00426876,0.0158452,0.0329757,0.0101952,0.0608839,0.0207221,0.0287747,0.011332,0.0356679,0.0798737,0.00847602,0.00967619,0.00157775,0.0122631,0.0202882,0.00831807,0.000386204,0.00115677,0,0,0.00231451,0,0.0187787,0.00113645,0.0636494,0.0125188,0.0244913,0.00631385,0.0104206,0.00326184,0.00465851,0.0485775,0.0049487,0.00733258,0.00957919,0.0153396,0.00365962,0.0109357,0.0132974,0.00304537,0.00112446,0.00178616,0.00291983,0.000401403,0,0,0,0,0,0
130,0.00251349,0.00150971,0.0574638,0.0171905,0.0153973,0.00666145,0,0,0.00903039,0,0.0237754,0.00359788,0.042774,0.0366243,0.0259791,0.0136865,0.00478056,0.00428154,0.0137515,0.0290704,0.0104237,0.0605077,0.0200198,0.0278902,0.0105529,0.0349182,0.0808766,0.00871713,0.00967261,0.00161314,0.0139914,0.0203943,0.0075803,0.000572766,0.00131253,0,0,0.00330609,0,0.0189387,0.00143849,0.0639806,0.0135654,0.0249169,0.00665535,0.0107449,0.00320884,0.00497479,0.0487085,0.00523076,0.00827976,0.0106699,0.0149395,0.00452692,0.0125342,0.0163576,0.00352147,0.00107898,0.00177812,0.00287395,0.000218716,0,0,0,0,0,0
131,0.00265331,0.00166169,0.0596429,0.0168341,0.0166527,0.00561674,0,0,0.00886643,0,0.0237203,0.00359724,0.0419635,0.0315367,0.0253562,0.00923175,0.00434168,0.00426271,0.0107537,0.023273,0.0114297,0.0603778,0.019178,0.0264429,0.00972554,0.0336207,0.081023,0.00861964,0.00972704,0.0015028,0.0159463,0.0204756,0.00694663,0.00138737,0.00156169,0,0,0.00447503,0,0.0190193,0.00189176,0.064068,0.0145482,0.0254054,0.00716112,0.0110033,0.00314832,0.00525085,0.0486778,0.00568804,0.00923681,0.0117267,0.0144962,0.00518903,0.0139748,0.019425,0.00412696,0.00126845,0.00172479,0.00288845,0.000420514,0,0,0,0,0,0
132,0.00272922,0.0018334,0.0621054,0.0165579,0.0199403,0.00458629,0,0,0.00841335,0,0.023615,0.00343795,0.0409817,0.0246474,0.0246152,0.00645561,0.00389761,0.00407792,0.00740555,0.0153027,0.0141348,0.0606997,0.0181274,0.024409,0.00915494,0.0318025,0.0802243,0.00812072,0.0097702,0.00134539,0.0179401,0.0205328,0.00634603,0.00245397,0.0019152,0,0,0.005716,0,0.0190428,0.00238365,0.0639916,0.0155833,0.0258875,0.00775387,0.0114188,0.00306523,0.00553974,0.0485277,0.00622305,0.0101533,0.0126747,0.0139755,0.00585689,0.0152695,0.0224887,0.00458545,0.00173355,0.0017506,0.00293724,0.00103648,0,0,0,0,0,0
133,0.0027666,0.00204307,0.0626,0.0163729,0.0239609,0.00393998,0,0,0.00779149,0,0.0234517,0.00317512,0.0401841,0.0201848,0.023828,0.0127647,0.0036933,0.00382424,0.00795581,0.00858299,0.0188373,0.061522,0.0169987,0.0209875,0.00915677,0.030344,0.0769298,0.0074049,0.00975523,0.0010769,0.0200389,0.0205786,0.00584687,0.00367106,0.00233173,0,0,0.00702466,0,0.0190356,0.00283518,0.0639276,0.016808,0.0263619,0.00837801,0.0120824,0.00302499,0.00593997,0.0483949,0.00683896,0.0109931,0.0136221,0.0133989,0.00661623,0.0164881,0.0254898,0.00500639,0.00233132,0.00175981,0.00299116,0.00169158,0,0,0,0,0,0
134,0.00286895,0.00222154,0.0608657,0.0160894,0.0262928,0.00389691,0,0,0.00722205,0,0.023284,0.00290364,0.0399445,0.0202653,0.0232907,0.0199267,0.00377027,0.00361565,0.0113786,0.0111944,0.0228221,0.0619258,0.0161149,0.0174377,0.00903793,0.0293341,0.0722504,0.00670717,0.00968291,0.000862818,0.022096,0.0205719,0.00546761,0.00453069,0.00265143,0,0,0.00800329,0,0.0189965,0.00316852,0.0639807,0.0179883,0.0267455,0.00896884,0.0126528,0.00302339,0.0065711,0.0482775,0.0073525,0.0118423,0.0145054,0.012923,0.007333,0.0175829,0.028388,0.00534898,0.00297461,0.00180296,0.00310236,0.00224793,0,0,0,0,0,0
135,0.00295886,0.00234629,0.0577961,0.0159905,0.0272054,0.00411518,0,0,0.00379142,0,0.0233803,0.0013,0.0401238,0.0216197,0.0229118,0.025238,0.00388339,0.00307156,0.0143325,0.0163479,0.0254716,0.0617875,0.0155036,0.0143006,0.00875063,0.0284056,0.0668876,0.00397098,0.0096466,0.00086396,0.0241031,0.0204351,0.00529683,0.00539214,0.00299584,0,0,0.00877473,0,0.0189712,0.00338179,0.0640611,0.0190293,0.0274301,0.00962502,0.0132061,0.00300122,0.00728657,0.0482584,0.00774183,0.012699,0.0153203,0.0124665,0.00788003,0.0185782,0.0309506,0.00542184,0.00365255,0.00184838,0.00334574,0.00275528,0,0,0,0,0,0
136,0.00300812,0.00246989,0.0537766,0.0156755,0.0268579,0.00450633,0,0,0.00479433,0,0.0232839,0.00173517,0.0406074,0.0226115,0.0226131,0.028924,0.00399947,0.00309094,0.0164251,0.020629,0.026948,0.0612791,0.0150175,0.0114803,0.00821567,0.0275386,0.0609366,0.00439618,0.00972426,0.000598277,0.0258918,0.0202257,0.00515966,0.00594532,0.00319471,0,0,0.00960914,0,0.0189402,0.00359965,0.0641853,0.0198339,0.0280677,0.010256,0.0135247,0.00311088,0.00786248,0.04824,0.00812383,0.0134925,0.0160396,0.0121562,0.00838376,0.0194749,0.0333517,0.00567945,0.00433338,0.0018962,0.00360106,0.00292949,0,0,0,0,0,0
137,0.00315772,0.00255165,0.0486918,0.015484,0.0258923,0.0050228,0,0,0.00458363,0,0.0232862,0.00167528,0.0412041,0.0234429,0.022266,0.0321508,0.00419907,0.00301321,0.0184898,0.024691,0.028115,0.0605757,0.0146259,0.00879023,0.00748327,0.0265938,0.0538581,0.00393108,0.00979598,0.000497211,0.0274334,0.0200378,0.00503533,0.00619214,0.00336294,0,0,0.0103334,0,0.0187874,0.003796,0.0643187,0.0205336,0.0284657,0.0107759,0.0137301,0.00320742,0.00822916,0.0481886,0.00840694,0.014165,0.0166141,0.0119675,0.00869454,0.0201902,0.0354476,0.00607847,0.00482293,0.00186334,0.00377644,0.00301863,0,0,0,0,0,0
138,0.00338156,0.00256768,0.0428809,0.015389,0.0242528,0.00532524,0,0,0.00362942,0,0.0233112,0.00134195,0.0419445,0.0237479,0.0220962,0.0341885,0.00434104,0.0028961,0.020048,0.0278489,0.0284586,0.059735,0.0141916,0.00688555,0.00662814,0.0256096,0.0462613,0.00292858,0.00983586,0.000559852,0.0287832,0.019862,0.00493065,0.00629414,0.00355599,0,0,0.0107601,0,0.0184288,0.00373303,0.0642877,0.0211671,0.0284782,0.011095,0.0138952,0.00324346,0.00848617,0.047999,0.00853574,0.0147457,0.0169905,0.0118398,0.00890522,0.0207446,0.0373485,0.0063533,0.00495932,0.00179492,0.00382253,0.0031063,0,0,0,0,0,0
139,0.00351788,0.00263482,0.0364074,0.0153007,0.0221208,0.00554537,0,0,0.00348692,0,0.023279,0.00139486,0.0428032,0.0234939,0.022004,0.0354009,0.00447889,0.00288443,0.0211522,0.0303143,0.0281705,0.0587845,0.0136657,0.00619577,0.00578407,0.0245926,0.0379955,0.0026532,0.009848,0.000568754,0.0300101,0.0197316,0.00493455,0.00650468,0.00378182,0,0,0.0116092,0,0.0183039,0.00400896,0.0643384,0.0217143,0.028511,0.011447,0.0141784,0.00356479,0.00868897,0.0478744,0.0086808,0.0151674,0.0173249,0.0116837,0.00916038,0.0211404,0.038998,0.00687616,0.00527886,0.00174947,0.00389719,0.00306333,0,0,0,0,0,0
140,0.00362062,0.00269585,0.0291692,0.0153,0.0194873,0.00573839,0,0,0.00348891,0,0.0232905,0.00142396,0.04386,0.0223472,0.0219125,0.0355278,0.00460596,0.0029479,0.0216397,0.031751,0.0271647,0.0576273,0.0128919,0.00703412,0.00505732,0.0235734,0.0293413,0.00252094,0.00986199,0.000571236,0.0312752,0.0196287,0.00489856,0.00671041,0.00403553,0,0,0.0124915,0,0.0182009,0.004357,0.064764,0.0220465,0.0285416,0.0116903,0.0143371,0.0039949,0.00879108,0.0479147,0.00871049,0.0154213,0.0175035,0.011618,0.00920603,0.0213262,0.0407084,0.00753644,0.00549843,0.00178339,0.00399282,0.00311224,0,0,0,0,0,0
141,0.00371181,0.00276073,0.0217641,0.0153284,0.0166864,0.00591934,0,0,0.00363745,0,0.0233511,0.00145205,0.0450461,0.0209233,0.0218371,0.0344423,0.00468884,0.00306156,0.0214608,0.0320082,0.025407,0.0562286,0.0119158,0.00865909,0.00463155,0.0226421,0.0206605,0.00244232,0.00987709,0.000574643,0.0325482,0.0195422,0.00483024,0.00686102,0.0041955,0,0,0.0133286,0,0.0181231,0.00465803,0.0654973,0.0221797,0.0285793,0.0117901,0.0143944,0.00448976,0.00897857,0.0479591,0.00855514,0.0155472,0.0175271,0.0115942,0.00923182,0.0213832,0.0425101,0.00821231,0.00565895,0.00175481,0.00403857,0.00317184,0,0,0,0,0,0
142,0.00378882,0.00284834,0.0139343,0.0153337,0.0136377,0.00596221,0,0,0.00402763,0,0.0234789,0.00158233,0.0459195,0.019448,0.0218571,0.0325578,0.00470471,0.00323574,0.0208227,0.0314716,0.0230735,0.054748,0.011254,0.0105485,0.00470806,0.0217905,0.0116288,0.00249847,0.00992353,0.000679413,0.0334807,0.0194223,0.00481687,0.00676919,0.00428099,0,0,0.01424,0,0.0180607,0.00502934,0.0656995,0.0222983,0.0284765,0.0118999,0.0144325,0.00492295,0.00919189,0.0478516,0.00853928,0.0157466,0.017576,0.0115418,0.00936798,0.0215013,0.0438166,0.00887194,0.00582447,0.00170353,0.00406007,0.00326508,0,0,0,0,0,0
143,0.0039128,0.00291637,0.00620046,0.0153726,0.0106351,0.00571751,0,0,0.0041644,0,0.0236123,0.00158051,0.0468189,0.0173369,0.0219579,0.029465,0.00460765,0.00344269,0.0193245,0.0295986,0.0198304,0.0532209,0.0107989,0.0122243,0.00531064,0.0211509,0.00328606,0.00270489,0.00994409,0.00087727,0.0341351,0.0192603,0.00482453,0.00643266,0.00437632,0,0,0.0152726,0,0.0181208,0.00555889,0.065705,0.0222842,0.0282509,0.0119803,0.0143718,0.00537571,0.00946981,0.0476395,0.00870486,0.0160428,0.0177019,0.0114603,0.00947816,0.021647,0.0446073,0.00967881,0.00598345,0.00165229,0.00410132,0.003414,0,0,0,0,0,0
144,0.00386731,0.0030256,0.00470165,0.0151006,0.00859788,0.00514429,0,0,0.00953479,0,0.0235237,0.00443213,0.0475944,0.0143813,0.0220944,0.0250579,0.00432288,0.00458678,0.0169539,0.0262081,0.0158135,0.0517472,0.0102061,0.013189,0.00599034,0.0206503,0.00776873,0.00659263,0.0100678,0.00111577,0.0346632,0.0192747,0.00480085,0.0060695,0.00438134,0,0,0.0159994,0,0.0180628,0.00583722,0.0657948,0.0221422,0.0279497,0.0120457,0.0142002,0.00571348,0.00974032,0.0473985,0.00884872,0.0163968,0.0178123,0.0115249,0.00954084,0.021773,0.045451,0.0101491,0.00602579,0.00175632,0.00420365,0.00339138,0,0,0,0,0,0
145,0.00399205,0.00312503,0.0113883,0.0150411,0.00900678,0.004357,0,0,0.010337,0,0.0236716,0.00486649,0.0481998,0.0118021,0.0222999,0.0194463,0.00381997,0.00511397,0.0135968,0.0213288,0.0111655,0.0504391,0.00935644,0.0132321,0.00650078,0.0202839,0.0152382,0.00742478,0.0101439,0.00123715,0.035048,0.0192218,0.00469893,0.00580706,0.00445133,0,0,0.016458,0,0.0180598,0.00601108,0.065888,0.0218728,0.0275347,0.0121142,0.0139749,0.00605465,0.00997634,0.0471867,0.00890409,0.0166876,0.0177401,0.0118325,0.00944729,0.0217383,0.046209,0.010417,0.00600509,0.00190197,0.00430814,0.00359582,0,0,0,0,0,0
146,0.00406141,0.00322672,0.0181202,0.0148584,0.0116329,0.00343987,0,0,0.0109178,0,0.0238664,0.00512959,0.0484467,0.0116208,0.0226244,0.0131333,0.00325771,0.00562207,0.0095098,0.0154174,0.00624369,0.0494655,0.00837982,0.0126015,0.00710505,0.0199336,0.0217437,0.00814989,0.0102428,0.00117716,0.0351381,0.0191248,0.00451871,0.00538951,0.00447383,0,0,0.0167543,0,0.0180077,0.00608813,0.0659629,0.0215117,0.0270821,0.0120977,0.0136923,0.00633735,0.0102644,0.0470462,0.00894116,0.0168732,0.0175199,0.0123045,0.00929077,0.0215386,0.0467196,0.0105583,0.00596937,0.00203004,0.00443844,0.00386158,0,0,0,0,0,0
147,0.00406086,0.00335271,0.0240884,0.0147216,0.0154626,0.00235157,0,0,0.0114484,0,0.0241199,0.00532963,0.0484699,0.0146201,0.0230627,0.00689874,0.00286595,0.0061469,0.00490481,0.0091799,0.00283094,0.0489414,0.00760992,0.011766,0.00802531,0.0195915,0.0271518,0.00880287,0.010325,0.00107338,0.0353615,0.0190135,0.00435992,0.00494491,0.00448343,0,0,0.0169631,0,0.0179289,0.00611093,0.0660542,0.021055,0.0266292,0.0120149,0.0132139,0.00659963,0.0105636,0.0467522,0.00896923,0.0169914,0.0171611,0.0127035,0.00900988,0.0212042,0.0469235,0.0106687,0.00595898,0.00215369,0.0046305,0.00419006,0,0,0,0,0,0
148,0.00405994,0.00350062,0.0281501,0.0146639,0.0196248,0.00149475,0,0,0.0120127,0,0.0244093,0.00559731,0.0484136,0.0200617,0.0237316,0.0035041,0.00256683,0.00663495,0.00207692,0.00391618,0.00648864,0.0490667,0.00722675,0.0108053,0.00923768,0.0193907,0.0303687,0.00946702,0.0104227,0.000993995,0.0355239,0.0189492,0.00417055,0.00447871,0.00455667,0,0,0.0170828,0,0.0179137,0.0061302,0.0662152,0.0204307,0.0260398,0.0119796,0.0126054,0.00685176,0.0108793,0.0464133,0.00909818,0.0170854,0.0167176,0.0130978,0.00875052,0.0207161,0.0470251,0.0107546,0.005997,0.00227224,0.00487761,0.00459158,0,0,0,0,0,0
149,0.00406516,0.0036863,0.0305963,0.0146121,0.0236865,0.00204651,0,0,0.0123658,0,0.0246473,0.00575165,0.048393,0.0266983,0.024598,0.00811736,0.00242291,0.00702908,0.00733856,0.00770764,0.0119221,0.0499599,0.00757201,0.010198,0.0106951,0.0193794,0.0317321,0.00996851,0.010484,0.000832434,0.0355648,0.0189035,0.00392758,0.00421194,0.00477499,0,0,0.0172394,0,0.0179015,0.00624301,0.0663338,0.0199244,0.0253149,0.0119204,0.0119937,0.00712578,0.0112618,0.0460826,0.0092814,0.0171714,0.0162528,0.0135793,0.0084344,0.0202479,0.0470904,0.0108861,0.00601839,0.00236588,0.00515401,0.00506037,0,0,0,0,0,0
150,0.00418684,0.00385342,0.0329366,0.0145445,0.0276166,0.00337469,0,0,0.012497,0,0.0248743,0.00579048,0.0484678,0.0332603,0.025578,0.0134064,0.00239233,0.00728495,0.0137207,0.0146282,0.0170981,0.0514946,0.00889458,0.010328,0.0121859,0.0189597,0.0331312,0.0103525,0.0105497,0.000637405,0.0357528,0.0188516,0.0035598,0.00418906,0.00506336,0,0,0.0175572,0,0.0178846,0.00640006,0.0663482,0.0196159,0.0245429,0.0117146,0.0113297,0.00746612,0.0116307,0.0454783,0.00934145,0.017253,0.0158024,0.0141447,0.00810618,0.019923,0.0473935,0.0110857,0.00604248,0.00240729,0.005487,0.00546553,0,0,0,0,0,0
