Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63,x64,x65,x66,LGTR
All Timesteps RMSE,0.0202146,0.0314949,0.0457392,0.0128961,0.0242592,0.0160952,0,0,0.0207735,0,0.0235988,0.0118367,0.0294571,0.0216045,0.0216292,0.0353352,0.0225151,0.0166413,0.0242816,0.0182865,0.0563025,0.0176386,0.024274,0.0158174,0.0163608,0.0570485,0.0139434,0.0101002,0.00841049,0.0254198,0.0159921,0.0144894,0.0133593,0.00775104,0,0,0.0397653,0,0.0195328,0.0262447,0.0528252,0.0231333,0.0210001,0.016487,0.0298428,0.0192456,0.0147251,0.0597691,0.0170263,0.0161381,0.012855,0.0102098,0.0110573,0.0153729,0.0327712,0.0252534,0.00872638,0.0112783,0.033034,0.00743364,0,0,0,0,0,0,0.0383621
0,0.0163457,0.0251397,0.0195546,0.0129811,0.00752748,0.0195501,0,0,0.0177309,0,0.0229684,0.0108205,0.00576676,0.0226549,0.0055842,0.0332294,0.0156841,0.00744059,0.00478274,0.00601597,0.0483437,0.0116022,0.0108731,0.0128853,0.0123349,0.0255373,0.0109564,0.0111611,0.00595,0.0137201,0.0205716,0.0213095,0.0100449,0.0051846,0,0,0.020146,0,0.0163112,0.0135387,0.0507694,0.016879,0.0227073,0.016719,0.0268141,0.0117246,0.0141143,0.0615863,0.0179058,0.0180461,0.00789572,0.0113037,0.00901663,0.015641,0.00490365,0.0161332,0.00423034,0.0064824,0.0275166,0.00639537,0,0,0,0,0,0,0
1,0.0190734,0.0282246,0.0280805,0.0125948,0.0059409,0.011352,0,0,0.0187965,0,0.0235705,0.011531,0.011054,0.0190525,0.0135496,0.0351073,0.0192011,0.0117644,0.0132887,0.0112059,0.054675,0.0147287,0.0151723,0.0135927,0.0137697,0.0398779,0.0112532,0.0111149,0.00633286,0.0139715,0.0197444,0.0193124,0.00910488,0.00568053,0,0,0.0260855,0,0.0169563,0.0169414,0.0505348,0.0142489,0.0227769,0.0182461,0.0252681,0.0142108,0.0158554,0.0637043,0.0195018,0.0195111,0.00714877,0.0107114,0.00846583,0.0144785,0.00432822,0.0190204,0.00431045,0.00737057,0.0291461,0.00725756,0,0,0,0,0,0,0.0420401
2,0.01848,0.0292628,0.029994,0.0128152,0.00546115,0.0139862,0,0,0.0186779,0,0.0235149,0.0115562,0.0118027,0.0199474,0.014387,0.0372442,0.0198928,0.0127773,0.0148544,0.0117217,0.0550068,0.0142131,0.0151554,0.0131742,0.0134532,0.0429562,0.0110518,0.0110173,0.00633667,0.0135502,0.0197593,0.0162911,0.0116842,0.00430711,0,0,0.0266391,0,0.0171025,0.0170957,0.0503376,0.0129397,0.0219566,0.0188708,0.0278585,0.0139586,0.0165396,0.0644238,0.02021,0.0206817,0.00556212,0.0113859,0.00698751,0.013314,0.00689186,0.0191221,0.00355089,0.006967,0.0307761,0.0061987,0,0,0,0,0,0,0.0415099
3,0.0179849,0.0294653,0.0315643,0.0128717,0.0055043,0.0155608,0,0,0.0185456,0,0.0234328,0.0115002,0.0121063,0.0215213,0.0148744,0.0384834,0.0201291,0.0133273,0.0158686,0.0118602,0.055206,0.0136082,0.015008,0.0127346,0.0130977,0.0451641,0.0110019,0.0109195,0.0063621,0.0143438,0.0197662,0.0133182,0.0132501,0.00384994,0,0,0.0271529,0,0.0172539,0.0171716,0.0501562,0.0133247,0.021668,0.0195418,0.0294162,0.0138394,0.0172305,0.0650883,0.0208598,0.0218878,0.00426798,0.0120826,0.0061656,0.0122215,0.0102579,0.0193689,0.00337591,0.00657544,0.0317863,0.00591561,0,0,0,0,0,0,0.0413451
4,0.0179523,0.0263221,0.0132641,0.0129023,0.00819077,0.00946352,0,0,0.0185588,0,0.0233502,0.0114114,0.0149035,0.0226427,0.0186554,0.0284284,0.0214302,0.0132979,0.0173701,0.0127271,0.0553068,0.0149849,0.0174285,0.0146966,0.0167667,0.0164954,0.0110541,0.0108018,0.00634201,0.0160205,0.0205924,0.00776185,0.00472328,0.00567106,0,0,0.0230145,0,0.0168189,0.0142345,0.0517015,0.0178893,0.0266599,0.0247494,0.020036,0.0117954,0.0189114,0.0661755,0.025806,0.0248348,0.00431086,0.0154715,0.00571387,0.0108089,0.0134942,0.0175106,0.0032732,0.00526858,0.0268399,0.00719958,0,0,0,0,0,0,0.0430101
5,0.0168595,0.0287516,0.0327605,0.0129936,0.00678583,0.0154951,0,0,0.0182498,0,0.023226,0.0112396,0.0112773,0.0206512,0.0156339,0.0377074,0.0202657,0.0133773,0.0177642,0.0117244,0.0553665,0.0132079,0.0153246,0.0121041,0.012597,0.0460995,0.0108875,0.0107718,0.00629359,0.0158409,0.0193803,0.00830026,0.0126749,0.00419413,0,0,0.0291487,0,0.0176445,0.0179214,0.0501914,0.0182282,0.021358,0.0202145,0.0285499,0.0149602,0.0182276,0.0658391,0.0216157,0.0237248,0.00327629,0.0134123,0.00536865,0.011166,0.0166901,0.0218136,0.00421604,0.00649629,0.0313879,0.00470154,0,0,0,0,0,0,0.0408226
6,0.0166412,0.0290112,0.03227,0.0128237,0.00690535,0.0158315,0,0,0.0186671,0,0.0232298,0.011439,0.0109509,0.0202209,0.0159332,0.0382155,0.0197571,0.0129972,0.0180914,0.0115227,0.0552748,0.0134741,0.0154859,0.0120397,0.0123099,0.0453913,0.011383,0.0107455,0.00633578,0.0169275,0.0191252,0.0066027,0.0132251,0.00427828,0,0,0.0301603,0,0.0178778,0.0184639,0.0501905,0.0205121,0.0212735,0.0202626,0.0292587,0.0152718,0.0185602,0.0661148,0.0219136,0.0243119,0.00323002,0.0140248,0.00487331,0.0113107,0.0203009,0.0226027,0.00502145,0.00662156,0.0317315,0.00440506,0,0,0,0,0,0,0.0409537
7,0.0167887,0.0291975,0.0309902,0.0127382,0.00639821,0.0151957,0,0,0.0190006,0,0.0232738,0.0114962,0.0109234,0.0201612,0.0160006,0.0377547,0.0192864,0.0125225,0.0179515,0.0111969,0.0552784,0.0138307,0.0155066,0.0121681,0.0120134,0.0440978,0.0116959,0.0106884,0.0062938,0.0178186,0.0188347,0.00596868,0.0133787,0.00424354,0,0,0.0312619,0,0.0180226,0.0192072,0.0499592,0.022204,0.0210502,0.0203324,0.029013,0.0153286,0.0189397,0.0664555,0.0223448,0.0250551,0.00337813,0.0146113,0.00430098,0.0120139,0.0234963,0.023276,0.00597881,0.00690506,0.0316491,0.00387192,0,0,0,0,0,0,0.0412846
8,0.0171091,0.0292308,0.0294752,0.0127225,0.0056101,0.0134633,0,0,0.0190455,0,0.0233789,0.0113791,0.0111974,0.0204335,0.0161585,0.0358751,0.0193194,0.0123407,0.0180002,0.0111639,0.0552798,0.0142957,0.0154873,0.0124514,0.0119374,0.0425834,0.0116516,0.0107391,0.00619338,0.0184192,0.0186336,0.00641574,0.0126357,0.0043016,0,0,0.0318592,0,0.0181081,0.0197046,0.0497605,0.0234697,0.0208697,0.0203635,0.0277309,0.0152997,0.0193917,0.0668727,0.0228123,0.0256724,0.00390675,0.0152734,0.00353819,0.013219,0.0261925,0.0236104,0.00660128,0.0070886,0.0310176,0.00331325,0,0,0,0,0,0,0.0413668
9,0.0171898,0.0293994,0.0272128,0.0128006,0.00532272,0.0134745,0,0,0.0190171,0,0.0235209,0.0113155,0.0103157,0.0205561,0.0160206,0.0354317,0.019302,0.0122059,0.0175203,0.0113577,0.0551617,0.0145544,0.0153172,0.0125054,0.0122215,0.0395568,0.0115466,0.0108227,0.00612284,0.0192351,0.0184015,0.00751776,0.0132775,0.00427633,0,0,0.0324966,0,0.0181769,0.0200701,0.0495966,0.0246388,0.0208141,0.0200824,0.0280434,0.0154464,0.0197657,0.0670355,0.0229669,0.0259725,0.00504137,0.0160295,0.00320621,0.014886,0.0288258,0.0239491,0.00688326,0.00729257,0.0311126,0.00307711,0,0,0,0,0,0,0.0410337
10,0.017364,0.0294802,0.0253991,0.0128744,0.00536669,0.0147802,0,0,0.0189709,0,0.0233305,0.0113996,0.0103471,0.0207221,0.0157139,0.0355097,0.0193446,0.0119659,0.016843,0.0114801,0.055049,0.0146019,0.0151442,0.0125333,0.0127131,0.0371744,0.011451,0.0106679,0.00616449,0.0202405,0.0181884,0.00884621,0.0140986,0.00426318,0,0,0.0330437,0,0.0181691,0.0203231,0.0493162,0.0257728,0.0206127,0.0197354,0.028476,0.0154612,0.0198946,0.0671237,0.0231362,0.026047,0.00650896,0.0166344,0.00336556,0.016794,0.031481,0.0241382,0.0071124,0.00740398,0.0314535,0.00334299,0,0,0,0,0,0,0.0410005
11,0.0176888,0.0295662,0.0239399,0.0129934,0.0054716,0.0152437,0,0,0.018948,0,0.0231814,0.0115105,0.0112356,0.0208393,0.015441,0.0351816,0.0196952,0.0116229,0.0162551,0.0116051,0.0547042,0.0146611,0.0151537,0.0127457,0.0133247,0.0354475,0.0113406,0.0104925,0.00628514,0.0210669,0.0179884,0.00970837,0.0142405,0.00435748,0,0,0.0333724,0,0.0180612,0.0204826,0.0492487,0.0266765,0.0203675,0.0195137,0.0283653,0.0154063,0.0199498,0.0672825,0.0233695,0.0260529,0.00789412,0.0169846,0.00365324,0.0185716,0.0333954,0.0241932,0.0072297,0.00736492,0.0315635,0.00394033,0,0,0,0,0,0,0.0409644
12,0.0180767,0.0296989,0.0227396,0.0131024,0.0057421,0.0146004,0,0,0.018893,0,0.0231261,0.0113219,0.0123856,0.0210767,0.0150697,0.0344655,0.0199766,0.0114292,0.0158291,0.0116775,0.0544008,0.0146734,0.0152416,0.013149,0.0140763,0.0340229,0.0112163,0.0104358,0.00638243,0.0216875,0.0179923,0.0103324,0.0139753,0.00454499,0,0,0.0336795,0,0.0181059,0.0207622,0.049529,0.0278194,0.0202397,0.0193278,0.0278869,0.0152482,0.0200122,0.0674706,0.0235489,0.0259851,0.00909384,0.017172,0.00394179,0.0202149,0.0353024,0.0242869,0.00765396,0.00740753,0.0313368,0.00456984,0,0,0,0,0,0,0.0408465
13,0.0185284,0.0298987,0.021552,0.0132222,0.00608349,0.0138608,0,0,0.0187288,0,0.0230548,0.0111078,0.013374,0.0213357,0.0146958,0.0338896,0.0202881,0.0114467,0.015512,0.0117113,0.0540168,0.0147082,0.0154608,0.0133562,0.0148509,0.0324702,0.0110618,0.0103847,0.00643059,0.0228416,0.0180565,0.0109623,0.0137343,0.00477983,0,0,0.0339001,0,0.01816,0.0210394,0.0495897,0.0290828,0.0201674,0.0190868,0.0275654,0.0150708,0.0199453,0.0675813,0.0236395,0.0257748,0.0101179,0.0172167,0.00429493,0.0216127,0.0372021,0.024277,0.00783604,0.00748191,0.0311254,0.00511009,0,0,0,0,0,0,0.040707
14,0.0189951,0.0300646,0.0205886,0.0133408,0.0068186,0.0138584,0,0,0.0185652,0,0.0230084,0.011008,0.0146446,0.0214528,0.0143985,0.0336606,0.0204208,0.0114072,0.0152818,0.0117746,0.0536369,0.0150458,0.0157984,0,0.0156115,0.0311193,0.010958,0.0103734,0.00642112,0.0244594,0.0180106,0.0116192,0.0137028,0.00501806,0,0,0.0339941,0,0.0181191,0.0212827,0.049556,0.030305,0.0201309,0.0188637,0.02759,0.0149953,0.0198174,0.067527,0.0235883,0.0253993,0.0109253,0.0172154,0.00475008,0.0226775,0.039099,0.0242249,0.00790832,0.0075925,0.0310385,0.00546992,0,0,0,0,0,0,0.0405489
15,0.0194741,0.030148,0.0188608,0.0134363,0.00712452,0.0140527,0,0,0.0184729,0,0.0229501,0.0109625,0.0151708,0.0215783,0.0141472,0.0335329,0.020252,0.0112875,0.0151031,0.0117592,0.0533133,0.015122,0.0158803,0.0143073,0.016338,0.0289517,0.0109577,0.0103979,0.00639522,0.0262666,0.0179443,0.0120988,0.0138706,0.00536521,0,0,0.033867,0,0.0180222,0.021347,0.0495913,0.0314979,0.0200718,0.018642,0.0278354,0.0148425,0.0194612,0.0673734,0.0234437,0.0249118,0.0115275,0.0171842,0.00501674,0.0233952,0.0410767,0.0239551,0.00769717,0.00763461,0.0308914,0.00572342,0,0,0,0,0,0,0.0404477
16,0.0199303,0.0302658,0.0173946,0.0135396,0.00775412,0.0139621,0,0,0.0184612,0,0.0228984,0.0108899,0.0161972,0.0216748,0.0140073,0.0335201,0.0198586,0.0113403,0.0149017,0.0117133,0.0528588,0.0153872,0.016094,0.0147412,0.0170078,0.0269725,0.0110268,0.0103919,0.00635604,0.028257,0.0179034,0.0122964,0.0139897,0.00571426,0,0,0.0338592,0,0.0180229,0.0214329,0.0497732,0.0325109,0.0200375,0.0184377,0.0281843,0.0147546,0.0191965,0.0672563,0.0233001,0.0244393,0.0119122,0.017058,0.00508871,0.0238292,0.0433311,0.0237058,0.00748071,0.00774697,0.0309356,0.00579054,0,0,0,0,0,0,0.0402925
17,0.0203028,0.0304675,0.0160405,0.0136928,0.00852773,0.0140154,0,0,0.0184508,0,0.0229229,0.0108444,0.0169649,0.0217613,0.0139458,0.0335172,0.0194514,0.0112277,0.014796,0.0116648,0.0524192,0.0155613,0.0162731,0.0151892,0.017674,0.024986,0.0111921,0.0104225,0.00631004,0.0302359,0.0178038,0.012594,0.0140481,0.00603308,0,0,0.0338947,0,0.0180349,0.0215011,0.0500022,0.0335234,0.0200355,0.0182234,0.0285127,0.0147608,0.0190754,0.0671212,0.0231625,0.0239913,0.0121635,0.0169255,0.00516927,0.0241226,0.0458549,0.0234437,0.00754336,0.00797268,0.0309416,0.00576567,0,0,0,0,0,0,0.0401549
18,0.0205922,0.0306536,0.0145419,0.0138494,0.00946808,0.0135101,0,0,0.018633,0,0.0230249,0.0108525,0.0173587,0.0218029,0.0139009,0.0334827,0.0190827,0.0109954,0.0146059,0.0116389,0.0519082,0.0157777,0.0164538,0.0156365,0.0182588,0.0228172,0.0114279,0.0104484,0.00629928,0.0320468,0.0176625,0.0132967,0.0141159,0.00631905,0,0,0.0339464,0,0.0180458,0.0215747,0.0499216,0.0349108,0.0199621,0.0179708,0.0288933,0.014874,0.0189087,0.0668657,0.0229269,0.0233959,0.012371,0.0167915,0.00537077,0.0244041,0.0482305,0.0232033,0.00778868,0.00821004,0.030947,0.00570431,0,0,0,0,0,0,0.0400208
19,0.0208131,0.0308367,0.0133681,0.0139434,0.0103806,0.0134756,0,0,0.0188025,0,0.0230644,0.0108456,0.0178779,0.0218157,0.0138762,0.0334805,0.0186642,0.0106595,0.0143403,0.0116008,0.0515363,0.0159649,0.016233,0.0158299,0.0188488,0.020927,0.0116582,0.010458,0.00631063,0.0338228,0.0175034,0.0138241,0.0141479,0.00656608,0,0,0.0340017,0,0.0180448,0.0216471,0.0499439,0.0360665,0.0199685,0.0177874,0.0293178,0.0150093,0.0185852,0.0665494,0.0226919,0.0227534,0.0125207,0.0165553,0.00548339,0.0244612,0.050042,0.0228335,0.00785021,0.00836294,0.0309643,0.0056545,0,0,0,0,0,0,0.0399193
20,0.0210179,0.0309143,0.012782,0.0140492,0.0111848,0.0132309,0,0,0.0187945,0,0.0229595,0.010803,0.0184376,0.0218233,0.014035,0.0334508,0.0183687,0.0102507,0.0140594,0.0117402,0.0513395,0.0160639,0.0159498,0.0160107,0.01942,0.0195649,0.011849,0.0104086,0.00631702,0.0354014,0.0173559,0.0141092,0.0141561,0.00671546,0,0,0.0340507,0,0.018088,0.0217893,0.0500461,0.0369707,0.0200007,0.0176699,0.0296388,0.0152029,0.0183095,0.0662016,0.0224212,0.022115,0.0125804,0.0161994,0.00555945,0.0243053,0.0518299,0.0223904,0.00803599,0.00860429,0.031107,0.00564115,0,0,0,0,0,0,0.0399014
21,0.0211701,0.0310441,0.0124516,0.0140377,0.0119763,0.0126006,0,0,0.0188121,0,0.0227218,0.0107957,0.0188052,0.0218083,0.014311,0.033552,0.0181511,0.00982774,0.0138647,0.0119465,0.050977,0.0162091,0.0159535,0.0162431,0.0198712,0.0185211,0.0120647,0.0103289,0.00636773,0.0368742,0.0172308,0.0141638,0.0143385,0.00674366,0,0,0.0342828,0,0.0182429,0.0222539,0.0503434,0.0373907,0.0199878,0.0176092,0.0300064,0.0154778,0.0181137,0.0658641,0.0220827,0.0216007,0.012415,0.0157794,0.00556525,0.0239437,0.0537921,0.0220668,0.00844536,0.00898031,0.0313837,0.00575108,0,0,0,0,0,0,0.0399479
22,0.021259,0.0313155,0.0123144,0.0139802,0.0127879,0.0122901,0,0,0.018946,0,0.0226394,0.0108501,0.0192513,0.0218426,0.0147725,0.033688,0.0179682,0.00943777,0.0137693,0.0122904,0.0506076,0.016427,0.0159433,0.0164995,0.020319,0.017761,0.012303,0.0103165,0.00640836,0.0381149,0.0170036,0.013944,0.0145034,0.00671827,0,0,0.0346155,0,0.0183528,0.0228978,0.0508439,0.037175,0.0199277,0.0176001,0.0302945,0.0158558,0.018032,0.0655613,0.0218692,0.0211016,0.0119036,0.0152783,0.00543032,0.0232376,0.0550673,0.0218388,0.0088318,0.00940547,0.0315338,0.00598946,0,0,0,0,0,0,0.0401131
23,0.0213494,0.031561,0.0124274,0.0140084,0.0136252,0.0121403,0,0,0.0190343,0,0.0226673,0.0109062,0.0198327,0.02189,0.0152969,0.0337989,0.0177788,0.00902655,0.013649,0.0126904,0.0503025,0.0166145,0.0161233,0.0167693,0.0208045,0.0169893,0.0125496,0.0103317,0.00648793,0.0388803,0.0167014,0.0137878,0.0146276,0.00667739,0,0,0.034942,0,0.0183825,0.0234757,0.0512981,0.036789,0.0198327,0.017628,0.0305683,0.0162716,0.0179263,0.0652984,0.0216561,0.0206837,0.0113063,0.0146991,0.00525391,0.0224279,0.0556575,0.0216736,0.00908363,0.00982046,0.0317911,0.00631523,0,0,0,0,0,0,0.0401771
24,0.0216343,0.0318306,0.0128844,0.0140863,0.0145213,0.0119442,0,0,0.0191494,0,0.0227273,0.0110014,0.0204085,0.021887,0.0158043,0.0338842,0.0177124,0.00872678,0.0134931,0.013102,0.0499706,0.0167339,0.0161221,0.0169601,0.0212461,0.0163379,0.0127953,0.0102779,0.00658939,0.0392995,0.0163983,0.0140821,0.0146805,0.00678253,0,0,0.0354196,0,0.0184446,0.0239542,0.0514702,0.0368867,0.0197341,0.0175684,0.030886,0.0167677,0.0176265,0.0648749,0.0212475,0.0201657,0.0109861,0.0140753,0.00527846,0.0219015,0.0560118,0.0216136,0.00930403,0.0102204,0.0319892,0.00670071,0,0,0,0,0,0,0.0401897
25,0.0199708,0.0349294,0.0105681,0.0126873,0.0208215,0.0086669,0,0,0.0239351,0,0.0237194,0.0128489,0.0268433,0.020667,0.0199638,0.0418086,0.0192372,0.0142459,0.0185108,0,0,0.0228949,0.0229,0.0223036,0.0262295,0.0141565,0.0155821,0.0103437,0.0076701,0.0394187,0.0140502,0.0133794,0.0154216,0.00493146,0,0,0.0476444,0,0.0204359,0.0317591,0.0512766,0.0345786,0.0198383,0.0190937,0.0351876,0.0210305,0.0188386,0.0656238,0.0221783,0.0211921,0.00982552,0.0127532,0.0053813,0.0202818,0.0549666,0.0312343,0.0108468,0.0142977,0.0370294,0.00635642,0,0,0,0,0,0,0.0334826
26,0.022795,0.0328872,0.01479,0.0142241,0.0165269,0.0114773,0,0,0.0189437,0,0.0227499,0.0107911,0.0221151,0.0219055,0.017173,0.034258,0.0180006,0.00858796,0.0137552,0.0142851,0.0494078,0.0168297,0.0157569,0.0172019,0.022022,0.0162948,0.0127567,0.0103175,0.00665726,0.0400343,0.0159093,0.0140897,0.014761,0.00801718,0,0,0.0367092,0,0.0186326,0.024729,0.051618,0.035812,0.0195205,0.0176665,0.0314998,0.018414,0.017092,0.0641258,0.0205729,0.0193636,0.00989025,0.0129811,0.0057821,0.0204286,0.0559795,0.0210706,0.00986119,0.0109659,0.0327841,0.00781849,0,0,0,0,0,0,0.0402462
27,0.0227912,0.0329481,0.0163232,0.0140307,0.0174741,0.0112536,0,0,0.0188401,0,0.0227998,0.0107186,0.0224238,0.0220022,0.0179054,0.0344223,0.0182588,0.00848763,0.0138261,0.0150069,0.0489971,0.0167543,0.0153679,0.0171993,0.0223174,0.0176229,0.0126781,0.0104614,0.00662617,0.0398653,0.0157461,0.0141431,0.0147702,0.00788415,0,0,0.0369892,0,0.0187099,0.0250475,0.0518035,0.0348164,0.0193148,0.01782,0.0317868,0.0186176,0.0168525,0.0637676,0.0202819,0.0190166,0.00930808,0.0123439,0.00605096,0.0195429,0.0552631,0.0211917,0.00992548,0.0112671,0.0330613,0.0078048,0,0,0,0,0,0,0.0402668
28,0.0227925,0.0329431,0.0175879,0.0139905,0.0182289,0.0110403,0,0,0.0185773,0,0.0228104,0.01062,0.0229107,0.0219868,0.0188892,0.0346777,0.0184558,0.00853949,0.0141953,0,0.0484243,0.0167433,0.0149794,0.0171825,0.022536,0.0188752,0.0126116,0.0104907,0.00657718,0.0390586,0.0155437,0.0142341,0.0147916,0.00771621,0,0,0.0375621,0,0.0188011,0.0255066,0.0521004,0.0334241,0.019229,0.0180677,0.0321319,0.0188326,0.0167185,0.0634543,0.0199956,0.0186771,0.0088528,0.0116457,0.00634686,0.0185873,0.0537535,0.021481,0.010043,0.0115404,0.0328726,0.00755283,0,0,0,0,0,0,0.0402044
29,0.0227673,0.0330574,0.0193589,0.0140404,0.0189985,0.0108294,0,0,0.0182179,0,0.022789,0.0104706,0.023432,0.0219311,0.0196661,0.0349122,0.0185701,0.0085737,0.0145555,0,0.0477134,0.0166293,0.0145766,0.0170912,0.0226247,0.0203834,0.0125666,0.0104688,0.00654422,0.0377662,0.0153801,0.0145252,0.0148403,0.00760267,0,0,0.0381978,0,0.018912,0.025929,0.0522965,0.0319506,0.0190854,0.0182062,0.0323575,0.019005,0.0165134,0.0630734,0.0195964,0.0181829,0.00852645,0.0109317,0.00676119,0.0176265,0.0515615,0.021777,0.0101457,0.0117187,0.0328427,0.00720097,0,0,0,0,0,0,0.0400547
30,0.0226508,0.0329708,0.0213976,0.0140961,0.019749,0.0105308,0,0,0.01793,0,0.022767,0.0102957,0.0238612,0.0218164,0.0201992,0.0351646,0.0186925,0.00852862,0.0148134,0.0165405,0.0470508,0.0163788,0.0141281,0.0169461,0.0226396,0.0220894,0.012422,0.0104698,0.00646955,0.0361988,0.015289,0.015209,0.0150101,0.00745412,0,0,0.0387593,0,0.0190513,0.0262596,0.052461,0.0304388,0.018911,0.0181754,0.0325427,0.0191103,0.0162391,0.0626494,0.0190237,0.0174882,0.00827846,0.0102866,0.00723405,0.0164968,0.0490665,0.0220177,0.0102156,0.0118368,0.0330103,0.00674068,0,0,0,0,0,0,0.0398909
31,0.0225609,0.0328199,0.0232205,0.0141581,0.020323,0.0104798,0,0,0.0176317,0,0.0227454,0.0101066,0.0241557,0.0216488,0.0207552,0.0355954,0.0187846,0.00842882,0.0150916,0.0177446,0.046492,0.0161394,0.0136726,0.0167812,0.0226317,0.0236813,0.0122989,0.0104828,0.00631934,0.0342474,0.0152079,0.0160684,0.015308,0.00723878,0,0,0.0393621,0,0.0192063,0.0266359,0.0525203,0.0290573,0.0186496,0.018072,0.0327943,0.0192081,0.016007,0.0622494,0.0183334,0.0166844,0.00812552,0.0096854,0.00775211,0.0151245,0.0459294,0.0222621,0.010265,0.0119441,0.0333379,0.00620131,0,0,0,0,0,0,0.0397432
32,0.0225084,0.0329177,0.0248674,0.0142626,0.0207695,0.0105313,0,0,0.0173152,0,0.0227244,0.0099941,0.0243463,0.0214406,0.021147,0.0360172,0.0190038,0.00819486,0.0151675,0.0194437,0.0460195,0.0158873,0.0132191,0.0165971,0.0225232,0.0252717,0.0121868,0.0104688,0.00612597,0.0319308,0.0150845,0.0169822,0.0156564,0.00700082,0,0,0.0400294,0,0.0193561,0.0271235,0.0525588,0.0278335,0.0183195,0.0179101,0.0330025,0.0192945,0.0158316,0.061893,0.0175592,0.0157833,0.00809501,0.00911891,0.00839184,0.0134415,0.0419903,0.0225517,0.010322,0.0120505,0.0336764,0.0056426,0,0,0,0,0,0,0.0395836
33,0.0224246,0.0330331,0.0262581,0.0143353,0.0211638,0.0106372,0,0,0.0169564,0,0.0226416,0.00991459,0.0245657,0.0212313,0.0214769,0.0362844,0.019287,0.00783085,0.0149414,0.0201186,0.0456091,0.0155913,0.0127426,0.0163816,0.0223291,0.026679,0.0120142,0.0104298,0.00594995,0.0291509,0.0149686,0.0178071,0.0159746,0.00678157,0,0,0.0407815,0,0.0195399,0.0275684,0.0526094,0.0268222,0.0179808,0.0177644,0.0330818,0.0193901,0.0158118,0.0615628,0.0168191,0.0149812,0.00841702,0.00857921,0.00906508,0.0116769,0.0373531,0.0229054,0.0104633,0.0121601,0.0337483,0.00508631,0,0,0,0,0,0,0.0394826
34,0.0222947,0.0330928,0.0273958,0.0144172,0.0214881,0.0105331,0,0,0.016599,0,0.0225992,0.00985228,0.0247537,0.021117,0.0216351,0.0365477,0.0195819,0.00739813,0.0144574,0.0201508,0.0452129,0.0152447,0.0122987,0.0161133,0.0220767,0.0277773,0.0118297,0.01042,0.00593973,0.026455,0.0148591,0.0185894,0.0163116,0.00657771,0,0,0.0416265,0,0.0197673,0.027916,0.0527177,0.0260468,0.0176468,0.0177886,0.0330938,0.0195017,0.0161064,0.0612952,0.0163591,0.014747,0.00922127,0.00803872,0.00978459,0.0102468,0.0325729,0.0232967,0.0106521,0.0122594,0.0340421,0.00455238,0,0,0,0,0,0,0.0394932
35,0.0221582,0.0331653,0.0284054,0.0145135,0.0215621,0.010504,0,0,0.0161278,0,0.0225459,0.00970549,0.0248318,0.0211219,0.0215929,0.0369195,0.0200373,0.00698876,0.013884,0.0197147,0.0448006,0.0148152,0.0118534,0.0157833,0.021784,0.0285406,0.0117336,0.0104044,0.00607857,0.0244358,0.014739,0.0192662,0.0167661,0.00631254,0,0,0.0425707,0,0.0200695,0.0283111,0.052611,0.0254748,0.0173083,0.0179741,0.033162,0.0196559,0.0168025,0.0609984,0.0163325,0.0152619,0.01026,0.00757977,0.0104212,0.00948045,0.028213,0.0237645,0.0108,0.0123225,0.0343622,0.00403179,0,0,0,0,0,0,0.0395444
36,0.0220761,0.0331742,0.0291855,0.0145701,0.0214989,0.0103228,0,0,0.0158424,0,0.022496,0.00955317,0.02493,0.0209331,0.0213912,0.0372354,0.0202176,0.00666206,0.0132134,0.0187572,0.044276,0.014285,0.0113445,0.0154313,0.0214564,0.0291645,0.0117095,0.0103998,0.00614849,0.0232259,0.014601,0.0198469,0.0171535,0.00608973,0,0,0.0435432,0,0.0204032,0.0287822,0.052514,0.0251232,0.0169644,0.0183107,0.0331881,0.0197734,0.0179953,0.0608296,0.0168732,0.0166337,0.0113523,0.00718137,0.0109027,0.00940407,0.0243604,0.0243594,0.0109771,0.0124066,0.0345856,0.00357014,0,0,0,0,0,0,0.0396608
