Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63,x64,x65,x66,x67,x68,x69
181,0.0201125,0.0248376,0.101842,0.0117812,0.0427895,0.00765676,0,0,0.0267397,0,0.0249411,0.0138091,0.0356472,0.0544333,0.020231,0.0322106,0.0223749,0.0152349,0.0236437,0.0437557,0.0231042,0.0672966,0.0278574,0.0496262,0.019597,0.0164952,0.132157,0.0223482,0.0101655,0.00736681,0.0193519,0.0178583,0.011056,0.00394013,0.0202359,0,0,0.0314446,0,0.0170569,0.0219576,0.0581973,0.0136795,0.0229454,0.0184042,0.0165805,0.0228147,0.0122141,0.0575443,0.0157519,0.0142708,0.0131218,0.00907713,0.00940205,0.0102019,0.0255794,0.0143911,0.00524261,0.00921992,0.024064,0.0129887,0,0,0,0,0,0,0,0,0
182,0.0199863,0.0247389,0.101604,0.0119059,0.0425935,0.00757938,0,0,0.0267388,0,0.024844,0.0140439,0.0356577,0.0534125,0.0200586,0.030959,0.0224807,0.0151545,0.0234702,0.0421073,0.0229239,0.067031,0.0269248,0.0489878,0.0192995,0.0165757,0.13145,0.0222019,0.0100392,0.00771954,0.0180774,0.01805,0.0105934,0.00387312,0.0199133,0,0,0.0299266,0,0.016917,0.0211982,0.0582046,0.0130646,0.0229563,0.0181882,0.0162233,0.0223235,0.0120982,0.0575067,0.0156381,0.0141003,0.0134777,0.00888243,0.00967214,0.0102381,0.0238436,0.014005,0.00504547,0.0088892,0.0238532,0.0131573,0,0,0,0,0,0,0,0,0
183,0.0199462,0.0247366,0.10086,0.0120021,0.0420993,0.00751325,0,0,0.0267112,0,0.0247515,0.0143627,0.0356313,0.0521856,0.0199382,0.0297211,0.0225629,0.0150189,0.0229726,0.0400713,0.0231447,0.066669,0.0258227,0.0478986,0.0188865,0.0165451,0.130051,0.0220458,0.00992297,0.00783797,0.0168202,0.0181948,0.0102243,0.00375598,0.0198805,0,0,0.0285207,0,0.0167993,0.0205085,0.0582275,0.0123919,0.0230461,0.0179717,0.0158236,0.0220362,0.0119099,0.0574333,0.0155264,0.0139637,0.0138973,0.00870863,0.00992121,0.0104124,0.0219552,0.0136778,0.00493262,0.00867655,0.0237344,0.0135912,0,0,0,0,0,0,0,0,0
184,0.0199788,0.0248034,0.0998123,0.0121174,0.0414173,0.00748514,0,0,0.0265595,0,0.0247082,0.014334,0.0355946,0.0506346,0.0198715,0.028382,0.0225529,0.0148389,0.0223792,0.037901,0.0230405,0.0663547,0.0245552,0.0464625,0.0183785,0.0164199,0.128068,0.0218413,0.00988715,0.00779611,0.0155163,0.0183378,0.00995037,0.00359976,0.0199668,0,0,0.0271145,0,0.0167161,0.019955,0.0582413,0.0117283,0.0231711,0.0177597,0.0154396,0.0217995,0.0118344,0.0573425,0.015362,0.0137476,0.0142915,0.00856164,0.0102311,0.0106853,0.0199936,0.0132184,0.00488591,0.00842711,0.0236291,0.014116,0,0,0,0,0,0,0,0,0
185,0.0199967,0.0249286,0.0983197,0.012213,0.0406976,0.00751305,0,0,0.0263203,0,0.0247065,0.0140689,0.0355924,0.0487529,0.0197693,0.026763,0.0225603,0.0146951,0.0215985,0.0355808,0.0225595,0.0659532,0.0231482,0.0446487,0.0178531,0.0162478,0.125572,0.0216704,0.00988411,0.00776086,0.0141303,0.0184871,0.00954189,0.00357123,0.0200521,0,0,0.0257249,0,0.0166723,0.0193448,0.0582291,0.0109568,0.0231955,0.0175559,0.0151805,0.0216708,0.0118478,0.057245,0.015149,0.013392,0.0146999,0.008403,0.0105445,0.0110234,0.0180473,0.0127711,0.00489688,0.0081238,0.0235751,0.0145398,0,0,0,0,0,0,0,0,0
186,0.0201536,0.0250423,0.0963217,0.0122836,0.0398635,0.0076393,0,0,0.025922,0,0.0246562,0.0137796,0.0355966,0.0468642,0.019672,0.0251588,0.0226602,0.0145429,0.0205783,0.0329557,0.0220724,0.0656375,0.0215979,0.0425894,0.0173463,0.0159907,0.12242,0.0212919,0.00988204,0.00774147,0.0126834,0.0186188,0.00915776,0.00347701,0.0198994,0,0,0.0243653,0,0.0166282,0.0186357,0.058151,0.0100713,0.0231931,0.0173605,0.0149272,0.0216464,0.012072,0.0571501,0.0149628,0.0131235,0.0151233,0.00830626,0.0108735,0.0114588,0.0162748,0.0124562,0.00479842,0.00789145,0.0235427,0.0148413,0,0,0,0,0,0,0,0,0
187,0.0205483,0.0251144,0.0937081,0.0123113,0.0386652,0.00783288,0,0,0.0254741,0,0.0245917,0.0135119,0.0356042,0.0446346,0.0196027,0.0235963,0.0228118,0.0143221,0.0193503,0.030096,0.0216741,0.0653678,0.0200019,0.040286,0.0167227,0.0155865,0.118563,0.0207882,0.0099143,0.0076258,0.0116306,0.0187155,0.00887586,0.00321765,0.0198947,0,0,0.0232268,0,0.0165714,0.0181295,0.0579436,0.00912746,0.0232162,0.0171681,0.0145835,0.0216188,0.0121523,0.0570571,0.0147964,0.0129711,0.0154534,0.00825641,0.0111573,0.0118901,0.0145797,0.0120578,0.00454692,0.00776671,0.0234726,0.0150033,0,0,0,0,0,0,0,0,0
188,0.0206722,0.02522,0.0905306,0.0123129,0.0370516,0.00799342,0,0,0.0250604,0,0.0245379,0.0132529,0.0355641,0.0420491,0.0195495,0.022063,0.0228349,0.0140985,0.0180714,0.0272331,0.0212201,0.0649714,0.0182426,0.0375576,0.0158786,0.0150593,0.114094,0.0203841,0.00998393,0.00749183,0.0106945,0.0187992,0.00859502,0.00296197,0.0200129,0,0,0.0221443,0,0.016526,0.0177063,0.0577824,0.00858443,0.0232762,0.0169934,0.014219,0.021627,0.0121782,0.0570582,0.014657,0.0127747,0.0158067,0.00819881,0.0114157,0.0121971,0.0129815,0.0115171,0.00440825,0.00771343,0.0233866,0.0149075,0,0,0,0,0,0,0,0,0
189,0.0207079,0.0252658,0.0869984,0.0122755,0.0351293,0.00817281,0,0,0.024663,0,0.0244905,0.0130502,0.0355156,0.0392791,0.0195532,0.0206714,0.0228134,0.0138609,0.0168785,0.0243832,0.0207484,0.0645979,0.016321,0.0346481,0.0150691,0.0145067,0.109031,0.0199623,0.0101065,0.00740798,0.00981464,0.0189124,0.00835044,0.00289598,0.0200327,0,0,0.0208345,0,0.0165074,0.0169672,0.0575288,0.00813721,0.0233227,0.0167776,0.0138465,0.0216363,0.0120408,0.0570906,0.0144695,0.012788,0.0161372,0.00816793,0.0116854,0.0125855,0.0115293,0.0108513,0.00443473,0.00754653,0.0233043,0.0145986,0,0,0,0,0,0,0,0,0
190,0.0209293,0.0253354,0.0829638,0.0122667,0.033018,0.00839728,0,0,0.0242413,0,0.0245021,0.0129604,0.0356525,0.036446,0.0195018,0.0195679,0.0227646,0.0136075,0.0157735,0.0217624,0.0204074,0.0641789,0.0145897,0.0316868,0.0143452,0.0139703,0.103008,0.0193227,0.0102368,0.0074589,0.009002,0.0189828,0.00811664,0.00279119,0.0197414,0,0,0.0195667,0,0.0164681,0.0163497,0.0573638,0.00775014,0.0234009,0.0165397,0.0136072,0.0217284,0.0119366,0.0571099,0.0142588,0.0126603,0.0163384,0.00818869,0.0119222,0.0129802,0.0102812,0.0102846,0.00460198,0.00739485,0.0232932,0.0143168,0,0,0,0,0,0,0,0,0
191,0.0211858,0.0253579,0.0780971,0.0122381,0.0307751,0.00865699,0,0,0.0238381,0,0.0245397,0.0129123,0.0359695,0.0331776,0.019407,0.018823,0.0227249,0.013386,0.0147665,0.0196143,0.0201439,0.0636606,0.0129764,0.0288116,0.0140124,0.0134784,0.0962368,0.0188286,0.0103524,0.00748742,0.00800676,0.0190365,0.00788537,0.00274489,0.019706,0,0,0.0185473,0,0.0164268,0.0159605,0.0572651,0.00737995,0.0235332,0.016278,0.0135721,0.0217763,0.0119158,0.0571029,0.0140496,0.0124145,0.016524,0.0082035,0.0121247,0.0133973,0.00898984,0.00976676,0.004602,0.00736926,0.023232,0.0141456,0,0,0,0,0,0,0,0,0
192,0.0213624,0.0254257,0.0725196,0.0120854,0.028468,0.00890657,0,0,0.0236272,0,0.0246064,0.0128786,0.0363914,0.0295502,0.0194674,0.01834,0.0227997,0.0132179,0.0139371,0.0179739,0.0196437,0.0630994,0.0117867,0.0261382,0.0134515,0.0131016,0.0888398,0.0187558,0.0103781,0.00750241,0.0068904,0.0190986,0.00778967,0.00278222,0.0197281,0,0,0.0175936,0,0.0164261,0.015543,0.0572028,0.0069379,0.0237967,0.0160387,0.0134903,0.0218952,0.0118514,0.05706,0.0138344,0.0121699,0.0168374,0.0081902,0.0123016,0.0137961,0.00772993,0.00934555,0.00485441,0.00735291,0.0232013,0.0140028,0,0,0,0,0,0,0,0,0
193,0.021361,0.0255217,0.066432,0.0118753,0.0263691,0.00918396,0,0,0.0234619,0,0.0247382,0.012864,0.0368647,0.0260648,0.0196155,0.0179247,0.022815,0.0131429,0.013286,0.0167018,0.0188455,0.0625102,0.0113093,0.0238108,0.0130342,0.0130279,0.0809584,0.0188377,0.0103925,0.00754785,0.00575134,0.0191881,0.00777743,0.00309606,0.0197834,0,0,0.0166457,0,0.0164369,0.0150617,0.0571291,0.00661768,0.0240914,0.015848,0.0133784,0.021915,0.0116789,0.0569943,0.0136265,0.0120527,0.0170958,0.00810567,0.0124632,0.0141396,0.00651076,0.00903983,0.00499758,0.00730391,0.0232105,0.0139449,0,0,0,0,0,0,0,0,0
194,0.0214841,0.0255089,0.0595917,0.0117672,0.0241731,0.00937706,0,0,0.0232654,0,0.0248694,0.0129501,0.0373311,0.0228708,0.0197329,0.0175992,0.022699,0.0131106,0.0128391,0.0156817,0.0182201,0.0617492,0.0115235,0.0218228,0.0130187,0.0131422,0.0721073,0.018854,0.0104992,0.00767156,0.00475245,0.0192206,0.00785657,0.0032911,0.0197759,0,0,0.0158246,0,0.0163814,0.0145675,0.0570763,0.00639133,0.0241433,0.015639,0.0131096,0.0218789,0.0114476,0.056913,0.0134104,0.0119076,0.0172049,0.00801636,0.0125616,0.0144141,0.00544693,0.00875435,0.0049959,0.00710504,0.0231627,0.0140437,0,0,0,0,0,0,0,0,0
195,0.0215944,0.0253557,0.0519279,0.011829,0.0219946,0.00942509,0,0,0.0230444,0,0.0249902,0.0132228,0.0378183,0.0202572,0.019818,0.0171219,0.0223549,0.0130334,0.0124932,0.0148118,0.01763,0.0608775,0.0124892,0.0203754,0.0132484,0.013537,0.0622177,0.0186409,0.0107725,0.00770228,0.00405833,0.0193672,0.00804612,0.00309747,0.0198768,0,0,0.0147285,0,0.0164016,0.0140177,0.0570497,0.00623465,0.0238185,0.0154237,0.0124035,0.0218813,0.0111858,0.056744,0.0132045,0.0116391,0.0171371,0.00799421,0.0125823,0.014457,0.00470574,0.00839296,0.00492106,0.00654974,0.022978,0.0142752,0,0,0,0,0,0,0,0,0
196,0.0215305,0.0252254,0.0436837,0.0118532,0.020011,0.00951208,0,0,0.0228801,0,0.0251371,0.0132761,0.0383815,0.0183738,0.0199638,0.0165036,0.0220705,0.0130203,0.0121298,0.0140558,0.0167711,0.0600539,0.0139405,0.0194959,0.013628,0.0142458,0.051783,0.0184069,0.0110251,0.00771224,0.00334337,0.0194137,0.00804221,0.00304672,0.0199747,0,0,0.0137511,0,0.0163584,0.0136708,0.0570438,0.0059881,0.0236577,0.0152678,0.0119043,0.0218455,0.0109529,0.056511,0.013022,0.0115051,0.0171986,0.00797687,0.0125714,0.0144667,0.00395077,0.00814517,0.00490458,0.00634054,0.02286,0.0144955,0,0,0,0,0,0,0,0,0
197,0.0214809,0.0251485,0.0353524,0.0116631,0.018705,0.00959207,0,0,0.0227555,0,0.0253074,0.0131689,0.0389283,0.0171838,0.0202028,0.0159614,0.0218249,0.0130834,0.0117097,0.0133285,0.0157384,0.0593578,0.0155123,0.0190854,0.0142519,0.0151681,0.041276,0.0182257,0.0111026,0.00765447,0.00259333,0.0193516,0.00812717,0.00313913,0.0202001,0,0,0.0130865,0,0.0162573,0.013415,0.0570641,0.00586469,0.0236018,0.0151406,0.0117068,0.0218857,0.0106934,0.0561511,0.0128,0.0113851,0.0172308,0.00795582,0.0125404,0.0143567,0.00317081,0.00796997,0.00494167,0.00652847,0.0228359,0.0147678,0,0,0,0,0,0,0,0,0
198,0.0214372,0.0249795,0.0274102,0.0114023,0.0182091,0.00963402,0,0,0.0226663,0,0.025483,0.0130938,0.0394046,0.016964,0.0204527,0.0157077,0.0215336,0.0131862,0.0113596,0.0127047,0.0149234,0.0586992,0.0169149,0.0189984,0.0149686,0.0161979,0.0310561,0.018029,0.011064,0.00751542,0.00191484,0.0193513,0.00822911,0.0032326,0.0203541,0,0,0.0124239,0,0.016213,0.013004,0.0571172,0.00575569,0.0235545,0.0150022,0.0116054,0.02196,0.0104732,0.0557634,0.0126045,0.0113727,0.017188,0.00794774,0.0124816,0.0143827,0.00253516,0.00784556,0.0049055,0.00660361,0.0227816,0.0150169,0,0,0,0,0,0,0,0,0
199,0.0215155,0.0247953,0.0204403,0.0113464,0.018248,0.00965125,0,0,0.0225863,0,0.025661,0.0132001,0.0397591,0.0174374,0.0207106,0.0160426,0.0212446,0.0133498,0.0113251,0.0125847,0.0146344,0.0582437,0.018037,0.0190143,0.0156301,0.0171821,0.0218551,0.0178265,0.0112102,0.00746532,0.001284,0.0194559,0.00833531,0.00327218,0.020434,0,0,0.0116809,0,0.0162657,0.0124999,0.0572041,0.00558357,0.023431,0.0148607,0.0115623,0.0220128,0.0102279,0.0554224,0.0124281,0.0114935,0.0170635,0.00800522,0.0123277,0.0144072,0.00208013,0.00772362,0.00482867,0.00641754,0.0226985,0.0152185,0,0,0,0,0,0,0,0,0
200,0.0215602,0.0247035,0.0155187,0.0112538,0.0185716,0.00966917,0,0,0.0225525,0,0.0257873,0.013204,0.0399218,0.0181768,0.0209736,0.0172675,0.0209816,0.0135219,0.0121539,0.0135247,0.0153513,0.0580429,0.0189408,0.0190457,0.0160655,0.0177957,0.0147849,0.0176878,0.0113276,0.00749705,0.00093449,0.0195052,0.00865437,0.00328572,0.020581,0,0,0.0110932,0,0.0162941,0.0121653,0.0573203,0.00544416,0.0232348,0.0146857,0.0116835,0.0219996,0.00995798,0.0550793,0.0123053,0.0116778,0.0168168,0.00810154,0.0121447,0.0141541,0.00199579,0.00763104,0.00482476,0.00634558,0.0226684,0.0154109,0,0,0,0,0,0,0,0,0
201,0.0214994,0.0246157,0.0144375,0.0110907,0.0190524,0.00975492,0,0,0.0225933,0,0.0258812,0.0132176,0.0400736,0.0195264,0.0213459,0.0191742,0.0207202,0.0136781,0.0142373,0.0156786,0.0174171,0.0584844,0.0197636,0.0192093,0.016321,0.0182713,0.0123905,0.0175914,0.0112924,0.00748537,0.00130758,0.0194906,0.00911557,0.00335531,0.0209552,0,0,0.0104858,0,0.0162573,0.0120179,0.0574445,0.00544024,0.0229537,0.0144604,0.0119995,0.0219539,0.0098416,0.0546472,0.0122013,0.0118301,0.0164014,0.00822693,0.0119105,0.0136037,0.00235549,0.00748556,0.00482804,0.00647253,0.0226539,0.0156072,0,0,0,0,0,0,0,0,0
202,0.021381,0.0244671,0.0166825,0.0109285,0.0199076,0.0100134,0,0,0.0225972,0,0.0259859,0.0132948,0.0402022,0.0212818,0.0218794,0.0215997,0.0204446,0.0138602,0.0176273,0.019213,0.0207006,0.0595598,0.0206746,0.0196135,0.0164343,0.0187209,0.014776,0.017472,0.0112115,0.00744414,0.00206878,0.0194054,0.0093632,0.00351503,0.0211563,0,0,0.00988197,0,0.0161399,0.0117972,0.0575755,0.00561349,0.0225993,0.0141538,0.0124865,0.022032,0.00986274,0.0541705,0.0119919,0.0118343,0.0158582,0.00840599,0.0115387,0.0129189,0.00315089,0.0073464,0.00480986,0.00672252,0.0225905,0.0158628,0,0,0,0,0,0,0,0,0
203,0.0213866,0.0242928,0.0236139,0.0109537,0.0249571,0.0103256,0,0,0.0225875,0,0.0260996,0.0133574,0.0402411,0.027028,0.0224578,0.0241034,0.0201812,0.0140145,0.0219688,0.023526,0.024526,0.0612292,0.0227133,0.0210692,0.0188638,0.0187194,0.0235333,0.0174034,0.0113176,0.00747714,0.0029931,0.01939,0.00966412,0.0038319,0.0212159,0,0,0.00921013,0,0.0160336,0.01145,0.0577282,0.00601578,0.0222018,0.0137589,0.0129941,0.0222451,0.00993512,0.0536743,0.0116964,0.0118331,0.0152793,0.00863406,0.0110729,0.012307,0.00415381,0.00728334,0.00464801,0.00658106,0.0225116,0.0162779,0,0,0,0,0,0,0,0,0
204,0.0212543,0.0241268,0.0371167,0.0109492,0.0365681,0.0108087,0,0,0.0228261,0,0.0261799,0.0134606,0.0402234,0.0398201,0.0230558,0.0266806,0.0201239,0.0141227,0.0267938,0.0281317,0.0282542,0.0631546,0.02611,0.024669,0.025379,0.0200011,0.0397512,0.0174937,0.0113438,0.00753862,0.00422567,0.0194166,0.0101792,0.0043346,0.0209057,0,0,0.00846672,0,0.0160255,0.0109449,0.0577795,0.0063337,0.0217633,0.013247,0.0136527,0.022202,0.00989066,0.0531747,0.0113494,0.0119638,0.0147674,0.00884502,0.010743,0.011793,0.00537359,0.00731987,0.0044799,0.00639232,0.0224745,0.0166264,0,0,0,0,0,0,0,0,0
205,0.0211966,0.0240703,0.0487441,0.0108615,0.0460362,0.0110419,0,0,0.023126,0,0.0262118,0.0136072,0.0401176,0.0514089,0.0234168,0.0290389,0.0201929,0.0141959,0.0309986,0.0317847,0.0310462,0.0648109,0.028432,0.0275794,0.0304402,0.0220139,0.0527065,0.0177402,0.0112576,0.00756815,0.00558117,0.0193651,0.0104243,0.00478716,0.020859,0,0,0.00800197,0,0.0159786,0.0106106,0.057725,0.00635349,0.0214348,0.0127197,0.0140731,0.0219881,0.00983842,0.0527913,0.0109881,0.0120199,0.0144737,0.00903241,0.0105149,0.0114672,0.00669251,0.00740317,0.00443233,0.00645897,0.0225125,0.0169509,0,0,0,0,0,0,0,0,0
206,0.0211513,0.0240878,0.0567121,0.0107475,0.0520647,0.0109399,0,0,0.0233108,0,0.0262554,0.013666,0.040171,0.0597856,0.0234935,0.0308261,0.0202849,0.0142004,0.0337229,0.0342418,0.0326266,0.0655984,0.029129,0.0290295,0.0330804,0.0231894,0.0610309,0.017967,0.0110945,0.00755834,0.00665389,0.0192698,0.0104246,0.00511724,0.0208829,0,0,0.00798406,0,0.0159262,0.0105426,0.0576124,0.00616989,0.021265,0.0122346,0.0142769,0.0221537,0.00986033,0.0525835,0.0106116,0.0120426,0.0143004,0.00915108,0.0103752,0.0113795,0.00788619,0.00752754,0.00439731,0.00651118,0.0226045,0.0171564,0,0,0,0,0,0,0,0,0
207,0.0210311,0.0241318,0.059695,0.010701,0.0538061,0.010519,0,0,0.0234263,0,0.0263035,0.0136928,0.040603,0.0629292,0.0233185,0.0318175,0.0204361,0.0142095,0.0347754,0.035357,0.0333274,0.0654641,0.0284367,0.0290397,0.0329172,0.0228594,0.0636353,0.0181379,0.0109714,0.00756907,0.00739927,0.0191471,0.010313,0.00522232,0.0207116,0,0,0.00817116,0,0.015885,0.0106258,0.0575606,0.00599119,0.0212784,0.0117658,0.014265,0.0222437,0.00995418,0.0526089,0.0103943,0.01204,0.0141985,0.0092424,0.0103388,0.0114659,0.00871577,0.0077459,0.00436761,0.00659088,0.0227902,0.0171335,0,0,0,0,0,0,0,0,0
208,0.0210447,0.0244318,0.0574921,0.0106829,0.0514418,0.00996485,0,0,0.0233106,0,0.0263127,0.0136226,0.0412884,0.0604688,0.023049,0.0320123,0.0206575,0.0142277,0.0343815,0.0353469,0.0328648,0.0645853,0.0271533,0.0280037,0.0306132,0.0214913,0.0608198,0.0180621,0.0108547,0.00756407,0.00765782,0.0190233,0.0100506,0.00515698,0.0203965,0,0,0.00858473,0,0.0158996,0.0108583,0.0573666,0.00610751,0.0215867,0.011331,0.0141879,0.0222914,0.0100646,0.0527757,0.0102985,0.0120127,0.0139457,0.00928982,0.0103383,0.0115164,0.00904794,0.00799686,0.00443289,0.0067863,0.0232179,0.0168333,0,0,0,0,0,0,0,0,0
209,0.0215503,0.0254623,0.0498667,0.0108224,0.0452994,0.00919339,0,0,0.0222328,0,0.0263155,0.0130203,0.0419975,0.052576,0.0229696,0.0316526,0.0206378,0.0144853,0.0329246,0.0348361,0.0312197,0.0632551,0.0257538,0.026512,0.0268141,0.0198196,0.0531149,0.0167004,0.0106579,0.00733866,0.00708855,0.0189383,0.0100717,0.00500379,0.0198588,0,0,0.00913001,0,0.0159778,0.0111792,0.0566907,0.00706729,0.0227938,0.0108244,0.0138394,0.0226072,0.0101735,0.0530356,0.00982945,0.0116689,0.0128013,0.00942562,0.0101515,0.0110209,0.00849152,0.00820553,0.00451233,0.00703872,0.0240538,0.0160146,0,0,0,0,0,0,0,0,0
