Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,LGTR,LTHII
189,0.00430902,0.00471676,0.0391533,0.0140325,0.0166413,0.0052042,0,0,0.00883944,0,0.0225319,0.00325182,0.00989669,0.0281281,0.00523755,0.00529711,0.00200731,0.0114683,0.0152461,0.0403761,0.00897563,0.0160247,0.00673089,0.0152855,0.0521955,0.00349498,0.00987852,0.0028374,0.0165634,0.0181813,0.0153709,0.00421338,0.00650232,0,0,0.0212959,0,0.0195956,0.0105969,0.0661461,0.0172684,0.0261646,0.0134738,0.00868504,0.00888794,0.00984073,0.0447429,0.00983448,0.00768924,0.0140798,0.0209605,0.0117033,0.0137366,0.0203744,0.0139305,0.00281591,0.00236762,0.00548954,0.00437206,0,0,0,0,0,0,0,0,0,0,0.0427648,0.00655676
190,0.00418403,0.0044314,0.0371821,0.0139649,0.01543,0.00517324,0,0,0.00968983,0,0.0225118,0.00392642,0.0113676,0.0285293,0.00677386,0.00522407,0.00229381,0.0123472,0.016517,0.0414702,0.00937069,0.0157858,0.00673109,0.0154233,0.0521981,0.0030823,0.00985122,0.00272019,0.0101159,0.0182278,0.0114223,0.00620682,0.00619603,0,0,0.0216606,0,0.0198199,0.00884995,0.0662269,0.0166275,0.026849,0.0143461,0.00904942,0.00664277,0.00872125,0.0445254,0.00959336,0.00626462,0.0150975,0.0218439,0.0113821,0.0153264,0.00829989,0.0115903,0.00405267,0.00215977,0.00491171,0.00390514,0,0,0,0,0,0,0,0,0,0,0.0420714,0.0071293
191,0.00402278,0.00409378,0.0345754,0.0137859,0.0135093,0.00510347,0,0,0.00826639,0,0.0224988,0.00356572,0.0107815,0.0290217,0.00868561,0.00541811,0.00271576,0.0131933,0.0173689,0.0427327,0.00929738,0.0145845,0.00634711,0.0155425,0.0496492,0.00169223,0.00975438,0.00274033,0.0139378,0.0184264,0.0143644,0.00796334,0.00582656,0,0,0.0215132,0,0.02011,0.00850035,0.0665655,0.0230794,0.0276298,0.0155198,0.00880227,0.00645309,0.00811384,0.0440082,0.00974292,0.00561075,0.016803,0.0223498,0.0117296,0.0173242,0.00702257,0.0113287,0.00400449,0.00196863,0.00432287,0.00342688,0,0,0,0,0,0,0,0,0,0,0.0415454,0.00900475
192,0.00389557,0.00371531,0.0311897,0.0137393,0.011227,0.00466578,0,0,0.00835921,0,0.0225532,0.00383469,0.0108886,0.0295639,0.0116289,0.00569918,0.00323266,0.0146897,0.0191881,0.0443784,0.00901692,0.0132693,0.00575325,0.0161914,0.0475007,0.00122012,0.00967281,0.00265725,0.0164845,0.0186502,0.0160623,0.0089968,0.00507593,0,0,0.0215658,0,0.0201333,0.00846201,0.0669427,0.0243133,0.0282487,0.0159772,0.00854718,0.00624518,0.00753321,0.043444,0.00964419,0.00542001,0.017717,0.0222606,0.0120966,0.0183085,0.00953573,0.0113283,0.00439409,0.00166404,0.00365563,0.00280267,0,0,0,0,0,0,0,0,0,0,0.0410379,0.0118971
193,0.00363253,0.00342211,0.0264951,0.0137283,0.00845852,0.00366356,0,0,0.00975262,0,0.0225369,0.00440714,0.0113356,0.0300109,0.0148882,0.00569731,0.0035692,0.0164387,0.0212215,0.0465247,0.00837679,0.0112189,0.00512921,0.0172851,0.0454246,0.00193096,0.00957233,0.00254123,0.0182717,0.0189216,0.0169666,0.00905808,0.0042517,0,0,0.0216329,0,0.0199617,0.00866803,0.0673039,0.0252794,0.028627,0.0159016,0.00868931,0.00634093,0.00663116,0.0428476,0.00914993,0.00528523,0.0173746,0.0216239,0.0115937,0.0180653,0.0132767,0.0115818,0.00546426,0.00125395,0.00314157,0.00265073,0,0,0,0,0,0,0,0,0,0,0.0407145,0.015388
194,0.00337084,0.00315651,0.0220768,0.0136911,0.00544123,0.00249468,0,0,0.010066,0,0.0224155,0.00442993,0.0116098,0.0304754,0.0177091,0.00530032,0.00361563,0.0180614,0.0229757,0.0490207,0.00771365,0.00858008,0.00484031,0.0186953,0.0432272,0.00204192,0.00945945,0.00240195,0.020876,0.0193017,0.0174937,0.00849411,0.00411187,0,0,0.0213967,0,0.0198772,0.00855592,0.0674978,0.0249938,0.028827,0.0154297,0.00930491,0.00629684,0.00593438,0.0424003,0.00876534,0.00523203,0.0161908,0.0207129,0.0107245,0.0169185,0.0172764,0.0113645,0.00625078,0.00080152,0.00274303,0.0026451,0,0,0,0,0,0,0,0,0,0,0.0404217,0.0188396
195,0.00324473,0.00304673,0.0187515,0.0137239,0.0038987,0.00165806,0,0,0.0101723,0,0.0222164,0.00433261,0.0128695,0.0309126,0.0199089,0.00467275,0.00330271,0.0195134,0.0242208,0.0516476,0.00754648,0.00606732,0.00488376,0.0202689,0.0413777,0.0021385,0.009336,0.00213459,0.0232446,0.0197057,0.0178328,0.00752637,0.00418584,0,0,0.0211362,0,0.0197784,0.00843865,0.0674566,0.0244219,0.0288257,0.0145662,0.0102718,0.00629394,0.00575253,0.0422351,0.00885243,0.00561059,0.0144983,0.01994,0.00972246,0.0152503,0.0210401,0.0111794,0.00708721,0.000501405,0.00261119,0.00280703,0,0,0,0,0,0,0,0,0,0,0.0400261,0.021699
196,0.00310771,0.00286338,0.00948165,0.0139771,0.0155856,0.00227213,0,0,0.0101773,0,0.0221061,0.00408062,0.0214502,0.0314818,0.0209782,0.00422078,0.00259674,0.0213631,0.0262476,0.0530709,0.00372452,0.00140375,0.00423641,0.0167282,0.0316466,0.00248341,0.00922265,0.00176351,0.0252646,0.0202257,0.0182812,0.0063665,0.00389916,0,0,0.0204884,0,0.0194872,0.00834657,0.0674956,0.0239685,0.0283056,0.0134932,0.0114112,0.00622312,0.00609204,0.0422317,0.00930415,0.00627226,0.0130856,0.0197171,0.00891164,0.0138325,0.0242721,0.0109726,0.00826417,0.000904366,0.00249458,0.00223508,0,0,0,0,0,0,0,0,0,0,0.039641,0.0226109
197,0.00313574,0.0029359,0.0202851,0.0144034,0.0090897,0.00366656,0,0,0.010409,0,0.0220155,0.00396795,0.0178897,0.0315542,0.0233499,0.00340768,0.00206805,0.0218974,0.0255235,0.0569357,0.00885502,0.00423072,0.0058482,0.0234631,0.0387712,0.00344691,0.00908831,0.00133755,0.0277218,0.0205164,0.0188822,0.00572613,0.00399944,0,0,0.0206633,0,0.0192211,0.0088504,0.0671304,0.0232161,0.0282162,0.012464,0.0121989,0.00706699,0.00596258,0.0427758,0.00936748,0.00637006,0.0120836,0.0193825,0.00813033,0.0128042,0.0276512,0.0119146,0.00952051,0.0016459,0.00281727,0.00188152,0,0,0,0,0,0,0,0,0,0,0.0386502,0.0260534
198,0.00246831,0.00251977,0.0335487,0.0150403,0.0383423,0.00462435,0,0,0.0111975,0,0.0219253,0.00430905,0.0473366,0.0319336,0.0298819,0.00411446,0.00196511,0.0289645,0.0357886,0.0581295,0.00175438,0.00650501,0.0166771,0.0181489,0.0399063,0.00505899,0.00890005,0.00099445,0.0285825,0.021232,0.019966,0.00518771,0.0032842,0,0,0.0186958,0,0.0188315,0.00721483,0.0676069,0.0232252,0.0272083,0.0119323,0.012755,0.00582478,0.0064025,0.042942,0.0092736,0.00675915,0.0120143,0.0198146,0.00815193,0.0130614,0.0284703,0.00983221,0.00951561,0.00196548,0.00237955,0.00194051,0,0,0,0,0,0,0,0,0,0,0.0373829,0.029253
199,0.00274133,0.00296258,0.0333684,0.0155288,0.0150159,0.00612774,0,0,0.0114608,0,0.0219221,0.00470168,0.0261232,0.0315379,0.0257734,0.00244759,0.00256668,0.023581,0.0260998,0.0620536,0.0115017,0.00624595,0.00891719,0.0269686,0.041098,0.0060631,0.00879817,0.000848614,0.0292403,0.0209708,0.0204712,0.00463455,0.00393129,0,0,0.0181856,0,0.0192064,0.0068129,0.0667613,0.023457,0.0272732,0.0115468,0.0135384,0.0058315,0.0053239,0.0442632,0.00842691,0.0060957,0.0112201,0.0195524,0.00760677,0.0121897,0.0302099,0.0092577,0.00848308,0.00156538,0.00309178,0.00363384,0,0,0,0,0,0,0,0,0,0,0.0363326,0.0298987
200,0.00254087,0.00293702,0.0414474,0.0160044,0.0184914,0.00689002,0,0,0.0117734,0,0.021891,0.00504945,0.0304218,0.031497,0.026471,0.00218606,0.00305002,0.0235786,0.0257415,0.0642143,0.012472,0.00761997,0.0104514,0.028224,0.0435943,0.00694764,0.00871028,0.000954778,0.0286819,0.0210726,0.0208952,0.00448029,0.00363993,0,0,0.0168141,0,0.0190514,0.00634574,0.0664412,0.0239029,0.0268699,0.0116069,0.0138845,0.00536193,0.00476136,0.0451921,0.00785661,0.0058193,0.0110215,0.0200338,0.00776873,0.0118702,0.0297449,0.00824823,0.00794834,0.00165949,0.00318846,0.00435567,0,0,0,0,0,0,0,0,0,0,0.0350878,0.0310738
201,0.00223169,0.00257864,0.0655068,0.0165432,0.0469892,0.00704481,0,0,0.0122195,0,0.0218543,0.00559505,0.0541792,0.0318238,0.037029,0.00382284,0.00376775,0.0322316,0.0387897,0.0656814,0.00498557,0.00816421,0.0195,0.0213643,0.0652908,0.00805786,0.00862419,0.00140299,0.0270556,0.0215934,0.021329,0.00486681,0.00278372,0,0,0.0141145,0,0.0184123,0.00512146,0.0667565,0.024659,0.0261228,0.0117974,0.0132531,0.00433099,0.00476286,0.0453504,0.00769063,0.00585321,0.0114238,0.0208154,0.00857868,0.012133,0.0274506,0.00619546,0.00789477,0.0022293,0.00261713,0.00442814,0,0,0,0,0,0,0,0,0,0,0.0331116,0.0366656
202,0.002671,0.00259293,0.0742767,0.0167746,0.0482429,0.00742656,0,0,0.0118385,0,0.0218919,0.00570415,0.0529983,0.0317801,0.0374071,0.00376757,0.00406488,0.0320858,0.0373529,0.067418,0.00582551,0.00887906,0.0198338,0.02206,0.075084,0.0082487,0.00865085,0.00161151,0.0256646,0.02133,0.0212821,0.00508709,0.00272486,0,0,0.0122178,0,0.0183168,0.00416912,0.0664075,0.0247989,0.0260103,0.0117945,0.0129607,0.00401677,0.00440988,0.0457011,0.00758449,0.00564496,0.0111397,0.0208696,0.00852171,0.0116706,0.0259257,0.00468652,0.00728343,0.00196759,0.00263249,0.00471853,0,0,0,0,0,0,0,0,0,0,0.032052,0.0376351
203,0.0034146,0.00252296,0.0811413,0.0167128,0.0486955,0.00739085,0,0,0.0077418,0,0.0219056,0.0035697,0.0501258,0.0316605,0.0365805,0.00363592,0.00387407,0.0308026,0.0347291,0.0685903,0.00620251,0.00986957,0.0198212,0.0225388,0.0828272,0.00603535,0.00881359,0.00123914,0.0238967,0.020916,0.0211271,0.00559237,0.00286303,0,0,0.00957198,0,0.0186067,0.00256069,0.0663098,0.0248888,0.0259514,0.0118157,0.0123711,0.00373382,0.0041312,0.0456906,0.00769673,0.00559447,0.0110118,0.0205294,0.0082991,0.0114803,0.0240039,0.00331786,0.00557227,0.00181891,0.00241798,0.00469532,0,0,0,0,0,0,0,0,0,0,0.0314461,0.0377684
204,0.00361205,0.00248165,0.0856457,0.0165418,0.0488307,0.00713938,0,0,0.00668703,0,0.0219797,0.00321448,0.0465971,0.0313665,0.0350379,0.00351122,0.00366426,0.0287575,0.0313873,0.0693662,0.00679533,0.0113706,0.0197646,0.022952,0.088038,0.00533089,0.00893002,0.00133793,0.0226433,0.0204203,0.0211093,0.00611107,0.0027176,0,0,0.00875629,0,0.0183069,0.00253208,0.0664734,0.0247559,0.0260229,0.0120652,0.0117237,0.00363174,0.00397472,0.0455146,0.00798852,0.00569589,0.0113422,0.0197946,0.00811606,0.0118555,0.0220433,0.00362425,0.00496833,0.00148028,0.00231523,0.0038683,0,0,0,0,0,0,0,0,0,0,0.0313833,0.0375451
205,0.00369991,0.0024561,0.0879447,0.0162631,0.0488651,0.00685755,0,0,0.0052062,0,0.0220788,0.00265777,0.0431923,0.0311492,0.0329571,0.00355572,0.00309447,0.0268053,0.0276529,0.0699752,0.00838481,0.0134276,0.0199361,0.0235362,0.0914225,0.00442001,0.00907917,0.00147488,0.0215685,0.0199414,0.0211521,0.00649241,0.00253631,0,0,0.00932982,0,0.0181293,0.00421132,0.0667198,0.0246674,0.0261957,0.0122972,0.0109782,0.00345872,0.00410899,0.0454325,0.00827428,0.00583637,0.0121579,0.0191445,0.00814414,0.0127889,0.0202609,0.00339941,0.00247822,0.000802202,0.00218305,0.00289878,0,0,0,0,0,0,0,0,0,0,0.0316474,0.0368728
206,0.00394438,0.00234958,0.0888552,0.0158952,0.0486128,0.00643995,0,0,0.00305639,0,0.0221697,0.00136322,0.0402276,0.0308484,0.0303957,0.00370762,0.00234535,0.0251273,0.0237703,0.0705307,0.0103612,0.0158391,0.0203579,0.0242995,0.0937915,0.00341171,0.00923419,0.00142383,0.0205565,0.019435,0.0210629,0.00679371,0.0026184,0,0,0.00831007,0,0.0182817,0.00327144,0.0669042,0.0243722,0.0263834,0.0122997,0.0101363,0.0034331,0.00455846,0.0453843,0.00848724,0.00599553,0.0128539,0.0185388,0.00800066,0.0135551,0.0185903,0.00690501,0.00242168,0.00162815,0.00204687,0.00228352,0,0,0,0,0,0,0,0,0,0,0.0321796,0.0358019
207,0.0039309,0.00238135,0.0893477,0.015619,0.048636,0.00612281,0,0,0.00226108,0,0.0223204,0.000853972,0.0382983,0.030651,0.0278243,0.00392898,0.00162412,0.0235628,0.0203675,0.0708835,0.0124976,0.0185632,0.0208793,0.0251495,0.0956781,0.00314845,0.00936083,0.0015889,0.019485,0.0189846,0.0207878,0.00707745,0.00263493,0,0,0.00897108,0,0.0181578,0.00380801,0.066983,0.0240556,0.0264709,0.0125707,0.0093297,0.00337391,0.00500288,0.045502,0.00882867,0.00652288,0.0134473,0.0179123,0.0078697,0.0140853,0.0168912,0.007978,0.00196788,0.00188915,0.00227158,0.00206242,0,0,0,0,0,0,0,0,0,0,0.0328702,0.0345414
208,0.00383284,0.00246307,0.0897365,0.0154425,0.0489192,0.0057079,0,0,0.00199401,0,0.0224737,0.000722628,0.0375175,0.0304339,0.0251134,0.00430233,0.00098086,0.0218441,0.017269,0.0709693,0.0146379,0.0215699,0.0214514,0.0259857,0.0970731,0.00332607,0.00944798,0.00180606,0.0183801,0.0186894,0.0202804,0.00735344,0.00271081,0,0,0.00945084,0,0.017992,0.00404881,0.0669332,0.0235359,0.0264499,0.0128279,0.00856935,0.00346311,0.00550163,0.0458042,0.00915821,0.00721185,0.0137379,0.0173195,0.00771023,0.0141968,0.015148,0.00852903,0.0020526,0.00208833,0.00267695,0.0021757,0,0,0,0,0,0,0,0,0,0,0.0336747,0.0329786
209,0.00368899,0.00252053,0.0901337,0.0153863,0.0490492,0.00510994,0,0,0.00207111,0,0.0226129,0.000878283,0.0375106,0.0301338,0.0222867,0.0046584,0.000428512,0.0201828,0.0145225,0.0707558,0.016491,0.0245785,0.02183,0.026839,0.0982388,0.00369654,0.00949855,0.00202203,0.0172182,0.0184794,0.0195163,0.00763177,0.00278195,0,0,0.00916785,0,0.0177743,0.00387678,0.0669149,0.022816,0.026368,0.0130185,0.00781188,0.00362374,0.00619255,0.0462151,0.00959099,0.0080114,0.013929,0.0166903,0.00749474,0.0139014,0.0134511,0.00815954,0.00288059,0.00225316,0.00305384,0.00230728,0,0,0,0,0,0,0,0,0,0,0.0344676,0.0312435
210,0.00351427,0.00251616,0.0904095,0.0154497,0.0491882,0.00439652,0,0,0.00250816,0,0.0227284,0.00110549,0.0379381,0.0297223,0.0193091,0.00490077,0.000431395,0.0185424,0.0121362,0.0701588,0.0181712,0.0273134,0.0220105,0.0275088,0.0992472,0.00413672,0.00951853,0.00203341,0.0161444,0.0183756,0.01884,0.00779166,0.0027241,0,0,0.00830732,0,0.017747,0.00359704,0.0671206,0.0223535,0.0264048,0.0132201,0.00701579,0.00371341,0.0067443,0.0467039,0.0101526,0.00892271,0.0142176,0.0160064,0.00740916,0.0138079,0.0117496,0.00707324,0.00391599,0.00230143,0.00320625,0.00246457,0,0,0,0,0,0,0,0,0,0,0.0352552,0.0292845
211,0.00326954,0.00242183,0.0908225,0.01563,0.049119,0.00375514,0,0,0.00215861,0,0.022883,0.00135788,0.0376922,0.0291061,0.0163355,0.00488944,0.000655173,0.0168369,0.0102555,0.0692997,0.0198444,0.0296104,0.0221916,0.0280187,0.0999804,0.00380577,0.00951457,0.00211867,0.0146741,0.0183887,0.0182419,0.00772503,0.00264296,0,0,0.0104708,0,0.0178026,0.00418833,0.0671788,0.022344,0.0264048,0.0134084,0.00625954,0.00453038,0.00665758,0.0470832,0.0106372,0.00973802,0.0144807,0.0153239,0.00751598,0.0140184,0.0105071,0.00961945,0.00388964,0.00239172,0.00306906,0.00273027,0,0,0,0,0,0,0,0,0,0,0.0360066,0.0271421
212,0.00288951,0.00237501,0.0904238,0.0158725,0.0483991,0.00309322,0,0,0.00343846,0,0.0228997,0.00163323,0.0374311,0.0285375,0.0135049,0.00493055,0.0010864,0.0148691,0.00893839,0.0680887,0.0210625,0.0314453,0.0223476,0.0282679,0.100263,0.00456973,0.00944262,0.001851,0.0142091,0.0185768,0.017691,0.00778294,0.00230691,0,0,0.00596517,0,0.0177097,0.00327757,0.067045,0.0219803,0.0263386,0.0135146,0.00535726,0.00379098,0.00698551,0.0472981,0.0110241,0.0103127,0.0148912,0.0146684,0.00764706,0.0144424,0.00952961,0.00420042,0.00492217,0.00162311,0.00305192,0.0028653,0,0,0,0,0,0,0,0,0,0,0.036852,0.0249825
213,0.00265323,0.00221964,0.089624,0.0161132,0.0472256,0.00249125,0,0,0.00374251,0,0.0229424,0.0018455,0.0361975,0.0277437,0.0112008,0.00478712,0.00133412,0.0128342,0.00843424,0.0667011,0.021626,0.032464,0.0221481,0.0283496,0.0997132,0.00467098,0.0093895,0.00157126,0.0142497,0.0187351,0.0171189,0.00783057,0.00229857,0,0,0.00885318,0,0.0177026,0.00305761,0.0668181,0.0215993,0.0262377,0.0136918,0.0045955,0.00444184,0.00729058,0.0474595,0.0112729,0.0106162,0.0157521,0.0140621,0.00788146,0.0150032,0.00885217,0.00846632,0.00324566,0.00172658,0.00290777,0.00309397,0,0,0,0,0,0,0,0,0,0,0.0376089,0.0228454
214,0.00227792,0.0020198,0.088203,0.0162954,0.0456109,0.00212518,0,0,0.00393794,0,0.0229903,0.00187153,0.0344039,0.0268217,0.00954426,0.00454762,0.00158223,0.0111665,0.00834702,0.0651673,0.0216583,0.0326681,0.0214653,0.028304,0.098446,0.00479109,0.00937476,0.00140727,0.0137924,0.018931,0.0165479,0.00771816,0.00233221,0,0,0.00745393,0,0.0177572,0.00240132,0.0666692,0.0217042,0.0262351,0.0138578,0.00413158,0.00422764,0.00757401,0.0476203,0.0113181,0.0109902,0.0167716,0.0135012,0.0082976,0.0157898,0.00878691,0.00743991,0.00321565,0.00140906,0.00279271,0.00305952,0,0,0,0,0,0,0,0,0,0,0.0381896,0.0209685
215,0.00195645,0.00173551,0.0861785,0.0163596,0.0435195,0.0018883,0,0,0.00450639,0,0.0230252,0.00194166,0.0322899,0.02601,0.00847952,0.00409726,0.0017566,0.00975704,0.00840168,0.0636963,0.0212827,0.0322224,0.0204973,0.0281764,0.0965304,0.00513476,0.00938853,0.00138012,0.0121815,0.019244,0.0158896,0.00741078,0.00232281,0,0,0.0063708,0,0.0179095,0.00179294,0.0666514,0.022316,0.0263003,0.013959,0.00396327,0.00395648,0.00779568,0.0476646,0.0113758,0.0114082,0.0176034,0.012991,0.00875873,0.0167062,0.00986492,0.00670023,0.00325573,0.00124891,0.00257754,0.00291013,0,0,0,0,0,0,0,0,0,0,0.0387328,0.0193187
216,0.00173476,0.00149412,0.0834829,0.0164163,0.0412071,0.00142574,0,0,0.0042527,0,0.0230403,0.00166488,0.0309083,0.0254399,0.00812998,0.00389259,0.00181869,0.00856725,0.00846519,0.0622778,0.0206989,0.0314394,0.0195299,0.0279245,0.094161,0.00487651,0.0093781,0.00141998,0.013415,0.0195843,0.01514,0.00746167,0.00219429,0,0,0.00515567,0,0.017988,0.000850796,0.0666062,0.0216513,0.0261981,0.0143665,0.00369515,0.00359753,0.00795167,0.0475215,0.0118623,0.0119782,0.0182544,0.0123018,0.00904712,0.0174005,0.0103075,0.00583707,0.00293714,0.00106577,0.00250332,0.00248553,0,0,0,0,0,0,0,0,0,0,0.0393027,0.0180388
217,0.00169949,0.00112971,0.080463,0.0163433,0.0381835,0.0013075,0,0,0.00418649,0,0.0230094,0.00145671,0.0284553,0.0248738,0.00797331,0.0035013,0.00177511,0.00751626,0.00915246,0.0607263,0.0199528,0.0305242,0.0182274,0.0276918,0.091535,0.00482436,0.00936195,0.00140158,0.0132923,0.0197831,0.0141399,0.00708292,0.00208753,0,0,0.00441928,0,0.018027,0.000329076,0.0666893,0.0218524,0.0263091,0.0144851,0.00369191,0.00324098,0.00844698,0.0474153,0.0123912,0.0126349,0.0188836,0.0118135,0.00954099,0.0183068,0.0118297,0.00524814,0.00281248,0.000885528,0.00233118,0.00198361,0,0,0,0,0,0,0,0,0,0,0.0400486,0.0167457
218,0.00136498,0.000759315,0.0761333,0.016111,0.0331484,0.00129709,0,0,0.0039991,0,0.0230287,0.00127211,0.0245229,0.0244783,0.00765395,0.00309858,0.00170083,0.00659282,0.0105245,0.05921,0.0191214,0.0291065,0.0159691,0.0276366,0.0881529,0.00469182,0.00943064,0.00127368,0.0131809,0.0198459,0.0130171,0.00659617,0.00204108,0,0,0.00383005,0,0.0180209,0.000262635,0.0667765,0.0222491,0.0263227,0.0144782,0.00374454,0.00302087,0.0091675,0.0472571,0.0129803,0.0131005,0.0192366,0.0114703,0.00995133,0.0190209,0.0136697,0.00477614,0.00279111,0.000767048,0.00214828,0.00141162,0,0,0,0,0,0,0,0,0,0,0.0409253,0.0150542
219,0.000826682,0.000505442,0.0665134,0.0157645,0.0216184,0.00154266,0,0,0.00373156,0,0.0231052,0.000991191,0.020627,0.0244183,0.00901828,0.00280976,0.0015757,0.00763914,0.0159409,0.0577504,0.0185632,0.0265953,0.0126281,0.0300679,0.0814288,0.00433271,0.00956879,0.000892326,0.0134407,0.0199621,0.0121498,0.0058821,0.00207765,0,0,0.00325422,0,0.0180992,0.00050771,0.066773,0.0220908,0.0262894,0.0145112,0.00402073,0.0029958,0.00978512,0.0470528,0.0133771,0.0133432,0.0193082,0.0112663,0.0101061,0.0192677,0.0152828,0.00423832,0.00263491,0.000824297,0.00198608,0.000874774,0,0,0,0,0,0,0,0,0,0,0.0423277,0.0128679
220,0.000454657,0.000621206,0.061608,0.0154722,0.0170098,0.00170033,0,0,0.00372073,0,0.0232027,0.000929499,0.0219218,0.0242356,0.0104305,0.00295447,0.00142372,0.00815946,0.0172828,0.0566756,0.0177187,0.0245056,0.01216,0.0311349,0.0775239,0.00404303,0.00969623,0.000713782,0.0136274,0.0201436,0.0113697,0.00545953,0.0020848,0,0,0.00281066,0,0.0181815,0.000748109,0.0667755,0.0220382,0.0264822,0.0146766,0.00387659,0.00307477,0.0101392,0.0468884,0.0134662,0.0135191,0.0196539,0.0109144,0.0104454,0.0198156,0.0174059,0.00388453,0.00254053,0.000861018,0.00187794,0.000419452,0,0,0,0,0,0,0,0,0,0,0.0431208,0.0124937
221,0.000338457,0.00084668,0.0587534,0.0152306,0.01486,0.00153005,0,0,0.00348671,0,0.0232614,0.000956901,0.0218681,0.0239494,0.0109664,0.0030609,0.00131711,0.00781978,0.0163982,0.05575,0.0165004,0.022464,0.0117101,0.0307802,0.0745242,0.00355648,0.00979536,0.000227813,0.0146832,0.0203382,0.0108042,0.00529439,0.00222838,0,0,0.00318676,0,0.018347,0.000614789,0.0667791,0.021976,0.0269666,0.0151807,0.00345989,0.00303393,0.0101935,0.0467848,0.0137012,0.0139247,0.020303,0.010485,0.0108989,0.0206074,0.0193933,0.00427465,0.00268532,0.00073815,0.00178355,0.000231614,0,0,0,0,0,0,0,0,0,0,0.0436783,0.0125515
222,0,0.00196548,0.0569843,0.0154343,0.0139237,0.00159803,0,0,0.00290351,0,0.0230551,0.00111351,0.0212036,0.0239552,0.0111085,0.00294767,0.00205551,0.00707303,0.0149358,0.0544254,0.0151556,0.0207759,0.0107783,0.0296509,0.0722438,0.00311308,0.00983745,0.00033988,0.0153744,0.0201584,0.0102072,0.0051729,0.0029486,0,0,0.00411372,0,0.0184957,0.000407024,0.0667571,0.0221785,0.0269562,0.015393,0.0028742,0.00434348,0.00995231,0.0466097,0.0138369,0.014433,0.0209326,0.0103522,0.0113414,0.0214787,0.0214574,0.00533138,0.00262749,0.000730065,0.00205163,0.00169517,0,0,0,0,0,0,0,0,0,0,0.0442983,0.0123348
223,0.000722297,0.00120623,0.0614895,0.0148905,0.0223102,0.00149042,0,0,0.00299951,0,0.023209,0.00112417,0.0168884,0.0229699,0.0106741,0.00334056,0.00112465,0.00489098,0.00967855,0.0536547,0.0131541,0.0205599,0.0108744,0.0245791,0.0725159,0.00242973,0.00997104,0.000614243,0.016294,0.0204586,0.00963782,0.00575087,0.00226487,0,0,0.0035287,0,0.0184141,0.00112012,0.0666225,0.0229519,0.027246,0.0156732,0.00190087,0.00332822,0.00983002,0.0466705,0.0140552,0.0153536,0.0215499,0.00995917,0.0120038,0.022775,0.0238886,0.00478078,0.00256204,0.000821976,0.00169028,0.000531504,0,0,0,0,0,0,0,0,0,0,0.043973,0.0125235
224,0.00119031,0.00131739,0.0625266,0.0145836,0.0298255,0.00269301,0,0,0.00286741,0,0.0232004,0.00135771,0.022475,0.0221695,0.0123305,0.00360208,0.00107838,0.00644369,0.0101891,0.0527781,0.0124251,0.0200678,0.0151108,0.0233872,0.0692045,0.00195819,0.0101105,0.00106583,0.0177472,0.020443,0.00932276,0.00645402,0.00241624,0,0,0.00426112,0,0.0184225,0.00156794,0.0665717,0.0237617,0.027534,0.0161634,0.000787751,0.00360028,0.010325,0.0466497,0.0142755,0.0161968,0.0217843,0.00964137,0.0126252,0.0238057,0.0261295,0.00527624,0.0024176,0.000888022,0.00183402,0.000648605,0,0,0,0,0,0,0,0,0,0,0.0442716,0.0128306
225,0.00214581,0.0014668,0.0585651,0.014097,0.0296703,0.00317783,0,0,0.00301237,0,0.0231645,0.00175068,0.0226465,0.0217375,0.0126325,0.00322648,0.00110096,0.00745307,0.0115171,0.051715,0.0114316,0.0186085,0.015808,0.0229379,0.0636748,0.00187872,0.0102266,0.00146723,0.0189285,0.0204784,0.00898625,0.00659797,0.00259222,0,0,0.00508565,0,0.0184924,0.00178673,0.0664058,0.0241632,0.0276414,0.0167627,0.00046569,0.00397681,0.0113352,0.0465021,0.0140937,0.0167634,0.0222374,0.00945904,0.0130559,0.0245088,0.0278872,0.00581405,0.00253036,0.000793914,0.00187166,0.00085511,0,0,0,0,0,0,0,0,0,0,0.0449518,0.012406
