Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,x74,x75,x76,LBL,x77
189,0.028704,0.0625039,0,0,0,0.0329974,0,0.0194212,0.0478259,0,0,0,0.0208173,0,0,0.0431617,0.0539313,0.0249023,0.0441408,0.0273088,0,0,0.0683873,0.0455758,0.0399857,0.0651888,0.0602493,0.0220097,0.0631854,0.0673274,0.0369664,0.0391568,0,0.0126136,0,0.0358335,0.0136881,0.0166568,0.022995,0,0.0246408,0.0448348,0.0397257,0,0,0.0227852,0,0,0.0228394,0.0712779,0.0552364,0.0185138,0.0287295,0.0580449,0.0351965,0.03671,0.051362,0.0754196,0.062957,0.0191077,0.0250569,0.0132462,0.0243285,0.0694416,0.0323352,0.011261,0.00958239,0.0599296,0.0472196,0,0,0,0,0,0,0,0,0
190,0.0288392,0.0625449,0,0,0,0.033258,0,0.0195988,0.0490517,0,0,0,0.0212995,0,0,0.0430105,0.0537771,0.0247956,0.0440909,0.0272693,0,0,0.0680407,0.046226,0.0393556,0.0645001,0.0598771,0.0220886,0.0631313,0.0673143,0.0369702,0.0389727,0,0.0117457,0,0.0356511,0.0140927,0.0159618,0.0225791,0,0.0262401,0.0443743,0.0397125,0,0,0.0227401,0,0,0.0230584,0.0712043,0.0576259,0.017952,0.0287877,0.0587315,0.035077,0.0370396,0.0520798,0.0758864,0.063087,0.0192496,0.02492,0.0129836,0.0252557,0.0709004,0.0323369,0.0112226,0.00959244,0.0599888,0.0473184,0,0,0,0,0,0,0,0,0
191,0.0289796,0.0627419,0,0,0,0.0339564,0,0.0196219,0.0500541,0,0,0,0.0213527,0,0,0.0428625,0.0537223,0.024567,0.0438681,0.0272713,0,0,0.0675454,0.0465207,0.0387196,0.0637714,0.0595225,0.0222163,0.0631007,0.067315,0.0369718,0.0389221,0,0.0107577,0,0.0357017,0.0141989,0.0156343,0.0225928,0,0.0265879,0.0439553,0.0397365,0,0,0.0225685,0,0,0.0231697,0.0709801,0.0577041,0.0174862,0.0290618,0.0590536,0.034872,0.0371146,0.0523205,0.0759913,0.062955,0.0193046,0.0244561,0.0130219,0.0249539,0.0703371,0.0324574,0.0111513,0.00954605,0.0600659,0.0474192,0,0,0,0,0,0,0,0,0
192,0.0290899,0.0630345,0,0,0,0.0347122,0,0.0196384,0.050994,0,0,0,0.021227,0,0,0.042758,0.0537204,0.0243092,0.0436953,0.0272676,0,0,0.0668966,0.0464717,0.0381349,0.0633029,0.0592284,0.0224762,0.0631082,0.0673557,0.0370389,0.0390181,0,0.00978878,0,0.0358007,0.0142166,0.0154129,0.0221336,0,0.0262948,0.0435936,0.0397867,0,0,0.0224025,0,0,0.0232111,0.0707773,0.0563533,0.0171083,0.029592,0.0590317,0.0346252,0.0371867,0.0524984,0.0760302,0.0627855,0.0199944,0.0240098,0.0128351,0.0245598,0.0683568,0.032609,0.0110679,0.00946812,0.0601958,0.0475847,0,0,0,0,0,0,0,0,0
193,0.0291785,0.0633368,0,0,0,0.0354203,0,0.019681,0.0519397,0,0,0,0.0209852,0,0,0.0426928,0.0537708,0.0240019,0.0436531,0.0272018,0,0,0.0661867,0.0461846,0.0377045,0.0627947,0.0590396,0.0228592,0.0631824,0.0674612,0.0372446,0.0391153,0,0.00891273,0,0.0358745,0.0141928,0.015234,0.0212408,0,0.0260751,0.0432671,0.0398579,0,0,0.0222565,0,0,0.0231873,0.070777,0.0547899,0.0168769,0.0303014,0.0587711,0.0344647,0.03736,0.052749,0.0761866,0.0627077,0.020575,0.0236208,0.012459,0.0246851,0.0663243,0.0327219,0.010993,0.00942909,0.0603431,0.0476999,0,0,0,0,0,0,0,0,0
194,0.0292158,0.063555,0,0,0,0.0361867,0,0.019732,0.0528988,0,0,0,0.0207091,0,0,0.0426728,0.053879,0.0235292,0.0436946,0.027125,0,0,0.0656797,0.0457997,0.037345,0.0621726,0.0588896,0.0232783,0.063323,0.0675978,0.0374483,0.0389096,0,0.00820136,0,0.0358728,0.0141573,0.0151048,0.0202375,0,0.0259883,0.0429196,0.0399647,0,0,0.0221511,0,0,0.0232373,0.0711097,0.0533308,0.0166737,0.0307963,0.0584824,0.0344342,0.037605,0.0529993,0.0763216,0.0627031,0.0204099,0.0233806,0.0121618,0.0250174,0.0646535,0.0327631,0.0109711,0.00949256,0.0603936,0.0477381,0,0,0,0,0,0,0,0,0
195,0.0291898,0.0636785,0,0,0,0.0369681,0,0.0198417,0.0538733,0,0,0,0.0204872,0,0,0.0426963,0.053982,0.0229906,0.0438193,0.0270753,0,0,0.0653132,0.0452351,0.0369575,0.0614645,0.0587603,0.0236878,0.0634513,0.0677443,0.0376169,0.0387203,0,0.00764914,0,0.0357651,0.014111,0.0150085,0.0196639,0,0.0259423,0.0425578,0.0400759,0,0,0.0221576,0,0,0.0233889,0.0717463,0.0521543,0.0164429,0.0309999,0.0581773,0.0344746,0.037767,0.0532794,0.0764813,0.0627366,0.0202025,0.023329,0.0118726,0.0252852,0.0633875,0.0327518,0.0110424,0.00961151,0.0603527,0.0477375,0,0,0,0,0,0,0,0,0
196,0.0290394,0.0636554,0,0,0,0.0376783,0,0.0199702,0.0548535,0,0,0,0.0203111,0,0,0.0427474,0.0540461,0.0224591,0.0439331,0.0270975,0,0,0.064773,0.0447355,0.0364345,0.0606939,0.0586387,0.0240367,0.0635529,0.0678643,0.037881,0.0386055,0,0.00722115,0,0.0355794,0.0140314,0.0149583,0.0195099,0,0.0259787,0.0422282,0.0402317,0,0,0.0222608,0,0,0.0234675,0.0724983,0.0513301,0.0161855,0.0309013,0.0582728,0.0345429,0.0378909,0.0536167,0.0767414,0.0627619,0.0200077,0.0234268,0.0115425,0.0254467,0.0624228,0.0326956,0.0111127,0.00972657,0.0602854,0.0477562,0,0,0,0,0,0,0,0,0
197,0.0290276,0.0635184,0,0,0,0.0382592,0,0.0201043,0.0558874,0,0,0,0.0202055,0,0,0.0428735,0.0539403,0.0219776,0.0439918,0.0271398,0,0,0.064588,0.0443339,0.0357709,0.059878,0.0585428,0.0240218,0.0635253,0.0678886,0.0381044,0.0384232,0,0.00688599,0,0.03531,0.0139686,0.0148921,0.0195889,0,0.0261644,0.0418695,0.0403452,0,0,0.0224141,0,0,0.0234265,0.0733129,0.0507346,0.0158872,0.0305764,0.0580189,0.0346244,0.0380251,0.0540816,0.0770589,0.0627444,0.0199609,0.0235975,0.0112441,0.0255708,0.0616596,0.0325423,0.0111223,0.00981675,0.0602061,0.0477286,0,0,0,0,0,0,0,0,0
198,0.0290917,0.0632288,0,0,0,0.0386544,0,0.0202887,0.0568985,0,0,0,0.0201604,0,0,0.0430066,0.053588,0.0216283,0.0439913,0.0271481,0,0,0.0645863,0.0441509,0.0350673,0.0590821,0.0584688,0.0239092,0.06338,0.067844,0.0381708,0.0381533,0,0.00655713,0,0.0350124,0.0139524,0.0148509,0.0197046,0,0.0263369,0.0415945,0.0404169,0,0,0.0225484,0,0,0.0233888,0.0738034,0.0503567,0.0157016,0.0301073,0.0583984,0.0347239,0.0381831,0.0547043,0.0773261,0.062735,0.0199306,0.0236866,0.0111543,0.025658,0.0611007,0.0323486,0.0111468,0.00992005,0.0601385,0.0476202,0,0,0,0,0,0,0,0,0
199,0.0290993,0.0628472,0,0,0,0.0389299,0,0.0204956,0.0578268,0,0,0,0.0201457,0,0,0.0431262,0.0530685,0.021476,0.0438619,0.0271379,0,0,0.0646206,0.0440093,0.0342912,0.0582376,0.0584009,0.0241388,0.0632003,0.0677743,0.038231,0.0378847,0,0.00629033,0,0.034738,0.013907,0.0148486,0.019763,0,0.0264342,0.0414733,0.0404473,0,0,0.0226882,0,0,0.0233798,0.0738818,0.0500782,0.0156361,0.029566,0.0588836,0.0347716,0.0383151,0.0551723,0.0773853,0.0627327,0.0199979,0.0236649,0.01106,0.0255031,0.0606621,0.032136,0.0111433,0.00999471,0.0600489,0.0475695,0,0,0,0,0,0,0,0,0
200,0.0290525,0.0626278,0,0,0,0.039174,0,0.0206732,0.0587393,0,0,0,0.0201845,0,0,0.0432211,0.0527439,0.0214272,0.0436546,0.0271396,0,0,0.0646167,0.043692,0.0337596,0.0574643,0.0583449,0.0244981,0.0630482,0.0676854,0.0383338,0.0376437,0,0.00617549,0,0.0345086,0.0138612,0.0148416,0.0197371,0,0.0264997,0.041458,0.0404096,0,0,0.0227732,0,0,0.0232988,0.0737929,0.0498593,0.0156466,0.0293043,0.059294,0.0348025,0.0383522,0.0555005,0.0773992,0.0627521,0.0202024,0.0235511,0.0107995,0.0254953,0.060256,0.0319465,0.0111153,0.00999501,0.0600029,0.0475612,0,0,0,0,0,0,0,0,0
201,0.0290394,0.0625577,0,0,0,0.0394739,0,0.0207488,0.059708,0,0,0,0.0202562,0,0,0.043331,0.0529781,0.0214124,0.0433922,0.0271535,0,0,0.0644831,0.0434375,0.0336348,0.0568983,0.0583573,0.0248279,0.0629025,0.0675687,0.0384352,0.0374093,0,0.00622164,0,0.0343438,0.0137898,0.0148609,0.0197402,0,0.0265682,0.0414397,0.040348,0,0,0.0228019,0,0,0.0232187,0.0738247,0.0496249,0.0157424,0.0293208,0.0596134,0.0347223,0.0383394,0.0560427,0.0774576,0.0627396,0.0206733,0.0233418,0.0104205,0.0257799,0.0599031,0.0318162,0.0110513,0.00993299,0.0600128,0.047569,0,0,0,0,0,0,0,0,0
202,0.029112,0.0624842,0,0,0,0.0396218,0,0.0208752,0.0607254,0,0,0,0.0204153,0,0,0.0434142,0.0531263,0.0213715,0.043075,0.0272315,0,0,0.0642693,0.0435057,0.0332177,0.0563578,0.0583989,0.0251225,0.0627018,0.0674319,0.0384039,0.0371798,0,0.00619255,0,0.0342518,0.0137728,0.0149539,0.0198142,0,0.0265855,0.0415361,0.0403859,0,0,0.0227238,0,0,0.023184,0.0740963,0.0493724,0.0160078,0.0295234,0.0601664,0.0345283,0.0383273,0.0564649,0.0774963,0.0625127,0.0210669,0.022951,0.00982106,0.0260846,0.0596517,0.0318397,0.0110308,0.00985586,0.059977,0.0475707,0,0,0,0,0,0,0,0,0
203,0.0291416,0.0625186,0,0,0,0.0396689,0,0.0210584,0.0617932,0,0,0,0.020505,0,0,0.0434032,0.0531882,0.0215027,0.0427498,0.0272978,0,0,0.0639405,0.0436367,0.0327887,0.055868,0.0583852,0.0254264,0.0623997,0.0672037,0.0384084,0.0368602,0,0.0061369,0,0.0342307,0.0137179,0.0149728,0.0199464,0,0.0264485,0.0417656,0.0403859,0,0,0.0225705,0,0,0.0232364,0.0744118,0.049198,0.0163836,0.0298217,0.0608933,0.0341137,0.0383126,0.056792,0.077522,0.0622801,0.0215537,0.0224524,0.00920244,0.0265109,0.0594364,0.0319953,0.0110216,0.00973197,0.0599908,0.047545,0,0,0,0,0,0,0,0,0
204,0.0291939,0.0625007,0,0,0,0.0396054,0,0.0212152,0.0628273,0,0,0,0.020597,0,0,0.0432796,0.0532736,0.0217686,0.0424035,0.0273641,0,0,0.0632993,0.0436903,0.032342,0.0553514,0.0582945,0.0257521,0.0621959,0.0669546,0.038347,0.0366126,0,0.00605326,0,0.034231,0.0136612,0.0149775,0.020196,0,0.0264054,0.0420952,0.0403398,0,0,0.022369,0,0,0.0232277,0.0746468,0.0491829,0.0167971,0.0302165,0.0616185,0.0336395,0.0382293,0.0570945,0.0775333,0.0620917,0.022158,0.021773,0.00859322,0.0270938,0.0596225,0.0321721,0.0109535,0.00959116,0.0600371,0.0475523,0,0,0,0,0,0,0,0,0
205,0.0292674,0.0624127,0,0,0,0.0395494,0,0.0213936,0.0637915,0,0,0,0.0207694,0,0,0.0432386,0.0533343,0.022059,0.0420157,0.0274904,0,0,0.0626315,0.0437871,0.031878,0.0548186,0.0582606,0.0261198,0.0619291,0.0667255,0.0381899,0.0364341,0,0.00585228,0,0.0342406,0.0136628,0.0150101,0.0204085,0,0.0263959,0.0423754,0.0403425,0,0,0.0221008,0,0,0.0231714,0.0748763,0.0494561,0.0172353,0.0306347,0.0622861,0.0331617,0.0381237,0.0574015,0.0775327,0.0619401,0.0228137,0.0210595,0.00805061,0.0278074,0.0601502,0.0323623,0.0108128,0.00943068,0.0601091,0.0474821,0,0,0,0,0,0,0,0,0
206,0.0292611,0.0623672,0,0,0,0.0395417,0,0.0215201,0.0646655,0,0,0,0.020886,0,0,0.0431302,0.0536391,0.0221073,0.041639,0.027585,0,0,0.0619981,0.0438425,0.0314377,0.054408,0.0582599,0.026269,0.0616481,0.0664958,0.0380846,0.0360402,0,0.0057218,0,0.0342367,0.0136716,0.0149362,0.0206478,0,0.0263929,0.0425311,0.0403342,0,0,0.0218522,0,0,0.0232111,0.0751095,0.0499381,0.0176997,0.030937,0.0627831,0.0326311,0.0380403,0.0578293,0.0775941,0.0619106,0.0234162,0.0205405,0.00769522,0.0284552,0.0609011,0.0325559,0.0107052,0.00922849,0.0602713,0.0473343,0,0,0,0,0,0,0,0,0
207,0.0290199,0.0623019,0,0,0,0.0394236,0,0.0216828,0.0654307,0,0,0,0.020951,0,0,0.0428316,0.0539419,0.0219224,0.0412874,0.0275852,0,0,0.0614655,0.0438811,0.0309986,0.0539832,0.0582563,0.0264289,0.0614651,0.0662511,0.0380196,0.0357108,0,0.00549484,0,0.0342397,0.0137062,0.0148501,0.0209499,0,0.0264622,0.0426188,0.0403401,0,0,0.0216331,0,0,0.0232781,0.0753657,0.0504649,0.0181177,0.0312001,0.0630587,0.0321199,0.0378889,0.0582673,0.0776516,0.0618097,0.0240011,0.0201826,0.00748485,0.0290045,0.0619227,0.0327642,0.0106707,0.00906173,0.0603636,0.0472868,0,0,0,0,0,0,0,0,0
208,0.0286487,0.0622857,0,0,0,0.0392265,0,0.0218175,0.0661369,0,0,0,0.0210276,0,0,0.0425875,0.0542007,0.0220039,0.0409308,0.0276395,0,0,0.0609796,0.0439476,0.0308106,0.0535395,0.0582203,0.0267958,0.0612008,0.0659821,0.0378686,0.0354278,0,0.00524016,0,0.0342464,0.0137884,0.0146677,0.0213533,0,0.0265753,0.042637,0.0403858,0,0,0.0214173,0,0,0.0232961,0.0755586,0.0509561,0.0185318,0.031366,0.0633912,0.031672,0.0378817,0.0588523,0.0777677,0.061681,0.024504,0.0200374,0.00747947,0.0294667,0.0633127,0.0329288,0.0105943,0.00893653,0.0604125,0.0472698,0,0,0,0,0,0,0,0,0
209,0.0289322,0.0623711,0,0,0,0.0389868,0,0.0219276,0.0667842,0,0,0,0.0212333,0,0,0.0424069,0.0544874,0.0221895,0.0406023,0.0276863,0,0,0.0604786,0.043813,0.0309161,0.0531771,0.058132,0.0272708,0.0609289,0.0657546,0.0376834,0.0352041,0,0.00494901,0,0.0342043,0.0139045,0.0144435,0.0218217,0,0.0267663,0.0426127,0.0404681,0,0,0.0212667,0,0,0.0232668,0.0757096,0.0514583,0.0188581,0.0314853,0.0637374,0.0312754,0.0379202,0.0595679,0.0779287,0.0615539,0.024895,0.0200924,0.00758089,0.0298342,0.0648354,0.0330401,0.0105139,0.00883418,0.0604486,0.0473115,0,0,0,0,0,0,0,0,0
210,0.0292361,0.0624271,0,0,0,0.0387531,0,0.0220717,0.0673364,0,0,0,0.0213375,0,0,0.0424191,0.0547781,0.0224366,0.0402962,0.0276595,0,0,0.0599926,0.0437469,0.0306529,0.0528996,0.0580747,0.0274247,0.0607311,0.0654945,0.0375744,0.0349853,0,0.00467025,0,0.0341111,0.0138289,0.0145982,0.0223772,0,0.0269397,0.0427176,0.0405241,0,0,0.0212067,0,0,0.0233636,0.0758022,0.0519104,0.0190751,0.0314029,0.0640613,0.0310167,0.0380362,0.0603062,0.0781104,0.0614769,0.0251602,0.0203136,0.00778396,0.0300857,0.0662438,0.0330809,0.0104758,0.00876014,0.0604017,0.0473539,0,0,0,0,0,0,0,0,0
211,0.0293633,0.0624398,0,0,0,0.0384616,0,0.0221965,0.0677507,0,0,0,0.0215043,0,0,0.0426821,0.055013,0.0226104,0.0400314,0.0276513,0,0,0.0595724,0.0438084,0.0302327,0.0526585,0.0580255,0.0274895,0.0605136,0.0652082,0.0374137,0.0347994,0,0.00445701,0,0.0340299,0.0136574,0.0150334,0.0227386,0,0.026993,0.0429044,0.0405596,0,0,0.0212012,0,0,0.0233929,0.0758137,0.0520671,0.0192568,0.0310544,0.0642235,0.0308173,0.0381333,0.0611039,0.0782913,0.0615014,0.0253142,0.0206915,0.00803094,0.0302451,0.0672666,0.0330786,0.0104141,0.00870946,0.0602624,0.0472461,0,0,0,0,0,0,0,0,0
212,0.0294349,0.0623889,0,0,0,0.0380593,0,0.0223339,0.0680667,0,0,0,0.0216371,0,0,0.042662,0.0552694,0.0227118,0.0398257,0.0276484,0,0,0.0591967,0.0437476,0.0298438,0.0524142,0.0579313,0.0276763,0.0602811,0.0649281,0.0371978,0.0346735,0,0.00440219,0,0.0339302,0.0138098,0.0147888,0.0226062,0,0.0271231,0.0431012,0.0406153,0,0,0.0212013,0,0,0.0233521,0.0758142,0.0517231,0.0193362,0.0305449,0.0641524,0.0306953,0.0381934,0.0617661,0.0783498,0.0615236,0.0254041,0.0211879,0.0083082,0.030461,0.0675868,0.0330502,0.0103444,0.00868209,0.0600795,0.0471313,0,0,0,0,0,0,0,0,0
213,0.0294061,0.062331,0,0,0,0.0375953,0,0.0225244,0.0683113,0,0,0,0.0214221,0,0,0.0424549,0.055572,0.0226145,0.0397591,0.0276507,0,0,0.058915,0.0437263,0.0294871,0.0521611,0.0578525,0.027864,0.0600421,0.0647141,0.0371624,0.0345347,0,0.00452693,0,0.0338458,0.013829,0.0146056,0.0219889,0,0.0276146,0.0433502,0.0406056,0,0,0.0212474,0,0,0.0232183,0.0757851,0.0507964,0.0192921,0.0299326,0.0641729,0.0305928,0.0382553,0.0622927,0.0782723,0.0615474,0.0254532,0.0218092,0.00858432,0.0307607,0.0668441,0.0329733,0.010349,0.00862964,0.059923,0.0472641,0,0,0,0,0,0,0,0,0
214,0.0293123,0.0622693,0,0,0,0.0371881,0,0.0227291,0.0684956,0,0,0,0.0211611,0,0,0.0423126,0.0559194,0.0223187,0.0397209,0.0276049,0,0,0.0588008,0.0436446,0.0291133,0.0519299,0.0577966,0.0280681,0.0598225,0.0645606,0.0371084,0.0344524,0,0.00470558,0,0.0337629,0.013731,0.0145892,0.020866,0,0.027242,0.0436584,0.0406134,0,0,0.0213023,0,0,0.0231502,0.0757304,0.0496031,0.0192083,0.0293182,0.0641567,0.0304527,0.0383133,0.062599,0.0780403,0.0615555,0.0255752,0.0222189,0.00875274,0.0311393,0.0648012,0.0329194,0.0103245,0.00854504,0.0597786,0.0473589,0,0,0,0,0,0,0,0,0
215,0.0296339,0.0622427,0,0,0,0.036961,0,0.0228588,0.0685754,0,0,0,0.0210139,0,0,0.0423673,0.0562789,0.0221164,0.0397224,0.0276238,0,0,0.0587251,0.0435107,0.0282991,0.0517227,0.05776,0.0281744,0.0597965,0.0644952,0.0371057,0.0344754,0,0.00482008,0,0.0337026,0.0137216,0.014501,0.0195201,0,0.0268263,0.0440511,0.0406616,0,0,0.0213734,0,0,0.0230556,0.0756772,0.0477713,0.0190349,0.0287284,0.0642412,0.0302543,0.0382619,0.0626907,0.0775686,0.0615498,0.0259215,0.0223443,0.00877243,0.0316156,0.0614361,0.0328895,0.0102983,0.00849387,0.0596757,0.0472746,0,0,0,0,0,0,0,0,0
216,0.0303004,0.0620947,0,0,0,0.0403502,0,0.0246223,0.0685363,0,0,0,0.0203399,0,0,0.0429027,0.0563102,0.0223783,0.0400886,0.0277234,0,0,0.0592004,0.0437715,0.0288163,0.0526155,0.0579387,0.0278721,0.0590891,0.0638092,0.0362978,0.0336322,0,0.00752205,0,0.0340669,0.0135788,0.0138807,0.0216768,0,0.0240126,0.0446513,0.0400016,0,0,0.0219908,0,0,0.0221136,0.0763624,0.0430534,0.0177333,0.0293119,0.0633714,0.0301147,0.0371529,0.0592876,0.0744663,0.060894,0.0293846,0.0176862,0.00735844,0.0351084,0.0657254,0.032958,0.0107732,0.00834746,0.0595215,0.0478521,0,0,0,0,0,0,0,0,0
217,0.0304323,0.0620538,0,0,0,0.0404854,0,0.0247334,0.0684236,0,0,0,0.020373,0,0,0.0428522,0.0566883,0.0221735,0.040101,0.0278393,0,0,0.0590828,0.0435342,0.028426,0.0523238,0.0577086,0.0277378,0.0592643,0.063886,0.0363547,0.0338172,0,0.00760617,0,0.0340206,0.0136834,0.0135656,0.0190725,0,0.0240747,0.0450544,0.0401922,0,0,0.0218946,0,0,0.0221012,0.0761872,0.0406924,0.0175765,0.0292642,0.0634385,0.0298409,0.0370978,0.0590412,0.0739367,0.0611261,0.0299532,0.0184524,0.00772621,0.0361873,0.0588572,0.033057,0.010765,0.00830165,0.0594402,0.0476921,0,0,0,0,0,0,0,0,0
218,0.0304248,0.0620397,0,0,0,0.0407987,0,0.0248973,0.0683207,0,0,0,0.0202432,0,0,0.0429763,0.0570953,0.0222197,0.0400439,0.0279619,0,0,0.0588533,0.0432507,0.0281493,0.0519603,0.057417,0.0275266,0.0594074,0.0639675,0.0365647,0.0340507,0,0.00783123,0,0.0340137,0.0135445,0.0138516,0.0175627,0,0.0243377,0.0455477,0.0403695,0,0,0.0217724,0,0,0.0220581,0.0759847,0.0381691,0.0175409,0.0294911,0.0632787,0.0295181,0.0371017,0.0584844,0.0733937,0.061476,0.0306082,0.0192028,0.0082789,0.0373451,0.0513999,0.0331647,0.0108082,0.00823803,0.0593818,0.0477242,0,0,0,0,0,0,0,0,0
219,0.0303235,0.0620389,0,0,0,0.041129,0,0.0250622,0.0682251,0,0,0,0.0200967,0,0,0.0432013,0.057489,0.0224019,0.0399526,0.0280456,0,0,0.0586649,0.0428626,0.027945,0.0515524,0.0570962,0.0272953,0.0595349,0.0640544,0.0367584,0.0340715,0,0.0081711,0,0.0340419,0.0133137,0.0143174,0.0177959,0,0.0244894,0.0460089,0.0405769,0,0,0.0216689,0,0,0.0220923,0.0757594,0.0357,0.0176602,0.0301285,0.0626221,0.0292234,0.0372169,0.0576255,0.0728342,0.0618943,0.0312513,0.0203062,0.00899652,0.038459,0.0437374,0.0332762,0.0108255,0.00810081,0.0592887,0.0476524,0,0,0,0,0,0,0,0,0
220,0.0304444,0.0621112,0,0,0,0.0415763,0,0.0252239,0.0680789,0,0,0,0.0201147,0,0,0.0429839,0.0578592,0.0225706,0.0398205,0.028061,0,0,0.0584612,0.0423664,0.0277851,0.0511151,0.0567113,0.0271437,0.0596558,0.0641494,0.0369216,0.0340427,0,0.00859502,0,0.0340663,0.01362,0.013657,0.0195821,0,0.0246628,0.0464492,0.0408845,0,0,0.0214901,0,0,0.0221643,0.0754576,0.0333915,0.0179322,0.0309343,0.0619733,0.0288685,0.0374654,0.0564804,0.0721746,0.0624076,0.0320197,0.0214695,0.0100972,0.0396016,0.0365087,0.0335247,0.0108652,0.0079097,0.0592581,0.0474152,0,0,0,0,0,0,0,0,0
221,0.0304591,0.0621979,0,0,0,0.0421555,0,0.0253133,0.0678622,0,0,0,0.0200643,0,0,0.0428651,0.0581646,0.0227176,0.0397017,0.0281562,0,0,0.0580824,0.0418258,0.02765,0.0507257,0.0562971,0.0270015,0.059822,0.0643392,0.0370521,0.0341754,0,0.00913562,0,0.0340945,0.0137802,0.0133278,0.0219931,0,0.024946,0.0468454,0.0411466,0,0,0.0212612,0,0,0.0221977,0.0750428,0.0315272,0.0184371,0.0317443,0.0617104,0.0284861,0.0378885,0.0550822,0.071606,0.0629765,0.032867,0.022601,0.0113281,0.0407651,0.0303962,0.0337914,0.0108472,0.00768503,0.0593759,0.0471099,0,0,0,0,0,0,0,0,0
222,0.030671,0.0625404,0,0,0,0.042762,0,0.0252732,0.0676345,0,0,0,0.0199123,0,0,0.0428138,0.0583106,0.0226882,0.0396086,0.028267,0,0,0.057597,0.0414152,0.0275347,0.0504925,0.0559697,0.026668,0.0600799,0.0646755,0.0370721,0.0344817,0,0.00974716,0,0.034073,0.0137249,0.013377,0.0242434,0,0.0255392,0.0471296,0.0412399,0,0,0.020929,0,0,0.0221503,0.0744656,0.0300952,0.0192187,0.0324502,0.0614893,0.0279745,0.0385753,0.0536195,0.0712662,0.0635266,0.0336812,0.0239324,0.0125442,0.0422098,0.0257396,0.034048,0.0106688,0.00751015,0.0597618,0.0468867,0,0,0,0,0,0,0,0,0
