Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x74,x75,x76,x78,x73,x77
203,0,0.0561071,0,0,0,0.0277922,0,0.0216628,0.0436961,0,0,0,0,0.0194616,0,0,0.0444345,0.0566879,0.03019,0.0409419,0.0277681,0,0,0.0631067,0.0489108,0.0431874,0.0662515,0.0599458,0.0216217,0.0640697,0.0683998,0.037587,0.0394995,0,0.0217495,0,0.0391425,0.014408,0.0154464,0.0321075,0,0,0.0448286,0.0368798,0,0,0.0212097,0,0,0.0221848,0.076783,0.0295452,0.0210056,0.0348288,0.0521502,0.0342426,0.0300074,0.0422134,0.0660355,0.0560056,0.0241962,0.0220785,0.0118547,0.0268242,0.0454369,0.0352578,0.0104117,0.0108239,0.0548035,0.0560386,0,0,0,0,0,0,0,0,0
204,0.0329251,0.0598497,0,0,0,0.0287359,0,0.0220162,0.0437829,0,0,0,0,0.020766,0,0,0.0445111,0.0562796,0.0289606,0.0420604,0.028069,0,0,0.0649813,0.0484562,0.0427776,0.0658705,0.0598561,0.0212902,0.0640752,0.068529,0.037811,0.0394081,0,0.0215594,0,0.0374159,0.0141343,0.0157716,0.0298724,0,0,0.0442611,0.0372695,0,0,0.0208963,0,0,0.0216781,0.0761985,0.0310621,0.0200424,0.0337776,0.0533923,0.0302412,0.0321745,0.0441828,0.0682197,0.0578396,0.0236498,0.0216376,0.0113122,0.0265075,0.0481615,0.0352555,0.0101004,0.0109187,0.0572295,0.0532278,0,0,0,0,0,0,0,0,0
205,0.0328701,0.0595968,0,0,0,0.0295357,0,0.0221935,0.0444078,0,0,0,0,0.0211793,0,0,0.0445562,0.0559831,0.0281227,0.0427676,0.0286085,0,0,0.0658559,0.0494307,0.0421236,0.0653729,0.0594528,0.0208977,0.0642531,0.0687475,0.0381247,0.0394926,0,0.0212981,0,0.0372887,0.0140232,0.0160097,0.0271001,0,0,0.0439999,0.0371134,0,0,0.0213872,0,0,0.0216825,0.0757224,0.0320206,0.0193236,0.0334366,0.0540022,0.0305948,0.0339049,0.0459458,0.0699731,0.0592101,0.0237596,0.0213999,0.0110791,0.0265313,0.0508789,0.0347264,0.00989495,0.0112968,0.0569962,0.0535508,0,0,0,0,0,0,0,0,0
206,0.033147,0.0595767,0,0,0,0.0277889,0,0.0222106,0.0452812,0,0,0,0,0.0215103,0,0,0.0445527,0.0556564,0.0279514,0.043233,0.0289265,0,0,0.0658129,0.0501701,0.0412914,0.06479,0.0589725,0.0205422,0.0642766,0.0689298,0.0381844,0.0393748,0,0.021127,0,0.037218,0.0139884,0.0160906,0.0230289,0,0,0.0437846,0.0370275,0,0,0.0217818,0,0,0.0216182,0.0753425,0.0332494,0.0188276,0.0332332,0.0548554,0.0306615,0.0350454,0.0474184,0.0712578,0.0601579,0.0233862,0.0212214,0.0106781,0.0259597,0.0547012,0.0344849,0.00995296,0.0113096,0.0568296,0.0541681,0,0,0,0,0,0,0,0,0
207,0.0333995,0.059559,0,0,0,0.0269678,0,0.0223559,0.0463729,0,0,0,0,0.0217448,0,0,0.0443564,0.055418,0.0278244,0.0434452,0.0290045,0,0,0.0657157,0.0507284,0.0404505,0.0642369,0.0585563,0.020385,0.0641581,0.0690204,0.0380656,0.0391633,0,0.0208222,0,0.0372062,0.0139878,0.0159684,0.0197502,0,0,0.0435272,0.0370246,0,0,0.0220304,0,0,0.0216648,0.0750433,0.0355022,0.0183263,0.0328991,0.0557138,0.0307352,0.0355684,0.0485338,0.0720199,0.0605815,0.0232399,0.0208532,0.00996938,0.0262874,0.059323,0.0343394,0.0101532,0.0112224,0.0565953,0.0545753,0,0,0,0,0,0,0,0,0
208,0.0322939,0.0607785,0,0,0,0.02766,0,0.022233,0.0428083,0,0,0,0,0.0205144,0,0,0.0436112,0.0544615,0.0280382,0.0484969,0.0273457,0,0,0,0.050071,0.0411046,0.0648222,0.059724,0.0222568,0.0627772,0.0675161,0.0368105,0.0381751,0,0.0204463,0,0.0389263,0.0143447,0.0149474,0.0183427,0,0,0.0417377,0.0365467,0,0,0.0197493,0,0,0.0210146,0.0757485,0.0379871,0.0121621,0.0347444,0.0611759,0.0251777,0.0335963,0.047956,0.070583,0.0583736,0.0245119,0.0203288,0.0091319,0.0277765,0.0638362,0.0385171,0.00934858,0.00779433,0.0542443,0.0568456,0,0,0,0,0,0,0,0,0
209,0.0339676,0.0597352,0,0,0,0.0301448,0,0.0230184,0.0487923,0,0,0,0,0.0218425,0,0,0.0439169,0.0549836,0.0268376,0.0436529,0.0289716,0,0,0.0646391,0.0510278,0.0388035,0.0631458,0.0579367,0.0209417,0.0638648,0.0687005,0.0379056,0.0386235,0,0.0192009,0,0.0372062,0.0140951,0.0154369,0.0186686,0,0,0.0430283,0.037329,0,0,0.0220604,0,0,0.0217987,0.0748298,0.0403464,0.0171902,0.0327028,0.056566,0.0307604,0.0358485,0.0494672,0.0727229,0.0605877,0.0240483,0.0201595,0.00915148,0.0276741,0.0665765,0.034325,0.00997289,0.0112685,0.0559914,0.0551872,0,0,0,0,0,0,0,0,0
210,0.0327784,0.0607526,0,0,0,0,0,0.0198098,0.0507131,0,0,0,0,0.0202635,0,0,0.0433289,0.0523933,0.0312389,0,0.0268274,0,0,0.0706572,0.0475609,0.0362115,0.0627738,0.0598514,0.0238169,0.0600319,0.0662165,0.0343009,0.0333385,0,0.0227556,0,0.0385488,0.0144475,0.0143394,0.0186345,0,0,0.0415919,0.0379429,0,0,0.0202528,0,0,0.0213313,0.077704,0.0395758,0.0185733,0.0334627,0,0.0278667,0.0370287,0.0492726,0.0728367,0.060987,0.0236903,0.0203368,0.00925149,0.0277078,0.0653735,0.0371354,0.00929446,0.009424,0.0541309,0.0558435,0,0,0,0,0,0,0,0,0
211,0.0342342,0.0601245,0,0,0,0,0,0.0208724,0.050255,0,0,0,0,0.021223,0,0,0.043946,0.0553882,0.0324351,0.0431161,0.0291775,0,0,0.0630465,0.0504155,0.0370851,0.0621606,0.0575584,0.0204984,0.0622056,0.068351,0.0357396,0.0349594,0,0.022616,0,0.0372829,0.0141689,0.0152561,0.0194717,0,0,0.0423907,0.0376928,0,0,0.0217918,0,0,0.0217709,0.0747249,0.0411618,0.0158088,0.034492,0.0559476,0.0305019,0.0361928,0.0501247,0.0732318,0.0604879,0.0239559,0.0191616,0.00879189,0.0278466,0.0682868,0.0345219,0.00991497,0.0111986,0.0559291,0.0554138,0,0,0,0,0,0,0,0,0
212,0.0330052,0.0615137,0,0,0,0.0294454,0,0.0227332,0.0483308,0,0,0,0,0.0197054,0,0,0.0434994,0.0544849,0.0263265,0.0487052,0.0272623,0,0,0,0.0486317,0.0388016,0.0630263,0.0590844,0.0214578,0.0624193,0.0673108,0.036909,0.0371246,0,0.0161778,0,0.0390179,0.0144676,0.0144617,0.0218761,0,0.0237713,0.0404433,0.0372505,0,0,0.0194587,0,0,0.0212505,0.0762376,0.0383996,0.0107543,0.0374407,0.0599633,0.0250366,0.0346125,0.0495613,0.0718198,0.0586551,0.0243129,0.0179717,0.00797277,0.0275004,0.0714269,0.038782,0.00916755,0.00777454,0.0543175,0.0567466,0,0,0,0,0,0,0,0,0
213,0.0309336,0.0630168,0,0,0,0.0292484,0,0.0232072,0.0466626,0,0,0,0,0.0187017,0,0,0.0429218,0.0543171,0.0251344,0.0495488,0.0282851,0,0,0,0.0429042,0.0370125,0.0617305,0.0578944,0.0204761,0.0630583,0.0682697,0.0378903,0.037241,0,0.0155138,0,0.0405065,0.0148716,0.013589,0.0185457,0,0,0.0375603,0.0385412,0,0,0.0183298,0,0,0.0213953,0.0784767,0.0392497,0.0125165,0.0372432,0,0.0232558,0.0356399,0.0500153,0.0724939,0.0593596,0.0249554,0.019116,0.00851961,0.028683,0.0657545,0.041397,0.00910505,0.0063225,0.0528574,0.0571605,0,0,0,0,0,0,0,0,0
214,0,0.0568297,0,0,0,0.0313067,0,0.023215,0.0501478,0,0,0,0,0.0181803,0,0,0.0437922,0.0537973,0.0240243,0.0506211,0.0278033,0,0,0,0.0453947,0.035836,0.0608306,0.0579393,0,0.0624105,0.0676,0.0376692,0.0367785,0,0.0135267,0,0.040046,0.0146502,0.0142288,0.0208291,0,0.0243093,0.0377436,0,0,0,0.0172045,0,0,0.0218555,0.0797408,0.0366102,0.0133065,0.0370806,0,0.0263314,0.0362523,0.0501967,0.0728292,0.0600242,0.0243473,0.0186144,0.00804799,0.0273986,0.0681795,0.0433882,0.00977989,0.00593736,0.0480488,0.0584615,0,0,0,0,0,0,0,0,0
215,0,0.0586448,0,0,0,0.0346653,0,0.0232892,0.050675,0,0,0,0,0.0176554,0,0,0.0432967,0.0538525,0.0231281,0.0506314,0.0277614,0,0,0,0.0434253,0.0358105,0.060488,0.0584415,0,0.0623168,0.0673811,0.037787,0.0368418,0,0.0113773,0,0.0417158,0.014589,0.0145899,0.0205852,0,0.0245319,0.0378884,0.0380824,0,0,0.0180687,0,0,0.0218376,0.0803279,0.0361709,0.01243,0.0374887,0,0.0275759,0.0355604,0.0500026,0.07238,0.0592804,0.0241888,0.0186962,0.00793447,0.0274776,0.0673204,0.041063,0.00952967,0.00705638,0.0496717,0.0590904,0,0,0,0,0,0,0,0,0
216,0.0322967,0.0606957,0,0,0,0.0340834,0,0.0227946,0.0535622,0,0,0,0,0.0184208,0,0,0.0440852,0.0539124,0.0237635,0.0496542,0.0268541,0,0,0,0.0464627,0.036562,0.0606324,0.0617163,0,0.0617193,0.0666288,0.0370424,0.0364429,0,0.0103404,0,0.0386303,0.0136776,0.0155712,0.0207058,0,0.0247771,0.0397387,0.0375258,0,0,0.0184847,0,0,0.021544,0.0790205,0.0365705,0.00994331,0.0374051,0.0592486,0.0250864,0.0348374,0.0503928,0.0723267,0.0586783,0.0239051,0.0185143,0.0078427,0.0276067,0.0677095,0.0390566,0.00946715,0.00837855,0.0535585,0.0563303,0,0,0,0,0,0,0,0,0
217,0.0323186,0.0605936,0,0,0,0.0338165,0,0.0229479,0.0545917,0,0,0,0,0.0188008,0,0,0.0440709,0.0537734,0.0235852,0.0493322,0.0269571,0,0,0,0.0463404,0.0356569,0.0596975,0.0618153,0,0.0615727,0.0666125,0.0371725,0.0360875,0,0.00919977,0,0.0382452,0.0139129,0.0150226,0.0201763,0,0.0249534,0.0395561,0.0375669,0,0,0.0190495,0,0,0.0212159,0.0791523,0.0360018,0.010033,0.0371392,0.0592871,0.0253388,0.034793,0.0504542,0.0722735,0.0585657,0.0237506,0.0187681,0.00789367,0.0277791,0.0664201,0.0386865,0.00903623,0.0083701,0.0534641,0.0561481,0,0,0,0,0,0,0,0,0
218,0.0321284,0.0606142,0,0,0,0.0362865,0,0.023357,0.0568502,0,0,0,0,0.0189054,0,0,0.044074,0.0524662,0.0228655,0.0504845,0.0266553,0,0,0,0.0462209,0.0375621,0.0604313,0.0453012,0,0.060153,0.0653465,0.0364473,0.0347148,0,0.0068888,0,0.0381661,0.0140135,0.0148258,0.0195586,0,0.0251486,0.0392183,0.0374829,0,0,0.0191821,0,0,0.0210238,0.0794536,0.0354173,0.0104606,0.0367983,0.05922,0.0248077,0.0350344,0.0506342,0.0723557,0.0586193,0.0238458,0.0190047,0.00784119,0.0279188,0.0647782,0.0388909,0.00908713,0.00805628,0.053476,0.0557159,0,0,0,0,0,0,0,0,0
219,0.0316186,0.0613091,0,0,0,0.0389425,0,0.0228796,0.0638437,0,0,0,0,0.0186932,0,0,0.0440351,0.04668,0.0244954,0,0.0254138,0,0,0,0.0474526,0.044958,0.065979,0.0345268,0,0.052964,0.0578777,0.0306836,0.029085,0,0.00553243,0,0.0389517,0.0141397,0.01488,0.0185635,0,0.0250144,0.0403999,0.0364147,0,0,0.0187122,0,0,0.0209929,0.0822773,0.0342717,0.0140228,0.037884,0.059144,0.0208843,0.0349017,0.0502737,0.071427,0.0575143,0.0244597,0.0193896,0.007612,0.0279499,0.0611587,0.0414068,0.0091774,0.00589757,0.0536047,0.056171,0,0,0,0,0,0,0,0,0
220,0,0.0591183,0,0,0,0,0,0.0218776,0.0631876,0,0,0,0,0.017882,0,0,0.0432615,0.0465505,0.0266683,0,0.0275854,0,0,0,0.0430105,0.0430466,0.0652884,0.0462583,0,0.0504932,0.0570748,0.0289134,0.0244441,0,0.0102161,0,0.0421646,0.0148893,0.0139824,0.0179049,0,0.0248647,0.0399372,0.0369939,0,0,0.0181352,0,0,0.0218211,0.0849401,0.0328738,0.0164823,0.0380509,0,0.0237421,0.0352765,0.0496663,0.0710993,0.057619,0.0245892,0.019815,0.00747578,0.0281395,0.0579054,0.0435022,0.00967526,0.00481368,0.049122,0.0588859,0,0,0,0,0,0,0,0,0
221,0.0319295,0.0604199,0,0,0,0.0380013,0,0.0247813,0.0645566,0,0,0,0,0.0187604,0,0,0.0439345,0.0491134,0.0236579,0.054055,0.0299859,0,0,0,0.0457714,0.0430915,0.063337,0.0439317,0,0.0547972,0.0603402,0.0329603,0.029095,0,0.0054699,0,0.0386142,0.0137796,0.0153001,0.0183749,0,0.0252573,0.0388347,0.0369022,0,0,0.0186108,0,0,0.0213838,0.0816729,0.0337714,0.0126094,0.0361964,0.0600076,0.0230682,0.0357062,0.0510174,0.0726367,0.058848,0.0243831,0.0189798,0.00703308,0.0283713,0.0598317,0.0400047,0.0088554,0.00750936,0.0535832,0.0548229,0,0,0,0,0,0,0,0,0
222,0.0316404,0.060576,0,0,0,0.0382964,0,0.0232983,0.0657048,0,0,0,0,0.0190046,0,0,0.0437719,0.0497874,0.0236136,0.0534141,0.0297035,0,0,0,0.0455901,0.0414487,0.0614554,0.0399043,0,0.054829,0.0607325,0.0329669,0.0286788,0,0,0,0.0385313,0.0138455,0.0151219,0.0183501,0,0.025293,0.0385877,0.036803,0,0,0.0188167,0,0,0.0210761,0.082061,0.0336521,0.0132106,0.0360126,0.0607246,0.0229359,0.0356114,0.0511469,0.0723837,0.0585977,0.0250803,0.0186373,0.00656434,0.028814,0.0587431,0.0399905,0.00917846,0.00714563,0.053927,0.0544062,0,0,0,0,0,0,0,0,0
