Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,x74,x76,x77,LTHI,RANK,x75,LBL,
182,0.0305334,0.0589596,0,0,0,0.0443192,0,0.0215531,0.0691787,0,0,0,0.0231506,0,0,0.0416906,0.0541776,0.0223719,0.0407243,0.0290292,0,0,0.0573459,0.0410806,0.0515619,0.0569587,0.0265995,0.0624918,0.06742,0.039063,0.0375999,0,0.00976798,0,0.0324482,0.0129143,0.0155839,0.0203428,0,0.0416135,0.0421009,0,0,0.0189658,0,0,0.0232116,0.0773444,0.0389248,0.0189479,0.0332747,0.0600701,0.0318556,0.0345602,0.0574912,0.0749915,0.0576952,0.0252179,0.0206142,0.00587868,0.0580931,0.0380134,0.00938785,0.00772481,0.0532921,0.0525702,0,0,0,0,0,0,0,0.0287601,0.0265683,0,0,0
183,0.0305711,0.0590305,0,0,0,0.0443437,0,0.0215357,0.069569,0,0,0,0.023327,0,0,0.0415108,0.0543513,0.0221812,0.0404785,0.0291765,0,0,0.0570265,0.0411916,0.0511544,0.0568209,0.0267793,0.0625163,0.0673669,0.0391451,0.0376072,0,0.00998547,0,0.0324785,0.0129011,0.0154446,0.0204426,0,0.0418584,0.0419617,0,0,0.0190373,0,0,0.0232317,0.0773594,0.0388489,0.0189857,0.033406,0.0601221,0.0315736,0.0347405,0.0582984,0.0751145,0.0577278,0.025578,0.0205776,0.00574019,0.0584181,0.0380829,0.00937254,0.00754667,0.0532395,0.0526511,0,0,0,0,0,0,0,0.0281295,0.0266392,0,0,0
184,0.030579,0.0590077,0,0,0,0.0417901,0,0.0228375,0.0703887,0,0,0,0.0234674,0,0,0.0415026,0.0548282,0.0237823,0.0402814,0.0298691,0,0,0.056533,0.0412447,0.0503073,0.0568558,0.0270033,0.0615523,0.0665141,0.0386757,0.0365019,0,0.00728121,0,0.0322873,0.0129438,0.0155301,0.0205883,0,0.0422323,0.0420623,0,0,0.0191051,0,0,0.0232586,0.0776626,0.0383781,0.0192178,0.0333437,0.0603367,0.0315734,0.0349387,0.0588835,0.0750819,0.0578356,0.0261149,0.0204911,0.00554054,0.0587081,0.0381062,0.00934474,0.00740702,0.0529958,0.0527289,0,0,0,0,0,0,0,0.0277165,0.0265826,0,0,0
185,0.0305141,0.059045,0,0,0,0.0410752,0,0.0231772,0.0708416,0,0,0,0.0236433,0,0,0.0414962,0.0550698,0.0241743,0.0400542,0.0301943,0,0,0.0561402,0.0413669,0.049808,0.0567698,0.0270435,0.0611876,0.0661571,0.0385011,0.0361096,0,0.0065894,0,0.0321631,0.0129757,0.0154564,0.020583,0,0.0425582,0.0420785,0,0,0.0190583,0,0,0.0232065,0.0777622,0.0381183,0.0193101,0.033349,0.0603987,0.0314476,0.0351469,0.0596093,0.0751506,0.0579141,0.0265469,0.0205539,0.00555461,0.0588895,0.0380894,0.00933906,0.00729756,0.0527854,0.0527449,0,0,0,0,0,0,0,0.0272168,0.0266198,0,0,0
186,0.0304831,0.0591053,0,0,0,0.0405265,0,0.0234404,0.0712597,0,0,0,0.0237773,0,0,0.0414818,0.0555367,0.0244745,0.0399157,0.0304757,0,0,0.0557487,0.0413929,0.0494383,0.0566798,0.027017,0.0608299,0.0657845,0.0383275,0.0357484,0,0.00613277,0,0.0320295,0.0129512,0.015365,0.0204227,0,0.0428061,0.0419718,0,0,0.0190399,0,0,0.0231649,0.0779106,0.0377365,0.0193093,0.0332212,0.0604478,0.0313351,0.03538,0.0602728,0.0751238,0.058048,0.0268975,0.0207251,0.00561901,0.0587061,0.038069,0.00930796,0.00719132,0.0526386,0.0527075,0,0,0,0,0,0,0,0.0266894,0.0266486,0,0,0
187,0.0305795,0.059095,0,0,0,0.0402089,0,0.0236304,0.0715498,0,0,0,0.0239148,0,0,0.0413661,0.0563052,0.0245429,0.0398348,0.0306176,0,0,0.0555363,0.0414478,0.0490724,0.0565488,0.0270356,0.0606291,0.0655035,0.0382141,0.0356171,0,0.00595762,0,0.0318973,0.0129232,0.0152917,0.0200582,0,0.0429846,0.0419296,0,0,0.0190743,0,0,0.0231222,0.078102,0.0369693,0.0192592,0.033026,0.0604734,0.0312707,0.0355544,0.0606658,0.0749057,0.0581412,0.0272093,0.0210542,0.00554779,0.057908,0.0380604,0.00931008,0.00710613,0.0525003,0.0527047,0,0,0,0,0,0,0,0.0261619,0.0266443,0,0,0
188,0.0305697,0.059288,0,0,0,0.040406,0,0.0235048,0.0717541,0,0,0,0.0237715,0,0,0.0414539,0.0569254,0.0244185,0.0397245,0.0306145,0,0,0.0552461,0.0415192,0.0488806,0.0564324,0.0270242,0.0605324,0.0653643,0.0381127,0.0354159,0,0.0061376,0,0.0318814,0.0127754,0.0149256,0.0192298,0,0.0432266,0.0417409,0,0,0.0191549,0,0,0.0229983,0.0780473,0.035934,0.0191464,0.0323904,0.0602377,0.03112,0.0356493,0.0611098,0.0747538,0.0582574,0.0273197,0.0216658,0.00566963,0.0560064,0.0378914,0.009268,0.00703026,0.0525763,0.0525719,0,0,0,0,0,0,0,0.0260719,0.0264197,0,0,0
189,0.031017,0.059187,0,0,0,0.0456587,0,0.0251451,0.0719405,0,0,0,0.0232838,0,0,0.0417059,0.0568261,0.0264639,0.0400543,0.0305159,0,0,0.0556007,0.042105,0.0499498,0.0566811,0.026958,0.0590181,0.0642302,0.0364852,0.0332489,0,0.0113874,0,0.0321008,0.0127146,0.0147112,0.0210148,0,0.0435376,0.0411661,0,0,0.0196434,0,0,0.0221206,0.0788998,0.0319991,0.0179394,0.0324418,0.0593327,0.030884,0.034553,0.057879,0.07171,0.0576686,0.0304976,0.0173161,0.00500729,0.0615391,0.0380626,0.00987036,0.00679419,0.052131,0.0531065,0,0,0,0,0,0,0,0.027015,0.0249935,0,0,0
190,0.0310596,0.0592494,0,0,0,0.045832,0,0.0250566,0.0719428,0,0,0,0.0232551,0,0,0.0416372,0.0571639,0.0268504,0.0400611,0.0304227,0,0,0.0553772,0.0419651,0.0497232,0.0565554,0.0269203,0.05885,0.0642248,0.0362789,0.0327645,0,0.011335,0,0.032078,0.0124932,0.0148987,0.0190207,0,0.0437866,0.0413022,0,0,0.019706,0,0,0.0220396,0.0788387,0.0301951,0.0178906,0.0322685,0.0591795,0.0307127,0.0344792,0.0575879,0.07117,0.0579018,0.0309173,0.0180224,0.0058254,0.0570893,0.0381394,0.00982564,0.00663653,0.0520068,0.0530228,0,0,0,0,0,0,0,0.0267136,0.0248862,0,0,0
191,0.0311644,0.0593236,0,0,0,0.04587,0,0.0250943,0.0718345,0,0,0,0.0233376,0,0,0.0415758,0.0575579,0.0272077,0.0399783,0.0303575,0,0,0.0550887,0.0418209,0.0494997,0.0564202,0.0269358,0.058702,0.0642182,0.0361717,0.0323926,0,0.0115147,0,0.0320379,0.0124843,0.0147853,0.0173678,0,0.0442824,0.0415067,0,0,0.0197519,0,0,0.0220475,0.0786536,0.0280092,0.0179113,0.032224,0.0589385,0.0305447,0.034496,0.0570381,0.070571,0.0582615,0.0314616,0.0187223,0.00671352,0.0515779,0.0382467,0.00981553,0.00657953,0.0520204,0.0528755,0,0,0,0,0,0,0,0.0264319,0.0247833,0,0,0
192,0.0313042,0.05937,0,0,0,0.0456186,0,0.0252755,0.0716499,0,0,0,0.0243932,0,0,0.0412399,0.0579712,0.0270986,0.0398986,0.0302963,0,0,0.0547053,0.0419226,0.0493539,0.0562818,0.0269097,0.0586688,0.0642348,0.0361789,0.0322839,0,0.0115634,0,0.0317595,0.0139742,0.0123772,0.0165443,0,0.0449544,0.0415427,0,0,0.019086,0,0,0.0224435,0.0783702,0.0256619,0.0179803,0.0324841,0.0586715,0.0303134,0.0345506,0.0561716,0.0699266,0.0586063,0.0322569,0.0193718,0.00762905,0.0454264,0.0384898,0.0100276,0.00730257,0.0520795,0.0527102,0,0,0,0,0,0,0,0.026218,0.0247536,0,0,0
193,0.0313624,0.059389,0,0,0,0.0452191,0,0.0254106,0.0714674,0,0,0,0.0241093,0,0,0.0412002,0.0583602,0.0270427,0.0398805,0.0302922,0,0,0.0542774,0.0415057,0.0492364,0.0561303,0.0267972,0.0586491,0.0642691,0.0361811,0.032174,0,0.0113675,0,0.0318768,0.0135453,0.0128423,0.0172021,0,0.0455744,0.0416402,0,0,0.0192096,0,0,0.0223699,0.0780984,0.0233381,0.0181713,0.0329654,0.0584676,0.0301155,0.0346824,0.0550268,0.0692321,0.0589465,0.0331936,0.0199532,0.00848899,0.0388959,0.0385459,0.00993949,0.00689895,0.0521022,0.0524814,0,0,0,0,0,0,0,0.0260687,0.0246306,0,0,0
194,0.0314091,0.0594199,0,0,0,0.0445618,0,0.025641,0.071249,0,0,0,0.0239483,0,0,0.0411042,0.0587297,0.0264622,0.039794,0.0302636,0,0,0.053966,0.0411418,0.0491188,0.0559674,0.026648,0.0587778,0.0643206,0.0363249,0.0324408,0,0.0108728,0,0.0319959,0.0132932,0.013066,0.0192692,0,0.0462166,0.0417992,0,0,0.0191386,0,0,0.0221008,0.0777339,0.0210494,0.0184953,0.0334202,0.0582076,0.0298728,0.0348954,0.0536747,0.0685242,0.0592307,0.033984,0.0205029,0.00941151,0.0327554,0.0386427,0.00984724,0.00658866,0.0521241,0.0522456,0,0,0,0,0,0,0,0.0259807,0.0246137,0,0,0
195,0.031523,0.0594642,0,0,0,0.0437475,0,0.0259658,0.0710234,0,0,0,0.0238145,0,0,0.0409617,0.0590303,0.0256452,0.0396502,0.0302969,0,0,0.053601,0.0407628,0.0490288,0.055817,0.0265321,0.0590354,0.0643853,0.0365517,0.0330014,0,0.0102275,0,0.0321057,0.0130996,0.013184,0.0217287,0,0.046834,0.0420734,0,0,0.0190585,0,0,0.0220099,0.077307,0.0189474,0.0188812,0.0337899,0.057979,0.0296184,0.0351437,0.0522081,0.0678695,0.0593852,0.0346051,0.0211466,0.0103627,0.0274949,0.0388132,0.00972235,0.0063715,0.0521876,0.0520418,0,0,0,0,0,0,0,0.0259274,0.0247811,0,0,0
196,0.0315811,0.0595229,0,0,0,0.0428235,0,0.0264557,0.0708146,0,0,0,0.0236883,0,0,0.0407978,0.0592667,0.0246572,0.0394559,0.030396,0,0,0.0533366,0.0403095,0.048919,0.0556745,0.026458,0.0593796,0.0644302,0.0368086,0.0337755,0,0.00969841,0,0.0321964,0.0129291,0.0132606,0.0239973,0,0.0473678,0.0424176,0,0,0.0192626,0,0,0.0221709,0.0768854,0.0172593,0.0193931,0.0340778,0.0577708,0.0293662,0.0354,0.0507787,0.0672884,0.059448,0.0352888,0.0219327,0.0112465,0.023372,0.0389774,0.0094487,0.00627481,0.0522457,0.0518835,0,0,0,0,0,0,0,0.0258579,0.0250882,0,0,0
197,0.0316627,0.0596003,0,0,0,0.0420009,0,0.0271359,0.0706315,0,0,0,0.0236231,0,0,0.0406962,0.059427,0.0236921,0.0392622,0.030443,0,0,0.053022,0.0399243,0.0487699,0.0555585,0.0263916,0.0597266,0.064429,0.0371464,0.0346846,0,0.00961095,0,0.0322656,0.0128157,0.0133171,0.0259558,0,0.0477932,0.0426585,0,0,0.0193123,0,0,0.0221866,0.076543,0.0159921,0.0199256,0.0342703,0.0575735,0.0291232,0.0356811,0.0494972,0.0668018,0.0594991,0.0359142,0.0227648,0.0121347,0.0204415,0.0391508,0.0091751,0.00625657,0.0522678,0.0517496,0,0,0,0,0,0,0,0.0257814,0.0254571,0,0,0
198,0.0317598,0.059668,0,0,0,0.0425677,0,0.0270792,0.0705073,0,0,0,0.0235881,0,0,0.0406334,0.0594692,0.0236377,0.0390309,0.0303028,0,0,0.0526203,0.0395614,0.0486558,0.0554516,0.0263252,0.0598795,0.0645715,0.0372965,0.0348304,0,0.010057,0,0.0323424,0.0127493,0.0133615,0.0274944,0,0.0481735,0.0427926,0,0,0.0191139,0,0,0.0220133,0.0762665,0.0150395,0.0204394,0.0344649,0.057349,0.0288718,0.0360193,0.0483889,0.0664302,0.0596587,0.036551,0.0234489,0.0130925,0.0185031,0.0392931,0.00953697,0.00596137,0.0522948,0.0516238,0,0,0,0,0,0,0,0.0256859,0.0258893,0,0,0
199,0.0319226,0.0597561,0,0,0,0.0436626,0,0.0268635,0.0703981,0,0,0,0.0235302,0,0,0.0405437,0.0594129,0.0233984,0.0387902,0.0299528,0,0,0.0522121,0.0392478,0.0486357,0.0553331,0.0262201,0.0601224,0.0647801,0.0374983,0.0350506,0,0.0110332,0,0.0323768,0.0126797,0.0133969,0.0287024,0,0.0484926,0.0428617,0,0,0.01884,0,0,0.0219866,0.0759603,0.014694,0.0209109,0.0346105,0.0571404,0.028669,0.0364368,0.0474837,0.066214,0.0599539,0.0371177,0.0239869,0.0138261,0.0172061,0.0394709,0.00982669,0.00574443,0.0523351,0.0514802,0,0,0,0,0,0,0,0.0256011,0.026316,0,0,0
200,0.0320578,0.0598793,0,0,0,0.0450488,0,0.026448,0.0702234,0,0,0,0.0234503,0,0,0.0404978,0.0593031,0.0230166,0.0385463,0.0294774,0,0,0.0519865,0.0389857,0.048708,0.0552243,0.0261609,0.0604046,0.0650841,0.0375221,0.0353509,0,0.0124198,0,0.032343,0.012615,0.0134415,0.0297009,0,0.0488117,0.0429093,0,0,0.0187768,0,0,0.0221115,0.0756217,0.0150563,0.021388,0.0346528,0.0569753,0.0285089,0.0369306,0.046786,0.0661129,0.0603275,0.0374993,0.0243453,0.0142719,0.0163964,0.0396185,0.00990366,0.0056229,0.0524044,0.0513918,0,0,0,0,0,0,0,0.0255507,0.0267886,0,0,0
201,0.0320671,0.0600108,0,0,0,0.0488612,0,0.0253403,0.0697416,0,0,0,0.0233906,0,0,0.0404928,0.0589285,0.0217626,0.0382168,0.0284463,0,0,0.051886,0.0388051,0.0492594,0.0550476,0.0261428,0.0610537,0.0657664,0.0375866,0.0361348,0,0.0167272,0,0.0323001,0.0125616,0.0134663,0.0298361,0,0.0491832,0.0428749,0,0,0.0186562,0,0,0.0219639,0.075199,0.015817,0.0218298,0.0343981,0.0567924,0.0282996,0.0373976,0.046224,0.0660353,0.0606489,0.0377575,0.0243378,0.0145995,0.0166182,0.0397522,0.0098261,0.00549076,0.0524984,0.0513398,0,0,0,0,0,0,0,0.025423,0.027364,0,0,0
202,0.0320614,0.0601121,0,0,0,0.0491346,0,0.0249178,0.0695584,0,0,0,0.0233349,0,0,0.0405647,0.0590734,0.0216403,0.0379854,0.0281676,0,0,0.0517613,0.0386385,0.0493442,0.0550015,0.0262109,0.0611014,0.0658487,0.0375587,0.0362456,0,0.017217,0,0.0322109,0.0125448,0.0135484,0.0302494,0,0.0494558,0.0428484,0,0,0.0187029,0,0,0.0219217,0.0751783,0.0158581,0.0220978,0.0345352,0.0567583,0.0282508,0.0376291,0.0458395,0.0657711,0.060886,0.0380423,0.0242084,0.0147898,0.0163858,0.0397932,0.00978652,0.0054407,0.0525682,0.0513096,0,0,0,0,0,0,0,0.0254475,0.02757,0,0,0
203,0.0320946,0.0602122,0,0,0,0.0500806,0,0.0242405,0.0693278,0,0,0,0.0233023,0,0,0.040678,0.0591635,0.0212307,0.0376424,0.0277306,0,0,0.0516749,0.0384734,0.04961,0.0549086,0.0262606,0.0611946,0.0659921,0.0375233,0.0364726,0,0.0183882,0,0.0321229,0.012537,0.0136396,0.030006,0,0.0498338,0.042812,0,0,0.0190258,0,0,0.0220592,0.0752308,0.0160125,0.022261,0.0345695,0.0567558,0.0282213,0.0373993,0.0455515,0.0654018,0.0608939,0.0381809,0.0239188,0.0149892,0.0167838,0.0398143,0.00979399,0.00536764,0.0526579,0.0512422,0,0,0,0,0,0,0,0.0254613,0.0277777,0,0,0
204,0.0321406,0.0602933,0,0,0,0.0512258,0,0.0234028,0.0691412,0,0,0,0.0232771,0,0,0.0407925,0.0591828,0.0206515,0.0372006,0.0273091,0,0,0.0516237,0.0382735,0.0499552,0.0548894,0.0262517,0.0612859,0.0661308,0.0373693,0.0366918,0,0.0197127,0,0.0320261,0.0125264,0.0137321,0.029624,0,0.05017,0.0427758,0,0,0.0191659,0,0,0.0221438,0.0752981,0.016496,0.0222765,0.0346245,0.0568588,0.0281996,0.0367638,0.0455027,0.0650843,0.0606103,0.0382621,0.0235623,0.0149775,0.0174518,0.0397909,0.00982698,0.00533651,0.0527238,0.0512464,0,0,0,0,0,0,0,0.0254418,0.0278975,0,0,0
205,0.0321867,0.0603692,0,0,0,0.0524829,0,0.0225026,0.0690244,0,0,0,0.0232297,0,0,0.0408078,0.0591447,0.0201524,0.0366573,0.0269819,0,0,0.0515219,0.0380406,0.0503002,0.0549138,0.026212,0.0613766,0.0662254,0.037231,0.0368279,0,0.0210154,0,0.0319406,0.0124863,0.0137964,0.0290573,0,0.0504216,0.0427764,0,0,0.0191838,0,0,0.0222079,0.0752851,0.0168028,0.0222572,0.0345818,0.0569886,0.0282304,0.0359515,0.0456801,0.0648781,0.0600992,0.0380105,0.0232582,0.0146554,0.0182362,0.0397404,0.00987333,0.00535381,0.052829,0.0512951,0,0,0,0,0,0,0,0.0254003,0.0278477,0,0,0
206,0.0321783,0.0604336,0,0,0,0.0537111,0,0.0215726,0.0689502,0,0,0,0.0231818,0,0,0.0407722,0.0590617,0.0198443,0.0360885,0.0267251,0,0,0.0513201,0.0377838,0.0506454,0.054927,0.0261242,0.0614243,0.0662841,0.0370505,0.0369021,0,0.0222159,0,0.031886,0.0124581,0.0138246,0.0281859,0,0.0505439,0.0427941,0,0,0.0191488,0,0,0.022303,0.0750903,0.0162321,0.0222955,0.0344059,0.0571267,0.0283447,0.0352508,0.0459255,0.0647749,0.0594665,0.0376438,0.0229081,0.0139606,0.0188974,0.03972,0.00992052,0.00537554,0.0529506,0.0512777,0,0,0,0,0,0,0,0.0253257,0.0279159,0,0,0
207,0.0321733,0.0605033,0,0,0,0.0548921,0,0.0206307,0.0688824,0,0,0,0.0231236,0,0,0.0407536,0.0589349,0.0196612,0.0355649,0.0265207,0,0,0.0510468,0.0375912,0.0509464,0.054902,0.0259972,0.0614146,0.066333,0.0368047,0.0369755,0,0.0233372,0,0.0318391,0.01247,0.0138082,0.027057,0,0.0504875,0.0427797,0,0,0.0190882,0,0,0.0223272,0.0748628,0.0151082,0.0222812,0.0340612,0.0573136,0.0285121,0.0345962,0.0459636,0.0646126,0.0587952,0.0372014,0.0224343,0.0132916,0.0191963,0.0396947,0.00990765,0.00541198,0.0529985,0.0512178,0,0,0,0,0,0,0,0.0252233,0.0280702,0,0,0
208,0.0320912,0.0605678,0,0,0,0.0559926,0,0.0197162,0.0687942,0,0,0,0.0230851,0,0,0.0407723,0.0588229,0.0195289,0.0350329,0.0263709,0,0,0.0506843,0.0373787,0.0511986,0.0548905,0.0258652,0.0613441,0.0663661,0.036488,0.0370269,0,0.0244055,0,0.0318044,0.0124648,0.0138365,0.0261121,0,0.0503593,0.0427921,0,0,0.0189971,0,0,0.0223333,0.0745588,0.0143442,0.0223381,0.0335223,0.0574855,0.028639,0.0339915,0.0458908,0.0644187,0.0581734,0.0366773,0.022043,0.0126198,0.0191319,0.0396694,0.00987637,0.00549521,0.0530331,0.0511427,0,0,0,0,0,0,0,0.0251466,0.0283898,0,0,0
209,0.0320459,0.0606962,0,0,0,0.0570904,0,0.0188064,0.0686202,0,0,0,0.0230214,0,0,0.040744,0.0587744,0.0196077,0.0344513,0.0262672,0,0,0.0503194,0.0370381,0.051394,0.0548702,0.0257539,0.0612913,0.06637,0.0362005,0.0370834,0,0.0254514,0,0.0318042,0.0124289,0.013881,0.025367,0,0.0502852,0.0428276,0,0,0.0189271,0,0,0.0222274,0.0741437,0.0131176,0.0225341,0.0331067,0.0575648,0.0287338,0.0334446,0.0457442,0.0641784,0.0576814,0.0365794,0.0217631,0.0121878,0.0190082,0.0396644,0.00987603,0.00556374,0.0531351,0.0511144,0,0,0,0,0,0,0,0.0251389,0.0284692,0,0,0
210,0.0320303,0.0608831,0,0,0,0.0591159,0,0.0176457,0.0680512,0,0,0,0.0231232,0,0,0.0406512,0.0587911,0.0197561,0.0336712,0.0263929,0,0,0.0501258,0.0367049,0.0517565,0.0547364,0.0254862,0.0613915,0.0665047,0.0358373,0.037196,0,0.0273383,0,0.0318162,0.0126669,0.0133972,0.0241174,0,0.0503004,0.0428453,0,0,0.0187426,0,0,0.0221763,0.0735136,0.0111233,0.0229402,0.0328856,0.0574808,0.0288243,0.0329955,0.0455138,0.0639438,0.0572285,0.0366125,0.0216567,0.0121275,0.0191131,0.039704,0.00997948,0.00574025,0.0532739,0.0510551,0,0,0,0,0,0,0,0.0250932,0.0280706,0,0,0
211,0.0319516,0.0610417,0,0,0,0.0596237,0,0.0169583,0.0678267,0,0,0,0.0229134,0,0,0.0406357,0.0588028,0.019907,0.0332244,0.0263745,0,0,0.0498066,0.0362199,0.051812,0.054789,0.0253536,0.0613209,0.0664727,0.0355918,0.0370287,0,0.0274329,0,0.0319433,0.0126738,0.0134678,0.0224907,0,0.0504828,0.0429324,0,0,0.0187412,0,0,0.0222841,0.072956,0.00961284,0.023526,0.0331584,0.0574017,0.0289857,0.0327176,0.044997,0.0636505,0.0569426,0.0364673,0.0222425,0.012441,0.0191186,0.0397276,0.00999557,0.00571613,0.0534501,0.0509005,0,0,0,0,0,0,0,0.0252458,0.0275235,0,0,0
212,0.0318841,0.0611997,0,0,0,0.060544,0,0.0160865,0.0672665,0,0,0,0.0227263,0,0,0.0406516,0.0588908,0.0207114,0.0326286,0.0264797,0,0,0.0495006,0.0356978,0.0520421,0.0548078,0.0250552,0.0613383,0.066492,0.0353275,0.0370926,0,0.0279635,0,0.0321074,0.0126959,0.013476,0.0205742,0,0.0508978,0.0430431,0,0,0.0186885,0,0,0.0223221,0.0723886,0.00933196,0.0242192,0.0340309,0.0573863,0.0291665,0.0325708,0.0444475,0.0633385,0.0567996,0.0362842,0.0235071,0.0132051,0.0195938,0.0397537,0.0100101,0.0056913,0.0536348,0.0507076,0,0,0,0,0,0,0,0.0254529,0.0271522,0,0,0
213,0.0318608,0.0613169,0,0,0,0.0614545,0,0.0150935,0.0663728,0,0,0,0.0225657,0,0,0.0407068,0.0590581,0.0221651,0.0319078,0.0266937,0,0,0.0494705,0.0352103,0.0524147,0.0548263,0.0246755,0.061412,0.0665434,0.0349894,0.0372824,0,0.0283892,0,0.0322839,0.0127323,0.0134688,0.0189494,0,0.0514414,0.0431583,0,0,0.018551,0,0,0.022357,0.0719379,0.00937912,0.0248466,0.0352148,0.0573169,0.029455,0.0325597,0.0439104,0.0629696,0.0568025,0.0362746,0.0250268,0.0140663,0.0203915,0.0397194,0.0100702,0.00570746,0.0538201,0.0505026,0,0,0,0,0,0,0,0.0257596,0.0271256,0,0,0
214,0.0318357,0.0614093,0,0,0,0.0620037,0,0.0141712,0.0653028,0,0,0,0.022378,0,0,0.0407517,0.0592304,0.0240825,0.0311234,0.0268825,0,0,0.0497111,0.034747,0.0528866,0.054914,0.0243455,0.0614443,0.0665428,0.0346007,0.0375003,0,0.0284647,0,0.0324022,0.0127736,0.0134362,0.0179035,0,0.0519145,0.0433185,0,0,0.0184864,0,0,0.0223057,0.0716292,0.00907703,0.0252719,0.0361199,0.0571885,0.0298445,0.0323935,0.0435925,0.0625935,0.056728,0.0361871,0.0260742,0.0146166,0.0212581,0.0395869,0.0100943,0.00582531,0.0540321,0.0504059,0,0,0,0,0,0,0,0.0261006,0.0271997,0,0,0
215,0.0318893,0.0614663,0,0,0,0.0620605,0,0.0134469,0.0642292,0,0,0,0.0222089,0,0,0.0408706,0.0593781,0.0261858,0.0303587,0.0270716,0,0,0.0500085,0.0342281,0.053449,0.0551096,0.0240515,0.061374,0.0664417,0.0340983,0.0375723,0,0.0280282,0,0.0324933,0.0128174,0.0134243,0.0171664,0,0.0522065,0.0435094,0,0,0.0186264,0,0,0.022395,0.0714231,0.00880546,0.0254431,0.0363073,0.0571095,0.0303814,0.0318301,0.0435241,0.0621921,0.0562526,0.0359487,0.0261714,0.0146066,0.0216911,0.0393536,0.010123,0.00605329,0.0542627,0.0503408,0,0,0,0,0,0,0,0.0264135,0.0271998,0,0,0
216,0.0319879,0.0614721,0,0,0,0.061601,0,0.01297,0.0630361,0,0,0,0.0220705,0,0,0.0410248,0.05948,0.0283367,0.0296081,0.027361,0,0,0.0503504,0.0337229,0.0540107,0.055417,0.0238547,0.061084,0.0661797,0.0333406,0.0373828,0,0.0271039,0,0.0325437,0.0128604,0.013408,0.0167373,0,0.0522351,0.0437151,0,0,0.0188903,0,0,0.0225753,0.0714064,0.00856226,0.025282,0.0359074,0.0570809,0.031054,0.030967,0.0434976,0.0617334,0.0553749,0.0357205,0.0254934,0.0141519,0.0216004,0.0390138,0.0101922,0.0063408,0.0544764,0.0502875,0,0,0,0,0,0,0,0.0267454,0.0269679,0,0,0
217,0.0319718,0.0613984,0,0,0,0.0605636,0,0.0128276,0.0616325,0,0,0,0.0219805,0,0,0.0412423,0.0595497,0.0304501,0.0288606,0.0276759,0,0,0.051007,0.0332607,0.0545031,0.0558269,0.0237215,0.0604815,0.065682,0.0322739,0.0368637,0,0.0258597,0,0.0325448,0.0129276,0.0134023,0.0165384,0,0.0519772,0.0438975,0,0,0.0189773,0,0,0.0226779,0.0716419,0.00829032,0.0250017,0.0356276,0.0570319,0.0318696,0.030261,0.0434169,0.061331,0.0544569,0.0356595,0.0246076,0.0134097,0.02129,0.038554,0.0103137,0.00669831,0.0546167,0.0502165,0,0,0,0,0,0,0,0.0271393,0.0266051,0,0,0
218,0.031964,0.0612505,0,0,0,0.0589157,0,0.0131106,0.0600772,0,0,0,0.0218964,0,0,0.0414738,0.059531,0.0322965,0.0281558,0.0278582,0,0,0.0519812,0.0328264,0.0549017,0.0563095,0.023805,0.059655,0.0648495,0.0308717,0.0360256,0,0.0244189,0,0.0324791,0.01299,0.0134251,0.0162645,0,0.0514117,0.0440385,0,0,0.0192528,0,0,0.0226042,0.072147,0.00802445,0.0248217,0.0356798,0.0568362,0.032832,0.0297602,0.0432105,0.0610115,0.0536994,0.0354208,0.0239577,0.0126254,0.0213424,0.0379735,0.0103613,0.00719297,0.0546813,0.0501216,0,0,0,0,0,0,0,0.0275604,0.0263322,0,0,0
219,0.0319211,0.0611195,0,0,0,0.0567301,0,0.0136408,0.0581463,0,0,0,0.0217852,0,0,0.04174,0.0595656,0.0338084,0.0274388,0.0281151,0,0,0.0532476,0.0324029,0.0552469,0.0567387,0.0237972,0.058697,0.0635893,0.0291992,0.0353103,0,0.0227065,0,0.0324148,0.0129931,0.0135118,0.0155785,0,0.0504432,0.0441259,0,0,0.0199231,0,0,0.0224478,0.0727036,0.00780562,0.0247865,0.0357965,0.0568905,0.0338684,0.0293028,0.043042,0.0608314,0.0530311,0.034881,0.0236417,0.0120819,0.021803,0.0372888,0.0103722,0.00755085,0.0546887,0.0501506,0,0,0,0,0,0,0,0.0279673,0.0260986,0,0,0
