Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,x74,x75,x76,x77,LHEE,LBR
168,0.0301757,0.0621344,0,0,0,0.0405353,0,0.00952703,0.0460055,0,0,0,0.0228768,0,0,0.042952,0.0594607,0.0256912,0.0288737,0,0,0.060921,0.0361871,0.0378819,0.0647122,0.0650975,0.0279192,0.0566824,0.0580107,0.0273876,0.0399768,0,0.0259067,0,0.0305788,0.0138282,0.0130799,0.0112229,0,0.0259347,0.0479538,0.0423184,0,0,0.0250138,0,0,0.0244166,0.0709632,0.0149101,0.0271432,0.0339939,0.0590051,0.0400138,0.0280829,0.0470257,0.064309,0.0529223,0.0306035,0.0246773,0.0110456,0.0395362,0.0266083,0.0313159,0.0123,0.0115471,0.058482,0.0484242,0,0,0,0,0,0,0,0,0.0368295,0
169,0.0301596,0.0622584,0,0,0,0.0395068,0,0.00976065,0.0449994,0,0,0,0.0229522,0,0,0.0428533,0.0591402,0.0259731,0.0293918,0,0,0.0608946,0.036491,0.0384659,0.0652023,0.065452,0.0280896,0.0575045,0.0586173,0.0280887,0.0408722,0,0.0295524,0,0.0306439,0.0141266,0.0124171,0.0119154,0,0.0257781,0.0484151,0.042283,0,0,0.0245123,0,0,0.0245176,0.0708013,0.0148973,0.0269881,0.0339404,0.0586468,0.0399029,0.0281319,0.0472692,0.0643194,0.0530691,0.0306021,0.0246173,0.010909,0.0394999,0.0257304,0.0317333,0.0123454,0.0115938,0.0586246,0.0484772,0,0,0,0,0,0,0,0,0.0381448,0
170,0.0301381,0.0624259,0,0,0,0.038599,0,0.0101515,0.0440124,0,0,0,0.0225682,0,0,0.0429355,0.0588203,0.026294,0.0298626,0,0,0.0608947,0.036678,0.0390024,0.0656911,0.065831,0.0283238,0.0581678,0.0591416,0.0287758,0.0417324,0,0.0330639,0,0.0308009,0.0141185,0.0125837,0.0128037,0,0.0257063,0.0488233,0.0422769,0,0,0.0243795,0,0,0.024392,0.0706476,0.0147091,0.0269399,0.0340177,0.0580775,0.0399481,0.0281889,0.0473896,0.0642637,0.0531723,0.0304174,0.0246541,0.0108981,0.0395158,0.0245792,0.0319914,0.0122822,0.0114388,0.0587451,0.0484742,0,0,0,0,0,0,0,0,0.0394334,0
171,0.0300868,0.0626069,0,0,0,0.0377196,0,0.0104949,0.0430146,0,0,0,0.0222968,0,0,0.043048,0.0585227,0.0266663,0.0301478,0,0,0.0609769,0.0368473,0.0395428,0.0661898,0.0662114,0.0285386,0.0587574,0.0595312,0.0293426,0.0424627,0,0.0364422,0,0.0309433,0.0140986,0.0126939,0.0137586,0,0.0256564,0.0491348,0.0422039,0,0,0.0243192,0,0,0.0243283,0.0705182,0.0144406,0.0269833,0.0340897,0.0574498,0.0400503,0.0282632,0.0472995,0.0642997,0.0533155,0.0303052,0.0247546,0.0109598,0.0395963,0.0233294,0.0321529,0.0122768,0.0113854,0.0588434,0.0484312,0,0,0,0,0,0,0,0,0.0406727,0
172,0.0299994,0.0627312,0,0,0,0.0368325,0,0.0108318,0.0420072,0,0,0,0.022139,0,0,0.0432365,0.0581992,0.0270469,0.030165,0,0,0.0611046,0.0370202,0.0401351,0.0667373,0.0665994,0.0287492,0.059255,0.0597914,0.0297632,0.0430213,0,0.0397484,0,0.0310744,0.0140997,0.0127924,0.0146485,0,0.025602,0.0494158,0.0421194,0,0,0.0243989,0,0,0.0243431,0.0704151,0.014166,0.0271149,0.034076,0.0571899,0.0402289,0.0283725,0.0470151,0.0644498,0.0534775,0.0303129,0.0248968,0.01113,0.0397199,0.0221511,0.0322122,0.0123262,0.0114796,0.0589673,0.0483007,0,0,0,0,0,0,0,0,0.0419612,0
173,0.0298973,0.0627322,0,0,0,0.0360049,0,0.0113124,0.0410216,0,0,0,0.0220439,0,0,0.0434351,0.0579363,0.0274755,0.0300367,0,0,0.0612741,0.0371892,0.0408121,0.0673748,0.0669917,0.0289337,0.0595763,0.0599702,0.0301104,0.0434441,0,0.0430875,0,0.0312038,0.0141028,0.012883,0.0154521,0,0.0255588,0.0497289,0.0420659,0,0,0.0245014,0,0,0.0243344,0.0703254,0.0139029,0.0272638,0.0339605,0.0572438,0.0405096,0.0285207,0.0466401,0.0644555,0.0536816,0.0303001,0.0251053,0.0112841,0.0398317,0.0211361,0.0322145,0.0123991,0.0116014,0.0590878,0.0481021,0,0,0,0,0,0,0,0,0.043377,0
174,0.0297943,0.0626702,0,0,0,0.035256,0,0.0118644,0.0401209,0,0,0,0.0219876,0,0,0.0436398,0.0578351,0.0279636,0.0298741,0,0,0.0615125,0.0372841,0.0415505,0.0680663,0.0673721,0.0289196,0.0598703,0.06015,0.0304273,0.043818,0,0.0465741,0,0.0313686,0.0141109,0.012997,0.0162772,0,0.0255358,0.0501018,0.0420521,0,0,0.0246435,0,0,0.0242827,0.0702514,0.0136859,0.0273456,0.0337491,0.0570868,0.040837,0.0287248,0.0462044,0.0642738,0.0539166,0.0302889,0.0252933,0.0114288,0.0399842,0.0201117,0.032171,0.0124543,0.0116601,0.0591518,0.0478831,0,0,0,0,0,0,0,0,0.0449773,0
175,0.0296681,0.0625462,0,0,0,0.0346914,0,0.0124182,0.0394049,0,0,0,0.0219533,0,0,0.0438343,0.0578611,0.0285439,0.0296897,0,0,0.0618193,0.037291,0.042291,0.0687705,0.0676765,0.0288418,0.0602949,0.0604699,0.0308356,0.0442602,0,0.0502101,0,0.0315506,0.0141531,0.0130628,0.0170964,0,0.0254982,0.0505565,0.0420601,0,0,0.0247896,0,0,0.0242377,0.0701726,0.0134307,0.0273423,0.0334683,0.0568651,0.0411638,0.0289477,0.0457412,0.064144,0.054189,0.0303208,0.0254736,0.011575,0.0401005,0.0190265,0.0320831,0.0125091,0.0117015,0.0591753,0.0476392,0,0,0,0,0,0,0,0,0.0466773,0
176,0.0295705,0.062448,0,0,0,0.0344253,0,0.0128786,0.0389194,0,0,0,0.0219444,0,0,0.0439529,0.057967,0.0292504,0.0293854,0,0,0.0622171,0.0372541,0.0430457,0.0694571,0.0678737,0.0288445,0.0609311,0.0610305,0.0314383,0.0448145,0,0.0539533,0,0.0317589,0.0141455,0.0131311,0.0179159,0,0.0254764,0.0511281,0.0421082,0,0,0.0249083,0,0,0.0242492,0.0700765,0.0132794,0.0272798,0.0331644,0.0568089,0.041392,0.0291724,0.0453027,0.0640492,0.0545357,0.0304176,0.0255676,0.0117325,0.0401406,0.0179676,0.0320389,0.0125864,0.0117409,0.0591909,0.0473728,0,0,0,0,0,0,0,0,0.0484519,0
177,0.0294575,0.0624135,0,0,0,0.0344884,0,0.0133238,0.0389632,0,0,0,0.021902,0,0,0.0439793,0.0581095,0.0302966,0.0283114,0,0,0.0627372,0.0371662,0.0436872,0.0694844,0.0677538,0.0289595,0.0619881,0.0622155,0.032477,0.0454652,0,0.0589808,0,0.0320143,0.0141266,0.0131541,0.01888,0,0.0254614,0.0517769,0.0421568,0,0,0.024875,0,0,0.0242198,0.069974,0.0133185,0.0270573,0.0328988,0.0564974,0.0413157,0.029436,0.0449357,0.0639867,0.054872,0.0305047,0.0255679,0.0118668,0.0402621,0.0168613,0.0321791,0.0125867,0.0116471,0.0592296,0.0470127,0,0,0,0,0,0,0,0,0.0506587,0
178,0.0293561,0.0623354,0,0,0,0.0348798,0,0.0134476,0.0387887,0,0,0,0.0220098,0,0,0.0439543,0.058198,0.0310759,0.028123,0,0,0.0632165,0.0371259,0.0444832,0.0702553,0.0679477,0.0292197,0.0629625,0.0631548,0.0331575,0.0462535,0,0.0622265,0,0.032168,0.0142949,0.0128353,0.0197356,0,0.0255209,0.0526223,0.0421992,0,0,0.0247275,0,0,0.0242806,0.0698469,0.0133665,0.0268879,0.0326551,0.056066,0.04134,0.0296513,0.044545,0.0639083,0.0551216,0.0305533,0.0255346,0.0120411,0.0402744,0.0159529,0.0322462,0.012655,0.0117301,0.0592085,0.046781,0,0,0,0,0,0,0,0,0.0521549,0
179,0.029299,0.0622249,0,0,0,0.0355327,0,0.013454,0.0385923,0,0,0,0.0216407,0,0,0.044013,0.0583647,0.031707,0.0281973,0,0,0.0637354,0.0369785,0.0450313,0.071262,0.0681697,0.0295251,0.0639652,0.0640742,0.033946,0.0470518,0,0.0647287,0,0.032394,0.0139539,0.0135092,0.0202595,0,0.0256767,0.0536283,0.0422928,0,0,0.0248925,0,0,0.0240989,0.0697001,0.0135303,0.0268692,0.0324071,0.055728,0.0413947,0.0298149,0.0441184,0.0638859,0.0553679,0.0304742,0.0254774,0.0122714,0.0403398,0.0154441,0.0322319,0.0125995,0.0114686,0.0592324,0.0465887,0,0,0,0,0,0,0,0,0.0534071,0
180,0.0292104,0.0621384,0,0,0,0.0359852,0,0.013537,0.0385589,0,0,0,0.0215813,0,0,0.0439235,0.0584594,0.0324655,0.0281913,0,0,0.0642677,0.0369061,0.0456632,0.0722541,0.0683678,0.0298203,0.0648802,0.065009,0.0346985,0.0477181,0,0.0669924,0,0.0325435,0.0139981,0.0133955,0.0208533,0,0.0257235,0.0545239,0.0423053,0,0,0.0247967,0,0,0.0240497,0.0696194,0.0135966,0.026793,0.0322527,0.0554967,0.041381,0.0299818,0.0437624,0.0638362,0.0556464,0.0304355,0.0254891,0.0125139,0.0404681,0.0147365,0.0323306,0.0126334,0.0114066,0.059287,0.0464052,0,0,0,0,0,0,0,0,0.0545516,0
181,0.0290436,0.0620939,0,0,0,0.0362499,0,0.0137115,0.0386229,0,0,0,0.0215286,0,0,0.0438322,0.0584559,0.0332439,0.028105,0,0,0.0647613,0.0368339,0.04681,0.0731675,0.0685281,0.0301578,0.0656459,0.0658834,0.0354335,0.0482525,0,0.0687711,0,0.0327059,0.0140589,0.0132812,0.0214812,0,0.0257762,0.0554123,0.0423016,0,0,0.0247191,0,0,0.0240427,0.0695841,0.01364,0.0267794,0.0320581,0.0552925,0.0413986,0.0302206,0.0434281,0.0637548,0.0559577,0.0306143,0.0255391,0.0126525,0.0405657,0.0140658,0.0324398,0.012657,0.0113541,0.0593524,0.0462347,0,0,0,0,0,0,0,0,0.0554399,0
182,0.0290518,0.0621434,0,0,0,0.0363681,0,0.0138509,0.0387381,0,0,0,0.0214771,0,0,0.0437576,0.0583094,0.0339926,0.0279399,0,0,0.0651823,0.0367835,0.0478435,0.0740948,0.0686993,0.0305128,0.0663343,0.0666473,0.0361268,0.0486177,0,0.0699804,0,0.0328377,0.014117,0.0131719,0.0220983,0,0.025857,0.0562612,0.0423277,0,0,0.0246579,0,0,0.0240334,0.069585,0.0136617,0.0268409,0.0318608,0.0550471,0.0413477,0.0304148,0.0431312,0.0636587,0.0562599,0.0308835,0.0255236,0.0127207,0.0406789,0.0134884,0.0325683,0.0126655,0.0112862,0.0594679,0.0460938,0,0,0,0,0,0,0,0,0.0560873,0
183,0.0290384,0.0622315,0,0,0,0.036297,0,0.0139807,0.0388543,0,0,0,0.0214247,0,0,0.0436569,0.0582661,0.0346973,0.0276792,0,0,0.0655335,0.0367388,0.0486795,0.0749996,0.0688543,0.0308913,0.0668381,0.0672681,0.0367066,0.0487975,0,0.0705691,0,0.0329662,0.0141547,0.0130631,0.0227086,0,0.0259594,0.0570353,0.042337,0,0,0.0245642,0,0,0.0240349,0.0696216,0.0136968,0.0269214,0.0316643,0.0547617,0.0413171,0.0305393,0.0428726,0.0634906,0.0564488,0.0310882,0.0254906,0.0127496,0.0407785,0.013015,0.0326722,0.0126492,0.0112484,0.0596151,0.0459351,0,0,0,0,0,0,0,0,0.0563624,0
184,0.028985,0.0623352,0,0,0,0.0359685,0,0.014144,0.0389575,0,0,0,0.0214226,0,0,0.0435223,0.0584643,0.0353661,0.0272529,0,0,0.0658317,0.0366762,0.0494417,0.0758561,0.0690018,0.0312919,0.0670967,0.0677218,0.0370593,0.0487022,0,0.0703278,0,0.0331055,0.0141591,0.012945,0.02336,0,0.0260262,0.0577142,0.0422912,0,0,0.0244744,0,0,0.0240763,0.0696993,0.0138252,0.0269522,0.0315557,0.0545321,0.0413069,0.0306022,0.042564,0.0632593,0.0566219,0.0312466,0.0254605,0.0128109,0.0408863,0.0126135,0.0327458,0.0126437,0.0112298,0.0597821,0.045726,0,0,0,0,0,0,0,0,0.0562129,0
185,0.028946,0.0624567,0,0,0,0.0353432,0,0.0143674,0.0390716,0,0,0,0.0214039,0,0,0.0434289,0.0587857,0.0359588,0.02663,0,0,0.0660503,0.0366352,0.0501035,0.0766598,0.0690956,0.0317409,0.0671185,0.0679668,0.037152,0.0483409,0,0.0690962,0,0.0332545,0.014183,0.0128236,0.0240761,0,0.0260871,0.0582877,0.0422439,0,0,0.0243755,0,0,0.0240915,0.0698284,0.0139628,0.0269651,0.0315155,0.0544197,0.0412351,0.0306618,0.0421977,0.0630073,0.0568,0.0314297,0.0253743,0.012895,0.0409886,0.0120814,0.0327896,0.0126124,0.0111996,0.0599345,0.0454867,0,0,0,0,0,0,0,0,0.0555729,0
186,0.0289212,0.0625925,0,0,0,0.0344727,0,0.0146322,0.0391976,0,0,0,0.0214278,0,0,0.0433636,0.0589025,0.0364598,0.0258129,0,0,0.066153,0.0365203,0.0506451,0.0773129,0.0691173,0.0322283,0.0669078,0.0679938,0.0370289,0.0477938,0,0.066775,0,0.0334138,0.0142224,0.0126725,0.0249329,0,0.026159,0.0587704,0.0422208,0,0,0.0243166,0,0,0.0241106,0.0700022,0.0140812,0.0269772,0.0315364,0.054354,0.0411903,0.0306518,0.0418002,0.0627274,0.0569653,0.0316425,0.0252597,0.013006,0.0411143,0.0114072,0.0328434,0.0125833,0.0111605,0.0600255,0.045261,0,0,0,0,0,0,0,0,0.0546278,0
187,0.0288238,0.0627286,0,0,0,0.0334562,0,0.0148872,0.0392806,0,0,0,0.0214889,0,0,0.0432794,0.0590972,0.0367544,0.0249007,0,0,0.0662097,0.0363526,0.0510731,0.0777451,0.0690306,0.032629,0.0665255,0.0677275,0.0368077,0.04693,0,0.0637068,0,0.0335518,0.0142588,0.0124801,0.025946,0,0.0262047,0.0590567,0.0422287,0,0,0.0243492,0,0,0.0241479,0.0702124,0.0141252,0.0270166,0.0317136,0.0542059,0.0411318,0.0305326,0.041359,0.0624238,0.0570269,0.0318795,0.025172,0.0129661,0.041336,0.0105952,0.032896,0.0125404,0.0111808,0.0600432,0.04503,0,0,0,0,0,0,0,0,0.0535767,0
188,0.028773,0.0628307,0,0,0,0.0322433,0,0.0152077,0.0397409,0,0,0,0.0211073,0,0,0.0433186,0.0592964,0.037137,0.0238781,0,0,0.0661718,0.0360732,0.0513267,0.0780018,0.0689097,0.0330508,0.0660157,0.0674321,0.0365422,0.0458322,0,0.059722,0,0.0337696,0.0139631,0.0130911,0.0265347,0,0.0264794,0.0593872,0.0422652,0,0,0.0245435,0,0,0.024123,0.0705449,0.0143679,0.0270512,0.0317643,0.0539038,0.0410033,0.0305386,0.040685,0.0620903,0.0569678,0.0321292,0.025117,0.0129837,0.0415429,0.010151,0.0328998,0.0124655,0.0110043,0.0599665,0.0447742,0,0,0,0,0,0,0,0,0.0519633,0
189,0.0287182,0.0629579,0,0,0,0.03129,0,0.015574,0.0402874,0,0,0,0.0210427,0,0,0.0432144,0.0594982,0.0373683,0.0228961,0,0,0.0660279,0.0357405,0.051528,0.0781311,0.0687414,0.0333799,0.0655412,0.0673092,0.0363053,0.044826,0,0.0550852,0,0.0339311,0.0139144,0.013059,0.0271736,0,0.026721,0.0595575,0.0423232,0,0,0.0244959,0,0,0.0240962,0.0708841,0.0143709,0.0271094,0.0318957,0.053684,0.040901,0.030562,0.0400701,0.0617292,0.0567794,0.0324003,0.0250958,0.0130828,0.0418213,0.00964853,0.0329773,0.0123996,0.0109086,0.0599032,0.0444772,0,0,0,0,0,0,0,0,0.0500814,0
190,0.0286367,0.0630831,0,0,0,0.03096,0,0.0159293,0.0408252,0,0,0,0.0209636,0,0,0.0429767,0.0597084,0.0374826,0.0220397,0,0,0.0658027,0.0353624,0.0516184,0.0781303,0.0685729,0.0336323,0.0652522,0.067439,0.0364122,0.044069,0,0.0499667,0,0.034111,0.0138261,0.0129821,0.0274608,0,0.0270027,0.0596792,0.0424237,0,0,0.0243286,0,0,0.0240022,0.0712349,0.0144383,0.0272395,0.0318331,0.0533575,0.04074,0.0305829,0.0394356,0.0614276,0.056812,0.0326819,0.0251237,0.0133227,0.0421166,0.0094266,0.0331125,0.0123234,0.0107826,0.0598619,0.0441755,0,0,0,0,0,0,0,0,0.0479897,0
191,0.0285785,0.0632105,0,0,0,0.0315212,0,0.0161963,0.0413894,0,0,0,0.0208552,0,0,0.0426763,0.0599177,0.037558,0.0214003,0,0,0.065665,0.0350123,0.0516384,0.0779919,0.0684041,0.0337913,0.0653134,0.0678593,0.0367705,0.0435885,0,0.0447063,0,0.0342772,0.0137289,0.0129058,0.0278064,0,0.0272892,0.0597444,0.0425192,0,0,0.0241997,0,0,0.0238364,0.0715738,0.0144129,0.0273178,0.0318692,0.0531189,0.0404816,0.03059,0.0389058,0.0611491,0.0568742,0.0329815,0.0252234,0.0135814,0.0424206,0.00918322,0.0333035,0.0121845,0.0105672,0.0598424,0.0439056,0,0,0,0,0,0,0,0,0.0458708,0
192,0.0285532,0.0633179,0,0,0,0.0323282,0,0.0166482,0.0424479,0,0,0,0.0207945,0,0,0.0427061,0.0599085,0.0379862,0.0208675,0,0,0.0656038,0.0346809,0.0515822,0.0776127,0.0682954,0.0341235,0.0655875,0.0684858,0.0374084,0.0431423,0,0.0396777,0,0.0344369,0.013822,0.0128308,0.027389,0,0.0278151,0.0599114,0.042536,0,0,0.0238281,0,0,0.023853,0.0721457,0.0148966,0.0272646,0.0316645,0.0525786,0.0398975,0.0306934,0.038108,0.0608567,0.0569012,0.0332737,0.025228,0.0137715,0.042592,0.00949238,0.0336103,0.0121363,0.0104518,0.0598826,0.0436487,0,0,0,0,0,0,0,0,0.0438129,0
193,0.0284548,0.0634789,0,0,0,0.0335611,0,0.0171757,0.0434296,0,0,0,0.0207661,0,0,0.0427458,0.0599169,0.0383606,0.0207198,0,0,0.0654603,0.034285,0.051537,0.0770917,0.0681135,0.0344842,0.0658494,0.0690644,0.0381151,0.0427496,0,0.0350758,0,0.0345893,0.0138782,0.0128063,0.0272336,0,0.0281257,0.0599549,0.0425242,0,0,0.0235508,0,0,0.0238073,0.0726471,0.0151675,0.0272574,0.0316642,0.0517938,0.039349,0.0307125,0.0374264,0.0606001,0.0569525,0.0335019,0.0252512,0.0139123,0.0427485,0.00956629,0.0338894,0.0120408,0.010244,0.0600054,0.0434707,0,0,0,0,0,0,0,0,0.0422761,0
194,0.0284574,0.0635916,0,0,0,0.0347082,0,0.0179922,0.0443244,0,0,0,0.0206833,0,0,0.042721,0.0599359,0.0386978,0.0209073,0,0,0.06529,0.0339097,0.0515593,0.0765163,0.0678768,0.0348745,0.0658797,0.0694504,0.0391388,0.0423575,0,0.0313206,0,0.0347862,0.0138861,0.0128057,0.0271562,0,0.0283844,0.0599011,0.0425367,0,0,0.0233481,0,0,0.0236482,0.0731173,0.0151803,0.0273303,0.03165,0.05143,0.0388571,0.030878,0.0367811,0.0603598,0.0570201,0.0337174,0.0254023,0.0141344,0.042905,0.00947439,0.0341451,0.0119083,0.00992347,0.0601185,0.0432642,0,0,0,0,0,0,0,0,0.0410444,0
195,0.0285044,0.0636344,0,0,0,0.0348959,0,0.0191684,0.0453552,0,0,0,0.0205415,0,0,0.0423866,0.0598736,0.0391512,0.0214246,0,0,0.0650527,0.0335967,0.0515814,0.0759632,0.0675943,0.0353334,0.0656579,0.0695607,0.0398478,0.0418348,0,0.0290512,0,0.0349756,0.0137884,0.012705,0.02705,0,0.0287265,0.0598075,0.0425653,0,0,0.0230491,0,0,0.0235397,0.0736389,0.0152018,0.0273699,0.0317,0.0513921,0.0383185,0.0312322,0.0361106,0.0600961,0.0569627,0.0339088,0.025549,0.0143235,0.043023,0.00946767,0.0344512,0.0118166,0.00972912,0.0601602,0.0430555,0,0,0,0,0,0,0,0,0.04037,0
196,0.0285149,0.063681,0,0,0,0.0341051,0,0.0206887,0.0465825,0,0,0,0.0204253,0,0,0.0419699,0.0596103,0.0396789,0.0223756,0,0,0.0648337,0.0332974,0.0516177,0.0752473,0.0673481,0.0358155,0.0652161,0.0693924,0.0401322,0.04106,0,0.028345,0,0.0351744,0.0138299,0.0123432,0.0270916,0,0.0290523,0.0597023,0.0426033,0,0,0.0226286,0,0,0.023554,0.0741488,0.0152294,0.0272981,0.0317873,0.051228,0.0377528,0.0315929,0.0354372,0.0598172,0.0570436,0.0340603,0.0256678,0.0144417,0.0431017,0.00941325,0.0347689,0.011764,0.00967773,0.060199,0.0429349,0,0,0,0,0,0,0,0,0.0406381,0
197,0.0284834,0.0637695,0,0,0,0.0336942,0,0.0220273,0.0473526,0,0,0,0.0202087,0,0,0.0418674,0.0595382,0.039824,0.023503,0,0,0.0646283,0.0329214,0.0515477,0.073994,0.0670713,0.0360192,0.0647606,0.069141,0.0401114,0.0401983,0,0.0275326,0,0.0354588,0.0138472,0.0123351,0.0272724,0,0.0293359,0.0594698,0.042677,0,0,0.0224419,0,0,0.0234706,0.0744701,0.0150897,0.0273024,0.0320106,0.0510462,0.0373191,0.0314792,0.0348433,0.0595726,0.0569632,0.0342699,0.0257615,0.0145267,0.0432282,0.00924544,0.0349588,0.0116565,0.00947766,0.0602464,0.0428441,0,0,0,0,0,0,0,0,0.0411538,0
198,0.028534,0.0638479,0,0,0,0.0327397,0,0.0235263,0.0482205,0,0,0,0.0200811,0,0,0.0418863,0.0591808,0.0400276,0.0249094,0,0,0.0643794,0.0325632,0.0512409,0.0727089,0.066885,0.036237,0.0641839,0.0687962,0.0400259,0.0391658,0,0.0279823,0,0.0357012,0.0138958,0.0123385,0.0276985,0,0.0294933,0.059186,0.0427447,0,0,0.0221936,0,0,0.0233754,0.0748293,0.0148423,0.027282,0.0321709,0.0506958,0.0371111,0.0313711,0.0343371,0.0593812,0.0567884,0.0345033,0.0258188,0.0145934,0.0434007,0.0089177,0.035175,0.0115736,0.00930635,0.0603038,0.0426765,0,0,0,0,0,0,0,0,0.0423124,0
199,0.0285882,0.0639571,0,0,0,0.0325574,0,0.024604,0.0488581,0,0,0,0.0199859,0,0,0.0419226,0.0588,0.0401082,0.0262348,0,0,0.064084,0.0322703,0.0507261,0.0716973,0.0667274,0.0364549,0.063727,0.0685051,0.0400864,0.0383871,0,0.0284133,0,0.0359351,0.013983,0.0123348,0.0282993,0,0.0294353,0.0589729,0.0428449,0,0,0.0218912,0,0,0.0232864,0.0750029,0.0144785,0.027244,0.0324567,0.0503377,0.0368991,0.0312668,0.0339605,0.0590517,0.0564978,0.0347457,0.0259056,0.0146679,0.0435916,0.00849488,0.0354112,0.0115059,0.00916736,0.0604068,0.0424545,0,0,0,0,0,0,0,0,0.0432963,0
200,0.0286318,0.0640835,0,0,0,0.0321495,0,0.025228,0.0493015,0,0,0,0.019872,0,0,0.041978,0.0583817,0.0401178,0.0278307,0,0,0.0637249,0.0319985,0.0502283,0.0705679,0.0665932,0.03666,0.0632021,0.0681345,0.0402842,0.0376995,0,0.0293558,0,0.0362219,0.0140721,0.0123405,0.0290719,0,0.029203,0.0588472,0.0429398,0,0,0.0216123,0,0,0.0232256,0.0751453,0.0140454,0.0271754,0.0328488,0.0500303,0.0366438,0.0312292,0.0335766,0.0586622,0.056323,0.034871,0.0260475,0.014693,0.0437059,0.00814279,0.0356309,0.011442,0.00900994,0.0605543,0.0423295,0,0,0,0,0,0,0,0,0.0439151,0
201,0.0286394,0.0642009,0,0,0,0.0335744,0,0.0236492,0.0494201,0,0,0,0.019766,0,0,0.0420735,0.058097,0.0400279,0.0293329,0,0,0.0633797,0.031791,0.0498451,0.0695517,0.0663939,0.0367222,0.0618527,0.0680857,0.039148,0.0344779,0,0.0325932,0,0.0363985,0.0141093,0.0123982,0.0298,0,0.0288402,0.0587756,0.0430019,0,0,0.02138,0,0,0.0232233,0.0753152,0.0136244,0.0270896,0.0331835,0.049623,0.0363941,0.0312417,0.0333706,0.0582511,0.0561814,0.0346451,0.0262216,0.0146209,0.0437555,0.00797897,0.035811,0.0113906,0.0088759,0.0606951,0.0422759,0,0,0,0,0,0,0,0,0.0481643,0
202,0.0284922,0.0645107,0,0,0,0.0328354,0,0.0250194,0.0500238,0,0,0,0.0190412,0,0,0.0429323,0.0575824,0.04013,0.0270752,0,0,0.062758,0.0318193,0.0485185,0.0692296,0.0663577,0.0358293,0.0632857,0.0684176,0.0403649,0.037591,0,0.0294106,0,0.0362312,0.0135208,0.0117715,0.0282821,0,0.0279024,0.0587371,0.0425814,0,0,0.0214312,0,0,0.0230602,0.0758256,0.0127137,0.0263615,0.0342476,0.0480988,0.0362682,0.0313958,0.0326958,0.0576033,0.0561474,0.0350566,0.0252198,0.0138373,0.0443185,0.00852568,0.035827,0.0113519,0.00878094,0.0612034,0.042161,0,0,0,0,0,0,0,0,0.0456813,0
203,0.0284053,0.0646741,0,0,0,0.0330929,0,0.0247536,0.0499757,0,0,0,0.0188461,0,0,0.0430866,0.0574983,0.0400359,0.0270089,0,0,0.0625297,0.0318063,0.0480278,0.0687842,0.0662903,0.0352202,0.0636577,0.0686952,0.0404781,0.0377016,0,0.029155,0,0.0363587,0.0134966,0.0117062,0.0285849,0,0.0276124,0.058754,0.0424826,0,0,0.0211924,0,0,0.023083,0.0760549,0.0125187,0.0260712,0.0344449,0.0474787,0.0359731,0.0309736,0.0327804,0.057347,0.0558856,0.0348447,0.0252114,0.0130408,0.0441994,0.00855738,0.0359953,0.0112701,0.00864609,0.0613553,0.042139,0,0,0,0,0,0,0,0,0.0453898,0
204,0.0283181,0.0647603,0,0,0,0.0329608,0,0.0247399,0.0497718,0,0,0,0.0187643,0,0,0.0431154,0.0574063,0.0399231,0.0274802,0,0,0.0625357,0.0318543,0.0479367,0.0686065,0.0662203,0.0349071,0.0635778,0.0685301,0.0404556,0.0376995,0,0.0286316,0,0.0364969,0.0136209,0.0117997,0.0288111,0,0.0271291,0.058766,0.0424077,0,0,0.020959,0,0,0.0231142,0.0762185,0.0123243,0.0258313,0.0345966,0.0473637,0.0356159,0.0306594,0.0329612,0.0572608,0.0556849,0.0345577,0.025152,0.0137093,0.0439947,0.00877062,0.0361867,0.0112289,0.00852263,0.0613254,0.0422669,0,0,0,0,0,0,0,0,0.0447489,0
205,0.0283113,0.0647919,0,0,0,0.034421,0,0.0229279,0.0488293,0,0,0,0.0212295,0,0,0.041992,0.0574254,0.0398895,0.0301685,0,0,0.0631669,0.0322752,0.0489066,0.068641,0.0662104,0.0353071,0.0620066,0.0681371,0.0392721,0.0346252,0,0.0309709,0,0.0364561,0.0159596,0.00889107,0.0331339,0,0.0264117,0.0583248,0.0425132,0,0,0.0195883,0,0,0.0236018,0.0757632,0.0116692,0.0256053,0.0345778,0.0482732,0.0350647,0.0297694,0.0345189,0.0574865,0.0551791,0.0334272,0.0267638,0.0143578,0.0430742,0.00886647,0.0368219,0.0113237,0.0100845,0.0610077,0.0424779,0,0,0,0,0,0,0,0,0.0465525,0
