Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,x74,x75,x76,x77,LHEE,LBR
244,0.0288413,0.0608563,0,0,0,0.0431292,0,0.019306,0.0649786,0,0,0,0.0228449,0,0,0.043725,0.055256,0.0410201,0.0281505,0,0,0.0603809,0.0419935,0.0301732,0.0534906,0.0577757,0.0257272,0.0629162,0.067661,0.0388729,0.0374672,0,0.00900348,0,0.0318965,0.0148159,0.0133102,0.0196828,0,0.0261425,0.0413611,0.0409049,0,0,0.0200595,0,0,0.024331,0.0763108,0.0443179,0.0171657,0.0332002,0.0610752,0.0338748,0.0348993,0.0558993,0.0747874,0.05879,0.0222902,0.0213785,0.00741969,0.0277681,0.0603527,0.0349042,0.0107936,0.0101902,0.0576535,0.0484812,0,0,0,0,0,0,0,0,0.0194362,0
245,0.0284769,0.06091,0,0,0,0.0429274,0,0.019457,0.0656491,0,0,0,0.0231209,0,0,0.0435256,0.0556254,0.0407133,0.0282608,0,0,0.0598421,0.0422322,0.0297776,0.0531143,0.0579804,0.0258649,0.0627519,0.0674896,0.0389191,0.0373571,0,0.00890403,0,0.0319013,0.0147705,0.0133735,0.0200525,0,0.0262122,0.0413627,0.0408124,0,0,0.0198873,0,0,0.0244271,0.076458,0.0444862,0.0173931,0.0332268,0.0611009,0.0333922,0.0348534,0.0565217,0.074846,0.0586377,0.0225444,0.0213543,0.00709059,0.0280574,0.061059,0.0350705,0.0106853,0.00999196,0.0575475,0.0485843,0,0,0,0,0,0,0,0,0.0195178,0
246,0.0283846,0.0610011,0,0,0,0.0425575,0,0.0196632,0.0662107,0,0,0,0.0234369,0,0,0.043362,0.0559675,0.0404369,0.0283701,0,0,0.0592676,0.0424083,0.0293326,0.0527779,0.0581788,0.0260115,0.0625694,0.0673339,0.0388731,0.0370953,0,0.00860414,0,0.0318291,0.0146638,0.0134789,0.0205001,0,0.0263634,0.0414151,0.0407572,0,0,0.0197585,0,0,0.0243311,0.0765441,0.0448038,0.0175863,0.0330217,0.0612582,0.0329772,0.0348958,0.0572668,0.0749479,0.0585291,0.0226673,0.0213908,0.00700628,0.0282947,0.0621408,0.0352289,0.0105053,0.00985787,0.0574729,0.0485576,0,0,0,0,0,0,0,0,0.0196974,0
247,0.0285146,0.061086,0,0,0,0.0421529,0,0.0198928,0.0667334,0,0,0,0.0238591,0,0,0.0431587,0.0562319,0.0402301,0.028465,0,0,0.0588444,0.0425568,0.0289541,0.0524946,0.0578653,0.0261584,0.0623393,0.06711,0.0387773,0.0368425,0,0.00828318,0,0.0316657,0.014641,0.0134241,0.0210296,0,0.0265383,0.0414934,0.0407142,0,0,0.0196652,0,0,0.0241772,0.0765942,0.0452953,0.0177368,0.032618,0.0615705,0.0326407,0.0349861,0.0580448,0.0751208,0.0584381,0.022806,0.0214763,0.00723702,0.0285027,0.0634368,0.0353214,0.0103981,0.00971903,0.0573615,0.0484046,0,0,0,0,0,0,0,0,0.0198815,0
248,0.0285598,0.0610871,0,0,0,0.0417904,0,0.0201252,0.0671812,0,0,0,0.0243964,0,0,0.0428742,0.0564528,0.040042,0.0285241,0,0,0.0585105,0.0426909,0.0285247,0.0519501,0.057685,0.0264126,0.0621635,0.0668507,0.0387238,0.0366993,0,0.00799232,0,0.0313824,0.0146234,0.0132974,0.021511,0,0.0266657,0.0416006,0.0407158,0,0,0.0196123,0,0,0.0243155,0.0766271,0.0457306,0.01783,0.0321109,0.0617674,0.0323849,0.0350757,0.0588203,0.0753556,0.0584604,0.0230334,0.0216468,0.00752973,0.02882,0.0647469,0.0353517,0.0105274,0.00961186,0.0571816,0.0484321,0,0,0,0,0,0,0,0,0.0200351,0
249,0.0283288,0.0609768,0,0,0,0.0418044,0,0.020224,0.0675822,0,0,0,0.0251562,0,0,0.0425161,0.0564311,0.0399703,0.0284945,0,0,0.058186,0.0428551,0.0282178,0.05164,0.0571389,0.0265037,0.0619675,0.0665047,0.0386285,0.0365505,0,0.00808912,0,0.0310095,0.0146417,0.0132118,0.0217721,0,0.0270835,0.0416012,0.0407652,0,0,0.019459,0,0,0.0244347,0.0766687,0.0457593,0.0178774,0.0316527,0.061831,0.0321566,0.0352266,0.0596855,0.0755897,0.0584947,0.0234155,0.0218962,0.00762412,0.0292785,0.0657476,0.0353882,0.0105834,0.00949992,0.0569192,0.0482989,0,0,0,0,0,0,0,0,0.0198954,0
250,0.0281806,0.0608835,0,0,0,0.0413935,0,0.020445,0.0680814,0,0,0,0.0267731,0,0,0.0418871,0.056821,0.0398968,0.0284701,0,0,0.0578502,0.0432052,0.0279555,0.0513906,0.0569006,0.0266538,0.0616619,0.0662155,0.0384758,0.0362637,0,0.00780492,0,0.0303485,0.014556,0.0131987,0.0216786,0,0.0275072,0.0416477,0.0408448,0,0,0.0195688,0,0,0.02416,0.0766197,0.0453258,0.0180016,0.0313575,0.0618819,0.0320502,0.0354852,0.0606943,0.0758999,0.0586493,0.0239087,0.0221622,0.00751213,0.0297835,0.0660429,0.0353276,0.0103456,0.00926306,0.0567438,0.0482407,0,0,0,0,0,0,0,0,0.0198821,0
251,0.0279692,0.0610166,0,0,0,0.0408763,0,0.0212892,0.0682787,0,0,0,0.027274,0,0,0.0418264,0.0568362,0.0394942,0.0286276,0,0,0.056935,0.0425886,0.0280686,0.0514776,0.0569303,0.0261776,0.0614384,0.0662107,0.0383727,0.035924,0,0.0073682,0,0.029836,0.0144122,0.0131348,0.0151199,0,0.0326685,0.0415974,0.0411089,0,0,0.0192864,0,0,0.0241968,0.0762138,0,0.0190084,0.0327433,0.0620276,0.0318253,0.0359503,0.0573626,0.0748344,0.059379,0.0214617,0.0249796,0.013236,0.0260461,0.0655537,0.035612,0.00997344,0.00908376,0.0569531,0.0475587,0,0,0,0,0,0,0,0,0.0202703,0
252,0.0283966,0.0607288,0,0,0,0.0405031,0,0.0209611,0.0687358,0,0,0,0.0266152,0,0,0.0418973,0.057754,0.0396102,0.0285425,0,0,0.0573198,0.0428376,0.0271716,0.0506649,0.0574715,0.0269692,0.0612172,0.0659726,0.0382105,0.0358305,0,0.00711076,0,0.0303228,0.0143723,0.0134475,0.0199402,0,0.0269385,0.0424692,0.0408534,0,0,0.0197639,0,0,0.0240029,0.0760984,0.0437022,0.0181847,0.0311318,0.0620625,0.0317042,0.0361477,0.0624259,0.0763215,0.0593529,0.0249745,0.0227001,0.00747284,0.0313956,0.0634299,0.0351931,0.010284,0.00927294,0.056397,0.0481254,0,0,0,0,0,0,0,0,0.0191498,0
253,0.0286487,0.060742,0,0,0,0.0406648,0,0.0210941,0.068763,0,0,0,0.026207,0,0,0.0420034,0.0580309,0.0397111,0.0286792,0,0,0.0572795,0.0426642,0.0269675,0.0504246,0.056826,0.0269327,0.0611735,0.0659095,0.0382526,0.0357514,0,0.00729746,0,0.0304589,0.014275,0.0134899,0.0182683,0,0.0274353,0.0427916,0.0408766,0,0,0.0198135,0,0,0.0239385,0.0760597,0.0417167,0.0180053,0.0305737,0.0619088,0.0313722,0.0362012,0.0621856,0.0757779,0.059513,0.0258794,0.0232305,0.0078695,0.0325823,0.060131,0.0352165,0.0102109,0.00912432,0.0562102,0.0481205,0,0,0,0,0,0,0,0,0.0186238,0
254,0.0287109,0.0609732,0,0,0,0.0406058,0,0.0217062,0.068798,0,0,0,0.0259483,0,0,0.0420138,0.057933,0.039459,0.0289321,0,0,0.0564605,0.0417797,0.0271229,0.0504634,0.0561938,0.0262649,0.0611836,0.0659512,0.0384111,0.0356579,0,0.00720516,0,0.0303636,0.0141541,0.0131372,0.0124234,0,0.032388,0.0430133,0.0412837,0,0,0.0194665,0,0,0.0240075,0.075227,0,0.0190686,0.0311174,0.0618145,0.031056,0.0366158,0.0583033,0.0746784,0.0603692,0.0238608,0.025783,0.0123951,0.029057,0.0575154,0.0355941,0.00998599,0.00878152,0.0564287,0.0475421,0,0,0,0,0,0,0,0,0.0189767,0
255,0.02891,0.0607746,0,0,0,0.0454731,0,0.0237337,0.0688552,0,0,0,0.025188,0,0,0.0421868,0.0582966,0.040075,0.0287854,0,0,0.0575815,0.0426384,0.0278178,0.0512081,0.0563855,0.0264474,0.0599707,0.0648038,0.0372115,0.0344754,0,0.0127456,0,0.0308594,0.0139806,0.0127495,0.0167747,0,0.0258905,0.0439336,0.0404906,0,0,0.0201915,0,0,0.0229749,0.0763725,0.034961,0.0167754,0.0305246,0.0605314,0.0308236,0.0355261,0.0580894,0.0724158,0.0598844,0.0305434,0.0197725,0.00769484,0.0380068,0.0572742,0.0355298,0.0107067,0.00856197,0.0559806,0.0486437,0,0,0,0,0,0,0,0,0.0197614,0
256,0.0288294,0.0607754,0,0,0,0.045815,0,0.0238787,0.0686408,0,0,0,0.0250126,0,0,0.0421062,0.0586744,0.0400293,0.028766,0,0,0.0575389,0.0423571,0.0275172,0.0508607,0.0561196,0.0262492,0.0601601,0.064951,0.0373573,0.0346564,0,0.0129986,0,0.0309881,0.0138412,0.0130537,0.0148648,0,0.025962,0.044498,0.0406669,0,0,0.0200249,0,0,0.0228983,0.0760209,0.0329471,0.0168821,0.0304214,0.060493,0.0304944,0.0358365,0.0573704,0.0719255,0.0605636,0.0312912,0.0204792,0.00846796,0.039173,0.0498935,0.0356396,0.0107275,0.00844835,0.0559282,0.0482369,0,0,0,0,0,0,0,0,0.0198286,0
257,0.0288996,0.0607991,0,0,0,0.0460825,0,0.0241275,0.068422,0,0,0,0.0249239,0,0,0.0421592,0.0590303,0.0399105,0.0289116,0,0,0.0573992,0.0420125,0.0274343,0.050424,0.055878,0.0260962,0.0602586,0.0650432,0.0375016,0.0346767,0,0.0132066,0,0.0310808,0.0135375,0.0136063,0.0151568,0,0.0263597,0.0451679,0.0408416,0,0,0.0199116,0,0,0.022888,0.0756373,0.0312662,0.0171872,0.0305372,0.0602917,0.0302044,0.036307,0.0562632,0.0713726,0.0613221,0.0321042,0.0212578,0.00939446,0.0403801,0.0424786,0.0357533,0.0106243,0.00842952,0.0559611,0.0480014,0,0,0,0,0,0,0,0,0.0199399,0
258,0.0290891,0.0608773,0,0,0,0.0460553,0,0.0242975,0.068192,0,0,0,0.0249752,0,0,0.0417085,0.0588691,0.0397831,0.0290321,0,0,0.0565601,0.0411289,0.0276382,0.0502627,0.055664,0.0257504,0.0604116,0.0652022,0.0377367,0.0347307,0,0.0130147,0,0.0312513,0.0137335,0.0129166,0.015208,0,0.0313286,0.0460278,0.0412849,0,0,0.0196244,0,0,0.0229315,0.0741559,0,0.0188195,0.0304444,0.0603526,0.0298339,0.0376879,0.0522588,0.0711084,0.0623625,0.0301082,0.0240912,0.0112862,0.0364384,0.0415599,0.0360905,0.0105979,0.00829875,0.0562128,0.0470107,0,0,0,0,0,0,0,0,0.0202441,0
259,0.0292436,0.0608506,0,0,0,0.0469157,0,0.0245091,0.0678295,0,0,0,0.0250906,0,0,0.0415129,0.05948,0.0396915,0.0293274,0,0,0.0566137,0.0412539,0.0273735,0.0496583,0.0554508,0.0259269,0.0605259,0.0653114,0.0379021,0.0348187,0,0.0140152,0,0.0311861,0.0136875,0.0129339,0.0201867,0,0.0276562,0.0468292,0.0413743,0,0,0.0195974,0,0,0.0229081,0.0745546,0.0287483,0.018265,0.0315132,0.059758,0.0296409,0.0375475,0.0530526,0.0702544,0.0627942,0.0335795,0.0233851,0.0117618,0.0422785,0.030651,0.0360771,0.0106834,0.00808973,0.0561253,0.0472375,0,0,0,0,0,0,0,0,0.0205679,0
260,0.0293404,0.0608983,0,0,0,0.0468029,0,0.0244671,0.0678058,0,0,0,0.0250147,0,0,0.0412616,0.0593966,0.0397188,0.0293755,0,0,0.0559053,0.0404333,0.027407,0.0497014,0.0552629,0.025471,0.0608174,0.0655015,0.038163,0.0351788,0,0.0141021,0,0.0313351,0.013714,0.0128396,0.0219101,0,0.0336625,0.0471089,0.0418248,0,0,0.0193975,0,0,0.0227417,0.0733522,0,0.0198842,0.0307764,0.0597498,0.0292703,0.0389765,0.0494971,0.0702708,0.0633338,0.0315776,0.0262637,0.0137573,0.0383357,0.0313069,0.0363837,0.0105272,0.00784546,0.0562985,0.0463071,0,0,0,0,0,0,0,0,0.0210373,0
261,0.02937,0.0608495,0,0,0,0.047149,0,0.0244387,0.0676899,0,0,0,0.0249881,0,0,0.0411063,0.059752,0.0396664,0.029301,0,0,0.0555139,0.0400979,0.0272425,0.0494929,0.0551123,0.0253804,0.0609461,0.065551,0.0381554,0.0353942,0,0.0147932,0,0.0313502,0.0136934,0.0128278,0.0235356,0,0.0354854,0.0475287,0.0420125,0,0,0.0193152,0,0,0.0226594,0.0729963,0,0.0205469,0.0302479,0.0595405,0.0290937,0.0396517,0.0478312,0.0700302,0.0635245,0.0321419,0.0271154,0.0150786,0.0388486,0.0297122,0.0365333,0.0105853,0.00774435,0.0563253,0.0459331,0,0,0,0,0,0,0,0,0.0211619,0
262,0.0294186,0.060801,0,0,0,0.0473095,0,0.0242904,0.0676801,0,0,0,0.0249908,0,0,0.0409926,0.0599619,0.0395884,0.0292448,0,0,0.0552927,0.0398057,0.0271295,0.0493633,0.0549308,0.0253058,0.0610534,0.0656713,0.0381418,0.0355993,0,0.015336,0,0.0312933,0.0136873,0.0127761,0.0246026,0,0.0370139,0.0477137,0.0421926,0,0,0.0192617,0,0,0.0227882,0.0727419,0,0.0209358,0.0298063,0.0593411,0.029002,0.0401827,0.0467526,0.0699119,0.0635156,0.0325326,0.027842,0.0160626,0.0392485,0.0290608,0.0365948,0.0108615,0.00767973,0.0563639,0.0457229,0,0,0,0,0,0,0,0,0.0215095,0
263,0.0295638,0.0607923,0,0,0,0.0476503,0,0.0241023,0.0677505,0,0,0,0.0249951,0,0,0.0409443,0.0600531,0.0394975,0.0291907,0,0,0.055109,0.0394973,0.0270112,0.0492778,0.0549222,0.025348,0.0611131,0.0657476,0.0381518,0.035757,0,0.0159258,0,0.0311717,0.0136693,0.0127627,0.0253396,0,0.0382685,0.0478009,0.0423362,0,0,0.0192284,0,0,0.022861,0.0725678,0,0.0211758,0.029452,0.0591608,0.0289681,0.040543,0.0461487,0.0698257,0.0632309,0.0327522,0.0285148,0.016822,0.0394752,0.0291696,0.0366046,0.0105913,0.00776602,0.0563953,0.0455419,0,0,0,0,0,0,0,0,0.0214616,0
264,0.0297886,0.0607823,0,0,0,0.048182,0,0.0238822,0.0678452,0,0,0,0.025004,0,0,0.0409449,0.0600939,0.0392439,0.028963,0,0,0.0549062,0.0392035,0.0268786,0.0491959,0.0549997,0.0254762,0.0611127,0.0657598,0.0380847,0.0358381,0,0.0165129,0,0.0310255,0.0136466,0.0127759,0.0256699,0,0.0391668,0.0479583,0.0424718,0,0,0.0192965,0,0,0.0228375,0.0724409,0,0.0213341,0.0291518,0.0590608,0.0290009,0.0407568,0.0457262,0.0696792,0.0630968,0.0328465,0.0288967,0.0173702,0.0394781,0.0298897,0.0365616,0.0101469,0.00788061,0.0563615,0.0454072,0,0,0,0,0,0,0,0,0.0211658,0
265,0.0295012,0.0606394,0,0,0,0.0487094,0,0.0235022,0.0680247,0,0,0,0.0271763,0,0,0.0403092,0.0602057,0.0389176,0.0286721,0,0,0.0547153,0.0396897,0.0267732,0.0491934,0.0550801,0.0256292,0.0611606,0.0657755,0.0380625,0.035942,0,0.017178,0,0.0298701,0.0137139,0.0129444,0.0249606,0,0.0395023,0.0482325,0.0428152,0,0,0.0193282,0,0,0.0227282,0.0724362,0,0.0213813,0.0290107,0.0587922,0.0291409,0.0407685,0.0453139,0.0694114,0.0630531,0.03294,0.0288533,0.0176031,0.0392635,0.0310089,0.0366176,0.0102473,0.00781633,0.0562716,0.0454427,0,0,0,0,0,0,0,0,0.0211756,0
266,0.0295274,0.0607492,0,0,0,0.0493822,0,0.0230378,0.0674796,0,0,0,0.0251389,0,0,0.0409147,0.0600054,0.0388729,0.0285012,0,0,0.0548015,0.0385175,0.0268422,0.0494322,0.0548303,0.0252887,0.0615296,0.0660921,0.0382274,0.0362715,0,0.0177985,0,0.030856,0.0137219,0.0124336,0.00417474,0,0.0419335,0.0483287,0.0426921,0,0,0.019329,0,0,0.0227399,0.0732286,0,0.0222227,0.0271202,0.0592279,0.029023,0.042026,0.0420367,0.0688698,0.0629923,0.0318054,0.0268174,0.0181361,0.0372598,0,0.0365593,0.0103303,0.00780939,0.0563435,0.0453393,0,0,0,0,0,0,0,0,0.0209422,0
267,0.0300347,0.0607977,0,0,0,0.0505834,0,0.0224901,0.0676005,0,0,0,0.0250892,0,0,0.0410045,0.0600325,0.0382613,0.0282108,0,0,0.0544855,0.0381542,0.0267084,0.049548,0.054954,0.0254633,0.0615268,0.065996,0.0380955,0.0363035,0,0.0190054,0,0.0307626,0.013817,0.0123567,0.00326525,0,0.0423234,0.0486372,0.0427732,0,0,0.0191763,0,0,0.0228856,0.0732922,0,0.0222982,0.026872,0.0593895,0.0290574,0.041564,0.0417419,0.0685391,0.0626813,0.0315572,0.0260759,0.0177549,0.0370947,0,0.0365117,0.0103555,0.00809516,0.0563537,0.0449886,0,0,0,0,0,0,0,0,0.0203536,0
268,0.0306548,0.0608942,0,0,0,0.0502414,0,0.0217514,0.0683544,0,0,0,0.0250426,0,0,0.041248,0.0592819,0.0385171,0.0279631,0,0,0.0544888,0.0381542,0.0263549,0.0497969,0.0550337,0.0251636,0.0613364,0.0658174,0.0380684,0.0360981,0,0.0184969,0,0.0304798,0.0137673,0.0125799,0.0058816,0,0,0.0463603,0.0426496,0,0,0.0194619,0,0,0.0229153,0.0753486,0,0.0205079,0.0258953,0.0592594,0.029445,0.0400134,0.0404175,0.0676011,0.0612672,0.030369,0.0288086,0.0222775,0.0389737,0,0.0360275,0.010564,0.00814234,0.0561959,0.045476,0,0,0,0,0,0,0,0,0.0198558,0
269,0.0311836,0.0610664,0,0,0,0.0506957,0,0.0211858,0.0685848,0,0,0,0.0250036,0,0,0.0413968,0.0593228,0.0379506,0.0277087,0,0,0.0542401,0.037879,0.0262612,0.0498707,0.0550669,0.0251315,0.0612563,0.0657455,0.037969,0.0360267,0,0.0189225,0,0.0303836,0.0138165,0.0125936,0.00510899,0,0,0.0464238,0.0427007,0,0,0.0195453,0,0,0.0229378,0.0755698,0,0.0204776,0.0259634,0.0590702,0.0293974,0.0391265,0.0401018,0.067219,0.0606649,0.0301104,0.0281833,0.022316,0.039076,0,0.0359029,0.0106012,0.0081061,0.0562934,0.0457444,0,0,0,0,0,0,0,0,0.0197591,0
270,0.0306817,0.0609563,0,0,0,0.0523047,0,0.0206752,0.0682832,0,0,0,0.0268002,0,0,0.0409473,0.0599964,0.0368953,0.0274568,0,0,0.0540001,0.0385236,0.0261958,0.0497468,0.0549689,0.0254541,0.0612404,0.0657491,0.0377379,0.0360756,0,0.0206983,0,0.0294785,0.0139033,0.0128304,0.00624037,0,0,0.0479247,0.0429356,0,0,0.0194089,0,0,0.0228754,0.0746982,0,0.0208409,0.0265468,0.0588153,0.0293279,0.0379752,0.0405837,0.0667991,0.0600053,0.0314375,0.0233648,0.016977,0.0393375,0,0.0361858,0.0107025,0.00784854,0.0562921,0.045876,0,0,0,0,0,0,0,0,0.0196127,0
271,0.0304503,0.0611446,0,0,0,0.0542503,0,0.0200029,0.0678821,0,0,0,0.0250875,0,0,0.0414276,0.0603905,0.0355685,0.0270108,0,0,0.0532051,0.0375016,0.0262945,0.0498127,0.055072,0.0257855,0.0612393,0.0657584,0.0373431,0.0361607,0,0.0226939,0,0.0304089,0.0139281,0.0122574,0.0109873,0,0.0379256,0.0497314,0.042872,0,0,0.0193308,0,0,0.0228827,0.0728228,0,0.0225855,0.0278139,0.0591275,0.0290369,0.0377314,0.0419979,0.0670986,0.0604286,0.032485,0.0204311,0.012929,0.0376329,0,0.0363259,0.0107767,0.00765351,0.0565626,0.0453507,0,0,0,0,0,0,0,0,0.0194418,0
272,0.0304111,0.0613466,0,0,0,0.0555356,0,0.0192006,0.0677298,0,0,0,0.0247926,0,0,0.0414925,0.0604004,0.0348715,0.0267045,0,0,0.0526806,0.0372901,0.0262872,0.0499973,0.0551225,0.0256941,0.0612441,0.0658718,0.037068,0.036239,0,0.0238354,0,0.0304336,0.0139881,0.0122864,0.0107483,0,0.0370948,0.0496622,0.0428465,0,0,0.0192481,0,0,0.0228668,0.0723988,0,0.0227741,0.0282261,0.0592389,0.0289522,0.0367421,0.0421279,0.066597,0.0596998,0.0328034,0.0202763,0.0125913,0.0375055,0,0.0363426,0.0107904,0.00765508,0.0566735,0.0453424,0,0,0,0,0,0,0,0,0.0193409,0
273,0.0303824,0.0614418,0,0,0,0.0566599,0,0.0185586,0.0675253,0,0,0,0.0263253,0,0,0.0409486,0.0604698,0.03419,0.0266926,0,0,0.0523732,0.0376784,0.0264615,0.0503011,0.0551778,0.0255556,0.0613165,0.0660013,0.0369189,0.0363172,0,0.0248327,0,0.0297239,0.0140393,0.0125692,0.00939736,0,0.0363729,0.0498422,0.0429982,0,0,0.0190335,0,0,0.0227913,0.071962,0,0.0231314,0.0289875,0.0592115,0.0289781,0.0358953,0.0418135,0.0659362,0.0589765,0.0330185,0.0208449,0.0128651,0.0374223,0,0.0366188,0.0107393,0.0075578,0.0567581,0.0454521,0,0,0,0,0,0,0,0,0.0195369,0
274,0.0301643,0.0616657,0,0,0,0.0577095,0,0.0178804,0.0670587,0,0,0,0.0249231,0,0,0.0414222,0.0605257,0.0334818,0.026684,0,0,0.0521491,0.0369911,0.0267501,0.0507049,0.0550907,0.0253678,0.0614333,0.0661423,0.0366537,0.0364124,0,0.0256772,0,0.0304575,0.0140615,0.012059,0.00693527,0,0.0353886,0.0501466,0.0428241,0,0,0.019012,0,0,0.0228852,0.0715484,0,0.0236394,0.0301979,0.0593682,0.0289735,0.0354875,0.0412126,0.0653105,0.0584677,0.0328748,0.0219073,0.0134445,0.0373339,0,0.0367241,0.0106729,0.00754189,0.0569657,0.0455585,0,0,0,0,0,0,0,0,0.0201034,0
275,0.0299273,0.0617749,0,0,0,0.0588537,0,0.0169743,0.0663361,0,0,0,0.0259676,0,0,0.0410076,0.0606569,0.0326482,0.0267254,0,0,0.051433,0.0370876,0.0270255,0.0511235,0.0552226,0.0251321,0.0615574,0.0663133,0.036464,0.0365923,0,0.0265778,0,0.0300927,0.0141979,0.0123031,0.00573679,0,0.035334,0.0505958,0.043076,0,0,0.018908,0,0,0.0230262,0.0712915,0,0.0240153,0.0316303,0.0592357,0.0290655,0.0355754,0.0404167,0.0647242,0.0581994,0.0326605,0.0233102,0.0141868,0.0375906,0,0.0369506,0.0106536,0.00763142,0.0571152,0.0453832,0,0,0,0,0,0,0,0,0.021045,0
276,0.0297403,0.0618517,0,0,0,0.0600634,0,0.0154909,0.0664384,0,0,0,0.0255925,0,0,0.0411712,0.0601138,0.0316289,0.026477,0,0,0.0511947,0.0367896,0.0269465,0.051829,0.055587,0.0250451,0.0613966,0.066133,0.0359035,0.0366406,0,0.0274251,0,0.0302741,0.0143572,0.0117688,0.0104278,0,0.034565,0.0497498,0.0430389,0,0,0.018962,0,0,0.0230823,0.0714299,0,0.0229198,0.0330427,0.0590858,0.0296625,0.0343335,0.0443897,0.0652253,0.0580902,0.0319592,0.0278123,0.0146345,0.039179,0.0368566,0.0366627,0.0107232,0.00789511,0.0570855,0.0456026,0,0,0,0,0,0,0,0,0.0225161,0
277,0.0292784,0.0620759,0,0,0,0.0528584,0,0.0104732,0.0657085,0,0,0,0.026445,0,0,0.040928,0.060759,0.0301733,0.0275162,0,0,0.0500041,0.0361264,0.025648,0.0497278,0.0547332,0.0249775,0.0637616,0.0683053,0.0381483,0.0389446,0,0.0179155,0,0.0298455,0.0143798,0.0119914,0.0120663,0,0.0352265,0.0498173,0.0439217,0,0,0.0182846,0,0,0.0240645,0.0710833,0,0.0244944,0.0320344,0.0597636,0.030279,0.0346678,0.0457864,0.0662001,0.0584965,0.030815,0.0306314,0.0157552,0.0380535,0.0340847,0.0364074,0.00992765,0.00798442,0.057492,0.0450009,0,0,0,0,0,0,0,0,0.0244432,0
278,0.0288159,0.062757,0,0,0,0.0524708,0,0.00973376,0.0617236,0,0,0,0.0262308,0,0,0.0403209,0.0604852,0.0279411,0.0280457,0,0,0.0529683,0.0313515,0.0246355,0.0494622,0.0540395,0.0242677,0.0642328,0.069174,0.0383638,0.039124,0,0.0171704,0,0.0316644,0.0152336,0.0110081,0.0109796,0,0.0344676,0.0476463,0.0455237,0,0,0.0176383,0,0,0.0240112,0.0708968,0,0.0271883,0.0308796,0,0.0308878,0.0352607,0.0467204,0.0672046,0.058972,0.0299274,0.030699,0.0152189,0.0371263,0.0351895,0.0373467,0.0102762,0.00775083,0.0566209,0.044763,0,0,0,0,0,0,0,0,0.0261265,0
279,0.0288365,0.063029,0,0,0,0.0516993,0,0.00834115,0.0620248,0,0,0,0.0261274,0,0,0.0402806,0.0584296,0,0.0264129,0,0,0.0552608,0.0306992,0.0256613,0.0513517,0.0560055,0.0253392,0.0626052,0.0677797,0.0365176,0.0382076,0,0.0164023,0,0.0319766,0.0154425,0.011421,0.00892605,0,0.0341614,0.0467509,0.0459987,0,0,0.016861,0,0,0.0242895,0.0720176,0,0.0254897,0.0315246,0,0.030243,0.0339454,0.0461873,0.0662711,0.0572398,0.0305907,0.0298971,0.0148156,0.0374621,0.036827,0.0382934,0.00981841,0.00736791,0.056537,0.0447772,0,0,0,0,0,0,0,0,0.0286459,0
280,0.0288845,0.0630011,0,0,0,0.0519912,0,0.00918162,0.0589508,0,0,0,0.0255248,0,0,0.0407276,0.0598331,0.0263457,0.028535,0,0,0.0544524,0.0300825,0.0251369,0.0507361,0.0543767,0.0236039,0.0633436,0.0689571,0.0366526,0.0385171,0,0.0166422,0,0.0320736,0.0153772,0.0111981,0.00823908,0,0.0335529,0.0466468,0.0459661,0,0,0.0181292,0,0,0.0242629,0.0707544,0,0.0269485,0.0307886,0,0.0322496,0.0334694,0.0466522,0.0667744,0.0568778,0.0293333,0.0295701,0.0141259,0.0360717,0.0369971,0.0368153,0.00955631,0.00875133,0.056922,0.0445664,0,0,0,0,0,0,0,0,0.0308838,0
281,0.0288112,0.0631205,0,0,0,0.0506723,0,0.00930063,0.058636,0,0,0,0.0251251,0,0,0.0409307,0.0583097,0,0.0268548,0,0,0.0569458,0.0299917,0.0266884,0.0524119,0.0561983,0.024709,0.0611956,0.0669765,0.0342263,0.0370886,0,0.0160058,0,0.0324611,0.0155082,0.0113565,0.00722352,0,0.0333486,0.0461647,0.0458121,0,0,0.0180701,0,0,0.0242121,0.0714778,0,0.0250867,0.0320129,0,0.031778,0.0325521,0.0462499,0.0660025,0.0555067,0.0290315,0.0296004,0.0138888,0.0357227,0.0377877,0.037151,0.00946661,0.00849657,0.0569119,0.0445726,0,0,0,0,0,0,0,0,0.0330938,0
