Timestep,,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,x74,x75,x76,RTIBA
219,0,0.0337589,0.061069,0,0,0,0.0413168,0,0.0171469,0.048259,0,0,0,0,0.0183574,0,0,0.0425204,0.0559387,0.0236625,0.0395294,0.0295021,0,0,0.0613257,0.0389382,0.0409143,0.069572,0.0621666,0.0229818,0.0640997,0.0676975,0.0360085,0.0416832,0,0.00772681,0,0.0400358,0.014258,0.0144729,0.0336564,0,0,0.0533703,0.0397759,0,0,0.020516,0,0,0.0227571,0.0764356,0.0215594,0.025601,0.0343726,0.0475109,0.0335781,0.0292772,0.0364806,0.0625699,0.0548229,0.0246693,0.0127788,0.0275908,0.0371153,0.0370416,0.0107234,0.00844225,0.0577072,0.0536145,0,0,0,0,0,0,0,0.0263784
220,0,0.033787,0.0608835,0,0,0,0.0421082,0,0.0160583,0.0472736,0,0,0,0,0.018422,0,0,0.0428232,0.0567038,0.0240307,0.0390097,0.0302458,0,0,0.0615571,0.0401632,0.0402347,0.0689559,0.0611898,0.0222753,0.064011,0.0672312,0.0352761,0.042236,0,0.00881845,0,0.0396247,0.0141923,0.0146457,0.0347151,0,0,0.0525625,0.0392814,0,0,0.0208517,0,0,0.0229239,0.075455,0.0268185,0.0252197,0.033847,0.0485381,0.0337425,0.0298993,0.0385054,0.0644019,0.0557358,0.0225072,0,0.025536,0.0396778,0.0368373,0.0106972,0.00870774,0.0577544,0.0542341,0,0,0,0,0,0,0,0.027282
221,0,0.0332619,0.0609179,0,0,0,0.0430073,0,0.0155683,0.0485131,0,0,0,0,0.0184601,0,0,0.0428393,0.057006,0.0240151,0.0377399,0.0303214,0,0,0.0600384,0.0398233,0.0396793,0.0683637,0.0608263,0.0228079,0.063134,0.0660899,0.0342325,0.0420589,0,0.00933096,0,0.0395465,0.0142717,0.0144745,0.0341174,0,0,0.0546647,0.0391613,0,0,0.0207092,0,0,0.0227777,0.07086,0.0283836,0.0258191,0.0280919,0.0500489,0.0336439,0.0338953,0.0456241,0,0.0609693,0.0188204,0,0.0227262,0.0428747,0.0370294,0.0106021,0.00880425,0.0583429,0.0531871,0,0,0,0,0,0,0,0.0301984
222,0,0.0332713,0.0603485,0,0,0,0.0437464,0,0.015606,0.0456732,0,0,0,0,0.0186472,0,0,0.0432289,0.0580882,0.0237335,0.0385266,0.0312424,0,0,0.060825,0.0424908,0.0394402,0.0677389,0.0599118,0.022108,0.0629686,0.0658288,0.0338735,0.0421121,0,0.00986231,0,0.0388869,0.0138301,0.01509,0.02241,0,0,0.0528068,0.0384655,0,0,0.0207942,0,0,0.0224724,0.0722007,0.0202751,0.0240988,0.0262301,0.0503099,0.0338555,0.0331353,0.0485128,0,0.0612405,0.0318883,0.121118,0.0365767,0.05066,0.036429,0.0106069,0.00926669,0.0580925,0.0546087,0,0,0,0,0,0,0,0.0347977
223,0,0.0331752,0.0600575,0,0,0,0.0442975,0,0.0155988,0.0449123,0,0,0,0,0.0189433,0,0,0.043436,0.0580368,0.0230879,0.0388758,0.0312837,0,0,0.0605802,0.0436124,0.0392885,0.0674972,0.0596594,0.0216619,0.0625188,0.0654741,0.0334499,0.0417653,0,0.0104658,0,0.0383755,0.0137535,0.0152999,0.0178361,0,0,0.0519889,0.0381952,0,0,0.020823,0,0,0.0223137,0.0713758,0.0226278,0.023463,0.0251311,0.0515796,0.0340154,0.0354195,0.0504988,0,0.0635378,0.033359,0.125888,0.037735,0.0537562,0.0360979,0.0106877,0.00963051,0.0582158,0.0550144,0,0,0,0,0,0,0,0.0346583
224,0,0.0331431,0.0600331,0,0,0,0.044033,0,0.0156843,0.0459957,0,0,0,0,0.019177,0,0,0.0434393,0.0571431,0.0224849,0.0390939,0.030764,0,0,0.0596747,0.0432937,0.0393283,0.0676492,0.0600087,0.0214705,0.0620317,0.0651532,0.0331561,0.0411751,0,0.0105647,0,0.0381359,0.0139578,0.0149435,0.022464,0,0,0.0515432,0.038229,0,0,0.0207511,0,0,0.0221041,0.0692844,0.0355206,0.0247014,0.0261771,0.0535494,0.034195,0.0389472,0.0503188,0,0.0658205,0.018127,0,0.0226723,0.0515147,0.0360729,0.0107964,0.00969205,0.0585277,0.0543757,0,0,0,0,0,0,0,0.0288263
225,0,0.0335058,0.0598844,0,0,0,0.0441671,0,0.0157894,0.0464909,0,0,0,0,0.0195029,0,0,0.0435946,0.0570535,0.0218892,0.0397648,0.0311297,0,0,0.0594571,0.0439643,0.0391458,0.06751,0.0599273,0.0210754,0.0621756,0.0654102,0.0333216,0.0409926,0,0.010971,0,0.037921,0.0139211,0.0150344,0.0186362,0,0,0.0508409,0.0380504,0,0,0.0207845,0,0,0.0219735,0.0689928,0.0376937,0.0242984,0.0260686,0.0545807,0.0344498,0.0400361,0.0520638,0,0.0667279,0.0180037,0,0.0228979,0.0554238,0.0359222,0.0110333,0.00953624,0.0582964,0.0546705,0,0,0,0,0,0,0,0.0281233
226,0,0.0336154,0.0599963,0,0,0,0.0389519,0,0.0186389,0.0495522,0,0,0,0,0.0198547,0,0,0.0435942,0.0559848,0.0230447,0.0425472,0.0283408,0,0,0.0597785,0.0446016,0.0393178,0.0651711,0.0595521,0.0219662,0.062305,0.066373,0.0348776,0.0394317,0,0.00863122,0,0.0378501,0.0141191,0.0147808,0.0153892,0,0,0.0499905,0.0380042,0,0,0.0208154,0,0,0.0218422,0.0698492,0.039608,0.0233186,0.0251939,0.0551082,0.0340473,0.0405081,0.0532151,0,0.0669761,0,0,0.0253944,0.0609806,0.0362646,0.0104325,0.00933934,0.0579441,0.0547516,0,0,0,0,0,0,0,0.0271196
227,0,0.0336381,0.0601891,0,0,0,0.0403164,0,0.0146231,0.0501548,0,0,0,0,0.0203313,0,0,0.0433061,0.056768,0.0207676,0.0399895,0.031346,0,0,0.0582344,0.0438176,0.0372407,0.0653519,0.0586792,0.0206511,0.0636739,0.0669003,0.0351144,0.04181,0,0.00905825,0,0.0371483,0.0143151,0.0148449,0.0183253,0,0,0.0493277,0.0392708,0,0,0.020742,0,0,0.0229094,0.0687614,0.0504473,0.0237933,0.0268845,0.0565977,0.0349892,0.0413055,0.0553702,0,0.0678505,0.0176651,0,0.0235945,0.0552024,0.0362985,0.00969294,0.0100192,0.0573692,0.0546539,0,0,0,0,0,0,0,0.0314536
228,0,0.0337846,0.0603457,0,0,0,0.0408562,0,0.0141644,0.0513099,0,0,0,0,0.0202422,0,0,0.0429491,0.0570648,0.0207917,0.0394591,0.0315428,0,0,0.0581378,0.0435512,0.0366347,0.0648182,0.0582044,0.0205152,0.0638246,0.0669914,0.0351207,0.0420646,0,0.00939051,0,0.0373174,0.0143563,0.0146465,0.0185351,0,0,0.0492272,0.0400763,0,0,0.0207584,0,0,0.0228897,0.0685751,0.0527959,0.0240354,0.0276303,0.0564242,0.0350242,0.0410482,0.0556505,0,0.0674896,0.0181861,0,0.0245148,0.0571767,0.0365032,0.00967908,0.00986822,0.056499,0.0549201,0,0,0,0,0,0,0,0.0311013
229,0,0.0340885,0.0603304,0,0,0,0.0442855,0,0.0156246,0.052262,0,0,0,0,0.0196911,0,0,0.0427408,0.0568544,0.0213118,0.0401958,0.0308494,0,0,0.0588384,0.0437764,0.0369821,0.0651793,0.0586386,0.0211137,0.0625176,0.0659511,0.0338244,0.040984,0,0.0114426,0,0.0382213,0.0141569,0.0142469,0.0180941,0,0,0.0500181,0.0399992,0,0,0.0210547,0,0,0.0220627,0.0690554,0.0464197,0.0233058,0.0280801,0.0547161,0.0345882,0.0399485,0.0545308,0,0.0661246,0.0197404,0,0.0254839,0.0684823,0.0365356,0.0106729,0.00927594,0.0555781,0.0554292,0,0,0,0,0,0,0,0.0249453
230,0,0.0340248,0.0604555,0,0,0,0.0446821,0,0.0156043,0.0533176,0,0,0,0,0.0194855,0,0,0.0424343,0.056542,0.0211561,0.0399935,0.0306285,0,0,0.0583207,0.0430297,0.0359794,0.0645282,0.0584658,0.0213507,0.0624048,0.0658651,0.0337788,0.0408765,0,0.0118187,0,0.0383534,0.0141503,0.0140355,0.0174718,0,0,0.0497872,0.0404315,0,0,0.0207223,0,0,0.0221483,0.0697479,0.0452294,0.0232982,0.0293488,0.0536704,0.0344608,0.0397429,0.054775,0,0.0658859,0.0199994,0,0.0255599,0.0667234,0.0367024,0.0107198,0.00916713,0.0552979,0.0554293,0,0,0,0,0,0,0,0.0244686
231,0,0.034041,0.0604739,0,0,0,0.0453612,0,0.0156644,0.0541446,0,0,0,0,0.0192686,0,0,0.0421867,0.0562028,0.0208414,0.0398422,0.0303628,0,0,0.0575655,0.042302,0.0343823,0.0638859,0.0583655,0.0215875,0.0622232,0.065771,0.033732,0.0407069,0,0.0125239,0,0.0383869,0.0141244,0.0138843,0.0162995,0,0,0.0494851,0.0407467,0,0,0.0205319,0,0,0.0220592,0.0706804,0.0437539,0.0229546,0.0305627,0.0532292,0.0343437,0.039461,0.0550269,0,0.0656752,0.0201242,0,0.0258988,0.0639572,0.0368688,0.0105212,0.00919822,0.0553701,0.0553731,0,0,0,0,0,0,0,0.0241522
232,0,0.033892,0.060379,0,0,0,0.0462145,0,0.0157378,0.0551132,0,0,0,0,0.0190815,0,0,0.0420746,0.0558355,0.0204426,0.0396461,0.0300369,0,0,0.0567894,0.0415358,0.0335575,0.0632691,0.0584027,0.0219128,0.0620143,0.065661,0.0336997,0.0404715,0,0.0134252,0,0.0383462,0.0141143,0.0137773,0.0178265,0,0.0266246,0.0491269,0.0408382,0,0,0.0204231,0,0,0.0219033,0.071274,0.0393821,0.0224775,0.0313975,0.0535448,0.0343202,0.0394554,0.0555632,0,0.0656045,0.0193774,0,0.0245254,0.0656879,0.0369921,0.0107266,0.0091718,0.055566,0.0550884,0,0,0,0,0,0,0,0.0229507
233,0,0.0334651,0.0601892,0,0,0,0.04732,0,0.0157138,0.0555813,0,0,0,0,0.0190232,0,0,0.0421297,0.0557722,0.0200679,0.0395941,0.0299326,0,0,0.0564194,0.0411882,0.033189,0.0627204,0.058348,0.0221025,0.0619944,0.0656727,0.0337932,0.0403543,0,0.0145514,0,0.0381511,0.0141224,0.0136712,0.0151424,0,0,0.0482078,0.0406568,0,0,0.0205083,0,0,0.0219479,0.0720192,0.0408749,0.0221582,0.0315248,0.0535377,0.0343523,0.0392178,0.0555432,0,0.0653246,0.0203356,0,0.0263764,0.0582731,0.0370045,0.0105633,0.00941689,0.0555699,0.0549395,0,0,0,0,0,0,0,0.023916
234,0,0.0326274,0.0599458,0,0,0,0.048537,0,0.0156154,0.0565857,0,0,0,0,0.0188503,0,0,0.0423425,0.0557968,0.0195344,0.0394385,0.0295537,0,0,0.0559315,0.0408653,0.0328498,0.0622229,0.0583711,0.0225007,0.0618538,0.0655978,0.0338779,0.0400957,0,0.0158527,0,0.0379524,0.0140733,0.0137412,0.0174069,0,0.0273717,0.047464,0.0403207,0,0,0.0203782,0,0,0.021982,0.0718314,0.0373437,0.0224828,0.0313333,0.0535343,0.0343748,0.0394025,0.0560286,0,0.0652852,0.0196763,0,0.0248218,0.0606613,0.0369428,0.0105605,0.00963771,0.0555133,0.0547008,0,0,0,0,0,0,0,0.0229651
235,0,0.0324283,0.0597983,0,0,0,0.0497236,0,0.0155566,0.0573848,0,0,0,0,0.0188165,0,0,0.0425982,0.0559232,0.0190932,0.0393587,0.0291803,0,0,0.0558492,0.0409067,0.0323998,0.0616416,0.0582818,0.0228516,0.0617653,0.0656115,0.0339561,0.0399276,0,0.0171295,0,0.037673,0.0140062,0.0138243,0.0175409,0,0.027376,0.0466485,0.0399427,0,0,0.0203618,0,0,0.0219989,0.0718036,0.0366436,0.0226883,0.0308926,0.0539147,0.0342487,0.0393495,0.0561951,0,0.0652012,0.0197194,0,0.0252026,0.0586168,0.0367401,0.0106905,0.00965572,0.0554219,0.0547261,0,0,0,0,0,0,0,0.0229745
236,0,0.0326414,0.059701,0,0,0,0.0506623,0,0.0156023,0.0581866,0,0,0,0,0.0188409,0,0,0.0428809,0.0558597,0.0188064,0.0393003,0.0287379,0,0,0.0556404,0.0409974,0.031998,0.0611171,0.0582926,0.0231752,0.0616994,0.0656267,0.0340238,0.0398515,0,0.0181692,0,0.0374124,0.0139405,0.0139466,0.0176769,0,0.0274519,0.0460327,0.0396428,0,0,0.0205117,0,0,0.0221728,0.0718922,0.0362644,0.0225,0.0304329,0.0543863,0.034205,0.0393286,0.0564851,0,0.0651864,0.019913,0,0.0253829,0.0567544,0.0365465,0.0103444,0.00998208,0.0554037,0.0543686,0,0,0,0,0,0,0,0.0230155
237,0,0.0321724,0.0593931,0,0,0,0.0511743,0,0.0157086,0.059339,0,0,0,0,0.0188499,0,0,0.0431811,0.055444,0.0186289,0.0392351,0.0282194,0,0,0.0554342,0.0411138,0.0316596,0.0606786,0.0583581,0.0236716,0.061646,0.0655617,0.0341856,0.0396858,0,0.0188182,0,0.0372884,0.0139365,0.0140622,0.0182995,0,0.0284023,0.0454412,0.0395245,0,0,0.0206695,0,0,0.0222326,0.0716985,0.0366234,0.0223963,0.0299638,0.055035,0.0343742,0.039761,0.0584424,0,0.0657623,0.0189934,0,0.0241515,0.0504016,0.0363586,0.0103273,0.0101484,0.0552668,0.053562,0,0,0,0,0,0,0,0
238,0,0.0321376,0.0591699,0,0,0,0.0519928,0,0.015916,0.059663,0,0,0,0,0.0189142,0,0,0.0434326,0.0554991,0.0184875,0.0388874,0.028033,0,0,0.0554336,0.0414127,0.0314311,0.0602023,0.0582481,0.0241402,0.0617358,0.0656024,0.0343331,0.0396478,0,0.0197794,0,0.0371828,0.0139455,0.0141649,0.0180124,0,0.0276686,0.0456122,0.0392839,0,0,0.0207509,0,0,0.0220313,0.0726643,0.0359575,0.022461,0.0297211,0.055183,0.0342017,0.0393824,0.0573103,0,0.0650192,0.0194365,0,0.0249624,0.0543723,0.0362821,0.0106506,0.0099514,0.0552764,0.0533589,0,0,0,0,0,0,0,0.0228323
239,0,0.0334498,0.0592861,0,0,0,0.0522591,0,0.016212,0.0603459,0,0,0,0,0.0189712,0,0,0.0435118,0.055247,0.0184123,0.0385694,0.0277891,0,0,0.0553809,0.0415739,0.0313065,0.0599063,0.0581401,0.0243268,0.0617161,0.0654883,0.0343886,0.0395444,0,0.0200321,0,0.0370483,0.0139202,0.014214,0.0185156,0,0.027681,0.0454833,0.0390784,0,0,0.0206678,0,0,0.0216448,0.0728445,0.0360396,0.0229406,0.029733,0.0552769,0.0337392,0.0394048,0.0579844,0,0.0648271,0.019622,0,0.024952,0.053986,0.0362788,0.0102946,0.0101442,0.0556187,0.0537241,0,0,0,0,0,0,0,0.0227439
