Timestep,,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,x74,x75,x76,RTIBA
105,0,0.03509,0.0577034,0,0,0,0.041324,0,0.0171457,0.046389,0,0,0,0,0.0205885,0,0,0.0430724,0.0577411,0.0223532,0.0416143,0.0319811,0,0,0.0610155,0.0452467,0.0381311,0.0668109,0.0595055,0.019937,0.0641937,0.0675459,0.0360273,0.0416645,0,0.0108395,0,0.0373877,0.0140329,0.014622,0.0306047,0,0.019537,0.0506747,0.0383539,0,0,0.0212626,0,0,0.0199008,0.0732059,0.0284119,0.0223203,0.0321948,0.051996,0.0338912,0.0355636,0.0454776,0.0708672,0.0613898,0.0233493,0.00817299,0.0270671,0.02892,0.0358906,0.0103972,0.00950407,0.055675,0.0548558,0,0,0,0,0,0,0,0.0178722
106,0,0.0352916,0.0576252,0,0,0,0.0411754,0,0.0171917,0.0474829,0,0,0,0,0.02082,0,0,0.0430665,0.05757,0.022288,0.0417866,0.0320059,0,0,0.0613176,0.0459563,0.037368,0.066276,0.0590479,0.0197494,0.0641869,0.0675753,0.0360622,0.04147,0,0.0108662,0,0.0373725,0.0141421,0.0146363,0.028514,0,0,0.0499768,0.0385129,0,0,0.0215582,0,0,0.0201056,0.073393,0.0304366,0.0214667,0.0319537,0.0524524,0.0340753,0.0356655,0.0466087,0.071595,0.0613463,0.0231239,0.00709811,0.027891,0.0318151,0.0355761,0.0104099,0.00960195,0.0554506,0.0552261,0,0,0,0,0,0,0,0.0181038
107,0,0.0354532,0.0576682,0,0,0,0.0413932,0,0.0172648,0.0486594,0,0,0,0,0.0208786,0,0,0.0430576,0.0572144,0.0221878,0.0417677,0.0317951,0,0,0.0611093,0.0463045,0.0366551,0.0657514,0.0587208,0.0198387,0.0640523,0.0675474,0.0359936,0.0413008,0,0.0108783,0,0.0374868,0.0142226,0.0146315,0.0275866,0,0.0225231,0.0492439,0.038662,0,0,0.021637,0,0,0.0203115,0.0732813,0.0305794,0.0204259,0.0321235,0.0525223,0.0341775,0.0357376,0.0477272,0.0722013,0.0612823,0.0224205,0.0076267,0.0271746,0.0412418,0.0355011,0.0104084,0.00961594,0.0551567,0.0554933,0,0,0,0,0,0,0,0.0183297
108,0,0.035497,0.0578015,0,0,0,0.0421697,0,0.0173366,0.0494711,0,0,0,0,0.0207266,0,0,0.0429599,0.0569088,0.0219825,0.0417792,0.0316617,0,0,0.0606892,0.0464085,0.0361213,0.0652372,0.0584439,0.0200558,0.0639556,0.0675839,0.0359087,0.0411929,0,0.0111808,0,0.0376716,0.0142068,0.0146402,0.0270641,0,0.0233146,0.0484735,0.0388214,0,0,0.0215418,0,0,0.0204782,0.0735575,0.0323988,0.0198438,0.0323017,0.0522262,0.0341702,0.0356706,0.0481972,0.0726313,0.0611668,0.0223447,0.00756845,0.0269794,0.0439675,0.0356032,0.0103847,0.00953416,0.0548406,0.0557093,0,0,0,0,0,0,0,0.0187124
109,0,0.0354348,0.0579877,0,0,0,0.0431343,0,0.0174435,0.0503598,0,0,0,0,0.0204226,0,0,0.0428142,0.0567999,0.0216963,0.0418281,0.0314731,0,0,0.0600431,0.0462494,0.0354668,0.0646826,0.0582169,0.0204271,0.063878,0.0675493,0.035888,0.0410077,0,0.0117462,0,0.0378453,0.0141822,0.0145938,0.0260519,0,0.0237053,0.0476302,0.0389678,0,0,0.0213678,0,0,0.0205335,0.0739928,0.0334745,0.0196682,0.0328296,0.0519355,0.0341584,0.0357005,0.0486992,0.0729692,0.0611541,0.0223436,0.00751774,0.0267417,0.0445956,0.035764,0.0103578,0.00947691,0.0545966,0.0557989,0,0,0,0,0,0,0,0.018649
110,0,0.0353747,0.0582193,0,0,0,0.0441737,0,0.0176008,0.0514502,0,0,0,0,0.0201179,0,0,0.0428209,0.0568731,0.0213462,0.0418654,0.0311568,0,0,0.0593356,0.0458755,0.0349145,0.064093,0.0580416,0.0209068,0.0637491,0.0674421,0.0359086,0.0408461,0,0.0125119,0,0.0379666,0.0142553,0.0144499,0.0248762,0,0.0241702,0.0467734,0.0390694,0,0,0.021182,0,0,0.0205635,0.0745079,0.0339353,0.0197558,0.0336384,0.051761,0.0341597,0.0358447,0.0492718,0.0732916,0.0611861,0.0225167,0.00709619,0.0268222,0.0450105,0.0359016,0.010381,0.00946241,0.0545028,0.0557835,0,0,0,0,0,0,0,0.0179906
111,0,0.0352945,0.0584282,0,0,0,0.0453351,0,0.0178282,0.0526368,0,0,0,0,0.019766,0,0,0.042889,0.056927,0.0208258,0.0418922,0.0307703,0,0,0.0586854,0.0453477,0.0345095,0.0634535,0.0579463,0.0214038,0.063599,0.067386,0.0359832,0.0405893,0,0.0135395,0,0.0380089,0.0142796,0.0143696,0.0242558,0,0.0241158,0.0460046,0.0391643,0,0,0.0210346,0,0,0.0205655,0.075011,0.0344712,0.0193581,0.034515,0.0515769,0.0342326,0.0360576,0.0498356,0.0736052,0.0612438,0.0228686,0.00650929,0.0272533,0.0457239,0.0359472,0.0104267,0.00951934,0.054578,0.055704,0,0,0,0,0,0,0,0.0171383
112,0,0.0352005,0.0585283,0,0,0,0.0465537,0,0.0180883,0.0537204,0,0,0,0,0.019469,0,0,0.04298,0.0568966,0.0202263,0.0419207,0.0304037,0,0,0.0582145,0.0448113,0.0342135,0.0627283,0.0579073,0.0218815,0.0635006,0.0673749,0.036134,0.0402546,0,0.0147544,0,0.0379809,0.0142914,0.0142724,0.0242056,0,0,0.0453981,0.0391956,0,0,0.0211023,0,0,0.0206656,0.0756108,0.0372717,0.0186344,0.0349826,0.0514313,0.03437,0.0361459,0.0500551,0.0738451,0.0612104,0.0238241,0.00643631,0.0290572,0.0431523,0.035898,0.010426,0.00962284,0.0546717,0.0556242,0,0,0,0,0,0,0,0.0172014
113,0,0.0351178,0.0585058,0,0,0,0.0476589,0,0.0183165,0.054929,0,0,0,0,0.0191817,0,0,0.0431338,0.0565825,0.0196758,0.0419371,0.0299775,0,0,0.0579174,0.0442114,0.0336977,0.0619098,0.0579594,0.022358,0.06339,0.0673643,0.0362918,0.0399788,0,0.0159033,0,0.0378864,0.0142236,0.0143185,0.0246171,0,0,0.0448185,0.0392186,0,0,0.0211688,0,0,0.0207996,0.0759015,0.0380878,0.0178875,0.0352714,0.0514437,0.034552,0.0361412,0.0504032,0.0740159,0.0611682,0.0239893,0.00654785,0.0294117,0.0444683,0.0357654,0.0104016,0.00978309,0.0546934,0.0555462,0,0,0,0,0,0,0,0.0171407
114,0,0.0350725,0.0584047,0,0,0,0.0486664,0,0.0185292,0.0560392,0,0,0,0,0.0189702,0,0,0.0433325,0.0560536,0.0192019,0.0419146,0.0295746,0,0,0.0578287,0.043737,0.0330169,0.06107,0.0579787,0.0228027,0.0632708,0.0673971,0.03646,0.039704,0,0.0169411,0,0.0377178,0.0141763,0.0143327,0.0245635,0,0,0.0444201,0.0392408,0,0,0.0212326,0,0,0.0208706,0.0760677,0.0388346,0.0172995,0.0352557,0.0516,0.03474,0.0361068,0.0506252,0.0740781,0.0610443,0.0238158,0.00673202,0.0293957,0.0455551,0.0355823,0.0104422,0.00997234,0.0546319,0.0554716,0,0,0,0,0,0,0,0.0173502
115,0,0.0350406,0.0582298,0,0,0,0.0496621,0,0.0187396,0.0570767,0,0,0,0,0.0188365,0,0,0.0435192,0.0555706,0.0187787,0.0418743,0.0292375,0,0,0.0578663,0.0433773,0.0323657,0.060292,0.0579912,0.0232351,0.0631333,0.0674195,0.0366021,0.039488,0,0.0180134,0,0.0375328,0.0141273,0.0143519,0.0239501,0,0,0.0441118,0.0392388,0,0,0.0213511,0,0,0.0208975,0.0761989,0.0392901,0.0166952,0.035088,0.0516968,0.0349237,0.0361769,0.0507649,0.0740911,0.060906,0.0234507,0.0070167,0.0290918,0.0463857,0.0353846,0.0104712,0.0101472,0.054552,0.0554141,0,0,0,0,0,0,0,0.0177185
116,0,0.0349907,0.0580533,0,0,0,0.0505199,0,0.0188926,0.0581987,0,0,0,0,0.0187986,0,0,0.0437087,0.0553494,0.0183902,0.0416829,0.0288865,0,0,0.0578962,0.0431203,0.0318903,0.0596833,0.058059,0.0236309,0.0629327,0.067352,0.0366822,0.0392492,0,0.0190218,0,0.0373379,0.014091,0.0143964,0.0233935,0,0.0262372,0.0437776,0.0392185,0,0,0.021464,0,0,0.0209216,0.076236,0.0371807,0.0162433,0.035044,0.0518534,0.0350087,0.0362069,0.0511437,0.0741131,0.0608084,0.0225781,0.00652874,0.0274451,0.0510658,0.03519,0.0105616,0.0102536,0.0545894,0.0553346,0,0,0,0,0,0,0,0.0174725
117,0,0.0349745,0.0578907,0,0,0,0.0512635,0,0.0190556,0.0591111,0,0,0,0,0.0188434,0,0,0.0438707,0.0552037,0.0180525,0.0414344,0.0285612,0,0,0.0579177,0.0430009,0.0314308,0.0591608,0.0581206,0.0239887,0.0627991,0.0672534,0.0367397,0.0390479,0,0.0199426,0,0.0371777,0.0140475,0.0144489,0.0225992,0,0.0268359,0.0436734,0.0391609,0,0,0.0215436,0,0,0.0210028,0.0765651,0.0372877,0.0159449,0.0348965,0.0521063,0.0349816,0.0361702,0.0513044,0.0740514,0.0607017,0.0223622,0.00678898,0.0271977,0.0516943,0.0350366,0.0105277,0.0102436,0.0546454,0.0552797,0,0,0,0,0,0,0,0.0179464
118,0,0.0349792,0.0577305,0,0,0,0.0518482,0,0.0192327,0.0599911,0,0,0,0,0.018941,0,0,0.043969,0.0550699,0.017766,0.041151,0.0281718,0,0,0.0578501,0.042986,0.0309525,0.0587006,0.0581758,0.0243888,0.0627211,0.0671611,0.0367958,0.0388852,0,0.0207117,0,0.0370402,0.0140025,0.0144985,0.0216023,0,0.0269842,0.0437493,0.0390998,0,0,0.0215995,0,0,0.0210784,0.0769746,0.0372704,0.01579,0.0347759,0.0525216,0.034881,0.0361219,0.0514389,0.0739428,0.0605535,0.0224175,0.00682501,0.0272684,0.0522957,0.0349619,0.0105627,0.0101641,0.0546952,0.0552337,0,0,0,0,0,0,0,0.018383
119,0,0.0350146,0.0575793,0,0,0,0.052158,0,0.0194687,0.0609205,0,0,0,0,0.0190741,0,0,0.0439884,0.054987,0.0175582,0.0408657,0.0277983,0,0,0.0576219,0.0430575,0.0307006,0.0581902,0.058197,0.0248359,0.0626296,0.067072,0.0368865,0.0386285,0,0.0212026,0,0.0369297,0.0139758,0.0145304,0.0208886,0,0.0270812,0.0439522,0.0390337,0,0,0.0216201,0,0,0.0210241,0.0773419,0.0372212,0.0157333,0.0347317,0.0531133,0.034702,0.0360361,0.0515446,0.0738217,0.0603549,0.0227219,0.00683986,0.0275204,0.0528953,0.0349508,0.0106694,0.0101264,0.05474,0.0551262,0,0,0,0,0,0,0,0.0184772
120,0,0.0350825,0.0574255,0,0,0,0.0523921,0,0.0197069,0.0618535,0,0,0,0,0.0192374,0,0,0.0439003,0.0550467,0.0174212,0.0405558,0.0274867,0,0,0.0572816,0.043151,0.0305448,0.0577198,0.0582163,0.025271,0.0624916,0.0669714,0.0369305,0.0383224,0,0.0215929,0,0.0368653,0.0139687,0.0145159,0.0205876,0,0.0274581,0.0441592,0.0389591,0,0,0.0216197,0,0,0.0210372,0.0775159,0.0371681,0.0158928,0.0348332,0.0538244,0.0344825,0.0359037,0.0516901,0.0736949,0.0601395,0.0232348,0.00664594,0.0279083,0.053427,0.0350024,0.0106671,0.0100368,0.0547809,0.0550371,0,0,0,0,0,0,0,0.0182717
121,0,0.0350938,0.0572889,0,0,0,0.0525614,0,0.0199127,0.0627854,0,0,0,0,0.0194218,0,0,0.0437559,0.055208,0.0173369,0.0401223,0.0272174,0,0,0.0568349,0.0433336,0.0304902,0.057309,0.0582558,0.0256513,0.0623269,0.0668616,0.036954,0.038047,0,0.0218536,0,0.0368329,0.0139549,0.0145046,0.0204859,0,0.0277736,0.0442691,0.0389102,0,0,0.0216342,0,0,0.0211266,0.0775596,0.0371054,0.0163804,0.035018,0.0545217,0.0341512,0.0357381,0.0518494,0.0735694,0.0599329,0.0238176,0.00621839,0.0283945,0.0539312,0.0350981,0.0105565,0.00986361,0.0548633,0.0549513,0,0,0,0,0,0,0,0.017989
122,0,0.0351046,0.0571757,0,0,0,0.0526388,0,0.0201177,0.0637054,0,0,0,0,0.0195956,0,0,0.0435961,0.055367,0.0172935,0.0396949,0.0269576,0,0,0.0563009,0.0435201,0.0302167,0.0569491,0.0582951,0.0259832,0.0621503,0.0667397,0.036984,0.0379304,0,0.0220272,0,0.0368144,0.0139522,0.0144814,0.0204618,0,0.0277925,0.0442727,0.0388693,0,0,0.0215536,0,0,0.0210251,0.0775291,0.0369933,0.0168289,0.0352789,0.0551588,0.0337806,0.0355781,0.0520522,0.073478,0.0596549,0.0244487,0.00585995,0.0289796,0.0543794,0.0352079,0.0104389,0.0096594,0.0549485,0.0548575,0,0,0,0,0,0,0,0.0175636
123,0,0.0351555,0.0571099,0,0,0,0.0525969,0,0.0203405,0.0646082,0,0,0,0,0.0197356,0,0,0.0433819,0.0555193,0.0172892,0.0393098,0.0267285,0,0,0.0557194,0.0436494,0.029912,0.0565835,0.0583112,0.0262856,0.06202,0.0666214,0.0370311,0.0377935,0,0.0220816,0,0.0368174,0.0139522,0.0144435,0.0204135,0,0.0275447,0.0442609,0.0388212,0,0,0.0214281,0,0,0.0209616,0.0774753,0.0369309,0.0171827,0.0356236,0.0556778,0.0334091,0.0354502,0.0522862,0.0734239,0.0593804,0.0251143,0.00554041,0.0296405,0.054811,0.0353012,0.010395,0.00944276,0.0550003,0.0547632,0,0,0,0,0,0,0,0.0170895
124,0,0.0351528,0.0570634,0,0,0,0.0525354,0,0.0205674,0.0654693,0,0,0,0,0.0198437,0,0,0.0431232,0.0556528,0.0173159,0.0389254,0.0265388,0,0,0.0550492,0.0437121,0.0296045,0.0561788,0.0583092,0.0266373,0.0618238,0.0664979,0.0370505,0.0375988,0,0.0220712,0,0.0368281,0.0139258,0.0143975,0.0204069,0,0.027434,0.0442866,0.0387837,0,0,0.0212748,0,0,0.0210235,0.0774945,0.0366622,0.0174871,0.0359669,0.056056,0.033067,0.0352997,0.0525879,0.0733983,0.0590939,0.0257995,0.00531767,0.0303939,0.0553194,0.0353856,0.0103091,0.00923843,0.0549841,0.0546358,0,0,0,0,0,0,0,0.0166279
125,0,0.0351172,0.057036,0,0,0,0.0524062,0,0.0208115,0.0662992,0,0,0,0,0.019918,0,0,0.0428735,0.0557101,0.0173774,0.0385515,0.0263814,0,0,0.0544144,0.0437412,0.0292793,0.0557277,0.0582935,0.0269791,0.0615924,0.0663637,0.0370501,0.037357,0,0.0219233,0,0.0368071,0.0139028,0.0143411,0.0203863,0,0.0274491,0.044364,0.0387604,0,0,0.021157,0,0,0.0210941,0.0776267,0.0362881,0.017771,0.0362124,0.0563709,0.0327471,0.0351723,0.0529935,0.0733883,0.0588462,0.0264919,0.00510911,0.0311166,0.0560706,0.0354728,0.010233,0.00908956,0.0548854,0.054502,0,0,0,0,0,0,0,0.0162301
126,0,0.0350968,0.0570156,0,0,0,0.0521852,0,0.0211149,0.0671498,0,0,0,0,0.019955,0,0,0.0427028,0.0556824,0.0174229,0.0381883,0.0262519,0,0,0.0537869,0.0437134,0.0288996,0.055221,0.0582705,0.0272958,0.0614181,0.0661764,0.0370511,0.0370556,0,0.0216436,0,0.0367817,0.0138871,0.0142893,0.0204012,0,0.0272192,0.0444844,0.0387333,0,0,0.021113,0,0,0.0211049,0.0778515,0.0359891,0.0179925,0.0364191,0.0566497,0.0324048,0.0350615,0.0535142,0.0734702,0.0586306,0.0271714,0.00493636,0.0317938,0.0570084,0.0355508,0.0101365,0.00893874,0.0547452,0.0543651,0,0,0,0,0,0,0,0.0159011
127,0,0.0350949,0.0569597,0,0,0,0.0517046,0,0.0214605,0.067963,0,0,0,0,0.0199619,0,0,0.0426231,0.0556291,0.0174871,0.0378649,0.0261569,0,0,0.0531032,0.0436046,0.0285285,0.0546628,0.0582373,0.0275821,0.0612626,0.0659068,0.0370038,0.0367793,0,0.0212305,0,0.0367224,0.0138969,0.0142319,0.0204839,0,0.0269512,0.0446407,0.0386715,0,0,0.0211021,0,0,0.0211198,0.0780625,0.0357249,0.0181988,0.0366176,0.0568792,0.0321617,0.0350149,0.0541586,0.0736491,0.0584776,0.0279135,0.00482302,0.0326717,0.0580897,0.0356059,0.0101356,0.00879964,0.0545886,0.0542582,0,0,0,0,0,0,0,0.0155764
128,0,0.0350636,0.0569093,0,0,0,0.0511204,0,0.0218157,0.0687585,0,0,0,0,0.019935,0,0,0.0425556,0.0557524,0.017454,0.0376154,0.0261151,0,0,0.0526965,0.0433819,0.0281227,0.0541425,0.058209,0.0278502,0.0610261,0.0656337,0.0369441,0.0364377,0,0.0206829,0,0.0366366,0.0138818,0.0141764,0.0205905,0,0.0268406,0.0447405,0.038614,0,0,0.0210743,0,0,0.0211656,0.07815,0.0353694,0.0183922,0.0367756,0.0570568,0.0320043,0.0350728,0.0548587,0.073864,0.0584393,0.0287434,0.00477152,0.0335917,0.0593022,0.0356115,0.0101094,0.00873044,0.054458,0.0541228,0,0,0,0,0,0,0,0.0153266
129,0,0.0350089,0.0568609,0,0,0,0.050487,0,0.0221548,0.0695132,0,0,0,0,0.019903,0,0,0.0425867,0.0562727,0.017356,0.0373846,0.0260961,0,0,0.0523189,0.0431637,0.0277082,0.0536875,0.05818,0.0280323,0.0607722,0.0653944,0.0368966,0.03617,0,0.0201247,0,0.0365358,0.0138664,0.0141532,0.0206177,0,0.0268888,0.0447668,0.0386138,0,0,0.0210575,0,0,0.0211943,0.0781468,0.0347128,0.0185678,0.0368103,0.0572053,0.0317651,0.0352175,0.0554982,0.0740386,0.0585171,0.0294348,0.00478998,0.0343382,0.0603016,0.035571,0.0100776,0.00865552,0.054302,0.053964,0,0,0,0,0,0,0,0.0152778
130,0,0.0350055,0.0568195,0,0,0,0.049789,0,0.0224712,0.0701126,0,0,0,0,0.0198588,0,0,0.0426813,0.0567438,0.0172908,0.0371759,0.0261042,0,0,0.0519693,0.0429608,0.027323,0.0532347,0.0581349,0.0281784,0.0605649,0.0651514,0.0368568,0.0360524,0,0.0195784,0,0.0363898,0.0138428,0.0141303,0.02046,0,0.0269241,0.0448569,0.0386123,0,0,0.0209998,0,0,0.0211664,0.0780349,0.0338161,0.0186959,0.0367432,0.0572954,0.0315237,0.0353604,0.0560624,0.0741659,0.0586025,0.0298909,0.00492368,0.0348847,0.0607478,0.0355204,0.0100526,0.00856517,0.0540918,0.0538546,0,0,0,0,0,0,0,0.0155471
131,0,0.0350307,0.0567418,0,0,0,0.0490504,0,0.02274,0.0705652,0,0,0,0,0.0197805,0,0,0.042794,0.0571764,0.0171502,0.0370016,0.0261125,0,0,0.051652,0.0427734,0.0269927,0.0528272,0.0580704,0.0282669,0.0604108,0.0649523,0.0368315,0.035913,0,0.0190414,0,0.0362355,0.0138438,0.0140878,0.0199991,0,0.027034,0.045028,0.0385866,0,0,0.0208871,0,0,0.0210541,0.077785,0.0326518,0.018768,0.0365668,0.0573187,0.0313399,0.0354619,0.0565448,0.0742227,0.0587091,0.0301855,0.00513731,0.0352963,0.0605841,0.0354873,0.00996737,0.00846455,0.0537792,0.0538019,0,0,0,0,0,0,0,0.0160534
132,0,0.0350455,0.0566627,0,0,0,0.0484462,0,0.0229984,0.0709046,0,0,0,0,0.0196922,0,0,0.0428844,0.0576817,0.0168551,0.036878,0.0260915,0,0,0.0513629,0.04258,0.0266682,0.0525062,0.0580114,0.0282611,0.0602855,0.0648372,0.036795,0.0357559,0,0.0185766,0,0.0361088,0.0138434,0.0140378,0.0192948,0,0.0271578,0.045315,0.0385805,0,0,0.0208853,0,0,0.0209941,0.0774752,0.031269,0.0188748,0.0363075,0.0572961,0.0311304,0.0355091,0.0569541,0.07421,0.058824,0.0304472,0.00531793,0.0356492,0.059369,0.0354637,0.00986019,0.00839821,0.0533832,0.0537366,0,0,0,0,0,0,0,0.0167995
133,0,0.0350772,0.0565598,0,0,0,0.0480155,0,0.023252,0.0710729,0,0,0,0,0.0196198,0,0,0.0429433,0.0579652,0.0165554,0.0367593,0.0260364,0,0,0.0510659,0.0423503,0.0262615,0.052234,0.0579725,0.0283069,0.0601952,0.0647892,0.036764,0.0356569,0,0.0181972,0,0.0359707,0.0138258,0.0139933,0.018444,0,0.0273061,0.0457076,0.0385667,0,0,0.0209974,0,0,0.0210778,0.0772236,0.0296154,0.0190813,0.035983,0.0572037,0.0309163,0.0355089,0.0572442,0.074082,0.0589356,0.0306812,0.00555551,0.0359599,0.0568205,0.0354909,0.00988826,0.00834459,0.0529548,0.053664,0,0,0,0,0,0,0,0.0177676
134,0,0.0351751,0.0564531,0,0,0,0.0477331,0,0.0234784,0.0710835,0,0,0,0,0.0195622,0,0,0.0429775,0.0581955,0.016327,0.0366924,0.0259957,0,0,0.0508075,0.0421053,0.0259637,0.0519772,0.0578958,0.0283745,0.0601739,0.0647781,0.0367906,0.0356495,0,0.0177755,0,0.0357909,0.0138112,0.0139418,0.0177071,0,0.0275544,0.0461877,0.0385727,0,0,0.02106,0,0,0.0211372,0.0769953,0.0276494,0.0193511,0.0355801,0.0570391,0.0306635,0.0354959,0.057317,0.0738252,0.0591182,0.0308654,0.00601987,0.0363431,0.0528015,0.035556,0.00988189,0.00828779,0.0525721,0.0535944,0,0,0,0,0,0,0,0.0189777
135,0,0.0352197,0.0563736,0,0,0,0.0477335,0,0.0236476,0.0709518,0,0,0,0,0.0195173,0,0,0.0429772,0.0584476,0.01611,0.0367394,0.0259813,0,0,0.0506686,0.0418416,0.0257599,0.051748,0.0577355,0.028366,0.0602501,0.0648262,0.036861,0.0356845,0,0.017388,0,0.0356657,0.0138635,0.0137712,0.0177852,0,0.0277697,0.0466533,0.038635,0,0,0.0210386,0,0,0.0211075,0.0767717,0.0255953,0.0193726,0.0351969,0.0568791,0.0303727,0.0355307,0.0571562,0.0735006,0.0593472,0.0311491,0.00663287,0.0370325,0.0473151,0.0356229,0.00978187,0.00819558,0.0523179,0.0534956,0,0,0,0,0,0,0,0.0201728
136,0,0.0352498,0.0562669,0,0,0,0.0478683,0,0.0238239,0.0707841,0,0,0,0,0.019477,0,0,0.0429916,0.0587951,0.0159918,0.0367403,0.0260311,0,0,0.0503601,0.0415592,0.0255235,0.0514623,0.057516,0.0282887,0.0603505,0.0649222,0.0369217,0.035687,0,0.0172533,0,0.0355902,0.0138941,0.0136417,0.019356,0,0.0280219,0.047291,0.0387472,0,0,0.0209747,0,0,0.0210496,0.0764744,0.023487,0.0191912,0.0347068,0.0567579,0.0300521,0.0357609,0.0567873,0.0731894,0.0598243,0.0315905,0.0073622,0.0379263,0.0406637,0.0356469,0.00975777,0.00808191,0.0522147,0.0533251,0,0,0,0,0,0,0,0.0212122
137,0,0.0353066,0.0561671,0,0,0,0.0481504,0,0.0240165,0.070529,0,0,0,0,0.0194095,0,0,0.0429631,0.0592085,0.0160112,0.0366627,0.026152,0,0,0.0499748,0.0412451,0.0252765,0.0511123,0.0572537,0.0281658,0.0604872,0.0650629,0.0370152,0.0358567,0,0.0174588,0,0.0355804,0.013911,0.0135369,0.0227357,0,0.0280969,0.0480103,0.0388939,0,0,0.0210174,0,0,0.0210619,0.0761082,0.0213252,0.0193285,0.034328,0.056609,0.0296755,0.0361837,0.0560912,0.0727721,0.0604773,0.0321856,0.0082551,0.0388297,0.0332598,0.0357302,0.00975361,0.00789958,0.0521596,0.0531415,0,0,0,0,0,0,0,0.0221752
138,0,0.0354331,0.0561373,0,0,0,0.0485695,0,0.0241754,0.0702365,0,0,0,0,0.0193216,0,0,0.0428997,0.0596525,0.0161029,0.0365359,0.026325,0,0,0.0495006,0.0408172,0.0250898,0.050727,0.0569202,0.0280218,0.0606596,0.0652473,0.0371414,0.0360511,0,0.0178703,0,0.0356343,0.0139247,0.0134224,0.0273462,0,0.0281207,0.0487319,0.0390978,0,0,0.0209633,0,0,0.0211028,0.0756049,0.0192677,0.0197739,0.0341108,0.0564786,0.0293011,0.036824,0.0550983,0.0723562,0.061224,0.032826,0.00933413,0.0397207,0.0256859,0.035893,0.00968673,0.00769971,0.0521369,0.0529082,0,0,0,0,0,0,0,0.0230973
139,0,0.0355704,0.0561357,0,0,0,0.0492296,0,0.0242627,0.0698835,0,0,0,0,0.0192082,0,0,0.0427761,0.0601949,0.0162327,0.0363685,0.0265169,0,0,0.0490092,0.0403272,0.0249281,0.0503039,0.0565259,0.0278779,0.0608485,0.0654381,0.037287,0.0361948,0,0.0185214,0,0.035706,0.0139057,0.0133143,0.0319279,0,0.0291248,0.0495328,0.0392612,0,0,0.0208382,0,0,0.0211376,0.0750541,0.0172157,0.0205478,0.0340563,0.0563412,0.028903,0.0375935,0.0536501,0.0719153,0.0620226,0.0335199,0.0106221,0.0407516,0.0190147,0.0361229,0.00958021,0.00747864,0.0521219,0.0526648,0,0,0,0,0,0,0,0.023967
140,0,0.0356442,0.0561288,0,0,0,0.050341,0,0.0242625,0.0694383,0,0,0,0,0.0190749,0,0,0.0426119,0.0607636,0.0163267,0.0360938,0.0266893,0,0,0.0483646,0.0397744,0.0247621,0.0499278,0.0561544,0.0277617,0.0610634,0.0656238,0.0373728,0.0363424,0,0.0196351,0,0.035799,0.0138548,0.0132612,0.0350828,0,0.0303297,0.0506055,0.0394229,0,0,0.0206428,0,0,0.021233,0.074377,0.0156474,0.0217077,0.0337938,0.056238,0.0284524,0.0384736,0.0516932,0.0715196,0.0628613,0.0340161,0.0120674,0.0416061,0.014738,0.0363726,0.00953615,0.00729518,0.0521484,0.0523496,0,0,0,0,0,0,0,0.0249208
141,0,0.0357117,0.0561788,0,0,0,0.0515736,0,0.0242061,0.0690054,0,0,0,0,0.0189424,0,0,0.0424285,0.0612128,0.0163309,0.0358582,0.0268481,0,0,0.0476872,0.0393052,0.0245911,0.0496173,0.0558279,0.0276664,0.0612872,0.0658491,0.0374526,0.0365747,0,0.0208169,0,0.0358689,0.0137871,0.0132338,0.0372018,0,0.0320621,0.0515579,0.0396056,0,0,0.0204196,0,0,0.0213242,0.0738334,0.0143249,0.0228491,0.0337762,0.0561177,0.0279584,0.0394228,0.0497628,0.0711302,0.0636258,0.0346632,0.0134733,0.042372,0.0122191,0.0366073,0.0095199,0.00714538,0.0521903,0.0520288,0,0,0,0,0,0,0,0.0259899
142,0,0.0357775,0.0562087,0,0,0,0.0527601,0,0.0240932,0.0686834,0,0,0,0,0.0188087,0,0,0.0422592,0.0616307,0.0162516,0.0357231,0.0269981,0,0,0.0469291,0.0389499,0.0244335,0.0493379,0.0555464,0.0275823,0.0614674,0.066056,0.0375035,0.0367788,0,0.0219482,0,0.0359206,0.0137247,0.013193,0.0385616,0,0.0335436,0.0523265,0.0397809,0,0,0.0202781,0,0,0.0213289,0.0734033,0.0140127,0.023811,0.0336968,0.056,0.027588,0.0403953,0.0481559,0.0708629,0.0643447,0.0352854,0.0146864,0.043058,0.0111321,0.0368237,0.00954919,0.00699651,0.0521941,0.0517678,0,0,0,0,0,0,0,0.0269729
