Timestep,,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LBR,LEAR,LELB,LFHD,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,x74,x75,x76,x77,LFIN
104,0,0.0307906,0.0611638,0,0,0,0.0446233,0,0.0170608,0.0605229,0,0,0,0,0.019966,0,0.0452484,0.0542616,0.0199384,0.0407182,0.028417,0,0,0.0592336,0.0409598,0.0311618,0.0582313,0.057593,0.0237072,0.0640621,0.0682975,0.0384288,0.0397854,0,0.0132718,0,0.0354481,0.0139948,0.0151777,0.0222087,0,0.0248936,0.0387278,0.0381337,0,0,0.017844,0,0,0.0213323,0.07737,0.0449917,0.0172633,0.0324344,0.0560444,0.0300524,0.0357827,0.0532955,0.0746096,0.0597023,0.0203259,0.022374,0.00894632,0.026173,0.0498995,0.0377626,0.00997171,0.00854869,0.0550775,0.0523152,0,0,0,0,0,0,0,0,0
105,0,0.0307953,0.0610563,0,0,0,0.0453802,0,0.0169692,0.0614925,0,0,0,0,0.0201826,0,0.0451483,0.0540693,0.0196151,0.0402676,0.0283088,0,0,0.0589629,0.0408584,0.0308631,0.0576274,0.0575268,0.0241367,0.0641398,0.0683827,0.0386394,0.039889,0,0.0142396,0,0.0352977,0.01406,0.0151223,0.0210946,0,0.0248287,0.0389311,0.038136,0,0,0.0178945,0,0,0.0214423,0.0773369,0.0447645,0.0175141,0.0331883,0.0568491,0.0299891,0.0355467,0.0539849,0.0747937,0.0594748,0.020768,0.0219074,0.00831356,0.026618,0.0525855,0.0377415,0.00996908,0.00856425,0.0549895,0.0521474,0,0,0,0,0,0,0,0,0
106,0,0.0306948,0.0609841,0,0,0,0.0446351,0,0.0179541,0.0632102,0,0,0,0,0.0203037,0,0.0451117,0.0535609,0.0201205,0.0401947,0.0277297,0,0,0.0584261,0.0407227,0.0305843,0.0567181,0.0576214,0.0246672,0.0637456,0.0681086,0.03868,0.0392667,0,0.0135109,0,0.0350738,0.0139447,0.015304,0.0207523,0,0.0246898,0.0390486,0.0381922,0,0,0.0175773,0,0,0.0217306,0.0775304,0.0443494,0.0182161,0.033734,0.0577678,0.0297478,0.0354129,0.0546071,0.0749723,0.0593093,0.0211901,0.0216918,0.00797792,0.0270108,0.0547089,0.0378148,0.00987965,0.00865744,0.0550684,0.051902,0,0,0,0,0,0,0,0,0
107,0,0.030644,0.0608299,0,0,0,0.0445194,0,0.0182836,0.0643764,0,0,0,0,0.0205435,0,0.0448848,0.0532888,0.0202321,0.0399195,0.0275582,0,0,0.0580344,0.0407671,0.0300956,0.05598,0.0576155,0.0250667,0.0636585,0.0680183,0.0387646,0.0390697,0,0.0134939,0,0.0350022,0.013968,0.0153621,0.0207487,0,0.0246453,0.0391749,0.038134,0,0,0.0174836,0,0,0.0217045,0.077343,0.0441272,0.0188435,0.0344706,0.0586523,0.0295098,0.0352296,0.0556652,0.0754456,0.0589655,0.0214555,0.0219563,0.00813071,0.0272111,0.0561557,0.0378584,0.00974492,0.00854869,0.0551491,0.0518255,0,0,0,0,0,0,0,0,0
108,0,0.0304432,0.0607686,0,0,0,0.0444229,0,0.0186017,0.0654917,0,0,0,0,0.0206805,0,0.0447504,0.0533444,0.0204638,0.0396283,0.0274137,0,0,0.0575086,0.0407517,0.0297335,0.055429,0.0576382,0.025363,0.063453,0.0678385,0.0387597,0.0387622,0,0.0134382,0,0.0349519,0.013949,0.0152867,0.0209758,0,0.02482,0.0392018,0.0380662,0,0,0.0173707,0,0,0.021685,0.0772631,0.0443057,0.0193363,0.0349573,0.0594472,0.0291457,0.0351169,0.0564852,0.0758409,0.0587485,0.0219603,0.0217814,0.00817294,0.0275282,0.0579546,0.0379425,0.00954361,0.00837136,0.0554019,0.0516565,0,0,0,0,0,0,0,0,0
109,0,0.0304013,0.0605509,0,0,0,0.04414,0,0.0188692,0.0664687,0,0,0,0,0.0208366,0,0.0445267,0.0539534,0.0205395,0.0393526,0.0273512,0,0,0.0570216,0.0408024,0.0292903,0.0547767,0.0576139,0.025655,0.0632732,0.0676692,0.0388175,0.0385472,0,0.013225,0,0.0349785,0.0139953,0.0153,0.0214098,0,0.0252704,0.0391634,0.0379966,0,0,0.0173034,0,0,0.0217904,0.077411,0.0447123,0.0196258,0.0354707,0.0601278,0.0287885,0.0348911,0.0572718,0.0761581,0.0585525,0.0224461,0.0215981,0.00818502,0.0279404,0.0599054,0.0380102,0.00956117,0.00819712,0.0555442,0.0515981,0,0,0,0,0,0,0,0,0
110,0,0.0303712,0.0603792,0,0,0,0.0438382,0,0.019125,0.067357,0,0,0,0,0.0209279,0,0.0443292,0.0544822,0.0207062,0.0390578,0.0273333,0,0,0.0565267,0.0409175,0.0289262,0.0540637,0.0575538,0.0259505,0.0630429,0.0674823,0.0388702,0.0381763,0,0.0129467,0,0.0349565,0.0140355,0.0152382,0.0217869,0,0.025679,0.0391533,0.0379482,0,0,0.0171794,0,0,0.021895,0.0777352,0.0455012,0.0198945,0.0359581,0.060634,0.0283611,0.0347969,0.0581361,0.0765115,0.0584508,0.0228278,0.0216524,0.00831234,0.0282821,0.0621397,0.0380596,0.00949521,0.00801343,0.0557433,0.0514949,0,0,0,0,0,0,0,0,0
111,0,0.0304242,0.0602852,0,0,0,0.0434169,0,0.0193871,0.0681631,0,0,0,0,0.0210739,0,0.0441514,0.0549064,0.0208541,0.0388061,0.027382,0,0,0.0560662,0.0409717,0.0286053,0.0532937,0.0574674,0.0262297,0.0628131,0.0672771,0.0388687,0.0377295,0,0.0125803,0,0.0348941,0.0141423,0.0151823,0.0221373,0,0.0260342,0.0391244,0.0379158,0,0,0.0169868,0,0,0.0218698,0.0778463,0.0463525,0.020147,0.0362462,0.0610304,0.028053,0.0347225,0.0590868,0.076813,0.0583225,0.0229843,0.0220877,0.00850517,0.0284744,0.064451,0.0380745,0.00948161,0.00784345,0.0558136,0.0514742,0,0,0,0,0,0,0,0,0
112,0,0.030385,0.0603016,0,0,0,0.0430642,0,0.0196031,0.0689445,0,0,0,0,0.0212199,0,0.0440473,0.0553649,0.021076,0.0386168,0.027466,0,0,0.0555783,0.0409068,0.0283171,0.0526581,0.0573672,0.0264057,0.0625697,0.0670577,0.0387958,0.0374221,0,0.0122833,0,0.0347775,0.0141768,0.015118,0.022505,0,0.0263431,0.0390792,0.0378792,0,0,0.0169232,0,0,0.021834,0.0778042,0.0469076,0.020357,0.0362167,0.0613129,0.0278333,0.0346989,0.0601024,0.0771163,0.0582308,0.0229337,0.0227741,0.00866128,0.0285129,0.0663501,0.0380295,0.0095052,0.00770162,0.0557875,0.0514692,0,0,0,0,0,0,0,0,0
113,0,0.0304202,0.0603374,0,0,0,0.0429279,0,0.0196872,0.0696079,0,0,0,0,0.0213781,0,0.0439933,0.0559921,0.0211811,0.0384466,0.0275505,0,0,0.0551819,0.0408139,0.0278485,0.0520932,0.0572441,0.0265172,0.0623182,0.066877,0.0387391,0.0373113,0,0.0122568,0,0.0346817,0.0142256,0.0150823,0.0228159,0,0.0266131,0.0390962,0.0378611,0,0,0.0170652,0,0,0.0218502,0.0778167,0.0468025,0.020518,0.0359917,0.0614933,0.027703,0.0347333,0.0610222,0.0773106,0.058084,0.0228875,0.0233931,0.00864812,0.0285558,0.0672794,0.037985,0.00951432,0.00762329,0.0557029,0.0515027,0,0,0,0,0,0,0,0,0
114,0,0.0304735,0.0603581,0,0,0,0.0433719,0,0.0196994,0.0700295,0,0,0,0,0.0216401,0,0.0439461,0.0564381,0.0210908,0.0382308,0.0275725,0,0,0.054904,0.0406417,0.0273638,0.0516142,0.0570647,0.0266082,0.0621405,0.0667621,0.0387565,0.0372529,0,0.0128875,0,0.0344599,0.0143551,0.015065,0.0228739,0,0.0265862,0.0391123,0.0380081,0,0,0.0170734,0,0,0.0220459,0.0779439,0.0461171,0.020647,0.0357043,0.0617105,0.027628,0.0347906,0.0616419,0.0773165,0.0579912,0.0230671,0.0235682,0.00828535,0.028811,0.0672319,0.0380468,0.00939934,0.00758785,0.0555319,0.051488,0,0,0,0,0,0,0,0,0
115,0,0.0306561,0.0604543,0,0,0,0.0418725,0,0.0201039,0.0705336,0,0,0,0,0.021274,0,0.0440449,0.0573527,0.0217669,0.0383075,0.0281073,0,0,0.054704,0.0405711,0.0269235,0.0507067,0.0570243,0.0268887,0.0615677,0.0662911,0.0386274,0.0364706,0,0.0112083,0,0.0346723,0.0139015,0.0156692,0.0220422,0,0.0265539,0.0398467,0.0377203,0,0,0.0177623,0,0,0.0216995,0.0777699,0.0451734,0.0203307,0.0355305,0.0614846,0.0275215,0.034837,0.062353,0.0774464,0.0579539,0.0232924,0.0241027,0.00833684,0.0291575,0.0653012,0.0377497,0.00950222,0.00735925,0.05546,0.0514838,0,0,0,0,0,0,0,0,0
116,0,0.0306113,0.0604869,0,0,0,0.0420625,0,0.0208827,0.0710766,0,0,0,0,0.0217461,0,0.0441124,0.057663,0.02255,0.0379218,0.028093,0,0,0.0543283,0.0401465,0.0260664,0.0501604,0.0568616,0.0269264,0.0612329,0.0659618,0.0383668,0.0361732,0,0.0115238,0,0.0340624,0.0138022,0.0158677,0.0215401,0,0.0261149,0.0397599,0.0382292,0,0,0.0173096,0,0,0.0219559,0.078286,0.0424086,0.0207236,0.0348348,0.0619368,0.0276009,0.0350429,0.0623435,0.0770236,0.0580228,0.0240136,0.023375,0.00721024,0.0301699,0.0634193,0.0379527,0.00918396,0.00735372,0.0552047,0.0512383,0,0,0,0,0,0,0,0,0
117,0,0.0307575,0.0605053,0,0,0,0.0419782,0,0.0210482,0.071279,0,0,0,0,0.0218252,0,0.0441365,0.0583017,0.0226639,0.037806,0.0283596,0,0,0.0542303,0.0400061,0.0256763,0.0495426,0.0566826,0.027047,0.0611793,0.0658,0.0383869,0.0360613,0,0.0114394,0,0.0339938,0.0137816,0.0158779,0.0203562,0,0.0258859,0.0402095,0.0382259,0,0,0.0174112,0,0,0.0218308,0.0782743,0.0400768,0.020472,0.0343162,0.0618443,0.027448,0.0351226,0.0624672,0.0766803,0.0581497,0.0246428,0.0232769,0.00667698,0.0310539,0.0598198,0.037888,0.00920673,0.00729752,0.0550324,0.0512099,0,0,0,0,0,0,0,0,0
118,0,0.0308776,0.0605429,0,0,0,0.0419702,0,0.0212112,0.0713791,0,0,0,0,0.0218158,0,0.0442031,0.0589518,0.0227656,0.0377701,0.0286603,0,0,0.054128,0.0398494,0.0254047,0.0489589,0.0564764,0.0270954,0.0611831,0.0657353,0.0384661,0.0359507,0,0.0114733,0,0.0339266,0.0137811,0.0157975,0.0192906,0,0.0254541,0.0407391,0.0382625,0,0,0.0176063,0,0,0.0219015,0.078164,0.0375748,0.0201608,0.0335795,0.0616451,0.027276,0.035416,0.0623888,0.0762371,0.0584139,0.0252961,0.0232524,0.00620164,0.0320482,0.0552203,0.0377918,0.00919715,0.00719219,0.0549224,0.051151,0,0,0,0,0,0,0,0,0
119,0,0.0313978,0.0605334,0,0,0,0.0469736,0,0.0235531,0.0713455,0,0,0,0,0.0209214,0,0.0445384,0.0589067,0.0240654,0.0384103,0.0289887,0,0,0.0546927,0.0401747,0.0267239,0.0499148,0.0567151,0.0269573,0.0597303,0.064468,0.0371276,0.0344129,0,0.017804,0,0.0345539,0.0137537,0.0154206,0.0190188,0,0.024101,0.04177,0.0372632,0,0,0.0187297,0,0,0.0206383,0.0781009,0.0340684,0.0185429,0.0336186,0.0602638,0.02689,0.0347959,0.0598742,0.0739348,0.058181,0.0279857,0.0199658,0.0046619,0.0351742,0.055957,0.03766,0.0099009,0.00680026,0.0548534,0.0516382,0,0,0,0,0,0,0,0,0
120,0,0.0315388,0.0605259,0,0,0,0.0469299,0,0.0238574,0.0712727,0,0,0,0,0.020918,0,0.0445121,0.0595806,0.0242798,0.038376,0.02938,0,0,0.0545275,0.0398923,0.0263911,0.0493126,0.0564548,0.0268995,0.0597395,0.0644341,0.0372082,0.0344888,0,0.0176817,0,0.0344562,0.0137947,0.0152996,0.0184115,0,0.024065,0.0423289,0.0374055,0,0,0.0187312,0,0,0.0206277,0.0777348,0.0318212,0.0183553,0.0334278,0.0601167,0.0267901,0.0353077,0.0596649,0.0735757,0.0588914,0.0286813,0.0206397,0.00527,0.0363402,0.04923,0.0376207,0.00980117,0.00669841,0.0548149,0.0514875,0,0,0,0,0,0,0,0,0
121,0,0.0316748,0.0605568,0,0,0,0.0469084,0,0.0241994,0.0711307,0,0,0,0,0.0208682,0,0.0444236,0.0602072,0.0244366,0.0383621,0.0297613,0,0,0.0542965,0.0396129,0.0260832,0.0487564,0.056167,0.0268095,0.0597277,0.0644458,0.0373069,0.0345007,0,0.0175335,0,0.0343708,0.0138293,0.0151382,0.0193858,0,0.0240354,0.0429418,0.0376054,0,0,0.0186948,0,0,0.0206758,0.077511,0.0296296,0.0181858,0.0331844,0.0599623,0.0266168,0.0359104,0.0591687,0.0731387,0.0597571,0.029547,0.0212986,0.00594068,0.037535,0.0420789,0.0376254,0.00976033,0.00659566,0.0548286,0.0512893,0,0,0,0,0,0,0,0,0
122,0,0.0317948,0.0606204,0,0,0,0.0468964,0,0.0245352,0.0709687,0,0,0,0,0.0207607,0,0.044326,0.0607019,0.0245723,0.0384389,0.0300555,0,0,0.0540008,0.0393266,0.0258021,0.0482529,0.0558506,0.0266188,0.0597892,0.0645248,0.0374234,0.034536,0,0.0174472,0,0.0343037,0.0138727,0.014989,0.0218942,0,0.0240797,0.0435204,0.0378773,0,0,0.0186173,0,0,0.0206973,0.07741,0.0274788,0.0180934,0.0331207,0.0597805,0.026354,0.0366287,0.0583536,0.072653,0.0607069,0.0304824,0.0219216,0.00677801,0.0387104,0.0348246,0.037671,0.00977151,0.00650112,0.0549174,0.0510901,0,0,0,0,0,0,0,0,0
123,0,0.0319106,0.0606987,0,0,0,0.0468598,0,0.0248992,0.0707208,0,0,0,0,0.0206565,0,0.0441981,0.0612381,0.0247039,0.038439,0.0303407,0,0,0.0535988,0.0389827,0.0255507,0.0477311,0.0555328,0.026433,0.0599032,0.0646013,0.0375317,0.0345701,0,0.0174197,0,0.0342604,0.0139291,0.0147854,0.025281,0,0.0242361,0.044245,0.0381661,0,0,0.018458,0,0,0.0207008,0.0772277,0.0254891,0.0183505,0.0332692,0.0595779,0.0260861,0.037323,0.0572376,0.0721045,0.0616424,0.0315239,0.0224764,0.0076235,0.0400018,0.0280392,0.0378059,0.00978248,0.00642027,0.0550096,0.0508031,0,0,0,0,0,0,0,0,0
124,0,0.0319627,0.0607834,0,0,0,0.0471543,0,0.0250363,0.0704017,0,0,0,0,0.02048,0,0.0440197,0.0617149,0.0250415,0.0383817,0.0305932,0,0,0.0531413,0.0385582,0.0252979,0.04729,0.0552274,0.0262783,0.0600057,0.0647281,0.0375843,0.0343943,0,0.0173715,0,0.0342585,0.0139254,0.0146512,0.0289562,0,0.0246787,0.0450128,0.0385002,0,0,0.018382,0,0,0.0206602,0.0769533,0.0237317,0.0188833,0.0336945,0.0593665,0.0257622,0.0379292,0.0557965,0.0714853,0.0624551,0.0326058,0.0231015,0.00882405,0.0412902,0.0220097,0.0379703,0.00974518,0.00626469,0.0551418,0.0504266,0,0,0,0,0,0,0,0,0
125,0,0.0319995,0.0608486,0,0,0,0.0474851,0,0.0252136,0.0700869,0,0,0,0,0.0203018,0,0.0438266,0.0621338,0.0251813,0.038275,0.030782,0,0,0.0525883,0.038063,0.0250904,0.0469134,0.0549417,0.0262163,0.0601216,0.0648959,0.0376702,0.0343328,0,0.0173503,0,0.0343046,0.0138999,0.0145182,0.0322292,0,0.0252917,0.0458256,0.0388644,0,0,0.0183559,0,0,0.0206436,0.0764813,0.0225772,0.0196278,0.0342679,0.0591589,0.0254703,0.0385908,0.0540942,0.0708839,0.0631347,0.0337483,0.0239081,0.010233,0.0424817,0.0171418,0.0381287,0.00968018,0.00608508,0.055315,0.049998,0,0,0,0,0,0,0,0,0
126,0,0.0320525,0.0608618,0,0,0,0.0477102,0,0.0255281,0.0698013,0,0,0,0,0.0200143,0,0.043674,0.0625985,0.0249229,0.0380888,0.0309429,0,0,0.0519301,0.0375416,0.0249297,0.046588,0.0547399,0.0262343,0.0602773,0.065006,0.03782,0.0345794,0,0.0174824,0,0.0343861,0.0136795,0.014715,0.0341635,0,0.0263623,0.046836,0.0392313,0,0,0.0183339,0,0,0.020722,0.0756627,0.0225636,0.020659,0.034708,0.0589402,0.0252573,0.0393672,0.0521398,0.0703963,0.0637531,0.0347715,0.0246167,0.0117537,0.0435448,0.0143998,0.0382666,0.00964844,0.00586699,0.0555229,0.0495457,0,0,0,0,0,0,0,0,0
127,0,0.0320834,0.060866,0,0,0,0.0477377,0,0.0258725,0.0695358,0,0,0,0,0.0198608,0,0.0435405,0.0630085,0.0245458,0.0379953,0.0311171,0,0,0.0513765,0.0371837,0.0247734,0.0463083,0.0545417,0.0261949,0.0604817,0.0651315,0.038049,0.0349341,0,0.0176706,0,0.0344321,0.0137053,0.0145687,0.0357622,0,0.0275954,0.0476089,0.0395089,0,0,0.0182655,0,0,0.0208603,0.0749124,0.0228193,0.0216768,0.0352649,0.058786,0.02501,0.0400459,0.0505466,0.06999,0.0642099,0.0356621,0.0252206,0.0132179,0.0445882,0.0127232,0.0384312,0.00966263,0.00572726,0.0557208,0.0491864,0,0,0,0,0,0,0,0,0
128,0,0.0321325,0.060896,0,0,0,0.0484539,0,0.0259795,0.0693208,0,0,0,0,0.0197502,0,0.0434221,0.0633083,0.0241765,0.0378568,0.0311935,0,0,0.0508493,0.0369111,0.0245493,0.0460985,0.0543502,0.0261865,0.0607111,0.065337,0.0381995,0.0351542,0,0.0183587,0,0.0344658,0.0137568,0.0143823,0.0364814,0,0.0287505,0.0483698,0.0396854,0,0,0.0181398,0,0,0.0207823,0.0742155,0.0240096,0.0226412,0.0355101,0.0585557,0.02476,0.0406539,0.0492551,0.0697354,0.0646237,0.0364712,0.0256112,0.014472,0.0454038,0.0126331,0.0385989,0.0096093,0.00560361,0.0558844,0.0488919,0,0,0,0,0,0,0,0,0
129,0,0.0321631,0.0609605,0,0,0,0.0492336,0,0.0259457,0.069312,0,0,0,0,0.0196718,0,0.0433446,0.0634706,0.0237967,0.0377019,0.0312368,0,0,0.0505764,0.036693,0.0243574,0.0459403,0.054186,0.0261166,0.0608394,0.0655163,0.0383207,0.035281,0,0.0190112,0,0.0344504,0.0137749,0.0142717,0.0372723,0,0.0292173,0.0488464,0.0398332,0,0,0.0180509,0,0,0.0207728,0.0739254,0.0251093,0.0232629,0.035862,0.0583603,0.0245192,0.0409644,0.0486143,0.0695798,0.0649921,0.0371344,0.025897,0.015196,0.0459474,0.0125897,0.0387382,0.00956386,0.00552644,0.0560058,0.0486656,0,0,0,0,0,0,0,0,0
130,0,0.032196,0.0610491,0,0,0,0.0503421,0,0.0257842,0.0694366,0,0,0,0,0.0196322,0,0.0433134,0.0636119,0.0233628,0.0374282,0.0311338,0,0,0.0503321,0.0365104,0.0242864,0.0458354,0.0541421,0.0261381,0.0609489,0.0656961,0.0383479,0.0353618,0,0.020049,0,0.0344286,0.0137868,0.0141969,0.0369373,0,0.0300201,0.0493588,0.0399356,0,0,0.0180123,0,0,0.0208327,0.0738894,0.0263024,0.0237233,0.035859,0.0583041,0.0243784,0.0410809,0.0481772,0.0693704,0.0652231,0.0376576,0.025811,0.0154269,0.0463178,0.0136036,0.0388794,0.00953208,0.0054372,0.0561007,0.0484626,0,0,0,0,0,0,0,0,0
131,0,0.0321795,0.0611736,0,0,0,0.0515988,0,0.0253886,0.0697239,0,0,0,0,0.0195974,0,0.0432999,0.0636181,0.022954,0.0370139,0.0308772,0,0,0.0502121,0.036338,0.0242644,0.0458009,0.0541406,0.026236,0.061059,0.0658385,0.0382639,0.0354608,0,0.021411,0,0.034375,0.0137801,0.0141708,0.0361613,0,0.0303717,0.0497371,0.040008,0,0,0.0179709,0,0,0.0209341,0.0741184,0.0269071,0.0238723,0.0356624,0.058385,0.0243142,0.0409037,0.0480327,0.0690858,0.0651203,0.0377916,0.0254241,0.0152725,0.0461237,0.0149528,0.0389793,0.00952675,0.00536711,0.0562163,0.0482499,0,0,0,0,0,0,0,0,0
132,0,0.0321235,0.0612879,0,0,0,0.0546565,0,0.024438,0.0700847,0,0,0,0,0.0195514,0,0.0432955,0.0631853,0.0218597,0.0364612,0.030021,0,0,0.0498397,0.0361549,0.0240348,0.0460561,0.0540899,0.0263733,0.0613596,0.0662024,0.0381522,0.035859,0,0.0247708,0,0.0343008,0.0137844,0.0141428,0.0359653,0,0.0297175,0.0497691,0.04003,0,0,0.0176924,0,0,0.021161,0.0745284,0.025814,0.0235642,0.035607,0.0583109,0.0242125,0.0402794,0.0483971,0.0687259,0.0645765,0.0374071,0.0249653,0.0145842,0.0456844,0.0152631,0.0391125,0.00963723,0.00548591,0.0563038,0.0481388,0,0,0,0,0,0,0,0,0
133,0,0.0320134,0.0613917,0,0,0,0.055526,0,0.0238015,0.0706097,0,0,0,0,0.0196291,0,0.0432451,0.0631629,0.0214561,0.0358107,0.0296192,0,0,0.0491752,0.0359438,0.0239129,0.04619,0.0541968,0.0265301,0.0611856,0.0661194,0.0379755,0.0358122,0,0.0255715,0,0.0341729,0.0137172,0.0141151,0.0347968,0,0.0296196,0.0497935,0.0400345,0,0,0.0177438,0,0,0.021201,0.0748359,0.0243592,0.0232751,0.0348572,0.0583598,0.0242635,0.0394251,0.0485186,0.0683098,0.0636891,0.0367824,0.0242027,0.0134967,0.0450971,0.0159868,0.0391583,0.00961998,0.0054052,0.0563988,0.0480061,0,0,0,0,0,0,0,0,0
134,0,0.031931,0.0615021,0,0,0,0.0566938,0,0.0229778,0.071045,0,0,0,0,0.0197773,0,0.0432507,0.0629446,0.0209897,0.0351081,0.0290267,0,0,0.0485757,0.0357174,0.0238195,0.0464796,0.0543268,0.0265827,0.0612098,0.0661351,0.0377766,0.0358519,0,0.0267235,0,0.0340579,0.0136958,0.0140705,0.0338788,0,0.0294732,0.0497447,0.0400413,0,0,0.0177816,0,0,0.0212779,0.0749253,0.0227812,0.0231344,0.0338945,0.0584549,0.0243297,0.0383984,0.0487564,0.0679421,0.0625993,0.0361562,0.0233541,0.0122407,0.0445489,0.0152951,0.039164,0.00965145,0.00536664,0.0565353,0.0478435,0,0,0,0,0,0,0,0,0
135,0,0.0319036,0.0616508,0,0,0,0.0581176,0,0.0220268,0.0712969,0,0,0,0,0.0199496,0,0.0432201,0.0626544,0.0205405,0.0343679,0.0283588,0,0,0.0479122,0.0353975,0.0238049,0.046902,0.0544998,0.0266356,0.0613051,0.0662548,0.0376551,0.0359829,0,0.0281197,0,0.0340185,0.0136874,0.0140218,0.0326776,0,0.0294884,0.0498047,0.0400491,0,0,0.0176783,0,0,0.021269,0.0747416,0.0210563,0.0232322,0.0330885,0.0585409,0.0244183,0.0373089,0.0488194,0.0675145,0.0614312,0.0359666,0.0228013,0.0114698,0.0441495,0.0143977,0.0391917,0.00967307,0.00532869,0.056716,0.0476774,0,0,0,0,0,0,0,0,0
136,0,0.0319214,0.0618507,0,0,0,0.0596778,0,0.020955,0.0712931,0,0,0,0,0.0198999,0,0.043039,0.0624327,0.0201944,0.0335253,0.0277672,0,0,0.0471251,0.0349214,0.0238566,0.0474161,0.0546322,0.026597,0.0614279,0.0664847,0.0374897,0.0361632,0,0.0296161,0,0.0340566,0.0136565,0.0139725,0.0308216,0,0.0290723,0.0500956,0.040106,0,0,0.0174756,0,0,0.0212083,0.0742355,0.0192765,0.0236597,0.0330156,0.0586888,0.0244423,0.0361899,0.0484842,0.0669838,0.0603069,0.0360165,0.022951,0.0114177,0.0438443,0.0137804,0.0392865,0.00966938,0.00525597,0.0569117,0.0475087,0,0,0,0,0,0,0,0,0
137,0,0.0319302,0.0620899,0,0,0,0.0612812,0,0.0198332,0.0709943,0,0,0,0,0.0198418,0,0.042788,0.0623355,0.0201197,0.0325256,0.0272787,0,0,0.0463041,0.0343122,0.0239945,0.0479799,0.0546888,0.0265191,0.0615857,0.0667777,0.0374327,0.0363439,0,0.0311155,0,0.0342187,0.0136128,0.0139238,0.028432,0,0.0281433,0.0506059,0.0402339,0,0,0.0173725,0,0,0.0212393,0.0735564,0.0178286,0.0243633,0.034205,0.058819,0.0244091,0.0352557,0.0476927,0.0663427,0.0594231,0.0357836,0.0239412,0.0118749,0.0436454,0.0133706,0.0394497,0.00967637,0.00514357,0.0571361,0.0472946,0,0,0,0,0,0,0,0,0
138,0,0.031921,0.0623368,0,0,0,0.0628191,0,0.0186605,0.0704409,0,0,0,0,0.0198626,0,0.0425825,0.0623468,0.020313,0.0315653,0.0269142,0,0,0.0456378,0.0336793,0.0241455,0.0486009,0.054662,0.0262946,0.0618099,0.0670613,0.037367,0.0365406,0,0.032534,0,0.0344577,0.0136383,0.0138377,0.0262913,0,0.0275552,0.0511572,0.040381,0,0,0.0173456,0,0,0.0213279,0.0732417,0.0166308,0.0250946,0.036316,0.0586811,0.024469,0.034944,0.0467277,0.065697,0.0591152,0.0351079,0.0255288,0.0126689,0.0434248,0.0136519,0.0396208,0.00969687,0.0050419,0.0574136,0.0471391,0,0,0,0,0,0,0,0,0
139,0,0.0319127,0.0624923,0,0,0,0.0642111,0,0.0174766,0.0696192,0,0,0,0,0.0199108,0,0.042403,0.062375,0.0205741,0.0306568,0.0266801,0,0,0.0455099,0.033112,0.0242678,0.0492948,0.054653,0.0259894,0.0619733,0.0672721,0.0371556,0.0366664,0,0.0335249,0,0.0347306,0.0137235,0.0137321,0.0245382,0,0.027232,0.0515028,0.0405474,0,0,0.0172238,0,0,0.0213706,0.07309,0.0154886,0.0254562,0.0381259,0.0580969,0.024646,0.0350191,0.046237,0.0652844,0.0592637,0.0343067,0.0270877,0.013324,0.0432438,0.0145535,0.0397076,0.00977409,0.00506301,0.0576455,0.0471163,0,0,0,0,0,0,0,0,0
140,0,0.0318897,0.0625429,0,0,0,0.0650682,0,0.016324,0.0687035,0,0,0,0,0.0199146,0,0.0422467,0.0622104,0.0213523,0.0298348,0.0265594,0,0,0.0455439,0.0326587,0.0243743,0.0501005,0.0547358,0.0256853,0.0620594,0.0673847,0.0367788,0.0367825,0,0.0338663,0,0.0349746,0.0137749,0.0136819,0.0225411,0,0.0268891,0.0514652,0.0407702,0,0,0.0171857,0,0,0.0214619,0.073085,0.0146159,0.0252229,0.0386601,0.0575431,0.0249914,0.0346016,0.0466272,0.065186,0.0590559,0.0337278,0.0279546,0.0134304,0.0431034,0.0164359,0.0396672,0.0098354,0.00514084,0.0578285,0.0472055,0,0,0,0,0,0,0,0,0
141,0,0.0317827,0.0625306,0,0,0,0.0662597,0,0.0150125,0.0673269,0,0,0,0,0.0198444,0,0.0420966,0.0617577,0.0236363,0.0288977,0.0269044,0,0,0.046006,0.0323101,0.0243175,0.0512136,0.0547256,0.0251481,0.0622562,0.0675449,0.0361244,0.037145,0,0.0345567,0,0.0351334,0.0140701,0.0132266,0.0204785,0,0.0261274,0.050846,0.0409262,0,0,0.0171324,0,0,0.0215717,0.0732131,0.0139328,0.0244961,0.0379753,0.0571478,0.0254165,0.0332795,0.047697,0.0652465,0.0577852,0.0333477,0.0277896,0.012788,0.0427232,0.0188288,0.0395151,0.00989067,0.00545455,0.0579141,0.0473786,0,0,0,0,0,0,0,0,0
