Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x74,x75,x76,x77,x73,LBL
195,0.0306903,0.0622178,0,0,0,0.0371482,0,0.0229674,0.0549499,0,0,0,0.0189535,0,0,0.0433563,0.0567419,0.0466041,0.0399288,0.0251818,0,0,0.0606778,0.0343943,0.0467447,0.0686542,0.0659854,0.0342218,0.0643312,0.0693216,0.0397627,0.0383236,0,0.028351,0,0.0368513,0.0128339,0.0122335,0.0245992,0,0.0286089,0.0598451,0.042349,0,0,0.0223701,0,0,0.0223642,0.0738595,0.0137537,0.02806,0.0317512,0.0478183,0.0354438,0.0304638,0.033131,0.0578896,0.055483,0.0329931,0.0275409,0.0155384,0.0411252,0.0121873,0.0352816,0.00993212,0.00978834,0.0599845,0.0433424,0,0,0,0,0,0,0,0,0
196,0.0307118,0.0624077,0,0,0,0.037895,0,0.0225862,0.0549575,0,0,0,0.0188134,0,0,0.0435882,0.0566938,0.0468732,0.0399723,0.0251194,0,0,0.0603287,0.0344589,0.0462932,0.0682885,0.065936,0.0338288,0.0644207,0.069702,0.0399668,0.0385463,0,0.0281432,0,0.0368899,0.0127049,0.0121072,0.0248621,0,0.028325,0.0600066,0.0422474,0,0,0.0222318,0,0,0.0223105,0.0739904,0.0136675,0.0281968,0.032018,0.0475539,0.0351901,0.0301443,0.0331518,0.0577137,0.0551937,0.0328854,0.0274986,0.0154129,0.0409273,0.0119303,0.0354239,0.00984154,0.00968302,0.0602824,0.0433049,0,0,0,0,0,0,0,0,0
197,0.030601,0.062461,0,0,0,0.0378172,0,0.0225087,0.0546734,0,0,0,0.0188216,0,0,0.0435705,0.0567606,0.046354,0.0400014,0.0253973,0,0,0.0601401,0.0345893,0.0463276,0.0681603,0.0657933,0.0336331,0.0641803,0.0696312,0.0401026,0.038568,0,0.0277165,0,0.0369451,0.0127956,0.0122108,0.0251351,0,0.0279224,0.0601389,0.0421921,0,0,0.0220025,0,0,0.022268,0.0741333,0.0134997,0.0281817,0.0321887,0.0477567,0.0349367,0.0299863,0.0332145,0.0576304,0.0550555,0.0327002,0.0273311,0.0151522,0.0407487,0.0116829,0.0356167,0.00981178,0.00954917,0.0603217,0.0434425,0,0,0,0,0,0,0,0,0
198,0.0303074,0.0623862,0,0,0,0.0369342,0,0.022697,0.0541318,0,0,0,0.0189967,0,0,0.0433154,0.0569141,0.0451038,0.0399896,0.0260478,0,0,0.0601115,0.0346037,0.0469639,0.0683362,0.0657225,0.033705,0.063713,0.0691211,0.0400776,0.0384112,0,0.0271798,0,0.0369908,0.0130631,0.012545,0.025383,0,0.0274192,0.0603106,0.0421497,0,0,0.021739,0,0,0.022269,0.0742398,0.0132919,0.0281209,0.0322931,0.0483785,0.034745,0.0299651,0.0333183,0.0576499,0.0549846,0.032439,0.0271233,0.014903,0.0406316,0.0115399,0.0358725,0.00990445,0.00939905,0.0601597,0.0436566,0,0,0,0,0,0,0,0,0
199,0.0302441,0.0622669,0,0,0,0.0356811,0,0.0231404,0.0534531,0,0,0,0.019328,0,0,0.0429459,0.0570424,0.0433671,0.0400213,0.0273094,0,0,0.0602467,0.0346139,0.0480519,0.0686793,0.0657973,0.0341674,0.0631567,0.0683189,0.0399662,0.0381366,0,0.0265779,0,0.0370546,0.0134573,0.012993,0.0256421,0,0.0268397,0.0603897,0.0421176,0,0,0.0214581,0,0,0.0222685,0.0742167,0.0130115,0.0279291,0.0324872,0.0489564,0.0345837,0.0301376,0.0333949,0.0577096,0.0550826,0.0321757,0.0268922,0.0149578,0.0405489,0.0115965,0.0361349,0.010028,0.00924326,0.0598774,0.0438715,0,0,0,0,0,0,0,0,0
200,0.030333,0.0621546,0,0,0,0.0341137,0,0.0236064,0.0527235,0,0,0,0.0198128,0,0,0.0423625,0.0570908,0.0412587,0.0401385,0.0289565,0,0,0.0605004,0.0345902,0.0491668,0.0690209,0.0659535,0.03482,0.0627297,0.0676442,0.0399476,0.0380482,0,0.0266043,0,0.0371491,0.0139701,0.013605,0.0273399,0,0.0265927,0.0604764,0.0422834,0,0,0.0210836,0,0,0.0223775,0.0739415,0.013075,0.0278163,0.0321153,0.0495067,0.0344028,0.0299549,0.0339734,0.0580313,0.055214,0.0314023,0.0274009,0.0153502,0.0397491,0.0104714,0.0364068,0.0100897,0.00910745,0.0595395,0.0439972,0,0,0,0,0,0,0,0,0
201,0.0303499,0.0622277,0,0,0,0.0344074,0,0.0232819,0.0521786,0,0,0,0.0196778,0,0,0.0424582,0.0568867,0.0402109,0.0405473,0.0277374,0,0,0.0607956,0.034831,0.0497415,0.0699806,0.0662714,0.0349509,0.0631342,0.0678396,0.0399451,0.038765,0,0.0250238,0,0.0371136,0.0139158,0.0138085,0.0289689,0,0.0256896,0.0602018,0.0421588,0,0,0.0209835,0,0,0.0224278,0.0739572,0.0122638,0.0272655,0.0315671,0.0492253,0.0342523,0.0292064,0.0342123,0.0578544,0.0546447,0.0314618,0.0283205,0,0.0395627,0.00922612,0.0364612,0.0101336,0.00908659,0.0595135,0.0440323,0,0,0,0,0,0,0,0,0
202,0.0303237,0.0623654,0,0,0,0.0345311,0,0.0232932,0.0519009,0,0,0,0.0196804,0,0,0.0424571,0.0566893,0.0394083,0.0407596,0.0266653,0,0,0.0608211,0.0347886,0.0502047,0.0707028,0.0665442,0.035042,0.0634486,0.0679079,0.0400211,0.0395116,0,0.023283,0,0.0371406,0.0138921,0.0138448,0.0280908,0,0.0253063,0.0605743,0.0421515,0,0,0.0208764,0,0,0.0224312,0.0735688,0.0127072,0.0272141,0.032013,0.0488966,0.0341402,0.0296431,0.0343943,0.0580359,0.0547841,0.0307403,0.027353,0.0145893,0.0388308,0.0110257,0.0365063,0.0100531,0.00902923,0.0595619,0.0438175,0,0,0,0,0,0,0,0,0
203,0.0304295,0.0625191,0,0,0,0.0343058,0,0.023366,0.0515593,0,0,0,0.0196556,0,0,0.042421,0.0564427,0.0385,0.0411775,0.0257011,0,0,0.0608563,0.0348879,0.0503823,0.0710844,0.0665982,0.0349879,0.0637999,0.0680431,0.0400573,0.0402175,0,0.0213963,0,0.037185,0.0138568,0.0138827,0.028437,0,0.0246117,0.0604709,0.0421466,0,0,0.0207871,0,0,0.0225017,0.0734591,0.0127501,0.0267663,0.0320567,0.0484568,0.0339645,0.0294683,0.0345769,0.0581037,0.0545952,0.0303663,0.0273815,0.0146526,0.0384169,0.0115233,0.0365398,0.0100627,0.00900353,0.0595626,0.0438372,0,0,0,0,0,0,0,0,0
204,0.030712,0.0627176,0,0,0,0.0326822,0,0.0232194,0.0514763,0,0,0,0.0197104,0,0,0.0424302,0.0561003,0.0376335,0.0416392,0.0250124,0,0,0.0609142,0.0348161,0.0502418,0.0710022,0.066486,0.0348955,0.0639246,0.0680346,0.0397748,0.0404422,0,0.020548,0,0.0372824,0.0137843,0.0139839,0.0286508,0,0.0239546,0.0603253,0.0421302,0,0,0.0206999,0,0,0.022536,0.0734085,0.0129354,0.0264286,0.0318927,0.0479877,0.0337183,0.0291613,0.0347216,0.0581889,0.0544938,0.0298982,0.0273123,0.0147375,0.0380076,0.0122825,0.0366348,0.0101033,0.00894719,0.0596442,0.0437254,0,0,0,0,0,0,0,0,0
205,0.0307198,0.0628458,0,0,0,0.030463,0,0.022548,0.0515039,0,0,0,0.0197681,0,0,0.0424368,0.0558187,0.0365081,0.0420513,0.0244271,0,0,0.0613338,0.0348158,0.0497208,0.0706891,0.0661362,0.0341286,0.0637354,0.0679116,0.0392002,0.0399686,0,0.0202144,0,0.0373543,0.0137603,0.0140451,0.0290417,0,0.0232488,0.0600505,0.042098,0,0,0.0205551,0,0,0.0224364,0.0733674,0.0131482,0.0260655,0.0318473,0.0473981,0.0334242,0.0287896,0.0348999,0.0582378,0.0542678,0.0293244,0.0272798,0.0146175,0.0374862,0.0130541,0.0367823,0.0100518,0.00883914,0.0597157,0.04373,0,0,0,0,0,0,0,0,0
206,0.0304454,0.0629418,0,0,0,0.0283048,0,0.0220424,0.051555,0,0,0,0.0197439,0,0,0.042383,0.0556038,0.0353012,0.0423218,0.0242354,0,0,0.0618663,0.0349591,0.0488078,0.0702769,0.0656341,0.0327762,0.0631882,0.0675814,0.0384965,0.0389074,0,0.0204561,0,0.0375244,0.0138037,0.0140149,0.029421,0,0.0224419,0.0597204,0.0420623,0,0,0.0204037,0,0,0.0223841,0.0732797,0.0135046,0.025831,0.0320296,0.0467413,0.0330996,0.0284966,0.0351415,0.0582892,0.0539969,0.0289342,0.0272947,0.0144548,0.0368101,0.0140783,0.0369565,0.010037,0.00868464,0.0597717,0.0439304,0,0,0,0,0,0,0,0,0
207,0.0302684,0.0630685,0,0,0,0.0266259,0,0.0220157,0.0515991,0,0,0,0.0197072,0,0,0.042337,0.0554384,0.0344026,0.0424712,0.0244822,0,0,0.0623752,0.0351109,0.0476307,0.0699145,0.0651621,0.0314435,0.0626173,0.067207,0.037879,0.0377615,0,0.0207905,0,0.0376012,0.0138767,0.0139762,0.0296066,0,0.0215823,0.0592588,0.0419878,0,0,0.0202023,0,0,0.0224182,0.0732087,0.0140426,0.0256196,0.0322733,0.0461398,0.0327551,0.0281943,0.0354067,0.0583654,0.0536837,0.0286308,0.0273351,0.0142853,0.0360496,0.0156015,0.0371328,0.01005,0.00863115,0.0598425,0.0442819,0,0,0,0,0,0,0,0,0
208,0.0302119,0.0631787,0,0,0,0.0262597,0,0.0218363,0.0513975,0,0,0,0.0196304,0,0,0.0423134,0.0554831,0.0336909,0.0423169,0.0247507,0,0,0.0628205,0.0353179,0.0466119,0.0697652,0.0647893,0.0303055,0.0623921,0.0670862,0.037489,0.0372727,0,0.020831,0,0.037534,0.0139546,0.0139214,0.0296255,0,0.0206686,0.0586727,0.0419246,0,0,0.0199501,0,0,0.0225564,0.0730971,0.0147401,0.0254958,0.0326251,0.0458821,0.0324303,0.0278072,0.0357619,0.0584305,0.0532375,0.0282449,0.0272886,0.0141392,0.0353578,0.017576,0.0373246,0.0100429,0.00864361,0.0598894,0.0446872,0,0,0,0,0,0,0,0,0
209,0.0302748,0.0632218,0,0,0,0.0264724,0,0.0214979,0.0510928,0,0,0,0.0196016,0,0,0.0422701,0.0556734,0.0333703,0.0419561,0.0246655,0,0,0.0630865,0.0355953,0.0458342,0.0695361,0.0643622,0.029395,0.0625634,0.0671872,0.0372852,0.0375427,0,0.0211387,0,0.0374272,0.0138751,0.0139585,0.0295019,0,0.0197007,0.0579685,0.0417879,0,0,0.0197679,0,0,0.0226014,0.0729931,0.0156986,0.0253351,0.0327712,0.0458518,0.0322814,0.0273162,0.0361547,0.0586404,0.0529787,0.0274758,0.02701,0.0139438,0.0345329,0.0202227,0.037432,0.0100567,0.00863543,0.0598606,0.045062,0,0,0,0,0,0,0,0,0
210,0.030392,0.0631887,0,0,0,0.0269074,0,0.020946,0.05062,0,0,0,0.0195618,0,0,0.0422372,0.0559412,0.0335131,0.0415264,0.0241811,0,0,0.0631144,0.0359401,0.045322,0.0692069,0.0638368,0.0286626,0.0628248,0.0672247,0.0368839,0.0381191,0,0.0213996,0,0.0372938,0.0137883,0.0140017,0.0296359,0,0.018849,0.0570331,0.041631,0,0,0.0196918,0,0,0.0226324,0.0727429,0.0170374,0.0249814,0.0327855,0.0461073,0.032302,0.026853,0.0366299,0.0589007,0.0526528,0.026238,0.0264552,0.0136116,0.0336341,0.0234515,0.0373878,0.0100926,0.00870091,0.0597013,0.045454,0,0,0,0,0,0,0,0,0
211,0.0304367,0.06316,0,0,0,0.0276135,0,0.0204315,0.050061,0,0,0,0.0195276,0,0,0.0422142,0.0560985,0.0338695,0.0411494,0.0239034,0,0,0.0629273,0.0363467,0.0449842,0.068826,0.0633529,0.0281439,0.0627953,0.0669298,0.0362469,0.0384906,0,0.0211421,0,0.0371216,0.0137203,0.014024,0.0301195,0,0.0180899,0.0559841,0.0415201,0,0,0.0196887,0,0,0.0227217,0.0723761,0.0188476,0.0245226,0.0327929,0.0467013,0.0324031,0.0262936,0.0372602,0.0593557,0.0523612,0.0252977,0.0254863,0.0131487,0.0327032,0.0271391,0.0372664,0.0101715,0.00883048,0.0595071,0.0460803,0,0,0,0,0,0,0,0,0
212,0.0304671,0.0630196,0,0,0,0.0280072,0,0.0200325,0.0495075,0,0,0,0.0195605,0,0,0.0422701,0.0560204,0.034162,0.0410093,0.0241145,0,0,0.0625781,0.0368023,0.044661,0.0684305,0.0629678,0.0279869,0.0623721,0.066366,0.0355911,0.0384702,0,0.0204821,0,0.0368573,0.013685,0.0140414,0.0308352,0,0.0174594,0.0548804,0.0414208,0,0,0.0198742,0,0,0.0228659,0.0718851,0.0212249,0.0240181,0.0329162,0.0476997,0.0326077,0.0259705,0.0380713,0.0600645,0.052068,0.0252008,0.0241893,0.0126214,0.0318768,0.031184,0.0370668,0.0103305,0.00906895,0.0592936,0.0468108,0,0,0,0,0,0,0,0,0
213,0.0305474,0.0627594,0,0,0,0.0280098,0,0.0198995,0.0489911,0,0,0,0.019633,0,0,0.0423905,0.0558439,0.033764,0.04119,0.0244328,0,0,0.0624567,0.0373767,0.044262,0.0679364,0.0626277,0.0276397,0.0617954,0.0658551,0.0351537,0.0381324,0,0.0197065,0,0.0365404,0.0135844,0.014165,0.0313932,0,0.0168889,0.0536186,0.0413718,0,0,0.0200664,0,0,0.0227505,0.0714031,0.0238879,0.0232526,0.0330319,0.0487183,0.032897,0.025939,0.0390115,0.0609638,0.0522653,0.0253747,0.0228562,0.0121925,0.0310349,0.0355865,0.0367385,0.0103351,0.00936672,0.0589811,0.0473474,0,0,0,0,0,0,0,0,0
214,0.0307362,0.0624581,0,0,0,0.027772,0,0.0200275,0.0484751,0,0,0,0.0197457,0,0,0.042532,0.0557713,0.032775,0.04165,0.024432,0,0,0.0627963,0.0380121,0.0439134,0.0674072,0.062369,0.0270496,0.0614391,0.0655658,0.0349162,0.0377072,0,0.0190676,0,0.0361788,0.0134754,0.0143132,0.0314644,0,0.0163064,0.0522812,0.0413642,0,0,0.0202514,0,0,0.0225112,0.0710251,0.0267265,0.022376,0.03296,0.0494272,0.0332957,0.0259595,0.0399609,0.0619793,0.0527774,0.0254036,0.0217064,0.0118586,0.030031,0.0402039,0.0363472,0.0102066,0.00972909,0.0585941,0.0477092,0,0,0,0,0,0,0,0,0
215,0.0311333,0.0621283,0,0,0,0.0273559,0,0.0202294,0.0480806,0,0,0,0.0199441,0,0,0.0426674,0.0556862,0.031326,0.0423959,0.0243227,0,0,0.063638,0.0387159,0.0435396,0.0668417,0.0622718,0.0263945,0.0613125,0.0656069,0.0349348,0.0373497,0,0.0184487,0,0.0357803,0.0133756,0.0144884,0.0310511,0,0.0156991,0.0510068,0.0413083,0,0,0.0206018,0,0,0.0224364,0.0707775,0.0294825,0.0215758,0.0326048,0.0497726,0.0338005,0.0264131,0.0409174,0.0631217,0.0533505,0.0251027,0.0209245,0.0117367,0.0290791,0.0447884,0.0359004,0.0102593,0.0101067,0.0581262,0.0480001,0,0,0,0,0,0,0,0,0
216,0.0312544,0.0616854,0,0,0,0.0270784,0,0.0204578,0.0478928,0,0,0,0.0201703,0,0,0.0427926,0.0554788,0.0295767,0.0432942,0.0244429,0,0,0.0646533,0.0395728,0.042998,0.0662467,0.0621779,0.0257955,0.0612942,0.0657793,0.0351905,0.0370942,0,0.017748,0,0.0354144,0.0132369,0.0148134,0.0306427,0,0.0152265,0.0501015,0.0411876,0,0,0.0210979,0,0,0.0223402,0.0707516,0.0319962,0.0208896,0.0319579,0.0503879,0.0344122,0.0272218,0.0419327,0.064384,0.0540723,0.024839,0.0204238,0.011605,0.0283104,0.0492167,0.0353992,0.0102515,0.0105523,0.0575906,0.048236,0,0,0,0,0,0,0,0,0
217,0.0314008,0.0612944,0,0,0,0.0268759,0,0.0205809,0.048028,0,0,0,0.0205201,0,0,0.0430057,0.0550588,0.0283798,0.0442713,0.0248265,0,0,0.0658066,0.0405731,0.0423621,0.0656914,0.0619572,0.0251962,0.0614184,0.0660547,0.0355371,0.037056,0,0.0173667,0,0.035039,0.0131036,0.0152165,0.0296717,0,0.0153964,0.0495503,0.0409898,0,0,0.0215729,0,0,0.0223402,0.0708946,0.0345494,0.0202384,0.0311086,0.0512427,0.0348391,0.0284643,0.04293,0.0657919,0.0551302,0.0243817,0.020074,0.0113056,0.0278978,0.0536279,0.0348713,0.0102874,0.0109651,0.0571524,0.0484105,0,0,0,0,0,0,0,0,0
218,0.0316409,0.061024,0,0,0,0.0266917,0,0.0207843,0.0484946,0,0,0,0.020979,0,0,0.0433024,0.054609,0.0275121,0.0450445,0.0252964,0,0,0.066889,0.041636,0.0417165,0.0651567,0.0616121,0.0245978,0.0616038,0.0663738,0.0358424,0.0370891,0,0.0173365,0,0.0346578,0.0130308,0.0156172,0.0282931,0,0.0160895,0.0492339,0.0407592,0,0,0.0220013,0,0,0.022345,0.0709921,0.0369377,0.0197,0.030179,0.0522669,0.0350218,0.0299484,0.0439479,0.0672774,0.0564246,0.0237369,0.0198688,0.0109668,0.0276173,0.0576453,0.0344038,0.0102128,0.0112897,0.0569058,0.0487836,0,0,0,0,0,0,0,0,0
219,0.0317348,0.0607634,0,0,0,0.0264478,0,0.021117,0.0491477,0,0,0,0.021428,0,0,0.0434569,0.0542697,0.0268136,0.0455327,0.0256964,0,0,0.0677193,0.0427791,0.0411255,0.0646764,0.0611996,0.0241172,0.0617089,0.0665654,0.0360678,0.0370496,0,0.0175303,0,0.0343831,0.0130176,0.0158991,0.0265533,0,0.0167773,0.0489491,0.0405583,0,0,0.0223498,0,0,0.0223982,0.0710172,0.0389593,0.0192154,0.0294971,0.0534279,0.0350467,0.0314025,0.0450806,0.0687878,0.057748,0.022795,0.0197359,0.0105082,0.0273359,0.0614012,0.0340751,0.0101843,0.0114257,0.0568028,0.0493424,0,0,0,0,0,0,0,0,0
220,0.0318383,0.0605095,0,0,0,0.0263302,0,0.0214382,0.0498243,0,0,0,0.0218662,0,0,0.0435305,0.0540657,0.0265579,0.0457724,0.0260051,0,0,0.068134,0.0439319,0.0404997,0.064222,0.0607105,0.0238929,0.0617362,0.0666406,0.0362076,0.0369788,0,0.0176279,0,0.0342213,0.0130363,0.0160602,0.0246635,0,0.0175503,0.0484817,0.0403139,0,0,0.0227176,0,0,0.022421,0.0710481,0.0407331,0.0185511,0.0291938,0.0544676,0.0349834,0.0326509,0.0463266,0.0700365,0.0588501,0.0217882,0.0196184,0.00991185,0.0270757,0.0655084,0.033883,0.0101565,0.0114291,0.0566982,0.0496323,0,0,0,0,0,0,0,0,0
221,0.0319997,0.0604183,0,0,0,0.0265429,0,0.0216987,0.0504883,0,0,0,0.0222201,0,0,0.0435551,0.0539206,0.026548,0.0458343,0.0261597,0,0,0.0680631,0.0449462,0.0399088,0.0638196,0.0603037,0.0238034,0.0617121,0.0666464,0.0362392,0.036869,0,0.017402,0,0.0341373,0.0130548,0.0161553,0.0237979,0,0.0186951,0.0478452,0.0400456,0,0,0.0230348,0,0,0.0224889,0.0710753,0.0430265,0.017797,0.0290471,0.0555264,0.0347929,0.0335636,0.0474369,0.0709906,0.0594751,0.0219532,0.0197026,0.009596,0.0269303,0.0701846,0.0337225,0.0100451,0.0114158,0.0566202,0.0499581,0,0,0,0,0,0,0,0,0
222,0.0320233,0.0604804,0,0,0,0.0270793,0,0.0219407,0.0511686,0,0,0,0.0225138,0,0,0.0435695,0.0538702,0.0266454,0.0458071,0.0262228,0,0,0.0674897,0.0457768,0.0394275,0.0634814,0.0599774,0.0237712,0.061604,0.0666164,0.0362027,0.036768,0,0.0166576,0,0.0340856,0.0131143,0.0161284,0.023955,0,0.0203457,0.047085,0.0398855,0,0,0.023115,0,0,0.0227574,0.0711029,0.0454914,0.0171092,0.0288057,0.0564465,0.0345259,0.0340738,0.0482688,0.0716299,0.059652,0.0221377,0.0199136,0.00967286,0.0270873,0.0742566,0.0337605,0.0100523,0.0113536,0.0565418,0.0503536,0,0,0,0,0,0,0,0,0
223,0.0320775,0.0606271,0,0,0,0.0277862,0,0.0221993,0.0519387,0,0,0,0.0228132,0,0,0.0435989,0.0538831,0.0267469,0.0457836,0.026232,0,0,0.0665419,0.0464132,0.0390669,0.063153,0.0596873,0.0239104,0.0616349,0.0665948,0.0361212,0.036659,0,0.0153965,0,0.0339876,0.0132243,0.0159524,0.0243563,0,0.0209709,0.0464298,0.039753,0,0,0.0228238,0,0,0.0230687,0.0711088,0.0467834,0.0165666,0.0287131,0.0569147,0.0343133,0.0343205,0.0488104,0.0720335,0.0597133,0.0220643,0.020084,0.00973271,0.0272504,0.0756971,0.0339548,0.0101184,0.0113486,0.0564628,0.0508223,0,0,0,0,0,0,0,0,0
224,0.0320032,0.0608233,0,0,0,0.0287848,0,0.0224132,0.0525329,0,0,0,0.0228435,0,0,0.043693,0.0540604,0.0267334,0.0457471,0.0262708,0,0,0.0657558,0.0468321,0.0387825,0.0628121,0.0594092,0.0241975,0.0617319,0.0666098,0.0361655,0.0365834,0,0.0141442,0,0.0339867,0.0132778,0.0158973,0.0225494,0,0,0.0456924,0.039628,0,0,0.0226719,0,0,0.023083,0.0713404,0.0483273,0.0159083,0.0289138,0.0569328,0.0341538,0.0343347,0.0491688,0.0723066,0.0596387,0.0228301,0.0200458,0.00856798,0.0280571,0.0724603,0.0340518,0.0101678,0.0113145,0.056397,0.0513264,0,0,0,0,0,0,0,0,0
225,0.0324087,0.0610684,0,0,0,0.0298123,0,0.0226274,0.0534699,0,0,0,0.0227037,0,0,0.04375,0.0542747,0.0265003,0.0457504,0.0262652,0,0,0.0649684,0.0467666,0.0384492,0.0624184,0.0592561,0.0245964,0.0617354,0.0665809,0.0362484,0.0364804,0,0.0127824,0,0.0339921,0.0133827,0.015715,0.0222572,0,0,0.045197,0.039567,0,0,0.0225132,0,0,0.0229882,0.0715529,0.0474187,0.0155201,0.0294463,0.0567014,0.0339888,0.0345994,0.0495031,0.0725734,0.0597188,0.0235792,0.019887,0.00841918,0.0280466,0.0707849,0.0341606,0.0102503,0.0112459,0.0564333,0.0513308,0,0,0,0,0,0,0,0,0
226,0.0325873,0.0613307,0,0,0,0.0308754,0,0.0227779,0.0545672,0,0,0,0.0224775,0,0,0.0438331,0.0544449,0.0260439,0.0457938,0.026299,0,0,0.0643668,0.0464104,0.038042,0.0619204,0.0591567,0.0248161,0.0616908,0.0666716,0.0363132,0.0363858,0,0.0113749,0,0.0340048,0.0135024,0.0155161,0.0215511,0,0,0.0448636,0.0397113,0,0,0.0224292,0,0,0.0231001,0.0719641,0.0462776,0.015279,0.030069,0.0563226,0.033817,0.0348797,0.0497739,0.0728142,0.0597011,0.0236656,0.0195166,0.00801529,0.0284114,0.0691235,0.0342043,0.0102328,0.0112483,0.0565166,0.0513114,0,0,0,0,0,0,0,0,0
227,0.0326073,0.0615018,0,0,0,0.0320093,0,0.0229208,0.0557673,0,0,0,0.0222063,0,0,0.0438874,0.0545144,0.025477,0.0458334,0.0263216,0,0,0.0639587,0.0458707,0.0375779,0.0613686,0.059068,0.024654,0.0616359,0.0666427,0.036248,0.0362016,0,0.00996402,0,0.0339938,0.0135072,0.0154043,0.020955,0,0,0.0446452,0.0399378,0,0,0.0224359,0,0,0.0231559,0.0725305,0.0453541,0.015043,0.0307029,0.056134,0.0337155,0.0351069,0.0500233,0.0729959,0.059695,0.023584,0.0190676,0.00754108,0.0289223,0.0678967,0.034142,0.010274,0.0112783,0.0565527,0.0510881,0,0,0,0,0,0,0,0,0
228,0.0326141,0.061346,0,0,0,0.0331043,0,0.0231138,0.0570161,0,0,0,0.0219183,0,0,0.0439098,0.0544038,0.0248647,0.0458886,0.0262981,0,0,0.0637535,0.0452644,0.0370686,0.0607619,0.0590358,0.0240956,0.0614448,0.0664299,0.0362594,0.0359025,0,0.008585,0,0.0339517,0.0134792,0.0153239,0.0206198,0,0,0.0444407,0.0400906,0,0,0.0224353,0,0,0.0229885,0.0732464,0.0447683,0.0147375,0.0311832,0.0558489,0.0338424,0.0351779,0.0501939,0.0731634,0.0597256,0.0240182,0.0187743,0.0071505,0.0293751,0.0670595,0.0340262,0.0101994,0.0112955,0.0563522,0.0511243,0,0,0,0,0,0,0,0,0
229,0.0326183,0.0611293,0,0,0,0.0339749,0,0.0232816,0.0582531,0,0,0,0.0216375,0,0,0.0438954,0.0541122,0.0243446,0.0458135,0.0263043,0,0,0.0635679,0.0445801,0.0364159,0.0600231,0.0589924,0.0242061,0.0612509,0.0662715,0.0363097,0.0356557,0,0.00753251,0,0.0338782,0.0134346,0.0152636,0.0228255,0,0.0218497,0.0441975,0.0402205,0,0,0.0224955,0,0,0.0228832,0.0737837,0.0431481,0.0145219,0.031602,0.0558644,0.0340543,0.0352567,0.0504038,0.0733267,0.0598082,0.0233573,0.0188753,0.00782911,0.0283404,0.0686035,0.0338851,0.0100565,0.011464,0.0561559,0.0512571,0,0,0,0,0,0,0,0,0
230,0.0325295,0.0612089,0,0,0,0.0334816,0,0.0223146,0.0616783,0,0,0,0.0213811,0,0,0.0440198,0.0512739,0.0249119,0,0.0237257,0,0,0.0665719,0.0453631,0.0373413,0.0611979,0.0619871,0.0274996,0.0583586,0.0630945,0.0338975,0.033859,0,0.00723559,0,0.0341383,0.0134334,0.0154431,0.0226535,0,0.0225326,0.0440769,0.0396228,0,0,0.0217894,0,0,0.0226609,0.0755192,0.0423561,0.0132417,0.032667,0.0551442,0.0320607,0.0345686,0.0499552,0.0725123,0.0586218,0.0232617,0.0189006,0.0074931,0.0287071,0.0673804,0.0348611,0.00977751,0.0107439,0.0559891,0.0514282,0,0,0,0,0,0,0,0,0
231,0.0323856,0.0607817,0,0,0,0.0352965,0,0.0235807,0.0602587,0,0,0,0.0215097,0,0,0.0440345,0.0532818,0.0236235,0.0454508,0.0263347,0,0,0.0636593,0.0438721,0.0349164,0.0584772,0.0588266,0.0247539,0.0609148,0.0659909,0.036448,0.0353248,0,0.00600932,0,0.0334834,0.0135301,0.0150727,0.0229598,0,0.0227334,0.0434172,0.040449,0,0,0.0225408,0,0,0.0230804,0.0746304,0.0426796,0.0137726,0.0311665,0.05616,0.0343148,0.0355135,0.0507758,0.0734809,0.0595979,0.0228229,0.0189066,0.00750505,0.0286855,0.067858,0.0337115,0.0102182,0.0120097,0.0558993,0.0512606,0,0,0,0,0,0,0,0,0
232,0.0321501,0.0607687,0,0,0,0.0364179,0,0.023013,0.0622413,0,0,0,0.0213245,0,0,0.0440995,0.0528598,0.0232233,0.0465083,0.0254872,0,0,0.0636354,0.0437159,0.0344121,0.0581898,0.0596481,0,0.0599161,0.0648885,0.0355189,0.0345434,0,0.00567182,0,0.0333918,0.0134395,0.015231,0.0229438,0,0.0226788,0.0444049,0.0404107,0,0,0.0227615,0,0,0.0230524,0.074449,0.0427136,0.0133773,0.0305739,0.0558833,0.0340541,0.035744,0.051064,0.0735642,0.0598296,0.0229916,0.0188593,0.00719308,0.0286735,0.067763,0.0336458,0.010213,0.0117248,0.0560104,0.0513763,0,0,0,0,0,0,0,0,0
