Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x74,x75,x76,x77,x73,LBL
All Timesteps RMSE,0.032133,0.0607958,0,0,0,0.0382221,0,0.0200925,0.057457,0,0,0,0.0206766,0,0,0.0426505,0.0569456,0.035168,0.0375599,0.0262914,0,0,0.059387,0.0401527,0.0385797,0.061916,0.0617436,0.0287185,0.0615805,0.0655915,0.0360759,0.0385004,0,0.0303223,0,0.0343252,0.0132822,0.014252,0.0206523,0,0.025469,0.0519054,0.0411709,0,0,0.021996,0,0,0.0230836,0.0726309,0.028025,0.0235661,0.0316473,0.0553902,0.0342395,0.0327719,0.0456833,0.0662023,0.0574208,0.0288246,0.0254877,0.0128201,0.0361446,0.0418269,0.0344491,0.0101324,0.00988793,0.0568839,0.0482991,0,0,0,0,0,0,0,0,0
0,0.0322897,0.0599209,0,0,0,0.0418963,0,0.0217495,0.0699993,0,0,0,0.0222989,0,0,0.0424693,0.0568258,0.0232619,0.0399873,0.0293935,0,0,0.0572819,0.0447481,0.0276954,0.0498058,0.057277,0.0277512,0.0604043,0.065631,0.0389922,0.0354018,0,0.00675831,0,0.0324239,0.0130648,0.0156658,0.0186553,0,0.0261164,0.0447949,0.0413045,0,0,0.0204696,0,0,0.0237751,0.0770043,0.0447559,0.0192904,0.0295502,0.0606028,0.0322108,0.0369129,0.0575625,0.0752104,0.0602087,0.0230639,0.022689,0.00905991,0.0281969,0.0608083,0.033546,0.00932151,0.00917972,0.0549276,0.0513854,0,0,0,0,0,0,0,0,0
1,0.0318928,0.0604167,0,0,0,0.0414357,0,0.0220323,0.070387,0,0,0,0.0223076,0,0,0.042317,0.057207,0.02364,0.0398805,0.0297278,0,0,0.0568024,0.0447127,0.0273875,0.0491985,0.0571112,0.0276107,0.0601812,0.0652217,0.0388645,0.0353999,0,0.00607095,0,0.032257,0.0130748,0.015546,0.0185164,0,0.0263461,0.0449053,0.0408473,0,0,0.0203882,0,0,0.0237035,0.0770756,0.0452604,0.0192766,0.029316,0.0604382,0.0321862,0.0370935,0.0583616,0.0750732,0.0604551,0.0234955,0.0227923,0.00896479,0.0285618,0.0609719,0.0336649,0.00927468,0.00908983,0.0551518,0.0511901,0,0,0,0,0,0,0,0,0
2,0.0318392,0.0605211,0,0,0,0.0408191,0,0.0223151,0.0707884,0,0,0,0.022269,0,0,0.0423374,0.0577212,0.0239079,0.0397292,0.0300122,0,0,0.0564439,0.044649,0.0270125,0.0489368,0.0569658,0.0276145,0.0600015,0.0649608,0.0384026,0.0352537,0,0.00559704,0,0.0322326,0.0131285,0.0153902,0.0179761,0,0.0264131,0.0452077,0.0407615,0,0,0.0203954,0,0,0.0236595,0.077057,0.0445643,0.019268,0.0290501,0.0604218,0.032057,0.037212,0.0589385,0.0749269,0.060658,0.0238832,0.0227875,0.00880725,0.029084,0.059925,0.0336372,0.00929269,0.00903391,0.0550088,0.0510543,0,0,0,0,0,0,0,0,0
3,0.0317703,0.0606156,0,0,0,0.0417224,0,0.0222323,0.0709648,0,0,0,0.0221671,0,0,0.0423259,0.0581339,0.0234028,0.0396574,0.0301125,0,0,0.0563422,0.0446625,0.0268883,0.0489963,0.0568276,0.0276929,0.0601864,0.0651073,0.0384415,0.0354316,0,0.0062757,0,0.03231,0.0131832,0.0155624,0.016914,0,0.0265837,0.0458655,0.0407457,0,0,0.0204793,0,0,0.0236655,0.0767267,0.0446087,0.018787,0.0290749,0.0600191,0.0314919,0.036918,0.0587344,0.074361,0.0606039,0.0243245,0.0226577,0.00862512,0.0296226,0.0583596,0.0336577,0.00912566,0.00870062,0.0548855,0.0509111,0,0,0,0,0,0,0,0,0
4,0.0319653,0.0605028,0,0,0,0.0418966,0,0.0222357,0.0715066,0,0,0,0.0218997,0,0,0.0426792,0.0580603,0.0245421,0.0395677,0.02943,0,0,0.055721,0.0443097,0.0260226,0.0485405,0.05678,0.0277027,0.0602089,0.0652406,0.0384798,0.0354207,0,0.00609749,0,0.0323197,0.0128298,0.01489,0.016502,0,0.0257619,0.0457861,0.0408726,0,0,0.0205561,0,0,0.0236885,0.0769057,0.0414452,0.019284,0.0283239,0.0601224,0.0313998,0.0374331,0.059354,0.0743172,0.0610964,0.0250246,0.0227492,0.0083708,0.0306411,0.0543765,0.0334877,0.00922526,0.00886583,0.0546948,0.0506347,0,0,0,0,0,0,0,0,0
5,0.0319933,0.0606444,0,0,0,0.0423386,0,0.0222374,0.0716836,0,0,0,0.0216585,0,0,0.0428305,0.0582654,0.0246891,0.0395157,0.0291323,0,0,0.0554306,0.0441838,0.0256212,0.048008,0.0566482,0.0277921,0.0603659,0.0653147,0.0386607,0.0355157,0,0.00650125,0,0.0324316,0.0127368,0.0146434,0.0160951,0,0.0252815,0.0462068,0.0407631,0,0,0.0206642,0,0,0.0236138,0.076782,0.0392395,0.0192502,0.0281746,0.0597713,0.0312239,0.0374435,0.0590227,0.0737354,0.0612995,0.0260076,0.0226288,0.00810801,0.0318465,0.0500264,0.0334433,0.00925087,0.0087728,0.0547532,0.0504141,0,0,0,0,0,0,0,0,0
6,0.0320407,0.0607722,0,0,0,0.0426343,0,0.0223477,0.0718073,0,0,0,0.0214225,0,0,0.0429101,0.0585152,0.0246308,0.0394885,0.0289354,0,0,0.0550671,0.0440166,0.0253291,0.0476305,0.0564802,0.0278305,0.0604995,0.0653854,0.0387919,0.0354801,0,0.00688254,0,0.0325215,0.0125999,0.014407,0.0165262,0,0.0248669,0.0467976,0.0407073,0,0,0.0207434,0,0,0.0235048,0.0765899,0.0367425,0.0188353,0.0284158,0.0593406,0.0310142,0.0373417,0.0584143,0.0729934,0.0615433,0.0271364,0.0225106,0.00800313,0.0332685,0.0450216,0.0334188,0.00926866,0.00869453,0.0548983,0.0501305,0,0,0,0,0,0,0,0,0
7,0.0322191,0.0608587,0,0,0,0.0425615,0,0.0223896,0.0717705,0,0,0,0.0212149,0,0,0.0427159,0.0589907,0.0239599,0.0395662,0.0288841,0,0,0.0549376,0.0439652,0.0250618,0.047212,0.0563366,0.0279724,0.0608102,0.0656335,0.0390668,0.035794,0,0.00670644,0,0.0327756,0.0125836,0.0144283,0.0176354,0,0.0249404,0.0476926,0.0404612,0,0,0.0208724,0,0,0.0231425,0.0762508,0.0341637,0.0185208,0.0294079,0.0588989,0.0307599,0.0369439,0.0572608,0.0719338,0.0616462,0.0284838,0.0225432,0.00810019,0.0348972,0.0395267,0.0335083,0.00952552,0.0086107,0.0550127,0.0500386,0,0,0,0,0,0,0,0,0
8,0.0323146,0.0609534,0,0,0,0.0426692,0,0.0227309,0.0716871,0,0,0,0.0210394,0,0,0.0426893,0.0592186,0.0236231,0.0396021,0.028858,0,0,0.0546205,0.0435906,0.024987,0.0470845,0.0562055,0.0278567,0.0608936,0.0656572,0.0391974,0.0358482,0,0.00664635,0,0.0327942,0.0124876,0.0142396,0.0195856,0,0.0247686,0.0484012,0.0405207,0,0,0.0207774,0,0,0.0230197,0.0759149,0.0313093,0.0189624,0.030171,0.0586144,0.0303754,0.0369479,0.0559375,0.071103,0.0619607,0.029787,0.0228088,0.00873294,0.0364883,0.0340991,0.0336592,0.00956435,0.00848468,0.055163,0.0497265,0,0,0,0,0,0,0,0,0
9,0.03259,0.0608574,0,0,0,0.0425835,0,0.023147,0.071277,0,0,0,0.0209519,0,0,0.0426873,0.059495,0.0231963,0.0394794,0.028953,0,0,0.0542136,0.0431534,0.0249849,0.0470657,0.0560318,0.0276241,0.0609693,0.0657159,0.0393432,0.0358917,0,0.00634968,0,0.0327344,0.0124787,0.0140545,0.0217567,0,0.0251634,0.0490407,0.0407394,0,0,0.0207059,0,0,0.0229588,0.0755096,0.028625,0.0196417,0.0310503,0.0583849,0.0300173,0.0371638,0.0542634,0.0703136,0.0622616,0.0309968,0.0232793,0.00972809,0.0380016,0.0292416,0.0337519,0.00964623,0.00841237,0.0552004,0.0494657,0,0,0,0,0,0,0,0,0
10,0.0326438,0.0609611,0,0,0,0.0425245,0,0.023814,0.0708097,0,0,0,0.0208868,0,0,0.0427355,0.0595268,0.0231156,0.0393067,0.0291238,0,0,0.053648,0.0424869,0.02519,0.0471462,0.0557786,0.0271274,0.0607986,0.0655561,0.0391812,0.0355974,0,0.00605147,0,0.0325537,0.0124182,0.0137834,0.0235374,0,0.0256629,0.0494405,0.0410373,0,0,0.0204577,0,0,0.0231513,0.075052,0.0262253,0.020462,0.0316484,0.0582868,0.0295535,0.0378476,0.052599,0.0698023,0.0626871,0.0320041,0.0240092,0.0111578,0.0393958,0.0256042,0.0339124,0.00943293,0.0082838,0.0554594,0.0490179,0,0,0,0,0,0,0,0,0
11,0.0331708,0.0607074,0,0,0,0.0480444,0,0.0249947,0.0701691,0,0,0,0.0208059,0,0,0.0423343,0.0594581,0.0265777,0.0394429,0.0297936,0,0,0.0540168,0.0421842,0.0266208,0.0482147,0.05598,0.0267663,0.0586145,0.0644248,0.0370892,0.031872,0,0.0113297,0,0.0327192,0.0127934,0.0140361,0.0235747,0,0.0268479,0.0498593,0.0409929,0,0,0.0205063,0,0,0.0225556,0.0745528,0.0242458,0.0200656,0.0331282,0.0581713,0.0291606,0.0380661,0.05025,0.0688423,0.0626623,0.0333913,0.0246413,0.012521,0.0410046,0.0239274,0.0343899,0.00997171,0.00811699,0.0551319,0.0493092,0,0,0,0,0,0,0,0,0
12,0.0332439,0.0608654,0,0,0,0.0446588,0,0.0259673,0.0702095,0,0,0,0.0206652,0,0,0.0421895,0.059213,0.0239695,0.039301,0.0295575,0,0,0.0532214,0.0412086,0.0267095,0.0484943,0.0559398,0.0264685,0.0591245,0.064165,0.0376081,0.033516,0,0.00885116,0,0.0326874,0.0127934,0.0138131,0.02203,0,0.0328868,0.0502509,0.0412369,0,0,0.0203563,0,0,0.0225742,0.0729712,0,0.0218834,0.031404,0.0585123,0.0288512,0.0395822,0.0473967,0.0693889,0.0631132,0.03127,0.0278522,0.014836,0.0369973,0.0279137,0.0345939,0.00994203,0.0080548,0.0554027,0.0487003,0,0,0,0,0,0,0,0,0
13,0.033325,0.0609322,0,0,0,0.0438831,0,0.0268124,0.0697288,0,0,0,0.0205802,0,0,0.0422457,0.0599781,0.023043,0.0393104,0.0294741,0,0,0.05341,0.0413074,0.0266642,0.0483205,0.0558962,0.0267718,0.0594051,0.0640719,0.0378385,0.0343073,0,0.00884681,0,0.0325377,0.0127918,0.0138486,0.0236544,0,0.0287635,0.051115,0.0411337,0,0,0.0203348,0,0,0.0226118,0.0731266,0.024675,0.0219895,0.0329922,0.0579966,0.0285722,0.0392387,0.0478557,0.0686474,0.0633566,0.0350618,0.0262496,0.0148712,0.0427673,0.0222231,0.034627,0.009915,0.00803188,0.0554083,0.0490102,0,0,0,0,0,0,0,0,0
14,0.0334066,0.0610329,0,0,0,0.0441532,0,0.0266458,0.0695177,0,0,0,0.0205513,0,0,0.0422037,0.0600502,0.0228444,0.0392635,0.029132,0,0,0.0533706,0.0409863,0.0267385,0.0484432,0.0558851,0.0267782,0.0595443,0.0642632,0.0379019,0.034459,0,0.00914142,0,0.0324036,0.0128069,0.0137609,0.024931,0,0.0289698,0.0514032,0.0412283,0,0,0.0203208,0,0,0.0226482,0.0728379,0.0249551,0.0225617,0.0332932,0.0578668,0.0283133,0.0394529,0.0473751,0.0684724,0.0636613,0.0356737,0.0265936,0.0154014,0.0435003,0.0209376,0.034661,0.00991145,0.00797616,0.0554669,0.048988,0,0,0,0,0,0,0,0,0
15,0.0334868,0.061099,0,0,0,0.0445886,0,0.0262377,0.0692475,0,0,0,0.02055,0,0,0.0421453,0.0600545,0.0225993,0.039071,0.0286067,0,0,0.0534092,0.040666,0.0268768,0.0486605,0.0559475,0.0268422,0.0596499,0.0644732,0.0379597,0.0346119,0,0.00990764,0,0.0322987,0.0127658,0.0137092,0.0255455,0,0.0292791,0.0516914,0.0412937,0,0,0.0202871,0,0,0.0226597,0.0726432,0.0258441,0.0228643,0.0332887,0.0577832,0.0283669,0.0395136,0.0469396,0.0682051,0.0639048,0.0359838,0.0265431,0.0156632,0.0438077,0.0209376,0.0346216,0.0099111,0.0079794,0.0555014,0.0489734,0,0,0,0,0,0,0,0,0
16,0.0335511,0.0611049,0,0,0,0.0451252,0,0.0257393,0.0690026,0,0,0,0.0205462,0,0,0.0420971,0.0599771,0.0222204,0.0387204,0.0280289,0,0,0.0533739,0.0402807,0.0270168,0.0489439,0.0560543,0.026899,0.0597429,0.0645766,0.0379896,0.034804,0,0.0106237,0,0.0321991,0.0127274,0.0136614,0.0256506,0,0.029368,0.0519245,0.0413518,0,0,0.0202682,0,0,0.0226713,0.0725938,0.0262733,0.0229488,0.0332424,0.0577577,0.0285462,0.0393058,0.0467774,0.0678902,0.0638969,0.0359889,0.0262317,0.0155139,0.0437289,0.0214078,0.034509,0.00994709,0.00804674,0.0555001,0.0489659,0,0,0,0,0,0,0,0,0
17,0.0336407,0.061113,0,0,0,0.0456852,0,0.0250531,0.0689776,0,0,0,0.0205347,0,0,0.0421192,0.0598014,0.0217895,0.0382507,0.0274265,0,0,0.0532751,0.0399402,0.0271012,0.0493231,0.0561557,0.0269845,0.0597749,0.0645631,0.0378006,0.0349539,0,0.0113244,0,0.0321021,0.0127194,0.0136429,0.0249981,0,0.0291816,0.0520824,0.0414624,0,0,0.0204059,0,0,0.022748,0.0726278,0.0257203,0.0228984,0.033066,0.0578138,0.0286992,0.0387663,0.0468233,0.0676218,0.0634997,0.0356372,0.0257612,0.0150282,0.0432755,0.0219956,0.0343391,0.010015,0.00815147,0.0554807,0.0489076,0,0,0,0,0,0,0,0,0
18,0.0337727,0.0611263,0,0,0,0.0461846,0,0.0241936,0.0691054,0,0,0,0.0205754,0,0,0.0422226,0.0595203,0.0213229,0.0377249,0.0268315,0,0,0.0531712,0.0396385,0.0270872,0.0497725,0.0562742,0.027082,0.0597712,0.0645222,0.0372352,0.0350656,0,0.0120161,0,0.0319871,0.0127477,0.0136568,0.0237665,0,0.0290197,0.0520697,0.0415462,0,0,0.0205477,0,0,0.0227984,0.0727611,0.0247559,0.0225876,0.0326732,0.0579012,0.0289539,0.0379354,0.0470152,0.0673682,0.0626727,0.035082,0.0252318,0.0142468,0.0427251,0.022537,0.0340843,0.0100921,0.00826408,0.0554437,0.0488438,0,0,0,0,0,0,0,0,0
19,0.0337058,0.0611306,0,0,0,0.0467191,0,0.0232524,0.069339,0,0,0,0.02063,0,0,0.0423779,0.0591678,0.0208944,0.0371929,0.0262463,0,0,0.0531313,0.0393717,0.0269986,0.0502596,0.0564092,0.0271805,0.0597293,0.064485,0.0367831,0.0351302,0,0.0127225,0,0.0318779,0.0127979,0.0136907,0.0225894,0,0.0288449,0.0518349,0.0415932,0,0,0.0206913,0,0,0.0228095,0.0729157,0.0240408,0.0223935,0.031996,0.0579972,0.0292664,0.0369026,0.0472911,0.0671324,0.0615819,0.0344463,0.0247618,0.0133482,0.042373,0.0232037,0.0338142,0.0101135,0.00836021,0.0553923,0.0488312,0,0,0,0,0,0,0,0,0
20,0.0336876,0.0611721,0,0,0,0.0474084,0,0.0222979,0.0695839,0,0,0,0.020632,0,0,0.042282,0.0587925,0.0206083,0.036639,0.0256905,0,0,0.0530118,0.0392296,0.0268965,0.0507359,0.0565946,0.0272455,0.0596621,0.0644592,0.0365396,0.0351357,0,0.0133245,0,0.0317938,0.0127706,0.0136636,0.021576,0,0.0286629,0.051545,0.0416275,0,0,0.020849,0,0,0.0228398,0.0728997,0.0233339,0.0220616,0.0311137,0.0581425,0.0295318,0.0359115,0.0475943,0.0669954,0.0605468,0.0338107,0.0243335,0.0124522,0.0420383,0.0240706,0.0335969,0.0101229,0.00842083,0.0554039,0.0487556,0,0,0,0,0,0,0,0,0
21,0.0337589,0.0612564,0,0,0,0.0482419,0,0.0213421,0.0696225,0,0,0,0.0206285,0,0,0.0421897,0.0584767,0.0204167,0.0360637,0.0252395,0,0,0.0527818,0.0390454,0.0268575,0.0511206,0.0567141,0.0272618,0.0595531,0.0644375,0.0363507,0.0351526,0,0.0139095,0,0.0317746,0.0127555,0.0136276,0.0201958,0,0.0283451,0.0513691,0.0416459,0,0,0.0209612,0,0,0.022879,0.0726097,0.02222,0.0222639,0.0302757,0.0583213,0.0296798,0.0350269,0.0477552,0.0668151,0.0597056,0.0333571,0.0240627,0.0117941,0.0415533,0.0250615,0.0334713,0.0101492,0.00844698,0.0555199,0.0485196,0,0,0,0,0,0,0,0,0
22,0.0336836,0.0614079,0,0,0,0.0490776,0,0.0203586,0.0696013,0,0,0,0.0206308,0,0,0.0421773,0.0583751,0.0202856,0.0354717,0.0248699,0,0,0.0524845,0.038815,0.0269295,0.0514165,0.0567796,0.0272154,0.0594418,0.0643582,0.0360751,0.0351915,0,0.0144812,0,0.0318662,0.0127866,0.0135892,0.0182359,0,0.0278355,0.0513253,0.0416621,0,0,0.0209124,0,0,0.0228762,0.0720922,0.020754,0.0231027,0.0300388,0.0585774,0.029832,0.0342,0.0475807,0.0665131,0.0590163,0.0332203,0.0242195,0.0117229,0.0411118,0.0260403,0.0334696,0.0101484,0.0084211,0.055773,0.0483046,0,0,0,0,0,0,0,0,0
23,0.0336626,0.0615772,0,0,0,0.0498195,0,0.0193694,0.0692387,0,0,0,0.0206305,0,0,0.0421453,0.0583685,0.0203222,0.0347548,0.0245488,0,0,0.0521115,0.0385674,0.0270339,0.0518075,0.0568853,0.0270794,0.0594091,0.0643628,0.0357397,0.0351972,0,0.0149026,0,0.0320082,0.0128286,0.0135127,0.0161676,0,0.0273049,0.0514913,0.0416894,0,0,0.0208556,0,0,0.0228774,0.0715355,0.019286,0.0239143,0.0308265,0.0588117,0.0298577,0.0336508,0.0470352,0.0660932,0.0585791,0.0330533,0.0249192,0.0121862,0.0407563,0.0268472,0.0335441,0.0101426,0.0083283,0.0561269,0.0480994,0,0,0,0,0,0,0,0,0
24,0.0336517,0.0617695,0,0,0,0.0505242,0,0.0183355,0.0685437,0,0,0,0.0206158,0,0,0.042114,0.0584121,0.0209049,0.0339573,0.0243651,0,0,0.0517845,0.038325,0.0272111,0.052419,0.0569299,0.0268177,0.0594905,0.0644406,0.0353929,0.0353614,0,0.0152593,0,0.032184,0.0128765,0.01343,0.0144213,0,0.0269848,0.0517659,0.0417498,0,0,0.0207861,0,0,0.0228916,0.0711172,0.0181518,0.0244603,0.0322631,0.0588294,0.0298533,0.0335907,0.0463111,0.0656266,0.0584789,0.0325773,0.0260689,0.0129882,0.0404076,0.0274604,0.0336544,0.0101572,0.00826031,0.0564589,0.0479386,0,0,0,0,0,0,0,0,0
25,0.0335637,0.0619517,0,0,0,0.0513286,0,0.017179,0.0677633,0,0,0,0.0205683,0,0,0.042104,0.0585106,0.0219215,0.0331252,0.0243342,0,0,0.0516636,0.0380497,0.0275102,0.0530549,0.0569509,0.0264749,0.0596253,0.0645506,0.0350428,0.0355605,0,0.0156115,0,0.0323889,0.0129323,0.0133538,0.0127624,0,0.0269826,0.0519753,0.041799,0,0,0.020707,0,0,0.0229305,0.070836,0.0171746,0.0247737,0.0335475,0.0586833,0.0299727,0.0337788,0.0457277,0.0652548,0.0585602,0.0319865,0.0273004,0.0136963,0.0401861,0.0283935,0.0337563,0.0101978,0.00827167,0.0567024,0.0478759,0,0,0,0,0,0,0,0,0
26,0.0335073,0.0621154,0,0,0,0.0522067,0,0.0158851,0.066848,0,0,0,0.0205046,0,0,0.0420866,0.0585014,0.0233131,0.0322616,0.0244197,0,0,0.0517033,0.0377434,0.0278915,0.0537755,0.0569925,0.0260848,0.0597023,0.0646539,0.0347311,0.0358536,0,0.0157488,0,0.0325634,0.0129634,0.0133053,0.0110847,0,0.0269358,0.0520698,0.041849,0,0,0.0206574,0,0,0.0229821,0.070722,0.0162607,0.0248881,0.0340305,0.0584715,0.0302859,0.0336087,0.0456158,0.0650922,0.0583381,0.0315309,0.0281494,0.0139093,0.0400758,0.0301939,0.0337934,0.010234,0.00832936,0.0568756,0.0479047,0,0,0,0,0,0,0,0,0
27,0.0333962,0.0622133,0,0,0,0.0527766,0,0.0147137,0.066036,0,0,0,0.020436,0,0,0.0420587,0.0583596,0.0249232,0.0314471,0.0245543,0,0,0.0518822,0.0374093,0.0282562,0.0545271,0.0571561,0.0257898,0.059829,0.0647476,0.0343341,0.0361541,0,0.0156419,0,0.0327038,0.0129553,0.0132886,0.00973727,0,0.026725,0.0519829,0.0419298,0,0,0.0206997,0,0,0.0230748,0.0707599,0.0157224,0.0247529,0.0335357,0.0582162,0.0308016,0.0328559,0.0458209,0.0649905,0.0575404,0.0312309,0.0282937,0.0136945,0.0398759,0.0324613,0.0337273,0.0102847,0.00845045,0.0570516,0.0480042,0,0,0,0,0,0,0,0,0
28,0.0333723,0.0622373,0,0,0,0.0528403,0,0.0138388,0.0654626,0,0,0,0.0203732,0,0,0.0420901,0.0581192,0.0268094,0.0306189,0.0247458,0,0,0.0519431,0.0371062,0.0286231,0.0553116,0.0574902,0.0256148,0.0599278,0.0647812,0.0337292,0.036159,0,0.0150158,0,0.032796,0.0129361,0.0133198,0.0091021,0,0.0263763,0.0519305,0.0420271,0,0,0.0208821,0,0,0.023182,0.0707961,0.0159723,0.0248321,0.032564,0.0578075,0.0313791,0.0321585,0.0459309,0.0649175,0.0567498,0.0309117,0.0276873,0.0130628,0.0395069,0.0342998,0.0335126,0.0103515,0.00866232,0.0573206,0.048038,0,0,0,0,0,0,0,0,0
29,0.0333318,0.0622632,0,0,0,0.0526344,0,0.0132529,0.0640011,0,0,0,0.0202891,0,0,0.0421358,0.0580993,0.0288352,0.0298936,0.0251839,0,0,0.0527565,0.0367854,0.0288973,0.055853,0.0577507,0.0254772,0.0597685,0.064685,0.0328886,0.0358306,0,0.0147423,0,0.0329,0.0129405,0.0133637,0.00881431,0,0.026151,0.0515858,0.0421039,0,0,0.0209778,0,0,0.0232564,0.0710089,0.016338,0.0245044,0.0323792,0.0576193,0.0319454,0.0314276,0.0453585,0.0643759,0.056005,0.0308116,0.0271007,0.0125156,0.0392685,0.035209,0.0333671,0.0104096,0.0088233,0.0572918,0.0482642,0,0,0,0,0,0,0,0,0
30,0.0333774,0.0622172,0,0,0,0.0517341,0,0.0128995,0.0624341,0,0,0,0.0202141,0,0,0.0422522,0.0579191,0.0311466,0.0291507,0.0256404,0,0,0.0533536,0.0365523,0.0293199,0.056232,0.0579707,0.0253207,0.0592418,0.0642609,0.0317584,0.0354133,0,0.0149379,0,0.0329394,0.0129156,0.0134762,0.0084956,0,0.0258951,0.0512511,0.0421559,0,0,0.0212205,0,0,0.0233438,0.0709934,0.0164668,0.0241147,0.0325775,0.0573581,0.0328533,0.0311246,0.0447637,0.0639804,0.0556161,0.030489,0.0268514,0.012131,0.0388706,0.0358119,0.0329895,0.0104829,0.00909479,0.0574061,0.0483777,0,0,0,0,0,0,0,0,0
31,0.0334029,0.0620632,0,0,0,0.0503556,0,0.0131453,0.0607285,0,0,0,0.0201648,0,0,0.042406,0.0577954,0.0333304,0.0283994,0.0257606,0,0,0.0541003,0.0363806,0.029808,0.0566085,0.0582554,0.0251569,0.0585844,0.0635866,0.0303928,0.0349657,0,0.015551,0,0.0329518,0.0128768,0.0136414,0.00817097,0,0.0258088,0.0506788,0.042197,0,0,0.0216673,0,0,0.0234257,0.070915,0.0160718,0.0241011,0.0330337,0.0573306,0.0338163,0.0308333,0.0443794,0.0636928,0.0551991,0.0301559,0.0271419,0.0122084,0.0385022,0.0362787,0.0325133,0.0105385,0.00942131,0.0575086,0.0485313,0,0,0,0,0,0,0,0,0
32,0.0334045,0.0619118,0,0,0,0.0486607,0,0.0135963,0.0588014,0,0,0,0.0201905,0,0,0.0425257,0.057825,0.035025,0.0275816,0.0256576,0,0,0.0550972,0.0363416,0.0303373,0.0570384,0.0586644,0.0251548,0.0577485,0.0626847,0.0288399,0.0345753,0,0.0162886,0,0.0329333,0.0128887,0.0137288,0.00784681,0,0.0258108,0.0499267,0.0422378,0,0,0.02224,0,0,0.0234594,0.0707952,0.0153475,0.0245196,0.0334382,0.0575133,0.0349074,0.0305517,0.0442867,0.0636072,0.0547263,0.0298721,0.0276006,0.0126393,0.0381786,0.0366948,0.0319881,0.0105766,0.00974803,0.0574714,0.0486742,0,0,0,0,0,0,0,0,0
33,0.0333007,0.0617339,0,0,0,0.0466821,0,0.0136124,0.056907,0,0,0,0.0202845,0,0,0.0426332,0.0577729,0.0357084,0.026928,0.0254223,0,0,0.0560613,0.0364726,0.0310868,0.0574767,0.0593537,0.02548,0.0567387,0.0614936,0.0272282,0.0342415,0,0.0167676,0,0.0328487,0.0128935,0.0138124,0.00763351,0,0.0258872,0.0490557,0.0422152,0,0,0.0229474,0,0,0.0234694,0.0706803,0.0145492,0.025179,0.0337637,0.0576268,0.0362116,0.0305624,0.0443141,0.0636363,0.0543686,0.0297201,0.0279569,0.0131424,0.0378787,0.0367788,0.031345,0.0106237,0.0100856,0.0573406,0.0487924,0,0,0,0,0,0,0,0,0
34,0.0331748,0.0615118,0,0,0,0.0443603,0,0.0130289,0.0550158,0,0,0,0.0204516,0,0,0.0427839,0.0577338,0.0356288,0.0263097,0.0252926,0,0,0.0569318,0.0367178,0.0320172,0.0581997,0.060243,0.0259878,0.0556545,0.0600747,0.0256795,0.0341945,0,0.0173769,0,0.0327319,0.0128518,0.0139697,0.00751998,0,0.0259434,0.0483274,0.042173,0,0,0.0238005,0,0,0.0234703,0.07046,0.0138381,0.0259713,0.0341043,0.0578303,0.0374544,0.030383,0.0443009,0.063619,0.0541189,0.0296788,0.0282239,0.0134593,0.037599,0.0366651,0.0305854,0.0106598,0.0104591,0.0572726,0.0489341,0,0,0,0,0,0,0,0,0
35,0.033202,0.061252,0,0,0,0.0418799,0,0.0121028,0.0533023,0,0,0,0.0206369,0,0,0.042934,0.0577747,0.0352575,0.0257424,0.0252586,0,0,0.0576638,0.036985,0.0330626,0.0590481,0.0612302,0.0265451,0.054579,0.0585943,0.024421,0.0342705,0,0.0192951,0,0.032658,0.0129021,0.0140583,0.0073912,0,0.0260181,0.0478607,0.0421772,0,0,0.0246287,0,0,0.02349,0.0701864,0.0132396,0.0267379,0.0344479,0.0582199,0.0385853,0.0300538,0.044297,0.0635319,0.0538468,0.0296782,0.0284701,0.0136186,0.0374016,0.0367215,0.0298573,0.0107119,0.0107891,0.0573031,0.049181,0,0,0,0,0,0,0,0,0
36,0.0333324,0.06101,0,0,0,0.0392361,0,0.0113476,0.0519592,0,0,0,0.0207439,0,0,0.0431064,0.0579293,0.0352974,0.0252638,0.0251176,0,0,0.0582327,0.0373059,0.0342583,0.0600587,0.0622734,0.0271791,0.0537752,0.0574023,0.0237939,0.034507,0,0.0228543,0,0.0326563,0.013009,0.0141825,0.00724272,0,0.026029,0.0477837,0.0422046,0,0,0.0252145,0,0,0.0236056,0.0700557,0.0128703,0.0272379,0.0346779,0.058586,0.0395218,0.0296711,0.0442853,0.0633688,0.0535769,0.0296828,0.0285614,0.0138779,0.0373497,0.0369797,0.0292938,0.0108032,0.0111194,0.0573022,0.0494469,0,0,0,0,0,0,0,0,0
