Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,x74,x76,x77,x78,LBL,x75
All Timesteps RMSE,0.0296116,0.0625577,0,0,0,0.0477887,0,0.0176067,0.0527828,0,0,0,0.0205657,0,0,0.042632,0.0582454,0.0353579,0.0377421,0.0277189,0,0,0.0617522,0.0361299,0.040554,0.0644302,0.0622711,0.0277157,0.062667,0.065902,0.0362239,0.0411658,0,0.0312059,0,0.0352342,0.0132071,0.0143798,0.028155,0,0.0273625,0.0496919,0.0413154,0,0,0.0226128,0,0,0.0227925,0.0749039,0.0208604,0.0231112,0.0335499,0.0562235,0.0341253,0.0352654,0.0464624,0.0686136,0.0597763,0.0297766,0.0246058,0.0120326,0.0369247,0.0298367,0.0330268,0.0102036,0.0123476,0.0584445,0.0457409,0,0,0,0,0,0,0,0,0,0
0,0.0304511,0.0625494,0,0,0,0.0385813,0,0.0114253,0.0409081,0,0,0,0.02131,0,0,0.0426088,0.0581782,0.0442117,0.0283621,0.026053,0,0,0.0624719,0.0330907,0.0440911,0.0683634,0.0667588,0.0289576,0.0575037,0.0588092,0.0274355,0.0412959,0,0.036794,0,0.0325932,0.0134092,0.0141963,0.0148883,0,0.0280072,0.0490986,0.0438505,0,0,0.0270258,0,0,0.0231817,0.073284,0.00733148,0.0265195,0.0341082,0.0584156,0.037654,0.0306155,0.0445513,0.0654093,0.0559428,0.0306697,0.0256831,0.0124187,0.0391465,0.0246006,0.0285465,0.0111093,0.0150865,0.0595264,0.0470565,0,0,0,0,0,0,0,0,0,0
1,0.0300031,0.0634076,0,0,0,0.0369557,0,0.0121604,0.0397383,0,0,0,0.0212393,0,0,0.0429459,0.0582198,0.0465979,0.0286346,0.0262025,0,0,0.0622508,0.0331477,0.0447932,0.0690125,0.0674939,0.0290538,0.057585,0.0587275,0.0275276,0.041781,0,0.0421627,0,0.0327495,0.0135268,0.0142287,0.0147912,0,0.0279997,0.0494913,0.0435355,0,0,0.0271288,0,0,0.0231411,0.0732561,0.00772057,0.0262133,0.0337795,0.0582125,0.0379679,0.0307291,0.0445444,0.0654095,0.0560805,0.0305698,0.0261954,0.0125283,0.0390335,0.0245658,0.0284873,0.011155,0.0150926,0.0596759,0.0467245,0,0,0,0,0,0,0,0,0,0
2,0.029788,0.0633426,0,0,0,0.036414,0,0.0124701,0.0389004,0,0,0,0.0212149,0,0,0.0432899,0.0584276,0.0482902,0.0288521,0.0260316,0,0,0.0622856,0.0332922,0.0454456,0.0696469,0.0678989,0.0291584,0.0579304,0.0590421,0.0280247,0.0425015,0,0.0459707,0,0.0329189,0.0137178,0.0141816,0.0152232,0,0.0276212,0.0502861,0.0433863,0,0,0.0270444,0,0,0.0231362,0.0727808,0,0.0267352,0.0331948,0.0582568,0.0383556,0.0313565,0.0448759,0.0659931,0.0568165,0.0299355,0.0259556,0.0121059,0.0385064,0.0242102,0.0285866,0.0110904,0.0149559,0.0597481,0.0463591,0,0,0,0,0,0,0,0,0,0
3,0.029657,0.0630452,0,0,0,0.0366784,0,0.0124333,0.0383172,0,0,0,0.0212473,0,0,0.0434437,0.058482,0.0493302,0.0293382,0.0260042,0,0,0.0626447,0.0339443,0.0461096,0.0702631,0.0681393,0.0293244,0.0589829,0.0598102,0.0289797,0.0436862,0,0.0481759,0,0.0329857,0.0138128,0.0141382,0.0155262,0,0.0275292,0.0507787,0.04323,0,0,0.0268825,0,0,0.023108,0.0726216,0,0.0267975,0.0326069,0.0582606,0.0386169,0.0317322,0.0447382,0.0661946,0.0571695,0.0298519,0.025475,0.0124059,0.0385984,0.0237696,0.0286318,0.0110349,0.0148004,0.0597889,0.046174,0,0,0,0,0,0,0,0,0,0
4,0.0295669,0.0629089,0,0,0,0.0374448,0,0.0121568,0.03793,0,0,0,0.0213563,0,0,0.0434582,0.0584728,0.0495076,0.0299476,0.0261022,0,0,0.0631447,0.0344284,0.0469229,0.0707746,0.0683492,0.0295895,0.0603566,0.0608745,0.0302441,0.0451245,0,0.0486522,0,0.0330594,0.0139769,0.0138951,0.0159052,0,0.0274192,0.0512864,0.0431077,0,0,0.0267479,0,0,0.0230843,0.0723907,0,0.0270144,0.0321917,0.0583115,0.038629,0.0321262,0.0445831,0.0664011,0.0575616,0.0297488,0.0257695,0.0124919,0.0387293,0.0233359,0.0287441,0.0110876,0.0147152,0.0597794,0.0460067,0,0,0,0,0,0,0,0,0,0
5,0.0295531,0.0628012,0,0,0,0.0381265,0,0.0117846,0.037603,0,0,0,0.0213053,0,0,0.0434707,0.0584168,0.0493685,0.0306231,0.0263467,0,0,0.0637531,0.0346033,0.0475649,0.0712044,0.0685167,0.0298562,0.0617358,0.0620643,0.0315998,0.0466163,0,0.0481735,0,0.033268,0.0139294,0.0140142,0.0164686,0,0.0272765,0.0518086,0.0430561,0,0,0.0265593,0,0,0.0230614,0.0722072,0,0.0273352,0.0319719,0.0583325,0.0385288,0.0324142,0.044602,0.0666364,0.0579842,0.0296631,0.0262051,0.0125087,0.0388477,0.0225601,0.0288978,0.0111355,0.0145689,0.0598961,0.0458959,0,0,0,0,0,0,0,0,0,0
6,0.029519,0.0627625,0,0,0,0.0385105,0,0.0115597,0.0373405,0,0,0,0.0212465,0,0,0.0433816,0.0582422,0.0493512,0.0313255,0.026695,0,0,0.0642717,0.0346541,0.0482885,0.071617,0.0685933,0.029824,0.0629515,0.0630813,0.0326877,0.0478424,0,0.0477122,0,0.0334621,0.0137801,0.0141375,0.0168257,0,0.0272724,0.0525043,0.0430112,0,0,0.0264015,0,0,0.0230296,0.0721365,0,0.0271095,0.0317756,0.058306,0.0384009,0.0326085,0.0445217,0.0667992,0.0582899,0.0295912,0.0263729,0.0126157,0.0388968,0.0218778,0.0290345,0.0110569,0.014423,0.059837,0.0457543,0,0,0,0,0,0,0,0,0,0
7,0.0293976,0.0627556,0,0,0,0.0387491,0,0.011547,0.0370944,0,0,0,0.0211466,0,0,0.0432128,0.0582126,0.0496569,0.0319396,0.0271782,0,0,0.0648733,0.0350457,0.0492962,0.0721999,0.0685655,0.0297174,0.0638357,0.0637843,0.0334176,0.0486169,0,0.0478429,0,0.0335896,0.0135445,0.0143171,0.0171642,0,0.0272945,0.05332,0.0429051,0,0,0.0262061,0,0,0.0229529,0.0721422,0,0.027176,0.0315,0.0582342,0.0383119,0.032812,0.0443546,0.0667106,0.0585674,0.0295408,0.0263971,0.0126986,0.0389309,0.0212168,0.029252,0.0109725,0.0142676,0.0597727,0.0456775,0,0,0,0,0,0,0,0,0,0
8,0.0292845,0.0626851,0,0,0,0.0386345,0,0.0117206,0.0367265,0,0,0,0.0211457,0,0,0.0431154,0.0582793,0.0503424,0.032522,0.0276292,0,0,0.0654309,0.0354058,0.0499574,0.072902,0.0684856,0.0296184,0.0643892,0.0642308,0.0338291,0.0490013,0,0.0489053,0,0.0337071,0.0134365,0.0144069,0.0174135,0,0.0273382,0.0540693,0.0428143,0,0,0.0260122,0,0,0.0228662,0.0721857,0,0.0270945,0.0312473,0.0580831,0.0382642,0.0329419,0.0441518,0.0666421,0.0587931,0.0294942,0.0265267,0.0127574,0.0389037,0.0206926,0.0294505,0.0109166,0.0141081,0.0599393,0.0456477,0,0,0,0,0,0,0,0,0,0
9,0.0292262,0.0625973,0,0,0,0.0383397,0,0.0120285,0.0362058,0,0,0,0.02111,0,0,0.0430757,0.058363,0.0511681,0.0330642,0.0279247,0,0,0.0660162,0.035599,0.0504686,0.0735873,0.0684275,0.0293938,0.0648417,0.0646004,0.0341435,0.0492048,0,0.0507249,0,0.0338415,0.0134613,0.0144166,0.0175701,0,0.0273269,0.0548993,0.042753,0,0,0.0258933,0,0,0.0228078,0.0722633,0,0.027324,0.0308693,0.0578648,0.038159,0.0331007,0.0439454,0.0666301,0.059096,0.0294383,0.0266072,0.0131131,0.0389507,0.0203574,0.0296431,0.010887,0.0139725,0.0599941,0.045688,0,0,0,0,0,0,0,0,0,0
10,0.0292075,0.062587,0,0,0,0.0380352,0,0.0123157,0.0356691,0,0,0,0.021036,0,0,0.0429947,0.0583508,0.0520351,0.0336414,0.0282178,0,0,0.0664068,0.0354808,0.0511033,0.0743626,0.0685719,0.0288624,0.065344,0.0650013,0.034516,0.0494948,0,0.0526387,0,0.0340287,0.0134436,0.0144267,0.0177287,0,0.0273645,0.0557935,0.0426889,0,0,0.0258066,0,0,0.0228042,0.0723648,0,0.027173,0.0304992,0.0575821,0.0380979,0.0332104,0.0437454,0.0666606,0.059335,0.0294475,0.0266041,0.0133309,0.0392192,0.0201023,0.0297329,0.0108485,0.0138672,0.0599977,0.0456919,0,0,0,0,0,0,0,0,0,0
11,0.0292148,0.0626358,0,0,0,0.0379923,0,0.0122333,0.0350916,0,0,0,0.0208809,0,0,0.042957,0.0580915,0.0514931,0.0342593,0.0300057,0,0,0.0667041,0.0354685,0.0527803,0.0773439,0.0699225,0.0288068,0.065357,0.0645663,0.0343573,0.049735,0,0.0507465,0,0.0343139,0.0133978,0.0145223,0.0177999,0,0.0273965,0.0570084,0.0426079,0,0,0.0257944,0,0,0.0228278,0.072419,0,0.0272608,0.0298937,0.0572767,0.0383122,0.0333045,0.0433879,0.0667436,0.059589,0.0293894,0.0265961,0.0134523,0.0395995,0.0199456,0.0297274,0.0108084,0.0137622,0.0601108,0.0458467,0,0,0,0,0,0,0,0,0,0
12,0.0290918,0.0628412,0,0,0,0.0376189,0,0.0122731,0.0348834,0,0,0,0.0207682,0,0,0.0429034,0.0583916,0.0523266,0.0348424,0.0302329,0,0,0.0671965,0.0356447,0.0535524,0.0782286,0.0701307,0.0288201,0.066135,0.0653756,0.0349934,0.0500812,0,0.0525696,0,0.0345195,0.0134068,0.0145136,0.0181157,0,0.027365,0.0576461,0.0424919,0,0,0.0255352,0,0,0.0227877,0.0724161,0,0.0276439,0.0295812,0.0568705,0.0382762,0.0333955,0.0432342,0.066725,0.0597602,0.0293488,0.0265722,0.0135667,0.039356,0.0194437,0.0298771,0.0107262,0.0135638,0.0601984,0.0458194,0,0,0,0,0,0,0,0,0,0
13,0.0290519,0.0630373,0,0,0,0.0372026,0,0.0121594,0.0347997,0,0,0,0.0210475,0,0,0.0427558,0.0586699,0.0526604,0.0356271,0.0303401,0,0,0.0675452,0.0359454,0.0542567,0.0792959,0.0703319,0.0292469,0.0668934,0.0661747,0.0357758,0.0503895,0,0.0539187,0,0.0345216,0.0139664,0.0134491,0.0183732,0,0.0274879,0.0583869,0.0423571,0,0,0.0253508,0,0,0.0227583,0.0724387,0,0.028035,0.0292141,0.0563576,0.0380867,0.0335084,0.0427815,0.0666221,0.0599094,0.0293864,0.0267429,0.0138116,0.0392036,0.0192044,0.0299989,0.0106778,0.0133827,0.0603807,0.0457548,0,0,0,0,0,0,0,0,0,0
14,0.0290803,0.063164,0,0,0,0.0369443,0,0.0119296,0.0347718,0,0,0,0.0208483,0,0,0.0426734,0.0589122,0.0524162,0.0361504,0.0303056,0,0,0.0677774,0.0357817,0.0549732,0.0803332,0.070421,0.0296712,0.0675689,0.0670452,0.0365097,0.0506175,0,0.0543144,0,0.0346639,0.0137143,0.0137345,0.0190364,0,0.0273974,0.0588914,0.0423587,0,0,0.0252596,0,0,0.0227398,0.0724312,0,0.0280545,0.0291154,0.0559279,0.037802,0.0335295,0.0423928,0.0665448,0.0599747,0.0294426,0.0268013,0.0138153,0.0392773,0.0184273,0.0301146,0.0106197,0.0132916,0.0606853,0.0456203,0,0,0,0,0,0,0,0,0,0
15,0.029102,0.0633056,0,0,0,0.0367509,0,0.0116722,0.0351317,0,0,0,0.0206467,0,0,0.0426221,0.059011,0.0514388,0.036734,0.0299552,0,0,0.0678757,0.0355395,0.0555253,0.0812428,0.0704634,0.0300988,0.068123,0.0679237,0.03725,0.0507756,0,0.0532101,0,0.0348324,0.0135819,0.0139109,0.0196152,0,0.0273737,0.0593429,0.0423925,0,0,0.0251225,0,0,0.0227503,0.0726293,0,0.027744,0.029095,0.0554792,0.0376247,0.0335196,0.0419685,0.0663675,0.0600324,0.0294887,0.0267914,0.0138662,0.0394012,0.0177368,0.0301997,0.0105658,0.0131667,0.0609858,0.0454239,0,0,0,0,0,0,0,0,0,0
16,0.0290626,0.0635113,0,0,0,0.0368697,0,0.0114842,0.035681,0,0,0,0.0205072,0,0,0.0425815,0.0590026,0.0499358,0.0373199,0.0293139,0,0,0.067837,0.0352631,0.0558637,0.0821103,0.0704632,0.0303616,0.0683645,0.068693,0.0381206,0.0506765,0,0.0505426,0,0.0349517,0.0135346,0.0139575,0.0202361,0,0.0274011,0.0597459,0.042441,0,0,0.025016,0,0,0.0227955,0.073006,0,0.027127,0.0291329,0.0550717,0.037489,0.033459,0.0415596,0.0660935,0.0599952,0.0295864,0.0266906,0.013609,0.0395635,0.0169851,0.0302566,0.0105355,0.0130553,0.0609939,0.045177,0,0,0,0,0,0,0,0,0,0
17,0.0290071,0.063763,0,0,0,0.0374563,0,0.0114494,0.0361832,0,0,0,0.0203652,0,0,0.0425639,0.0589883,0.0479204,0.037756,0.0284902,0,0,0.0677586,0.0349684,0.055885,0.0830494,0.0704642,0.0305392,0.068261,0.0691681,0.0391705,0.0500315,0,0.0466271,0,0.0351729,0.0134582,0.0140081,0.0208963,0,0.0274325,0.0599173,0.042476,0,0,0.0248982,0,0,0.0228099,0.0734768,0,0.0267719,0.0291876,0.0546842,0.0373679,0.0333892,0.0411559,0.065916,0.0598746,0.0297213,0.0265947,0.0129916,0.0397748,0.0162188,0.0303153,0.0104866,0.0129536,0.0609655,0.0449686,0,0,0,0,0,0,0,0,0,0
18,0.0290094,0.0640277,0,0,0,0.0385079,0,0.0115193,0.0368944,0,0,0,0.0202487,0,0,0.0424603,0.0590729,0.0454246,0.0380034,0.0275133,0,0,0.0676812,0.0346129,0.0557288,0.0835417,0.070389,0.0308313,0.0682817,0.0691384,0.0397914,0.0489273,0,0.0415656,0,0.0353845,0.0133955,0.0139789,0.0214433,0,0.0275932,0.0598995,0.042521,0,0,0.0247939,0,0,0.0227902,0.0738901,0,0.0269023,0.0292957,0.0543883,0.0371827,0.0333792,0.0407008,0.0658866,0.0597596,0.0298796,0.0268806,0.0128268,0.0399569,0.0156616,0.0303862,0.0104385,0.0128746,0.0610701,0.0448283,0,0,0,0,0,0,0,0,0,0
19,0.0290462,0.0642032,0,0,0,0.0400913,0,0.011663,0.0378606,0,0,0,0.0201452,0,0,0.0423829,0.059185,0.0432553,0.0381492,0.0263417,0,0,0.0675446,0.0342052,0.056199,0.08363,0.0701604,0.030955,0.0680274,0.0691066,0.039855,0.048179,0,0.0354437,0,0.035581,0.013444,0.0138783,0.0220176,0,0.027715,0.0596766,0.042573,0,0,0.0246644,0,0,0.0227719,0.0743502,0,0.0272775,0.029389,0.0541596,0.0369492,0.0334063,0.0401616,0.0655801,0.0597174,0.0300346,0.0269439,0.0130215,0.0401127,0.0151332,0.0304673,0.0104178,0.0127999,0.061215,0.0447336,0,0,0,0,0,0,0,0,0,0
20,0.0290847,0.0643245,0,0,0,0.0423429,0,0.0121469,0.038993,0,0,0,0.0200449,0,0,0.0423272,0.0590958,0.0410237,0.0384207,0.024851,0,0,0.0671866,0.0337653,0.0562841,0.0833818,0.0699262,0.0308804,0.0675365,0.0692126,0.0396164,0.0472048,0,0.0287534,0,0.0357742,0.0134824,0.0137715,0.0227098,0,0.0279141,0.0593343,0.0426355,0,0,0.0245537,0,0,0.0227298,0.0749476,0,0.0271929,0.0295785,0.0539686,0.0367431,0.0333995,0.039595,0.0650738,0.0596447,0.0302403,0.0267792,0.0132601,0.0402266,0.0144199,0.0305986,0.0103508,0.0127033,0.0612767,0.0445801,0,0,0,0,0,0,0,0,0,0
21,0.0290774,0.0644685,0,0,0,0.045434,0,0.0128438,0.0402942,0,0,0,0.0201971,0,0,0.0422383,0.0590045,0.0386162,0.0385552,0.0234011,0,0,0.0667467,0.0332907,0.0556542,0.0827439,0.0695993,0.0310205,0.0671852,0.0692964,0.0393882,0.0461505,0,0.0216286,0,0.0358573,0.0138126,0.0131225,0.0234281,0,0.0282476,0.0587275,0.0426807,0,0,0.0244181,0,0,0.022665,0.0756201,0,0.026609,0.0298366,0.0538689,0.0365674,0.0333243,0.0389779,0.0647817,0.0594937,0.0305265,0.0269839,0.013378,0.0404457,0.0135614,0.0308209,0.0102783,0.0126679,0.0613502,0.0444137,0,0,0,0,0,0,0,0,0,0
22,0.0291791,0.0646481,0,0,0,0.044722,0,0.0157897,0.0437107,0,0,0,0.0197094,0,0,0.042207,0.057588,0.0376692,0.0400908,0.0207137,0,0,0.0667747,0.0323957,0.055112,0.079935,0.069629,0.0332981,0.0665992,0.0700816,0.0406453,0.0439018,0,0.020528,0,0.0363503,0.0133231,0.0140331,0.0248545,0,0.028714,0.05768,0.0428222,0,0,0.0237903,0,0,0.0225539,0.076664,0,0.0259062,0.0302775,0.0534383,0.0355293,0.0335893,0.0381212,0.064386,0.059436,0.0308265,0.0273686,0.0132904,0.0406955,0.0120769,0.0315181,0.0102281,0.0124004,0.061572,0.0438566,0,0,0,0,0,0,0,0,0,0
23,0.0291987,0.0647855,0,0,0,0.0465914,0,0.0174643,0.045443,0,0,0,0.0195977,0,0,0.0421112,0.0571118,0.0369268,0.0404359,0.0208099,0,0,0.0665155,0.0318507,0.0547042,0.0778039,0.069297,0.0341872,0.0661213,0.0701945,0.0415158,0.0427409,0,0.0170136,0,0.0366688,0.0133443,0.0139643,0.0260122,0,0.0291079,0.0568366,0.0429158,0,0,0.0235115,0,0,0.022481,0.0775063,0,0.0258786,0.0307092,0.0533748,0.0350782,0.033685,0.0372999,0.0638694,0.0592324,0.0311203,0.0274487,0.0132171,0.0409506,0.0109495,0.0318379,0.0102433,0.0121259,0.0617728,0.0435832,0,0,0,0,0,0,0,0,0,0
24,0.0291002,0.0649129,0,0,0,0.0543327,0,0.0172462,0.045864,0,0,0,0.019534,0,0,0.0420507,0.0575142,0.0343306,0.0395028,0.0204039,0,0,0.0657338,0.0316472,0.0531772,0.0775545,0.0683543,0.0331808,0.0660697,0.0697165,0.0414574,0.0431607,0,0.00763177,0,0.0368288,0.0133449,0.0138898,0.0270118,0,0.0293569,0.0562364,0.0429898,0,0,0.0234302,0,0,0.0225406,0.0781841,0,0.0260281,0.0310476,0.0534167,0.0352929,0.033637,0.0366247,0.0633424,0.0590154,0.0314199,0.027373,0.0133959,0.0412104,0.0101112,0.0317416,0.0101898,0.0122515,0.0617918,0.0435993,0,0,0,0,0,0,0,0,0,0
25,0.0290729,0.0652233,0,0,0,0.0449965,0,0.0214617,0.0489771,0,0,0,0.0194577,0,0,0.0418501,0.0563089,0.0380648,0.0419086,0.0260087,0,0,0.0658854,0.0311278,0.0532557,0.0723579,0.0684072,0.0351671,0.0636623,0.0688545,0.0419653,0.0394389,0,0.017911,0,0.0372157,0.0134187,0.0137218,0.0285944,0,0.0297396,0.0558487,0.0430806,0,0,0.0228069,0,0,0.0223995,0.0792878,0,0.0260184,0.0314288,0.053171,0.0343224,0.0341204,0.0358345,0.0628861,0.0591787,0.0315781,0.0274052,0.0139659,0.0412576,0.00908785,0.0323728,0.00998503,0.0118422,0.0620235,0.0430812,0,0,0,0,0,0,0,0,0,0
26,0.0290022,0.0654167,0,0,0,0.0428528,0,0.0228856,0.0495859,0,0,0,0.0194687,0,0,0.0418232,0.0567777,0.0388652,0.0419468,0.0289698,0,0,0.0655426,0.0306896,0.0532091,0.0702431,0.0678599,0.0350487,0.0622586,0.0677497,0.0410218,0.0379046,0,0.0202852,0,0.037324,0.0135123,0.0136239,0.0297072,0,0.0299087,0.0557224,0.0431348,0,0,0.0227235,0,0,0.0223904,0.0798876,0,0.0262403,0.0317532,0.0531647,0.0342409,0.0342315,0.0351761,0.0624554,0.0591048,0.0316938,0.0274074,0.0150944,0.0413283,0.00857208,0.0325276,0.00997372,0.0117759,0.0620505,0.0430285,0,0,0,0,0,0,0,0,0,0
27,0.0289294,0.0655429,0,0,0,0.0454206,0,0.0204772,0.049408,0,0,0,0.019514,0,0,0.0418103,0.0573448,0.0436473,0.0414391,0.0297207,0,0,0.0652704,0.0303755,0.0528541,0.069413,0.0672683,0.034432,0.0606762,0.0676849,0.0388506,0.0340453,0,0.0245988,0,0.0374103,0.0136546,0.0134564,0.0302119,0,0.0299677,0.055704,0.0431611,0,0,0.0226418,0,0,0.0223601,0.0802975,0,0.0265579,0.0320088,0.0530813,0.0342686,0.0340284,0.0346263,0.0620704,0.058777,0.0318842,0.0274543,0.0149935,0.0414835,0.00834602,0.0326564,0.0100146,0.0117431,0.0620475,0.0429858,0,0,0,0,0,0,0,0,0,0
28,0.0285337,0.0659897,0,0,0,0.0432297,0,0.0202365,0.0497839,0,0,0,0.0185244,0,0,0.0431187,0.0569008,0.0416897,0.0415678,0.0257057,0,0,0.0645883,0.0306424,0.0504235,0.0686201,0.0667937,0.0327472,0.0632495,0.0691382,0.0411378,0.0382776,0,0.0251165,0,0.0371445,0.0125248,0.0125342,0.0297595,0,0.0292347,0.0550897,0.0424474,0,0,0.0232179,0,0,0.0223374,0.0815331,0.00688448,0.0263468,0.0331852,0.0514749,0.0343763,0.0328392,0.0330689,0.060489,0.0573021,0.0337139,0.0275759,0,0.0430351,0.00795799,0.0321509,0.00967707,0.0120001,0.0627672,0.0428775,0,0,0,0,0,0,0,0,0,0
29,0.0284351,0.0660896,0,0,0,0.044347,0,0.0198156,0.0501527,0,0,0,0.0185336,0,0,0.043205,0.0567264,0.0442822,0.0413799,0.0248238,0,0,0.0638217,0.0303744,0.0497107,0.0679299,0.0664537,0.0320423,0.0645743,0.0704342,0.0419264,0.0393361,0,0.0274968,0,0.0370822,0.0124279,0.0122748,0.0290119,0,0.0294025,0.0555161,0.0425652,0,0,0.022988,0,0,0.0224439,0.0817096,0.00793782,0.0266074,0.0339649,0.0510395,0.0345645,0.0334491,0.0327636,0.0604322,0.0577642,0.0334171,0.026731,0.0146021,0.0429142,0.00892988,0.0323252,0.00958227,0.0120837,0.0629587,0.042661,0,0,0,0,0,0,0,0,0,0
30,0.0282518,0.0663166,0,0,0,0.0455797,0,0.0192998,0.0505772,0,0,0,0.0183126,0,0,0.0433757,0.0566457,0.0466365,0.0417159,0.0247193,0,0,0.0632232,0.0303744,0.0492315,0.0677654,0.0664811,0.0321521,0.0654202,0.0713834,0.0422965,0.0399384,0,0.0296785,0,0.0369719,0.0121489,0.0118829,0.0293893,0,0.0293584,0.0558297,0.0423954,0,0,0.0229576,0,0,0.0224869,0.082008,0.00804681,0.0264316,0.033958,0.0502404,0.0345109,0.0335144,0.0324856,0.0602039,0.057718,0.0334174,0.0270896,0.0145807,0.0427981,0.00877821,0.0323421,0.0095372,0.0120752,0.0633392,0.0424942,0,0,0,0,0,0,0,0,0,0
31,0.0282062,0.0664463,0,0,0,0.0461539,0,0.0190379,0.0506378,0,0,0,0.018077,0,0,0.0433994,0.0567984,0.0476793,0.0419184,0.0249045,0,0,0.0629752,0.0302468,0.0486691,0.0679391,0.0663716,0.0323038,0.0659493,0.0720002,0.0425935,0.0404092,0,0.0309586,0,0.0371106,0.011958,0.0121663,0.0302571,0,0.0290401,0.0557443,0.0422936,0,0,0.0228209,0,0,0.0223617,0.0821882,0.00836277,0.0263292,0.0343792,0.0497491,0.0342091,0.0334949,0.0323898,0.0599752,0.05763,0.0335059,0.0269481,0.0147206,0.0428722,0.00874847,0.0325125,0.00942204,0.0119782,0.0633952,0.0424547,0,0,0,0,0,0,0,0,0,0
32,0.0281763,0.0666261,0,0,0,0.0460943,0,0.018663,0.0504885,0,0,0,0.0178163,0,0,0.0437792,0.0570404,0.0478691,0.0424177,0.0252093,0,0,0.0628866,0.0304142,0.0487498,0.0685082,0.0663911,0.032713,0.0657446,0.0718443,0.0424589,0.0401928,0,0.0314712,0,0.0372421,0.0118617,0.0119747,0.031239,0,0.0287611,0.0558598,0.0419437,0,0,0.0227627,0,0,0.0222466,0.0825349,0.0081459,0.0261627,0.0337612,0.0489858,0.0337876,0.0327141,0.0321161,0.0596702,0.0569622,0.0337576,0.0277893,0,0.0427683,0.00766843,0.0325339,0.00936809,0.0119197,0.0634568,0.0424685,0,0,0,0,0,0,0,0,0,0
33,0.0283042,0.0665027,0,0,0,0.0448093,0,0.0192811,0.0501393,0,0,0,0.0181119,0,0,0.0437445,0.0573099,0.0476155,0.0423676,0.0259552,0,0,0.0626954,0.0301897,0.048955,0.068554,0.0662904,0.0326521,0.0656806,0.0716559,0.0426355,0.0404148,0,0.0314216,0,0.0373476,0.012196,0.0124927,0.0310936,0,0.0286079,0.0562511,0.042168,0,0,0.0222374,0,0,0.0223274,0.082562,0.00956417,0.0263216,0.0344447,0.049225,0.0335939,0.0335973,0.0321237,0.0598793,0.0576187,0.0331801,0.0263588,0.0149967,0.0424588,0.00902407,0.0328685,0.00942074,0.0118643,0.0631575,0.0425636,0,0,0,0,0,0,0,0,0,0
34,0.0284873,0.0664222,0,0,0,0.0433471,0,0.0199599,0.0496827,0,0,0,0.018164,0,0,0.0434235,0.0575274,0.0466215,0.0425106,0.0270734,0,0,0.0627659,0.0302316,0.049918,0.0691832,0.0664525,0.0331653,0.0649778,0.0709056,0.0423169,0.040029,0,0.0306316,0,0.0375396,0.0123704,0.0128195,0.0319316,0,0.0279998,0.0564015,0.0421602,0,0,0.0220294,0,0,0.0223406,0.0826491,0.0105406,0.0262808,0.0344681,0.0492785,0.0331447,0.0336902,0.0320536,0.0597287,0.0576076,0.0330779,0.0259743,0.0141539,0.0423914,0.00933866,0.033066,0.00952936,0.0117253,0.0629432,0.0426994,0,0,0,0,0,0,0,0,0,0
35,0.0286883,0.0663655,0,0,0,0.0417559,0,0.021153,0.0492555,0,0,0,0.0182521,0,0,0.0427939,0.0576612,0.0450946,0.0426641,0.0286383,0,0,0.0629539,0.0302582,0.0512602,0.0698776,0.0666306,0.0341431,0.0639369,0.0697407,0.0419383,0.0394685,0,0.0295175,0,0.0377468,0.0124176,0.013274,0.0328447,0,0.027416,0.0564869,0.0422066,0,0,0.0217741,0,0,0.0222799,0.0827028,0.0115272,0.0262176,0.0345411,0.0495494,0.0327363,0.0339109,0.0319735,0.0595226,0.0576488,0.0329405,0.0254833,0.0146644,0.0421102,0.0101953,0.0333126,0.00964234,0.0115308,0.0627095,0.0428532,0,0,0,0,0,0,0,0,0,0
36,0.0289642,0.0661668,0,0,0,0.0417426,0,0.0212625,0.0484105,0,0,0,0.0188713,0,0,0.0417708,0.0578709,0.0458282,0.0430068,0.0320565,0,0,0.0633908,0.0301865,0.0531538,0.0705241,0.0668231,0.0350207,0.0619354,0.0681869,0.0404453,0.0366237,0,0.0296975,0,0.0380601,0.0130704,0.0140629,0.0377166,0,0.0277148,0.0566392,0.0426209,0,0,0.0212362,0,0,0.0222877,0.0820437,0.0114152,0.0264587,0.0335045,0.050452,0.0321658,0.0335513,0.03317,0.060021,0.0575924,0.0315412,0.0272298,0.0152639,0.0403392,0.0133303,0.0338068,0.00972296,0.0111694,0.0621856,0.0429679,0,0,0,0,0,0,0,0,0,0
