Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,x74,x76,x77,x78,LBL,x75
75,0.0289104,0.061665,0,0,0,0.0572128,0,0.0211332,0.0656014,0,0,0,0.0212442,0,0,0.0423334,0.056313,0.0197446,0.0407648,0.0261899,0,0,0.0596524,0.0413825,0.0296335,0.0546547,0.0585583,0.0268512,0.0611337,0.0655691,0.0368573,0.0368574,0,0.0273962,0,0.0351813,0.0135703,0.0137533,0.0207908,0,0.025127,0.0423262,0.0385913,0,0,0.0214473,0,0,0.0229105,0.0787569,0.0336887,0.0156763,0.0350514,0.0601181,0.0305024,0.0375499,0.055966,0.0757624,0.0604144,0.0238698,0.0182642,0.00508373,0.029072,0.0529533,0.0329133,0.0100552,0.0123137,0.056408,0.0474261,0,0,0,0,0,0,0,0,0,0
76,0.0284512,0.0618381,0,0,0,0.048772,0,0.0189685,0.0665681,0,0,0,0.0216167,0,0,0.0420716,0.0575164,0.0187073,0.0396354,0.0272981,0,0,0.0580883,0.0408775,0.0274859,0.0519454,0.0577645,0.0271394,0.0628514,0.0669688,0.0390179,0.0382669,0,0.0169159,0,0.0345374,0.0132458,0.015103,0.0220691,0,0.0263425,0.0419693,0.0395984,0,0,0.0207773,0,0,0.0239893,0.0786507,0.0339588,0.017094,0.034256,0.0610462,0.0306551,0.038229,0.0575761,0.076857,0.0609789,0.0226059,0.0211182,0.00740784,0.0281644,0.0479018,0.0328984,0.00933727,0.0125579,0.0565085,0.0467852,0,0,0,0,0,0,0,0,0,0
77,0.0284617,0.0618829,0,0,0,0.0484261,0,0.0191603,0.067299,0,0,0,0.0216076,0,0,0.0420799,0.0577035,0.0186948,0.0393264,0.0273765,0,0,0.0575898,0.0408391,0.0269753,0.0514851,0.057684,0.0272702,0.0626865,0.0667647,0.0390407,0.0377973,0,0.0165519,0,0.034484,0.0133868,0.0150059,0.0223434,0,0.0262332,0.0421872,0.0395962,0,0,0.020752,0,0,0.0239557,0.0788393,0.0336574,0.0171326,0.0340415,0.0612188,0.0304417,0.0381854,0.0578729,0.0766981,0.0608435,0.0230637,0.0209642,0.0071333,0.0287598,0.0475842,0.0329637,0.00928123,0.0125444,0.0564241,0.046758,0,0,0,0,0,0,0,0,0,0
78,0.0285521,0.0618473,0,0,0,0.0482169,0,0.0192625,0.06797,0,0,0,0.021621,0,0,0.0420659,0.0579446,0.0186455,0.0390159,0.0274254,0,0,0.0571253,0.0406843,0.0265684,0.0509653,0.0575833,0.0273787,0.0625722,0.0665833,0.0390465,0.0375427,0,0.0163395,0,0.0344257,0.0134706,0.0149529,0.0226726,0,0.0260996,0.0424311,0.039593,0,0,0.0207709,0,0,0.0238846,0.0790648,0.033503,0.0172016,0.0340802,0.0613607,0.0302396,0.0379554,0.0581473,0.0765703,0.0607433,0.0235403,0.0207079,0.00675479,0.0294223,0.0473768,0.0330586,0.00917545,0.0125558,0.0562821,0.04675,0,0,0,0,0,0,0,0,0,0
79,0.0290681,0.061698,0,0,0,0.0542495,0,0.0221414,0.0687005,0,0,0,0.0208974,0,0,0.0424473,0.057391,0.0203127,0.0395553,0.0267352,0,0,0.0575467,0.040812,0.0279106,0.0524759,0.0582207,0.0274479,0.0603798,0.0647371,0.0369501,0.0352409,0,0.0240577,0,0.0349575,0.0132841,0.0144706,0.0216847,0,0.0249471,0.0431581,0.0387627,0,0,0.0214283,0,0,0.0227673,0.0796942,0.0329221,0.0160861,0.0346732,0.0607126,0.0297589,0.0370109,0.0568685,0.0750172,0.0600041,0.0257232,0.0176821,0.00380854,0.0313676,0.0514691,0.033112,0.00973658,0.0123096,0.056023,0.0472302,0,0,0,0,0,0,0,0,0,0
80,0.0291792,0.0616208,0,0,0,0.0538472,0,0.0222242,0.0692209,0,0,0,0.0209581,0,0,0.0423656,0.0578141,0.0204814,0.0392799,0.0268126,0,0,0.0571262,0.0404712,0.0275643,0.0521324,0.0581184,0.0275505,0.0602822,0.0646541,0.0369297,0.0351756,0,0.0237663,0,0.0349047,0.0132892,0.0143454,0.0217941,0,0.0250301,0.0433677,0.0388494,0,0,0.0213979,0,0,0.022718,0.0798566,0.0325591,0.0161636,0.0348035,0.060825,0.0295589,0.0368247,0.0571911,0.0747344,0.0598955,0.026305,0.0175213,0.00344329,0.031937,0.0508826,0.0331388,0.00965172,0.0122664,0.0558844,0.0471657,0,0,0,0,0,0,0,0,0,0
81,0.029267,0.0615651,0,0,0,0.0535138,0,0.0223316,0.0696314,0,0,0,0.0210352,0,0,0.0423567,0.0582776,0.0205941,0.0390637,0.0269211,0,0,0.0567268,0.0402896,0.0273019,0.0516878,0.0579783,0.0276157,0.060192,0.0645696,0.0369337,0.0351177,0,0.023673,0,0.0348506,0.0132491,0.0143195,0.0216745,0,0.0251616,0.0435631,0.0389213,0,0,0.0213649,0,0,0.0226808,0.0799449,0.032076,0.016255,0.034754,0.0609037,0.029376,0.0366494,0.0574967,0.0744749,0.0597864,0.0268008,0.0174545,0.00308171,0.0325293,0.0500501,0.033192,0.00958915,0.0122109,0.0557399,0.047104,0,0,0,0,0,0,0,0,0,0
82,0.0293395,0.0615261,0,0,0,0.053225,0,0.0224442,0.0700049,0,0,0,0.0211302,0,0,0.0423601,0.0586918,0.0206021,0.0388261,0.0270363,0,0,0.0563344,0.0402861,0.0270286,0.0513536,0.0578,0.0276195,0.0601457,0.0644746,0.0369479,0.0350319,0,0.0236296,0,0.0347576,0.0132589,0.0142544,0.0214767,0,0.0251754,0.0437022,0.0389925,0,0,0.0213237,0,0,0.0226469,0.0800027,0.0314826,0.0162975,0.0344828,0.0608939,0.0291877,0.0363465,0.0577364,0.0742311,0.0597741,0.0271908,0.017449,0.00291852,0.0330098,0.0489401,0.0332346,0.00955279,0.0121294,0.0556395,0.0470814,0,0,0,0,0,0,0,0,0,0
83,0.0294051,0.0614733,0,0,0,0.0530287,0,0.0225241,0.0702578,0,0,0,0.0212264,0,0,0.0423192,0.0590265,0.0205716,0.0386972,0.0270927,0,0,0.0560281,0.0403543,0.0266629,0.051045,0.0576016,0.0276542,0.0601632,0.0643848,0.0369871,0.034984,0,0.0236354,0,0.0346566,0.013321,0.0141193,0.0213601,0,0.0252056,0.0437902,0.0390768,0,0,0.0212373,0,0,0.0226055,0.0800278,0.0306791,0.0162866,0.034069,0.0608594,0.0289358,0.0362635,0.0580291,0.074037,0.0598421,0.027629,0.0176157,0.00288551,0.0334258,0.047459,0.0333026,0.00950813,0.0120318,0.0555245,0.0470316,0,0,0,0,0,0,0,0,0,0
84,0.0294731,0.0613675,0,0,0,0.0528056,0,0.0225605,0.0704776,0,0,0,0.0213637,0,0,0.042245,0.059404,0.0206169,0.0385989,0.0271565,0,0,0.0557234,0.040259,0.0263313,0.0507472,0.0573908,0.0276616,0.0602098,0.0643932,0.03702,0.0349435,0,0.0236747,0,0.0345632,0.0133896,0.0139083,0.0214048,0,0.025307,0.0439335,0.0391551,0,0,0.0211391,0,0,0.0225805,0.0799148,0.0296098,0.0163009,0.0337866,0.0607673,0.0287003,0.0362373,0.0582361,0.0739103,0.0599925,0.0281592,0.0178997,0.00302371,0.034044,0.0453967,0.0333748,0.00943879,0.0119701,0.0553834,0.0469573,0,0,0,0,0,0,0,0,0,0
85,0.0295217,0.0611949,0,0,0,0.0523979,0,0.0226971,0.0706046,0,0,0,0.0211696,0,0,0.0422411,0.0598695,0.0207405,0.0385452,0.0273096,0,0,0.0553802,0.0399126,0.0260872,0.050323,0.0571891,0.027528,0.0601836,0.0643996,0.0370814,0.0348644,0,0.0235383,0,0.0345465,0.0129316,0.0145157,0.021814,0,0.0253727,0.0441058,0.0392276,0,0,0.021154,0,0,0.0225354,0.0796615,0.0282717,0.0163877,0.0337666,0.0606533,0.0284817,0.0362512,0.0582907,0.073811,0.0602775,0.0287862,0.0184433,0.00343159,0.0349058,0.0423913,0.0334215,0.00938492,0.0118351,0.055214,0.0469066,0,0,0,0,0,0,0,0,0,0
86,0.0295544,0.061057,0,0,0,0.0524004,0,0.0228084,0.070544,0,0,0,0.0211885,0,0,0.0422164,0.0601689,0.0207089,0.0385885,0.0274041,0,0,0.0550517,0.039753,0.0259406,0.0498501,0.0569485,0.0273743,0.0602345,0.0644627,0.0371965,0.0348932,0,0.0238025,0,0.0344586,0.0130698,0.0143322,0.0232031,0,0.025412,0.0442408,0.0392473,0,0,0.0210451,0,0,0.0225296,0.0792897,0.0267497,0.0164222,0.0336808,0.0605051,0.02822,0.0363416,0.0582458,0.0737073,0.060674,0.0294941,0.0192581,0.00415712,0.0358994,0.0384631,0.0335241,0.00937862,0.0117389,0.055102,0.0468383,0,0,0,0,0,0,0,0,0,0
87,0.0295669,0.060972,0,0,0,0.0523634,0,0.0229829,0.0703985,0,0,0,0.0211375,0,0,0.0421939,0.0603062,0.0206446,0.0387368,0.0274946,0,0,0.0547506,0.0397084,0.0257336,0.049403,0.0566995,0.0272283,0.0603468,0.0645967,0.0373034,0.034973,0,0.0240879,0,0.0344038,0.0131517,0.0142761,0.0253576,0,0.0256117,0.0443533,0.0393155,0,0,0.0209213,0,0,0.0224947,0.0788724,0.024867,0.0163992,0.0337282,0.0602889,0.0278989,0.0367056,0.0579134,0.0735205,0.0611301,0.0301769,0.0201187,0.00509623,0.036964,0.0336802,0.0336652,0.00936281,0.0116036,0.0550535,0.0467532,0,0,0,0,0,0,0,0,0,0
88,0.0295696,0.0609211,0,0,0,0.0522852,0,0.023137,0.0702,0,0,0,0.0210934,0,0,0.0421203,0.0604557,0.0206395,0.0387678,0.0276415,0,0,0.0544232,0.0394985,0.0254911,0.0490276,0.0564232,0.027056,0.0604763,0.0647725,0.0374046,0.0350182,0,0.0243138,0,0.0344223,0.0131148,0.0142547,0.0282011,0,0.0260381,0.0445772,0.0394404,0,0,0.0208031,0,0,0.0224359,0.0784023,0.0227646,0.0165107,0.0337365,0.0599886,0.0276153,0.0371123,0.0570942,0.0732408,0.0616561,0.0308993,0.021027,0.00628388,0.0380877,0.0283781,0.0338296,0.00929992,0.0114533,0.0550592,0.0466059,0,0,0,0,0,0,0,0,0,0
89,0.0295718,0.0608996,0,0,0,0.052392,0,0.0232595,0.0699209,0,0,0,0.0210249,0,0,0.042051,0.0607911,0.0206595,0.0387245,0.0278162,0,0,0.0541039,0.0391509,0.025314,0.0486706,0.0561109,0.0268554,0.0606479,0.064984,0.0375286,0.0350919,0,0.0246382,0,0.0344757,0.0130676,0.0142448,0.0314105,0,0.0265542,0.0449061,0.0395865,0,0,0.0206423,0,0,0.0223607,0.0779245,0.0206081,0.016821,0.0337348,0.0596731,0.0272939,0.0376883,0.0559828,0.0728916,0.0622249,0.0316726,0.0220264,0.00766573,0.0392215,0.0229233,0.0340405,0.00923747,0.0112815,0.0550916,0.0463877,0,0,0,0,0,0,0,0,0,0
90,0.0295729,0.0609327,0,0,0,0.0528842,0,0.0233234,0.0696089,0,0,0,0.0209511,0,0,0.0419895,0.0613282,0.02067,0.0386504,0.0280134,0,0,0.0537178,0.038789,0.02524,0.0482666,0.0558027,0.0266405,0.0608559,0.0652337,0.0376931,0.0352049,0,0.0252221,0,0.034531,0.0130228,0.0142204,0.0343987,0,0.0273602,0.045355,0.0397826,0,0,0.0204431,0,0,0.0222591,0.0774028,0.0183778,0.0174579,0.0338495,0.0593649,0.0269569,0.0384063,0.0545945,0.0724544,0.0629345,0.0325216,0.023151,0.00922191,0.0403808,0.0180716,0.0343325,0.00919074,0.0110902,0.0551249,0.0460421,0,0,0,0,0,0,0,0,0,0
91,0.0295832,0.0610118,0,0,0,0.0538411,0,0.0233336,0.0692202,0,0,0,0.0208804,0,0,0.0419088,0.0617599,0.0206723,0.0384956,0.0282432,0,0,0.053286,0.0383375,0.0251706,0.0478985,0.0554828,0.0264407,0.0611236,0.0655425,0.0379045,0.0353517,0,0.026261,0,0.0346186,0.0129627,0.0141615,0.0367715,0,0.0285666,0.0461282,0.0399923,0,0,0.0202224,0,0,0.0221509,0.0767258,0.0163415,0.0184857,0.0339881,0.0590431,0.0266128,0.0394103,0.0528492,0.0720316,0.0637761,0.0334719,0.0241937,0.0108711,0.0414664,0.0145222,0.0346908,0.00912234,0.0108702,0.0552256,0.0456097,0,0,0,0,0,0,0,0,0,0
92,0.0296401,0.0610842,0,0,0,0.0550104,0,0.0232956,0.0688012,0,0,0,0.0207647,0,0,0.0418356,0.0620849,0.0206336,0.0383661,0.0284983,0,0,0.052898,0.0378308,0.0250893,0.0476175,0.055155,0.0262478,0.061408,0.0658984,0.0381363,0.0355451,0,0.0274544,0,0.0346952,0.0129354,0.0141211,0.0386993,0,0.0298553,0.047027,0.0401988,0,0,0.020005,0,0,0.0220902,0.0760839,0.0147753,0.0196975,0.0343431,0.0587385,0.026206,0.0405502,0.051063,0.0716084,0.0645466,0.0344077,0.0252184,0.0125947,0.0424147,0.0120424,0.035083,0.00905332,0.0106296,0.0553512,0.0452238,0,0,0,0,0,0,0,0,0,0
93,0.0297465,0.0611692,0,0,0,0.0570124,0,0.0230919,0.0683002,0,0,0,0.0208656,0,0,0.0417324,0.0623457,0.0204794,0.0381655,0.0286435,0,0,0.0524734,0.0374147,0.0249888,0.0473921,0.0548396,0.0261447,0.0617634,0.0663071,0.0383101,0.0358686,0,0.0295766,0,0.0346824,0.0131066,0.0136675,0.0392107,0,0.0314128,0.0481135,0.0403143,0,0,0.01964,0,0,0.0221967,0.0754809,0.014495,0.0207182,0.0343666,0.0584651,0.0257537,0.0417227,0.0492968,0.0712389,0.065193,0.0353095,0.0259678,0.0139894,0.0432026,0.0115684,0.0354699,0.00905098,0.0105583,0.0555006,0.0449284,0,0,0,0,0,0,0,0,0,0
94,0.0298033,0.0612762,0,0,0,0.0581228,0,0.0229687,0.0680166,0,0,0,0.020658,0,0,0.0417669,0.0626518,0.0202757,0.0379846,0.0288691,0,0,0.0521336,0.0373016,0.0249371,0.047046,0.0545513,0.0259875,0.0619337,0.0665801,0.0383688,0.0360016,0,0.0307162,0,0.0346571,0.0130151,0.013916,0.0405781,0,0.0319711,0.0487773,0.0404355,0,0,0.0195051,0,0,0.0222162,0.0753042,0.0147938,0.0214906,0.0349217,0.0583003,0.0253459,0.0424727,0.0481602,0.0708733,0.0656817,0.0360307,0.0265422,0.0147598,0.0439096,0.0105419,0.0357186,0.00901925,0.0103267,0.0555992,0.0447506,0,0,0,0,0,0,0,0,0,0
95,0.0298709,0.0613985,0,0,0,0.0597132,0,0.0226995,0.06783,0,0,0,0.0205777,0,0,0.0416953,0.0629159,0.0199545,0.0376235,0.0288867,0,0,0.0517152,0.0372182,0.0249015,0.0468175,0.0543435,0.0259119,0.0620675,0.0668784,0.0382874,0.0361313,0,0.0323716,0,0.0345777,0.0130552,0.0138548,0.0408972,0,0.0324942,0.0494023,0.0405316,0,0,0.0193479,0,0,0.0222349,0.0751943,0.0161802,0.0221639,0.0349993,0.0581242,0.0250798,0.0428617,0.0470933,0.0704372,0.0659736,0.0365322,0.0266465,0.0153314,0.0443526,0.0111537,0.0358994,0.00901335,0.0101683,0.0556993,0.0445571,0,0,0,0,0,0,0,0,0,0
96,0.0299367,0.0614967,0,0,0,0.0614619,0,0.0222598,0.0678296,0,0,0,0.0205683,0,0,0.0416563,0.0630596,0.0197001,0.037101,0.0287445,0,0,0.0511852,0.0369803,0.0249004,0.0467811,0.0542305,0.0258695,0.0621671,0.067105,0.0381356,0.0362288,0,0.0342798,0,0.0344527,0.0130465,0.0138107,0.0408043,0,0.0328917,0.0498769,0.0406382,0,0,0.0192271,0,0,0.0222467,0.07516,0.0171759,0.0224531,0.0348584,0.057986,0.0249045,0.0428168,0.0463077,0.0699451,0.0659231,0.0367876,0.026347,0.015579,0.0444309,0.0122781,0.0359943,0.00902783,0.0100491,0.0557996,0.0443416,0,0,0,0,0,0,0,0,0,0
97,0.0299693,0.0615099,0,0,0,0.0632379,0,0.0215902,0.0679466,0,0,0,0.0205999,0,0,0.0416633,0.0631104,0.0195428,0.0364584,0.0285275,0,0,0.0506448,0.03648,0.0248542,0.0469067,0.054197,0.025897,0.0622085,0.0671122,0.0378858,0.0363294,0,0.0362742,0,0.0343643,0.0129961,0.0138172,0.0401679,0,0.0329974,0.0501891,0.0407279,0,0,0.0191125,0,0,0.0222761,0.0751535,0.016504,0.0225792,0.0344781,0.0579811,0.0248375,0.0422455,0.0458548,0.0693805,0.0653967,0.0366317,0.0257527,0.0151306,0.0441153,0.0132743,0.0360321,0.00905558,0.00999137,0.0558468,0.0441548,0,0,0,0,0,0,0,0,0,0
98,0.0299838,0.0614689,0,0,0,0.0648299,0,0.0207556,0.0681367,0,0,0,0.0206432,0,0,0.0416775,0.0630479,0.0195553,0.0357406,0.0282855,0,0,0.0501427,0.0358178,0.0247819,0.0472176,0.0542137,0.0259381,0.062194,0.0670799,0.0375819,0.0363979,0,0.0379592,0,0.0343074,0.0129788,0.0137832,0.0390164,0,0.0328912,0.0502914,0.0408273,0,0,0.0190756,0,0,0.0223363,0.0751069,0.0146659,0.0226208,0.0339623,0.0581142,0.0249108,0.0412194,0.0457851,0.0689378,0.0644609,0.0360655,0.0249263,0.0142207,0.043546,0.013558,0.0360277,0.0090838,0.0100249,0.0558517,0.0439967,0,0,0,0,0,0,0,0,0,0
99,0.0299561,0.0614745,0,0,0,0.0661863,0,0.0198153,0.0683601,0,0,0,0.0206681,0,0,0.0416761,0.062908,0.0197897,0.0349892,0.0279865,0,0,0.0497122,0.0356218,0.0247205,0.0476076,0.0542828,0.0259675,0.0621228,0.067059,0.0372855,0.0364275,0,0.0392744,0,0.0342322,0.0130107,0.0137426,0.0376769,0,0.0328463,0.0501655,0.0408752,0,0,0.0191315,0,0,0.0223708,0.074991,0.0130565,0.022549,0.0333642,0.058234,0.0251915,0.0399166,0.0460306,0.0686269,0.0633223,0.0354483,0.0240472,0.0130726,0.0431154,0.0131972,0.0359672,0.00909192,0.0101412,0.0558805,0.0438329,0,0,0,0,0,0,0,0,0,0
100,0.0299922,0.0615093,0,0,0,0.0673326,0,0.0188267,0.0685246,0,0,0,0.0206631,0,0,0.041631,0.0627458,0.0203315,0.0342794,0.0276886,0,0,0.0493025,0.0353315,0.0246904,0.0480337,0.0543795,0.0259374,0.0620314,0.0670611,0.0369757,0.036417,0,0.0403384,0,0.0342233,0.0130414,0.0136875,0.0361856,0,0.0329615,0.0499189,0.0409402,0,0,0.0192284,0,0,0.0223614,0.074636,0.0118296,0.0225076,0.0326792,0.0582861,0.0255822,0.0385904,0.0463737,0.0684104,0.0622462,0.0350019,0.0233487,0.0121394,0.0427555,0.0130343,0.0358576,0.0091064,0.0102545,0.0559131,0.043673,0,0,0,0,0,0,0,0,0,0
101,0.0300545,0.0615869,0,0,0,0.0683095,0,0.0178397,0.0684916,0,0,0,0.0206404,0,0,0.0415488,0.0625914,0.021244,0.0335929,0.0274955,0,0,0.0488576,0.0347478,0.0247397,0.0484764,0.0544605,0.0257805,0.0619641,0.0670805,0.0367013,0.0364513,0,0.0412914,0,0.0343192,0.013018,0.0136083,0.0340947,0,0.0326495,0.0497549,0.0410258,0,0,0.0193416,0,0,0.0223083,0.0740186,0.0109371,0.022747,0.0321494,0.0582649,0.025879,0.0374679,0.0465139,0.06822,0.0614267,0.0348445,0.0231397,0.0117892,0.0423421,0.013452,0.0358362,0.00912064,0.0103033,0.0560004,0.0435537,0,0,0,0,0,0,0,0,0,0
102,0.0301109,0.0617366,0,0,0,0.0703116,0,0.0168082,0.0678242,0,0,0,0.020735,0,0,0.0414023,0.0624218,0.0227241,0.0326819,0.0276004,0,0,0.0484777,0.0340265,0.024752,0.0491695,0.0543711,0.025409,0.0620814,0.0672501,0.0363302,0.0367192,0,0.0433523,0,0.0345179,0.0132074,0.0131114,0.0309737,0,0.0317266,0.0497686,0.0411833,0,0,0.0194784,0,0,0.0222508,0.07318,0.0102222,0.0232505,0.0322359,0.058193,0.0261451,0.0367069,0.0464256,0.0680437,0.060862,0.034848,0.0236529,0.012,0.0420473,0.0140368,0.0358151,0.00913673,0.0102843,0.0561695,0.0434736,0,0,0,0,0,0,0,0,0,0
103,0.0297237,0.0621333,0,0,0,0.0606489,0,0.0110281,0.067041,0,0,0,0.0212785,0,0,0.0411721,0.0637467,0.024873,0.0309804,0.0297803,0,0,0.0471779,0.0331605,0.0232687,0.046291,0.0531803,0.0255145,0.0655241,0.0702104,0.0397708,0.0402638,0,0.0318883,0,0.0341805,0.0131625,0.0133524,0.0274092,0,0.0302688,0.0497861,0.0420904,0,0,0.0188774,0,0,0.0232645,0.0728654,0.0085739,0.0250175,0.0334125,0.0585444,0.0267749,0.0368802,0.0459991,0.0677736,0.060962,0.0349071,0.0240746,0.0125399,0.0422336,0.0155475,0.0356219,0.00834088,0.0105248,0.0566807,0.042794,0,0,0,0,0,0,0,0,0,0
104,0.0298228,0.0624215,0,0,0,0.0613405,0,0.0106369,0.0663124,0,0,0,0.0212162,0,0,0.0411186,0.06357,0.0269922,0.0302413,0.0298105,0,0,0.0470998,0.0325034,0.0235442,0.0466671,0.0531984,0.0251838,0.0655046,0.0702898,0.0394409,0.0401414,0,0.0322956,0,0.0344162,0.0131626,0.0133214,0.0259333,0,0.0299711,0.0499896,0.0423168,0,0,0.0188798,0,0,0.0233812,0.0725822,0.00754896,0.0254756,0.0352171,0.0583832,0.0272062,0.0368802,0.0455717,0.0673601,0.0608858,0.0342754,0.0255939,0.013314,0.0420104,0.015962,0.0354876,0.00833824,0.0106079,0.0570009,0.042613,0,0,0,0,0,0,0,0,0,0
105,0.0299404,0.0625832,0,0,0,0.0618686,0,0.0106149,0.0652087,0,0,0,0.0212149,0,0,0.0410996,0.0634057,0.0293224,0.0294559,0.0298687,0,0,0.0473449,0.0318686,0.0237012,0.0470988,0.053267,0.0248886,0.0654066,0.070264,0.0389113,0.0400378,0,0.0328258,0,0.0345961,0.0133094,0.0133202,0.0248206,0,0.0297485,0.0500287,0.0425565,0,0,0.0189728,0,0,0.0234948,0.0723773,0.00680547,0.0255984,0.0365314,0.058312,0.027901,0.0366019,0.0456221,0.0671159,0.0606242,0.0338286,0.0264936,0.0137081,0.041928,0.0166166,0.0352545,0.00840274,0.0108036,0.0572636,0.0424862,0,0,0,0,0,0,0,0,0,0
106,0.0299543,0.0626958,0,0,0,0.0618053,0,0.0111655,0.0639904,0,0,0,0.0211429,0,0,0.0411157,0.0630938,0.0317775,0.0287391,0.0298376,0,0,0.0478303,0.0312425,0.0238664,0.0477435,0.0534372,0.0245828,0.0650288,0.0700146,0.0381249,0.0396447,0,0.0331111,0,0.0346397,0.0133431,0.0133413,0.0237666,0,0.029251,0.049745,0.0427737,0,0,0.0192069,0,0,0.0236423,0.0723257,0.00620695,0.0253573,0.0366449,0.0582612,0.0287533,0.0358273,0.0461686,0.0670117,0.0599426,0.0335941,0.0266794,0.0136317,0.0417661,0.017486,0.0348884,0.00847112,0.0110707,0.0575649,0.0423542,0,0,0,0,0,0,0,0,0,0
107,0.0299226,0.0626123,0,0,0,0.0608173,0,0.0120593,0.0626938,0,0,0,0.0211097,0,0,0.0411121,0.0627156,0.0338796,0.0280681,0.0297723,0,0,0.0486148,0.0308067,0.0240263,0.0483407,0.0537144,0.0244045,0.064369,0.0694919,0.0370506,0.0390759,0,0.0330628,0,0.0346318,0.0133247,0.0135188,0.0227081,0,0.02872,0.0490927,0.0429562,0,0,0.0195978,0,0,0.0237534,0.0725347,0.00551267,0.0246807,0.0360555,0.0581363,0.0298291,0.0348541,0.0465328,0.0667816,0.0589095,0.0334583,0.0263786,0.0129713,0.0414788,0.018511,0.0343931,0.00864908,0.0114615,0.0577279,0.0423567,0,0,0,0,0,0,0,0,0,0
108,0.0297508,0.0624926,0,0,0,0.0594596,0,0.0131379,0.0612834,0,0,0,0.0210066,0,0,0.041237,0.0622901,0.0356591,0.0274263,0.0297146,0,0,0.0496278,0.0304986,0.0244739,0.0490497,0.0540781,0.0242778,0.0633699,0.0686885,0.0356228,0.0382071,0,0.0327813,0,0.0345486,0.0133701,0.0136089,0.0217814,0,0.0281134,0.0482806,0.0430933,0,0,0.0200986,0,0,0.0238947,0.073091,0.00512785,0.0240811,0.035624,0.0579592,0.0309593,0.0341256,0.0464532,0.066486,0.0580108,0.0331684,0.0258352,0.012116,0.0409566,0.0193132,0.0337914,0.00877706,0.0119225,0.057938,0.0423411,0,0,0,0,0,0,0,0,0,0
109,0.0298909,0.0623431,0,0,0,0.0578921,0,0.01386,0.0596435,0,0,0,0.0209005,0,0,0.0413267,0.0619166,0.0369736,0.0268511,0.0296685,0,0,0.0508671,0.030286,0.0251303,0.0498169,0.0545456,0.0241016,0.0621442,0.0675942,0.0339652,0.0372406,0,0.032316,0,0.0344199,0.0133358,0.0137892,0.0211417,0,0.027543,0.0473856,0.0431579,0,0,0.0207723,0,0,0.0239704,0.0736354,0.00494689,0.0237582,0.0358863,0.0578468,0.0321329,0.0336167,0.0460099,0.066107,0.0573287,0.0326717,0.0253457,0.0113355,0.040313,0.0198061,0.0331195,0.00896246,0.012418,0.0580913,0.0423629,0,0,0,0,0,0,0,0,0,0
110,0.0302634,0.0620824,0,0,0,0.0646378,0,0.0153158,0.0576605,0,0,0,0.0202309,0,0,0.0418563,0.0608451,0.0362445,0.0274356,0.0282866,0,0,0.05321,0.0304936,0.0272743,0.053331,0.0566998,0.0243615,0.057869,0.0631751,0.0286552,0.0341941,0,0.0400078,0,0.0348581,0.0131004,0.0135508,0.0202037,0,0.0275115,0.0469775,0.0424118,0,0,0.0222402,0,0,0.0229725,0.0738062,0.00487447,0.0225655,0.0366614,0.0571727,0.0328413,0.0326764,0.0453485,0.065523,0.0563934,0.0321153,0.0253941,0.0110159,0.0396044,0.02035,0.0323196,0.00992232,0.0126274,0.0579165,0.0428822,0,0,0,0,0,0,0,0,0,0
111,0.0302437,0.061954,0,0,0,0.0622379,0,0.0143436,0.0559928,0,0,0,0.020473,0,0,0.0420412,0.060535,0.0361649,0.0269961,0.0278968,0,0,0.0545082,0.0306992,0.028218,0.0540295,0.0574615,0.0246021,0.056732,0.0616564,0.0272575,0.0340414,0,0.0365907,0,0.0346111,0.0133397,0.0132189,0.018936,0,0.0275293,0.0460856,0.0424331,0,0,0.0233594,0,0,0.0229362,0.0739971,0.00439402,0.022934,0.0366916,0.0573192,0.0340235,0.0324057,0.0450027,0.0653824,0.0559745,0.0316185,0.0255348,0.0111237,0.0391214,0.0209907,0.0314632,0.0100496,0.012856,0.0579151,0.0430513,0,0,0,0,0,0,0,0,0,0
