Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,RTIBI,x71,
609,0,0,0,0,0.05736,0.0529924,0,0,0,0.0230022,0,0.0172156,0.0464594,0,0,0.0222782,0,0,0.0382008,0.063418,0.0434264,0.0343592,0.0232737,0.0722202,0.0461689,0.0576108,0.0766677,0.0535816,0.0133486,0.0587858,0.0589857,0.0311699,0.0419965,0.0551756,0.0353388,0.0139513,0.0155465,0.00958398,0,0.0259294,0.0614358,0.0309677,0,0,0.0207349,0,0,0.0241941,0.0830477,0.0211745,0.0189469,0.0273301,0.0620155,0.0382738,0.0727936,0.0854804,0.0503234,0.0288367,0.0201105,0.026609,0.0279467,0.046954,0.0371724,0.00713386,0.0153406,0.0476092,0.0661459,0,0,0,0,0,0
610,0,0,0,0,0.057374,0.0528336,0,0,0,0.023114,0,0.0172977,0.0463882,0,0,0.0222293,0,0,0.0380983,0.063492,0.0437351,0.0342253,0.0234617,0.0721309,0.0461787,0.0572865,0.0764603,0.053486,0.0131861,0.0587912,0.058912,0.0310338,0.0421324,0.0559733,0.035393,0.0138609,0.0155737,0.00968743,0,0.0260241,0.0617785,0.0308593,0,0,0.0207488,0,0,0.0241547,0.0828454,0.0213479,0.0189387,0.0273832,0.0618878,0.038109,0.072802,0.0853243,0.0501181,0.0288553,0.0200229,0.0265588,0.0277607,0.0474402,0.0374054,0.00719248,0.0150627,0.0474831,0.0662526,0,0,0,0,0,0
611,0,0,0,0,0.0573165,0.0526841,0,0,0,0.0232172,0,0.0173816,0.0462551,0,0,0.0222114,0,0,0.038051,0.063599,0.0440044,0.0341837,0.0236778,0.0720572,0.0462154,0.0570118,0.0762436,0.0534213,0.0129406,0.0587872,0.0588181,0.0309829,0.0422476,0.0566536,0.0354395,0.013811,0.0156015,0.00971017,0,0.026093,0.0618156,0.0307354,0,0,0.020761,0,0,0.0240817,0.0828334,0.0214422,0.0189769,0.0272649,0.0618993,0.0379315,0.0727773,0.0851617,0.0499135,0.029018,0.01993,0.0264345,0.0275633,0.0478855,0.0376221,0.00723399,0.014815,0.0473654,0.0663839,0,0,0,0,0,0
612,0,0,0,0,0.0572505,0.0525523,0,0,0,0.0233449,0,0.0174566,0.0460799,0,0,0.0222189,0,0,0.0380755,0.0637059,0.0443028,0.0342254,0.0238868,0.0720615,0.0462885,0.0568936,0.0760123,0.0533754,0.0126745,0.0588414,0.058784,0.0310661,0.0423838,0.0573589,0.0354839,0.0138312,0.0156368,0.00972177,0,0.0261044,0.0616373,0.0306124,0,0,0.0208414,0,0,0.0239863,0.0829405,0.0213844,0.0190531,0.0271216,0.0620281,0.0377284,0.072711,0.0850231,0.0498171,0.0288415,0.0198355,0.0263159,0.0274232,0.0482773,0.0377878,0.00725952,0.0146071,0.0472735,0.0665463,0,0,0,0,0,0
613,0,0,0,0,0.0572618,0.0524707,0,0,0,0.0234939,0,0.0174954,0.0459456,0,0,0.0222501,0,0,0.0381549,0.0638862,0.044591,0.034266,0.0240999,0.0721448,0.0463935,0.0568273,0.0757819,0.0533343,0.0124409,0.0589122,0.0587711,0.031108,0.0425422,0.0579781,0.0355373,0.0139533,0.0156269,0.00972002,0,0.0261238,0.0617752,0.0304574,0,0,0.0209246,0,0,0.023915,0.083202,0.0212645,0.0191843,0.027228,0.0622328,0.0375433,0.0727087,0.0850152,0.0498519,0.0285575,0.0197766,0.0263903,0.0273505,0.0486038,0.0378879,0.0072466,0.0144558,0.0471968,0.0666341,0,0,0,0,0,0
614,0,0,0,0,0.0573362,0.0524516,0,0,0,0.0236684,0,0.0175358,0.0458823,0,0,0.0222862,0,0,0.0382194,0.0641324,0.0448864,0.0342631,0.0242783,0.0722794,0.0465017,0.0567146,0.0755763,0.0532766,0.0122764,0.0589659,0.0587209,0.0310464,0.0427306,0.0586289,0.0356048,0.0140516,0.0156153,0.00969914,0,0.0262072,0.062245,0.0303219,0,0,0.0209856,0,0,0.0238369,0.0836979,0.0210467,0.0193176,0.0277141,0.0624903,0.0373959,0.0727307,0.0850591,0.0499642,0.0283128,0.0198065,0.0264229,0.0273478,0.0489113,0.0379837,0.00723472,0.0143402,0.0471619,0.0666983,0,0,0,0,0,0
615,0,0,0,0,0.0573768,0.0524578,0,0,0,0.0239032,0,0.0176032,0.04644,0,0,0.0223037,0,0,0.0381272,0.0639963,0.0452333,0.034257,0.0243914,0.0724035,0.0464333,0.0565786,0.0754448,0.0532668,0.0119609,0.0590293,0.0587184,0.0309736,0.0429432,0.0595216,0.0356542,0.0139725,0.0156021,0.0100921,0,0.0264749,0.0623892,0.0303387,0,0,0.0210184,0,0,0.0238238,0.0832031,0.0211497,0.0194274,0.027916,0.0628066,0.0373563,0.0738418,0.0862289,0.0497377,0.0274999,0.0187566,0,0.0261252,0.0436991,0.0380007,0.00724135,0.0142644,0.0471312,0.0666966,0,0,0,0,0,0
616,0,0,0,0,0.0574179,0.0524585,0,0,0,0.0241159,0,0.0176486,0.0464087,0,0,0.0223267,0,0,0.0380388,0.0640353,0.0456175,0.034271,0.0245506,0.0726308,0.0464267,0.056566,0.0754169,0.0531884,0.011868,0.0591183,0.058702,0.0310394,0.0431824,0.0601302,0.0357286,0.0139166,0.0155667,0.00996015,0,0.0265701,0.0625063,0.0303077,0,0,0.0210458,0,0,0.0238119,0.0828669,0.0210466,0.0194056,0.0284015,0.062819,0.0372605,0.0738019,0.0861269,0.049741,0.0273032,0.0188421,0,0.0261476,0.0440063,0.0381177,0.00729231,0.0141186,0.0471148,0.0667528,0,0,0,0,0,0
617,0,0,0,0,0.0574553,0.0524749,0,0,0,0.0242771,0,0.0176725,0.0458435,0,0,0.0223572,0,0,0.0379664,0.0643236,0.0459486,0.034291,0.0247712,0.0728586,0.0465515,0.0565745,0.0753687,0.0530777,0.0119267,0.0592004,0.0586716,0.0310889,0.0434304,0.0604212,0.0358375,0.0139349,0.0155023,0.00980526,0,0.0264617,0.0628276,0.0302171,0,0,0.021059,0,0,0.0237426,0.0831215,0.020688,0.0193381,0.0290637,0.0625462,0.0370956,0.0726694,0.0848337,0.0499602,0.0278016,0.0200129,0.0264242,0.0274424,0.0497655,0.0383176,0.00735209,0.0138926,0.0471208,0.0669911,0,0,0,0,0,0
618,0,0,0,0,0.0575344,0.0525024,0,0,0,0.0243941,0,0.0177086,0.0459616,0,0,0.0224002,0,0,0.0379312,0.0645525,0.0460459,0.0344465,0.0250451,0.0726982,0.046649,0.0563714,0.0752462,0.0530403,0.0117246,0.0593084,0.0587197,0.0311259,0.0436258,0.0607416,0.0359434,0.0140273,0.0154385,0.00989643,0,0.0265819,0.0636335,0.0301805,0,0,0.0210971,0,0,0.0237074,0.0834696,0.0206249,0.0195016,0.0290094,0.0622125,0.0370631,0.0726235,0.0846998,0.0498658,0.0277316,0.0200577,0.0264576,0.027476,0.0501407,0.0384175,0.00740603,0.0137934,0.0472286,0.0671421,0,0,0,0,0,0
619,0,0,0,0,0.0574382,0.0526838,0,0,0,0.0236507,0,0.0172106,0.046463,0,0,0.0223442,0,0,0.0379642,0.0688149,0.0442087,0.0364665,0.0252042,0.0718538,0.0474616,0.054495,0.0742396,0.0538603,0.0135949,0.0587773,0.0583147,0.0305296,0.0428814,0.0566617,0.0362988,0.0139932,0.0156261,0.0111433,0,0.0270691,0,0.0295355,0,0,0.0211618,0,0,0.023586,0.0812215,0.0207025,0.025034,0.0257114,0.0606919,0.0364691,0.0722026,0.0863862,0.0520671,0.0240993,0.0200241,0.0260898,0.0273428,0.0540659,0.038807,0.00753784,0.0131745,0.0480149,0.0668939,0,0,0,0,0,0
620,0,0,0,0,0.0574965,0.0526575,0,0,0,0.0237937,0,0.0172738,0.0469929,0,0,0.0222625,0,0,0.0379007,0.0687397,0.0444208,0.0362588,0.0254333,0.0716286,0.0472646,0.0543324,0.0740398,0.0537775,0.0131473,0.0588593,0.0583374,0.0305084,0.0429931,0.0575066,0.0363648,0.013983,0.0155532,0.00958673,0,0.0270645,0,0.0295507,0,0,0.0212231,0,0,0.0234999,0.0800623,0.0213046,0.0253557,0.0254085,0.0608781,0.0364545,0.0731665,0.0873527,0.0518044,0.0236285,0.0191645,0,0.0261107,0.049113,0.0389109,0.00762233,0.0129798,0.0480498,0.0669737,0,0,0,0,0,0
621,0,0,0,0,0.0577585,0.0523777,0,0,0,0.0249776,0,0.017921,0.0454983,0,0,0.0222959,0,0,0.0377878,0.0649619,0.0469004,0.0343108,0.0258335,0.0724629,0.0465704,0.0560767,0.0747222,0.0526404,0.0111664,0.0594715,0.058654,0.0309837,0.0440606,0.0625398,0.0362116,0.0140398,0.0152767,0.0102489,0,0.0266996,0.0647952,0.0299659,0,0,0.0210631,0,0,0.0236662,0.0827878,0.0209176,0.0196071,0.0293827,0.0622957,0.0367068,0.0725128,0.0841795,0.0493235,0.0281654,0.0199584,0.025983,0.0272607,0.0508752,0.0388198,0.00765828,0.0131508,0.047228,0.0676747,0,0,0,0,0,0
622,0,0,0,0,0.0576752,0.0525479,0,0,0,0.0240424,0,0.0173612,0.0462614,0,0,0.0222338,0,0,0.0378663,0.0692639,0.0448702,0.0361789,0.0260243,0.0715237,0.0475189,0.053892,0.0737267,0.0534779,0.0129905,0.0589524,0.0583021,0.0306281,0.0432948,0.0582463,0.0365478,0.013992,0.0155055,0.0114298,0,0.0272552,0,0.029271,0,0,0.0210719,0,0,0.0235326,0.0808763,0.0207182,0.0256692,0.0259275,0.0609702,0.0362046,0.0721218,0.08613,0.0516909,0.0241489,0.0199625,0.0259231,0.0272228,0.0546865,0.0391589,0.00784265,0.0124973,0.0481089,0.067349,0,0,0,0,0,0
623,0,0,0,0,0.0579221,0.0522218,0,0,0,0.0253966,0,0.0180423,0.0453949,0,0,0.0222605,0,0,0.0378089,0.0648261,0.0476344,0.0340142,0.0261803,0.0725285,0.046534,0.0558928,0.0745839,0.0524272,0.0109148,0.0595542,0.0585793,0.0311041,0.0444485,0.0636319,0.0364374,0.0141178,0.0151589,0.0102198,0,0.0268381,0.0663105,0.0297739,0,0,0.0210725,0,0,0.0234777,0.0826849,0.0207526,0.0195497,0.0299798,0.0625916,0.036433,0.0726192,0.0840662,0.0488755,0.0284144,0.0197508,0.0261652,0.0271813,0.0507838,0.0392052,0.00782849,0.0125742,0.0471746,0.0679685,0,0,0,0,0,0
624,0,0,0,0,0.0578379,0.052406,0,0,0,0.0243333,0,0.0173945,0.047035,0,0,0.0222584,0,0,0.0378566,0.0689707,0.0453758,0.0358096,0.0263487,0.0714153,0.0473604,0.0535099,0.0734598,0.053352,0.0126593,0.0590808,0.0582903,0.0306623,0.0436262,0.0591171,0.0367189,0.0140172,0.0153947,0.00958158,0,0.0273956,0,0.02919,0,0,0.0212509,0,0,0.0232743,0.0793788,0.0210266,0.0261697,0.0262218,0.0611759,0.0360973,0.0731977,0.0871648,0.0513802,0.0234016,0.0187261,0,0.0261026,0.0495953,0.0395356,0.00788447,0.012091,0.0481382,0.0675892,0,0,0,0,0,0
625,0,0,0,0,0.0578963,0.0523927,0,0,0,0.0243976,0,0.0173947,0.0465005,0,0,0.0222203,0,0,0.0378387,0.0691876,0.0455198,0.0358598,0.0265688,0.0715156,0.047529,0.0533821,0.0732305,0.0532621,0.0129441,0.0591334,0.0582651,0.0305764,0.0437173,0.0590087,0.0368387,0.0139725,0.015442,0.0115325,0,0.0275002,0,0.029072,0,0,0.0213461,0,0,0.0231452,0.0798893,0.0203818,0.0262623,0.026907,0.0609044,0.0359617,0.0721285,0.0858858,0.051478,0.0238951,0.0199543,0.0258913,0.0273747,0.0549247,0.0397079,0.0078642,0.0118071,0.0481587,0.0678568,0,0,0,0,0,0
626,0,0,0,0,0.0579249,0.052375,0,0,0,0.0245577,0,0.0174339,0.0470433,0,0,0.0221808,0,0,0.0377858,0.068882,0.0457266,0.035634,0.0267153,0.0714561,0.0473805,0.0529635,0.0731344,0.053321,0.0127107,0.059193,0.0582767,0.0306353,0.0438321,0.0594448,0.0368558,0.0139342,0.0153747,0.00967567,0,0.0274735,0,0.0291669,0,0,0.0214177,0,0,0.0230207,0.0793024,0.0210808,0.0265795,0.0266522,0.0609813,0.0360012,0.073226,0.0869297,0.0512965,0.02325,0.0187605,0,0.0262443,0.0496773,0.0398474,0.00784578,0.0116683,0.0482109,0.0678306,0,0,0,0,0,0
627,0,0,0,0,0.0579785,0.0523724,0,0,0,0.0245702,0,0.0174758,0.0464116,0,0,0.0221653,0,0,0.0377502,0.0692279,0.0458593,0.0357398,0.0269201,0.0715909,0.0475577,0.0528614,0.073044,0.0532805,0.0129203,0.0591444,0.0581681,0.0305601,0.0439048,0.0592838,0.0369022,0.0138466,0.015448,0.0116086,0,0.0275196,0,0.0291505,0,0,0.0215718,0,0,0.0229224,0.0799086,0.0205458,0.0266459,0.0271645,0.0607806,0.0359046,0.0720886,0.0856751,0.0512829,0.0238624,0.0199099,0.0259904,0.0273443,0.0549129,0.0400588,0.00785655,0.0114116,0.0483017,0.0679326,0,0,0,0,0,0
628,0,0,0,0,0.0580265,0.0524033,0,0,0,0.0245834,0,0.0175423,0.0463626,0,0,0.0221892,0,0,0.0377588,0.0693294,0.0459406,0.0356703,0.0270279,0.0716661,0.0475791,0.052858,0.0729311,0.0531895,0.0129317,0.0590471,0.0580467,0.0304218,0.0439312,0.0594042,0.0369528,0.0139127,0.0154286,0.0115409,0,0.0275847,0,0.0291877,0,0,0.0217175,0,0,0.022858,0.0799398,0.0205432,0.0268208,0.0272094,0.0608783,0.0359041,0.0720117,0.0855014,0.0512185,0.0238532,0.0198889,0.0256363,0.0272837,0.0547612,0.040235,0.00782609,0.0112092,0.0484155,0.0680167,0,0,0,0,0,0
629,0,0,0,0,0.0580795,0.0524312,0,0,0,0.0245669,0,0.0175969,0.0463043,0,0,0.0222017,0,0,0.0377772,0.0694669,0.045965,0.0355599,0.0271448,0.0717613,0.0476328,0.0528667,0.0727594,0.052944,0.0129243,0.0589455,0.0579147,0.0302546,0.0439134,0.0594003,0.037016,0.0139546,0.0154358,0.0114672,0,0.0276262,0,0.0291375,0,0,0.0218405,0,0,0.0227938,0.0799589,0.020465,0.0269938,0.0272511,0.0610077,0.0357894,0.0719805,0.0853304,0.051182,0.0239338,0.019946,0.0255993,0.0273101,0.0546052,0.0404,0.00780467,0.0109919,0.0485158,0.0683592,0,0,0,0,0,0
630,0,0,0,0,0.0581104,0.0524357,0,0,0,0.0245301,0,0.0176256,0.04624,0,0,0.0221908,0,0,0.0377556,0.0696163,0.0459785,0.035404,0.0272649,0.0718121,0.0477278,0.0528346,0.0725503,0.0527943,0.0128558,0.058852,0.0577908,0.0301777,0.0438739,0.0592593,0.0371003,0.013948,0.0154331,0.0113476,0,0.0276583,0,0.0290715,0,0,0.0219049,0,0,0.0227675,0.0799877,0.0204284,0.0271371,0.0273004,0.0611042,0.0356551,0.0719846,0.0852503,0.0511768,0.024012,0.0200111,0.0256325,0.0273173,0.0544616,0.0405308,0.00783786,0.0107905,0.0486515,0.0690814,0,0,0,0,0,0
631,0,0,0,0,0.0581807,0.0523787,0,0,0,0.0244777,0,0.0176433,0.0462035,0,0,0.0221719,0,0,0.0377239,0.0697184,0.0459939,0.0352402,0.0273796,0.0718301,0.0478263,0.0527817,0.0723633,0.0527254,0.0127807,0.0587741,0.0576771,0.0301063,0.0438465,0.0590453,0.0371936,0.0139196,0.015446,0.011212,0,0.027716,0,0.0290476,0,0,0.0219235,0,0,0.0227424,0.0800939,0.0204124,0.0271955,0.0274036,0.0611768,0.0355178,0.0719663,0.085231,0.0511986,0.0239656,0.0200021,0.0255844,0.0273328,0.0543979,0.0405969,0.00786108,0.010607,0.0487629,0.0695013,0,0,0,0,0,0
632,0,0,0,0,0.0583021,0.0523624,0,0,0,0.0244295,0,0.0176679,0.046149,0,0,0.0221382,0,0,0.0376667,0.0697598,0.0460028,0.0350804,0.0274677,0.0718609,0.0478556,0.0527225,0.0722159,0.0527004,0.012727,0.0587026,0.05756,0.030012,0.0438393,0.0588382,0.0372886,0.0138486,0.0154439,0.011133,0,0.0278043,0,0.0290535,0,0,0.0219086,0,0,0.0227599,0.0802508,0.020324,0.0272587,0.0277021,0.0612055,0.0353778,0.0719532,0.0852068,0.0512058,0.0239345,0.0199332,0.0254715,0.0273668,0.0544797,0.0406198,0.00792006,0.0104517,0.0488375,0.069549,0,0,0,0,0,0
633,0,0,0,0,0.0584135,0.0522578,0,0,0,0.0243949,0,0.0176737,0.046003,0,0,0.0221353,0,0,0.0376329,0.0698061,0.0460165,0.0349618,0.0275636,0.0719251,0.0479035,0.052649,0.0720775,0.0526617,0.0127498,0.0586862,0.0574884,0.0299405,0.0438809,0.0585893,0.0373877,0.0138369,0.0154062,0.0118578,0,0.0283528,0,0.0290423,0,0,0.0218359,0,0,0.0227695,0.0803124,0.0196816,0.0270964,0.0284034,0.0610749,0.0352255,0.0715792,0.0847783,0.0511994,0.0240387,0.0202704,0.02426,0.027882,0.0557451,0.0405842,0.00794041,0.0102755,0.0489001,0.0694803,0,0,0,0.0120386,0,0
634,0,0,0,0,0.058445,0.0522492,0,0,0,0.024422,0,0.0176783,0.0465694,0,0,0.0221665,0,0,0.037618,0.069541,0.0460495,0.034639,0.0275656,0.0718991,0.047718,0.0524566,0.0719746,0.0527397,0.0125248,0.0586815,0.0574877,0.0299205,0.043913,0.0586589,0.0374237,0.0139605,0.0152281,0.00970201,0,0.0281299,0,0.0291185,0,0,0.0218461,0,0,0.0226706,0.0797444,0.0202293,0.0272424,0.0281582,0.0611141,0.0352078,0.0724491,0.085615,0.0509699,0.0234135,0.0190219,0,0.0267608,0.0511548,0.0405815,0.0078553,0.0102359,0.0490182,0.0696901,0,0,0,0.0144394,0,0
635,0,0,0,0,0.0584746,0.0522953,0,0,0,0.0244289,0,0.0176661,0.0466101,0,0,0.0221895,0,0,0.0375906,0.0695726,0.0460345,0.0344493,0.0276373,0.0719751,0.0476811,0.0522948,0.0718354,0.0527818,0.0124346,0.0586641,0.057473,0.0298776,0.0439435,0.0585582,0.037449,0.0140079,0.0151497,0.00969014,0,0.0281199,0,0.0291223,0,0,0.0219516,0,0,0.0226227,0.0796727,0.0203737,0.0273401,0.0283018,0.061067,0.0351414,0.0724303,0.0854573,0.0507924,0.0235317,0.0189837,0,0.0267358,0.0510177,0.0406665,0.00779235,0.0101566,0.0491414,0.0699193,0,0,0,0.0140317,0,0
636,0,0,0,0,0.0585295,0.0523077,0,0,0,0.0244431,0,0.0176596,0.0466035,0,0,0.0221686,0,0,0.0375415,0.0696946,0.0460223,0.0343133,0.0277472,0.0720302,0.0476978,0.0521803,0.0717437,0.0527764,0.0123517,0.0586566,0.0574469,0.0298734,0.0439811,0.0584648,0.0374835,0.0139891,0.0151201,0.00962808,0,0.028141,0,0.0291043,0,0,0.0222222,0,0,0.0225288,0.0796522,0.0206254,0.0274751,0.0283459,0.0611215,0.0350196,0.0724078,0.0853268,0.0505914,0.0236666,0.0189404,0,0.0266878,0.0508325,0.0408028,0.00773902,0.0100792,0.0492014,0.0700273,0,0,0,0.0134975,0,0
637,0,0,0,0,0.0585545,0.0523581,0,0,0,0.0244153,0,0.0176495,0.0460616,0,0,0.0221543,0,0,0.0375403,0.0701194,0.0460087,0.0343451,0.0279527,0.0720477,0.0479028,0.0521602,0.0716037,0.0526389,0.0124681,0.0586361,0.0573915,0.0297802,0.0440005,0.0581757,0.0375632,0.0139343,0.0152032,0.0116682,0,0.0283585,0,0.0290138,0,0,0.0225167,0,0,0.0224533,0.0801863,0.020193,0.0275546,0.0287862,0.0611385,0.0348722,0.0714785,0.0842434,0.0505179,0.0244352,0.0201466,0.0241821,0.0277762,0.0552451,0.0409557,0.00776721,0.00990337,0.0492298,0.0701859,0,0,0,0.0110625,0,0
638,0,0,0,0,0.058569,0.0524245,0,0,0,0.0244339,0,0.017651,0.0461535,0,0,0.0221626,0,0,0.0375432,0.0702576,0.0460708,0.0342708,0.0281162,0.0719697,0.0480145,0.0520573,0.0714689,0.0524919,0.0124187,0.0586295,0.0573784,0.029719,0.0440226,0.0582023,0.0376206,0.0138935,0.0152582,0.011698,0,0.0283411,0,0.0289321,0,0,0.0228195,0,0,0.0223404,0.0802182,0.0201148,0.0277805,0.0287373,0.0613522,0.0348015,0.0715345,0.0842091,0.0503844,0.0245001,0.0201494,0.0238583,0.0278019,0.055353,0.0410824,0.00785617,0.00978978,0.0492664,0.0703041,0,0,0,0.0112254,0,0
639,0,0,0,0,0.0585798,0.0524659,0,0,0,0.0244847,0,0.0176599,0.0461699,0,0,0.0221733,0,0,0.0375035,0.0703423,0.0461517,0.0342856,0.0282442,0.0719803,0.0481319,0.0519264,0.071346,0.05231,0.0123976,0.058638,0.0573685,0.0297284,0.0440661,0.0583394,0.0377023,0.013783,0.0153619,0.0117336,0,0.0283522,0,0.0288216,0,0,0.0231253,0,0,0.0221951,0.0802462,0.0201329,0.027968,0.0287585,0.0615376,0.0347092,0.07155,0.0842233,0.0503792,0.02444,0.0201107,0.0237541,0.0278025,0.0553871,0.0412298,0.00799851,0.00968291,0.0493202,0.0704615,0,0,0,0.0113115,0,0
640,0,0,0,0,0.0585533,0.0525027,0,0,0,0.0245569,0,0.0176598,0.0457996,0,0,0.0221566,0,0,0.0374512,0.0704059,0.0462709,0.0344095,0.028384,0.0720978,0.0481741,0.0518647,0.0711923,0.0521006,0.0123521,0.0587064,0.0573954,0.0297744,0.0441586,0.0585496,0.037805,0.0136284,0.0154677,0.0117308,0,0.0283852,0,0.0287536,0,0,0.0233097,0,0,0.0221617,0.0801699,0.0202273,0.0280673,0.0288766,0.0617199,0.03461,0.0715048,0.0842394,0.0504448,0.0243441,0.0200614,0.0239314,0.0277969,0.0553071,0.0414051,0.00802906,0.00957967,0.0493743,0.0705445,0,0,0,0.0112613,0,0
641,0,0,0,0,0.0584887,0.052554,0,0,0,0.0246281,0,0.0176542,0.0453301,0,0,0.0221537,0,0,0.0374516,0.0704802,0.0464016,0.034566,0.0285613,0.0722625,0.0481724,0.0519812,0.071032,0.0519155,0.0123334,0.058795,0.0574393,0.0298109,0.0442784,0.0587919,0.0378952,0.013675,0.0154188,0.0117262,0,0.0284095,0,0.0287523,0,0,0.0233889,0,0,0.022168,0.0801534,0.0202656,0.0281542,0.0290111,0.0618709,0.0345183,0.0714345,0.0842287,0.0504974,0.0242985,0.0200496,0.0240069,0.0278068,0.0552195,0.0414757,0.0079492,0.00950057,0.049449,0.0705519,0,0,0,0.0112142,0,0
642,0,0,0,0,0.0584239,0.0526733,0,0,0,0.0246868,0,0.0177024,0.0464727,0,0,0.0221375,0,0,0.0374644,0.0703953,0.0465688,0.0344219,0.0285242,0.0723585,0.048282,0.0522186,0.0711099,0.051913,0.012431,0.0587603,0.0574018,0.0297907,0.044314,0.0590457,0.037977,0.0137195,0.015409,0.0111983,0,0.0278605,0,0.0287334,0,0,0.0234086,0,0,0.0221512,0.0799495,0.0207357,0.0284494,0.0287469,0.0618038,0.0345631,0.0718051,0.0845247,0.0504231,0.0241611,0.0198358,0.0249952,0.0274391,0.0540819,0.0413865,0.00798873,0.00951393,0.049687,0.0704675,0,0,0,0,0,0
643,0,0,0,0,0.0583972,0.0527146,0,0,0,0.0248006,0,0.0177224,0.0472308,0,0,0.0220989,0,0,0.037454,0.0703227,0.0467984,0.034505,0.0288364,0.0726967,0.0484862,0.052163,0.070982,0.0516657,0.0123894,0.0589193,0.0575127,0.0299037,0.0444649,0.0592992,0.0380764,0.0136437,0.0155023,0.0105914,0,0.0277056,0,0.0286446,0,0,0.0234794,0,0,0.0219967,0.0798152,0.0203604,0.0276674,0.0298266,0.0615442,0.0344886,0.0720968,0.0849635,0.0502197,0.0237027,0.0187131,0.0257897,0.0270859,0.0520919,0.0413504,0.0080403,0.00943781,0.0497323,0.0706736,0,0,0,0.012143,0,0
644,0,0,0,0,0.0583094,0.0528104,0,0,0,0.0248352,0,0.0177464,0.0473814,0,0,0.0220085,0,0,0.037354,0.07039,0.0469395,0.0345513,0.0289565,0.0728569,0.0484246,0.0521143,0.0709416,0.0515898,0.0124416,0.0589389,0.0575261,0.0299123,0.0444728,0.0593976,0.0381347,0.0134671,0.0155643,0.0105244,0,0.0277478,0,0.0286358,0,0,0.0234197,0,0,0.0219245,0.0801818,0.0203734,0.0278059,0.0298858,0.0615874,0.0345545,0.0720776,0.0848932,0.0501287,0.0237543,0.018713,0.025835,0.0271015,0.0519456,0.0413423,0.00803985,0.00945623,0.0499738,0.0705694,0,0,0,0.0118189,0,0
645,0,0,0,0,0.0582058,0.0529348,0,0,0,0.0248418,0,0.0177398,0.0473439,0,0,0.0219373,0,0,0.0373243,0.0704781,0.0469944,0.0345831,0.0289551,0.0729622,0.0483656,0.0520587,0.0708889,0.0515316,0.0124356,0.0589105,0.0574691,0.0298581,0.0444584,0.0594805,0.038158,0.0134499,0.0155553,0.0105064,0,0.0277791,0,0.0286288,0,0,0.023348,0,0,0.0219677,0.0804244,0.020422,0.0278948,0.0299152,0.0617216,0.0346258,0.0720469,0.0847862,0.0500293,0.0238372,0.0187229,0.0258522,0.0270943,0.0518243,0.041283,0.00805544,0.00944651,0.050184,0.0704392,0,0,0,0.0116438,0,0
646,0,0,0,0,0.058108,0.0530514,0,0,0,0.0248571,0,0.0177327,0.0473291,0,0,0.0219439,0,0,0.0374159,0.070547,0.0469705,0.0346004,0.0288723,0.0730604,0.048338,0.0520731,0.0708217,0.0515062,0.0124149,0.0588385,0.0573761,0.0297494,0.0444278,0.0595596,0.0381887,0.0136092,0.0154775,0.0105584,0,0.0277525,0,0.028603,0,0,0.0233179,0,0,0.0219833,0.0805477,0.0204868,0.0279936,0.0299557,0.0618538,0.034729,0.0720022,0.0846622,0.0499453,0.0239356,0.0186863,0.0258356,0.0270718,0.0517612,0.041193,0.00805822,0.00939288,0.0503809,0.0703311,0,0,0,0.0116707,0,0
647,0,0,0,0,0.0581135,0.0529823,0,0,0,0.0248625,0,0.0177545,0.0473386,0,0,0.0219536,0,0,0.0376055,0.0705855,0.0469841,0.0346609,0.0288275,0.0732555,0.0482995,0.0520974,0.0707724,0.0514915,0.0124098,0.0587647,0.0573033,0.0296536,0.0443975,0.0595846,0.0381905,0.0136454,0.0155503,0.0105646,0,0.0277036,0,0.0286737,0,0,0.0226402,0,0,0.0225335,0.0805168,0.0205164,0.0280864,0.0300518,0.0620099,0.0348302,0.0719456,0.0845303,0.04986,0.0240266,0.0186633,0.0258126,0.0270627,0.0517223,0.0410888,0.00796228,0.00980978,0.0504087,0.0703434,0,0,0,0.011812,0,0
