Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,RTIBI,x71,
1862,0,0,0,0,0.0520507,0.0587096,0,0,0,0.0394195,0,0.0203491,0.0591818,0,0,0.0212208,0,0,0.0401488,0.0571193,0.0275767,0.0295506,0.0256282,0.0636303,0.043984,0.0493246,0.0660182,0.0508046,0.0225609,0.0567174,0.0596548,0.0331734,0.0349976,0.0088742,0.0351907,0.0152397,0.0151208,0.0279658,0,0.0236674,0.0622657,0.0311473,0,0,0.0228944,0,0,0.0239122,0.0698142,0.0338646,0.0295465,0,0.0597242,0.0358849,0.0679222,0.0901053,0.0631787,0.0265334,0.1634,0.0276919,0.0315469,0.0198585,0.033138,0.00549179,0.0150794,0.0556119,0.0527656,0,0,0,0,0,0
1863,0,0,0,0,0.0520905,0.0586346,0,0,0,0.0399888,0,0.0200163,0.0589638,0,0,0.0211775,0,0,0.0400685,0.0571743,0.0271973,0.0295007,0.0252901,0.0638227,0.0441123,0.0492276,0.0662103,0.0508404,0.0227808,0.0569051,0.0598401,0.0332355,0.03526,0.00856842,0.0352006,0.015248,0.0151668,0.0280472,0,0.0236728,0.0620888,0.0311089,0,0,0.0231364,0,0,0.023885,0.0699449,0.0334319,0.0294901,0,0.0598274,0.0357285,0.06815,0.0899235,0.0627178,0.0268457,0.163442,0.0279812,0.0315666,0.0198712,0.033221,0.00559269,0.0148953,0.0555601,0.0529334,0,0,0,0,0,0
1864,0,0,0,0,0.0523001,0.0583125,0,0,0,0.0429155,0,0.0218226,0.0587815,0,0,0.0210339,0,0,0.0401195,0.0567584,0.0276135,0.0301616,0.0252149,0.0646294,0.0445347,0.0498655,0.0669691,0.0505438,0.0222691,0.0558709,0.0590695,0.0322641,0.034209,0.00706339,0.0353066,0.0153971,0.0153783,0.0281356,0,0.0203843,0.0609347,0.0308902,0,0,0.0236876,0,0,0.0233,0.0707337,0.0305672,0.0278719,0,0.0597919,0.0355628,0.0682689,0.088583,0.0610485,0.0293489,0.164702,0.0274306,0,0.018717,0.0332927,0.00599109,0.0146829,0.0551109,0.0537001,0,0,0,0,0,0
1865,0,0,0,0,0.0522468,0.0583372,0,0,0,0.0430943,0,0.0217695,0.0587674,0,0,0.0210092,0,0,0.0400614,0.0570264,0.0276463,0.0296892,0.0250733,0.0643681,0.0443319,0.0498792,0.0671173,0.0507243,0.0225327,0.0557792,0.0589689,0.0321443,0.0341939,0.00700205,0.0353779,0.0154074,0.0152672,0.0299591,0,0.022235,0.0617773,0.0309135,0,0,0.023584,0,0,0.0231802,0.0704375,0.0356764,0.0288375,0,0.0600573,0.0353413,0.0691062,0.0892143,0.0609214,0.0278829,0.163365,0.0310565,0.0300242,0.0207952,0.0334806,0.00599434,0.0144883,0.0551875,0.0535486,0,0,0,0,0,0
1866,0,0,0,0,0.0523314,0.0583579,0,0,0,0.0435387,0,0.0215211,0.0585884,0,0,0.0210245,0,0,0.0400932,0.0571405,0.0273932,0.0296554,0.0247786,0.0643234,0.0444351,0.049965,0.0673931,0.0507924,0.0226273,0.055863,0.05906,0.0321666,0.0343425,0.00711648,0.0354086,0.0154901,0.0152402,0.0284752,0,0.0232098,0.0617372,0.0308946,0,0,0.0234563,0,0,0.0231363,0.0705061,0.0338737,0.0288215,0,0.0601295,0.0351655,0.0690174,0.0892612,0.0610852,0.0278718,0.16345,0.0300495,0.0297701,0.0207837,0.0335553,0.0059923,0.0143901,0.0551452,0.0537102,0,0,0,0,0,0
1867,0,0,0,0,0.0523759,0.0583872,0,0,0,0.0430247,0,0.0215256,0.0585003,0,0,0.0210495,0,0,0.0400783,0.0572803,0.02748,0.0297239,0.0249002,0.0642465,0.0444851,0.0502946,0.0675325,0.050824,0.0225914,0.0557959,0.0590047,0.0321812,0.0342864,0.00704679,0.0354146,0.0153727,0.0153308,0.0275013,0,0.0253637,0.0616457,0.0308793,0,0,0.0233963,0,0,0.0230676,0.0705961,0.0323261,0.0287794,0,0.0601651,0.0350092,0.0686664,0.089366,0.0614696,0.0277472,0.163584,0.0289686,0.0285608,0.0212433,0.0336107,0.00604126,0.0142794,0.0550656,0.053885,0,0,0,0,0,0
1868,0,0,0,0,0.0522849,0.0583541,0,0,0,0.0430268,0,0.0213833,0.0583695,0,0,0.0210693,0,0,0.0401116,0.0573794,0.0273367,0.029716,0.0247266,0.0641864,0.0445588,0.0508216,0.0677387,0.0509096,0.022636,0.0558014,0.0590318,0.0321732,0.0343213,0.00705723,0.0354319,0.0154493,0.0152892,0.0279121,0,0.0267954,0.0615665,0.0308421,0,0,0.0235309,0,0,0.0229123,0.0705071,0.0324241,0.0287971,0,0.0602221,0.0348805,0.0685387,0.0895903,0.0616558,0.0277835,0.163611,0.0289821,0.0278947,0.0209623,0.033674,0.00595973,0.0141834,0.0549293,0.0540831,0,0,0,0,0,0
1869,0,0,0,0,0.0520272,0.058314,0,0,0,0.0430464,0,0.0212207,0.0582587,0,0,0.021095,0,0,0.0401274,0.0574256,0.0271798,0.0296779,0.0245503,0.0641474,0.0447276,0.0510281,0.0679116,0.0509842,0.0226691,0.0557987,0.059057,0.0321125,0.0343527,0.00706392,0.0354397,0.0154754,0.0152928,0.0280407,0,0.0265923,0.0614318,0.0308034,0,0,0.0237869,0,0,0.0228768,0.0704996,0.0324507,0.028795,0,0.0602729,0.0347461,0.068521,0.0897601,0.0616016,0.0278937,0.163703,0.0289811,0.0277985,0.0208472,0.0337663,0.00590406,0.014079,0.0548112,0.054268,0,0,0,0,0,0
1870,0,0,0,0,0.0520525,0.0583105,0,0,0,0.0430923,0,0.0210343,0.0581384,0,0,0.0211015,0,0,0.0401366,0.0573936,0.0270254,0.0296313,0.0244073,0.0641528,0.0448696,0.0510501,0.0680914,0.0510519,0.0226968,0.0558037,0.0590805,0.0320805,0.0343985,0.00706915,0.035463,0.0154663,0.0153229,0.027625,0,0.0250762,0.061294,0.0307221,0,0,0.0237632,0,0,0.0228879,0.0705877,0.0323668,0.0287767,0,0.0603042,0.0346108,0.0684971,0.0898482,0.0615398,0.027935,0.163831,0.028898,0.0280491,0.0211243,0.0338551,0.00593816,0.0139807,0.0547214,0.0544793,0,0,0,0,0,0
1871,0,0,0,0,0.0523397,0.0583424,0,0,0,0.0431335,0,0.020849,0.0580146,0,0,0.0210889,0,0,0.0401191,0.0573069,0.0268707,0.02955,0.0242375,0.0641556,0.0449561,0.0510668,0.0683215,0.05115,0.0227316,0.0557833,0.0590814,0.0320573,0.0344452,0.00709491,0.0354923,0.0154501,0.0153505,0.0275257,0,0.0246935,0.0611932,0.0306158,0,0,0.0234969,0,0,0.0228622,0.0706026,0.0322241,0.0287533,0,0.0603553,0.034481,0.0684897,0.0900359,0.0617067,0.0279012,0.163922,0.0289278,0.0283963,0.0212033,0.0339411,0.00599175,0.0138974,0.054647,0.0546857,0,0,0,0,0,0
1872,0,0,0,0,0.0525257,0.0583226,0,0,0,0.0431225,0,0.0206612,0.0579003,0,0,0.0210838,0,0,0.040117,0.0572099,0.0267168,0.0294763,0.0239934,0.0641941,0.045044,0.0510886,0.0685708,0.0512535,0.0227418,0.0557412,0.0590737,0.0320197,0.0344825,0.00713042,0.0355134,0.0154381,0.015367,0.0276669,0,0.0250721,0.0610411,0.0305138,0,0,0.0233758,0,0,0.0228378,0.0705778,0.0322172,0.0287,0,0.0604287,0.0343897,0.068479,0.0902466,0.0619267,0.0279427,0.163814,0.0290114,0.0283428,0.0211625,0.0340393,0.00600039,0.0138171,0.0545462,0.0549109,0,0,0,0,0,0
1873,0,0,0,0,0.0525883,0.058258,0,0,0,0.0430831,0,0.0204668,0.0578255,0,0,0.0210841,0,0,0.0401392,0.0571257,0.0265501,0.0293946,0.0236962,0.0642704,0.0451642,0.0511001,0.0688186,0.0513471,0.0227141,0.0557004,0.059069,0.0319447,0.0344741,0.00714647,0.0355161,0.0154459,0.0153793,0.0279189,0,0.025908,0.0608476,0.0304209,0,0,0.023425,0,0,0.0226689,0.070535,0.0323541,0.0287186,0,0.0605197,0.0343185,0.0684514,0.0904405,0.0621107,0.0281515,0.163578,0.0291653,0.028144,0.0211184,0.0341668,0.00594479,0.0137171,0.0544103,0.055189,0,0,0,0,0,0
1874,0,0,0,0,0.0526321,0.0582047,0,0,0,0.0430481,0,0.0202687,0.0577993,0,0,0.0211006,0,0,0.0401567,0.0570851,0.0263787,0.029293,0.0233772,0.0643757,0.0453371,0.0511286,0.0690778,0.0514441,0.0226464,0.055688,0.0590829,0.0318729,0.0344415,0.00713875,0.0355176,0.015438,0.0153997,0.0281035,0,0.0260132,0.0606516,0.0303468,0,0,0.0236392,0,0,0.022598,0.0704848,0.0325292,0.0288174,0,0.0606596,0.0342424,0.0684889,0.09056,0.0621293,0.0286236,0.163433,0.0294472,0.028331,0.0211834,0.0343062,0.00591055,0.0136201,0.0542702,0.055493,0,0,0,0,0,0
1875,0,0,0,0,0.0526924,0.0581277,0,0,0,0.0429687,0,0.0200529,0.0578251,0,0,0.0211112,0,0,0.0401524,0.0571333,0.0262433,0.0291695,0.0230867,0.0644733,0.0454912,0.0511734,0.0693974,0.0515691,0.0225719,0.0556709,0.0590552,0.031805,0.0344615,0.00715038,0.0355166,0.0153931,0.0154621,0.0282278,0,0.0255535,0.0605139,0.0302675,0,0,0.0236854,0,0,0.0225985,0.0703373,0.0327053,0.0288976,0,0.0608201,0.0341837,0.0687335,0.0906837,0.0619238,0.0290758,0.163199,0.029981,0.029794,0.0213553,0.0344026,0.00597951,0.0135567,0.0541297,0.0557963,0,0,0,0,0,0
1876,0,0,0,0,0.052808,0.0580377,0,0,0,0.0427873,0,0.0198412,0.0577452,0,0,0.0211251,0,0,0.0401307,0.0571573,0.0261089,0.0291478,0.0228103,0.0646012,0.0456509,0.0512557,0.0697802,0.0516782,0.0224711,0.0556218,0.0590185,0.0317487,0.0345063,0.0071899,0.0355053,0.0153099,0.0155647,0.0280285,0,0.0252935,0.0602744,0.0301989,0,0,0.0235841,0,0,0.0225827,0.0701349,0.032965,0.0288169,0,0.060986,0.0341634,0.0688136,0.0909183,0.0619997,0.0291394,0.162939,0.0303331,0.0302537,0.0217274,0.0344898,0.00596204,0.0135436,0.0539928,0.05611,0,0,0,0,0,0
1877,0,0,0,0,0.0529137,0.0579448,0,0,0,0.0425112,0,0.0196143,0.0575644,0,0,0.0211763,0,0,0.0402063,0.0571055,0.0259614,0.0292123,0.0225018,0.0648262,0.0458447,0.0513302,0.0701048,0.0517429,0.0222654,0.055578,0.0590379,0.0317143,0.0345577,0.00726279,0.0354697,0.0153881,0.01558,0.0275572,0,0.0251007,0.0598444,0.0301494,0,0,0.0236089,0,0,0.0226336,0.0699717,0.0332783,0.0285779,0,0.061195,0.0341649,0.0687178,0.091197,0.0623869,0.0288631,0.162791,0.0302757,0.028978,0.0222607,0.0345298,0.00589558,0.0135519,0.0538463,0.0564739,0,0,0,0,0,0
1878,0,0,0,0,0.0529143,0.0578255,0,0,0,0.042129,0,0.0193589,0.0573384,0,0,0.021247,0,0,0.0402788,0.0570045,0.025851,0.0293477,0.0221909,0.0651476,0.0460932,0.051359,0.0704174,0.051784,0.0219737,0.0556104,0.0591136,0.0317019,0.0346619,0.00739351,0.0354235,0.015416,0.0156352,0.0267082,0,0.0242036,0.0593046,0.0301078,0,0,0.0237104,0,0,0.0226115,0.069862,0.0335982,0.0281761,0,0.0614613,0.0341755,0.06859,0.0914517,0.0628318,0.0284271,0.162647,0.0300051,0.0274543,0.0230771,0.0345272,0.0058274,0.0135325,0.0536561,0.0568846,0,0,0,0,0,0
1879,0,0,0,0,0.0528466,0.0576984,0,0,0,0.0417847,0,0.0190772,0.0571539,0,0,0.021304,0,0,0.0402996,0.0568867,0.0258301,0.0294166,0.0219088,0.065495,0.0462996,0.0513698,0.0707369,0.0518347,0.0216772,0.0557001,0.0591552,0.0316855,0.0348044,0.0075718,0.035374,0.0153751,0.0157162,0.0259942,0,0.0226098,0.0589777,0.0300676,0,0,0.0239801,0,0,0.022572,0.0696894,0.0339297,0.0278195,0,0.061748,0.034163,0.0688511,0.0916785,0.0628,0.0285298,0.162391,0.0300969,0.028473,0.0239368,0.0345757,0.00571689,0.0134861,0.0533933,0.0573,0,0,0,0,0,0
1880,0,0,0,0,0.0530733,0.0576201,0,0,0,0.0414204,0,0.0187715,0.0569716,0,0,0.0213466,0,0,0.0402655,0.05671,0.0258549,0.0294891,0.0216911,0.0658711,0.0464596,0.0514403,0.0710604,0.0518474,0.0213233,0.055838,0.0591326,0.0316851,0.0348814,0.00782316,0.0353436,0.0152699,0.015838,0.0257647,0,0.0229434,0.0586927,0.0300162,0,0,0.0241242,0,0,0.0225697,0.0694443,0.0344554,0.027543,0,0.061989,0.0341595,0.0691173,0.0920565,0.0628699,0.0284781,0.161989,0.030371,0.0293354,0.0246659,0.0346323,0.00568275,0.0134702,0.0531061,0.0577221,0,0,0,0,0,0
1881,0,0,0,0,0.0532905,0.0575391,0,0,0,0.0410482,0,0.0184856,0.056794,0,0,0.0214007,0,0,0.0402348,0.0565424,0.0258802,0.0296002,0.0215058,0.0662628,0.046614,0.051555,0.0713626,0.0518141,0.0208791,0.0559282,0.0591598,0.0317173,0.0349659,0.0081374,0.0353238,0.0151267,0.0159781,0.0253743,0,0.0232006,0.0583141,0.0299867,0,0,0.0241563,0,0,0.0224989,0.0692178,0.0349616,0.0273228,0,0.0621419,0.0341443,0.0692406,0.0923786,0.0630582,0.0281781,0.161628,0.0304593,0.0293158,0.0255448,0.0346586,0.00566519,0.0134466,0.0527576,0.0581707,0,0,0,0,0,0
1882,0,0,0,0,0.0534646,0.0574156,0,0,0,0.0406464,0,0.018223,0.056584,0,0,0.0214675,0,0,0.0402578,0.0564201,0.0259073,0.0297336,0.0213162,0.0666455,0.0467595,0.0516852,0.0716273,0.0517494,0.0204224,0.0559904,0.0592295,0.0317733,0.0350461,0.00849059,0.0352938,0.0151686,0.01599,0.0247374,0,0.0229772,0.057902,0.0300028,0,0,0.0240611,0,0,0.0224661,0.0691428,0.035393,0.027166,0,0.0622324,0.0341289,0.0692827,0.0925783,0.0632173,0.0278275,0.161323,0.030376,0.0289344,0.0266034,0.0346777,0.00565237,0.0134308,0.0523693,0.0586565,0,0,0,0,0,0
1883,0,0,0,0,0.053647,0.0572736,0,0,0,0.0401942,0,0.0179738,0.0563003,0,0,0.0214988,0,0,0.0402426,0.0563654,0.0259492,0.0298759,0.0211607,0.0669651,0.0468814,0.0518382,0.0718745,0.0516803,0.0200185,0.0560346,0.0593009,0.0317923,0.0351287,0.00890288,0.0352131,0.0151811,0.0159945,0.0239823,0,0.0222776,0.0575713,0.030065,0,0,0.0241355,0,0,0.0224438,0.0696074,0.0357407,0.0269624,0,0.0623354,0.0341206,0.0693847,0.0927173,0.0633691,0.0275103,0.161039,0.0302801,0.0286224,0.0276771,0.0347497,0.00559126,0.013381,0.0519882,0.0591489,0,0,0,0,0,0
1884,0,0,0,0,0.0538788,0.0570363,0,0,0,0.0398307,0,0.0176055,0.0558543,0,0,0.0216317,0,0,0.0401246,0.0562866,0.0260315,0.0300281,0.0209445,0.0672761,0.0468779,0.052058,0.0722403,0.051609,0.0195045,0.0561041,0.0593642,0.031778,0.0353042,0.00945032,0.0350456,0.0152478,0.0158528,0.0227719,0,0,0.0571184,0.0302039,0,0,0.0235596,0,0,0.0229334,0.0713231,0.0362524,0.0266731,0,0.0625579,0.0341169,0.0694218,0.0927818,0.0634385,0.0263179,0.161009,0.0314786,0.0275627,0.0277554,0.0349037,0.00555293,0.0136705,0.0515385,0.0596325,0,0,0,0,0,0
1885,0,0,0,0,0.0540792,0.0569681,0,0,0,0.039422,0,0.017386,0.0554325,0,0,0.0216177,0,0,0.0400968,0.0565134,0.0261106,0.0300895,0.0208195,0.067445,0.0470138,0.0521495,0.0724834,0.0515677,0.0192042,0.0561539,0.0594137,0.0317816,0.035419,0.0098511,0.0350173,0.0152143,0.015909,0.0223492,0,0.0195938,0.0570206,0.0303205,0,0,0.0241602,0,0,0.0223764,0.0716877,0.0360737,0.0263626,0,0.0624975,0.0340681,0.0696128,0.0932862,0.0635735,0.0269257,0.160523,0.0301656,0.0284169,0.0296936,0.0349941,0.00538842,0.0132303,0.0511973,0.0601331,0,0,0,0,0,0
1886,0,0,0,0,0.0543434,0.0567538,0,0,0,0.0386526,0,0.0172607,0.0552777,0,0,0.0216291,0,0,0.0400888,0.0566544,0.0262696,0.0302125,0.0207226,0.0675183,0.0470221,0.0522889,0.0727151,0.0515855,0.0187682,0.0561376,0.0594107,0.0317825,0.0354345,0.0104777,0.0349663,0.0151421,0.0159805,0.021833,0,0.0197624,0.0569786,0.0305395,0,0,0.0241732,0,0,0.0225821,0.0718382,0.0363586,0.0260888,0,0.0625062,0.0340768,0.0697834,0.0934344,0.0637383,0.0266817,0.160198,0.0302055,0.0282437,0.0306463,0.0350442,0.00527484,0.013378,0.0508011,0.0606264,0,0,0,0,0,0
1887,0,0,0,0,0.0545868,0.0565709,0,0,0,0.0378792,0,0.0170476,0.0550867,0,0,0.021647,0,0,0.0400192,0.056759,0.0265273,0.0302583,0.0206178,0.0674511,0.0469809,0.0525082,0.0730372,0.0516543,0.0182568,0.0561323,0.0593862,0.0317649,0.0354675,0.011294,0.0349212,0.0150316,0.0160461,0.0218342,0,0.0212515,0.056941,0.0307562,0,0,0.024422,0,0,0.0225354,0.0717974,0.0369283,0.0258691,0,0.0625335,0.0341761,0.070215,0.0937509,0.063938,0.0263994,0.159719,0.0303943,0.0278726,0.0314504,0.0349789,0.00526785,0.0134021,0.0505125,0.0610383,0,0,0,0,0,0
1888,0,0,0,0,0.0547919,0.0563253,0,0,0,0.0370854,0,0.0168402,0.0546377,0,0,0.0216192,0,0,0.0398581,0.0569644,0.0268256,0.0303437,0.0205954,0.0675723,0.0468341,0.0526218,0.0733864,0.0517128,0.0177917,0.0561458,0.0593852,0.0317111,0.0355142,0.0122455,0.0348894,0.0148597,0.0160867,0.0215662,0,0.0218202,0.0567871,0.0309025,0,0,0.0244927,0,0,0.0225796,0.0720263,0.037293,0.0256398,0,0.06259,0.0341958,0.070257,0.0938944,0.0640763,0.0260858,0.159405,0.0305089,0.0276295,0.0322382,0.0349737,0.0053259,0.0133757,0.0501107,0.0615351,0,0,0,0,0,0
1889,0,0,0,0,0.05495,0.0560799,0,0,0,0.0362377,0,0.0166187,0.0540196,0,0,0.0215979,0,0,0.0397851,0.0572964,0.027267,0.0303933,0.0205826,0.0676456,0.0467818,0.0527669,0.0737749,0.0517743,0.0172689,0.056155,0.0593979,0.0316311,0.0356002,0.0133781,0.034826,0.0148288,0.0160367,0.0211217,0,0.0216509,0.0565979,0.0310537,0,0,0.0242955,0,0,0.022528,0.0725297,0.0375637,0.0253198,0,0.0626271,0.0342216,0.0701394,0.0939471,0.064184,0.0258228,0.159135,0.0305572,0.0274492,0.0330346,0.0350113,0.00536905,0.0133549,0.0497373,0.0620129,0,0,0,0,0,0
1890,0,0,0,0,0.0551037,0.0558454,0,0,0,0.0353679,0,0.0164174,0.0533201,0,0,0.0216322,0,0,0.0398364,0.0577082,0.0278067,0.0304196,0.0205585,0.0676561,0.0467354,0.0530528,0.0741402,0.051835,0.0167275,0.0561753,0.059398,0.0315277,0.035719,0.0147511,0.0347235,0.0149174,0.0159608,0.0206502,0,0.0214078,0.0565101,0.0312318,0,0,0.0242738,0,0,0.0225234,0.0733661,0.0378904,0.0249079,0,0.0627664,0.0342572,0.0701047,0.0939552,0.0640947,0.0256358,0.158866,0.0304926,0.0273015,0.033893,0.0350895,0.00537425,0.0132735,0.0494229,0.0624214,0,0,0,0,0,0
1891,0,0,0,0,0.0552942,0.0556203,0,0,0,0.0345138,0,0.0162492,0.0525948,0,0,0.0216341,0,0,0.0397997,0.0580616,0.0284,0.0304517,0.0205301,0.0676195,0.0466325,0.0534378,0.0745305,0.0519013,0.0163765,0.0562016,0.059365,0.0314233,0.0358743,0.0161964,0.0346659,0.0148933,0.0159265,0.0201895,0,0.0213154,0.0566007,0.0313092,0,0,0.0244705,0,0,0.0224855,0.0734236,0.0382285,0.0239762,0,0.0629156,0.034401,0.0701147,0.0939377,0.0639982,0.0254288,0.158585,0.0303392,0.0271202,0.0348518,0.035076,0.00530503,0.0132807,0.0491424,0.0628193,0,0,0,0,0,0
1892,0,0,0,0,0.0555289,0.0553968,0,0,0,0.0337502,0,0.0160611,0.0518901,0,0,0.0216456,0,0,0.0397946,0.0583133,0.0289889,0.0303742,0.0205606,0.0677153,0.0463771,0.0538255,0.0749396,0.051938,0.0161111,0.0562518,0.0593556,0.0313341,0.0360916,0.017687,0.0345988,0.0149639,0.0158192,0.0199817,0,0.0212004,0.0566235,0.0314191,0,0,0.0245582,0,0,0.0225048,0.0731416,0.0383968,0.0235716,0,0.0629348,0.0344943,0.0699837,0.0938459,0.0640736,0.0251821,0.158314,0.0302034,0.0269386,0.0354475,0.0350832,0.00528716,0.0132922,0.0488023,0.0632149,0,0,0,0,0,0
1893,0,0,0,0,0.0557788,0.0552093,0,0,0,0.0329613,0,0.0158777,0.0512032,0,0,0.0215523,0,0,0.0397473,0.0584806,0.0296211,0.0302001,0.0206765,0.0678859,0.0460115,0.054208,0.075326,0.0519383,0.015859,0.0563332,0.0593266,0.0312422,0.0363421,0.0193213,0.0345591,0.0149115,0.0157722,0.0198831,0,0.0209973,0.0565704,0.0315471,0,0,0.0245727,0,0,0.022577,0.072856,0.0383572,0.0234434,0,0.0628264,0.0345524,0.0697803,0.0937834,0.0642152,0.0248238,0.158061,0.0301332,0.0267709,0.0357646,0.0350822,0.00531585,0.0133254,0.0484499,0.0635838,0,0,0,0,0,0
1894,0,0,0,0,0.0560085,0.0550901,0,0,0,0.031823,0,0.0158801,0.0514187,0,0,0.0214902,0,0,0.039557,0.0583518,0.0301553,0.0301405,0.0207224,0.0677706,0.0454952,0.0544825,0.0756839,0.0521137,0.0155626,0.0562846,0.0591314,0.031122,0.0364348,0.0209836,0.034453,0.01473,0.0156704,0.0247571,0,0.0220559,0.056918,0.0317494,0,0,0.0245312,0,0,0.0225203,0.0714746,0.0387494,0.0236119,0,0.0626968,0.0346739,0.0714046,0.0957538,0.0639465,0.0234955,0.157181,0,0.0236539,0.0277613,0.0350591,0.00529851,0.0134114,0.0481632,0.0638315,0,0,0,0,0,0
1895,0,0,0,0,0.0563051,0.0549906,0,0,0,0.0309188,0,0.0159233,0.0503314,0,0,0.0214738,0,0,0.0394598,0.0586547,0.0307488,0.0302547,0.0208689,0.0678887,0.0454892,0.0548997,0.0758833,0.0520783,0.0154846,0.0564726,0.0591995,0.0311696,0.0367449,0.0226008,0.0344095,0.0146308,0.015663,0.0190988,0,0.0201752,0.0569939,0.03176,0,0,0.0243942,0,0,0.022376,0.0726789,0.0378854,0.0230964,0,0.0622479,0.0346777,0.0692773,0.0935399,0.0644273,0.0241047,0.157568,0.0302899,0.0266404,0.0364111,0.0351691,0.00526653,0.0133393,0.0479199,0.0643026,0,0,0,0,0,0
1896,0,0,0,0,0.0565595,0.0548296,0,0,0,0.0304607,0,0.0157624,0.049721,0,0,0.0213704,0,0,0.0394429,0.0588602,0.031344,0.030064,0.0210602,0.0678766,0.0451783,0.0552612,0.0761164,0.0521264,0.0151948,0.0567112,0.0592381,0.0312147,0.0371058,0.0241729,0.0344495,0.0146497,0.0155489,0.0189813,0,0.0201678,0.0570288,0.0318097,0,0,0.0242049,0,0,0.0223122,0.0727334,0.0379111,0.0229237,0,0.0620819,0.034634,0.06897,0.0932942,0.0644001,0.023782,0.157152,0.0301822,0.0265287,0.0368756,0.0353641,0.0052929,0.0132367,0.0476383,0.064706,0,0,0,0,0,0
1897,0,0,0,0,0.0567653,0.0546764,0,0,0,0.0295948,0,0.0157921,0.0502592,0,0,0.0213369,0,0,0.0394212,0.0587873,0.0317002,0.0300656,0.0211885,0.067586,0.0447542,0.055383,0.076292,0.0523515,0.0148215,0.0568422,0.0592693,0.0313183,0.0372896,0.0256145,0.0343853,0.0148174,0.0152861,0.0237188,0,0.0218739,0.0573521,0.0319478,0,0,0.0240163,0,0,0.0222662,0.0717723,0.0387767,0.0229447,0,0.0619339,0.0346343,0.0704395,0.09511,0.0640227,0.0225102,0.156066,0,0.0233083,0.0290224,0.0355594,0.00532904,0.0131399,0.0474675,0.0650092,0,0,0,0,0,0
1898,0,0,0,0,0.0569666,0.0545043,0,0,0,0.0289369,0,0.0158383,0.0494188,0,0,0.0213087,0,0,0.0393746,0.0592648,0.0321237,0.0301038,0.0214278,0.0676744,0.0447833,0.0556458,0.0763319,0.0523509,0.0147594,0.0571206,0.0594568,0.0314655,0.0376118,0.0269596,0.034332,0.0147802,0.0152827,0.0186003,0,0.0207012,0.0573693,0.0319189,0,0,0.0239915,0,0,0.0222025,0.0732914,0.0383181,0.0224326,0,0.0616215,0.0345234,0.068385,0.0927666,0.0640878,0.0236068,0.15633,0.0301699,0.0262789,0.0375427,0.0358158,0.00532935,0.0128913,0.047357,0.0655738,0,0,0,0,0,0
1899,0,0,0,0,0.0571199,0.0542725,0,0,0,0.0284924,0,0.0157162,0.0489181,0,0,0.0212113,0,0,0.0393642,0.059624,0.0326344,0.029853,0.0217433,0.0678575,0.0444755,0.0557546,0.0764068,0.0524015,0.0144578,0.0573217,0.0595613,0.0314847,0.0378941,0.0283551,0.0343092,0.0147909,0.0151804,0.0185132,0,0.0206414,0.0571453,0.0320277,0,0,0.023986,0,0,0.0222699,0.0735725,0.0386385,0.0221522,0,0.0616607,0.0344283,0.0681535,0.0924675,0.0640799,0.0235586,0.155912,0.0301301,0.0261309,0.0378924,0.036039,0.00532523,0.0127271,0.0471796,0.0661318,0,0,0,0,0,0
1900,0,0,0,0,0.0573842,0.0540822,0,0,0,0.0278597,0,0.0157077,0.0487265,0,0,0.0211766,0,0,0.03929,0.0598913,0.0330023,0.0298212,0.0219981,0.0681291,0.0442049,0.0556868,0.0763911,0.0524964,0.0141406,0.0574353,0.0596269,0.0315256,0.0380577,0.0297266,0.0342516,0.0147289,0.0151037,0.0183672,0,0.0205586,0.0569908,0.0321582,0,0,0.0238645,0,0,0.0222472,0.0737901,0.0388331,0.0218014,0,0.0616075,0.0343485,0.0679248,0.0921624,0.0641067,0.0235397,0.155577,0.0300097,0.0260798,0.0380565,0.0361837,0.00538671,0.0125871,0.0470392,0.0667329,0,0,0,0,0,0
1901,0,0,0,0,0.0577492,0.0538718,0,0,0,0.0272753,0,0.0156835,0.0485817,0,0,0.0212198,0,0,0.0393079,0.060112,0.0333268,0.0298269,0.0222032,0.0684906,0.0438697,0.0556273,0.0763718,0.0526174,0.0137536,0.0575991,0.0596996,0.0316034,0.0382812,0.0310964,0.0341126,0.0148212,0.0149921,0.0183161,0,0.0205014,0.0568515,0.032443,0,0,0.0238876,0,0,0.0222467,0.0738447,0.0389068,0.0215348,0,0.0615307,0.0342017,0.0677451,0.0918721,0.0641995,0.0234872,0.155394,0.029822,0.0260995,0.0380625,0.0363356,0.00542413,0.0124206,0.0468099,0.0673082,0,0,0,0,0,0
