Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,RTIBI
140,0.015856,0.0163963,0,0,0,0.0522013,0.0205276,0.0300509,0.00899598,0,0,0,0,0.00980113,0,0.0167515,0.00634679,0.0347414,0.0244048,0.0217354,0.0127121,0,0,0.0210192,0.0143494,0.00933791,0.018874,0.0133707,0.0349196,0.010483,0.0203221,0.015268,0.00718533,0,0.0543799,0,0.00918742,0.00490019,0.00477377,0.0135937,0.0292108,0.0148315,0.00329037,0.00698092,0,0,0.0495653,0,0.0300717,0.0362019,0.0374824,0.0257745,0.0310134,0.0116843,0.0132881,0.0150028,0.0154536,0.0141678,0.0178865,0.0168765,0.0189936,0.0104672,0.0217712,0.0222178,0.0189033,0.0244723,0.0389102,0.0149883,0.0110136,0,0,0,0,0.017895
141,0.0159871,0.0164007,0,0,0,0.0532527,0.020463,0.0306207,0.00929555,0,0,0,0,0.0089042,0,0.0166575,0.00596763,0.0346793,0.0248106,0.0219847,0.012702,0,0,0.0207059,0.0138042,0.00936391,0.0187622,0.0134742,0.0351673,0.0105104,0.0205886,0.0154486,0.00709339,0,0.0554895,0,0.00843666,0.00482763,0.00475407,0.0157661,0.0293242,0.0169859,0.00324936,0.00694161,0,0,0.049864,0,0.0301722,0.0364375,0.0376689,0.0285624,0.0313365,0.0120445,0.0127446,0.01501,0.0152236,0.0141163,0.0175103,0.0163832,0.0191546,0.0110049,0.022929,0.0251763,0.0191201,0.0246588,0.0392286,0.0148578,0.0109927,0,0,0,0,0.0180184
142,0.0161792,0.0163708,0,0,0,0.0542329,0.0203896,0.0312155,0.00981675,0,0,0,0,0.00835694,0,0.0166049,0.0060212,0.0346703,0.0252577,0.0221652,0.0126823,0,0,0.0205149,0.013318,0.00942468,0.0186403,0.0136018,0.0354266,0.0105903,0.020851,0.0156397,0.00699822,0,0.0565451,0,0.00783839,0.00476238,0.00473873,0.0180762,0.0293663,0.0191526,0.00319678,0.00683189,0,0,0.0501772,0,0.0301856,0.0366085,0.0381004,0.0316878,0.0316392,0.012128,0.0123408,0.0150468,0.0150651,0.0140469,0.0172104,0.0159355,0.0192738,0.0115129,0.0240135,0.028754,0.0192969,0.0248278,0.0395473,0.0146701,0.0109315,0,0,0,0,0.0180801
143,0.0163262,0.0163208,0,0,0,0.0550815,0.0203574,0.0316723,0.0104422,0,0,0,0,0.0077569,0,0.0167319,0.00585134,0.0347022,0.0255245,0.0223457,0.012595,0,0,0.0205963,0.0127988,0.0094507,0.0184376,0.0137594,0.0356762,0.0106011,0.0209747,0.0156574,0.00688876,0,0.0575147,0,0.0070571,0.00468035,0.00483197,0.0201078,0.0293828,0.0210617,0.00324323,0.00683474,0,0,0.0503783,0,0.0302163,0.0366676,0.0386932,0.0350184,0.0320423,0.0118682,0.0120487,0.014998,0.0149817,0.0139332,0.0170763,0.0156048,0.0190969,0.0121663,0.024893,0.0324123,0.0193235,0.0248674,0.0397072,0.0144436,0.0108875,0,0,0,0,0.0178982
144,0.0164813,0.01615,0,0,0,0.0558172,0.020325,0.0320494,0.0110052,0,0,0,0,0.00730942,0,0.0168092,0.00557085,0.034712,0.0258295,0.0225818,0.0123745,0,0,0.0207136,0.0124061,0.00936867,0.0182141,0.0137952,0.0358429,0.0105321,0.0209452,0.0156445,0.00677566,0,0.0584152,0,0.00636378,0.00465606,0.00483298,0.0218398,0.029402,0.0227546,0.00334834,0.0068561,0,0,0.050479,0,0.0302571,0.0366264,0.0393782,0.038654,0.0324389,0.0114098,0.0118016,0.0149361,0.015001,0.0137957,0.0170185,0.0153646,0.0189229,0.0129691,0.0257635,0.0358548,0.019272,0.0247824,0.039704,0.0141044,0.0107822,0,0,0,0,0.0175858
145,0.0166569,0.015928,0,0,0,0.0565779,0.0202769,0.0325262,0.0115346,0,0,0,0,0.00700697,0,0.0168314,0.00525242,0.0346822,0.0262688,0.0228572,0.0121235,0,0,0.0208722,0.0121916,0.00932454,0.018073,0.0137885,0.0360049,0.0105232,0.0209119,0.0157439,0.00667649,0,0.0593281,0,0.00577438,0.00464897,0.00481426,0.0233139,0.0294328,0.024117,0.00354717,0.00695538,0,0,0.0505881,0,0.0303058,0.0365791,0.0400554,0.0419868,0.0328224,0.0105984,0.0116487,0.014882,0.0151279,0.0137059,0.0170139,0.0152208,0.0186849,0.0140212,0.026389,0.0389755,0.0192049,0.0247213,0.039711,0.0137325,0.0106407,0,0,0,0,0.0169594
146,0.0168501,0.0157068,0,0,0,0.0572794,0.0202191,0.0329055,0.012033,0,0,0,0,0.00680737,0,0.0168354,0.00498335,0.0346881,0.026865,0.0231595,0.0118279,0,0,0.0210695,0.0117125,0.00930623,0.0178919,0.0138786,0.036179,0.0104127,0.0207824,0.0158649,0.00660151,0,0.0600163,0,0.00537358,0.00463628,0.00515176,0.02475,0.0294948,0.025064,0.00382778,0.00713412,0,0,0.0507206,0,0.0303858,0.0366028,0.0405539,0.0443965,0.0331658,0.0094434,0.0116434,0.014864,0.0153926,0.013614,0.0170081,0.0152254,0.0181661,0.0153668,0.0266668,0.0418003,0.0191589,0.0247032,0.0397597,0.0133831,0.0104713,0,0,0,0,0.016233
147,0.0170324,0.0154939,0,0,0,0.0577732,0.0201961,0.033125,0.0125433,0,0,0,0,0.00662874,0,0.01685,0.00476574,0.034726,0.0274372,0.0235103,0.011511,0,0,0.0212381,0.0110645,0.00931708,0.0176661,0.0140224,0.0363097,0.0102459,0.0205702,0.0157814,0.00654285,0,0.0605015,0,0.00495726,0.00462706,0.00554298,0.0261925,0.0295659,0.0260429,0.00410426,0.00716504,0,0,0.0509617,0,0.0304566,0.0367424,0.0408093,0.0463164,0.0334861,0.00810931,0.0117687,0.0148613,0.0158082,0.0134913,0.0170557,0.0153971,0.0172169,0.0171321,0.0265634,0.0443365,0.0191863,0.0247169,0.039879,0.0130723,0.0103168,0,0,0,0,0.0152982
148,0.017179,0.0152912,0,0,0,0.0581834,0.0201965,0.0333236,0.0130868,0,0,0,0,0.00639128,0,0.0168948,0.00449592,0.0347225,0.0279617,0.0239316,0.0111847,0,0,0.0214341,0.0104332,0.00938188,0.0174703,0.0137531,0.0364164,0.0101636,0.0203923,0.0156341,0.00650104,0,0.0609329,0,0.00453037,0.00461276,0.00555696,0.0274366,0.0296109,0.0271964,0.00435809,0.00725421,0,0,0.0512704,0,0.0304956,0.0369166,0.0408157,0.0476456,0.0338255,0.00678992,0.0118705,0.0148519,0.0163544,0.0133389,0.0172335,0.0157634,0.0161068,0.0193796,0.0264917,0.0464476,0.019278,0.0247329,0.0401125,0.0128125,0.0101841,0,0,0,0,0.0140815
149,0.0172809,0.0150483,0,0,0,0.0585038,0.020151,0.0335506,0.0135327,0,0,0,0,0.00631308,0,0.0169602,0.00430739,0.0346542,0.0283579,0.0243112,0.0108929,0,0,0.0214862,0.00987177,0.00942236,0.0172808,0.013569,0.0365261,0.0100484,0.0202556,0.0156176,0.00647894,0,0.0612399,0,0.00427197,0.0045791,0.00508517,0.0283214,0.0296454,0.0288237,0.00461238,0.00734962,0,0,0.0515425,0,0.0305156,0.03705,0.0406532,0.0483205,0.0340818,0.00575637,0.0119343,0.0147694,0.0169276,0.0131433,0.0175053,0.0162418,0.0157652,0.0218918,0.0261038,0.0476425,0.0194014,0.0246888,0.0403537,0.0125035,0.0100071,0,0,0,0,0.0128373
150,0.0173329,0.0148292,0,0,0,0.0587614,0.0201102,0.0337508,0.0139151,0,0,0,0,0.0063292,0,0.0169935,0.00408282,0.0345793,0.0287996,0.024626,0.0106579,0,0,0.0215185,0.00942844,0.0094284,0.0171073,0.0135177,0.036622,0.00990801,0.0200776,0.0156924,0.00647505,0,0.0614203,0,0.0040354,0.00452663,0.00465365,0.0287624,0.0296719,0.0303747,0.00498413,0.0074583,0,0,0.051733,0,0.030538,0.0371731,0.0404725,0.0483431,0.0341606,0.00488124,0.0120125,0.0146739,0.0173715,0.0130253,0.0179085,0.0169056,0.0152311,0.0244644,0.0254916,0.0475926,0.0195325,0.0245982,0.0404463,0.0122436,0.00984625,0,0,0,0,0.0118277
151,0.0173662,0.0147259,0,0,0,0.0589516,0.0200784,0.0338767,0.0143015,0,0,0,0,0.00642839,0,0.017009,0.00388312,0.0345718,0.0292318,0.0248808,0.0105147,0,0,0.0216893,0.00911074,0.00939413,0.0170299,0.01349,0.0367423,0.00983267,0.0199292,0.0157255,0.00646639,0,0.0615399,0,0.00385337,0.00446994,0.00453621,0.0288559,0.02968,0.031153,0.00555175,0.00762817,0,0,0.0518025,0,0.030562,0.0372682,0.0403805,0.047701,0.0340867,0.0043046,0.0123356,0.0146462,0.0179092,0.0130082,0.018433,0.0177183,0.0146304,0.026968,0.0248608,0.0463145,0.0196561,0.0245112,0.0404497,0.0121271,0.00976659,0,0,0,0,0.0114161
152,0.0173986,0.0145864,0,0,0,0.0590271,0.0200469,0.0338692,0.0146006,0,0,0,0,0.00651927,0,0.0170556,0.00370182,0.0346675,0.0296206,0.0250831,0.0104145,0,0,0.021728,0.00880461,0.00929215,0.0170231,0.013487,0.0368561,0.00977063,0.019897,0.015817,0.00646349,0,0.061529,0,0.00374615,0.00439878,0.00456827,0.028557,0.0296985,0.0309835,0.0060274,0.00784298,0,0,0.0518847,0,0.0306025,0.0373038,0.040391,0.0460827,0.0341153,0.00439624,0.0125528,0.0146149,0.0185175,0.0129432,0.0189119,0.0184862,0.0145736,0.0293533,0.0237935,0.0441253,0.0197677,0.0243675,0.040351,0.01193,0.00961211,0,0,0,0,0.0118463
153,0.0173821,0.014398,0,0,0,0.0589422,0.0199941,0.0337356,0.0148906,0,0,0,0,0.00663938,0,0.0171097,0.00351821,0.0347938,0.0298518,0.0252577,0.0103315,0,0,0.0217127,0.00853538,0.00919726,0.0169591,0.0135017,0.0369,0.00977552,0.0199024,0.0157301,0.00643747,0,0.061335,0,0.00366588,0.00434866,0.00462933,0.0268029,0.0297184,0.0298385,0.00642771,0.00786151,0,0,0.0519506,0,0.0306525,0.0373078,0.0404106,0.0430786,0.0342926,0.00578173,0.0126291,0.0145467,0.0192539,0.0128458,0.0194116,0.0193068,0.0154698,0.0316778,0.0232852,0.0403891,0.0197836,0.0241969,0.0402694,0.0116961,0.00948112,0,0,0,0,0.0131466
154,0.0174008,0.014207,0,0,0,0.0586263,0.0199308,0.033418,0.0151786,0,0,0,0,0.00673405,0,0.0171804,0.00339036,0.0349686,0.0299434,0.0253647,0.0102313,0,0,0.0216356,0.00825496,0.00909208,0.0168012,0.0134045,0.0368268,0.0098112,0.0198832,0.0157135,0.006396,0,0.0610097,0,0.00362171,0.00433619,0.00466454,0.0238915,0.0297485,0.0283081,0.00688589,0.00793171,0,0,0.0520263,0,0.030695,0.0373654,0.0403455,0.0392242,0.0345047,0.00810491,0.0127965,0.0145174,0.0200298,0.0126871,0.0199433,0.0201152,0.0170804,0.0338788,0.0235394,0.0357124,0.0198015,0.0241191,0.0402185,0.0114373,0.00935871,0,0,0,0,0.0152213
155,0.0175137,0.014031,0,0,0,0.0581887,0.019908,0.0330167,0.0154567,0,0,0,0,0.00682962,0,0.0172056,0.00328446,0.0351854,0.0298904,0.0253515,0.0102056,0,0,0.0215803,0.00801796,0.00900243,0.0166433,0.0131911,0.0367731,0.00988018,0.0198954,0.0155834,0.0063344,0,0.0605796,0,0.00359637,0.00432092,0.00465675,0.0203397,0.0297793,0.0270175,0.00727342,0.0080822,0,0,0.0521328,0,0.0307306,0.0374513,0.0402448,0.0356458,0.0347514,0.0110696,0.0129691,0.0144992,0.0207655,0.0124109,0.0204319,0.0209387,0.0193221,0.0357834,0.024433,0.0306964,0.0198545,0.0240898,0.0401941,0.0112091,0.00924152,0,0,0,0,0.0175497
156,0.0176985,0.0138732,0,0,0,0.0575814,0.0199142,0.0324619,0.0156315,0,0,0,0,0.00692481,0,0.0172609,0.00323895,0.03546,0.0296527,0.0252147,0.0102654,0,0,0.0215778,0.00780187,0.00891471,0.0164986,0.0128986,0.0367535,0.0099958,0.0198989,0.0154586,0.0062437,0,0.0600179,0,0.00356495,0.00431171,0.0046762,0.0169383,0.0298079,0.0262574,0.00756544,0.00818772,0,0,0.0522243,0,0.0307621,0.0375503,0.0401165,0.033781,0.0349838,0.0140406,0.0129682,0.0144839,0.021384,0.011968,0.020749,0.0216909,0.021436,0.0371282,0.0257061,0.0261216,0.0199335,0.0240517,0.0401638,0.0110406,0.00918801,0,0,0,0,0.019436
157,0.0179311,0.0137518,0,0,0,0.0569648,0.0199008,0.0318683,0.0157019,0,0,0,0,0.00706072,0,0.0172653,0.00321098,0.0358229,0.0293628,0.0249343,0.0104148,0,0,0.0215303,0.00766919,0.0087807,0.0163117,0.0126235,0.0366517,0.0102072,0.019994,0.0154279,0.006191,0,0.0594573,0,0.0035708,0.00431681,0.00453537,0.015383,0.029873,0.0273342,0.00770819,0.00823231,0,0,0.0523881,0,0.0308281,0.0376869,0.0397294,0.0360131,0.0350618,0.016328,0.0129407,0.0145359,0.0219258,0.0116717,0.020868,0.0223847,0.0235058,0.037989,0.0278649,0.0234276,0.0200877,0.0239902,0.0402065,0.0108704,0.00916933,0,0,0,0,0.0211998
158,0.0181819,0.0137131,0,0,0,0.0561618,0.0198837,0.0310566,0.0158915,0,0,0,0,0.00716165,0,0.0172413,0.00323272,0.0360619,0.0289307,0.0246451,0.0106391,0,0,0.0215917,0.00754202,0.00866484,0.0160792,0.0123029,0.0364476,0.0104738,0.0201847,0.0154149,0.00614064,0,0.0587251,0,0.00363588,0.00430353,0.00436399,0.0162221,0.0299507,0.0289536,0.00772102,0.00830421,0,0,0.0526706,0,0.0308933,0.0378782,0.039335,0.0400231,0.0351175,0.0176712,0.0129513,0.0146052,0.0222253,0.0114491,0.0206712,0.0227938,0.0249097,0.0383503,0.0298108,0.0227353,0.020312,0.0239982,0.0403757,0.0107928,0.00926075,0,0,0,0,0.0223582
159,0.0183562,0.0137987,0,0,0,0.0550757,0.0198749,0.0299983,0.0162718,0,0,0,0,0.00727894,0,0.0171842,0.00324458,0.0360419,0.0283982,0.0244235,0.0110198,0,0,0.0219595,0.00749227,0.00865508,0.0159361,0.0120307,0.0361744,0.0107163,0.0203839,0.0153488,0.00604597,0,0.0577526,0,0.00373877,0.00426255,0.00459544,0.0174123,0.030009,0.0293129,0.00771546,0.00842409,0,0,0.0529447,0,0.0309433,0.0380842,0.0391197,0.042504,0.0351694,0.0184342,0.0129425,0.0145147,0.0221006,0.0113938,0.0203142,0.0225528,0.0252717,0.0381404,0.0306759,0.0227269,0.0205565,0.0240463,0.0405442,0.0109356,0.00955011,0,0,0,0,0.0223353
160,0.0184545,0.0139637,0,0,0,0.0537933,0.0198524,0.0288269,0.0166064,0,0,0,0,0.007382,0,0.0171106,0.00311106,0.0358925,0.0278535,0.024303,0.0114462,0,0,0.0224155,0.00745396,0.00875751,0.0158512,0.0118345,0.0359741,0.011103,0.0205988,0.0152266,0.00595945,0,0.0566194,0,0.00376833,0.00420709,0.00481375,0.020002,0.0300352,0.0301898,0.0078252,0.00851146,0,0,0.0530641,0,0.030968,0.0382242,0.0390143,0.0438746,0.0351473,0.0168898,0.0127684,0.0143737,0.021497,0.0118422,0.0199862,0.021764,0.0245016,0.0377283,0.0304338,0.0247288,0.0208011,0.0240661,0.04061,0.0111558,0.00979112,0,0,0,0,0.0216638
161,0.0184325,0.0140509,0,0,0,0.0520744,0.0198303,0.0274258,0.0168791,0,0,0,0,0.00738701,0,0.0170635,0.00301515,0.0355453,0.0272533,0.0243653,0.0118924,0,0,0.0229477,0.00732653,0.00900003,0.0157832,0.0116613,0.035889,0.0116105,0.020768,0.0151423,0.0058961,0,0.0550848,0,0.00377862,0.00417115,0.00471953,0.0225979,0.030044,0.0299212,0.00786682,0.0085403,0,0,0.0530206,0,0.0309989,0.0382813,0.0393366,0.0420951,0.0351556,0.0137456,0.01261,0.0142074,0.0206354,0.0121858,0.0195448,0.0205207,0.0220678,0.036673,0.0280581,0.0278643,0.0210205,0.0240196,0.0405057,0.0113754,0.0100682,0,0,0,0,0.0195434
162,0.0184276,0.0140795,0,0,0,0.0499816,0.0198223,0.0259044,0.0171125,0,0,0,0,0.00727152,0,0.017065,0.00296265,0.0352158,0.026668,0.0244724,0.0123756,0,0,0.0235288,0.00722751,0.00932034,0.0157053,0.0115421,0.0359772,0.0120986,0.0208318,0.0151392,0.00585243,0,0.0531633,0,0.00378928,0.00417807,0.00470372,0.0237842,0.030049,0.0290464,0.00793873,0.00854701,0,0,0.0529366,0,0.0310405,0.0382563,0.0397852,0.0405122,0.0353519,0.0122145,0.0125269,0.0140579,0.0200483,0.0122295,0.0187947,0.0197062,0.0202442,0.0353389,0.0262459,0.0309663,0.0211206,0.0239294,0.0403896,0.0115967,0.0103291,0,0,0,0,0.0173636
163,0.0186149,0.0140534,0,0,0,0.0477202,0.0197044,0.0244796,0.0173826,0,0,0,0,0.00706066,0,0.0170393,0.00300814,0.0349147,0.0262013,0.0246166,0.012938,0,0,0.024232,0.00715967,0.00972646,0.0155923,0.0114959,0.0362127,0.0126525,0.0208408,0.0152391,0.00587383,0,0.0509396,0,0.00381027,0.00421959,0.0049255,0.0251475,0.0300943,0.0283076,0.00816359,0.00861947,0,0,0.0529794,0,0.0311162,0.0382378,0.0401594,0.0399663,0.0357955,0.0125413,0.0125079,0.0139575,0.0196954,0.0123211,0.0180894,0.0193586,0.018706,0.0343227,0.0247825,0.0350444,0.0212066,0.0238937,0.040532,0.0118282,0.0106346,0,0,0,0,0.0156946
164,0.0189348,0.0140434,0,0,0,0.0451767,0.0195869,0.022953,0.017521,0,0,0,0,0.00690286,0,0.0169343,0.00304658,0.0346918,0.0257742,0.0246426,0.0135539,0,0,0.0249546,0.00714258,0.0101027,0.0154106,0.0114958,0.0364527,0.0131368,0.0207002,0.0151815,0.00601836,0,0.0483243,0,0.00368566,0.00422354,0.00494726,0.0271346,0.0301344,0.030121,0.00840419,0.00859973,0,0,0.0530597,0,0.0311626,0.0382487,0.0400303,0.0421089,0.0361304,0.0111836,0.0126351,0.0138873,0.0193054,0.0128505,0.0175276,0.0189884,0.0173361,0.0342091,0.0236665,0.0391544,0.0212665,0.0239188,0.0406678,0.0120787,0.0108655,0,0,0,0,0.015191
165,0.019253,0.0140844,0,0,0,0.0420921,0.0195001,0.021355,0.0176097,0,0,0,0,0.00666195,0,0.0167703,0.00301499,0.0344932,0.0253796,0.0246517,0.0140546,0,0,0.0256191,0.00706154,0.0104787,0.0151395,0.0115909,0.0366667,0.0135355,0.020348,0.0150177,0.00635136,0,0.0450076,0,0.00346965,0.00419649,0.00495587,0.0266457,0.0301858,0.0309342,0.00853884,0.008633,0,0,0.0532488,0,0.0312053,0.0382845,0.0395542,0.0436965,0.0365199,0.00875309,0.012832,0.0137044,0.0187659,0.013157,0.0170578,0.0184826,0.0166456,0.0343676,0.0234461,0.0405844,0.0213278,0.0239858,0.0407538,0.012357,0.011127,0,0,0,0,0.0152812
166,0.019268,0.0142108,0,0,0,0.0383086,0.0196025,0.0196016,0.0175286,0,0,0,0,0.00639872,0,0.0168373,0.00288447,0.0343686,0.0249705,0.0245188,0.0142439,0,0,0.0260894,0.0069989,0.010698,0.0146752,0.0115506,0.0367448,0.0137418,0.0197148,0.0147959,0.00689044,0,0.0410223,0,0.00319261,0.00416476,0.00485149,0.0245681,0.0302362,0.0310538,0.00824752,0.00861246,0,0,0.053383,0,0.0312376,0.0382777,0.0386732,0.0445487,0.0365801,0.00505126,0.0130163,0.0134607,0.0179872,0.013343,0.0169927,0.0179067,0.0168869,0.0341703,0.0242653,0.0385959,0.0213823,0.0241065,0.0408794,0.0124984,0.0111994,0,0,0,0,0.0157111
167,0.0189404,0.014317,0,0,0,0.0332033,0.0197194,0.0164528,0.0174025,0,0,0,0,0.00600062,0,0.0170522,0.00283305,0.0341847,0.0234028,0.0243626,0.0140935,0,0,0.0264275,0.00700642,0.0108874,0.0143306,0.0115438,0.0367511,0.0129823,0.0180601,0.0134566,0.00806187,0,0.0362872,0,0.0030238,0.00417427,0.00501577,0.0231643,0.0302984,0.0303421,0.00805945,0.00858316,0,0,0.0535157,0,0.0312816,0.0382314,0.0376108,0.0440376,0.0364372,0.0040951,0.013336,0.0132303,0.0173508,0.013491,0.0175199,0.017878,0.0177024,0.0335745,0.0252947,0.0363004,0.0214841,0.0242262,0.0409841,0.0125622,0.011255,0,0,0,0,0.0161183
168,0.0185642,0.0143938,0,0,0,0.0282866,0.0197238,0.0142592,0.0172739,0,0,0,0,0.00563295,0,0.0171609,0.0028491,0.0338974,0.0222607,0.0242506,0.0138386,0,0,0.0267074,0.00713767,0.0110744,0.0138769,0.0114751,0.0366405,0.0123559,0.016239,0.0126292,0.00897316,0,0.0313266,0,0.00293059,0.00418931,0.00513661,0.0224097,0.0303629,0.0295713,0.00816619,0.00860045,0,0,0.0535503,0,0.0313414,0.0381892,0.0364248,0.043032,0.0363699,0.00567098,0.0136302,0.013135,0.0172441,0.013364,0.0180135,0.0182953,0.0184816,0.0331912,0.0254861,0.0349329,0.0215895,0.024306,0.0409877,0.0127109,0.0113186,0,0,0,0,0.0164046
169,0.018204,0.0144625,0,0,0,0.0237675,0.019697,0.0136821,0.0171248,0,0,0,0,0.00537626,0,0.0172268,0.00289126,0.0335465,0.0217974,0.0241367,0.0135834,0,0,0.0269207,0.00728948,0.0114072,0.0132291,0.011708,0.0365019,0.0121736,0.0146921,0.0126205,0.00943055,0,0.0262758,0,0.00284741,0.004212,0.00513352,0.0219223,0.0303941,0.0287982,0.00839448,0.00863326,0,0,0.0537455,0,0.0313521,0.0382953,0.0351875,0.0419588,0.0364723,0.00757877,0.0139672,0.0131778,0.0175732,0.0132454,0.0182099,0.0187264,0.01833,0.0331778,0.024193,0.034242,0.0216498,0.0243977,0.0412007,0.0129365,0.0114365,0,0,0,0,0.0163933
170,0.0181057,0.0146174,0,0,0,0.0205753,0.0197163,0.0155549,0.0168813,0,0,0,0,0.00516613,0,0.0173484,0.00292948,0.033246,0.0223653,0.0239271,0.0136486,0,0,0.0270662,0.00740543,0.0117039,0.0127555,0.0123935,0.036353,0.0128933,0.0142636,0.0139408,0.00924936,0,0.0209213,0,0.00280582,0.00423921,0.0050617,0.0215568,0.0304191,0.0278311,0.00861376,0.00858647,0,0,0.0538607,0,0.0313686,0.0383708,0.0342121,0.04065,0.0366591,0.0079621,0.0144185,0.0132663,0.0178822,0.013344,0.0182899,0.0190315,0.0166052,0.0330367,0.0217268,0.0339055,0.0216198,0.024497,0.0413602,0.0132312,0.0115336,0,0,0,0,0.0159296
171,0.0181669,0.0148441,0,0,0,0.0183336,0.0197819,0.0172208,0.0163018,0,0,0,0,0.00494284,0,0.0175092,0.00299332,0.0330937,0.0229287,0.023486,0.0134058,0,0,0.0271165,0.00755456,0.0124182,0.0133246,0.0135209,0.0363642,0.0124447,0.0135182,0.0143251,0.00929291,0,0.0168307,0,0.00283405,0.0042633,0.00490466,0.0216125,0.0304379,0.0270436,0.0087126,0.00846557,0,0,0.0537735,0,0.0314068,0.0383794,0.0338287,0.0392065,0.0367669,0.00670323,0.0148234,0.0133482,0.0178783,0.013784,0.0183807,0.0189478,0.0142315,0.0324416,0.0188209,0.0337972,0.0214756,0.0245422,0.0413574,0.0134764,0.0115069,0,0,0,0,0.0151484
172,0.0180592,0.0150197,0,0,0,0.0164948,0.0198661,0.0187563,0.0154471,0,0,0,0,0.00471628,0,0.0174472,0.00314956,0.0330621,0.0233881,0.022883,0.0127748,0,0,0.0270079,0.00768342,0.0130681,0.0137046,0.0146208,0.0364256,0.0114758,0.012462,0.0142482,0.0094802,0,0.01276,0,0.00292974,0.00428461,0.00474455,0.0221928,0.0304326,0.0269308,0.00871279,0.00837495,0,0,0.053568,0,0.0314356,0.0383145,0.0338555,0.0375139,0.036711,0.00503038,0.0149685,0.013437,0.0174415,0.014581,0.0186843,0.018566,0.0119797,0.0314306,0.0159839,0.0338535,0.0212385,0.0244965,0.0412355,0.0136144,0.0114101,0,0,0,0,0.0142989
173,0.0177366,0.0152795,0,0,0,0.0163765,0.0198297,0.0206423,0.0143266,0,0,0,0,0.00481073,0,0.0171039,0.00338733,0.0331113,0.0243381,0.0222061,0.0122528,0,0,0.0269953,0.00792797,0.0137987,0.0141866,0.0159345,0.0365241,0.0104463,0.0115786,0.0140519,0.00957776,0,0.00873916,0,0.0032132,0.00430819,0.0047694,0.02312,0.0303748,0.02712,0.0085671,0.00842138,0,0,0.0531481,0,0.0314433,0.0382266,0.0339795,0.0355195,0.0365056,0.00540833,0.0150705,0.0136559,0.0168164,0.0156109,0.0192747,0.0180366,0.00998736,0.0303663,0.0136631,0.0337887,0.020933,0.0243669,0.0410479,0.0138595,0.0113326,0,0,0,0,0.0135913
174,0.0171273,0.0157506,0,0,0,0.0177513,0.0198503,0.0236126,0.0122692,0,0,0,0,0.00532348,0,0.0168553,0.00370349,0.0337082,0.0289891,0.0209781,0.0161124,0,0,0.027293,0.00827128,0.0173597,0.0200518,0.0199646,0.036775,0.0107134,0.0117797,0.0139539,0.00858782,0,0.00844874,0,0.00366332,0.0043738,0.00477165,0.0234324,0.0302321,0.0270658,0.00813056,0.00882482,0,0,0.0524063,0,0.0314232,0.0382006,0.0341231,0.0337543,0.0364112,0.00666319,0.015018,0.0142627,0.0160125,0.0159714,0.0193943,0.0175435,0.00898181,0.0297334,0.0126866,0.0336129,0.0207649,0.024097,0.0407316,0.0144633,0.0114153,0,0,0,0,0.0132111
175,0.0168048,0.0161282,0,0,0,0.0194422,0.0200168,0.0251202,0.0111158,0,0,0,0,0.00568442,0,0.0169761,0.0039944,0.0338677,0.0292529,0.020487,0.0160156,0,0,0.0273169,0.00860723,0.0175794,0.0196069,0.020547,0.0374259,0.00999822,0.0108984,0.0137152,0.00923801,0,0.00732107,0,0.00402049,0.00444452,0.00461714,0.0229869,0.0301577,0.0263611,0.00793931,0.00924557,0,0,0.0519374,0,0.0314587,0.0381751,0.0343135,0.0319502,0.0364099,0.00666927,0.015089,0.0147586,0.0155813,0.0155408,0.0191018,0.0174396,0.00845838,0.0291622,0.0121141,0.0329194,0.0206844,0.0238943,0.0403233,0.0150332,0.011587,0,0,0,0,0.0129369
176,0.0165975,0.0164908,0,0,0,0.022479,0.0202129,0.0265143,0.00994101,0,0,0,0,0.0061311,0,0.0170929,0.00427286,0.0340292,0.0293305,0.0200006,0.016201,0,0,0.0270904,0.00899722,0.0177411,0.0191998,0.0211194,0.0382199,0.00932367,0.0104203,0.0135939,0.0100445,0,0.012604,0,0.00436433,0.00452447,0.00423623,0.0229399,0.0300951,0.0260659,0.00761662,0.00963735,0,0,0.051799,0,0.0314767,0.0382491,0.0346293,0.0302975,0.0363987,0.00655309,0.0152383,0.0153708,0.0153231,0.0148403,0.0189469,0.0173502,0.00822217,0.0287075,0.0118103,0.0324844,0.0207866,0.0237395,0.040168,0.0155926,0.0117304,0,0,0,0,0.0127808
