Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,LWRA,LBR
225,0.00893917,0.00220898,0,0,0,0.0166063,0.0151992,0.00761236,0.00709691,0,0,0,0.00944024,0,0.0211649,0.00716629,0.0339985,0.0111393,0.0165282,0.0111417,0,0,0.00511478,0.00690421,0.00457043,0.00768865,0.0118929,0.0340093,0.00309885,0.00504025,0.00307155,0.0247224,0,0.0314527,0,0.00802092,0.00461196,0.00758687,0.0131004,0.0067708,0.00871597,0.00928703,0,0,0.0103956,0,0.0132846,0.00721049,0.0329741,0.0116867,0.0324896,0.0105878,0.00740975,0.0121819,0.00341597,0.0205146,0.0125776,0.00744298,0.0117031,0.0378265,0.00837626,0.0102823,0.0102719,0.00591808,0.00580987,0.00707805,0.00511314,0.00251406,0,0,0,0,0.00176166,0
226,0.00875136,0.00206089,0,0,0,0.0143082,0.0153033,0.00755119,0.00639629,0,0,0,0.00857753,0,0.0212079,0.00658756,0.0340559,0.013075,0.0163831,0.00946269,0,0,0.00504574,0.0062729,0.00447532,0.00970653,0.0118573,0.0345585,0.00159929,0.00617185,0.00447997,0.0262705,0,0.0271485,0,0.0071721,0.00420054,0.00763628,0.0131355,0.00648373,0.00834276,0.00947249,0,0,0.0101763,0,0.0132486,0.00704813,0.0331949,0.0107611,0.0326611,0.0101034,0.00710498,0.01243,0.0036991,0.0200292,0.0122085,0.00804793,0.0114751,0.0374177,0.0081225,0.0102115,0.00947527,0.00567179,0.00589025,0.0067912,0.00492532,0.00243788,0,0,0,0,0.00189754,0
227,0.0090942,0.00159555,0,0,0,0.0138258,0.0153695,0.0070633,0.00567863,0,0,0,0.00835179,0,0.021201,0.00638924,0.0342015,0.0144912,0.0162838,0.00805772,0,0,0.00511198,0.00606827,0.00501726,0.0117034,0.0115999,0.0351935,0.00203817,0.00759981,0.00555958,0.0273882,0,0.0223212,0,0.00669092,0.00371227,0.00789079,0.0130507,0.00677297,0.00786995,0.0104623,0,0,0.0105238,0,0.0132206,0.00719451,0.0336389,0.0104113,0.0328657,0.00902023,0.00677766,0.0135706,0.00392283,0.0196658,0.0115612,0.00810118,0.0112816,0.0371513,0.00804889,0.00992869,0.00801553,0.00585961,0.00613147,0.0068322,0.00526106,0.00324697,0,0,0,0,0.00201436,0
228,0.0090025,0.00162693,0,0,0,0.0136104,0.0154876,0.00637368,0.00501815,0,0,0,0.00734125,0,0.02122,0.00554992,0.03438,0.0152172,0.0161078,0.00740471,0,0,0.0047896,0.00532679,0.00626421,0.0132905,0.0114591,0.0358782,0.00365171,0.00890761,0.0064426,0.0282958,0,0.018419,0,0.0057525,0.00309911,0.00797498,0.0130366,0.00701097,0.00745828,0.0100969,0,0,0.010898,0,0.0131913,0.00737063,0.0339686,0.010756,0.0331575,0.00799734,0.00693555,0.0136895,0.00395382,0.0193427,0.0107101,0.00786862,0.0109952,0.0370025,0.00816162,0.00960439,0.00703452,0.0057192,0.00629171,0.00699755,0.00503924,0.00310439,0,0,0,0,0.00217964,0
229,0.0090259,0.00174828,0,0,0,0.0138808,0.0156264,0.00558666,0.00454718,0,0,0,0.0065461,0,0.0212466,0.00479924,0.0345026,0.0155953,0.0159542,0.00786991,0,0,0.00431414,0.00472072,0.0077366,0.0145465,0.011438,0.0367722,0.00530538,0.0101043,0.00710385,0.029057,0,0.0143651,0,0.00482404,0.00252337,0.00819278,0.0130489,0.00728645,0.00705093,0.00983319,0,0,0.0110974,0,0.0131893,0.00753333,0.0339138,0.0114283,0.0334517,0.00724078,0.00719419,0.0138561,0.00397218,0.0192522,0.0100527,0.00763773,0.0109112,0.0370084,0.00852098,0.0095224,0.00612918,0.00566429,0.00639116,0.00717776,0.00495047,0.00309938,0,0,0,0,0.00235808,0
230,0.00899094,0.00188986,0,0,0,0.0139101,0.0157736,0.00493312,0.00431585,0,0,0,0.00580667,0,0.0212749,0.00414104,0.0345723,0.0158329,0.0158492,0.00898252,0,0,0.00389048,0.00421718,0.00912175,0.0154428,0.0113304,0.0376209,0.00688352,0.0112616,0.00783791,0.0298755,0,0.0127185,0,0.0039625,0.0021115,0.00847356,0.0130269,0.00777706,0.00660756,0.00979643,0,0,0.0111872,0,0.0131674,0.00763491,0.0334055,0.0122265,0.0337303,0.00629585,0.00740059,0.0138479,0.00401438,0.0194045,0.00949581,0.00733982,0.0109324,0.0370978,0.00893677,0.00966401,0.0053227,0.00562353,0.00646806,0.00725639,0.00488726,0.00319403,0,0,0,0,0.00252097,0
231,0.00890198,0.00217605,0,0,0,0.0147872,0.015884,0.00439848,0.00426555,0,0,0,0.00502518,0,0.0212761,0.00355929,0.0346139,0.016249,0.0158683,0.0103606,0,0,0.00373209,0.00380645,0.0102108,0.016124,0.010978,0.0382444,0.00829681,0.0121079,0.00877972,0.0307863,0,0.0172993,0,0.00323847,0.001808,0.00879636,0.0129875,0.00835349,0.0061402,0.00967597,0,0,0.0115046,0,0.0131445,0.00759954,0.0326864,0.0129092,0.0339489,0.00542875,0.00741787,0.0137599,0.00406236,0.0196542,0.0088097,0.00707561,0.0109536,0.0370984,0.00924842,0.00998658,0.00451545,0.00556232,0.00642455,0.00721673,0.00483134,0.00332594,0,0,0,0,0.00265189,0
232,0.00874502,0.00247119,0,0,0,0.0178943,0.0159349,0.00352604,0.00437228,0,0,0,0.00437782,0,0.0212729,0.00310434,0.0346805,0.0172528,0.0159675,0.012205,0,0,0.00392985,0.0035218,0.0108884,0.016525,0.0104412,0.0383521,0.00947006,0.0125971,0.00955154,0.0314038,0,0.0238371,0,0.00270724,0.00159017,0.00900747,0.0129535,0.00889846,0.00566305,0.00934285,0,0,0.011292,0,0.0131547,0.00752049,0.0321026,0.0134183,0.0340869,0.00463774,0.00719224,0.0135588,0.00406812,0.0198776,0.00827974,0.00694452,0.0109694,0.0369765,0.00938135,0.0103732,0.00372336,0.00541163,0.00636285,0.00713059,0.00469925,0.00337129,0,0,0,0,0.00276544,0
233,0.00919919,0.0017748,0,0,0,0.0219435,0.0158754,0.00250842,0.0047588,0,0,0,0.00458427,0,0.0212627,0.00364344,0.0348028,0.0179039,0.0161158,0.0136066,0,0,0.0043201,0.0045854,0.0111753,0.0168117,0.0099842,0.0381948,0.0101682,0.0129214,0.00971133,0.0313779,0,0.0296108,0,0.0029091,0.00143905,0.0089433,0.0134245,0.0093219,0.00522188,0.0108592,0,0,0.00747637,0,0.0131282,0.00625987,0.0318369,0.0139703,0.0340968,0.00377487,0.00690099,0.0139107,0.00396561,0.02,0.00780739,0.0068092,0.0109519,0.0367579,0.00940283,0.0107949,0.00343784,0.00493823,0.00592582,0.00644871,0.00521192,0.00468772,0,0,0,0,0.00272395,0
234,0.0079793,0.00316597,0,0,0,0.0252023,0.015975,0.00189674,0.00525164,0,0,0,0.00326545,0,0.0213264,0.00175709,0.0347979,0.0186939,0.0162648,0.0144508,0,0,0.00466519,0.00266923,0.0113386,0.0174168,0.00964229,0.0379639,0.010739,0.013291,0.00942438,0.0311863,0,0.0343949,0,0.00178212,0.00138009,0.0097923,0.0130136,0.010003,0.00460951,0.00793768,0,0,0.00996309,0,0.013133,0.00699442,0.0318463,0.0142154,0.0341026,0.00263051,0.00652694,0.0119575,0.0037959,0.0200268,0.0069941,0.0064279,0.0109409,0.0364451,0.00946882,0.0112367,0.00245062,0.00431403,0.00607094,0.00696802,0.00371704,0.00213869,0,0,0,0,0.00302508,0
235,0.00843342,0.00234856,0,0,0,0.0272209,0.0159706,0.00180547,0.00573088,0,0,0,0.00307302,0,0.0212343,0.00232702,0.0344944,0.0188521,0.0162956,0.0150944,0,0,0.00454654,0.00356011,0.011419,0.0178668,0.00941185,0.0377338,0.0114343,0.0137243,0.00934752,0.0313105,0,0.0385771,0,0.00192311,0.00127895,0.00985504,0.013185,0.0102244,0.00395413,0.0093774,0,0,0.00830779,0,0.0131683,0.00633297,0.0319853,0.0146354,0.0339287,0.00198466,0.00563844,0.0128612,0.00359384,0.0201654,0.00622536,0.00575688,0.0109189,0.0360823,0.00949037,0.0115487,0.00248611,0.00437737,0.00593153,0.00662123,0.00375709,0.00371951,0,0,0,0,0.0029494,0
236,0.00813532,0.00260606,0,0,0,0.0293138,0.0160438,0.000967066,0.00633175,0,0,0,0.00260828,0,0.0212138,0.00179022,0.0343305,0.0198313,0.0162564,0.0159311,0,0,0.00432011,0.00331671,0.0114331,0.0184932,0.00926277,0.0374259,0.011967,0.0141803,0.0093557,0.0314498,0,0.0424416,0,0.00175101,0.00116158,0.0102912,0.0131311,0.0105857,0.0033578,0.00883213,0,0,0.0085098,0,0.0132128,0.00638969,0.0321947,0.0149757,0.0337851,0.00233998,0.00484873,0.0124325,0.00340455,0.0202706,0.00536157,0.00505477,0.010912,0.0358477,0.00966314,0.0117289,0.00255517,0.00428215,0.0059221,0.00670927,0.00299543,0.00338697,0,0,0,0,0.00301828,0
237,0.00798706,0.00270025,0,0,0,0.0355618,0.01617,0.00557251,0.00674048,0,0,0,0.00234758,0,0.0212093,0.00128465,0.0342059,0.0145337,0.0159606,0.0163088,0,0,0.00374829,0.00341184,0.0105126,0.0166909,0.00894915,0.0368088,0.0122214,0.0148201,0.00822633,0.0303372,0,0.0491614,0,0.0019088,0.00089264,0.0107431,0.0130797,0.0109049,0.00275026,0.00881107,0,0,0.00851908,0,0.0132397,0.0064744,0.032336,0.0155122,0.0336218,0.00362995,0.0037905,0.0122572,0.00321749,0.0204145,0.0046579,0.00435103,0.0109728,0.035657,0.00987836,0.0119056,0.00288095,0.00428824,0.00588335,0.0067674,0.00244481,0.00328328,0,0,0,0,0.00307747,0
238,0.00764422,0.00336749,0,0,0,0.0396579,0.0161294,0.00815787,0.00707477,0,0,0,0.00302914,0,0.0214171,0.000953693,0.0341289,0.0128386,0.0157422,0.0166244,0,0,0.00352597,0.00338342,0.00993842,0.0159271,0.00862079,0.0361906,0.0123987,0.0152012,0.00775382,0.0298526,0,0.054245,0,0.00248366,0.000362549,0.0121423,0.0131089,0.0119597,0.00228629,0.0080153,0,0,0.00813805,0,0.0132101,0.00632412,0.0323265,0.0164042,0.0334883,0.00591907,0.00312014,0.0112986,0.0030359,0.0204773,0.00343164,0.00363159,0.0111799,0.0354651,0.0102483,0.0122467,0.00375238,0.00384168,0.00572808,0.0066851,0.00226958,0.0025566,0,0,0,0,0.00291457,0
239,0.0076697,0.00293993,0,0,0,0.0426836,0.0160713,0.00980457,0.00738823,0,0,0,0.00294414,0,0.021443,0.00113233,0.0338362,0.0118961,0.0156156,0.0168499,0,0,0.00355421,0.00391037,0.00939102,0.0151995,0.00819605,0.0355075,0.0126826,0.0155857,0.00764881,0.0297964,0,0.0581549,0,0.0030428,0.000218434,0.0116462,0.0129234,0.0120338,0.00209771,0.00862487,0,0,0.00878892,0,0.0132545,0.00657582,0.0323109,0.0167247,0.0331481,0.00653255,0.0030806,0.0118504,0.00294663,0.020661,0.00314785,0.00312422,0.0111866,0.0352354,0.0102041,0.0122931,0.00383518,0.0043908,0.00575236,0.00677521,0.00209437,0.00356496,0,0,0,0,0.00289175,0
240,0.00749965,0.00318129,0,0,0,0.0453095,0.016165,0.0115193,0.00755975,0,0,0,0.0031948,0,0.0214467,0.00133583,0.0336438,0.0108265,0.0154569,0.0168278,0,0,0.00381877,0.00407416,0.00879828,0.0142647,0.00791638,0.0347458,0.0125613,0.0157884,0.00733452,0.0295159,0,0.061172,0,0.00354429,0.000295683,0.0120936,0.0128415,0.0124225,0.00226349,0.00830569,0,0,0.00885551,0,0.0132443,0.00659643,0.0321911,0.0171668,0.0328414,0.00776999,0.00358456,0.0115379,0.00288577,0.020763,0.00274132,0.00270359,0.0114,0.0349563,0.010304,0.0126354,0.00443202,0.00447115,0.00558429,0.00690869,0.00221226,0.00373243,0,0,0,0,0.00299355,0
241,0.00732104,0.00339177,0,0,0,0.0468117,0.0162542,0.0127374,0.00753638,0,0,0,0.00360368,0,0.0214555,0.00158914,0.0335991,0.0102022,0.0153961,0.0163756,0,0,0.00413021,0.00423145,0.00818771,0.0133666,0.00761557,0.0340228,0.0121163,0.0157251,0.00699152,0.0293372,0,0.0628838,0,0.00406317,0.000523896,0.012544,0.0127686,0.0125842,0.00266238,0.00805936,0,0,0.00902744,0,0.0132401,0.00664145,0.0321475,0.0175727,0.0324918,0.00877023,0.00413922,0.0111642,0.0028378,0.0207914,0.00264127,0.00259067,0.0116445,0.0346486,0.0103638,0.0131113,0.00516117,0.00460138,0.00533843,0.00733927,0.00237387,0.00390727,0,0,0,0,0.00310549,0
242,0.00713741,0.0035062,0,0,0,0.0465973,0.0162626,0.012766,0.0073284,0,0,0,0.00411631,0,0.021517,0.0019942,0.0337155,0.0107391,0.0154462,0.0158405,0,0,0.00436292,0.0043943,0.00758957,0.0128156,0.00711658,0.0333827,0.0118829,0.015384,0.00660574,0.0294469,0,0.0629221,0,0.00459244,0.000948932,0.0129563,0.0126993,0.0127573,0.00319945,0.00778109,0,0,0.00907031,0,0.0132661,0.00654162,0.0322617,0.0178756,0.0320885,0.00964808,0.00468175,0.0106542,0.00280169,0.020747,0.00271682,0.00247183,0.0119098,0.0343162,0.010349,0.0136012,0.00590577,0.00474466,0.00502245,0.00743947,0.00251563,0.00405258,0,0,0,0,0.0031289,0
243,0.00739518,0.00352625,0,0,0,0.0459107,0.0162167,0.0123048,0.00696002,0,0,0,0.00452007,0,0.0216108,0.00235694,0.0338811,0.0116813,0.0155463,0.0155534,0,0,0.00447197,0.00485032,0.00695525,0.0123742,0.00664291,0.0327786,0.0118009,0.0150013,0.00628577,0.0296465,0,0.0623441,0,0.0052328,0.00105687,0.0135998,0.0130447,0.0131591,0.00386673,0.00817862,0,0,0.00590662,0,0.0132804,0.0049972,0.0323945,0.0183337,0.0316468,0.0107821,0.00530855,0.0102406,0.00280871,0.0206937,0.00285129,0.00241028,0.0123498,0.0339503,0.0103645,0.0141572,0.00683112,0.0043765,0.00435748,0.00652356,0.00257622,0.00470653,0,0,0,0,0.00314731,0
244,0.0068511,0.00425201,0,0,0,0.0448716,0.0162241,0.0117751,0.00652982,0,0,0,0.00543675,0,0.0217503,0.00299984,0.0340406,0.0128972,0.0157019,0.0154104,0,0,0.00450486,0.00489572,0.00637451,0.0118511,0.00632478,0.0322204,0.0117102,0.0146653,0.00619998,0.0299542,0,0.0612183,0,0.00562385,0.00150372,0.0142344,0.012655,0.0135682,0.00461312,0.00660404,0,0,0.00782886,0,0.0132832,0.00560062,0.0325865,0.0189456,0.0311867,0.0118926,0.00599688,0.0090632,0.00265684,0.0206669,0.00296648,0.00260591,0.0127909,0.0335736,0.0103917,0.0146976,0.00776117,0.00467972,0.00427942,0.00654759,0.00338259,0.00382807,0,0,0,0,0.00308026,0
245,0.00689724,0.00442216,0,0,0,0.0439252,0.0162597,0.0117147,0.00612502,0,0,0,0.00587879,0,0.0218055,0.00329859,0.034199,0.0141062,0.0157931,0.0150476,0,0,0.00456488,0.00515813,0.00583668,0.0111095,0.00587821,0.0316483,0.0115882,0.0143654,0.00604812,0.0302687,0,0.0601412,0,0.00601534,0.00165792,0.0145198,0.0125998,0.0136835,0.00526125,0.00647706,0,0,0.0073781,0,0.0133059,0.00534228,0.0328419,0.0195225,0.030738,0.0125386,0.00649663,0.00876214,0.00251623,0.0207013,0.00311125,0.00288505,0.0130841,0.033235,0.0103739,0.0150715,0.00845511,0.00481956,0.00398858,0.00626706,0.00365162,0.0040079,0,0,0,0,0.00314614,0
246,0.00693123,0.00455769,0,0,0,0.0435296,0.0162796,0.012291,0.00577337,0,0,0,0.00616517,0,0.0218221,0.00355994,0.0344482,0.0150109,0.0159006,0.014794,0,0,0.00460199,0.00531552,0.00539977,0.0102084,0.00562869,0.0310439,0.0114908,0.0141898,0.00580077,0.0303089,0,0.0595692,0,0.00636041,0.00174045,0.0147509,0.0125983,0.0137728,0.00587037,0.00642376,0,0,0.00707216,0,0.0133752,0.00522763,0.0331311,0.0198563,0.0303084,0.01336,0.00691353,0.00859831,0.00252776,0.0207755,0.00341816,0.00322782,0.0132724,0.0329378,0.0103119,0.0152671,0.00907917,0.00489229,0.00377702,0.0061454,0.00392234,0.00417622,0,0,0,0,0.00318772,0
247,0.00712166,0.00507927,0,0,0,0.0520477,0.0164625,0.0233928,0.00544095,0,0,0,0.00662193,0,0.0216783,0.00394415,0.0347675,0.0173057,0.0156096,0.0160985,0,0,0.00476622,0.00570124,0.00643515,0.00701896,0.00698568,0.0301767,0.0115125,0.0151993,0.00611575,0.0270006,0,0.0648503,0,0.0068274,0.0019291,0.0150169,0.0126957,0.0140925,0.00694173,0.00642279,0,0,0.00665797,0,0.0133829,0.00500036,0.033448,0.0204188,0.0297771,0.0148415,0.00817358,0.00887685,0.00280632,0.0207953,0.00396725,0.00413556,0.0135706,0.0323604,0.0101701,0.0156136,0.0101735,0.00460827,0.00369853,0.0061564,0.00472477,0.0043616,0,0,0,0,0.00327744,0
248,0.00708661,0.00475492,0,0,0,0.0532967,0.0166872,0.0256997,0.00551121,0,0,0,0.00650565,0,0.0213237,0.00382158,0.0351607,0.0201877,0.0157936,0.0160805,0,0,0.0046293,0.00574892,0.00722434,0.00733734,0.00725377,0.0295224,0.0117557,0.0154389,0.00703698,0.0264086,0,0.0652773,0,0.00699047,0.00171937,0.0145532,0.0126557,0.0139138,0.00743452,0.00693413,0,0,0.00678252,0,0.0133854,0.00508896,0.0337859,0.0205303,0.0293805,0.0152188,0.00831646,0.00939544,0.00306607,0.0207832,0.00419479,0.00463462,0.0136728,0.0320644,0.0100577,0.0157153,0.0104567,0.0048732,0.00370473,0.00616815,0.00449622,0.00488748,0,0,0,0,0.00371559,0
249,0.0070247,0.00498442,0,0,0,0.0538036,0.0168045,0.0268721,0.00552884,0,0,0,0.00693349,0,0.0211917,0.00401701,0.0355595,0.0217391,0.0160194,0.0158571,0,0,0.00482158,0.00579459,0.00811624,0.00799068,0.00752118,0.0289013,0.0120114,0.0155679,0.00786237,0.0260404,0,0.0652908,0,0.00717924,0.00177445,0.0148071,0.0125884,0.0140272,0.00812218,0.00672175,0,0,0.00684207,0,0.0133578,0.00505671,0.0341976,0.0207074,0.0289942,0.0161542,0.00880106,0.00944064,0.00353391,0.020701,0.00455821,0.00534286,0.0138297,0.0316655,0.00996302,0.015932,0.0111453,0.00486575,0.00373162,0.00611402,0.00486224,0.00486637,0,0,0,0,0.0039181,0
250,0.00703793,0.00529784,0,0,0,0.053725,0.0168707,0.0271904,0.00557906,0,0,0,0.00737673,0,0.0211514,0.00424915,0.035944,0.0218883,0.0163004,0.0152356,0,0,0.00510739,0.00585839,0.00921665,0.00886206,0.00787104,0.0283585,0.012157,0.0155862,0.00844878,0.0257783,0,0.0649303,0,0.00741577,0.00183126,0.0151378,0.0125595,0.0141973,0.00885414,0.00644976,0,0,0.00688357,0,0.0133372,0.00505048,0.0346722,0.0210092,0.0285638,0.0171911,0.00942757,0.0095159,0.00387934,0.0205715,0.00494035,0.00607459,0.0139071,0.0312026,0.00983425,0.01626,0.0120094,0.00480877,0.00368123,0.00617308,0.00530389,0.00478521,0,0,0,0,0.00395785,0
251,0.00702123,0.00550928,0,0,0,0.0530199,0.0169134,0.0265288,0.00574041,0,0,0,0.00772815,0,0.0211759,0.00439453,0.0363374,0.0202374,0.0166055,0.0138556,0,0,0.00534195,0.00591467,0.0100555,0.00957725,0.00815522,0.0278989,0.0121844,0.0155632,0.00893164,0.0255849,0,0.0641119,0,0.00759746,0.00180668,0.0153394,0.0125337,0.0142348,0.00955894,0.00611848,0,0,0.00686773,0,0.0133045,0.00505422,0.0351407,0.0211503,0.0280956,0.0179803,0.00992751,0.00964171,0.00441142,0.0204412,0.00519975,0.00670012,0.0140828,0.0307663,0.00970737,0.0166475,0.012821,0.00469598,0.00361514,0.00643552,0.00561192,0.00460029,0,0,0,0,0.00397251,0
252,0.00694682,0.00558976,0,0,0,0.0519051,0.016844,0.025254,0.0058621,0,0,0,0.0079496,0,0.0212709,0.00447756,0.0367758,0.0172628,0.0169994,0.0119743,0,0,0.00552402,0.0059383,0.0108532,0.010114,0.00844994,0.0275531,0.0121013,0.0156208,0.00931697,0.0255263,0,0.0629329,0,0.00768472,0.00170962,0.0154589,0.0125435,0.0141963,0.0101268,0.00585435,0,0,0.00686612,0,0.0133069,0.0050167,0.0356045,0.0212634,0.0276566,0.0186529,0.0102612,0.00962131,0.00498423,0.0202981,0.00540391,0.00717904,0.0145053,0.0304078,0.00960068,0.0169404,0.0134114,0.00461898,0.00363953,0.00664399,0.00575032,0.00431146,0,0,0,0,0.00397961,0
253,0.00774168,0.00494836,0,0,0,0.0504506,0.0168475,0.0237465,0.00587292,0,0,0,0.00701981,0,0.0210907,0.00396227,0.0371666,0.0136941,0.017512,0.00989571,0,0,0.00587611,0.00620773,0.0116276,0.0103926,0.00882784,0.0274096,0.0120454,0.0159853,0.00981667,0.0255878,0,0.0612377,0,0.00753367,0.00144267,0.015499,0.0129381,0.0140826,0.0107001,0.00817235,0,0,0.00330058,0,0.0133118,0.00334811,0.0360593,0.0212411,0.0272721,0.019454,0.0110374,0.0110087,0.00527369,0.0201787,0.00575276,0.00781821,0.0147737,0.0300579,0.00945908,0.0170073,0.0137736,0.00480855,0.00329177,0.00578235,0.00520772,0.00571824,0,0,0,0,0.00415188,0
254,0.0067045,0.00596994,0,0,0,0.0485522,0.016718,0.0223594,0.0057718,0,0,0,0.00837456,0,0.0213656,0.00495579,0.0374947,0.0101179,0.0181542,0.00783273,0,0,0.00627504,0.00607673,0.0124084,0.0104959,0.00955022,0.0276067,0.0121201,0.0166849,0.0100912,0.0258359,0,0.0587738,0,0.00770173,0.00179811,0.0155777,0.0124348,0.0139323,0.0112495,0.00515939,0,0,0.00728013,0,0.0133109,0.00527804,0.0364943,0.0209062,0.0268965,0.0202772,0.0117581,0.00891483,0.00559439,0.0200777,0.00625809,0.00851703,0.0146149,0.0297438,0.0092857,0.0169034,0.0141489,0.00481304,0.00374776,0.00638313,0.00631828,0.00306506,0,0,0,0,0.00400936,0
255,0.00650759,0.00568865,0,0,0,0.0457972,0.0166617,0.0208761,0.00566063,0,0,0,0.00825699,0,0.0213269,0.00496995,0.0377925,0.00704531,0.0188972,0.00693036,0,0,0.00644955,0.00591264,0.0130918,0.0106426,0.0108359,0.0280323,0.0124705,0.0176186,0.0101942,0.0264491,0,0.0553642,0,0.00767792,0.00177098,0.0153613,0.0124635,0.0135973,0.0117031,0.00515987,0,0,0.00703416,0,0.0133318,0.0052809,0.0369368,0.0203753,0.0265263,0.0205923,0.012319,0.00876359,0.00593857,0.0199421,0.00668889,0.00904636,0.0144418,0.0295067,0.00913164,0.0167348,0.0144831,0.00497216,0.00371134,0.00647215,0.00606968,0.0028335,0,0,0,0,0.0040889,0
256,0.00632047,0.00533593,0,0,0,0.0416594,0.0166424,0.0188288,0.00545419,0,0,0,0.00823423,0,0.0213334,0.0048473,0.0380675,0.00480622,0.0196943,0.00857876,0,0,0.0064553,0.00554729,0.013645,0.0109707,0.0124298,0.0286181,0.0130907,0.018664,0.0108074,0.0274091,0,0.0505307,0,0.007591,0.00171034,0.0150756,0.0124992,0.0132227,0.011995,0.00501062,0,0,0.00686252,0,0.0133464,0.0052284,0.0373957,0.0200949,0.026194,0.0206418,0.0129425,0.0086579,0.00624653,0.0198442,0.00700325,0.00943282,0.0144319,0.0293712,0.0089995,0.0166913,0.0146434,0.00487145,0.00381685,0.00634493,0.00568362,0.00270201,0,0,0,0,0.00409187,0
257,0.00615344,0.00496362,0,0,0,0.0362704,0.016581,0.0161788,0.0051446,0,0,0,0.00812193,0,0.0213807,0.00468533,0.0381802,0.00404259,0.0204933,0.0125085,0,0,0.00637091,0.0051664,0.0140279,0.0117624,0.014213,0.029174,0.0138375,0.0197106,0.0118218,0.0285223,0,0.0443052,0,0.00747398,0.00156298,0.0148338,0.0125563,0.0129236,0.0121363,0.00478035,0,0,0.00657423,0,0.0133722,0.00500844,0.0378086,0.0200772,0.0259402,0.0207647,0.0132785,0.00845481,0.0065573,0.0198288,0.00721346,0.00968402,0.0146589,0.0293266,0.00900876,0.0169004,0.0148786,0.00489482,0.00384401,0.00611684,0.00522491,0.00266405,0,0,0,0,0.00408668,0
258,0.00599224,0.00458515,0,0,0,0.0306678,0.0165205,0.0132084,0.0046336,0,0,0,0.00795593,0,0.0213825,0.00458315,0.0381258,0.00645974,0.0211427,0.0174631,0,0,0.0062097,0.00487777,0.0142552,0.0135357,0.0162942,0.0296546,0.014553,0.0204485,0.0120035,0.0294069,0,0.0375716,0,0.00737898,0.00145765,0.0148037,0.0126549,0.0127607,0.0122679,0.00468082,0,0,0.00626066,0,0.0134424,0.00480146,0.0381936,0.0202763,0.0257913,0.020799,0.013158,0.00813569,0.00675512,0.0199148,0.00719981,0.0098292,0.0149681,0.0293702,0.00915858,0.0172046,0.0153193,0.005037,0.00361254,0.00590503,0.00472829,0.00274622,0,0,0,0,0.00406231,0
259,0.00585337,0.004277,0,0,0,0.0256578,0.0164734,0.0105649,0.00401883,0,0,0,0.007906,0,0.0214021,0.00448792,0.0380427,0.010889,0.0213744,0.0221942,0,0,0.00606097,0.00460215,0.0144389,0.016139,0.0182488,0.0300468,0.0151626,0.0204183,0.0117424,0.0294554,0,0.0310301,0,0.00725544,0.00138761,0.0150846,0.0127212,0.012839,0.0123627,0.00453536,0,0,0.00629891,0,0.0135116,0.00496634,0.0385374,0.0204446,0.0257864,0.0207363,0.0128045,0.00800305,0.00675418,0.0200145,0.00719611,0.00986089,0.0151207,0.0295207,0.00928609,0.0172209,0.0157086,0.00511619,0.00341915,0.00589904,0.00430892,0.00285297,0,0,0,0,0.00407224,0
260,0.00566337,0.00416838,0,0,0,0.022474,0.0164864,0.00987729,0.00343466,0,0,0,0.00779305,0,0.021445,0.00449528,0.0379624,0.0154645,0.0213858,0.0265917,0,0,0.00599721,0.00428923,0.0151611,0.0196828,0.0201985,0.0305203,0.0160646,0.0200544,0.0114629,0.0290369,0,0.0261598,0,0.00710962,0.00137228,0.0148145,0.0127668,0.0127942,0.0124033,0.00453614,0,0,0.0069858,0,0.01352,0.00545224,0.038814,0.0205204,0.0258385,0.0202606,0.0125491,0.0079576,0.00676485,0.0202117,0.00694572,0.00976962,0.0151799,0.0298023,0.00936694,0.0171837,0.0156748,0.00489356,0.00349271,0.00620273,0.00413224,0.00270794,0,0,0,0,0.00414256,0
261,0.00557787,0.00423155,0,0,0,0.0207439,0.0165653,0.0107538,0.00306349,0,0,0,0.00783095,0,0.021461,0.00465293,0.0379134,0.0193613,0.0212953,0.02987,0,0,0.00596636,0.00398268,0.016262,0.0229515,0.0213205,0.0310484,0.0170283,0.0194981,0.0106444,0.0287822,0,0.0225856,0,0.00717097,0.00157685,0.0143539,0.0128067,0.0126445,0.0124146,0.0043864,0,0,0.00758557,0,0.0134613,0.00561795,0.0390173,0.0205005,0.0258943,0.0199195,0.0121385,0.00807901,0.00682289,0.0204177,0.0066439,0.00968325,0.0151219,0.0300106,0.00931237,0.0171144,0.0156309,0.00449896,0.00394538,0.00659768,0.00408984,0.00260457,0,0,0,0,0.00423559,0
