Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,LBR
35,0.0236305,0.0228984,0,0,0,0.0287394,0.0203467,0.023068,0.0069349,0,0,0,0.0101195,0,0.0169973,0.0064703,0.0380074,0.0245215,0.0240367,0.0157916,0,0,0.0182026,0.0266376,0.0115629,0.0117503,0.0104877,0.0355005,0.0146189,0.0147299,0.0143051,0.0183914,0,0.0293453,0,0.0123302,0.00477293,0.0041168,0.0195284,0.0139682,0.0188238,0.018025,0.00370846,0,0,0.0162959,0,0.010456,0.0124034,0.0405464,0.0144219,0.026527,0.0150015,0.0281273,0.0152501,0.0131197,0.0150124,0.00984526,0.0139765,0.00700171,0.0221069,0.0107403,0.00921371,0.0190424,0.0116598,0.0163851,0.0110179,0.0200389,0.00404511,0,0,0,0,0
36,0.0234673,0.0229063,0,0,0,0.0280567,0.0203611,0.0228252,0.00659633,0,0,0,0.0097452,0,0.0169527,0.00633317,0.0378157,0.0262433,0.0239627,0.0150975,0,0,0.0179132,0.0266773,0.0106903,0.0105063,0.0100398,0.0354984,0.0141812,0.0143591,0.01394,0.0181288,0,0.0287584,0,0.0122201,0.00482788,0.00408483,0.018617,0.0139864,0.0180036,0.0179218,0.00373453,0,0,0.0161403,0,0.0104878,0.0123109,0.0406921,0.0149325,0.0261934,0.0138657,0.0282219,0.0149941,0.0130404,0.0149506,0.00979582,0.0136547,0.00726776,0.0219115,0.0105048,0.00931294,0.0175009,0.0114049,0.0163347,0.0109657,0.0201486,0.00425662,0,0,0,0,0
37,0.023229,0.0229674,0,0,0,0.0288677,0.0204007,0.0233658,0.00670636,0,0,0,0.00949842,0,0.0169472,0.00621457,0.037575,0.0269268,0.0237444,0.0129805,0,0,0.0178263,0.0267397,0.00984293,0.00881359,0.00911309,0.0353488,0.012534,0.0138442,0.0135079,0.018087,0,0.0293613,0,0.0121604,0.0048873,0.00408157,0.0177674,0.0139993,0.0174245,0.0176992,0.00372754,0,0,0.0160169,0,0.0104919,0.0122301,0.0406771,0.0157283,0.0258678,0.0127411,0.0284891,0.0148242,0.0129459,0.0149104,0.0097677,0.0133591,0.00759915,0.0216229,0.0101447,0.00967927,0.0157045,0.0112086,0.016213,0.0109683,0.0203103,0.00450403,0,0,0,0,0
38,0.0230048,0.0229516,0,0,0,0.0311391,0.0203821,0.0245726,0.00679159,0,0,0,0.00951807,0,0.0170586,0.00618647,0.0373227,0.0275882,0.0235486,0.0103868,0,0,0.0178773,0.0270129,0.00880507,0.00698388,0.00773293,0.034675,0.0108284,0.0129448,0.0128294,0.0181776,0,0.0312359,0,0.0121587,0.0048765,0.00407843,0.0169471,0.0140131,0.0169593,0.0173758,0.00372265,0,0,0.015906,0,0.010509,0.0121244,0.0404695,0.0168002,0.0256169,0.0117808,0.0288833,0.0146968,0.0127971,0.0149774,0.00970648,0.0130834,0.00786157,0.0212582,0.00984626,0.0102929,0.0135865,0.0110041,0.0160635,0.0109739,0.0204579,0.00472834,0,0,0,0,0
39,0.0228915,0.0229128,0,0,0,0.0337684,0.0203513,0.0262874,0.00688229,0,0,0,0.00961186,0,0.0171593,0.00624683,0.0371253,0.0292323,0.0233567,0.00823694,0,0,0.0179986,0.0272846,0.00751308,0.00523748,0.00612026,0.0335531,0.009182,0.0119889,0.0118869,0.0181863,0,0.033611,0,0.0122277,0.00472636,0.00417997,0.0163673,0.0140407,0.0166202,0.0169794,0.00375435,0,0,0.0157911,0,0.0105483,0.0120154,0.040241,0.0185632,0.0254391,0.0110832,0.0293339,0.0145931,0.0127186,0.0151787,0.00965348,0.0128967,0.00813638,0.0208511,0.00981739,0.011093,0.0112638,0.0107758,0.0159019,0.0108818,0.0205755,0.00487383,0,0,0,0,0
40,0.0228517,0.0228843,0,0,0,0.0351802,0.0203122,0.0283512,0.00701774,0,0,0,0.00962522,0,0.0171659,0.00627774,0.0369302,0.0308268,0.0231621,0.00693159,0,0,0.018041,0.0274214,0.00616822,0.00392539,0.00468874,0.0323457,0.00787267,0.0113703,0.0111813,0.0179962,0,0.0349406,0,0.0123128,0.00470348,0.00424108,0.0151482,0.0140483,0.015099,0.0166733,0.00377871,0,0,0.0155069,0,0.0105753,0.0118103,0.0399604,0.0191873,0.0253864,0.0107839,0.0296331,0.0143924,0.0128738,0.0152933,0.009706,0.0130236,0.00796252,0.0207471,0.00935074,0.0111349,0.00813512,0.0104408,0.0156326,0.0107555,0.0206615,0.00490189,0,0,0,0,0
41,0.0228409,0.0229725,0,0,0,0.0339676,0.0202968,0.0287685,0.00666262,0,0,0,0.00960436,0,0.0171668,0.00625582,0.0366925,0.0306275,0.0231351,0.00611605,0,0,0.0180338,0.0275326,0.00478749,0.00324841,0.00394548,0.0313644,0.00722753,0.0115151,0.0114095,0.0174387,0,0.0337448,0,0.0124018,0.00473706,0.00421964,0.0150202,0.0140266,0.0145774,0.0164477,0.00379069,0,0,0.0151378,0,0.0105827,0.0115584,0.0396534,0.0195185,0.025332,0.0107792,0.0298494,0.0141073,0.0131632,0.0155369,0.00995274,0.0133502,0.00819955,0.0204484,0.0094967,0.0111079,0.00589565,0.0100763,0.0153221,0.0105512,0.0208234,0.0048972,0,0,0,0,0
42,0.0227827,0.0229128,0,0,0,0.0311154,0.0203424,0.0273665,0.00650965,0,0,0,0.00951274,0,0.017213,0.00622091,0.0364188,0.0288772,0.0233564,0.00580208,0,0,0.0179364,0.0277769,0.00339719,0.00342467,0.00407831,0.0309162,0.0073753,0.0120307,0.0122618,0.0169461,0,0.0309082,0,0.0125137,0.00483012,0.00406255,0.0159923,0.0139902,0.015787,0.0163312,0.00381311,0,0,0.0147112,0,0.0106037,0.0112599,0.0395185,0.0202463,0.0253595,0.0109579,0.0299114,0.0137699,0.0131569,0.0159979,0.0101233,0.0136252,0.00875878,0.0195104,0.0107036,0.0116699,0.0038867,0.00960926,0.0150102,0.0104111,0.0210864,0.00484995,0,0,0,0,0
43,0.022508,0.0228367,0,0,0,0.028302,0.0203411,0.025419,0.00666637,0,0,0,0.00935747,0,0.0172535,0.00620981,0.0361145,0.0268616,0.0237811,0.00584702,0,0,0.017882,0.028085,0.00241032,0.00441808,0.00504618,0.0311099,0.00841749,0.0125186,0.0129637,0.0169314,0,0.0282092,0,0.0126923,0.00482007,0.00397805,0.017709,0.013977,0.0179329,0.0162989,0.00382828,0,0,0.0142176,0,0.0106327,0.0109668,0.0394602,0.0210826,0.0254182,0.0113885,0.0298894,0.0134315,0.0128443,0.0165422,0.0102155,0.0139612,0.00953414,0.0183131,0.0125889,0.012611,0.00277231,0.00911939,0.0146814,0.0102839,0.0213615,0.00484319,0,0,0,0,0
44,0.0221957,0.0228439,0,0,0,0.0262274,0.0202805,0.0240993,0.00688297,0,0,0,0.00933267,0,0.0172786,0.00623908,0.035908,0.0254922,0.0242261,0.00600841,0,0,0.0179151,0.0283442,0.0026054,0.00553267,0.00607768,0.0317402,0.00995993,0.013158,0.0135019,0.0173441,0,0.0265555,0,0.0128365,0.00481166,0.00397537,0.018818,0.0139526,0.0188677,0.0163017,0.00400165,0,0,0.0138997,0,0.0106686,0.0108321,0.0393612,0.0208723,0.0254016,0.0114776,0.0297595,0.0133388,0.0126626,0.0167715,0.0102011,0.0142564,0.0101837,0.0175048,0.0132834,0.0128125,0.00285721,0.00871449,0.0144644,0.0100807,0.0216133,0.00485425,0,0,0,0,0
45,0.0218458,0.0228776,0,0,0,0.0245411,0.0201342,0.0230924,0.00699865,0,0,0,0.00933095,0,0.0173639,0.0062613,0.0357806,0.0244171,0.0244556,0.00721149,0,0,0.017945,0.028566,0.00328847,0.00603037,0.00640543,0.0322786,0.0111039,0.013895,0.0139987,0.0176599,0,0.0249652,0,0.012943,0.00468359,0.00399621,0.0197489,0.013913,0.0188327,0.0161133,0.00416547,0,0,0.013575,0,0.0106782,0.0106407,0.0391711,0.0202788,0.0252317,0.0109482,0.0293464,0.0131716,0.0125748,0.0167603,0.0100533,0.0143827,0.0107275,0.0168532,0.0130743,0.0129342,0.00560674,0.00829561,0.0141859,0.00967423,0.0217494,0.00499959,0,0,0,0,0
46,0.0215718,0.0229163,0,0,0,0.0237402,0.0197761,0.0225421,0.00689824,0,0,0,0.00964004,0,0.0176521,0.00627286,0.0356402,0.0236418,0.0244175,0.00795852,0,0,0.0181318,0.0287502,0.00351889,0.00621577,0.00609809,0.0323922,0.0115107,0.0144821,0.0144317,0.0175824,0,0.0240988,0,0.0129836,0.00436527,0.004093,0.0211328,0.0138713,0.018309,0.0156044,0.00426835,0,0,0.0132432,0,0.0106832,0.0104366,0.0389456,0.0196751,0.0250209,0.0102649,0.0288587,0.0129621,0.0125878,0.0167444,0.00996999,0.0146385,0.0115207,0.0162194,0.0131816,0.0135062,0.00890845,0.00787344,0.0138367,0.00940153,0.0218749,0.00532014,0,0,0,0,0
47,0.0214773,0.0230333,0,0,0,0.0233551,0.0197086,0.0223145,0.00672223,0,0,0,0.00978002,0,0.0177766,0.00626931,0.0354338,0.0228789,0.0241956,0.00756171,0,0,0.0184709,0.0289604,0.00311811,0.0065599,0.00556898,0.0319995,0.0113863,0.0147358,0.0146609,0.0171191,0,0.0237776,0,0.0129887,0.00430382,0.00415978,0.0228102,0.0138714,0.0181484,0.0148797,0.00435504,0,0,0.0132287,0,0.0106946,0.0104469,0.0386882,0.0194542,0.0248117,0.00938194,0.0284935,0.012809,0.012701,0.0167925,0.0100137,0.0149738,0.0124979,0.0156404,0.0139734,0.0146,0.0121004,0.00771805,0.013665,0.00933668,0.0220976,0.00572413,0,0,0,0,0
48,0.0214517,0.0232037,0,0,0,0.0233314,0.0197687,0.0220089,0.00649832,0,0,0,0.00988387,0,0.0177999,0.00625779,0.0351746,0.0219577,0.0239372,0.00670954,0,0,0.0189338,0.029211,0.00271903,0.00681433,0.0051829,0.0313652,0.0110712,0.014835,0.0146987,0.0164992,0,0.0237839,0,0.012998,0.00435354,0.00418547,0.0249438,0.0139149,0.01876,0.014074,0.0044481,0,0,0.0134217,0,0.0107193,0.0106251,0.0384201,0.0204841,0.024664,0.00840517,0.0284039,0.0126694,0.0128971,0.016737,0.0101688,0.0154872,0.0138903,0.0147378,0,0.0164416,0.015054,0.00772547,0.013801,0.00926458,0.0223985,0.00607914,0,0,0,0,0
49,0.0204701,0.0224981,0,0,0,0.0223989,0.0197393,0.0231884,0.00517149,0,0,0,0.0101276,0,0.0177225,0.00643273,0.0355035,0.0241579,0.0245554,0.00588118,0,0,0.00980244,0.0293779,0.0038967,0.00631849,0.00604602,0.0271896,0.010975,0.0150814,0.0150204,0.0179075,0,0.0243669,0,0.0131772,0.004365,0.00409718,0.0550403,0.0139364,0.0562475,0.010728,0.00558988,0,0,0.0121887,0,0.0107912,0.010232,0.0382911,0.0664649,0.0205869,0.0451068,0.0228406,0.0117691,0.0162924,0.0252984,0.0259451,0.0208068,0.0465855,0.0188806,0,0.0518854,0.0310801,0.00682754,0.0134035,0.00917386,0.0214055,0.00803989,0,0,0,0,0
50,0.0208108,0.0232792,0,0,0,0.0237764,0.0198319,0.0212802,0.00550713,0,0,0,0.00988998,0,0.0176245,0.00623903,0.0347409,0.0201035,0.0234545,0.00534355,0,0,0.0188885,0.029658,0.00323179,0.00691994,0.00528534,0.0304859,0.0107795,0.0150578,0.0146735,0.0154149,0,0.0241207,0,0.0128611,0.00440737,0.00410733,0.0259308,0.0141181,0.0174079,0.011887,0.00422813,0,0,0.013183,0,0.0106818,0.0106963,0.0378806,0.022704,0.0242978,0.00695953,0.0278126,0.0115662,0.0128359,0.0162536,0.0116945,0.016321,0.0160534,0.0130853,0,0.0192681,0.0197448,0.00738152,0.0133662,0.00941064,0.0227056,0.00638313,0,0,0,0,0
51,0.021093,0.0238946,0,0,0,0.0243927,0.0200424,0.0209417,0.00536289,0,0,0,0.00985343,0,0.0175895,0.00607696,0.034741,0.0189845,0.0231671,0.00564206,0,0,0.0195915,0.0299427,0.00341864,0.00693213,0.00527391,0.0305278,0.0108427,0.0152454,0.0145807,0.01509,0,0.0243557,0,0.0125159,0.0044857,0.00412821,0.0258117,0.0141161,0.0162475,0.011025,0.00441682,0,0,0.0140584,0,0.0107313,0.0111928,0.0375943,0.0239374,0.0240086,0.00671762,0.0283347,0.0121626,0.0129728,0.0158541,0.0128783,0.0169053,0.0174049,0.0121501,0,0.0206285,0.0220473,0.0079332,0.0134555,0.00950559,0.0235074,0.00635253,0,0,0,0,0
52,0.0211609,0.0242898,0,0,0,0.0251501,0.0202683,0.0209798,0.00520652,0,0,0,0.0100465,0,0.0175801,0.00604165,0.034938,0.0182575,0.022931,0.00589501,0,0,0.0199029,0.0302273,0.00346246,0.00689593,0.00515968,0.030611,0.0107563,0.0152793,0.0144544,0.0148075,0,0.024989,0,0.0123027,0.00450629,0.00419226,0.0250969,0.0141758,0.0147926,0.0101776,0.00466534,0,0,0.0145554,0,0.0107956,0.0116077,0.0371822,0.0252292,0.0236523,0.00631626,0.0283075,0.012375,0.0131261,0.0154192,0.0140919,0.0175098,0.0185334,0.0113866,0,0.021938,0.0239477,0.00827304,0.0136857,0.00954981,0.0240903,0.00632721,0,0,0,0,0
53,0.0214489,0.0247809,0,0,0,0.0262271,0.0204588,0.021337,0.00524324,0,0,0,0.0104352,0,0.0175252,0.00609019,0.0351288,0.0178318,0.0227447,0.00583541,0,0,0.0204042,0.0305932,0.00348077,0.00682813,0.00503766,0.0306575,0.0105172,0.0149836,0.0142364,0.0144976,0,0.0259713,0,0.0121041,0.00458975,0.0043362,0.0238229,0.0142744,0.0132698,0.00971904,0.00485837,0,0,0.0152695,0,0.0108021,0.0121018,0.0367676,0.0260393,0.0232042,0.00582013,0.0283218,0.012721,0.0134358,0.0149979,0.015293,0.0181629,0.0194798,0.0108906,0,0.0234319,0.0252703,0.0087939,0.013965,0.00970267,0.0247798,0.0064094,0,0,0,0,0
54,0.0218896,0.0253257,0,0,0,0.0274965,0.0207139,0.0217183,0.00537487,0,0,0,0.0109081,0,0.0174769,0.00616523,0.0352801,0.0176893,0.0225832,0.00558825,0,0,0.0210148,0.0309624,0.00350008,0.00683371,0.00495303,0.0306619,0.010144,0.0146002,0.0140497,0.0141505,0,0.0271299,0,0.0119478,0.00473939,0.00448515,0.0219104,0.0143979,0.0109153,0.00954211,0.00506929,0,0,0.0161738,0,0.010789,0.0126947,0.0364736,0.0255619,0.0227831,0.00552966,0.0282255,0.0132145,0.014041,0.0148728,0.0165546,0.0189976,0.0199441,0.0110397,0.0174143,0.0243874,0.0269053,0.00943611,0.0142873,0.00985909,0.0254663,0.00664545,0,0,0,0,0
55,0.0223518,0.0258625,0,0,0,0.0286503,0.0210138,0.0219946,0.00564633,0,0,0,0.0112222,0,0.0173845,0.00621582,0.0353327,0.0176715,0.0224678,0.00555854,0,0,0.0215345,0.0312078,0.00338703,0.00692713,0.00491786,0.030645,0.00978653,0.0143151,0.0139504,0.0138068,0,0.0282501,0,0.0118028,0.00488074,0.00462015,0.0206832,0.0145194,0.00978323,0.00951112,0.00524169,0,0,0.0170724,0,0.0107806,0.0132788,0.036496,0.0259559,0.0225947,0.00495404,0.02782,0.0137196,0.0148035,0.0145608,0.0174377,0.0196849,0.0204454,0.0111605,0.0173767,0.0254029,0.0299071,0.0101378,0.014594,0.0100409,0.0260636,0.00691668,0,0,0,0,0
56,0.0227872,0.026289,0,0,0,0.0297338,0.0212096,0.022265,0.00594313,0,0,0,0.0114155,0,0.0172252,0.00626373,0.0352492,0.0177122,0.0224015,0.0056321,0,0,0.0217813,0.0312544,0.00340529,0.00718324,0.00502177,0.0307125,0.00962622,0.0143182,0.0140295,0.0135471,0,0.0294472,0,0.0116268,0.00509235,0.00466349,0.0205136,0.0146094,0.00897705,0.00946667,0.00537933,0,0,0.0176935,0,0.0108084,0.0136731,0.0368196,0.0269973,0.0226851,0.00414711,0.0269604,0.0141334,0.0153214,0.0140309,0.0179091,0.0202457,0.020412,0.0116089,0.0167749,0.0256742,0.0340148,0.0106961,0.0148001,0.0103553,0.0264739,0.00708448,0,0,0,0,0
57,0.0230585,0.0264294,0,0,0,0.0307036,0.0210921,0.0222763,0.00625942,0,0,0,0.0118977,0,0.0172429,0.00642805,0.035043,0.017544,0.0223569,0.00575124,0,0,0.0218659,0.031212,0.00344931,0.00764236,0.00512406,0.0309042,0.00962642,0.0145778,0.0140545,0.0132752,0,0.0305786,0,0.011496,0.00493942,0.00478617,0.0214203,0.0146761,0.00840136,0.00927015,0.00539327,0,0,0.0181011,0,0.0108158,0.0139578,0.0372462,0.0283144,0.0229496,0.00309651,0.0258519,0.0143757,0.0153417,0.0133163,0.0178788,0.0202942,0.0202268,0.012167,0.016016,0.0256139,0.0361896,0.0110167,0.0148557,0.0103569,0.0266891,0.00718947,0,0,0,0,0
58,0.0232287,0.0264755,0,0,0,0.0315789,0.0211233,0.0222808,0.00655601,0,0,0,0.0122524,0,0.0173392,0.00656779,0.0348547,0.0172331,0.0223431,0.00589933,0,0,0.0218629,0.0310984,0.00347304,0.00805787,0.00533988,0.0312528,0.00973323,0.0150532,0.0140595,0.0130002,0,0.0317411,0,0.0113398,0.00487087,0.00486523,0.0216881,0.014807,0.00818073,0.00885292,0.00533154,0,0,0.0185226,0,0.0108106,0.0142628,0.0376026,0.0281946,0.0232489,0.0020123,0.0245971,0.0145769,0.0150571,0.0130366,0.0177908,0.0198206,0.0203168,0.0125466,0.0156071,0.0256068,0.0360264,0.0112411,0.0148801,0.0105008,0.0266968,0.00722348,0,0,0,0,0
59,0.0232916,0.0264723,0,0,0,0.0324473,0.0211262,0.022263,0.00679209,0,0,0,0.0127701,0,0.0173032,0.0066379,0.0347001,0.0168464,0.0222974,0.00581358,0,0,0.0219837,0.0308225,0.00359361,0.00837182,0.00554725,0.0316977,0.00979849,0.0153584,0.0140751,0.0126132,0,0.0328307,0,0.0111893,0.00484623,0.00490128,0.0211516,0.0149781,0.00808927,0.00822061,0.00526536,0,0,0.0190946,0,0.0107584,0.0146525,0.0377285,0.0266039,0.0235017,0.0026248,0.0234019,0.0148076,0.0146978,0.0135139,0.0174166,0.0190068,0.0206173,0.0125984,0.0154429,0.025622,0.0348544,0.0115007,0.0148695,0.0105073,0.0265098,0.00720518,0,0,0,0,0
60,0.0232297,0.0263871,0,0,0,0.0332048,0.021197,0.0223382,0.0070692,0,0,0,0.0130679,0,0.0170784,0.00661062,0.0347699,0.0166519,0.0222087,0.00566444,0,0,0.0221746,0.0304145,0.00375065,0.0083742,0.00568831,0.0321665,0.00980545,0.01544,0.0140867,0.012101,0,0.0337514,0,0.0112257,0.00477752,0.00490113,0.0202145,0.0150497,0.00789086,0.00731198,0.00513832,0,0,0.0194561,0,0.0107182,0.0148452,0.0376687,0.0243896,0.0237095,0.00376385,0.0224053,0.0150341,0.0142711,0.0136574,0.0170619,0.0182921,0.0207642,0.0126697,0.0152601,0.0253382,0.0333731,0.0117055,0.0148626,0.0103246,0.0260555,0.00709,0,0,0,0,0
61,0.0232456,0.026343,0,0,0,0.0340083,0.0212923,0.0224271,0.00737516,0,0,0,0.0128464,0,0.016824,0.00646137,0.0347812,0.0165864,0.0221457,0.00534607,0,0,0.0226504,0.0299409,0.00386259,0.00831534,0.00575492,0.0325998,0.00965229,0.0151549,0.0139807,0.0115505,0,0.0347581,0,0.0113357,0.00471471,0.00486354,0.0193566,0.0150551,0.00755753,0.00631893,0.00490106,0,0,0.019601,0,0.0106773,0.0149089,0.0375001,0.0221612,0.0239061,0.00482239,0.0218278,0.0152496,0.0139206,0.0135428,0.0165555,0.0177907,0.0206674,0.0128391,0.0152444,0.0248595,0.0316478,0.0119565,0.0148419,0.0100928,0.0255825,0.00686888,0,0,0,0,0
62,0.0233517,0.0263247,0,0,0,0.0347485,0.0213388,0.0225078,0.00771625,0,0,0,0.0124658,0,0.016705,0.00632992,0.034784,0.0165408,0.0221322,0.00513376,0,0,0.0232819,0.029459,0.00401711,0.00829301,0.00575728,0.0329358,0.00939067,0.0147708,0.0137797,0.0110482,0,0.0358604,0,0.0112611,0.00476058,0.00482831,0.0180944,0.0150994,0.00749079,0.00526586,0.00463245,0,0,0.0196436,0,0.0106919,0.0149876,0.0372504,0.0201503,0.0240292,0.00636865,0.0216257,0.0154887,0.0135759,0.0136025,0.0160476,0.0173373,0.0205602,0.0129316,0.0153057,0.0242975,0.0298772,0.0121909,0.0148588,0.00998424,0.0251603,0.00656862,0,0,0,0,0
63,0.0233814,0.0262473,0,0,0,0.0354947,0.021318,0.0227081,0.00800953,0,0,0,0.0123156,0,0.0167255,0.00627948,0.0347426,0.0166411,0.0220603,0.00508426,0,0,0.0241259,0.029046,0.00417615,0.00832795,0.00576185,0.0332595,0.00920839,0.0144932,0.0136497,0.0106699,0,0.0367148,0,0.0111999,0.0046293,0.00483034,0.0171761,0.0151668,0.00724713,0.00424466,0.00438956,0,0,0.0198134,0,0.0107054,0.0150384,0.0369839,0.0184747,0.0241933,0.00770931,0.0218657,0.0156174,0.0132965,0.0136822,0.0158164,0.016961,0.0203421,0.01299,0.0152266,0.0235451,0.0279403,0.0123563,0.0148398,0.00990212,0.0247758,0.0063168,0,0,0,0,0
64,0.0233572,0.026107,0,0,0,0.0359842,0.0213292,0.0229348,0.00817694,0,0,0,0.0122143,0,0.0167285,0.00622812,0.0346503,0.0167131,0.0220469,0.00496203,0,0,0.024681,0.028631,0.0043219,0.00851072,0.00582286,0.0335341,0.00911016,0.0143347,0.0135924,0.0103576,0,0.0372158,0,0.0112361,0.00461558,0.00481307,0.0165052,0.0151941,0.00687197,0.00335793,0.00423873,0,0,0.019792,0,0.0107064,0.014956,0.0368441,0.0173528,0.0244702,0.00847044,0.0221186,0.0156884,0.0128805,0.0130064,0.0156231,0.0165231,0.0196789,0.0131777,0.0149836,0.0225708,0.0261791,0.0124364,0.014657,0.00971161,0.0243314,0.00597744,0,0,0,0,0
65,0.023226,0.0258948,0,0,0,0.0365275,0.0212938,0.0232952,0.00824223,0,0,0,0.0120407,0,0.0167433,0.00619291,0.0346568,0.0167256,0.022058,0.00483129,0,0,0.0250433,0.0281873,0.00446735,0.0086051,0.00603402,0.0337669,0.00907833,0.0144144,0.0135541,0.0100749,0,0.0377374,0,0.0112828,0.00471729,0.00479654,0.0158961,0.0151668,0.00664697,0.00238675,0.00433829,0,0,0.0197053,0,0.0107081,0.0147537,0.0367222,0.0164369,0.024558,0.00886672,0.0222113,0.015624,0.0125696,0.013107,0.0151092,0.0161135,0.0192193,0.0129324,0.0151101,0.0217097,0.0245725,0.0123597,0.0143095,0.00947121,0.0238183,0.00563383,0,0,0,0,0
66,0.0230497,0.0257355,0,0,0,0.0371688,0.0212055,0.0234177,0.00847133,0,0,0,0.0119204,0,0.0167075,0.00623997,0.0346867,0.0167089,0.0220737,0.00481243,0,0,0.0254976,0.0277759,0.00467483,0.00882585,0.00628324,0.0340427,0.00912522,0.0146845,0.0135147,0.00977395,0,0.0385193,0,0.0112868,0.00469127,0.00485326,0.0152165,0.0151476,0.006651,0.00181985,0.00440553,0,0,0.0197904,0,0.0106888,0.0145778,0.0366173,0.0159279,0.0244965,0.00900086,0.0224032,0.015545,0.012298,0.0137808,0.0144797,0.0156683,0.0189406,0.0123558,0.0154158,0.0210187,0.0233108,0.0123501,0.0140019,0.00909771,0.0235184,0.00537079,0,0,0,0,0
67,0.022937,0.0255305,0,0,0,0.0377441,0.02122,0.0234217,0.00889722,0,0,0,0.0119039,0,0.0167174,0.00628228,0.0346265,0.016876,0.0220154,0.00496006,0,0,0.0257561,0.0273221,0.00488883,0.00902602,0.00644676,0.0341687,0.00924573,0.0149039,0.0136065,0.00951434,0,0.0392433,0,0.0112098,0.00467809,0.00488831,0.0146689,0.0150752,0.00670234,0.00196993,0.00432456,0,0,0.0195641,0,0.0106646,0.014402,0.0367489,0.0159394,0.0246437,0.00869808,0.022346,0.0155247,0.0118747,0.0134589,0.014235,0.0151634,0.0184785,0.0121243,0.0153771,0.0203399,0.022083,0.0123695,0.0136368,0.00859108,0.0233732,0.00497295,0,0,0,0,0
68,0.0228625,0.0253211,0,0,0,0.0384857,0.0212676,0.0237319,0.00928605,0,0,0,0.0118405,0,0.0166902,0.00624521,0.034611,0.0169477,0.0219798,0.00504761,0,0,0.0258692,0.0268125,0.00510244,0.0090904,0.00667896,0.0342727,0.00925076,0.0150998,0.0137533,0.00923814,0,0.0400888,0,0.0110361,0.00470309,0.00489622,0.0146854,0.0149985,0.0070672,0.0024501,0.004209,0,0,0.0194202,0,0.0106492,0.0142053,0.0369209,0.0160762,0.0247919,0.00862749,0.0220448,0.0155287,0.0113846,0.0132407,0.0137758,0.0145117,0.0180025,0.0119723,0.015472,0.0198518,0.0213434,0.0124083,0.0131235,0.00830996,0.0232549,0.00458989,0,0,0,0,0
69,0.0227565,0.025114,0,0,0,0.0395078,0.0213324,0.024379,0.00967515,0,0,0,0.0117816,0,0.016611,0.0061911,0.0346071,0.0169932,0.0220304,0.00509742,0,0,0.0259691,0.0262668,0.00534148,0.00919045,0.00695343,0.034528,0.00937301,0.0151312,0.0138726,0.00892218,0,0.0411822,0,0.0108281,0.00477753,0.00493495,0.0145684,0.0149675,0.00774489,0.00295298,0.00415529,0,0,0.0192899,0,0.0106754,0.0140766,0.0369988,0.0166257,0.0248237,0.00885763,0.0215856,0.0154551,0.0107894,0.0136481,0.0130314,0.0136628,0.0177923,0.0117612,0.0158515,0.0195619,0.021539,0.0124367,0.012907,0.00821081,0.0231673,0.00433455,0,0,0,0,0
70,0.0226879,0.0249867,0,0,0,0.0405939,0.0213139,0.0249845,0.0100884,0,0,0,0.0117676,0,0.0166066,0.00618183,0.0345528,0.0172937,0.0219829,0.00520952,0,0,0.0258926,0.0256747,0.00554988,0.00921701,0.00719419,0.0348369,0.00942446,0.0151895,0.0139393,0.00866212,0,0.0422022,0,0.0105629,0.0047853,0.00499996,0.0145548,0.0149318,0.00887388,0.00326436,0.00404815,0,0,0.0191991,0,0.0106919,0.0139442,0.0370049,0.0176406,0.0248197,0.00949307,0.0209378,0.0154415,0.0101338,0.014417,0.0121057,0.0126525,0.0177956,0.0115679,0.0163082,0.019571,0.021987,0.0124583,0.0126897,0.00821919,0.0231523,0.00421209,0,0,0,0,0
71,0.0226015,0.024903,0,0,0,0.0417783,0.0211949,0.0255192,0.0104785,0,0,0,0.0118736,0,0.0167099,0.00624691,0.0344339,0.0178196,0.0220257,0.00519376,0,0,0.0255918,0.0251065,0.00570995,0.00920203,0.00740331,0.0350748,0.00939821,0.0152925,0.0139448,0.00846354,0,0.0430679,0,0.0103045,0.0048084,0.00506541,0.0147711,0.0148696,0.0102358,0.00341013,0.00390918,0,0,0.0190777,0,0.0106948,0.0137537,0.0369766,0.019018,0.0248814,0.0101033,0.0200787,0.0154241,0.00944839,0.0148673,0.0113303,0.011681,0.0179165,0.0116431,0.0166615,0.0198064,0.0226413,0.0124497,0.0123908,0.00826505,0.0231444,0.00413135,0,0,0,0,0
