Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,RTIBI,x73
35,0.029879,0.0303626,0,0,0,0.0622629,0.0168408,0.033878,0.0161613,0,0,0,0,0.0210164,0,0.0180075,0.0183705,0.0348029,0.0288623,0.0256232,0.00722581,0,0,0.0338078,0.0448774,0.00994369,0.0154021,0.0131986,0.0394012,0.00923257,0.0183071,0.0156623,0.0062336,0,0.0654378,0,0.00782117,0.00432764,0.00631807,0.0221398,0.0308554,0.029383,0.00491735,0.0178847,0,0,0.051108,0,0.0326055,0.037033,0.0387595,0.0413238,0.0287166,0.0107798,0.0220781,0.0203053,0.0186022,0.0143318,0.0171179,0.0202007,0.0175539,0.0363755,0.0231987,0.0351892,0.0213488,0.0224586,0.0389397,0.0367337,0.0341637,0,0,0,0.0171258,0
36,0.029331,0.0296505,0,0,0,0.0620788,0.0169366,0.0333396,0.0159469,0,0,0,0,0.0202151,0,0.0179096,0.0178021,0.0353536,0.0292661,0.025485,0.00703929,0,0,0.0331008,0.0443088,0.00974051,0.0150865,0.0130373,0.03928,0.00926155,0.018363,0.0157342,0.00628783,0,0.0652515,0,0.00757495,0.00429345,0.00633644,0.0210637,0.030908,0.0308519,0.00445232,0.017546,0,0,0.0512078,0,0.0326433,0.0370971,0.0380266,0.0416649,0.0285298,0.0110347,0.0216606,0.0201691,0.019034,0.0151933,0.0175365,0.0202805,0.0201309,0.0386183,0.0246368,0.0301773,0.0213133,0.0225015,0.0388071,0.0358377,0.0333008,0,0,0,0.019781,0
37,0.0285296,0.0289885,0,0,0,0.0615812,0.0168481,0.0331511,0.0159325,0,0,0,0,0.0194216,0,0.0178349,0.0172574,0.0360501,0.029424,0.025296,0.00698812,0,0,0.0324414,0.0434672,0.00953767,0.0147542,0.0128463,0.0391484,0.00935083,0.0184962,0.0156075,0.00635383,0,0.06477,0,0.00730476,0.00431577,0.00629552,0.0217208,0.0309652,0.0322632,0.00440165,0.0169461,0,0,0.05147,0,0.0327047,0.0371576,0.0375523,0.0420591,0.0285549,0.0121669,0.0211768,0.0199109,0.0195642,0.0149713,0.018019,0.0206119,0.0229017,0.040697,0.0268774,0.0281799,0.0212584,0.0225595,0.0383525,0.0351025,0.0324815,0,0,0,0.0222856,0
38,0.0276461,0.0283943,0,0,0,0.0609654,0.0169004,0.0334043,0.0160941,0,0,0,0,0.0185579,0,0.0177121,0.0165703,0.0365158,0.0293619,0.0251571,0.00714583,0,0,0.0321385,0.0426098,0.00943161,0.0145651,0.0126774,0.0391431,0.0096006,0.0187163,0.0154314,0.00631638,0,0.0641746,0,0.00702989,0.00428157,0.00624532,0.0198638,0.0310293,0.0311944,0.00467674,0.0163,0,0,0.0514909,0,0.0328025,0.0371877,0.0376502,0.0403729,0.0289769,0.0154886,0.0207101,0.0196205,0.0201206,0.0131579,0.0181978,0.0212102,0.0256159,0.0417981,0.0294024,0.0253126,0.0211318,0.0225443,0.0382559,0.0344614,0.0318303,0,0,0,0.0239187,0
39,0.0268657,0.0278789,0,0,0,0.0592601,0.0169717,0.0320783,0.0161244,0,0,0,0,0.0180938,0,0.0177006,0.0160353,0.0368739,0.0275771,0.0249444,0.00770604,0,0,0.0318937,0.0418019,0.00961008,0.014833,0.013038,0.0392923,0.00887305,0.0181932,0.0142355,0.00729007,0,0.0630761,0,0.00693286,0.0042587,0.00624785,0.0197002,0.0310623,0.0308184,0.00481326,0.0158088,0,0,0.0515705,0,0.0328325,0.0371634,0.0380433,0.0397001,0.0293262,0.0175772,0.020195,0.0193399,0.0204346,0.0118111,0.0183318,0.021361,0.0269483,0.0422823,0.0308133,0.0241429,0.0210417,0.0224527,0.0384109,0.033884,0.0314436,0,0,0,0.0247377,0
40,0.0261476,0.027379,0,0,0,0.0564449,0.0171346,0.028342,0.0161439,0,0,0,0,0.0176105,0,0.0176515,0.0156498,0.0372022,0.0239094,0.0246782,0.00894118,0,0,0.0316763,0.0410053,0.0101848,0.0156864,0.0140822,0.0396906,0.00750909,0.0172291,0.0117188,0.00972569,0,0.0614023,0,0.00679464,0.00419543,0.00624419,0.0198205,0.0310545,0.0308211,0.00492716,0.0153424,0,0,0.0516324,0,0.0328141,0.0370664,0.0383736,0.040573,0.0296254,0.0191833,0.0196595,0.0190723,0.0204704,0.010851,0.0182629,0.0212803,0.0276811,0.0422979,0.0318383,0.0235169,0.0209865,0.0223689,0.0385146,0.0332862,0.0311064,0,0,0,0.0250847,0
41,0.0251318,0.0266038,0,0,0,0.053624,0.017191,0.0246554,0.0161959,0,0,0,0,0.015848,0,0.0175284,0.0143421,0.0372767,0.0208453,0.0245012,0.0103201,0,0,0.031507,0.0398687,0.0107233,0.0164144,0.0149989,0.0399858,0.00678982,0.0164061,0.00956196,0.0121784,0,0.0598002,0,0.00596345,0.00423433,0.00612909,0.0217413,0.0310612,0.0314258,0.00506663,0.0145707,0,0,0.0515318,0,0.0328571,0.0369931,0.0382977,0.0423064,0.0297928,0.0184155,0.0191457,0.0188709,0.0202413,0.0106419,0.0181311,0.0207095,0.0269901,0.042228,0.0314025,0.0248122,0.0208696,0.0223203,0.0384114,0.032332,0.0304145,0,0,0,0.024911,0
42,0.0244741,0.026077,0,0,0,0.050636,0.0172161,0.0209388,0.0162492,0,0,0,0,0.0148803,0,0.0174096,0.0135278,0.0370606,0.0182624,0.0244034,0.0117316,0,0,0.0314307,0.0390026,0.0112347,0.017152,0.0157934,0.0402192,0.00671629,0.0159372,0.00785923,0.0147199,0,0.0583668,0,0.00551198,0.00424122,0.00605514,0.0254037,0.0311439,0.0326986,0.00519648,0.0140352,0,0,0.0515999,0,0.0329506,0.0370667,0.0380162,0.0436193,0.0297901,0.0149555,0.0187206,0.0187313,0.0197407,0.0112096,0.0180025,0.0197238,0.0248074,0.0420404,0.0293131,0.0281416,0.0209124,0.0223393,0.0387621,0.0317249,0.0299079,0,0,0,0.0239635,0
43,0.0241225,0.02568,0,0,0,0.0477316,0.0173115,0.0172386,0.016263,0,0,0,0,0.0142918,0,0.0172934,0.0128678,0.036732,0.0164777,0.024308,0.0132712,0,0,0.0315078,0.0383599,0.0118327,0.0180194,0.016674,0.0405536,0.00736653,0.0159886,0.00667617,0.0174078,0,0.0573848,0,0.00521763,0.00421263,0.00601509,0.029418,0.0311991,0.0344331,0.00523535,0.0137251,0,0,0.051782,0,0.0330149,0.0371487,0.0379686,0.043996,0.0296195,0.0100928,0.0184459,0.0186835,0.0190839,0.0123239,0.0179177,0.0186414,0.0217767,0.0414039,0.0262379,0.0323658,0.0210014,0.0223855,0.0388891,0.0312785,0.0295534,0,0,0,0.0221345,0
44,0.023916,0.0253185,0,0,0,0.0454509,0.0174714,0.0149175,0.0161689,0,0,0,0,0.0138057,0,0.0171781,0.0123853,0.0363893,0.0162965,0.0241991,0.0148968,0,0,0.0316973,0.0379482,0.0126368,0.0189576,0.017747,0.0410762,0.00869053,0.0167469,0.00722646,0.0202845,0,0.0568138,0,0.00493687,0.00417522,0.00598903,0.033252,0.0311476,0.0364256,0.00507001,0.0136012,0,0,0.0520435,0,0.0329698,0.037121,0.0382675,0.0439595,0.0293197,0.00613286,0.0183024,0.0187023,0.0183122,0.0134983,0.0178878,0.0176093,0.0188215,0.0402093,0.0230657,0.0367441,0.021028,0.0224136,0.0385399,0.0308622,0.0293012,0,0,0,0.0197941,0
45,0.0237649,0.0250177,0,0,0,0.0437186,0.0176929,0.0144018,0.0159927,0,0,0,0,0.0134267,0,0.017046,0.0120341,0.036154,0.018,0.0240583,0.0164553,0,0,0.0319959,0.0377665,0.0135616,0.0198868,0.0187537,0.041665,0.0103648,0.0177407,0.00922617,0.0231122,0,0.0566283,0,0.00468546,0.00413507,0.00598766,0.0361897,0.0310451,0.0379578,0.00472889,0.0136482,0,0,0.0520483,0,0.0328614,0.036998,0.0386823,0.0442478,0.0290271,0.00529007,0.0183133,0.0186988,0.0174932,0.0145179,0.0175659,0.0166296,0.0167252,0.0387829,0.0207197,0.0404922,0.0210014,0.0224229,0.0383919,0.0304818,0.0291552,0,0,0,0.0175677,0
46,0.0236225,0.024776,0,0,0,0.0423999,0.0179421,0.0154401,0.0158442,0,0,0,0,0.0131319,0,0.0168954,0.0118579,0.0360335,0.0211722,0.0239028,0.017905,0,0,0.0323885,0.0377446,0.0145427,0.0207781,0.0196767,0.0422946,0.012192,0.0189766,0.0119644,0.0258883,0,0.0570225,0,0.00450519,0.00409113,0.0059892,0.0388934,0.0310237,0.0397661,0.00430978,0.0137501,0,0,0.0519683,0,0.0328227,0.0369488,0.0389404,0.0452431,0.0287547,0.00621499,0.0185345,0.0186979,0.0167425,0.0152563,0.0171823,0.0157455,0.0152509,0.0375644,0.0190581,0.0440565,0.0210243,0.0224572,0.0385237,0.0301659,0.0290759,0,0,0,0.015706,0
47,0.023336,0.0245016,0,0,0,0.0415209,0.0181079,0.017473,0.0156918,0,0,0,0,0.0130735,0,0.0168911,0.0117772,0.0358621,0.024882,0.0238235,0.0189896,0,0,0.03277,0.0375603,0.015318,0.0214295,0.0203059,0.0428498,0.0137511,0.0201295,0.0145049,0.0282551,0,0.0577104,0,0.00451761,0.00408323,0.00599232,0.0401341,0.0310348,0.0414926,0.00407648,0.0138109,0,0,0.0519209,0,0.0327824,0.0369228,0.03887,0.0468999,0.0286747,0.00721654,0.0188203,0.0186377,0.0161565,0.0157607,0.0169025,0.0150367,0.0147296,0.0368831,0.0186239,0.0464306,0.0210088,0.0225215,0.0394844,0.0298911,0.0289894,0,0,0,0.0147217,0
48,0.0231827,0.0243357,0,0,0,0.040903,0.0181504,0.0189799,0.015629,0,0,0,0,0.0131826,0,0.0168633,0.0119209,0.0356678,0.0278433,0.0237801,0.019268,0,0,0.0330401,0.0375753,0.0157379,0.021521,0.0203111,0.0430376,0.0143909,0.0205083,0.0160648,0.0295746,0,0.0578212,0,0.00459231,0.00409707,0.00602619,0.0392192,0.0311706,0.0421859,0.00428211,0.0139544,0,0,0.0521217,0,0.0329,0.0371094,0.0383368,0.0481229,0.0287893,0.00790984,0.0190487,0.018559,0.0156478,0.0160126,0.0169794,0.014571,0.0150911,0.0367429,0.0193339,0.0468768,0.0211404,0.0226082,0.0401114,0.0298369,0.0290319,0,0,0,0.014761,0
49,0.0231553,0.0241797,0,0,0,0.0398059,0.0181255,0.0195107,0.0155966,0,0,0,0,0.0131506,0,0.0167383,0.0119466,0.0354038,0.0296284,0.0237231,0.01857,0,0,0.0332202,0.0374268,0.0157415,0.0208594,0.0196465,0.0427656,0.0139591,0.0198362,0.0164471,0.0296786,0,0.0569498,0,0.00461873,0.00410709,0.00599727,0.0371766,0.031307,0.041549,0.00449286,0.0140853,0,0,0.052189,0,0.0330427,0.0373225,0.0373714,0.0484606,0.0288633,0.00837802,0.0193032,0.0185228,0.0151345,0.0160203,0.0174993,0.0145277,0.0156658,0.0367925,0.0207771,0.0461181,0.0213059,0.0228358,0.040086,0.0297896,0.0290395,0,0,0,0.0153792,0
50,0.0233858,0.0240802,0,0,0,0.0386256,0.0180945,0.0198809,0.0155259,0,0,0,0,0.0131224,0,0.0167269,0.0117988,0.0351126,0.0308182,0.0236436,0.0174094,0,0,0.033444,0.0371498,0.0155861,0.0199907,0.0187603,0.0423218,0.0131499,0.018705,0.0164442,0.0293601,0,0.0558608,0,0.00473872,0.00419544,0.0059338,0.034554,0.0313861,0.0397542,0.00437184,0.0143293,0,0,0.0524146,0,0.0331242,0.0374876,0.0360512,0.0483245,0.0288725,0.00779842,0.0196406,0.0185419,0.0149438,0.0157015,0.0177911,0.0150044,0.0162913,0.036859,0.0223314,0.0444173,0.021434,0.0230306,0.0399708,0.0297374,0.0290772,0,0,0,0.0161863,0
51,0.0236646,0.0240736,0,0,0,0.037838,0.017843,0.020119,0.015447,0,0,0,0,0.0131,0,0.0169505,0.0114698,0.0347764,0.0314539,0.0235402,0.015783,0,0,0.0336305,0.0368332,0.0153049,0.0188172,0.0176762,0.04181,0.0121595,0.0171719,0.0162898,0.0287074,0,0.0547396,0,0.00506673,0.00438692,0.00583653,0.0323791,0.0314419,0.0381065,0.00443209,0.0145506,0,0,0.0528588,0,0.0331541,0.0376376,0.0347369,0.0481216,0.028897,0.00630047,0.0200441,0.0185,0.0151971,0.0151736,0.0177288,0.0156216,0.0167788,0.0369707,0.0228819,0.0429321,0.0216181,0.0231997,0.0401548,0.0297924,0.0290654,0,0,0,0.0169883,0
52,0.0239548,0.0242032,0,0,0,0.0369203,0.0178765,0.0197486,0.01535,0,0,0,0,0.0130313,0,0.0169602,0.0111943,0.0345122,0.0310666,0.0234223,0.0139316,0,0,0.033889,0.0364674,0.0149153,0.0174786,0.0165249,0.0412271,0.0111026,0.0152492,0.0158882,0.0277478,0,0.0529717,0,0.00525965,0.00445863,0.00577676,0.0299175,0.0314416,0.0363242,0.00480065,0.0147803,0,0,0.0529846,0,0.0331558,0.0377119,0.0334258,0.0472811,0.0290725,0.00532388,0.0205376,0.0185503,0.0156911,0.0146223,0.0175297,0.0161507,0.0167883,0.0371626,0.0218591,0.0408813,0.0217874,0.023342,0.0403559,0.0299405,0.0290922,0,0,0,0.0174762,0
53,0.0242026,0.0244903,0,0,0,0.0354261,0.0182331,0.0186945,0.0150606,0,0,0,0,0.0128422,0,0.0167448,0.0110676,0.0344375,0.0293497,0.0232123,0.0118538,0,0,0.0342357,0.0361295,0.0143274,0.0156411,0.0152165,0.040638,0.00987991,0.0128375,0.0150035,0.0262656,0,0.049986,0,0.0052312,0.00438433,0.00576671,0.0273628,0.031435,0.0342275,0.00558371,0.015121,0,0,0.0528726,0,0.0331817,0.0377892,0.0329834,0.0456875,0.0293995,0.00572245,0.0211581,0.0187683,0.0161244,0.0142902,0.0171781,0.0165347,0.0161636,0.0371433,0.0201008,0.0384344,0.0219748,0.0235353,0.0404886,0.0302168,0.0292227,0,0,0,0.0174854,0
54,0.0243524,0.0249492,0,0,0,0.032215,0.0187179,0.0168358,0.0144279,0,0,0,0,0.0126641,0,0.016502,0.0108952,0.0344851,0.026191,0.0229814,0.00963931,0,0,0.0347758,0.0357505,0.0135103,0.0132862,0.0136937,0.0400868,0.00837442,0.0100261,0.0134312,0.0238924,0,0.0448722,0,0.00509104,0.00432118,0.00580913,0.0251556,0.0314485,0.0321865,0.00666027,0.0155332,0,0,0.0527072,0,0.0332633,0.0379242,0.0331602,0.0434248,0.0297482,0.00596679,0.0220039,0.0191414,0.0162975,0.0142141,0.0167787,0.0166599,0.0148733,0.0367617,0.0179283,0.0359112,0.0221967,0.0237046,0.0405582,0.0306668,0.0294496,0,0,0,0.0168824,0
55,0.0243292,0.0255694,0,0,0,0.0272566,0.018618,0.0150662,0.0136055,0,0,0,0,0.0127575,0,0.016554,0.0103957,0.0345182,0.0219911,0.0228101,0.0078356,0,0,0.0356291,0.0351999,0.0125948,0.010734,0.0124546,0.0396807,0.00699885,0.00789107,0.0114698,0.0208093,0,0.0374314,0,0.00516395,0.00440484,0.00577987,0.0236769,0.0313846,0.0304599,0.00756338,0.0158174,0,0,0.0525314,0,0.0332444,0.0380821,0.0335355,0.0409852,0.029955,0.0055248,0.023198,0.0194385,0.0161681,0.0143413,0.0163798,0.0165752,0.0130305,0.0361465,0.015778,0.0339782,0.0225556,0.0238037,0.0406147,0.0313952,0.0297145,0,0,0,0.0159852,0
56,0.0244789,0.0262578,0,0,0,0.021004,0.0186432,0.0150494,0.0130125,0,0,0,0,0.0130773,0,0.0164887,0.010023,0.0345308,0.0182122,0.022713,0.00725895,0,0,0.0366842,0.0346823,0.0117168,0.00870478,0.0122729,0.0395256,0.00659202,0.00819634,0.010297,0.0168953,0,0.0273806,0,0.00535239,0.00443895,0.00570057,0.0230652,0.0312732,0.0292641,0.00787379,0.016155,0,0,0.052451,0,0.0332041,0.0382051,0.0339409,0.0388374,0.0299587,0.00485909,0.0246419,0.0198691,0.0158703,0.0145225,0.0159135,0.0163888,0.0111683,0.0352941,0.0140531,0.0329476,0.0230558,0.0237806,0.0406541,0.0323185,0.03001,0,0,0,0.0150871,0
57,0.025012,0.0269781,0,0,0,0.0163653,0.0189498,0.0193537,0.0123609,0,0,0,0,0.0135362,0,0.0162934,0.00982159,0.0344951,0.0186445,0.0226982,0.00892141,0,0,0.0378255,0.0343636,0.011201,0.00875557,0.0142509,0.0397763,0.00902977,0.0122712,0.0124458,0.0133183,0,0.0150705,0,0.00568872,0.00446838,0.00568017,0.0230063,0.0312217,0.0285128,0.00757543,0.0166971,0,0,0.05243,0,0.03325,0.0384889,0.0344032,0.0371257,0.0298032,0.00434099,0.0262919,0.020676,0.0156194,0.0145213,0.0153949,0.0162031,0.00982738,0.0342997,0.0131882,0.0324338,0.0237605,0.0236663,0.0409654,0.0333726,0.0303546,0,0,0,0.0143954,0
58,0.0256774,0.0275621,0,0,0,0.0159555,0.0194526,0.0236973,0.011669,0,0,0,0,0.014889,0,0.016061,0.00997616,0.0344904,0.0220856,0.0227047,0.0101739,0,0,0.0395445,0.0336917,0.0114959,0.0103588,0.0168342,0.0406102,0.0110995,0.0156256,0.015037,0.0127579,0,0.00869418,0,0.00592538,0.00445472,0.00573543,0.0227194,0.0311977,0.0277112,0.00711444,0.0177183,0,0,0.052278,0,0.0331567,0.0387633,0.0348241,0.0353701,0.0295646,0.00436149,0.028563,0.0225622,0.0155556,0.0141611,0.0150423,0.0161118,0.00947491,0.0334962,0.0129214,0.0317277,0.0250341,0.0232482,0.0410161,0.0345622,0.0307304,0,0,0,0.0139652,0
59,0.0263333,0.02795,0,0,0,0.0191931,0.0199966,0.0247988,0.0106013,0,0,0,0,0.0157441,0,0.0158389,0.0100888,0.0344559,0.0223973,0.0223809,0.00919543,0,0,0.0397932,0.0336983,0.0118793,0.0114062,0.0174872,0.041394,0.0105567,0.0164496,0.0148706,0.0131495,0,0.0128499,0,0.00614199,0.00454323,0.00577687,0.0227688,0.0311398,0.0274426,0.00623177,0.0184399,0,0,0.052111,0,0.0331491,0.0389308,0.0351396,0.0342586,0.0293005,0.00485435,0.0294916,0.0236684,0.0154771,0.0135163,0.0146527,0.0160662,0.00993717,0.0329466,0.0132633,0.0311549,0.0257749,0.0230344,0.0409702,0.0352805,0.0309715,0,0,0,0.0139079,0
60,0.0266337,0.0283265,0,0,0,0.0227211,0.0201876,0.0258792,0.00959862,0,0,0,0,0.0169276,0,0.0158966,0.0101906,0.0342231,0.0230963,0.0219651,0.00829992,0,0,0.0397157,0.0337263,0.0124978,0.0124409,0.0179245,0.0421581,0.0100329,0.0172331,0.014748,0.0137192,0,0.0178569,0,0.00669545,0.00457058,0.00577759,0.0224485,0.0311089,0.0271217,0.00563875,0.0191162,0,0,0.0522688,0,0.0331397,0.0391144,0.0353709,0.0331386,0.0291286,0.00621438,0.0302474,0.0245909,0.0154116,0.0130436,0.0142633,0.0162381,0.0108596,0.0326597,0.0141387,0.0301783,0.0264944,0.0228956,0.0409525,0.0358482,0.0312571,0,0,0,0.0142896,0
61,0.0266309,0.0286459,0,0,0,0.026487,0.0202422,0.0269375,0.00872832,0,0,0,0,0.017917,0,0.0158786,0.0103124,0.0340494,0.0244321,0.0215299,0.00750927,0,0,0.0393171,0.0337957,0.0132486,0.0133457,0.017817,0.0427737,0.00951899,0.0178095,0.0145353,0.0145729,0,0.0245659,0,0.00731646,0.00460811,0.0059096,0.022044,0.0310684,0.026558,0.00547032,0.019682,0,0,0.0524029,0,0.0331116,0.0392849,0.0355601,0.0316198,0.0290737,0.00737411,0.0308947,0.0252783,0.0154259,0.0128432,0.0141791,0.0165795,0.0114252,0.0326687,0.0144016,0.0290415,0.0270843,0.0228574,0.041004,0.036199,0.0316038,0,0,0,0.0145585,0
62,0.0265737,0.0287848,0,0,0,0.0310001,0.0203803,0.0279877,0.0079766,0,0,0,0,0.0188194,0,0.0158322,0.0104521,0.0340151,0.0266865,0.0210424,0.00664778,0,0,0.0385645,0.0337475,0.0137972,0.0139666,0.0176182,0.0429998,0.00895015,0.0179838,0.0140469,0.0157378,0,0.03321,0,0.00775006,0.00465755,0.00608022,0.0215552,0.0310562,0.0257776,0.00565995,0.0201573,0,0,0.0524745,0,0.033105,0.0394154,0.0356016,0.0298432,0.0291033,0.00785563,0.0313307,0.0257741,0.0154804,0.012942,0.0143288,0.0168319,0.0115569,0.032808,0.0138151,0.0278528,0.0274444,0.0227369,0.0410088,0.03626,0.0318998,0,0,0,0.0146526,0
63,0.0266603,0.0287559,0,0,0,0.0364458,0.020557,0.029191,0.00745002,0,0,0,0,0.019564,0,0.0157529,0.0106668,0.0340726,0.0297307,0.0206015,0.00556896,0,0,0.0375267,0.0335838,0.0139112,0.0142383,0.0172584,0.042757,0.00852097,0.018071,0.0135181,0.0170706,0,0.0423083,0,0.00798252,0.00469097,0.00616761,0.0207262,0.0310696,0.0246978,0.00610728,0.0204437,0,0,0.0525334,0,0.0331481,0.0394274,0.0353634,0.0279031,0.0291533,0.00863092,0.0315615,0.026046,0.0154961,0.0132585,0.014431,0.0169123,0.0114246,0.0328994,0.0130791,0.0263837,0.0275609,0.0225811,0.0409913,0.0361728,0.0321129,0,0,0,0.0147221,0
64,0.026958,0.0286113,0,0,0,0.0414288,0.0208049,0.0307496,0.00717814,0,0,0,0,0.0199661,0,0.0155808,0.0110067,0.0340685,0.0324292,0.0202568,0.00421752,0,0,0.0363747,0.0333567,0.0135934,0.0142076,0.0166827,0.0421492,0.00843913,0.0184762,0.0133332,0.0182123,0,0.0497563,0,0.00792139,0.00473439,0.00619756,0.0199275,0.0310585,0.0235013,0.00661472,0.0205607,0,0,0.0525839,0,0.0331658,0.0394484,0.0348171,0.0261446,0.0292069,0.00938717,0.0316108,0.026145,0.0155261,0.013688,0.0145195,0.0168892,0.0110365,0.0328354,0.0124071,0.0248915,0.0274933,0.0223875,0.0410032,0.0360453,0.0321931,0,0,0,0.0146966,0
65,0.0274829,0.0285227,0,0,0,0.0453142,0.0211274,0.0321565,0.00687303,0,0,0,0,0.0202344,0,0.0153273,0.0115624,0.0339864,0.0334266,0.01995,0.00280667,0,0,0.035276,0.0332317,0.01305,0.0141282,0.0156612,0.0413769,0.00875089,0.0194018,0.0136561,0.019015,0,0.0559069,0,0.00751497,0.00486232,0.00619071,0.0193369,0.0310619,0.022395,0.00706157,0.0206161,0,0,0.0526829,0,0.0332192,0.0393949,0.0342306,0.0245924,0.0292091,0.00995999,0.0315584,0.0260928,0.015628,0.0140473,0.0146813,0.0168702,0.010599,0.0326167,0.0117524,0.0236311,0.0272584,0.0221836,0.0410785,0.0360219,0.0322881,0,0,0,0.0145344,0
66,0.0278633,0.0285819,0,0,0,0.0484058,0.0211134,0.0331821,0.00648566,0,0,0,0,0.0207283,0,0.0153191,0.0119153,0.0339912,0.033304,0.0197026,0.00182212,0,0,0.0347726,0.0330917,0.0125839,0.0141047,0.0148992,0.0407157,0.00923638,0.0204772,0.0141646,0.0196074,0,0.0612068,0,0.00745586,0.00488615,0.00617218,0.018906,0.0310898,0.0215505,0.00755925,0.0206668,0,0,0.0528612,0,0.0332856,0.0394206,0.0339819,0.0232673,0.0290958,0.010512,0.0319558,0.0259454,0.0158653,0.014286,0.0149235,0.0170208,0.0102432,0.0322016,0.0112814,0.0227753,0.0270014,0.0220881,0.0410749,0.0361503,0.0324263,0,0,0,0.0142655,0
67,0.0279865,0.028715,0,0,0,0.0513599,0.0208992,0.0344083,0.00605088,0,0,0,0,0.0215636,0,0.0155796,0.0118685,0.0341464,0.0334068,0.0194262,0.0017875,0,0,0.0349372,0.0328005,0.0123124,0.0140839,0.0145286,0.0401994,0.00964478,0.0213476,0.0144614,0.0200661,0,0.065781,0,0.00777204,0.00477245,0.00625873,0.0179651,0.031142,0.0207528,0.00810998,0.0207629,0,0,0.0529491,0,0.0333536,0.0393413,0.0341075,0.022329,0.0288758,0.011667,0.0329555,0.0257632,0.0162402,0.0144036,0.0148182,0.0174513,0.0103648,0.0316982,0.0113897,0.0218793,0.0267071,0.0221419,0.0408743,0.0362767,0.0325892,0,0,0,0.0141293,0
68,0.028162,0.0288096,0,0,0,0.0544016,0.0211325,0.036005,0.00548609,0,0,0,0,0.0220716,0,0.0156012,0.0119619,0.0343275,0.0340517,0.0190209,0.00254344,0,0,0.035468,0.0325692,0.0121401,0.014116,0.0143376,0.0397331,0.00994495,0.0219422,0.0144517,0.0204798,0,0.0698989,0,0.00791609,0.00479308,0.00648554,0.0170844,0.0311914,0.0200923,0.00858164,0.0210939,0,0,0.0529346,0,0.0334197,0.0393114,0.034316,0.0216096,0.0285398,0.0130682,0.0343647,0.0258404,0.0166743,0.0144504,0.0147738,0.0180696,0.0107865,0.0311901,0.0117535,0.0210534,0.0264435,0.0221966,0.0408768,0.0362968,0.0328332,0,0,0,0.0140521,0
69,0.0286075,0.028966,0,0,0,0.0570784,0.0216935,0.0374304,0.00485888,0,0,0,0,0.0220732,0,0.0150954,0.0122038,0.0343554,0.0348949,0.0184391,0.00348999,0,0,0.0362027,0.0326262,0.0119566,0.0142123,0.0141739,0.0392361,0.0101692,0.0224131,0.0143282,0.0208348,0,0.0736238,0,0.00775234,0.00502996,0.0066182,0.0162957,0.0312118,0.0195582,0.00908313,0.0217313,0,0,0.0527571,0,0.0334841,0.0393592,0.034595,0.0208991,0.0280884,0.0144408,0.0357128,0.0263116,0.0171567,0.014496,0.0149515,0.0188292,0.0113292,0.0306914,0.0121649,0.0203284,0.0263414,0.0221741,0.0408322,0.0364882,0.033182,0,0,0,0.0139861,0
70,0.029067,0.029079,0,0,0,0.0589361,0.0220493,0.0381774,0.00416001,0,0,0,0,0.0222036,0,0.0148546,0.0122013,0.0342737,0.0354331,0.0179016,0.00429263,0,0,0.0370385,0.0326913,0.0117159,0.0142244,0.0139532,0.0386625,0.0102653,0.0227011,0.0141896,0.0210758,0,0.0764862,0,0.00776898,0.00521078,0.00667797,0.0157607,0.0311563,0.0191195,0.00958533,0.0222819,0,0,0.0523701,0,0.0334829,0.0391244,0.0348897,0.0199794,0.027641,0.0156605,0.0371018,0.0267059,0.017761,0.0146687,0.0152763,0.0196367,0.0117335,0.0302073,0.0123632,0.019912,0.0261917,0.0221369,0.0405409,0.0366801,0.0334087,0,0,0,0.0138851,0
71,0.0295187,0.0290574,0,0,0,0.0599733,0.0222693,0.0385468,0.00335961,0,0,0,0,0.0226391,0,0.014954,0.0121212,0.0342044,0.0356283,0.0176126,0.00475039,0,0,0.0378869,0.0326201,0.011386,0.0139714,0.0137242,0.0380382,0.010225,0.0227012,0.0140782,0.0211868,0,0.0783906,0,0.00786778,0.00526626,0.00668551,0.0151517,0.031038,0.0184893,0.0101357,0.0226905,0,0,0.0520522,0,0.0333878,0.0387827,0.0350983,0.0192335,0.0272687,0.0170239,0.0385471,0.0269711,0.0184397,0.0148932,0.0157551,0.0204769,0.0119639,0.0297123,0.0124966,0.0193375,0.026008,0.0221074,0.0401753,0.0367486,0.0334864,0,0,0,0.0135411,0
