Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,x73,LWRB,LBHD
29,0.0103092,0.0163741,0,0,0,0,0,0,0.0249292,0.0129904,0.00823813,0.00708194,0,0.0344504,0,0.0230612,0.00876598,0.0433841,0.0124783,0.0262629,0.0161928,0.0090228,0.0124295,0.00764714,0.0140402,0.00895772,0.0368531,0.00837632,0.0120173,0.00524632,0.0266487,0.0295066,0.025186,0.00949213,0.0248906,0.0158194,0.00498979,0.00592433,0.012507,0,0,0.0597618,0,0.0106822,0.0231995,0.0418345,0.0100421,0.0259666,0.00849293,0.0052499,0.0185857,0.00624266,0.0335477,0.00771779,0.00734627,0.00785579,0.0472563,0.0059511,0.00818234,0.029047,0.0445353,0.00917408,0.00608981,0.0186738,0.00813176,0,0,0,0,0,0,0,0,0
30,0.011013,0.0174764,0,0,0,0,0,0,0.0250034,0.0130586,0.00827139,0.00772618,0,0.0346627,0,0.0229154,0.00857514,0.0433654,0.0122712,0.0263276,0.0161199,0.00930437,0.0118996,0.00746634,0.013935,0.00884395,0.0367995,0.0082521,0.0118644,0.00520493,0.0266639,0.0296055,0.0253381,0.00936826,0.0244475,0.015926,0.00490197,0.00598352,0.013454,0,0,0.0606366,0,0.010916,0.0233059,0.0417825,0.00986097,0.0260257,0.00843854,0.00545767,0.0181275,0.0062449,0.0336,0.00795301,0.00723403,0.00782903,0.0472577,0.00600733,0.00810401,0.028606,0.0450625,0.00904497,0.00612874,0.0196543,0.0084681,0,0,0,0,0,0,0,0,0
31,0.0114283,0.0185366,0,0,0,0,0,0,0.0253371,0.0129863,0.00831081,0.0069797,0,0.0345893,0,0.022721,0.00826698,0.0433512,0.0121965,0.0263333,0.0161172,0.00949252,0.0113963,0.00740477,0.0140219,0.00882281,0.0367442,0.00819257,0.0117655,0.00526271,0.0266471,0.0299105,0.0253141,0.00927563,0.0245629,0.016034,0.00489733,0.00609885,0.0141545,0,0,0.0611084,0,0.0111822,0.0233076,0.041798,0.00970249,0.0260574,0.00842452,0.00560154,0.0176962,0.00625472,0.033653,0.00771672,0.00704595,0.00781223,0.0473448,0.00601412,0.00802585,0.0282119,0.0454213,0.00884079,0.00622858,0.0202274,0.0086289,0,0,0,0,0,0,0,0,0
32,0.0114005,0.0191449,0,0,0,0,0,0,0.0258597,0.0127522,0.00837816,0.00445259,0,0.0342745,0,0.0226056,0.00790561,0.0432007,0.011936,0.0261525,0.0160394,0.00966879,0.0109423,0.00741179,0.0140339,0.00873242,0.0367899,0.00812597,0.0117636,0.00520878,0.0266436,0.0304536,0.0251763,0.00917583,0.0253057,0.0160444,0.00496974,0.00641474,0.0144583,0,0,0.0611478,0,0.0114567,0.0232488,0.0419384,0.00964428,0.0260759,0.00841478,0.00575182,0.0173748,0.00623473,0.0336408,0.00699161,0.00700104,0.00786321,0.047375,0.00603771,0.00807925,0.0281389,0.045705,0.00851391,0.00632831,0.0205195,0.00848686,0,0,0,0,0,0,0,0,0
33,0.0117039,0.0196687,0,0,0,0,0,0,0.0262764,0.0126728,0.0084699,0.00445792,0,0.0339003,0,0.0225226,0.00751181,0.0431399,0.0116232,0.0262662,0.0159519,0.00989934,0.0102748,0.00738336,0.013835,0.00857446,0.0369579,0.00807793,0.0117181,0.00514632,0.0266667,0.0307695,0.024901,0.00908033,0.0256242,0.0160115,0.00504086,0.00661833,0.0148325,0,0,0.0613071,0,0.0117428,0.0230955,0.0420005,0.00957601,0.026202,0.0082948,0.00594196,0.0170525,0.00617428,0.0336267,0.00698684,0.00702401,0.00781655,0.0473633,0.00600944,0.00801637,0.0281799,0.0459278,0.00805207,0.00641972,0.0216081,0.008605,0,0,0,0,0,0,0,0,0
34,0.0123859,0.0205866,0,0,0,0,0,0,0.0264994,0.0127315,0.00853484,0.00700112,0,0.0335512,0,0.0224105,0.00714939,0.0432227,0.0112611,0.02658,0.0158568,0.0101724,0.00959808,0.00723214,0.0133873,0.00836496,0.0371209,0.00803601,0.0115291,0.005112,0.026725,0.0308087,0.0245756,0.00896989,0.025056,0.0159403,0.00499585,0.00661183,0.0154968,0,0,0.0615262,0,0.0119688,0.0229686,0.0419259,0.00943388,0.0263769,0.0081045,0.00618193,0.0166672,0.00616526,0.033654,0.00708836,0.00695964,0.00765609,0.0473669,0.0059342,0.00784381,0.0279236,0.0460911,0.00788064,0.0065009,0.0225902,0.00905786,0,0,0,0,0,0,0,0,0
35,0.0127933,0.0213602,0,0,0,0,0,0,0.0268273,0.0125835,0.00861482,0.00763518,0,0.0331423,0,0.0222286,0.006865,0.0432258,0.0109124,0.0266737,0.0157783,0.0104588,0.00925952,0.006999,0.0130283,0.00814515,0.0372393,0.0079572,0.0114301,0.00499966,0.0267754,0.0311022,0.0242877,0.00879553,0.0247549,0.0158529,0.00495585,0.00670646,0.0159731,0,0,0.0615539,0,0.0122191,0.022734,0.0418437,0.00933399,0.026471,0.00799236,0.00647339,0.0163258,0.00626819,0.0336363,0.00689256,0.00685862,0.0075363,0.0473554,0.0058659,0.00771654,0.0276273,0.0461535,0.00779354,0.00661599,0.0229278,0.00930305,0,0,0,0,0,0,0,0,0
36,0.0128352,0.0218745,0,0,0,0,0,0,0.0272751,0.0122673,0.00870916,0.00617016,0,0.0325399,0,0.0220934,0.00655558,0.0431134,0.0107157,0.0265689,0.0157944,0.0106793,0.00896911,0.00681314,0.0128383,0.00812591,0.0371809,0.00783966,0.0114475,0.00483317,0.026801,0.0316098,0.0239744,0.00868176,0.0248519,0.0157853,0.0049845,0.00687336,0.0160593,0,0,0.0612995,0,0.0125471,0.0223575,0.0418949,0.00931131,0.026502,0.00798259,0.00667055,0.0161007,0.00631797,0.0335841,0.00665322,0.00688048,0.00751456,0.0473339,0.00586423,0.00766504,0.0276744,0.0461028,0.00768599,0.00676976,0.0228797,0.00920603,0,0,0,0,0,0,0,0,0
37,0.0128394,0.0222316,0,0,0,0,0,0,0.0276916,0.0118405,0.00879,0.00486687,0,0.0319146,0,0.0220274,0.00639387,0.0430196,0.0106429,0.0264944,0.0158762,0.0109385,0.00846166,0.006641,0.0127316,0.00808566,0.0369792,0.00777476,0.0114846,0.00472002,0.026794,0.0320922,0.023598,0.00859941,0.0248461,0.0157117,0.00493433,0.0070537,0.0160047,0,0,0.0609187,0,0.0129101,0.0219912,0.0419861,0.00930667,0.0265308,0.00801318,0.00687541,0.0159397,0.00633655,0.033557,0.00743169,0.00713192,0.00751523,0.047294,0.00588336,0.00760695,0.0278051,0.0460302,0.00774899,0.00701388,0.0230875,0.00911771,0,0,0,0,0,0,0,0,0
38,0.0130498,0.0226452,0,0,0,0,0,0,0.027939,0.0120089,0.00881992,0.00520892,0,0.0312598,0,0.0221386,0.00626239,0.0430348,0.0105602,0.026552,0.0159237,0.0111958,0.00794106,0.00650663,0.0126206,0.00803958,0.0368747,0.00777546,0.0114686,0.00471247,0.0267538,0.0323595,0.0232001,0.00848496,0.0249299,0.0156211,0.00487758,0.00712123,0.0160258,0,0,0.0605149,0,0.013272,0.0215579,0.0420526,0.00917292,0.0265915,0.00795775,0.00707629,0.015798,0.00632123,0.0335426,0.00898296,0.00727179,0.00742279,0.0472536,0.00584608,0.00745673,0.0278599,0.045885,0.00811598,0.00735185,0.023652,0.00922594,0,0,0,0,0,0,0,0,0
39,0.0131295,0.0230672,0,0,0,0,0,0,0.0282372,0.012352,0.00885018,0.00434432,0,0.0303889,0,0.0220688,0.00601282,0.0430219,0.0103455,0.0265087,0.0158397,0.0113897,0.00779775,0.00631247,0.0124526,0.00803643,0.0368167,0.00767579,0.0113958,0.00460957,0.0267507,0.0326685,0.0227636,0.0082965,0.0250945,0.015555,0.00487175,0.00718016,0.0157741,0,0,0.0597327,0,0.0137336,0.0209429,0.0421495,0.00906179,0.0266299,0.00791008,0.00721109,0.0157258,0.00632086,0.0335256,0.00936999,0.00731161,0.00736194,0.0472081,0.0057939,0.00741149,0.0279845,0.0456275,0.00845807,0.00771381,0.0238287,0.00913617,0,0,0,0,0,0,0,0,0
40,0.0129467,0.0240057,0,0,0,0,0,0,0.00345467,0.0123626,0.00481423,0.00673963,0,0.0298076,0,0.0219311,0.00581525,0.0385881,0.0126935,0.0294404,0.0137205,0.00910421,0.00881802,0.0114103,0.0154006,0.0131789,0.0420531,0.00996755,0.00929047,0.00739588,0.0266184,0.00692091,0.0230047,0.00815973,0.0249356,0.0152635,0.00470422,0.00779957,0.0142844,0,0,0.0591216,0,0.0142821,0.0203891,0.0428307,0.00796964,0.0263844,0.00831022,0.00665655,0.018081,0.0060355,0.0339781,0.00868618,0.00714386,0.00676524,0.0465189,0.00504907,0.00679252,0.0279974,0.0466574,0.00847356,0.00781676,0.024995,0.00913615,0,0,0,0,0,0,0,0,0
41,0.0141166,0.0252477,0,0,0,0,0,0,0.0289086,0.0126058,0.00908883,0.00381835,0,0.028608,0,0.0215788,0.00573656,0.0430104,0.00968399,0.0264359,0.015589,0.0117974,0.0087913,0.00606542,0.0118217,0.007826,0.036912,0.00739704,0.0112827,0.00422009,0.026867,0.0334107,0.0222169,0.00777309,0.0252925,0.0151393,0.00494127,0.00720021,0.0166348,0,0,0.0593825,0,0.0145149,0.0204188,0.0422802,0.00886795,0.026757,0.00777742,0.00750175,0.0154634,0.00639886,0.0334595,0.00847993,0.00747381,0.00730225,0.0471442,0.00571837,0.00751225,0.02844,0.045726,0.00904699,0.00826515,0.0256151,0.00950682,0,0,0,0,0,0,0,0,0
42,0.0142233,0.0260183,0,0,0,0,0,0,0.029239,0.0128911,0.00919133,0.00371952,0,0.0270828,0,0.0211278,0.00570273,0.0430108,0.00954438,0.0263278,0.0155553,0.0116952,0.00945404,0.00605263,0.0113068,0.00772662,0.0369147,0.0073439,0.0111779,0.00408926,0.0269411,0.0338467,0.0214226,0.00728747,0.0253489,0.0148877,0.00490151,0.00703265,0.0165481,0,0,0.0590885,0,0.0149086,0.0200724,0.0423392,0.00868805,0.0268504,0.00766048,0.0073379,0.0155939,0.00641459,0.0334472,0.00860706,0.00750585,0.00720474,0.047135,0.00564734,0.00742017,0.028439,0.0457553,0.0095194,0.00864277,0.0266323,0.00932729,0,0,0,0,0,0,0,0,0
43,0.0210726,0.0318737,0,0,0,0,0,0,0.0293193,0.0135462,0.00927351,0.00336126,0,0.0212623,0,0.0190304,0.0103501,0.0430283,0.0091004,0.0260856,0.0152954,0.0106071,0,0.00587431,0.0107943,0.00744444,0.03693,0.00725494,0.0110151,0.00412755,0.0269933,0.0337773,0.0180495,0.00716468,0.0253297,0.0150919,0.00474857,0.0065093,0.0216316,0,0,0.0581354,0,0.0151679,0.0197648,0.0423069,0.00834735,0.0267701,0.00757386,0.00628758,0.0161861,0.00634717,0.0335309,0.00862662,0.00738281,0.00695877,0.0471228,0.0054447,0.00720546,0.0284573,0.0444413,0.0104421,0.00918962,0.0315879,0.0138893,0,0,0,0,0,0,0,0,0
44,0.0159068,0.0257428,0,0,0,0,0,0,0.0299781,0.0123425,0.00950009,0.00395739,0,0.0264697,0,0.0211418,0.00590431,0.0429954,0.00883507,0.0266888,0.0154391,0.0121837,0.00783239,0.00575482,0.0106885,0.00746753,0.0369389,0.007182,0.0110922,0.00408565,0.0269898,0.0343483,0.0208155,0.00788313,0.0258046,0.0146596,0.00465761,0.00733152,0.0164588,0,0,0.0570204,0,0.0157297,0.0188545,0.0422899,0.00826253,0.0270019,0.00750583,0.00765641,0.0160065,0.00637041,0.0334556,0.00847307,0.00739138,0.00691913,0.0472715,0.00537128,0.00720167,0.0291129,0.0453427,0.0110776,0.00959956,0.02574,0.0108308,0,0,0,0,0,0,0,0,0
45,0.0166797,0.0263455,0,0,0,0,0,0,0.0303395,0.012494,0.00961086,0.00394767,0,0.0257026,0,0.0208854,0.00642741,0.0429966,0.0085864,0.0267623,0.0154852,0.0122489,0.00804926,0.00569007,0.0105164,0.00744882,0.0369741,0.00710056,0.0110819,0.00390817,0.0269906,0.0346517,0.020324,0.00775868,0.0260028,0.014463,0.0045686,0.00735641,0.0166446,0,0,0.0562624,0,0.0160842,0.0184047,0.0423189,0.00809681,0.0270811,0.00742517,0.00765821,0.0161156,0.0064064,0.0334427,0.00845674,0.00743346,0.00692059,0.0472962,0.00529913,0.0070875,0.0293641,0.0451907,0.011741,0.00995146,0.0260703,0.011362,0,0,0,0,0,0,0,0,0
46,0.0174827,0.0268181,0,0,0,0,0,0,0.0307612,0.0125297,0.00975386,0.00391897,0,0.0249732,0,0.0204977,0.00734852,0.0429928,0.00817845,0.0268148,0.0153807,0.0122755,0.00819987,0.00556261,0.0105036,0.00737954,0.0370315,0.00696736,0.0109837,0.00373184,0.0270212,0.0348652,0.0197985,0.00760592,0.0261295,0.0142647,0.00456839,0.00739069,0.016819,0,0,0.0554762,0,0.0164142,0.0179583,0.0423513,0.00801089,0.0271429,0.00733596,0.00764172,0.0162823,0.00641718,0.03345,0.00892672,0.00747245,0.0069045,0.0473076,0.00529142,0.00699711,0.0293426,0.0449622,0.0123733,0.0102822,0.0263744,0.0119232,0,0,0,0,0,0,0,0,0
47,0.018375,0.0271954,0,0,0,0,0,0,0.031129,0.0126033,0.0099351,0.00384772,0,0.0242119,0,0.0202176,0.00809404,0.0430022,0.00772332,0.0268349,0.0152454,0.0122804,0.00844653,0.00535892,0.0104337,0.00729969,0.0369956,0.00683918,0.0108544,0.00361093,0.0270922,0.0348942,0.0191722,0.00757026,0.0262847,0.0140762,0.00461375,0.00741594,0.0170041,0,0,0.0545138,0,0.0167589,0.0174484,0.0423565,0.00791984,0.0271731,0.00720253,0.00760292,0.0165093,0.00639052,0.0334724,0.00910633,0.00744217,0.00682591,0.0473051,0.00526556,0.0069131,0.0291823,0.0446515,0.0129815,0.0106201,0.0266945,0.0125794,0,0,0,0,0,0,0,0,0
48,0.0191162,0.0273381,0,0,0,0,0,0,0.0315593,0.0125381,0.0101545,0.00378154,0,0.0234324,0,0.0199403,0.00887294,0.0430453,0.00736416,0.0268734,0.0152013,0.012296,0.00865433,0.00523429,0.0101458,0.00721923,0.0370149,0.00675753,0.0108484,0.00341789,0.027135,0.0351058,0.0185492,0.00761549,0.026386,0.0139049,0.00463569,0.00744673,0.0169805,0,0,0.0534422,0,0.0171565,0.016905,0.0423642,0.00783298,0.0271827,0.00708245,0.00757241,0.0168521,0.00634181,0.0335098,0.00881932,0.00739456,0.00673311,0.0473118,0.00520104,0.00680351,0.0289478,0.0443309,0.0135731,0.0109568,0.0270803,0.0131517,0,0,0,0,0,0,0,0,0
49,0.0199079,0.0279136,0,0,0,0,0,0,0.031666,0.0125346,0.0103185,0.00371973,0,0.0230735,0,0.0196929,0.00961391,0.0430109,0.00678607,0.0268599,0.0149783,0.0122745,0.00917177,0.00500052,0.00970632,0.00709244,0.0370997,0.00654235,0.0107583,0.003072,0.0271571,0.0351974,0.0183434,0.0075432,0.0262543,0.0135971,0.00465489,0.00742223,0.0173076,0,0,0.0529519,0,0.0174528,0.0165023,0.0423821,0.00782376,0.0271691,0.00697655,0.00753129,0.0170067,0.0063089,0.0335325,0.00840315,0.00733826,0.00661874,0.0473447,0.00514874,0.00668558,0.0287259,0.0441987,0.014325,0.0113276,0.0277502,0.0136967,0,0,0,0,0,0,0,0,0
50,0.0204426,0.028046,0,0,0,0,0,0,0.0316098,0.0128325,0.0104627,0.00366103,0,0.0228785,0,0.0196709,0.01002,0.043016,0.00640794,0.0269023,0.0148469,0.0122103,0.00923244,0.00485969,0.00949184,0.00708244,0.0370379,0.00632411,0.0106338,0.00307838,0.0272096,0.0353241,0.0181952,0.0074741,0.0261365,0.0134043,0.00468901,0.00739999,0.0172057,0,0,0.0520701,0,0.0178516,0.0160155,0.0424099,0.00784498,0.0271229,0.00689641,0.00747122,0.017285,0.00626975,0.0335875,0.0087497,0.00734107,0.00654116,0.0473911,0.00515499,0.00663089,0.0285831,0.0439927,0.0150823,0.0117452,0.0276985,0.0141045,0,0,0,0,0,0,0,0,0
51,0.0207325,0.0280238,0,0,0,0,0,0,0.031788,0.0129646,0.0105989,0.0036205,0,0.0226547,0,0.019656,0.0103108,0.0430326,0.00620568,0.0269478,0.0147926,0.0120695,0.00926417,0.00477066,0.00950592,0.00707048,0.0370362,0.00620311,0.0104491,0.00306799,0.0272539,0.035445,0.0180132,0.00743122,0.0260181,0.0132031,0.00469961,0.00735239,0.016817,0,0,0.0512897,0,0.0182701,0.015637,0.0424493,0.00779732,0.0270719,0.00680676,0.00736368,0.0176081,0.00626101,0.0336199,0.00887936,0.00736081,0.00647441,0.0473947,0.00516521,0.00659951,0.0285239,0.0438454,0.0157113,0.0121247,0.0271051,0.014301,0,0,0,0,0,0,0,0,0
52,0.0207969,0.0276835,0,0,0,0,0,0,0.0320382,0.0127335,0.0107831,0.0035901,0,0.0222073,0,0.0196232,0.010657,0.043102,0.00620455,0.0270267,0.014974,0.0120293,0.00900948,0.00468299,0.009639,0.00714217,0.0369079,0.00618882,0.0103183,0.00304188,0.0272799,0.0356756,0.0175305,0.00747011,0.0259106,0.0129957,0.00463055,0.00735183,0.0161121,0,0,0.050739,0,0.0186911,0.0154424,0.0423957,0.0077311,0.0270726,0.00673521,0.00730592,0.0180832,0.00624102,0.0336131,0.00853404,0.00736729,0.00642326,0.04739,0.00519514,0.00659277,0.0284939,0.0439333,0.015726,0.0123308,0.0263124,0.0143479,0,0,0,0,0,0,0,0,0
53,0.0210031,0.027477,0,0,0,0,0,0,0.0322588,0.0126548,0.0110223,0.00356494,0,0.0219489,0,0.0196451,0.0109937,0.0431723,0.00596468,0.027163,0.0149798,0.0120611,0.00884991,0.00452793,0.00934602,0.00710024,0.0368778,0.00619541,0.0102729,0.00296731,0.0273206,0.0359402,0.0169189,0.00746375,0.0257809,0.0127276,0.00461008,0.00742521,0.015651,0,0,0.0502256,0,0.0190665,0.0151602,0.0422833,0.00769212,0.0271156,0.00659085,0.00730461,0.0184131,0.0062184,0.0336109,0.00797319,0.00732962,0.00638847,0.0474253,0.00523923,0.00659111,0.0284945,0.0439394,0.016268,0.0126526,0.0264413,0.0145203,0,0,0,0,0,0,0,0,0
54,0.0211484,0.0271549,0,0,0,0,0,0,0.0325044,0.0123302,0.0112306,0.00362084,0,0.0216686,0,0.0196062,0.0113164,0.0431876,0.00575624,0.0272411,0.0149212,0.0121536,0.00858834,0.00437268,0.00900046,0.00701203,0.0368326,0.00620799,0.0102929,0.00278772,0.0273708,0.0361433,0.0160593,0.00752628,0.025704,0.0124763,0.00463057,0.00753166,0.0151147,0,0,0.0496489,0,0.0194381,0.0148918,0.0422442,0.00770976,0.0271604,0.00645198,0.00733637,0.0187789,0.00619315,0.0336251,0.00777663,0.00729961,0.00637714,0.0474723,0.00526278,0.00653747,0.0285225,0.0440112,0.0167645,0.0129599,0.0265125,0.0146899,0,0,0,0,0,0,0,0,0
55,0.0219378,0.0269544,0,0,0,0,0,0,0.00213065,0.0122325,0.00530305,0.00674475,0,0.0218663,0,0.0196979,0.0115172,0.0387651,0.0148149,0.029836,0.0123873,0.0101646,0.00807917,0.0124059,0.0175103,0.014104,0.0410852,0.0101101,0.00972767,0.00799976,0.0276461,0.00430396,0.01596,0.00751564,0.0256377,0.0121016,0.00453025,0.00850459,0.0139591,0,0,0.0489005,0,0.0198571,0.0144332,0.0427843,0.006893,0.0269112,0.0068864,0.00684138,0.0211846,0.00582567,0.0341083,0.00774312,0.00700118,0.00586867,0.0468761,0.00468,0.00587911,0.0283055,0.044792,0.0172527,0.0132344,0.0270474,0.01589,0,0,0,0,0,0,0,0,0
56,0.0213249,0.026085,0,0,0,0,0,0,0.0324994,0.0122617,0.0114663,0.00391094,0,0.0215295,0,0.0197065,0.011745,0.0431921,0.0053308,0.0273674,0.0146884,0.0122633,0.00747348,0.00399272,0.00839006,0.00679046,0.0365649,0.0060105,0.0101514,0.00253527,0.0274679,0.036067,0.0151141,0.00746624,0.0259455,0.0119988,0.00460138,0.00782381,0.0138874,0,0,0.0480123,0,0.0200816,0.0142285,0.0422567,0.00766415,0.0272356,0.00617381,0.00737679,0.0195785,0.00618406,0.0336779,0.00791742,0.00710255,0.00630438,0.047543,0.00531826,0.00638458,0.0284118,0.043664,0.0181055,0.0135607,0.02604,0.0150231,0,0,0,0,0,0,0,0,0
57,0.0213834,0.0256432,0,0,0,0,0,0,0.0328528,0.0122703,0.011755,0.00382971,0,0.0213193,0,0.0197846,0.0118165,0.0432906,0.00532742,0.0273447,0.0147532,0.0121593,0.0071934,0.00395943,0.00840554,0.00682246,0.036679,0.00604645,0.010205,0.00252349,0.0275037,0.036465,0.0145887,0.00739847,0.0261277,0.0117263,0.00454251,0.00789607,0.0130842,0,0,0.047583,0,0.0203533,0.0139886,0.0422205,0.00759908,0.0272457,0.00599339,0.00722956,0.0201365,0.0061486,0.0336977,0.00770553,0.00691347,0.00626726,0.0475935,0.00536516,0.00629149,0.0284169,0.0437097,0.0182136,0.0137249,0.0252704,0.0150249,0,0,0,0,0,0,0,0,0
58,0.0214376,0.0251698,0,0,0,0,0,0,0.0332033,0.0122465,0.0120499,0.00370016,0,0.0209644,0,0.0198709,0.0118613,0.0433742,0.00524058,0.0273353,0.0147195,0.011984,0.00697309,0.00382648,0.00831892,0.00678875,0.0369361,0.00606438,0.0101732,0.00254509,0.0275321,0.0367996,0.0140708,0.00737508,0.0261322,0.011457,0.00457799,0.0079607,0.0123687,0,0,0.0470298,0,0.0206003,0.0137473,0.0422392,0.00751451,0.027261,0.00589411,0.00706047,0.0206578,0.00608914,0.0336745,0.00728619,0.00685938,0.00627374,0.0476531,0.00532913,0.00626071,0.0283922,0.0437044,0.0183612,0.0138829,0.0243753,0.0150365,0,0,0,0,0,0,0,0,0
59,0.0216261,0.0246942,0,0,0,0,0,0,0.0334397,0.0122331,0.012292,0.00363625,0,0.020553,0,0.0198441,0.0118541,0.0434338,0.00516389,0.0273218,0.0147065,0.0118243,0.00691818,0.0036283,0.00808826,0.00671733,0.0371304,0.00604319,0.0100879,0.00252357,0.0275787,0.0370198,0.0136098,0.00731791,0.0261039,0.0111987,0.00471836,0.00799459,0.0118695,0,0,0.0464471,0,0.0208529,0.0135916,0.0422595,0.00747047,0.0272604,0.00579868,0.00694126,0.0211534,0.00598543,0.033647,0.00719509,0.0068703,0.00627422,0.0476874,0.00527944,0.00625002,0.0283747,0.0436229,0.0186054,0.0140249,0.0238183,0.0151943,0,0,0,0,0,0,0,0,0
60,0.0217926,0.0241567,0,0,0,0,0,0,0.0336198,0.0121729,0.0124928,0.00368596,0,0.0201964,0,0.019845,0.0118662,0.0434722,0.00514498,0.0273377,0.0147214,0.0117298,0.00688393,0.00344844,0.00780723,0.00662699,0.0372394,0.00602333,0.0100365,0.00249246,0.0276238,0.037131,0.0130891,0.00730308,0.0260067,0.0109798,0.00473202,0.00805746,0.0113589,0,0,0.0459686,0,0.0210869,0.0135126,0.0422875,0.0074251,0.0272789,0.00576538,0.00689468,0.0216001,0.00597649,0.0335947,0.00744088,0.00690764,0.00630148,0.0476855,0.00527572,0.00627788,0.0283149,0.0435572,0.0189556,0.014191,0.0233158,0.0153236,0,0,0,0,0,0,0,0,0
61,0.0219126,0.023547,0,0,0,0,0,0,0.0337602,0.0121548,0.0126536,0.0037133,0,0.0200262,0,0.0197853,0.0119651,0.0435441,0.00509809,0.0273701,0.0147104,0.0116425,0.00692803,0.00331735,0.00760467,0.0065597,0.0373161,0.00603245,0.010055,0.00247999,0.0276594,0.0372344,0.0125298,0.00719674,0.0260902,0.0107617,0.00468633,0.00812084,0.0108004,0,0,0.0455631,0,0.0212935,0.0134303,0.0423403,0.0073534,0.0272937,0.00574599,0.00682526,0.0220257,0.00602414,0.0335178,0.00745378,0.00697293,0.00633018,0.0476739,0.00525972,0.00628941,0.0283423,0.0436157,0.019103,0.0143681,0.0226687,0.0154111,0,0,0,0,0,0,0,0,0
62,0.0221619,0.0231749,0,0,0,0,0,0,0.0338752,0.0121785,0.0127488,0.00373257,0,0.0200075,0,0.0196908,0.0121991,0.0436172,0.00501147,0.0273769,0.0147414,0.0115231,0.00703846,0.00322912,0.00741806,0.00655582,0.0373823,0.00604029,0.0101135,0.0024677,0.0276498,0.0374746,0.0121725,0.00703372,0.0262232,0.0105348,0.00463898,0.00815337,0.0102866,0,0,0.0451642,0,0.0214752,0.0134824,0.0424222,0.00725127,0.0272849,0.00572286,0.00673578,0.0224899,0.00611966,0.033512,0.00773536,0.00707434,0.00632381,0.0476716,0.00524658,0.0062482,0.028255,0.0436206,0.0191667,0.014515,0.0221797,0.0155524,0,0,0,0,0,0,0,0,0
63,0.022415,0.0228463,0,0,0,0,0,0,0.03403,0.0120304,0.0128205,0.00372107,0,0.0198824,0,0.0196862,0.0124669,0.0436821,0.00488197,0.0273659,0.0149002,0.0114368,0.0072317,0.00317237,0.0073358,0.00661035,0.0374443,0.00608367,0.0101179,0.00247343,0.027588,0.0378764,0.0117367,0.00699918,0.0261474,0.0103001,0.00457827,0.00820809,0.00970625,0,0,0.0448113,0,0.0216101,0.0135053,0.042508,0.00715544,0.0272636,0.00568731,0.00668945,0.0229888,0.00630743,0.0335768,0.00798874,0.00716572,0.00631169,0.0476785,0.00525363,0.00621847,0.0280478,0.0436695,0.0192022,0.0145997,0.0217796,0.0156721,0,0,0,0,0,0,0,0,0
64,0.0228341,0.0225024,0,0,0,0,0,0,0.0342052,0.0119326,0.0129452,0.00367918,0,0.019732,0,0.0197571,0.0125368,0.0437411,0.00481221,0.0273091,0.0149717,0.011269,0.0073896,0.00311335,0.00736891,0.00665678,0.0374812,0.00612192,0.0101421,0.00254994,0.0275424,0.0381628,0.0114947,0.00700443,0.0261036,0.0100984,0.00452187,0.0081999,0.00926719,0,0,0.0444104,0,0.0217314,0.0136079,0.0425555,0.00707852,0.0272226,0.00562582,0.00656781,0.0234931,0.00642745,0.0336011,0.00812487,0.00724184,0.00632884,0.0476975,0.00526138,0.00623475,0.0279967,0.0437142,0.0191854,0.014659,0.0208971,0.0159024,0,0,0,0,0,0,0,0,0
65,0.0233238,0.0223735,0,0,0,0,0,0,0.0343477,0.0118407,0.0130712,0.00373333,0,0.0194104,0,0.0198327,0.0125146,0.0437826,0.00478273,0.0272558,0.0149638,0.0110811,0.00759263,0.00308908,0.00741279,0.00668744,0.0375003,0.00613648,0.0102342,0.00262849,0.027528,0.0382727,0.0113184,0.00701919,0.0261305,0.00991368,0.00448364,0.00813579,0.00894399,0,0,0.0438066,0,0.0218164,0.0135491,0.0425331,0.00703674,0.0271634,0.00555626,0.00640335,0.0239477,0.00647102,0.033531,0.00817529,0.00732047,0.00637777,0.0476739,0.0052517,0.00628527,0.0280717,0.0435988,0.019267,0.0147056,0.019791,0.016163,0,0,0,0,0,0,0,0,0
