Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHII,RTHIP,RTIB,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,x73,RTHIA,RTIBA
1300,0.0133859,0.00482247,0,0,0,0,0,0,0.00862032,0.0136509,0.00544782,0.00590895,0,0,0.00141834,0,0.0210269,0.00661144,0.0408254,0.00814428,0.0263241,0.005948,0.000907098,0.0210877,0.00434152,0.00541852,0.0050268,0.0363601,0.00430948,0.00515977,0.00182873,0.0290954,0.00923867,0.0075782,0.00734788,0.00959571,0.0110445,0.0154495,0.00596512,0.00532018,0.0115694,0,0,0.0103553,0,0.00865469,0.0021711,0.0416549,0.00638324,0.0237766,0.0057818,0.00444551,0.0105822,0.00480748,0.00758349,0.00630508,0.00456253,0.00381967,0.00318887,0.0115762,0.0114937,0.00671094,0.00591883,0.00928743,0.012255,0,0,0,0,0,0,0,0.0394759,0.0482111
1301,0.0123366,0.00653634,0,0,0,0,0,0,0.00835049,0.0139292,0.00547611,0.00595067,0,0,0.00103953,0,0.0209551,0.00658502,0.0408059,0.00812036,0.02617,0.00592935,0.000905077,0.0197739,0.00430573,0.00537286,0.0049603,0.0363346,0.00433651,0.00512884,0.00174798,0.0291241,0.0089428,0.00790949,0.00730169,0.00972398,0.0112908,0.0156911,0.00604106,0.00537967,0.0121792,0,0,0.0108116,0,0.00887474,0.0024738,0.0416611,0.00645118,0.023668,0.0058127,0.00438151,0.0107289,0.00476145,0.00751029,0.00625312,0.00452588,0.00373494,0.00314662,0.0116112,0.0120223,0.00694104,0.00623231,0.0106081,0.0115612,0,0,0,0,0,0,0,0.0394414,0.0481679
1302,0.0114459,0.00806589,0,0,0,0,0,0,0.00809054,0.0141362,0.00549354,0.00597369,0,0,0.0010275,0,0.0209069,0.00662577,0.0408113,0.00807199,0.026036,0.00602208,0.000987963,0.0184521,0.00427001,0.00533238,0.00488732,0.0362794,0.00433321,0.00502931,0.00193069,0.0291367,0.00865271,0.00815794,0.00726103,0.00972545,0.011491,0.0158827,0.00613465,0.00547777,0.0128131,0,0,0.0114632,0,0.00910738,0.00300865,0.0416282,0.00668626,0.023686,0.00577372,0.00433536,0.0110461,0.00472884,0.00743769,0.00619908,0.00447141,0.00364866,0.00308595,0.0116304,0.0125481,0.00715983,0.00676053,0.0118427,0.0109365,0,0,0,0,0,0,0,0.0393915,0.0480444
1303,0.0106323,0.00952994,0,0,0,0,0,0,0.00778514,0.0143368,0.00549669,0.00613688,0,0,0.0013813,0,0.0208695,0.00666068,0.0407994,0.00802274,0.0258952,0.00604944,0.00101274,0.0171514,0.00420236,0.005262,0.00481417,0.0361838,0.00432481,0.00498778,0.00215756,0.0291351,0.00844674,0.00844334,0.00721289,0.00982693,0.0118191,0.0160261,0.00619306,0.00546469,0.0134756,0,0,0.0122092,0,0.00932063,0.00372138,0.0416404,0.00701613,0.0236806,0.00563639,0.00432014,0.0114387,0.00470274,0.00743521,0.00610551,0.00439633,0.0035866,0.00302292,0.0117902,0.0130078,0.00731831,0.00722722,0.0129931,0.0104133,0,0,0,0,0,0,0,0.0393195,0.0478675
1304,0.00979874,0.0109105,0,0,0,0,0,0,0.00750953,0.0145463,0.00551834,0.0063853,0,0,0.00195402,0,0.0208143,0.00672455,0.0407404,0.00801172,0.0257936,0.0060663,0.000957455,0.0158616,0.00410553,0.0051795,0.00473034,0.0360985,0.00432122,0.00498883,0.00201795,0.029148,0.00831344,0.00881006,0.00714768,0.00984413,0.0121408,0.0160962,0.00630643,0.00545729,0.01404,0,0,0.0128313,0,0.00947062,0.00436303,0.0416988,0.00737879,0.0236523,0.00543408,0.00437088,0.0117951,0.00468956,0.00752442,0.00598758,0.00427748,0.00352963,0.00298768,0.0120085,0.0132917,0.00744055,0.00756274,0.0140297,0.00979667,0,0,0,0,0,0,0,0.0392543,0.0476673
1305,0.00888585,0.0118899,0,0,0,0,0,0,0.00732761,0.0147975,0.00552366,0.00664357,0,0,0.00243736,0,0.0207611,0.00680898,0.0406518,0.00804928,0.0256959,0.00602671,0.000882475,0.0147508,0.00401708,0.0050822,0.00463015,0.0360536,0.00431341,0.00496496,0.00190532,0.0291652,0.00809907,0.00911241,0.00702966,0.00971377,0.0121785,0.0161887,0.00637949,0.00545375,0.0142011,0,0,0.0130059,0,0.00965283,0.00452024,0.0417674,0.00760268,0.0236157,0.00529473,0.00442675,0.011943,0.00471943,0.00749425,0.00595314,0.00411094,0.00348425,0.00294249,0.0122786,0.0133326,0.00766718,0.00800381,0.0147253,0.00908916,0,0,0,0,0,0,0,0.0392442,0.047514
1306,0.00899231,0.0141435,0,0,0,0,0,0,0.00723879,0.0148459,0.00561714,0.00672653,0,0,0.00375617,0,0.0207469,0.00673322,0.0405474,0.00810328,0.0256407,0.00605349,0.00078012,0.0138809,0.00392586,0.00497105,0.00454959,0.036025,0.00434861,0.00499145,0.00189421,0.0291684,0.00786905,0.010051,0.00714465,0.00979112,0.0122799,0.0162974,0.00639894,0.00534762,0.0160003,0,0,0.0150349,0,0.00961175,0.00484078,0.041858,0.0076888,0.0236281,0.00529899,0.00461592,0.0130163,0.00473777,0.00715592,0.00594675,0.00398605,0.00343284,0.00289663,0.0125735,0.0142249,0.00712331,0.00741825,0.0165575,0.00934279,0,0,0,0,0,0,0,0.0392826,0.0474423
1307,0.00920137,0.0156415,0,0,0,0,0,0,0.0070593,0.0149549,0.0056828,0.00662791,0,0,0.00475889,0,0.0205504,0.00671929,0.0404688,0.008167,0.0255604,0.00606177,0.000806244,0.0127582,0.00382112,0.00485355,0.00444623,0.035994,0.00438303,0.00501105,0.0019376,0.0291845,0.00764515,0.0107207,0.00704923,0.00977909,0.0125828,0.016389,0.00645315,0.00529564,0.0171568,0,0,0.0161665,0,0.00966349,0.00484715,0.0419501,0.00775044,0.0236126,0.00560829,0.00460239,0.0137081,0.00482867,0,0.00603645,0.00398043,0.00329903,0.00281582,0.0129478,0.0146209,0.00724643,0.00747652,0.0177005,0.00936051,0,0,0,0,0,0,0,0.039378,0.0474894
1308,0.00984666,0.0171579,0,0,0,0,0,0,0.00682936,0.0151452,0.00565223,0,0,0,0.00579395,0,0.020518,0.00667798,0.0402645,0.00810584,0.0254609,0.00599565,0.00102381,0.0116946,0.0037868,0.00478737,0.00440157,0.035954,0.00431221,0.00493775,0.00190722,0.0291463,0.0075488,0.0115287,0.00700064,0.00971102,0.0126451,0.0164503,0.00631333,0.00481915,0.0184847,0,0,0.017172,0,0.00972407,0.00539006,0.0422753,0.00790125,0.0236051,0.00552705,0.00478257,0.0144835,0.00493766,0.00725067,0.00606346,0.00383385,0.00318355,0.00269375,0.0131671,0.0149041,0.00741505,0.00767147,0.0188309,0.0096691,0,0,0,0,0,0,0,0.0394397,0.0475397
1309,0.00991102,0.0180276,0,0,0,0,0,0,0.0066182,0.0153598,0.00574366,0.00577143,0,0,0.0064415,0,0.0205689,0.00669867,0.0403495,0.00812099,0.0255112,0.00608912,0.000966891,0.0111115,0.00354173,0.00459798,0.0041782,0.0358817,0.00448486,0.00503002,0.00203205,0.0292645,0.0074406,0.0120093,0.00701729,0.00976195,0.0125853,0.0165316,0.00631413,0.00510135,0.0189512,0,0,0.0178721,0,0.00991735,0.00588413,0.0421785,0.00801667,0.0237546,0.00568734,0.00454235,0.0148473,0.00496351,0.00679178,0.0061529,0.00395421,0.00321165,0.00272171,0.0132256,0.0151099,0.00757248,0.00793787,0.0195606,0.00948924,0,0,0,0,0,0,0,0.0394484,0.0476117
1310,0.0107154,0.0191907,0,0,0,0,0,0,0.00646868,0.0153892,0.0057784,0.00555762,0,0,0.00737446,0,0.0206271,0.00670555,0.0402974,0.00815584,0.0254983,0.00613157,0.00111727,0.0103292,0.00342261,0.00448684,0.00405898,0.035797,0.00452379,0.00505386,0.00205631,0.029272,0.0073379,0.0126001,0.00708412,0.00981259,0.0128679,0.016569,0.00635341,0.00507142,0.0199004,0,0,0.018975,0,0.00998406,0.00641124,0.0422099,0.0082723,0.0238513,0.00570254,0.0046638,0.0153596,0.00500177,0.00573809,0.00617418,0.00389987,0.00319069,0.00272246,0.0132962,0.0154204,0.00766437,0.00821322,0.0204226,0.00978171,0,0,0,0,0,0,0,0.0394363,0.0474078
1311,0.0112764,0.0200217,0,0,0,0,0,0,0.00630442,0.015401,0.00581938,0.00544765,0,0,0.00814244,0,0.0206088,0.006704,0.0402566,0.00819883,0.025471,0.00614557,0.00124702,0.00976834,0.0033254,0.00438216,0.00395126,0.0357316,0.00454701,0.0050661,0.00208651,0.0292717,0.0070608,0.0130098,0.00710338,0.00974991,0.013151,0.0165059,0.00655444,0.0051134,0.020491,0,0,0.0198344,0,0.0100109,0.00679835,0.0422817,0.00857174,0.0238998,0.0057657,0.00467354,0.015647,0.00500986,0.00572684,0.00619267,0.00382333,0.00315186,0.0026726,0.0129494,0.0156509,0.00768698,0.00841444,0.0210268,0.0099271,0,0,0,0,0,0,0,0.0394045,0.0472148
1312,0.011485,0.0205567,0,0,0,0,0,0,0.00608798,0.0154302,0.00578056,0.00531895,0,0,0.00876058,0,0.0204986,0.00668454,0.0402251,0.0082227,0.025444,0.00613927,0.00134712,0.00936374,0.00322769,0.00427619,0.00385235,0.0356789,0.00458534,0.00507202,0.00213521,0.0292785,0.00689732,0.013285,0.00707106,0.00959921,0.0132937,0.0163821,0.00673175,0.00518421,0.0206942,0,0,0.0203935,0,0.0100443,0.00706707,0.0424162,0.0088944,0.0239491,0.00581139,0.0046662,0.0157032,0.00499543,0.00616235,0.00614786,0.00375048,0.00312555,0.00262807,0.0131322,0.0157736,0.00765279,0.00857097,0.0213856,0.00987208,0,0,0,0,0,0,0,0.03936,0.0470829
1313,0.0122928,0.0213835,0,0,0,0,0,0,0.00585712,0.0154032,0.00574999,0.00516536,0,0,0.00981891,0,0.020457,0.00668138,0.0401519,0.00819765,0.0253426,0.00610326,0.00153184,0.00895364,0.00313626,0.00415944,0.00377256,0.0355828,0.00461201,0.00507012,0.00216258,0.0292885,0.00683211,0.0138339,0.00706295,0.0093797,0.0136019,0.0162906,0.00667079,0.00503018,0.0212454,0,0,0.0208607,0,0.0100528,0.00743217,0.0425821,0.00905573,0.0240197,0.00563188,0.00485343,0.0159082,0.00504,0.00654578,0.0060469,0.0036712,0.00307258,0.00262024,0.0137875,0.0158056,0.00773202,0.0087055,0.0218548,0.0102794,0,0,0,0,0,0,0,0.039292,0.0470135
1314,0.0125904,0.0217968,0,0,0,0,0,0,0.00563729,0.015305,0.00566032,0.0051528,0,0,0.0105273,0,0.0205049,0.0067623,0.0400668,0.0081208,0.0251188,0.0060742,0.00172886,0.00869901,0.00304923,0.00408067,0.00369244,0.0354201,0.00466034,0.005098,0.00218513,0.0293218,0.00685021,0.0142069,0.00713377,0.0094239,0.0140011,0.0162071,0.00657902,0.00474771,0.0213901,0,0,0.020881,0,0.0101344,0.00750808,0.0427343,0.00916662,0.0240927,0.00538605,0.00504365,0.0158941,0.00509274,0.00680983,0.00600245,0.003571,0.0029491,0.00259339,0.0143861,0.0156532,0.00786879,0.00871436,0.0220045,0.0103766,0,0,0,0,0,0,0,0.0391853,0.0469233
1315,0.0128183,0.0220837,0,0,0,0,0,0,0.00549685,0.015184,0.005633,0.00509704,0,0,0.0112645,0,0.0206042,0.00691472,0.0399737,0.00803112,0.0250705,0.00603562,0.00189168,0.00857758,0.00299329,0.00403187,0.00364418,0.0353223,0.0046712,0.00511864,0.00217951,0.0293221,0.00688221,0.0145965,0.00722643,0.00942079,0.0142243,0.016067,0.00651736,0.00469518,0.0214331,0,0,0.0210834,0,0.0102075,0.0074691,0.0428786,0.00925345,0.0241134,0.0053005,0.00510344,0.0158436,0.00509446,0.00697696,0.00604882,0.00351614,0.00283386,0.00258458,0.0149393,0.0155166,0.00799274,0.00860277,0.0220996,0.0104297,0,0,0,0,0,0,0,0.0391767,0.046858
1316,0.0130031,0.0222763,0,0,0,0,0,0,0.00539444,0.0150641,0.00564266,0.004993,0,0,0.0119813,0,0.0206888,0.00711776,0.0398887,0.00792496,0.025112,0.00597987,0.00199714,0.00849577,0.00295805,0.00397913,0.00362666,0.0352958,0.00468397,0.00514526,0.00216515,0.0293071,0.00688213,0.0149209,0.00730351,0.00936922,0.0144834,0.0159202,0.00666399,0.00476297,0.0214373,0,0,0.021654,0,0.0102836,0.00743751,0.0429967,0.00938635,0.0240851,0.00534892,0.00516311,0.0157522,0.00509793,0.00709196,0.0061333,0.0034272,0.0027237,0.00253212,0.0153191,0.0154626,0.00814911,0.00865738,0.0221385,0.010457,0,0,0,0,0,0,0,0.0391808,0.0467585
1317,0.0132859,0.0224972,0,0,0,0,0,0,0.0053412,0.0149768,0.00562821,0.00492736,0,0,0.0127372,0,0.020716,0.00727991,0.0398758,0.00782879,0.0251493,0.00590117,0.00209995,0.00847119,0.00293602,0.00392067,0.0036199,0.0353125,0.00471232,0.00517221,0.00215308,0.0293123,0.00689243,0.0152185,0.0073553,0.0093142,0.0147081,0.0158021,0.00677856,0.00483822,0.0214587,0,0,0.0221616,0,0.0103756,0.00745815,0.0430545,0.00957983,0.0241769,0.00536984,0.00523565,0.0156789,0.00513849,0.00721131,0.00617231,0.00327857,0.00263229,0.00248429,0.0155624,0.0155127,0.00834657,0.00872346,0.0222004,0.0105216,0,0,0,0,0,0,0,0.0391774,0.0466643
1318,0.0136619,0.0227588,0,0,0,0,0,0,0.00522338,0.0149255,0.00559926,0.00494977,0,0,0.0134712,0,0.0207017,0.00737965,0.0398833,0.00776264,0.0251517,0.0057873,0.00220544,0.00853203,0.0028977,0.00387067,0.00361069,0.0352765,0.00476181,0.00517135,0.00216199,0.0293462,0.00695339,0.0155178,0.00740111,0.00933715,0.0149028,0.0157009,0.00680259,0.00469768,0.0215336,0,0,0.0227486,0,0.0104735,0.00754357,0.0430805,0.00972239,0.0242554,0.00535965,0.00523918,0.015603,0.00530227,0.0073196,0.00618164,0.00312182,0.00250313,0.00243209,0.0157809,0.015674,0.00859142,0.0089687,0.0222376,0.0107002,0,0,0,0,0,0,0,0.0391607,0.0466214
1319,0.0140185,0.0229249,0,0,0,0,0,0,0.0051288,0.0148918,0.00554257,0.00504529,0,0,0.0142396,0,0.0206839,0.00746001,0.0398413,0.00772105,0.0251346,0.00575378,0.00231435,0.00864847,0.00284882,0.00380657,0.00358812,0.0351855,0.00480704,0.00518543,0.00219478,0.0293909,0.00703882,0.0157906,0.00745119,0.00939569,0.0150789,0.0156184,0.00681445,0.00454704,0.0215672,0,0,0.0234099,0,0.0105591,0.00755614,0.0431382,0.00982732,0.0242788,0.00533685,0.00525597,0.0154768,0.00560674,0.00737356,0.00622896,0.00297169,0.00236441,0.0023781,0.0160102,0.0159238,0.0088271,0.00918622,0.0221869,0.0108942,0,0,0,0,0,0,0,0.0391406,0.0466307
1320,0.0143588,0.0230083,0,0,0,0,0,0,0.00500497,0.0148795,0.00555039,0.00511733,0,0,0.0150467,0,0.0206798,0.00759019,0.0397605,0.00777888,0.0251063,0.00573255,0.00243572,0.00879424,0.00280206,0.00373176,0.00351344,0.0351113,0.00481368,0.00518999,0.00224102,0.0293958,0.00709048,0.0160736,0.00750027,0.00941044,0.0152913,0.0155489,0.00691185,0.00451277,0.0215336,0,0,0.0238804,0,0.0106666,0.00771646,0.0432406,0.0100471,0.0242646,0.00530852,0.00531718,0.0153945,0.0057197,0.00735436,0.00624412,0.00291019,0.00230507,0.00238147,0.0161479,0.016155,0.00901541,0.00940807,0.0220652,0.0111215,0,0,0,0,0,0,0,0.0390938,0.046535
1321,0.0146512,0.0229984,0,0,0,0,0,0,0.00491858,0.0148189,0.00557735,0.00509072,0,0,0.015775,0,0.0206771,0.00777032,0.0397004,0.00776195,0.0250856,0.00570118,0.00256054,0.00895558,0.00278587,0.00368682,0.00345412,0.0350735,0.004819,0.00520042,0.00227114,0.029385,0.00714529,0.016364,0.00755582,0.00940842,0.015442,0.0154689,0.0068892,0.00451921,0.0214154,0,0,0.0242043,0,0.0107835,0.00794866,0.0433129,0.0101864,0.0242227,0.00532808,0.00541695,0.0153341,0.00569516,0.00731745,0.00619219,0.00291086,0.00232372,0.00239024,0.0163348,0.0164104,0.00922665,0.00960447,0.0218671,0.0113364,0,0,0,0,0,0,0,0.0390435,0.0464496
1322,0.0148512,0.0228899,0,0,0,0,0,0,0.0049154,0.0147693,0.00560864,0.0050216,0,0,0.0165146,0,0.020661,0.00801007,0.0397034,0.00778214,0.0250852,0.00564155,0.00268605,0.00912938,0.00276321,0.00365535,0.00340857,0.035111,0.00483796,0.00521809,0.00228216,0.0293798,0.00717008,0.0166388,0.00759752,0.00941249,0.0155084,0.0153783,0.00685791,0.00451315,0.0211914,0,0,0.0245272,0,0.010958,0.00838074,0.0433068,0.0101758,0.0242281,0.00533465,0.0055225,0.0152886,0.00568869,0.007295,0.00612919,0.00292322,0.00233242,0.00237545,0.0164839,0.0166735,0.00947466,0.00975077,0.0216291,0.0114838,0,0,0,0,0,0,0,0.0390126,0.0463952
1323,0.0141271,0.0229124,0,0,0,0,0,0,0.00493077,0.0148043,0.0056745,0.00499457,0,0,0.0165857,0,0.0205315,0.00825987,0.0398123,0.0077912,0.0251231,0.00560052,0.00276556,0.00929641,0.00271612,0.00361004,0.00337209,0.0352198,0.00485537,0.00523487,0.00229179,0.0293746,0.0071947,0.0165885,0.00752412,0.00943904,0.0155167,0.0152104,0.00691153,0.00451771,0.0205849,0,0,0.0249662,0,0.0111856,0.00897946,0.043213,0.0101832,0.0245465,0.00548356,0.00551383,0.0154928,0.00575911,0.00737971,0.00624499,0.00293415,0.00230869,0.00233735,0.0165173,0.0170302,0.00938647,0.00991447,0.0218434,0.0108615,0,0,0,0,0,0,0,0.0390515,0.0463427
1324,0.0142822,0.022752,0,0,0,0,0,0,0.00486881,0.01463,0.00589784,0.00495682,0,0,0.0173799,0,0.0205145,0.00854625,0.039869,0.0077548,0.0251774,0.00557129,0.00293027,0.00951621,0.00265598,0.00355139,0.00334906,0.0352795,0.00488064,0.00527117,0.00232896,0.0293823,0.0072481,0.0168415,0.0076094,0.00935424,0.0155997,0.0149777,0.00694301,0.004484,0.0200877,0,0,0.025186,0,0.0113043,0.00935624,0.0431193,0.0102774,0.0248234,0.00558571,0.00558356,0.0155427,0.00584102,0.00746665,0.00631886,0.00295358,0.00228925,0.00229176,0.0165968,0.0174026,0.0095015,0.00999516,0.0216015,0.0109899,0,0,0,0,0,0,0,0.0390782,0.0463692
1325,0.0144227,0.0225111,0,0,0,0,0,0,0.0048068,0.0144151,0.00596943,0.00491572,0,0,0.0181553,0,0.02052,0.00882185,0.0398462,0.0077554,0.0252332,0.00558776,0.00312309,0.00970336,0.00262219,0.00348377,0.00333642,0.035294,0.00491068,0.00531412,0.00236038,0.0293819,0.00729692,0.0170774,0.00773577,0.00916621,0.0157771,0.0147151,0.00691168,0.00442882,0.0195224,0,0,0.0252069,0,0.0113728,0.00939922,0.0430994,0.0103244,0.0249544,0.00553266,0.00569783,0.0156066,0.00590123,0.00753021,0.00635231,0.00296283,0.00225622,0.00225147,0.0167762,0.017765,0.00964067,0.00965407,0.0212373,0.0111015,0,0,0,0,0,0,0,0.0391086,0.0465267
1326,0.0146889,0.0223507,0,0,0,0,0,0,0.0047885,0.0142159,0.0060395,0.00486549,0,0,0.0188654,0,0.0205415,0.00902907,0.0398194,0.00776139,0.0252816,0.00564894,0.003269,0.00990684,0.00260029,0.00343984,0.00332633,0.0352927,0.00493991,0.00536642,0.00239222,0.0293797,0.00733044,0.0173454,0.0078831,0.00929534,0.0158967,0.0144699,0.00691682,0.00441499,0.0190543,0,0,0.025255,0,0.0114192,0.00921588,0.0431549,0.0103479,0.0250272,0.00536169,0.00578607,0.0157215,0.00595237,0.0075357,0.00635652,0.00288266,0.00224096,0.00222371,0.0168369,0.0181304,0.00978161,0.00911288,0.0208913,0.0113093,0,0,0,0,0,0,0,0.0391192,0.046607
1327,0.0150612,0.0222571,0,0,0,0,0,0,0.00481258,0.014061,0.00612304,0.00483361,0,0,0.0195953,0,0.0205932,0.00918773,0.0397905,0.00778003,0.0253115,0.00573963,0.00336499,0.0102189,0.0025603,0.00337998,0.00329843,0.0352758,0.00496764,0.00543007,0.00245329,0.0293814,0.00734608,0.0176224,0.00804237,0.00940885,0.0158926,0.0142263,0.00699329,0.00447858,0.0186875,0,0,0.0254491,0,0.011491,0.0091748,0.0432338,0.0104693,0.0250881,0.00529108,0.00585782,0.0159339,0.00589413,0.00753439,0.00636593,0.00284996,0.00227608,0.00226531,0.0166614,0.0184649,0.00987141,0.0090133,0.0205996,0.0116153,0,0,0,0,0,0,0,0.0391112,0.0464365
1328,0.0154629,0.0221386,0,0,0,0,0,0,0.00485489,0.0138708,0.00621559,0.00482176,0,0,0.0203247,0,0.0206183,0.00936335,0.0397421,0.00778806,0.0253532,0.00584545,0.00343887,0.0105038,0.00248353,0.0033323,0.00329456,0.03527,0.0049863,0.00548099,0.00250266,0.0293863,0.00736406,0.0178891,0.00818418,0.00945342,0.0161006,0.0139488,0.00702693,0.00452519,0.018305,0,0,0.0257564,0,0.0115692,0.00932998,0.0433039,0.0106078,0.0251351,0.00542257,0.00587468,0.016192,0.00572458,0.00761834,0.00650664,0.00286055,0.00228729,0.0022978,0.016753,0.0188188,0.00997132,0.00905811,0.0202625,0.0119193,0,0,0,0,0,0,0,0.0391296,0.046318
1329,0.0158632,0.0219414,0,0,0,0,0,0,0.00488859,0.0136783,0.00652538,0.00479171,0,0,0.0209662,0,0.0206363,0.00960345,0.0396629,0.0077939,0.025397,0.00591381,0.0035368,0.0107266,0.0024315,0.00329459,0.00328941,0.0352498,0.00502175,0.00553153,0.00255535,0.0294062,0.00735922,0.0181223,0.00830581,0.00952061,0.0162311,0.0136861,0.00706274,0.00453108,0.0178534,0,0,0.0258995,0,0.011681,0.00974137,0.0433678,0.010688,0.0251337,0.00554601,0.00596629,0.0164968,0.00567219,0.00767136,0.00660753,0.00285422,0.00228903,0.00231382,0.0170724,0.0191637,0.0100352,0.00902278,0.0199005,0.012167,0,0,0,0,0,0,0,0.0391487,0.0462938
1330,0.0164253,0.0217261,0,0,0,0,0,0,0.00493476,0.0135667,0.00673451,0.00474444,0,0,0.0218256,0,0.0206451,0.00994441,0.039578,0.0077905,0.0254288,0.00595097,0.00366158,0.0109956,0.00242198,0.00327254,0.00330941,0.0352222,0.00520711,0.00559895,0.00257997,0.0294099,0.00736865,0.0184851,0.00840514,0.00947165,0.0163921,0.0134427,0.00709237,0.00451116,0.0175861,0,0,0.0261248,0,0.0117678,0.010094,0.043393,0.0108026,0.0250925,0.00554461,0.00610771,0.0167889,0.005687,0.00766286,0.00661525,0.00284252,0.00224913,0.0023478,0.0173756,0.0195063,0.0102154,0.00916692,0.0195006,0.0126196,0,0,0,0,0,0,0,0.0391426,0.0462987
1331,0.0169173,0.0215168,0,0,0,0,0,0,0.00496789,0.0134235,0.00664089,0.00465407,0,0,0.0225756,0,0.020652,0.0103085,0.0395908,0.00778327,0.0254659,0.00598369,0.00376588,0.01123,0.00242805,0.00327601,0.00333654,0.0352358,0.00534203,0.00567055,0.002596,0.029425,0.00742613,0.0187748,0.00852018,0.00941637,0.0165779,0.0132011,0.00710105,0.0044033,0.0172761,0,0,0.026442,0,0.0118511,0.0103022,0.0433805,0.0110713,0.0252127,0.00545397,0.00612469,0.017185,0.00573826,0.0076559,0.00664044,0.00281111,0.00213144,0.00239446,0.0175527,0.0197554,0.0103549,0.0092884,0.0191538,0.0130431,0,0,0,0,0,0,0,0.0391264,0.0462635
1332,0.0173868,0.0212541,0,0,0,0,0,0,0.00503104,0.0132169,0.0065938,0.00455641,0,0,0.0232606,0,0.0207183,0.0106299,0.039603,0.00776594,0.0254959,0.00603803,0.00389554,0.0115304,0.0024102,0.00327253,0.00336024,0.0352407,0.00541443,0.00574331,0.00261825,0.0294408,0.00738806,0.0190055,0.00866691,0.00928204,0.0167882,0.0129352,0.00713828,0.00426693,0.0169528,0,0,0.0268096,0,0.0119244,0.0104699,0.0434043,0.0113052,0.0253289,0.00551218,0.00616224,0.0175843,0.00575938,0.00772775,0.00668347,0.00275598,0.00204896,0.00245912,0.0177306,0.020132,0.010547,0.00932468,0.0187642,0.0134587,0,0,0,0,0,0,0,0.0391002,0.0462214
1333,0.0179176,0.0209493,0,0,0,0,0,0,0.00513502,0.0130806,0.00658234,0.00447868,0,0,0.0239702,0,0.0207539,0.0108795,0.0395763,0.00776339,0.0255187,0.00606799,0.00402479,0.0118816,0.00239719,0.00328582,0.00339804,0.0352196,0.0054609,0.00582144,0.00266073,0.029453,0.00732043,0.0192115,0.00877905,0.00934111,0.0168903,0.0127069,0.00722899,0.00415408,0.0166241,0,0,0.02703,0,0.0119997,0.0106124,0.04345,0.0114359,0.0253821,0.00568725,0.00627502,0.0180455,0.00577062,0.00799817,0.00667788,0.00267685,0.00203702,0.00251979,0.0179737,0.0205652,0.0106764,0.0094032,0.0183346,0.0139145,0,0,0,0,0,0,0,0.039087,0.0462074
1334,0.0184705,0.0206418,0,0,0,0,0,0,0.00511146,0.012891,0.00664638,0.00442891,0,0,0.0245577,0,0.0207822,0.011019,0.0395334,0.00776375,0.0255311,0.00612063,0.00415915,0.0121483,0.00239074,0.0033124,0.00342663,0.0351887,0.00551768,0.00590271,0.00267888,0.0294785,0.00738256,0.0193019,0.00888391,0.00959822,0.0167389,0.0125113,0.00728821,0.0040741,0.0162489,0,0,0.0270759,0,0.0120795,0.0107042,0.0434999,0.0113457,0.0254105,0.00584114,0.00646029,0.0185771,0.00574867,0.00838895,0.00665835,0.00266314,0.00212642,0.00255194,0.0182339,0.0210886,0.0106916,0.00949764,0.0178818,0.0144097,0,0,0,0,0,0,0,0.0391269,0.0462162
1335,0.0190895,0.0203098,0,0,0,0,0,0,0.00508451,0.0127244,0.00673464,0.00435953,0,0,0.025235,0,0.0208357,0.0111356,0.0394905,0.00780786,0.0255373,0.00615505,0.00428858,0.0124864,0.00236661,0.00329943,0.00342455,0.0351701,0.00557383,0.00597363,0.00272732,0.0295034,0.00750224,0.0194245,0.00897081,0.00964458,0.0168458,0.0122796,0.00733194,0.00395016,0.0160543,0,0,0.0272482,0,0.0121223,0.0107267,0.0435219,0.0113234,0.0254433,0.00606264,0.0065775,0.0191009,0.00573026,0.00836027,0.00663962,0.00272455,0.00217055,0.00257795,0.0185211,0.0217144,0.0108539,0.00950904,0.0173572,0.0149281,0,0,0,0,0,0,0,0.0391561,0.0462317
1336,0.0195962,0.019114,0,0,0,0,0,0,0.0050021,0.0127026,0.00683453,0.00434491,0,0,0.0259611,0,0.020775,0.0113189,0.0394928,0.00787453,0.0254934,0.00612646,0.00416595,0.013055,0.00234443,0.0032756,0.00343694,0.0351799,0.00561178,0.00599158,0.00274659,0.0295294,0.00760938,0.0193593,0.00886181,0.00929502,0.0171174,0.0122315,0.00736643,0.00392302,0.0156947,0,0,0.0265221,0,0.0121927,0.0108143,0.0434859,0.0113477,0.0254139,0.00637614,0.00639853,0.0196486,0.00571385,0.00812562,0.00662032,0.0027838,0.0021719,0.00260587,0.0187479,0.0214673,0.0121847,0.00994121,0.0159428,0.0155766,0,0,0,0,0,0,0,0.0391686,0.0462429
