Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,LFIN
1704,0,0,0,0,0.0210977,0.00881498,0,0,0,0.0216071,0.0112749,0.0133021,0.0242073,0,0,0.0269604,0,0.010743,0.0299548,0.0143497,0.0159995,0.0242716,0.0337144,0.0105981,0.00864693,0.00934424,0.00317936,0.023336,0.00874444,0.00516201,0.00543034,0.0367822,0.0233528,0.0165651,0.0145104,0.0081343,0.0154497,0.00680253,0.0233419,0.028801,0.0204091,0,0,0.0162084,0,0.0114427,0.00932915,0.0413467,0.024238,0.021932,0.0391568,0.0287772,0.00675628,0.00723281,0.0111589,0.0114452,0.00972161,0.0259324,0.0561969,0.0189821,0.0285713,0.0247538,0.00580615,0.00550679,0.00561401,0.00793767,0.0194107,0,0,0,0.0247557
1705,0,0,0,0,0.0213265,0.00900884,0,0,0,0.0213037,0.0110207,0.0134662,0.0243283,0,0,0.026854,0,0.0104455,0.0300226,0.0145435,0.0160126,0.0244941,0.034005,0.0106164,0.00875084,0.00925474,0.00326632,0.0234312,0.00885747,0.0051644,0.00536545,0.0367376,0.0229356,0.016401,0.014643,0.00800408,0.0156451,0.00680936,0.0233582,0.0288966,0.0204912,0,0,0.0163996,0,0.0114045,0.00955386,0.0414018,0.0242643,0.0219205,0.0391299,0.0289952,0.00700788,0.00729783,0.0111594,0.0113956,0.00972502,0.0259505,0.0562393,0.0190724,0.0286421,0.0252827,0.00603015,0.00558024,0.00564282,0.00780781,0.0194753,0,0,0,0.02531
1706,0,0,0,0,0.0215002,0.00923344,0,0,0,0.0212453,0.0107473,0.0135666,0.0244109,0,0,0.026682,0,0.0101904,0.0300442,0.0146383,0.0160545,0.0245264,0.0341731,0.01065,0.00893749,0.00850567,0.00330395,0.0234426,0.00882499,0.00514281,0.0053079,0.0367137,0.0228495,0.0162286,0.0147997,0.00791057,0.0157789,0.00682134,0.023419,0.0289364,0.020496,0,0,0.0166051,0,0.0113865,0.00966366,0.0414698,0.0244023,0.0218977,0.0392076,0.0291327,0.00733694,0.00730785,0.0111128,0.0113899,0.0097357,0.0260696,0.0562568,0.01893,0.0287956,0.0256723,0.00631653,0.0056149,0.00557726,0.00772472,0.0194645,0,0,0,0.0259155
1707,0,0,0,0,0.0197562,0.0104273,0,0,0,0.0212727,0.0106866,0.0135369,0.0244834,0,0,0.0259607,0,0.00932771,0.0300641,0.0145865,0.0160917,0.024424,0.0341555,0.0107753,0.00903289,0.00830186,0.00330656,0.0234413,0.00872052,0.0050717,0.00523994,0.0366631,0.0228677,0.0153365,0.0149984,0.00760389,0.0161301,0.00761349,0.0237581,0.029023,0.0179486,0,0,0.0160673,0,0.0111709,0.00767054,0.0415216,0.0241612,0.0220176,0.0398158,0.029033,0.0125114,0.0072274,0.0110692,0.0116418,0.0098782,0.026379,0.0561448,0.0187633,0.0290932,0.0259441,0.00675973,0.00396781,0.00469546,0.00865933,0.0169777,0,0,0,0.0266272
1708,0,0,0,0,0.0198885,0.010683,0,0,0,0.0211653,0.0103636,0.0135005,0.0245044,0,0,0.0257178,0,0.00920711,0.0300751,0.0146025,0.0161292,0.024357,0.0341338,0.0109054,0.00907364,0.0084588,0.00331499,0.0233937,0.00868118,0.00503893,0.00524363,0.0366657,0.0227503,0.0151913,0.0151956,0.00764617,0.016251,0.0076131,0.0238911,0.0290616,0.0179869,0,0,0.0162453,0,0.0112041,0.00774891,0.0415467,0.0242172,0.022053,0.0400232,0.0289622,0.0127056,0.00721768,0.0110372,0.0117039,0.00990355,0.0265707,0.0561507,0.0187538,0.0292998,0.0260876,0.00708995,0.00408779,0.0047939,0.00868169,0.0169584,0,0,0,0.0272275
1709,0,0,0,0,0.0200762,0.0108704,0,0,0,0.0210258,0.0100903,0.0134844,0.024528,0,0,0.025544,0,0.00920093,0.0301044,0.0146395,0.0161601,0.0243396,0.0341131,0.0110862,0.00909211,0.00840069,0.00334075,0.0233608,0.00865751,0.00500427,0.00523571,0.0366465,0.0225895,0.0151326,0.015406,0.00770263,0.0163124,0.00761601,0.023965,0.0290989,0.0181115,0,0,0.016397,0,0.0112367,0.00786814,0.0415427,0.0242324,0.0221062,0.0400811,0.0289067,0.0129266,0.00723807,0.0110334,0.0116991,0.00993564,0.0266782,0.0561874,0.0188105,0.0294289,0.0261657,0.00734501,0.00418779,0.00498344,0.00866157,0.0170399,0,0,0,0.0278
1710,0,0,0,0,0.0202204,0.011021,0,0,0,0.0208408,0.0098588,0.0134935,0.0245735,0,0,0.0254319,0,0.00919436,0.0301137,0.0146837,0.0161952,0.0243423,0.0341211,0.0112708,0.00907704,0.00849065,0.00337567,0.0233291,0.00865447,0.00501081,0.00523302,0.0366326,0.0223442,0.0150719,0.0156151,0.00775787,0.016362,0.00762469,0.0239988,0.0291222,0.0182045,0,0,0.0165754,0,0.0112615,0.00800784,0.0415225,0.0242916,0.0222178,0.0400348,0.0289121,0.0129513,0.00727795,0.011024,0.0116108,0.0100022,0.0267084,0.0562561,0.0188819,0.0295009,0.0262517,0.00755691,0.00419329,0.0049514,0.0086317,0.0170902,0,0,0,0.0283892
1711,0,0,0,0,0.020331,0.0111327,0,0,0,0.0206662,0.00965073,0.0135073,0.0246121,0,0,0.0253264,0,0.00919777,0.0301075,0.0147435,0.0162308,0.0243186,0.0341179,0.0114397,0.00903077,0.00851735,0.00337656,0.0233017,0.00859132,0.00501443,0.00524,0.036625,0.0220863,0.0150535,0.0158029,0.00783432,0.0164364,0.00761279,0.0240363,0.0291747,0.0182786,0,0,0.0167339,0,0.0112751,0.00811923,0.0415137,0.0244303,0.02229,0.0399522,0.0289185,0.0128777,0.00731995,0.0110317,0.011521,0.00999753,0.0267151,0.0563064,0.0189307,0.0295468,0.0263907,0.00771974,0.00416769,0.0047389,0.00862599,0.0171029,0,0,0,0.0289733
1712,0,0,0,0,0.0204338,0.0112058,0,0,0,0.0205059,0.00945638,0.0134975,0.0246261,0,0,0.0252417,0,0.00922934,0.0300891,0.0147853,0.016287,0.0243046,0.0340741,0.0116137,0.00902014,0.00847584,0.00337152,0.0232961,0.00842967,0.00501575,0.00524968,0.0366321,0.0218313,0.0150819,0.0159728,0.00795595,0.0165017,0.00757645,0.0241132,0.0292288,0.0183451,0,0,0.0168693,0,0.0112908,0.00815456,0.0415306,0.0245707,0.0223227,0.039873,0.0288631,0.0130363,0.00727059,0.0110665,0.0115893,0.00993532,0.0267797,0.056328,0.0190461,0.0296492,0.0265758,0.0078575,0.00422504,0.00467597,0.00864974,0.0171442,0,0,0,0.0295531
1713,0,0,0,0,0.0205129,0.0112399,0,0,0,0.0203409,0.00931416,0.0135031,0.0246221,0,0,0.0251666,0,0.00928107,0.0300699,0.0148104,0.0163205,0.0242893,0.034027,0.0118068,0.00902062,0.00843719,0.00336248,0.0232471,0.00849299,0.00503981,0.00524794,0.0366499,0.0216598,0.0151267,0.0161543,0.00807146,0.0165024,0.0075148,0.0242546,0.029276,0.0183747,0,0,0.0169738,0,0.0112954,0.00816986,0.041558,0.0247217,0.022312,0.0400873,0.0287978,0.0131883,0.00715317,0.0111099,0.0117469,0.00994226,0.0269174,0.0563488,0.0192465,0.0298229,0.026728,0.00798048,0.00434438,0.00478759,0.0086794,0.017181,0,0,0,0.0301069
1714,0,0,0,0,0.0205258,0.0112393,0,0,0,0.0202195,0.0092402,0.0135348,0.0246446,0,0,0.0250904,0,0.00934103,0.0300517,0.0148537,0.0163441,0.0243104,0.0340316,0.0119865,0.00899728,0.00835588,0.00339349,0.023219,0.00858487,0.00506999,0.00523798,0.0366554,0.021531,0.0151597,0.0163336,0.00813556,0.0164786,0.00744217,0.0243885,0.0292861,0.0183719,0,0,0.0171085,0,0.0112887,0.00812505,0.0415757,0.0248148,0.0223449,0.0402471,0.0288224,0.0133371,0.00711507,0.0110988,0.0118646,0.00998122,0.027053,0.0563869,0.0193902,0.0299719,0.0267812,0.00811595,0.00431017,0.00496953,0.0086874,0.0171646,0,0,0,0.030618
1715,0,0,0,0,0.0204762,0.0111975,0,0,0,0.0201902,0.009188,0.0135731,0.0246868,0,0,0.0250287,0,0.0094338,0.0300477,0.0149141,0.0163871,0.0243327,0.0340831,0.0121023,0.00900228,0.00816235,0.00340644,0.0232189,0.00864524,0.0050958,0.00522547,0.0366679,0.0214593,0.015198,0.0164682,0.00818005,0.0164933,0.00736052,0.0244266,0.0292775,0.0183245,0,0,0.0172176,0,0.0112859,0.00800857,0.0415851,0.0248036,0.0224285,0.0401987,0.0289182,0.0134585,0.00711444,0.011119,0.0119112,0.00999682,0.0271087,0.0564345,0.0194193,0.0300517,0.0268519,0.00820956,0.00422067,0.00491681,0.00866401,0.0170933,0,0,0,0.0310854
1716,0,0,0,0,0.0203748,0.0111426,0,0,0,0.0202102,0.00914155,0.0136281,0.0247463,0,0,0.0249863,0,0.00953917,0.0300403,0.0149926,0.0164364,0.0243615,0.0341613,0.0121684,0.00905999,0.00788642,0.00340232,0.0232388,0.0086789,0.00508603,0.00519184,0.0366877,0.0214492,0.0152461,0.0165713,0.00820799,0.0165144,0.0072599,0.0244408,0.0293264,0.0182256,0,0,0.0172923,0,0.0112983,0.00784025,0.0416014,0.0247745,0.0224786,0.0402512,0.0290284,0.0135257,0.00711303,0.0111592,0.0119438,0.010005,0.0271578,0.0564623,0.0193519,0.0301143,0.0269519,0.00825236,0.00415515,0.00476409,0.00862218,0.01698,0,0,0,0.0315069
1717,0,0,0,0,0.0202416,0.0110753,0,0,0,0.0202519,0.00912386,0.0137021,0.0248004,0,0,0.0249873,0,0.00965156,0.0300452,0.0150986,0.0165095,0.0244436,0.0342695,0.012238,0.0091509,0.0077618,0.00341884,0.0232865,0.00873565,0.00510274,0.00519537,0.0367038,0.0214672,0.015284,0.0166776,0.008217,0.016519,0.00714271,0.0244954,0.0294372,0.0180871,0,0,0.0173687,0,0.0113604,0.00772088,0.0416287,0.0249388,0.0224897,0.0403708,0.0291244,0.0135303,0.007086,0.0112053,0.0119813,0.0100434,0.0272419,0.0564932,0.0193264,0.030221,0.0270369,0.00830096,0.00413258,0.0048169,0.00858848,0.0168608,0,0,0,0.0318544
1718,0,0,0,0,0.0200374,0.0109798,0,0,0,0.0202472,0.009115,0.0137702,0.0248487,0,0,0.0250002,0,0.0097459,0.0300326,0.015228,0.01655,0.0244999,0.0343906,0.0123028,0.00914492,0.00771442,0.00343752,0.0232979,0.0087914,0.00522357,0.00522823,0.0367445,0.0214363,0.015309,0.0167543,0.00820935,0.0165178,0.00700367,0.0245933,0.029534,0.0178732,0,0,0.0174502,0,0.0114381,0.00765412,0.0416565,0.0251064,0.0224929,0.0404508,0.0291993,0.0136917,0.00706059,0.0112343,0.012108,0.0101032,0.027343,0.0565259,0.0195585,0.0303431,0.0271158,0.00833667,0.0041597,0.00507295,0.00850615,0.0166768,0,0,0,0.0321151
1719,0,0,0,0,0.0197901,0.0108347,0,0,0,0.0202951,0.00910447,0.0138257,0.0249464,0,0,0.0250214,0,0.00982866,0.0300696,0.0153312,0.016563,0.0245865,0.0345224,0.0123577,0.00919865,0.007653,0.00342362,0.0233851,0.00881041,0.0052316,0.00519924,0.0367241,0.0214397,0.015375,0.0167885,0.00818249,0.0164931,0.00689062,0.0246825,0.0296404,0.0175995,0,0,0.0175251,0,0.0115321,0.00761316,0.0417078,0.0252625,0.0224924,0.0404189,0.0293588,0.0138965,0.00702331,0.011231,0.012269,0.010156,0.0274468,0.0565324,0.0197446,0.030467,0.0272039,0.00832114,0.00426165,0.00525426,0.00839083,0.0164564,0,0,0,0.0322886
1720,0,0,0,0,0.0194802,0.0106689,0,0,0,0.0203227,0.00912695,0.0138904,0.0249704,0,0,0.0250402,0,0.00989113,0.0301066,0.0154823,0.0165193,0.024621,0.0346186,0.0124049,0.00926432,0.00758585,0.00336722,0.0233963,0.00886523,0.00524249,0.00521856,0.036767,0.0214226,0.0154791,0.0168278,0.00812991,0.0164651,0.00677103,0.0247426,0.029728,0.017267,0,0,0.0176483,0,0.0116158,0.00748828,0.0417272,0.0253978,0.0224945,0.0403763,0.0295388,0.0142622,0.00704169,0.0112462,0.0123508,0.0101747,0.0275,0.0565815,0.0197958,0.0305218,0.0272613,0.00832898,0.00437696,0.0053812,0.00825966,0.0161695,0,0,0,0.0323913
1721,0,0,0,0,0.0190975,0.010514,0,0,0,0.0202944,0.00913726,0.0139482,0.0249708,0,0,0.025056,0,0.00997106,0.0301005,0.0156307,0.0164657,0.0246522,0.0348663,0.0124285,0.00933425,0.00757008,0.00331638,0.0233467,0.0089507,0.00526335,0.00525254,0.0368127,0.0213487,0.0155713,0.0168229,0.00805413,0.0163868,0.00667363,0.0247898,0.0298004,0.0168594,0,0,0.0178039,0,0.0116941,0.00732141,0.0417311,0.0255825,0.0225247,0.0403692,0.0297071,0.0148057,0.00709524,0.0112609,0.0124061,0.0101992,0.0275529,0.0566355,0.0196362,0.0305621,0.0272918,0.00838729,0.00447263,0.00540022,0.00812296,0.0158107,0,0,0,0.0323931
1722,0,0,0,0,0.0186388,0.0103675,0,0,0,0.0203183,0.00913694,0.0140585,0.0249703,0,0,0.0250745,0,0.0100926,0.0300237,0.0158253,0.0164554,0.0247631,0.0350208,0.0124656,0.00926589,0.00778993,0.0033789,0.023419,0.00910325,0.00531419,0.0053003,0.0368318,0.0213135,0.0156211,0.0167933,0.00795476,0.0162812,0.00663494,0.0248069,0.0298201,0.0163757,0,0,0.0179405,0,0.0117956,0.00715243,0.0417146,0.0257233,0.0225807,0.0403405,0.0298049,0.0152756,0.00717539,0.0112489,0.012455,0.0101909,0.0275823,0.056702,0.0196134,0.0305977,0.0272038,0.00848653,0.00448267,0.00534601,0.00796487,0.0153991,0,0,0,0.0323096
1723,0,0,0,0,0.018101,0.0102477,0,0,0,0.0204145,0.00915607,0.0141382,0.0249452,0,0,0.0251272,0,0.0102456,0.0299803,0.0159951,0.0164438,0.0248603,0.0350764,0.0125515,0.00911651,0.00832515,0.00343269,0.0234829,0.00919483,0.00533459,0.005354,0.0368521,0.0213599,0.0157019,0.0167655,0.00782702,0.0161892,0.00661945,0.0247889,0.0298192,0.0158176,0,0,0.0180843,0,0.0118784,0.00689101,0.0416622,0.025791,0.0226708,0.0401815,0.0298458,0.0159342,0.00705501,0.0112554,0.0124804,0.0101541,0.0275571,0.056791,0.0196872,0.0305791,0.0270834,0.00863491,0.00443692,0.00538556,0.00778692,0.0149155,0,0,0,0.032147
1724,0,0,0,0,0.017471,0.0101756,0,0,0,0.020698,0.00922926,0.0141788,0.0248978,0,0,0.0252591,0,0.0103957,0.0300109,0.0160977,0.0164499,0.0248266,0.0350948,0.0127266,0.00890136,0.0084915,0.00341106,0.0234944,0.00920034,0.00529862,0.00537485,0.0368774,0.021662,0.0159429,0.0168016,0.00765421,0.0160944,0.00661832,0.0247342,0.0298041,0.0151424,0,0,0.0182663,0,0.0119648,0.00651441,0.0416496,0.0258903,0.0227167,0.0399704,0.0298724,0.016821,0.00652824,0.0112769,0.0125045,0.0101161,0.0275411,0.0568617,0.0197561,0.0305537,0.0270544,0.0088521,0.004368,0.00528227,0.0076607,0.0143256,0,0,0,0.0319553
1725,0,0,0,0,0.0167769,0.0101835,0,0,0,0.0211118,0.00939661,0.0142152,0.0248682,0,0,0.0254367,0,0.0105824,0.0300872,0.0161806,0.0164798,0.0247513,0.0351257,0.0129916,0.00850828,0.0082597,0.00336521,0.023462,0.00921301,0.00534703,0.00538479,0.036908,0.0220741,0.0162525,0.0169249,0.00745499,0.015949,0.00662279,0.0247056,0.029778,0.0143626,0,0,0.0184649,0,0.0120464,0.0061082,0.041635,0.0260726,0.0227118,0.0398838,0.0298973,0.0178836,0.00622459,0.011215,0.0125714,0.0100895,0.0275823,0.0569088,0.019834,0.0305635,0.0270008,0.0091388,0.00432433,0.00510727,0.00760689,0.0136239,0,0,0,0.0317136
1726,0,0,0,0,0.0159939,0.0102613,0,0,0,0.0213662,0.00954148,0.0142289,0.0248865,0,0,0.0257028,0,0.0109881,0.0301164,0.0162497,0.0164772,0.0247492,0.0352208,0.013368,0.00813839,0.00811242,0.00331634,0.023455,0.00923655,0.00538771,0.0053914,0.0369318,0.0222481,0.0166458,0.0169431,0.0073529,0.015779,0.00667126,0.0246278,0.0297885,0.0135065,0,0,0.0186156,0,0.0121466,0.00581696,0.0415879,0.0262958,0.022727,0.0396805,0.0299246,0.019132,0.00614127,0.0111258,0.0125761,0.010052,0.0275341,0.0569599,0.019883,0.030482,0.0268521,0.00937545,0.00414441,0.00513439,0.00760373,0.0128546,0,0,0,0.031284
1727,0,0,0,0,0.0150825,0.0103989,0,0,0,0.021583,0.00968902,0.0142002,0.0248972,0,0,0.0261893,0,0.0116744,0.0301004,0.0163002,0.0164829,0.0247144,0.0353206,0.0139568,0.00814677,0.00812138,0.00323641,0.0234674,0.00923878,0.00539795,0.00541585,0.0369523,0.0224886,0.0172845,0.016874,0.00741804,0.0156091,0.0067383,0.024527,0.0298127,0.0125908,0,0,0.0186801,0,0.0122729,0.00545655,0.0415424,0.0265702,0.0227397,0.0394741,0.0299423,0.020698,0.00608747,0.0110038,0.0125744,0.0100056,0.027472,0.0570173,0.0199012,0.0304006,0.0267494,0.00964468,0.00400945,0.00504334,0.00773783,0.0119534,0,0,0,0.0306463
1728,0,0,0,0,0.0146018,0.0100276,0,0,0,0.0218677,0.00954929,0.0142531,0.0249877,0,0,0.0252276,0,0.0107885,0.0300873,0.0163022,0.0165091,0.0247668,0.035498,0.0124426,0.0090508,0.00803794,0.00321495,0.0234926,0.00927631,0.0054234,0.00544662,0.0369662,0.0228599,0.0159151,0.0167528,0.00720541,0.0157944,0.00669189,0.0246098,0.02994,0.0121811,0,0,0.0184163,0,0.0124481,0.00531622,0.0415913,0.026296,0.0227749,0.0395615,0.030034,0.0208567,0.00590285,0.0110036,0.0127019,0.0101066,0.0274821,0.0569565,0.0198524,0.030436,0.0268033,0.00942335,0.00388377,0.00485459,0.00745023,0.0117198,0,0,0,0.0310266
1729,0,0,0,0,0.0141821,0.0095884,0,0,0,0.0220652,0.0094529,0.0143124,0.024985,0,0,0.0245013,0,0.010128,0.0300734,0.016328,0.0165277,0.0247681,0.0355776,0.0112617,0.00949216,0.00782802,0.0031732,0.0234482,0.00931632,0.0054349,0.00550956,0.0370253,0.0230941,0.0148947,0.0166202,0.00717338,0.0158739,0.0066593,0.0246367,0.0299977,0.011818,0,0,0.0183059,0,0.0126327,0.00521695,0.041686,0.025955,0.022866,0.0394213,0.0299976,0.0208243,0.00580951,0.0112301,0.0127018,0.0101624,0.027374,0.0569404,0.0198108,0.0303335,0.0266011,0.00927918,0.00377551,0.00478261,0.00715015,0.0115443,0,0,0,0.0312715
1730,0,0,0,0,0.0139667,0.00902697,0,0,0,0.0223922,0.00944584,0.0143975,0.0250411,0,0,0.0238999,0,0.00960556,0.0301797,0.0163077,0.0165053,0.0248912,0.0357874,0.0102796,0.00965189,0.00786626,0.0031519,0.0235145,0.00941213,0.00536928,0.00553354,0.0370057,0.0234959,0.0141311,0.0165631,0.00718887,0.0159572,0.00664752,0.024555,0.0300708,0.011633,0,0,0.0182452,0,0.0127666,0.00511098,0.0418598,0.025659,0.0228564,0.0391409,0.0300937,0.0205005,0.00588592,0.0113702,0.0125954,0.0101721,0.0271956,0.0569257,0.0197413,0.0301691,0.0265094,0.00904522,0.00367538,0.00479541,0.00678221,0.0115849,0,0,0,0.0314644
1731,0,0,0,0,0.0139428,0.00820307,0,0,0,0.0224583,0.00950303,0.0144531,0.0250081,0,0,0.0233937,0,0.00918688,0.0301872,0.0163481,0.0165216,0.0250234,0.035853,0.00932971,0.00957888,0.00836299,0.0032229,0.0234107,0.00959545,0.00542025,0.00565081,0.0371104,0.0236051,0.0136842,0.0165713,0.00720723,0.0159419,0.00656831,0.0245089,0.030048,0.0117,0,0,0.0180281,0,0.0129045,0.00515829,0.0419404,0.0255035,0.0228356,0.0388637,0.0300161,0.0193718,0.00606985,0.0114166,0.0125534,0.0100912,0.0270648,0.0569401,0.0197128,0.0300562,0.0263754,0.00875163,0.0035697,0.0045778,0.00624989,0.0118746,0,0,0,0.0316032
1732,0,0,0,0,0.0138393,0.00746192,0,0,0,0.022522,0.00956295,0.014448,0.0249952,0,0,0.0229943,0,0.00889297,0.0301351,0.0163532,0.0164627,0.0251261,0.0359461,0.00863705,0.00950706,0.00876845,0.00325995,0.0232832,0.0097538,0.00550715,0.00574115,0.0372052,0.0236932,0.0133687,0.0165811,0.00719173,0.0158413,0.00644979,0.0244682,0.0300524,0.01169,0,0,0.0176617,0,0.0130468,0.00523832,0.0420177,0.0255664,0.0228152,0.0386654,0.0300265,0.0183569,0.00615279,0.011371,0.0124815,0.0100365,0.026969,0.0569304,0.0196689,0.0299682,0.0261462,0.0085305,0.00340821,0.00441139,0.00585132,0.0120692,0,0,0,0.0315901
1733,0,0,0,0,0.0137673,0.00669739,0,0,0,0.0225565,0.00962089,0.0143857,0.0250662,0,0,0.0226374,0,0.00871252,0.0300045,0.016265,0.0163451,0.0251788,0.03609,0.00806241,0.00946159,0.00897143,0.0032652,0.0231308,0.00982804,0.00557028,0.00581223,0.037278,0.0237733,0.0130461,0.0165656,0.00710894,0.0156029,0.00627659,0.0242444,0.0301204,0.0117218,0,0,0.0171306,0,0.0131663,0.00540574,0.0420321,0.0255978,0.0227443,0.038338,0.0301878,0.0172356,0.00595814,0.0112542,0.0122265,0.00999569,0.0267616,0.0568784,0.0195814,0.0297751,0.0257167,0.00827353,0.00325523,0.00433335,0.00552391,0.0123489,0,0,0,0.0315151
1734,0,0,0,0,0.0135122,0.00617623,0,0,0,0.0227639,0.00970357,0.0143066,0.0251084,0,0,0.0223075,0,0.00857041,0.0298893,0.0161416,0.0162854,0.0251686,0.0361976,0.00763318,0.00968894,0.00886642,0.0032161,0.023058,0.00978151,0.00559684,0.00584665,0.037295,0.0240032,0.0126983,0.0165529,0.00697447,0.0153708,0.00618643,0.0240282,0.0301338,0.0114988,0,0,0.0167396,0,0.0132733,0.00542263,0.0418548,0.0255052,0.022671,0.0380699,0.0303397,0.0167809,0.00588033,0.0111102,0.0120554,0.00998481,0.0265625,0.0568603,0.0195178,0.0295697,0.0252927,0.00807238,0.00317937,0.00419697,0.00544871,0.0123481,0,0,0,0.0314151
1735,0,0,0,0,0.0132357,0.00576229,0,0,0,0.0230169,0.00975795,0.0142472,0.0250838,0,0,0.0219788,0,0.00852474,0.0297747,0.0160751,0.01629,0.0251197,0.0361791,0.00723063,0.0101741,0.00873333,0.00315008,0.0229792,0.0097782,0.00561718,0.00587937,0.0373327,0.0242316,0.0123834,0.0165255,0.00683095,0.0151652,0.00611468,0.0239245,0.0300505,0.011251,0,0,0.0164816,0,0.0134131,0.00545093,0.0417504,0.0255256,0.0226016,0.0378197,0.0303296,0.0165742,0.0057343,0.011045,0.0120485,0.00989915,0.0264327,0.0569098,0.0194908,0.0294492,0.024977,0.00797759,0.00322755,0.00395517,0.00551217,0.0122748,0,0,0,0.0313211
1736,0,0,0,0,0.0129873,0.00538933,0,0,0,0.0231944,0.00978923,0.0141634,0.0250476,0,0,0.0215985,0,0.00846442,0.02967,0.0160038,0.0163009,0.0250913,0.0361445,0.00681214,0.0100123,0.0087251,0.0031064,0.022908,0.00980274,0.00565075,0.0059142,0.0373992,0.0244515,0.0121089,0.0165037,0.00669876,0.0149446,0.00601454,0.0238274,0.0299588,0.0110497,0,0,0.0161702,0,0.0135663,0.00554037,0.041697,0.025613,0.022532,0.0374281,0.0302992,0.0160394,0.00563419,0.0110045,0.0120431,0.00979533,0.0262972,0.0569449,0.0194654,0.0293141,0.0245911,0.00787052,0.00325347,0.00391392,0.00565861,0.0122128,0,0,0,0.0312806
1737,0,0,0,0,0.0125878,0.00511016,0,0,0,0.0232913,0.00983462,0.0141131,0.025018,0,0,0.021217,0,0.00835193,0.0295369,0.0159505,0.0163595,0.0251597,0.0361049,0.00641515,0.00972096,0.00871374,0.00315079,0.0229583,0.00986736,0.00571794,0.00598503,0.0374655,0.0246416,0.011818,0.016459,0.00659429,0.0147644,0.00594555,0.0235677,0.0298558,0.0106654,0,0,0.0159493,0,0.0137372,0.00558962,0.0416709,0.0256724,0.0224611,0.0367504,0.0302437,0.0156422,0.00557981,0.0109672,0.0118742,0.00957493,0.0260084,0.0570051,0.0194129,0.0290372,0.0241683,0.00781721,0.00329699,0.00381241,0.005841,0.0119833,0,0,0,0.0312238
1738,0,0,0,0,0.0122714,0.00479223,0,0,0,0.0233735,0.00990357,0.0141952,0.025045,0,0,0.0208471,0,0.00832714,0.0293826,0.0159933,0.0164885,0.0253764,0.0360074,0.00598956,0.00955086,0.00860174,0.00334712,0.0233152,0.0100589,0.00586373,0.00607868,0.0375073,0.0247461,0.0116039,0.0164092,0.00644325,0.0145703,0.00580932,0.0232386,0.029739,0.0103746,0,0,0.0157131,0,0.0138606,0.00571746,0.0416571,0.0256285,0.0223735,0.0357598,0.0301983,0.015202,0.00561081,0.0108841,0.0114861,0.00930435,0.025535,0.0570943,0.0193163,0.0285516,0.02373,0.00778885,0.00335245,0.00383319,0.00606864,0.0118257,0,0,0,0.0310822
1739,0,0,0,0,0.0120183,0.00453177,0,0,0,0.0235941,0.0100535,0.0141577,0.0251042,0,0,0.02045,0,0.00828148,0.0293574,0.0158528,0.0165029,0.0254091,0.0361364,0.0056426,0.00956699,0.00855685,0.00337357,0.0235377,0.0101154,0.00590236,0.00608598,0.037483,0.0250671,0.0114331,0.0163405,0.0061908,0.0143106,0.00570599,0.0230894,0.0297376,0.0100725,0,0,0.01539,0,0.0139171,0.00580981,0.0416602,0.0255097,0.022369,0.0354438,0.0303501,0.0145478,0.0057572,0.0106147,0.0112985,0.00931988,0.0252572,0.0570158,0.0191973,0.0282172,0.0232347,0.00764116,0.00339862,0.00383935,0.00631874,0.0116766,0,0,0,0.0307976
1740,0,0,0,0,0.0119625,0.00436886,0,0,0,0.0239542,0.0101769,0.0140319,0.0251906,0,0,0.0198989,0,0.00814812,0.0295055,0.0155577,0.0163902,0.0252897,0.0364961,0.0053571,0.00961224,0.00852694,0.00327885,0.0236696,0.00998047,0.00584478,0.00600485,0.0373887,0.0255639,0.0111393,0.0162585,0.00590598,0.0139904,0.00563824,0.0228652,0.0298634,0.0099795,0,0,0.0150237,0,0.0139263,0.00588896,0.0416565,0.0251988,0.0224639,0.035501,0.0306412,0.0138049,0.00605633,0.0102651,0.0111985,0.00956367,0.0250304,0.0567797,0.0189761,0.0279009,0.0225755,0.00738298,0.00351893,0.00401909,0.0066639,0.0116691,0,0,0,0.030567
