Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x71,x72,x73,x74,x75,IMUR_M
All Timesteps RMSE,0.0317061,0.0502684,0,0,0,0,0,0.0407532,0,0.0259032,0.0544289,0,0,0.0161496,0,0,0.0334014,0.0313477,0.0392226,0.024429,0.0498715,0.0265172,0.0358938,0.0212037,0.0372203,0.0214547,0.0435487,0.0471235,0.0376551,0.0349802,0.0263894,0.0439828,0.00801285,0.018362,0.050901,0,0.0159707,0.0599719,0.0165438,0,0,0.0119224,0,0,0.0343712,0.0527986,0.0499457,0.0312427,0.0305788,0.0306372,0.0213623,0.040588,0.0331708,0.0614108,0.0639802,0.0621297,0.0630728,0.0662184,0.0373975,0.0344101,0.0182159,0.0200411,0.0431905,0.0156202,0,0,0,0,0,0,0,0,0,0,0
0,0.0357207,0.0514306,0,0,0,0,0,0.0277905,0,0.0225826,0.0529021,0,0,0.0145429,0,0,0.0329963,0.0369382,0.0420382,0.0233165,0.055546,0.027958,0.0356221,0.0177035,0.0399856,0.0261476,0.0486428,0.0515051,0.0416374,0.0376028,0.0338072,0.0445971,0.00772077,0.0184253,0.0627773,0,0.0155715,0.0647083,0.016345,0,0,0.0128898,0,0,0.0319899,0.0494167,0.046667,0.0303296,0.0182592,0.0299653,0.019977,0.0378253,0.026644,0.057846,0.0628799,0.0623985,0.0627227,0.0628537,0.0236,0.0353205,0.018152,0.0185356,0.0442807,0.0164942,0,0,0,0,0,0,0,0,0,0,0
1,0.0355255,0.0515187,0,0,0,0,0,0.0310792,0,0.0219941,0.0530536,0,0,0.014744,0,0,0.0329891,0.0368869,0.0419169,0.0234581,0.0542398,0.028062,0.0357019,0.0190276,0.0390037,0.0271167,0.0478635,0.0517201,0.0407929,0.0375611,0.0280324,0.0447297,0.00778548,0.0183718,0.0630792,0,0.0155209,0.0643879,0.0165408,0,0,0.0127219,0,0,0.0320852,0.0494651,0.0463836,0.0312082,0.0179265,0.030294,0.019715,0.0375219,0.0266255,0.0579911,0.0629539,0.0626799,0.062881,0.0630698,0.0238885,0.0349922,0.0183206,0.018812,0.0444028,0.0160113,0,0,0,0,0,0,0,0,0,0,0
2,0.0353439,0.0517671,0,0,0,0,0,0.0355689,0,0.0215093,0.0523001,0,0,0.0148565,0,0,0.033274,0.0378243,0.0434441,0.0229547,0.0533481,0.0281881,0.0362945,0.0192581,0.0389213,0,0.0468452,0.0511583,0.0400998,0.0375885,0.0218112,0.0447484,0.00757748,0.01848,0.0630014,0,0.0157075,0.0657824,0.0162841,0,0,0.0127557,0,0,0.032237,0.0488138,0.0465987,0.0320303,0.0181445,0.0299368,0.0191631,0.0373689,0.0268789,0.0583477,0.0623881,0.0624751,0.0626659,0.0628034,0.0241495,0.0348159,0.01821,0.0185815,0.0446009,0.015895,0,0,0,0,0,0,0,0,0,0,0
3,0.035426,0.0516053,0,0,0,0,0,0.0389308,0,0.0213507,0.0535329,0,0,0.0151884,0,0,0.0329833,0.0363174,0.0428661,0.0221162,0.0524771,0.027893,0.0360618,0.0191485,0.0389999,0.0286738,0.0470244,0.0514453,0.0407411,0.0381477,0.0184404,0.0444885,0.00779007,0.0185255,0.0630226,0,0.0155027,0.0636872,0.0168048,0,0,0.0125481,0,0,0.0323403,0.0497515,0.0463205,0.0316711,0.0172345,0.0310445,0.0199262,0.0377017,0.0259771,0.0579717,0.0625454,0.0628766,0.0632971,0.0632838,0.0248768,0.0344406,0.0187967,0.0191656,0.0443079,0.0160773,0,0,0,0,0,0,0,0,0,0,0
4,0.0355153,0.0519434,0,0,0,0,0,0.0454697,0,0.022325,0.0556952,0,0,0.0148217,0,0,0.0330179,0.035807,0.0455753,0.0250676,0,0.0282251,0.0362598,0.0210203,0.0419895,0.0290307,0.0441077,0.0488019,0.0382087,0.0361167,0.0156299,0.044769,0.00746842,0.0181588,0.0639711,0,0.0158147,0.0634474,0.016596,0,0,0.0125324,0,0,0.0327023,0.0496671,0.0464059,0.0316005,0.0172542,0.0305101,0.0189187,0.0375794,0.0262705,0.0576211,0.0634265,0.0628353,0.062897,0.0629167,0.025489,0.0347671,0.018222,0.0184267,0.0449452,0.0155611,0,0,0,0,0,0,0,0,0,0,0
5,0.0351475,0.0520122,0,0,0,0,0,0.0470664,0,0.0220221,0.0549305,0,0,0.0152447,0,0,0.0336529,0.035525,0.0445952,0.0253463,0,0.0288492,0.0374184,0.0219769,0.0416917,0.0288,0.044218,0.0487646,0.0384859,0.0366199,0.0147446,0.0441375,0.00745212,0.0188401,0.0643131,0,0.0132365,0.0623981,0.015987,0,0,0.0125783,0,0,0.0328186,0.0511313,0.0429867,0.0302275,0,0.0300674,0.0185852,0.0351149,0.025124,0.055026,0,0.0653756,0.0647924,0.0650344,0.0260456,0.0345266,0.0183639,0.018353,0.0447523,0.0160613,0,0,0,0,0,0,0,0,0,0,0
6,0.0349037,0.0517499,0,0,0,0,0,0.0447846,0,0.0209215,0.0532678,0,0,0.0159405,0,0,0.0337229,0.0346704,0.0407329,0.0227245,0.0492126,0.0288739,0.0378173,0.0212443,0.0388289,0.0283459,0.0469029,0.0510589,0.0411511,0.0389944,0.0145179,0.0435039,0.00773887,0.0193248,0.0627978,0,0.0124463,0.0614658,0.0162527,0,0,0.0123186,0,0,0.0328363,0.051891,0.0429037,0.0298066,0.0142616,0.0310191,0.019351,0.0352962,0.0240937,0.0545247,0,0.0661888,0.0656428,0.0657181,0.0245235,0.0341238,0.0188545,0.0189337,0.044091,0.0167667,0,0,0,0,0,0,0,0,0,0,0
7,0.0354694,0.0519968,0,0,0,0,0,0.0474334,0,0.0229439,0.0570158,0,0,0.0151949,0,0,0.0329271,0.0341822,0.0446683,0.0264656,0,0.0285784,0.0370572,0.0221182,0.0417582,0.0286468,0.0443127,0.0485068,0.0383662,0.0367087,0.0137393,0.0445087,0.00761205,0.018261,0.0622617,0,0.0163797,0.0626962,0.0164909,0,0,0.0121432,0,0,0.0329948,0.0494762,0.0472677,0.0314059,0.0170062,0.0306325,0.0183756,0.038027,0.0262524,0.0573201,0.0634713,0.0630336,0.0625488,0.0624024,0.0216039,0.0350411,0.0175818,0.0176939,0.0448578,0.0157298,0,0,0,0,0,0,0,0,0,0,0
8,0.0351039,0.0518021,0,0,0,0,0,0.0429946,0,0.0211147,0.0556721,0,0,0.0154289,0,0,0.033175,0.0336234,0.0407737,0.0237254,0.0479337,0.0281515,0.0371743,0.0219282,0.0385345,0.02836,0.0475362,0.0513538,0.0414176,0.0389326,0.0152968,0.0442025,0.00772191,0.0184947,0.0635386,0,0.0157485,0.0625033,0.0164527,0,0,0.0120516,0,0,0.0326866,0.048423,0.0481111,0.0307945,0.0175766,0.0313097,0.0188896,0.0377578,0.027417,0.0574951,0.063199,0.0629246,0.0624836,0.062256,0.02399,0.0348318,0.0181899,0.0183439,0.044327,0.016465,0,0,0,0,0,0,0,0,0,0,0
9,0.0353145,0.0518923,0,0,0,0,0,0.0428482,0,0.0223723,0.0572398,0,0,0.014858,0,0,0.0330825,0.0332499,0.0425301,0.026346,0.0498322,0.0283785,0.0375018,0.0226431,0,0.0278012,0.0456461,0.0493572,0.0397399,0.0374583,0.0156282,0.044606,0.00761587,0.0182563,0.0635505,0,0.0160168,0.0623653,0.0160913,0,0,0.0123386,0,0,0.0324279,0.0476677,0.048596,0.0305075,0.0183802,0.0304037,0.0178783,0.0374317,0.0282586,0.0573967,0.0628679,0.0626289,0.0621198,0.0617789,0.0237443,0.0355096,0.0176957,0.0176645,0.0447101,0.0163344,0,0,0,0,0,0,0,0,0,0,0
10,0.0355692,0.0517287,0,0,0,0,0,0.0515011,0,0.0255494,0.0581591,0,0,0.0153995,0,0,0.0327784,0.0324785,0.044466,0.0283168,0,0.0297094,0.0382952,0.0239101,0,0.0248729,0.0426291,0.0471244,0.0361121,0.0338237,0.0167142,0.0444905,0.00812971,0.0186153,0.0726166,0,0.0172632,0.0604521,0.0161588,0,0,0.012243,0,0,0.0324155,0.048605,0.0417285,0.0296889,0.0208207,0.0300684,0.016913,0.0337032,0.0304247,0.0545529,0,0.0650482,0.0622131,0.0626832,0.0332928,0.0364242,0.017003,0.0167044,0.044768,0.0166491,0,0,0,0,0,0,0,0,0,0,0
11,0.0352232,0.0518021,0,0,0,0,0,0.0507898,0,0.0236722,0.0578251,0,0,0.0153594,0,0,0.0324972,0.0315256,0.0419573,0.0253996,0,0.0283815,0.0375439,0.021869,0.0408862,0.0235819,0.0441635,0.0485753,0.037322,0.0351205,0.0154907,0.044762,0.00801448,0.0179794,0.0712148,0,0.01925,0.0616546,0.0165242,0,0,0.0118198,0,0,0.0325958,0.0466428,0.0472514,0.0304735,0.024247,0.0311307,0.0177308,0.0363563,0.0328671,0.0574191,0.0617853,0.0618194,0.0590887,0.0593855,0.0332662,0.0361382,0.0174157,0.0169886,0.0447983,0.0164848,0,0,0,0,0,0,0,0,0,0,0
12,0.0349424,0.051907,0,0,0,0,0,0.0502707,0,0.0233172,0.0579698,0,0,0.0153761,0,0,0.0325985,0.0308483,0.0406679,0.0254746,0,0.028019,0.0377947,0.0216944,0.0404743,0.0220496,0.0438028,0.0480239,0.03679,0.0347717,0.0152909,0.044649,0.00810037,0.0179898,0.0673982,0,0.0189466,0.0618589,0.0163349,0,0,0.0116268,0,0,0.0327127,0.0470864,0.0483259,0.0303447,0.0256902,0.0308351,0.0178832,0.0363217,0.0325038,0.0574049,0.0614113,0.0615002,0.0586489,0.058974,0.0317751,0.0362535,0.0174246,0.0169488,0.0448137,0.0164299,0,0,0,0,0,0,0,0,0,0,0
13,0.0341535,0.0518646,0,0,0,0,0,0.0419533,0,0.0209481,0.0549834,0,0,0.0160888,0,0,0.0332888,0.0308356,0.0359895,0.0232559,0.0501711,0.0281606,0.0390777,0.0215332,0.0367711,0.0209941,0.0463196,0.0495731,0.0398161,0.0371591,0.0147734,0.04359,0.00823499,0.0189528,0.0646988,0,0.0154293,0.0610533,0.0159959,0,0,0.0113869,0,0,0.0330184,0.0491344,0.0444741,0.0292483,0.0254197,0.0305915,0.0184077,0.0331105,0.0307076,0.0545227,0,0.0647399,0.0612245,0.0619329,0.0300641,0.0357362,0.0177866,0.0174096,0.0442051,0.01735,0,0,0,0,0,0,0,0,0,0,0
14,0.0340919,0.0520808,0,0,0,0,0,0.0480514,0,0.0216198,0.0568243,0,0,0.0159899,0,0,0.0330944,0.0306556,0.0378965,0.0259552,0,0.0285373,0.0392552,0.0220822,0.0405364,0.01981,0.0428816,0.0465254,0.0367527,0.0350151,0.0142953,0.0437849,0.00819192,0.0187002,0.0624616,0,0.0150241,0.0604685,0.0157706,0,0,0.011358,0,0,0.0330058,0.0500508,0.0452833,0.0293151,0.0268585,0.0298909,0.0178675,0.0332836,0.0306476,0.0548681,0,0.0643617,0.0608358,0.0616251,0.0290469,0.0363589,0.0173366,0.016818,0.0446479,0.0170718,0,0,0,0,0,0,0,0,0,0,0
15,0.0340819,0.0522578,0,0,0,0,0,0.0469558,0,0.0196495,0.0582925,0,0,0.0154828,0,0,0.0326668,0.0298202,0.0372097,0.0264,0,0.0281629,0.0384511,0.0217611,0.0415117,0.0204316,0.0417614,0.0451911,0.036464,0.0347912,0.0142755,0.0443829,0.00807398,0.0179815,0.0582743,0,0.0175717,0.0609084,0.0160106,0,0,0.0111396,0,0,0.0331123,0.0495731,0.0509117,0.0305594,0.0300017,0.0302527,0.0181371,0.0365256,0.031939,0.057941,0.0599237,0.0604549,0.0578504,0.0583069,0.027156,0.036628,0.0174055,0.0166253,0.045085,0.0166745,0,0,0,0,0,0,0,0,0,0,0
16,0.0338663,0.0522813,0,0,0,0,0,0.0453613,0,0.0192163,0.0580908,0,0,0.0153304,0,0,0.0328383,0.0293335,0.036752,0.0262514,0,0.0284919,0.0386786,0.0216268,0.042103,0.0202716,0.0414411,0.0450854,0.0361374,0.0343431,0.014306,0.0442688,0.00811531,0.0181503,0.0541613,0,0.0171938,0.0601953,0.0158237,0,0,0.0109974,0,0,0.0331466,0.0503691,0.0514695,0.030799,0.0315443,0.0302758,0.0183732,0.0367391,0.0320009,0.0581512,0.0595322,0.0596067,0.0575787,0.0583561,0.0254142,0.0367186,0.0175434,0.0165637,0.0450674,0.0169457,0,0,0,0,0,0,0,0,0,0,0
17,0.0335331,0.0521963,0,0,0,0,0,0.043408,0,0.0206457,0.0575798,0,0,0.0153507,0,0,0.033072,0.0289466,0.0380763,0.0256787,0,0.0289024,0.0389808,0.0211063,0.0418201,0.0192838,0.0418544,0.0461147,0.0354005,0.0334626,0.0155474,0.044097,0.00827223,0.0183267,0.0500832,0,0.0170507,0.0596228,0.0155444,0,0,0.0108555,0,0,0.0330698,0.0511209,0.0521917,0.0308891,0.0328963,0.0305009,0.0185018,0.0370634,0.0321142,0.0585801,0.0593252,0.058437,0.0573829,0.0585937,0.024599,0.0367992,0.0173399,0.0165781,0.0448517,0.0171777,0,0,0,0,0,0,0,0,0,0,0
18,0.0329341,0.0519442,0,0,0,0,0,0.035725,0,0.0206253,0.0553146,0,0,0.0159613,0,0,0.0334728,0.0286424,0.0363994,0.0225773,0.0529775,0.028661,0.0393338,0.0199155,0.0374556,0.0188593,0.0448505,0.0492554,0.0374932,0.034876,0.0208487,0.0436288,0.00834842,0.0186773,0.0459952,0,0.0170043,0.0591842,0.0156656,0,0,0.0107654,0,0,0.0333269,0.0518141,0.0530586,0.031064,0.0339274,0.0314703,0.0192201,0.0376174,0.0318107,0.0592352,0.0594289,0.0577008,0.0572991,0.0588475,0.0251968,0.0362353,0.0176223,0.0171008,0.0442257,0.0177872,0,0,0,0,0,0,0,0,0,0,0
19,0.0328359,0.0520167,0,0,0,0,0,0.0381754,0,0.0244184,0.0561467,0,0,0.0161484,0,0,0.0336061,0.0289955,0.0414643,0.0246592,0,0.0290394,0.0398136,0.0197006,0.0402084,0.0176034,0.0415156,0.0476733,0.0333302,0.031447,0.0189759,0.0435809,0.00838291,0.0187539,0.0469692,0,0.0197006,0.0587623,0.0152127,0,0,0.011013,0,0,0.0332778,0.0513538,0.0574492,0.0308481,0,0.0311783,0.0183007,0.0383937,0.0363698,0.0608184,0.0585391,0.0559302,0.0548165,0.0569148,0.0275107,0.0368319,0.0171752,0.0164264,0.0445337,0.0177219,0,0,0,0,0,0,0,0,0,0,0
20,0.0325322,0.0518893,0,0,0,0,0,0.0305636,0,0.0239152,0.0539258,0,0,0.0167881,0,0,0.0339848,0.0295796,0.0391318,0.0221323,0.0491743,0.028585,0.040262,0.0195259,0.0358357,0.0182929,0.0427963,0.0485782,0.035202,0.0330753,0.0252607,0.04308,0.00836336,0.0192387,0.038613,0,0.0175426,0.0586016,0.015479,0,0,0.0108557,0,0,0.0334591,0.0541209,0.053911,0.0307451,0.035344,0.0320562,0.018782,0.0393983,0.0309886,0.0608588,0.0592806,0.0562427,0.0565959,0.0591155,0.0284053,0.0363212,0.0175519,0.0168884,0.0442031,0.0184689,0,0,0,0,0,0,0,0,0,0,0
21,0.0325229,0.0518602,0,0,0,0,0,0.0293482,0,0.0244259,0.0532585,0,0,0.0172378,0,0,0.0342879,0.0304797,0.0374195,0.0221007,0.0496384,0.0286158,0.0408556,0.0196154,0.0353631,0.0182534,0.0415651,0.0471298,0.0343222,0.0324601,0.027508,0.0429295,0.00839031,0.0196479,0.035461,0,0.0173865,0.0582926,0.0153503,0,0,0.0108672,0,0,0.0335164,0.0551869,0.0541239,0.0304381,0.0360446,0.0320099,0.018617,0.0404847,0.0305722,0.0619606,0.0591135,0.0554749,0.0564575,0.0596561,0.0309696,0.0362742,0.0176126,0.0168732,0.0441928,0.0189061,0,0,0,0,0,0,0,0,0,0,0
22,0.0325348,0.0519054,0,0,0,0,0,0.0335835,0,0.0253134,0.053367,0,0,0.0175387,0,0,0.0345074,0.0310688,0,0.0234128,0.0554079,0.0289009,0.0414162,0.0177444,0.0370799,0.0192916,0.0376396,0.0433673,0.0297339,0.0295108,0.0300363,0.0424675,0.00847296,0.0199168,0.03136,0,0.0171402,0.0576377,0.0150504,0,0,0.0109568,0,0,0.0335568,0.0559702,0.0546558,0.0301853,0.0369102,0.031484,0.0183725,0.0414622,0.0302722,0.0629523,0.0591954,0.0550348,0.0565394,0.0602999,0.0337049,0.0363781,0.0177485,0.0167113,0.0443895,0.0191862,0,0,0,0,0,0,0,0,0,0,0
23,0.0323664,0.0517817,0,0,0,0,0,0.0280803,0,0.0236708,0.0514568,0,0,0.018255,0,0,0.0348624,0.0318304,0.0379816,0.0212616,0.055481,0.0288712,0.0420255,0.0202865,0.0349582,0.0173812,0.0412012,0.0464569,0.034909,0.0326897,0.0297125,0.0417066,0.00854074,0.0203557,0.0278935,0,0.0168232,0.0578451,0.0153369,0,0,0.0108915,0,0,0.0338441,0.0564877,0.05476,0.0302813,0.0381852,0.031811,0.0192268,0.0432729,0.0304138,0.0646201,0.059765,0.0551164,0.0569319,0.0609385,0.0368369,0.0357782,0.0183505,0.0172074,0.0441218,0.0199286,0,0,0,0,0,0,0,0,0,0,0
24,0.0323161,0.0517336,0,0,0,0,0,0.0277343,0,0.0236356,0.0508255,0,0,0.0187804,0,0,0.0351963,0.0317773,0.0371892,0.0211409,0.0560372,0.029082,0.0426147,0.0205289,0.0349931,0.0168413,0.0410689,0.0464611,0.0352399,0.0325353,0.0294507,0.041065,0.00857618,0.0207994,0.0255557,0,0.0165247,0.0576594,0.0155052,0,0,0.0108555,0,0,0.0339439,0.0563993,0.0541895,0.0302499,0.039575,0.0316259,0.019788,0.0450116,0.0307631,0.0663222,0.0605515,0.055472,0.0570728,0.0615198,0.0403649,0.0353087,0.0186026,0.0174629,0.0440713,0.0204542,0,0,0,0,0,0,0,0,0,0,0
25,0.0322018,0.051709,0,0,0,0,0,0.0275903,0,0.0235339,0.0500718,0,0,0.0193815,0,0,0.0355294,0.0310845,0.0378182,0.021571,0.0546306,0.0296153,0.0432152,0.0208984,0.0349564,0.0162253,0.0409887,0.0466509,0.0355423,0.0328761,0.029451,0.040526,0.00865539,0.0211627,0.0238961,0,0.0161929,0.0575863,0.0156681,0,0,0.010952,0,0,0.0341037,0.056239,0.0531368,0.0304894,0.0408669,0.0315216,0.0203485,0.0468069,0.0312691,0.0680672,0.0613697,0.0559319,0.0569462,0.0621054,0.0442128,0.0348172,0.0189379,0.0178089,0.0439335,0.0209479,0,0,0,0,0,0,0,0,0,0,0
26,0.032055,0.0516367,0,0,0,0,0,0.0278649,0,0.0237451,0.0495382,0,0,0.0200282,0,0,0.0358185,0.029961,0.0381338,0.0219549,0.0533031,0.0302354,0.0437914,0.0212554,0.0347555,0.0158541,0.0408753,0.0467481,0.0356921,0.0337671,0.0297433,0.0401253,0.00870212,0.0214027,0.0235422,0,0.0160235,0.0574819,0.0157267,0,0,0.0111002,0,0,0.0342563,0.0562303,0.0514964,0.0307822,0.0418533,0.0313529,0.0208424,0.0485676,0.0322486,0.0697793,0.062252,0.0563781,0.0569594,0.0628474,0.0486289,0.0343722,0.0191537,0.0182855,0.0436888,0.0213219,0,0,0,0,0,0,0,0,0,0,0
27,0.0318968,0.0515602,0,0,0,0,0,0.0281567,0,0.0239554,0.0492597,0,0,0.0204299,0,0,0.0359627,0.0291698,0.0395088,0.0222558,0.0519897,0.03073,0.0441973,0.0216186,0.034301,0.0157343,0.0411729,0.0469011,0.03593,0.0341256,0.0299016,0.0398102,0.00871167,0.0215156,0.0253932,0,0.0163096,0.0573285,0.0157962,0,0,0.0112008,0,0,0.034281,0.0562065,0.0493068,0.0307904,0.0426833,0.0311219,0.0212733,0.0499283,0.0328831,0.0711283,0.062918,0.0569244,0.0575325,0.0640805,0.0541243,0.0339955,0.0191324,0.0187624,0.0433904,0.0215746,0,0,0,0,0,0,0,0,0,0,0
28,0.0317262,0.0515236,0,0,0,0,0,0.0283561,0,0.024434,0.0491532,0,0,0.020609,0,0,0.0359854,0.0282103,0.040275,0.0226355,0.0502067,0.0310595,0.0442665,0.021253,0.0339732,0.0160156,0.0417873,0.0468753,0.0359663,0.0339417,0.0299093,0.0398229,0.00880329,0.0213785,0.027226,0,0.0165706,0.0573099,0.0158487,0,0,0.0112867,0,0,0.0343567,0.0566393,0.0475216,0.0302537,0.0441559,0.0310248,0.0216047,0.0509501,0.033331,0.0720732,0.0634203,0.0574784,0.058476,0.0656614,0.0595539,0.0337647,0.0190763,0.0189471,0.0431583,0.0217263,0,0,0,0,0,0,0,0,0,0,0
29,0.0316121,0.0514783,0,0,0,0,0,0.0285177,0,0.0249735,0.0490113,0,0,0.020593,0,0,0.0359535,0.0281713,0.0396665,0.0229248,0.0494316,0.0310409,0.0441256,0.0209788,0.0337447,0.0164267,0.041884,0.0469463,0.0359427,0.0337968,0.0293696,0.0400007,0.00899445,0.0211519,0.0278788,0,0.0162142,0.0574469,0.015938,0,0,0.0113793,0,0,0.0344986,0.0572841,0.0466449,0.0296641,0.0457866,0.0309277,0.0217852,0.0518673,0.0336858,0.0726266,0.0635747,0.0577878,0.0592171,0.0671735,0.0628022,0.0336581,0.0189921,0.0188968,0.0429331,0.0218684,0,0,0,0,0,0,0,0,0,0,0
30,0.031503,0.0514667,0,0,0,0,0,0.02887,0,0.0252533,0.0490088,0,0,0.0202925,0,0,0.035674,0.0287867,0.0382409,0.0231406,0.0498935,0.0307739,0.0436708,0.0209286,0.0335287,0.0166029,0.0417698,0.0469304,0.0361518,0.033727,0.0283944,0.0402971,0.00884899,0.0208529,0.0280783,0,0.0159792,0.057506,0.0160681,0,0,0.0114713,0,0,0.0345822,0.0579173,0.0467252,0.029269,0.0466911,0.0308462,0.0216916,0.052694,0.0338667,0.0731011,0.0639286,0.0582123,0.0600539,0.0687374,0.0640116,0.0337253,0.0188753,0.0186597,0.042729,0.021914,0,0,0,0,0,0,0,0,0,0,0
31,0.0314366,0.0514704,0,0,0,0,0,0.0294626,0,0.0246565,0.0491976,0,0,0.0198206,0,0,0.0353763,0.0297242,0.0384639,0.0231838,0.0506465,0.0303672,0.0429419,0.0212615,0.0339596,0.0162956,0.0419294,0.0470214,0.0365616,0.0338481,0.0271996,0.0406635,0.00872244,0.0204878,0.0280429,0,0.0161879,0.0574148,0.0161414,0,0,0.0114618,0,0,0.0345874,0.0582991,0.0466286,0.0291827,0.046896,0.0307726,0.0214631,0.0532603,0.0339828,0.0735536,0.064543,0.05879,0.0610213,0.0703165,0.0654856,0.0338676,0.0187519,0.0185435,0.0425503,0.0218867,0,0,0,0,0,0,0,0,0,0,0
32,0.0313931,0.0514639,0,0,0,0,0,0.0302866,0,0.0241369,0.0494341,0,0,0.0193534,0,0,0.0351767,0.030226,0.0386055,0.0231065,0.0511998,0.0298937,0.0422247,0.0212622,0.0340564,0.0159958,0.0420879,0.0469798,0.0367412,0.0339905,0.0259504,0.0410197,0.00866052,0.0202223,0.028347,0,0.0162944,0.0573086,0.0161842,0,0,0.0114689,0,0,0.0345556,0.0586074,0.0464375,0.0292671,0.0468805,0.0306074,0.0212787,0.0535676,0.0341072,0.073745,0.064932,0.0590557,0.0617676,0.0713714,0.0658276,0.0340458,0.0187588,0.0184121,0.042412,0.0218658,0,0,0,0,0,0,0,0,0,0,0
33,0.0315206,0.0515575,0,0,0,0,0,0.0325064,0,0.0247544,0.0509323,0,0,0.0186731,0,0,0.0349655,0.0290631,0.039042,0.0254564,0.0537375,0.0299016,0.0416026,0.0213586,0,0.0154161,0.040541,0.0454652,0.035116,0.0326947,0.0229539,0.0416555,0.00863761,0.0200293,0.0282152,0,0.0163944,0.0569475,0.0156838,0,0,0.0113508,0,0,0.0341773,0.058997,0.0467753,0.0293158,0.0469737,0.0298827,0.0202235,0.0537726,0.0344741,0.0738197,0.0650889,0.0590212,0.0622109,0.0718312,0.0649234,0.0347366,0.0183522,0.0178426,0.0426791,0.0213957,0,0,0,0,0,0,0,0,0,0,0
34,0.0315807,0.0513931,0,0,0,0,0,0.0333759,0,0.0237435,0.0492438,0,0,0.0186558,0,0,0.0350616,0.0295222,0.0363574,0.0233217,0.0511049,0.0290879,0.0413409,0.021463,0.0331927,0.0161937,0.042307,0.0471519,0.0364935,0.0344579,0.0218335,0.0416198,0.00863386,0.0202967,0,0,0.0141849,0.0573763,0.0160639,0,0,0.0113253,0,0,0.0341938,0.0589288,0.0478255,0.0285687,0.0482746,0.0298551,0.0204885,0.0546371,0.0348568,0.0740087,0.0629836,0.0571937,0.0584581,0.0681644,0.0679687,0.0344228,0.0185646,0.0183087,0.0423244,0.0219166,0,0,0,0,0,0,0,0,0,0,0
35,0.0317343,0.0514429,0,0,0,0,0,0.0355708,0,0.0249239,0.0514966,0,0,0.0180701,0,0,0.0346818,0.0266094,0.0367479,0.0258085,0.0530636,0.0291875,0.0407373,0.0213575,0,0.0156259,0.0407754,0.0456139,0.0350269,0.0332403,0.0191602,0.0421676,0.00854189,0.0199312,0.0251424,0,0.0165066,0.0562893,0.0156224,0,0,0.0112751,0,0,0.0338935,0.059448,0.0473748,0.0285127,0.0480311,0.0295641,0.0197453,0.0534996,0.0343662,0.0725972,0.0656536,0.058834,0.0623407,0.0715082,0.0652624,0.0349656,0.0182233,0.0179494,0.0427003,0.0214642,0,0,0,0,0,0,0,0,0,0,0
36,0.0317968,0.051344,0,0,0,0,0,0.0370756,0,0.0248625,0.0517929,0,0,0.0179335,0,0,0.034627,0.0251848,0.0362861,0.0260763,0.0524262,0.029003,0.0404274,0.0215593,0,0.0155006,0.0409599,0.0453559,0.0354869,0.0335513,0.0176347,0.0421814,0.00849282,0.0198817,0.0247904,0,0.0168121,0.0561019,0.0155577,0,0,0.0111991,0,0,0.0337419,0.059595,0.047609,0.0280027,0.0483652,0.0295642,0.0194784,0.0531727,0.0341893,0.0719263,0.0656828,0.0588541,0.0622306,0.0712883,0.0651798,0.034969,0.0184055,0.0181592,0.0427675,0.0214379,0,0,0,0,0,0,0,0,0,0,0
37,0.0317643,0.0511337,0,0,0,0,0,0.0377531,0,0.0234007,0.050796,0,0,0.0180943,0,0,0.034723,0.0250756,0.0349698,0.0241171,0.0495464,0.0285094,0.0402212,0.0219615,0.0333571,0.0153064,0.0428083,0.0461609,0.0376688,0.0352037,0.0170423,0.0419932,0.00848033,0.0200348,0.0256462,0,0.0168551,0.0559906,0.015958,0,0,0.0111809,0,0,0.0337393,0.059228,0.0484702,0.0272116,0.0481422,0.0300713,0.0198537,0.0525598,0.0336721,0.0711904,0.0656564,0.0590229,0.0621127,0.0710696,0.0645829,0.0343833,0.0189661,0.018756,0.0424781,0.0217556,0,0,0,0,0,0,0,0,0,0,0
