Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LPSI,LSHO,LTHI,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x70,x71,x72,x73,LTHIP,LKNE,RKNE,IMUR_M
209,0.0337974,0.0464806,0,0,0,0,0,0.0192397,0,0.0246555,0.0535305,0,0,0.012201,0,0,0.0356859,0.0335568,0.0420519,0.026173,0.0201789,0.0290934,0.0138587,0.042748,0.0397942,0.0436677,0.0328624,0.0266984,0.0434054,0.047842,0.0101251,0.020868,0.0543192,0,0.0132389,0.0624056,0.0175782,0,0,0.0131524,0,0,0.0346838,0.0465836,0.0431304,0.0363892,0.0301262,0.0246664,0.0380047,0.0408821,0.0613964,0.0623537,0.0628861,0.0614484,0.0626317,0.0151395,0.0317404,0.0195216,0.0225602,0.0413924,0.0108928,0,0,0,0,0,0,0,0,0,0.0213221,0.0534758,0,0
210,0.0337006,0.0464879,0,0,0,0,0,0.0175702,0,0.0249912,0.0534031,0,0,0.0123889,0,0,0.035792,0.0340094,0.0414552,0.0266836,0.0205729,0.029389,0.0138997,0.0443265,0.0398472,0.0438924,0.0328392,0.0265077,0.0485582,0.0476211,0.0101618,0.0212493,0.0538457,0,0.013221,0.0622333,0.0179069,0,0,0.0133469,0,0,0.0347937,0.0466076,0.0430064,0.0368311,0.0307019,0.0249638,0.0379383,0.0404423,0.0613777,0.0625844,0.0630713,0.0614539,0.0627334,0.0152158,0.0314174,0.0196611,0.0228399,0.0412883,0.0108362,0,0,0,0,0,0,0,0,0,0.0230609,0.0550934,0,0
211,0.0334437,0.0466387,0,0,0,0,0,0.0158822,0,0.0286185,0.0529067,0,0,0.0125461,0,0,0.0367465,0.0349416,0.04141,0.0283466,0.0214087,0.0299339,0.013834,0.0466638,0.0395611,0.043679,0.0328505,0.0264109,0.047972,0.0474574,0.00972591,0.0211678,0.0487644,0,0.0115212,0.0625208,0.0167522,0,0,0.0144848,0,0,0.034639,0.04671,0.0444023,0.0361591,0.0300077,0.0249367,0.0379196,0.0381144,0.0609445,0.0630474,0.0636483,0.0623622,0.0633542,0.0135979,0.030879,0.0197706,0.0230947,0.0412386,0.0109224,0,0,0,0,0,0,0,0,0,0.0246966,0.0582739,0,0
212,0.0332306,0.0467378,0,0,0,0,0,0.0158519,0,0.0298913,0.0524739,0,0,0.012682,0,0,0.0369993,0.035505,0.0416379,0.0289449,0.021929,0.030065,0.014236,0.0475635,0.0400933,0.0440931,0.0333076,0.0267791,0.0527278,0.0472432,0.00962964,0.0214025,0.0489241,0,0.0118578,0.0628307,0.0168588,0,0,0.0147702,0,0,0.0348736,0.0462389,0.0446637,0.036378,0.0299407,0.0249994,0.037709,0.0380558,0.0606404,0.0628942,0.0634758,0.0623236,0.063257,0.0133888,0.0306361,0.0195798,0.0230642,0.0411923,0.010689,0,0,0,0,0,0,0,0,0,0.0262204,0.0597087,0,0
213,0.0331858,0.0466702,0,0,0,0,0,0.0159368,0,0.0311658,0.0521512,0,0,0.0127672,0,0,0.037064,0.0356646,0.0430879,0.0290843,0.0222675,0.0302031,0.0142979,0.0477154,0.0406651,0.044398,0.0338963,0.0273741,0.0567352,0.0470522,0.00960837,0.0216119,0.049222,0,0.012112,0.0628926,0.0169475,0,0,0.0149811,0,0,0.0348922,0.0459826,0.0448452,0.0364508,0.0300727,0.0249998,0.0374535,0.0380573,0.0603063,0.0628085,0.0633179,0.0624952,0.0633495,0.0133266,0.0306498,0.0195148,0.0231133,0.0410624,0.010685,0,0,0,0,0,0,0,0,0,0.0272839,0.0606198,0,0
214,0.0331448,0.0465786,0,0,0,0,0,0.0162602,0,0.0319543,0.0518554,0,0,0.0127662,0,0,0.0371324,0.0356744,0.0447943,0.0291185,0.0224375,0.0304107,0.0144719,0.0485321,0.0414051,0.0447546,0.0347981,0.0284423,0.0594523,0.0469466,0.00951806,0.0216336,0.0497916,0,0.0123904,0.0630467,0.0167946,0,0,0.0152581,0,0,0.0349557,0.0457771,0.0449569,0.0365221,0.0302856,0.024777,0.037286,0.0381664,0.06019,0.0627453,0.0632122,0.0625874,0.063435,0.0131875,0.0307255,0.0194518,0.0230645,0.0410454,0.0108342,0,0,0,0,0,0,0,0,0,0.0279604,0.061037,0,0
215,0.0331353,0.0465156,0,0,0,0,0,0.0166625,0,0.0323537,0.0515518,0,0,0.0125471,0,0,0.0370983,0.0357069,0.0460113,0.029283,0.0224544,0.0306606,0.0149134,0.0492259,0.042251,0.0451644,0.0357447,0.0297324,0.0610912,0.0469461,0.00927576,0.0214434,0.0503281,0,0.0126222,0.0633704,0.0165944,0,0,0.0151739,0,0,0.0349365,0.0455334,0.0448944,0.0367376,0.0297192,0.0242643,0.0372098,0.0382612,0.0603214,0.0626256,0.0631232,0.0625756,0.0634065,0.0131363,0.0309307,0.0194596,0.0229733,0.0411321,0.0109744,0,0,0,0,0,0,0,0,0,0.0286399,0.060998,0,0
216,0.0333406,0.0462608,0,0,0,0,0,0.0166993,0,0.0329893,0.0515498,0,0,0.0125007,0,0,0.0368427,0.0349223,0.0471331,0.0287678,0.0223538,0.0310578,0.0144571,0.0493726,0.0429628,0.045296,0.0366419,0.0313856,0.0616258,0.0467279,0.00934372,0.021571,0.0478662,0,0.0115812,0.0627338,0.0167166,0,0,0.0146831,0,0,0.0345239,0.0467455,0.0426039,0.0359998,0.0296774,0.0239791,0.0370378,0.0356011,0.0597086,0.0637995,0.0642478,0.0639367,0.0646303,0.01323,0.0311914,0.0195303,0.0230321,0.0410378,0.0112764,0,0,0,0,0,0,0,0,0,0.0296358,0.0607247,0.0218632,0
217,0.0334343,0.0462873,0,0,0,0,0,0.0167722,0,0.0326856,0.0513113,0,0,0.0123069,0,0,0.0367113,0.0354753,0.04715,0.0288712,0.0222084,0.0311834,0.0147973,0.0497315,0.0437443,0.0453751,0.0375136,0.032801,0.0615135,0.046797,0.00913001,0.0213341,0.0484149,0,0.0117685,0.0631405,0.0166274,0,0,0.0144134,0,0,0.0341944,0.0467202,0.0423561,0.0362447,0.0290662,0.0235377,0.03706,0.0355232,0.0598501,0.0636551,0.0640338,0.0637937,0.0644362,0.0129353,0.0314512,0.0195002,0.0229127,0.0412144,0.0113763,0,0,0,0,0,0,0,0,0,0.0304645,0.0603449,0.0202757,0
218,0.0334937,0.0463719,0,0,0,0,0,0.0168461,0,0.0321043,0.051176,0,0,0.012093,0,0,0.036611,0.0362732,0.0468072,0.0288629,0.0218984,0.0312986,0.0150521,0.0509338,0.0442265,0.0456004,0.0383639,0.0340854,0.0610281,0.0468338,0.00895248,0.0211329,0.0494047,0,0.0118533,0.0635246,0.0165784,0,0,0.0142047,0,0,0.0340179,0.0463366,0.04218,0.0366083,0.0281762,0.0231584,0.0370178,0.0352812,0.0599692,0.0636975,0.0638923,0.0636577,0.0643118,0.0127899,0.0316244,0.0195832,0.0228863,0.0413397,0.011494,0,0,0,0,0,0,0,0,0,0.0311514,0.0598785,0.0180758,0
219,0.0335801,0.046383,0,0,0,0,0,0.016992,0,0.0314849,0.0511796,0,0,0.0120181,0,0,0.0365954,0.0369195,0.0463617,0.0287395,0.0216338,0.031327,0.0150558,0.0513057,0.0444393,0.0459507,0.0387999,0.0350491,0.0602981,0.0468225,0.00886984,0.021109,0.0501074,0,0.0119028,0.0635913,0.0164977,0,0,0.014099,0,0,0.0340149,0.0463632,0.0423365,0.0366526,0.028253,0.0229309,0.0371317,0.0344579,0.0599396,0.0638694,0.064042,0.0638831,0.0644663,0.0128176,0.0317628,0.0195787,0.0229588,0.04137,0.0116405,0,0,0,0,0,0,0,0,0,0.031767,0.0594202,0.019545,0
220,0.0334641,0.0465625,0,0,0,0,0,0.0173077,0,0.0302702,0.0509273,0,0,0.0116974,0,0,0.0366844,0.0387436,0.0453194,0.0291826,0.0214589,0.031245,0.0159692,0.0510836,0.0448415,0.0464095,0.0389287,0.0351635,0.0590181,0.0470628,0.008531,0.020778,0.0526667,0,0.012864,0.0649067,0.0162949,0,0,0.0142172,0,0,0.0341199,0.0449482,0.0436284,0.0376844,0.028306,0.0225499,0.0375084,0.0358633,0.0606973,0.0630054,0.0630692,0.0628672,0.063489,0.0138059,0.031806,0.0195005,0.0227456,0.0416201,0.0114941,0,0,0,0,0,0,0,0,0,0.032197,0.0591756,0,0
221,0.0335281,0.0463201,0,0,0,0,0,0.01719,0,0.0303241,0.0513197,0,0,0.0119379,0,0,0.0365784,0.0385263,0.0456169,0.0282914,0.0213858,0.0314898,0.0155362,0.0502464,0.04476,0.0462488,0.0388415,0.0351977,0.0574109,0.0467252,0.00882342,0.0213264,0.0514381,0,0.0118948,0.0640113,0.0165164,0,0,0.0140348,0,0,0.0339677,0.0461468,0.0424364,0.0367173,0.0282942,0.0225197,0.0376471,0.0333222,0.0600252,0.0642312,0.0643036,0.064338,0.0648432,0.0132027,0.031759,0.019681,0.0229478,0.0413026,0.0116494,0,0,0,0,0,0,0,0,0,0.0324382,0.0592065,0.0204217,0
222,0.033595,0.0463423,0,0,0,0,0,0.0171893,0,0.0300571,0.0512255,0,0,0.0118767,0,0,0.0365324,0.0392233,0.0451571,0.0279628,0.0214027,0.0316616,0.0155506,0.0498164,0.0447937,0.0461222,0.038617,0.0347559,0.056233,0.0466958,0.00877608,0.0214404,0.0520769,0,0.0120752,0.0644122,0.0165518,0,0,0.0139268,0,0,0.0339799,0.0458372,0.0422698,0.0368318,0.028324,0.0221446,0.0379862,0.0329197,0.0602183,0.0643554,0.0643011,0.0644042,0.0649562,0.0135915,0.0316922,0.0197611,0.02302,0.0412623,0.0115733,0,0,0,0,0,0,0,0,0,0.0320289,0.0594746,0.0195413,0
223,0.0336751,0.0463235,0,0,0,0,0,0.0172624,0,0.0295354,0.0510438,0,0,0.0118067,0,0,0.0365077,0.0393067,0.0445053,0.0276774,0.0214413,0.0318508,0.0153621,0.0497241,0.0446154,0.0458973,0.0384279,0.0342272,0.055342,0.0466539,0.00868099,0.0215581,0.0525845,0,0.0122655,0.0647556,0.0165829,0,0,0.0140284,0,0,0.0339588,0.0454548,0.0420659,0.0369873,0.028234,0.021929,0.0383949,0.032611,0.0604958,0.0644354,0.0642383,0.0644157,0.0649313,0.0138991,0.031658,0.0197933,0.0231215,0.04109,0.0115039,0,0,0,0,0,0,0,0,0,0.0312313,0.0599577,0.0189676,0
224,0.0341238,0.0464706,0,0,0,0,0,0.0173193,0,0.0303134,0.052218,0,0,0.0113792,0,0,0.0362666,0.0377119,0.0459116,0.0291269,0.0224781,0.0319775,0.0154742,0,0.0429798,0.0441051,0.0365809,0.0324677,0.052781,0.0471489,0.00842361,0.0212571,0.052673,0,0.0128579,0.0657443,0.0164132,0,0,0.0140219,0,0,0.033692,0.0449622,0.042234,0.0370655,0.0274427,0.0205299,0.0389162,0.0327461,0.0610966,0.0640992,0.0637772,0.064025,0.0645311,0.0141493,0.0325874,0.0189961,0.02213,0.0415161,0.0112719,0,0,0,0,0,0,0,0,0,0.0314325,0.0639371,0.0192873,0
225,0.0331097,0.0465696,0,0,0,0,0,0.0172902,0,0.0290513,0.0510268,0,0,0.0120892,0,0,0.0354446,0.0384464,0.0448989,0.0276426,0.0216232,0.034705,0.0149169,0.0501136,0.0437144,0.0461675,0.0374126,0.0330122,0.0504341,0.0459702,0.00856711,0.0203388,0.0531092,0,0.012429,0.0651867,0.0166708,0,0,0.014588,0,0,0.0341745,0.0453086,0.0419366,0.0372702,0.0276575,0.0222395,0.0389657,0.0319252,0.0610598,0.0644383,0.064225,0.0641504,0.0648164,0.0141446,0.0313885,0.019497,0.0227356,0.0411202,0.0110518,0,0,0,0,0,0,0,0,0,0.030212,0.0608018,0.0195346,0
