Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RPSI,RSHO,RTHI,RTHIA,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x71,x72,x73,x74,x75,RTHIP,IMUL_R,RKNE,LTHII,IMUR_M
116,0.0317696,0.0503067,0,0,0,0,0.0440789,0,0.0260618,0.0539942,0,0,0.01205,0,0,0.0335208,0.0325341,0.0399484,0.0196189,0.0467054,0.0219678,0.0286446,0.0177629,0,0.0180982,0.0403261,0.0426255,0.0342683,0.0305996,0.0215848,0.0476159,0.00804994,0.0174534,0.0599789,0,0.0145767,0.064191,0.0185031,0,0,0.0120961,0,0,0.0336697,0.0467962,0.04589,0.0373054,0.0352662,0.0253255,0.0379548,0.0350891,0.0613353,0.0613312,0.0598317,0.0611424,0.0195364,0.0357338,0.0172176,0.0193908,0.0432635,0.0138961,0,0,0,0,0,0,0,0,0,0,0.059884,0,0,0.0348535,0
117,0.0317075,0.0501687,0,0,0,0,0.0408046,0,0.0256351,0.0536035,0,0,0.0121052,0,0,0.0337941,0.0322551,0.0405939,0.0197028,0.04772,0.0218499,0.02914,0.0170001,0,0.0176804,0.039769,0.0427859,0.0339798,0.029875,0.0228135,0.047292,0.00809735,0.0181328,0.0550442,0,0.0128713,0.0633351,0.0184228,0,0,0.0118394,0,0,0.0337625,0.0480603,0.0437552,0.0366306,0.0351064,0.0252383,0.0382172,0.0317272,0.0624833,0.0620436,0.0615784,0.0628447,0.015766,0.0357991,0.0173927,0.0197564,0.0431601,0.0141807,0,0,0,0,0,0,0,0,0,0,0.0596634,0,0.0274346,0.0352914,0
118,0.031673,0.0500196,0,0,0,0,0.0369861,0,0.0254451,0.0532315,0,0,0.0121494,0,0,0.0340219,0.03234,0.0410359,0.0200853,0.048873,0.0217395,0.0294993,0.0162696,0,0.0177301,0.0394273,0.0429724,0.0334909,0.0289994,0.0240115,0.046974,0.00821747,0.0186876,0.0543357,0,0.0127456,0.0629371,0.0185136,0,0,0.0117561,0,0,0.0338788,0.0479348,0.0438568,0.0366987,0.0352278,0.0253898,0.0383687,0.0315895,0.0625413,0.0620273,0.0617411,0.0629539,0.0160721,0.0357122,0.017567,0.0201645,0.0431056,0.0142341,0,0,0,0,0,0,0,0,0,0,0.0598827,0,0.0280438,0.0361197,0
119,0.0316696,0.049951,0,0,0,0,0.0329233,0,0.0252743,0.0529818,0,0,0.012294,0,0,0.0341468,0.0324759,0.0412545,0.0205608,0.0499608,0.0218033,0.0298815,0.0153578,0,0.0184123,0.0392208,0.0430576,0.0330936,0.0281743,0.0257866,0.0466507,0.00823507,0.0191361,0.053657,0,0.0126096,0.0624334,0.0186114,0,0,0.0117078,0,0,0.0340203,0.0476005,0.0437565,0.0368722,0.0354818,0.0256924,0.0382795,0.031503,0.0626799,0.0621191,0.0616971,0.062931,0.0163042,0.0354915,0.0177728,0.0205385,0.043056,0.0141793,0,0,0,0,0,0,0,0,0,0,0.0599193,0,0.0278369,0.0372938,0
120,0.0317029,0.0499045,0,0,0,0,0.0287509,0,0.0253863,0.0527854,0,0,0.0124679,0,0,0.0341978,0.032729,0.0411649,0.0209982,0.051026,0.0221076,0.0302156,0.0142423,0,0.0193346,0.0390571,0.0429991,0.0331336,0.0276315,0.0286145,0.0463693,0.00820531,0.0194687,0.0534329,0,0.0125678,0.0620742,0.0187189,0,0,0.0117389,0,0,0.0342278,0.0471425,0.0437031,0.0371742,0.0357946,0.0261597,0.0378906,0.0314216,0.062713,0.0620821,0.061458,0.0627709,0.0164746,0.0352155,0.0179081,0.0209356,0.0430019,0.0140852,0,0,0,0,0,0,0,0,0,0,0.0598048,0,0.0260528,0.0385614,0
121,0.0317048,0.0498126,0,0,0,0,0.0248655,0,0.0257853,0.0525015,0,0,0.0126587,0,0,0.0343064,0.0329849,0.0410179,0.0213113,0.0521602,0.0226562,0.0304775,0.0132005,0,0.0202594,0.0393202,0.0430746,0.0332613,0.0273461,0.0326916,0.0460811,0.00822953,0.0197849,0.0534614,0,0.0127144,0.0619095,0.0187894,0,0,0.0118399,0,0,0.0343504,0.0468329,0.0434281,0.0374492,0.0360606,0.0266912,0.0373612,0.0316948,0.062593,0.0619533,0.0613471,0.0626261,0.0163305,0.0349397,0.0180901,0.0212429,0.0428887,0.0140433,0,0,0,0,0,0,0,0,0,0,0.0593952,0,0.0248403,0.0398479,0
122,0.0316628,0.0497127,0,0,0,0,0.0214693,0,0.0264437,0.0522397,0,0,0.0128902,0,0,0.0344067,0.0333885,0.0410688,0.0216588,0.0534047,0.0232684,0.0307275,0.0128968,0,0.0211567,0.0398146,0.043347,0.0333964,0.0272263,0.0372904,0.0458322,0.00824105,0.0200019,0.0535873,0,0.0130428,0.0616555,0.0188154,0,0,0.0120003,0,0,0.0345304,0.0466237,0.0434423,0.0376744,0.0364308,0.0272031,0.036875,0.0321738,0.0623199,0.0617803,0.0614164,0.0626325,0.0163491,0.0346617,0.0182335,0.0216299,0.0427698,0.0140454,0,0,0,0,0,0,0,0,0,0,0.0587685,0,0.0242623,0.0410927,0
123,0.0315826,0.0495849,0,0,0,0,0.0191613,0,0.0270911,0.0519526,0,0,0.0130863,0,0,0.0345461,0.0338285,0.0408797,0.021938,0.0550077,0.0237806,0.0310101,0.013195,0,0.0223456,0.0402679,0.0437249,0.0337036,0.0272217,0.0419767,0.0455403,0.00821909,0.0201562,0.053996,0,0.0134258,0.0613521,0.0188065,0,0,0.0120849,0,0,0.0346722,0.046553,0.0435718,0.0377778,0.0367135,0.0275748,0.0364772,0.0325802,0.0620095,0.0616629,0.0615083,0.0626452,0.0164513,0.0344518,0.0183293,0.02196,0.0426447,0.0141229,0,0,0,0,0,0,0,0,0,0,0.0583708,0,0.0239434,0.0422225,0
124,0.0313284,0.0496596,0,0,0,0,0.0188461,0,0.0293804,0.0516539,0,0,0.0129339,0,0,0.0351593,0.0347433,0.040768,0.0234761,0.05783,0.0240118,0.0313087,0.01303,0,0.0232816,0.0404683,0.0438013,0.0337002,0.0269492,0.0417335,0.0452126,0.00795429,0.0200592,0.0512322,0,0.0134906,0.0615978,0.0180364,0,0,0.0127397,0,0,0.0343486,0.0464015,0.0476075,0.037505,0.0360877,0.0276204,0.0368084,0.0326975,0.0611966,0.0611463,0.061562,0.0620614,0.0142248,0.034407,0.0183795,0.0220849,0.0426464,0.0140709,0,0,0,0,0,0,0,0,0,0,0.0586475,0,0,0.0440617,0
125,0.0312239,0.0496117,0,0,0,0,0.0175615,0,0.0300815,0.0514918,0,0,0.0130973,0,0,0.0351506,0.0350849,0.0415288,0.023974,0.0590057,0.0240529,0.0315224,0.012665,0,0.0243684,0.0410179,0.0440539,0.0340205,0.0273567,0.0453555,0.0450002,0.00789756,0.0199518,0.0517954,0,0.0137298,0.0614374,0.0179049,0,0,0.0128194,0,0,0.0342904,0.0464277,0.0478317,0.0374244,0.0359054,0.0275643,0.0365775,0.0327807,0.0612576,0.0610989,0.0615755,0.0620035,0.0142658,0.0343697,0.0183487,0.0219311,0.04257,0.0142099,0,0,0,0,0,0,0,0,0,0,0.0587908,0,0,0.0448149,0
126,0.031105,0.0496091,0,0,0,0,0.0165654,0,0.0305248,0.0513795,0,0,0.0131819,0,0,0.0350031,0.0354045,0.0424384,0.0244201,0.0595153,0.0239335,0.0316108,0.0124809,0,0.025343,0.0416357,0.0442169,0.0345923,0.0282732,0.0485754,0.045085,0.00783048,0.0196842,0.052257,0,0.0139202,0.0614927,0.017758,0,0,0.0128088,0,0,0.0341671,0.0463468,0.0478613,0.0373975,0.0354408,0.0273501,0.0364321,0.0326028,0.0612933,0.0610464,0.0615866,0.0619884,0.0143966,0.0344731,0.0182416,0.0217745,0.0426002,0.0142551,0,0,0,0,0,0,0,0,0,0,0.058854,0,0,0.0455524,0
127,0.0309938,0.049629,0,0,0,0,0.0159538,0,0.0307643,0.0513384,0,0,0.0131675,0,0,0.0347469,0.0356501,0.0430299,0.0247903,0.0592648,0.0237438,0.0315824,0.0124025,0,0.0262662,0.0421718,0.0444956,0.0356659,0.0294979,0.0512017,0.0453602,0.00776301,0.0192481,0.0527015,0,0.0140723,0.0616669,0.0175718,0,0,0.0126951,0,0,0.0340653,0.0462019,0.0477793,0.0373884,0.034718,0.0270076,0.0363936,0.0323355,0.0613756,0.0610053,0.0616268,0.0619818,0.0146297,0.0348013,0.0181163,0.0215966,0.0427437,0.0142531,0,0,0,0,0,0,0,0,0,0,0.0589118,0,0,0.0463455,0
128,0.0309049,0.0496742,0,0,0,0,0.0156125,0,0.0307394,0.0513759,0,0,0.0130977,0,0,0.0346837,0.035849,0.0433503,0.0251183,0.0590077,0.023447,0.0314454,0.0123337,0,0.0271586,0.0430701,0.0449555,0.0367692,0.0310166,0.053089,0.0455449,0.00774878,0.0187647,0.0531192,0,0.0141626,0.0618916,0.0173652,0,0,0.0125128,0,0,0.0339745,0.0460441,0.0476961,0.0374243,0.0339831,0.0265651,0.036419,0.0319435,0.0614919,0.0609702,0.0617185,0.0620274,0.0149534,0.0351505,0.0180621,0.0212576,0.0429445,0.0142095,0,0,0,0,0,0,0,0,0,0,0.0590002,0,0,0.0470289,0
129,0.0308974,0.0497442,0,0,0,0,0.0155194,0,0.0305241,0.0514599,0,0,0.0130262,0,0,0.0346011,0.0361269,0.0435706,0.0254476,0.0588034,0.0230893,0.0312095,0.0123174,0,0.0279659,0.044,0.0453764,0.0377534,0.0325536,0.0546059,0.0457512,0.00770896,0.0183096,0.0535404,0,0.0141296,0.0621858,0.0171562,0,0,0.0122993,0,0,0.0338361,0.0458915,0.0475991,0.0374804,0.0332676,0.0260671,0.0364643,0.0315044,0.0616273,0.061017,0.0618746,0.0621726,0.015432,0.0354621,0.0180544,0.0209804,0.0431512,0.0141593,0,0,0,0,0,0,0,0,0,0,0.0590546,0,0,0.0473798,0
130,0.0309201,0.0497661,0,0,0,0,0.0156421,0,0.0304103,0.051466,0,0,0.0129317,0,0,0.0344808,0.0365206,0.0439853,0.0256755,0.0585335,0.0227562,0.0309072,0.0125429,0,0.0285946,0.0446685,0.0456928,0.0385314,0.0338889,0.0559382,0.045925,0.00764315,0.0179657,0.054065,0,0.0138106,0.0626686,0.0170299,0,0,0.0120251,0,0,0.0337046,0.0457992,0.0473477,0.0375346,0.0327092,0.0256068,0.0364943,0.0311261,0.0617723,0.0611119,0.0620041,0.0623332,0.0158655,0.0357731,0.0180649,0.0208054,0.0432883,0.0141064,0,0,0,0,0,0,0,0,0,0,0.0591674,0,0,0.047427,0
131,0.0309051,0.0497342,0,0,0,0,0.0158799,0,0.0305953,0.0514565,0,0,0.0129142,0,0,0.0343243,0.0364318,0.0446143,0.0255695,0.0581522,0.0226002,0.0308978,0.0125232,0,0.0288193,0.045134,0.0460411,0.0391313,0.0349313,0.0572483,0.0459616,0.00755805,0.0178578,0.0531208,0,0.0125845,0.062454,0.0168812,0,0,0.0117715,0,0,0.0336525,0.0468862,0.0459142,0.0365832,0.0320071,0.0250721,0.0363902,0.0290854,0.0627801,0.0621591,0.0631116,0.0633786,0.0147067,0.0358627,0.0180463,0.0206637,0.0432279,0.014187,0,0,0,0,0,0,0,0,0,0,0.0585531,0,0.0202636,0.0472995,0
132,0.0310483,0.0497238,0,0,0,0,0.0158107,0,0.0308083,0.0513326,0,0,0.012675,0,0,0.0341346,0.0373521,0.0446921,0.0257301,0.0583734,0.0222307,0.0303085,0.0131089,0,0.0296826,0.0453317,0.0461238,0.0392918,0.0352509,0.0581111,0.046347,0.00753945,0.0175002,0.0551063,0,0.0131185,0.0634275,0.0169556,0,0,0.0115222,0,0,0.0334431,0.0456927,0.0467762,0.0376273,0.031886,0.0247663,0.0366551,0.0302275,0.0620502,0.0612425,0.0622686,0.062517,0.0165752,0.0360709,0.0182361,0.0205899,0.0432905,0.0139531,0,0,0,0,0,0,0,0,0,0,0.059342,0,0,0.0474232,0
133,0.0310981,0.0496577,0,0,0,0,0.0157222,0,0.0310603,0.0512302,0,0,0.0126649,0,0,0.0343358,0.0371193,0.044793,0.0254934,0.058412,0.0223278,0.0304046,0.0130026,0,0.030206,0.0454644,0.0462158,0.0395643,0.0355421,0.0595326,0.046341,0.00747232,0.0176851,0.0541687,0,0.01236,0.0629948,0.0169377,0,0,0.011378,0,0,0.0335179,0.0466763,0.045822,0.0366714,0.0313547,0.0243261,0.0366743,0.0283127,0.062892,0.0621938,0.0632802,0.0633397,0.0154615,0.035928,0.0183935,0.0206868,0.0431276,0.0140727,0,0,0,0,0,0,0,0,0,0,0.0587,0,0.0197717,0.0476418,0
134,0.0312341,0.0496116,0,0,0,0,0.0156652,0,0.0308884,0.0510742,0,0,0.0125177,0,0,0.0342714,0.0371367,0.0445672,0.0253082,0.0587413,0.0224534,0.0302403,0.0131328,0,0.0306486,0.0454827,0.0462838,0.0395067,0.0354395,0.059331,0.0464492,0.00748831,0.0176897,0.0546434,0,0.0122803,0.0631994,0.0170574,0,0,0.0112657,0,0,0.0334746,0.0465121,0.0457255,0.0366654,0.0310405,0.0240583,0.0367524,0.0279844,0.0629325,0.0622027,0.0632459,0.0632716,0.0158512,0.0358948,0.018578,0.0208997,0.0429946,0.0140275,0,0,0,0,0,0,0,0,0,0,0.0587113,0,0.0195047,0.0476709,0
135,0.0313542,0.0495555,0,0,0,0,0.0156907,0,0.0303503,0.0510026,0,0,0.0124163,0,0,0.0342284,0.0368703,0.044409,0.0250533,0.0589268,0.0226843,0.0301518,0.0131418,0,0.0307994,0.0454688,0.0463173,0.0392432,0.0351154,0.0575383,0.0464369,0.00751762,0.0178462,0.0551678,0,0.0123624,0.0632731,0.0171905,0,0,0.0112291,0,0,0.033374,0.0464027,0.0456744,0.0365167,0.030869,0.0238729,0.0368598,0.0276916,0.0629608,0.0622246,0.0632267,0.0632765,0.016194,0.0357803,0.0187815,0.0210293,0.0427807,0.0140051,0,0,0,0,0,0,0,0,0,0,0.0587982,0,0.0194453,0.0472519,0
136,0.031426,0.0495186,0,0,0,0,0.0156733,0,0.0300884,0.0509362,0,0,0.0123821,0,0,0.0344558,0.0365266,0.0443925,0.0247268,0.0589571,0.0230426,0.0301348,0.0130359,0,0.0306879,0.045439,0.0462831,0.0389995,0.0347543,0.0559716,0.0463658,0.0075759,0.0181335,0.0556596,0,0.0124714,0.0632693,0.0173493,0,0,0.0113065,0,0,0.0332776,0.0463593,0.0455049,0.0363308,0.0308769,0.0237452,0.0369683,0.0274852,0.0629592,0.0622507,0.0631991,0.0632469,0.0163193,0.0356028,0.018992,0.0210612,0.0425571,0.0139877,0,0,0,0,0,0,0,0,0,0,0.0589926,0,0.0199,0.0467608,0
137,0.0314697,0.0494503,0,0,0,0,0.0156778,0,0.0299429,0.0508593,0,0,0.0123722,0,0,0.034642,0.0362636,0.044324,0.0244041,0.0589823,0.0235292,0.0301363,0.0127878,0,0.0303811,0.0453536,0.0462594,0.038841,0.0344067,0.0549501,0.0462227,0.00759308,0.0184274,0.0558449,0,0.012596,0.0633868,0.0174955,0,0,0.0113755,0,0,0.0333062,0.0463246,0.0450856,0.0361984,0.0309755,0.0236572,0.0370475,0.0273722,0.0629474,0.0621951,0.0630884,0.0632189,0.0162194,0.0354288,0.019176,0.0211675,0.0423622,0.0139988,0,0,0,0,0,0,0,0,0,0,0.059282,0,0.0205571,0.0463675,0
138,0.0316345,0.0494096,0,0,0,0,0.0156487,0,0.0297524,0.0509022,0,0,0.0123706,0,0,0.03445,0.0368904,0.0441174,0.0244156,0.0590447,0.0237717,0.0299176,0.0129399,0,0.0301711,0.0451732,0.0462869,0.0386773,0.0340496,0.0537221,0.0462442,0.00762313,0.0183293,0.0561443,0,0.0134768,0.0645723,0.0177344,0,0,0.0116196,0,0,0.0332857,0.0451513,0.0452051,0.0374461,0.0312562,0.0238631,0.0373439,0.0286683,0.0622672,0.0609501,0.0618062,0.0621612,0.0175563,0.0353658,0.0192855,0.0212449,0.0423519,0.0138526,0,0,0,0,0,0,0,0,0,0,0.0603255,0,0,0.0463495,0
139,0.0316717,0.0493352,0,0,0,0,0.0161516,0,0.0295686,0.0507709,0,0,0.0124537,0,0,0.0346278,0.0361997,0.0443225,0.0238564,0.0589737,0.0243846,0.0302091,0.012394,0,0.0290345,0.0450458,0.0463575,0.0386658,0.0339853,0.0533268,0.0459864,0.007614,0.0186371,0.0553582,0,0.0130368,0.0638448,0.0177573,0,0,0.0115841,0,0,0.0333594,0.0465137,0.0451388,0.0361853,0.0310433,0.0236721,0.0370622,0.0273695,0.0628908,0.0619159,0.0627462,0.0629772,0.0165382,0.0351555,0.019251,0.0212948,0.0421935,0.0141389,0,0,0,0,0,0,0,0,0,0,0.059263,0,0.0205633,0.0460407,0
140,0.0318899,0.0493239,0,0,0,0,0.0167423,0,0.0293207,0.0507593,0,0,0.0124529,0,0,0.0343764,0.0370022,0.0439761,0.0236816,0.059519,0.0244627,0.030032,0.012524,0,0.0284596,0.0449083,0.0463985,0.0385681,0.0339451,0.0524497,0.0461181,0.0076511,0.0183018,0.0558053,0,0.0141004,0.0651851,0.0179259,0,0,0.0117716,0,0,0.0330656,0.0454417,0.0451742,0.0370917,0.0310466,0.023817,0.037214,0.0286943,0.0621675,0.0606949,0.061531,0.0619624,0.0176871,0.0351572,0.0190984,0.0211625,0.0423329,0.0140231,0,0,0,0,0,0,0,0,0,0,0.0602996,0,0,0.0456788,0
141,0.0320108,0.0493126,0,0,0,0,0.0171164,0,0.0290274,0.0507517,0,0,0.0124199,0,0,0.03432,0.0372019,0.0441529,0.0234035,0.0593501,0.0246552,0.0299865,0.01238,0,0.0274395,0.0448587,0.0465175,0.0386196,0.0341182,0.0516503,0.0461256,0.00760983,0.0182526,0.0556727,0,0.014352,0.0655456,0.0179483,0,0,0.0122292,0,0,0.0329326,0.045412,0.0450534,0.0370313,0.0308381,0.0236061,0.0372803,0.0286977,0.0620464,0.0605073,0.0613054,0.0617625,0.0173774,0.0352135,0.0189428,0.0209403,0.0423367,0.0140514,0,0,0,0,0,0,0,0,0,0,0.0604485,0,0,0.0450833,0
142,0.0321074,0.0492566,0,0,0,0,0.0175768,0,0.0287838,0.0507955,0,0,0.0123995,0,0,0.0342553,0.0374657,0.0443128,0.0231713,0.0588553,0.0247807,0.0299916,0.0122668,0,0.0265463,0.0449241,0.0468242,0.0387463,0.0343695,0.0507905,0.0461902,0.00759276,0.0181349,0.055713,0,0.0146046,0.0659683,0.0179186,0,0,0.012521,0,0,0.0329062,0.0454561,0.0449496,0.0370383,0.0305743,0.023376,0.0375023,0.0285694,0.0619405,0.0603295,0.0610834,0.0615938,0.0171641,0.0353358,0.0188012,0.0207183,0.0422642,0.0139954,0,0,0,0,0,0,0,0,0,0,0.0606415,0,0,0.0443945,0
143,0.0322014,0.0490342,0,0,0,0,0.0180724,0,0.0285656,0.0504347,0,0,0.0125008,0,0,0.0342643,0.0373244,0.0450894,0.0228355,0.0580716,0.0251759,0.0305099,0.0120326,0,0.0255667,0.0450067,0.0471326,0.0390413,0.0348878,0.0509103,0.0460778,0.00769205,0.0182771,0.0555749,0,0.0142764,0.0655953,0.0176411,0,0,0.012793,0,0,0.032849,0.0466324,0.0451073,0.0355062,0.0299643,0.0229909,0.0376405,0.0270627,0.0622576,0.0612933,0.0621406,0.0624495,0.015985,0.0353396,0.0187259,0.0206194,0.0419776,0.0142316,0,0,0,0,0,0,0,0,0,0,0.0599371,0,0.0210731,0.0431331,0
144,0.0322544,0.0490864,0,0,0,0,0.0185519,0,0.0280433,0.0507419,0,0,0.012461,0,0,0.0339037,0.038194,0.0461198,0.0227318,0.0578675,0.0248748,0.0300839,0.0119883,0,0.0251101,0.0454365,0.0473566,0.0395527,0.0354807,0.0499353,0.0462262,0.00764262,0.0178143,0.0557543,0,0.0151926,0.0670961,0.0178522,0,0,0.0126312,0,0,0.0328762,0.0456426,0.0449994,0.0366831,0.029823,0.0229782,0.038013,0.0280525,0.0614995,0.0598894,0.0607315,0.0613307,0.0171113,0.0355477,0.0186395,0.0205148,0.0421176,0.0138722,0,0,0,0,0,0,0,0,0,0,0.061397,0,0,0.0426988,0
145,0.0321848,0.0490844,0,0,0,0,0.0194184,0,0.0276125,0.0505583,0,0,0.0125754,0,0,0.0340564,0.0379274,0.0467434,0.0223861,0.0574852,0.0250655,0.0302465,0.0120348,0,0.0239392,0.0460112,0.0476366,0.0402058,0.0363295,0.0500731,0.0461289,0.0075119,0.0178492,0.0549633,0,0.0147811,0.0666113,0.017705,0,0,0.0128723,0,0,0.0329376,0.046526,0.0449984,0.0354132,0.0293092,0.0227115,0.0381825,0.0267836,0.0618878,0.0608161,0.0616581,0.0620117,0.0166121,0.0354822,0.0185737,0.0204258,0.0419686,0.0140327,0,0,0,0,0,0,0,0,0,0,0.0606068,0,0.0211498,0.0423643,0
146,0.0323554,0.0489028,0,0,0,0,0.0204239,0,0.0271367,0.0501865,0,0,0.0127121,0,0,0.0339169,0.0382485,0.0463831,0.0219819,0.0582037,0.0251971,0.0302213,0.0122551,0,0.0229193,0.0464966,0.047938,0.0405482,0.0370263,0.048701,0.0461469,0.00774213,0.0177912,0.0549739,0,0.0150913,0.0670233,0.0176879,0,0,0.0130863,0,0,0.0327367,0.046636,0.0446428,0.0349762,0.0290579,0.0226398,0.0386019,0.0266463,0.0618172,0.0607684,0.0616017,0.0619821,0.0169358,0.0355335,0.0186381,0.0204407,0.0417119,0.0142216,0,0,0,0,0,0,0,0,0,0,0.0607072,0,0.0208929,0.0425384,0
147,0.0323339,0.0490029,0,0,0,0,0.0212791,0,0.0266771,0.0504893,0,0,0.0125637,0,0,0.0338463,0.0390644,0.0461574,0.0218751,0.0588604,0.0248119,0.0296847,0.0127343,0,0.0223708,0.047189,0.0487239,0.0409206,0.0375656,0.0467341,0.0463525,0.00769573,0.0174205,0.0550582,0,0.0160833,0.0687187,0.0179406,0,0,0.0127077,0,0,0.0328141,0.045868,0.0440504,0.0361511,0.0288273,0.0226879,0.0390211,0.0275678,0.06144,0.059353,0.0600553,0.060932,0.017691,0.0355563,0.0185653,0.0204254,0.0418299,0.0137699,0,0,0,0,0,0,0,0,0,0,0.0620871,0,0,0.0428367,0
148,0.0322379,0.0489714,0,0,0,0,0.0220227,0,0.0263149,0.0502888,0,0,0.0125453,0,0,0.033952,0.0385585,0.0461585,0.0216499,0.0588767,0.0249057,0.0298238,0.0136096,0,0.0214826,0.0479258,0.0493173,0.0413134,0.0382018,0.0461751,0.0463149,0.00759101,0.0174734,0.0558837,0,0.0153408,0.0681044,0.0178482,0,0,0.0127145,0,0,0.0329371,0.046881,0.0448797,0.0348299,0.0282827,0.0225141,0.0391233,0.0261723,0.0618117,0.0605218,0.0612912,0.0618829,0.0174497,0.0354127,0.0184766,0.0204185,0.0417366,0.0137881,0,0,0,0,0,0,0,0,0,0,0.0612128,0,0.0215637,0.0428548,0
149,0.0322397,0.0488703,0,0,0,0,0.0225416,0,0.0256997,0.0503826,0,0,0.0124349,0,0,0.0338013,0.0384856,0.0453978,0.0214876,0.0587604,0.0249168,0.0295921,0.0145307,0,0.0213236,0.048268,0.0496806,0.04152,0.0384845,0.044636,0.046456,0.00756145,0.0173406,0.0567241,0,0.0152585,0.0682944,0.017891,0,0,0.0127693,0,0,0.0329032,0.047151,0.0453754,0.0346226,0.0281017,0.022405,0.0391419,0.0258127,0.0619178,0.0606271,0.0613307,0.0618789,0.0185084,0.035506,0.0184429,0.0203848,0.0417836,0.0136895,0,0,0,0,0,0,0,0,0,0,0.0613194,0,0.0213337,0.0428847,0
150,0.0322597,0.0487562,0,0,0,0,0.0232472,0,0.0252759,0.0505161,0,0,0.0123913,0,0,0.0338547,0.0384814,0.0447188,0.0213123,0.0583758,0.0249293,0.0293613,0.0154951,0,0.0214829,0.0482532,0.0498425,0.0415962,0.0385307,0.0428937,0.0464801,0.00753551,0.0173283,0.0574032,0,0.0153544,0.0685991,0.0179669,0,0,0.0128758,0,0,0.0330272,0.0473852,0.0457034,0.0345342,0.0279962,0.0223138,0.0392438,0.025471,0.0621254,0.0607019,0.0613757,0.0617782,0.0190549,0.0355032,0.0184972,0.0204008,0.0418277,0.013616,0,0,0,0,0,0,0,0,0,0,0.0617333,0,0.0213919,0.0428128,0
151,0.032499,0.0485339,0,0,0,0,0.0240296,0,0.0250891,0.0505961,0,0,0.0125598,0,0,0.0337068,0.038531,0.0440044,0.0210453,0.0578713,0.0251076,0.0292649,0.0161875,0,0.0217162,0.0481561,0.049472,0.0416435,0.0384494,0.0409895,0.0464345,0.0078057,0.0174421,0.0573636,0,0.0155383,0.0687645,0.0181102,0,0,0.0130323,0,0,0.0329116,0.0478198,0.0459244,0.034241,0.0280059,0.0223622,0.0396431,0.0250434,0.0622968,0.0607381,0.0614907,0.0618027,0.0192347,0.0354949,0.0185419,0.0205621,0.0417179,0.0137676,0,0,0,0,0,0,0,0,0,0,0.0620472,0,0.021396,0.0426574,0
152,0.0327118,0.048756,0,0,0,0,0.0260413,0,0.0253541,0.0525905,0,0,0.0122962,0,0,0.033634,0.0381563,0.0443062,0.0227476,0.0603468,0.0252408,0.0289218,0.0186339,0,0.0218496,0.0465988,0.0476322,0.0400092,0.0365076,0.0363951,0.0467081,0.00763597,0.0170173,0.0573178,0,0.0156942,0.0691262,0.0181583,0,0,0.0130415,0,0,0.0328928,0.0477471,0.0461842,0.0342796,0.0274292,0.0217532,0.0396901,0.0251419,0.0621938,0.0606375,0.0612313,0.0616048,0.020038,0.0359903,0.0180227,0.0200433,0.0422408,0.0131529,0,0,0,0,0,0,0,0,0,0,0.0620405,0,0.0219098,0,0
153,0.0325239,0.0485629,0,0,0,0,0.0272056,0,0.024603,0.0512536,0,0,0.0126928,0,0,0.0336387,0.0385153,0.0427297,0.0206782,0.0563186,0.0253397,0.0288169,0.0169416,0,0.0221257,0.047215,0.0494531,0.0410346,0.0376704,0.0351132,0.0463048,0.00777034,0.0173063,0.0571263,0,0.0156118,0.0688526,0.01852,0,0,0.0127652,0,0,0.0330231,0.0483696,0.0463393,0.033987,0.0281851,0.0226906,0.040051,0.0246437,0.0622679,0.0608741,0.0613326,0.0617492,0.0203999,0.0352701,0.0188127,0.0209402,0.0418644,0.0136669,0,0,0,0,0,0,0,0,0,0,0.0618624,0,0.0214017,0.0429691,0
154,0.0325446,0.0485303,0,0,0,0,0.0300006,0,0.0244061,0.0516293,0,0,0.0127985,0,0,0.0335134,0.0385655,0.0421799,0.0205902,0.0550739,0.025434,0.0286179,0.0167977,0,0.0230437,0.0467495,0.0498278,0.0406037,0.0373559,0.0310761,0.0462651,0.00776861,0.0172523,0.0573316,0,0.0157712,0.068508,0.0188318,0,0,0.0126613,0,0,0.0331707,0.0485044,0.0464371,0.033856,0.0284517,0.0229249,0.0401611,0.0246448,0.0623204,0.0610043,0.061395,0.0617685,0.0204155,0.0350154,0.0190179,0.0212871,0.0418973,0.0136555,0,0,0,0,0,0,0,0,0,0,0.0616604,0,0.021069,0.0434336,0
