Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x71,x72,x73,x74,x75,RKNE
150,0.0337539,0.0498685,0,0,0,0,0,0,0.0206431,0,0.0276479,0.0500723,0,0,0.012665,0,0,0.0329285,0.0398678,0.0439463,0.0224922,0.0564486,0.0280094,0.0306043,0.0117758,0.0276816,0.044671,0.0289339,0.0470649,0.0490969,0.0405155,0.0361905,0.0512042,0.0472834,0.00695878,0.0168776,0.0540099,0,0.0148021,0.0673803,0.0177522,0,0,0.0130072,0,0,0.0337783,0.0466301,0.0443395,0.0341506,0.0296542,0.0192369,0.0356183,0.0217781,0.0564762,0.0611815,0.0599156,0.0605551,0.0613733,0.0175332,0.0354849,0.0173717,0.0201373,0.0432656,0.0178006,0,0,0,0,0,0,0,0,0,0,0.0215002
151,0.0344238,0.0497223,0,0,0,0,0,0,0.0210584,0,0.0290156,0.0510037,0,0,0.012518,0,0,0.0324915,0.039681,0.0460301,0.0240605,0.0595256,0.0287201,0.0305605,0.0108346,0.0309876,0,0.0290168,0.0458342,0.0477384,0.0394086,0.0358551,0.0514749,0.0476979,0.00734977,0.0167959,0.0534935,0,0.0154114,0.0685335,0.0175695,0,0,0.0132287,0,0,0.0331772,0.0462529,0.0448913,0.0336921,0.0287863,0.0182926,0.0361576,0.0216678,0.0566725,0.0607526,0.0593544,0.0603229,0.0611195,0.0177057,0.0363729,0.0168499,0.0196569,0.0434598,0.0176144,0,0,0,0,0,0,0,0,0,0,0.0220388
152,0.0345336,0.0497097,0,0,0,0,0,0,0.0214068,0,0.0286859,0.0509924,0,0,0.0123997,0,0,0.0324634,0.0397567,0.0465986,0.0242027,0.0600853,0.0288464,0.0303504,0.0103035,0.032727,0,0.0280159,0.0464701,0.0483772,0.0399643,0.0366583,0.0518545,0.0477215,0.00737632,0.0167668,0.0536299,0,0.015684,0.0692108,0.0176429,0,0,0.0131541,0,0,0.0330561,0.0461116,0.0450054,0.0335357,0.0283103,0.0181629,0.0364102,0.0213332,0.0567917,0.0606482,0.059201,0.0602207,0.060924,0.0180309,0.0364342,0.0168819,0.0196386,0.0434296,0.0175825,0,0,0,0,0,0,0,0,0,0,0.0218016
153,0.0346442,0.0496928,0,0,0,0,0,0,0.0215031,0,0.0283763,0.0510553,0,0,0.0123306,0,0,0.0323896,0.0397336,0.0474475,0.0243556,0.0599078,0.0288634,0.0301275,0.0102397,0.0344304,0,0.0270999,0.047148,0.0489392,0.0406128,0.0375159,0.0523005,0.047744,0.00744926,0.0167066,0.0541581,0,0.0157998,0.0698662,0.0177177,0,0,0.013126,0,0,0.0330387,0.0459171,0.045249,0.0333321,0.027937,0.0180826,0.03666,0.0211885,0.057143,0.0605552,0.0591425,0.0602612,0.0608477,0.0181795,0.0364773,0.0168802,0.0196754,0.0434194,0.0175562,0,0,0,0,0,0,0,0,0,0,0.0211581
154,0.0344638,0.049866,0,0,0,0,0,0,0.0217994,0,0.0279714,0.0513487,0,0,0.0121117,0,0,0.0324943,0.0394977,0.0479722,0.0246066,0.0593864,0.028857,0.0297932,0.0106851,0.0361936,0,0.0262258,0.0476605,0.0493717,0.0411472,0.0382051,0.0524151,0.0477891,0.00719086,0.0164625,0.0551232,0,0.0157007,0.0702586,0.0177888,0,0,0.0130233,0,0,0.0333028,0.0454815,0.0455876,0.0333542,0.0276924,0.0180199,0.036565,0.0211391,0.0573564,0.06071,0.059143,0.0601567,0.0607675,0.0185389,0.0364399,0.0167645,0.0196173,0.0435881,0.0173309,0,0,0,0,0,0,0,0,0,0,0.021305
155,0.0345196,0.0498158,0,0,0,0,0,0,0.021915,0,0.0277601,0.0515955,0,0,0.0120606,0,0,0.0324582,0.0394067,0.0477828,0.0247705,0.0596829,0.0292247,0.0295902,0.0113052,0.037454,0,0.0256968,0.0479723,0.0496636,0.04159,0.0387193,0.0521548,0.047855,0.00719431,0.0163549,0.0555293,0,0.0158476,0.0704814,0.0178901,0,0,0.0131093,0,0,0.0332567,0.0451176,0.0456801,0.0333626,0.0275048,0.0179845,0.0367953,0.0210497,0.0572546,0.0608653,0.0590353,0.0600071,0.0607103,0.0186186,0.0364601,0.0167672,0.0196945,0.0435658,0.017388,0,0,0,0,0,0,0,0,0,0,0.0217863
156,0.0345556,0.0497725,0,0,0,0,0,0,0.0220933,0,0.0276705,0.0518015,0,0,0.0120177,0,0,0.0324531,0.0392226,0.0473148,0.0248564,0.059627,0.0293955,0.0294098,0.01209,0.038551,0,0.0253039,0.0480891,0.0498272,0.0417007,0.0388037,0.0510868,0.0479237,0.00719851,0.0162641,0.0560136,0,0.0159147,0.0706871,0.0180058,0,0,0.013195,0,0,0.0333405,0.0454427,0.046032,0.0335278,0.0272526,0.0179848,0.0370184,0.0208832,0.0573028,0.060826,0.058999,0.0599497,0.060577,0.0188947,0.0364572,0.0167654,0.0197862,0.0435057,0.0174434,0,0,0,0,0,0,0,0,0,0,0.0220432
157,0.0345967,0.0497345,0,0,0,0,0,0,0.0225215,0,0.0273801,0.0519797,0,0,0.0120045,0,0,0.0324201,0.0389589,0.046649,0.0248314,0.0601411,0.0292959,0.0292578,0.0128127,0.0391807,0,0.0251105,0.0479241,0.0498669,0.041535,0.0384387,0.0491012,0.0479461,0.00719586,0.0162012,0.0563216,0,0.01595,0.0707851,0.0181479,0,0,0.0130907,0,0,0.0334927,0.0457084,0.0464276,0.0336603,0.0270951,0.0180091,0.0372242,0.0206124,0.0574509,0.0607789,0.0590183,0.0599308,0.0605315,0.0193263,0.0363821,0.0167963,0.0199176,0.0434577,0.0175382,0,0,0,0,0,0,0,0,0,0,0.0220319
158,0.0346458,0.0497203,0,0,0,0,0,0,0.0232113,0,0.0268143,0.052274,0,0,0.0119896,0,0,0.0323448,0.0385143,0.0457896,0.0247196,0.0600495,0.0292913,0.0290538,0.0134548,0.0395168,0,0.0250549,0.0473991,0.0497112,0.0411396,0.0377228,0.0463553,0.047969,0.00713466,0.0161543,0.0564224,0,0.0160395,0.0707505,0.0183334,0,0,0.0129471,0,0,0.0335597,0.0458858,0.0466805,0.0335098,0.027081,0.0180705,0.0372647,0.020392,0.0576013,0.0607365,0.0590228,0.0599161,0.0605202,0.0198579,0.0362441,0.0168149,0.0200767,0.0434073,0.0176081,0,0,0,0,0,0,0,0,0,0,0.0219602
159,0.0346995,0.0497043,0,0,0,0,0,0,0.0242795,0,0.0264,0.0526685,0,0,0.0119927,0,0,0.0322765,0.0379582,0.044973,0.0245773,0.0595274,0.0294016,0.028838,0.0139971,0.0394268,0,0.0253868,0.0467218,0.0494649,0.040552,0.0369462,0.0429594,0.0480037,0.00713958,0.0161307,0.0563261,0,0.0161709,0.0705176,0.018503,0,0,0.0129166,0,0,0.033623,0.0461072,0.0467831,0.0332172,0.0271661,0.0182241,0.0371292,0.0202254,0.0576088,0.06073,0.0590407,0.0598917,0.0604817,0.0203184,0.0361126,0.0168677,0.0202301,0.043325,0.0176321,0,0,0,0,0,0,0,0,0,0,0.0218986
160,0.0347362,0.0496746,0,0,0,0,0,0,0.0259424,0,0.026172,0.0530977,0,0,0.0120152,0,0,0.0321934,0.0373233,0.04427,0.0244553,0.058825,0.0292197,0.0287365,0.0144813,0.0389657,0,0.0259675,0.0460166,0.0491927,0.0399654,0.0362622,0.0389327,0.0480189,0.00713693,0.0161492,0.0564066,0,0.0161833,0.0701057,0.0186342,0,0,0.0129172,0,0,0.0336054,0.0464175,0.0468793,0.0329124,0.0272132,0.0183139,0.0372163,0.0200627,0.0575956,0.0607803,0.0591407,0.0598962,0.0605096,0.0205894,0.036025,0.0168522,0.0203232,0.0432981,0.0176748,0,0,0,0,0,0,0,0,0,0,0.0217308
161,0.0347826,0.0496443,0,0,0,0,0,0,0.0285806,0,0.0258775,0.053605,0,0,0.0120472,0,0,0.0320996,0.0366631,0.0437023,0.0243537,0.0568963,0.0289888,0.0286944,0.0149791,0.0383497,0,0.0269222,0.0453192,0.0488026,0.0395047,0.0357294,0.034145,0.0480178,0.0071845,0.0161494,0.0565691,0,0.0161627,0.0697381,0.0188237,0,0,0.0128879,0,0,0.033629,0.0468183,0.0468849,0.0326446,0.0273441,0.0184297,0.0375125,0.0198839,0.0575059,0.0608816,0.0592664,0.0599328,0.0606044,0.0207962,0.0358421,0.0168196,0.0204158,0.0433099,0.0177587,0,0,0,0,0,0,0,0,0,0,0.0215824
162,0.0348031,0.0496157,0,0,0,0,0,0,0.0322022,0,0.0255995,0.0542305,0,0,0.0120908,0,0,0.0320168,0.0359942,0.0431884,0.0243028,0.0537285,0.0287839,0.0285359,0.0155204,0.0376041,0,0.0284757,0.0447003,0.0483093,0.0391679,0.0354811,0.0289034,0.0480584,0.00721144,0.0161159,0.0566318,0,0.0161392,0.0691891,0.0190457,0,0,0.0128607,0,0,0.033854,0.0472971,0.047115,0.0323801,0.0275458,0.0185995,0.0377849,0.0197448,0.0574107,0.0610315,0.0594414,0.0600505,0.0606345,0.0213027,0.0356325,0.0168506,0.0205876,0.043282,0.0178013,0,0,0,0,0,0,0,0,0,0,0.0214635
163,0.0352487,0.04927,0,0,0,0,0,0,0.0356797,0,0.0257484,0.0545334,0,0,0.0127324,0,0,0.0311267,0.0352141,0.0426198,0.0232779,0.0529568,0.0287025,0.0280592,0.0154412,0.0355251,0,0.0297218,0.0444217,0.0483514,0.0391585,0.0359161,0.023596,0.0484216,0.00767102,0.0160355,0.0658726,0,0.0194012,0.0687216,0.0199465,0,0,0.012396,0,0,0.0340473,0.0460759,0.044666,0.0331478,0.0285767,0.018792,0.0365674,0.0224595,0.0571874,0.0604084,0.0586107,0.0580156,0.0592794,0.0319081,0.0356412,0.016749,0.0205209,0.0431141,0.0179492,0,0,0,0,0,0,0,0,0,0,0.0242288
164,0.0352318,0.0492652,0,0,0,0,0,0,0.0403147,0,0.0259022,0.0552813,0,0,0.0127101,0,0,0.031114,0.0347398,0.0417855,0.0235996,0.0531693,0.0285626,0.0279062,0.0161227,0.0341411,0,0.0302582,0.0439919,0.0480836,0.0388299,0.0360488,0.017928,0.0484697,0.00767161,0.0160326,0.06629,0,0.0193287,0.0679636,0.0199956,0,0,0.0124077,0,0,0.0339503,0.0464073,0.0446785,0.0328544,0.0286748,0.0188665,0.0364909,0.0224588,0.0570395,0.0603929,0.058707,0.0580113,0.0592249,0.0322507,0.0354692,0.0167275,0.0205678,0.0430697,0.0179378,0,0,0,0,0,0,0,0,0,0,0.0239345
165,0.0352038,0.0492767,0,0,0,0,0,0,0.0453067,0,0.0261211,0.0560537,0,0,0.0126872,0,0,0.0311181,0.0342562,0.0410107,0.0240079,0.0526191,0.0284695,0.0277709,0.0168591,0.0325705,0,0.0311095,0.0437163,0.0476069,0.0385599,0.0362231,0.0136538,0.0485217,0.00768671,0.0161125,0.0666641,0,0.0193703,0.0673603,0.0201056,0,0,0.0124141,0,0,0.0340608,0.0467768,0.0448993,0.0322317,0.0287912,0.0190448,0.0362645,0.0224052,0.0568201,0.0604216,0.0588231,0.0580874,0.0592256,0.0325265,0.0352654,0.0167645,0.020649,0.0430796,0.0178871,0,0,0,0,0,0,0,0,0,0,0.0235526
166,0.0351813,0.0493228,0,0,0,0,0,0,0.0502091,0,0.0265502,0.0567874,0,0,0.012625,0,0,0.0310617,0.0338138,0.0402578,0.0244942,0.0517954,0.0283386,0.0275901,0.0178032,0.0310579,0,0.0321919,0.0435907,0.0473766,0.0383576,0.0364935,0.0119331,0.048601,0.00768057,0.016114,0.0669425,0,0.0195986,0.0667905,0.0202076,0,0,0.0124192,0,0,0.0341135,0.0471062,0.0453898,0.0312074,0.0288655,0.0192346,0.0360601,0.0223942,0.0564754,0.0605044,0.0589605,0.0582284,0.0593575,0.0330661,0.0351954,0.0167769,0.0207167,0.0431629,0.0178039,0,0,0,0,0,0,0,0,0,0,0.023184
167,0.035153,0.0493493,0,0,0,0,0,0,0.0541973,0,0.0270602,0.0576494,0,0,0.0125299,0,0,0.0309992,0.0333569,0.0394642,0.0250975,0.0511427,0.0283252,0.0274589,0.0189719,0.0296317,0,0.0331056,0.0435876,0.0474964,0.038254,0.0367439,0.0123821,0.0486766,0.00767374,0.0160461,0.0675163,0,0.0197991,0.0661062,0.0202574,0,0,0.0124572,0,0,0.034074,0.0474764,0.0455267,0.030645,0.0288684,0.0193064,0.0359952,0.0222969,0.0562978,0.0605317,0.0591353,0.0582815,0.0594921,0.0338879,0.0351796,0.016717,0.020757,0.0432475,0.0177428,0,0,0,0,0,0,0,0,0,0,0.0227844
168,0.0351446,0.0493569,0,0,0,0,0,0,0.0556806,0,0.027514,0.0586488,0,0,0.0124132,0,0,0.0309916,0.0329462,0.0384653,0.025943,0.0511152,0.0283928,0.0273935,0.020567,0.0279129,0,0.0338078,0.0436757,0.0473767,0.0384014,0.0366739,0.0123256,0.0487649,0.00773016,0.0159722,0.0684332,0,0.019951,0.065532,0.0202784,0,0,0.0125099,0,0,0.0340169,0.0478224,0.0454565,0.0303947,0.0288089,0.0192365,0.0360173,0.0222529,0.0562562,0.0605033,0.0592835,0.0582978,0.0594791,0.034432,0.0352384,0.016636,0.0207085,0.0433029,0.017689,0,0,0,0,0,0,0,0,0,0,0.0225432
169,0.0351103,0.0493878,0,0,0,0,0,0,0.057967,0,0.0280079,0.0593236,0,0,0.0123479,0,0,0.031044,0.0326653,0.0380989,0.0264478,0.0510067,0.0284285,0.0272649,0.0216912,0.0269463,0,0.0343436,0.0437345,0.0471765,0.038493,0.036651,0.0132342,0.0488036,0.00776114,0.0160045,0.0695143,0,0.0201137,0.0650525,0.0203676,0,0,0.0125212,0,0,0.0339968,0.0481059,0.0458913,0.030157,0.0288572,0.0192517,0.0359493,0.0221738,0.0560888,0.0605779,0.0594164,0.0584536,0.0595579,0.0350622,0.0352203,0.016659,0.0206626,0.0432692,0.0177152,0,0,0,0,0,0,0,0,0,0,0.0223743
170,0.0350501,0.0494264,0,0,0,0,0,0,0.0597836,0,0.0286007,0.0597862,0,0,0.012363,0,0,0.031117,0.0325542,0.0379519,0.0268166,0.0510876,0.0285437,0.0271529,0.0226754,0.0263105,0,0.0347609,0.0438397,0.0468722,0.0386166,0.0366693,0.0140963,0.0487979,0.00773505,0.0160539,0.0706729,0,0.0202267,0.0647304,0.0204517,0,0,0.0125258,0,0,0.0341205,0.0482498,0.0461323,0.0299217,0.0289148,0.0192674,0.0358715,0.0220759,0.0559632,0.0606216,0.0594909,0.0585809,0.0596738,0.0355621,0.0351091,0.0167153,0.0206879,0.0432726,0.0177799,0,0,0,0,0,0,0,0,0,0,0.0220993
171,0.0349762,0.0494104,0,0,0,0,0,0,0.0600356,0,0.0289858,0.0601784,0,0,0.0123797,0,0,0.0311429,0.0325949,0.037958,0.0271548,0.0513462,0.028494,0.0270738,0.0234893,0.0259318,0,0.0350783,0.0439472,0.0468586,0.0387087,0.0366247,0.0145076,0.0487662,0.00764347,0.0160932,0.0714409,0,0.0204055,0.0645165,0.0204332,0,0,0.0125436,0,0,0.0341653,0.0482738,0.0458113,0.0299497,0.0289365,0.0192501,0.0358992,0.0219934,0.0559333,0.0605931,0.0595187,0.0585483,0.0596035,0.0360538,0.0350056,0.0167401,0.0206924,0.0433548,0.017865,0,0,0,0,0,0,0,0,0,0,0.0218947
172,0.0349001,0.0494033,0,0,0,0,0,0,0.0593492,0,0.0292033,0.0604843,0,0,0.0123501,0,0,0.0311785,0.0326343,0.0380772,0.0274616,0.0513771,0.0285088,0.0271221,0.0240722,0.0258298,0,0.0352485,0.0441254,0.0470329,0.0387734,0.0365603,0.0144051,0.0486918,0.00761086,0.0160452,0.0720731,0,0.0207526,0.0643011,0.020382,0,0,0.0125752,0,0,0.0341272,0.0482172,0.0456264,0.0304479,0.028906,0.0191534,0.0360408,0.0218388,0.0559849,0.060578,0.0595051,0.0585159,0.059557,0.036702,0.0349976,0.0167082,0.0206664,0.0433882,0.0179447,0,0,0,0,0,0,0,0,0,0,0.0217943
173,0.0347909,0.0494101,0,0,0,0,0,0,0.0580729,0,0.0295547,0.0606164,0,0,0.0123602,0,0,0.0312621,0.0326645,0.0381851,0.0276552,0.0511033,0.0285713,0.0272244,0.0247825,0.0259013,0,0.0352681,0.0442436,0.0471689,0.0388494,0.0366626,0.0135346,0.0485816,0.00760032,0.0160547,0.0726408,0,0.0211194,0.0642778,0.0203231,0,0,0.0126074,0,0,0.0340853,0.0480375,0.0457359,0.0305893,0.0287929,0.019141,0.0363149,0.0217,0.0561324,0.0605712,0.0594401,0.0585467,0.0595716,0.0373463,0.0349983,0.0166848,0.020627,0.0434154,0.0180285,0,0,0,0,0,0,0,0,0,0,0.0217225
174,0.0346404,0.0493792,0,0,0,0,0,0,0.0566335,0,0.0298328,0.0606335,0,0,0.0123691,0,0,0.0313789,0.0326371,0.0384331,0.0277319,0.0506609,0.028615,0.0273492,0.0252106,0.0261335,0,0.0351818,0.0443501,0.0472748,0.0389116,0.0368284,0.0123491,0.0484945,0.00759193,0.0161346,0.0731533,0,0.0213875,0.0644706,0.0202496,0,0,0.0127659,0,0,0.0341373,0.0477826,0.0459303,0.0304472,0.0287584,0.0191207,0.0365301,0.0215936,0.0562503,0.0604721,0.0593699,0.0585563,0.0595024,0.0378497,0.0350551,0.016641,0.0205753,0.0435252,0.0181345,0,0,0,0,0,0,0,0,0,0,0.021594
175,0.0344646,0.0493154,0,0,0,0,0,0,0.054746,0,0.0300407,0.0606422,0,0,0.012387,0,0,0.0314716,0.0325392,0.0388538,0.0277695,0.0502752,0.0285559,0.027533,0.0253522,0.0265709,0,0.035104,0.0444454,0.0474315,0.0389524,0.0369884,0.0113189,0.0484444,0.00759474,0.0162735,0.0735623,0,0.0216297,0.064688,0.0201396,0,0,0.0128399,0,0,0.0342282,0.0475364,0.0461688,0.0302023,0.0286864,0.0190571,0.0366968,0.0215205,0.0564605,0.0603597,0.05927,0.0584872,0.0593375,0.0382762,0.0351531,0.0166255,0.020531,0.0436287,0.0182547,0,0,0,0,0,0,0,0,0,0,0.021459
176,0.0343065,0.0493222,0,0,0,0,0,0,0.0526198,0,0.0302996,0.060612,0,0,0.012387,0,0,0.0314955,0.032428,0.0393951,0.0277444,0.0499724,0.0283768,0.0276342,0.0253088,0.0272587,0,0.0351112,0.0444887,0.0474887,0.03894,0.037099,0.0107001,0.0484156,0.00764076,0.0163175,0.0739028,0,0.0217749,0.0649988,0.0200137,0,0,0.0128,0,0,0.0341926,0.0471807,0.0463826,0.030075,0.0285258,0.0189961,0.0368183,0.0215582,0.0565519,0.0602122,0.0590721,0.0583304,0.0591458,0.0387677,0.0352841,0.0165887,0.0204508,0.0436445,0.0183824,0,0,0,0,0,0,0,0,0,0,0.0214873
177,0.0336895,0.0495752,0,0,0,0,0,0,0.0466106,0,0.0288613,0.0608209,0,0,0.012005,0,0,0.0323227,0.0323785,0.0399282,0.0283869,0.0494527,0.0278442,0.0281079,0.0254819,0.0275257,0,0.0355331,0.04516,0.0480368,0.0397567,0.0382652,0.0109535,0.0479891,0.00726634,0.0165585,0.0627195,0,0.0184414,0.0650772,0.0192615,0,0,0.0129681,0,0,0.0340283,0.0488059,0.0496794,0.0291978,0.0274208,0.0188769,0.0388905,0.017846,0.0567702,0.0612587,0.0604796,0.0611497,0.0609177,0.0266219,0.0349901,0.0168208,0.0206138,0.0436481,0.0184269,0,0,0,0,0,0,0,0,0,0,0.018435
178,0.0334928,0.0496341,0,0,0,0,0,0,0.0448461,0,0.0293782,0.060596,0,0,0.0120295,0,0,0.0324209,0.0323269,0.039981,0.0282569,0.0490497,0.0277317,0.0283756,0.0251666,0.0287597,0,0.034539,0.0449647,0.0478916,0.0396322,0.0380549,0.0121737,0.0479122,0.00732491,0.0166832,0.0626598,0,0.0188264,0.0655104,0.0190616,0,0,0.0130227,0,0,0.0340088,0.0486446,0.0502313,0.0288703,0.0271792,0.0186977,0.0392659,0.017757,0.0570594,0.0610034,0.0602653,0.0610226,0.060729,0.0266213,0.0351281,0.0168073,0.020495,0.0437196,0.0186696,0,0,0,0,0,0,0,0,0,0,0.0187579
179,0.0332057,0.0497531,0,0,0,0,0,0,0.042985,0,0.0293784,0.0602884,0,0,0.0120091,0,0,0.032562,0.0322547,0.0391058,0.0283449,0.0486559,0.0276576,0.0286582,0.0248684,0.0301555,0,0.0333446,0.0446201,0.047628,0.039279,0.0376292,0.0135436,0.0478251,0.00730192,0.0168171,0.0627531,0,0.019627,0.0659974,0.0187561,0,0,0.0130504,0,0,0.0340966,0.0485572,0.0508802,0.0284751,0.0268013,0.0185,0.0395764,0.0177506,0.0572538,0.0607215,0.0600303,0.0608105,0.0604718,0.026744,0.0352489,0.0167695,0.0203348,0.0438129,0.0188093,0,0,0,0,0,0,0,0,0,0,0.0189354
180,0.0329532,0.0498896,0,0,0,0,0,0,0.0411967,0,0.0288725,0.0600145,0,0,0.0119752,0,0,0.0326415,0.0321195,0.0376804,0.0284083,0.0482209,0.0275394,0.0289141,0.0246743,0.0314889,0,0.0321403,0.0441458,0.0473091,0.0390143,0.0373897,0.0146048,0.0477764,0.00733867,0.0169617,0.0625652,0,0.0202421,0.0664682,0.0184896,0,0,0.01284,0,0,0.0340096,0.0485611,0.0514851,0.0281992,0.0264425,0.0183962,0.0398879,0.0178277,0.0574695,0.0604061,0.0596792,0.0606108,0.0601551,0.0269267,0.0354122,0.0167586,0.0202043,0.0439333,0.0189277,0,0,0,0,0,0,0,0,0,0,0.0191478
181,0.0326461,0.0500576,0,0,0,0,0,0,0.0399198,0,0.0281276,0.0598597,0,0,0.0119139,0,0,0.0327015,0.0319325,0.0362584,0.0284778,0.0478147,0.0274451,0.029202,0.0245437,0.0328076,0,0.0314469,0.0436537,0.0469119,0.0388685,0.0372756,0.0155612,0.0477266,0.00733065,0.0170916,0.0622585,0,0.0204614,0.0667899,0.0182604,0,0,0.0126288,0,0,0.0339071,0.0487125,0.05223,0.0280048,0.0261095,0.0183393,0.0402026,0.0178816,0.057681,0.0600876,0.0593214,0.0604409,0.0598362,0.0271613,0.0355239,0.016759,0.0200569,0.0441136,0.0190339,0,0,0,0,0,0,0,0,0,0,0.0192824
182,0.0318447,0.0503851,0,0,0,0,0,0,0.0389238,0,0.0255461,0.0587673,0,0,0.0117776,0,0,0.0331213,0.0320159,0.0339227,0.0265861,0.0456276,0.0271425,0.0294292,0.0242669,0.0328617,0.0379486,0.0302602,0.0446894,0.0479647,0.0400234,0.0383012,0.0163119,0.0475821,0.00691336,0.017113,0.0628106,0,0.0201413,0.0665178,0.0181375,0,0,0.012392,0,0,0.034135,0.0488244,0.0528481,0.0279482,0.026469,0.0187944,0.0401198,0.0179233,0.0575016,0.0599496,0.0591882,0.0602229,0.0594226,0.0280385,0.0350072,0.017025,0.0202763,0.0442686,0.0194618,0,0,0,0,0,0,0,0,0,0,0.0192182
183,0.0322769,0.0503684,0,0,0,0,0,0,0.0376511,0,0.0250705,0.0603248,0,0,0.0118839,0,0,0.0327806,0.0312746,0.0326885,0.0287723,0.0468194,0.0278469,0.0298905,0.0242577,0.0347682,0,0.029435,0.0428873,0.0458367,0.038904,0.0375818,0.0172343,0.0477772,0.00728953,0.0172527,0.0612365,0,0.0206609,0.0671266,0.0178607,0,0,0.0125211,0,0,0.0335674,0.048811,0.0536147,0.0280015,0.0256141,0.0180688,0.0405611,0.0181384,0.0577817,0.0593136,0.0586356,0.0599185,0.0590184,0.027461,0.0359544,0.0165743,0.0196965,0.0446155,0.019508,0,0,0,0,0,0,0,0,0,0,0.019361
184,0.0317219,0.0506745,0,0,0,0,0,0,0.0367212,0,0.0225163,0.0596509,0,0,0.0116727,0,0,0.033269,0.0309154,0.0309229,0.0270856,0.0449492,0.0276636,0.030131,0.0241552,0.0336376,0.0362643,0.0284766,0.0439121,0.0470429,0.0393716,0.0378334,0.0185967,0.0476402,0.00687642,0.0172704,0.0609916,0,0.0206287,0.0665435,0.0177199,0,0,0.0125084,0,0,0.033948,0.0487578,0.0540776,0.0283383,0.0259107,0.018116,0.0402039,0.0185267,0.0575,0.0592904,0.0585581,0.0596373,0.0588494,0.0276671,0.0356295,0.016702,0.0196677,0.0447943,0.0201226,0,0,0,0,0,0,0,0,0,0,0.0197358
185,0.0317756,0.0506023,0,0,0,0,0,0,0.0357401,0,0.022418,0.0600111,0,0,0.0116091,0,0,0.0333866,0.0300996,0.0306246,0.0270919,0.044726,0.0281663,0.0305943,0.0237303,0.0331294,0.0346417,0.0278763,0.043791,0.0474166,0.0383714,0.0366984,0.0197648,0.0476162,0.00692055,0.0174112,0.0590277,0,0.0207753,0.0661144,0.0174257,0,0,0.0127645,0,0,0.0339549,0.0485694,0.0547333,0.0286648,0.0260371,0.017563,0.040215,0.0189242,0.0574837,0.0589718,0.0582504,0.0594441,0.058744,0.0268171,0.0360788,0.016464,0.0192613,0.0448438,0.0205018,0,0,0,0,0,0,0,0,0,0,0.0206477
186,0.0321869,0.0500456,0,0,0,0,0,0,0.0340455,0,0.024241,0.0595581,0,0,0.0122487,0,0,0.0326399,0.0289471,0.0314068,0.0255845,0.0447919,0.0284858,0.0308771,0.0221151,0.0321384,0.0333125,0.0270636,0.0441587,0.048681,0.0377802,0.035874,0.0213343,0.04767,0.007648,0.01771,0.0653819,0,0.0214802,0.0656235,0.0180414,0,0,0.0123184,0,0,0.033929,0.0468731,0.0525482,0.0293755,0.0274097,0.0172242,0.0390587,0.0223836,0.057866,0.0581618,0.0567026,0.0573578,0.0581211,0.0340228,0.0367731,0.0161899,0.0188973,0.0445333,0.0207886,0,0,0,0,0,0,0,0,0,0,0.0247888
187,0.0321248,0.0498353,0,0,0,0,0,0,0.0309289,0,0.0258622,0.0585085,0,0,0.0123322,0,0,0.0328868,0.0289006,0.0333857,0.0246911,0.0458456,0.0283532,0.031288,0.0209256,0.0318105,0.0331524,0.0264083,0.0442503,0.0497225,0.0370621,0.0352864,0.0248372,0.0474356,0.00765681,0.0179561,0.0619674,0,0.0218465,0.0652007,0.0178089,0,0,0.0121477,0,0,0.0337968,0.0470152,0.0534165,0.0292481,0.0279038,0.016638,0.0393476,0.0224189,0.058058,0.0580113,0.0565017,0.057378,0.0584279,0.0318102,0.0369706,0.016076,0.018679,0.0444353,0.0207843,0,0,0,0,0,0,0,0,0,0,0.0250657
188,0.0323283,0.0498482,0,0,0,0,0,0,0.0282297,0,0.0282963,0.0586702,0,0,0.012347,0,0,0.0330551,0.0288927,0.0367821,0.026127,0.0470305,0.0282245,0.0317374,0.0198655,0.0326795,0,0.0259506,0.04238,0.0482545,0.0349303,0.0336026,0.0284662,0.0473533,0.00767511,0.0181395,0.0585138,0,0.0225108,0.0653337,0.0174033,0,0,0.0121975,0,0,0.033581,0.0475044,0.0543008,0.0290931,0.0278192,0.0155613,0.0401338,0.022464,0.0585406,0.0575608,0.0559684,0.0571196,0.0584312,0.0299834,0.0375024,0.0156618,0.0180802,0.0447245,0.0204089,0,0,0,0,0,0,0,0,0,0,0.0246466
