Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x70,x71,x72,x73,,x74
79,0.0368244,0.0477684,0,0,0,0,0,0,0.0375298,0,0.0218669,0.0576408,0,0,0.011416,0,0,0.0322511,0.0361025,0.03807,0.0234989,0.0529769,0.0287663,0.0277928,0.0144233,0,0.0254871,0.0477786,0.0511953,0.0416386,0.0377039,0.0194226,0.0489168,0.00816365,0.01605,0.0580632,0,0.0226702,0.0672076,0.0233988,0,0,0.013952,0,0,0.0336775,0.0435293,0.0473445,0.034674,0.0287369,0.0301993,0.0252399,0.0431706,0.034428,0.0579751,0.0564082,0.0566404,0.0574147,0.0222628,0.0322497,0.0187268,0.0221261,0.0425993,0.0133592,0,0,0,0,0,0,0,0,0,0,0
80,0.0368158,0.0478224,0,0,0,0,0,0,0.0417489,0,0.0224131,0.0581617,0,0,0.0114449,0,0,0.0322806,0.0359986,0.0376965,0.0236349,0.0525903,0.0288155,0.0279013,0.0151576,0,0.0264679,0.0473391,0.050935,0.0413417,0.0375578,0.0154687,0.0489956,0.00810922,0.0161454,0.0582035,0,0.0227924,0.0667535,0.0233681,0,0,0.0139385,0,0,0.0336002,0.0441394,0.047515,0.0343224,0.0286308,0.0303697,0.0252081,0.0432149,0.0343188,0.0579079,0.0564306,0.0566345,0.0573574,0.0223408,0.0322059,0.0188723,0.0221116,0.0426175,0.0134199,0,0,0,0,0,0,0,0,0,0,0
81,0.0367754,0.0478918,0,0,0,0,0,0,0.046124,0,0.0227828,0.0586902,0,0,0.0114986,0,0,0.0323336,0.0358348,0.0373394,0.0237792,0.0520939,0.028885,0.027993,0.0159891,0,0.0275237,0.0470093,0.0507402,0.0411777,0.0375579,0.0129009,0.0488752,0.00805348,0.0162362,0.0579,0,0.0229549,0.06634,0.0233859,0,0,0.0139915,0,0,0.0335522,0.0447408,0.0475659,0.0341022,0.0284763,0.0305697,0.0252304,0.0433545,0.0342595,0.0578443,0.0564197,0.0565291,0.0573024,0.0223308,0.0321666,0.0188858,0.0221574,0.0426339,0.0134938,0,0,0,0,0,0,0,0,0,0,0
82,0.036742,0.0479558,0,0,0,0,0,0,0.0501819,0,0.023183,0.0592437,0,0,0.0115503,0,0,0.0324223,0.0355073,0.0368695,0.0239875,0.0515154,0.0289776,0.0281455,0.0169007,0,0.028125,0.0467912,0.0506891,0.0409768,0.0376639,0.012381,0.0486828,0.00804409,0.0163381,0.0574876,0,0.0231852,0.0658572,0.0233983,0,0,0.0140307,0,0,0.033615,0.045292,0.0475895,0.0339349,0.0280255,0.0307747,0.0252154,0.0435452,0.0344061,0.0577677,0.056344,0.0564132,0.0571725,0.022275,0.0321361,0.0188769,0.0222192,0.0426804,0.0135538,0,0,0,0,0,0,0,0,0,0,0
83,0.0366871,0.0480317,0,0,0,0,0,0,0.0538615,0,0.0232997,0.0597905,0,0,0.0116318,0,0,0.0325519,0.0350006,0.0364947,0.0241951,0.050809,0.0290929,0.0283749,0.0177341,0,0.0285089,0.0466908,0.0505983,0.0407668,0.037813,0.013318,0.0484872,0.00806685,0.0164717,0.0573272,0,0.0233552,0.0653453,0.0233391,0,0,0.0141259,0,0,0.03366,0.045788,0.0476629,0.0337382,0.0275775,0.0310443,0.0250765,0.0438025,0.0345369,0.0576882,0.0562827,0.0563336,0.0570086,0.0220687,0.0321132,0.0189068,0.022156,0.042772,0.0136348,0,0,0,0,0,0,0,0,0,0,0
84,0.0366327,0.0480872,0,0,0,0,0,0,0.0567883,0,0.0235306,0.0604166,0,0,0.0116933,0,0,0.0326505,0.0343193,0.0362955,0.0244392,0.0498944,0.0292481,0.0287209,0.0183754,0,0.0286504,0.0465763,0.0503659,0.040665,0.037995,0.0145796,0.0482988,0.00806745,0.0166243,0.0569602,0,0.0233134,0.0648367,0.023211,0,0,0.0141592,0,0,0.0336526,0.0463012,0.0479338,0.0334177,0.0274919,0.0312392,0.0248231,0.0440601,0.0347137,0.0575991,0.0562697,0.0560885,0.0568429,0.0217582,0.0321025,0.0188973,0.0220163,0.0428226,0.0137113,0,0,0,0,0,0,0,0,0,0,0
85,0.0365966,0.0481341,0,0,0,0,0,0,0.0584472,0,0.0239754,0.0609192,0,0,0.0117226,0,0,0.0327087,0.0337413,0.0361888,0.0246007,0.0488467,0.0293103,0.0290889,0.0189399,0,0.0286455,0.0463991,0.0502863,0.0405492,0.0380257,0.015592,0.0481828,0.00804308,0.0167663,0.0562007,0,0.0231649,0.0643685,0.0230216,0,0,0.0140077,0,0,0.0335329,0.0467182,0.0482481,0.0331862,0.0278908,0.0315687,0.0245564,0.04439,0.0348563,0.0574861,0.0563628,0.0559079,0.0567797,0.0212214,0.0321279,0.018758,0.0217643,0.0428628,0.0137947,0,0,0,0,0,0,0,0,0,0,0
86,0.0365708,0.0481842,0,0,0,0,0,0,0.0591864,0,0.0246347,0.0613427,0,0,0.0117787,0,0,0.03276,0.0332041,0.0361587,0.0247876,0.047845,0.0292967,0.0295231,0.0194866,0,0.0283839,0.0463023,0.0501722,0.0404346,0.0379836,0.0159253,0.048108,0.00802057,0.0169206,0.0550466,0,0.023106,0.0639224,0.0228247,0,0,0.0140232,0,0,0.0334391,0.0470536,0.0485495,0.0329553,0.0282139,0.031779,0.0242573,0.0447351,0.0349969,0.0572986,0.0562531,0.0558917,0.0566628,0.0206689,0.0322065,0.0186274,0.0215046,0.0428829,0.0138252,0,0,0,0,0,0,0,0,0,0,0
87,0.0365562,0.0482147,0,0,0,0,0,0,0.0589633,0,0.0250564,0.0615965,0,0,0.0118306,0,0,0.0327367,0.0327185,0.0360583,0.0250476,0.0469697,0.0291881,0.0299641,0.0199638,0,0.0279688,0.046195,0.0499493,0.0401784,0.0378025,0.0157331,0.0479976,0.00796546,0.0171187,0.0539351,0,0.0229162,0.0634859,0.0226294,0,0,0.0141566,0,0,0.0334093,0.0473135,0.0489605,0.0327316,0.0283929,0.0318139,0.0239348,0.0448382,0.0353458,0.0570523,0.0560138,0.0558183,0.0563466,0.02002,0.0323259,0.0186015,0.0212718,0.0428965,0.0138494,0,0,0,0,0,0,0,0,0,0,0
88,0.0364969,0.0482649,0,0,0,0,0,0,0.0580614,0,0.0248546,0.06185,0,0,0.0118904,0,0,0.0329569,0.0323162,0.0353518,0.0252849,0.0463743,0.0290433,0.0304226,0.0203439,0,0.0274617,0.0457687,0.049516,0.0397902,0.0374546,0.0151564,0.0478799,0.00800267,0.0173535,0.052887,0,0.0226778,0.0631084,0.0224067,0,0,0.0139644,0,0,0.0333159,0.0475426,0.0497092,0.0324899,0.028534,0.031801,0.0236455,0.0449122,0.0355608,0.0567874,0.0557156,0.055556,0.0559829,0.019496,0.0324297,0.0186296,0.0210612,0.0429807,0.0138672,0,0,0,0,0,0,0,0,0,0,0
89,0.0363558,0.0483649,0,0,0,0,0,0,0.056825,0,0.0244131,0.0620918,0,0,0.0119901,0,0,0.0331517,0.0320014,0.0339843,0.0253872,0.0461319,0.0289672,0.0308818,0.020579,0,0.0263982,0.0451411,0.0490273,0.0393502,0.0370721,0.0145622,0.0476717,0.00806749,0.0175667,0.0516346,0,0.0229444,0.0628319,0.0221965,0,0,0.0138605,0,0,0.0332612,0.0478464,0.0502586,0.0322859,0.0289261,0.031829,0.0234121,0.0449876,0.0355852,0.0565401,0.0554064,0.0553003,0.0558753,0.0190306,0.0325352,0.0185476,0.020884,0.0430895,0.0138674,0,0,0,0,0,0,0,0,0,0,0
90,0.0360947,0.048513,0,0,0,0,0,0,0.0555674,0,0.0236757,0.0622498,0,0,0.0121973,0,0,0.033298,0.0317486,0.0324484,0.0253493,0.0462478,0.0289625,0.0313933,0.02048,0,0.0246374,0.0445362,0.0486061,0.0389019,0.0366485,0.0142231,0.0474204,0.00808019,0.0177832,0.0499639,0,0.0237068,0.0626754,0.021948,0,0,0.0138892,0,0,0.0333039,0.048207,0.0508198,0.0321876,0.0291888,0.0319649,0.023181,0.0450129,0.0354935,0.0562616,0.05507,0.0549446,0.0560695,0.0188214,0.0326303,0.0184764,0.0207383,0.0432553,0.0139512,0,0,0,0,0,0,0,0,0,0,0
91,0.0357773,0.0486761,0,0,0,0,0,0,0.0549037,0,0.0224949,0.0621546,0,0,0.0124622,0,0,0.0334584,0.0315148,0.0309724,0.025249,0.0466528,0.0289707,0.0319457,0.0200383,0,0.0234621,0.0440715,0.0481841,0.0384728,0.0362922,0.0144261,0.0471757,0.00797498,0.0180291,0.0481155,0,0.0237989,0.062402,0.0216577,0,0,0.0138255,0,0,0.0333855,0.0485452,0.051516,0.0321575,0.0292901,0.0321573,0.0230346,0.0450373,0.0353994,0.0558794,0.0545676,0.0545981,0.0560291,0.0191727,0.0327037,0.0184735,0.0206739,0.0434574,0.0141602,0,0,0,0,0,0,0,0,0,0,0
92,0.0354728,0.0488372,0,0,0,0,0,0,0.0552989,0,0.0205387,0.0618582,0,0,0.0126814,0,0,0.0337299,0.0312281,0.0295176,0.0252045,0.0473712,0.0290979,0.0325931,0.0197386,0,0.0228686,0.0435658,0.0473854,0.0382083,0.0360781,0.0146108,0.0469847,0.00799534,0.0182535,0.0461077,0,0.0234685,0.0619204,0.0213402,0,0,0.0136493,0,0,0.033481,0.0488862,0.0521427,0.0321358,0.0293722,0.0324196,0.0229481,0.0450323,0.0352856,0.0555404,0.0540329,0.0543732,0.0558363,0.0199598,0.0328032,0.0183925,0.020595,0.0436771,0.0143991,0,0,0,0,0,0,0,0,0,0,0
