Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x71,x72,x73,x74,IMUR_M,x75
All Timesteps RMSE,0.0311727,0.0522104,0,0,0,0,0,0.0409376,0,0.0258297,0.0529417,0,0,0.0116614,0,0,0.0333664,0.0339366,0.0385241,0.0207927,0.0498989,0.0276261,0.0305877,0.019925,0.0265633,0.0355678,0.0262332,0.0446571,0.0477524,0.0383906,0.035676,0.0282078,0.047954,0.00828534,0.0174701,0.0567415,0,0.0184652,0.0644824,0.0196536,0,0,0.0119373,0,0,0.0336478,0.0480121,0.0475767,0.0363246,0.0263479,0.034908,0.0185843,0.0387599,0.0240681,0.0583432,0.0612514,0.0593682,0.0603036,0.0621856,0.0309528,0.0368818,0.0174021,0.0219488,0.0466403,0.0163457,0,0,0,0,0,0,0,0,0,0,0
0,0.0323974,0.0529266,0,0,0,0,0,0.0416778,0,0.0262639,0.0502797,0,0,0.0107277,0,0,0.0340142,0.0365177,0.0448178,0.0186579,0.0497188,0.0269285,0.0264509,0.0145862,0.022077,0.0353066,0.0214421,0.0383325,0.0424221,0.0322587,0.0269674,0.020355,0.0494121,0.00890423,0.0189178,0.0696119,0,0.0140388,0.0629175,0.0217476,0,0,0.0110614,0,0,0.0340417,0.0473268,0.0414016,0.0381399,0.0252242,0.0400226,0.0233562,0.0345752,0.0229605,0.0529011,0.0622718,0.061214,0.0615398,0.0622205,0.0262452,0.0349849,0.0191054,0.0235386,0.0486663,0.0169856,0,0,0,0,0,0,0,0,0,0,0
1,0.0318447,0.0532796,0,0,0,0,0,0.0384336,0,0.0263126,0.0499607,0,0,0.010993,0,0,0.0340748,0.0366216,0.0435441,0.0191997,0.0511784,0.027229,0.0265745,0.0138651,0.0222355,0.0366751,0.0219982,0.0386406,0.0426427,0.032414,0.026515,0.0196413,0.049206,0.00875551,0.019369,0.0683664,0,0.0138623,0.0624166,0.0216849,0,0,0.0112613,0,0,0.0342395,0.0470371,0.0412621,0.0385895,0.0251757,0.0404312,0.0235666,0.034223,0.0229469,0.0526716,0.0621013,0.0610609,0.0614368,0.0621594,0.0247023,0.0345211,0.0194,0.0238531,0.0489212,0.0166152,0,0,0,0,0,0,0,0,0,0,0
2,0.0317755,0.0533141,0,0,0,0,0,0.0352162,0,0.0267508,0.0512045,0,0,0.0107478,0,0,0.0338142,0.037429,0.0435549,0.0202369,0.0532017,0.0266198,0.0261753,0.013702,0.0226721,0.038347,0.0235044,0.0385875,0.0428454,0.0322557,0.0257173,0.0205716,0.0492493,0.00847865,0.0190208,0.0669545,0,0.016055,0.0631011,0.0220741,0,0,0.0114074,0,0,0.0344796,0.0442423,0.0433232,0.0415834,0.0259935,0.0415618,0.0243283,0.0369895,0.0235593,0,0.0596651,0.0586337,0.0596292,0.0603274,0.0229521,0.0341169,0.0196448,0.0244574,0.0490508,0.0161764,0,0,0,0,0,0,0,0,0,0,0
3,0.031582,0.053243,0,0,0,0,0,0.0326433,0,0.0272121,0.0510442,0,0,0.0107653,0,0,0.0338854,0.0372379,0.0428086,0.0204627,0.0544275,0.0268974,0.0268292,0.0134898,0.0229252,0.038643,0.0241586,0.0389206,0.0434724,0.0322515,0.0256326,0.022351,0.0487134,0.008428,0.0191458,0.0665178,0,0.0161235,0.0629391,0.021989,0,0,0.0117435,0,0,0.0346264,0.0441729,0.0434866,0.0420288,0.0254603,0.0420144,0.0245731,0.0363751,0.0236279,0,0.0595116,0.0584149,0.0594995,0.0603881,0.023038,0.0338878,0.0195633,0.0247435,0.0488873,0.0162066,0,0,0,0,0,0,0,0,0,0,0
4,0.031416,0.0533818,0,0,0,0,0,0.0313261,0,0.0274379,0.0513902,0,0,0.0113591,0,0,0.0329961,0.0363149,0.0415997,0.0213326,0.0568733,0.0270464,0.028929,0.0127667,0,0.0402534,0.0239551,0.039286,0.0435916,0.0317383,0.0253765,0.0238113,0.0482875,0.00823332,0.0174613,0.0663051,0,0.0164765,0.0630796,0.0216406,0,0,0.0117834,0,0,0.0346052,0.0440955,0.0437257,0.0421771,0.0251489,0.0418663,0.0243137,0.0358366,0.0239538,0,0.0592493,0.0581173,0.0596224,0.0603888,0.0231093,0.0341783,0.0192469,0.0244132,0.0489849,0.0158621,0,0,0,0,0,0,0,0,0,0,0
5,0.0309758,0.0530245,0,0,0,0,0,0.0296269,0,0.0274291,0.0495593,0,0,0.0120572,0,0,0.0335723,0.0357263,0.0407121,0.0199928,0.0557839,0.0277439,0.0300803,0.0130593,0.0233434,0.0402679,0.0250395,0.0402595,0.0441908,0.0318783,0.0264511,0.026617,0.0472582,0.0083035,0.0184153,0.0668771,0,0.0145142,0.0618478,0.0213774,0,0,0.0119878,0,0,0.0348498,0.0463136,0.0419377,0.0397277,0.0232444,0.0414146,0.0243304,0.0324475,0.0238548,0.0509698,0.0615429,0.0603939,0.0616825,0.0623942,0.0235696,0.0336473,0.0195703,0.0247828,0.0482712,0.0168175,0,0,0,0,0,0,0,0,0,0,0
6,0.0308398,0.0529734,0,0,0,0,0,0.0283107,0,0.0271958,0.0494469,0,0,0.0122867,0,0,0.0333467,0.0353307,0.0409372,0.0201701,0.0562386,0.0278061,0.0303802,0.0131765,0.0237951,0.0411891,0.0257365,0.0405763,0.044541,0.0328812,0.0268256,0.0281704,0.0471579,0.0081539,0.0180802,0.0667897,0,0.0148027,0.0616177,0.0214318,0,0,0.0118721,0,0,0.0347226,0.0464021,0.0422485,0.0396206,0.0230006,0.0411756,0.02414,0.0320765,0.02432,0.051015,0.0615173,0.0603152,0.0618854,0.0624139,0.0227492,0.0337363,0.0195299,0.0246275,0.0481908,0.0170287,0,0,0,0,0,0,0,0,0,0,0
7,0.0307772,0.0529021,0,0,0,0,0,0.0279743,0,0.0268416,0.0492438,0,0,0.0124446,0,0,0.0331269,0.0350126,0.0413839,0.0207242,0.0563514,0.0275866,0.0304785,0.0131357,0.0237184,0.0416959,0.0264008,0.0410922,0.0450439,0.0340017,0.0274065,0.0292908,0.0470983,0.00817603,0.0177133,0.0666958,0,0.0151331,0.0616139,0.0213074,0,0,0.0117682,0,0,0.0344874,0.0464215,0.0424116,0.0396012,0.023011,0.0406119,0.0238087,0.0319844,0.0244694,0.0512914,0.06139,0.0601594,0.061931,0.0623699,0.0226513,0.0338867,0.0194518,0.0243919,0.0481005,0.0171888,0,0,0,0,0,0,0,0,0,0,0
8,0.0305894,0.0529359,0,0,0,0,0,0,0,0.0257062,0.0500694,0,0,0.012242,0,0,0.0338574,0.0348234,0.0427467,0.0224388,0.056902,0.026927,0.0305945,0.0127196,0.0237605,0.0425951,0.0274608,0.0400269,0.0449055,0.0323211,0.0250859,0.0283467,0.0467758,0.0081449,0.0174667,0.0584104,0,0.0126401,0.0609354,0.0202231,0,0,0.0123517,0,0,0.0341393,0.0478111,0.0447728,0.0382303,0.0200301,0.038858,0.0232049,0.0331032,0.0211211,0.0513012,0.062343,0.0614501,0.0637555,0.0635074,0.0134478,0.0340697,0.0194733,0.0241612,0.0479791,0.0171503,0,0,0,0,0,0,0,0,0,0,0
9,0.030834,0.0528313,0,0,0,0,0,0.0264694,0,0.0259195,0.0495273,0,0,0.0124704,0,0,0.0329146,0.0347465,0.0414354,0.0207181,0.0557052,0.0268008,0.0304108,0.012887,0.0235294,0.0424625,0.0277474,0.0424918,0.0462812,0.0357925,0.0292143,0.031651,0.0472764,0.00852406,0.0171764,0.0673908,0,0.0156382,0.0614812,0.0207829,0,0,0.011726,0,0,0.0343004,0.0464386,0.0424562,0.0395502,0.023211,0.0393488,0.02271,0.0321462,0.0241485,0.0517961,0.0612058,0.0599197,0.0614859,0.06205,0.0240324,0.0344394,0.0192367,0.023835,0.0479529,0.0172426,0,0,0,0,0,0,0,0,0,0,0
10,0.0309,0.0527829,0,0,0,0,0,0.0252162,0,0.0263909,0.0497822,0,0,0.0122822,0,0,0.0332802,0.0359478,0.041229,0.0220418,0.0563713,0.0259927,0.0301482,0.0138473,0.0242576,0.0431702,0.0287318,0.0428078,0.0463143,0.0364112,0.0299515,0.0313524,0.047193,0.00842996,0.01701,0.0596577,0,0.0136308,0.0622511,0.0200906,0,0,0.0121471,0,0,0.0338535,0.0462745,0.0455839,0.0398383,0,0.0382101,0.0223665,0.033925,0.0219431,0.0528983,0.0614322,0.0601118,0.0623339,0.0623772,0.0156904,0.0348199,0.019479,0.0237466,0.0479192,0.0169855,0,0,0,0,0,0,0,0,0,0,0
11,0.0309407,0.0531971,0,0,0,0,0,0.0246663,0,0.0272419,0.049953,0,0,0.0118644,0,0,0.0332956,0.0364218,0.0428693,0.0221916,0.0584809,0.0260443,0.029925,0.0141434,0.0260832,0,0.0307485,0.0421482,0.0452521,0.0358227,0.0296797,0.0325994,0.0475165,0.00799777,0.0166154,0.0602575,0,0.0138085,0.0641391,0.0195196,0,0,0.0121222,0,0,0.0336257,0.0457264,0.0458044,0.0399451,0,0.0370929,0.0210527,0.0342877,0.0222442,0.0538545,0.0612881,0.0596562,0.0619773,0.0619649,0.0165045,0.0356959,0.0187944,0.022753,0.0485187,0.0161011,0,0,0,0,0,0,0,0,0,0,0
12,0.0312923,0.0524963,0,0,0,0,0,0.0235071,0,0.0249913,0.0422302,0,0,0.0132062,0,0,0.0331708,0.0424543,0.040708,0.01905,0.0577634,0.0239493,0.0311378,0.0179184,0.0251912,0.0466063,0.0335191,0.0441736,0.0472232,0.0377598,0.0311114,0.0347079,0.0464302,0.00826121,0.017694,0.0655705,0,0.0182441,0,0.0200717,0,0,0.011547,0,0,0.0342176,0.0408192,0.0441428,0.0472902,0,0.0360176,0.0217389,0.0324502,0.027929,0.0551675,0.0592737,0.0564468,0.0587033,0.0596089,0.0237299,0.0345904,0.0196725,0.0238328,0.0478581,0.0153946,0,0,0,0,0,0,0,0,0,0,0
13,0.0304417,0.0530121,0,0,0,0,0,0.022728,0,0.0252544,0.0493295,0,0,0.0124635,0,0,0.0336894,0.038236,0.0408496,0.0217222,0.0567844,0.0257478,0.0305668,0.0148431,0.0249172,0.0444865,0.0309057,0.0449563,0.0477877,0.0385547,0.0322791,0.0361704,0.0467424,0.00760263,0.0169584,0.0598952,0,0.0127033,0.0631008,0.0193884,0,0,0.0120912,0,0,0.0343137,0.0471903,0.0444082,0.0392198,0.0204572,0.0368718,0.0216998,0.0342013,0.0201009,0.052823,0.0626089,0.0611242,0.0633275,0.0631252,0.0165565,0.0346386,0.0197526,0.0236438,0.0480513,0.0165603,0,0,0,0,0,0,0,0,0,0,0
14,0.0303176,0.0530783,0,0,0,0,0,0.0215642,0,0.0255984,0.0494697,0,0,0.0124306,0,0,0.0336492,0.0389049,0.04098,0.0216219,0.0572431,0.0261864,0.030578,0.0153141,0.0253168,0.0444896,0.0312281,0.0451822,0.0478704,0.0385907,0.0324075,0.0376572,0.0467943,0.00745225,0.0168211,0.0603531,0,0.0125227,0.0624354,0.0193136,0,0,0.0121522,0,0,0.0344715,0.0472656,0.0447643,0.0387994,0.0200552,0.0369884,0.0215912,0.0341222,0.0199199,0.0525626,0.0627293,0.0613131,0.0633382,0.0631151,0.0180759,0.0346738,0.0197163,0.0236669,0.0480852,0.0165057,0,0,0,0,0,0,0,0,0,0,0
15,0.0302499,0.0530796,0,0,0,0,0,0.0209425,0,0.0259909,0.0492091,0,0,0.0124475,0,0,0.0336272,0.0396797,0.0408689,0.0214702,0.0577432,0.0263252,0.0306471,0.0156765,0.0252248,0.0446655,0.0316326,0.0452963,0.0479761,0.0387148,0.0325517,0.0393087,0.046725,0.00731478,0.0168151,0.0604753,0,0.0125022,0.062437,0.0192952,0,0,0.0122165,0,0,0.0345397,0.0469932,0.0448472,0.0387157,0.0201563,0.0368817,0.0217281,0.0341791,0.0197938,0.0525453,0.0627053,0.0613285,0.0634658,0.0630682,0.0185179,0.0345861,0.0197594,0.0238082,0.0480426,0.0164272,0,0,0,0,0,0,0,0,0,0,0
16,0.030199,0.0530588,0,0,0,0,0,0.020698,0,0.0261836,0.0490214,0,0,0.0124176,0,0,0.0336999,0.0399828,0.0408952,0.0213892,0.0580488,0.0264394,0.0306953,0.0159242,0.0251544,0.0453549,0.0318822,0.0455504,0.0480834,0.0388258,0.0326505,0.0408189,0.0466228,0.00736859,0.0167961,0.0605908,0,0.0125219,0.0627805,0.0193032,0,0,0.0123064,0,0,0.0345677,0.0467004,0.0447412,0.0385908,0.0202869,0.0367139,0.0218552,0.0342752,0.019657,0.0526238,0.0626739,0.0613479,0.0634631,0.063046,0.0186785,0.0344522,0.0199326,0.0238245,0.0480248,0.0163974,0,0,0,0,0,0,0,0,0,0,0
17,0.0301766,0.0530095,0,0,0,0,0,0.0199677,0,0.0262598,0.0488335,0,0,0.0123276,0,0,0.033703,0.0398728,0.0412819,0.0213987,0.0581422,0.0266383,0.0307134,0.0160788,0.0252256,0.0450957,0.0319288,0.0456948,0.0480703,0.0387804,0.0327285,0.0421265,0.0465876,0.0073859,0.0167536,0.0606185,0,0.0124284,0.0632285,0.0192633,0,0,0.0123773,0,0,0.0345206,0.0464549,0.0444774,0.0384122,0.0203335,0.0364913,0.0218738,0.0344101,0.019573,0.052831,0.0626349,0.0614647,0.0632727,0.0629198,0.0187865,0.0343446,0.0198855,0.0238084,0.0479678,0.016358,0,0,0,0,0,0,0,0,0,0,0
18,0.0301517,0.0530038,0,0,0,0,0,0.0194299,0,0.0264979,0.0487198,0,0,0.0122822,0,0,0.0336347,0.0394361,0.0417117,0.0215809,0.0576029,0.026824,0.0306465,0.016104,0.0250919,0.0445024,0.0318842,0.0459063,0.0482822,0.0390104,0.033051,0.0433205,0.0466609,0.00733683,0.0166448,0.0607161,0,0.0125189,0.0634905,0.0192409,0,0,0.0123865,0,0,0.0344128,0.0463034,0.0445369,0.0381205,0.0204202,0.0361147,0.0217429,0.0344595,0.019538,0.0531361,0.0625492,0.0614596,0.0632499,0.0627773,0.0189527,0.0343837,0.0195339,0.0237732,0.0479426,0.0162254,0,0,0,0,0,0,0,0,0,0,0
19,0.030176,0.053006,0,0,0,0,0,0.0192812,0,0.0265053,0.0485429,0,0,0.012222,0,0,0.0335504,0.038844,0.0418933,0.021846,0.0569784,0.0269517,0.0305703,0.0158635,0.0251603,0.0439111,0.0324248,0.0462556,0.0486471,0.0394815,0.0336775,0.0445301,0.0468109,0.0073165,0.0165663,0.0607847,0,0.0127774,0.0638479,0.0192034,0,0,0.0124267,0,0,0.0343192,0.0462294,0.0447186,0.0377603,0.0206105,0.0355739,0.021498,0.0344065,0.0196354,0.0533531,0.0623821,0.0613311,0.063226,0.0626842,0.0192018,0.0345445,0.0193355,0.0236736,0.0479306,0.0160737,0,0,0,0,0,0,0,0,0,0,0
20,0.0304717,0.0528147,0,0,0,0,0,0.0210477,0,0.0280103,0.0477588,0,0,0.0122534,0,0,0.0332403,0.0401105,0.0445886,0.0210687,0.0580884,0.0266615,0.0302382,0.0162748,0.0246447,0.0443649,0,0.0445158,0.0468097,0.0381173,0.0329674,0.0448282,0.0469397,0.00756998,0.016603,0.0594502,0,0.0138034,0.0666148,0.0194641,0,0,0.0120929,0,0,0.0341401,0.0450493,0.0444022,0.0392915,0,0.0351848,0.0215088,0.0350317,0.0209316,0.0551964,0.0617558,0.0596546,0.0617302,0.0615526,0.0192789,0.0349127,0.0193807,0.0235887,0.0478144,0.015881,0,0,0,0,0,0,0,0,0,0,0
21,0.0308018,0.0529008,0,0,0,0,0,0.0221471,0,0.0295898,0.0485719,0,0,0.0118966,0,0,0.0332885,0.0388388,0.0468356,0.0217728,0.0601218,0.0273697,0.0305074,0.0156017,0.0255326,0,0,0.0433996,0.0452792,0.0372754,0.0326781,0.0467544,0.0471518,0.0075968,0.0165931,0.0597882,0,0.0137737,0.0670598,0.0188307,0,0,0.0122241,0,0,0.0339009,0.0455161,0.0452172,0.0373961,0.0223488,0.0336681,0.0200591,0.0353612,0.0199784,0.0547967,0.0616039,0.0602237,0.062335,0.0618818,0.01867,0.0357215,0.0186923,0.0225931,0.0480739,0.0154549,0,0,0,0,0,0,0,0,0,0,0
22,0.0309524,0.0529185,0,0,0,0,0,0.0203048,0,0.0296296,0.0492168,0,0,0.0116555,0,0,0.0332372,0.0386487,0.0471835,0.0222327,0.0597023,0.0275463,0.0303998,0.0154571,0.024889,0,0,0.0440577,0.0459307,0.0380686,0.0334281,0.0483768,0.0473227,0.00758796,0.0164522,0.0605497,0,0.0138656,0.0673003,0.0186885,0,0,0.0122666,0,0,0.0336591,0.0449949,0.0452978,0.0368966,0.0222322,0.0330547,0.0196203,0.0353924,0.0199852,0.054914,0.0615858,0.0602832,0.0624167,0.0618116,0.0190646,0.0360724,0.0184534,0.0222946,0.0481569,0.015241,0,0,0,0,0,0,0,0,0,0,0
23,0.0311054,0.0529616,0,0,0,0,0,0.0187749,0,0.0295891,0.0498031,0,0,0.0113861,0,0,0.0332097,0.0389896,0.0473661,0.023078,0.0586178,0.027694,0.0302417,0.0158359,0.0255386,0,0,0.0449098,0.0468193,0.038904,0.0342959,0.0497838,0.0475481,0.00762927,0.0162709,0.0611939,0,0.0141213,0.0677238,0.0185472,0,0,0.012297,0,0,0.0334164,0.0450548,0.045305,0.0367553,0.0223814,0.0323674,0.0190683,0.0354466,0.0200592,0.0550651,0.0614603,0.0601785,0.0624134,0.0616108,0.0191985,0.0364999,0.0180693,0.0219342,0.0482459,0.0149633,0,0,0,0,0,0,0,0,0,0,0
24,0.0309369,0.0527843,0,0,0,0,0,0.0194708,0,0.0298483,0.0487489,0,0,0.0115753,0,0,0.0333856,0.0394512,0.0491014,0.0222879,0.0594774,0.0274756,0.0301301,0.0144322,0.0268738,0,0,0.0439623,0.0455563,0.0378085,0.0339822,0.0494051,0.0473982,0.00777015,0.0164927,0.0616197,0,0.0141407,0.0679849,0.0186305,0,0,0.012094,0,0,0.033399,0.0451628,0.0453732,0.0367271,0.0224102,0.0323822,0.0192528,0.0354638,0.0198113,0.0550651,0.061526,0.0601835,0.062423,0.0616383,0.019507,0.0362078,0.0185055,0.0222798,0.0478347,0.0152973,0,0,0,0,0,0,0,0,0,0,0
25,0.0309577,0.052743,0,0,0,0,0,0.0200976,0,0.029754,0.048777,0,0,0.0114558,0,0,0.0333735,0.0399094,0.0492078,0.0224488,0.0591347,0.0274776,0.0299447,0.0141025,0.0272403,0,0,0.0440189,0.0457437,0.0380045,0.0343272,0.0499864,0.0476135,0.00795805,0.0163,0.0613954,0,0.0143925,0.0685023,0.0185905,0,0,0.0121433,0,0,0.0333488,0.0450294,0.0454233,0.0364805,0.0226141,0.0321011,0.0190111,0.0355119,0.019806,0.0550962,0.0614775,0.0600717,0.0621906,0.0615795,0.0197409,0.0363757,0.0183428,0.0220807,0.0476644,0.0152349,0,0,0,0,0,0,0,0,0,0,0
26,0.0309902,0.0527029,0,0,0,0,0,0.0203964,0,0.02948,0.0488475,0,0,0.0112396,0,0,0.0332611,0.0402823,0.0493327,0.0225555,0.0589052,0.0274235,0.029736,0.0136927,0.0274672,0,0,0.0437098,0.0459738,0.0382276,0.0345959,0.0502485,0.0477276,0.00789496,0.0162206,0.0610979,0,0.0147423,0.0690394,0.0185798,0,0,0.0121547,0,0,0.0333307,0.0449021,0.0453411,0.0363821,0.022786,0.0317501,0.0188616,0.035554,0.0195891,0.0551027,0.0614669,0.0600007,0.0620679,0.061446,0.0201679,0.0365062,0.0182929,0.0219219,0.0475268,0.0151664,0,0,0,0,0,0,0,0,0,0,0
27,0.0308324,0.0523609,0,0,0,0,0,0.0200738,0,0.0282474,0.0476252,0,0,0.011409,0,0,0.0332622,0.0414646,0.0478932,0.0215795,0.0563342,0.0272167,0.0297088,0.0139549,0.0255695,0.0410466,0,0.0448125,0.0476044,0.0396203,0.0358501,0.0507918,0.0475408,0.00788225,0.0165805,0.0610338,0,0.0149015,0.0686105,0.0187906,0,0,0.0120581,0,0,0.0334051,0.0451681,0.0448936,0.0364419,0.0224467,0.0320584,0.0195574,0.0355964,0.0187008,0.0549474,0.0616609,0.0602835,0.0623607,0.0616756,0.0203026,0.0359452,0.0188561,0.0227264,0.0469268,0.0157812,0,0,0,0,0,0,0,0,0,0,0
28,0.0306311,0.0525218,0,0,0,0,0,0.0202614,0,0.0277661,0.0475894,0,0,0.0110739,0,0,0.0334205,0.0417427,0.0476712,0.0216455,0.0561137,0.0271224,0.0293957,0.0137894,0.0262997,0.0409246,0,0.0452037,0.0476009,0.0397004,0.0360311,0.0503491,0.0477193,0.00754974,0.0163642,0.061654,0,0.0152035,0.0688719,0.0187382,0,0,0.0120182,0,0,0.0335826,0.0449575,0.0448701,0.0366155,0.02298,0.0317417,0.019423,0.0355478,0.0187086,0.0550281,0.06161,0.0601847,0.0621169,0.0614803,0.020646,0.03601,0.0187511,0.0226266,0.0470052,0.015546,0,0,0,0,0,0,0,0,0,0,0
29,0.0306043,0.0524967,0,0,0,0,0,0.0213237,0,0.0274842,0.0475322,0,0,0.0110038,0,0,0.0334949,0.0418483,0.0470913,0.0215722,0.0562281,0.02717,0.0292944,0.0134559,0.0272962,0.0409011,0,0.0459672,0.0473695,0.0397469,0.0362615,0.0491163,0.0477699,0.00763299,0.0163773,0.0619535,0,0.0154551,0.0692159,0.0187526,0,0,0.0119741,0,0,0.0336314,0.0449831,0.0448452,0.03653,0.0234935,0.0314923,0.0193478,0.0356077,0.0186436,0.0551874,0.0615484,0.0601389,0.0619767,0.0614252,0.0206519,0.0360657,0.0187751,0.0225818,0.0469559,0.0155249,0,0,0,0,0,0,0,0,0,0,0
30,0.0305996,0.0524563,0,0,0,0,0,0.0226096,0,0.0272866,0.047562,0,0,0.010818,0,0,0.0335613,0.0418546,0.0466144,0.021592,0.0562401,0.0272216,0.0292639,0.0133004,0.0281493,0.0405304,0,0.0464505,0.0476192,0.0398312,0.0363908,0.0476561,0.0478186,0.00771433,0.0164003,0.0622123,0,0.0157102,0.0695947,0.0187533,0,0,0.0119557,0,0,0.0335569,0.0450098,0.0449885,0.0364588,0.0239778,0.0312488,0.0192161,0.0355495,0.0186914,0.0551654,0.0615006,0.0600534,0.061895,0.0613487,0.0207239,0.0361205,0.0185511,0.0225365,0.0469671,0.015491,0,0,0,0,0,0,0,0,0,0,0
31,0.030632,0.0524101,0,0,0,0,0,0.0233197,0,0.0268196,0.0476515,0,0,0.0106228,0,0,0.0336471,0.0418226,0.045895,0.0216177,0.0562865,0.0272904,0.0293093,0.0133118,0.0287434,0.0398331,0,0.0464345,0.0480991,0.0400015,0.0364965,0.0459705,0.0478464,0.00784924,0.0164525,0.0623907,0,0.0160477,0.0698363,0.0186967,0,0,0.0118977,0,0,0.0334995,0.0449751,0.0453797,0.0364004,0.0240313,0.0310405,0.0190883,0.0355271,0.0188147,0.0551348,0.0614264,0.0598944,0.0620458,0.0612402,0.0208558,0.0361811,0.0183973,0.0224663,0.0469254,0.0154214,0,0,0,0,0,0,0,0,0,0,0
32,0.0306673,0.0523676,0,0,0,0,0,0.0239048,0,0.0261763,0.047714,0,0,0.0105763,0,0,0.0337538,0.0416964,0.0453337,0.0215908,0.05621,0.0273429,0.0293549,0.0133977,0.0289384,0.0395958,0,0.0464349,0.0484445,0.0401009,0.0365995,0.0439771,0.0477127,0.00789753,0.0165517,0.0625228,0,0.0163797,0.0700817,0.0186226,0,0,0.0118533,0,0,0.0335251,0.0449549,0.045405,0.03637,0.024023,0.030924,0.0189482,0.0355526,0.0188069,0.0554386,0.0613795,0.0597707,0.0618087,0.0611538,0.0208114,0.0362781,0.0184521,0.0223591,0.046873,0.0153366,0,0,0,0,0,0,0,0,0,0,0
33,0.0306907,0.0523962,0,0,0,0,0,0.0245923,0,0.0256294,0.0477893,0,0,0.0105712,0,0,0.0338397,0.0415541,0.0446946,0.0215393,0.0559818,0.0273966,0.0293823,0.0137639,0.0290511,0.0393728,0,0.0461783,0.0486599,0.0401995,0.0365622,0.0421888,0.0475624,0.00787438,0.0166686,0.0625135,0,0.0166827,0.070296,0.0185684,0,0,0.0118015,0,0,0.0335326,0.0449428,0.0451386,0.036375,0.0241377,0.0308798,0.0188526,0.0355653,0.0187149,0.0559832,0.0613469,0.0596212,0.0615332,0.0610169,0.0207231,0.0363285,0.0185296,0.022263,0.0468385,0.0152371,0,0,0,0,0,0,0,0,0,0,0
34,0.030716,0.0524169,0,0,0,0,0,0.025672,0,0.0251779,0.0479533,0,0,0.0105742,0,0,0.0338812,0.0413105,0.0438841,0.0214865,0.0557638,0.0274665,0.0294327,0.0142695,0.0292532,0.0387128,0,0.04612,0.0487773,0.0402739,0.0363433,0.0408058,0.0475914,0.00777285,0.0168562,0.0624354,0,0.0168942,0.0704541,0.0185449,0,0,0.0117796,0,0,0.033482,0.0450273,0.0454483,0.0363699,0.024305,0.0308466,0.0187372,0.0355299,0.0186047,0.0564549,0.0612964,0.0595168,0.0615405,0.0609393,0.0208366,0.0363397,0.0183802,0.0222997,0.0467678,0.0151369,0,0,0,0,0,0,0,0,0,0,0
35,0.0307351,0.0523492,0,0,0,0,0,0.0268989,0,0.0247291,0.0481717,0,0,0.0106768,0,0,0.0338889,0.0409654,0.0431857,0.0213661,0.0554087,0.0275296,0.0295197,0.014718,0.0290626,0.0382652,0,0.0464402,0.0488433,0.0400604,0.0361801,0.0379198,0.047758,0.00774472,0.0169847,0.0623509,0,0.0171053,0.0705388,0.0185733,0,0,0.0116826,0,0,0.0334381,0.0451754,0.0457719,0.0363333,0.024447,0.0308724,0.0186153,0.0354902,0.0184303,0.0568094,0.0612691,0.0594601,0.0614646,0.0609087,0.0209997,0.0363546,0.0182811,0.0223559,0.0467048,0.0150777,0,0,0,0,0,0,0,0,0,0,0
36,0.0308048,0.0522514,0,0,0,0,0,0.028487,0,0.0243388,0.0483953,0,0,0.0107422,0,0,0.0339145,0.0405021,0.0428079,0.0211204,0.0548737,0.0275077,0.0295781,0.0151502,0.0287014,0.0380108,0,0.0465007,0.0488234,0.039684,0.0360246,0.0345891,0.047621,0.00787566,0.0170079,0.0622694,0,0.0173363,0.0704769,0.018625,0,0,0.0115142,0,0,0.0333622,0.0453183,0.045884,0.036248,0.0245625,0.0309626,0.0183979,0.0355014,0.0184027,0.0570557,0.0612458,0.0594442,0.0613079,0.0608928,0.0209845,0.036336,0.0182527,0.0224044,0.0466525,0.0150732,0,0,0,0,0,0,0,0,0,0,0
37,0.0309285,0.0521714,0,0,0,0,0,0.0306098,0,0.0238726,0.0487383,0,0,0.0107342,0,0,0.0338761,0.040022,0.042332,0.0209934,0.0541374,0.0274371,0.0295923,0.0155845,0.0283772,0.0375288,0,0.0465709,0.0487644,0.0398719,0.0359093,0.0314179,0.0474767,0.00791548,0.0170428,0.062278,0,0.0176041,0.0703039,0.0186616,0,0,0.0114164,0,0,0.0333442,0.0453997,0.0458382,0.0361557,0.024728,0.0310076,0.018127,0.0355345,0.018565,0.0569144,0.0612152,0.0593415,0.0613075,0.060821,0.0207164,0.0363539,0.0182335,0.0223751,0.0466025,0.0150454,0,0,0,0,0,0,0,0,0,0,0
