Timestep,C7,CLAV,IMUL_L,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,x75,x76,IMUL_R,IMUL_M,IMUR_M,
162,0.035646,0.0465803,0,0,0,0.047038,0,0.0270921,0.0524016,0,0,0.013307,0,0,0.0334487,0.0320708,0.0411444,0.0157282,0.0435248,0.0261516,0.031569,0.0206669,0.0262575,0.0279503,0.020063,0.0417647,0.0447609,0.035674,0.0321085,0.0188952,0.0463645,0.00757604,0.0191958,0.0577266,0,0.01655,0.0619092,0.0187108,0,0,0.011698,0,0,0.0331508,0.0506128,0.0419225,0.0349721,0.0204616,0.0360806,0.0230868,0.0296565,0.020631,0.049944,0.0476554,0.0637015,0.0648084,0.0635435,0.0643233,0.0155438,0.0361728,0.015785,0.0214052,0.04479,0.0242358,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,0.0355417,0.0466197,0,0,0,0.0456385,0,0.0269275,0.0519361,0,0,0.013916,0,0,0.0331859,0.0323566,0.0414632,0.0157314,0.0439708,0.0257644,0.0323487,0.0194779,0.0262806,0.0283036,0.019574,0.0415362,0.0450154,0.0354189,0.0313323,0.0193833,0.0463185,0.0077473,0.0186299,0.056842,0,0.015509,0.0613195,0.0186131,0,0,0.0118151,0,0,0.0332193,0.0504914,0.0421277,0.0349911,0.0214573,0.0357413,0.0232811,0.0293514,0.0199634,0.0503017,0.0471833,0.0633466,0.0643929,0.0634257,0.0642501,0.0156801,0.0363938,0.0157341,0.0214218,0.0447531,0.0240095,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,0.0354936,0.0466826,0,0,0,0.0437978,0,0.0264432,0.0516064,0,0,0.0138881,0,0,0.0331212,0.0328496,0.0415931,0.0159535,0.0445233,0.0254886,0.032764,0.0183223,0.0260238,0.0287812,0.0192252,0.040922,0.0448507,0.0348329,0.0305322,0.0195581,0.0463493,0.00781378,0.0186071,0.0557603,0,0.0144969,0.0606787,0.0185561,0,0,0.0119277,0,0,0.0332392,0.0501306,0.0418293,0.0351888,0.0226437,0.0358557,0.0234881,0.0293532,0.0193584,0.0505327,0.0470843,0.0633374,0.0642569,0.0633219,0.0641965,0.0156229,0.0365417,0.0156413,0.0214284,0.0447817,0.0241199,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,0.0354564,0.0467298,0,0,0,0.0414086,0,0.0259917,0.0514423,0,0,0.013841,0,0,0.0330886,0.0331468,0.0411781,0.0163618,0.0454671,0.025414,0.0331689,0.0172807,0.0251488,0.029442,0.0192906,0.0403787,0.0442923,0.0341816,0.029654,0.0197866,0.0462702,0.00782588,0.0187339,0.0548254,0,0.0137462,0.06016,0.0185152,0,0,0.0120972,0,0,0.0332711,0.0496854,0.0413282,0.0354042,0.0233354,0.0362888,0.0237393,0.0297167,0.0190141,0.0507231,0.047266,0.0636645,0.0644436,0.0632865,0.0642385,0.0155228,0.036466,0.015637,0.0215089,0.04483,0.0243155,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,0.035428,0.0467362,0,0,0,0.0385163,0,0.0256986,0.0512144,0,0,0.013902,0,0,0.0331587,0.0331828,0.0406843,0.0167366,0.046741,0.0255952,0.0335196,0.016507,0.0242764,0.0303038,0.0194636,0.0400571,0.0437423,0.0336831,0.0288786,0.0205418,0.046089,0.00782722,0.0189629,0.0542319,0,0.0133418,0.0599206,0.0185248,0,0,0.012183,0,0,0.0333471,0.0499888,0.0412896,0.0358228,0.0230947,0.0368439,0.0240609,0.0297193,0.0189523,0.0507562,0.0470567,0.0639849,0.0646526,0.0632516,0.0642472,0.0156284,0.036131,0.0157805,0.0216693,0.0447811,0.0243113,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,0.0355366,0.0466763,0,0,0,0.0358259,0,0.0255026,0.0511412,0,0,0.0133912,0,0,0.0334919,0.0332106,0.0403679,0.0173027,0.0480364,0.0262768,0.0332004,0.0157265,0.0233938,0.0313063,0.0199923,0.0399574,0.0437533,0.0333211,0.0282129,0.0217451,0.0460572,0.00771305,0.0196909,0.053606,0,0.0133823,0.0594191,0.0185705,0,0,0.011459,0,0,0.0337819,0.0497551,0.0415908,0.0361247,0.0224133,0.0376394,0.0240917,0.0294801,0.0188049,0.0505621,0.0466636,0.0640323,0.0646116,0.0633078,0.0642959,0.0154853,0.0358783,0.0159103,0.0222902,0.0447819,0.0243962,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,0.0356672,0.0468356,0,0,0,0.0340789,0,0.025855,0.050937,0,0,0.0131075,0,0,0.0330634,0.0343982,0.0400563,0.018331,0.0497361,0.0261956,0.0322908,0.0155639,0.022974,0.0328687,0.0209521,0.0396864,0.0435977,0.0328029,0.0274618,0.022918,0.0465968,0.00766758,0.0189985,0.0550613,0,0.0154988,0.0609554,0.0188975,0,0,0.0113666,0,0,0.0340691,0.0474209,0.0443115,0.0396691,0.0249639,0.0392703,0.024723,0.0282812,0.0228641,0,0.0476616,0.0617262,0.0619945,0.0610576,0.0621017,0.0170883,0.0356693,0.0159778,0.0225751,0.0450832,0.0236734,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,0.0355847,0.0467816,0,0,0,0.0323241,0,0.0261663,0.050811,0,0,0.0134247,0,0,0.0331451,0.0340636,0.0394958,0.018759,0.0508667,0.0264823,0.0325198,0.0148201,0.0226852,0.034029,0.0216664,0.0399272,0.0437998,0.0328033,0.0272098,0.0246677,0.046325,0.00770855,0.0190942,0.0548377,0,0.015928,0.0605765,0.0190331,0,0,0.0116951,0,0,0.0341297,0.0475331,0.0447086,0.0395457,0.0248251,0.039626,0.0250869,0.027563,0.0235305,0,0.0473095,0.0614787,0.0618074,0.0610739,0.0620355,0.0168266,0.0352753,0.0160439,0.0226842,0.0450766,0.023772,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,0.0354214,0.0464788,0,0,0,0.0306159,0,0.026185,0.0509287,0,0,0.0139967,0,0,0.033782,0.0324076,0.0390823,0.0187906,0.0512544,0.0273251,0.0335643,0.0136368,0.0222807,0.0346519,0.022065,0.0404658,0.0442339,0.0333853,0.0275193,0.0267361,0.0454138,0.00777909,0.0200836,0.0527336,0,0.0146886,0.0581688,0.0189648,0,0,0.0119785,0,0,0.034268,0.0499697,0.0429986,0.0358553,0.0219217,0.0386946,0.0250942,0.0276998,0.0204123,0.0501805,0.0457227,0.0632722,0.0639968,0.0633022,0.0639866,0.0149038,0.0349161,0.0160892,0.0229089,0.0446885,0.0247208,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,0.0355129,0.0464741,0,0,0,0.0302927,0,0.0264697,0.0507914,0,0,0.0136069,0,0,0.0331984,0.033203,0.0390989,0.0199083,0.0521982,0.0272805,0.0325178,0.0141981,0.0224843,0.0360676,0.0226594,0.0403131,0.0439804,0.0334103,0.0274549,0.027053,0.0461466,0.00762819,0.019294,0.0550764,0,0.0166552,0.0597107,0.0192191,0,0,0.0120673,0,0,0.0344295,0.0473821,0.045172,0.0390247,0.025218,0.0394214,0.0255024,0.0264206,0.0250987,0,0.04695,0.0610517,0.0614995,0.0608888,0.0616032,0.0165618,0.0350504,0.0159355,0.0229821,0.0448761,0.0241758,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,0.0353388,0.0461246,0,0,0,0.0293573,0,0.026223,0.051071,0,0,0.0139605,0,0,0.0336083,0.0317503,0.0391852,0.0198799,0.0519447,0.0276067,0.0333248,0.013456,0.0220511,0.0362349,0.0232027,0.0406692,0.0442898,0.0340982,0.0281912,0.0278681,0.0454655,0.00776672,0.02002,0.0533018,0,0.0154011,0.0577074,0.019168,0,0,0.0120131,0,0,0.0344973,0.0494134,0.0432706,0.0355963,0.0217984,0.0379592,0.0252204,0.027057,0.021366,0.0502933,0.0455713,0.0629133,0.063627,0.0630704,0.0636787,0.0147738,0.0350576,0.0159898,0.0231072,0.0443696,0.0250711,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,0.0353825,0.0462105,0,0,0,0.0293354,0,0.0262242,0.0507348,0,0,0.0135218,0,0,0.0329141,0.0326735,0.0394963,0.0206319,0.052335,0.0265705,0.0321473,0.0142099,0.0223631,0.0370161,0.023969,0.0406215,0.0441332,0.0341922,0.0283885,0.0274785,0.0463851,0.00759872,0.0188842,0.0563989,0,0.0171936,0.0598196,0.0193503,0,0,0.011715,0,0,0.0342185,0.047268,0.04536,0.0390515,0.0247601,0.0384277,0.0252921,0.026015,0.0254634,0,0.0468634,0.0607974,0.0612231,0.0607112,0.0614704,0.0170059,0.0353981,0.0158426,0.022882,0.0445023,0.0244412,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,0.0352217,0.0459893,0,0,0,0.0288889,0,0.0257444,0.0509425,0,0,0.0140021,0,0,0.0331865,0.0312745,0.0394416,0.0203273,0.0517744,0.0265507,0.0330435,0.0134503,0.0220149,0.03684,0.0241605,0.0413297,0.0446368,0.0349775,0.0292084,0.0284705,0.0458436,0.00762789,0.0191697,0.0553812,0,0.0156712,0.0579442,0.0192459,0,0,0.0118396,0,0,0.0340222,0.0500065,0.0435028,0.0356418,0.0213257,0.0369362,0.0248207,0.0267102,0.0211909,0.0501218,0.0453948,0.0628649,0.0637337,0.0631451,0.063753,0.0153668,0.0354924,0.0158409,0.0226392,0.0441206,0.0252781,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,0.0354284,0.0460664,0,0,0,0.0293581,0,0.0257041,0.0507079,0,0,0.0128765,0,0,0.0327979,0.0327861,0.0393595,0.0211834,0.0522231,0.0254724,0.0312826,0.0142002,0.0223199,0.0376486,0.0247436,0.0414542,0.0446486,0.0352289,0.0294486,0.0279922,0.0468836,0.00759174,0.0185987,0.0588136,0,0.01704,0.0601467,0.0193944,0,0,0.0116955,0,0,0.0339462,0.0470595,0.0453476,0.0393462,0.0242684,0.0373395,0.0247573,0.0261777,0.0247348,0,0.0470186,0.0608725,0.0613429,0.0608448,0.0615141,0.018456,0.0358177,0.0158234,0.0226001,0.0442491,0.0245914,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,0.0353919,0.0458796,0,0,0,0.0283165,0,0.0254953,0.0508659,0,0,0.0133026,0,0,0.0330815,0.0319096,0.0392723,0.0207827,0.0517798,0.0256145,0.0321233,0.0134055,0.0220008,0.0374468,0.0249454,0.0419284,0.0451631,0.0360373,0.0302748,0.0290596,0.0463809,0.00769553,0.01899,0.0578316,0,0.0148934,0.0584224,0.0193172,0,0,0.011766,0,0,0.0339218,0.0493446,0.0434154,0.0359853,0.0207741,0.0358789,0.0243006,0.0270376,0.0202543,0.0501933,0.0454897,0.0630682,0.0637935,0.0633781,0.0638,0.0169328,0.03584,0.0157945,0.0226103,0.0437515,0.0253769,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,0.0353607,0.0459324,0,0,0,0.0274828,0,0.0253864,0.0507429,0,0,0.0130999,0,0,0.0330042,0.0324207,0.0392635,0.0207739,0.0518446,0.0252822,0.0318598,0.0132869,0.0220421,0.0379369,0.0255574,0.0420792,0.0454543,0.0363847,0.0306713,0.0305869,0.0466107,0.00771583,0.0188601,0.059184,0,0.0147012,0.0587283,0.0194167,0,0,0.0119682,0,0,0.0335289,0.0489637,0.0433475,0.0359904,0.020472,0.0354241,0.0240576,0.0272503,0.0195453,0.0500411,0.0454858,0.0632436,0.0638791,0.0635574,0.0639283,0.0182569,0.0360553,0.0158964,0.0223076,0.0435278,0.0253552,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,0.0353948,0.0459051,0,0,0,0.0264254,0,0.0253824,0.050635,0,0,0.0129875,0,0,0.0328869,0.0331785,0.0392851,0.0207975,0.0518768,0.0250099,0.031648,0.0132085,0.0220113,0.038197,0.0260911,0.04248,0.0456977,0.0365482,0.0308874,0.0327846,0.0468357,0.00775895,0.0186152,0.0606022,0,0.0146474,0.0590684,0.0195156,0,0,0.0117929,0,0,0.0332985,0.0484895,0.043144,0.0360922,0.0202261,0.0350873,0.0239507,0.027507,0.0189145,0.0495748,0.0455006,0.0632816,0.0639498,0.0636972,0.0640555,0.0196088,0.0361888,0.015892,0.0222897,0.0432134,0.0253993,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,0.0354596,0.0458845,0,0,0,0.0250235,0,0.025473,0.0504875,0,0,0.0128781,0,0,0.0327974,0.0340688,0.039489,0.0207027,0.0519983,0.0249185,0.0314439,0.0134739,0.0219585,0.0383285,0.0263949,0.0427864,0.0458487,0.0366293,0.030915,0.0350548,0.0470229,0.00778598,0.0184291,0.0621108,0,0.0145675,0.059334,0.0196019,0,0,0.0117687,0,0,0.0331889,0.0478987,0.0428809,0.0363522,0.0198567,0.0349026,0.0238528,0.0277138,0.0182645,0.0487129,0.0455602,0.0631672,0.0640423,0.0637945,0.0642047,0.0209614,0.0362444,0.0159112,0.0223012,0.042981,0.0254534,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,0.0352912,0.0459785,0,0,0,0.0246568,0,0.0261693,0.0503855,0,0,0.0123656,0,0,0.0335572,0.0353142,0.0394926,0.0218033,0.0530097,0.0248037,0.0314511,0.0133766,0.0230196,0.0388549,0.0260051,0.0428635,0.0457756,0.0364622,0.0307524,0.0350193,0.046815,0.00733063,0.0183948,0.0563943,0,0.0111584,0.0596286,0.0190093,0,0,0.0124715,0,0,0.0331776,0.0481897,0.0448769,0.0356915,0.0170604,0.0337545,0.0236517,0.0294708,0.0146659,0.0466069,0.0458274,0.0641292,0.0652706,0.0652203,0.0651335,0.0144619,0.0360175,0.0159325,0.0223408,0.0428123,0.0255399,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,0.0353436,0.045936,0,0,0,0.0233344,0,0.026602,0.0501095,0,0,0.0122811,0,0,0.033496,0.0361786,0.0399774,0.0216189,0.0532762,0.0249779,0.0313373,0.0133837,0.0232722,0.0392009,0.0261486,0.0428389,0.0457608,0.0362913,0.0307976,0.036979,0.046878,0.00727243,0.0183992,0.0572022,0,0.0111161,0.0598781,0.0190933,0,0,0.0125167,0,0,0.0331239,0.0480435,0.0447254,0.0359854,0.0166911,0.0335751,0.0236039,0.0295773,0.0141259,0.0465063,0.0457884,0.0642641,0.065301,0.0651179,0.0650608,0.0151964,0.0358569,0.0159605,0.0224283,0.0427173,0.0256243,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,0.0354815,0.0458907,0,0,0,0.0221671,0,0.0271377,0.0498424,0,0,0.011826,0,0,0.0335954,0.0367656,0.0406197,0.021498,0.0536618,0.0253701,0.0309009,0.013364,0.0236385,0.0394663,0.0261472,0.0427834,0.045657,0.0361382,0.0308557,0.0391625,0.0469972,0.00710211,0.0187491,0.0571515,0,0.0112138,0.0600793,0.019218,0,0,0.0120115,0,0,0.0332001,0.047888,0.0447614,0.0360532,0.0166497,0.0334127,0.0233146,0.0296357,0.0138907,0.0465498,0.0455772,0.0642445,0.0652559,0.0650155,0.0649302,0.0161906,0.0357117,0.0160742,0.022773,0.0426321,0.0256981,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,0.0355053,0.0458891,0,0,0,0.0211563,0,0.0277342,0.0496092,0,0,0.0121435,0,0,0.0332975,0.036837,0.0413956,0.0211845,0.0539889,0.0256741,0.0310863,0.0132885,0.0239929,0.0393732,0.0261009,0.042778,0.04559,0.0363083,0.0309125,0.0410739,0.0469838,0.00731547,0.018435,0.0572135,0,0.0112201,0.0603684,0.0193615,0,0,0.012574,0,0,0.0330521,0.0478557,0.0449344,0.0359465,0.0165258,0.0331667,0.0237031,0.030234,0.0135745,0.0464647,0.0455776,0.0642168,0.0652094,0.0650812,0.0649681,0.0169468,0.035551,0.0160106,0.022699,0.0425278,0.025721,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,0.0355342,0.0459181,0,0,0,0.0203272,0,0.0278271,0.0492031,0,0,0.0119027,0,0,0.0334587,0.0369686,0.042108,0.0210939,0.0541541,0.0258176,0.030883,0.0135866,0.0246364,0.0391265,0.0257871,0.0429643,0.0457905,0.0365811,0.0310696,0.0427312,0.0470489,0.00718983,0.0185551,0.0574485,0,0.011392,0.0610223,0.0193633,0,0,0.0126033,0,0,0.0332247,0.0475843,0.0449664,0.0357849,0.016282,0.0328103,0.0235484,0.0304745,0.0134749,0.0465593,0.045722,0.0640521,0.0650178,0.0649026,0.0648556,0.0170293,0.0353634,0.0160146,0.0228363,0.0425467,0.0257084,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,0.0355758,0.0459163,0,0,0,0.0195971,0,0.028095,0.0489196,0,0,0.0118526,0,0,0.0334671,0.0368233,0.0431167,0.0209153,0.0542666,0.0259795,0.0307708,0.0138394,0.0254508,0.0393659,0.0253323,0.0431598,0.0458814,0.0369282,0.0317205,0.0446252,0.0470447,0.00716359,0.0185883,0.0578366,0,0.0115442,0.0614291,0.019457,0,0,0.0127492,0,0,0.0332326,0.0475572,0.0450866,0.0355397,0.0158278,0.0325956,0.0235927,0.0305332,0.0133416,0.0466147,0.045946,0.063911,0.0648657,0.0647593,0.0647338,0.017324,0.0352749,0.0159936,0.0229406,0.0425745,0.0258398,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,0.0356084,0.0459243,0,0,0,0.0194205,0,0.0283366,0.0486209,0,0,0.0118102,0,0,0.0334881,0.036601,0.0440253,0.0207604,0.0545112,0.0262403,0.0306802,0.0140486,0.0264956,0.0394261,0.0247455,0.0435006,0.0460306,0.0374123,0.0327259,0.0466642,0.0470492,0.00715329,0.0185665,0.0580898,0,0.0117616,0.0618141,0.0195307,0,0,0.0127266,0,0,0.0331436,0.047783,0.0452564,0.0353022,0.0160602,0.0323476,0.0235644,0.0305436,0.013186,0.0466338,0.0462279,0.0639261,0.0647687,0.0646467,0.0646475,0.0176465,0.035257,0.015948,0.0230022,0.0425776,0.0259733,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,0.0356245,0.0459205,0,0,0,0.0190953,0,0.028511,0.0482401,0,0,0.0117741,0,0,0.0335081,0.036478,0.0450206,0.0206072,0.0546807,0.0265333,0.0306197,0.0142927,0.0273535,0.0390716,0.0243395,0.0437853,0.0461721,0.037813,0.0336622,0.0487492,0.047048,0.00716802,0.0185244,0.0579641,0,0.0119814,0.0623931,0.0195138,0,0,0.0127922,0,0,0.0331189,0.0477434,0.0453584,0.0350351,0.0164362,0.0320178,0.023513,0.0308494,0.0130101,0.0466312,0.0465735,0.0639693,0.0647066,0.0645492,0.0645392,0.0179674,0.0352826,0.0159216,0.0230584,0.0425374,0.0260429,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,0.0356398,0.0459009,0,0,0,0.0187681,0,0.0285956,0.0478834,0,0,0.0117453,0,0,0.0334906,0.0364765,0.0458004,0.0205295,0.0547233,0.0267818,0.0304988,0.0146308,0.0280851,0.039197,0.0240067,0.0440885,0.0464343,0.0382484,0.0344481,0.050667,0.0470914,0.00719163,0.018415,0.057595,0,0.0121648,0.0630149,0.0194788,0,0,0.0128556,0,0,0.0331792,0.0474749,0.0453601,0.0348568,0.0167019,0.0317129,0.0234792,0.0312317,0.013033,0.0467396,0.0466309,0.0637928,0.0645287,0.0644412,0.0644129,0.018135,0.0353261,0.0159513,0.0231155,0.0425438,0.0260327,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,0.0356418,0.0458975,0,0,0,0.0187459,0,0.0288938,0.0475375,0,0,0.0116761,0,0,0.033409,0.0365779,0.0467057,0.0205253,0.0545111,0.0271121,0.0302788,0.0149339,0.0285327,0.0392539,0.023761,0.0443615,0.0466003,0.0386094,0.0350201,0.0523035,0.0471689,0.00705101,0.0183711,0.0575777,0,0.0122646,0.063344,0.019463,0,0,0.0129823,0,0,0.0330756,0.0472777,0.0454649,0.0346302,0.0167024,0.0315996,0.0234934,0.03143,0.0130585,0.0468179,0.0467635,0.0635776,0.0643489,0.0642883,0.0642634,0.018026,0.0353384,0.0158382,0.0231105,0.0425575,0.0261005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,0.03591,0.0460023,0,0,0,0.018792,0,0.0298027,0.0481766,0,0,0.0115455,0,0,0.0331698,0.0361217,0.0477098,0.0215175,0.0566515,0.0274526,0.0301168,0.014273,0.0312012,0,0.0235205,0.0436165,0.0455985,0.0378972,0.0346123,0.0524301,0.0474752,0.00717525,0.0181907,0.0570298,0,0.0126816,0.0644393,0.0189539,0,0,0.013096,0,0,0.0327197,0.0468436,0.0457304,0.0344008,0.0170476,0.0307489,0.0226268,0.0317069,0.0132113,0.047284,0.047226,0.0630666,0.0638028,0.0638466,0.063803,0.0176763,0.0361447,0.015324,0.0224266,0.0428328,0.0254963,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,0.0358896,0.0460171,0,0,0,0.0188499,0,0.0294626,0.04803,0,0,0.0115636,0,0,0.0332015,0.0364111,0.0475764,0.0218181,0.0567602,0.0276036,0.0301631,0.014047,0.0317652,0,0.0234488,0.0437672,0.045893,0.0379605,0.0347784,0.0528572,0.0475114,0.00718751,0.0179821,0.0573816,0,0.0129427,0.0650324,0.0187656,0,0,0.0133006,0,0,0.0328426,0.0467645,0.0458524,0.0341143,0.0170854,0.0302308,0.0224344,0.0318282,0.013173,0.0472541,0.0473164,0.0629744,0.0636291,0.0635696,0.0635787,0.0178812,0.0360554,0.0154822,0.022357,0.0427198,0.0254095,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,0.0359561,0.0459493,0,0,0,0.0190201,0,0.0293454,0.0479579,0,0,0.0113856,0,0,0.0331966,0.0365841,0.0473787,0.0214751,0.0571058,0.0277883,0.0295934,0.0137284,0.0323663,0,0.0234153,0.0439426,0.0462814,0.0382205,0.035088,0.0519583,0.0475873,0.00729891,0.018072,0.0570966,0,0.012878,0.0652305,0.0190594,0,0,0.0137796,0,0,0.0326873,0.0467895,0.0459788,0.0341597,0.017317,0.0302347,0.0227706,0.0319879,0.0130456,0.0472782,0.0474394,0.0630977,0.063564,0.0635685,0.0635464,0.0175675,0.0359933,0.015438,0.0223858,0.0425916,0.0253613,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,0.0357401,0.04582,0,0,0,0.0194553,0,0.0281466,0.0469062,0,0,0.011479,0,0,0.0333094,0.0373944,0.046247,0.0204548,0.0552908,0.0274793,0.0294541,0.0140729,0.0308757,0.0379104,0.0237059,0.0451632,0.0479115,0.039374,0.0360811,0.0514582,0.0474302,0.00714644,0.0179138,0.0574295,0,0.0126366,0.0648733,0.0196111,0,0,0.0136161,0,0,0.0331056,0.0470992,0.0458619,0.0339539,0.0170362,0.0306859,0.0235983,0.0320564,0.0128196,0.0469685,0.0472485,0.0633237,0.0638067,0.0636142,0.0636774,0.0178694,0.0352374,0.0159658,0.0231166,0.0422386,0.0259238,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,0.0358434,0.0457606,0,0,0,0.0199197,0,0.0277095,0.0468302,0,0,0.0114967,0,0,0.0331961,0.0376241,0.0458973,0.0203542,0.0557446,0.0273735,0.0292774,0.0139062,0.0311707,0.0376818,0.0236317,0.0452705,0.0481349,0.0394576,0.036166,0.0497805,0.0475098,0.00717687,0.0176576,0.0569136,0,0.0126907,0.0651714,0.0197245,0,0,0.0135718,0,0,0.0331179,0.0471395,0.0457976,0.0335127,0.0171223,0.0305407,0.0236363,0.0320977,0.0128075,0.0470529,0.0472858,0.0632091,0.0636921,0.0634022,0.063496,0.0179712,0.0352495,0.0160109,0.0231543,0.0421774,0.0259035,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,0.0359494,0.0457336,0,0,0,0.0204013,0,0.0270573,0.0469085,0,0,0.011542,0,0,0.0330896,0.0377472,0.0458939,0.0201926,0.0561649,0.0272442,0.0290038,0.0139533,0.0313546,0.0375304,0.0234525,0.0452791,0.0482651,0.0395042,0.0360809,0.0479071,0.0476096,0.00718404,0.0174766,0.0564231,0,0.0127501,0.0654305,0.0198776,0,0,0.0135145,0,0,0.033059,0.0471592,0.0454582,0.0328238,0.0175551,0.0304256,0.0236257,0.032086,0.0128396,0.0470744,0.0472911,0.0631792,0.0635775,0.0631789,0.0633153,0.0179307,0.0352267,0.0160624,0.0231738,0.0421573,0.0258756,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,0.0360567,0.0457294,0,0,0,0.0211264,0,0.026563,0.0471736,0,0,0.0115557,0,0,0.0329848,0.0376986,0.0453508,0.0200274,0.056186,0.0271816,0.0287926,0.0141292,0.0316246,0.0373272,0.0231884,0.0451703,0.0483755,0.0394141,0.0358738,0.0457284,0.0477001,0.00725358,0.0173698,0.0560947,0,0.0128932,0.0654791,0.0200152,0,0,0.0134125,0,0,0.0329718,0.0472346,0.0452513,0.03268,0.0178406,0.0303677,0.0235489,0.0322029,0.0128094,0.0470577,0.0473397,0.0632164,0.0635397,0.0629886,0.0632772,0.0179654,0.0353069,0.0161095,0.0231735,0.0422232,0.0259366,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,0.0362058,0.0457238,0,0,0,0.0221797,0,0.0263748,0.0475385,0,0,0.0115662,0,0,0.0328019,0.0375743,0.0444926,0.0199498,0.0556461,0.0272622,0.028564,0.0145383,0.0319026,0.0370025,0.0231047,0.0450131,0.0484508,0.0393007,0.0356713,0.0429778,0.0477622,0.00726974,0.0171589,0.0558187,0,0.0133047,0.0652042,0.0201231,0,0,0.0126554,0,0,0.0332761,0.0473172,0.0454012,0.0327551,0.0178292,0.0305328,0.0232661,0.0323618,0.0128797,0.0470382,0.0472361,0.063261,0.0635882,0.0628831,0.0632953,0.0180022,0.0354577,0.0161886,0.0234696,0.0422695,0.0261063,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,0.0362652,0.0457375,0,0,0,0.0237392,0,0.0259109,0.0479572,0,0,0.0115783,0,0,0.0326802,0.0373181,0.0439256,0.0197769,0.0549688,0.0272926,0.0283824,0.0148455,0.0318106,0.03667,0.0231943,0.044893,0.0483958,0.0391594,0.0353551,0.0398658,0.0477434,0.00732692,0.0170228,0.0556552,0,0.0136249,0.0651047,0.0202196,0,0,0.0125338,0,0,0.0333126,0.0474048,0.0454351,0.0327253,0.017774,0.0305503,0.0231419,0.0322577,0.012977,0.0470883,0.0472003,0.0632974,0.0636029,0.0627751,0.0632533,0.0180044,0.0355301,0.0162384,0.0234466,0.0422644,0.0261501,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0.0363066,0.04568,0,0,0,0.0255362,0,0.0253543,0.0483462,0,0,0.0115872,0,0,0.0325978,0.0370723,0.0433489,0.0196277,0.0541657,0.0273261,0.028221,0.0152397,0.0316539,0.0362528,0.0233947,0.0448534,0.0482694,0.0389925,0.0351529,0.0365908,0.0477639,0.00736607,0.0171397,0.0559221,0,0.0136298,0.0650145,0.0203199,0,0,0.0124844,0,0,0.0332548,0.0474842,0.045386,0.032517,0.0177199,0.0305597,0.0230258,0.0320903,0.0130567,0.0470815,0.0473305,0.0633248,0.0636084,0.0627663,0.0632366,0.0179295,0.035488,0.0162718,0.0234776,0.0422114,0.0261754,0,0,0,0,0,0,0,0,0,0,0,0,0,0
