Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,x75,LTHII,IMUL_R,RTHII,,IMUR_M
113,0.0377741,0.0472163,0,0,0,0,0.052926,0,0.027475,0.0498503,0,0,0.0133204,0,0,0.0333502,0.0322704,0.0345736,0.0180155,0.0430202,0.0283434,0.0346802,0.0236253,0.0215857,0.023374,0.0423547,0.0452703,0.0355224,0.0335432,0.0178633,0.0465923,0.00952413,0.0190043,0.0580804,0,0.0154126,0.0615572,0.0186077,0,0,0.0114934,0,0,0.0329819,0.0514067,0.0239927,0.0315378,0.0964833,0.0363865,0.0210162,0.0280129,0.0238758,0.0484552,0,0.0698428,0.0703044,0.0734522,0.0135411,0.0370834,0.0181766,0.0201488,0.0435996,0.0214047,0,0,0,0,0,0,0,0,0,0.0264148,0,0,0,0
114,0.0378036,0.0473144,0,0,0,0,0.0520792,0,0.0272518,0.0499353,0,0,0.0131372,0,0,0.0331715,0.032559,0.0350055,0.0182462,0.0430724,0.0283225,0.0346696,0.0233649,0.0219449,0.0230421,0.0419897,0.0452047,0.0353059,0.0331472,0.0180038,0.0469208,0.00937901,0.0186345,0.0568224,0,0.0149465,0.0622048,0.0186949,0,0,0.0113945,0,0,0.0330385,0.0514324,0.0226496,0.0320462,0.0958545,0.0368363,0.0215463,0.0274312,0.0240475,0.0478345,0,0.0706275,0.0706326,0.0738324,0.0128382,0.0371062,0.0182723,0.0202109,0.0437981,0.0213069,0,0,0,0,0,0,0,0,0,0.0265275,0,0,0,0
115,0.037658,0.0473729,0,0,0,0,0.050681,0,0.0270392,0.0498182,0,0,0.0130712,0,0,0.0329929,0.0328606,0.0357335,0.0184787,0.0432345,0.0283764,0.034534,0.0230917,0.0222841,0.0225804,0.0416614,0.0449751,0.0349384,0.032634,0.0181614,0.0472748,0.00920679,0.0181101,0.0565104,0,0.014187,0.0628373,0.0187884,0,0,0.0113588,0,0,0.033136,0.0512386,0.0223798,0.0320329,0.0950319,0.037259,0.0221799,0.0267956,0.0239976,0.0467514,0,0.0720583,0.0704846,0.0734715,0.0125586,0.0370869,0.0184942,0.0203606,0.0437643,0.0212971,0,0,0,0,0,0,0,0,0,0.0267574,0,0,0,0
116,0.0372372,0.0473257,0,0,0,0,0.0486668,0,0.0270604,0.0497862,0,0,0.0132214,0,0,0.032892,0.0329574,0.0364465,0.0185414,0.0433976,0.0284197,0.0342435,0.0226335,0.0227401,0.0219812,0.0413193,0.0444616,0.0344751,0.0319202,0.0184731,0.047447,0.00909376,0.0175686,0.0563675,0,0.0133713,0.0628606,0.018856,0,0,0.011379,0,0,0.0332831,0.0514911,0.0231181,0.0315372,0.0945689,0.037433,0.0228437,0.0259522,0.0240644,0.0454068,0,0.0731451,0.0700852,0.0726857,0.012614,0.036925,0.0186552,0.0206084,0.0434889,0.0213415,0,0,0,0,0,0,0,0,0,0.0271548,0,0,0,0
117,0.0369799,0.0470505,0,0,0,0,0.0462493,0,0.0271271,0.0500077,0,0,0.0123701,0,0,0.0337097,0.0326267,0.0373633,0.0184324,0.0434702,0.0285246,0.0323833,0.0218247,0.0234797,0.0211636,0.040952,0.0440052,0.0340777,0.0312234,0.0191237,0.0476549,0.00921889,0.0185232,0.0567023,0,0.0122707,0.0619063,0.0188379,0,0,0.0106345,0,0,0.0337378,0.052701,0.0251836,0.0304789,0.0947991,0.0374649,0.0229336,0.0249479,0.0251825,0.043984,0,0.0735028,0.0696396,0.0718587,0.0132934,0.0366263,0.0188216,0.0212668,0.0430361,0.0216691,0,0,0,0,0,0,0,0,0,0.0275708,0,0,0,0
118,0.036442,0.0470619,0,0,0,0,0.0440071,0,0.0270336,0.0500795,0,0,0.0128501,0,0,0.0337407,0.032511,0.0384588,0.0181618,0.043712,0.0282371,0.0323081,0.0208607,0.0240656,0.0205666,0.0406261,0.0437061,0.0336976,0.030773,0.0205648,0.0475205,0.00897916,0.0183473,0.0548331,0,0.011787,0.0611771,0.0186466,0,0,0.0107351,0,0,0.0338341,0.0535405,0.0264144,0.0298844,0.0950791,0.037137,0.0231848,0.024307,0.0262236,0.0433594,0,0.0732508,0.0696597,0.0719044,0.0120109,0.0366317,0.0189059,0.0212528,0.042828,0.0218228,0,0,0,0,0,0,0,0,0,0.0280714,0,0,0,0
119,0.0360862,0.0470603,0,0,0,0,0.0417597,0,0.0267729,0.0499148,0,0,0.0132053,0,0,0.0339973,0.0325534,0.0400829,0.0178119,0.0440509,0.0279547,0.0325602,0.0199002,0.0248195,0.0199919,0.0404143,0.043598,0.0335163,0.0302689,0.0225535,0.0472164,0.00886225,0.0184593,0.0539602,0,0.0111312,0.0604711,0.0183387,0,0,0.0109328,0,0,0.0339351,0.0538069,0.0276048,0.0294959,0.0956674,0.0365751,0.02333,0.0238006,0.0270689,0.0430492,0,0.0726596,0.0696021,0.0719231,0.0116782,0.0366948,0.0187867,0.021219,0.0427126,0.0220584,0,0,0,0,0,0,0,0,0,0.028454,0,0,0,0
120,0.0358991,0.0470787,0,0,0,0,0.0397208,0,0.0263675,0.0495014,0,0,0.0132175,0,0,0.0344398,0.0328957,0.0413095,0.0175253,0.0444476,0.0277505,0.0331036,0.0189574,0.0252767,0.0195455,0.0404038,0.0435208,0.0333265,0.0295587,0.0241574,0.0468463,0.00893333,0.0187955,0.0535174,0,0.0105869,0.0597647,0.0179753,0,0,0.0110837,0,0,0.0339964,0.0536954,0.0283637,0.0294472,0.0962896,0.0358668,0.0232925,0.0234996,0.0270065,0.0427411,0,0.0719615,0.0692582,0.071653,0.0121817,0.0368208,0.0186356,0.0211938,0.0426788,0.0222099,0,0,0,0,0,0,0,0,0,0.0287629,0,0,0,0
121,0.0358437,0.0470775,0,0,0,0,0.037484,0,0.0263371,0.0491377,0,0,0.0131453,0,0,0.0348657,0.0333294,0.041608,0.0174044,0.0450976,0.0274643,0.0337527,0.0181278,0.025505,0.0191442,0.0402445,0.043491,0.0330976,0.0287117,0.0249643,0.0464955,0.00905015,0.0193005,0.0530785,0,0.0103826,0.0591952,0.0176175,0,0,0.0109495,0,0,0.0340673,0.0536293,0.0286555,0.0297245,0.0966499,0.0358112,0.022976,0.0233964,0.0262156,0.042505,0,0.0713814,0.0687462,0.0712362,0.0128002,0.0370436,0.0186588,0.0212037,0.0427629,0.0221387,0,0,0,0,0,0,0,0,0,0.0292276,0,0,0,0
122,0.0358876,0.0470919,0,0,0,0,0.034823,0,0.0262559,0.0489902,0,0,0.0131435,0,0,0.0351826,0.0337191,0.0415464,0.0174007,0.0459351,0.0271409,0.0344414,0.0172916,0.0255708,0.0188281,0.0400324,0.0433873,0.0328542,0.027845,0.0257393,0.0461417,0.00926752,0.0198557,0.0523253,0,0.0100291,0.0587056,0.0173907,0,0,0.0109485,0,0,0.0342077,0.0535455,0.0284392,0.0301475,0.0965659,0.0364283,0.0227448,0.0234308,0.0253425,0.0424328,0,0.0712441,0.0684187,0.0709666,0.0131613,0.0371559,0.0187036,0.0212296,0.0430277,0.0220491,0,0,0,0,0,0,0,0,0,0.0298545,0,0,0,0
123,0.0359596,0.0471319,0,0,0,0,0.0319028,0,0.0259049,0.048924,0,0,0.0132807,0,0,0.0354258,0.0341065,0.0415185,0.0176089,0.0469794,0.026993,0.0351014,0.0163675,0.0254486,0.0188309,0.039781,0.0431033,0.032624,0.0272602,0.0270877,0.0458249,0.00948568,0.0204774,0.050967,0,0.00976344,0.058203,0.0173058,0,0,0.0109074,0,0,0.034334,0.0533173,0.028191,0.0305902,0.0964174,0.0372859,0.0226116,0.023564,0.0245327,0.0424675,0,0.0714878,0.0683478,0.0709223,0.0133347,0.0371661,0.0187629,0.0214027,0.043338,0.0220988,0,0,0,0,0,0,0,0,0,0.0306771,0,0,0,0
124,0.036006,0.0471668,0,0,0,0,0.0291595,0,0.0255951,0.0489511,0,0,0.0136115,0,0,0.0355678,0.0344395,0.0412766,0.0179988,0.0480869,0.0271351,0.0356625,0.015407,0.025039,0.0191267,0.039135,0.0429808,0.0324331,0.0269721,0.0289089,0.0454482,0.00961094,0.0210415,0.0495476,0,0.00966937,0.0577156,0.0172873,0,0,0.010851,0,0,0.0344551,0.0530857,0.0282749,0.0310164,0.0963789,0.0381178,0.0226162,0.0235798,0.0238579,0.0423205,0,0.0717164,0.0683006,0.0709137,0.0134651,0.0370535,0.0189042,0.0217367,0.0435019,0.0222694,0,0,0,0,0,0,0,0,0,0.0315775,0,0,0,0
125,0.0360226,0.0471417,0,0,0,0,0.0267213,0,0.0257597,0.0490718,0,0,0.0140018,0,0,0.0356484,0.0345694,0.0408893,0.018533,0.0492443,0.0277097,0.036126,0.0144594,0.0244594,0.0197883,0.0390717,0.0430718,0.032439,0.0268562,0.0316139,0.0450062,0.00970471,0.0214935,0.0483387,0,0.00983367,0.0572764,0.0172861,0,0,0.0108085,0,0,0.034584,0.0530084,0.0288434,0.0312527,0.0965784,0.0387549,0.0227994,0.0232789,0.0237465,0.0418631,0,0.0717424,0.06822,0.0709046,0.0133458,0.0368383,0.0191013,0.022181,0.0434111,0.0223724,0,0,0,0,0,0,0,0,0,0.032631,0,0,0,0
126,0.0357504,0.047184,0,0,0,0,0.0247695,0,0.0263068,0.0491401,0,0,0.0159871,0,0,0.0347999,0.034479,0.0404192,0.0191434,0.0502948,0.0283252,0.038213,0.0136197,0.0239434,0.0205939,0.0395196,0.0433912,0.0327796,0.0269886,0.0348439,0.0442741,0.00939317,0.0201453,0.0474091,0,0.0100182,0.0569437,0.0172136,0,0,0.0113764,0,0,0.0346196,0.0530013,0.0292307,0.0312659,0.0967264,0.0390052,0.0235029,0.0227858,0.0243944,0.0415106,0,0.0715352,0.06814,0.0708767,0.0131563,0.0366301,0.0190366,0.0223569,0.043169,0.0222753,0,0,0,0,0,0,0,0,0,0.0337396,0,0,0,0
127,0.0357188,0.0470404,0,0,0,0,0.0231597,0,0.0267527,0.0489562,0,0,0.0162247,0,0,0.0350122,0.03415,0.0404593,0.019473,0.0512692,0.029031,0.0384581,0.0129305,0.0236544,0.0214228,0.0402,0.0437934,0.0334468,0.0273948,0.0383686,0.0439169,0.0094291,0.0206447,0.046995,0,0.0101005,0.0567752,0.0171624,0,0,0.0113614,0,0,0.0347321,0.0529994,0.0295189,0.0311783,0.0969489,0.0392161,0.0235986,0.0223803,0.0255335,0.0418688,0,0.0711071,0.0679854,0.0706789,0.0128334,0.0364165,0.0191806,0.0227418,0.0427974,0.0223299,0,0,0,0,0,0,0,0,0,0.0349102,0,0,0,0
128,0.0357471,0.0468727,0,0,0,0,0.021962,0,0.0269499,0.0487511,0,0,0.0159556,0,0,0.0353673,0.0338044,0.0411202,0.0198889,0.0520836,0.0295494,0.0383699,0.012666,0.0235013,0.0220657,0.0407896,0.0441899,0.0343379,0.0280819,0.0415831,0.0438243,0.00958018,0.0212915,0.0470032,0,0.0103282,0.0564605,0.0171638,0,0,0.0104413,0,0,0.0349284,0.0530076,0.0298518,0.0309265,0.0971572,0.0394943,0.0229717,0.0219725,0.0268315,0.0425161,0,0.0707248,0.0679005,0.070381,0.0126798,0.0364096,0.0196163,0.0230817,0.042418,0.022581,0,0,0,0,0,0,0,0,0,0.0356783,0,0,0,0
129,0.0356821,0.0468164,0,0,0,0,0.0208926,0,0.0268371,0.0485358,0,0,0.0160421,0,0,0.0353896,0.033455,0.0412089,0.0201435,0.0528104,0.0295004,0.0386158,0.012481,0.0234671,0.0226774,0.0412442,0.0446198,0.0350965,0.0288828,0.0445312,0.0437164,0.00962606,0.0214272,0.0472872,0,0.0107804,0.0564758,0.0171362,0,0,0.0104421,0,0,0.034852,0.0528395,0.0302229,0.030949,0.0973393,0.0394753,0.0225968,0.021722,0.0277423,0.0429706,0,0.0704457,0.0678409,0.0701474,0.0126127,0.0364319,0.0195997,0.0228062,0.0421086,0.0227335,0,0,0,0,0,0,0,0,0,0.0361973,0,0,0,0
130,0.0356476,0.0468018,0,0,0,0,0.0201495,0,0.0265451,0.0483752,0,0,0.0160412,0,0,0.0354225,0.0331425,0.0413871,0.0204298,0.0531008,0.0292953,0.0387615,0.0123567,0.0235318,0.0231566,0.0418493,0.0450119,0.0357949,0.0297504,0.0469784,0.0436733,0.00958478,0.0213766,0.0478101,0,0.0112902,0.0565667,0.0170255,0,0,0.0104475,0,0,0.0346283,0.052586,0.0306244,0.0311578,0.0974854,0.0393338,0.0219838,0.0215577,0.0281128,0.043091,0,0.0702096,0.0676878,0.069987,0.0126331,0.0366127,0.0195328,0.0224462,0.0418816,0.0229046,0,0,0,0,0,0,0,0,0,0.0366388,0,0,0,0
131,0.035665,0.0467994,0,0,0,0,0.019671,0,0.0263057,0.048232,0,0,0.015973,0,0,0.0354199,0.0329489,0.0420207,0.0206156,0.0527816,0.0290081,0.0388254,0.0122143,0.0235941,0.023496,0.0425668,0.0454163,0.0365615,0.0308136,0.0492974,0.0437253,0.00953351,0.0212244,0.0484347,0,0.0116036,0.0566137,0.0168845,0,0,0.0105456,0,0,0.0343305,0.0524386,0.0307939,0.0312616,0.097566,0.0386894,0.0212978,0.0215692,0.0278901,0.0430633,0,0.0699174,0.067504,0.0698654,0.0127069,0.0369111,0.0195073,0.0220209,0.0417895,0.0230766,0,0,0,0,0,0,0,0,0,0.0370544,0,0,0,0
132,0.0357459,0.0468384,0,0,0,0,0.0196379,0,0.0262098,0.048123,0,0,0.0158683,0,0,0.0353347,0.0330211,0.0425181,0.0206723,0.052072,0.0286515,0.0388053,0.0121328,0.0237039,0.0238068,0.0432654,0.0459251,0.0374067,0.0319949,0.0517201,0.0439358,0.00947266,0.0210263,0.048844,0,0.011792,0.0566297,0.0168019,0,0,0.010672,0,0,0.0340066,0.0523271,0.0306943,0.0312862,0.097598,0.0377725,0.0206965,0.0217211,0.0271904,0.0430386,0,0.0696338,0.067306,0.0697286,0.012835,0.0372518,0.0193922,0.0214878,0.0418158,0.0231877,0,0,0,0,0,0,0,0,0,0.0374966,0,0,0,0
133,0.0359531,0.0469565,0,0,0,0,0.0195332,0,0.0285953,0.0478655,0,0,0.0155104,0,0,0.0357098,0.0333813,0.0430579,0.0216275,0.0530889,0.0284583,0.0390858,0.0109274,0.025222,0.0238327,0.043679,0.0457753,0.0380106,0.0333123,0.0479965,0.0440766,0.00934461,0.0209702,0.0442848,0,0.00891487,0.0568054,0.0161427,0,0,0.0114208,0,0,0.0333794,0.052784,0.0318596,0.0302318,0.0972659,0.0362169,0.0200779,0.0226834,0.0241562,0.0426482,0,0.0699941,0.0682012,0.0703307,0.0126105,0.0376412,0.0192028,0.0211638,0.0420056,0.0234532,0,0,0,0,0,0,0,0,0,0.0390153,0,0,0,0
134,0.036127,0.0468852,0,0,0,0,0.0203164,0,0.0261119,0.0481507,0,0,0.0156655,0,0,0.0350539,0.0339044,0.0426312,0.0207006,0.0509969,0.0280007,0.0386893,0.0118598,0.023352,0.024679,0.0443248,0.0468231,0.0387555,0.0336803,0.0569781,0.0442174,0.00938302,0.0206932,0.0499332,0,0.0117813,0.0565158,0.0167065,0,0,0.0107587,0,0,0.0336827,0.0521361,0.0309432,0.0313501,0.0976454,0.0364859,0.0200273,0.0219801,0.0255735,0.0428493,0,0.0694283,0.067209,0.0697059,0.0136901,0.0377213,0.0189182,0.0209929,0.0420883,0.0232801,0,0,0,0,0,0,0,0,0,0.038585,0,0,0,0
135,0.0362204,0.0469643,0,0,0,0,0.0185493,0,0.0290975,0.0477953,0,0,0.0155351,0,0,0.0352569,0.0347376,0.043542,0.0216321,0.0531938,0.0279365,0.039177,0.0105772,0.0251596,0.0250601,0.0444618,0.0462216,0.0388689,0.034534,0.0522044,0.0441929,0.00912799,0.0203693,0.0453099,0,0.00849173,0.0569386,0.0160751,0,0,0.0115689,0,0,0.0331483,0.0526086,0.0322586,0.0304292,0.0970338,0.0353364,0.0194998,0.0227378,0.0227122,0.0422717,0,0.0700205,0.0684957,0.0706122,0.0123709,0.0379936,0.019087,0.020771,0.0422947,0.0235028,0,0,0,0,0,0,0,0,0,0.0398685,0,0,0,0
136,0.0363295,0.0468672,0,0,0,0,0.017944,0,0.0296593,0.0476415,0,0,0.0154164,0,0,0.0351958,0.035512,0.0442717,0.0213824,0.0537474,0.0277192,0.0390866,0.0105964,0.026153,0.0255811,0.0444847,0.04621,0.0388208,0.0346221,0.0541286,0.0442674,0.0090649,0.0202849,0.0461113,0,0.00814472,0.0571508,0.0161531,0,0,0.0116738,0,0,0.0330675,0.0525842,0.0322204,0.0304383,0.0969234,0.0351776,0.0193806,0.0226077,0.0221483,0.0420301,0,0.0701171,0.0687029,0.0707821,0.0122733,0.0380159,0.0190793,0.0205595,0.0423873,0.0235731,0,0,0,0,0,0,0,0,0,0.0399053,0,0,0,0
137,0.0364082,0.0470988,0,0,0,0,0.0175657,0,0.0287635,0.0482204,0,0,0.0147878,0,0,0.0351764,0.0358803,0.0432728,0.0228802,0.0560187,0.0275939,0.0390908,0.0104189,0,0.0242105,0.0448039,0.0463674,0.0385524,0.0340814,0.0553198,0.0447614,0.00874253,0.0198207,0.0468454,0,0.00873416,0.057585,0.0155494,0,0,0.0121632,0,0,0.0330171,0.0521232,0.0320024,0.030145,0.0970997,0.0344724,0.018621,0.0219579,0.0222421,0.0418408,0,0.0699162,0.0685049,0.0705765,0.0119547,0.0381513,0.0185804,0.0200792,0.0429881,0.0231502,0,0,0,0,0,0,0,0,0,0.0410103,0,0,0,0
138,0.0365692,0.0465864,0,0,0,0,0.0169052,0,0.0302746,0.0472488,0,0,0.0153984,0,0,0.0351666,0.0365443,0.0446583,0.0209269,0.0547549,0.0275978,0.0391205,0.0109158,0.0268403,0.0263503,0.044399,0.0462343,0.0384829,0.0341699,0.0560894,0.0441516,0.0090579,0.0203366,0.0467908,0,0.007883,0.0576222,0.0164552,0,0,0.0118364,0,0,0.0329899,0.0523179,0.0319034,0.0301968,0.0968748,0.0350258,0.0193872,0.0226904,0.0213277,0.0421029,0,0.0701298,0.0688099,0.0707825,0.0123324,0.0378879,0.0189855,0.0207643,0.0424668,0.0236081,0,0,0,0,0,0,0,0,0,0.0403907,0,0,0,0
139,0.0366931,0.0465417,0,0,0,0,0.0166192,0,0.0301772,0.0471648,0,0,0.0153903,0,0,0.0351746,0.0363888,0.0445589,0.0208369,0.0551069,0.0279011,0.0391573,0.01114,0.0258555,0.0266954,0.0443596,0.046288,0.0383368,0.033856,0.0561826,0.0440797,0.0090229,0.0204532,0.0468354,0,0.0078664,0.0577223,0.0165594,0,0,0.0119046,0,0,0.0330572,0.0520549,0.0317883,0.0303953,0.0968497,0.0350483,0.0192908,0.0231813,0.0213806,0.0423075,0,0.0700284,0.0686774,0.0706299,0.0124124,0.037818,0.0189857,0.0209332,0.0424984,0.023616,0,0,0,0,0,0,0,0,0,0.0413787,0,0,0,0
140,0.0368993,0.0464302,0,0,0,0,0.0166329,0,0.0302126,0.0471402,0,0,0.0148018,0,0,0.0355527,0.035872,0.0447449,0.0206016,0.0552331,0.0283092,0.0385284,0.0115423,0.0254168,0.0268313,0.0442545,0.0462546,0.0381261,0.0335727,0.0559949,0.0442184,0.00919659,0.0211433,0.046735,0,0.00813716,0.0577096,0.0167137,0,0,0.011284,0,0,0.0331704,0.0517663,0.0316904,0.0304024,0.0969938,0.0351673,0.0186873,0.0235271,0.0214624,0.0426046,0,0.0698865,0.0684662,0.0704024,0.0123791,0.0376561,0.0192609,0.0212951,0.0424343,0.0237272,0,0,0,0,0,0,0,0,0,0.0416484,0,0,0,0
141,0.0369314,0.0464123,0,0,0,0,0.0166952,0,0.0301245,0.0471914,0,0,0.01484,0,0,0.0355186,0.0351583,0.0447604,0.0202513,0.0551645,0.0286036,0.0385556,0.0119369,0.0256313,0.0267602,0.0440781,0.0462329,0.0378989,0.0332714,0.0552498,0.0441893,0.00918934,0.0211956,0.0466008,0,0.00858572,0.0577418,0.0168657,0,0,0.0112415,0,0,0.0332493,0.0516245,0.0318515,0.0302193,0.097085,0.0351967,0.018667,0.0237178,0.0215355,0.042865,0,0.0698065,0.0683097,0.0702484,0.0124174,0.0374904,0.0192775,0.0214255,0.0423781,0.0237504,0,0,0,0,0,0,0,0,0,0.0412559,0,0,0,0
142,0.0369291,0.0464006,0,0,0,0,0.0168984,0,0.0300089,0.0472294,0,0,0.0148872,0,0,0.0354506,0.0345172,0.0447266,0.0199504,0.0549958,0.0289248,0.0385533,0.0123512,0.026308,0.0267016,0.0439701,0.0462083,0.0377743,0.0331042,0.0543858,0.0441568,0.00916854,0.021217,0.0464132,0,0.009059,0.0577935,0.0169917,0,0,0.0112323,0,0,0.033221,0.0515441,0.0321072,0.0300282,0.0972058,0.0351616,0.018627,0.0237864,0.0216276,0.0431448,0,0.0696986,0.0681558,0.0701338,0.0124834,0.0374227,0.01929,0.0215216,0.0422931,0.0237741,0,0,0,0,0,0,0,0,0,0.0407643,0,0,0,0
143,0.0367846,0.0464442,0,0,0,0,0.0172822,0,0.0298056,0.0472208,0,0,0.0154569,0,0,0.0351349,0.0340358,0.0447941,0.019598,0.0546718,0.0290516,0.0391149,0.0127284,0.0268005,0.0258076,0.0438085,0.0462178,0.0377405,0.0331036,0.0536272,0.0438969,0.00901677,0.0206493,0.0462621,0,0.00938246,0.0579129,0.0171027,0,0,0.0121305,0,0,0.0329469,0.0515172,0.032123,0.0298067,0.0973148,0.0348732,0.0192664,0.0238174,0.021826,0.0434405,0,0.0695382,0.0680369,0.0700284,0.0125863,0.0372564,0.0187662,0.0211955,0.0422422,0.0237845,0,0,0,0,0,0,0,0,0,0.0402288,0,0,0,0
144,0.0367994,0.0463867,0,0,0,0,0.0177011,0,0.0295926,0.0471931,0,0,0.0153456,0,0,0.0350764,0.03378,0.0451194,0.0192666,0.0543014,0.0292316,0.0389449,0.0130883,0.0269126,0.0243746,0.043814,0.0462738,0.0378161,0.0333232,0.0528289,0.0439143,0.00901741,0.0205695,0.0460155,0,0.00962681,0.0580161,0.0172514,0,0,0.0121925,0,0,0.0328047,0.0514395,0.032008,0.0296513,0.0974443,0.034744,0.0190594,0.0238625,0.0220312,0.043737,0,0.0693072,0.0678678,0.069889,0.0125454,0.0372946,0.018609,0.0211359,0.0421441,0.0238965,0,0,0,0,0,0,0,0,0,0.039621,0,0,0,0
145,0.0368451,0.0463155,0,0,0,0,0.018107,0,0.0293863,0.0471829,0,0,0.0151976,0,0,0.0349851,0.0338158,0.0454599,0.0189282,0.0537342,0.0292669,0.0387624,0.0131948,0.0270678,0.0227622,0.0440443,0.0464255,0.0380938,0.0337595,0.0523173,0.0439968,0.00898262,0.0204618,0.045896,0,0.00979469,0.058201,0.0173561,0,0,0.0122264,0,0,0.0327413,0.0514768,0.0319414,0.0294755,0.0974996,0.0346057,0.0188449,0.023916,0.0220898,0.043868,0,0.0691735,0.0676712,0.0697686,0.0125429,0.037356,0.018567,0.0211068,0.0420249,0.023999,0,0,0,0,0,0,0,0,0,0.0390791,0,0,0,0
146,0.0369019,0.0462471,0,0,0,0,0.0187551,0,0.0290128,0.0472451,0,0,0.0150364,0,0,0.0348527,0.034061,0.0452222,0.0187941,0.0531017,0.0292562,0.0385684,0.0127783,0.0277815,0.0226824,0.0444043,0.0467523,0.0384504,0.0342651,0.0515903,0.0441612,0.00890221,0.0203543,0.0458143,0,0.00994208,0.0583663,0.0174141,0,0,0.0123507,0,0,0.0327111,0.0514758,0.0321662,0.029278,0.0974951,0.0343651,0.0186096,0.0239823,0.0219792,0.0438567,0,0.0691169,0.0675048,0.0696651,0.0126196,0.0374506,0.0184001,0.0210915,0.0419356,0.0240518,0,0,0,0,0,0,0,0,0,0.0385172,0,0,0,0
147,0.0369348,0.0462179,0,0,0,0,0.0192907,0,0.0287339,0.0473041,0,0,0.0147887,0,0,0.0347405,0.0344978,0.0451326,0.0188411,0.0525524,0.0292724,0.0383495,0.0126068,0.0283401,0.0233347,0.0447239,0.0471309,0.0387687,0.0347866,0.0510475,0.0444265,0.00884481,0.0202152,0.0457589,0,0.0100761,0.0586202,0.017452,0,0,0.0125957,0,0,0.0327416,0.0513864,0.0322878,0.0290616,0.0975812,0.0339356,0.0183616,0.0240802,0.0217771,0.0438843,0,0.0690327,0.0674741,0.0695395,0.0126147,0.0376511,0.0182914,0.0210335,0.0418671,0.0240356,0,0,0,0,0,0,0,0,0,0.0380701,0,0,0,0
148,0.0369552,0.0462074,0,0,0,0,0.019407,0,0.028452,0.0473618,0,0,0.0144917,0,0,0.0346502,0.0350005,0.0449683,0.0189661,0.0524478,0.0293006,0.0380903,0.0124866,0.0287441,0.0241505,0.044881,0.0477141,0.0391231,0.035295,0.0505547,0.0446853,0.00882263,0.0200961,0.0458105,0,0.0101743,0.0588709,0.0175085,0,0,0.0128852,0,0,0.0326032,0.0512329,0.0320197,0.0288645,0.0979047,0.0334963,0.0181014,0.0242691,0.021476,0.0440048,0,0.068885,0.0673811,0.0694919,0.01241,0.0378269,0.0182536,0.0208258,0.0417612,0.0239777,0,0,0,0,0,0,0,0,0,0.0378844,0,0,0,0
149,0.0371602,0.0463789,0,0,0,0,0.0198257,0,0.0290017,0.048129,0,0,0.0139209,0,0,0.0343487,0.0348958,0.0458129,0.0200935,0.0546736,0.0294569,0.0378184,0.0117718,0.0309387,0.0228034,0.044029,0.0468731,0.0383563,0.0347222,0.0495043,0.04525,0.00879266,0.0197325,0.0460001,0,0.0103327,0.0596004,0.0170854,0,0,0.0132172,0,0,0.0323614,0.0508541,0.031866,0.0285882,0.098473,0.0325318,0.0171116,0.0245802,0.0212603,0.044399,0,0.0684313,0.0670726,0.0692666,0.0122774,0.0386058,0.017543,0.0200182,0.0420942,0.0234697,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,0.0369115,0.0456592,0,0,0,0,0.0202622,0,0.0281436,0.0464347,0,0,0.015845,0,0,0.0360815,0.0333152,0.0455404,0.0183599,0.0522657,0.0312549,0.0407752,0.011408,0.0301518,0.0208841,0.0461133,0.0488516,0.0401759,0.0367005,0.0511502,0.0428749,0.0097795,0.0225581,0.0434682,0,0.0109011,0.055985,0.0176803,0,0,0.0130381,0,0,0.0326592,0.058781,0.0249654,0.0211339,0.0911097,0.0316275,0.0171493,0.0244243,0.0165026,0.037894,0,0.0759948,0.0743332,0.0765203,0.0114915,0.0371803,0.0185819,0.0211863,0.0406009,0.0263195,0,0,0,0,0,0,0,0,0,0.0364043,0,0.140452,0,0
151,0.0367847,0.04564,0,0,0,0,0.0216075,0,0.0255597,0.0463721,0,0,0.0168227,0,0,0.0350286,0.0336549,0.0455094,0.0170032,0.0499643,0.0311607,0.0411423,0.0121478,0.0288251,0.0214406,0.0465143,0.0492506,0.0402986,0.0367228,0.0577957,0.0427781,0.00948628,0.0216001,0.049024,0,0.0127264,0.055849,0.0183963,0,0,0.0126625,0,0,0.0331252,0.058308,0.0237084,0.0221647,0.091107,0.0321225,0.0173782,0.0231848,0.0180888,0.0375694,0,0.0757583,0.0735778,0.076035,0.0112292,0.037087,0.0182174,0.0209807,0.0404374,0.0261281,0,0,0,0,0,0,0,0,0,0.0349121,0,0.14133,0,0
