Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,x75,LTHII,IMUL_R,RTHII,,IMUR_M
229,0.0360518,0.0465207,0,0,0,0,0.0417844,0,0.0255969,0.0576074,0,0,0.014345,0,0,0.0351042,0.0204024,0.0316729,0.0218037,0.046191,0.0284567,0.0318486,0.0195325,0.0248801,0.0174832,0.0427918,0.0467952,0.037429,0.0351397,0.0139049,0.0451285,0.00928151,0.0212993,0.0307178,0,0.00825416,0.0505097,0.0186839,0,0,0.0114597,0,0,0.0340063,0.0591119,0.0362838,0.027329,0.0952962,0.0355449,0.0163669,0.0298881,0.0224024,0.0478455,0,0.0763392,0.0764771,0.0801092,0.0319188,0.0376976,0.0180073,0.0215647,0.0430162,0.0236679,0,0,0,0,0,0,0,0,0,0.0289838,0,0.0518924,0,0
230,0.0360742,0.0465114,0,0,0,0,0.0423381,0,0.0257367,0.0574195,0,0,0.0143541,0,0,0.0350632,0.0209954,0.0316269,0.0215542,0.0461647,0.0283116,0.0316895,0.0199349,0.0247562,0.0177888,0.0428464,0.0467675,0.0373975,0.0351893,0.0136492,0.0451308,0.00925259,0.0212738,0.0337495,0,0.00737313,0.0509961,0.0186226,0,0,0.011419,0,0,0.0340061,0.058927,0.0358415,0.0274386,0.0948594,0.0355013,0.016269,0.02949,0.0230296,0.0478339,0,0.0763499,0.0762023,0.0793625,0.0267029,0.0376977,0.0179552,0.0214851,0.0430546,0.0235573,0,0,0,0,0,0,0,0,0,0.0289958,0,0.0517258,0,0
231,0.0361256,0.0465093,0,0,0,0,0.0431533,0,0.0258363,0.0571107,0,0,0.014325,0,0,0.0350185,0.021849,0.0314349,0.0213369,0.0461117,0.0280306,0.0315726,0.0204434,0.0244416,0.01802,0.0428101,0.0467918,0.0373168,0.0353357,0.0131352,0.0451588,0.00919775,0.0212372,0.0374788,0,0.00676077,0.0515806,0.0185721,0,0,0.0113954,0,0,0.0339431,0.058712,0.0353583,0.0275206,0.0944082,0.0353315,0.0161126,0.029111,0.0236509,0.0479008,0,0.0763568,0.0758479,0.0787488,0.0211172,0.0376797,0.0179079,0.0214196,0.0430767,0.0233857,0,0,0,0,0,0,0,0,0,0.0288913,0,0.0515635,0,0
232,0.0361833,0.0465151,0,0,0,0,0.0435736,0,0.0259761,0.0566575,0,0,0.0142693,0,0,0.0350836,0.0227308,0.0312415,0.0210315,0.0460275,0.0277203,0.0314837,0.0207909,0.0237279,0.0181479,0.0428111,0.0468858,0.0373148,0.0354819,0.0126816,0.0451988,0.00918731,0.0212752,0.0415745,0,0.00652436,0.0522164,0.0184917,0,0,0.0114065,0,0,0.0338863,0.0583091,0.0349931,0.0274831,0.0939525,0.0350246,0.0158499,0.0287633,0.0241634,0.0480496,0,0.0762917,0.0754689,0.078165,0.0160123,0.0376388,0.0179162,0.0213708,0.0430983,0.0232522,0,0,0,0,0,0,0,0,0,0.0287575,0,0.0513529,0,0
233,0.0362527,0.0465504,0,0,0,0,0.0442061,0,0.0260915,0.0560544,0,0,0.0142192,0,0,0.0352178,0.0237149,0.0310857,0.0205901,0.0457525,0.0274466,0.0314198,0.0209946,0.0232163,0.0183253,0.0428405,0.0469697,0.0373959,0.0354701,0.012407,0.0452489,0.00923771,0.0213749,0.0456797,0,0.00699361,0.0531023,0.0184147,0,0,0.0114905,0,0,0.0338528,0.0579665,0.0343142,0.0274726,0.0935828,0.0346689,0.0156174,0.0286679,0.024427,0.0485392,0,0.0760003,0.0750369,0.0776192,0.0122272,0.0376875,0.0179546,0.0213384,0.0431418,0.0231707,0,0,0,0,0,0,0,0,0,0.0285865,0,0.0511663,0,0
234,0.0362515,0.0466273,0,0,0,0,0.0451285,0,0.0261409,0.0552377,0,0,0.0143395,0,0,0.0351764,0.0247972,0.0309882,0.0201368,0.0454983,0.0272174,0.0317566,0.0214178,0.0228793,0.0184841,0.0428773,0.0470863,0.0374525,0.0355138,0.0122526,0.045193,0.0092465,0.0212906,0.0497603,0,0.00798842,0.0542491,0.0183553,0,0,0.0118527,0,0,0.0338117,0.0575522,0.0333701,0.0276298,0.0932797,0.034327,0.0156203,0.0288423,0.0243133,0.04931,0,0.0756668,0.074562,0.0770564,0.0106986,0.0377811,0.0179198,0.0212324,0.0432044,0.0229871,0,0,0,0,0,0,0,0,0,0.0284052,0,0.0509673,0,0
235,0.0362688,0.0466968,0,0,0,0,0.0461441,0,0.0261941,0.0542732,0,0,0.0143611,0,0,0.035197,0.0259152,0.030937,0.0197369,0.0451527,0.0270981,0.0319313,0.0219792,0.0226303,0.0185452,0.0429815,0.0472844,0.0373891,0.0357476,0.012134,0.045122,0.00926889,0.0212864,0.0534313,0,0.00920123,0.0554347,0.0182651,0,0,0.0120344,0,0,0.0337935,0.0569914,0.0321203,0.0278988,0.0929825,0.0341156,0.0154875,0.0292134,0.0237527,0.0500399,0,0.0753516,0.0742067,0.0765704,0.0111439,0.0378876,0.0178852,0.0211302,0.0433113,0.0227454,0,0,0,0,0,0,0,0,0,0.0281917,0,0.0506826,0,0
236,0.0362704,0.04677,0,0,0,0,0.0465709,0,0.0264044,0.0534753,0,0,0.0143872,0,0,0.0352374,0.0267342,0.0309147,0.0195715,0.0448211,0.0270843,0.032013,0.0226062,0.0225343,0.0182325,0.0430157,0.0475612,0.0373699,0.0360157,0.012036,0.0450187,0.00928632,0.0213648,0.0575449,0,0.00987983,0.0562915,0.0181176,0,0,0.0120116,0,0,0.0337244,0.0566724,0.0314173,0.0280731,0.092981,0.033925,0.0153016,0.0296721,0.0230022,0.0505271,0,0.0751068,0.0739083,0.076114,0.0130848,0.0379633,0.017807,0.0209792,0.0434036,0.0226425,0,0,0,0,0,0,0,0,0,0.0280397,0,0.0503144,0,0
237,0.0363761,0.0467782,0,0,0,0,0.0476003,0,0.0264492,0.0524366,0,0,0.0147869,0,0,0.0349829,0.0279893,0.0310826,0.0192016,0.0443662,0.0268769,0.0325558,0.0230392,0.0223254,0.0186834,0.0431337,0.0478399,0.037399,0.0360767,0.0121409,0.0448915,0.00916621,0.0210815,0.0592711,0,0.0110672,0.0576065,0.0180591,0,0,0.0113971,0,0,0.033932,0.0561255,0.0300303,0.0286493,0.0927494,0.0337279,0.0147506,0.0304347,0.0217065,0.0511495,0,0.0748058,0.0738021,0.0761255,0.0138812,0.0380916,0.0180552,0.0210159,0.0434032,0.0225571,0,0,0,0,0,0,0,0,0,0.0278658,0,0.0505367,0,0
238,0.0364228,0.0468402,0,0,0,0,0.0481157,0,0.026529,0.0515734,0,0,0.0148536,0,0,0.0350238,0.0289032,0.0313368,0.0190213,0.0440065,0.0268374,0.0327195,0.0235028,0.022146,0.0201178,0.0431113,0.0480783,0.0376013,0.0360589,0.012569,0.044847,0.0091591,0.0211772,0.0607825,0,0.0122934,0.0585258,0.0179418,0,0,0.0114701,0,0,0.0339155,0.0560523,0.0291241,0.0291804,0.0927035,0.0335744,0.0145816,0.0312292,0.02045,0.0514312,0,0.074593,0.0736698,0.0761355,0.014726,0.0382857,0.0179294,0.0208765,0.0434634,0.0222802,0,0,0,0,0,0,0,0,0,0.0276505,0,0.0511256,0,0
239,0.0364219,0.0468571,0,0,0,0,0.0488076,0,0.0266292,0.0507478,0,0,0.0148688,0,0,0.0351181,0.0296833,0.0314216,0.0188389,0.0437121,0.0267981,0.0329675,0.0238709,0.0220827,0.0211463,0.0430142,0.0482493,0.0377236,0.0360573,0.0125643,0.044807,0.00917291,0.021238,0.0612916,0,0.0138388,0.0593803,0.0178337,0,0,0.0115661,0,0,0.033902,0.0557554,0.0285802,0.0296506,0.0926573,0.0334398,0.0143737,0.0320858,0.0191506,0.0515055,0,0.0743444,0.0735189,0.0761769,0.0152097,0.0384152,0.0178082,0.0207406,0.0435029,0.0218907,0,0,0,0,0,0,0,0,0,0.0274318,0,0.0513844,0,0
240,0.0364196,0.0468652,0,0,0,0,0.0494303,0,0.0266756,0.0499771,0,0,0.0148661,0,0,0.035219,0.0304289,0.0315253,0.0186307,0.0434218,0.0267654,0.0331924,0.0241261,0.0220461,0.0212152,0.0429786,0.0483836,0.0377874,0.0360681,0.0123601,0.044753,0.00920219,0.0213397,0.0611836,0,0.0150122,0.0600806,0.0177336,0,0,0.0116652,0,0,0.0338839,0.0554117,0.028596,0.0299618,0.0926115,0.0333907,0.0142082,0.0330272,0.0180495,0.0514829,0,0.0740774,0.0732073,0.0762067,0.0156459,0.0385148,0.0176904,0.0206535,0.0435813,0.0219972,0,0,0,0,0,0,0,0,0,0.0271823,0,0.0514554,0,0
241,0.0364343,0.0469025,0,0,0,0,0.0496538,0,0.0267398,0.0493119,0,0,0.0148603,0,0,0.0352963,0.03103,0.0315449,0.0184899,0.0431754,0.026703,0.0333707,0.0243034,0.0219863,0.0210896,0.0429506,0.0484637,0.0378179,0.0359971,0.0123168,0.0447103,0.00927289,0.0214582,0.0610418,0,0.0159696,0.0605927,0.0176503,0,0,0.0117592,0,0,0.033867,0.0553348,0.0285418,0.0302214,0.0926443,0.033322,0.0140894,0.0338729,0.0173865,0.0513545,0,0.0737904,0.0728789,0.0761794,0.0157239,0.0386313,0.0175463,0.0206168,0.0436678,0.0217057,0,0,0,0,0,0,0,0,0,0.0269907,0,0.0514726,0,0
242,0.0364362,0.0469679,0,0,0,0,0.049598,0,0.0268185,0.0487841,0,0,0.0148522,0,0,0.0353091,0.0314748,0.0315584,0.0183928,0.0429555,0.026632,0.0335039,0.024346,0.021938,0.0210254,0.0429543,0.0484669,0.0378258,0.0357804,0.0123149,0.0446812,0.00935918,0.0215513,0.0611574,0,0.0167083,0.0609558,0.0175978,0,0,0.0118086,0,0,0.0339246,0.0551719,0.0286081,0.0304283,0.0927061,0.0332518,0.0140466,0.0343826,0.0170892,0.0511156,0,0.0735191,0.0727244,0.0761346,0.0159001,0.0387903,0.0174021,0.0205131,0.0437188,0.0215366,0,0,0,0,0,0,0,0,0,0.0269122,0,0.0514087,0,0
243,0.0364351,0.0470294,0,0,0,0,0.0493919,0,0.0268431,0.0484056,0,0,0.0148733,0,0,0.0353133,0.0317679,0.0317005,0.0183351,0.0428382,0.0265299,0.0336228,0.0243385,0.0218947,0.0210664,0.042948,0.0483771,0.0378289,0.0355152,0.0122783,0.0446744,0.00939222,0.0215696,0.0615873,0,0.0172015,0.0611821,0.017571,0,0,0.0118469,0,0,0.0339987,0.0551306,0.0287051,0.0305347,0.0928678,0.0332217,0.01405,0.0345676,0.0170483,0.0508001,0,0.0732969,0.0726533,0.0761271,0.0162152,0.0388377,0.017345,0.0204228,0.043728,0.0215049,0,0,0,0,0,0,0,0,0,0.0269081,0,0.0513026,0,0
244,0.0365713,0.0470022,0,0,0,0,0.0492489,0,0.0267526,0.048119,0,0,0.0143865,0,0,0.0356859,0.0319583,0.0317693,0.018286,0.0428309,0.0265064,0.0328143,0.0242675,0.0218842,0.0211625,0.0429541,0.0481866,0.0377325,0.0352087,0.0122456,0.0447864,0.00961951,0.0221719,0.0617564,0,0.0174371,0.0613094,0.0175778,0,0,0.0114018,0,0,0.0341637,0.0550057,0.0289493,0.0305611,0.0930447,0.0332808,0.0135777,0.034523,0.0171204,0.0504635,0,0.073187,0.0726374,0.0761125,0.016383,0.0388431,0.0176323,0.0205368,0.0437466,0.0215851,0,0,0,0,0,0,0,0,0,0.0268723,0,0.0511754,0,0
245,0.0363243,0.047109,0,0,0,0,0.0491996,0,0.0266876,0.0480035,0,0,0.0151313,0,0,0.0352279,0.032056,0.0316978,0.0181823,0.0427561,0.0262907,0.0340027,0.0240415,0.0218281,0.0210963,0.0429939,0.0480792,0.0376523,0.0349214,0.0122591,0.0445644,0.00935342,0.0213799,0.0622159,0,0.0172367,0.0614195,0.0175601,0,0,0.0122732,0,0,0.0339202,0.0549482,0.0293329,0.0306612,0.0930513,0.0330783,0.0144574,0.0342887,0.0172027,0.0501323,0,0.0732838,0.0726736,0.0760681,0.0167954,0.0387692,0.0172032,0.0201961,0.0438682,0.0214039,0,0,0,0,0,0,0,0,0,0.0267291,0,0.0509763,0,0
246,0.0362932,0.0471286,0,0,0,0,0.0490778,0,0.0266567,0.0480593,0,0,0.0151532,0,0,0.0352855,0.0319855,0.0316738,0.0180216,0.0426903,0.0263208,0.0339654,0.0237574,0.0217683,0.0209887,0.04299,0.0478843,0.037515,0.0346092,0.0123255,0.0445303,0.00931588,0.0214303,0.061938,0,0.0169497,0.0613977,0.0174986,0,0,0.0121697,0,0,0.0339313,0.0549227,0.029271,0.0308104,0.0930255,0.0331128,0.0145077,0.0338695,0.0174,0.0498098,0,0.0733508,0.0727346,0.0760436,0.0164554,0.0387548,0.0172798,0.0201589,0.0439614,0.0213823,0,0,0,0,0,0,0,0,0,0.0267357,0,0.0507964,0,0
247,0.0362427,0.0471996,0,0,0,0,0.0489608,0,0.0265389,0.0483671,0,0,0.015089,0,0,0.0353019,0.0317485,0.0317614,0.0177928,0.0425851,0.0262399,0.033963,0.0235738,0.0216911,0.0210103,0.0429481,0.0476752,0.0373363,0.0343579,0.0124606,0.0445499,0.00927599,0.0213727,0.0616316,0,0.0161925,0.0612312,0.0174664,0,0,0.0120646,0,0,0.0339342,0.0549063,0.0291456,0.0308992,0.0930224,0.0331026,0.0145951,0.0331838,0.0176873,0.0495076,0,0.0734405,0.0728356,0.0759141,0.016203,0.0388088,0.017336,0.0201405,0.0440249,0.021388,0,0,0,0,0,0,0,0,0,0.0268125,0,0.0506208,0,0
248,0.036349,0.0474611,0,0,0,0,0.0483836,0,0.0267981,0.0490285,0,0,0.0144593,0,0,0.0346333,0.0318293,0.0321317,0.0176342,0.042606,0.0254798,0.0329475,0.0238598,0.0219046,0.0208986,0.042819,0.047287,0.0370437,0.0341198,0.0124433,0.0454626,0.00889981,0.0202911,0.061976,0,0.0156652,0.0622252,0.0176057,0,0,0.0119329,0,0,0.0339564,0.0528319,0.0299039,0.0340725,0.0950911,0.0340741,0.0149238,0.0312904,0.0218557,0.0504476,0,0.07103,0.0702407,0.0736552,0.0175891,0.0390315,0.0172213,0.0199798,0.0444268,0.0205686,0,0,0,0,0,0,0,0,0,0.0269554,0,0,0,0
249,0.0354889,0.0477138,0,0,0,0,0.0487376,0,0.0265392,0.0493559,0,0,0.0147982,0,0,0.0351921,0.0312697,0.0320608,0.0171012,0.0424721,0.0257185,0.0336865,0.0230979,0.0214952,0.0211482,0.04266,0.0470956,0.0367765,0.0338777,0.012867,0.0447631,0.00930519,0.0211745,0.0595476,0,0.0143264,0.0606765,0.017354,0,0,0.0119727,0,0,0.0339711,0.0546472,0.0270346,0.0309653,0.0935447,0.033474,0.0147064,0.0312263,0.0186728,0.048972,0,0.0734148,0.0723496,0.0753265,0.0145589,0.0387251,0.0173855,0.0200823,0.0444681,0.0210807,0,0,0,0,0,0,0,0,0,0.0267769,0,0.0501752,0,0
