Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RPSI,RSHO,RTHI,RTHIA,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x71,x72,x73,x74,RTHIP,RKNE,IMUL_R,IMUR_M,x75
136,0.0366448,0.0464873,0,0,0,0,0.0274904,0,0.0263391,0.0484082,0,0,0.0131391,0,0,0.0355683,0.0369562,0.044679,0.0201566,0.0481356,0.024803,0.0262001,0.0157862,0.0273925,0.0351203,0.0194074,0.0412074,0.0454835,0.0342661,0.0284943,0.032528,0.0493664,0.0129782,0.0177577,0.0600212,0,0.013377,0.0620544,0.0206761,0,0,0.0124765,0,0,0.033569,0.0489418,0.0475943,0.0379533,0.0380995,0.0246875,0.0324339,0.0260624,0.0629616,0.0643809,0.064634,0.064637,0.0152425,0.0359527,0.0183902,0.0200293,0.0417302,0.0211483,0,0,0,0,0,0,0,0,0,0.052404,0,0,0,0
137,0.0355585,0.0471526,0,0,0,0,0.0251803,0,0.0267593,0.0472425,0,0,0.011511,0,0,0.0329441,0.0369597,0.0445296,0.0198242,0.0489452,0.025532,0.0352945,0.0147956,0.0276559,0.0362086,0.0196765,0.0411901,0.0455435,0.0340266,0.0280318,0.0351136,0.0480632,0.0106787,0.0154355,0.0590436,0,0.0132158,0.0620362,0.0209411,0,0,0.0186663,0,0,0.032105,0.0492851,0.0473615,0.0384568,0.0388875,0.0277922,0.0316765,0.0256766,0.06305,0.0644137,0.0647416,0.0647383,0.0143263,0.0356238,0.0166155,0.0186739,0.0423241,0.0208032,0,0,0,0,0,0,0,0,0,0.051548,0,0,0,0
138,0.0358419,0.0468128,0,0,0,0,0.0232011,0,0.0275208,0.0480065,0,0,0.0117456,0,0,0.0332667,0.0371952,0.0442023,0.0214337,0.050415,0.0256591,0.0344068,0.0140932,0.0278934,0.037885,0.0203395,0.0408566,0.0455086,0.0335906,0.0272873,0.0377765,0.0479589,0.00897439,0.0168671,0.0590937,0,0.0132432,0.0615506,0.0206376,0,0,0.01431,0,0,0.0334439,0.0483141,0.047051,0.0383611,0.0387996,0.026482,0.0318281,0.0252659,0.062861,0.0640492,0.0644427,0.0643496,0.0148251,0.0354591,0.0183087,0.0199015,0.0421585,0.0210442,0,0,0,0,0,0,0,0,0,0.0519176,0,0,0,0
139,0.0354993,0.0468337,0,0,0,0,0.0220284,0,0.0280897,0.0478322,0,0,0.0123554,0,0,0.0331743,0.036578,0.0433168,0.0217102,0.0519405,0.0259252,0.0352038,0.0132862,0.0274524,0.0391327,0.0208304,0.041019,0.0456161,0.0336831,0.0271436,0.0407523,0.0475608,0.00894352,0.0167207,0.0593789,0,0.0135523,0.0613539,0.0207066,0,0,0.0163294,0,0,0.0329672,0.0483884,0.0472752,0.0381603,0.0388085,0.0274402,0.0312398,0.0255065,0.0625973,0.0640041,0.0644199,0.0642227,0.014909,0.0351601,0.0182221,0.0195663,0.0421594,0.0210671,0,0,0,0,0,0,0,0,0,0.0516571,0,0,0,0
140,0.035575,0.0466156,0,0,0,0,0.0214287,0,0.0288241,0.0476424,0,0,0.0122421,0,0,0.0334983,0.0364252,0.0424115,0.0224205,0.0538332,0.0261617,0.0349008,0.0133406,0.0269048,0.0402537,0.0217278,0.0412733,0.0455246,0.0339135,0.0273182,0.0437878,0.0475116,0.00893875,0.0171639,0.0593372,0,0.0135412,0.0611965,0.0206438,0,0,0.0153521,0,0,0.0333,0.0479943,0.0468137,0.0382736,0.0389308,0.0270273,0.0308869,0.0258682,0.0626376,0.0639167,0.0644791,0.0642239,0.0148005,0.034933,0.0185217,0.0200565,0.0419286,0.0213526,0,0,0,0,0,0,0,0,0,0.05195,0,0,0,0
141,0.0354744,0.0465177,0,0,0,0,0.0211987,0,0.0295004,0.0474587,0,0,0.0124546,0,0,0.0334559,0.0361039,0.0420452,0.0228529,0.0553131,0.0260977,0.0349899,0.0138313,0.0266854,0.0411495,0.0227993,0.0415768,0.0455911,0.0341299,0.0274364,0.0461269,0.0473947,0.00889126,0.0171508,0.0597069,0,0.01347,0.0612472,0.0206428,0,0,0.0158729,0,0,0.0331924,0.0477897,0.0467165,0.0384053,0.0387297,0.0270726,0.0306134,0.0261668,0.0627206,0.0638593,0.0646635,0.0642976,0.014806,0.0347545,0.0185647,0.0200024,0.0417793,0.0214778,0,0,0,0,0,0,0,0,0,0.0520588,0,0,0,0
142,0.0353923,0.0464896,0,0,0,0,0.0207131,0,0.029783,0.0473273,0,0,0.0125654,0,0,0.0332371,0.0359427,0.0423564,0.0232289,0.0559375,0.0259466,0.0349575,0.0141102,0.0268252,0.0419106,0.0238483,0.0419231,0.0457915,0.0343392,0.0274005,0.0473691,0.0473369,0.008794,0.0169753,0.0600429,0,0.0135062,0.0613902,0.0206706,0,0,0.0164178,0,0,0.0329161,0.0476607,0.046514,0.0386263,0.0381924,0.027063,0.0304152,0.0262738,0.0627635,0.0638567,0.0648231,0.0644558,0.0148936,0.0346485,0.0185222,0.0198756,0.0416632,0.0215732,0,0,0,0,0,0,0,0,0,0.0519674,0,0,0,0
143,0.0353127,0.0464814,0,0,0,0,0.020207,0,0.0298715,0.0475102,0,0,0.0127376,0,0,0.0332311,0.0354193,0.043066,0.023328,0.0557932,0.0258585,0.0351275,0.013904,0.026659,0.0423449,0.0246283,0.0424277,0.0462044,0.034716,0.0277625,0.0480822,0.0472301,0.0087299,0.0169346,0.0591782,0,0.0126299,0.060909,0.0206575,0,0,0.0169909,0,0,0.0327031,0.0484397,0.0449234,0.0378791,0.0373366,0.0269292,0.0303767,0.0246542,0.0637621,0.0648433,0.0657817,0.0654693,0.0135981,0.034628,0.0184192,0.0197047,0.0414849,0.0217645,0,0,0,0,0,0,0,0,0,0.0514852,0.0166089,0,0,0
144,0.03599,0.0460918,0,0,0,0,0.0197229,0,0.02982,0.0472983,0,0,0.0118178,0,0,0.0338315,0.0358518,0.0434404,0.0236302,0.056056,0.0258203,0.033496,0.0142326,0.026689,0.0432735,0.0254504,0.0429479,0.0463848,0.0351674,0.0285414,0.0482554,0.0476885,0.00871362,0.0176254,0.0614567,0,0.0135475,0.06142,0.020526,0,0,0.0134411,0,0,0.0335053,0.0477141,0.0464657,0.0385244,0.0371782,0.0253007,0.0304193,0.02583,0.0629029,0.0639911,0.0650402,0.0645952,0.0160438,0.0347725,0.0190213,0.0209525,0.041191,0.0220645,0,0,0,0,0,0,0,0,0,0.0521101,0,0,0,0
145,0.0361277,0.0460083,0,0,0,0,0.0193045,0,0.029687,0.0474453,0,0,0.0118279,0,0,0.0339606,0.0356865,0.0434342,0.0235668,0.0560609,0.0258538,0.0335602,0.0140699,0.026536,0.0439149,0.0261539,0.0436567,0.0466828,0.0360121,0.0296067,0.0485055,0.0476091,0.00869638,0.0178317,0.0609078,0,0.0126377,0.0608868,0.0204868,0,0,0.0133712,0,0,0.0335283,0.0484654,0.0450891,0.0375537,0.0366175,0.0248825,0.0306431,0.023609,0.0639886,0.0650962,0.065978,0.0655201,0.0151065,0.0346369,0.019089,0.0209277,0.0410304,0.0222253,0,0,0,0,0,0,0,0,0,0.0519173,0.0168985,0,0,0
146,0.0353355,0.0467425,0,0,0,0,0.019327,0,0.0292027,0.0469581,0,0,0.0123972,0,0,0.0330754,0.0362209,0.0431226,0.0232919,0.0560793,0.0258479,0.0348679,0.0142303,0.0264373,0.0443229,0.0265653,0.0442891,0.0469086,0.0367847,0.0305111,0.0481342,0.0476127,0.00935534,0.016066,0.0611605,0,0.0125022,0.0609857,0.0209476,0,0,0.0202443,0,0,0.0315255,0.0484555,0.0447757,0.0380971,0.036933,0.0274434,0.0304258,0.0230353,0.0642684,0.0654126,0.0661656,0.0657716,0.0150974,0.0347675,0.0169164,0.0191893,0.0415327,0.0218072,0,0,0,0,0,0,0,0,0,0.0516398,0.0164889,0,0,0
147,0.0363467,0.0461002,0,0,0,0,0.01911,0,0.0287752,0.0474924,0,0,0.0119419,0,0,0.0334645,0.0371554,0.0425999,0.0237562,0.0565291,0.0256307,0.0338031,0.0146412,0.0265779,0.0451701,0.0277758,0.0447901,0.0472971,0.037444,0.0312572,0.0478024,0.0477005,0.00865822,0.0173069,0.0623834,0,0.0124159,0.0612679,0.0205565,0,0,0.0133979,0,0,0.0336134,0.0478512,0.0445557,0.0379495,0.0360468,0.0244305,0.0313019,0.0222139,0.0644106,0.0653695,0.0661029,0.0657,0.0164517,0.0347388,0.0192726,0.0207675,0.0410115,0.0222369,0,0,0,0,0,0,0,0,0,0.0522554,0.0163855,0,0,0
148,0.0365912,0.046373,0,0,0,0,0.0191758,0,0.0299104,0.0474614,0,0,0.0115439,0,0,0.0332421,0.0375562,0.043949,0.0237057,0.0591086,0.0261208,0.0337044,0.0149166,0.0285968,0,0.0295903,0.0435944,0.0458187,0.0363171,0.0304441,0.0478101,0.0482769,0.00861049,0.0168786,0.0631941,0,0.0127171,0.0626515,0.0201096,0,0,0.0134987,0,0,0.0331712,0.0471273,0.0448329,0.0381857,0.0352246,0.0232743,0.0319204,0.0218741,0.06421,0.0650253,0.0658931,0.0653786,0.0172768,0.0355296,0.0184569,0.0199075,0.0415378,0.0217181,0,0,0,0,0,0,0,0,0,0.0526809,0.0168148,0,0,0
149,0.0364227,0.0459527,0,0,0,0,0.0185167,0,0.0289395,0.0474565,0,0,0.011842,0,0,0.0334268,0.038755,0.0422989,0.0235028,0.0571384,0.025786,0.0337033,0.0152476,0.0268487,0.0446983,0.0288863,0.0451756,0.0475981,0.0377966,0.0317271,0.0484872,0.0478291,0.00855322,0.0172475,0.0641832,0,0.0120974,0.0613958,0.0206723,0,0,0.0134933,0,0,0.0334668,0.0474943,0.0447158,0.038373,0.0358894,0.024409,0.0317088,0.0208525,0.0648801,0.065687,0.0664601,0.0658796,0.0183026,0.0344608,0.0191152,0.0208918,0.0409518,0.0223944,0,0,0,0,0,0,0,0,0,0.0521818,0.0161905,0,0,0
150,0.0364477,0.0458805,0,0,0,0,0.0183178,0,0.0290723,0.0472489,0,0,0.0118476,0,0,0.0332879,0.0392217,0.0421598,0.023159,0.0574323,0.0258805,0.033653,0.0154175,0.0268602,0.0447155,0.0289935,0.0451841,0.0477627,0.0376471,0.031494,0.0491741,0.0477556,0.00850685,0.0172376,0.0647946,0,0.0117904,0.0616639,0.0207373,0,0,0.0136525,0,0,0.0334285,0.0472765,0.0446724,0.0381176,0.035783,0.0244507,0.0318401,0.0203002,0.0649696,0.065755,0.066503,0.0659231,0.0191779,0.0342598,0.0191049,0.0209963,0.0408532,0.0224006,0,0,0,0,0,0,0,0,0,0.0523819,0.0160695,0,0,0
151,0.0364469,0.0458201,0,0,0,0,0.0181419,0,0.0290663,0.0470254,0,0,0.0119032,0,0,0.0333765,0.039387,0.0420834,0.0227985,0.0577611,0.0260265,0.0336192,0.0155723,0.026781,0.0447677,0.0292842,0.0451923,0.0478804,0.0374735,0.0311289,0.0495455,0.0476936,0.00847506,0.0173137,0.0651651,0,0.0115847,0.0619452,0.0208272,0,0,0.0137986,0,0,0.0334353,0.0470514,0.0443363,0.0379458,0.0356956,0.0245168,0.0320539,0.0199458,0.0650396,0.0657724,0.0665115,0.0659355,0.0200395,0.0340538,0.0191017,0.0210705,0.0407441,0.0224115,0,0,0,0,0,0,0,0,0,0.052564,0.0160919,0,0,0
152,0.0364529,0.0457781,0,0,0,0,0.0179662,0,0.0291464,0.0468522,0,0,0.0119233,0,0,0.0334184,0.0393,0.0420698,0.0225042,0.0579684,0.0262016,0.0335783,0.0156406,0.0268126,0.044724,0.0297545,0.0452161,0.0479304,0.0373052,0.0308403,0.0495105,0.0476834,0.00842674,0.0173751,0.0655481,0,0.0115441,0.0621725,0.0209044,0,0,0.0138825,0,0,0.0335308,0.0468283,0.0442536,0.0379268,0.0354177,0.0245656,0.0326432,0.0195805,0.0651326,0.065786,0.0665283,0.0659075,0.0207573,0.0339683,0.019142,0.0211619,0.0406798,0.0225077,0,0,0,0,0,0,0,0,0,0.0526496,0.0162859,0,0,0
153,0.0364974,0.045784,0,0,0,0,0.0178744,0,0.0291155,0.0467172,0,0,0.0119438,0,0,0.0333764,0.0390516,0.0420797,0.0222765,0.0582548,0.0263791,0.0334828,0.0155817,0.0268799,0.0445532,0.0301511,0.0451223,0.0478481,0.0371583,0.0306736,0.0493087,0.047655,0.00841104,0.0173273,0.0658827,0,0.011601,0.0624462,0.0209709,0,0,0.0139113,0,0,0.033587,0.0466116,0.0442822,0.0378692,0.0350427,0.024597,0.0330986,0.019294,0.0651804,0.0657894,0.0665585,0.0655806,0.0213371,0.0339305,0.0191481,0.0211939,0.0406913,0.0227185,0,0,0,0,0,0,0,0,0,0.0527654,0.0163394,0,0,0
154,0.0365813,0.0457814,0,0,0,0,0.018018,0,0.0292685,0.0466344,0,0,0.011947,0,0,0.0332299,0.0387327,0.0423677,0.0220471,0.0586922,0.0266225,0.0333602,0.0155955,0.0268147,0.0443658,0.0302784,0.044915,0.0477469,0.0370723,0.0306204,0.0493065,0.0476628,0.00836399,0.0171811,0.0663614,0,0.0116704,0.0626691,0.0210339,0,0,0.0139618,0,0,0.0335745,0.0465081,0.0444769,0.0375805,0.0347574,0.0246166,0.0333157,0.0190286,0.0651818,0.0658277,0.0665858,0.0651234,0.0220829,0.0338744,0.0191381,0.0212073,0.040708,0.0229046,0,0,0,0,0,0,0,0,0,0.0529532,0.0160818,0,0,0
155,0.0367584,0.0457449,0,0,0,0,0.0183954,0,0.0289756,0.0463189,0,0,0.0117211,0,0,0.0334877,0.0387676,0.0425873,0.0219521,0.0586525,0.0268066,0.0328614,0.0156268,0.0264572,0.04442,0.0302735,0.0448918,0.0478653,0.0371749,0.0308474,0.0489947,0.0477682,0.00846737,0.0173762,0.0660463,0,0.0117722,0.0633852,0.0210539,0,0,0.0135437,0,0,0.0335642,0.0462225,0.0440494,0.0374819,0.0342592,0.0241784,0.0337114,0.0187078,0.0650175,0.0655831,0.0663092,0.0650806,0.0218206,0.0338803,0.0193418,0.0214363,0.0406544,0.0230316,0,0,0,0,0,0,0,0,0,0.0535015,0.0165268,0,0,0
156,0.0368426,0.0457833,0,0,0,0,0.0188576,0,0.0285992,0.0461396,0,0,0.0116946,0,0,0.0334215,0.0388301,0.0428629,0.0218816,0.0581561,0.0270382,0.0327219,0.0154436,0.0262605,0.0441389,0.0298943,0.0449994,0.0479474,0.0373467,0.0312464,0.0489255,0.047843,0.00842952,0.01729,0.0661308,0,0.0119308,0.0638527,0.0210505,0,0,0.0136616,0,0,0.0334517,0.0461006,0.0440362,0.0372462,0.0339497,0.0239726,0.0339828,0.0185462,0.064765,0.0654264,0.066066,0.065133,0.021949,0.0338787,0.0193123,0.021397,0.0406493,0.0230857,0,0,0,0,0,0,0,0,0,0.0538128,0.0168415,0,0,0
157,0.0369083,0.0458206,0,0,0,0,0.0189483,0,0.0283972,0.0460218,0,0,0.0116521,0,0,0.0331696,0.0391419,0.0432298,0.0217961,0.0573832,0.0272628,0.0325721,0.0153199,0.0263134,0.0436498,0.0294718,0.04512,0.0480324,0.0376404,0.0317661,0.0486159,0.0479387,0.00836915,0.0171827,0.0662645,0,0.0120733,0.0642573,0.0210281,0,0,0.0136644,0,0,0.0332427,0.0460259,0.0440041,0.0370018,0.0336513,0.0238256,0.0342206,0.0184686,0.0646161,0.0652491,0.0659031,0.0650493,0.0220726,0.0338212,0.0192202,0.0213318,0.040652,0.0231085,0,0,0,0,0,0,0,0,0,0.0540245,0.0173046,0,0,0
158,0.0369549,0.0458599,0,0,0,0,0.0193657,0,0.0283168,0.0458941,0,0,0.0116261,0,0,0.0331339,0.0396136,0.0437514,0.0216957,0.0566367,0.0274343,0.032436,0.015166,0.0262894,0.0429126,0.0291339,0.0453127,0.0481325,0.0380995,0.0324414,0.0483459,0.0480247,0.00837191,0.0170062,0.0662834,0,0.0122567,0.0646747,0.0210463,0,0,0.0136921,0,0,0.0331699,0.045984,0.0439171,0.0366893,0.0332679,0.0237087,0.0344196,0.0185077,0.0645484,0.0650973,0.0658251,0.0644446,0.0221359,0.0338968,0.0191498,0.021288,0.0406849,0.0231405,0,0,0,0,0,0,0,0,0,0.0542266,0.0177683,0,0,0
159,0.037005,0.0458956,0,0,0,0,0.0207838,0,0.0284638,0.0457264,0,0,0.0115854,0,0,0.0330765,0.0402286,0.0441861,0.0216466,0.0560292,0.0276197,0.0323316,0.01499,0.0263981,0.041786,0.0288178,0.0455346,0.048297,0.0386657,0.033185,0.0489748,0.0480998,0.00836738,0.0168619,0.0661092,0,0.0125193,0.0652491,0.0210642,0,0,0.0137471,0,0,0.0331437,0.0460064,0.0440169,0.0363688,0.0328576,0.0235754,0.0345581,0.0185614,0.0644479,0.0649893,0.0657096,0.0636971,0.0221625,0.0340705,0.0191149,0.0212485,0.0407095,0.0231984,0,0,0,0,0,0,0,0,0,0.0545535,0.0180227,0,0,0
160,0.0370544,0.0459392,0,0,0,0,0.0223519,0,0.028678,0.0456154,0,0,0.0115717,0,0,0.0328857,0.0408969,0.0443747,0.0216795,0.0555455,0.0278422,0.0322035,0.0146826,0.0266485,0.0411268,0.0285331,0.0459373,0.0485779,0.0392634,0.0340689,0.0498551,0.048156,0.00835259,0.0166992,0.0659735,0,0.0128928,0.0657107,0.0210923,0,0,0.0138306,0,0,0.0331442,0.0459671,0.0444967,0.0360781,0.0324838,0.02343,0.0347076,0.0185915,0.0643164,0.0647925,0.0655121,0.064265,0.0221694,0.0342172,0.0190821,0.0212054,0.0407084,0.0231337,0,0,0,0,0,0,0,0,0,0.0548884,0.0184211,0,0,0
161,0.0370823,0.0459812,0,0,0,0,0.0213529,0,0.0286489,0.045489,0,0,0.0115534,0,0,0.0328042,0.0415758,0.045008,0.0217448,0.0551356,0.0280113,0.0320808,0.0144478,0.0270757,0.040866,0.0283282,0.0463593,0.0488901,0.0395683,0.0348238,0.050364,0.0482418,0.0083044,0.0165915,0.0660973,0,0.0131507,0.0659748,0.0211105,0,0,0.0138934,0,0,0.0331841,0.0458695,0.0447576,0.0358166,0.0321322,0.0233076,0.0348382,0.0186189,0.0641843,0.0646238,0.0653477,0.0649141,0.0220607,0.0343089,0.0190413,0.0211801,0.0406789,0.0230667,0,0,0,0,0,0,0,0,0,0.0550905,0.018846,0,0,0
162,0.0371241,0.0460016,0,0,0,0,0.0207231,0,0.0284494,0.045357,0,0,0.0114672,0,0,0.032599,0.0421453,0.0459307,0.0218126,0.054959,0.0281675,0.0319493,0.0145579,0.0277052,0.0405889,0.0279417,0.0469222,0.0492783,0.0400582,0.0355865,0.0512404,0.0483244,0.00825166,0.0163952,0.0659346,0,0.0133592,0.0664144,0.0211563,0,0,0.0139349,0,0,0.0331362,0.0457372,0.0450348,0.0355324,0.0317685,0.0231532,0.0349788,0.0186178,0.064009,0.064485,0.0652065,0.0649286,0.0221919,0.0344162,0.018951,0.0210657,0.0406926,0.0231517,0,0,0,0,0,0,0,0,0,0.0553556,0.0190536,0,0,0
163,0.0372249,0.0460036,0,0,0,0,0.0207646,0,0.0283037,0.0452997,0,0,0.0114301,0,0,0.0324541,0.0425145,0.0470636,0.021883,0.0549637,0.0283487,0.0318187,0.014476,0.0285764,0.0402949,0.02718,0.0475686,0.0497518,0.0407888,0.036528,0.0524333,0.048485,0.00822356,0.0162013,0.0653383,0,0.013578,0.0668547,0.0211946,0,0,0.0139681,0,0,0.0331311,0.0455688,0.0452731,0.0352755,0.0315221,0.0230414,0.0350864,0.0187095,0.0638642,0.0643437,0.0650827,0.0645984,0.0228161,0.0345551,0.018811,0.0209361,0.0407242,0.0232355,0,0,0,0,0,0,0,0,0,0.0555169,0.0186346,0,0,0
164,0.0373791,0.0459251,0,0,0,0,0.0211605,0,0.0279145,0.0448465,0,0,0.0110949,0,0,0.0326107,0.0429327,0.0474464,0.0218368,0.0555159,0.0284451,0.0313888,0.014051,0.030016,0.0401325,0.0262867,0.0483491,0.050396,0.0413424,0.0373918,0.0529523,0.0486012,0.00829744,0.0164867,0.0640174,0,0.0140046,0.0680213,0.021228,0,0,0.013754,0,0,0.0331762,0.0454531,0.0451482,0.035268,0.031102,0.0227298,0.0353923,0.0188292,0.0637012,0.0638953,0.0647171,0.0642487,0.0223427,0.0346744,0.0189023,0.0209864,0.0406347,0.0232417,0,0,0,0,0,0,0,0,0,0.055831,0.0196602,0,0,0
165,0.0374607,0.0459268,0,0,0,0,0.0214163,0,0.0276347,0.0445971,0,0,0.0110189,0,0,0.0325492,0.0430741,0.0474705,0.0218398,0.055776,0.0285644,0.0313301,0.0139979,0.0314837,0.0400738,0.0255066,0.0489706,0.0510862,0.0419317,0.0383058,0.0535894,0.0487412,0.00830871,0.0163465,0.0637377,0,0.0143024,0.0688258,0.0212455,0,0,0.0137345,0,0,0.0330929,0.0453058,0.0454563,0.0350577,0.0306456,0.0225883,0.0355382,0.01889,0.0636567,0.063637,0.0644495,0.0640605,0.0224565,0.0348203,0.0188391,0.020945,0.0405975,0.0232154,0,0,0,0,0,0,0,0,0,0.0556863,0.0204671,0,0,0
166,0.0375031,0.0459291,0,0,0,0,0.0216034,0,0.0271755,0.0443158,0,0,0.0109845,0,0,0.0325223,0.0430616,0.0471219,0.0217282,0.0560985,0.0287901,0.0313185,0.0140888,0.0331615,0.0401566,0.0249317,0.0496206,0.0516815,0.0425475,0.0391614,0.0536607,0.0488282,0.00831485,0.0162993,0.0637434,0,0.0146492,0.0695818,0.0212494,0,0,0.0137331,0,0,0.0329679,0.0451736,0.0457214,0.0347044,0.0302391,0.0225174,0.0357416,0.0188504,0.063485,0.0634159,0.0641951,0.0638478,0.0222423,0.0348365,0.0188379,0.0209353,0.0405802,0.0232397,0,0,0,0,0,0,0,0,0,0.0558545,0.0212115,0,0,0
167,0.037725,0.0460029,0,0,0,0,0.0233778,0,0.0280715,0.0446986,0,0,0.0109574,0,0,0.0324367,0.0422833,0.0489758,0.0221143,0,0.0291704,0.0313611,0.0139937,0.0409319,0.0439657,0.0236614,0.0489958,0.0504916,0.0409578,0.0381728,0.0480602,0.0489743,0.00841511,0.016235,0.0635126,0,0.0152626,0.0707313,0.0211337,0,0,0.0138525,0,0,0.0327672,0.0447589,0.0462287,0.034434,0.0295279,0.0220767,0.036259,0.019204,0.0629399,0.0628953,0.0638249,0.0634671,0.0222367,0.0352356,0.0184372,0.0205695,0.0407932,0.0228538,0,0,0,0,0,0,0,0,0,0.0564325,0.0219322,0,0,0
168,0.0378475,0.045747,0,0,0,0,0.0221762,0,0.0261316,0.0433288,0,0,0.0110623,0,0,0.0325091,0.0436992,0.0457356,0.022051,0.0554768,0.0298886,0.0319006,0.0154874,0.0351274,0.0399359,0.025112,0.0504105,0.0523326,0.0433096,0.0399561,0.0529833,0.0490707,0.00857845,0.0162126,0.0636413,0,0.0158781,0.0709024,0.020764,0,0,0.0147291,0,0,0.0325599,0.0449722,0.0455521,0.0337536,0.0295926,0.0222394,0.0367837,0.0189165,0.0627708,0.0627872,0.0640408,0.0637089,0.0233375,0.0344749,0.0190793,0.0213632,0.0404305,0.023485,0,0,0,0,0,0,0,0,0,0.0565513,0.0214153,0,0,0
169,0.0376052,0.0459731,0,0,0,0,0.022433,0,0.0261526,0.044032,0,0,0.0110278,0,0,0.0324547,0.042957,0.0457029,0.0215461,0.055652,0.0297413,0.0311298,0.0159282,0.0367322,0.0401178,0.0246544,0.0504991,0.0525436,0.0433047,0.0399813,0.0504964,0.0489003,0.00847982,0.0161669,0.0633116,0,0.0156615,0.070429,0.0213912,0,0,0.0135371,0,0,0.0331018,0.0449596,0.0461752,0.0339921,0.0300234,0.0224567,0.0365156,0.0189339,0.0629718,0.0629961,0.0639566,0.0635909,0.0229075,0.0346824,0.0188963,0.0212606,0.0406133,0.0231363,0,0,0,0,0,0,0,0,0,0.0565227,0.0217152,0,0,0
170,0.037656,0.0459432,0,0,0,0,0.0228819,0,0.0258431,0.0443113,0,0,0.0110156,0,0,0.0323608,0.0426343,0.0449724,0.0212642,0.0550617,0.0299324,0.0310131,0.0164724,0.0372691,0.0398907,0.0251575,0.0502181,0.0525675,0.0430696,0.0396517,0.0481788,0.048859,0.00848523,0.0161853,0.0637315,0,0.0158761,0.0705558,0.0215354,0,0,0.0134051,0,0,0.0331939,0.0449966,0.0463176,0.03368,0.0299778,0.0225267,0.0364337,0.0186197,0.062969,0.063016,0.0639377,0.0636206,0.023257,0.0346232,0.0189189,0.021399,0.0405555,0.0230449,0,0,0,0,0,0,0,0,0,0.0567752,0.0219144,0,0,0
171,0.0377776,0.0460343,0,0,0,0,0.0224422,0,0.0254316,0.0457912,0,0,0.0113266,0,0,0.0319237,0.0422813,0.0428126,0.0223571,0.0530853,0.0298817,0.0313706,0.0184584,0.0359081,0.0398403,0.026748,0.0498234,0.0526045,0.0431495,0.0389964,0.0484571,0.0487429,0.00879464,0.0162844,0.0630795,0,0.0165489,0.0710696,0.021488,0,0,0.0136526,0,0,0.0335023,0.0451603,0.0473222,0.0331297,0.028901,0.0223095,0.0368663,0.0179694,0.0627779,0.0630178,0.0638493,0.0634843,0.0201796,0.0349255,0.0179947,0.0203651,0.0407059,0.0223785,0,0,0,0,0,0,0,0,0,0.0570615,0.0217522,0,0,0
172,0.0378995,0.0460347,0,0,0,0,0.0228215,0,0.0255887,0.0463013,0,0,0.0108389,0,0,0.0319026,0.0415727,0.0420711,0.0214552,0.0516761,0.0297302,0.0308898,0.0187202,0.0347748,0.0390105,0.0271732,0.0494678,0.0527105,0.0431552,0.0387807,0.0448166,0.0491757,0.00852613,0.0157144,0.064486,0,0.0163471,0.0707039,0.0215955,0,0,0.0137554,0,0,0.0328804,0.0450196,0.0467414,0.0328296,0.0292447,0.022491,0.0363974,0.0182825,0.0630421,0.0630657,0.0640731,0.0636663,0.0235179,0.03486,0.0184675,0.0209083,0.0406987,0.0224847,0,0,0,0,0,0,0,0,0,0.057007,0.0223528,0,0,0
173,0.0377959,0.0459039,0,0,0,0,0.0275764,0,0.0246404,0.0462427,0,0,0.0109894,0,0,0.031911,0.0414645,0.0419428,0.020374,0.0516555,0.0294308,0.0307874,0.0182873,0.0364427,0.0384825,0.0266438,0.0485138,0.0522497,0.0419739,0.0380917,0.0353384,0.0490125,0.00852975,0.0159277,0.0648235,0,0.016421,0.0701626,0.0219231,0,0,0.0134134,0,0,0.0331758,0.0451883,0.0465605,0.0325718,0.029692,0.0229813,0.0365994,0.0177684,0.0632231,0.0632363,0.0642014,0.0638148,0.0244856,0.0343224,0.0189014,0.0214065,0.0403815,0.0227739,0,0,0,0,0,0,0,0,0,0.0569586,0.0224441,0,0,0
174,0.037957,0.0459997,0,0,0,0,0.027518,0,0.0247402,0.047714,0,0,0.0107898,0,0,0.031751,0.040844,0.0394883,0.0208526,0.0497769,0.0292058,0.030467,0.0198489,0.0336015,0.0381793,0.0276705,0.0483924,0.0522639,0.0423843,0.0380818,0.0339985,0.0493938,0.008549,0.0156791,0.0651474,0,0.0166749,0.0698481,0.0218648,0,0,0.0134196,0,0,0.0331324,0.0450417,0.0464273,0.0322728,0.0294352,0.0227014,0.0366722,0.017657,0.0633825,0.0634653,0.0643719,0.0639215,0.0245069,0.0346418,0.0186625,0.0212122,0.040483,0.0224314,0,0,0,0,0,0,0,0,0,0.056771,0.0223512,0,0,0
