Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,LASI,,RASI
1193,0,0,0,0,0,0,0.0736511,0.0469901,0,0,0,0.0336891,0,0.0292728,0,0,0.0189959,0,0,0.0249065,0.0644889,0.0373683,0.0437779,0.0157536,0.0761299,0.0536844,0.0653483,0.0832796,0.0850209,0.0701142,0.0399717,0.0385263,0.0362166,0.0405126,0.0455745,0.019032,0.00512651,0.0166409,0.0470832,0,0.0261437,0.0268543,0,0,0.0178221,0,0,0.0285077,0.0554015,0.0307353,0.0631472,0.0234757,0.0837989,0.0570395,0.0536986,0.0852807,0.068898,0.0484451,0.0740248,0.0470101,0.0547119,0.087943,0.0267785,0.0125094,0.00882879,0.0169377,0.0285238,0.0298297,0,0,0,0,0,0,0
1194,0,0,0,0,0,0,0.0736318,0.0469025,0,0,0,0.0335204,0,0.0294083,0,0,0.0190922,0,0,0.0248526,0.0644647,0.0377184,0.0436901,0.0155738,0.0760362,0.0536681,0.0651345,0.0833414,0.0850069,0.0699745,0.040058,0.0386423,0.0364571,0.0407586,0.045791,0.0189114,0.00526904,0.016667,0.047066,0,0.0259959,0.0268941,0,0,0.0177027,0,0,0.0285841,0.0554982,0.0304836,0.0631595,0.023406,0.0837888,0.0569822,0.0536752,0.0850724,0.0689439,0.0485737,0.0741366,0.0469677,0.0548511,0.0881312,0.0266353,0.0125223,0.00888547,0.0171221,0.0283674,0.0298597,0,0,0,0,0,0,0
1195,0,0,0,0,0,0,0.0735738,0.0469051,0,0,0,0.0335638,0,0.0294329,0,0,0.0190469,0,0,0.024924,0.0644458,0.0377225,0.0436266,0.0155756,0.0759861,0.0537525,0.0651238,0.0834067,0.0850187,0.0699957,0.0400952,0.038715,0.036493,0.0408097,0.0458718,0.0189272,0.00526482,0.0166164,0.0472029,0,0.025929,0.0268414,0,0,0.0177047,0,0,0.0286724,0.0554567,0.0303753,0.063158,0.0233468,0.0837009,0.0569522,0.0537088,0.0850252,0.068986,0.0485516,0.0741427,0.0469263,0.0548711,0.0881467,0.0265817,0.0124749,0.00889445,0.0171439,0.02828,0.0298734,0,0,0,0,0,0,0
1196,0,0,0,0,0,0,0.0735603,0.0469185,0,0,0,0.0335573,0,0.0294611,0,0,0.0190105,0,0,0.0249788,0.0644209,0.0377023,0.0435788,0.0156006,0.0759552,0.0538434,0.0651054,0.0834319,0.0850051,0.0700127,0.0401213,0.0387424,0.0365029,0.0408246,0.0458967,0.0189667,0.00527442,0.0165637,0.0472607,0,0.0258868,0.0267898,0,0,0.0176647,0,0,0.0286143,0.0554407,0.0303087,0.063167,0.0232933,0.0836694,0.0569312,0.0537236,0.0850167,0.0690254,0.0485557,0.0741312,0.0468953,0.0548669,0.0881381,0.026564,0.0124625,0.0088619,0.0171071,0.0281943,0.0299064,0,0,0,0,0,0,0
1197,0,0,0,0,0,0,0.0735102,0.0469647,0,0,0,0.0337494,0,0.0292396,0,0,0.0189009,0,0,0.0251103,0.0644394,0.0374359,0.0435563,0.0157813,0.0759682,0.0540213,0.0652966,0.083536,0.0849797,0.0701312,0.0400485,0.0386507,0.0362909,0.0406034,0.0457538,0.0191661,0.00520233,0.0164872,0.0473334,0,0.026005,0.0266521,0,0,0.0177658,0,0,0.0286365,0.0553052,0.0305784,0.0631779,0.0232975,0.0835974,0.0569045,0.0537957,0.0851588,0.0690347,0.0484144,0.0740002,0.0468674,0.0547311,0.0879645,0.0265919,0.0123607,0.00882604,0.0169526,0.028161,0.0299347,0,0,0,0,0,0,0
1198,0,0,0,0,0,0,0.0735051,0.0469279,0,0,0,0.0336336,0,0.0292813,0,0,0.0189182,0,0,0.0251309,0.0644213,0.0374077,0.0435614,0.0158221,0.0760042,0.0541211,0.0653096,0.0835375,0.0849373,0.070113,0.0399889,0.0385819,0.0362415,0.0405509,0.0457157,0.0192494,0.00526165,0.016475,0.0472459,0,0.0260233,0.0266358,0,0,0.0178005,0,0,0.028705,0.0553101,0.030603,0.0632082,0.0232982,0.0836694,0.0569345,0.0537981,0.0852257,0.0690349,0.0484682,0.0739522,0.0468379,0.0546699,0.0879271,0.0266523,0.0123711,0.00884009,0.0170005,0.0280455,0.0299807,0,0,0,0,0,0,0
1199,0,0,0,0,0,0,0.0734942,0.046893,0,0,0,0.0334949,0,0.0293424,0,0,0.0189108,0,0,0.0251589,0.064394,0.0373485,0.043579,0.0158755,0.0760632,0.0541821,0.0653615,0.083559,0.0849024,0.0701278,0.0398657,0.0384813,0.0361575,0.0404388,0.045668,0.0192802,0.00529464,0.0164651,0.0471691,0,0.0260473,0.0266529,0,0,0.0177548,0,0,0.0286299,0.0553189,0.0306359,0.0632378,0.0233181,0.0837736,0.0569983,0.0537851,0.0853025,0.0690144,0.0485114,0.0739139,0.0468335,0.0546184,0.0878853,0.0267202,0.0124117,0.00884169,0.0170041,0.0279412,0.029996,0,0,0,0,0,0,0
1200,0,0,0,0,0,0,0.0735029,0.0468678,0,0,0,0.0333095,0,0.0294686,0,0,0.0188876,0,0,0.0251561,0.0643664,0.0372362,0.0435976,0.015931,0.0761215,0.0542096,0.0654612,0.0835848,0.0848402,0.070172,0.0397475,0.0383555,0.0360874,0.0403432,0.04556,0.0192406,0.00531433,0.0164736,0.0470801,0,0.026054,0.0267138,0,0,0.0176939,0,0,0.0285677,0.0553473,0.0306412,0.0632591,0.0233479,0.0838833,0.0570531,0.0537537,0.0853634,0.0689945,0.048562,0.0739202,0.0468456,0.0546178,0.0878704,0.0267927,0.0124698,0.00883721,0.0170229,0.0278103,0.0299961,0,0,0,0,0,0,0
1201,0,0,0,0,0,0,0.0735268,0.04684,0,0,0,0.033155,0,0.0295996,0,0,0.0188636,0,0,0.0251689,0.06436,0.0371347,0.0436093,0.0160098,0.0761751,0.0542229,0.0656248,0.0835712,0.0848323,0.0702184,0.0396653,0.03826,0.0360446,0.0402557,0.0454267,0.019204,0.00533808,0.0165235,0.0470632,0,0.0260342,0.0267595,0,0,0.017669,0,0,0.0286227,0.0553688,0.0306335,0.0632535,0.0233758,0.0839636,0.0570946,0.0537245,0.0853997,0.0689672,0.0485906,0.0739412,0.0468604,0.054631,0.0878615,0.0267939,0.0125072,0.00885793,0.0170584,0.0276967,0.0300028,0,0,0,0,0,0,0
1202,0,0,0,0,0,0,0.0735507,0.0468391,0,0,0,0.0330447,0,0.0296606,0,0,0.0188491,0,0,0.0252247,0.0643909,0.0372034,0.043598,0.016128,0.076219,0.0542319,0.0657335,0.0835304,0.0848915,0.0702758,0.0396353,0.0382068,0.036032,0.0402045,0.0452823,0.0192612,0.00536731,0.0166114,0.0471267,0,0.0260242,0.0267591,0,0,0.0177061,0,0,0.0287736,0.0553633,0.030616,0.0632315,0.0233745,0.0839889,0.0571285,0.0537436,0.0854093,0.0689504,0.0485827,0.0739442,0.046869,0.0546303,0.0878626,0.0267301,0.0125261,0.00891387,0.0171116,0.0276043,0.0300273,0,0,0,0,0,0,0
1203,0,0,0,0,0,0,0.0735892,0.0468288,0,0,0,0.032953,0,0.0296679,0,0,0.0188526,0,0,0.0252774,0.064433,0.0374617,0.0435861,0.0162525,0.0762507,0.0542424,0.0657612,0.0835024,0.0850003,0.0703025,0.0396654,0.0382155,0.0360965,0.0402207,0.0450751,0.019339,0.00539295,0.0166775,0.04721,0,0.0260014,0.0267726,0,0,0.0177251,0,0,0.028832,0.05535,0.0305579,0.0632131,0.0233406,0.0839761,0.0571918,0.0537669,0.0853754,0.0689619,0.0485556,0.0739524,0.0468675,0.0546353,0.0878823,0.0266549,0.0125801,0.00893234,0.0171421,0.0275072,0.0300498,0,0,0,0,0,0,0
1204,0,0,0,0,0,0,0.0735993,0.0468065,0,0,0,0.0329369,0,0.0296601,0,0,0.0188487,0,0,0.0253349,0.0644659,0.0373723,0.0435956,0.0163435,0.076298,0.0542589,0.0658132,0.0834457,0.085205,0.0703116,0.039674,0.0382447,0.0361236,0.0402011,0.0450144,0.0193758,0.00539932,0.0167084,0.0473288,0,0.0259704,0.0268121,0,0,0.0177375,0,0,0.0287809,0.0553026,0.0305221,0.0631799,0.0233067,0.0839524,0.0572838,0.0537864,0.0853437,0.0689893,0.0485193,0.073963,0.0468501,0.0546704,0.0879093,0.0265835,0.0126628,0.00891373,0.0171382,0.0273971,0.030074,0,0,0,0,0,0,0
1205,0,0,0,0,0,0,0.0735976,0.0468008,0,0,0,0.032945,0,0.0296884,0,0,0.0188363,0,0,0.0253864,0.0644563,0.0370283,0.0436405,0.0163512,0.0763768,0.0542737,0.06586,0.0834169,0.0852956,0.070314,0.0396326,0.0382439,0.0361132,0.0401495,0.0450209,0.0193078,0.00540002,0.0167198,0.0474425,0,0.0259155,0.0268798,0,0,0.0176933,0,0,0.028669,0.0552633,0.0304923,0.063137,0.0232829,0.0839589,0.057384,0.0538014,0.0853041,0.0689972,0.0485003,0.0739725,0.0468237,0.0546976,0.0879357,0.0265323,0.0128005,0.00887998,0.0171368,0.0272696,0.0300891,0,0,0,0,0,0,0
1206,0,0,0,0,0,0,0.0735812,0.0468215,0,0,0,0.0329324,0,0.0296844,0,0,0.0188105,0,0,0.0254464,0.0644378,0.0370112,0.0436809,0.0163961,0.0764581,0.0543013,0.0658896,0.083428,0.0853154,0.0703492,0.0395908,0.0382367,0.03609,0.0401003,0.0450044,0.0192121,0.00541201,0.016666,0.0475567,0,0.0258772,0.0269472,0,0,0.0177192,0,0,0.028628,0.0552133,0.030488,0.0631005,0.0232884,0.0839802,0.0574738,0.0538141,0.0852952,0.0689984,0.0484772,0.0739551,0.0468051,0.0546741,0.087923,0.0264732,0.0129217,0.00890167,0.017128,0.0271493,0.0301054,0,0,0,0,0,0,0
1207,0,0,0,0,0,0,0.0735746,0.0468365,0,0,0,0.0328123,0,0.0296969,0,0,0.0188102,0,0,0.0254579,0.0644315,0.0373285,0.0437072,0.0164456,0.0765327,0.054333,0.0658826,0.0834567,0.0853114,0.0703753,0.0395798,0.0382471,0.0361321,0.0401262,0.0448823,0.0191144,0.00542788,0.0166307,0.0476163,0,0.0258237,0.0270086,0,0,0.0177384,0,0,0.0286555,0.0552076,0.0304202,0.0630881,0.0232849,0.0840306,0.0575562,0.0538032,0.0852971,0.0690077,0.0484731,0.0739501,0.046776,0.0546441,0.0878908,0.0264503,0.0129886,0.00892413,0.0171409,0.0270221,0.0301258,0,0,0,0,0,0,0
1208,0,0,0,0,0,0,0.0735681,0.0468209,0,0,0,0.0326764,0,0.0297364,0,0,0.0188171,0,0,0.0254372,0.0644345,0.0374532,0.0437498,0.0165008,0.0766191,0.0543563,0.0658669,0.0834749,0.085308,0.0704096,0.0395535,0.0382514,0.036159,0.04012,0.0448021,0.0190828,0.00544005,0.0166313,0.0475999,0,0.0257819,0.027046,0,0,0.0177495,0,0,0.0287293,0.0552139,0.0303568,0.0630915,0.0232714,0.084094,0.0576243,0.0537872,0.0853228,0.0690114,0.048479,0.0739456,0.0467492,0.0546157,0.0878592,0.0264748,0.0129848,0.00894648,0.0171835,0.0268949,0.0301478,0,0,0,0,0,0,0
1209,0,0,0,0,0,0,0.073555,0.0468128,0,0,0,0.032595,0,0.0297794,0,0,0.0188161,0,0,0.0254373,0.0644225,0.0372498,0.0438043,0.0165991,0.0767185,0.0543996,0.0658533,0.0835037,0.0853456,0.0704801,0.0394786,0.0382221,0.0360807,0.0400065,0.0448225,0.0191542,0.005452,0.0166428,0.0476095,0,0.0257527,0.0270689,0,0,0.0177563,0,0,0.028864,0.0552226,0.0303619,0.0630935,0.0232753,0.0841681,0.0576967,0.053793,0.0853512,0.0690061,0.0484559,0.0739203,0.0467492,0.0545789,0.0878054,0.0265036,0.0129314,0.00897151,0.0172321,0.0268382,0.0301597,0,0,0,0,0,0,0
1210,0,0,0,0,0,0,0.0735645,0.0467938,0,0,0,0.0324794,0,0.0298938,0,0,0.0188461,0,0,0.0254233,0.0643877,0.0367967,0.0438506,0.0166758,0.0768252,0.0544362,0.0658411,0.0835134,0.0854024,0.0705698,0.0394521,0.0381132,0.0359769,0.0398936,0.0448357,0.0192399,0.00549482,0.0167037,0.0475834,0,0.0257385,0.0271071,0,0,0.0177266,0,0,0.0288921,0.0552532,0.0303724,0.063113,0.0232961,0.0842607,0.0577576,0.0537894,0.0853265,0.0689984,0.0484554,0.0739079,0.0467763,0.054556,0.0877957,0.0265569,0.0129199,0.00897213,0.0172631,0.0267635,0.0301773,0,0,0,0,0,0,0
1211,0,0,0,0,0,0,0.0735912,0.0467903,0,0,0,0.0322915,0,0.0300244,0,0,0.0188865,0,0,0.0253958,0.0643654,0.036708,0.0438834,0.0167692,0.0769447,0.0544791,0.0658783,0.0834965,0.0854295,0.0706684,0.0395625,0.0379474,0.0358755,0.0398119,0.0446914,0.0193076,0.00552903,0.0167301,0.0475522,0,0.0257197,0.0271474,0,0,0.0176954,0,0,0.028798,0.0552862,0.0303657,0.063126,0.0232996,0.084338,0.0578194,0.0537819,0.0853323,0.068981,0.0484695,0.0739092,0.0467802,0.054551,0.0878072,0.0265906,0.0129728,0.00898606,0.0172455,0.0266647,0.0302193,0,0,0,0,0,0,0
1212,0,0,0,0,0,0,0.0736254,0.0467783,0,0,0,0.0320332,0,0.0300885,0,0,0.0188835,0,0,0.0254148,0.0643962,0.036916,0.0439249,0.017008,0.0771038,0.0545386,0.0659235,0.0834216,0.0854316,0.0707916,0.039598,0.0377769,0.0357307,0.0396965,0.0445408,0.0193903,0.00555058,0.0166725,0.0475713,0,0.025745,0.027125,0,0,0.0177166,0,0,0.0286014,0.0552688,0.0303627,0.0631255,0.0232842,0.0844012,0.0579323,0.0537747,0.0853997,0.0689738,0.048446,0.0739188,0.0467818,0.0545537,0.0877944,0.0264939,0.0130485,0.00905768,0.0171903,0.0265683,0.0302924,0,0,0,0,0,0,0
1213,0,0,0,0,0,0,0.073662,0.0467661,0,0,0,0.0317091,0,0.0302587,0,0,0.0189864,0,0,0.0253812,0.0644218,0.0368992,0.0439811,0.0172223,0.0772783,0.0545943,0.0659349,0.0833683,0.0854363,0.0708849,0.0394745,0.0375574,0.0356267,0.0395419,0.0442687,0.0193621,0.00562473,0.0167052,0.0476476,0,0.0257289,0.0271482,0,0,0.0177159,0,0,0.0285587,0.0552533,0.0303208,0.0631524,0.0232381,0.0845157,0.0580696,0.0538038,0.0854393,0.0689976,0.0485032,0.0739276,0.0467609,0.0545713,0.0878146,0.0264399,0.0131797,0.00906186,0.0171676,0.0264771,0.0303356,0,0,0,0,0,0,0
1214,0,0,0,0,0,0,0.0735771,0.0468417,0,0,0,0.0315422,0,0.0302921,0,0,0.0189788,0,0,0.0254444,0.0644446,0.036688,0.0440801,0.0175755,0.0774861,0.054705,0.0660675,0.0833435,0.085497,0.0710547,0.0391262,0.0372415,0.0353075,0.0391595,0.0441304,0.019365,0.00560405,0.0166363,0.0478924,0,0.0257546,0.0271079,0,0,0.0177401,0,0,0.0285642,0.0551255,0.0304792,0.0631397,0.0232307,0.0846027,0.0582422,0.0538908,0.0855549,0.069006,0.0484595,0.0738509,0.0467433,0.054497,0.08773,0.0263746,0.0132783,0.00911443,0.0170809,0.0264875,0.030355,0,0,0,0,0,0,0
1215,0,0,0,0,0,0,0.0737012,0.0467194,0,0,0,0.0310414,0,0.0305174,0,0,0.019268,0,0,0.0252001,0.0643526,0.0362195,0.0442594,0.017824,0.0775746,0.054938,0.0661711,0.0834146,0.0856116,0.0712028,0.0386986,0.0369408,0.0351227,0.0389377,0.0437719,0.0190873,0.00578938,0.0169546,0.047985,0,0.025616,0.0270751,0,0,0.0176676,0,0,0.0285117,0.0550308,0.0305036,0.0629925,0.023134,0.0845747,0.058527,0.0539305,0.0857271,0.0690805,0.048403,0.0738483,0.0467279,0.0544554,0.0876833,0.0265154,0.0135402,0.00932574,0.0173115,0.026358,0.0303406,0,0,0,0,0,0,0
1216,0,0,0,0,0,0,0.0735725,0.0466174,0,0,0,0.0304551,0,0.0309509,0,0,0.0193297,0,0,0.0251811,0.0644441,0.0359784,0.044328,0.0178013,0.0780273,0.0547711,0.0658779,0.0831612,0.085588,0.0712311,0.0385107,0.03675,0.0350683,0.0388559,0.0433561,0.0188437,0.00574142,0.0170319,0.0476504,0,0.0256692,0.0272853,0,0,0.0175823,0,0,0.0286176,0.0552282,0.0303161,0.0631793,0.0231253,0.0850532,0.0585253,0.0538437,0.0855333,0.0690398,0.0486974,0.0738676,0.0466635,0.0545139,0.0878119,0.0264413,0.0136432,0.00912628,0.0173667,0.0262631,0.0303484,0,0,0,0,0,0,0
1217,0,0,0,0,0,0,0.0734856,0.046618,0,0,0,0.0301072,0,0.0310748,0,0,0.0193851,0,0,0.0251789,0.0644741,0.0356072,0.0444899,0.0180589,0.0782942,0.0548365,0.0660356,0.0831035,0.0856901,0.0714042,0.0382664,0.0364323,0.0347112,0.038439,0.0431096,0.0188121,0.00572037,0.0171473,0.0476317,0,0.025774,0.0272652,0,0,0.0175701,0,0,0.0287655,0.05516,0.0305181,0.0631319,0.0231099,0.0852016,0.0586848,0.0539167,0.0856667,0.068989,0.0487265,0.0737343,0.0466078,0.0543764,0.0876755,0.0264661,0.0137463,0.0091669,0.017425,0.0262529,0.0303264,0,0,0,0,0,0,0
1218,0,0,0,0,0,0,0.0734803,0.0465345,0,0,0,0.0295869,0,0.031346,0,0,0.0195504,0,0,0.0250957,0.0644996,0.0352651,0.0446401,0.0183716,0.0785414,0.0548852,0.0662017,0.0830004,0.0857366,0.0714778,0.0381073,0.0361248,0.034532,0.038172,0.042791,0.0187472,0.0057543,0.017312,0.047567,0,0.025782,0.0272908,0,0,0.0175708,0,0,0.0289428,0.0552267,0.0305488,0.0630288,0.0231238,0.0853758,0.0588198,0.0538928,0.0858092,0.0689853,0.0488527,0.0736469,0.0465166,0.0542991,0.0875875,0.0264841,0.0138863,0.00917749,0.0175858,0.0261932,0.0303428,0,0,0,0,0,0,0
1219,0,0,0,0,0,0,0.0735066,0.0464344,0,0,0,0.0290725,0,0.0317065,0,0,0.0197529,0,0,0.0249807,0.0645177,0.0349195,0.0447779,0.0186556,0.0787426,0.0549264,0.0662176,0.0829014,0.0857635,0.0715131,0.0379605,0.0358324,0.0344227,0.0379607,0.0423978,0.0186174,0.00582163,0.0174456,0.0475313,0,0.0256765,0.0273612,0,0,0.0174988,0,0,0.0289575,0.0553499,0.0305021,0.0628932,0.0231621,0.0855467,0.0589137,0.0538577,0.0858973,0.0690037,0.0489738,0.0735688,0.0464226,0.054199,0.0874776,0.0265651,0.0140692,0.00914762,0.0176635,0.0261218,0.030383,0,0,0,0,0,0,0
1220,0,0,0,0,0,0,0.0735053,0.0463654,0,0,0,0.0286296,0,0.0319642,0,0,0.0198838,0,0,0.0249002,0.0645591,0.0346006,0.0449313,0.0190562,0.0789313,0.0549553,0.0661649,0.0828208,0.0858187,0.0715861,0.0378339,0.0356,0.0342335,0.0377208,0.0421023,0.0184732,0.00585737,0.01758,0.0475389,0,0.0255981,0.0273588,0,0,0.0174592,0,0,0.0288309,0.0554407,0.0304973,0.0627372,0.0231658,0.0856932,0.058988,0.0538463,0.085972,0.069019,0.0489861,0.0734674,0.0463497,0.0540792,0.087337,0.0266217,0.0142262,0.00911001,0.017673,0.0260427,0.0304511,0,0,0,0,0,0,0
1221,0,0,0,0,0,0,0.0735203,0.0462992,0,0,0,0.0281122,0,0.0323103,0,0,0.0200317,0,0,0.0247763,0.0645832,0.0343649,0.0450902,0.0194108,0.0791225,0.0549611,0.0660255,0.0827306,0.0858507,0.0716649,0.0377989,0.0354024,0.0340916,0.0375428,0.041742,0.0182228,0.00593489,0.017739,0.0474471,0,0.0254785,0.0273704,0,0,0.0174283,0,0,0.0287788,0.0555822,0.0304387,0.062592,0.0231368,0.085901,0.0590443,0.053844,0.0860214,0.0690321,0.0490192,0.0733984,0.0462778,0.0540004,0.0872537,0.0267415,0.014389,0.00906586,0.01774,0.0259475,0.0304913,0,0,0,0,0,0,0
1222,0,0,0,0,0,0,0.0737678,0.0460268,0,0,0,0.0311633,0,0.0275695,0,0,0.0209186,0,0,0.0240331,0.0651325,0.0353163,0.0450764,0.0219749,0.0792398,0.0546496,0.065501,0.0814636,0.0854005,0.0718649,0.038312,0.0365212,0.0313275,0.0346498,0.0488258,0.0171445,0.00638585,0.0185204,0.0485299,0,0.0259135,0.0279478,0,0,0.0168007,0,0,0.0290245,0.0556832,0.0303073,0.0626145,0.0233054,0.086595,0.0593265,0.0543921,0.0865694,0.0688336,0.0490963,0.0730671,0.0462536,0.0536613,0.08692,0.0253491,0.0149836,0.00906915,0.0178464,0.0256163,0.0304075,0,0,0,0,0,0,0
1223,0,0,0,0,0,0,0.0737133,0.0460465,0,0,0,0.0290523,0,0.0290816,0,0,0.0210102,0,0,0.0240385,0.0650126,0.0342544,0.0453048,0.0219893,0.0794768,0.0547483,0.0653686,0.081436,0.0853055,0.07197,0.0385364,0.0363708,0.0322294,0.0355367,0.0473779,0.0171022,0.00640007,0.0185499,0.0485103,0,0.0258021,0.0278991,0,0,0.0168313,0,0,0.0290657,0.0558731,0.0304139,0.0624144,0.0233714,0.0867921,0.0594294,0.0544514,0.0867209,0.0688277,0.0491684,0.0730391,0.0461683,0.0535549,0.0868023,0.0254601,0.0150147,0.00906945,0.0178927,0.0255418,0.0304,0,0,0,0,0,0,0
1224,0,0,0,0,0,0,0.0735971,0.0461067,0,0,0,0.0268259,0,0.030797,0,0,0.0211289,0,0,0.0240418,0.0649454,0.0330598,0.0455577,0.0220504,0.0798125,0.0548295,0.0653951,0.081425,0.0854176,0.0721538,0.0387055,0.0362277,0.0332702,0.0365043,0.0459646,0.0171424,0.00640366,0.018579,0.0483417,0,0.0257455,0.0279043,0,0,0.016813,0,0,0.0291165,0.0560822,0.0304918,0.0622576,0.0235445,0.0870103,0.0595347,0.0543582,0.0868219,0.0688354,0.0493325,0.0729223,0.0460593,0.0534469,0.0866937,0.0255939,0.0150173,0.00912457,0.0179327,0.0254758,0.0303929,0,0,0,0,0,0,0
1225,0,0,0,0,0,0,0.0735625,0.0460902,0,0,0,0.0248374,0,0.0324393,0,0,0.0211856,0,0,0.0240971,0.064802,0.0319795,0.0459163,0.0219495,0.0802182,0.054923,0.0654107,0.0815702,0.0856417,0.0722893,0.0389258,0.0361905,0.0343543,0.0375286,0.0445828,0.0171797,0.00633811,0.0186299,0.0485748,0,0.0254241,0.0279258,0,0,0.0168496,0,0,0.0291894,0.0563052,0.0304625,0.0619496,0.023724,0.0872085,0.0596359,0.0542672,0.0870961,0.0689012,0.0494457,0.0728252,0.0460103,0.0533141,0.0865104,0.0257808,0.0149967,0.00907807,0.017972,0.0253259,0.0303993,0,0,0,0,0,0,0
1226,0,0,0,0,0,0,0.0735517,0.0460985,0,0,0,0.0249436,0,0.0323836,0,0,0.0212752,0,0,0.0241126,0.0647274,0.0318961,0.0462682,0.0218229,0.080601,0.0549716,0.0653433,0.0816639,0.0856641,0.072447,0.0390377,0.0362927,0.034431,0.0376356,0.0443437,0.0171802,0.00634436,0.0186024,0.0485254,0,0.0252538,0.0279225,0,0,0.0168528,0,0,0.0292355,0.0565153,0.0304398,0.0617442,0.0238198,0.0874283,0.0597001,0.0541961,0.0871885,0.068953,0.0496359,0.0727304,0.0459058,0.0531985,0.0863492,0.0259471,0.0150119,0.00903325,0.0180085,0.0252246,0.0304155,0,0,0,0,0,0,0
1227,0,0,0,0,0,0,0.0735984,0.0460908,0,0,0,0.0250877,0,0.0323407,0,0,0.0213209,0,0,0.0241296,0.0646837,0.0317298,0.0466286,0.0216811,0.0809589,0.0550198,0.065217,0.0816318,0.0856527,0.0725801,0.0391601,0.0363875,0.0345348,0.0377718,0.044115,0.0171525,0.00637216,0.0185783,0.0484621,0,0.0250629,0.0278904,0,0,0.0168723,0,0,0.029236,0.0566843,0.0303697,0.0615008,0.0238437,0.0876527,0.0597202,0.0541504,0.0872279,0.0690025,0.0497497,0.0725887,0.0457373,0.0530474,0.0861743,0.0261415,0.0150272,0.00902539,0.0179975,0.0251152,0.03043,0,0,0,0,0,0,0
1228,0,0,0,0,0,0,0.0735374,0.0460467,0,0,0,0.0253296,0,0.0322694,0,0,0.0213152,0,0,0.0241517,0.0646211,0.0313248,0.0469429,0.0214986,0.0812574,0.0550738,0.0650862,0.081468,0.085638,0.0726504,0.0392477,0.0364524,0.034691,0.0378948,0.0438751,0.0171353,0.00635291,0.0185533,0.0484939,0,0.0249069,0.0278409,0,0,0.016917,0,0,0.0292341,0.0569208,0.0303689,0.061235,0.0238985,0.0878453,0.0597141,0.0540856,0.08721,0.0690874,0.0498826,0.0723508,0.0455585,0.0528645,0.0859472,0.026179,0.0150204,0.00903491,0.0179648,0.0250066,0.0304497,0,0,0,0,0,0,0
1229,0,0,0,0,0,0,0.0735272,0.0460032,0,0,0,0.0255454,0,0.0321915,0,0,0.0212758,0,0,0.024181,0.0645643,0.0311788,0.0471715,0.0213109,0.0815262,0.0551086,0.0651054,0.0814226,0.0856111,0.0726888,0.0393359,0.0365804,0.0349552,0.0380581,0.043632,0.0171734,0.00627701,0.0185247,0.0486539,0,0.024735,0.0278163,0,0,0.0169879,0,0,0.0292311,0.057171,0.0303018,0.060947,0.0240225,0.0880129,0.0597039,0.0539894,0.0871852,0.0691802,0.0499448,0.0720408,0.0453819,0.0526731,0.0856793,0.0261689,0.0149909,0.00901833,0.0179357,0.0249066,0.0304619,0,0,0,0,0,0,0
1230,0,0,0,0,0,0,0.0733934,0.0459281,0,0,0,0.0257538,0,0.0321219,0,0,0.0212729,0,0,0.0242278,0.0644716,0.0312313,0.047422,0.0211812,0.0818003,0.0551257,0.0650118,0.081493,0.085584,0.0727489,0.0394026,0.0368048,0.0351253,0.0382019,0.0432867,0.017268,0.00623085,0.0185638,0.0487036,0,0.0245823,0.027797,0,0,0.0170348,0,0,0.0292169,0.0574896,0.0304014,0.060664,0.0241627,0.0881912,0.0596879,0.05385,0.0871469,0.0692542,0.0499935,0.0718799,0.0452055,0.0525036,0.0854797,0.0261612,0.0149307,0.0089969,0.0179069,0.024817,0.0304636,0,0,0,0,0,0,0
1231,0,0,0,0,0,0,0.0733964,0.0458797,0,0,0,0.0259648,0,0.0320636,0,0,0.021285,0,0,0.0242648,0.0643011,0.0311716,0.0477215,0.0210568,0.0821138,0.0551474,0.064738,0.0815615,0.0856128,0.0728532,0.0394843,0.0370431,0.03521,0.0383036,0.0428932,0.0173786,0.00621177,0.0185586,0.0487157,0,0.0244581,0.0277767,0,0,0.0170403,0,0,0.0292114,0.0578883,0.0304799,0.0603824,0.0243143,0.0883893,0.059669,0.0536872,0.0871434,0.0693324,0.050045,0.0717238,0.0450334,0.0523363,0.0852731,0.0262038,0.0148241,0.00897829,0.0178652,0.0247822,0.0304477,0,0,0,0,0,0,0
