Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,LASI,,RASI
141,0,0,0,0,0,0,0.0702248,0.0606112,0,0,0,0.0465198,0,0.0368816,0,0,0.0249505,0,0,0.023115,0.0858803,0.0404543,0.0913334,0.0329501,0.157263,0.0872987,0.0647611,0.0665461,0.0676927,0.0728789,0.0279543,0.0210348,0.0346369,0.0462419,0.0232451,0.0311289,0.00363564,0.0134219,0.0170171,0,0.0488589,0.0294386,0,0,0.0237719,0,0,0.0285583,0.0368657,0.05634,0.0588686,0.0401059,0.147905,0.0784163,0.0373667,0.0592967,0.050715,0.0347452,0.0387008,0.0197739,0.0209726,0.0538489,0.0414104,0.017802,0.00737839,0.0128665,0.0548084,0.0314476,0,0,0,0,0.163515,0,0
142,0,0,0,0,0,0,0.0703362,0.0605488,0,0,0,0.0465723,0,0.0368629,0,0,0.0247547,0,0,0.0228548,0.0859332,0.0407918,0.0912783,0.0329414,0.157229,0.0874609,0.0648392,0.0665877,0.0676972,0.0729599,0.0280649,0.0211607,0.0347199,0.0463357,0.0232619,0.0312647,0.00351801,0.0133831,0.0172378,0,0.0490211,0.0294793,0,0,0.0236912,0,0,0.0285703,0.036819,0.0563875,0.0588567,0.0400983,0.147877,0.0783275,0.0373884,0.0593287,0.0506817,0.0347933,0.0386784,0.0196622,0.0209894,0.0538464,0.0411081,0.0174188,0.00740925,0.0128,0.054767,0.0315179,0,0,0,0,0.163508,0,0
143,0,0,0,0,0,0,0.0704939,0.0604516,0,0,0,0.046812,0,0.0368678,0,0,0.0246188,0,0,0.0226352,0.0859568,0.0408411,0.0912232,0.0329063,0.157172,0.0875503,0.0649303,0.0666567,0.0677285,0.0730598,0.0281419,0.0212382,0.0347271,0.0464315,0.0233294,0.0314178,0.00341915,0.0133352,0.0174323,0,0.0490675,0.0295495,0,0,0.0236747,0,0,0.0284744,0.0367555,0.0564105,0.0588099,0.0400821,0.147849,0.0781988,0.0373823,0.0593917,0.0506616,0.0349065,0.0386749,0.0195603,0.0209926,0.0538524,0.040771,0.0172699,0.00740873,0.0127469,0.0547473,0.0316271,0,0,0,0,0.163514,0,0
144,0,0,0,0,0,0,0.0706447,0.060329,0,0,0,0.0472635,0,0.0368846,0,0,0.0243811,0,0,0.0224949,0.0859424,0.0406031,0.0911652,0.0328884,0.157091,0.0875531,0.0649989,0.0667263,0.0677666,0.0731682,0.0282022,0.0212899,0.034773,0.0465691,0.0234642,0.0316994,0.0033149,0.013237,0.0175761,0,0.0489631,0.0295686,0,0,0.023725,0,0,0.0283006,0.0367525,0.0563785,0.0587356,0.0400817,0.147813,0.0780169,0.0374243,0.059391,0.0506438,0.0349555,0.0386756,0.0194848,0.0209906,0.0539015,0.0404135,0.0173806,0.00740822,0.0126415,0.0547106,0.0317537,0,0,0,0,0.163572,0,0
145,0,0,0,0,0,0,0.0707879,0.0601632,0,0,0,0.0477139,0,0.0369102,0,0,0.0242919,0,0,0.0224088,0.0859233,0.0406574,0.0910706,0.0328603,0.15695,0.0874711,0.0650497,0.0668319,0.0678572,0.073343,0.0283168,0.0213702,0.0349509,0.0467343,0.0235937,0.0319858,0.00334121,0.0130257,0.0177502,0,0.0489545,0.0295755,0,0,0.0238101,0,0,0.0281807,0.0367764,0.0563531,0.0587208,0.0400802,0.147777,0.0778061,0.0375344,0.0594104,0.0506423,0.0349763,0.0386458,0.0194511,0.0209645,0.0539089,0.0400926,0.0174712,0.00739691,0.0125355,0.0546069,0.0318737,0,0,0,0,0.163646,0,0
146,0,0,0,0,0,0,0.0708827,0.0599844,0,0,0,0.0480913,0,0.0369112,0,0,0.0243138,0,0,0.0223939,0.0859455,0.0410463,0.090925,0.0328183,0.156796,0.0874691,0.0651226,0.0669694,0.0679719,0.0735237,0.0284545,0.0215026,0.0352448,0.0469295,0.0237164,0.032172,0.00340152,0.0129897,0.0179091,0,0.0489794,0.0295402,0,0,0.0239278,0,0,0.028111,0.0367821,0.0563212,0.0587744,0.0400646,0.147737,0.0775775,0.0376664,0.0594413,0.0506592,0.034964,0.0386145,0.0194348,0.020954,0.0539035,0.0398228,0.0175086,0.0074107,0.0125127,0.0544214,0.0319563,0,0,0,0,0.163725,0,0
147,0,0,0,0,0,0,0.0709414,0.0598149,0,0,0,0.0484513,0,0.0369012,0,0,0.0243536,0,0,0.0225047,0.0859639,0.0412719,0.0907926,0.0328152,0.156639,0.0874306,0.0652354,0.0670953,0.0680712,0.0736655,0.0285835,0.0216429,0.0355015,0.0471088,0.0238698,0.0321315,0.00347806,0.0130323,0.01804,0,0.0489666,0.0294777,0,0,0.0240136,0,0,0.028049,0.0367556,0.0562576,0.0587952,0.0400341,0.147656,0.0773073,0.0375008,0.0594076,0.0507038,0.0350349,0.0386371,0.0194175,0.0209725,0.0539312,0.039636,0.0175316,0.00732714,0.0125856,0.0541632,0.031983,0,0,0,0,0.1638,0,0
148,0,0,0,0,0,0,0.0709542,0.0596735,0,0,0,0.0488071,0,0.0369058,0,0,0.0243396,0,0,0.022665,0.085983,0.041243,0.0906959,0.0328218,0.156534,0.0873567,0.0653324,0.0671787,0.0681381,0.0737949,0.0287459,0.021806,0.035669,0.0472947,0.0240517,0.031904,0.00355443,0.013047,0.0181047,0,0.0489483,0.0293994,0,0,0.0239867,0,0,0.0280826,0.0366703,0.0561993,0.0588598,0.0400771,0.147576,0.077027,0.0374704,0.0594184,0.0507502,0.0350935,0.0386588,0.0193858,0.0209871,0.0539545,0.0395319,0.0174816,0.00728856,0.0126418,0.0538751,0.0319564,0,0,0,0,0.163859,0,0
149,0,0,0,0,0,0,0.0709237,0.0595487,0,0,0,0.0491986,0,0.0369314,0,0,0.0242754,0,0,0.0227416,0.0859778,0.0410798,0.090677,0.0328416,0.1565,0.0872652,0.0653742,0.0672102,0.0681893,0.0738854,0.0289014,0.0219685,0.0358378,0.0474774,0.0242613,0.0316724,0.00362925,0.0130284,0.0180867,0,0.0489409,0.0292818,0,0,0.0238998,0,0,0.028169,0.0365597,0.0561619,0.0589585,0.0402156,0.147545,0.0770061,0.0376606,0.0594204,0.0507585,0.0350888,0.0386753,0.0193449,0.0210052,0.0539867,0.0395019,0.0173196,0.00732665,0.0126826,0.0535805,0.0319167,0,0,0,0,0.163886,0,0
150,0,0,0,0,0,0,0.0708898,0.0594475,0,0,0,0.0495291,0,0.0369272,0,0,0.0241989,0,0,0.022816,0.0859731,0.0411529,0.0906583,0.0328541,0.156494,0.0872168,0.0654199,0.0672634,0.0682181,0.0739076,0.0290786,0.0221772,0.0361214,0.0476905,0.0244331,0.0314671,0.003678,0.0129763,0.0179952,0,0.0489652,0.0291399,0,0,0.0237736,0,0,0.028315,0.0364123,0.0561326,0.0590793,0.0401915,0.147542,0.0769823,0.0376192,0.0594009,0.0507559,0.0349886,0.0386852,0.0192979,0.0210262,0.0540214,0.0395619,0.0171129,0.00741756,0.0127232,0.05333,0.0318971,0,0,0,0,0.163884,0,0
151,0,0,0,0,0,0,0.0708644,0.0593558,0,0,0,0.0497092,0,0.0368762,0,0,0.0240748,0,0,0.0229148,0.0859621,0.0413101,0.0905949,0.0328591,0.156478,0.0871942,0.0654748,0.0673156,0.0682305,0.0738962,0.0293157,0.0224777,0.0363396,0.0479126,0.0245377,0.0312927,0.00368059,0.0128764,0.0178808,0,0.0490476,0.0289999,0,0,0.0237125,0,0,0.0284775,0.0362793,0.0561321,0.0591788,0.0400246,0.147526,0.0769537,0.0374343,0.0593848,0.0507711,0.0348757,0.0386932,0.0192862,0.0210239,0.0540111,0.039722,0.0169194,0.0074923,0.0127343,0.0531639,0.0318938,0,0,0,0,0.163883,0,0
152,0,0,0,0,0,0,0.0708589,0.059236,0,0,0,0.0498196,0,0.0368345,0,0,0.0238662,0,0,0.0230383,0.0859752,0.041447,0.0905124,0.0328783,0.156444,0.0872113,0.0654884,0.067359,0.0682361,0.073872,0.0295137,0.0227262,0.0365812,0.048078,0.0246437,0.0312054,0.00372581,0.0127332,0.0177611,0,0.049082,0.0288919,0,0,0.0235281,0,0,0.0284638,0.0362194,0.0561441,0.0592922,0.0399988,0.147515,0.0769571,0.0375506,0.0593994,0.0507833,0.0348164,0.0386976,0.0193195,0.0210256,0.0539714,0.0399749,0.0168244,0.00755077,0.0127466,0.0530194,0.0319158,0,0,0,0,0.163881,0,0
153,0,0,0,0,0,0,0.0708991,0.0590769,0,0,0,0.0498999,0,0.0368142,0,0,0.0235951,0,0,0.023162,0.0860131,0.0415272,0.0904214,0.0328946,0.156399,0.0873329,0.0654564,0.0674195,0.0682372,0.0738006,0.0296387,0.022871,0.0368658,0.0481993,0.0247367,0.0312281,0.00377655,0.0126085,0.0176146,0,0.0491044,0.0288319,0,0,0.0234102,0,0,0.0283613,0.0362233,0.0561446,0.0594062,0.0400197,0.147531,0.076906,0.0376082,0.0593668,0.0507832,0.0348097,0.0387061,0.0193695,0.021026,0.0539164,0.0402881,0.0169581,0.0076099,0.0127374,0.0528697,0.0319834,0,0,0,0,0.163913,0,0
154,0,0,0,0,0,0,0.070981,0.058893,0,0,0,0.0498844,0,0.0367442,0,0,0.0232381,0,0,0.0232204,0.0860629,0.0414891,0.0903588,0.0329387,0.156349,0.0875293,0.0654243,0.0674734,0.068227,0.07372,0.0297619,0.0229868,0.0370283,0.0483143,0.0247413,0.0313745,0.0038356,0.0124951,0.0174566,0,0.0491551,0.0288343,0,0,0.0234788,0,0,0.0282924,0.0362394,0.0561329,0.0594931,0.0399833,0.147555,0.0768045,0.0375117,0.0593727,0.0507834,0.0347476,0.0386999,0.0194095,0.0210226,0.0538669,0.0406856,0.017374,0.00757019,0.0127734,0.0526825,0.0320527,0,0,0,0,0.163973,0,0
155,0,0,0,0,0,0,0.0711043,0.0586683,0,0,0,0.0498298,0,0.036652,0,0,0.0228219,0,0,0.023245,0.0860972,0.0414376,0.0903483,0.0329771,0.156331,0.0877553,0.0653935,0.0675178,0.0681918,0.0736334,0.0298745,0.0230966,0.037168,0.04844,0.0246955,0.0316573,0.00393619,0.0123669,0.0171735,0,0.0490923,0.0288929,0,0,0.0237429,0,0,0.0283147,0.0362624,0.0560949,0.0595259,0.0399102,0.147595,0.0768212,0.0372839,0.0594215,0.050795,0.0346559,0.0387079,0.0194282,0.021046,0.0539042,0.0411534,0.0182048,0.00748434,0.0128194,0.0523814,0.0321446,0,0,0,0,0.163997,0,0
156,0,0,0,0,0,0,0.0712849,0.0584557,0,0,0,0.049774,0,0.036573,0,0,0.0224706,0,0,0.0232698,0.0861505,0.041441,0.0902888,0.0330432,0.156271,0.0879698,0.0653794,0.0674977,0.068167,0.0734908,0.0300064,0.0232291,0.0373279,0.048556,0.0246501,0.0320175,0.00401797,0.0122662,0.0169039,0,0.0490361,0.0289834,0,0,0.0239905,0,0,0.0283549,0.0362689,0.0560812,0.0595453,0.0398452,0.147581,0.0767382,0.0372283,0.059495,0.0508022,0.0345565,0.0387324,0.0194244,0.0210741,0.0538985,0.0416371,0.0190559,0.00747921,0.0128762,0.0520251,0.0322392,0,0,0,0,0.164016,0,0
157,0,0,0,0,0,0,0.0714892,0.0582861,0,0,0,0.0497688,0,0.0364915,0,0,0.0221996,0,0,0.0233368,0.0862254,0.0414412,0.0901275,0.0331181,0.156122,0.0881678,0.0653833,0.0674844,0.0681337,0.0733287,0.0301665,0.0233747,0.0375001,0.0486962,0.0246746,0.0323799,0.00408509,0.0121913,0.016707,0,0.0490118,0.0291104,0,0,0.0242217,0,0,0.0285806,0.0362713,0.0561069,0.0595772,0.039823,0.147512,0.0765714,0.037252,0.0594878,0.0508684,0.0344434,0.038741,0.0193887,0.021068,0.0538634,0.0420353,0.0195735,0.0075634,0.0129165,0.0516924,0.0323612,0,0,0,0,0.164051,0,0
158,0,0,0,0,0,0,0.0716954,0.0581429,0,0,0,0.0498451,0,0.0364145,0,0,0.0219454,0,0,0.0234177,0.0863457,0.0414371,0.0899662,0.0332086,0.15591,0.0883024,0.0653708,0.0674972,0.0680715,0.0732269,0.0303055,0.023494,0.0376966,0.0488357,0.0246753,0.0326687,0.00411451,0.0121402,0.0166224,0,0.0490416,0.0292608,0,0,0.024128,0,0,0.0284475,0.0362763,0.0561502,0.0596328,0.0398123,0.147401,0.0764176,0.0374237,0.0595059,0.0508947,0.0342942,0.0387076,0.0193446,0.021049,0.0538311,0.0423255,0.0197471,0.00745707,0.0129366,0.0514141,0.0325178,0,0,0,0,0.164057,0,0
159,0,0,0,0,0,0,0.0719508,0.0578437,0,0,0,0.0499363,0,0.036361,0,0,0.0215985,0,0,0.0234721,0.0864618,0.0414696,0.0897764,0.033283,0.155649,0.0884512,0.0653363,0.0675179,0.0679985,0.0731523,0.0304187,0.0236084,0.0379407,0.0489443,0.0246978,0.0328621,0.00415679,0.0120305,0.0166385,0,0.0491094,0.029434,0,0,0.0237728,0,0,0.0280661,0.0362407,0.056221,0.0596767,0.0398016,0.147224,0.0763063,0.0378241,0.0595623,0.0508829,0.0342201,0.0386583,0.0192994,0.0210065,0.0537861,0.0424776,0.0195863,0.00730568,0.0128842,0.0511611,0.0326635,0,0,0,0,0.164048,0,0
160,0,0,0,0,0,0,0.0722672,0.0572682,0,0,0,0.0499714,0,0.0363076,0,0,0.0213014,0,0,0.0235875,0.086572,0.0415858,0.0895727,0.0333454,0.155305,0.0886097,0.0653347,0.0675464,0.0679193,0.0730864,0.0305424,0.0237531,0.0381172,0.0490522,0.0247275,0.033072,0.00424249,0.0118563,0.0167075,0,0.0491971,0.0296172,0,0,0.0236442,0,0,0.0281589,0.0362155,0.056308,0.0596559,0.0397643,0.146948,0.0761201,0.0380559,0.0596222,0.0508806,0.034198,0.0386214,0.0192336,0.0209579,0.0537496,0.042462,0.0191724,0.00731055,0.0127891,0.050937,0.0328037,0,0,0,0,0.164068,0,0
161,0,0,0,0,0,0,0.0726319,0.0568829,0,0,0,0.0499899,0,0.0362385,0,0,0.0209062,0,0,0.0237324,0.0866402,0.0417487,0.089385,0.0334326,0.154972,0.0886684,0.0653305,0.0675688,0.0678679,0.0730392,0.0306642,0.0239011,0.038256,0.0491493,0.0247601,0.0333096,0.00441075,0.0115773,0.0167584,0,0.0491211,0.0298113,0,0,0.0238619,0,0,0.0287174,0.03625,0.0563329,0.0596171,0.0397046,0.14668,0.0759773,0.0380463,0.0597149,0.0508815,0.0342167,0.03862,0.0191439,0.0209411,0.0537263,0.0423563,0.0186695,0.00746274,0.0126653,0.0507009,0.0329505,0,0,0,0,0.164113,0,0
162,0,0,0,0,0,0,0.0730088,0.0566259,0,0,0,0.0502028,0,0.0361573,0,0,0.0204533,0,0,0.0238701,0.0866542,0.0415436,0.0892531,0.033549,0.154677,0.0886846,0.0653472,0.0675757,0.0678107,0.0729971,0.0307331,0.0239907,0.0383173,0.04923,0.0248397,0.0335696,0.00449421,0.0113022,0.0167912,0,0.0489993,0.0300146,0,0,0.0239494,0,0,0.0289896,0.0363285,0.0562808,0.0595924,0.039635,0.146442,0.075896,0.0378469,0.0598182,0.0508632,0.0343485,0.0386209,0.0190535,0.0209285,0.0537181,0.0422073,0.0184049,0.00755883,0.0125378,0.050445,0.0330744,0,0,0,0,0.164175,0,0
163,0,0,0,0,0,0,0.0733594,0.0563527,0,0,0,0.0505156,0,0.0360471,0,0,0.0200664,0,0,0.0240419,0.0867071,0.0413095,0.089147,0.0336324,0.154377,0.0887069,0.0653678,0.0676047,0.0677509,0.0729794,0.0308142,0.0241007,0.0383229,0.0493029,0.0249226,0.0337747,0.00459925,0.0111123,0.0169157,0,0.0489203,0.0302533,0,0,0.0239055,0,0,0.028982,0.0364068,0.0562078,0.0595683,0.0395593,0.146216,0.0758065,0.037902,0.0599114,0.0508255,0.0344766,0.0385819,0.0189461,0.0208723,0.0536802,0.0419754,0.0184119,0.00750031,0.0124302,0.0501468,0.0331549,0,0,0,0,0.164251,0,0
164,0,0,0,0,0,0,0.0736754,0.0560199,0,0,0,0.0508429,0,0.0359129,0,0,0.0196735,0,0,0.0242263,0.0868282,0.0411132,0.0890431,0.0337047,0.154035,0.0886672,0.0653948,0.0676596,0.0676922,0.073029,0.0309524,0.0242149,0.038313,0.0493903,0.0250171,0.0339246,0.00471871,0.010878,0.0171358,0,0.04886,0.0305094,0,0,0.0239312,0,0,0.0289176,0.0364925,0.0561841,0.0595607,0.0394953,0.145954,0.0755174,0.0381361,0.0599716,0.0508582,0.0345602,0.0385182,0.0188073,0.0208064,0.0536095,0.0416733,0.0186364,0.00745791,0.0123034,0.0498193,0.0331833,0,0,0,0,0.164341,0,0
165,0,0,0,0,0,0,0.0739446,0.0557349,0,0,0,0.0511301,0,0.0357708,0,0,0.0193591,0,0,0.0244274,0.0869017,0.0409255,0.0890128,0.0337805,0.15368,0.0885938,0.0654117,0.0676926,0.0676268,0.0731394,0.031096,0.0242922,0.0383396,0.0494663,0.0251449,0.034072,0.00482387,0.0107176,0.0173982,0,0.0487756,0.0307438,0,0,0.0239725,0,0,0.0288238,0.0365688,0.0561635,0.05951,0.0394298,0.145613,0.0753339,0.0382913,0.0600674,0.0508997,0.0346201,0.0384729,0.0186628,0.0207649,0.0535609,0.0413401,0.0189863,0.00732913,0.012198,0.0496014,0.0331455,0,0,0,0,0.164413,0,0
166,0,0,0,0,0,0,0.074185,0.0554805,0,0,0,0.0513494,0,0.0356155,0,0,0.0190693,0,0,0.0246308,0.0869938,0.0407551,0.0890023,0.0338669,0.153337,0.0885757,0.0654464,0.0676663,0.0675605,0.073245,0.0312117,0.0243521,0.0383749,0.0495789,0.0252515,0.0341912,0.00491202,0.0105608,0.0176885,0,0.0487081,0.0309419,0,0,0.0239205,0,0,0.0287125,0.036631,0.0561698,0.0594401,0.0393791,0.145293,0.0751226,0.0384909,0.0601739,0.0509115,0.0346837,0.0384435,0.0185351,0.0207447,0.0535424,0.0409856,0.0192467,0.00725088,0.0121148,0.0494,0.0331068,0,0,0,0,0.164517,0,0
167,0,0,0,0,0,0,0.0744066,0.0552777,0,0,0,0.0515585,0,0.0354468,0,0,0.0187178,0,0,0.0248253,0.0870522,0.0406814,0.0888883,0.0339446,0.152983,0.0886816,0.0654379,0.0676143,0.0675138,0.0732961,0.0313319,0.0245949,0.0384434,0.0496923,0.0253276,0.0343852,0.00510903,0.0104558,0.0180603,0,0.0486407,0.0310907,0,0,0.0244162,0,0,0.0284162,0.0367589,0.0562046,0.0593656,0.039402,0.144964,0.074981,0.0387974,0.0602097,0.0508464,0.0348303,0.0383985,0.0184271,0.020728,0.0535006,0.0405707,0.019326,0.00721295,0.0118663,0.0492032,0.0331203,0,0,0,0,0.164761,0,0
168,0,0,0,0,0,0,0.0745653,0.0550716,0,0,0,0.0518384,0,0.0352717,0,0,0.0185769,0,0,0.0249516,0.0872788,0.0408593,0.0889769,0.0340047,0.152698,0.0887134,0.0654649,0.0676266,0.0674478,0.0733556,0.0314541,0.0248771,0.0385177,0.0497854,0.0254284,0.0345569,0.00487782,0.0103756,0.0183792,0,0.0485815,0.0312397,0,0,0.0241307,0,0,0.028355,0.0367518,0.0562125,0.0594199,0.0393319,0.144718,0.0749093,0.0388834,0.0603586,0.050869,0.0349654,0.0383894,0.0182948,0.020732,0.0535194,0.0402172,0.0198831,0.00701483,0.011882,0.0489707,0.0331788,0,0,0,0,0.164718,0,0
169,0,0,0,0,0,0,0.0747419,0.0548949,0,0,0,0.0521639,0,0.0351025,0,0,0.0183589,0,0,0.0250679,0.0873541,0.0406702,0.0889281,0.0340836,0.15238,0.0886901,0.0654371,0.0676509,0.0673359,0.0733645,0.0315902,0.0250683,0.0385862,0.049858,0.0256171,0.0348566,0.00483802,0.0102623,0.0187125,0,0.04849,0.0313522,0,0,0.0241945,0,0,0.0281774,0.0368472,0.0562144,0.0594616,0.0392573,0.144418,0.074855,0.0388618,0.0606258,0.050888,0.0350941,0.0383973,0.0181548,0.0207613,0.053548,0.0398733,0.0202828,0.00696671,0.0118812,0.0487814,0.0332593,0,0,0,0,0.16479,0,0
170,0,0,0,0,0,0,0.0749375,0.0547115,0,0,0,0.0525691,0,0.0349124,0,0,0.018089,0,0,0.025134,0.0874075,0.0402798,0.0888385,0.0341805,0.15206,0.0885671,0.0653663,0.0676095,0.0672347,0.0733611,0.0317403,0.0252207,0.0386424,0.0499309,0.0259009,0.0351812,0.00483755,0.0100863,0.0191078,0,0.0483932,0.0314853,0,0,0.0242887,0,0,0.0279968,0.0369465,0.0562615,0.0595029,0.0392038,0.144106,0.0748485,0.0391369,0.0608238,0.0508804,0.0352104,0.038407,0.0180077,0.0207755,0.0535825,0.0395562,0.0204895,0.0069158,0.011949,0.0485797,0.0333493,0,0,0,0,0.164872,0,0
171,0,0,0,0,0,0,0.0751094,0.0546099,0,0,0,0.0530306,0,0.0346629,0,0,0.0178321,0,0,0.0252189,0.0875044,0.0401829,0.0886698,0.0342489,0.151733,0.0884048,0.0653036,0.067553,0.067143,0.0733842,0.0319603,0.0254483,0.0387623,0.050039,0.0261223,0.0354589,0.00487608,0.00990066,0.0194877,0,0.048284,0.0316259,0,0,0.0243297,0,0,0.027918,0.0370607,0.0562945,0.0595127,0.0391709,0.143763,0.0748557,0.0392728,0.0609524,0.0508926,0.0353929,0.038396,0.0178716,0.0207812,0.0535891,0.039249,0.0204145,0.00687947,0.012079,0.0483485,0.0334014,0,0,0,0,0.164925,0,0
172,0,0,0,0,0,0,0.0752272,0.0545912,0,0,0,0.0534631,0,0.034424,0,0,0.0176337,0,0,0.025342,0.0875847,0.04002,0.0884769,0.0343542,0.151381,0.0883627,0.065261,0.0675088,0.0670554,0.0734379,0.0322086,0.0256927,0.0389264,0.0501807,0.0264004,0.035659,0.00489485,0.00982395,0.0198533,0,0.0481252,0.0317412,0,0,0.0244444,0,0,0.0280346,0.0371621,0.0563108,0.0595008,0.0390933,0.143415,0.0746985,0.0392355,0.0611002,0.0509418,0.0355677,0.0383931,0.0177449,0.0208175,0.0535854,0.0389657,0.0202298,0.00677294,0.0122002,0.048136,0.0333851,0,0,0,0,0.164978,0,0
173,0,0,0,0,0,0,0.0752945,0.0545621,0,0,0,0.0539746,0,0.0342053,0,0,0.017465,0,0,0.0254648,0.0876281,0.0396489,0.0884454,0.0344889,0.151019,0.088402,0.0652287,0.0674572,0.066949,0.073507,0.0324186,0.0259005,0.0390509,0.0503386,0.0267046,0.0357309,0.00488366,0.00980744,0.0202243,0,0.0479649,0.0318577,0,0,0.0245775,0,0,0.0282852,0.0372711,0.056322,0.059518,0.0390235,0.143092,0.0745739,0.0393739,0.0612535,0.0509829,0.0357146,0.0384133,0.0176246,0.020856,0.053612,0.0386393,0.0200199,0.00676853,0.0124133,0.0479666,0.0333056,0,0,0,0,0.165065,0,0
174,0,0,0,0,0,0,0.0753385,0.0545417,0,0,0,0.0544301,0,0.0339272,0,0,0.0173507,0,0,0.0255263,0.0876562,0.039549,0.0884792,0.0345847,0.150652,0.0883174,0.0651819,0.0674058,0.0668715,0.0736061,0.0326726,0.0261476,0.0392097,0.0505242,0.0269714,0.0356225,0.00487141,0.00972917,0.0205714,0,0.0478114,0.0319842,0,0,0.0246419,0,0,0.028551,0.0373476,0.0563402,0.0594932,0.038981,0.142719,0.0744857,0.0394215,0.0614321,0.0510381,0.0358581,0.0384419,0.0174905,0.0208819,0.0536566,0.0382867,0.01978,0.00683067,0.0126156,0.0478486,0.0332029,0,0,0,0,0.165152,0,0
175,0,0,0,0,0,0,0.0753602,0.0545259,0,0,0,0.0549099,0,0.0336363,0,0,0.0173158,0,0,0.0256217,0.0877344,0.0392622,0.088491,0.034671,0.150228,0.0881168,0.065135,0.0673019,0.0668033,0.0736527,0.0328949,0.0263873,0.039308,0.0506672,0.0272241,0.0354039,0.00486087,0.00970167,0.0209819,0,0.0476732,0.0320661,0,0,0.0246867,0,0,0.0287505,0.0374435,0.056377,0.0594347,0.0389903,0.142298,0.0743353,0.0397197,0.0616085,0.0510933,0.0360534,0.0384711,0.0173422,0.0209279,0.053725,0.0379297,0.0195157,0.00691593,0.0128202,0.0477721,0.0331376,0,0,0,0,0.165194,0,0
176,0,0,0,0,0,0,0.0753778,0.0545823,0,0,0,0.0553713,0,0.0333546,0,0,0.0173334,0,0,0.0258206,0.0878088,0.0388099,0.0885043,0.0347906,0.149767,0.0878768,0.0650485,0.0670727,0.0666754,0.0736706,0.0331108,0.0266078,0.0393705,0.0507614,0.0274634,0.0351499,0.0049088,0.00973977,0.0214721,0,0.0475248,0.0321061,0,0,0.0247443,0,0,0.0288982,0.0375701,0.0564364,0.0593765,0.038923,0.141798,0.0741806,0.0401615,0.0617491,0.0511129,0.0363273,0.0384886,0.0172115,0.0210088,0.0537884,0.0375623,0.0192856,0.00689137,0.0130766,0.0477422,0.0330663,0,0,0,0,0.165209,0,0
177,0,0,0,0,0,0,0.0754165,0.0546299,0,0,0,0.0556993,0,0.0330654,0,0,0.0173196,0,0,0.0260933,0.0878533,0.0386156,0.0885299,0.0348607,0.149312,0.0875676,0.0649764,0.0667963,0.066551,0.073634,0.0333764,0.0268779,0.0394828,0.0508701,0.0276554,0.0349325,0.00500157,0.00983764,0.0219608,0,0.0473498,0.0321181,0,0,0.0248835,0,0,0.0290025,0.0377382,0.0564547,0.0592339,0.0388803,0.141253,0.0739974,0.0404543,0.0619202,0.0511237,0.036524,0.0385244,0.01707,0.0211037,0.0538288,0.037198,0.0193816,0.00692989,0.0131824,0.0477317,0.0330416,0,0,0,0,0.165222,0,0
178,0,0,0,0,0,0,0.0754995,0.0546879,0,0,0,0.0560593,0,0.0327928,0,0,0.0172687,0,0,0.026328,0.0879095,0.0381181,0.0885006,0.0349829,0.148754,0.0871526,0.0648769,0.0666411,0.0664,0.0735265,0.0335823,0.0270899,0.0395777,0.0509556,0.0278778,0.0347546,0.00504783,0.0100155,0.0224178,0,0.0471546,0.0321442,0,0,0.0250684,0,0,0.0290611,0.0379448,0.0564407,0.0590373,0.0388295,0.140626,0.0735795,0.0406562,0.0621528,0.0511282,0.0364767,0.0385655,0.0169099,0.0211763,0.0538652,0.0368364,0.0194928,0.00695059,0.0131735,0.0477638,0.0330659,0,0,0,0,0.165257,0,0
179,0,0,0,0,0,0,0.0756235,0.0547362,0,0,0,0.0564065,0,0.0324771,0,0,0.0171258,0,0,0.0265344,0.0880046,0.0376676,0.0883963,0.0351121,0.148096,0.086698,0.0647639,0.0666091,0.0662486,0.073413,0.0338299,0.0273324,0.0396963,0.0510414,0.028092,0.0345586,0.00510489,0.0102403,0.0229059,0,0.0469616,0.03217,0,0,0.0252428,0,0,0.0290269,0.0381783,0.0564417,0.0588234,0.0386983,0.139931,0.0729906,0.0409536,0.0624016,0.0511301,0.0364054,0.0386086,0.0167643,0.0212376,0.0538961,0.0364909,0.0194724,0.00688624,0.0131973,0.0478065,0.0331131,0,0,0,0,0.165259,0,0
