Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,STRN,T10,x74,x75,x76,x81,LBHD,LEAR,RTHI,RWRB,,x77
1863,0.0107009,0.00355845,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0193764,0.015673,0.0173364,0.00410616,0.0114154,0,0.0280769,0.00665203,0.0624843,0,0,0.019726,0.00716439,0.0101338,0,0.00838144,0,0.0220752,0.0128808,0.0089645,0,0.0327354,0.015301,0,0.0134647,0.00866406,0.0168035,0.0186636,0.0193059,0.0070599,0.00569648,0,0,0.0204724,0,0.0151419,0.0137345,0.0514069,0.023646,0.0137173,0.0155868,0.00554422,0.00636183,0.0229526,0.0153953,0.0150917,0.019431,0.0532308,0.0167296,0.0209616,0.0137922,0.0111289,0.0295902,0.00339953,0.00680584,0,0,0,0,0,0,0.0125448,0.00842077,0,0
1864,0.010499,0.00373053,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174921,0.0156529,0.015774,0.00444387,0.0113699,0,0.0279321,0.00677935,0.0620337,0,0,0.0207796,0.0067848,0.010428,0,0.00828461,0,0.0224522,0.0129502,0.00924797,0.00401518,0.0334938,0.0144104,0,0.0134827,0.00876559,0.0162305,0.0185936,0.0189998,0.00736704,0.00589193,0,0,0.0205328,0,0.0151888,0.0136185,0.0515012,0.0233395,0.0139265,0.0155677,0.00778286,0.00633803,0.0230877,0.0155711,0.0153299,0.0190274,0.0532122,0.0163556,0.0205889,0.0132302,0.0112038,0.0294987,0.00341673,0.00689276,0,0,0,0,0,0,0.0125577,0.00835625,0,0
1865,0.0103969,0.00394211,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128683,0.0156279,0.0119776,0.0047898,0.0114868,0,0.0279386,0.00707509,0.0619597,0,0,0.020784,0.00706086,0.0107106,0,0.0082855,0,0.0225629,0.0131895,0.00994081,0.00386336,0.0334645,0.0104604,0,0.0135463,0.00907889,0.016185,0.0185119,0.0187242,0.00748487,0.00628271,0,0,0.0206482,0,0.0153818,0.0133405,0.0515837,0.0231294,0.0140842,0.0153187,0.00596093,0.00624289,0.0232058,0.0156579,0.0152751,0.0187647,0.0533813,0.0163358,0.0202943,0.013344,0.0113379,0.0292524,0.0035804,0.00719061,0,0,0,0,0,0,0.0127251,0.00846107,0,0
1866,0.0102904,0.00414846,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00952926,0.0156027,0.00930775,0.00505526,0.0115301,0,0.0280425,0.0072514,0.0621224,0,0,0.0202519,0.00733811,0.0110175,0,0.00804226,0,0.0226213,0.013969,0.0111504,0.00336184,0.0328345,0.00750225,0,0.0136533,0.00922224,0.0164825,0.0183904,0.0187354,0.00763466,0.0068077,0,0,0.0208066,0,0.0155959,0.0128804,0.0517778,0.0233438,0.0143423,0.0151899,0,0.00607699,0.0233191,0.0157414,0.0151815,0.0188183,0.053617,0.0165752,0.0203087,0.0138959,0.011557,0.0288936,0.00379345,0.0074555,0,0,0,0,0,0,0.0130961,0.00861962,0,0
1867,0.0102702,0.00446134,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0075666,0.0157181,0.00751085,0.00531082,0.011993,0,0.0281304,0.00802299,0.0622276,0,0,0.0195463,0.00733839,0.011051,0,0.00752032,0,0.0229343,0.0151339,0.0117463,0.00399568,0.031763,0.00690411,0,0.0137922,0.00929279,0.0159129,0.0181671,0.0182411,0.00764882,0.00711668,0,0,0.020923,0,0.0156711,0.0125651,0.052202,0.0226475,0.0145036,0.014727,0.00470373,0.00588142,0.0232255,0.0156074,0.0150801,0.0182983,0.0538114,0.0162375,0.0198581,0.0134732,0.0116994,0.0291029,0.00409232,0.00762603,0,0,0,0,0,0,0.0128931,0.0089848,0,0
1868,0.0102419,0.0046722,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00712892,0.0156954,0.00687549,0.00542286,0.0120003,0,0.0282243,0.00821387,0.062483,0,0,0.0191857,0.00703965,0.0114612,0,0.00716872,0,0.0233745,0.0161855,0.01277,0.00482543,0.0310192,0.00796197,0,0.0138622,0.00946047,0.0156355,0.0179898,0.018015,0.00779447,0.00756348,0,0,0.0211539,0,0.0158038,0.0121559,0.0526917,0.0223443,0.0146962,0.0146431,0,0.00573452,0.0230906,0.0156057,0.0151579,0.0180153,0.0538834,0.016008,0.0197115,0.0132142,0.0118993,0.0289071,0.00424559,0.00768933,0,0,0,0,0,0,0.0127283,0.0092431,0,0
1869,0.0102481,0.00491805,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00795572,0.0156355,0.00706696,0.00570201,0.0119485,0,0.0283337,0.00836751,0.0628882,0,0,0.0190594,0.00704422,0.0119942,0,0.00745872,0,0.0241498,0.0168706,0.0137413,0.00555014,0.0305719,0.00991378,0,0.013909,0.00950687,0.0152714,0.0177184,0.0178443,0.0081197,0.00793541,0,0,0.0215397,0,0.0159466,0.011708,0.0531342,0.0222671,0.0147693,0.014798,0.00394471,0.00564916,0.0228649,0.0156554,0.0154216,0.0178163,0.0538133,0.0156949,0.0195999,0.0128068,0.0121673,0.0287363,0.00450635,0.00782323,0,0,0,0,0,0,0.012475,0.00956799,0,0
1870,0.0102206,0.00509609,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00874964,0.015505,0.0073047,0.00588816,0.0118723,0,0.0284978,0.00839598,0.0633812,0,0,0.0189524,0.00679037,0.0125343,0,0.00838892,0,0.0248862,0.0171478,0.0144795,0.00627539,0.0303319,0.0114669,0,0.013948,0.00970869,0.0151443,0.0173982,0.0178121,0.00824836,0.0080779,0,0,0.0220286,0,0.0161337,0.0112233,0.0536087,0.0223629,0.0149578,0.0150669,0,0.00558461,0.0226261,0.0157286,0.015672,0.0177381,0.0537777,0.0154797,0.0195935,0.012687,0.0126696,0.0284598,0.00465811,0.00785248,0,0,0,0,0,0,0.0123577,0.00999333,0,0
1871,0.00997625,0.005258,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00935901,0.0154104,0.00723762,0.00596634,0.0117688,0,0.0286504,0.0083568,0.0639182,0,0,0.0189903,0.00641417,0.0130551,0,0.00941869,0,0.0254339,0.0173244,0.0150689,0,0.0301354,0.0127868,0,0.0139878,0.00997599,0.0149735,0.0171436,0.0178439,0.00831513,0.00812631,0,0,0.0224555,0,0.0163083,0.0107258,0.0540693,0.0225339,0.0149975,0.0153114,0,0.00555713,0.0223706,0.0157401,0.0158989,0.0177033,0.0538097,0.0153527,0.0196214,0.012458,0.0130983,0.0281976,0.0047825,0.00782987,0,0,0,0,0,0,0.0121711,0.0105259,0,0
1872,0.00967336,0.00536518,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102948,0.0153207,0.00758076,0.00599942,0.011788,0,0.0288053,0.00831778,0.0641526,0,0,0.0186232,0.00598059,0.0135521,0,0.0100576,0,0.0258972,0.0170069,0.0150603,0.00741257,0.0295093,0.0140928,0,0.013987,0.00994632,0.014729,0.0168899,0.0178063,0.00830214,0.00839084,0,0,0.0230283,0,0.0164776,0.0102658,0.0544187,0.022664,0.0149415,0.015531,0,0.00551508,0.0221441,0.0157695,0.016184,0.0176167,0.0538482,0.015194,0.0195819,0.0121447,0.013498,0.0278825,0.0049548,0.0078126,0,0,0,0,0,0,0.0119298,0.0112084,0,0
1873,0.00933728,0.0053932,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114032,0.0151781,0.00800453,0.0060027,0.0118395,0,0.0289536,0.00827085,0.0644047,0,0,0.0181314,0.00563324,0.0139334,0,0.0101939,0,0.0260611,0.0168984,0.0152393,0.00803577,0.0288876,0.0154298,0,0.0139442,0.0099704,0.0143598,0.0166939,0.0177263,0.00830234,0.00848247,0,0,0.0235299,0,0.0165328,0.00989979,0.0547297,0.02268,0.0149497,0.015655,0,0.00551055,0.0220098,0.0158076,0.0164438,0.0174408,0.0539287,0.0149851,0.0195458,0.0117325,0.0138948,0.0275839,0.00512419,0.00761061,0,0,0,0,0,0,0.0115968,0.011864,0,0
1874,0.00923243,0.00540216,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125525,0.0150948,0.00863946,0.00614768,0.0118121,0,0.0290994,0.00826285,0.0644223,0,0,0.0176904,0.00529498,0.0141955,0,0.00985833,0,0.0258459,0.0167115,0.0150503,0.00832126,0.0284512,0.0165697,0,0.0139432,0.0101668,0.0125154,0.0166712,0.0173858,0.00818318,0.00845541,0,0,0.0237546,0,0.0166438,0.0095081,0.0550299,0.0229048,0.0150289,0.0154351,0,0.00554598,0.0217079,0.0158288,0.0168137,0.016814,0.0540838,0.0143896,0.0194361,0.00990538,0.0140755,0.0274753,0.00527043,0.00726546,0,0,0,0,0,0,0.0104678,0.0122147,0,0
1875,0.00919022,0.00512316,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0139298,0.014614,0.00952281,0.00617117,0.0121828,0,0.0292332,0.00765847,0.0643413,0,0,0.0173431,0.00505776,0.0153554,0,0.00961119,0,0.0255888,0.0166904,0.0143546,0.00814229,0.0281288,0.0177539,0,0.0138362,0.0102997,0.01232,0.016636,0.0174182,0.00805035,0.00792233,0,0,0.0244411,0,0.0167791,0.00900002,0.0551247,0.0231344,0.0150079,0.01547,0,0.00621723,0.0216626,0.0157643,0.0168841,0.0169757,0.0542341,0.0145078,0.0197582,0.0100628,0.0147444,0.0260676,0.00518302,0.00720471,0,0,0,0,0,0,0.0100513,0.011894,0,0
1876,0.00955624,0.00507066,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149162,0.0144552,0.0101066,0.00682786,0.0126807,0,0.0293406,0.00773237,0.0641631,0,0,0.0171081,0.00598968,0.0156953,0,0.00961972,0,0.025244,0.0167138,0.0141487,0.00770938,0.0280333,0.0184478,0,0.0137872,0.0103265,0.0122459,0.0165825,0.0173927,0.00811751,0.0072081,0,0,0.0247791,0,0.0168162,0.00866184,0.0550304,0.0231591,0.0148081,0.015604,0.00354305,0.00658012,0.0217041,0.0157891,0.0169609,0.0170442,0.0542796,0.0145715,0.0199662,0.0102484,0.0147991,0.0258228,0.00544345,0.00708848,0,0,0,0,0,0,0.00968264,0.0120835,0,0
1877,0.00969989,0.00494569,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156619,0.014256,0.0105996,0.00695709,0.0134039,0,0.0295179,0.00787398,0.0638554,0,0,0.0171882,0.00622468,0.0159196,0,0.00967256,0,0.0249988,0.0168078,0.0145801,0.0087454,0.0280745,0.01911,0,0.0137268,0.0104337,0.0122814,0.0165203,0.0173616,0.00802194,0.00689651,0,0,0.025027,0,0.0168532,0.00844431,0.0549142,0.0231751,0.0146522,0.0155105,0.00412744,0.0067552,0.0217539,0.0157803,0.0169051,0.0171897,0.0544381,0.014697,0.0201867,0.0107122,0.0148858,0.0256494,0.00539429,0.00655433,0,0,0,0,0,0,0.00933957,0.0122587,0,0
1878,0.00962764,0.00481914,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0164016,0.0140724,0.0112217,0.00681088,0.0141235,0,0.0297058,0.00803537,0.0635511,0,0,0.0176939,0.00612446,0.0159925,0,0.00962064,0,0.0249755,0.0170481,0.0156538,0.00969192,0.0281184,0.0199065,0,0.0136515,0.0106045,0.0123225,0.0164851,0.0173724,0.00794987,0.00683062,0,0,0.0249871,0,0.0168762,0.00835129,0.0548526,0.0232394,0.0146367,0.0153851,0,0.00682455,0.021875,0.015683,0.0168295,0.0173846,0.0546099,0.01484,0.0204059,0.0110926,0.0149672,0.0256199,0.00512492,0.0058221,0,0,0,0,0,0,0.00908172,0.0124859,0,0
1879,0.0098397,0.00505969,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166812,0.0142707,0.0116845,0.0073138,0.0137397,0,0.0298559,0.00830742,0.0633663,0,0,0.0179728,0.00721134,0.0152897,0,0.00982662,0,0.025088,0.017291,0.016205,0.0100186,0.0281125,0.0202437,0,0.0136763,0.0108054,0.0125534,0.0163757,0.0174884,0.00789488,0.00657021,0,0,0.0244814,0,0.016881,0.0082938,0.0547155,0.0232685,0.0144184,0.0155426,0.00512092,0.00650645,0.0221026,0.0156536,0.0168536,0.0176527,0.0546842,0.0149955,0.0206734,0.0113085,0.0144959,0.0270549,0.00522793,0.00547165,0,0,0,0,0,0,0.00888714,0.0131653,0,0
1880,0.00939335,0.00470075,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165957,0.0134797,0.0121746,0.00691126,0.0163012,0,0.0303051,0.00885924,0.0635895,0,0,0.0181861,0.00674549,0.0163244,0,0.0100936,0,0.025036,0.0173353,0.0165168,0.0101114,0.0284963,0.020333,0,0.0135061,0.011113,0.0118839,0.0162989,0.0169483,0.00786837,0.00623348,0,0,0.0249699,0,0.01698,0.00797307,0.0544714,0.0228683,0.0145642,0.0145746,0.00414551,0.0071796,0.0219928,0.0153463,0.0165973,0.0173289,0.0549408,0.0149766,0.0202841,0.0116147,0.0148172,0.0261005,0.00441334,0.00502151,0,0,0,0,0,0,0.0086324,0.0127102,0,0
1881,0.00808799,0.00572614,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00764262,0.0140761,0.00772991,0.0105343,0.0149564,0,0.0297255,0.00804618,0.0680457,0,0,0.0186541,0.00891649,0.0152497,0,0.0128471,0,0.0280643,0.016175,0.015309,0.0118687,0,0.00867441,0,0.0136532,0.0106838,0.0122442,0.0174986,0.017432,0.00976909,0.00349778,0,0,0.0219633,0,0.0159004,0.00732473,0.0544865,0.0234633,0.0164576,0.0140026,0.00356253,0.00890647,0.0226159,0.0148794,0.0158329,0.0181783,0.0558597,0.0158109,0.0211539,0.0124713,0.0122976,0.0272137,0.00508416,0.00311251,0,0,0,0,0,0,0.00849362,0.0122652,0,0
1882,0.0082025,0.00588165,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00799174,0.0140743,0.00756906,0.0107743,0.0149404,0,0.0298676,0.00811634,0.0679183,0,0,0.0186041,0.00950268,0.0148792,0,0.0129657,0,0.0282472,0.016059,0.0154215,0.0117094,0,0.00917759,0,0.0136013,0.0108088,0.0123182,0.0175042,0.0176649,0.00986402,0.00344518,0,0,0.0214019,0,0.0159221,0.00743589,0.054396,0.023596,0.0162954,0.0141546,0.00386833,0.00887779,0.0229167,0.0149662,0.0157579,0.0183673,0.0559873,0.0159672,0.0213327,0.0122009,0.0116798,0.0277361,0.00506485,0.00307963,0,0,0,0,0,0,0.00873319,0.0125995,0,0
1883,0.00937338,0.0046841,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174093,0.0131368,0.0129505,0.00738728,0.0175302,0,0.030836,0.00938953,0.0633395,0,0,0.0181794,0.0075991,0.0159966,0,0.0102555,0,0.0255237,0.0172401,0.0169959,0.0103833,0.0283934,0.0214209,0,0.0132848,0.0116281,0.0114168,0.0162106,0.0172185,0.00785317,0.00576723,0,0,0.0243258,0,0.0170275,0.00797504,0.0542325,0.0230286,0.014179,0.01425,0.00432381,0.00735401,0.0226142,0.0153219,0.0162144,0.017603,0.0554488,0.0153851,0.0204633,0.0108627,0.0138273,0.0266714,0.00382832,0.00474101,0,0,0,0,0,0,0.00907812,0.0130969,0,0
1884,0.00943843,0.00472915,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177668,0.0130423,0.0133391,0.00759277,0.018043,0,0.0308984,0.00944926,0.0629958,0,0,0.017419,0.00789648,0.0160255,0,0.0100189,0,0.0256874,0.0172459,0.0170009,0.0105316,0.0280133,0.0217918,0,0.0132387,0.0116817,0.0110297,0.016254,0.0174284,0.00753855,0.00578371,0,0,0.0247081,0,0.0171053,0.00833511,0.0543408,0.0232652,0.0140281,0.0141996,0.00482856,0.00741049,0.022753,0.0153037,0.0160918,0.0177438,0.0556193,0.0155965,0.0206361,0.0101529,0.0140732,0.0265309,0.0040708,0.00502261,0,0,0,0,0,0,0.00926663,0.0128884,0,0
1885,0.00954181,0.00475767,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0180059,0.0129399,0.0136526,0.00779179,0.0185549,0,0.0309915,0.00958061,0.0628662,0,0,0.0169916,0.00827098,0.0161043,0,0.00990063,0,0.025627,0.0170922,0.0170029,0.0105572,0.0279082,0.0220505,0,0.0131806,0.0117518,0.0107721,0.016274,0.0175232,0.00744527,0.00567058,0,0,0.0246588,0,0.0171881,0.00853949,0.0543378,0.0233602,0.0140098,0.0141762,0.00520952,0.00753506,0.0228146,0.0153353,0.0160198,0.0178192,0.0557344,0.0157156,0.0207193,0.00978752,0.0141991,0.0265043,0.00417475,0.00520927,0,0,0,0,0,0,0.00940436,0.0126245,0,0
1886,0.0095719,0.00477774,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181313,0.012841,0.0139614,0.00790149,0.0190617,0,0.0310806,0.00968404,0.0627079,0,0,0.016878,0.00856904,0.016172,0,0.00979383,0,0.025514,0.0169287,0.0170037,0.0105308,0.0278628,0.0222227,0,0.0131104,0.0118053,0.0105863,0.0162577,0.0176198,0.00740336,0.00551095,0,0,0.0245394,0,0.0172582,0.0086997,0.0543751,0.0234571,0.0138868,0.014184,0.00558393,0.00766021,0.0228133,0.0153201,0.0159648,0.0179116,0.0558326,0.0158008,0.0207915,0.00947272,0.0143517,0.0265975,0.0042676,0.00528428,0,0,0,0,0,0,0.00945078,0.0123517,0,0
1887,0.00958048,0.00478698,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182006,0.012752,0.0143166,0.00797012,0.019571,0,0.0311553,0.00979064,0.0626229,0,0,0.0170242,0.00884486,0.0162331,0,0.00967761,0,0.025423,0.0167939,0.0170225,0.0104881,0.0277913,0.0223633,0,0.0130398,0.0118548,0.0104733,0.0162382,0.0176841,0.00739484,0.00542932,0,0,0.0244324,0,0.0173309,0.00882965,0.0544098,0.0235227,0.0138237,0.0142436,0.00604412,0.00777113,0.0227815,0.0153077,0.0159567,0.0179979,0.055848,0.0158567,0.0208656,0.0092889,0.014423,0.026772,0.00437246,0.00527943,0,0,0,0,0,0,0.0094301,0.0120781,0,0
1888,0.00961327,0.00477219,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184474,0.0126716,0.0145507,0.00802395,0.0200019,0,0.0312119,0.00991453,0.0625794,0,0,0.0174231,0.00900966,0.0162389,0,0.00964289,0,0.0253287,0.0166965,0.0170347,0.0105613,0.0277128,0.0226536,0,0.0129723,0.0118702,0.010356,0.0162312,0.0177454,0.00741154,0.00531661,0,0,0.0244428,0,0.0173925,0.00902137,0.0544667,0.0235867,0.0137126,0.0143846,0.00656581,0.00789502,0.0226982,0.0152833,0.0159932,0.0180324,0.0558317,0.0158976,0.0209547,0.00905402,0.0144753,0.026992,0.00439281,0.00530249,0,0,0,0,0,0,0.00936011,0.0118065,0,0
1889,0.00962002,0.00474628,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187573,0.0125853,0.0148964,0.00802486,0.0203456,0,0.0312499,0.0100684,0.0625854,0,0,0.017549,0.00899027,0.0161845,0,0.00971395,0,0.0252888,0.0166381,0.0170622,0.0106357,0.0276327,0.0229375,0,0.0129158,0.0118737,0.0102803,0.0162523,0.0178073,0.00742738,0.00535863,0,0,0.0244654,0,0.0174538,0.00918806,0.0545792,0.0236445,0.0136504,0.0146004,0.00671287,0.00800756,0.0225966,0.0152823,0.0160807,0.0180534,0.0558167,0.0158951,0.0210332,0.00887314,0.0145027,0.0272141,0.00432502,0.00538191,0,0,0,0,0,0,0.00926569,0.0115481,0,0
1890,0.00957815,0.0047057,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0190152,0.0125313,0.0150442,0.00793226,0.0205309,0,0.03125,0.0101416,0.0625976,0,0,0.0172956,0.00881365,0.0160052,0,0.00973013,0,0.0253494,0.0165854,0.0171607,0.0107791,0.0275329,0.0233079,0,0.0128774,0.0118757,0.0102476,0.0162786,0.0179132,0.00748365,0.00519883,0,0,0.0241954,0,0.0174963,0.00937219,0.0547841,0.0237719,0.0136791,0.0148807,0,0.00810547,0.0225042,0.0152917,0.0161901,0.0181592,0.0557895,0.0159137,0.0211688,0.00855928,0.0144388,0.0274691,0.00421899,0.00540025,0,0,0,0,0,0,0.00915583,0.0112497,0,0
1891,0.00961233,0.00467877,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0190827,0.0124831,0.0151221,0.00800123,0.0205876,0,0.0312358,0.0101493,0.0626229,0,0,0.0169633,0.00893553,0.0157987,0,0.00988585,0,0.0254502,0.0164896,0.0171955,0.0107918,0.0273948,0.0234857,0,0.0128687,0.0118538,0.0102904,0.016278,0.0179869,0.00753218,0.0050536,0,0,0.0239983,0,0.0176117,0.00951684,0.054916,0.023836,0.0135998,0.0152069,0.00631233,0.00813797,0.0224154,0.0153655,0.0163396,0.018279,0.055706,0.0159206,0.0212835,0.00829434,0.014385,0.0277103,0.00420633,0.0055404,0,0,0,0,0,0,0.00899849,0.0109268,0,0
1892,0.00959693,0.00464679,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192728,0.0125011,0.0153172,0.00809802,0.0204367,0,0.0311856,0.0100505,0.0626126,0,0,0.0169759,0.00901677,0.015414,0,0.0100085,0,0.0255562,0.0164614,0.0171946,0.0107356,0.0272911,0.0237147,0,0.0128781,0.0117609,0.0104716,0.0163125,0.0181526,0.00759755,0.00483815,0,0,0.0239358,0,0.0176904,0.00964573,0.0550396,0.0239674,0.0135673,0.0156581,0.00634372,0.00815517,0.0223487,0.0154772,0.0165057,0.018428,0.0556065,0.0159387,0.0214193,0.00816639,0.0143023,0.0279833,0.00418166,0.00560734,0,0,0,0,0,0,0.00890392,0.0106637,0,0
1893,0.00954303,0.00455306,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194133,0.0125236,0.0154797,0.0082034,0.0201418,0,0.0311169,0.0099027,0.0625916,0,0,0.0167488,0.00901828,0.0149065,0,0.0101192,0,0.0256083,0.0164497,0.0172028,0.0107271,0.0272305,0.0238852,0,0.0128873,0.0116684,0.0106766,0.0163125,0.0182819,0.0076355,0.00489709,0,0,0.0240128,0,0.0176665,0.00983895,0.0550864,0.0240445,0.0135679,0.01606,0.00635259,0.00814642,0.0222786,0.015542,0.0166612,0.0185475,0.055523,0.0159709,0.0215742,0.00820577,0.0142589,0.0282354,0.00411041,0.00560851,0,0,0,0,0,0,0.00879308,0.0104122,0,0
1894,0.00948538,0.00455249,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0193698,0.0130276,0.0154325,0.00797604,0.0179129,0,0.0310533,0.00902421,0.0626094,0,0,0.0165935,0.00854829,0.0131941,0,0.0101479,0,0.0256132,0.0163789,0.0173181,0.0106893,0.027252,0.0238058,0,0.0131777,0.0113899,0.0111462,0.0163912,0.0185136,0.00748579,0.00474963,0,0,0.0241245,0,0.0176506,0.00995185,0.0551064,0.024231,0.0135877,0.016463,0.00592292,0.00782966,0.0222733,0.0155727,0.0167136,0.0188107,0.0555555,0.0161635,0.0219652,0.00853352,0.0141548,0.0288275,0.00399955,0.00512406,0,0,0,0,0,0,0.00867817,0.0101176,0,0
1895,0.00939315,0.00434022,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192657,0.012942,0.0153318,0.00786053,0.0176317,0,0.0310166,0.0089249,0.0625907,0,0,0.0166276,0.00811553,0.0127526,0,0.0101892,0,0.0255266,0.0163824,0.0173675,0.0107397,0.0273055,0.0236778,0,0.0132011,0.011334,0.0110803,0.0164662,0.0184991,0.00741019,0.00454633,0,0,0.0241289,0,0.0176945,0.0100172,0.05511,0.0242559,0.0135678,0.0163673,0,0.00791833,0.0221591,0.0154628,0.0166405,0.0188969,0.0556266,0.0162856,0.0220589,0.00848485,0.0141466,0.0289309,0.00370746,0.0048907,0,0,0,0,0,0,0.00850364,0.00969318,0,0
1896,0.00935862,0.00408996,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187075,0.0128658,0.015076,0.00767779,0.0172861,0,0.0311121,0.0088848,0.062975,0,0,0.0168012,0.00787991,0.0123803,0,0.010492,0,0.0251773,0.0162301,0.0174026,0.0105655,0.0276703,0.0233881,0,0.0132216,0.0113378,0.0109597,0.016518,0.0182461,0.00758943,0.00413712,0,0,0.0237816,0,0.0178174,0.00983701,0.0548475,0.0239666,0.0135825,0.0160684,0.00483049,0.00809011,0.0220606,0.0154149,0.0165517,0.018911,0.0556748,0.0162848,0.0219892,0.00879889,0.0139936,0.0287639,0.0031183,0.00451623,0,0,0,0,0,0,0.00828112,0.00939564,0,0
1897,0.00828481,0.00502143,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00784186,0.0135441,0.00706251,0.0109806,0.0152827,0,0.0304316,0.00753473,0.067479,0,0,0.0167871,0.0102817,0.0110762,0,0.0127995,0,0.0279869,0.0142743,0.0155254,0.0111481,0,0.0103086,0,0.0134929,0.0106074,0.0114745,0.0177867,0.0186209,0.00952511,0.0018237,0,0,0.0208888,0,0.0167528,0.00962646,0.0547622,0.0243228,0.0156412,0.0156534,0,0.0101345,0.0224962,0.0150465,0.0159113,0.019764,0.0564691,0.0170426,0.0228948,0.00998658,0.0121429,0.0295831,0.00392771,0.00304188,0,0,0,0,0,0,0.00801072,0.00842629,0,0
1898,0.00837717,0.00494491,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00812198,0.0134249,0.00696517,0.0110535,0.015423,0,0.0304344,0.00756099,0.0673784,0,0,0.0167986,0.0105957,0.0111874,0,0.0127626,0,0.0279118,0.0143142,0.015557,0.011167,0,0.0106702,0,0.0134793,0.0106096,0.011561,0.0177391,0.0186463,0.00954448,0.00183377,0,0,0.0202925,0,0.0166834,0.00987076,0.0546351,0.0243018,0.0156771,0.0157951,0,0.0101338,0.0225671,0.0151624,0.0159147,0.0198187,0.0564628,0.0170757,0.0229707,0.00996437,0.0117961,0.0308117,0.00392631,0.00326346,0,0,0,0,0,0,0.00808513,0.00893393,0,0
1899,0.00938878,0.00375322,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019101,0.0126901,0.0154298,0.0079643,0.0169992,0,0.0310946,0.00870227,0.0626633,0,0,0.0168841,0.0082509,0.0120757,0,0.0103429,0,0.0249708,0.0164022,0.0174682,0.010984,0.0275365,0.0238129,0,0.013316,0.0112733,0.0109037,0.0165549,0.0182332,0.00755908,0.00409281,0,0,0.0232353,0,0.0177244,0.00989738,0.0545074,0.0238083,0.013622,0.0160777,0.00500359,0.00822035,0.0221524,0.0156285,0.0164603,0.018987,0.0557514,0.0163667,0.0220825,0.00885371,0.0137781,0.0298664,0.00270552,0.00469759,0,0,0,0,0,0,0.00836635,0.00978548,0,0
1900,0.00894018,0.00359002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194769,0.0121851,0.0157514,0.00835698,0.019251,0,0.0306887,0.0094074,0.0621128,0,0,0.0167533,0.00862135,0.0135672,0,0.00986899,0,0.0252677,0.0166069,0.0173983,0.0112949,0.0271232,0.0235601,0,0.0129313,0.0114011,0.0107484,0.0168116,0.0184174,0.00742168,0.00432525,0,0,0.0257513,0,0.0177675,0.0096017,0.0546289,0.0241411,0.0134518,0.0163314,0.00570932,0.00957237,0.0222346,0.0157545,0.0165988,0.0190396,0.0556841,0.0163665,0.0221611,0.00856536,0.0158553,0.0256943,0.00320313,0.00499619,0,0,0,0,0,0,0.0085593,0.00844832,0,0
