Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,STRN,T10,x74,x75,x76,x81,LBHD,LEAR,RTHI,RWRB,,x77
35,0.00730591,0.00969843,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00700966,0.0139174,0.00422748,0.00221993,0.0156843,0,0.0298466,0.00717144,0.0603453,0.0159329,0.0116598,0.0193422,0.00425955,0.0127835,0.00949772,0.011103,0.0199725,0.0234594,0.0150659,0.0144752,0.00281392,0.0276403,0.00870441,0.0138205,0.0144256,0.0100916,0.01886,0.0147355,0.0263211,0.00655186,0,0,0,0.102596,0,0.0239039,0.0526756,0.0542334,0.0322232,0.0133327,0.0129723,0.00321872,0.0186338,0.019764,0.0142587,0.0102727,0.0270662,0.0247378,0.0269933,0.025114,0.0156383,0.0639832,0.0318809,0.0111381,0.0122805,0,0,0,0,0,0,0.0104393,0,0,0
36,0.00721778,0.0102537,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0079168,0.0133561,0.00429594,0.0025079,0.0174583,0,0.0301496,0.00750569,0.060251,0.0153429,0.0114521,0.0192775,0.00420921,0.0132295,0.0095652,0.0110418,0.0201341,0.0236539,0.0152456,0.0145271,0.00302418,0.0273155,0.00959829,0.0151784,0.0145801,0.0101162,0.0201716,0.0146917,0.0269531,0.00699336,0,0,0,0.101031,0,0.0234619,0.0519306,0.0541654,0.0333935,0.013397,0.013821,0.00307335,0.0191745,0.0196612,0.0140761,0.009637,0.0274942,0.0252321,0.027259,0.0255936,0.0153164,0.0631272,0.0337668,0.0115047,0.0125962,0,0,0,0,0,0,0.0105994,0,0,0
37,0.0073191,0.0107236,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00791173,0.0133015,0.00441161,0.00318878,0.0178238,0,0.0302376,0.00766699,0.0600734,0.0148443,0.0115109,0.019196,0.00415818,0.0133426,0.00965693,0.0109387,0.0204082,0.0238891,0.0155018,0.0146675,0.00342303,0.0268387,0.010128,0.015392,0.0146561,0.0101163,0.0202348,0.0144506,0.0273993,0.00755075,0,0,0,0.100699,0,0.023184,0.0519402,0.0540406,0.0346028,0.0135819,0.0146625,0.00310889,0.0194613,0.0195714,0.0138244,0.00919541,0.027881,0.0259004,0.0274777,0.0260376,0.0151585,0.0629926,0.0333978,0.0116892,0.0129022,0,0,0,0,0,0,0.0108481,0,0,0
38,0.00775782,0.0108527,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00825316,0.0134382,0.00446732,0.00319687,0.0177073,0,0.0301207,0.00768675,0.0598577,0.0145878,0.0115419,0.0190564,0.00384265,0.0135833,0.00963334,0.0106927,0.0203651,0.0239926,0.0155458,0.0146384,0.00351577,0.026659,0.0106888,0.0152713,0.0146597,0.0101144,0.0199592,0.0141782,0.027531,0.00722865,0,0,0,0.101209,0,0.0231087,0.0524743,0.0539221,0.0353028,0.0136319,0.015163,0,0.0195936,0.0193964,0.0135549,0.009129,0.0279901,0.0266872,0.0274163,0.0262775,0.0150407,0.0633556,0.0317055,0.0117521,0.0130726,0,0,0,0,0,0,0.0109099,0,0,0
39,0.00804714,0.0113026,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00843863,0.0132616,0.00440457,0.00301725,0.0186526,0,0.0301535,0.0079885,0.0600389,0.0145839,0.0113325,0.0193301,0.00417287,0.0136272,0,0.0107922,0.0203066,0.0239242,0.0158005,0.0150343,0.00367146,0.0265696,0.0115209,0.015864,0.0145302,0.0102831,0.0203138,0.0139237,0.027843,0.00744382,0,0,0,0.0993511,0,0.0227247,0.0523787,0.0537798,0.0362076,0.0136764,0.0158298,0.00341968,0.0198902,0.0191729,0.013439,0.00860746,0.0280584,0.0276215,0.0273886,0.0267168,0.0141453,0.0623723,0.0348112,0.0122866,0.0132031,0,0,0,0,0,0,0.011285,0,0,0
40,0.00815022,0.0115103,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00838178,0.0131721,0.00445342,0.00312047,0.0189009,0,0.0302751,0.0080914,0.0600999,0.0147031,0.0112987,0.0192609,0.00408843,0.0137639,0,0.0106851,0.0203963,0.0239044,0.0157444,0.0149878,0.00365978,0.0265152,0.0115404,0.0160679,0.0146821,0.0102701,0.0199931,0.0137809,0.0280239,0.00729538,0,0,0,0.0985831,0,0.0225268,0.052673,0.0539846,0.0370854,0.0137267,0.0164413,0.00335036,0.0200638,0.0188484,0.0132853,0.00824351,0.0281902,0.0285177,0.0272613,0.0270956,0.01311,0.0619601,0.0357986,0.0125608,0.0133145,0,0,0,0,0,0,0.011813,0,0,0
41,0.00818356,0.0117138,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00785607,0.0131244,0.00478152,0.00320837,0.0188787,0,0.0302451,0.00812574,0.0600633,0.0151323,0.0112973,0.0188796,0.00404968,0.0138377,0.00966842,0.0104527,0.0204549,0.0240537,0.0153338,0.0143667,0.00353794,0.0265824,0.0106937,0.0160274,0.0146688,0.0103207,0.0194781,0.0138509,0.0280148,0.00701387,0,0,0,0.0973521,0,0.0222473,0.0527846,0.0541267,0.0380232,0.0136331,0.0169389,0.00332665,0.0203574,0.0185171,0.0131014,0.00799096,0.0282978,0.0292803,0.0269616,0.0272931,0.0119425,0.0612124,0.0372401,0.0127535,0.0133276,0,0,0,0,0,0,0.012436,0,0,0
42,0.0083929,0.0119507,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00782964,0.0131036,0.00504086,0.00315798,0.0188979,0,0.0302539,0.00816861,0.060015,0.0153467,0.0112676,0.0187804,0.00417128,0.013923,0.00957566,0.0102097,0.0203566,0.0241986,0.0152023,0.01407,0.00359291,0.026612,0.0105087,0.0159938,0.0147277,0.0103674,0.018693,0.014062,0.0278661,0.00686807,0,0,0,0.0954565,0,0.021828,0.0527239,0.0543169,0.0386628,0.0136702,0.0174805,0.00328519,0.0207008,0.0182218,0.0127623,0.00759364,0.0283757,0.0300452,0.0266965,0.0273828,0.0111145,0.0601161,0.0385955,0.0129585,0.0133612,0,0,0,0,0,0,0.0117828,0,0,0
43,0.00871863,0.0121066,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00762095,0.0131731,0.0050144,0.00459893,0.0188282,0,0.0301757,0.00814564,0.0588196,0.0142781,0.0114114,0.0183866,0.00331334,0.0141119,0.00841155,0.00883601,0.0203787,0.0245731,0.0154762,0.0139239,0.00424819,0.0259187,0.010355,0.0158498,0.0148248,0.0103639,0.0250548,0.0143768,0.0388681,0.00529778,0,0,0,0.0924449,0,0.0211307,0.0523071,0.0549929,0.0438887,0.0130199,0.0219081,0.00175177,0.021346,0.0222388,0.0116819,0.00705057,0.0344499,0.0301492,0.033028,0.0359619,0.0180393,0.0582917,0.0401419,0.0132076,0.0134158,0,0,0,0,0,0,0.0177649,0,0,0
44,0.00893404,0.0122653,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00726071,0.0132124,0.00535274,0.004636,0.0187214,0,0.0301377,0.00816969,0.0587548,0.0146033,0.0113376,0.0182567,0.00320983,0.0141908,0.0082964,0.00863782,0.0203472,0.0245942,0.0153688,0.0137377,0.00417012,0.0258998,0.00981467,0.0157343,0.0148458,0.0103833,0.0246373,0.014714,0.037547,0.00530962,0,0,0,0.0885764,0,0.0202561,0.0515166,0.0552111,0.0422207,0.012845,0.0221114,0.00163309,0.0218919,0.0217966,0.0115085,0.00665488,0.0339364,0.0309894,0.0321584,0.0350156,0.0178689,0.0558588,0.0414601,0.0132595,0.013461,0,0,0,0,0,0,0.0175133,0,0,0
45,0.00928932,0.0124815,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00370362,0.0134126,0.00643028,0.00487095,0.0182687,0,0.029935,0.00795973,0.058779,0.0156466,0.0112361,0.0177122,0.00284591,0.0141315,0.00854353,0.00819317,0.0204542,0.0248889,0.0149687,0.0128648,0.00419886,0.0261285,0.00694605,0.0153005,0.0148355,0.0102699,0.0239582,0.0149542,0.035635,0.00468223,0,0,0,0.0828034,0,0.0196994,0.0499033,0.0549642,0.0395925,0.0128904,0.0215655,0.00190794,0.0228256,0.0212626,0.011592,0.00659721,0.0325336,0.0319768,0.0307167,0.033186,0.0172106,0.0521037,0.044202,0.0133295,0.0132775,0,0,0,0,0,0,0.0174954,0,0,0
46,0.00922381,0.0122231,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00985197,0.013559,0.0113535,0.00700647,0.0179698,0,0.0297413,0.00787054,0.0593142,0.0174565,0.0105102,0.0148284,0.002567,0.0147127,0.00902666,0.00913424,0.0246515,0,0.0151288,0.0116012,0.0105673,0.0292739,0.0047763,0.0151946,0.0148179,0.0101639,0.0235561,0.0153901,0.0344874,0.00348061,0,0,0,0.0798718,0,0.0185562,0.0493075,0.0533841,0.0383613,0.0122863,0.0211375,0,0.0230603,0.0208657,0.011363,0.00629248,0.0313639,0.0326667,0.0295305,0.0319289,0.0170335,0.0501443,0.0436344,0.0128975,0.0137052,0,0,0,0,0,0,0.0160721,0,0,0
47,0.00942475,0.0124092,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00404167,0.0134339,0.00719701,0.0051357,0.0179394,0,0.0299087,0.00798413,0.0586609,0.0161145,0.0115008,0.0173828,0.00329978,0.0147908,0.00919172,0.00792213,0.0204559,0.0247712,0.0148861,0.0125809,0.00448271,0.0261058,0.00637296,0.015256,0.0148468,0.0101926,0.0216886,0.0162112,0.0328155,0.00467166,0,0,0,0.077282,0,0.0175771,0.0487911,0.0552164,0.0368814,0.0128009,0.0219371,0,0.0237478,0.0197731,0.0113399,0.00634111,0.0311824,0.0331147,0.0288979,0.0314859,0.0150218,0.0486506,0.042318,0.0132297,0.0136407,0,0,0,0,0,0,0.016479,0,0,0
48,0.00938968,0.0125493,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00683724,0.0135103,0.00654559,0.00501253,0.0176592,0,0.0299403,0.00785286,0.0586855,0.0154919,0.0114089,0.0178251,0.00366956,0.0146184,0.00878726,0.00827152,0.0203674,0.0248608,0.0153002,0.0133595,0.00449028,0.0257076,0.00893742,0.0151841,0.0150224,0.0100579,0.0206789,0.0164565,0.031101,0.00506665,0,0,0,0.0710406,0,0.0168753,0.0465122,0.0552688,0.03492,0.0123678,0.0216641,0,0.0242122,0.0191812,0.0113997,0.00638515,0.0301124,0.0337966,0.0276763,0.0302525,0.0136125,0.044976,0.0434523,0.0133108,0.0134834,0,0,0,0,0,0,0.0161181,0,0,0
49,0.00959335,0.0125828,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0064421,0.013907,0.00608033,0.00503287,0.0165245,0,0.029793,0.00753391,0.058835,0.0150917,0.0112777,0.0182841,0.00365687,0.0143307,0,0.00838102,0.020233,0.0254111,0.0157885,0.0139447,0.00459845,0.0253758,0.00989476,0.014503,0.0152512,0.00984835,0.0195318,0.0169285,0.0293375,0.00528879,0,0,0,0.0656563,0,0.0160426,0.0443245,0.0552082,0.032792,0.0122558,0.0212754,0,0.0244813,0.0186061,0.0116371,0.00654337,0.0289544,0.0344568,0.0263982,0.0290127,0.0122164,0.0417083,0.0435531,0.0132891,0.0132882,0,0,0,0,0,0,0.0158012,0,0,0
50,0.0103114,0.0125382,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00392284,0.0144377,0.0062736,0.00555452,0.0153941,0,0.0294839,0.00710958,0.0590489,0.0148585,0.0114892,0.0187523,0.00401926,0.0137356,0,0.00857495,0.0202769,0.0269231,0.0163489,0.0142727,0.00504258,0.0249417,0.00939771,0.013833,0.015434,0.009584,0.017975,0.0173821,0.0268581,0.0044161,0,0,0,0.0613291,0,0.0155004,0.0423246,0.0547088,0.0293249,0.0121751,0.0199027,0,0.0243343,0.0180137,0.01215,0.00714784,0.0268723,0.0352973,0.0244082,0.0266954,0.0110557,0.0391597,0.0422225,0.012905,0.0126489,0,0,0,0,0,0,0.0154519,0,0,0
51,0.0112743,0.0124339,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109471,0.0149771,0.0125178,0.00772659,0.0153543,0,0.0290271,0.0064743,0.0595633,0.0176489,0.0114617,0.0157529,0.00350582,0.0126985,0,0.00955984,0.0248034,0,0.0161103,0.012747,0.0111678,0.0286867,0.00605883,0.0139661,0.0157134,0.00929861,0.0176539,0.0180949,0.0255363,0.00307982,0.0325202,0,0,0.0589353,0,0.0145165,0.0410442,0.0523721,0.027541,0.0119881,0.0187385,0,0.0230887,0.017449,0.012885,0.0079522,0.0254344,0.0355948,0.0228879,0.0251455,0.0108911,0.0382477,0.0408746,0.012029,0.0117569,0,0,0,0,0,0,0.0138691,0,0,0
52,0.0118588,0.0131961,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00481846,0.0198572,0.0063594,0.00572549,0.0236803,0,0.0215222,0.0117732,0.059594,0.0147429,0.0120524,0.0190993,0.00504362,0.0127698,0,0.00886098,0.0199601,0.0276929,0.0165515,0.0145732,0.00498782,0.0250514,0.00959802,0.0171132,0,0.0165844,0.0157973,0.0186035,0.0231646,0.00471615,0,0,0,0.0562492,0,0.0137007,0.0397025,0.054276,0.0252304,0.0128495,0.0195715,0,0.0242049,0.0167519,0.0126429,0.00779188,0.0251576,0.0364316,0.0218756,0.0245447,0.00865956,0.0368924,0.0399806,0.0131776,0.0122868,0,0,0,0,0,0,0.0144352,0,0,0
53,0.0117509,0.0126836,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00760992,0.0151931,0.00596741,0.00615392,0.0143755,0,0.0290243,0.00630933,0.0594964,0.0139344,0.0123825,0.0197734,0.00610009,0.0119148,0,0.00977395,0.0205253,0.0274664,0.0172896,0.0153586,0,0.024512,0.0111566,0.013158,0.0157751,0.00919777,0.0136077,0.0191873,0.0181928,0.00463799,0.031103,0,0,0.0520402,0,0.0132681,0.0377288,0.0536557,0.0200701,0.0127062,0.0180528,0,0.0225649,0.0153552,0.0135937,0.00856947,0.0221225,0.0371553,0.019112,0.0205981,0.00702776,0.0350089,0.039114,0.0123762,0.0111835,0,0,0,0,0,0,0.0130629,0,0,0
54,0.0115308,0.0126423,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00697336,0.01512,0.0064062,0.0059382,0.0141983,0,0.0288721,0.00635426,0.0597137,0.0142946,0.0120971,0.0196845,0.00633013,0.0121956,0,0.00987789,0.020449,0.0272382,0.0170542,0.0150433,0.00539519,0.0247286,0.010061,0.0129612,0.0155577,0.009269,0.0124078,0.019928,0.0147224,0.00505607,0.0303214,0,0,0.0477973,0,0.0123966,0.0353072,0.05361,0.0185745,0.0127283,0.0171431,0,0.0227467,0.0142903,0.0138877,0.00912732,0.0202051,0.0380938,0.0167469,0.0178849,0.0067084,0.0329039,0.0385332,0.0125448,0.0112708,0,0,0,0,0,0,0.0117252,0,0,0
55,0.0100963,0.0126282,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00662906,0.0146385,0.0067478,0.00476625,0.0141062,0,0.0290729,0.00706091,0.0601994,0.0146213,0.0111565,0.0195978,0.00622748,0.0137939,0,0.0096677,0,0.0270178,0.0166959,0.0146107,0.00476936,0.0253712,0.00892633,0.012948,0.0150388,0.00957428,0.0119843,0.0207086,0.0133776,0.00558181,0,0,0,0.0424166,0,0.0116275,0.0319201,0.0538654,0.0201862,0.012654,0.0164902,0.00513784,0.0239245,0.0136178,0.0137834,0.00961852,0.0190375,0.0392049,0.015026,0.0165655,0.00770548,0.0297241,0.0376767,0.0134121,0.0124339,0,0,0,0,0,0,0.0103151,0,0,0
56,0.0093397,0.0126192,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00641438,0.0147947,0.00683633,0.0044496,0.0135926,0,0.0291247,0.00707392,0.0602074,0.0145823,0.0110125,0.0195108,0.00646217,0.0141392,0,0.00968515,0.0196097,0.0267068,0.0164203,0.0144016,0.00433394,0.025861,0.00780996,0.0126515,0.0152089,0.00941431,0.0120189,0.0215269,0.0134769,0.00596107,0,0,0,0.0364177,0,0.0106447,0.0281798,0.0539337,0.022204,0.0127295,0.016114,0,0.0242472,0.0131483,0.0138239,0.0103809,0.0185259,0.0401596,0.014098,0.0162821,0.00914482,0.0262369,0.0368268,0.0135827,0.0125329,0,0,0,0,0,0,0.00946196,0,0,0
57,0.00949944,0.0125617,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00565591,0.0150738,0.00732934,0.00458713,0.0128488,0,0.0288588,0.00694516,0.0601128,0.0148112,0.0109713,0.0195149,0.00688748,0.014101,0,0.00982185,0.0194353,0.0264142,0.0163142,0.0143132,0.00420009,0.0261295,0.00636945,0.0121684,0.0151207,0.00933509,0.0117454,0.0223366,0.0124355,0.00577361,0,0,0,0.0299049,0,0.00979742,0.0242765,0.0536536,0.0208842,0.0125919,0.0160096,0,0.0247836,0.0131319,0.0139203,0.0106741,0.0179696,0.0408797,0.0132421,0.0155947,0.00974001,0.0221286,0.0358375,0.0134915,0.0121746,0,0,0,0,0,0,0.00946393,0,0,0
58,0.00981297,0.0125837,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00464099,0.0153887,0.00792912,0.00470921,0.0120872,0,0.0283687,0.00683802,0.0599743,0.0151843,0.0110091,0.0194964,0.007362,0.014185,0,0.00991185,0.0194706,0.0263066,0.0162574,0.0141029,0.00416054,0.0263427,0.00513944,0.011696,0.0147797,0.00944335,0.0116995,0.0244863,0.0114978,0.00572812,0,0,0,0.0256062,0,0.008653,0.021648,0.0533318,0.0197928,0.0126099,0.0159299,0,0.0255229,0.0131701,0.0139864,0.0107794,0.0174349,0.0415945,0.0124146,0.0150535,0.0105101,0.0190252,0.0353128,0.0135024,0.0119345,0,0,0,0,0,0,0.0094983,0,0,0
59,0.00884354,0.0108626,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00513573,0.0154792,0.00959564,0.00460568,0.0118332,0,0.0281149,0.00660141,0.059987,0.0165747,0.0104495,0.0188402,0.00699835,0.0139961,0,0.00943949,0.019527,0.0262306,0.0155781,0.0130334,0.0041014,0.0270437,0.00530707,0.0117957,0.0146661,0.00943797,0.0118589,0,0.0105023,0.00561511,0,0,0,0.0190302,0,0.0157929,0.00563551,0.0528509,0.0186969,0.0131338,0.0155713,0,0.0218268,0.0132964,0.0139903,0.0108575,0.0166314,0.0423584,0.011409,0.0142983,0.0113978,0.0161943,0.0337275,0.0118406,0.0111736,0,0,0,0,0,0,0.00952408,0,0,0
60,0.00846662,0.0102358,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00731986,0.0157297,0.0107448,0.00590949,0.0111876,0,0.0282286,0.00659354,0.0605291,0.0144119,0.0100223,0.0134481,0.00415859,0.0146633,0,0.00817379,0.0240014,0,0.0149269,0.0115375,0.0109882,0.0295938,0.0032777,0.0117941,0.0151657,0.00907963,0.0125561,0,0.00934478,0.00423143,0,0,0,0.0208432,0,0.0153768,0.00758584,0.0509153,0.0172961,0.0130977,0.0145572,0,0.0213942,0.0138461,0.0138867,0.0116217,0.015436,0.0431596,0.0100458,0.0132772,0.0127906,0.015953,0.0314527,0.0111746,0.0115843,0,0,0,0,0,0,0.00800318,0,0,0
61,0.00825962,0.00978727,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00626057,0.0158071,0.0100884,0.00575808,0.0108476,0,0.0286049,0.00650239,0.0605301,0.0139157,0.00983787,0.0131058,0.00421811,0.0148454,0,0.00810277,0.0240736,0,0.014793,0.0113196,0.0110227,0.0295883,0.00396943,0.0119588,0.0157724,0.00875911,0.0127325,0,0.00885851,0.00426175,0,0,0,0.0247554,0,0.0151766,0.0108226,0.050757,0.0170029,0.0133441,0.0143114,0,0.0206987,0.0138904,0.0140126,0.0119672,0.0151734,0.0437654,0.00951992,0.0130771,0.0134963,0.0168494,0.0306005,0.010634,0.011635,0,0,0,0,0,0,0.00753142,0,0,0
62,0.00805903,0.0095528,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00840285,0.015773,0.0119108,0.00404263,0.0105588,0,0.0281232,0.00651599,0.0601611,0,0.00950837,0.0178905,0.00683281,0.0148565,0,0.00892668,0.0190823,0.0229703,0.014381,0.0117985,0.0046661,0.0282865,0.00819808,0.0118261,0.0150577,0.00901002,0.0129067,0,0.00932626,0.00565098,0,0,0,0.0290705,0,0.014829,0.0140419,0.0522304,0.0177862,0.0138693,0.0152545,0,0.0201471,0.0133879,0.0143032,0.0118465,0.0159584,0.0442329,0.0098346,0.0136793,0.0140801,0.0182195,0.0297799,0.0104426,0.0115901,0,0,0,0,0,0,0.00807076,0,0,0
63,0.00785066,0.00904014,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00820039,0.0159133,0.0118043,0.0045537,0.0101089,0,0.0277116,0.00666106,0.0599251,0.0180642,0.00964479,0.0180944,0.00699585,0.0149738,0,0.00892345,0,0.0228207,0.0147762,0.0119688,0.0048404,0.0281184,0.00374811,0.0117578,0.0146184,0.00911193,0.01314,0,0.00915372,0.00549536,0,0,0,0.0341763,0,0.0145296,0.0172684,0.0520647,0.017483,0.0140299,0.0153054,0,0.0193168,0.0134397,0.01455,0.0122257,0.0159517,0.0445872,0.00964206,0.0135279,0.0147157,0.019839,0.0291641,0.00963515,0.0114728,0,0,0,0,0,0,0.00779936,0,0,0
64,0.00751509,0.00854812,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00898467,0.0161881,0.0119494,0.00441879,0.00963889,0,0.0275382,0.00687145,0.0600106,0.0177368,0.00954002,0.0181528,0.00711231,0.0150148,0,0.00892932,0.0194392,0.0226824,0.0147522,0.0119323,0.00480079,0.028412,0.00245245,0.0117682,0.0146511,0.00897228,0.0132535,0,0.00902313,0.00551976,0,0,0,0.0387934,0,0.0143655,0.0199296,0.0519735,0.0175536,0.0141957,0.0152554,0,0.0188466,0.0134695,0.0146391,0.0124389,0.0160079,0.045022,0.00925467,0.0135741,0.0153944,0.0213177,0.0285765,0.00901051,0.0113672,0,0,0,0,0,0,0.00778225,0,0,0
65,0.00727141,0.00808723,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00996704,0.0163631,0.0128824,0.00445165,0.00935114,0,0.0274453,0.0070775,0.0600137,0.0184263,0.009599,0.0179661,0.00733068,0.0149951,0.00719258,0.00889706,0.0195467,0.0227413,0.014571,0.0116443,0.005158,0.028659,0.00350654,0.0118173,0.0147259,0.00883831,0.0133676,0,0.00898113,0.00541604,0,0,0,0.0429617,0,0.0141098,0.0222517,0.0517622,0.0177841,0.014231,0.0153004,0,0.0185106,0.0135029,0.0146855,0.0127208,0.0161746,0.0453366,0.00912623,0.0137987,0.0161109,0.0230143,0.0279136,0.00836664,0.0111979,0,0,0,0,0,0,0.00744791,0,0,0
66,0.0071006,0.00775847,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103374,0.0165107,0.0132316,0.00436118,0.00918036,0,0.0272936,0.00731113,0.0599925,0.0186601,0.00955543,0.018048,0.00755279,0.0150266,0.00715892,0.00894617,0.0192885,0.0226205,0.0145647,0.0115386,0.00512905,0.028839,0.00434498,0.0118552,0.0147266,0.00875708,0.013425,0,0.00911569,0.00548358,0,0,0,0.0464329,0,0.0138075,0.0244844,0.0515183,0.0181875,0.0143683,0.0154429,0,0.0183021,0.0136197,0.0147478,0.0129004,0.0163299,0.0455353,0.0092115,0.014141,0.0167445,0.0243375,0.0272104,0.00781606,0.0110983,0,0,0,0,0,0,0.00717478,0,0,0
67,0.00698698,0.00734585,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106983,0.0166445,0.0135775,0.00420916,0.00911437,0,0.0271228,0.00755044,0.0599484,0.0189049,0.00948206,0.0180915,0.00772246,0.0151393,0.00704922,0.00889968,0.0191119,0.0224969,0.0145206,0.0113941,0.00509851,0.0290105,0.0052784,0.0119027,0.0146892,0.00869445,0.0136262,0,0.00933061,0.0056363,0,0,0,0.0498839,0,0.0134472,0.0266394,0.0513258,0.018686,0.0144789,0.0155877,0,0.0180516,0.0137831,0.0147426,0.0127652,0.0163545,0.0457508,0.00915168,0.0143759,0.0174657,0.0256073,0.0267247,0.0072464,0.0110699,0,0,0,0,0,0,0.00705653,0,0,0
68,0.00692882,0.00688516,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110631,0.0168186,0.013883,0.00404681,0.00909509,0,0.0269482,0.00778357,0.0598944,0.0191509,0.00940013,0.0180629,0.00783138,0.0153406,0.00694521,0.0088138,0.0190306,0.0224199,0.0144545,0.011268,0.0050521,0.0292101,0.00626768,0.0119709,0.0146986,0.00862365,0.0138624,0,0.00963743,0.00583767,0,0,0,0.053258,0,0.0130184,0.0287,0.0512308,0.0192688,0.0145323,0.0160292,0,0.0178509,0.0139214,0.0146199,0.0124075,0.0166689,0.0459581,0.00917746,0.0147934,0.0181509,0.027517,0.0265619,0.00665219,0.0111554,0,0,0,0,0,0,0.00693284,0,0,0
69,0.00692789,0.00646793,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113343,0.0169923,0.0140725,0.00394161,0.00917785,0,0.0267587,0.00804796,0.0598278,0.019268,0.00933452,0.0180331,0.00787129,0.0155534,0.0068502,0.00874647,0.0190186,0.0223963,0.0144123,0.0112707,0.00506975,0.0293604,0.00711327,0.0120228,0.0147026,0.00854296,0.0141999,0,0.0100537,0.00587679,0,0,0,0.0561045,0,0.0125773,0.0308229,0.0511977,0.0198575,0.0145685,0.0162332,0,0.0177724,0.0140627,0.0144689,0.0121299,0.0170209,0.046108,0.00935122,0.0152694,0.0187992,0.0297087,0.0265106,0.00610883,0.0113597,0,0,0,0,0,0,0.00690091,0,0,0
70,0.00683137,0.00590095,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114651,0.0171165,0.0140122,0.00399458,0.00943914,0,0.0266024,0.0083708,0.0596949,0.0190075,0.00935177,0.0180929,0.00782021,0.0157164,0.00665315,0.00865697,0,0.0223855,0.0145259,0.0112087,0.00485404,0.0292237,0.00810758,0.0120947,0.0146546,0.00848177,0.0145121,0,0.0104668,0.00575991,0,0,0,0.0593233,0,0.01206,0.0322819,0.0511401,0.0204139,0.0146223,0.0162708,0,0.0173975,0.0142775,0.0143631,0.0119256,0.0172298,0.0462083,0.00925917,0.0155423,0.0193151,0.0312455,0.0263278,0.00551931,0.0115296,0,0,0,0,0,0,0.00693776,0,0,0
71,0.00649886,0.0053547,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119726,0.0171918,0.0144443,0.00371302,0.00997657,0,0.0264849,0.00893972,0.0597442,0.0193918,0.00922976,0.0179732,0.00782932,0.015869,0.00668719,0.00864496,0.0190029,0.0223227,0.0143047,0.0110245,0.00505648,0.0297093,0.00858068,0.0121924,0.0145941,0.00842204,0.0146972,0,0.0109926,0.00598982,0,0,0,0.0616295,0,0.011576,0.0332737,0.0512485,0.0211736,0.0147849,0.0165253,0,0.0169037,0.0145005,0.0142155,0.0117518,0.0174808,0.0463306,0.00958436,0.0159613,0.0198251,0.0319043,0.0261505,0.00508226,0.0116996,0,0,0,0,0,0,0.00702582,0,0,0
