Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,LEAR,,LBHD,LTHII,LTHI,x80,x90
456,0.14244,0.110292,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0139861,0.0254951,0.0182678,0.0472016,0.0454258,0,0.0168707,0.0145723,0.0486177,0.0254762,0.0477709,0.0488766,0.0539314,0.209925,0.0392209,0.0292422,0.0386005,0.0296537,0.0312051,0.0311652,0.0117436,0.0894577,0,0.0184001,0.0125409,0.0207631,0.0173561,0.0451392,0.102653,0,0,0,0,0.0121201,0.0684712,0.0396362,0.0237735,0.0176338,0.0352983,0.0528675,0.0321879,0.00737691,0.0221151,0.0184743,0.0205361,0.0137629,0.028352,0.0131867,0.0100383,0.00892537,0.0706442,0.00837077,0.0378001,0.124846,0.100938,0,0,0,0,0,0,0.0446526,0.028018,0,0
457,0.14212,0.110048,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0221104,0.0255728,0.01765,0.0469586,0.0456277,0,0.0169173,0.0146773,0.0494546,0.0255817,0.047414,0.0461708,0.0535092,0.209478,0.0389247,0.0275844,0.0352256,0.0249056,0.0267344,0.0258297,0.0210128,0.0894114,0,0.0184782,0.0128225,0.0197001,0.0175004,0.0455487,0.102483,0,0,0,0,0.0126341,0.0684797,0.0402081,0.0251932,0.0172697,0.0358206,0.0532259,0.0325297,0.00741508,0.021794,0.0186409,0.0210661,0.0141307,0.0281658,0.0133556,0.0108959,0.01055,0.0710645,0.00801732,0.0377243,0.124621,0.100684,0,0,0,0,0,0,0.0426907,0.0272979,0,0
458,0.141703,0.109852,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0239975,0.0256026,0.0210551,0.0459622,0.0457557,0,0.0169811,0.0147649,0.0507281,0.0319443,0.0458751,0.052897,0.0532161,0.209113,0.046539,0.0276882,0.0385221,0.0285051,0.0265999,0.0235042,0.022693,0.089418,0,0.0185975,0.0140056,0.0192968,0.0181339,0.045839,0.102404,0,0,0,0,0.0128205,0.0685522,0.0405916,0.0270936,0.0164428,0.0371529,0.0542417,0.0323853,0.00731071,0.0216855,0.019063,0.0217954,0.014697,0.0277409,0.0135229,0.0118844,0.0136346,0.0710516,0.00821951,0.0378557,0.124474,0.100704,0,0,0,0,0,0,0.0463382,0.0323009,0,0
459,0.141422,0.109623,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299515,0.0256324,0.0273111,0.0456049,0.0458342,0,0.017025,0.0148552,0.0521525,0.040673,0.0448959,0.0555116,0.0530412,0.208677,0.0511387,0.0271327,0.0388939,0.0289178,0.0256967,0.0200868,0.0284253,0.0893865,0,0.0186826,0.0151601,0.0188433,0.0188646,0.0461928,0.10247,0,0,0,0,0.0132471,0.068507,0.0411358,0.0286808,0.015925,0.0383359,0.0551287,0.0323274,0.0073174,0.0214807,0.019572,0.0225899,0.0153309,0.0272634,0.0137969,0.0127929,0.0164275,0.0711745,0.00825213,0.0378462,0.124213,0.100581,0,0,0,0,0,0,0.0472764,0.0350297,0,0
460,0.141267,0.109397,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0294376,0.0255163,0.027718,0.0455539,0.0458862,0,0.0169094,0.0147679,0.0527547,0.041459,0.0444029,0.0555278,0.0530437,0.208234,0.0525462,0.0265717,0.0391881,0.029545,0.0263141,0.019338,0.0277642,0.0892793,0,0.0186761,0.0160865,0.0182721,0.0195628,0.0465153,0.102426,0,0,0,0,0.0138322,0.0683445,0.0416844,0.0298492,0.0155295,0.0391634,0.0558643,0.0325004,0.00756732,0.0215035,0.0200355,0.0230614,0.0156792,0.0269297,0.0139539,0.0134533,0.018711,0.0713392,0.00805748,0.0376849,0.123954,0.100371,0,0,0,0,0,0,0.0467798,0.0357772,0,0
461,0.141183,0.109152,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028399,0.0254059,0.0278912,0.0455639,0.0459799,0,0.0167916,0.0146396,0.0533226,0.0418408,0.0440896,0.0550215,0.0531816,0.207847,0.0535902,0.0260054,0.0393801,0.0300446,0.0269724,0.0186631,0.0265634,0.0891294,0,0.0186473,0.0168785,0.0177314,0.020246,0.0466713,0.102328,0,0,0,0,0.0143884,0.068138,0.0422388,0.0310023,0.015149,0.0398958,0.0566284,0.0327385,0.007874,0.0215057,0.0203318,0.0236061,0.0161543,0.0266231,0.014205,0.0141855,0.0208833,0.071339,0.0076858,0.0374045,0.123677,0.100197,0,0,0,0,0,0,0.0462195,0.0363717,0,0
462,0.14113,0.10882,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264694,0.0253213,0.0279548,0.0453855,0.0461953,0,0.0167317,0.014613,0.0540293,0.0421309,0.0438546,0.0545675,0.0528795,0.207437,0.0544857,0.0252808,0.039847,0.030662,0.0278331,0.0181324,0.024656,0.0891244,0,0.0187104,0.0205548,0.017193,0.0261728,0.0465068,0.102396,0,0,0,0,0.0149876,0.067892,0.0429717,0.0376828,0.0150088,0.0379093,0.056982,0.0330003,0.00707032,0.0197426,0.0188184,0.0233538,0.0140548,0.0290794,0.0137502,0.0151858,0.0259246,0.0714068,0.0073165,0.0369778,0.123214,0.100152,0,0,0,0,0,0,0.0454933,0.0369198,0,0
463,0.141142,0.108553,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234779,0.0252686,0.0277056,0.0452951,0.0464484,0,0.0167523,0.0146181,0.0547247,0.0422064,0.0436587,0.0540872,0.0525917,0.207076,0.055189,0.0246377,0.0404015,0.0313628,0.0286081,0.0177689,0.0216331,0.0892337,0,0.0188389,0.0270449,0.016711,0.0337676,0.0465072,0.102546,0,0,0,0,0.0153769,0.0676312,0.0436762,0.045828,0.0149647,0.0358547,0.0572425,0.0331796,0.00667011,0.0179959,0.0175183,0.0232957,0.0137466,0.0330534,0.01642,0.0183268,0.0327426,0.07166,0.00694254,0.0365031,0.122805,0.100104,0,0,0,0,0,0,0.044697,0.0372776,0,0
464,0.141208,0.108327,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0193661,0.0252903,0.0271491,0.0451607,0.0467499,0,0.0168695,0.0146416,0.0553809,0.0422017,0.0435902,0.0532661,0.0525011,0.206719,0.055508,0.0239616,0.0407225,0.0318467,0.029138,0.0174476,0.0175421,0.0893753,0,0.0189746,0.0343374,0.0162816,0.0414281,0.046748,0.102545,0,0,0,0,0.0157725,0.0673935,0.0442778,0.0537679,0.0150772,0.03437,0.0574842,0.0333602,0.0068093,0.0167066,0.0168934,0.0235965,0.0157237,0.0374603,0.0209557,0.0225979,0.0399942,0.071927,0.00654654,0.0360409,0.122392,0.100099,0,0,0,0,0,0,0.0437669,0.0373164,0,0
465,0.141321,0.108098,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141384,0.0253036,0.0263586,0.0450533,0.047067,0,0.0169742,0.0146376,0.0559491,0.0421078,0.043682,0.0522345,0.0525659,0.206407,0.0555721,0.0232893,0.0409918,0.0323074,0.0296355,0.0171763,0.0123406,0.0894674,0,0.0190367,0.0414002,0.0158528,0.0486453,0.0470141,0.102723,0,0,0,0,0.0161588,0.0671115,0.0448589,0.0612668,0.0152951,0.0333394,0.0578072,0.0335497,0.00747376,0.0158387,0.0167145,0.0239471,0.0189051,0.0419942,0.0258549,0.0271397,0.0470984,0.0720383,0.00607171,0.0355778,0.121927,0.100126,0,0,0,0,0,0,0.0427918,0.0370215,0,0
466,0.141526,0.107882,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00837933,0.0252378,0.0256571,0.0451236,0.0473806,0,0.0170275,0.0145219,0.0564655,0.0421719,0.0439137,0.0510172,0.0526932,0.2061,0.0553568,0.0227487,0.0411875,0.0327115,0.0299284,0.0169635,0.00723673,0.0894563,0,0.0191401,0.0475553,0.0152144,0.0547887,0.0472311,0.103099,0,0,0,0,0.0167375,0.0665665,0.0453719,0.0678752,0.0154642,0.0327817,0.058253,0.0336594,0.00850219,0.0153569,0.016845,0.0243055,0.0223852,0.0462506,0.0303489,0.0314966,0.0535458,0.0719894,0.00533216,0.0349535,0.121454,0.100208,0,0,0,0,0,0,0.0418136,0.0362595,0,0
467,0.141728,0.107723,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00365777,0.0250468,0.0248775,0.0452488,0.0475779,0,0.0169387,0.0143793,0.0568681,0.041944,0.0443253,0.0497015,0.0526502,0.205771,0.0546879,0.0223951,0.0409517,0.0327356,0.029888,0.0166672,0.00990772,0.0894344,0,0.0192986,0.0525109,0.0146568,0.059771,0.047398,0.103202,0,0,0,0,0.0172311,0.0661505,0.0459888,0.0732786,0.0155596,0.032584,0.0583747,0.0338073,0.00957696,0.0151821,0.0172129,0.0248015,0.0256595,0.0498731,0.0342936,0.0353138,0.0587659,0.0720859,0.00496256,0.0341801,0.120984,0.100266,0,0,0,0,0,0,0.0408389,0.0351646,0,0
468,0.147693,0.109957,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00694257,0.0241989,0.0233231,0.0437284,0.0518032,0,0.0175709,0.0161054,0.0583702,0.0389962,0.0438842,0.0454806,0.048298,0.211393,0.0512751,0.022648,0.0383114,0.0305353,0.0284279,0.0157536,0.0153484,0.0945901,0,0.0196539,0.0214852,0.0155736,0.02441,0.0468961,0.106981,0,0,0,0,0.0162835,0.0675951,0.0425942,0.0384193,0.019625,0.0340909,0.0527833,0.0366647,0.00488705,0.0220814,0.0160715,0.0203933,0.0134879,0.0315974,0.0131957,0.0159592,0.0289577,0.0750458,0.00579082,0.0349352,0.121159,0.104404,0,0,0,0,0,0,0.0387677,0.0335919,0,0
469,0.14705,0.109413,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163218,0.0236721,0.0236485,0.0444585,0.0518223,0,0.0181975,0.0153703,0.0591108,0.0393798,0.0451448,0.0445265,0.0486636,0.210564,0.0508718,0.0226278,0.0375106,0.0310323,0.0278643,0.0142999,0.0254471,0.0940903,0,0.0188934,0.0217374,0.0148224,0.0230333,0.0469399,0.106856,0,0,0,0,0.0171806,0.0668835,0.0425914,0.0374874,0.0201356,0.0337129,0.0523067,0.0362446,0.00453077,0.0226701,0.0156709,0.0196769,0.0135095,0.0315119,0.0128084,0.0159096,0.0297114,0.0745397,0.00611984,0.0346097,0.120777,0.10411,0,0,0,0,0,0,0.0385106,0.0324396,0,0
470,0.147885,0.109345,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0257378,0.0239825,0.0243671,0.0448819,0.0524313,0,0.0183016,0.016112,0.05846,0.0386922,0.04558,0.0430121,0.0481747,0.210978,0.0492373,0.0231591,0.0365614,0.0316746,0.0272727,0.0141283,0.0354587,0.0947437,0,0.0193415,0.0224109,0.0153253,0.0241516,0.046879,0.107903,0,0,0,0,0.0168237,0.0668929,0.0433018,0.0390011,0.0200402,0.0332109,0.0516443,0.0370577,0.00378991,0.0218298,0.0151085,0.0193895,0.0140818,0.0318637,0.0133792,0.0169539,0.031383,0.0749339,0.00632907,0.0343285,0.120129,0.105081,0,0,0,0,0,0,0.0381058,0.029544,0,0
471,0.148346,0.109391,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0332928,0.0241021,0.025308,0.0454136,0.0527161,0,0.0180797,0.0162869,0.0579648,0.037207,0.0464331,0.0408344,0.0481137,0.211179,0.046883,0.0247862,0.0349115,0.0311447,0.026246,0.014145,0.0435813,0.0951278,0,0.0195641,0.0231962,0.0155193,0.0245157,0.046662,0.10834,0,0,0,0,0.01664,0.0667547,0.0438199,0.0394765,0.0198609,0.0327189,0.0513099,0.03731,0.00331326,0.0215367,0.014741,0.0191425,0.0142128,0.0320281,0.0135214,0.0169994,0.0329058,0.0750025,0.00673643,0.0342764,0.119824,0.105675,0,0,0,0,0,0,0.0377574,0.0264833,0,0
472,0.147959,0.108958,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0393915,0.0234953,0.026658,0.0468001,0.0524991,0,0.0184247,0.0156533,0.057734,0.0356118,0.0482821,0.0381693,0.0485222,0.210611,0.04458,0.0266974,0.0329588,0.0294899,0.0248071,0.0135153,0.0495055,0.0946713,0,0.0189868,0.0238042,0.0148751,0.0239302,0.0466595,0.108279,0,0,0,0,0.017286,0.0658529,0.0441921,0.0392214,0.0203602,0.0324409,0.0511262,0.0370595,0.00324526,0.0218574,0.0146027,0.0186973,0.0142315,0.0317094,0.0130119,0.0167352,0.0340897,0.0742229,0.00685994,0.0339462,0.119487,0.105578,0,0,0,0,0,0,0.0377502,0.0242493,0,0
473,0.14865,0.109177,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0436572,0.0238353,0.0274032,0.0476495,0.0527609,0,0.0180146,0.0160521,0.057081,0.0339335,0.0493486,0.0348516,0.04831,0.211114,0.0415454,0.0290161,0.0304484,0.0270909,0.0231003,0.0137861,0.0535997,0.0953375,0,0.0193957,0.0247493,0.0150505,0.0252029,0.0464047,0.108526,0,0,0,0,0.0170277,0.065645,0.0448544,0.0408323,0.0199849,0.0320035,0.0509184,0.037437,0.00290697,0.0214139,0.0141165,0.0187637,0.014752,0.0318789,0.013514,0.0177521,0.035722,0.0744135,0.0070032,0.0339032,0.119361,0.10627,0,0,0,0,0,0,0.0379541,0.0210063,0,0
474,0.148771,0.10912,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0473926,0.0238007,0.0281226,0.0487182,0.052961,0,0.0180651,0.0160659,0.0564298,0.0328475,0.0507492,0.0309345,0.0482723,0.211121,0.0383424,0.0310074,0.0275246,0.0246584,0.0216732,0.0137655,0.0564541,0.0955498,0,0.0193423,0.0249527,0.0149799,0.0252779,0.0462414,0.108696,0,0,0,0,0.0170878,0.0651044,0.045462,0.041385,0.0199438,0.0316011,0.0507732,0.0373784,0.0028942,0.0214117,0.0137703,0.0185556,0.0150859,0.0315931,0.0138441,0.018435,0.0365721,0.0742789,0.00713033,0.0337336,0.119206,0.106559,0,0,0,0,0,0,0.0383156,0.0182505,0,0
475,0.149116,0.109183,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0499339,0.0240584,0.0290152,0.0493812,0.053164,0,0.018083,0.016401,0.0555435,0.0323232,0.0517865,0.0265423,0.0482974,0.211345,0.0347039,0.0324066,0.0249787,0.0225127,0.0208076,0.0138013,0.0576722,0.0961025,0,0.0196447,0.024973,0.0151514,0.0256822,0.0459617,0.108874,0,0,0,0,0.0168805,0.0649825,0.0460399,0.0422773,0.0197069,0.0312815,0.0502573,0.0373635,0.00282953,0.0213763,0.0135042,0.0183546,0.0155944,0.0313188,0.0145321,0.0191313,0.0374163,0.074208,0.00724739,0.0336776,0.119023,0.107011,0,0,0,0,0,0,0.0384442,0.0158716,0,0
476,0.144005,0.107094,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0532365,0.0247433,0.0312733,0.050779,0.0498898,0,0.0176103,0.0147146,0.0537628,0.0334302,0.0533937,0.0234688,0.0514837,0.206085,0.031996,0.033949,0.0236065,0.0222105,0.0208094,0.0144611,0.0605723,0.0919645,0,0.0194022,0.0493923,0.0148835,0.0560212,0.0460986,0.105374,0,0,0,0,0.0170145,0.0641208,0.0493159,0.0718156,0.0162632,0.0307015,0.0540095,0.0345179,0.00847657,0.0162915,0.0150978,0.0228126,0.0266427,0.0468275,0.0327466,0.035423,0.0604303,0.0716242,0.00746444,0.033469,0.118398,0.103675,0,0,0,0,0,0,0.0386339,0.0136772,0,0
477,0.148782,0.108809,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0429798,0.0237261,0.0323406,0.04978,0.0533775,0,0.0184609,0.0162511,0.0525169,0.0370873,0.0533814,0.018758,0.0484546,0.210795,0.0254392,0.0323167,0.0221049,0.0188974,0.0204532,0.0153403,0.046883,0.0961981,0,0.0193198,0.0233129,0.0152984,0.0239722,0.0452433,0.108581,0,0,0,0,0.0166806,0.0644754,0.0469883,0.0419759,0.0192826,0.0304344,0.0498405,0.0366064,0.00260046,0.0218298,0.0129277,0.0181177,0.0172438,0.0296619,0.0152403,0.0198392,0.037439,0.0732356,0.00719332,0.0336052,0.118489,0.107294,0,0,0,0,0,0,0.0352592,0.0136002,0,0
478,0.149944,0.1093,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0416876,0.0241156,0.0343983,0.0502319,0.0531747,0,0.0184182,0.0164548,0.0520661,0.0399157,0.0540941,0.0190768,0.0484597,0.211552,0.0246484,0.032273,0.0226333,0.0187073,0.0207536,0.0145276,0.0445529,0.0969274,0,0.0193572,0.0242633,0.0148601,0.0281133,0.0454679,0.109055,0,0,0,0,0.0170026,0.0638405,0.0472291,0.0470362,0.0193358,0.03023,0.0498192,0.0368281,0.00297753,0.0212578,0.0130261,0.0183575,0.0183495,0.0300131,0.0166695,0.02212,0.0398354,0.0732688,0.00710603,0.0331483,0.118634,0.107851,0,0,0,0,0,0,0.0345381,0.0143113,0,0
479,0.150578,0.109604,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406616,0.0239897,0.0337853,0.0499222,0.0532597,0,0.0182238,0.0165019,0.0518383,0.0392294,0.0535732,0.01944,0.047897,0.212024,0.0239295,0.0317519,0.0228,0.018069,0.0207392,0.0154237,0.0433218,0.097345,0,0.0193672,0.0242149,0.0150233,0.0287649,0.0451439,0.109233,0,0,0,0,0.0167001,0.0631945,0.0476074,0.0482619,0.0192946,0.0297145,0.0496214,0.0368706,0.00300944,0.021036,0.0130283,0.0183776,0.0191168,0.0295329,0.017445,0.0230344,0.0407145,0.0728625,0.00699936,0.0329432,0.118617,0.108333,0,0,0,0,0,0,0.0335625,0.0148259,0,0
480,0.150724,0.10966,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406153,0.0236156,0.0332263,0.0503144,0.0530793,0,0.0183437,0.0161478,0.0520187,0.0335864,0.0534144,0.020462,0.0476462,0.212107,0.0239535,0.030663,0.0233916,0.0178434,0.0206895,0.0154661,0.0445819,0.097423,0,0.018914,0.0239702,0.0147906,0.0297842,0.0454035,0.109066,0,0,0,0,0.0170715,0.0623671,0.0477691,0.0494369,0.0195364,0.0292731,0.0494625,0.0366732,0.00318858,0.0208393,0.0131733,0.0183489,0.0201917,0.0288537,0.0183956,0.0241293,0.041467,0.0720774,0.00699678,0.0326001,0.118543,0.108349,0,0,0,0,0,0,0.0326212,0.0155519,0,0
481,0.150808,0.109763,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0412503,0.0234752,0.0322388,0.0496992,0.0531965,0,0.0185253,0.0159741,0.052496,0.0262936,0.0532809,0.0213393,0.0467507,0.21239,0.0237573,0.0294973,0.0234722,0.0176819,0.0206719,0.016127,0.0467763,0.0978768,0,0.0187192,0.0228392,0.0150102,0.0303358,0.0462775,0.109135,0,0,0,0,0.0169062,0.0618254,0.0473697,0.0500792,0.0194717,0.0289979,0.0490671,0.0364591,0.00299585,0.0209808,0.013111,0.0183189,0.0208846,0.0279565,0.019191,0.0249946,0.0414752,0.0713452,0.00671525,0.0322387,0.118499,0.10863,0,0,0,0,0,0,0.0315992,0.0157972,0,0
482,0.151206,0.11004,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0431463,0.0236392,0.0304948,0.0492727,0.0534141,0,0.0187412,0.0161493,0.0530669,0.0203067,0.0532088,0.0228852,0.0460626,0.213047,0.0240553,0.0282198,0.0239232,0.018276,0.0207858,0.0163115,0.0498554,0.0984248,0,0.0188535,0.021755,0.0151551,0.0315085,0.04639,0.109474,0,0,0,0,0.0166616,0.0612502,0.0470154,0.0510886,0.0193621,0.0288933,0.048694,0.0363703,0.00274561,0.0209419,0.0130796,0.0184096,0.021504,0.0271396,0.0202393,0.0256212,0.0411593,0.0708048,0.00640827,0.0318102,0.11857,0.108893,0,0,0,0,0,0,0.0309833,0.0159266,0,0
483,0.151875,0.110367,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046238,0.0236431,0,0.0494918,0.0532841,0,0.0188418,0.0160509,0.0528653,0.0173652,0.0507061,0.0251849,0.0439292,0.214223,0.0252658,0.0271701,0.0252161,0.0201184,0.0216751,0.0159044,0.0541294,0.0986805,0,0.0185787,0.0188501,0.0151591,0.0311058,0.0439259,0.110679,0,0,0,0,0.016717,0.0593707,0.0447412,0.0488568,0,0.0290625,0.0479715,0.0346801,0.00415818,0.0210349,0.0146238,0.0181488,0.021339,0.0256419,0.021141,0.0235132,0.0368109,0.0679225,0.0061842,0.0307739,0.118924,0.1089,0,0,0,0,0,0,0.031731,0.0160634,0,0
484,0.153299,0.111186,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0478453,0.0237006,0.0262306,0.0485582,0.0532849,0,0.018937,0.0158893,0.0539407,0.0156244,0.0480874,0.0260507,0.0430558,0.215799,0.0260357,0.0271333,0.0249219,0.0203307,0.0207111,0.0142884,0.0575352,0.0992441,0,0.0184165,0.0165285,0.0154204,0.0317041,0.0611141,0.111484,0,0,0,0,0.0165912,0.05856,0.0426967,0.0471052,0,0.0290194,0.0483009,0.0343021,0.00449032,0.0205048,0.0154326,0.0188678,0.0215053,0.0246954,0.0224224,0.0221061,0.0326611,0.0666,0.00583091,0.0301852,0.119692,0.109142,0,0,0,0,0,0,0.0324598,0.0154952,0,0
485,0.154173,0.111729,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0499153,0.0237394,0.0267397,0.0480948,0.0529489,0,0.0190251,0.0155241,0.0546217,0.0156954,0.0465588,0.0269942,0.0427629,0.216668,0.0280108,0.0275426,0.0250419,0.0222117,0.0201807,0.0122377,0.0613195,0.0993985,0,0.0181706,0.0153087,0.0155788,0.0319002,0.0766601,0.11183,0,0,0,0,0.0164617,0.0579413,0.0411386,0.0446252,0,0.0289723,0.048752,0.0341181,0.00583228,0.0200181,0.0162476,0.0198894,0.0217812,0.0236265,0.0232569,0.0209368,0.0302295,0.0656469,0.00551513,0.0296056,0.120382,0.109,0,0,0,0,0,0,0.0341628,0.0145856,0,0
486,0.154108,0.112017,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0501475,0.0236246,0.0296536,0.0475444,0.0521477,0,0.0190547,0.0149412,0.0548467,0.0166479,0.046867,0.0280202,0.0427905,0.216894,0.0303878,0.028252,0.0255235,0.0252562,0.0197219,0.0108746,0.0623632,0.0991881,0,0.0179304,0.0146011,0.0156974,0.0314164,0.0751453,0.111348,0,0,0,0,0.0163692,0.0573312,0.0402169,0.0412887,0,0.0288014,0.0490405,0.0337826,0.00613446,0.0198404,0.0170005,0.0208916,0.0220837,0.0224089,0.0237192,0.0200604,0.0292605,0.0651407,0.00552297,0.0290724,0.120985,0.10858,0,0,0,0,0,0,0.0359881,0.0136621,0,0
487,0.153489,0.112201,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0483587,0.0236317,0.0301513,0.046933,0.0511241,0,0.0190457,0.0144332,0.0546009,0.0179022,0.0472104,0.0306341,0.0430012,0.21687,0.0329371,0.0289068,0.0263785,0.0287505,0.0195981,0.0106043,0.0611332,0.0987357,0,0.017746,0.0149959,0.0158343,0.0308347,0.0723291,0.110615,0,0,0,0,0.0161952,0.0567978,0.0395823,0.0375044,0,0.0287139,0.0490501,0.0334468,0.00655748,0.0197955,0.0178295,0.0220728,0.0225336,0.0209945,0.0242268,0.0195768,0.0289676,0.0647239,0.00580203,0.0286602,0.121543,0.108073,0,0,0,0,0,0,0.0375596,0.0135404,0,0
488,0.14845,0.11022,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0479741,0.0247661,0.028884,0.0470127,0.0472216,0,0.0183278,0.0132242,0.0539234,0.0197634,0.0472094,0.0348703,0.0451015,0.212077,0.0359576,0.0298312,0.0280263,0.0327183,0.0197034,0.011098,0.0619867,0.0945903,0,0.0180903,0.0360325,0.0241332,0.0437687,0.0739413,0.107084,0,0,0,0,0.014335,0.0633539,0.0408776,0.0463526,0,0.0289594,0.0503286,0.0322503,0.00935866,0.013885,0.0167216,0.0256169,0.023868,0.0305504,0.0304588,0.0213382,0.0501154,0.0663918,0.00870357,0.0363673,0.121038,0.104849,0,0,0,0,0,0,0.0390204,0.0137322,0,0
489,0.153664,0.115047,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0385175,0.0150688,0,0.0700092,0.0444799,0,0,0.0138173,0.0608225,0.0241816,0,0.0407861,0.0676858,0.214062,0.0414781,0.0267613,0.0339206,0.034953,0.0264365,0.00665924,0,0.0875954,0,0.00782931,0.0243664,0.0150499,0.0336833,0.0785452,0.105958,0,0,0,0,0.0167416,0.0587067,0.0389866,0.03377,0,0.0298487,0.060888,0.0347621,0.00860463,0.0166,0.0209671,0.0260864,0.0239287,0.0198884,0.0269734,0.0198035,0.0335245,0.0687275,0.00614529,0.0298818,0.128317,0.0989619,0,0,0,0,0,0,0.0415731,0.024285,0,0
490,0.147234,0.111007,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0548001,0.0249586,0,0.0484179,0.0452285,0,0.0182349,0.0131373,0.0547577,0.0244921,0.0450217,0.0452053,0.0453175,0.212925,0.0437093,0.0271416,0.0343263,0.0415669,0.0235889,0.00887609,0,0.0937953,0,0.0177262,0.0179164,0.0254089,0.0321597,0.0742872,0.105602,0,0,0,0,0.0148734,0.063156,0.0393416,0.030821,0,0.0284018,0.0494487,0.0313711,0.00876736,0.0170317,0.0210619,0.0270033,0.0237828,0.0200362,0.0263567,0.0198281,0.03062,0.065577,0.00978124,0.0369257,0.121938,0.104036,0,0,0,0,0,0,0.0406016,0.0185386,0,0
491,0.146816,0.113584,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037897,0.0264457,0.0290785,0.0564164,0.040605,0,0.0172722,0.0147956,0.0591433,0.0291269,0,0.0454959,0.0717739,0.213683,0,0.0246665,0.0359438,0.0375708,0.0276164,0.00981537,0,0.0891739,0,0.0169819,0.0398349,0.0235534,0.0452079,0.0857283,0.100667,0,0,0,0,0.0139127,0.0633943,0.0434898,0.0407846,0,0.0306753,0.064339,0.0305389,0.0123114,0.0103254,0.0227061,0.0294998,0.0251592,0.0271615,0.0324391,0.0206172,0.0492904,0.0675291,0.00811651,0.0362259,0.129345,0.0943548,0,0,0,0,0,0,0.0409538,0.0244377,0,0
492,0.147423,0.114329,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0288768,0.0264794,0.0269558,0.052741,0.040698,0,0.017157,0.0153707,0.0572231,0.027652,0,0.0426096,0.0757876,0.215583,0,0.0229112,0.0344954,0.0342185,0.0273028,0.0107803,0,0.0895785,0,0.0167279,0.0320011,0.0244743,0.0397931,0.0928211,0.100946,0,0,0,0,0.0142462,0.063059,0.046644,0.0346813,0,0.0318109,0.0660779,0.0302529,0.0121298,0.012528,0.0261287,0.030215,0.0249138,0.0195324,0.0292919,0.0185069,0.0426255,0.0668397,0.00819054,0.0361511,0.131204,0.0940419,0,0,0,0,0,0,0.0387917,0.0235435,0,0
