Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,LEAR,,LBHD,LTHII,LTHI,x80,x90
1572,0.15153,0.107983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234652,0.0236535,0.0708574,0.171406,0,0.0247321,0,0.0492423,0.0231896,0.0665418,0.0264375,0.0667263,0.202031,0,0.0325481,0.0283276,0.0222481,0.0230586,0.0127155,0.0112756,0.070351,0.0203279,0,0.0144379,0.0144725,0.0168962,0.0437378,0.109514,0,0,0.0783674,0,0.0184391,0.0430499,0.0486005,0.0136605,0.0127819,0.0396312,0.0658729,0.0266626,0.0188768,0.0209991,0.0267548,0.0318933,0.00950225,0.0325419,0.00668226,0.00571759,0.0124685,0.0421655,0.0275046,0.0204142,0.121489,0.0984207,0,0,0,0,0,0,0.0654798,0,0,0
1573,0.151507,0.108134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235493,0.0236239,0.0714751,0.171448,0,0.0246538,0,0.0493817,0.0232506,0.0673269,0.026341,0,0.202097,0,0.0323295,0.0281156,0.0221532,0.0228425,0.0129112,0.0109096,0.0700525,0.0202654,0,0.0172852,0.0145262,0.018798,0.0440511,0.109432,0,0,0.0782325,0,0.0183945,0.0430303,0.0486325,0.0154532,0.0126945,0.0388732,0.066508,0.0267529,0.0186468,0.0201511,0.0263078,0.0316538,0.00873152,0.0334443,0.00719524,0.00579426,0.0149109,0.0420756,0.0274421,0.020263,0.121813,0.0980395,0,0,0,0,0,0,0.0655658,0,0,0
1574,0.151357,0.108176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235312,0.0258103,0.0710411,0.171429,0,0.0247674,0,0.0487879,0.0262567,0.0642029,0.0287113,0.0656419,0.201948,0,0,0.0309104,0.0245471,0.0268856,0.0179893,0.00581644,0.0701729,0.0203688,0,0.0319073,0.0143441,0.0314019,0.0449599,0.109055,0,0,0.0783898,0,0.0185955,0.0430421,0.0473258,0.0289971,0.0132889,0.0363152,0.0672526,0.0263337,0.0173502,0.016208,0.0247708,0.0312532,0.011555,0.0389258,0.0157876,0.0136158,0.0286584,0.0422679,0.0272707,0.0203561,0.121954,0.097696,0,0,0,0,0,0,0.0584341,0,0,0
1575,0.151564,0.108109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235722,0.0236255,0.0709034,0.171373,0,0.024845,0,0.0492618,0.0235231,0.0664341,0.0263988,0.0661097,0.202036,0,0.0322812,0.0282121,0.0221616,0.0229182,0.0126431,0.0110555,0.0703924,0.0205512,0,0.015514,0.0143679,0.0170883,0.04374,0.109485,0,0,0.0784814,0,0.0184372,0.0430465,0.0485698,0.0143747,0.0126194,0.0392697,0.0659381,0.0265605,0.0187937,0.0206906,0.0265378,0.0317599,0.00904796,0.032928,0.00675737,0.00569446,0.0134164,0.0422591,0.0273485,0.0202106,0.121508,0.0982298,0,0,0,0,0,0,0.0654114,0,0,0
1576,0.151586,0.108154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235625,0.0235959,0.070965,0.171381,0,0.0247915,0,0.0493061,0.0235941,0.0664251,0.0263688,0.0659849,0.202098,0,0.0323806,0.0281925,0.022116,0.022941,0.0126184,0.0110333,0.0703963,0.0204522,0,0.0154986,0.0143637,0.0172629,0.0437807,0.109514,0,0,0.0784942,0,0.0184114,0.0430099,0.0485796,0.014288,0.0126075,0.0392969,0.0660152,0.0265866,0.0188224,0.0206945,0.026574,0.0317893,0.00908025,0.032894,0.00677186,0.00546128,0.0134166,0.0422113,0.0273208,0.0203524,0.121551,0.0982051,0,0,0,0,0,0,0.0654394,0,0,0
1577,0.151545,0.108296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236311,0.0235724,0.071645,0.171429,0,0.0246549,0,0.0494507,0.0235989,0.0674017,0.0263004,0,0.20219,0,0.0322755,0.0280696,0.0220342,0.0228648,0.0128258,0.0107045,0.070111,0.0202995,0,0.017714,0.014409,0.0187758,0.0441476,0.109426,0,0,0.078394,0,0.0183166,0.0429788,0.0486364,0.0156376,0.0126473,0.038737,0.0665645,0.0267225,0.0186782,0.0200412,0.0262678,0.0316708,0.00852219,0.0335832,0.00726876,0.00531175,0.0153782,0.0420522,0.0273699,0.020303,0.121892,0.0978825,0,0,0,0,0,0,0.065552,0,0,0
1578,0.151505,0.108484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237366,0.0236523,0.0723933,0.171519,0,0.0244995,0,0.0495302,0.0236855,0.0683504,0.0264155,0,0.202344,0,0.0322877,0.0281573,0.0221375,0.0229421,0.0128365,0.0105021,0.0697157,0.0201913,0,0.021758,0.014455,0.0215199,0.0443378,0.109206,0,0,0.0783131,0,0.01819,0.0428563,0.0487266,0.0187686,0.0125971,0.0375938,0,0.0269714,0.0182622,0.0189077,0.0255522,0.0312837,0.00819001,0.0351882,0.00890303,0.00684702,0.0190433,0.0418956,0.0275206,0.0201108,0.122427,0.0974759,0,0,0,0,0,0,0.0656024,0,0,0
1579,0.15175,0.108417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236292,0.0235431,0.071893,0.171496,0,0.0246353,0,0.0493834,0.0236259,0.0676873,0.0263698,0,0.202441,0,0.0322561,0.0281456,0.0221117,0.0228942,0.0126986,0.0105255,0.0700871,0.0202984,0,0.0183111,0.0143845,0.0188819,0.0442913,0.109444,0,0,0.0784139,0,0.0182562,0.0428802,0.0487008,0.0160738,0.0127583,0.0385258,0.0667788,0.0269856,0.0187111,0.019853,0.0262068,0.0316766,0.00842333,0.0338114,0.00750429,0.00565615,0.0158977,0.0420717,0.0275527,0.0201812,0.122079,0.09804,0,0,0,0,0,0,0.0656138,0,0,0
1580,0.151793,0.108414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236291,0.0235774,0.0718954,0.171499,0,0.0246451,0,0.0493582,0.0236506,0.0676997,0.0263829,0,0.202421,0,0.0322788,0.0281647,0.022121,0.0228995,0.0127308,0.0105325,0.0700491,0.0203041,0,0.0184672,0.0143972,0.0193728,0.0443069,0.109566,0,0,0.0784194,0,0.0182526,0.042905,0.0486883,0.0161203,0.0128124,0.0385314,0.0669084,0.0270209,0.0187206,0.0198282,0.0262241,0.0316703,0.00844125,0.0338308,0.00751795,0.00553459,0.0160432,0.0420904,0.027653,0.0201346,0.122062,0.0980986,0,0,0,0,0,0,0.0656164,0,0,0
1581,0.151649,0.10851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237122,0.0237206,0.0724626,0.171559,0,0.0245213,0,0.0495012,0.0237775,0.0684792,0.0264563,0,0.202359,0,0.0322942,0.0282108,0.0221676,0.0229561,0.0129015,0.0104997,0.0696286,0.0202035,0,0.0223946,0.0144903,0.0225904,0.044393,0.109391,0,0,0.0782616,0,0.0181906,0.042901,0.0487378,0.0191724,0.0127101,0.0374862,0,0.0270686,0.0182743,0.0187579,0.0255455,0.031259,0.00834335,0.0353804,0.00917028,0.0070562,0.0196171,0.0419845,0.0277633,0.0200372,0.122455,0.0976823,0,0,0,0,0,0,0.065626,0,0,0
1582,0.151738,0.108375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235951,0.0236416,0.0718427,0.171504,0,0.0246486,0,0.0493971,0.0236899,0.0677798,0.0264104,0,0.202267,0,0.0322498,0.0281542,0.0220848,0.0228802,0.0128254,0.010631,0.0700182,0.0203135,0,0.0189353,0.0144364,0.0198753,0.044277,0.109652,0,0,0.0782805,0,0.0183085,0.0429261,0.0486855,0.016443,0.0128676,0.0384723,0.0667851,0.0269103,0.0186967,0.0197203,0.0262067,0.0316585,0.00855836,0.0339858,0.00764867,0.00573236,0.0164626,0.0421163,0.0277073,0.0201648,0.12196,0.0981838,0,0,0,0,0,0,0.0656211,0,0,0
1583,0.151665,0.108315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235677,0.0310455,0.0714662,0.171497,0,0.0246742,0,0.0500873,0.0318019,0.0682337,0.0256058,0,0.202265,0,0.034822,0.0286709,0.0247029,0.0276836,0,0.0185122,0.0701325,0.0203411,0,0.0140223,0.0144462,0.0161276,0.0439644,0.109735,0,0,0.0782776,0,0.0182775,0.0428741,0.0486321,0.0131703,0.0125848,0.039643,0.0664656,0.0270122,0.0190205,0.0212278,0.0269041,0.0318641,0.00954123,0.0325587,0.00637828,0.00574232,0.0123107,0.0420387,0.0277483,0.0201289,0.121802,0.0983763,0,0,0,0,0,0,0.0604324,0,0,0
1584,0.151617,0.108297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235736,0.0310681,0.071463,0.171517,0,0.0246666,0,0.049871,0.0318465,0.0682146,0.0256003,0,0.20226,0,0.034855,0.0286603,0.0247414,0.027765,0,0.0185343,0.0701197,0.0203353,0,0.0142352,0.014443,0.0161571,0.0439775,0.109679,0,0,0.0782443,0,0.0182626,0.0428447,0.0486005,0.0132793,0.0125137,0.0395951,0.0664195,0.0270915,0.0189801,0.0211755,0.0268531,0.031833,0.00944758,0.0326604,0.0063569,0.0058865,0.0124905,0.0419307,0.0277648,0.020148,0.121776,0.0983723,0,0,0,0,0,0,0.0604041,0,0,0
1585,0.151222,0.108034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235597,0.0264423,0.0673966,0.171385,0,0.0247348,0,0,0.0241999,0.0708453,0.0268154,0,0.201358,0,0.0332603,0.0225012,0.0220941,0.0198866,0.017718,0.0685757,0.0698732,0.0203836,0,0.0160411,0.0141819,0.0125289,0.0434513,0.108695,0,0,0.0783365,0,0.0186528,0.0428527,0.042497,0.0094901,0.0126063,0.0389234,0.0654968,0.0260265,0.0153203,0.0241184,0.0260247,0.0286081,0.00954753,0.0338301,0.00506056,0.00719514,0.0167447,0.0420656,0.0273194,0.0207961,0.121413,0.097628,0,0,0,0,0,0,0.0623384,0,0,0
1586,0.151542,0.108272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236078,0.0241067,0.0716014,0.171502,0,0.0246846,0,0.0491765,0.0225743,0.0674383,0.0259833,0,0.202161,0,0.0323398,0.0278328,0.0217717,0.0227911,0.0140462,0.0165766,0.0699905,0.0203269,0,0.0185429,0.0143856,0.0191206,0.0442275,0.1094,0,0,0.0782676,0,0.0181831,0.0428533,0.0485971,0.0160079,0.0128173,0.0386159,0.0665353,0.0270722,0.0185999,0.0198828,0.0262,0.0316005,0.00866122,0.0339174,0.00733318,0.00597684,0.0160198,0.0416395,0.0277163,0.0202337,0.121743,0.0983032,0,0,0,0,0,0,0.0650821,0,0,0
1587,0.151576,0.108292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236145,0.0237019,0.0717483,0.171521,0,0.0246686,0,0.0492334,0.0225127,0.0675985,0.0262437,0,0.202187,0,0.0321988,0.0280928,0.0218896,0.0227869,0.0131061,0.0137369,0.0699842,0.0203185,0,0.0192256,0.0144138,0.0198208,0.0442604,0.109488,0,0,0.0783853,0,0.0181698,0.0428542,0.0486809,0.016551,0.012729,0.038433,0.0666682,0.027211,0.0185596,0.0196429,0.0260805,0.0315791,0.00872465,0.0341648,0.00771859,0.0062191,0.0166754,0.041636,0.027726,0.0202738,0.121774,0.0983318,0,0,0,0,0,0,0.0653609,0,0,0
1588,0.15159,0.108297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236138,0.0236774,0.0718129,0.171527,0,0.0246574,0,0.0490827,0.0227575,0.0676992,0.0263425,0,0.202176,0,0.0322204,0.0281825,0.0219462,0.0228223,0.0129242,0.0125287,0.069999,0.0203094,0,0.0196532,0.0144839,0.02018,0.0443128,0.109704,0,0,0.0784615,0,0.0181831,0.0427951,0.0486583,0.0169053,0.0126893,0.0383189,0.0667815,0.0272935,0.0185143,0.0195,0.0260092,0.0315442,0.00867615,0.0343046,0.00786809,0.00642088,0.0170872,0.0417071,0.0277352,0.0202086,0.121791,0.0984028,0,0,0,0,0,0,0.0653639,0,0,0
1589,0.151576,0.108274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236295,0.0236758,0.0718651,0.171531,0,0.0246505,0,0.0489922,0.0229488,0.0677465,0.026395,0,0.202124,0,0.0322723,0.0282117,0.0219871,0.0228305,0.0128506,0.0118491,0.0700228,0.0202998,0,0.019966,0.0145228,0.0204519,0.0443609,0.1098,0,0,0.0784255,0,0.0181534,0.0427636,0.0486515,0.0171442,0.0126796,0.0382426,0.066879,0.0273412,0.0184851,0.0193927,0.0259781,0.0314814,0.00860712,0.0344005,0.00795517,0.00656318,0.0173885,0.0418352,0.0277706,0.0201105,0.121778,0.0984912,0,0,0,0,0,0,0.0653498,0,0,0
1590,0.151548,0.108241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236432,0.0236677,0.0719183,0.171531,0,0.0246393,0,0.0489768,0.0231151,0.0678026,0.026429,0,0.20206,0,0.0323127,0.0282318,0.0220052,0.0228567,0.0128432,0.0115225,0.0699993,0.0202999,0,0.0202125,0.0145349,0.0206023,0.044401,0.109818,0,0,0.0783116,0,0.0181099,0.042795,0.0486531,0.0173004,0.0127014,0.0382016,0.0669625,0.0273864,0.018469,0.0193058,0.0259827,0.0314392,0.00863104,0.0344716,0.00801847,0.00665818,0.0176146,0.0419224,0.0278386,0.0200724,0.121742,0.0985919,0,0,0,0,0,0,0.0653559,0,0,0
1591,0.151503,0.108206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236683,0.0236589,0.0719548,0.171527,0,0.0246411,0,0.0489698,0.0232722,0.0678571,0.0264586,0,0.201984,0,0.0323025,0.0282538,0.0220169,0.0228923,0.0128493,0.0113727,0.0699442,0.0203174,0,0.0203767,0.0145501,0.0207249,0.0444097,0.109771,0,0,0.078241,0,0.0180937,0.0428481,0.0486464,0.0172932,0.0127327,0.0382089,0.0670401,0.027453,0.0184652,0.0192693,0.0259938,0.0314239,0.00877558,0.034525,0.00809962,0.00679636,0.0178034,0.0419366,0.0278937,0.0200907,0.121703,0.0986783,0,0,0,0,0,0,0.0653823,0,0,0
1592,0.15149,0.10815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236797,0.0308589,0.0716671,0.171532,0,0.0246821,0,0.0497611,0.0314924,0.0683691,0.0257349,0,0.201979,0,0.0348359,0.0289298,0.024714,0.0277426,0,0.0185272,0.0699606,0.0203559,0,0.0154842,0.0145746,0.0169369,0.0441157,0.109734,0,0,0.0782072,0,0.0180883,0.0429295,0.0486146,0.0136593,0.0125005,0.0393617,0.0667563,0.0276339,0.018795,0.0207832,0.0266645,0.0316237,0.00964152,0.0330345,0.0065072,0.00620864,0.0136233,0.0419259,0.0278733,0.0201001,0.12161,0.0989131,0,0,0,0,0,0,0.0602033,0,0,0
1593,0.151471,0.108138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236476,0.0309414,0.0717034,0.171512,0,0.0246562,0,0.0497441,0.0315656,0.0683326,0.0257284,0,0.201959,0,0.0347999,0.0289478,0.0247571,0.0277696,0,0.0185143,0.0698385,0.0203464,0,0.0155359,0.0145513,0.0168484,0.0441271,0.109679,0,0,0.0782035,0,0.0180629,0.0429761,0.048594,0.0137422,0.0124534,0.0393308,0.0666727,0.0276504,0.0187871,0.0207729,0.0266347,0.0316291,0.00961109,0.0330599,0.00655436,0.00617969,0.0136678,0.041914,0.027871,0.0201407,0.121605,0.0989317,0,0,0,0,0,0,0.0602143,0,0,0
1594,0.1514,0.108104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236174,0.0236126,0.0718705,0.171464,0,0.0246596,0,0.0490581,0.0240309,0.067738,0.0263221,0,0.201841,0,0.0321114,0.0281182,0.0218798,0.0227349,0.0128958,0.0112586,0.0697989,0.0203411,0,0.0189886,0.0144907,0.019077,0.0442741,0.109655,0,0,0.0781805,0,0.018087,0.0430119,0.0485817,0.0162777,0.0125853,0.0385026,0.0667869,0.0274731,0.0185785,0.0197052,0.0261374,0.0315312,0.00889966,0.0340827,0.00770329,0.00651191,0.0165493,0.0419546,0.0279026,0.02025,0.121585,0.0988532,0,0,0,0,0,0,0.0655285,0,0,0
1595,0.151398,0.108134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023648,0.0236548,0.072014,0.171474,0,0.0246224,0,0.0491935,0.0239976,0.0677742,0.0263926,0,0.201847,0,0.0321729,0.0282158,0.0219178,0.0228261,0.0127912,0.0112443,0.0696939,0.0203174,0,0.0202112,0.0145654,0.0197847,0.0443868,0.109776,0,0,0.0782457,0,0.0180682,0.0430009,0.0486501,0.0171951,0.0126923,0.0381631,0.0670633,0.0275349,0.0184951,0.0193388,0.0259471,0.0314444,0.00875376,0.034538,0.00817476,0.00679671,0.0176673,0.0419255,0.0280647,0.0201722,0.121637,0.0987886,0,0,0,0,0,0,0.0655773,0,0,0
1596,0.151412,0.108157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236601,0.0236844,0.0720719,0.171482,0,0.0246137,0,0.0492505,0.0239701,0.0677824,0.0263981,0,0.201897,0,0.0321532,0.0282372,0.0219131,0.022878,0.0128057,0.0112084,0.0696933,0.0203127,0,0.0206289,0.0146648,0.0203256,0.0444073,0.109851,0,0,0.0782449,0,0.0181255,0.0430079,0.048692,0.017473,0.012684,0.0380527,0.0670224,0.02765,0.0184606,0.0192221,0.0258911,0.0314094,0.00882685,0.0346819,0.00833511,0.00686998,0.0180937,0.0419176,0.0281191,0.0201208,0.121654,0.0987601,0,0,0,0,0,0,0.065559,0,0,0
1597,0.151397,0.108149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236593,0.0236986,0.0721215,0.171489,0,0.0246211,0,0.0492489,0.0239666,0.067779,0.0263996,0,0.201901,0,0.0321158,0.0282421,0.0219204,0.0229153,0.0128589,0.0111745,0.0697038,0.0203198,0,0.0210109,0.0146531,0.0210618,0.0444309,0.109851,0,0,0.0782115,0,0.0181187,0.0430578,0.0486959,0.0177203,0.0126529,0.0379941,0.0669913,0.0276698,0.0184132,0.0191659,0.025856,0.031377,0.00887952,0.0347889,0.00851822,0.00696535,0.0184607,0.0419357,0.0280067,0.0201312,0.12164,0.0987001,0,0,0,0,0,0,0.0655166,0,0,0
1598,0.151372,0.108134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236507,0.0237209,0.0721381,0.171494,0,0.0246206,0,0.0492418,0.0239502,0.0678024,0.0264062,0,0.201849,0,0.0320917,0.0282355,0.02192,0.0228967,0.0129142,0.0112089,0.069729,0.0203146,0,0.0212407,0.0146007,0.0212262,0.0444617,0.109814,0,0,0.0782508,0,0.0180783,0.0430275,0.0486696,0.0178627,0.0126444,0.0379558,0.067041,0.02766,0.0183743,0.0191351,0.0258253,0.0313434,0.00882397,0.0348552,0.00860934,0.00705463,0.0186574,0.0419494,0.0279174,0.0200983,0.121632,0.0986231,0,0,0,0,0,0,0.065477,0,0,0
1599,0.150439,0.10792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238383,0.022657,0.0661415,0.171522,0,0.0244254,0,0,0.0249405,0.0667671,0.027154,0,0.200765,0,0,0.0252745,0.0176651,0.0223195,0.0225248,0.0545701,0.0686538,0.0201941,0,0.0174287,0.0144058,0.014503,0.0459723,0.10827,0,0,0.0783446,0,0.0183182,0.042956,0.0397218,0.0102354,0.0142157,0.0418651,0.0686608,0.0268649,0.0159041,0.0242954,0.0277251,0.0307774,0.0111919,0.0314905,0.0074692,0.00755035,0.0179607,0.0421171,0.0276033,0.0203898,0.121979,0.097032,0,0,0,0,0,0,0.0582387,0,0,0
1600,0.150983,0.107854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023728,0.0271255,0.0677703,0.171377,0,0.0246935,0,0,0.0255985,0.0710696,0.0276309,0,0.200925,0,0.0329137,0.0229847,0.0228028,0.0201385,0.0178517,0.0701378,0.0695198,0.0203696,0,0.0164887,0.014359,0.0121672,0.0436967,0.108987,0,0,0.0784219,0,0.0184953,0.0429288,0.0424504,0.00923929,0.0126146,0.0390068,0.0661156,0.0266691,0.0152761,0.0240251,0.0260606,0.0285488,0.00987384,0.0338034,0.00522037,0.00748901,0.0173207,0.0421691,0.0274314,0.020603,0.121197,0.0979622,0,0,0,0,0,0,0.0620538,0,0,0
1601,0.151345,0.108097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237571,0.0318108,0.0717592,0.171523,0,0.024672,0,0.0497827,0.0324766,0.0683231,0.0256919,0,0.201827,0,0.0346693,0.0291932,0.0250336,0.0282231,0,0.0207725,0.0697678,0.0203352,0,0.0161537,0.0146543,0.0164339,0.0442114,0.109824,0,0,0.0783855,0,0.0181191,0.0429409,0.0485824,0.013939,0.0124679,0.0390983,0.0668683,0.0278158,0.0187006,0.0206591,0.0264949,0.0314744,0.00928638,0.0332725,0.00657121,0.00608585,0.0142286,0.0418466,0.0278681,0.0200064,0.121497,0.098836,0,0,0,0,0,0,0.0598832,0,0,0
1602,0.150961,0.10782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023738,0.0278748,0.0676741,0.171391,0,0.0247276,0,0,0.0268746,0.0711328,0.0288701,0,0.200907,0,0.0330826,0.0233565,0.0240062,0.0203314,0.0178761,0.0729473,0.0695679,0.0203843,0,0.0166441,0.014434,0.0120636,0.043668,0.108941,0,0,0.0784949,0,0.0185589,0.0430047,0.0424221,0.00917501,0.0126627,0.038917,0.0658714,0.0267868,0.0151628,0.0240378,0.0259486,0.0284306,0.00981372,0.0339244,0.00516075,0.00748386,0.0174938,0.042133,0.0274046,0.0205721,0.121103,0.0981055,0,0,0,0,0,0,0.0620213,0,0,0
1603,0.151325,0.108044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237775,0.024429,0.0718853,0.171532,0,0.0246742,0,0.0491107,0.0228495,0.0676139,0.0257453,0,0.201709,0,0.0324125,0.0277813,0.021595,0.0226114,0.0146591,0.0179186,0.0697112,0.020325,0,0.0202591,0.0146629,0.0195695,0.044499,0.109805,0,0,0.0783176,0,0.0181437,0.043087,0.04854,0.0168468,0.012832,0.0382209,0.0668356,0.0277872,0.0183508,0.0194381,0.0259424,0.0313149,0.00874005,0.0344926,0.0079299,0.00656496,0.0177355,0.0418649,0.027845,0.0199956,0.121419,0.098795,0,0,0,0,0,0,0.0646864,0,0,0
1604,0.151048,0.107785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237712,0.0282298,0.067791,0.171422,0,0.0247102,0,0,0.0274138,0.0712057,0.0290365,0,0.200883,0,0.0331192,0.0234725,0.0241296,0.0205208,0.0180885,0.0733157,0.0695484,0.0203687,0,0.0166628,0.0144033,0.0120523,0.0437135,0.109246,0,0,0.0784354,0,0.0185139,0.0431493,0.0424266,0.00914526,0.0126576,0.0389524,0.0659044,0.0267353,0.0151528,0.0240465,0.0259627,0.0284727,0.00990488,0.0339254,0.00518335,0.00746308,0.0175042,0.0420862,0.027444,0.0206397,0.121074,0.0981759,0,0,0,0,0,0,0.0620775,0,0,0
1605,0.151363,0.107999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238058,0.0243384,0.072014,0.171543,0,0.024644,0,0.0493802,0.0226676,0.0676708,0.0257441,0,0.201682,0,0.0324565,0.0278183,0.021458,0.0240519,0.0154886,0.0188713,0.069723,0.0203119,0,0.0206714,0.0146041,0.0198574,0.0445247,0.11003,0,0,0.0783655,0,0.018065,0.0431626,0.0485961,0.0172047,0.0128623,0.0380598,0.0668885,0.0277203,0.0183535,0.0192959,0.0258561,0.0312854,0.00864326,0.034705,0.00815383,0.00667473,0.0180748,0.0417863,0.0278784,0.0200622,0.121409,0.098941,0,0,0,0,0,0,0.0645772,0,0,0
1606,0.151368,0.108013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238261,0.0240397,0.0720492,0.171592,0,0.0246346,0,0.0495071,0.0229365,0.0679621,0.0256582,0,0.201779,0,0.0322353,0.0276666,0.021476,0.0238968,0.0124869,0.0140946,0.069683,0.0203109,0,0.0201416,0.0146137,0.0196103,0.0445027,0.11005,0,0,0.0783917,0,0.0180169,0.0431648,0.0486185,0.0168466,0.0127172,0.0381248,0.0669956,0.0278181,0.0183721,0.0194473,0.0259047,0.0312679,0.00865593,0.0345697,0.00791718,0.0065803,0.0176437,0.0418997,0.0279219,0.0200582,0.121524,0.0990574,0,0,0,0,0,0,0.064786,0,0,0
1607,0.151397,0.108197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0239334,0.0313905,0.0728199,0.171749,0,0.0244934,0,0.0501654,0.0319792,0.0694448,0.0256722,0,0.202027,0,0.0348691,0.0292137,0.0248396,0.0298964,0,0.0205593,0.0692866,0.0202098,0,0.0217173,0.0147134,0.020961,0.0445225,0.109983,0,0,0.0783317,0,0.0179284,0.043168,0.0487311,0.0180737,0.0123783,0.0375022,0,0.0280958,0.0181138,0.0190918,0.0254807,0.0309163,0.00859434,0.0353462,0.00850168,0.00722905,0.0191168,0.0418624,0.0279789,0.0198734,0.122118,0.0987435,0,0,0,0,0,0,0.0597714,0,0,0
1608,0.151431,0.107992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238315,0.0287264,0.0721096,0.171638,0,0.0246421,0,0.0500208,0.029283,0.0685068,0.0256092,0,0.201855,0,0.034299,0.0287434,0.0237922,0.0512819,0,0.0152649,0.0696505,0.0203311,0,0.0176085,0.0146542,0.0179888,0.0443684,0.110226,0,0,0.078345,0,0.0180498,0.0432178,0.0486703,0.0148986,0.012545,0.0386809,0.0668746,0.0278413,0.0185808,0.0202306,0.0262563,0.031356,0.00892921,0.0337716,0.0069404,0.00616988,0.0154708,0.0420581,0.0278281,0.0200403,0.121561,0.0992622,0,0,0,0,0,0,0.0611517,0,0,0
1609,0.151368,0.107798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238324,0.0303272,0.0694524,0.171671,0,0.0246204,0,0.0521057,0.0305423,0.0686404,0.0220421,0,0.202154,0,0.0330811,0.0259282,0.0224493,0.0700366,0.0325576,0.0182118,0.0697998,0.0203863,0,0.0122112,0.0149253,0.0133025,0.0432789,0.110837,0,0,0.0782609,0,0.0177483,0.0432953,0.0485231,0.011667,0.0120647,0.0391716,0.0659916,0.028865,0.0180389,0.0225456,0.0262086,0.0303512,0.0102443,0.0334069,0.00538523,0.00732639,0.0116456,0.0420185,0.0281689,0.0194896,0.121186,0.10041,0,0,0,0,0,0,0.0606379,0,0,0
1610,0.151262,0.107706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237337,0.0310908,0.0689451,0.171609,0,0.024757,0,0.0524545,0.0312102,0.0686085,0.0216494,0,0.202052,0,0.0330474,0.0257856,0.0226911,0.0710465,0.0349727,0.0194998,0.0701385,0.0204325,0,0.0123564,0.0148937,0.0130249,0.0430646,0.110843,0,0,0.0783301,0,0.0178102,0.0432431,0.0484649,0.0117176,0.0119675,0.0388798,0.0652833,0.0287832,0.0178683,0.0226652,0.0260023,0.0300296,0.0101421,0.0336777,0.00509953,0.00729513,0.0116912,0.0420029,0.0281231,0.0195569,0.120969,0.100657,0,0,0,0,0,0,0.0604544,0,0,0
