Timestep,C7,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,LSHO,LUPA,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIBA,RTIBI,RTOE,RUPA,RWRA,RWRB,x74,x75,LFHD,LTHIA,T10,LWRA,RTIBP,LBHD,LKNE,LPSI,RTIB,LTHIP,RASI,LHEE,RPSI,CLAV,LFIN,STRN,LTHII,L5HD,x76,LTHI,LTIB,LWRB,LANK,LFRM,LEAR,LTIBP,LTOE,L5FT,LGTR,LTIBA,RFHD,LASI,LILC,,LTIBI,LELB
1249,0.0315152,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0275943,0.0398432,0.0244187,0.0171013,0.0247046,0.0358384,0,0,0.0434423,0.0163404,0.0214013,0.0404312,0.0273201,0.0325723,0.0291663,0.0211228,0.011709,0.0193248,0.0227934,0.0232549,0.0295083,0.0161214,0.0227485,0.0289017,0.0277265,0.0117228,0,0,0,0.0561978,0.0257841,0.0114492,0.0176079,0,0.0740018,0.0110614,0.0169547,0.0443894,0.0341582,0.061594,0.0108652,0.0079754,0.0238406,0.00837821,0,0.0189595,0,0.040898,0.0303489,0.0213982,0.0472012,0.0261483,0,0.0173405,0.0613732,0.058862,0.0447822,0.0188465,0,0.0279153,0.00841094,0,0.0121779,0.0475006
1250,0.031445,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274072,0.0402006,0.0243912,0.0171325,0.0252728,0.0357693,0,0,0.0435157,0.0162086,0.0210687,0.0401045,0.0279752,0.032377,0.0304145,0.0208636,0.0120166,0.019367,0.0233316,0.0239186,0.02905,0.0165424,0.0226476,0.0291861,0.0269658,0.0121177,0,0,0,0.0555422,0.0256092,0.011518,0.0182137,0,0.0744306,0.0112029,0.0175891,0.0445925,0.0346461,0.0620609,0.011583,0.00788692,0.0237629,0.00817522,0,0.0191131,0,0.0406542,0.029548,0.02162,0.0480604,0.026316,0,0.0182454,0.0618564,0.0595453,0.0448652,0.0174909,0,0.0274343,0.0090186,0,0.0115766,0.0479877
1251,0.0312873,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272251,0.0404253,0.0242175,0.0171449,0.0258265,0.0356405,0,0,0.0436937,0.0161371,0.0207154,0.0399476,0.0291701,0.0322701,0.0315256,0.0205896,0.012339,0.0194259,0.0237785,0.0245188,0.0286211,0.0169339,0.0223439,0.029549,0.0261814,0.012597,0,0,0,0.0547864,0.0253,0.0115633,0.0188729,0,0.0746155,0.0113279,0.0182131,0.044654,0.0350788,0.0620713,0.012187,0.00775043,0.0237207,0.00791329,0,0.0194064,0,0.0402907,0.0289514,0.0219438,0.0482856,0.0266191,0,0.018896,0.0620183,0.0598043,0.0450246,0.0164904,0,0.0269916,0.00964002,0,0.0113231,0.0483646
1252,0.0310952,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0270317,0.0405112,0.0237051,0.0170873,0.0263596,0.035522,0,0,0.0436741,0.016013,0.0203773,0.0400815,0.0305143,0.032133,0.0325793,0.0203284,0.0127317,0.0194448,0.0242111,0.02509,0.028165,0.0172996,0.0216634,0.0299521,0.0252406,0.0131263,0,0,0,0.0539259,0.0249712,0.0116103,0.0195769,0,0.0744818,0.0116472,0.0188888,0.0445126,0.0356488,0.0613165,0.0128157,0.00761507,0.0236351,0.00769079,0,0.0196796,0,0.0398665,0.0284362,0.0223027,0.0478852,0.0270064,0,0.0193481,0.0621166,0.0596975,0.045001,0.0158267,0,0.0268981,0.0102027,0,0.0108837,0.0486396
1253,0.0309005,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0269124,0.0406359,0.0230204,0.0170144,0.0268372,0.0353799,0,0,0.0435048,0.0159676,0.0199348,0.0402125,0.0317438,0.0319252,0.0335664,0.0200966,0.0132075,0.0194276,0.0245669,0.0256741,0.0277298,0.017659,0.0209322,0.0304327,0.0243055,0.0136934,0,0,0,0.052988,0.024619,0.0116623,0.0202544,0,0.074518,0.01185,0.0195692,0.0442072,0.0362508,0.0601388,0.0134351,0.00754445,0.0235546,0.00743667,0,0.0198982,0,0.0393231,0.0279561,0.0225845,0.0470255,0.0274584,0,0.0195988,0.0616647,0.0591236,0.044958,0.015435,0,0.0270643,0.0107597,0,0.0104332,0.0489616
1254,0.0307379,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026806,0.0407933,0.0222852,0.0169365,0.0272156,0.0352377,0,0,0.0432784,0.0159823,0.0194312,0.0403103,0.0324287,0.031678,0.0344918,0.0198846,0.013653,0.0194421,0.0249217,0.0261047,0.0273574,0.0179547,0.0202585,0.0309139,0.0234047,0.0142841,0,0,0,0.0520048,0.0242882,0.0117296,0.0208158,0,0.0746258,0.0118922,0.0201494,0.043758,0.0367995,0.0585982,0.0139562,0.00754137,0.0235306,0.00717217,0,0.0200975,0,0.0386408,0.0275111,0.0228343,0.0458076,0.0278497,0,0.0196313,0.0605476,0.0581351,0.044968,0.0152704,0,0.0272772,0.0112937,0,0.0102533,0.0493933
1255,0.031654,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0270019,0.0412118,0.021682,0.0165599,0.0274891,0.0362603,0,0,0.0443418,0.0162884,0.0196176,0.0404227,0.03284,0.0312086,0.0355044,0.0199641,0.0143051,0.0192413,0.025656,0.0268622,0.0266668,0.0183139,0.019779,0.0325241,0.0220914,0.0151603,0,0,0,0.0393116,0.024993,0.011804,0.021061,0,0.0693333,0.0111321,0.0205562,0.0406687,0.0376286,0.0452907,0.0136361,0.00761393,0.0236809,0.00713853,0,0.0200534,0,0.0305243,0.0160958,0.0230586,0.0419637,0.0282605,0,0.0227196,0.0641811,0.0600419,0.0451522,0.00620344,0,0.0294573,0.0142435,0,0.00970505,0.0499457
1256,0.0315823,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0267861,0.0412673,0.0207568,0.0164947,0.0276685,0.0360917,0,0,0.0438532,0.0162557,0.0190689,0.0405897,0.0336401,0.0309303,0.0361524,0.0196719,0.0145042,0.0191144,0.0259105,0.0271388,0.0263188,0.018585,0.0190364,0.0326634,0.0213285,0.0155743,0,0,0,0.0391668,0.0248298,0.0119019,0.0215712,0,0.0690638,0.0108743,0.0210482,0.0400762,0.0379866,0.0440368,0.0139035,0.00754424,0.0234955,0.00696431,0,0.0201435,0,0.0301845,0.0165368,0.0231683,0.0404151,0.028469,0,0.0223422,0.0610325,0.0575735,0.0452725,0.00641564,0,0.0298429,0.0146096,0,0.00979555,0.0502439
1257,0.0309244,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265975,0.0413625,0.0198158,0.0165732,0.0278972,0.0352034,0,0,0.0426338,0.0160259,0.0181126,0.0407978,0.0347409,0.0307479,0.0367877,0.0191183,0.0144543,0.0190668,0.0259586,0.0273578,0.0261431,0.0188117,0.018349,0.032008,0.0207969,0.0157251,0,0,0,0.0463231,0.0242446,0.0120188,0.022286,0,0.0714792,0.0110223,0.0216813,0.0406973,0.0382133,0.0502492,0.0147088,0.00737663,0.0232377,0.00669248,0,0.020407,0,0.0343709,0.0242672,0.0232454,0.0402904,0.02869,0,0.0195795,0.0530118,0.0519861,0.0452096,0.0127811,0,0.0293292,0.0133885,0,0.0103441,0.0506562
1258,0.0315843,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0268959,0.041812,0.019097,0.0163042,0.0281118,0.0358415,0,0,0.043263,0.0162273,0.0182359,0.0411225,0.0352842,0.0302546,0.0376584,0.0190621,0.0149413,0.0188028,0.0265168,0.0279313,0.0255383,0.0191703,0.0179221,0.0329815,0.0198094,0.0162853,0,0,0,0.038895,0.02509,0.0120838,0.0227392,0,0.0696253,0.0103346,0.0222118,0.0386421,0.0389226,0.0411431,0.0146673,0.00741544,0.023234,0.00671401,0,0.0204089,0,0.0293885,0.0175744,0.0231822,0.0368606,0.0289746,0,0.0215003,0.0533072,0.0518323,0.0454771,0.0070929,0,0.030924,0.0154138,0,0.00943062,0.0511084
1259,0.0312504,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0269244,0.0426802,0.0183513,0.0163202,0.0283493,0.0355964,0,0,0.0428439,0.0162773,0.0178029,0.0414826,0.036033,0.0299064,0.0384353,0.018659,0.0152163,0.0186776,0.0268085,0.0282879,0.025104,0.0194744,0.0175959,0.0330292,0.0193198,0.0165518,0,0,0,0.039118,0.0248596,0.0121857,0.0233472,0,0.0700226,0.0101424,0.0228275,0.0378735,0.0394094,0.0398293,0.0151915,0.00724542,0.0229215,0.00682811,0,0.0208798,0,0.029107,0.0183041,0,0.0351389,0.0300827,0,0.0209595,0.0504491,0.0490528,0.0456839,0.00765945,0,0.031401,0.0158843,0,0.00945016,0.0525113
1260,0.0294792,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0261704,0.0421396,0.0237016,0.0163628,0.0307405,0.033875,0,0,0.0421987,0.0162779,0.0172188,0.0357603,0.0375895,0.0321031,0.0404399,0.0179587,0.0155019,0.0199056,0.0278881,0.0293597,0.0243622,0.0199062,0.0218252,0.0327266,0.0188193,0.0165788,0,0,0,0.0349794,0.0224887,0.0124326,0.0217372,0,0.0713422,0.0127196,0.0220121,0.0352289,0.0416411,0.0369293,0.0138908,0.00651643,0.0225067,0.00599301,0,0.0214853,0,0.0255145,0.0176585,0,0.0318231,0.0301583,0,0.0206864,0.0438302,0.0432008,0,0.0068707,0,0.026353,0.0141092,0,0.00918759,0.0528059
1261,0.0304173,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0262868,0.0423692,0.017363,0.016287,0.0288779,0.0350596,0,0,0.0419186,0.0163325,0.0168795,0.0419253,0.0375065,0.0293316,0.0400842,0.0179894,0.0158054,0.0185051,0.0273855,0.0292818,0.0242607,0.0200675,0.017553,0.0328852,0.0183644,0.0167282,0,0,0,0.0394633,0.0244042,0.0125791,0.0244672,0,0.0708061,0.0102142,0.0240524,0.0362795,0.0404463,0.0362226,0.0168027,0.00686576,0.0231709,0.00712338,0,0.0206255,0,0.0283835,0.0202795,0.0212188,0.0309079,0.029695,0,0.0192618,0.0447695,0.0436606,0.0452491,0.00955474,0,0.0325091,0.0165758,0,0.0104443,0.0523495
1262,0.0298923,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026101,0.0424079,0.0167331,0.0162916,0.0291447,0.0346598,0,0,0.04117,0.0162841,0.0162836,0.0420872,0.0381299,0.0290898,0.0408891,0.0175347,0.0161749,0.0185164,0.0277204,0.0298507,0.0238517,0.0204023,0.0176042,0.0323027,0.0181002,0.0167872,0,0,0,0.0394191,0.0241158,0.0126499,0.0250911,0,0.0714535,0.0103883,0.0246374,0.0354327,0.0410091,0.033846,0.0178666,0.00664661,0.0230481,0.00718586,0,0.0207978,0,0.0277581,0.0214515,0.0210882,0.0282187,0.029768,0,0.0181459,0.0419653,0.0410863,0.0442144,0.010969,0,0.0329507,0.0166112,0,0.011649,0.0524686
1263,0.0296695,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0260628,0.0425881,0.0162915,0.0162049,0.0293497,0.0345477,0,0,0.0406994,0.0162626,0.0158518,0.0423371,0.0384239,0.0288064,0.0416595,0.0172381,0.0165913,0.0186125,0.0280949,0.0303767,0.0234407,0.0207384,0.0177194,0.032016,0.0176776,0.0169017,0,0,0,0.0395218,0.0240575,0.0127309,0.0255478,0,0.0718712,0.0103963,0.0250633,0.0346828,0.0415301,0.0315767,0.0186656,0.00662324,0.0230817,0.00736032,0,0.0209264,0,0.0274462,0.0222086,0.0215219,0.0258868,0.0298628,0,0.0172141,0.0399791,0.0388529,0.0442493,0.0123077,0,0.0336286,0.0170313,0,0.0127621,0.0526774
1264,0.0297155,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0261024,0.0428909,0.0158955,0.0161034,0.0293922,0.0346786,0,0,0.0404754,0.0163104,0.0155928,0.0426179,0.0387968,0.0285303,0.0422855,0.0171437,0.0169991,0.0187378,0.0284111,0.0308278,0.023088,0.0210241,0.0177007,0.0319787,0.0171614,0.0170881,0,0,0,0.0399343,0.0242022,0.0128349,0.0258314,0,0.0720501,0.0102404,0.0253873,0.0341144,0.041975,0.0296824,0.0191514,0.00663818,0.0232252,0.00755564,0,0.0209419,0,0.0275568,0.0227464,0.0222874,0.0240355,0.0300006,0,0.016406,0.0383653,0.0368362,0.0453669,0.0135711,0,0.0344929,0.0178069,0,0.0138012,0.0529647
1265,0.0296933,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0260696,0.0431713,0.0154574,0.0160275,0.029444,0.0346727,0,0,0.040077,0.0163389,0.0152925,0.0428538,0.0394532,0.0282768,0.042865,0.0170789,0.0173778,0.0188645,0.0287001,0.0313121,0.0227265,0.0213323,0.0176578,0.0318748,0.016735,0.0172383,0,0,0,0.039973,0.0242529,0.0129207,0.0261253,0,0.0723643,0.0103431,0.0257519,0.0335743,0.0424676,0.0279746,0.0198384,0.00654733,0.0232515,0.0077029,0,0.020954,0,0.0273702,0.0233612,0.0221152,0.0224381,0.0301773,0,0.0156613,0.0366285,0.0347639,0.0459418,0.0146191,0,0.0350657,0.0183788,0,0.0149047,0.0532619
1266,0.029616,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0259653,0.0433939,0.0149869,0.0159732,0.0295756,0.0345654,0,0,0.0394924,0.0163312,0.0149372,0.0431091,0.0396345,0.0280792,0.0434494,0.0170404,0.0177677,0.0190291,0.0290313,0.0317947,0.0223804,0.0216321,0.0177502,0.0317601,0.0163162,0.0174249,0,0,0,0.0397102,0.0242434,0.0129977,0.02648,0,0.0727591,0.0106484,0.0261663,0.0330717,0.0429195,0.0263769,0.0206349,0.00640862,0.0232675,0.00779963,0,0.020916,0,0.0268782,0.0239436,0.022998,0.0207908,0.0303396,0,0.0150934,0.0346929,0.0323934,0.0459551,0.0152976,0,0.0356643,0.0187954,0,0.0159257,0.0535116
1267,0.0295858,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025942,0.0436959,0.0145369,0.0159345,0.0296231,0.034497,0,0,0.0388708,0.0163303,0.014591,0.0433517,0.0396827,0.0278744,0.0439826,0.0170603,0.0180867,0.0191641,0.029337,0.0321613,0.0220716,0.0218564,0.0178507,0.0317106,0.0158299,0.0176323,0,0,0,0.0394661,0.0242616,0.0130544,0.0267662,0,0.0731444,0.0111106,0.0265418,0.032682,0.0432776,0.0251848,0.0212878,0.00638687,0.0232868,0.00785025,0,0.020891,0,0.0264368,0.0243843,0.0235682,0.0191365,0.0305567,0,0.0147402,0.0322776,0.0297003,0.0461941,0.0157143,0,0.0362523,0.0191753,0,0.0167208,0.053831
1268,0.0295888,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0259795,0.0440923,0.0140795,0.0159008,0.0296203,0.0344559,0,0,0.0382669,0.0163457,0.0142535,0.0435597,0.0397868,0.0276791,0.044428,0.0170726,0.0183064,0.0192522,0.0296262,0.0324874,0.0217722,0.0220843,0.0179325,0.0316812,0.0153752,0.0178511,0,0,0,0.0390733,0.0243196,0.013072,0.0270191,0,0.0735128,0.0111988,0.0268087,0.0323734,0.0436476,0.0246838,0.0219501,0.00646966,0.0231788,0.00786671,0,0.0209092,0,0.0259582,0.0246006,0.0237806,0.0177911,0.0308903,0,0.0143862,0.0290692,0.0263882,0.0465024,0.0160618,0,0.036826,0.0195044,0,0.0173613,0.0543132
1269,0.0296168,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0260694,0.0446018,0.0136805,0.0158558,0.0296025,0.034492,0,0,0.0377458,0.0163672,0.0139616,0.04376,0.0399507,0.0274924,0.0448511,0.0170757,0.0184941,0.0193307,0.0298909,0.0328062,0.0215116,0.0223043,0.0180535,0.0316695,0.0149905,0.0180726,0,0,0,0.0387554,0.0243894,0.0130808,0.027245,0,0.0738352,0.0114701,0.027086,0.0321244,0.0440211,0.0249681,0.0226134,0.00660893,0.0230057,0.00787721,0,0.0209152,0,0.0254851,0.0248121,0.02389,0.0169846,0.0313627,0,0.0137955,0.0252898,0.0229035,0.046765,0.0165645,0,0.0374005,0.0198216,0,0.0179344,0.0549896
1270,0.0295375,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0261176,0.0450476,0.0133066,0.0157987,0.029535,0.0344999,0,0,0.0372548,0.0163846,0.0136829,0.0440275,0.0400455,0.0273401,0.0452744,0.0170208,0.0186313,0.0193751,0.0300918,0.0331021,0.0212779,0.0224856,0.0183294,0.0316049,0.0146527,0.0182037,0,0,0,0.038472,0.0244108,0.0131637,0.0274524,0,0.0741186,0.0117366,0.0273573,0.0320196,0.0443345,0.0259917,0.0231943,0.00669412,0.0230875,0.00790606,0,0.0208049,0,0.0250005,0.024941,0.023852,0.0168075,0.0316224,0,0.0127276,0.0210578,0.0194982,0.0469181,0.0172222,0,0.0375348,0.020083,0,0.0183473,0.0554647
1271,0.0294137,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026088,0.0454027,0.013018,0.015733,0.0294414,0.0344307,0,0,0.0367588,0.0163969,0.0134248,0.0443332,0.0401165,0.0272345,0.0456255,0.0169451,0.0187111,0.0193764,0.0301981,0.0333489,0.0211112,0.0225834,0.0186196,0.0314374,0.0143367,0.0182622,0,0,0,0.0380876,0.0243692,0.0132001,0.0276076,0,0.0744072,0.0119128,0.0275263,0.0320133,0.0445994,0.0271911,0.0236413,0.00673259,0.0231179,0.00792691,0,0.020738,0,0.0243616,0.0248694,0.0239513,0.0169895,0.0319026,0,0.0114829,0.0166122,0.0160841,0.0470916,0.0180805,0,0.0376374,0.0202575,0,0.0186638,0.0558532
1272,0.0292391,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026078,0.0457265,0.0127977,0.0156593,0.0292569,0.0341932,0,0,0.0362893,0.016419,0.0133449,0.0447004,0.0401359,0.0271429,0.0458303,0.0169228,0.0186998,0.0193615,0.0301893,0.0334372,0.0210908,0.0226136,0.0187446,0.0311827,0.0140523,0.0183582,0,0,0,0.037358,0.0242438,0.0132581,0.0277773,0,0.0748438,0.0119329,0.0277176,0.031926,0.0447105,0.0278318,0.0237512,0.0068397,0.0232969,0.00790128,0,0.0206355,0,0.0234729,0.0247203,0.0240129,0.0169299,0.0320423,0,0.0105189,0.0124396,0.012645,0.0476412,0.0190519,0,0.0374777,0.0202896,0,0.0189041,0.056129
1273,0.0291403,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0261989,0.0460768,0.0124397,0.0155825,0.0289579,0.0339545,0,0,0.0360236,0.0164482,0.0130625,0.0450963,0.0400582,0.0270211,0.0458597,0.0170669,0.0185821,0.01931,0.0301493,0.0334261,0.0211913,0.0225512,0.0189083,0.0310791,0.0137618,0.018499,0,0,0,0.0362796,0.0240526,0.0132758,0.0279047,0,0.0753865,0.0117359,0.02789,0.0318673,0.0446538,0.027841,0.0235322,0.00702297,0.0233927,0.00774181,0,0.0205847,0,0.0223207,0.0246115,0.0241628,0.0166016,0.0322668,0,0.00989286,0.0105632,0.0101027,0.0483023,0.0198623,0,0.0366177,0.0203038,0,0.0190575,0.0564309
1274,0.0291818,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264823,0.0463707,0.0121654,0.0154611,0.0293872,0.0338843,0,0,0.0359752,0.0165173,0.0129451,0.044769,0.0407796,0.0270172,0.0465092,0.0172862,0.0187628,0.0192283,0.0306493,0.0339967,0.0207158,0.023007,0.0189999,0.031201,0.0133875,0.018696,0,0,0,0.0337744,0.0236991,0.0132858,0.0283202,0,0.0753932,0.0120863,0.0283214,0.0332238,0.0453928,0.0262564,0.024129,0.00699579,0.0234373,0.00742375,0,0.0205706,0,0.0203754,0.0248802,0.0242572,0.0162503,0.0324856,0,0.00901895,0.0140275,0.010492,0.0460764,0.0208027,0,0.0363448,0.0210653,0,0,0.0567453
1275,0.0279692,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265714,0.0465658,0.0153976,0.0153009,0.0303072,0.0321828,0,0,0.0359904,0.0166025,0.0130032,0.0395985,0.041568,0.0289583,0.045715,0.0174782,0.0166204,0.0207885,0.0299268,0.0319619,0.0218708,0.0222431,0.0176219,0.0312387,0.0128194,0.0189239,0,0,0,0.0339548,0.021511,0.0133333,0.0258913,0,0.0793377,0.0129696,0.0260128,0.0324354,0.0451603,0.0273281,0.0191572,0.00712323,0.0232449,0.00627826,0,0.020801,0,0.0205919,0.0224186,0.0242795,0.0154652,0.0328284,0,0.0120723,0.0302698,0.0228164,0,0.0216526,0,0,0.0152654,0,0.0171237,0.0573693
1276,0.0279281,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265467,0.0469455,0.0157089,0.0150866,0.0297197,0.0318682,0,0,0.0362174,0.0166927,0.0132312,0.0392676,0.0411084,0.0293659,0.0447738,0.017852,0.0158357,0.0210819,0.0293262,0.0309641,0.0227273,0.0216354,0.0172754,0.0315598,0.0121714,0.0192569,0,0,0,0.032598,0.0213688,0.0133964,0.0251005,0,0.0811003,0.0120423,0.025154,0.0329196,0.0443803,0.0253935,0.0167402,0.00758444,0.0233077,0.00646402,0,0.0206263,0,0.0194046,0.0223594,0.024326,0.0167438,0.0332019,0,0.0123338,0.0396538,0.0309115,0,0.022479,0,0,0.0144073,0,0,0.0578967
1277,0.0295092,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0271015,0.0469691,0.0182761,0.014862,0.0355932,0.0341135,0,0,0.037072,0.0168508,0.0137177,0.0347183,0.0474651,0.0317752,0.0505759,0.0179949,0.0205368,0.0212475,0.0341071,0.0366957,0.0177832,0.0264026,0.0187157,0.0325469,0.0116949,0.0196309,0,0,0,0.034334,0.0219655,0.0136007,0.0277633,0,0,0.0173769,0.028267,0.044806,0.0533408,0.0282799,0.0260936,0.00585864,0.0226212,0.00672795,0,0.0213761,0,0.0319898,0.0294776,0.0242378,0.0200214,0.0336175,0,0.014543,0.0330048,0.0289656,0.0936837,0.0288447,0,0,0.0243803,0,0.0176028,0.058917
1278,0.0295889,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272776,0.0470143,0.0193565,0.0148069,0.0358994,0.033822,0,0,0.0368954,0.0168839,0.0135756,0.0334025,0.0480736,0.0326966,0.0502538,0.0179735,0.0204106,0.0216708,0.033899,0.0363092,0.0180562,0.0263214,0.0192171,0.0324373,0.0116909,0.0197843,0,0,0,0.0366081,0.0216366,0.0136877,0.0272234,0,0,0.018031,0.0277299,0.0465996,0.0537678,0.0285379,0.0252284,0.0058571,0.022659,0.00655735,0,0.0214484,0,0.0349502,0.0295612,0.0241266,0.0168841,0.0335984,0,0.0124388,0.0368162,0.0265227,0.1005,0.0290019,0,0,0.0240361,0,0.0182424,0.0590704
1279,0.0299552,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0275607,0.0477011,0.0193507,0.0146915,0.0353223,0.0337899,0,0,0.0374626,0.0170941,0.0138656,0.033247,0.0478155,0.032856,0.0490572,0.0185011,0.0196001,0.0215425,0.0329305,0.0352319,0.0188105,0.0257956,0.0190596,0.0330972,0.0117266,0.0200673,0,0,0,0.0367183,0.0218323,0.013638,0.0265228,0,0,0.0169237,0.0269408,0.0470054,0.0526925,0.0338733,0.0224605,0.0066031,0.0229958,0.00625246,0.0414687,0.0211393,0,0.0356532,0.0290865,0.0243577,0.0197103,0.0339769,0,0.0120044,0.0428237,0.0284548,0.100216,0.0286704,0,0,0.0230837,0,0,0.0595728
1280,0.0302996,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0278501,0.0480312,0.0190919,0.0146696,0.035109,0.0337222,0,0,0.03746,0.0172563,0.0138078,0.033147,0.0481135,0.0329603,0.0481817,0.0187464,0.0190609,0.0214162,0.0322279,0.0345285,0.0191955,0.0256845,0.0188927,0.0333799,0.0116634,0.0202222,0,0,0,0.0365363,0.0219794,0.0136579,0.0264173,0,0,0.0164344,0.026657,0.0480376,0.0521291,0.0410861,0.0211744,0.00710599,0.0229735,0.00607466,0.0414178,0.021063,0,0.0361315,0.0289257,0.0245038,0.0262363,0.0341789,0,0.0122016,0.0478422,0.0331463,0.0994367,0.0285133,0,0,0.0226314,0,0,0.059825
1281,0.0307315,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0283108,0.048408,0.0189315,0.014604,0.0350228,0.0337505,0,0,0.0373551,0.0173611,0.0136996,0.033102,0.0485696,0.0329899,0.0473281,0.0189992,0.0186061,0.0212738,0.0316115,0.0338876,0.0195023,0.0256899,0.018783,0.0337016,0.0113545,0.0204053,0,0,0,0.0365595,0.0223067,0.0136889,0.0264822,0,0,0.0159546,0.0265084,0.0487428,0.051601,0.0491359,0.0200768,0.00765572,0.0230177,0.00589819,0.04245,0.0209617,0,0.0363117,0.0291108,0.0246084,0.0331902,0.0343424,0,0.0128914,0.0540449,0.0393747,0.0995565,0.0288585,0,0,0.0224219,0,0.0246489,0.0600509
1282,0.0312135,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0287788,0.0487364,0.0190376,0.0144592,0.0351368,0.0339284,0,0,0.0372323,0.0174021,0.0135732,0.0331155,0.0491654,0.0329772,0.0467362,0.0192207,0.0183395,0.0211425,0.0312179,0.0334723,0.0196156,0.0257883,0.0188869,0.034006,0.0107614,0.0206776,0,0,0,0.0368465,0.0229478,0.0137221,0.0266398,0,0,0.0155028,0.0265371,0.0492356,0.0513451,0.0566087,0.019434,0.00817204,0.0231202,0.00580461,0.043309,0.0208549,0,0.0363338,0.0296793,0.0245644,0.0391505,0.0344083,0,0.0133268,0.0608908,0.0453163,0.0996947,0.0296414,0,0,0.0224434,0,0,0.0601401
1283,0.0314054,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0288753,0.0488785,0.0191676,0.0143547,0.0353627,0.0339868,0,0,0.0369998,0.0174201,0.013383,0.03305,0.0498864,0.0329769,0.0463321,0.0194474,0.0182349,0.0209951,0.0310231,0.033279,0.0196325,0.0259654,0.0190314,0.0341339,0.0104014,0.0209302,0,0,0,0.037164,0.0230983,0.0137155,0.0269659,0,0,0.0150812,0.0267289,0.0496796,0.0513237,0.0613324,0.0193894,0.00838388,0.0231282,0.00585732,0,0.0208259,0,0.0363945,0.0294951,0.0244991,0.0419064,0.0344799,0,0.0126671,0.0650821,0.0476472,0.0994969,0.0294553,0,0,0.0224444,0,0,0.0602193
1284,0.0315435,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0290899,0.0491498,0.0190484,0.0143116,0.0355336,0.0339573,0,0,0.0365032,0.0174109,0.0131052,0.0331473,0.0505644,0.032816,0.0459634,0.0195185,0.0181197,0.0207872,0.0308704,0.0331002,0.0196522,0.0260808,0.0191159,0.0340456,0.0104935,0.0210599,0,0,0,0.0363875,0.023266,0.0137237,0.0274467,0,0,0.0144362,0.0270007,0.0490447,0.0511657,0.0660887,0.0193438,0.00852434,0.0230465,0.00573897,0.0431275,0.0208522,0,0.0356074,0.0294623,0.0245684,0.0446255,0.0347208,0,0.0135637,0.0695242,0.0501813,0.0994872,0.0300567,0,0,0.0221589,0,0.0282349,0.0605287
1285,0.0320134,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0295344,0.0495316,0.0191282,0.0142784,0.035894,0.0342972,0,0,0.0362439,0.0174713,0.012939,0.0332113,0.051391,0.0326451,0.045751,0.0196303,0.0181531,0.0206529,0.0308711,0.0331261,0.0195159,0.0263642,0.0194175,0.0340817,0.0103704,0.021048,0,0,0,0.0357439,0.0238183,0.0137276,0.0279747,0,0,0.0144833,0.0273478,0.0485304,0.051232,0.0659543,0.0194329,0.00868615,0.022973,0.00553551,0.042606,0.0209167,0,0.0351181,0.0287323,0.0247784,0.0438186,0.0350762,0,0.0132114,0.0698814,0.049616,0.0991152,0.0296951,0,0,0.0221096,0,0.0274521,0.0609802
