Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,STRN,T10,x74,x75,RTHI,RTHIP,LWRA,RWRB,x76,RFHD,,x108,x97,x89,x90,x98,x106,x87,x100,x99,x94,x95,x82,x101,x103,x96,x107,x109,x112,x105,x77
1615,0.0149529,0.0076946,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047091,0.0176085,0.0111281,0.00600432,0,0,0.0149315,0,0.0264352,0.00774898,0.0611342,0.051336,0.00613984,0.0223927,0.0071729,0.0146113,0.0155274,0.0139504,0,0.0289973,0,0,0.00547776,0.0248532,0.0801931,0.0136704,0.0105984,0.0638349,0.0250773,0.0310594,0.00513347,0,0,0,0.0554099,0.0109354,0.0284872,0.0593061,0.0447005,0.00718342,0.0625544,0,0.0155876,0.0423924,0,0.0588974,0.054962,0.0338202,0.0618791,0.0727734,0.0361664,0.0232482,0.00432078,0,0,0,0.0346151,0.0346955,0.0193879,0.0154511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1616,0.0151964,0.00799874,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0488908,0.01742,0.00984807,0.00589055,0,0,0.0155469,0,0.0265445,0.0078963,0.06111,0.0509808,0.00612689,0.0223547,0.007223,0.014594,0.0158928,0.0142926,0.0218264,0.0290042,0,0,0.00487772,0.0257059,0.0821036,0.0137127,0.0107157,0.0631014,0.0252479,0.0314084,0.0060595,0.00928782,0,0,0.0557685,0.0108387,0.028625,0.0592842,0.0453314,0.00786966,0.0627466,0,0.0156735,0.042095,0,0.0589405,0.0553383,0.0345541,0.0615786,0.072063,0.0356445,0.0237776,0.00347522,0,0,0,0.034194,0.033997,0.0194084,0.0151011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1617,0.0150963,0.00797629,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0509222,0.0171851,0.00846923,0.0059603,0,0,0.016264,0,0.0266247,0.00814747,0.0610363,0.0503683,0.00616859,0.0225776,0.00691597,0.0148908,0.0161763,0.0148934,0.0228556,0.0289382,0,0,0.00471879,0.026292,0.0840074,0.0140123,0.0108493,0.0628864,0.0253736,0.0316665,0.00584269,0,0,0,0.0553906,0.0107792,0.0283412,0.0589214,0.0457369,0.00817729,0.0634984,0,0.0161359,0.0417861,0,0.0586872,0.0556895,0.0349673,0.0609693,0.0716038,0.0355074,0.0241108,0.00287669,0,0,0,0.0336943,0.033303,0.0193552,0.0148039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1618,0.0150102,0.00809371,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0523893,0.0170881,0.00718013,0.0061039,0,0,0.0171438,0,0.0268097,0.00833678,0.0610612,0.0496468,0.00609202,0.0228425,0.00689186,0.0138691,0.0166018,0.0153441,0.0228908,0.0290092,0,0,0.00461466,0.027183,0.0850746,0.0143295,0.0109272,0.0620616,0.0256438,0.0317424,0.00640239,0.00843285,0,0,0.0551771,0.0108393,0.0284417,0.0588295,0.0465577,0.00881389,0.0645135,0,0.0157178,0.0413131,0,0.0584384,0.055929,0.0354891,0.0604938,0.0705897,0.0358084,0.0241404,0.00277347,0,0,0,0.0333092,0.0325719,0.0194298,0.0146264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1619,0.0149485,0.00819976,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0547849,0.0166203,0.00594643,0.00631045,0,0,0.0178208,0,0.0269006,0.00830328,0.0609561,0.0485577,0.00599158,0.0234118,0.00671548,0.0138371,0.0170027,0.0161503,0.0231546,0.0289155,0,0,0.00495686,0.0280988,0.0868179,0.0146125,0.0110216,0.0617934,0.0258261,0.0318728,0.00638129,0,0,0,0.0549213,0.0109374,0.0282439,0.0588345,0.0466104,0.00908433,0.0645009,0,0.0163963,0.0406872,0,0.0577735,0.0558327,0.0355644,0.0595492,0.0699141,0.0353708,0.0241849,0.00253519,0,0,0,0.03337,0.0319582,0.0191999,0.0143968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1620,0.0148516,0.00839469,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056638,0.0159824,0.00593853,0.00638945,0,0,0.0182372,0,0.027244,0.00781466,0.0609448,0.0476029,0.00563501,0.0240613,0.00704627,0.0128844,0.0175771,0.0169756,0.0235117,0.0289083,0,0,0.00553893,0.0292863,0.0878033,0.0143472,0.0108692,0.0610403,0.0261091,0.0314312,0.0073204,0.00805624,0,0,0.0549368,0.0110036,0.028276,0.0592054,0.0465967,0.00963604,0.0638768,0,0.0164457,0.0400731,0,0.057177,0.0555842,0.0355107,0.0592782,0.0692652,0.0345994,0.0243575,0.00266401,0,0,0,0.0332767,0.0314318,0.0191862,0.0146891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1621,0.0133615,0.00783402,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0589119,0.0229899,0.00763746,0.00621854,0,0,0.0312599,0,0.0196689,0.0163568,0.0607105,0.0466342,0.00563026,0.0249163,0.00751848,0.01158,0.0184017,0.0180536,0.0240034,0.0289719,0,0,0.00676123,0.0307842,0.0887581,0.0199079,0.0195624,0.0594996,0.0261659,0.0313256,0.00774207,0.00834187,0,0,0.0551587,0.0110514,0.0286164,0.0599909,0.0469927,0.0098515,0.0631029,0,0.0155237,0.039343,0,0.0568279,0.0557698,0.0354246,0.0595329,0.0676298,0.0345316,0.0256331,0.00170126,0,0,0,0.0334062,0.0315943,0,0.0154409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1622,0.0147907,0.00844099,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625561,0.0157161,0.011059,0.0060764,0,0,0.0201102,0,0.0276856,0.00805065,0.0597679,0.0454302,0.00539509,0.0258966,0.0069945,0.010879,0.0190032,0.0191702,0.0246603,0.0287596,0,0,0.00870812,0.0321289,0.0905776,0.015628,0.010833,0.0589668,0.026691,0.0303884,0.00756492,0,0,0,0.0538948,0.010906,0.0284144,0.060362,0.0463516,0.00978786,0.0623421,0,0.0149674,0.039857,0,0.0561769,0.0548835,0.0343577,0.0590564,0.0672588,0.0339508,0.0264446,0.00272093,0,0,0,0.0335121,0.0328799,0.0194006,0.0155847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1623,0.0147633,0.00849724,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065817,0.0160098,0.0144941,0.00583096,0,0,0.0216381,0,0.0276098,0.00890413,0.0592205,0.0449578,0.00526585,0.0268821,0.0072803,0.0100742,0.0196576,0.0202214,0.0251135,0.0286762,0,0,0.0103657,0.0338298,0.0922764,0.0172014,0.0111986,0.058321,0.0269168,0.0303271,0.00842064,0.00847608,0,0,0.0530325,0.0108072,0.0282461,0.0612699,0.0462097,0.0101085,0.0615117,0,0.0151042,0.0396598,0,0.0557114,0.0546382,0.0338617,0.058561,0.0662674,0.0332285,0.0268626,0.00277213,0,0,0,0.033741,0.0333275,0.0192464,0.0152998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1624,0.0148368,0.00864443,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0698057,0.0161184,0.0184987,0.00576774,0,0,0.0224479,0,0.0275149,0.00931627,0.0591742,0.0446232,0.00516605,0.0277826,0.00734676,0.0100489,0.0198536,0.0210728,0.0256095,0.0286075,0,0,0.0123793,0.0355628,0.0945771,0.0178476,0.0113924,0.0583165,0.0269428,0.0311789,0.00889158,0.00853,0,0,0.0527132,0.0108964,0.0281375,0.0620475,0.0462981,0.010336,0.0608495,0,0.0155503,0.0396584,0,0.0547853,0.0544357,0.0331171,0.0573802,0.0651932,0.0331053,0.0271903,0.00292371,0,0,0,0.0340627,0.0332614,0.0191239,0.014863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1625,0.0149855,0.00855925,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0737314,0.0163745,0.022389,0.00601124,0,0,0.0231927,0,0.0272972,0.00971279,0.0588205,0.0446037,0.00524683,0.0284616,0.00729025,0.010074,0.0197661,0.0215102,0.0259206,0.0283992,0,0,0.0142021,0.0372616,0.0966058,0.0184338,0.011539,0.0491883,0.0269816,0.0331973,0.00876023,0.00846383,0,0,0.052496,0.0109754,0.0280121,0.0618041,0.0446437,0.0105655,0.0379849,0,0.015546,0.0440859,0,0.0371846,0.0572358,0.0258998,0.0408535,0.0500362,0.0332263,0.0269504,0.00282769,0,0,0,0.0325529,0.0263575,0.0192267,0.0141729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1626,0.0150593,0.00841988,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0779539,0.0165182,0.0265641,0.00594398,0,0,0.0236607,0,0.0272931,0.00999712,0.0586103,0.0454526,0.00535724,0.0291918,0.00731943,0.0101316,0.0199325,0.0221588,0.0264956,0.0284804,0,0,0.0161951,0.0389297,0.098894,0.0184571,0.0116267,0.0540006,0.0270149,0.0354864,0.0087853,0.00875458,0,0,0.0518756,0.011045,0.0275984,0.0617309,0.0472977,0.0105049,0.0442492,0,0.0147829,0.0427793,0,0.0416804,0.0564688,0.0272832,0.0450361,0.0543026,0.0327749,0.0273381,0.00296653,0,0,0,0.0323902,0.0274949,0.0193213,0.0137367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1627,0.0151994,0.0082669,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0818394,0.0168131,0.0303825,0.00592026,0,0,0.0236825,0,0.0272295,0.0101246,0.0580655,0.0466592,0.00546378,0.0296734,0.00732341,0.0105265,0.019803,0.0225201,0.0268249,0.0285255,0,0,0.0180389,0.0404729,0.101174,0.0178989,0.0116512,0.0485493,0.0271433,0.0335579,0.008464,0.00896372,0,0,0.0502062,0.0110838,0.0269454,0.0614882,0.0445572,0.0106405,0.0387214,0,0.0140329,0.0445844,0,0.0372173,0.0569015,0.0258824,0.0405458,0.0481183,0.0314157,0.0278489,0.0030607,0,0,0,0.0318136,0.0257237,0.0195908,0.0133188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1628,0.0154762,0.00820472,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0832798,0.0170183,0.0313987,0.0058978,0,0,0.0241796,0,0.0271842,0.0105751,0.0575909,0.0475506,0.0054536,0.029274,0.00739456,0.0109675,0.0196426,0.0222512,0.0267581,0.0288786,0,0,0.0189089,0.0412364,0.102813,0.0176229,0.0117344,0.0473338,0.0271549,0.0336062,0.00822846,0.00917009,0,0,0.0487717,0.0111821,0.0262931,0.061333,0.0440511,0.0106886,0.0383145,0,0.0134846,0.0450145,0,0.0366901,0.0568285,0.0256706,0.0399394,0.0464097,0.0304642,0.0281152,0.0033031,0,0,0,0.031476,0.0251817,0.0199088,0.0128305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1629,0.0157731,0.00805272,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0822697,0.0173003,0.03033,0.00610919,0,0,0.0238396,0,0.0271635,0.0105256,0.0573807,0.0477284,0.00546302,0.0279201,0.00756137,0.0114544,0.0194529,0.0212736,0.026252,0.0289102,0,0,0.0192578,0.0414231,0.102823,0.0166325,0.0117436,0.0462855,0.027273,0.0333016,0.00814603,0.00933057,0,0,0.0470959,0.0112223,0.0256157,0.0613603,0.0434725,0.0106367,0.0376927,0,0.0125388,0.045243,0,0.0361843,0.0567548,0.0253783,0.0393574,0.0450173,0.0294114,0.0285672,0.00361835,0,0,0,0.0308648,0.0244417,0.0202942,0.0123996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1630,0.0160288,0.00779002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0802279,0.0178251,0.0280031,0.0061697,0,0,0.0222585,0,0.0267848,0.00978884,0.0575466,0.0471589,0.00556028,0.0260703,0.00780243,0.012161,0.0194784,0.0198316,0.0253425,0.0288378,0,0,0.0195683,0.0412818,0.101791,0.0145594,0.0117128,0.0445233,0.0274773,0.0326999,0.00823477,0.00947597,0,0,0.0447884,0.0111241,0.0250796,0.0613628,0.0424723,0.0106069,0.0364921,0,0.0110559,0.0456362,0,0.0352017,0.0567381,0.0249809,0.0382513,0.0431068,0.0275165,0.0300124,0.00402105,0,0,0,0.0303691,0.0237328,0.0205379,0.0122631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1631,0.0165323,0.00778907,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0799442,0.0182905,0.0270706,0.00622913,0,0,0.0214501,0,0.0264771,0.00962835,0.0576009,0.04699,0.00572483,0.0259219,0.00814711,0.0123178,0.0201452,0.0194019,0.0250325,0.0289275,0,0,0.0199983,0.04133,0.102218,0.0137106,0.0117975,0.0435686,0.0275394,0.0326849,0.00821137,0.00968754,0,0,0.0441967,0.010992,0.0249448,0.0613146,0.0419473,0.0106767,0.036516,0,0.0103688,0.0461765,0,0.0349752,0.0566528,0.0249112,0.0378037,0.0416136,0.0267861,0.0299322,0.00453424,0,0,0,0.0302617,0.023648,0.0208451,0.011803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1632,0.0171161,0.00793801,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0806321,0.01869,0.0266778,0.00640798,0,0,0.0209448,0,0.0262528,0.00963473,0.0575119,0.0470523,0.00584595,0.0259905,0.00844028,0.0124956,0.020446,0.0193798,0.0250216,0.0290866,0,0,0.0204218,0.0414575,0.10337,0.0131938,0.0119384,0.0428229,0.0275539,0.0327259,0.00798118,0.00994004,0,0,0.0440731,0.0107981,0.024784,0.0612301,0.0416093,0.0108144,0.0365254,0,0.0100903,0.0464724,0,0.0348397,0.0565432,0.0248146,0.0374938,0.0403039,0.0263656,0.0298465,0.00491129,0,0,0,0.0302192,0.023503,0.0211488,0.0114322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1633,0.0176041,0.0080326,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081807,0.0190819,0.0263688,0.00659377,0,0,0.0204669,0,0.0261528,0.0096591,0.0573585,0.0471535,0.00591793,0.025932,0.00853034,0.0124481,0.02041,0.019557,0.0251479,0.0291208,0,0,0.0208531,0.041646,0.104972,0.0128307,0.0121251,0.042147,0.0275072,0.0325581,0.00741348,0.0102771,0,0,0.0443017,0.0108294,0.0246728,0.0610199,0.0413185,0.0109789,0.0364374,0,0.0100559,0.0466468,0,0.0346169,0.0563645,0.0246314,0.0371597,0.0390922,0.0261431,0.0295629,0.00509196,0,0,0,0.0302764,0.0230759,0.0215066,0.0111575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1634,0.0173648,0.00731245,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0823367,0.0197726,0.0252453,0.0060198,0,0,0.0179885,0,0.0253456,0.00900456,0.0576176,0.0467016,0.00530604,0.025102,0.00749995,0.0115798,0.0202705,0.0194502,0.0250855,0.0290379,0,0,0.0213396,0.0414949,0.10627,0.0119168,0.0123783,0.0409073,0.0276693,0.031383,0.00556557,0,0,0,0.0421329,0.0103344,0.0243384,0.0603537,0.040115,0.0106583,0.0358005,0.00473799,0.0079169,0.0470915,0,0.0335936,0.0561151,0.0240779,0.0360711,0.0379086,0.0230371,0.0320435,0.00550262,0,0,0,0.0302817,0.0223606,0.0213687,0.0112788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1635,0.01768,0.00724523,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0828546,0.0202643,0.0247049,0.00621048,0,0,0.0164021,0,0.0247955,0.00869928,0.0579384,0.0464592,0.00530285,0.0247777,0.00880883,0.0112388,0.0202663,0.0194934,0.0249926,0.0289547,0,0,0.0215906,0.0415693,0.107012,0.0113004,0.0126292,0.0400289,0.0277338,0.0311419,0.00545242,0,0,0,0.0413795,0.0101694,0.0242213,0.060209,0.0397403,0.0107969,0.0356073,0.00613365,0.00748612,0.0472291,0,0.033293,0.0560514,0.0239076,0.0356751,0.0366489,0.0223028,0.0316796,0.0058925,0,0,0,0.0300846,0.0218062,0.0212842,0.0109083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636,0.0183677,0.00744068,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0820891,0.0207107,0.0244488,0.00756109,0,0,0.0151862,0,0.024389,0.00856002,0.0582082,0.0462078,0.00667207,0.0247712,0,0.0111064,0.0203637,0.0194522,0.0250164,0.0293754,0,0,0.0214564,0.0415576,0.10568,0.0108142,0.0128469,0.0389548,0.0279038,0.0318034,0.00728799,0.0110139,0,0,0.0401136,0.00996963,0.0236897,0.0604206,0.0403375,0.0111886,0.0358303,0.00926813,0.00726307,0.0471736,0,0.0337093,0.0562754,0.0242664,0.0359114,0.0345951,0.0216876,0.0311472,0.00573014,0,0,0,0.0295156,0.0213842,0.0212317,0.010499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1637,0.0187548,0.00761429,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0825784,0.0209676,0.0248229,0.00733289,0,0,0.0142211,0,0.0241759,0.00843606,0.0581421,0.0452791,0.00649989,0.0251355,0.0114096,0.011441,0.0204556,0.0199309,0.0252381,0.0291131,0,0,0.0214931,0.0416836,0.105917,0.0103453,0.0129537,0.0383727,0.0277293,0.0322859,0.00751756,0.0113992,0,0,0.039382,0.0100115,0.0229769,0.060725,0.0406461,0.0114698,0.0359721,0.00708218,0.00733886,0.047518,0,0.033861,0.0561364,0.0242092,0.0359173,0.033374,0.0214869,0.030743,0.00562902,0,0,0,0.0292213,0.0210834,0.02124,0.0103055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1638,0.0192656,0.00752563,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833888,0.0214391,0.0260434,0.00902706,0,0,0.0126707,0,0.0237053,0.00830591,0.0576173,0.044195,0.00789013,0.0281643,0,0.0116952,0.0212106,0.0215705,0.0271037,0.0301828,0,0,0.0202436,0.041248,0.105496,0.00956317,0.013125,0.037088,0.0276572,0.0330618,0.00919057,0.0108104,0,0,0.0378159,0.00979614,0.0219624,0.0609787,0.0417688,0.0119119,0.0364109,0,0.00759297,0.0475557,0,0.0343348,0.0562749,0.0245143,0.0361012,0.0310514,0.0203916,0.0303753,0.00522555,0,0,0,0.0285796,0.020451,0.0211842,0.0103777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1639,0.0194852,0.00731361,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0740251,0.0218044,0.0208505,0.00888639,0,0,0.0115308,0,0.0233119,0.00835966,0.0585801,0.0402805,0.00808165,0.0221875,0,0.0117946,0.0194891,0.0171814,0.0239985,0.0295873,0,0,0.020697,0.0403465,0.0960179,0.00905435,0.0133872,0.0363852,0.0274515,0.0330593,0.00910071,0.0108694,0,0,0.0360602,0.00952379,0.0207298,0.0612872,0.041853,0.0118404,0.0359756,0,0.00799247,0.0478097,0,0.0342467,0.0564511,0.0245684,0.0359747,0.0302262,0.0194786,0.0297989,0.00471094,0,0,0,0.028143,0.0195623,0.0209259,0.0101645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1640,0.0194109,0.00735428,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0704602,0.0217091,0.0187457,0.00882176,0,0,0.0117905,0,0.0233161,0.0086062,0.0590038,0.0367452,0.00930546,0.020124,0,0.0119087,0.0189011,0.016287,0.0227772,0.0284347,0,0,0.0204931,0.0401927,0.0917372,0.00921917,0.0135498,0.0362646,0.0272002,0.0321018,0.00672983,0.0116163,0,0,0.034617,0.00948012,0.0194067,0.0616484,0.040407,0.0125887,0.0346753,0.112077,0.00899926,0.0486647,0,0.0332078,0.0562194,0.0239597,0.035263,0.0306351,0.0190443,0.0290151,0.00406926,0,0,0,0.0283764,0.0191088,0.0207078,0.00983947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1641,0.0192814,0.0070514,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066111,0.0216329,0.0168714,0.00816098,0,0,0.010485,0,0.0231902,0.00811917,0.0591588,0.0336428,0.00902834,0.0183997,0,0.0128111,0.01839,0.0160202,0.022108,0.0276299,0,0,0.020199,0.0397478,0.0861603,0.00824119,0.0134093,0.0359893,0.0268051,0.0319242,0.0064326,0.0127916,0,0,0.0329072,0.00948324,0.0180309,0.0615039,0.0400859,0.0131269,0.0343787,0.119593,0.0111602,0.0490871,0,0.0329557,0.0561264,0.0238043,0.0351204,0.0301059,0.0190949,0.0287038,0.00323469,0.00448031,0,0,0.0281386,0.0188205,0.0203675,0.00972315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1642,0.0189529,0.00673964,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0595621,0.0217814,0.0138066,0.0080467,0,0,0.006473,0,0.0226968,0.00687626,0.0594351,0.0305933,0.00906238,0.0156256,0,0.0131618,0.0175694,0.0152846,0.0209974,0.027054,0,0,0.019282,0.0387192,0.0783304,0.00536577,0.0127074,0.0348992,0.0264553,0.0318914,0.00683158,0.0129651,0,0,0.0314285,0.00958838,0.0167223,0.0613808,0.0401424,0.0132103,0.0340205,0.117477,0.0118205,0.0492158,0,0.0327656,0.05638,0.0238945,0.034858,0.0286729,0.0186204,0.0278991,0.00261151,0.00454675,0,0,0.0276807,0.0183668,0.019476,0.00983644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1643,0.0187816,0.00650834,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0529987,0.0220134,0.0108175,0.00814523,0,0,0.00428204,0,0.0223133,0.00663381,0.0595772,0.0280435,0.00925466,0.0126644,0,0.0133047,0.0166033,0.0143871,0.0199306,0.0263721,0,0,0.0176688,0.037211,0.0706423,0.00382132,0.0123706,0.0337646,0.0260576,0.0318567,0.00722957,0.0128552,0,0,0.0307281,0.00971632,0.0155574,0.0613053,0.0402332,0.013191,0.0336645,0.115586,0.0119894,0.0493261,0,0.032569,0.0566176,0.0239343,0.0345797,0.0272358,0.0183268,0.0268956,0.00218452,0.00468831,0,0,0.0272474,0.0179997,0.0189596,0.0101491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1644,0.0184571,0.00625804,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0474716,0.0223038,0.00833475,0.00832307,0,0,0.00320573,0,0.0219507,0.00692191,0.0597754,0.0254478,0.00955833,0.00992782,0,0.0134392,0.0158305,0.0135875,0.0188759,0.0255712,0,0,0.016063,0.0354422,0.0640409,0.00305041,0.0119477,0.032642,0.0255176,0.0317851,0.00766531,0.0124468,0,0,0.0338125,0.0101461,0.0152452,0.0613267,0.0403181,0.0131945,0.0331921,0.115118,0.012798,0.0493933,0,0.0323484,0.056864,0.0239231,0.0343392,0.0259169,0.0202687,0.0235919,0.00183189,0.00496531,0,0,0.0270826,0.0177695,0.0184129,0.0101183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1645,0.0183738,0.00646697,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0435281,0.0227484,0.00711946,0.0084206,0,0,0.00537238,0,0.0214558,0.00806369,0.0597545,0.023027,0.00997705,0.0081462,0,0.0134886,0.0153741,0.0132171,0.0181179,0.0247167,0,0,0.0148402,0.0341704,0.0589735,0.00443702,0.0116,0.031642,0.0230861,0.0315936,0.00803817,0.0115494,0,0,0.106467,0.0154239,0.054953,0.0614118,0.0401664,0.013029,0.0325463,0.114836,0.0309887,0.0493701,0,0.0320396,0.0570686,0.0237503,0.034051,0.0247905,0.0634403,0.0120218,0.00298859,0.00570301,0,0,0.0270171,0.0175715,0.0179667,0.0262391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1646,0.0174535,0.00696846,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0410884,0.0230326,0.00670095,0.00815115,0,0,0.0082409,0,0.0212195,0.00946088,0.0596531,0.0204128,0.0101428,0.00727978,0,0.0142209,0.0152472,0.0132782,0.0177625,0.0238574,0,0,0.0138318,0.0332241,0.0555587,0.00689886,0.0111679,0.0310208,0.0234968,0.031475,0.00821836,0.0118162,0,0,0.104314,0.015848,0.0539132,0.0611584,0.0401152,0.0127494,0.0322623,0.115088,0.0304201,0.0495335,0,0.0318602,0.0570323,0.0234971,0.0338659,0.024041,0.062495,0.0126852,0.00271391,0.00603433,0,0,0.0267903,0.0174624,0.0175223,0.0252622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1647,0.0165921,0.00741999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0393505,0.023329,0.00679086,0.00804422,0,0,0.0110255,0,0.021036,0.0109256,0.0595816,0.0179914,0.0101787,0.00667956,0,0.0152335,0.014997,0.0132866,0.017397,0.0229628,0,0,0.013266,0.0325748,0.0527894,0.00951261,0.0108549,0.0304188,0.0241623,0.0311632,0.00832771,0.0121052,0,0,0.10051,0.0158408,0.051906,0.0607234,0.0400202,0.0126768,0.0320219,0.115545,0.029533,0.0495862,0,0.0316231,0.0568894,0.0233433,0.03355,0.0233472,0.0610469,0.0134305,0.00233862,0.00639571,0,0,0.0264368,0.0171153,0.0172041,0.024491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1648,0.0157073,0.00794747,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0384008,0.0236646,0.00752186,0.00816454,0,0,0.0135565,0,0.0208678,0.0123354,0.0593639,0.016223,0.0103891,0.00649687,0,0.0165935,0.0146808,0.013631,0.0172388,0.0221703,0,0,0.012909,0.0322304,0.0507092,0.0120538,0.0107183,0.029856,0.0250387,0.0308675,0.00850414,0.0125641,0,0,0.0942737,0.01547,0.048893,0.0604684,0.0399715,0.0123186,0.0318259,0.115607,0.0282598,0.0496833,0,0.031452,0.0568257,0.0232716,0.0333438,0.0226944,0.0578965,0.0142343,0.00180012,0.00637742,0,0,0.0262599,0.0167849,0.0169497,0.0235235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
