Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,x78,,x80,x79
1455,0.0143681,0,0,0,0,0.0239893,0,0,0,0,0,0,0.0288849,0.0253093,0.0217604,0.0136425,0,0,0.0203927,0,0.0380888,0.0110095,0.0409704,0.0237648,0.00494731,0.0105335,0.0179898,0.0239372,0.012392,0.0109,0.0114283,0.00939087,0.0102879,0.0138391,0.0120342,0.0316339,0.0208315,0.0316367,0.00772041,0.00645483,0.0425948,0.0141895,0.0104628,0.0164586,0,0,0.0211965,0,0.0399003,0.0139097,0.0358258,0.0244067,0.0213968,0.0109084,0.01618,0.0437939,0.00500587,0.0121874,0.00403021,0.00513986,0.0144286,0.0362313,0.0117874,0.0170892,0.000850185,0.0270742,0.0101887,0.011831,0.0201542,0.0122369,0,0,0,0,0,0,0,0
1456,0.0143623,0,0,0,0,0.0239343,0,0,0,0,0,0,0.0283758,0.0253013,0.0217035,0.0135057,0,0,0.020238,0,0.0380513,0.0108041,0.0408312,0.0234596,0.00518544,0.011327,0.0179512,0.0237797,0.0136523,0.011959,0.0129689,0.0096049,0.0105317,0.0138652,0.0122363,0.031223,0.0207375,0.0316655,0.00771855,0.00666025,0.0426105,0.0143331,0.0105885,0.0164628,0,0,0.0208701,0,0.0399043,0.0135174,0.0355449,0.0244389,0.0214149,0.0114995,0.0161957,0.0440389,0.00522662,0.0123929,0.00432538,0.00535193,0.0151987,0.0367846,0.0122347,0.0178533,0.00132267,0.0273312,0.010138,0.0119846,0.0199075,0.0122762,0,0,0,0,0,0,0,0
1457,0.014382,0,0,0,0,0.0239391,0,0,0,0,0,0,0.028164,0.0253507,0.0217552,0.0133805,0,0,0.0201932,0,0.0377994,0.0106775,0.0406505,0.0233405,0.00549852,0.0119921,0.0179814,0.0236583,0.014719,0.0129114,0.0142647,0.00981833,0.0107556,0.0138956,0.0124284,0.0309454,0.0204026,0.031544,0.00780945,0.00690604,0.0425741,0.014565,0.0106983,0.016571,0,0,0.0205865,0,0.0398453,0.0132441,0.0353113,0.0246205,0.0214398,0.0121407,0.0162618,0.0443025,0.00553554,0.0126373,0.00420924,0.00564899,0.0159475,0.0372967,0.0126876,0.018583,0.00199866,0.0275973,0.0100724,0.0119432,0.0197212,0.0123452,0,0,0,0,0,0,0,0
1458,0.014398,0,0,0,0,0.0239909,0,0,0,0,0,0,0.0283356,0.0255763,0.0218929,0.0133143,0,0,0.0202591,0,0.0375627,0.01076,0.0404315,0.0233492,0.00577234,0.0124704,0.0179476,0.0234967,0.015406,0.0136062,0.0151494,0.00992869,0.0108934,0.0137728,0.0125928,0.0308897,0.0201645,0.0312793,0.00810034,0.00737307,0.0425424,0.0148012,0.0107196,0.0167002,0,0,0.0204228,0,0.0397985,0.0131656,0.0351797,0.0249785,0.0214735,0.0126401,0.0163661,0.0445705,0.00592896,0.0128008,0.0038986,0.00606133,0.0164814,0.0376771,0.0130226,0.0190057,0.0025463,0.0278415,0.0100432,0.011856,0.0196405,0.0123965,0,0,0,0,0,0,0,0
1459,0.0143491,0,0,0,0,0.0240417,0,0,0,0,0,0,0.0287642,0.0256961,0.0220741,0.0133239,0,0,0.0201403,0,0.0376364,0.0108729,0.040245,0.0234629,0.00598351,0.0127267,0.017847,0.0233487,0.0156958,0.013995,0.0155721,0.00992659,0.0109489,0.013655,0.0126994,0.0309215,0.0200349,0.0311503,0.00827784,0.00809149,0.0425552,0.015058,0.0107703,0.0168088,0,0,0.0202577,0,0.0398122,0.0130972,0.0351973,0.0252243,0.021502,0.0129462,0.01649,0.0448222,0.00641259,0.0128302,0.00368869,0.00652941,0.0166816,0.0377912,0.0131431,0.0190172,0.00330548,0.0281078,0.0100822,0.0118583,0.0196172,0.0124574,0,0,0,0,0,0,0,0
1460,0.0143036,0,0,0,0,0.0240687,0,0,0,0,0,0,0.0288786,0.0257119,0.0222402,0.0134455,0,0,0.0199997,0,0.0376579,0.0109353,0.0401342,0.0235434,0.00614852,0.0127663,0.0179212,0.0231411,0.0156889,0.0140742,0.0156576,0.0098208,0.0107883,0.0136614,0.012721,0.0308329,0.0199868,0.0310417,0.0083131,0.00894487,0.0426005,0.0152302,0.0107602,0.0169988,0,0,0.0202458,0,0.0398721,0.0129523,0.035308,0.02508,0.0215018,0.0130985,0.0165748,0.0451412,0.00687834,0.0127852,0.00347124,0.00692813,0.0164844,0.0375964,0.013007,0.0185993,0.00476668,0.0283804,0.0101165,0.0118198,0.0196413,0.0125455,0,0,0,0,0,0,0,0
1461,0.0143129,0,0,0,0,0.024075,0,0,0,0,0,0,0.0286919,0.0256399,0.0223519,0.0136945,0,0,0.0198895,0,0.0376059,0.0108943,0.0400979,0.0235703,0.00633664,0.0127393,0.01822,0.0228263,0.0154301,0.014027,0.0155438,0.0097262,0.0105793,0.01368,0.0126554,0.0305925,0.0198062,0.0309406,0.00838352,0.00978159,0.0425677,0.0151305,0.0107821,0.0171971,0,0,0.0202265,0,0.0398673,0.0127478,0.0354071,0.0243857,0.0214997,0.0128335,0.0167172,0.0453957,0.00715574,0.0126585,0.00348858,0.00721449,0.0157961,0.0371537,0.0125081,0.0177113,0.00654229,0.0285354,0.0100744,0.0117813,0.019746,0.0126739,0,0,0,0,0,0,0,0
1462,0.014359,0,0,0,0,0.0241504,0,0,0,0,0,0,0.0282091,0.0255269,0.0223511,0.0139901,0,0,0.0197933,0,0.0376369,0.0107895,0.0401016,0.0235016,0.00651083,0.0126442,0.0185924,0.0224614,0.015049,0.0138985,0.0152698,0.00963409,0.0104185,0.0136339,0.0125261,0.0301503,0.0194192,0.0309441,0.00839319,0.0105119,0.0425189,0.0147355,0.0108482,0.0173995,0,0,0.0201202,0,0.0398222,0.0126303,0.0354452,0.0232511,0.0214934,0.0121331,0.0169197,0.045586,0.00720735,0.0124779,0.0033095,0.00737345,0.0145938,0.0362952,0.0116999,0.016389,0.00773765,0.0286515,0.0100247,0.0118066,0.01998,0.0128361,0,0,0,0,0,0,0,0
1463,0.0143983,0,0,0,0,0.0242204,0,0,0,0,0,0,0.0276881,0.0252478,0.0224186,0.0143872,0,0,0.0195967,0,0.038039,0.0105767,0.0401741,0.0235109,0.00668883,0.0125478,0.0189246,0.0221883,0.0147709,0.0137907,0.0149044,0.00955692,0.0103381,0.0136291,0.0123999,0.0297367,0.0189141,0.0312515,0.00816189,0.010755,0.0424981,0.0139651,0.0109241,0.0176093,0,0,0.0201676,0,0.0397842,0.0126342,0.0354048,0.0215307,0.0214853,0.0110113,0.0170905,0.0456447,0.0069948,0.0122303,0.00284401,0.0073612,0.0129673,0.0351743,0.0105858,0.0147069,0.00831296,0.0286941,0.00994122,0.011811,0.0202917,0.0130212,0,0,0,0,0,0,0,0
1464,0.0144487,0,0,0,0,0.0243381,0,0,0,0,0,0,0.0274315,0.0251425,0.0225388,0.0147894,0,0,0.019449,0,0.0382347,0.010474,0.0402703,0.0236251,0.00672359,0.0124164,0.0191358,0.0220431,0.0144618,0.0136867,0.0144943,0.00945741,0.0102504,0.0136986,0.0123142,0.0293261,0.0186303,0.0314118,0.00800961,0.0108325,0.0425825,0.0129899,0.0109567,0.0179145,0,0,0.0204374,0,0.0398361,0.0127272,0.0354245,0.0191913,0.0214139,0.0098248,0.0170928,0.0458067,0.00656618,0.0119296,0.00205897,0.00714811,0.0112529,0.0338313,0.00931927,0.0131105,0.00902814,0.0288367,0.00986359,0.0118115,0.0206673,0.0131393,0,0,0,0,0,0,0,0
1465,0.0144859,0,0,0,0,0.0244968,0,0,0,0,0,0,0.0270633,0.0251325,0.0226925,0.0151348,0,0,0.0193461,0,0.038263,0.0104019,0.040304,0.0237047,0.00659573,0.0122658,0.0193074,0.0220042,0.0140541,0.0135062,0.0141118,0.0093535,0.0101535,0.0138327,0.0122342,0.0290795,0.0185164,0.0314657,0.00800664,0.010426,0.0426236,0.01188,0.0109633,0.0181858,0,0,0.0206899,0,0.039829,0.0128519,0.0356168,0.0170315,0.0212927,0.00856081,0.0169943,0.045981,0.00607022,0.0116023,0.00139646,0.0068495,0.00965007,0.0324093,0.00815341,0.0119034,0.00954923,0.0289452,0.00982769,0.0118845,0.0210641,0.0132213,0,0,0,0,0,0,0,0
1466,0.0144847,0,0,0,0,0.024657,0,0,0,0,0,0,0.0268074,0.0251181,0.022806,0.0154739,0,0,0.0192638,0,0.0382338,0.0102964,0.0402985,0.0234678,0.00646224,0.0122424,0.0195996,0.0219853,0.0136159,0.0133059,0.0139042,0.00929629,0.00996338,0.01389,0.0121479,0.0290647,0.0185003,0.0314694,0.00805747,0.00938865,0.0426368,0.0113716,0.0110845,0.0183394,0,0,0.0207396,0,0.0397789,0.0129602,0.0359253,0.0161765,0.0211077,0.0072629,0.0168767,0.0460855,0.00564639,0.0114065,0.000845481,0.00643898,0.0085307,0.0309583,0.00762651,0.0114971,0.00928937,0.0290556,0.00981497,0.0120302,0.0214787,0.0132649,0,0,0,0,0,0,0,0
1467,0.0144925,0,0,0,0,0.0247945,0,0,0,0,0,0,0.0269025,0.0250986,0.0229254,0.0157055,0,0,0.0191883,0,0.0382422,0.0101423,0.0404264,0.0230021,0.00634175,0.0122407,0.0196825,0.0219478,0.0132532,0.0132883,0.0138056,0.00926962,0.00982925,0.0138594,0.0120611,0.029134,0.0185404,0.0314422,0.00812686,0.00817011,0.0425714,0.0113576,0.0112419,0.0185005,0,0,0.0208387,0,0.0396503,0.0129671,0.0362489,0.0164851,0.0208775,0.00606912,0.0166122,0.0462763,0.0053191,0.011257,0.00105539,0.00598681,0.00789827,0.0294679,0.00759811,0.0114834,0.0086487,0.0291995,0.0098017,0.0121843,0.0218056,0.0132972,0,0,0,0,0,0,0,0
1468,0.0144921,0,0,0,0,0.0249375,0,0,0,0,0,0,0.0272516,0.0250862,0.0230455,0.0158634,0,0,0.0191477,0,0.0382351,0.0101265,0.0405784,0.0228589,0.00617483,0.0122727,0.0195156,0.0219732,0.0130569,0.0132527,0.0137817,0.00926855,0.00981959,0.0137688,0.0120102,0.0293158,0.0184654,0.0314024,0.00817317,0.00679201,0.0425208,0.0121824,0.0114186,0.0186307,0,0,0.0209634,0,0.0395349,0.0129485,0.0365217,0.017986,0.0205701,0.0050759,0.0163216,0.0465101,0.00508845,0.0110951,0.0016882,0.00553413,0.00774991,0.0277806,0.00820652,0.0117788,0.00767605,0.0293735,0.00982765,0.0123771,0.0220694,0.0133523,0,0,0,0,0,0,0,0
1469,0.0144707,0,0,0,0,0.0250942,0,0,0,0,0,0,0.0275266,0.0250707,0.0231893,0.0160505,0,0,0.0190901,0,0.0382487,0.0101418,0.0407748,0.02283,0.00600983,0.0124139,0.0192321,0.0220201,0.0130748,0.0134508,0.013912,0.00933635,0.010003,0.0138761,0.0120048,0.0297185,0.0184255,0.0313709,0.00814608,0.00547879,0.0425101,0.0142079,0.0116359,0.018699,0,0,0.0210112,0,0.0394605,0.0129906,0.0367627,0.0207509,0.0202417,0.00446312,0.0161248,0.0467895,0.00500546,0.0108802,0.0024201,0.00505725,0.00822561,0.0257883,0.00956908,0.0125805,0.0060645,0.0294935,0.0098516,0.0125904,0.0223285,0.0134252,0,0,0,0,0,0,0,0
1470,0.014423,0,0,0,0,0.0252823,0,0,0,0,0,0,0.0276563,0.025069,0.0233528,0.0161319,0,0,0.0190426,0,0.0382645,0.0101606,0.0409748,0.0227886,0.00587578,0.0126205,0.0191287,0.0220153,0.0133089,0.0137262,0.0141971,0.00943226,0.0101742,0.0140853,0.0120132,0.030119,0.0183308,0.0312976,0.00818567,0.00514278,0.0425266,0.0167641,0.0119034,0.0188071,0,0,0.0210808,0,0.0394101,0.0130595,0.0369616,0.0241541,0.0199608,0.0040608,0.0159538,0.0471291,0.00508821,0.010716,0.0033918,0.00471084,0.00910671,0.0239041,0.0112693,0.0136364,0.00437905,0.0296595,0.00988349,0.0127413,0.0225444,0.0134646,0,0,0,0,0,0,0,0
1471,0.0143591,0,0,0,0,0.0254516,0,0,0,0,0,0,0.0276821,0.0250461,0.0235967,0.0160281,0,0,0.0189433,0,0.0382641,0.0101521,0.0411208,0.022765,0.00577753,0.0128402,0.01909,0.0219758,0.0137047,0.0140133,0.0146103,0.00950039,0.010301,0.0140533,0.0120464,0.0305366,0.01836,0.0312419,0.00824112,0.00645161,0.0425121,0.0195511,0.0120981,0.0189283,0,0,0.0210093,0,0.0393177,0.0131,0.0369463,0.027788,0.0197044,0.00372156,0.0157901,0.0474311,0.00527113,0.0107566,0.00495391,0.00447911,0.0103467,0.0222083,0.0132455,0.014977,0.0028907,0.0299783,0.00988144,0.0128296,0.0226735,0.0134906,0,0,0,0,0,0,0,0
1472,0.0143579,0,0,0,0,0.0255895,0,0,0,0,0,0,0.0279941,0.0250602,0.0238273,0.0158595,0,0,0.01882,0,0.0382821,0.0100996,0.0411916,0.0227492,0.00570196,0.013097,0.0190361,0.0219484,0.0140527,0.014305,0.0150436,0.0095438,0.010407,0.0139051,0.0121091,0.030992,0.0183061,0.0312296,0.00829478,0.00856839,0.0424628,0.0220209,0.0121448,0.0190448,0,0,0.0207939,0,0.039203,0.0130343,0.0366921,0.031097,0.0195051,0.0035914,0.0156743,0.047596,0.00543972,0.0111706,0.0066151,0.00453858,0.0116853,0.0208566,0.0151131,0.0163092,0.00308606,0.0302698,0.00983773,0.0128701,0.0227569,0.0134993,0,0,0,0,0,0,0,0
1473,0.0143467,0,0,0,0,0.0257253,0,0,0,0,0,0,0.0285078,0.0250795,0.0240689,0.0158504,0,0,0.0187012,0,0.0382998,0.0100843,0.0412271,0.0227438,0.00564425,0.0133726,0.0190816,0.0219503,0.0143847,0.0146575,0.0154408,0.00959521,0.0104476,0.0138951,0.0122026,0.0313686,0.018099,0.0312727,0.0083061,0.0110403,0.0424216,0.024187,0.0121988,0.0191555,0,0,0.0206689,0,0.0391047,0.0129437,0.0364179,0.0339049,0.0193167,0.00367946,0.0155763,0.0476449,0.00556946,0.0119381,0.00842976,0.00503579,0.0130209,0.0197499,0.0167021,0.0176005,0.00508738,0.0303899,0.00981696,0.0129195,0.022872,0.0134363,0,0,0,0,0,0,0,0
1474,0.0143093,0,0,0,0,0.02585,0,0,0,0,0,0,0.028815,0.0251015,0.0243576,0.015805,0,0,0.0186026,0,0.0382482,0.0100243,0.0412767,0.0228065,0.00558809,0.0135592,0.019164,0.0219899,0.0146434,0.0150612,0.0157469,0.00963635,0.0105542,0.0139351,0.0122838,0.0317273,0.0180211,0.0312798,0.00835972,0.013813,0.0424092,0.026374,0.0123,0.0192378,0,0,0.0206907,0,0.0390445,0.0129693,0.0362722,0.0361612,0.0191357,0.00400372,0.0154785,0.0476435,0.00578577,0.0128304,0.0101746,0.00580145,0.0142049,0.018749,0.017995,0.0188403,0.00740776,0.0303525,0.00993204,0.0130737,0.0230333,0.0133634,0,0,0,0,0,0,0,0
1475,0.0142472,0,0,0,0,0.0260349,0,0,0,0,0,0,0.0293826,0.0251398,0.0246209,0.0159098,0,0,0.0184571,0,0.0381995,0.00987789,0.0413707,0.0229964,0.00561356,0.0137507,0.0190292,0.0220059,0.0147984,0.0156067,0.016046,0.00969933,0.0106921,0.0138694,0.0123781,0.0321795,0.0179426,0.0312808,0.00833943,0.0165662,0.0424456,0.0285915,0.0125575,0.0192835,0,0,0.0208004,0,0.0390224,0.0130881,0.0361739,0.0379239,0.0190395,0.00444188,0.0154789,0.0476098,0.00618556,0.0136553,0.0116949,0.006384,0.015178,0.0179072,0.0191819,0.0198783,0.00974478,0.0303965,0.0101284,0.0133061,0.0232669,0.0133379,0,0,0,0,0,0,0,0
1476,0.0142024,0,0,0,0,0.0261893,0,0,0,0,0,0,0.029791,0.0252322,0.0248757,0.0162279,0,0,0.0182979,0,0.0383019,0.0097677,0.0414238,0.0234099,0.00567402,0.0139881,0.0189248,0.0220142,0.0148861,0.0159603,0.0162686,0.00973085,0.0107666,0.013803,0.0124839,0.0326186,0.0178503,0.0312976,0.00835172,0.0190438,0.042443,0.0301549,0.0127792,0.0193885,0,0,0.0208844,0,0.0389766,0.0132111,0.0360961,0.0391303,0.0189938,0.00488035,0.015434,0.0475893,0.00663909,0.0143907,0.012999,0.00717099,0.0159448,0.0172206,0.0201959,0.0206615,0.0122598,0.0303255,0.0103593,0.0135011,0.0234812,0.0133297,0,0,0,0,0,0,0,0
1477,0.0141604,0,0,0,0,0.0263324,0,0,0,0,0,0,0.0300122,0.0253215,0.0251906,0.0167004,0,0,0.0182041,0,0.0383663,0.00965505,0.0414728,0.0237297,0.00573331,0.0142284,0.0189003,0.0219992,0.0150094,0.0156856,0.0164155,0.00978488,0.0108758,0.0138149,0.0125892,0.0330656,0.0177181,0.0313296,0.00836477,0.0213114,0.0423844,0.0308585,0.0129758,0.0194753,0,0,0.0209047,0,0.0388719,0.0132713,0.0360388,0.0400598,0.0189178,0.0054305,0.0153276,0.0476144,0.00714675,0.0149622,0.0140845,0.00799883,0.0164586,0.0166214,0.0210027,0.0211895,0.0149464,0.0302441,0.0105455,0.0136544,0.023722,0.0132756,0,0,0,0,0,0,0,0
1478,0.0141196,0,0,0,0,0.0264468,0,0,0,0,0,0,0.0303382,0.0253727,0.0254686,0.0168581,0,0,0.0181608,0,0.038372,0.00949604,0.0414656,0.0238789,0.00573344,0.0143808,0.0188631,0.0219703,0.0150939,0.015676,0.0165896,0.00980835,0.010948,0.013796,0.0126638,0.0334051,0.017613,0.0313623,0.00837091,0.0236057,0.0423217,0.0314871,0.0130988,0.0195356,0,0,0.0209312,0,0.038763,0.0132755,0.0360686,0.040824,0.0188316,0.0060156,0.0151892,0.0477014,0.00771322,0.015492,0.0149738,0.00858401,0.016805,0.0161024,0.0216202,0.0214702,0.0178061,0.0301852,0.010661,0.0138244,0.0239675,0.0132316,0,0,0,0,0,0,0,0
1479,0.0140581,0,0,0,0,0.0265178,0,0,0,0,0,0,0.0305368,0.0254353,0.025751,0.0169443,0,0,0.0181333,0,0.0383327,0.00936783,0.0414952,0.0240776,0.00576292,0.0145041,0.0188066,0.0218864,0.0151385,0.0158781,0.016788,0.00983527,0.0109571,0.0137197,0.0127495,0.0336742,0.0175178,0.031373,0.0083902,0.0257665,0.0423502,0.0321987,0.0131912,0.0195944,0,0,0.0210138,0,0.038747,0.013346,0.0362118,0.0414418,0.0187225,0.00657119,0.0150612,0.0478358,0.00810838,0.0159071,0.0157804,0.00884923,0.0171518,0.0157307,0.0221054,0.0215921,0.0206566,0.0302557,0.0108257,0.0139821,0.0242104,0.0132031,0,0,0,0,0,0,0,0
1480,0.0139904,0,0,0,0,0.0266283,0,0,0,0,0,0,0.0308344,0.0255184,0.0260102,0.0168007,0,0,0.0179774,0,0.038446,0.00930689,0.0415134,0.0242669,0.00582473,0.0146131,0.0187821,0.0217998,0.0151729,0.0160295,0.0169565,0.00981274,0.010968,0.0136808,0.0128296,0.0338858,0.0174565,0.0314393,0.00841362,0.0280111,0.0423427,0.0328169,0.0132764,0.019658,0,0,0.0210226,0,0.038697,0.01336,0.0363168,0.0419229,0.0186588,0.00715747,0.0149209,0.04792,0.00812228,0.0162687,0.0164648,0.00889781,0.017257,0.0153886,0.0225508,0.0215961,0.0231932,0.0304282,0.0110024,0.0140587,0.0244635,0.0131569,0,0,0,0,0,0,0,0
1481,0.0138994,0,0,0,0,0.0267746,0,0,0,0,0,0,0.0308635,0.0255784,0.0262348,0.0167673,0,0,0.0178608,0,0.0385239,0.0092619,0.0414606,0.0244309,0.00588866,0.0147176,0.0188598,0.0218322,0.0151666,0.0160808,0.0170795,0.00978196,0.010951,0.0136779,0.0129009,0.0340908,0.0173973,0.0314816,0.00843355,0.0302914,0.0424019,0.0334165,0.0133393,0.0196933,0,0,0.0211169,0,0.0387363,0.0134599,0.0363951,0.0422937,0.0186214,0.00770019,0.0148269,0.0479031,0.00796265,0.0165955,0.016835,0.00877291,0.0174593,0.0150759,0.0229464,0.0215532,0.0258524,0.0306289,0.0112502,0.0140662,0.0247002,0.0130668,0,0,0,0,0,0,0,0
1482,0.0138331,0,0,0,0,0.0269266,0,0,0,0,0,0,0.0309621,0.0256415,0.0264341,0.016817,0,0,0.0177489,0,0.0385426,0.00921985,0.0413874,0.0246048,0.00595893,0.0147932,0.0190392,0.0218605,0.0151803,0.0161216,0.0171724,0.00972912,0.0109421,0.0135885,0.0129483,0.034261,0.0173242,0.0314869,0.00849336,0.0323947,0.0424616,0.0338315,0.0133808,0.0196757,0,0,0.0211815,0,0.0387736,0.0135726,0.0364515,0.0424996,0.0185849,0.00816257,0.0147519,0.0478766,0.00761033,0.0168586,0.0172172,0.00852788,0.0175782,0.0147779,0.023094,0.0213404,0.028496,0.0308615,0.0114679,0.014043,0.0249714,0.0130011,0,0,0,0,0,0,0,0
1483,0.0138131,0,0,0,0,0.027045,0,0,0,0,0,0,0.0312193,0.0257117,0.0265836,0.0168165,0,0,0.0176394,0,0.0386011,0.0091628,0.0412518,0.0247937,0.00604641,0.0148407,0.0190141,0.0218721,0.0151393,0.0161319,0.0172804,0.00966998,0.0109033,0.0134962,0.0130077,0.0342986,0.0172473,0.0315435,0.00855139,0.0343127,0.042446,0.0341386,0.0133287,0.0196327,0,0,0.0211162,0,0.0387484,0.0136829,0.0364602,0.0423061,0.0185492,0.00853071,0.0146765,0.0479492,0.00714628,0.0170525,0.0176772,0.00827719,0.0175182,0.0145636,0.023038,0.0209398,0.0311047,0.0310021,0.0116403,0.0140349,0.0252625,0.0129971,0,0,0,0,0,0,0,0
1484,0.0138008,0,0,0,0,0.027195,0,0,0,0,0,0,0.0313144,0.0258161,0.0267818,0.0170533,0,0,0.0175365,0,0.0387185,0.009118,0.0411222,0.024976,0.0061544,0.0149352,0.0191342,0.0218376,0.0151075,0.016166,0.0173951,0.00963046,0.0109057,0.0134938,0.0130747,0.0343023,0.0171256,0.0316546,0.00858555,0.0358336,0.0423721,0.034287,0.0131302,0.0196985,0,0,0.02105,0,0.0386732,0.0137219,0.0363899,0.0419746,0.0184688,0.00874761,0.014679,0.0480576,0.00678049,0.0172148,0.0180191,0.00802866,0.0173634,0.0144274,0.0231766,0.0205935,0.0335177,0.0309198,0.0117509,0.0140136,0.0255974,0.0130414,0,0,0,0,0,0,0,0
1485,0.0137703,0,0,0,0,0.0273723,0,0,0,0,0,0,0.0313144,0.0259893,0.0269583,0.0173422,0,0,0.0174206,0,0.0388472,0.0090829,0.0410181,0.0251207,0.00630061,0.0151405,0.0190866,0.0218926,0.0150671,0.0162921,0.0174974,0.00970753,0.0109965,0.0134933,0.0131246,0.0343265,0.0170545,0.0318504,0.00863108,0.0371821,0.0423962,0.0343209,0.0129366,0.0197958,0,0,0.0210299,0,0.0386737,0.0137477,0.036274,0.0415949,0.0183604,0.00896843,0.0147362,0.0481601,0.006506,0.0173669,0.0181453,0.00780135,0.0173276,0.0142903,0.0233746,0.0202461,0.0355391,0.0308954,0.011928,0.0140009,0.0259578,0.0131082,0,0,0,0,0,0,0,0
1486,0.0137776,0,0,0,0,0.0275623,0,0,0,0,0,0,0.031178,0.0261826,0.0270953,0.0175398,0,0,0.0172921,0,0.0389909,0.00900665,0.0409455,0.025234,0.00646005,0.0153662,0.0191209,0.0220524,0.0150702,0.0163935,0.0176225,0.00987294,0.0111093,0.0135653,0.013155,0.0343268,0.0170778,0.0321364,0.00868656,0.0385736,0.0424697,0.0341806,0.0128531,0.0198448,0,0,0.0209592,0,0.0386983,0.0137487,0.0361915,0.0411039,0.0182546,0.00918582,0.0147785,0.0482229,0.00622865,0.0174715,0.0179297,0.00759382,0.0172404,0.0142063,0.0233302,0.0198543,0.0369215,0.0310008,0.0121166,0.0139776,0.0262729,0.0131166,0,0,0,0,0,0,0,0
1487,0.0138225,0,0,0,0,0.0277197,0,0,0,0,0,0,0.0312688,0.0263467,0.0271876,0.0176253,0,0,0.0171194,0,0.0391269,0.00887162,0.0408378,0.0253538,0.00657829,0.0155567,0.0192863,0.0222834,0.0152061,0.0164918,0.0177609,0.00995789,0.0111707,0.0135445,0.0132079,0.0342385,0.0171508,0.0324293,0.00872954,0.0392131,0.0424748,0.0339003,0.0128571,0.019924,0,0,0.0208809,0,0.038663,0.0137343,0.036128,0.0408129,0.0180906,0.00929042,0.014742,0.0483774,0.00587683,0.0174747,0.0177205,0.00731934,0.0173489,0.0140955,0.0234019,0.0195575,0.037711,0.0312102,0.0122983,0.0139835,0.0265335,0.0131307,0,0,0,0,0,0,0,0
1488,0.0138663,0,0,0,0,0.0278156,0,0,0,0,0,0,0.0312686,0.0264988,0.0273257,0.0176584,0,0,0.017072,0,0.0392503,0.0086613,0.0406694,0.0255143,0.00669883,0.0156147,0.019548,0.0225545,0.0154293,0.0166423,0.0179653,0.00993574,0.0111787,0.013536,0.0132852,0.0341233,0.017233,0.0326383,0.00874265,0.0392171,0.0425259,0.0336677,0.0127722,0.020019,0,0,0.0209783,0,0.038703,0.0138231,0.0361021,0.0406394,0.0179123,0.00923734,0.01466,0.0485432,0.00555743,0.0174013,0.0174779,0.00699358,0.0175221,0.014088,0.0235102,0.0195449,0.038371,0.0314375,0.012458,0.0139472,0.0267702,0.0131417,0,0,0,0,0,0,0,0
1489,0.0139024,0,0,0,0,0.0279767,0,0,0,0,0,0,0.0312471,0.0266474,0.0275195,0.0177368,0,0,0.0170735,0,0.0393579,0.0085217,0.0404899,0.0256653,0.00683433,0.0156172,0.0195963,0.0228154,0.015492,0.0168528,0.0182727,0.00996838,0.0111768,0.0134414,0.0133649,0.0340569,0.0172816,0.0327401,0.00877082,0.0387992,0.0425357,0.0333825,0.0126289,0.0201542,0,0,0.0210975,0,0.0387171,0.0139045,0.0360801,0.0404943,0.0177693,0.00906653,0.0146462,0.0486695,0.00526601,0.0172676,0.01718,0.00655639,0.0177016,0.014077,0.0234492,0.019753,0.0389088,0.0315653,0.0125485,0.0138847,0.0270368,0.0131726,0,0,0,0,0,0,0,0
1490,0.0139086,0,0,0,0,0.0281781,0,0,0,0,0,0,0.031262,0.026731,0.0277548,0.0177315,0,0,0.0171239,0,0.0394018,0.00855727,0.0402909,0.0258466,0.00699308,0.0157924,0.0197164,0.0229916,0.0151885,0.0171019,0.0186537,0.0100621,0.0112239,0.0133333,0.0134626,0.0340668,0.0171925,0.0328014,0.00882264,0.0380682,0.0425659,0.0330465,0.0127365,0.0202465,0,0,0.0211693,0,0.0387063,0.0139692,0.036169,0.0403296,0.0176758,0.00873608,0.0146777,0.0488484,0.00491587,0.016996,0.0167131,0.00591947,0.017932,0.0140471,0.0233193,0.0202245,0.0393283,0.0316124,0.0126436,0.01379,0.0273443,0.0131743,0,0,0,0,0,0,0,0
