Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,x74,,x79
1345,0.00889139,0,0,0,0,0.0182144,0,0,0,0,0,0.0041057,0.0282183,0.0100115,0.0378409,0,0,0.00997131,0,0.0295688,0.00882852,0.0555781,0.0148498,0.0178197,0.0117019,0.0474688,0.0343687,0.0144739,0.0198197,0.00973714,0.0118088,0.0122919,0.00895566,0.0175809,0.00797711,0.00657325,0.0135362,0.0050753,0.0108837,0.0452219,0.0194517,0.0525881,0.0116962,0,0,0.013096,0,0.0444508,0.0126647,0.0496653,0.0243978,0.035295,0.0278894,0.0424584,0.0230228,0.00913625,0.0116093,0.0111279,0.0217758,0.0225091,0.0382142,0.01211,0.0238099,0.021174,0.0139645,0.00807895,0.0083331,0.0249458,0.00572345,0,0,0,0,0,0,0
1346,0.00850039,0,0,0,0,0.0182629,0,0,0,0,0,0.00390651,0.0279079,0.0104274,0.0378021,0,0,0.00971652,0,0.0297815,0.00883718,0.0553858,0.0156116,0.0179008,0.0121977,0.0472249,0.0340588,0.0157936,0.0214851,0.0103524,0.0120855,0.0127014,0.00920408,0.0173697,0.00692834,0.00698142,0.0137848,0.00517458,0.0109042,0.0452655,0.0192811,0.0524783,0.0116336,0,0,0.0130108,0,0.044466,0.012651,0.0496382,0.0241793,0.0352993,0.0280662,0.0422977,0.0230271,0.0090324,0.0114908,0.0113877,0.0219521,0.0224842,0.0384983,0.0120694,0.0236918,0.0216469,0.0139601,0.00825552,0.00830633,0.0248643,0.00543284,0,0,0,0,0,0,0
1347,0.00835777,0,0,0,0,0.0180916,0,0,0,0,0,0.00425809,0.0278492,0.0108817,0.0378961,0,0,0.00959481,0,0.0297709,0.00883223,0.0552819,0.0162115,0.0178433,0.0126504,0.0469206,0.0340348,0.0168604,0.0228561,0.0109981,0.0123354,0.0129542,0.00946641,0.0172379,0.00570107,0.00710707,0.0137598,0.00517218,0.0109163,0.045326,0.0192181,0.0524902,0.0116533,0,0,0.0129682,0,0.0445256,0.0127137,0.0495701,0.0239882,0.0353059,0.0281837,0.0420942,0.0231858,0.00891349,0.0114289,0.0116098,0.0220534,0.0224578,0.0386363,0.0120412,0.0235983,0.0216475,0.0141198,0.00843438,0.00827365,0.0245626,0.00537919,0,0,0,0,0,0,0
1348,0.00828536,0,0,0,0,0.017855,0,0,0,0,0,0.00499497,0.0279077,0.011131,0.0381119,0,0,0.00950369,0,0.0296627,0.00881823,0.0552128,0.0169794,0.017869,0.0128743,0.0465405,0.0338992,0.0176449,0.0235614,0.0115783,0.0123529,0.013254,0.00963703,0.0171953,0.00417923,0.00710246,0.0136753,0.0051696,0.0109591,0.0453354,0.0192129,0.0525881,0.0116904,0,0,0.0128352,0,0.0445341,0.0128057,0.0495145,0.0239987,0.0351969,0.0282531,0.0418803,0.0232042,0.00870831,0.0114806,0.0117052,0.0220104,0.0224125,0.0385921,0.0119982,0.0235709,0.0218236,0.014223,0.00856291,0.00838803,0.0242741,0.00539682,0,0,0,0,0,0,0
1349,0.00819959,0,0,0,0,0.0175925,0,0,0,0,0,0.00587829,0.0278882,0.011259,0.0382226,0,0,0.00946804,0,0.029601,0.00882848,0.0550969,0.0172734,0.0178632,0.0130329,0.0461583,0.0336221,0.0182898,0.0237161,0.0121157,0.0122755,0.0132175,0.00970961,0.0171838,0.00248951,0.00730704,0.0136197,0.00517583,0.0110943,0.0453673,0.0189974,0.0526701,0.0117865,0,0,0.0126544,0,0.044561,0.0127254,0.0495472,0.0239322,0.0350278,0.0282359,0.0416319,0.0230988,0.00858553,0.0115872,0.0117331,0.0218341,0.0222875,0.0383974,0.0119682,0.0233931,0.0224306,0.0141752,0.00868332,0.00862585,0.0241432,0.00541952,0,0,0,0,0,0,0
1350,0.00811517,0,0,0,0,0.0175567,0,0,0,0,0,0.00706272,0.0277618,0.0113991,0.0385183,0,0,0.00949332,0,0.0295926,0.00893291,0.0549819,0.0175345,0.0178147,0.0131257,0.0458086,0.0335143,0.0187642,0.0233266,0.0126265,0.0122441,0.0128557,0.00967,0.0172411,0.00105191,0.0075291,0.0136349,0.00515703,0.0112146,0.0454212,0.0188325,0.0527874,0.0118979,0,0,0.0124633,0,0.0446342,0.0125379,0.0497064,0.0238842,0.0347404,0.0283131,0.0413844,0.022826,0.00856011,0.0116516,0.0117438,0.0217312,0.0221889,0.0379724,0.0119389,0.0232681,0.0226353,0.0140552,0.00880119,0.00877925,0.0241224,0.00551002,0,0,0,0,0,0,0
1351,0.00810922,0,0,0,0,0.0175031,0,0,0,0,0,0.00829014,0.0275586,0.0115406,0.0384656,0,0,0.00933621,0,0.0296649,0.00892777,0.0548124,0.0180245,0.0175571,0.0130587,0.045171,0.0336566,0.0189009,0.0234025,0.0129833,0.0121448,0.0123294,0.00966773,0.0173578,0.00116856,0.00768199,0.013728,0.00509678,0.0110489,0.0454556,0.0191495,0.0530047,0.0120183,0,0,0.0124207,0,0.0447223,0.0123906,0.0498509,0.0243097,0.0347573,0.0287398,0.0409054,0.0226528,0.00848229,0.011679,0.0118995,0.0217021,0.0224074,0.0377739,0.0121163,0.0235797,0.0221729,0.0139438,0.00886141,0.00887517,0.0239708,0.00572436,0,0,0,0,0,0,0
1352,0.0082384,0,0,0,0,0.0172257,0,0,0,0,0,0.00953442,0.0276656,0.0116989,0.0381938,0,0,0.00927249,0,0.0295454,0.00894359,0.0545745,0.0184504,0.0171893,0.0130126,0.0444183,0.0335629,0.0188307,0.0228634,0.0132813,0.012,0.0119501,0.00962811,0.0175032,0.0026975,0.00759624,0.013547,0.00505705,0.0112153,0.0454309,0.0194524,0.0531306,0.0121909,0,0,0.0124415,0,0.0447512,0.012418,0.0500281,0.0246637,0.0348944,0.0292252,0.0403197,0.0225321,0.00842562,0.0116649,0.0120362,0.0217174,0.0225018,0.0375062,0.012113,0.023758,0.0220443,0.0139214,0.00896233,0.00897652,0.0237132,0.00609258,0,0,0,0,0,0,0
1353,0.00836349,0,0,0,0,0.0170881,0,0,0,0,0,0.0104379,0.0277511,0.0117229,0.0379966,0,0,0.00917442,0,0.0294982,0.00899766,0.0542556,0.0187128,0.0168497,0.0129081,0.0437368,0.0332881,0.0187415,0.021874,0.0135332,0.0116909,0.011696,0.00946321,0.0176337,0.00383057,0.0075459,0.0135188,0.00503316,0.0118335,0.0454518,0.0195161,0.0532165,0.0122978,0,0,0.012417,0,0.0447735,0.0124322,0.0502398,0.0247417,0.0350018,0.0293848,0.0396937,0.0224777,0.00853289,0.0116541,0.0120109,0.0216662,0.0221994,0.037027,0.0117526,0.0235012,0.02238,0.0137867,0.0090338,0.00914336,0.0234095,0.00643378,0,0,0,0,0,0,0
1354,0.00841942,0,0,0,0,0.0167512,0,0,0,0,0,0.0110272,0.0276876,0.0116035,0.0379352,0,0,0.0090751,0,0.0295298,0.00909094,0.0539289,0.0188718,0.0165803,0.0127161,0.0430085,0.0330161,0.0184808,0.0217206,0.0136784,0.011331,0.011435,0.00922969,0.0177726,0.00468773,0.00765295,0.0135753,0.00508053,0.0129042,0.0455343,0.019377,0.0534436,0.0123527,0,0,0.0124042,0,0.0448123,0.0121823,0.050452,0.0246024,0.0347134,0.0291368,0.0390084,0.0223994,0.0086894,0.0117862,0.0117725,0.021516,0.0214818,0.0364765,0.0109797,0.0228072,0.0234886,0.0136318,0.00915217,0.00931795,0.0230767,0.00670242,0,0,0,0,0,0,0
1355,0.00842735,0,0,0,0,0.0163248,0,0,0,0,0,0.0115458,0.0276296,0.0115271,0.0379488,0,0,0.00876864,0,0.0295298,0.00907431,0.0535548,0.0189649,0.016268,0.0125691,0.0423575,0.0326221,0.0182044,0.0213876,0.0138543,0.0109256,0.0111599,0.00897668,0.0179221,0.00517767,0.00775342,0.013627,0.005162,0.0135279,0.0455333,0.0193832,0.0536496,0.0123979,0,0,0.0123974,0,0.0448031,0.0118445,0.0506041,0.024645,0.0344881,0.029169,0.0383936,0.0223816,0.00872854,0.0118275,0.0117807,0.0214325,0.0212216,0.0361328,0.0106195,0.022541,0.0238982,0.0137118,0.00918748,0.00934017,0.0227336,0.00690702,0,0,0,0,0,0,0
1356,0.00843881,0,0,0,0,0.0159538,0,0,0,0,0,0.0117687,0.0275931,0.0115168,0.0380725,0,0,0.00864089,0,0.0295141,0.00897179,0.0530828,0.0190124,0.0159039,0.012425,0.0418563,0.032379,0.0179155,0.0210074,0.0140488,0.010641,0.0108535,0.00872248,0.0180574,0.00556566,0.00794511,0.0136572,0.00517931,0.0132015,0.0455382,0.0193781,0.0538538,0.0125353,0,0,0.01235,0,0.0447961,0.0115362,0.0507664,0.0246364,0.0343539,0.0294203,0.0378722,0.0224297,0.0086474,0.0117892,0.011973,0.0214993,0.0214171,0.0356588,0.0109041,0.0227445,0.0235668,0.0138403,0.00925237,0.00946925,0.0223965,0.00710166,0,0,0,0,0,0,0
1357,0.00841833,0,0,0,0,0.0157498,0,0,0,0,0,0.0119786,0.0275563,0.0116956,0.0381366,0,0,0.00857528,0,0.029507,0.0089166,0.0525335,0.0190173,0.0156444,0.0123625,0.0414977,0.0321137,0.0176827,0.0204646,0.0142763,0.0103749,0.0105329,0.00845757,0.0181545,0.00566108,0.00813492,0.0136649,0.00511655,0.0128616,0.0455484,0.0193267,0.0539204,0.0126293,0,0,0.0122101,0,0.0448221,0.011516,0.0509524,0.0245215,0.0342764,0.0295252,0.0374682,0.0224366,0.00862238,0.0118676,0.0120581,0.0223157,0.0214913,0.0352445,0.0111747,0.0228384,0.0232176,0.0138232,0.00936946,0.00951833,0.0221786,0.00717974,0,0,0,0,0,0,0
1358,0.00846687,0,0,0,0,0.0155559,0,0,0,0,0,0.0119585,0.0275178,0.0118115,0.038137,0,0,0.00857845,0,0.029509,0.00910178,0.0519682,0.0190235,0.0154653,0.0122987,0.0411855,0.0320665,0.0174922,0.0203224,0.0144953,0.0101072,0.0101882,0.00815191,0.0182818,0.00559744,0.0082666,0.0135436,0.00521722,0.0128211,0.0455726,0.0194434,0.0541092,0.0127247,0,0,0.0120491,0,0.0448458,0.0117029,0.0511388,0.0247424,0.0341284,0.029949,0.0370514,0.0224531,0.00871665,0.0117085,0.0124008,0,0.0217349,0.0350023,0.0114359,0.0231273,0.023303,0.0138042,0.00946514,0.00966083,0.0218869,0.00723905,0,0,0,0,0,0,0
1359,0.00843048,0,0,0,0,0.0155002,0,0,0,0,0,0.0117718,0.0274623,0.0118244,0.0379046,0,0,0.00855875,0,0.029411,0.00919988,0.0515081,0.0191258,0.0152723,0.0122621,0.0411539,0.031891,0.0172679,0.0197497,0.0146395,0.00982108,0.0100152,0.00792417,0.0183122,0.0054358,0.00818734,0.0134136,0.00528644,0.0122606,0.0455978,0.0194016,0.0542654,0.0126191,0,0,0.0119107,0,0.0448821,0.0115292,0.0513908,0.0245943,0.0337803,0.029462,0.0370823,0.0224075,0.00852928,0.0120761,0.0120192,0.0255851,0.0215468,0.0345677,0.011701,0.0231344,0.0228354,0.0137758,0.00956378,0.00977663,0.0217881,0.00707823,0,0,0,0,0,0,0
1360,0.00841481,0,0,0,0,0.0154032,0,0,0,0,0,0.011547,0.0274659,0.011803,0.0381048,0,0,0.00857643,0,0.0293353,0.00904652,0.0510891,0.0193082,0.0150544,0.0123447,0.0409688,0.0316759,0.0170675,0.0189619,0.0148547,0.00955359,0.00990133,0.0076965,0.0182965,0.00514342,0.00821864,0.0133213,0.00527642,0.0121974,0.0456063,0.0196726,0.0545054,0.0126236,0,0,0.0118638,0,0.0449033,0.0113076,0.0515804,0.0250213,0.0334779,0.0295705,0.0369398,0.0226585,0.00855841,0.0120668,0.0120718,0.0232625,0.0216283,0.0343362,0.0118895,0.0233641,0.022651,0.0139015,0.00967283,0.00990099,0.0216681,0.00705688,0,0,0,0,0,0,0
1361,0.00836951,0,0,0,0,0.0153754,0,0,0,0,0,0.0116695,0.0274895,0.0117002,0.0383855,0,0,0.00857588,0,0.0292852,0.00881045,0.050548,0.0191333,0.0147888,0.0122682,0.0408467,0.0314945,0.0167093,0.0186261,0.0149527,0.00927213,0.00983601,0.00745725,0.0182964,0.00485209,0.008301,0.0131898,0.0052731,0.0120876,0.0456051,0.0199536,0.0546568,0.0126357,0,0,0.0117704,0,0.0449234,0.0112055,0.0517482,0.0254567,0.033329,0.0298117,0.0368792,0.0228519,0.00857082,0.0120801,0.0122055,0.0217436,0.0218891,0.0341852,0.0122572,0.0237369,0.0223391,0.0139885,0.00974218,0.0100038,0.0215999,0.00703619,0,0,0,0,0,0,0
1362,0.0083165,0,0,0,0,0.0153465,0,0,0,0,0,0.0118299,0.0275209,0.0115588,0.038623,0,0,0.00856591,0,0.0292574,0.00886148,0.0500573,0.018826,0.0145167,0.0121404,0.0407937,0.0313725,0.0163881,0.0184258,0.0150236,0.00907374,0.00992053,0.00723631,0.0183468,0.00428886,0.00840219,0.0130801,0.00521183,0.0121405,0.0456208,0.0199998,0.054762,0.0126218,0,0,0.0117074,0,0.0449657,0.0112209,0.0519592,0.0256733,0.0331656,0.0298125,0.0369119,0.0229378,0.00866489,0.012173,0.0122266,0.0215115,0.0219034,0.0340485,0.0123284,0.0238344,0.0226922,0.0139906,0.00974709,0.0100597,0.021571,0.00699571,0,0,0,0,0,0,0
1363,0.0083626,0,0,0,0,0.0151899,0,0,0,0,0,0.0109672,0.0275068,0.0115013,0.0387214,0,0,0.00860253,0,0.0292307,0.00899805,0.0495958,0.0189277,0.0143471,0.0120482,0.0407127,0.0313457,0.0161496,0.0180503,0.0151101,0.00905618,0.0100935,0.00702607,0.0184729,0.00345462,0.00847027,0.0130236,0.00517346,0.0115588,0.0456895,0.0201938,0.0549447,0.0125993,0,0,0.0117116,0,0.0450278,0.0112638,0.0521663,0.025977,0.0329422,0.0300501,0.0369418,0.0230032,0.00859201,0.0121961,0.0122651,0.0216013,0.0222987,0.0339532,0.0128098,0.0243292,0.0227436,0.0139518,0.0097328,0.0102254,0.0215525,0.00700208,0,0,0,0,0,0,0
1364,0.00836036,0,0,0,0,0.0150643,0,0,0,0,0,0.0104121,0.0273547,0.0113719,0.0387926,0,0,0.0085664,0,0.0293067,0.00917085,0.0491293,0.0189868,0.0140941,0.0120508,0.040623,0.0311347,0.0159654,0.0177273,0.0151624,0.00896076,0.0101213,0.00683138,0.0185566,0.00322172,0.00862182,0.0130462,0.00520856,0.0117098,0.0456505,0.0203793,0.0551645,0.0125773,0,0,0.0116743,0,0.0450207,0.0111871,0.0523311,0.0263305,0.0327359,0.030139,0.0369694,0.022878,0.00855144,0.0122342,0.0122903,0.0215007,0.0224284,0.0338206,0.0128107,0.0245227,0.0228249,0.0137635,0.00978827,0.0102844,0.021601,0.00700663,0,0,0,0,0,0,0
1365,0.00839843,0,0,0,0,0.0151103,0,0,0,0,0,0.00993613,0.0272574,0.0112603,0.0387345,0,0,0.00851356,0,0.029293,0.00928601,0.0486903,0.0188996,0.0139384,0.0121382,0.0405081,0.0308487,0.0159542,0.0175678,0.015255,0.00871739,0.0100609,0.00664936,0.0186249,0.00349153,0.00868533,0.0129159,0.00526965,0.0126386,0.0456039,0.0204304,0.0553178,0.0126288,0,0,0.0116298,0,0.045033,0.0111264,0.0524459,0.0267494,0.032534,0.0299073,0.0369721,0.0226991,0.00861814,0.0123316,0.0121849,0.0213748,0.0220818,0.0336718,0.0122011,0.0242485,0.0233677,0.0136601,0.00989832,0.0101537,0.0216047,0.00699786,0,0,0,0,0,0,0
1366,0.00844244,0,0,0,0,0.0151568,0,0,0,0,0,0.00930633,0.027167,0.011032,0.038919,0,0,0.00851129,0,0.0292188,0.00943198,0.0482976,0.0187904,0.0139595,0.0122201,0.0402306,0.0306252,0.0160438,0.0176808,0.0154236,0.00854056,0.00993585,0.00648191,0.0187016,0.00388607,0.00874527,0.0127862,0.00537206,0.0133383,0.0456015,0.0206169,0.0554585,0.0126907,0,0,0.0115825,0,0.0450605,0.0111233,0.052526,0.0273031,0.0323347,0.0301942,0.0368046,0.0224526,0.00870047,0.0122244,0.0124046,0,0.0221923,0.033623,0.0119126,0.0243848,0.0243504,0.0135827,0.0100404,0.0101864,0.021559,0.00702077,0,0,0,0,0,0,0
1367,0.00849988,0,0,0,0,0.0150783,0,0,0,0,0,0.00853699,0.0271806,0.0107246,0.0389849,0,0,0.00843731,0,0.0292985,0.00933522,0.0477775,0.01852,0.0139693,0.0120063,0.0400792,0.0303696,0.0158637,0.0176774,0.0154035,0.00835536,0.00970456,0.00622827,0.0188564,0.00405336,0.00869696,0.0128214,0.00535386,0.0133327,0.045596,0.0206017,0.0555339,0.0126945,0,0,0.0115487,0,0.0450622,0.0110691,0.0525679,0.0271453,0.0322045,0.0301815,0.0367046,0.0222747,0.00876027,0.0122411,0.0122965,0,0.0222467,0.0336093,0.0119063,0.0244503,0.0251771,0.0134766,0.0102419,0.0101402,0.0214743,0.00704895,0,0,0,0,0,0,0
1368,0.00854344,0,0,0,0,0.0149956,0,0,0,0,0,0.00826514,0.0271169,0.0105329,0.0389159,0,0,0.00844298,0,0.0292936,0.00916635,0.0473554,0.0182506,0.0137561,0.011839,0.0401179,0.0300391,0.0157008,0.0178109,0.0154135,0.00804521,0.00947529,0.0059741,0.0190188,0.00419845,0.00863296,0.0128124,0.00530143,0.0126401,0.0455719,0.0204304,0.0556264,0.0126142,0,0,0.0114423,0,0.0450511,0.0109454,0.0525839,0.0266641,0.0321924,0.0298484,0.0367878,0.0220433,0.00880104,0.0124133,0.0118506,0.0216687,0.0222553,0.0336045,0.0122206,0.0245088,0.0252929,0.0133517,0.010433,0.00996387,0.0215153,0.00704966,0,0,0,0,0,0,0
1369,0.00861483,0,0,0,0,0.0149605,0,0,0,0,0,0.00890873,0.0270517,0.0102015,0.0387972,0,0,0.0084415,0,0.0292541,0.00919618,0.0471168,0.0180246,0.0136526,0.0118264,0.0401849,0.0296525,0.0157231,0.0178206,0.0154856,0.00789875,0.00932702,0.00579214,0.0191481,0.00444309,0.00858911,0.0127379,0.00525782,0.0118683,0.0455514,0.0205786,0.0558381,0.0125598,0,0,0.0112524,0,0.0450847,0.0108265,0.0525427,0.0272014,0.0321707,0.0301236,0.0368728,0.0218085,0.00878689,0.0123258,0.0118995,0.0210513,0.0228531,0.0337223,0.0128935,0.0251801,0.0253021,0.0131342,0.0103941,0.00980179,0.0215639,0.00708737,0,0,0,0,0,0,0
1370,0.00860612,0,0,0,0,0.0149619,0,0,0,0,0,0.00892619,0.0269318,0.00983673,0.0389973,0,0,0.00838925,0,0.0293832,0.00920479,0.0469024,0.0177011,0.0135998,0.0118414,0.0402513,0.0295333,0.0157681,0.0175308,0.0154784,0.00765384,0.00906345,0.00556139,0.0192872,0.00443327,0.0084902,0.0128442,0.00523241,0.011696,0.0455915,0.0209571,0.0560237,0.0124993,0,0,0.0109511,0,0.0451559,0.0106358,0.0525745,0.0278774,0.0318125,0.0302212,0.0369975,0.0215525,0.00876699,0.0123635,0.0118522,0.0204713,0.023217,0.0338445,0.0131857,0.0256623,0.0253165,0.0127799,0.0104073,0.00999516,0.021537,0.00701966,0,0,0,0,0,0,0
1371,0.00851072,0,0,0,0,0.0150181,0,0,0,0,0,0.00892255,0.0267348,0.00971632,0.0390079,0,0,0.00825881,0,0.0295281,0.00920125,0.0466833,0.0171746,0.0136591,0.011724,0.0402443,0.0293827,0.0157732,0.0176995,0.0154134,0.00725469,0.00861363,0.00529617,0.0194894,0.00428282,0.00848322,0.0130722,0.00522803,0.0121646,0.0456206,0.0211964,0.0559847,0.0123273,0,0,0.0106328,0,0.0451977,0.0103294,0.0526437,0.0281482,0.0315895,0.0301706,0.0370605,0.0211936,0.00889088,0.0124325,0.0117558,0.0204985,0.0232047,0.033987,0.0130061,0.0257514,0.0254034,0.0124354,0.0104759,0.0102688,0.0215421,0.00687686,0,0,0,0,0,0,0
1372,0.00849435,0,0,0,0,0.0150014,0,0,0,0,0,0.00897697,0.0267693,0.00940764,0.0388895,0,0,0.00825433,0,0.029455,0.00906907,0.0464953,0.0165485,0.0136272,0.011444,0.0403868,0.0291557,0.0157097,0.0189212,0.0153082,0.00690625,0.00801984,0.00501623,0.0197465,0.00431001,0.00842931,0.0129904,0.00524314,0.0124557,0.0456349,0.0212143,0.0560322,0.0121813,0,0,0.0104163,0,0.0452286,0.010062,0.0527596,0.0282943,0.0315119,0.0300726,0.0372781,0.0209713,0.00880231,0.0124941,0.0116187,0.021955,0.0231264,0.0340071,0.0127837,0.0257344,0.0255577,0.0121874,0.0106555,0.0103428,0.0215203,0.00680672,0,0,0,0,0,0,0
1373,0.00835866,0,0,0,0,0.015081,0,0,0,0,0,0.0088909,0.0266622,0.00907796,0.0387415,0,0,0.00816281,0,0.0295335,0.00881742,0.046459,0.0161656,0.0136097,0.0111014,0.0407229,0.0288438,0.0155812,0.01895,0.0150539,0.00661023,0.00750639,0.00453664,0.0200338,0.00460311,0.00852623,0.0130683,0.00521769,0.0125011,0.0456132,0.0210765,0.0563454,0.0120722,0,0,0.0101609,0,0.0452699,0.00974814,0.0529939,0.0282609,0.0315024,0.0299644,0.0376505,0.0206427,0,0.0125912,0.0115584,0.0240634,0.0230393,0.0339089,0.0125445,0.0257002,0.0257521,0.0119693,0.0107977,0.0102681,0.0215824,0.00668412,0,0,0,0,0,0,0
1374,0.00828952,0,0,0,0,0.0152356,0,0,0,0,0,0.00871352,0.0265371,0.00866921,0.0387378,0,0,0.00807869,0,0.0296213,0.00878243,0.0464969,0.0158513,0.0136242,0.010882,0.0408331,0.0286022,0.0153105,0.0181957,0.0146982,0.00620246,0.0072016,0.00376807,0.0203314,0.0051834,0.008714,0.013207,0.00521564,0.0121272,0.0455399,0.0212201,0.0565156,0.0119784,0,0,0.00981395,0,0.0452983,0.00963817,0.0529883,0.0283902,0.0311702,0.0301578,0.037782,0.0201955,0.00835638,0.0124248,0.0117166,0.0220282,0.0233199,0.0339402,0.012797,0.0260059,0.0252863,0.0117138,0.0106143,0.0102264,0.0216858,0.00661418,0,0,0,0,0,0,0
1375,0.00838735,0,0,0,0,0.0152046,0,0,0,0,0,0.00809407,0.0266169,0.00827801,0.0383768,0,0,0.0081219,0,0.0294884,0.00895528,0.046542,0.015386,0.0135359,0.0106419,0.0408033,0.0284413,0.0148062,0.0181103,0.0142628,0.00575084,0.0069234,0.0033598,0.0207034,0.00560919,0.00872525,0.0129977,0.00530079,0.0120061,0.0454351,0.0212229,0.0567578,0.0119946,0,0,0.00964448,0,0.0452883,0.00979085,0.053243,0.0284117,0.0312031,0.0302399,0.0378781,0.0202101,0,0.0123307,0.0118138,0.0206056,0.0233992,0.0340315,0.0128607,0.0260222,0.0252691,0.0116663,0.0104939,0.0102525,0.0216814,0.00664953,0,0,0,0,0,0,0
1376,0.00846705,0,0,0,0,0.015159,0,0,0,0,0,0.00691142,0.0266948,0.00729477,0.0377049,0,0,0.00819756,0,0.0293899,0.00905135,0.0468632,0.0139988,0.0134262,0.0105933,0.0408248,0.0284661,0.0149457,0,0.0141719,0.00540545,0.0063751,0.00283528,0.0213705,0.00692368,0.00861899,0.0128774,0.005374,0.0122449,0.0453479,0.0210025,0.0567889,0.0119169,0,0,0.00947507,0,0.045237,0.00978228,0.0534215,0.0283253,0.0311771,0.0300828,0.0379366,0.0201634,0,0.0124589,0.0118554,0.0204093,0.0231677,0.0340996,0.0126302,0.0256737,0.0254856,0.0115373,0.0105285,0.0103274,0.0216527,0.00661654,0,0,0,0,0,0,0
1377,0.00857644,0,0,0,0,0.0150857,0,0,0,0,0,0.00678579,0.0267743,0.00741791,0.0375978,0,0,0.00820015,0,0.0295151,0.00942739,0.0471346,0.0145456,0.0131937,0.00992179,0.0406969,0.0284077,0.0141975,0.0148985,0.0132014,0.00566226,0.0063401,0.00343263,0.0210541,0.00761446,0.00860147,0.0129528,0.00529977,0.0123928,0.0452714,0.0207574,0.0567571,0.0120045,0,0,0.00958872,0,0.0452037,0.00967041,0.0536223,0.0282175,0.0311618,0.0300358,0.0378757,0.020224,0,0.0126001,0.0119338,0.0206804,0.0229959,0.0341791,0.0124121,0.0253914,0.0256182,0.0114587,0.0105222,0.0103166,0.0215371,0.00669579,0,0,0,0,0,0,0
1378,0.00857401,0,0,0,0,0.0151798,0,0,0,0,0,0.00622177,0.0267625,0.00659273,0.0384736,0,0,0.00821464,0,0.0296356,0.00953025,0.0474399,0.0138075,0.0135603,0.00934734,0.0417017,0.0280521,0.0135226,0.0130601,0.0127458,0.00553453,0.00590474,0.00321461,0.0211233,0.00830538,0.00864758,0.0129597,0.00530516,0.0121037,0.0452213,0.0211627,0,0.0120635,0,0,0.00946867,0,0.0452191,0.00930083,0.054495,0.0287349,0.0311593,0.0308677,0.0386798,0.0200075,0.0105532,0.0128019,0.0122102,0.0211911,0.0236279,0.0344427,0.0128682,0.0259903,0.0253068,0.0112599,0.0105087,0.0101609,0.0215124,0.00687402,0,0,0,0,0,0,0
1379,0.00867106,0,0,0,0,0.0152821,0,0,0,0,0,0.00539673,0.0267105,0.00579254,0.0369091,0,0,0.0081321,0,0.0295337,0.00931253,0.0471175,0.0135844,0.0129007,0.00913622,0.0407665,0.0280819,0.0124014,0.0138414,0.0123335,0.00549094,0.00576595,0.00309958,0.0212407,0.0092515,0.0086589,0.0129009,0.0052986,0.0121641,0.0452811,0.020812,0.0565933,0.0120721,0,0,0.00950829,0,0.0453509,0.00924267,0.0542004,0.0280554,0.0309654,0.0304661,0.0380832,0.0201049,0,0.0128324,0.0123414,0.0209688,0.0232732,0.0344652,0.0125954,0.0256142,0.0250332,0.0115092,0.0104746,0.00999276,0.0214848,0.00670534,0,0,0,0,0,0,0
1380,0.00873416,0,0,0,0,0.0151535,0,0,0,0,0,0.00488511,0.02647,0.00512215,0.0361037,0,0,0.00818382,0,0.0296094,0.00940519,0.0470277,0.0133674,0.0127119,0.0090943,0.0403036,0.0280534,0.0114454,0.0146722,0.0120314,0.00534242,0.00585304,0.00274589,0.0216152,0.0103065,0.00888762,0.0131375,0.00523861,0.012489,0.0452746,0.0206866,0.0563738,0.0120952,0,0,0.00935898,0,0.0454512,0.00930441,0.0543642,0.0277151,0.0309969,0.030385,0.0377786,0.0200019,0,0.0129685,0.0125175,0.0209365,0.0231036,0.0344851,0.0124094,0.0253934,0.0249673,0.0115784,0.0102758,0.00983996,0.0213156,0.00671128,0,0,0,0,0,0,0
1381,0.00867248,0,0,0,0,0.0149277,0,0,0,0,0,0.00461753,0.0261359,0.00429931,0.0356523,0,0,0.0082411,0,0.0298163,0.00929716,0.0470025,0.0120802,0.012444,0.00904658,0.0400701,0.0279433,0.0112362,0,0.0118618,0.00539099,0.00603203,0.00235789,0.022372,0.0118642,0.00908738,0.0135469,0.00515084,0.0127204,0.0451626,0.0204273,0.0561341,0.0119195,0,0,0.00926224,0,0.0454841,0.00932319,0.0545841,0.0275537,0.0309502,0.0302473,0.0376048,0.0197161,0,0.0130805,0.0123866,0.0208139,0.0229206,0.0343477,0.012202,0.0251402,0.0248006,0.0114435,0.00995602,0.00947384,0.0212909,0.0066572,0,0,0,0,0,0,0
