Timestep,,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x69,x70,x71,x72,x73,x77,x76,x78,x68
1566,0,0.0383642,0,0,0,0,0.0194488,0,0,0,0.0104697,0.0280606,0.0166195,0,0,0,0.0198107,0,0.0258372,0.0188486,0.040573,0,0.0125421,0.0117951,0.0118101,0.0191015,0.0054539,0.0120795,0,0.143363,0.0133787,0.111793,0.0193713,0.0149623,0.021469,0,0.0322886,0.0281416,0,0,0,0.0504461,0,0,0.0397935,0,0.0114957,0.0225221,0.0361884,0.0335313,0.012349,0.0165949,0.0106847,0.0473468,0,0.0109976,0,0.0129725,0.0205893,0,0.0411448,0.0261701,0.0252356,0.0447392,0.019756,0.0231945,0.0236081,0.0364556,0,0,0,0,0,0,0,0,0
1567,0,0.0383535,0,0,0,0,0.0195086,0,0,0,0.0107272,0.0280104,0.0167885,0,0,0,0.0198802,0,0.0258131,0.018932,0.0404011,0,0.0126388,0.0120726,0.0118224,0.0192051,0.00562211,0.0123158,0,0.143589,0.0134744,0.112013,0.0195065,0.0153517,0.0214718,0,0.0323779,0.025216,0,0,0,0.05025,0,0,0.0392669,0,0.0115699,0.0219128,0.0362448,0.0351909,0.0121943,0.0175859,0.010542,0.0469935,0,0.0116394,0,0.0131163,0.0213257,0,0.0179532,0.0275974,0.0205636,0.0444986,0.0200252,0.0234058,0.0233379,0.0364838,0,0,0,0,0,0,0,0,0
1568,0,0.0383114,0,0,0,0,0.0195807,0,0,0,0.0107233,0.0280905,0.0173508,0,0,0,0.0199093,0,0.0258944,0.0189493,0.0403258,0,0.0126892,0.0121912,0.0118419,0.0193421,0.0059801,0.0124523,0,0.143826,0.0135725,0.112189,0.0195088,0.0154172,0.0214424,0,0.032421,0.02523,0,0.0246139,0,0.0500611,0,0,0.0387973,0,0.0116053,0.0213437,0.0362114,0.0342264,0.0120554,0.0175007,0.0107084,0.0467023,0,0.012949,0,0.0122169,0.0197329,0,0.0180232,0.0263234,0.0191067,0.0443045,0.0200202,0.0236025,0.0230794,0.0364736,0,0,0,0,0,0,0,0,0
1569,0,0.0382448,0,0,0,0,0.0195924,0,0,0,0.0105958,0.0282103,0.0180292,0,0,0,0.0200041,0,0.0259983,0.0191189,0.0401263,0,0.0127655,0.0123746,0.0118118,0.0194952,0.00622188,0.0125753,0,0.144008,0.0136172,0.112264,0.0195858,0.0153193,0.0215287,0,0.0324266,0,0,0,0,0.0498767,0,0,0.0383698,0,0.0115704,0.0208955,0.0362232,0.039565,0.0120206,0.0175729,0.0107571,0.0464508,0,0.0126994,0,0.012839,0.0220383,0,0.0214192,0.029041,0.0220208,0.0441335,0.0197274,0.0237469,0.0230247,0.0363964,0,0,0,0,0,0,0,0,0
1570,0,0.0382349,0,0,0,0,0.0196173,0,0,0,0.010052,0.0281736,0.0179164,0,0,0,0.0207428,0,0.0260238,0.0198512,0.0405363,0,0.0123704,0.0134745,0.0122166,0.0195459,0.00680363,0.0132664,0,0.143227,0.0141828,0.11178,0.019,0.01492,0.0220718,0,0.032653,0,0,0.12177,0,0.0494475,0,0,0.0379567,0,0.011549,0.0205321,0.0363225,0.0365099,0.0138377,0.0195831,0.0119614,0.0460256,0,0.015481,0,0.0146442,0.0193131,0.0238757,0.0174575,0.0259218,0.0292075,0.0438749,0.0196189,0.0238899,0.0232932,0.0359263,0,0,0,0,0,0,0,0,0
1571,0,0.0378274,0,0,0,0,0.0196449,0,0,0,0.0115363,0.0282337,0.0188563,0,0,0,0.0196218,0,0.0259386,0.0191742,0.0403087,0,0.0126526,0.0133197,0.0128731,0.0197076,0.0062946,0.0132935,0,0.144337,0.0146666,0.112503,0.0196308,0.016447,0.021212,0,0.0324,0,0,0,0,0.0495127,0,0,0.037916,0,0.0116075,0.0204147,0.0354137,0,0.0114584,0.0138859,0.0135664,0.0460328,0,0.0144931,0,0.010206,0.0143923,0,0.0208587,0.014631,0.0944196,0.0440568,0.0195314,0.0239173,0.0231796,0.0361051,0,0,0,0,0,0,0,0,0
1572,0,0.0375945,0,0,0,0,0.01982,0,0,0,0.0110208,0.0282141,0.0182373,0,0,0,0.0198087,0,0.0259346,0.0194705,0.0402782,0,0.0122298,0.014443,0.0142221,0.0195392,0.00746938,0.0139253,0,0.143465,0.0154441,0.112013,0.0190072,0.0162065,0.0214789,0,0.0323879,0,0,0,0,0.0490529,0,0,0.037968,0,0.011684,0.0204599,0.0349593,0.025818,0.0122439,0.0150037,0.0159024,0.0456738,0.0103432,0.0210938,0,0.0147325,0.0106508,0.0236158,0.0136579,0.0104074,0.0947594,0.0440435,0.0195373,0.0239376,0.0236863,0.0354286,0,0,0,0,0,0,0,0,0
1573,0,0.0378305,0,0,0,0,0.0213728,0,0,0,0.0121988,0.0261627,0.0191539,0,0,0,0.0174359,0,0.0349315,0.0123297,0.0405513,0,0.012735,0.0137228,0.0139721,0.0160906,0.00684679,0.0131947,0,0.14437,0.0158324,0.112531,0.0195972,0.0174602,0.0190579,0.029506,0.021082,0,0,0,0,0.0489362,0,0,0.0381985,0,0.0116905,0.0205382,0.0351881,0.0390755,0.011235,0.0176203,0.0163061,0.0456492,0.00672507,0.0151425,0,0.0134194,0.019949,0,0.0286418,0.0216714,0.125274,0.0442885,0.0194876,0.0239916,0.0238556,0.0354295,0,0,0,0,0,0,0,0,0
1574,0,0.0376653,0,0,0,0,0.0213184,0,0,0,0.0120627,0.0261063,0.0188613,0,0,0,0.0177785,0,0.0350355,0.0128492,0.0404643,0,0.0124075,0.0147869,0.0151119,0.01609,0.00788624,0.0137063,0,0.143554,0.0165672,0.112108,0.019089,0.0179121,0.0192464,0.0296661,0.0211321,0,0,0,0,0.0485952,0,0,0.0379112,0,0.011656,0.0202525,0.0346526,0.0263191,0.0117798,0.0142963,0.0175685,0.0452581,0.00981782,0.0209763,0,0.0152467,0.0113034,0.0230653,0.0148357,0.0104191,0.0936829,0.0440354,0.0195367,0.0242141,0.0242406,0.0349484,0,0,0,0,0,0,0,0,0
1575,0,0.0379038,0,0,0,0,0.0211117,0,0,0,0.0133412,0.0262602,0.0203609,0,0,0,0.0178531,0,0.0350437,0.0129062,0.0410811,0,0.0128382,0.0143071,0.0137591,0.0166277,0.0070142,0.0129912,0,0.144376,0.017005,0.11274,0.0196734,0.0199149,0.019316,0.02971,0.0214132,0,0,0,0,0.0488778,0,0,0.0374357,0,0.011688,0.0197512,0.0350108,0.039783,0.0121751,0.0189246,0.0155015,0.0453091,0.0072566,0.0157483,0,0.0148203,0.0207449,0,0.0302457,0.0224492,0.126996,0.0438593,0.0196044,0.0245845,0.0238928,0.0355043,0,0,0,0,0,0,0,0,0
1576,0,0.0384243,0,0,0,0,0.0207212,0,0,0,0.0133637,0.0261386,0.0208227,0,0,0,0.0191294,0,0.035318,0.0138899,0.0423496,0,0.0125999,0.0144073,0.01246,0.0170283,0.00700604,0.0125554,0,0.143824,0.0172534,0.11227,0.019188,0.020106,0.0204046,0.03004,0.0218488,0,0,0,0,0.0489918,0,0,0.0367635,0,0.011719,0.0190299,0.0353812,0.0452703,0.0156119,0.0347081,0.0126865,0.0450893,0.0178608,0,0,0.0289926,0.024847,0,0.025403,0.0270948,0.128851,0.0435142,0.0197835,0.0250485,0.0236429,0.0356579,0,0,0,0,0,0,0,0,0
1577,0,0.0398018,0,0,0,0,0.0191741,0,0,0,0.0124877,0.0278235,0.0215362,0,0,0,0.0243888,0,0.025977,0.0227748,0.0444703,0,0.0122935,0.0141849,0.0101817,0.0215656,0.00678889,0.011255,0,0.143037,0.016626,0.111577,0.0186846,0.0186118,0.0254574,0,0.0333682,0,0,0,0,0.0500751,0,0,0.0350917,0,0.011693,0.0176137,0.0350691,0.0437607,0.0224775,0.0221127,0.00592499,0.0454872,0.0144073,0,0.0906687,0.0218796,0.0175837,0,0.0260571,0.019137,0.128754,0.0430313,0.0199665,0.0256822,0.02331,0.0371034,0,0,0,0,0,0,0,0,0
1578,0,0.0404247,0,0,0,0,0.0203663,0,0,0,0.0130976,0.0256138,0.0222253,0,0,0,0.0220164,0,0.0357039,0.0158195,0.0451833,0,0.0125273,0.0139216,0.00940693,0.0184329,0.00650504,0.0104929,0,0.143244,0.0161787,0.111625,0.0188069,0.0194038,0.0232463,0.0305668,0.0221919,0,0,0,0,0.0500417,0,0,0.0353852,0,0.0116621,0.0174976,0.0348904,0.0437423,0.0236878,0.0220793,0.00559064,0.0454156,0.0144941,0,0.0900121,0.0220857,0.0172975,0,0.0261974,0.0188853,0.132931,0.0432238,0.0199291,0.0258135,0.0230894,0.0370604,0,0,0,0,0,0,0,0,0
1579,0,0.0407005,0,0,0,0,0.0192999,0,0,0,0.012851,0.0277245,0.0226666,0,0,0,0.0253103,0,0.0259764,0.0232658,0.0454144,0,0.0125879,0.0141715,0.0102362,0.021828,0.00661975,0.010146,0,0.14322,0.0157391,0.11163,0.0190018,0.0191237,0.026409,0,0.0337668,0,0,0.0378085,0,0.0505893,0,0,0.0344046,0,0.0115709,0.0167456,0.035373,0.0314428,0.024728,0.0275901,0.00542655,0.04556,0.0172947,0,0.0948215,0.0258701,0.0148026,0,0.0179977,0.0140137,0.127811,0.0428013,0.0199475,0.0261905,0.0230019,0.0378714,0,0,0,0,0,0,0,0,0
1580,0,0.0409219,0,0,0,0,0.0195454,0,0,0,0.0132653,0.0276879,0.0229562,0,0,0,0.0252813,0,0.0259199,0.0232061,0.0454771,0,0.0127046,0.0143384,0.0103104,0.0216161,0.00679753,0.00979831,0,0.143316,0.0154769,0.111768,0.019366,0.0195563,0.0266137,0,0.0338623,0,0,0.0422022,0,0.0508213,0,0,0.0343494,0,0.0116507,0.0166638,0.0354577,0.0310387,0.0247868,0.0285508,0.00563893,0.0455665,0.0182183,0,0.0957153,0.026681,0.0152179,0,0.0178834,0.0144524,0.131232,0.0428207,0.0199453,0.0264025,0.0229163,0.0380933,0,0,0,0,0,0,0,0,0
1581,0,0.0409586,0,0,0,0,0.0196793,0,0,0,0.0135296,0.0276976,0.0228389,0,0,0,0.0251488,0,0.0259016,0.023108,0.0454425,0,0.0128591,0.0149681,0.0102951,0.0214164,0.0069719,0,0,0.143451,0.015709,0.112139,0.0198759,0.0196653,0.0262401,0,0.0340019,0,0,0.0537451,0,0.0509726,0,0,0.0342291,0,0.0116705,0.0164243,0.0356239,0,0.0245902,0.029623,0.00572224,0.0454551,0.0197025,0,0.0958511,0.0283054,0.0166722,0,0.0225708,0.0187425,0.144178,0.0427373,0.0200671,0.0266373,0.0228529,0.0381676,0,0,0,0,0,0,0,0,0
1582,0,0.0410421,0,0,0,0,0.0208321,0,0,0,0.015113,0.0257989,0.0229268,0,0,0,0.0218253,0,0.0357149,0.0157048,0.0453248,0,0.0130453,0.0145704,0.00935166,0.0179366,0.00709563,0.00892903,0,0.143575,0.0159826,0.111866,0.0198336,0.020642,0.0228513,0.0305089,0.0226983,0,0,0,0,0.0506404,0,0,0.0348696,0,0.0116546,0.0168372,0.0356387,0,0.023794,0.0246722,0.00534992,0.0450715,0.0183643,0,0.0907908,0.0260319,0.0266133,0,0.0467122,0.0375216,0.181209,0.042902,0.0201383,0.0266966,0.0226155,0.0376565,0,0,0,0,0,0,0,0,0
1583,0,0.0414387,0,0,0,0,0.0209766,0,0,0,0.017088,0.0257301,0.0241658,0,0,0,0.0216643,0,0.0356418,0.0155662,0.045355,0,0.0134147,0.014774,0.00935919,0.0177137,0.00683736,0.00921227,0,0.144028,0.016438,0.112346,0.0205521,0.0210036,0.0228097,0.0303332,0.0229796,0,0,0,0,0.0509847,0,0,0.0346053,0,0.0116321,0.0165611,0.0345347,0.0584623,0.0240879,0.024405,0.00535588,0.0450825,0.0149087,0,0.0978856,0.0235865,0.010348,0,0.0265506,0.0189459,0,0.0428439,0.0201972,0.0270139,0.0224696,0.0380544,0,0,0,0,0,0,0,0,0
1584,0,0.0413595,0,0,0,0,0.0210012,0,0,0,0.0181104,0.0256182,0.0246381,0,0,0,0.0213763,0,0.0353807,0.0154347,0.0450471,0,0.0133446,0.01621,0.00947042,0.0172616,0.00729427,0,0,0.144046,0.0174486,0.112917,0.0208888,0.0217297,0.0225527,0.0300469,0.023161,0.074542,0,0,0,0.0509733,0,0,0.0346097,0,0.0116661,0.0164301,0.0343127,0.0428865,0.0232837,0.0214593,0.00538517,0.0448856,0.0149624,0,0.0956423,0.0228115,0.0112573,0,0.0279612,0.016985,0,0.0427561,0.0204076,0.027372,0.0227118,0.037891,0,0,0,0,0,0,0,0,0
1585,0,0.0406393,0,0,0,0,0.0210106,0,0,0,0,0.0258066,0.0255705,0,0,0,0.0203347,0,0.0349593,0.0148956,0.0442266,0,0.0129987,0.0169141,0.01038,0.0165493,0.00855029,0.0120454,0,0.143922,0.0193838,0.112674,0.0203764,0.0256657,0.0214691,0.0297942,0.0227955,0.0887935,0,0,0,0.050745,0,0,0.0349779,0,0.0116441,0.0165513,0.0339598,0.0585143,0.0209085,0.0224604,0.00674874,0.0445752,0.0153434,0,0.0774675,0.0238963,0.0146946,0,0.03458,0.0240225,0,0.0427035,0.020619,0.0276657,0.0232343,0.0372217,0,0,0,0,0,0,0,0,0
1586,0,0.0391577,0,0,0,0,0.0206451,0,0,0,0,0.0277945,0.0253507,0,0,0,0.0211155,0,0.0255334,0.0204618,0.0426503,0,0.0128701,0.0178227,0.0124954,0.0194235,0.00944166,0.0132179,0,0.144193,0.020682,0.112957,0.0204535,0.0272448,0.0221045,0,0.032818,0.0934163,0,0,0,0.0509269,0,0,0.0347254,0,0.0115922,0.0163535,0.0346972,0,0.0164144,0.0315488,0.0099573,0.0445946,0.0190729,0,0.0437836,0.0302146,0.0174062,0,0.0321262,0.0285098,0,0.0425357,0.0208277,0.0281015,0.0240016,0.0368183,0,0,0,0,0,0,0,0,0
1587,0,0.038553,0,0,0,0,0.0225613,0,0,0,0.0193987,0.0265844,0.0246318,0,0,0,0.0171353,0,0.0343109,0.0125954,0.0417604,0,0.0133289,0.0171242,0.0155051,0.0166175,0.00909313,0.0127725,0,0.14483,0.0203227,0.113302,0.0204485,0.0272192,0.0186419,0.0293683,0.0216533,0.0657575,0,0,0.0183611,0.0505115,0,0,0.0359749,0,0.0115628,0.0170361,0.0343691,0.0418579,0.0117504,0.0163902,0.0152559,0.0442233,0.00721804,0.0194077,0.0214906,0.0152528,0.0154321,0,0.0312948,0.0179812,0,0.0430784,0.0208905,0.0282821,0.0246053,0.0361087,0,0,0,0,0,0,0,0,0
1588,0,0.038602,0,0,0,0,0.0215364,0,0,0,0.0178618,0.0280688,0.0241645,0,0,0,0.0201651,0,0.0256079,0.0196546,0.0418001,0,0.0128024,0.0174647,0.014083,0.0194398,0.00957855,0.0128011,0,0.144121,0.019902,0.112621,0.0200222,0.0257779,0.0213466,0,0.0324907,0.0728965,0,0,0.0176518,0.0510038,0,0,0.0350381,0,0.0115913,0.0161836,0.0350346,0.0520027,0.0136193,0.030219,0.0124262,0.0444041,0.0174929,0,0.0340917,0.0290271,0.0115114,0,0.0213863,0.0187985,0,0.0427323,0.0212736,0.0289262,0.0246871,0.0364241,0,0,0,0,0,0,0,0,0
1589,0,0.0384855,0,0,0,0,0.0231383,0,0,0,0.0207501,0.0267922,0.0250987,0,0,0,0.016858,0,0.0341176,0.0123466,0.0419436,0,0.0132389,0.0174801,0.0167402,0.0167227,0.00955146,0.013164,0,0.144492,0.0206322,0.113106,0.0203143,0.0282188,0.0184605,0.0290644,0.0217535,0.062001,0,0,0.0178638,0.0509064,0,0,0.0359808,0,0.0115177,0.016417,0.0340559,0.0475691,0.0112479,0.0171406,0.016199,0.0443577,0.00690776,0.0203607,0.021797,0.0153303,0.0151936,0,0.0298735,0.0165534,0,0.0433299,0.0215541,0.0291554,0.0251875,0.0360492,0,0,0,0,0,0,0,0,0
1590,0,0.0386618,0,0,0,0,0.0232345,0,0,0,0.0219925,0.0269887,0.0256475,0,0,0,0.0169496,0,0.034077,0.0122754,0.0421761,0,0.0131746,0.0178802,0.01692,0.0167079,0.00983552,0.0132643,0,0.14431,0.0210445,0.113117,0.0202354,0.029155,0.0183776,0.0290485,0.0216704,0.0627175,0,0,0.0178827,0.0513237,0,0,0.0359057,0,0.0114996,0.015891,0.0337963,0.046947,0.0114499,0.0174027,0.0160997,0.0446017,0.00686191,0.0197143,0.0219616,0.0155148,0.0151829,0,0.0301519,0.0167943,0,0.0434832,0.0218604,0.0295808,0.0254689,0.0361603,0,0,0,0,0,0,0,0,0
1591,0,0.040468,0,0,0,0,0.0235105,0,0,0,0.0224407,0.0269768,0.025309,0,0,0,0.0176962,0,0.0341685,0.0126153,0.0426375,0,0.0130295,0.0181683,0.0174646,0.0174205,0.00996171,0.0131255,0,0.143971,0.0211039,0.112857,0.0202302,0.0298957,0.0192828,0.0288925,0.0221081,0.0571518,0,0.045561,0.0183121,0.0530431,0,0,0.0375525,0,0.0112201,0.0182811,0.0336476,0.0401068,0.0119875,0.0191124,0.0163058,0.0463925,0.00801309,0.0215113,0.024535,0.0176115,0.00907216,0,0.0229849,0.0110099,0,0.0452673,0.0236299,0,0.0256967,0.0375557,0,0,0,0,0,0,0,0,0
1592,0,0.0390266,0,0,0,0,0.0237536,0,0,0,0.0230859,0.0269978,0.0254866,0,0,0,0.0171292,0,0.0340369,0.0122437,0.0429635,0,0.0129807,0.0188619,0.0175407,0.0167533,0.0102522,0.0131934,0,0.143541,0.021539,0.112796,0.0200317,0.0307559,0.0186439,0.0287332,0.0219964,0.0579302,0,0.0461807,0.0185107,0.0521295,0,0,0.0359129,0,0.0115114,0.0160747,0.0337354,0.0393074,0.012339,0.0200197,0.0161494,0.0449909,0.00815478,0.0214271,0.025008,0,0.00887211,0,0.0226962,0.0106534,0,0.0436954,0.0219178,0.0303524,0.0260952,0.0363789,0,0,0,0,0,0,0,0,0
1593,0,0.0392671,0,0,0,0,0.02404,0,0,0,0.0239473,0.0272383,0.0259817,0,0,0,0.0171383,0,0.0340476,0.0122063,0.0431701,0,0.0129555,0.0191672,0.0172957,0.0169215,0.0103391,0.0131431,0,0.143643,0.0223034,0.113063,0.0200698,0.0316266,0.0183558,0.0285394,0.0218176,0.0577232,0,0.0455644,0.018395,0.0526605,0,0,0.0359989,0,0.0114558,0.0160422,0.0337295,0.0387075,0.0120821,0.0199011,0.0157632,0.0452921,0.00767094,0.0207929,0.0245614,0.017093,0.00939255,0,0.0231877,0.0110749,0,0.0439067,0.0220742,0.0306342,0.0263352,0.0366755,0,0,0,0,0,0,0,0,0
1594,0,0.0395331,0,0,0,0,0.0242569,0,0,0,0.0247528,0.0275191,0.0264823,0,0,0,0.0174192,0,0.0340458,0.012343,0.0433981,0,0.0129324,0.0193874,0.017045,0.0171395,0.0104947,0.013068,0,0.143848,0.0227914,0.113116,0.0200154,0.0324277,0.0181563,0.0283528,0.0217592,0.0575972,0,0.0447231,0.0180874,0.0532995,0,0,0.0360089,0,0.0114018,0.0157874,0.033693,0.0380657,0.0122676,0.0196979,0.0153874,0.0457514,0.00734702,0.0204369,0.024181,0.0166503,0.00916484,0,0.0232198,0.0109245,0,0.0440919,0.0223005,0.031025,0.0266088,0.0370147,0,0,0,0,0,0,0,0,0
1595,0,0.0399187,0,0,0,0,0.02444,0,0,0,0.0248075,0.0278543,0.0260233,0,0,0,0.0177019,0,0.0340079,0.0125849,0.0436149,0,0.0128195,0.0192059,0.0166434,0.01741,0.01053,0.0127468,0,0.143607,0.0226496,0.112963,0.0200259,0.0325905,0.0182608,0.028144,0.0220948,0.0649818,0,0.053121,0.0178647,0.054087,0,0,0.036073,0,0.011395,0.0157307,0.0339285,0,0.0124653,0.0198054,0.0149194,0.0463601,0.0070051,0.0198631,0.0238622,0.0161545,0.0100148,0,0.027374,0.0148514,0,0.0443876,0.0224357,0.0311126,0.0269577,0.0374414,0,0,0,0,0,0,0,0,0
1596,0,0.0402294,0,0,0,0,0.0247886,0,0,0,0.0250569,0.0280207,0.0258821,0,0,0,0.0177646,0,0.0339001,0.0125371,0.0438412,0,0.0126968,0.0191472,0.0164577,0.0176491,0.0105599,0.012542,0,0.143515,0.0226182,0.112908,0.0201814,0.032925,0.018361,0.0279232,0.0218412,0.0638593,0,0.052311,0.0177429,0.0548903,0,0,0.0361423,0,0.0114301,0.0158425,0.0340888,0,0.0126256,0.0199547,0.0145176,0.0470714,0.00679831,0.0195841,0.0237371,0.0160454,0.00958479,0,0.0267285,0.0144272,0,0.0448229,0.0227212,0.0311637,0.0273957,0.0378486,0,0,0,0,0,0,0,0,0
1597,0,0.0404481,0,0,0,0,0.0252333,0,0,0,0.0255549,0.0277971,0.0264326,0,0,0,0.0179149,0,0.0337436,0.0124277,0.0439332,0,0.0126914,0.0192247,0.0159811,0.0180234,0.0104513,0.0123208,0,0.143886,0.0225655,0.113138,0.0204876,0.0331395,0.0183829,0.0275206,0.0211043,0,0,0.0575803,0.0177435,0.0557874,0,0,0.0360082,0,0.0114539,0.0158263,0.0344533,0,0.012512,0.0187499,0.0137138,0.0479119,0.00567794,0.0201481,0.0242584,0.0142936,0.0086958,0,0.0272753,0.0191835,0,0.0453465,0.023112,0.0313227,0.0279119,0.0383082,0,0,0,0,0,0,0,0,0
1598,0,0.0407972,0,0,0,0,0.0257132,0,0,0,0.0256792,0.0277067,0.0266558,0,0,0,0.0186224,0,0.0335217,0.0127621,0.0438921,0,0.0127104,0.0189983,0.0151262,0.0190492,0.0102043,0.0119181,0,0.144315,0.0221096,0.113361,0.0208213,0.033154,0.0190518,0.0271834,0.0208299,0.030726,0,0.03974,0.0179723,0.0570478,0,0,0.035873,0,0.0114822,0.0157426,0.0350049,0,0.0121964,0.0159707,0.0125112,0.0491682,0.0039152,0.0193584,0.022896,0.0105016,0.0159439,0,0.021654,0.0232139,0.0156812,0.0459245,0.0233419,0.0314769,0.0286506,0.0389719,0,0,0,0,0,0,0,0,0
1599,0,0.0402624,0,0,0,0,0.0245891,0,0,0,0.0258876,0.0289415,0.0268776,0,0,0,0.0217843,0,0.0262988,0.0188803,0.0439188,0,0.0125045,0.0194339,0.0146248,0.0226183,0.0102956,0.0119336,0,0.144232,0.0217683,0.113454,0.0208827,0.0331341,0.0214527,0,0.030375,0.0278906,0,0.0365062,0.0178355,0.0570257,0,0,0.0352123,0,0.0114675,0.0154079,0.0350884,0.048629,0.01264,0.0158933,0.0115996,0.0489392,0.00424607,0.0192714,0.0227395,0.0105374,0.0153575,0,0.0202086,0.0215401,0.0139633,0.0455166,0.0234107,0.0317808,0.0284068,0.0390701,0,0,0,0,0,0,0,0,0
1600,0,0.040621,0,0,0,0,0.0241159,0,0,0,0.0244811,0.029032,0.0269493,0,0,0,0.0233137,0,0.0264459,0.0196421,0.0439282,0,0.01245,0.0212324,0.013341,0.0231984,0.0100761,0,0,0.144079,0.021643,0.114078,0.0216382,0.0311302,0.0226582,0,0.0303697,0,0,0.0425886,0.0175492,0.0571036,0,0,0.0349718,0,0.011444,0.0153461,0.0353816,0.0534746,0.0137816,0.0320157,0.00978264,0.0487508,0.0112927,0,0.0343338,0.0224055,0.0203655,0,0,0.0269745,0.022512,0.0453827,0.0234749,0.031966,0.0281385,0.0393241,0,0,0,0,0,0,0,0,0
1601,0,0.0399874,0,0,0,0,0.0238755,0,0,0,0.0265791,0.0292976,0.0273126,0,0,0,0.0229764,0,0.026632,0.0190896,0.0440052,0,0.0122872,0.019885,0.0144686,0.0241271,0.0103115,0.0119962,0,0.14421,0.0219959,0.113591,0.0211089,0.033566,0.0222884,0,0.0301726,0.02535,0,0.0367746,0.0176209,0.0569227,0,0,0.0353888,0,0.0114368,0.0154339,0.0353637,0.0503866,0.0126552,0.0147343,0.0111406,0.0483991,0.0039647,0.0181809,0.020821,0.00920637,0.0165257,0,0,0.0228624,0.011464,0.0455687,0.0236166,0.0319699,0.027958,0.0390605,0,0,0,0,0,0,0,0,0
1602,0,0.0402668,0,0,0,0,0.0242674,0,0,0,0.0271195,0.0284578,0.0274096,0,0,0,0.0206414,0,0.0327941,0.0132956,0.0440625,0,0.0123255,0.0197578,0.014841,0.022075,0.0102954,0.0119646,0,0.144321,0.0222978,0.113596,0.0212022,0.0341537,0.0208801,0.0252863,0.0207989,0.0244811,0,0.0359275,0.0177474,0.0568044,0,0,0.0362042,0,0.0114519,0.0157059,0.0353105,0.0500959,0.0121157,0.014163,0.0115238,0.0481357,0.00355328,0.0173417,0.0184318,0.00832117,0.0161732,0,0,0.0225054,0.011423,0.0459335,0.0237622,0.0318601,0.0277294,0.0388872,0,0,0,0,0,0,0,0,0
1603,0,0.039501,0,0,0,0,0.0236676,0,0,0,0.0280465,0.0286808,0.0270408,0,0,0,0.0205352,0,0.0325913,0.0132281,0.0442723,0,0.0122367,0.0202867,0.0166596,0.023161,0.0106913,0.0124261,0,0.14386,0.0224166,0.113301,0.020944,0.0353649,0.0208099,0.0243839,0.0205613,0.0183748,0,0.0367906,0.0179193,0.0558483,0,0,0.0366776,0,0.0114208,0.0161267,0.0355897,0.0492198,0.0119418,0.0341819,0.013676,0.0470319,0.0100762,0.0285676,0.0324201,0.0215112,0.0280436,0.0280796,0,0.0317541,0.0231793,0.045447,0.0239453,0.031925,0.0272763,0.0381707,0,0,0,0,0,0,0,0,0
1604,0,0.0394132,0,0,0,0,0.0230452,0,0,0,0.027507,0.029006,0.0265693,0,0,0,0.0214263,0,0.0323956,0.0136068,0.0443458,0,0.0121075,0.0200817,0.0163565,0.0240768,0.0106333,0.0123385,0,0.143796,0.0218527,0.113084,0.0209976,0.0349119,0.0214595,0.0236683,0.020387,0.016584,0,0.0331756,0.0179981,0.0554497,0,0,0.0369208,0,0.0113929,0.0162735,0.0354646,0.046553,0.0124006,0.027368,0.013002,0.0464421,0.00729016,0.0243352,0.0269181,0.0170895,0.0223712,0.0218389,0,0.0275088,0.019731,0.0451587,0.0240001,0.0319866,0.0268347,0.0380205,0,0,0,0,0,0,0,0,0
1605,0,0.0397614,0,0,0,0,0.0223558,0,0,0,0.0268415,0.0290685,0.0267692,0,0,0,0.0229647,0,0.0321967,0.0143611,0.0444957,0,0.0118747,0.0201499,0.0150665,0.0248482,0.0105662,0.0122792,0,0.143757,0.0217534,0.113041,0.0209923,0.03396,0.0227683,0.0230845,0.0202948,0.0131085,0,0.0287435,0.0181224,0.0554036,0,0,0.0368656,0,0.0113762,0.0162503,0.0352112,0.0438324,0.0137951,0.0117862,0.0109931,0.0461751,0.00375073,0.0153335,0.0152943,0.00789029,0.0163518,0.0126669,0,0.0220983,0.00585447,0.0451097,0.0239259,0.0320407,0.0263948,0.0381846,0,0,0,0,0,0,0,0,0
