Timestep,,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x69,x70,x71,x72,x73,x77,x76,x78,x68
1242,0,0.0154455,0,0,0,0,0.010419,0,0,0,0.0167675,0.025727,0.00801096,0.0166671,0,0,0.00917803,0,0.0323093,0.0082571,0.0404872,0.00911385,0.00894052,0.00745279,0.0182149,0.0286925,0.00625522,0.010547,0,0.00765747,0.00892361,0.00716487,0.0223637,0.0259769,0.00588323,0.01607,0.00953608,0.0433163,0,0.0403379,0.0175821,0.0142477,0,0,0.107382,0,0.00667378,0.0624258,0.034667,0.0506475,0.0144118,0.0138349,0.0170816,0.0539856,0.0103103,0.020943,0.024724,0.0163242,0.0189703,0.00921076,0.0252502,0.021027,0.0359695,0.044243,0.0227676,0.0437103,0.00729537,0.0122444,0,0,0,0,0,0,0,0,0
1243,0,0.0155717,0,0,0,0,0.0105327,0,0,0,0.016615,0.0257459,0.00817951,0.0167264,0,0,0.00930743,0,0.0322277,0.00808647,0.0404475,0.00889832,0.00909409,0.00715558,0.0182663,0.0283708,0.00611517,0.0102246,0,0.00746118,0.00884376,0.00710362,0.0224981,0.0257097,0.00613704,0.0160611,0.00958041,0.0448068,0,0.0404531,0.0175687,0.0145902,0,0,0.107382,0,0.00672029,0.0625623,0.0344819,0.0504166,0.0143398,0.0137577,0.0173728,0.0539741,0.00993883,0.0211712,0.0248782,0.016003,0.018896,0.00915943,0.0252577,0.0207358,0.0378941,0.0440216,0.0228217,0.0439,0.00736173,0.0122781,0,0,0,0,0,0,0,0,0
1244,0,0.0156556,0,0,0,0,0.0106348,0,0,0,0.0165856,0.025624,0.00839346,0.0166702,0,0,0.00943911,0,0.0321475,0.00806411,0.0404094,0.00888431,0.00921388,0.00681741,0.0183352,0.0281003,0.00598162,0.00988611,0,0.0072654,0.00872535,0.0070309,0.0226021,0.0254829,0.00629653,0.0160125,0.0092914,0.0455589,0,0.0403478,0.0176277,0.0148365,0,0,0.107359,0,0.00675072,0.0626897,0.0343847,0.0499639,0.0142461,0.0136327,0.0176053,0.0539821,0.00952947,0.0213822,0.0248647,0.0153628,0.0188293,0.0090552,0.0252297,0.0205065,0.0393955,0.043913,0.0229067,0.0440611,0.00746125,0.0122341,0,0,0,0,0,0,0,0,0
1245,0,0.0157559,0,0,0,0,0.0107551,0,0,0,0.0165386,0.0256206,0.00862336,0.0166101,0,0,0.00953265,0,0.0321306,0.00799135,0.0403852,0.00911537,0.00929966,0.00650264,0.0183471,0.0278815,0.00584924,0.00965943,0,0.00707405,0.00860863,0.00697881,0.0226714,0.0252762,0.00630617,0.0159576,0.00939597,0.0458347,0,0.0400091,0.0177474,0.0150131,0,0,0.107265,0,0.0067925,0.062846,0.0344372,0.0494096,0.0142127,0.0133647,0.0178045,0.0539928,0.00904768,0.0215401,0.0247288,0.0144472,0.0188343,0.00902822,0.0252347,0.020438,0.0401202,0.0438191,0.0229822,0.0441713,0.00750679,0.0121824,0,0,0,0,0,0,0,0,0
1246,0,0.0157413,0,0,0,0,0.0108541,0,0,0,0.0164679,0.0256163,0.00883212,0.0165067,0,0,0.00968667,0,0.0321439,0.00811476,0.040349,0.00951645,0.00937574,0.00614875,0.0183117,0.0276071,0.00575489,0.00946244,0,0.00687823,0.00847717,0.00690824,0.0226901,0.0250623,0.00647217,0.0159017,0.00951682,0.0458538,0,0.0394703,0.0178932,0.0149949,0,0,0.107196,0,0.0068859,0.0630222,0.0345887,0.0488456,0.0142311,0.0128491,0.0179296,0.0540016,0.00848891,0.0215766,0.0244079,0.0137961,0.0189422,0.00911256,0.0253211,0.020593,0.0401304,0.0438809,0.0230865,0.0442869,0.00750006,0.0122863,0,0,0,0,0,0,0,0,0
1247,0,0.01567,0,0,0,0,0.0109824,0,0,0,0.0164492,0.0255254,0.00902036,0.0163803,0,0,0.0098013,0,0.0321679,0.00823681,0.0403496,0.00974866,0.00943325,0.00576556,0.0182568,0.0274504,0.00565911,0.00935792,0,0.00669156,0.00835988,0.00681688,0.0226774,0.0248912,0.00663675,0.0158654,0.0094783,0.0456236,0,0.0389802,0.0179878,0.014901,0,0,0.107237,0,0.00704445,0.0632403,0.0347792,0.0482786,0.0142979,0.0122262,0.0180186,0.0540606,0.00795745,0.0214621,0.0239784,0.0132784,0.0191135,0.00926705,0.025424,0.0209671,0.039608,0.0440535,0.0231696,0.0443999,0.00759384,0.0122734,0,0,0,0,0,0,0,0,0
1248,0,0.015633,0,0,0,0,0.0111182,0,0,0,0.0164467,0.0255512,0.00922118,0.0163238,0,0,0.0099126,0,0.0323047,0.00812534,0.0403774,0.00990939,0.00947856,0.00534753,0.0181662,0.027294,0.00557841,0.00942958,0,0.00646293,0.00836832,0.00678128,0.022658,0.0247519,0.00672852,0.0158659,0.00943756,0.044932,0,0.0385287,0.0180371,0.0148387,0,0,0.107182,0,0.00722549,0.0634681,0.0349507,0.0477057,0.0144132,0.0115825,0.0180832,0.0541139,0.00733601,0.021243,0.0233855,0.0127114,0.0193144,0.00944889,0.0255151,0.0215214,0.0386895,0.0442352,0.0233006,0.0445421,0.00780244,0.0120466,0,0,0,0,0,0,0,0,0
1249,0,0.0156711,0,0,0,0,0.0112725,0,0,0,0.0163862,0.0256208,0.00948452,0.0162879,0,0,0.00996452,0,0.0323909,0.00795898,0.0404567,0.0101106,0.0094937,0.00488739,0.0180357,0.0271366,0.005495,0.00946084,0,0.00621534,0.00834609,0.00675633,0.0226664,0.0245444,0.00675021,0.0158794,0.00952002,0.0439174,0,0.0379289,0.0180732,0.014861,0,0,0.107072,0,0.00736617,0.0636802,0.0351287,0.0470231,0.0145223,0.0109995,0.0181992,0.0541468,0.00676989,0.0209553,0.0225935,0.0120853,0.019537,0.00968677,0.0255771,0.0221987,0.0373203,0.0443455,0.0233864,0.0446879,0.00808803,0.0116942,0,0,0,0,0,0,0,0,0
1250,0,0.0156228,0,0,0,0,0.0113375,0,0,0,0.0162278,0.0255899,0.00978983,0.0163113,0,0,0.010046,0,0.0323229,0.00786527,0.0405572,0.0104258,0.00947731,0.00444548,0.0178409,0.0268702,0.00537149,0.00948195,0,0.00600716,0.00832737,0.006687,0.0226787,0.0241748,0.00680315,0.0158515,0.00969309,0.0425704,0,0.0373146,0.0183635,0.014875,0,0,0.107004,0,0.0074567,0.0639203,0.0353145,0.0465278,0.0146358,0.0106129,0.018323,0.0541764,0.0063204,0.0205436,0.0217904,0.0116036,0.0197759,0.0100434,0.0256141,0.022985,0.0355098,0.0444422,0.0234942,0.0448012,0.00833503,0.0115454,0,0,0,0,0,0,0,0,0
1251,0,0.015465,0,0,0,0,0.0113337,0,0,0,0.0158544,0.0255996,0.0100722,0.0163518,0,0,0.0100995,0,0.032255,0.00792831,0.040633,0.0108321,0.00950347,0.00401061,0.0175474,0.0266082,0.00524168,0.00945271,0,0.00580736,0.00825448,0.00659879,0.0227426,0.0234868,0.00678782,0.0158477,0.00953526,0.0407875,0,0.0367447,0.0187178,0.0148291,0,0,0.107004,0,0.00767247,0.0641476,0.0354462,0.0463683,0.0147086,0.0102037,0.0184253,0.0542259,0.00614197,0.0199004,0.020932,0.0111067,0.0202338,0.0104045,0.0257133,0.0240711,0.0335498,0.044554,0.0236047,0.0449593,0.00850277,0.0115758,0,0,0,0,0,0,0,0,0
1252,0,0.0152947,0,0,0,0,0.0114485,0,0,0,0.0154348,0.0255898,0.010354,0.0163932,0,0,0.0101463,0,0.0323201,0.00781616,0.0407133,0.0113552,0.00958905,0.00360768,0.0172432,0.0264308,0.00510604,0.00939872,0,0.00564952,0.00811444,0.00651832,0.0228376,0.0227085,0.00677228,0.0158788,0.00936773,0.0385761,0,0.036296,0.0190415,0.0147386,0,0,0.107022,0,0.0079981,0.0643511,0.0354423,0.0464801,0.0147716,0.00986348,0.0185659,0.0543453,0.00630251,0.019063,0.020123,0.0106157,0.0208282,0.010692,0.0258138,0.0253727,0.0321878,0.0447107,0.0236747,0.0451376,0.00868782,0.0114024,0,0,0,0,0,0,0,0,0
1253,0,0.0151197,0,0,0,0,0.0115665,0,0,0,0.0151136,0.0255222,0.0106819,0.0163283,0,0,0.0101996,0,0.0323598,0.00772542,0.0407737,0.0119661,0.00970571,0.00317686,0.0169871,0.0262645,0.0049351,0.00931929,0,0.00559636,0.00804845,0.00641681,0.0229334,0.0220289,0.00693406,0.0158735,0.00936763,0.0364701,0,0.0356806,0.0192742,0.0147177,0,0,0.106941,0,0.00835244,0.064501,0.0352948,0.0462032,0.0148833,0.00976442,0.0187019,0.0544245,0.00657078,0.018255,0.0192823,0.0104008,0.0213942,0.0109953,0.0257185,0.0264889,0.0313953,0.0448235,0.0237384,0.0452807,0.00884912,0.0112166,0,0,0,0,0,0,0,0,0
1254,0,0.0149653,0,0,0,0,0.0116974,0,0,0,0.0148069,0.0255058,0.0110349,0.0163516,0,0,0.0102636,0,0.0322943,0.00773285,0.0407908,0.0126738,0.00981491,0.00269678,0.0167126,0.0262275,0.00481251,0.00919963,0,0.00541069,0.00798261,0.00635521,0.0230316,0.0213138,0.00709244,0.0158451,0.00932513,0.0344737,0,0.0345726,0.0194696,0.0147863,0,0,0.106777,0,0.0086122,0.0646562,0.0351324,0.0448921,0.0150087,0.0098614,0.0188656,0.0545231,0.00695836,0.0174585,0.0183484,0.0103876,0.0216732,0.0113928,0.0253875,0.027167,0.0314154,0.0448903,0.0237671,0.045393,0.00900211,0.0109685,0,0,0,0,0,0,0,0,0
1255,0,0.0147877,0,0,0,0,0.0118287,0,0,0,0.0146661,0.025435,0.0113721,0.0163617,0,0,0.0102681,0,0.0322665,0.00768913,0.0408389,0.0134527,0.00988253,0.00221223,0.0164981,0.0262025,0.00470275,0.00917911,0,0.00520911,0.00795281,0.0063655,0.0231627,0.0205641,0.00721135,0.0158386,0.00941828,0.0325088,0,0.0331997,0.0197821,0.0148316,0,0,0.106664,0,0.00885934,0.0648623,0.0350654,0.0429306,0.0150349,0.0102648,0.0190436,0.0546644,0.00760436,0.0168148,0.017401,0.010589,0.0217899,0.0120175,0.0249131,0.0275077,0.0314596,0.0448636,0.0238009,0.0455311,0.009169,0.0106466,0,0,0,0,0,0,0,0,0
1256,0,0.014623,0,0,0,0,0.0119722,0,0,0,0.0142538,0.0254409,0.0116574,0.0160752,0,0,0.0102368,0,0.0322527,0.00758261,0.0409186,0.014288,0.0100031,0.0017181,0.0164725,0.026326,0.00463059,0.00915365,0,0.00504476,0.00798575,0.00637355,0.023287,0.0198631,0.0073055,0.0158574,0.0093705,0.030953,0,0.031734,0.0201011,0.0148618,0,0,0.106616,0,0.00920286,0.065093,0.0350923,0.0409989,0.0150765,0.0106058,0.0191169,0.0547469,0.00838207,0.0160768,0.0161364,0.0108122,0.021908,0.0127278,0.0243176,0.0274619,0.0310666,0.0448468,0.0239531,0.0456926,0.00943975,0.0101421,0,0,0,0,0,0,0,0,0
1257,0,0.0143513,0,0,0,0,0.0120498,0,0,0,0.0140131,0.025358,0.0119182,0.0157024,0,0,0.0102259,0,0.0323476,0.00758234,0.0410276,0.0151244,0.0101315,0.00127044,0.016388,0.0263958,0.00464006,0.00898615,0,0.00492905,0.00802164,0.00632862,0.0233797,0.0193088,0.00747167,0.0159041,0.00915306,0.0298567,0,0.0301448,0.0203169,0.014745,0,0,0.106575,0,0.00962703,0.0652637,0.0352479,0.0389841,0.0152382,0.0111414,0.0191303,0.0549085,0.00897343,0.0151284,0.0146214,0.0110234,0.0215442,0.0132711,0.0233808,0.026654,0.0311588,0.0448526,0.0240796,0.0458011,0.00974336,0.00994894,0,0,0,0,0,0,0,0,0
1258,0,0.0140546,0,0,0,0,0.0121596,0,0,0,0.0138699,0.0253257,0.0121899,0.0156104,0,0,0.0102548,0,0.0323743,0.00752863,0.04119,0.0160281,0.01028,0.000946265,0.0162149,0.026538,0.00475719,0.00880913,0,0.00497126,0.00806547,0.00626779,0.0234807,0.018838,0.00771185,0.0159437,0.00924029,0.0286443,0,0.0285728,0.020514,0.0146384,0,0,0.106478,0,0.0100375,0.0653778,0.0355636,0.0369449,0.0155238,0.0118258,0.0191936,0.0551052,0.00944238,0.0141123,0.0130445,0.0110448,0.0206336,0.0134847,0.0224714,0.0250502,0.0315089,0.0448422,0.0241722,0.0458915,0.0100989,0.00958642,0,0,0,0,0,0,0,0,0
1259,0,0.0136741,0,0,0,0,0.012223,0,0,0,0.0139037,0.0252255,0.0124462,0.0156431,0,0,0.0102353,0,0.0323491,0.00738919,0.0413632,0.0170029,0.0104447,0.000920428,0.0159615,0.026653,0.0049892,0.00862636,0,0.00503429,0.00808839,0.00621901,0.0236149,0.0184087,0.00784534,0.0159761,0.00936805,0.027187,0,0.0269573,0.0206062,0.0144715,0,0,0.106414,0,0.0103317,0.0655259,0.0359412,0.0346279,0.0159377,0.0127883,0.0190982,0.0552404,0.0097501,0.0131421,0.0117575,0.0109357,0.0194486,0.0136692,0.0218163,0.0229563,0.0309623,0.0447618,0.0242144,0.046008,0.0104487,0.00948192,0,0,0,0,0,0,0,0,0
1260,0,0.0133511,0,0,0,0,0.0123336,0,0,0,0.0137097,0.0251927,0.0126547,0.0156339,0,0,0.0102017,0,0.0322904,0.00735852,0.0415972,0.017904,0.010572,0.00117178,0.0157434,0.0268515,0.00536312,0.00851195,0,0.00515415,0.00813083,0.00619041,0.0237564,0.0181407,0.00786055,0.016017,0.00911643,0.0252867,0,0.0251422,0.0207005,0.0144118,0,0,0.10636,0,0.010564,0.0657455,0.036093,0.0319493,0.0163154,0.01389,0.0189273,0.0553878,0.00991418,0.012317,0.0107266,0.0106786,0.0181903,0.0140763,0.0210456,0.0207806,0.0296185,0.0445792,0.0242114,0.0461573,0.0108609,0.00904264,0,0,0,0,0,0,0,0,0
1261,0,0.0130244,0,0,0,0,0.0124621,0,0,0,0.0135222,0.0252105,0.0128411,0.0156902,0,0,0.0101676,0,0.0322343,0.00735048,0.0419288,0.0187981,0.0106261,0.00148921,0.0156408,0.027152,0.00580234,0.00854777,0,0.00515896,0.00820017,0.00626569,0.023932,0.0180742,0.00773577,0.0160715,0.00885812,0.0232633,0,0.0233915,0.0208119,0.0143561,0,0,0.106324,0,0.0108995,0.0659883,0.0359533,0.0293573,0.01662,0.0146211,0.0187699,0.05558,0.0101556,0.0116906,0.0096505,0.0104153,0.0170642,0.0149116,0.0199732,0.0190465,0.0279391,0.0444351,0.0242363,0.0462287,0.0113214,0.00854712,0,0,0,0,0,0,0,0,0
1262,0,0.0125846,0,0,0,0,0.0124918,0,0,0,0.0134843,0.0251214,0.0129522,0.0156322,0,0,0.0101087,0,0.0322685,0.00729315,0.0423311,0.0195989,0.0106167,0.00177263,0.0155653,0.0274118,0.00623927,0.00866093,0,0.00498883,0.00824357,0.00641641,0.0240612,0.0182699,0.00782661,0.0161554,0.00863871,0.0214012,0,0.0217696,0.0209577,0.0141547,0,0,0.106334,0,0.0112193,0.0661581,0.035747,0.0270528,0.0169192,0.014688,0.018554,0.0559141,0.0103828,0.0112586,0.00851261,0.0102226,0.0161288,0.0160644,0.0188373,0.0178433,0.0260896,0.0444418,0.0243065,0.0463188,0.0118036,0.00846726,0,0,0,0,0,0,0,0,0
1263,0,0.0122457,0,0,0,0,0.0125381,0,0,0,0.0138886,0.0250324,0.0130624,0.0155758,0,0,0.0100381,0,0.0322831,0.00724771,0.042777,0.0200719,0.0105558,0.00203796,0.0154327,0.0277063,0.00673654,0.00895537,0,0.00492504,0.00826363,0.00642377,0.0240728,0.0190042,0.00807162,0.0162674,0.00846045,0.0195537,0,0.0202381,0.0210572,0.0140407,0,0,0.106278,0,0.0115582,0.0662578,0.0357458,0.0249818,0.0171893,0.0143831,0.0182286,0.0562725,0.0101522,0.0110583,0.0075876,0.00995293,0.0153508,0.0168551,0.0177594,0.0169427,0.0241019,0.0444481,0.024353,0.0463894,0.012365,0.00821096,0,0,0,0,0,0,0,0,0
1264,0,0.0120272,0,0,0,0,0.0124844,0,0,0,0.014896,0.0249555,0.0132411,0.0156297,0,0,0.00994196,0,0.0322646,0.00722022,0.0432372,0.0203063,0.0105184,0.00232417,0.0153244,0.0279273,0.00720754,0.0093546,0,0.00483975,0.00824771,0.00634217,0.0240215,0.0201431,0.00816198,0.0163887,0.00835699,0.0178289,0,0.0189219,0.0210307,0.0140671,0,0,0.106118,0,0.0118932,0.0663453,0.0358028,0.0232765,0.0174363,0.0141263,0.017934,0.0567087,0.0099413,0.0110146,0.00671709,0.00976303,0.0147164,0.0174213,0.016901,0.0162128,0.0218368,0.0443473,0.0244398,0.046486,0.012862,0.00829418,0,0,0,0,0,0,0,0,0
1265,0,0.0119295,0,0,0,0,0.0123963,0,0,0,0.0160586,0.0249139,0.0135024,0.0157285,0,0,0.0098928,0,0.0322388,0.00720369,0.0436658,0.0203812,0.0105766,0.00267496,0.0152203,0.028065,0.00761515,0.00989213,0,0.004776,0.00823675,0.00614547,0.0239092,0.0216384,0.00824107,0.0164971,0.00824498,0.0162114,0,0.0179729,0.0208942,0.0141934,0,0,0.105949,0,0.0122166,0.0664962,0.0357457,0.0220435,0.0175866,0.0139592,0.01771,0.0570842,0.00998472,0.011059,0.00596743,0.00971667,0.0141356,0.0179759,0.0162994,0.0156177,0.0195924,0.0443262,0.0245146,0.0466235,0.0132255,0.00851887,0,0,0,0,0,0,0,0,0
1266,0,0.0119708,0,0,0,0,0.0123153,0,0,0,0.0176625,0.024888,0.0139935,0.0156259,0,0,0.00980934,0,0.0322312,0.00723113,0.0439696,0.0201682,0.0105808,0.00312953,0.0151113,0.0283068,0.0079959,0.0105819,0,0.00476554,0.00829556,0.00597887,0.0238175,0.0235824,0.00828476,0.0166079,0.00815752,0.0147927,0,0.0172577,0.0206957,0.0144362,0,0,0.105667,0,0.012595,0.066611,0.0354025,0.0210228,0.0177338,0.0138142,0.0175219,0.0574015,0.00968984,0.0111937,0.00569206,0.00963365,0.0135234,0.0185173,0.0157453,0.0150475,0.0174491,0.0443652,0.0245692,0.0467358,0.0134852,0.00858191,0,0,0,0,0,0,0,0,0
1267,0,0.012038,0,0,0,0,0.0123162,0,0,0,0.0197528,0.0248762,0.0146706,0.0154087,0,0,0.00969517,0,0.0322543,0.00732349,0.0441214,0.0197429,0.0105387,0.00366122,0.0149941,0.0285569,0.0083777,0.0114121,0,0.00481535,0.00840729,0.00577933,0.0237205,0.0258353,0.00830783,0.0167286,0.00813385,0.0134734,0,0.0166059,0.0204711,0.0147902,0,0,0.105304,0,0.0130627,0.0666091,0.034818,0.0203131,0.0177506,0.0137335,0.0174371,0.0577566,0.00948887,0.0112903,0.00567536,0.00946872,0.0129387,0.0189995,0.0149708,0.0144324,0.0155888,0.0441441,0.0246789,0.0468621,0.0136288,0.00869969,0,0,0,0,0,0,0,0,0
1268,0,0.0120791,0,0,0,0,0.0124475,0,0,0,0.021937,0.0248303,0.0154827,0.0151084,0,0,0.00957958,0,0.0322908,0.00748823,0.0441302,0.0192077,0.0105004,0.00418113,0.0149269,0.0287147,0.00872857,0.0122648,0,0.00483418,0.00848092,0.00558148,0.0236138,0.0281924,0.00828894,0.0168405,0.00813295,0.0124078,0,0.0160757,0.0202072,0.0151226,0,0,0.104927,0,0.0135551,0.0665178,0.0342703,0.0196587,0.017736,0.0137677,0.017452,0.0581655,0.00936661,0.0113089,0.00574641,0.00936619,0.0123671,0.019373,0.0143639,0.0137957,0.0140792,0.0437183,0.0248173,0.0469421,0.0136501,0.00886418,0,0,0,0,0,0,0,0,0
1269,0,0.0120973,0,0,0,0,0.0123668,0,0,0,0.0241811,0.0247902,0.0162987,0.0148545,0,0,0.00947539,0,0.0323351,0.00767549,0.0441293,0.0186829,0.0104397,0.00475983,0.0148739,0.0288669,0.00904986,0.0129731,0,0.00491135,0.00852489,0.00540865,0.0235063,0.0305573,0.008179,0.0169364,0.00812003,0.0118726,0,0.0158298,0.020031,0.0154323,0,0,0.104523,0,0.0139504,0.0664337,0.0339517,0.0192392,0.0176655,0.013776,0.0174848,0.0584482,0,0.0111905,0.00557731,0.00945442,0.0119507,0.0196447,0.0140294,0.0133438,0.0129993,0.0432988,0.0249365,0.0470188,0.0135182,0.00926568,0,0,0,0,0,0,0,0,0
1270,0,0.0121859,0,0,0,0,0.0121504,0,0,0,0.0264719,0.0247978,0.0171967,0.0146881,0,0,0.00942042,0,0.0323724,0.00783417,0.0441719,0.0182193,0.0103268,0.00543216,0.0148729,0.0290298,0.00939085,0.013624,0,0.00502407,0.00859758,0.00521322,0.0234012,0.0327405,0.00800691,0.0170122,0.00811005,0.0118715,0,0.0156943,0.0199276,0.0157971,0,0,0.10405,0,0.0142343,0.0663433,0.0337659,0.0189111,0.017572,0.013808,0.017595,0.0586454,0,0.0112156,0.00547907,0.00948014,0.0115963,0.019772,0.0136611,0.0128116,0.0125541,0.0428848,0.025047,0.0471122,0.0133007,0.0095146,0,0,0,0,0,0,0,0,0
1271,0,0.0122878,0,0,0,0,0.0119421,0,0,0,0.0286093,0.024766,0.018013,0.0146833,0,0,0.00940135,0,0.032391,0.00793377,0.0442395,0.0179573,0.0102126,0.00604587,0.0148713,0.0291395,0.00967698,0.0142305,0,0.00512684,0.00876515,0.00512478,0.023261,0.034549,0.0078127,0.0170843,0.00831685,0.0119958,0,0.0156622,0.0198365,0.0161102,0,0,0.103628,0,0.0144122,0.0663039,0.0336353,0.0185537,0.0175709,0.0138139,0.0176515,0.0586991,0,0.0111906,0.00523254,0.00948738,0.0112664,0.019833,0.013436,0.0122611,0.0122699,0.0425275,0.0251697,0.0471715,0.0130124,0.00988541,0,0,0,0,0,0,0,0,0
1272,0,0.0124116,0,0,0,0,0.0118338,0,0,0,0.0299733,0.0247168,0.0186009,0.0147221,0,0,0.00932289,0,0.0324187,0.00804288,0.0443162,0.0179075,0.0101086,0.00653274,0.014904,0.0293797,0.00988015,0.0147442,0,0.00529237,0.00900055,0.0052215,0.0230474,0.0356954,0.00766635,0.0171575,0.00850529,0.0119001,0,0.0154993,0.0197322,0.0163502,0,0,0.103309,0,0.0145119,0.0663707,0.0335174,0.0178792,0.0176882,0.0139243,0.0175593,0.0586399,0.00940239,0.0112085,0.00497213,0.00941493,0.010853,0.0200928,0.0132392,0.0116154,0.0118701,0.0423098,0.0252843,0.0471818,0.0128279,0.0100206,0,0,0,0,0,0,0,0,0
1273,0,0.0125842,0,0,0,0,0.0116819,0,0,0,0.0304475,0.0246813,0.0190001,0.0147572,0,0,0.00923676,0,0.0324486,0.00823423,0.0444113,0.0181525,0.00996752,0.00691635,0.0149328,0.0295652,0.00998106,0.0150825,0,0.00552433,0.00934895,0.00553171,0.0227786,0.0360667,0.00749204,0.0172523,0.00851978,0.0114899,0,0.0153076,0.0196562,0.0165265,0,0,0.103037,0,0.0145354,0.0664255,0.0333811,0.0174994,0.0177377,0.0139386,0.0174241,0.058617,0,0.0110179,0.00452155,0.00945571,0.0106109,0.0204294,0.0129163,0.0113857,0.0110499,0.0421745,0.0253759,0.0472481,0.0126175,0.0101028,0,0,0,0,0,0,0,0,0
1274,0,0.0127381,0,0,0,0,0.0115387,0,0,0,0.0299221,0.0246928,0.0190825,0.014802,0,0,0.00916596,0,0.0325129,0.00830215,0.0443988,0.0183291,0.009795,0.00724664,0.0151315,0.0295748,0.0100439,0.0153243,0,0.00565356,0.0097131,0.00598283,0.0224085,0.0354103,0.00742237,0.0173727,0.00851349,0.0112116,0,0.0150919,0.0195064,0.016693,0,0,0.102814,0,0.0144453,0.0664245,0.0332128,0.0173088,0.0177995,0.0139375,0.0171792,0.0586383,0,0.011014,0.00450934,0.00933962,0.0104521,0.0207947,0.0128599,0.0112232,0.0103677,0.0420372,0.0254234,0.0473394,0.0123458,0.010295,0,0,0,0,0,0,0,0,0
1275,0,0.0129596,0,0,0,0,0.0115004,0,0,0,0.0290836,0.024631,0.0186648,0.0148941,0,0,0.00913809,0,0.0325828,0.00841699,0.0443585,0.0180619,0.00968644,0.00737529,0.0154144,0.0295859,0.00995495,0.0154179,0,0.00591719,0.0100374,0.0063794,0.022058,0.0338865,0.00732708,0.0174924,0.00869536,0.0108884,0,0.0150527,0.0194004,0.0169027,0,0,0.102686,0,0.0143154,0.0664654,0.0330415,0.0167889,0.0179363,0.0138849,0.0168758,0.058714,0.00933618,0.0111868,0.0060662,0.00919875,0.0102966,0.0210885,0.0127574,0.0111244,0.00952146,0.0420325,0.0254826,0.0474044,0.0120785,0.0103661,0,0,0,0,0,0,0,0,0
1276,0,0.0131902,0,0,0,0,0.0114164,0,0,0,0.0279057,0.0245369,0.0179964,0.0151551,0,0,0.00914428,0,0.0326043,0.00855313,0.0442913,0.0174787,0.00966064,0.0071632,0.0152316,0.0295177,0.00962651,0.0153136,0,0.00610635,0.0102195,0.00671618,0.0218793,0.0321231,0.00724626,0.0175946,0.00878328,0.010318,0,0.0149276,0.0193855,0.0170954,0,0,0.102686,0,0.0141516,0.0665757,0.0328013,0.0163443,0.018026,0.013696,0.0165839,0.0587932,0.00945348,0.0112158,0.00880576,0.00921258,0.0101952,0.0212938,0.0125843,0.0111462,0.00832809,0.0421037,0.0255838,0.0474065,0.0116905,0.0106276,0,0,0,0,0,0,0,0,0
1277,0,0.0134768,0,0,0,0,0.0112124,0,0,0,0.0255549,0.0246284,0.0173616,0.0157397,0,0,0.00912507,0,0.0325493,0.00852588,0.0441585,0.016947,0.00967744,0.00679849,0.0150803,0.0294164,0.00909453,0.0152064,0,0.00614148,0.0102682,0.00693287,0.0217901,0.0304741,0.00714256,0.0176953,0.00868296,0.00997571,0,0.0148139,0.0193726,0.0173181,0,0,0.102701,0,0.0140381,0.0666321,0.0326139,0.0161275,0.0180553,0.0136127,0.0163598,0.0588475,0.00945051,0.0113424,0.006504,0.00924713,0.0101248,0.0215253,0.012363,0.0111611,0.00727079,0.0421229,0.0257239,0.04744,0.0111842,0.0110012,0,0,0,0,0,0,0,0,0
1278,0,0.0137898,0,0,0,0,0.0110796,0,0,0,0.0234045,0.0248068,0.016582,0.0165174,0,0,0.00915498,0,0.0323651,0.00850204,0.0440721,0.0164823,0.0097023,0.00624553,0.0150026,0.0294972,0.00847883,0.0149508,0,0.00601145,0.00999002,0.00703048,0.0217327,0.0288904,0.0070511,0.0177219,0.00871912,0.00982714,0,0.0149007,0.0193467,0.0175743,0,0,0.102789,0,0.0138688,0.0665899,0.0324322,0.0161728,0.0181719,0.0136529,0.0161555,0.0588883,0.00944159,0.0115499,0.00530055,0.00932959,0.0101616,0.0218291,0.0123346,0.0113428,0.00645991,0.042147,0.0258201,0.0474888,0.0107312,0.0111621,0,0,0,0,0,0,0,0,0
