Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,,x79,x81
1216,0.0393083,0,0,0,0,0.0270736,0,0,0,0,0,0,0.0281884,0.0220435,0.0243006,0.0166273,0,0,0.0264813,0,0.0331301,0.0168467,0.0362243,0.0218186,0.00444402,0.01751,0.0176579,0.0253238,0.0152011,0.0223748,0.015221,0.0167611,0.0206128,0.0169385,0.0148234,0.0326125,0.0250422,0.0181472,0.0073805,0.0529217,0.0453937,0.0343559,0.0126122,0.037517,0,0,0.0549394,0,0.0494561,0.0453249,0.0380385,0.0393935,0.0175071,0.0128815,0.0142803,0.0613568,0.00878823,0.0221132,0.0233591,0.0137735,0.0177755,0.0104269,0.0231294,0.0178902,0.051978,0.0534112,0.0121248,0.0277087,0.0211343,0.0321703,0,0,0,0,0,0,0
1217,0.0391849,0,0,0,0,0.0271467,0,0,0,0,0,0,0.0282273,0.0220825,0.0246403,0.0167149,0,0,0.0264113,0,0.0330822,0.0168984,0.0363067,0.0220957,0.00467237,0.0176936,0.017762,0.0252434,0.0153499,0.0224459,0.0155253,0.0167775,0.0206782,0.0169333,0.014957,0.0325331,0.0249285,0.0180698,0.00748485,0.0536315,0.0454358,0.0339625,0.0124566,0.0375177,0,0,0.0549069,0,0.0495197,0.045288,0.0382601,0.0387854,0.017422,0.0131477,0.0143383,0.0613125,0.00812553,0.0219427,0.022635,0.0132116,0.0176926,0.0105727,0.022888,0.0174653,0.0528627,0.053246,0.0120463,0.0277021,0.0216363,0.0322763,0,0,0,0,0,0,0
1218,0.0390731,0,0,0,0,0.0272097,0,0,0,0,0,0,0.0281037,0.0220536,0.0251272,0.0168092,0,0,0.0264035,0,0.0330308,0.0169237,0.0363456,0.0224272,0.00495637,0.0178239,0.0180104,0.0252686,0.0155276,0.0225028,0.0157934,0.0167501,0.0206766,0.0169029,0.0151248,0.032368,0.0249221,0.018043,0.00754666,0.0535971,0.0454924,0.0335239,0.0122789,0.0374972,0,0,0.0547704,0,0.0495722,0.045223,0.0384957,0.0383827,0.017347,0.0131354,0.014455,0.0612259,0.00763768,0.0215025,0.0214609,0.012569,0.0176589,0.0107655,0.0227868,0.0172261,0.0525186,0.053031,0.0119529,0.0276265,0.0220715,0.0323855,0,0,0,0,0,0,0
1219,0.039089,0,0,0,0,0.0272666,0,0,0,0,0,0,0.0279306,0.0220168,0.0255886,0.0166885,0,0,0.0263515,0,0.0330036,0.0168844,0.0363627,0.02279,0.00501896,0.0179851,0.0181724,0.0252922,0.0156805,0.0225588,0.0160491,0.016763,0.0206999,0.0169378,0.0152704,0.0321936,0.0248511,0.0180519,0.00758024,0.052825,0.0454641,0.0330764,0.0120738,0.0375517,0,0,0.054865,0,0.0495547,0.0452897,0.0386989,0.0380734,0.0172432,0.0132319,0.0143697,0.0614499,0.00723578,0.0208015,0.0212338,0.0119491,0.0178299,0.0109687,0.0227909,0.017316,0.0513156,0.0531388,0.0118545,0.0275659,0.0222305,0.0323914,0,0,0,0,0,0,0
1220,0.0391046,0,0,0,0,0.0273385,0,0,0,0,0,0,0.0277319,0.0220062,0.0260088,0.0167066,0,0,0.026304,0,0.0330301,0.0168343,0.036398,0.023165,0.00517399,0.0181294,0.0182284,0.0251859,0.0157711,0.0226905,0.0162667,0.0168068,0.0207227,0.0170161,0.0154307,0.0320123,0.0248132,0.0180447,0.00756339,0.0512656,0.045455,0.0322763,0.0119181,0.0375842,0,0,0.0550016,0,0.049548,0.0452666,0.038821,0.0376241,0.0172183,0.0133593,0.0143541,0.0616972,0.00677812,0.0201584,0.0209775,0.0111845,0.0180815,0.0111323,0.0228195,0.0178702,0.0501944,0.0531652,0.0118202,0.0276453,0.0222846,0.0324234,0,0,0,0,0,0,0
1221,0.0390585,0,0,0,0,0.0273799,0,0,0,0,0,0,0.0273845,0.0220065,0.0264046,0.0168571,0,0,0.0262976,0,0.033016,0.0168154,0.0364397,0.0235712,0.00539535,0.0182145,0.0181977,0.0251417,0.0158756,0.022858,0.0164133,0.0169091,0.020752,0.0170748,0.015597,0.0317841,0.0248322,0.0179887,0.00756744,0.0490793,0.0454777,0.0309916,0.0118225,0.0375654,0,0,0.0551227,0,0.049561,0.0452537,0.0388934,0.0368149,0.017249,0.0133909,0.0143762,0.061901,0.00631988,0.0195739,0.0197336,0.0105213,0.0180565,0.0113333,0.0226115,0.0187447,0.0489544,0.0531683,0.0118436,0.0277501,0.0222816,0.0324794,0,0,0,0,0,0,0
1222,0.0389873,0,0,0,0,0.0273684,0,0,0,0,0,0,0.0269623,0.0220039,0.026733,0.0170311,0,0,0.02635,0,0.0330104,0.0168391,0.036403,0.023976,0.00569826,0.0182248,0.0183459,0.0252279,0.015974,0.0230293,0.0165186,0.0168865,0.020779,0.0171508,0.0157645,0.0315183,0.0249619,0.0179724,0.0076023,0.0469395,0.0455179,0.0296678,0.0117114,0.0374677,0,0,0.0552454,0,0.0495764,0.0452676,0.0389096,0.0357865,0.0173268,0.013172,0.0144877,0.0619645,0.00592875,0.0186345,0.0182783,0.0100323,0.018096,0.0116169,0.0223794,0.0199366,0.0485263,0.0531552,0.0118455,0.027852,0.0222208,0.0325259,0,0,0,0,0,0,0
1223,0.039055,0,0,0,0,0.0272792,0,0,0,0,0,0,0.0266889,0.0219643,0.0269726,0.0169242,0,0,0.0263306,0,0.0330082,0.0168341,0.0362491,0.0244055,0.00578526,0.0181402,0.0184093,0.0253187,0.0160287,0.0231387,0.0165573,0.0169082,0.0208747,0.0172511,0.0159389,0.0311481,0.0250696,0.0179546,0.00765387,0.044215,0.0455615,0.0279529,0.0115768,0.037389,0,0,0.0555508,0,0.0495806,0.045431,0.0387903,0.0340124,0.017475,0.0130194,0.0144406,0.0622278,0.00577034,0.0175423,0.0170348,0.00983659,0.0182015,0.0121188,0.0217732,0.0210591,0.0477243,0.05337,0.0119055,0.0279718,0.0220069,0.0324319,0,0,0,0,0,0,0
1224,0.0391838,0,0,0,0,0.0271649,0,0,0,0,0,0,0.0263159,0.0219617,0.0272354,0.0168671,0,0,0.0263913,0,0.033042,0.0168894,0.0361687,0.0249237,0.00594501,0.0180294,0.0186032,0.0253178,0.0160056,0.0231713,0.0165134,0.0168034,0.0209112,0.0173132,0.0161591,0.0308073,0.025059,0.0179653,0.00767466,0.0403285,0.0456371,0.0259483,0.0114238,0.0372885,0,0,0.0558328,0,0.0496088,0.0455631,0.0386891,0.0319222,0.0176706,0.0129593,0.0144847,0.0625491,0.00582454,0.016185,0.015797,0.0097511,0.0181227,0.0128568,0.0205997,0.0216825,0.0454946,0.053575,0.0119283,0.0280196,0.0217734,0.0323103,0,0,0,0,0,0,0
1225,0.0391147,0,0,0,0,0.0270805,0,0,0,0,0,0,0.0260107,0.0219726,0.0275492,0.0168829,0,0,0.026528,0,0.033101,0.0169801,0.0362013,0.0255401,0.00615433,0.0178386,0.0186622,0.0253405,0.0158961,0.0231412,0.0163691,0.0167043,0.020948,0.0173436,0.016424,0.0305872,0.0251186,0.0179958,0.0076863,0.0358177,0.0457104,0.0236674,0.0112451,0.0371662,0,0,0.0560541,0,0.0496495,0.0456918,0.03851,0.0293016,0.0178509,0.0128267,0.0145876,0.0627962,0.00603218,0.0150374,0.0142107,0.00961865,0.0174361,0.013616,0.0190503,0.0210087,0.0421841,0.0536886,0.0119518,0.0281164,0.021579,0.0322356,0,0,0,0,0,0,0
1226,0.0390856,0,0,0,0,0.0269967,0,0,0,0,0,0,0.0259074,0.0219567,0.0279027,0.0169937,0,0,0.0267304,0,0.0330588,0.0170715,0.036308,0.026264,0.00638347,0.0174616,0.018643,0.0254427,0.0157035,0.0230349,0.0161004,0.0165873,0.0210486,0.0173407,0.0167127,0.0304365,0.0252711,0.0179828,0.00769443,0.0312115,0.045781,0.0213062,0.0108655,0.0369708,0,0,0.05621,0,0.0496868,0.0458099,0.0382299,0.0259988,0.0180138,0.0126817,0.0147217,0.0629101,0.0062616,0.0140442,0.0125076,0.0090703,0.0158868,0.0142015,0.0174934,0.0186325,0.0379406,0.0536875,0.0120259,0.0283061,0.021393,0.0321367,0,0,0,0,0,0,0
1227,0.0392473,0,0,0,0,0.0269134,0,0,0,0,0,0,0.0260044,0.0219377,0.0282215,0.0168673,0,0,0.02688,0,0.0330258,0.0171119,0.0364842,0.0271129,0.00641842,0.0169036,0.0185161,0.0255628,0.0153349,0.0228381,0.0156648,0.0163519,0.0209536,0.0172567,0.0170265,0.0304833,0.0253915,0.0179781,0.00771541,0.0265357,0.0458502,0.0189345,0.010512,0.0367685,0,0,0.0564665,0,0.0497016,0.0459995,0.0379084,0.0224483,0.0181704,0.0130803,0.0146438,0.0631468,0.0063201,0.0129698,0.011065,0.00794258,0.0139541,0.014587,0.0161425,0.01521,0.0332908,0.0538696,0.0122243,0.0285141,0.0211167,0.0319152,0,0,0,0,0,0,0
1228,0.0394506,0,0,0,0,0.02678,0,0,0,0,0,0,0.02627,0.0219123,0.0285453,0.0165717,0,0,0.0270844,0,0.0330127,0.0171845,0.0367868,0.0280654,0.00647412,0.016186,0.0185287,0.0256314,0.0147989,0.0224334,0.0150684,0.0160325,0.0206069,0.0171465,0.0173851,0.0308006,0.0255657,0.0180192,0.00783236,0.0225836,0.0459096,0.0167883,0.0107346,0.0365137,0,0,0.0566494,0,0.0497231,0.0461584,0.0374949,0.0194647,0.0183372,0.0142026,0.01456,0.0632406,0.00633422,0.0118856,0.00973477,0.00660082,0.0126301,0.015215,0.0147882,0.0121294,0.0295229,0.053975,0.0124501,0.0286773,0.0208977,0.0318304,0,0,0,0,0,0,0
1229,0.0394455,0,0,0,0,0.0266539,0,0,0,0,0,0,0.026617,0.021921,0.0288718,0.0162145,0,0,0.0273448,0,0.0330683,0.0172943,0.0372032,0.029066,0.00660803,0.0153252,0.0186324,0.0257561,0.0141809,0.02186,0.0143952,0.0155667,0.0200692,0.0169978,0.0177843,0.0313349,0.0258253,0.0181257,0.00798993,0.0199824,0.0459918,0.0148695,0.0109473,0.0363084,0,0,0.0568041,0,0.0497557,0.0463241,0.0369421,0.0173225,0.0185618,0.0152084,0.0146161,0.0631563,0.00632433,0.0110931,0.00838366,0.00550746,0.0116608,0.0162411,0.0132598,0.0100804,0.0274807,0.0540169,0.0126491,0.0288154,0.0207911,0.031729,0,0,0,0,0,0,0
1230,0.0393485,0,0,0,0,0.0265937,0,0,0,0,0,0,0.0275405,0.0219423,0.0293101,0.0159936,0,0,0.0276106,0,0.0331456,0.0174086,0.0377293,0.030079,0.00681192,0.0144904,0.0188029,0.0259102,0.0135559,0.0212129,0.0137487,0.0150774,0.0195986,0.0168106,0.018183,0.0322511,0.0261029,0.0182583,0.00815744,0.0188673,0.0460403,0.0134002,0.0109785,0.0361808,0,0,0.0569447,0,0.049763,0.0463573,0.0364432,0.0163229,0.0188155,0.015403,0.0147863,0.0629532,0.00595778,0.0109863,0.00740869,0.00481941,0.0102962,0.0174052,0.0115765,0.00859502,0.0273391,0.0540434,0.0126985,0.028892,0.0208957,0.0316573,0,0,0,0,0,0,0
1231,0.0394599,0,0,0,0,0.02652,0,0,0,0,0,0,0.0292866,0.0219228,0.0299585,0.0156268,0,0,0.0277373,0,0.0331067,0.017436,0.0382695,0.0310864,0.00688268,0.0136104,0.0186962,0.025974,0.0129878,0.0203955,0.0131336,0.0145262,0.0190293,0.0165604,0.0186165,0.0336073,0.0262432,0.018328,0.00827291,0.01875,0.0460883,0.0122923,0.0110436,0.0362179,0,0,0.0572618,0,0.0497828,0.046512,0.0362666,0.0162724,0.0190734,0.0149955,0.0147657,0.0630685,0.00520778,0.0114801,0.00706703,0.00446377,0.00889814,0.0183895,0.0100959,0.00735436,0.0281957,0.054412,0.01272,0.028955,0.0209999,0.0315244,0,0,0,0,0,0,0
1232,0.0395991,0,0,0,0,0.0264923,0,0,0,0,0,0,0.031582,0.0219021,0.0307385,0.0153277,0,0,0.0278197,0,0.0330975,0.0174538,0.0388091,0.0320499,0.00707743,0.0126951,0.0185767,0.0260074,0.0124054,0.0193154,0.0125156,0.0137643,0.0183501,0.0162265,0.0190927,0.0353588,0.0263004,0.018393,0.00837486,0.019214,0.0461104,0.0116739,0.0111154,0.0363367,0,0,0.0574595,0,0.0497825,0.0466295,0.0361943,0.0163682,0.0192799,0.0143183,0.0147747,0.063142,0.00445637,0.0122025,0.00706894,0.0043261,0.00780008,0.0191267,0.00908841,0.0061596,0.0293974,0.0547033,0.0126278,0.0289803,0.0212044,0.0314802,0,0,0,0,0,0,0
1233,0.0397306,0,0,0,0,0.026516,0,0,0,0,0,0,0.034056,0.0218879,0.03182,0.0151142,0,0,0.027939,0,0.033097,0.0175526,0.0392974,0.0330727,0.00736012,0.0119768,0.0184886,0.0260556,0.0119249,0.0181131,0.0121725,0.0129733,0.0176431,0.0159295,0.0194748,0.0375112,0.0263633,0.018428,0.00850488,0.0197553,0.0461409,0.0112898,0.0111397,0.0364903,0,0,0.0575351,0,0.0497917,0.0466986,0.0360426,0.0165982,0.0193848,0.013511,0.0147721,0.0631817,0.00406754,0.0124805,0.00676674,0.00414011,0.00716208,0.0195709,0.0085597,0.00510263,0.0303682,0.0548759,0.0124457,0.0289467,0.0214434,0.0314273,0,0,0,0,0,0,0
1234,0.039913,0,0,0,0,0.0265691,0,0,0,0,0,0,0.0360858,0.021886,0.0328517,0.0150301,0,0,0.028102,0,0.033156,0.0176674,0.0397271,0.0338338,0.00765779,0.0114848,0.0184699,0.0260816,0.0116515,0.0169526,0.0120522,0.0122798,0.0170778,0.0157791,0.0198407,0.0395846,0.0264877,0.0185086,0.00858109,0.0200476,0.0461667,0.0110781,0.0110574,0.0367182,0,0,0.0575882,0,0.0497845,0.0466748,0.0357116,0.0171678,0.0194587,0.0132012,0.0148098,0.0631815,0.00393766,0.0123553,0.00612405,0.00380448,0.00696397,0.019828,0.00814653,0.00447951,0.0311339,0.0548911,0.0122291,0.0287982,0.0216838,0.0314644,0,0,0,0,0,0,0
1235,0.0401383,0,0,0,0,0.0265604,0,0,0,0,0,0,0.0376719,0.02184,0.0336884,0.0149362,0,0,0.0281989,0,0.0332201,0.0177219,0.0400825,0.0343617,0.00780294,0.0111595,0.0183176,0.0260669,0.0117362,0.0160445,0.0122293,0.0116468,0.0167141,0.0156939,0.0201516,0.0414015,0.0264828,0.0185981,0.00864837,0.019959,0.0461499,0.0107111,0.0109975,0.0370426,0,0,0.0576966,0,0.0497524,0.0466811,0.0354185,0.0176548,0.0194907,0.013404,0.0147617,0.0634099,0.00401737,0.0119219,0.00556928,0.00358364,0.00701293,0.0201782,0.00764744,0.00463403,0.0313708,0.0550197,0.0120663,0.0286268,0.0217155,0.0316751,0,0,0,0,0,0,0
1236,0.0403889,0,0,0,0,0.026634,0,0,0,0,0,0,0.0389566,0.0217081,0.0341077,0.0150601,0,0,0.0282148,0,0.0333103,0.0177199,0.0404615,0.0346866,0.00793202,0.010931,0.0183124,0.0260566,0.012092,0.0154034,0.0125751,0.0112849,0.0164847,0.0156587,0.0204288,0.0425933,0.0264298,0.0187255,0.00865501,0.0199437,0.0461396,0.0102838,0.0109088,0.03734,0,0,0.0576395,0,0.0497414,0.0466486,0.0352676,0.0178591,0.0196008,0.013787,0.0148361,0.0636097,0.00414656,0.0115543,0.0054177,0.00367606,0.00694873,0.0207442,0.00713405,0.00494556,0.0315425,0.0550402,0.0119451,0.0284534,0.0216337,0.0319482,0,0,0,0,0,0,0
1237,0.0406645,0,0,0,0,0.0267916,0,0,0,0,0,0,0.0392397,0.0216981,0.0341063,0.0153789,0,0,0.0282289,0,0.0332799,0.0177651,0.0409013,0.0349183,0.00805756,0.0108322,0.0184434,0.0260735,0.0125772,0.0150664,0.0129912,0.0111295,0.016441,0.0157751,0.020615,0.0426011,0.0263752,0.0187253,0.00874101,0.0201316,0.0461748,0.00992633,0.0108346,0.0376192,0,0,0.057427,0,0.0497836,0.0466014,0.0352521,0.0180171,0.0198574,0.0137572,0.015055,0.0637314,0.00413111,0.0113705,0.00527729,0.00374318,0.00664524,0.0212831,0.00657443,0.00490209,0.0318435,0.0550093,0.0119347,0.0284157,0.0214829,0.0322777,0,0,0,0,0,0,0
1238,0.0409394,0,0,0,0,0.0269478,0,0,0,0,0,0,0.0377876,0.0216979,0.0338441,0.0158149,0,0,0.0282321,0,0.0332223,0.0177757,0.0413372,0.0351331,0.00818657,0.0109319,0.0187148,0.0260053,0.0129434,0.0150295,0.0134074,0.0111836,0.0166935,0.0160903,0.0206433,0.0414452,0.02635,0.0187173,0.0088232,0.0199276,0.0462184,0.00957789,0.0106773,0.0378731,0,0,0.057111,0,0.0498177,0.0465047,0.0352828,0.0180724,0.0202304,0.0132631,0.0154425,0.0636928,0.00397042,0.0114063,0.00490835,0.00353329,0.00621766,0.0217794,0.00605639,0.00457923,0.0316783,0.0548809,0.0120542,0.0283955,0.0213513,0.0326731,0,0,0,0,0,0,0
1239,0.0412309,0,0,0,0,0.0271125,0,0,0,0,0,0,0.0356531,0.0217292,0.0332409,0.0161335,0,0,0.0280694,0,0.0332018,0.0177052,0.0415841,0.0355504,0.00816325,0.0112034,0.0188204,0.0258703,0.0129907,0.0150582,0.0137373,0.0112652,0.0169466,0.0163711,0.0204489,0.0396976,0.0262167,0.0187232,0.008882,0.0191552,0.0462683,0.00926806,0.0106456,0.0382346,0,0,0.0570816,0,0.0498516,0.0465652,0.0353138,0.0180545,0.0206363,0.0127866,0.0157006,0.0639085,0.00387359,0.011491,0.00439397,0.003334,0.00581135,0.0222708,0.00543738,0.00416427,0.0306344,0.055087,0.0122475,0.0284645,0.0211442,0.0329747,0,0,0,0,0,0,0
1240,0.0414902,0,0,0,0,0.0273479,0,0,0,0,0,0,0.0335368,0.0217078,0.0325323,0.0165293,0,0,0.0278919,0,0.0331965,0.0175918,0.041632,0.0357282,0.00821322,0.011232,0.019091,0.02569,0.0122007,0.0147138,0.0134573,0.01112,0.0168435,0.0164782,0.020165,0.0380099,0.0260354,0.0187251,0.00890005,0.0177608,0.0463091,0.00900995,0.0104587,0.0385994,0,0,0.0570508,0,0.0498757,0.0465788,0.035235,0.0181671,0.0210658,0.0126401,0.0160106,0.0641559,0.00399287,0.0114721,0.00367396,0.00343772,0.00562318,0.0227388,0.00489618,0.00398609,0.0287381,0.0553216,0.012262,0.0284776,0.0210759,0.0332993,0,0,0,0,0,0,0
1241,0.0417164,0,0,0,0,0.0275812,0,0,0,0,0,0,0.0319682,0.0217177,0.0319529,0.0170084,0,0,0.0277308,0,0.0331726,0.0175055,0.0414693,0.0354987,0.00832091,0.0109775,0.0194353,0.0255714,0.010618,0.0140475,0.0126477,0.0106547,0.0163084,0.0163432,0.0198181,0.0368079,0.0258162,0.0187052,0.00902066,0.0160898,0.0463022,0.00891267,0.0100575,0.0389338,0,0,0.0570376,0,0.0498536,0.0465621,0.0350519,0.0183499,0.0214743,0.0127036,0.0164004,0.0644382,0.00436187,0.0113237,0.00312044,0.0037755,0.00560624,0.0231852,0.00455011,0.00412892,0.0263675,0.0555447,0.0122435,0.0284513,0.0211741,0.0336706,0,0,0,0,0,0,0
1242,0.0419303,0,0,0,0,0.0277825,0,0,0,0,0,0,0.0314813,0.0217122,0.0313408,0.0175109,0,0,0.0276041,0,0.0331295,0.0174766,0.0411938,0.0349474,0.00847494,0.01068,0.0197998,0.0255425,0.00861481,0.013605,0.011685,0.0101473,0.0155316,0.0160086,0.0193401,0.0363475,0.0256579,0.0186524,0.00913266,0.0145241,0.0462892,0.00901763,0.00981762,0.0392569,0,0,0.0570322,0,0.0498197,0.0465218,0.0348054,0.0185403,0.021845,0.0128279,0.0168743,0.0647303,0.00476477,0.0111456,0.00259399,0.00418356,0.00562534,0.0236676,0.0041055,0.00433936,0.0239295,0.0557366,0.01222,0.0283082,0.0214083,0.0340525,0,0,0,0,0,0,0
1243,0.0421482,0,0,0,0,0.0279176,0,0,0,0,0,0,0.0312449,0.0216899,0.0305728,0.0177364,0,0,0.0274115,0,0.033103,0.0175059,0.0409124,0.034003,0.00847665,0.0103815,0.0196415,0.0253187,0.00682688,0.0135265,0.0107459,0.00984671,0.0148384,0.0156822,0.0188214,0.0358929,0.025389,0.0185565,0.00915332,0.0132339,0.0463214,0.00911355,0.00990752,0.0396366,0,0,0.0572906,0,0.0498314,0.0466177,0.0346453,0.0185526,0.0220817,0.0130052,0.016974,0.065476,0.00504327,0.0110649,0.00242069,0.00451826,0.00562071,0.0240592,0.0036519,0.00451374,0.0218266,0.0562767,0.0120902,0.0282439,0.0215581,0.0342796,0,0,0,0,0,0,0
1244,0.0423201,0,0,0,0,0.0279614,0,0,0,0,0,0,0.030892,0.0216371,0.0298158,0.0179578,0,0,0.0272994,0,0.0331146,0.0176694,0.0408116,0.0327637,0.00851136,0.0103656,0.0195821,0.0251477,0.00593645,0.0139686,0.0102262,0.00987223,0.0143393,0.0154844,0.0182227,0.0352379,0.0252017,0.0184978,0.00915973,0.0123643,0.0463286,0.00925307,0.0100215,0.0399261,0,0,0.0575332,0,0.0497939,0.0466624,0.0347534,0.0184236,0.0222528,0.0132905,0.01705,0.0661684,0.00507617,0.0111723,0.00268104,0.00463166,0.00581521,0.0244077,0.00312802,0.00460073,0.0202411,0.0567075,0.0119349,0.0281031,0.0216395,0.0344289,0,0,0,0,0,0,0
1245,0.0424588,0,0,0,0,0.0279487,0,0,0,0,0,0,0.0302488,0.0215679,0.0288402,0.0182532,0,0,0.0272819,0,0.0331004,0.0177951,0.0408692,0.0312748,0.00849607,0.0107458,0.0197628,0.0251468,0.00605564,0.0147429,0.0102044,0.0102281,0.0142394,0.0155032,0.0174974,0.0343586,0.0251632,0.0184543,0.00915573,0.0119944,0.0462938,0.00948744,0.0100885,0.0400987,0,0,0.0577268,0,0.0497297,0.0466662,0.0350033,0.0181069,0.0223581,0.0137815,0.017222,0.0667649,0.00487138,0.0113908,0.00308116,0.00445145,0.00608585,0.0247623,0.00260093,0.00466239,0.0191719,0.0570166,0.0118247,0.0279141,0.0216668,0.0344867,0,0,0,0,0,0,0
1246,0.0425609,0,0,0,0,0.0279615,0,0,0,0,0,0,0.0293643,0.0214596,0.0275905,0.0185678,0,0,0.0273096,0,0.0331413,0.0178624,0.040976,0.0298053,0.0084527,0.0114693,0.0201179,0.0252398,0.00672109,0.0157359,0.0104967,0.0110003,0.0147662,0.015668,0.016606,0.0335305,0.0252196,0.0184876,0.00910803,0.0118704,0.046239,0.00973809,0.0100905,0.0402083,0,0,0.0578697,0,0.0496652,0.0466245,0.035167,0.0176268,0.0223971,0.014284,0.0175203,0.0672306,0.00460277,0.011636,0.00336002,0.00420212,0.00637137,0.0251044,0.0021712,0.00485193,0.0183796,0.0572026,0.0117236,0.0276868,0.0217022,0.0345117,0,0,0,0,0,0,0
1247,0.0426477,0,0,0,0,0.0279757,0,0,0,0,0,0,0.0286205,0.0213098,0.0262895,0.0187221,0,0,0.0272673,0,0.0332418,0.0178394,0.0409724,0.0281247,0.00816465,0.0124823,0.020111,0.0252829,0.00754926,0.0169555,0.0109942,0.0121927,0.0158565,0.0159519,0.0156127,0.0328559,0.0252507,0.0185437,0.00902867,0.0118063,0.0462036,0.00969782,0.010241,0.0403406,0,0,0.0581146,0,0.0496207,0.046694,0.0351526,0.0171196,0.0223962,0.0143878,0.0176877,0.0677164,0.0045358,0.0117503,0.00312538,0.00423161,0.00627928,0.0253276,0.00200916,0.00489365,0.017888,0.0575143,0.0116679,0.0275814,0.0216679,0.0344466,0,0,0,0,0,0,0
1248,0.0426997,0,0,0,0,0.0280686,0,0,0,0,0,0,0.0283652,0.0213253,0.0251335,0.0189011,0,0,0.0272519,0,0.0331852,0.0178668,0.0407893,0.0265097,0.00788233,0.0137523,0.0200535,0.0254055,0.0084283,0.0184495,0.0116429,0.0137353,0.0171591,0.0162653,0.0146485,0.0325406,0.0253511,0.0184565,0.00899952,0.0117809,0.0461879,0.00967888,0.0104267,0.040489,0,0,0.0582922,0,0.0495874,0.0467395,0.0350933,0.0168182,0.0223755,0.014455,0.0178557,0.0679607,0.00453296,0.0117325,0.00289536,0.00436174,0.00614396,0.0255148,0.00182761,0.00492614,0.0175129,0.0577073,0.0115473,0.0274628,0.0215465,0.0344368,0,0,0,0,0,0,0
1249,0.0426886,0,0,0,0,0.0281793,0,0,0,0,0,0,0.0285205,0.0213716,0.024245,0.0191152,0,0,0.0272486,0,0.0331822,0.0178251,0.0404354,0.0252584,0.00765691,0.0151459,0.0200597,0.0255469,0.00956683,0.0202869,0.0124797,0.0155874,0.0184467,0.0165057,0.0137981,0.0327757,0.0253828,0.018412,0.00894088,0.0117928,0.0462154,0.00965585,0.010601,0.0405823,0,0,0.0584502,0,0.0495982,0.0467522,0.0350523,0.0165319,0.0223379,0.0146086,0.0180177,0.0679974,0.0045525,0.0116582,0.00277828,0.0045142,0.00603463,0.0257015,0.00165518,0.0049357,0.017217,0.0579112,0.011367,0.0275137,0.0214046,0.034455,0,0,0,0,0,0,0
1250,0.0426463,0,0,0,0,0.028276,0,0,0,0,0,0,0.0286858,0.021357,0.0235745,0.0193714,0,0,0.0272637,0,0.033235,0.0177673,0.0400141,0.0244971,0.00748901,0.0165187,0.0201019,0.0256967,0.0111916,0.0223044,0.0135089,0.0170434,0.0195171,0.016631,0.0130903,0.033353,0.0254176,0.0184024,0.00886918,0.0116215,0.0462246,0.00970062,0.0106807,0.0406032,0,0,0.0585587,0,0.0495754,0.0467316,0.0350283,0.0163042,0.0223151,0.0149305,0.0182123,0.0678408,0.00449646,0.0117233,0.00292966,0.0045643,0.00623245,0.0260163,0.00136224,0.00509537,0.0167813,0.0580218,0.0112923,0.0275202,0.0213013,0.0344844,0,0,0,0,0,0,0
1251,0.0426515,0,0,0,0,0.0283934,0,0,0,0,0,0,0.0285689,0.0212778,0.0231139,0.0195365,0,0,0.027229,0,0.0332501,0.0177127,0.0396587,0.0243697,0.00722973,0.0178205,0.020007,0.025765,0.0132681,0.0241702,0.0146831,0.0180756,0.0203564,0.0167061,0.0125131,0.0338419,0.0253701,0.018397,0.00879311,0.0114212,0.0461701,0.00986779,0.0108728,0.0407541,0,0,0.0588842,0,0.0494816,0.0468593,0.0350066,0.0162042,0.0222803,0.0153113,0.0182661,0.067923,0.00444344,0.0119087,0.00326331,0.00465652,0.00645885,0.0262943,0.00108253,0.00529347,0.0162492,0.0582812,0.0112417,0.0273993,0.0212279,0.0344339,0,0,0,0,0,0,0
1252,0.0426372,0,0,0,0,0.0285624,0,0,0,0,0,0,0.0282279,0.0211657,0.0227223,0.0197317,0,0,0.0271807,0,0.0332881,0.0176838,0.0394633,0.0245707,0.00703375,0.0188887,0.0199671,0.0258227,0.0153666,0.0258863,0.015887,0.018813,0.0209425,0.0167992,0.0120405,0.0337432,0.0253395,0.0184771,0.00871794,0.0112675,0.0461355,0.0100158,0.0110605,0.0409373,0,0,0.0591499,0,0.0494186,0.0469143,0.0350129,0.0162405,0.022301,0.0156256,0.0183239,0.0679762,0.00438002,0.0121261,0.00355633,0.00477507,0.00668982,0.0265813,0.000873249,0.00551456,0.0157269,0.0584825,0.0112084,0.0271374,0.0212616,0.0343884,0,0,0,0,0,0,0
