Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,RTHI,,LWRA
37,0.0285263,0,0,0,0,0.039332,0,0,0,0,0,0,0.0330168,0.0303372,0.0314511,0.0107768,0,0,0.0465618,0,0.0276098,0.0392371,0.0373885,0.0326081,0.0115677,0.0204672,0.0310518,0.0227713,0.0195548,0.0234904,0.0201558,0.0106357,0.013388,0.0120643,0.0145739,0.0351686,0.0368324,0.0367432,0.0242758,0.0355601,0.0242481,0.0142786,0.0314586,0,0,0.0328177,0,0.0348412,0.0246151,0.0382351,0.0322959,0.0165703,0.0448617,0.0292801,0.0382928,0,0.0260791,0.0176099,0.0334936,0.0321409,0.0172897,0.0303634,0.0189894,0.0182097,0.0150674,0.0261645,0.037826,0.017926,0,0,0.0969935,0,0
38,0.0287198,0,0,0,0,0.0394627,0,0,0,0,0,0,0.0329784,0.0302881,0.0315814,0.0107379,0,0,0.0462887,0,0.0275012,0.0389518,0.0373731,0.0318033,0.0115431,0.0205129,0.0310034,0.0230773,0.0197381,0.0235174,0.0203297,0.0106691,0.0135618,0.0122906,0.0145609,0.0352688,0.0365604,0.0365482,0.0240993,0.0355726,0.0241351,0.0141796,0.0317005,0,0,0.0331101,0,0.0348359,0.024775,0.038155,0.0320035,0.0165173,0.0447725,0.0291031,0.0381702,0,0.0259882,0.0176658,0.0334435,0.0321414,0.0172305,0.0303419,0.0189077,0.0182308,0.0148783,0.0261801,0.0378577,0.018096,0,0,0.0969755,0,0
39,0.028872,0,0,0,0,0.0398263,0,0,0,0,0,0,0.0329251,0.0302625,0.0316865,0.0106811,0,0,0.0460042,0,0.0274453,0.0386543,0.0373203,0.0314244,0.011506,0.0205137,0.0308382,0.0233042,0.0198005,0.0234764,0.0204056,0.0106603,0.0137293,0.0123354,0.0145485,0.0352749,0.0363452,0.0362881,0.0238951,0.0355837,0.0242674,0.0139961,0.0321633,0,0,0.0333451,0,0.0348117,0.0248708,0.0380537,0.0318216,0.0164797,0.0444632,0.028854,0.0382129,0,0.0257716,0.0175185,0.0332918,0.0321902,0.017213,0.0302506,0.0188678,0.0182954,0.0147313,0.0261546,0.0381492,0.0181222,0,0,0.0969864,0,0
40,0.0290087,0,0,0,0,0.0402544,0,0,0,0,0,0,0.0327741,0.0302487,0.0316404,0.0107853,0,0,0.0457636,0,0.0274074,0.0383513,0.0372666,0.031867,0.0114731,0.0204067,0.0305902,0.0236096,0.0197446,0.0233361,0.020335,0.0105756,0.0138088,0.0123194,0.0145667,0.0351764,0.0361932,0.0360084,0.0234156,0.0355919,0.0241231,0.0139257,0.0326866,0,0,0.0335241,0,0.034802,0.0249581,0.0380035,0.0314421,0.0164534,0.0440329,0.0285003,0.0383468,0,0.0255161,0.0172258,0.0330445,0.032244,0.0171743,0.030086,0.0186125,0.0183393,0.014472,0.026196,0.0385118,0.0180124,0,0,0.0970649,0,0
41,0.029344,0,0,0,0,0.0407315,0,0,0,0,0,0,0.0326456,0.0302744,0.0316128,0.0110831,0,0,0.0456958,0,0.0273744,0.0381286,0.0372709,0.0324016,0.0112994,0.020208,0.0301778,0.0237929,0.0196397,0.023065,0.0201721,0.0104424,0.013716,0.012321,0.0146035,0.0351596,0.036172,0.0357112,0.0225515,0.0356107,0.0236321,0.0138417,0.0333891,0,0,0.0336437,0,0.0348296,0.0249916,0.037949,0.0307136,0.0164465,0.0432407,0.0279623,0.0386627,0,0.0250625,0.016852,0.0325563,0.0323098,0.0170896,0.02971,0.0180043,0.018498,0.014173,0.0262953,0.0388662,0.0180466,0,0,0.0968295,0,0
42,0.0295579,0,0,0,0,0.0408083,0,0,0,0,0,0,0.0324979,0.0303378,0.0315495,0.0112719,0,0,0.045566,0,0.0273705,0.0379105,0.0372332,0.0334873,0.0111726,0.0200147,0.029929,0.0238435,0.0195361,0.0228357,0.0200348,0.0103108,0.0135771,0.0122491,0.0146875,0.0351481,0.036008,0.0354297,0.0218701,0.0356121,0.0231844,0.0137027,0.0337732,0,0,0.0338681,0,0.0348339,0.0251048,0.0379592,0.0300678,0.0164938,0.0424529,0.0276008,0.0385379,0,0.024629,0.0165688,0.0320141,0.0323487,0.0169449,0.0292786,0.0175644,0.018362,0.0139623,0.0264678,0.0387956,0.0180482,0,0,0.0966046,0,0
43,0.029711,0,0,0,0,0.0408095,0,0,0,0,0,0,0.0323093,0.0303848,0.0316045,0.0112774,0,0,0.0452755,0,0.0273579,0.0376539,0.0371911,0.0339947,0.011049,0.0199047,0.0297343,0.0239153,0.0194703,0.0226735,0.0199997,0.0101733,0.0134745,0.0121969,0.0147306,0.035148,0.0356965,0.0350897,0.0211563,0.0355899,0.0226777,0.0135488,0.0341556,0,0,0.0341422,0,0.0347955,0.0252406,0.0380652,0.0292818,0.0165465,0.0416063,0.0272652,0.0383455,0,0.024201,0.0161991,0.0314118,0.0323732,0.0167204,0.0287798,0.0171891,0.0181805,0.013779,0.0266773,0.0386589,0.0180199,0,0,0.0964051,0,0
44,0.0297725,0,0,0,0,0.0408385,0,0,0,0,0,0,0.0322328,0.0304261,0.0317105,0.0112152,0,0,0.0448089,0,0.0273431,0.0373542,0.0371587,0.0341158,0.0108914,0.0198805,0.0295599,0.0239906,0.0194627,0.0225181,0.0200527,0.0100608,0.01336,0.0121569,0.0147494,0.0351583,0.0353381,0.0347172,0.0202133,0.0355375,0.0218864,0.0135148,0.0344233,0,0,0.0343517,0,0.0347282,0.0252967,0.0382658,0.0282923,0.0165209,0.0406603,0.026947,0.0381466,0,0.023727,0.0158116,0.0307862,0.0323645,0.0164744,0.0281831,0.0165637,0.0181673,0.0135564,0.0269168,0.0385507,0.0179382,0,0,0.0961683,0,0
45,0.0297537,0,0,0,0,0.0408423,0,0,0,0,0,0,0.032222,0.0304553,0.0318472,0.0111786,0,0,0.0441749,0,0.0273119,0.0369746,0.0371971,0.0342529,0.0107199,0.0198766,0.0294158,0.0240387,0.0194724,0.0223709,0.020093,0.00994123,0.0132805,0.0121644,0.0147815,0.0352501,0.0348652,0.0342594,0.0190915,0.0354628,0.0209125,0.0134044,0.0345962,0,0,0.0345461,0,0.0346585,0.0253754,0.038444,0.0269789,0.0164971,0.0396426,0.0266605,0.0380301,0,0.0231838,0.015289,0.0301641,0.0322961,0.0162363,0.0275007,0.0157045,0.0182209,0.0130118,0.0271762,0.0384796,0.0178484,0,0,0.0958199,0,0
46,0.0297029,0,0,0,0,0.0408109,0,0,0,0,0,0,0.0320682,0.0304142,0.0319982,0.0111593,0,0,0.0433802,0,0.0272206,0.0364825,0.0372231,0.0344762,0.0105831,0.0198525,0.0293236,0.0240212,0.0194613,0.0222648,0.0200785,0.00985912,0.0132542,0.0122044,0.0148211,0.0354688,0.0343055,0.0338814,0.0185363,0.0353825,0.0203916,0.0132391,0.0347189,0,0,0.0347327,0,0.0345885,0.0254954,0.038599,0.0258886,0.0164832,0.0383362,0.0264364,0.0379693,0,0.0225295,0.014739,0.0293174,0.0322237,0.0159818,0.0265996,0.0154874,0.0183436,0.0123208,0.0274874,0.038477,0.0177698,0,0,0.0953195,0,0
47,0.0296513,0,0,0,0,0.0407157,0,0,0,0,0,0,0.0319507,0.0303964,0.0321456,0.0111072,0,0,0.0424828,0,0.027155,0.0359704,0.0371661,0.0347034,0.0104676,0.0198528,0.02917,0.0239683,0.0193838,0.0222249,0.0200549,0.00983833,0.0132592,0.0122461,0.0148595,0.0356185,0.0337125,0.0336236,0.0179687,0.0353246,0.0198332,0.0131259,0.0348035,0,0,0.0348641,0,0.0344856,0.0255512,0.038735,0.0249576,0.0165679,0.0370159,0.0261304,0.0379875,0,0.0217634,0.0142369,0.0284929,0.0321774,0.015711,0.0257089,0.015585,0.0183226,0.0128311,0.0278131,0.038483,0.0176571,0,0,0.094716,0,0
48,0.029578,0,0,0,0,0.040682,0,0,0,0,0,0,0.0319412,0.0303653,0.0323186,0.0110707,0,0,0.0415391,0,0.0270816,0.0354789,0.0370994,0.0349727,0.0103843,0.0198551,0.0290251,0.0239445,0.0192502,0.0221684,0.0200148,0.00980892,0.0132521,0.0122634,0.0149036,0.0357377,0.0330024,0.0335239,0.017671,0.035238,0.0194065,0.0130645,0.0349097,0,0,0.0348823,0,0.0343656,0.0255487,0.0389077,0.0244472,0.0166918,0.0361144,0.0258497,0.0380443,0,0.0212015,0.0137136,0.0279819,0.0321508,0.0155121,0.0251804,0.0160625,0.0183644,0.0131586,0.0281092,0.0384852,0.017511,0,0,0.0943039,0,0
49,0.0294736,0,0,0,0,0.0406887,0,0,0,0,0,0,0.0319857,0.030324,0.0324757,0.0110335,0,0,0.0405169,0,0.0270276,0.0349677,0.0371219,0.0353304,0.0102932,0.0198168,0.0288873,0.0237586,0.0191245,0.0220641,0.0199811,0.00975515,0.013218,0.012249,0.0149574,0.0358681,0.0322203,0.033364,0.0168163,0.0351112,0.0186036,0.0129458,0.0350405,0,0,0.0348292,0,0.034237,0.0255344,0.0390771,0.0234218,0.0168437,0.0352663,0.0255012,0.0381339,0,0.0207051,0.0131503,0.0275782,0.0320971,0.0152933,0.0247727,0.0158379,0.0187024,0.0127274,0.0283817,0.0384832,0.0173706,0,0,0.0938823,0,0
50,0.0293601,0,0,0,0,0.0406883,0,0,0,0,0,0,0.0319745,0.0302935,0.0325973,0.0110691,0,0,0.039532,0,0.0269946,0.0344797,0.0371301,0.0356445,0.0102131,0.0197506,0.0288777,0.0235679,0.0190451,0.0219151,0.019924,0.00968306,0.0131084,0.01222,0.015004,0.0359842,0.0316138,0.0330577,0.0156066,0.034995,0.0176918,0.0128704,0.0351302,0,0,0.0348632,0,0.034151,0.0255049,0.0392882,0.0220422,0.0168979,0.0345742,0.0252074,0.0382701,0,0.0204184,0.0127519,0.0273126,0.0319621,0.0151238,0.0244352,0.0147734,0.0188476,0.0117539,0.0286202,0.0385597,0.0172535,0,0,0.0935573,0,0
51,0.029242,0,0,0,0,0.0406973,0,0,0,0,0,0,0.0320861,0.0302884,0.0327377,0.0111682,0,0,0.0385253,0,0.0269817,0.0340236,0.0370881,0.0354741,0.0101252,0.0196684,0.0287104,0.0234286,0.0190129,0.0217755,0.0198821,0.00959651,0.0129811,0.012212,0.0150231,0.0361347,0.0312478,0.0326415,0.0155286,0.0348736,0.0175305,0.0128243,0.0351459,0,0,0.0347913,0,0.0340177,0.0254036,0.0394181,0.0214593,0.0168463,0.0338046,0.0250111,0.0383401,0,0.0201084,0.0125199,0.0267852,0.0319183,0.0149161,0.0238476,0.0145165,0.0188231,0.0116799,0.0288107,0.0387292,0.0171432,0,0,0.0934733,0,0
52,0.0290671,0,0,0,0,0.0407124,0,0,0,0,0,0,0.0323619,0.0302591,0.0329168,0.0112389,0,0,0.037484,0,0.0269352,0.0335541,0.0370548,0.0345663,0.0100857,0.0195822,0.0286705,0.0233766,0.0190276,0.0218062,0.0198583,0.00950357,0.0128597,0.0122284,0.0149924,0.0363113,0.0304112,0.0324369,0.0161495,0.0347749,0.0178279,0.0127021,0.035123,0,0,0.0346532,0,0.0338843,0.0252979,0.039398,0.0213961,0.0168079,0.0331834,0.0248253,0.0384592,0,0.0199366,0.0125124,0.026171,0.0320584,0.0147608,0.0231689,0.0145501,0.0187938,0.0124536,0.0289478,0.0389361,0.0170263,0,0,0.093649,0,0
53,0.0289034,0,0,0,0,0.0407328,0,0,0,0,0,0,0.032328,0.03018,0.0329904,0.0112973,0,0,0.0365574,0,0.0268307,0.0331106,0.0369621,0.0342231,0.0100863,0.0194795,0.0287731,0.023155,0.0190507,0.0217901,0.0198126,0.00941647,0.0127789,0.0122344,0.0149717,0.0363767,0.0297651,0.0322215,0.0167012,0.0346583,0.0181487,0.0125344,0.0351533,0,0,0.0344767,0,0.0337741,0.0251503,0.0392638,0.0213761,0.0167606,0.0329986,0.024623,0.0385977,0,0.0201772,0.0127763,0.0258244,0.0322475,0.0147028,0.0227224,0.0139369,0.018816,0.0127309,0.0290397,0.0391312,0.0168821,0,0,0.0940936,0,0
54,0.0286824,0,0,0,0,0.0407407,0,0,0,0,0,0,0.032283,0.0301198,0.0329707,0.0113735,0,0,0.0356068,0,0.0267425,0.0326419,0.0368156,0.0342401,0.010055,0.01938,0.0286103,0.0229943,0.0190597,0.0217189,0.0197093,0.00935881,0.0127509,0.0122046,0.0149868,0.0363327,0.0292935,0.0318199,0.0168398,0.0345371,0.0181153,0.0123652,0.0351307,0,0,0.0343201,0,0.0336661,0.0249767,0.0390321,0.0208741,0.0166695,0.0329303,0.024473,0.0386717,0,0.0206386,0.0131562,0.0256341,0.0323981,0.0147151,0.0224853,0.0128571,0.0189329,0.012651,0.0290961,0.039291,0.0167159,0,0,0.0945768,0,0
55,0.0284364,0,0,0,0,0.0407645,0,0,0,0,0,0,0.0321799,0.0300868,0.0329878,0.011402,0,0,0.0345864,0,0.0266685,0.0321324,0.0366288,0.0343239,0.0100304,0.0193079,0.0285077,0.022964,0.0190605,0.0217674,0.019601,0.00933505,0.0127604,0.0121565,0.0150249,0.0363346,0.0284023,0.0314222,0.016952,0.0344159,0.0180363,0.012208,0.0350514,0,0,0.0341545,0,0.0335578,0.0247495,0.0387449,0.0204936,0.0165047,0.0329849,0.0243994,0.0387315,0,0.0210971,0.0136253,0.0256225,0.032353,0.0148344,0.0225589,0.0118312,0.0191428,0.0124598,0.0291026,0.0394328,0.0165607,0,0,0.0950252,0,0
56,0.0281736,0,0,0,0,0.0407452,0,0,0,0,0,0,0.0322762,0.0300581,0.0330072,0.0114079,0,0,0.0334168,0,0.0265848,0.0316038,0.0365414,0.0343324,0.0100403,0.0192653,0.0285111,0.022945,0.0190578,0.0216987,0.019537,0.00933651,0.0127701,0.0121437,0.0150673,0.0363701,0.0275006,0.0310579,0.0172233,0.0342941,0.018092,0.0120622,0.0349899,0,0,0.0339694,0,0.0334521,0.0245394,0.0384469,0.0203445,0.0163693,0.0331582,0.024371,0.03876,0,0.0214771,0.014158,0.0257182,0.0324519,0.0149897,0.0227888,0.0111213,0.0192616,0.0119706,0.0290717,0.0395604,0.0164428,0,0,0.0955198,0,0
57,0.0278526,0,0,0,0,0.0406942,0,0,0,0,0,0,0.0324645,0.0300386,0.0330297,0.0113909,0,0,0.0319121,0,0.0265335,0.0309394,0.0365545,0.0343552,0.0100626,0.01926,0.0285348,0.022977,0.0190254,0.0216311,0.0195116,0.00935794,0.0127762,0.0121641,0.0151297,0.0364378,0.0264163,0.0306504,0.017687,0.0341798,0.0183473,0.0119163,0.0348957,0,0,0.0338332,0,0.0333539,0.0244218,0.0381881,0.0207686,0.0162214,0.0334958,0.0244191,0.0388422,0,0.0219185,0.0146875,0.0259835,0.0324175,0.0151437,0.0232389,0.011105,0.0194308,0.0111454,0.0290297,0.0396703,0.0162673,0,0,0.0959654,0,0
58,0.0275947,0,0,0,0,0.0406702,0,0,0,0,0,0,0.0325371,0.0300226,0.0331605,0.0113133,0,0,0.0303492,0,0.0264839,0.0301967,0.0365914,0.034272,0.010083,0.019304,0.028559,0.0230922,0.019016,0.0216344,0.0195239,0.00936563,0.0128185,0.0122157,0.0151747,0.0366227,0.0254418,0.0301762,0.0182146,0.0340962,0.0185848,0.0117891,0.0348759,0,0,0.0335447,0,0.0332655,0.0242472,0.0379536,0.0214016,0.0161204,0.0338885,0.0244851,0.0389748,0,0.0221961,0.0150367,0.0263055,0.0324543,0.015331,0.0235867,0.0113866,0.0194951,0.0110921,0.0289595,0.0397382,0.0161581,0,0,0.0962824,0,0
59,0.0273228,0,0,0,0,0.040671,0,0,0,0,0,0,0.0327125,0.0299983,0.0333137,0.0112556,0,0,0.0287564,0,0.026439,0.0294062,0.0366728,0.0342273,0.0101183,0.0193282,0.0285677,0.0231218,0.0190375,0.0216248,0.0195722,0.00935387,0.0128798,0.0122076,0.0152286,0.0368458,0.0243506,0.0297068,0.0188008,0.0340362,0.0189259,0.0116639,0.034895,0,0,0.0331854,0,0.0331798,0.0240135,0.0377607,0.0222718,0.0160791,0.0343669,0.0246012,0.039151,0,0.022227,0.0151922,0.0266611,0.0326789,0.0155689,0.0238038,0.0118633,0.0195755,0.0117012,0.0288819,0.0398096,0.0161012,0,0,0.0963707,0,0
60,0.0270558,0,0,0,0,0.0406902,0,0,0,0,0,0,0.0330713,0.0299809,0.0334708,0.0112602,0,0,0.0271647,0,0.0264091,0.0286601,0.0367993,0.0342643,0.0101674,0.0193447,0.0286068,0.0230294,0.019069,0.0215983,0.0196507,0.00936714,0.0129406,0.0121764,0.0152984,0.0370699,0.0230953,0.0292324,0.0192478,0.0339712,0.0192043,0.011695,0.0348924,0,0,0.0328231,0,0.0331052,0.0237834,0.0376857,0.0232728,0.0160109,0.0348995,0.0247542,0.0393735,0,0.0220885,0.0152455,0.0270367,0.0327539,0.0157649,0.0240891,0.0126761,0.019674,0.0119197,0.0288027,0.0399179,0.0160003,0,0,0.0963421,0,0
61,0.0268215,0,0,0,0,0.0406957,0,0,0,0,0,0,0.033479,0.02995,0.0336257,0.011343,0,0,0.0254884,0,0.0263565,0.0279204,0.0369497,0.0343636,0.0102134,0.0193965,0.028696,0.0230453,0.0191298,0.0215951,0.0197536,0.00939111,0.0130136,0.0121671,0.0153686,0.0372691,0.0218973,0.0286943,0.0193111,0.033901,0.019395,0.0118172,0.0349253,0,0,0.032441,0,0.0330425,0.0235473,0.0377903,0.0242484,0.0159554,0.0355128,0.0249383,0.0396433,0,0.0219596,0.0154221,0.0274579,0.0328945,0.0160536,0.0245332,0.0134537,0.0199974,0.0118394,0.0287591,0.0400489,0.015932,0,0,0.0964033,0,0
62,0.0265646,0,0,0,0,0.0406615,0,0,0,0,0,0,0.0336093,0.0298242,0.0337802,0.0114651,0,0,0.0236947,0,0.0262064,0.0270281,0.0371432,0.0344793,0.0102632,0.0195152,0.0287635,0.0232806,0.0192316,0.0216308,0.0199128,0.00945171,0.0131311,0.0121794,0.0154233,0.0374759,0.0206782,0.0279844,0.0191059,0.033825,0.0196534,0.0119863,0.035047,0,0,0.0320797,0,0.0329811,0.0232996,0.0380077,0.0253395,0.0159138,0.0361792,0.0251213,0.0399915,0,0.0219963,0.0156621,0.0278973,0.032979,0.0163724,0.0250657,0.013938,0.0202578,0.0116989,0.0287352,0.0401546,0.0158842,0,0,0.0964508,0,0
63,0.0262857,0,0,0,0,0.0406167,0,0,0,0,0,0,0.0337376,0.0296906,0.0338826,0.011607,0,0,0.0218703,0,0.0260462,0.0261605,0.0373966,0.03452,0.0102647,0.0195524,0.0287069,0.023247,0.0192895,0.0215385,0.0200035,0.00946037,0.0132139,0.0121675,0.0154605,0.037648,0.0193026,0.0272243,0.0191242,0.0337392,0.0200111,0.0121836,0.0351789,0,0,0.0317635,0,0.0329214,0.0230964,0.0383084,0.0264632,0.0159809,0.0368683,0.0251954,0.0404498,0,0.0221763,0.0159929,0.0283106,0.0331982,0.0164678,0.0255769,0.0143326,0.0204475,0.0113499,0.0287245,0.0402317,0.0158067,0,0,0.0964392,0,0
64,0.0259746,0,0,0,0,0.0406025,0,0,0,0,0,0,0.0340121,0.0295938,0.0340487,0.0117135,0,0,0.0200511,0,0.0259156,0.0252808,0.0376454,0.0346614,0.0102406,0.0195647,0.0285809,0.0229637,0.0193327,0.0213791,0.0200699,0.00950411,0.0133084,0.0121714,0.0155401,0.0379221,0.0178813,0.0263919,0.0196287,0.0336461,0.0205719,0.0123926,0.0352723,0,0,0.031448,0,0.0328664,0.0229357,0.0386622,0.0274255,0.0160475,0.0375115,0.0251534,0.0409538,0,0.0223158,0.0161173,0.0287571,0.0331233,0.0164426,0.0260549,0.0149221,0.0206859,0.0108892,0.0287168,0.0402938,0.0157058,0,0,0.0962171,0,0
65,0.0257485,0,0,0,0,0.0406727,0,0,0,0,0,0,0.0343996,0.0295792,0.0342772,0.0118017,0,0,0.0184231,0,0.0258982,0.0244256,0.0379213,0.0348932,0.0101765,0.0196464,0.0284196,0.0227284,0.0194133,0.0213876,0.0201486,0.00958078,0.0134151,0.0121717,0.0156534,0.0382632,0.0164355,0.0255143,0.0202859,0.0335635,0.0210897,0.0125877,0.0352735,0,0,0.0310155,0,0.0328014,0.0226995,0.0390728,0.0283785,0.0160654,0.0380093,0.0250467,0.0415112,0,0.0222887,0.0159342,0.0292003,0.0327414,0.0164711,0.0264381,0.0156334,0.021233,0.0112543,0.0287067,0.0403685,0.0156071,0,0,0.0958704,0,0
66,0.0256304,0,0,0,0,0.0407655,0,0,0,0,0,0,0.0349374,0.0295416,0.0346034,0.0118585,0,0,0.0171215,0,0.0258654,0.0237399,0.0382935,0.0351063,0.0101051,0.0197813,0.028213,0.0225796,0.019462,0.021731,0.0202821,0.00962146,0.0134338,0.0122242,0.0157686,0.0386393,0.0151786,0.0248773,0.0202703,0.0334688,0.0210517,0.0128544,0.0349805,0,0,0.030578,0,0.0326831,0.0225114,0.0394842,0.0287458,0.016192,0.038004,0.0248359,0.0421581,0,0.0218715,0.01562,0.0293229,0.0326262,0.0164899,0.0263893,0.0156161,0.0216532,0.0115401,0.0287901,0.0404165,0.0155678,0,0,0.0953831,0,0
67,0.0255052,0,0,0,0,0.040897,0,0,0,0,0,0,0.0354532,0.0295177,0.034815,0.0120198,0,0,0.0157176,0,0.0258605,0.0230264,0.038655,0.0352105,0.0100459,0.0197815,0.0280015,0.0225513,0.0194121,0.021817,0.0203139,0.00958068,0.0133762,0.0121737,0.0158847,0.0389137,0.014087,0.0244375,0.020439,0.0333406,0.0210983,0.0131174,0.0350839,0,0,0.0299304,0,0.0325597,0.0222192,0.0398284,0.0291826,0.0164923,0.0384189,0.0245714,0.0428923,0,0.0217251,0.0155733,0.0295942,0.0327997,0.0165912,0.0265242,0.0158742,0.0218847,0.0118124,0.0288904,0.0404748,0.0154782,0,0,0.0950969,0,0
68,0.025358,0,0,0,0,0.0410259,0,0,0,0,0,0,0.0357562,0.0294204,0.0350224,0.0122324,0,0,0.0144488,0,0.0257517,0.0225519,0.0388238,0.0353746,0.0100158,0.0196099,0.0278985,0.0225777,0.0193725,0.0216868,0.0202498,0.00949152,0.0133013,0.0120654,0.0159943,0.039164,0.0133045,0.024288,0.0205028,0.0332143,0.0211717,0.0134649,0.0354075,0,0,0.0291268,0,0.0324391,0.0218026,0.0402491,0.0293242,0.0166154,0.0390076,0.0243774,0.0436101,0,0.0217911,0.0157041,0.0298425,0.0330338,0.0166493,0.0267266,0.0161237,0.02207,0.0122088,0.0290233,0.0405208,0.0154227,0,0,0.0951043,0,0
69,0.0249007,0,0,0,0,0.0406766,0,0,0,0,0,0,0.0362239,0.0291486,0.0352758,0.01246,0,0,0.0131305,0,0.0254838,0.0221575,0.0388351,0.0356223,0.0101035,0.0194265,0.0281922,0.0225249,0.0194724,0.0215855,0.0202161,0.00943828,0.0133296,0.0120248,0.0161898,0.0394671,0.0125578,0.024358,0.0207047,0.0330634,0.0215296,0.0137728,0.0351979,0,0,0.0280781,0,0.0323152,0.0212776,0.0405323,0.0297234,0.0167912,0.039879,0.0246411,0.0434974,0,0.0221475,0.015984,0.0302994,0.0329817,0.0167212,0.027206,0.0165434,0.0218391,0.0127913,0.0292113,0.0401026,0.0150376,0,0,0.0952478,0,0
70,0.0244303,0,0,0,0,0.0401822,0,0,0,0,0,0,0.0365691,0.0287811,0.035631,0.0125729,0,0,0.0122184,0,0.0251449,0.0219674,0.0387008,0.0360126,0.0102432,0.0193318,0.0285716,0.0224555,0.0196327,0.0215601,0.0202383,0.0094177,0.0133617,0.0120425,0.0164148,0.0398654,0.0122086,0.024594,0.0209225,0.0329269,0.0218889,0.0139819,0.0348213,0,0,0.0269837,0,0.0321458,0.0208908,0.0405827,0.0302057,0.016899,0.0405717,0.0249965,0.043194,0,0.0224906,0.0163845,0.0307616,0.0326615,0.0168246,0.0277545,0.0169236,0.0216622,0.0134817,0.029507,0.0395028,0.014656,0,0,0.0954832,0,0
71,0.02402,0,0,0,0,0.0396231,0,0,0,0,0,0,0.0369564,0.0283966,0.0359217,0.0126311,0,0,0.0118517,0,0.0248357,0.0219412,0.0384771,0.0363453,0.0103868,0.0192346,0.028937,0.0222154,0.0197658,0.0215184,0.0202666,0.00940213,0.0133807,0.0120299,0.0166341,0.0401903,0.0123008,0.0250243,0.0213813,0.0328219,0.022566,0.0141479,0.0344071,0,0,0.0256869,0,0.031975,0.020529,0.0404672,0.0308536,0.0169715,0.0412274,0.0253601,0.0427778,0,0.0229021,0.0168706,0.0312725,0.0324606,0.0169858,0.0283094,0.0175437,0.0212819,0.0142013,0.029917,0.0388199,0.0142899,0,0,0.0957664,0,0
