Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x75,x76,RTHI
173,0.0104763,0,0,0,0,0.00912444,0,0,0,0.0361721,0.023013,0.0284046,0.0225554,0,0,0.0351418,0,0.0335217,0.0173075,0.0400659,0.026241,0.00705716,0.0120537,0.0377655,0.0533871,0.0179095,0.0171345,0.0147425,0.00855599,0.0145744,0.0124445,0.0169874,0.0393881,0.0467184,0.0138471,0.00810651,0.0102158,0.00320319,0.00856544,0.0191513,0.0143439,0,0,0.0157459,0,0,0.0113614,0.0379208,0.00649584,0.0127037,0.0151493,0.0357656,0.0355471,0.0154713,0.00785247,0.012716,0.00892181,0.0304534,0.00892798,0.00877344,0.0107245,0.0232168,0.0137067,0.0162578,0.00853403,0.0118089,0,0,0,0,0,0.010844
174,0.0104943,0,0,0,0,0.00892803,0,0,0,0.0361648,0.0228955,0.0284029,0.0226059,0,0,0.0350947,0,0.0335691,0.0171897,0.040074,0.0262158,0.00706031,0.0120617,0.0378214,0.0533658,0.0179354,0.01705,0.0147485,0.00856106,0.0145667,0.0124507,0.0169983,0.0393953,0.0465319,0.0140302,0.00811905,0.0102221,0.00321255,0.00859163,0.0191758,0.0142878,0,0,0.0154822,0,0,0.0112073,0.0379074,0.00650813,0.0126908,0.0151059,0.0358822,0.0358063,0.015482,0.00790267,0.0127165,0.00891418,0.0304745,0.00894399,0.00879132,0.0107022,0.0233512,0.0136333,0.0164349,0.00841703,0.0118523,0,0,0,0,0,0.0108382
175,0.0105042,0,0,0,0,0.00869395,0,0,0,0.0362279,0.0229535,0.0284644,0.0226394,0,0,0.0346411,0,0.0338537,0.0170015,0.040088,0.0260001,0.00708221,0.0121086,0.0378905,0.0534159,0.0179631,0.0169922,0.0147711,0.00858373,0.0145662,0.0124278,0.0169981,0.0394647,0.0463202,0.0142872,0.00830904,0.0102728,0.00321794,0.00862506,0.0191894,0.0142232,0,0,0.0151374,0,0,0.0111305,0.0379113,0.00641757,0.0126643,0.0150473,0.0359727,0.0360419,0.0154849,0.00837089,0.0127008,0.00888713,0.0304464,0.00896377,0.00875537,0.0107718,0.0234623,0.0139664,0.0165993,0.00830904,0.0119029,0,0,0,0,0,0.0108306
176,0.0105129,0,0,0,0,0.00845958,0,0,0,0.0362697,0.0229352,0.028494,0.0226264,0,0,0.0340587,0,0.0341227,0.0168207,0.0400923,0.0259547,0.00709546,0.0121395,0.0379893,0.0533998,0.017964,0.0169645,0.0147781,0.00862191,0.0146064,0.0124205,0.0169854,0.0395155,0.0459341,0.0145691,0.00858712,0.0103421,0.00308425,0.00866803,0.0191537,0.0141333,0,0,0.0150335,0,0,0.0112988,0.0379301,0.00637939,0.0126207,0.0149722,0.0360311,0.0362397,0.0154695,0.00861475,0.0126682,0.00883443,0.0304097,0.00896545,0.00870827,0.0108599,0.0234671,0,0.0169864,0.00821638,0.0119283,0,0,0,0,0,0.0108364
177,0.0105722,0,0,0,0,0.00824303,0,0,0,0.0362655,0.0228393,0.0284792,0.022618,0,0,0.0334142,0,0.0343254,0.0167,0.0400808,0.0261849,0.00709492,0.0121491,0.0380543,0.0532481,0.0179911,0.0169848,0.0147909,0.00866747,0.0146521,0.0124085,0.0169947,0.0395196,0.0454918,0.0148318,0.00891447,0.0103854,0.00308828,0.00868949,0.0191342,0.0140963,0,0,0.0146872,0,0,0.0112449,0.0379324,0.00633818,0.0125758,0.0148913,0.0360831,0.0364175,0.0154668,0.00863827,0.0126368,0.00878326,0.0303998,0.00894552,0.00865568,0.0109133,0.0234097,0,0.0171215,0.00816738,0.0120062,0,0,0,0,0,0.0108173
178,0.0106241,0,0,0,0,0.00803723,0,0,0,0.0362338,0.0227399,0.0284257,0.0226428,0,0,0.0327393,0,0.034481,0.0166969,0.0400762,0.0265052,0.00709734,0.0121348,0.0381382,0.0530115,0.018048,0.0169501,0.0148019,0.00866482,0.0146816,0.0123672,0.0170061,0.0395265,0.0449931,0.0150736,0.00921262,0.0103903,0.00309062,0.00871673,0.0191554,0.014055,0,0,0.0143503,0,0,0.011205,0.0379424,0.0064297,0.0125646,0.0148414,0.0361337,0.0365626,0.0154537,0.00860804,0.0126174,0.00878492,0.0304138,0.00892647,0.00867647,0.0109177,0.0234131,0,0.0172894,0.008113,0.0120779,0,0,0,0,0,0.0107707
179,0.0107235,0,0,0,0,0.00782806,0,0,0,0.0362813,0.0226526,0.0284406,0.0226553,0,0,0.032059,0,0.034566,0.0167546,0.0400772,0.0261763,0.00710659,0.0121493,0.0381806,0.0527842,0.0180717,0.0169115,0.0148206,0.00867247,0.014708,0.0123917,0.016975,0.0395891,0.0444066,0.015276,0.00948563,0.0104015,0.00319326,0.00871815,0.0191104,0.0140754,0,0,0.0138208,0,0,0.0108742,0.0379384,0.00644136,0.0125504,0.0148024,0.0361561,0.0367597,0.0154549,0.0085573,0.0126174,0.0087597,0.0304206,0.0089198,0.0086788,0.0109148,0.0236457,0.0132951,0.0171683,0.00803545,0.0122067,0,0,0,0,0,0.0107318
180,0.0108396,0,0,0,0,0.00760363,0,0,0,0.0363297,0.0225525,0.0284877,0.0226151,0,0,0.0314212,0,0.03463,0.0167867,0.040084,0.0256988,0.00714109,0.012191,0.0382116,0.0525136,0.0180658,0.0168941,0.0148643,0.00869171,0.0147141,0.0124024,0.0169258,0.0396539,0.0437164,0.0154561,0.00976234,0.0104256,0.00316273,0.00871755,0.0190495,0.0140559,0,0,0.013519,0,0,0.0107137,0.0379159,0.00644557,0.0125402,0.0148021,0.0362303,0.037043,0.0154875,0.00854671,0.0126146,0.00871272,0.0304203,0.00892697,0.00862947,0.0109589,0.0238849,0.0127,0.017292,0.00791581,0.0123121,0,0,0,0,0,0.0106186
181,0.0109745,0,0,0,0,0.00735739,0,0,0,0.036386,0.022408,0.0285592,0.0225753,0,0,0.0307261,0,0.0347725,0.0167928,0.0400806,0.0253137,0.0071716,0.0122481,0.0382229,0.0522527,0.0181013,0.0168777,0.014906,0.00871786,0.014748,0.012405,0.0168845,0.0396915,0.0430172,0.0156834,0.00998493,0.0104642,0.00315627,0.00873767,0.0190046,0.0140294,0,0,0.0131452,0,0,0.0104955,0.0379058,0.00636811,0.0125067,0.0148228,0.0363201,0.0373162,0.0155223,0.00855623,0.0126009,0.00868954,0.0303808,0.00895162,0.00857772,0.0110404,0.0240419,0.0131285,0.017352,0.00780103,0.0124172,0,0,0,0,0,0.0104689
182,0.0111052,0,0,0,0,0.00711688,0,0,0,0.0363938,0.0222882,0.0285416,0.0225957,0,0,0.0300513,0,0.0349701,0.0168003,0.0400458,0.0256676,0.00718177,0.0122709,0.0382688,0.0519771,0.0181291,0.0167844,0.0149059,0.00871945,0.0148186,0.0123898,0.016891,0.0396826,0.042294,0.0160109,0.0102155,0.0104849,0.00313014,0.00872212,0.0189713,0.0139684,0,0,0.0128245,0,0,0.0102769,0.0379015,0.00622832,0.0124535,0.0148515,0.0363854,0.0376064,0.0155507,0.00859323,0.0125934,0.00867716,0.0302889,0.00898845,0.00850622,0.0111167,0.0241373,0.013459,0.0174199,0.00766702,0.0125004,0,0,0,0,0,0.0103696
183,0.0112313,0,0,0,0,0.00696143,0,0,0,0.0364095,0.0221473,0.0285166,0.0226318,0,0,0.0292109,0,0.0351055,0.0167247,0.0400713,0.0258593,0.00720408,0.0122456,0.0383429,0.051678,0.0181294,0.0167467,0.0149052,0.00869657,0.0148546,0.0123763,0.0168964,0.0397128,0.0415295,0.0163248,0.0105288,0.0103976,0.00310017,0.00867578,0.0190041,0.013943,0,0,0.0126142,0,0,0.0100278,0.0379015,0.00630258,0.012415,0.014858,0.0364662,0.0378318,0.0155528,0.00861062,0.0125992,0.00872614,0.0302881,0.00898791,0.00855861,0.0110218,0.0243308,0.0134497,0.0175289,0.00758015,0.0125733,0,0,0,0,0,0.0103558
184,0.0113765,0,0,0,0,0.00682296,0,0,0,0.0364461,0.0219468,0.028554,0.0226427,0,0,0.0282845,0,0.0351382,0.0166851,0.0401252,0.0258267,0.0072469,0.0122081,0.0384706,0.0514152,0.0181489,0.0167435,0.0149183,0.00867664,0.0148387,0.0123846,0.0168983,0.0398126,0.0407086,0.0165715,0.0109329,0.0102909,0.00307686,0.00863343,0.0190752,0.0139441,0,0,0.0125691,0,0,0.00981592,0.0378841,0.00635457,0.0123836,0.0148829,0.0365877,0.0380637,0.015536,0.00858118,0.0125966,0.00880909,0.0303124,0.00898094,0.00867684,0.0108762,0.0245638,0.0133702,0.0177169,0.00750031,0.0126654,0,0,0,0,0,0.0104372
185,0.0115446,0,0,0,0,0.00671812,0,0,0,0.0364839,0.0217797,0.0286002,0.02271,0,0,0.0273276,0,0.0351895,0.016728,0.0401849,0.0258168,0.00727922,0.0121786,0.0385849,0.0511573,0.0181532,0.0167481,0.0149264,0.00868783,0.0148623,0.0124182,0.0168988,0.0399511,0.0399199,0.0167042,0.011167,0.0102157,0.00305969,0.00864364,0.0191328,0.0139508,0,0,0.0125351,0,0,0.00964052,0.0378548,0.00657536,0.0123859,0.0148956,0.0366821,0.038274,0.0155109,0.00855682,0.012597,0.00894554,0.0303559,0.00901244,0.0088757,0.0107436,0.0245728,0.0134518,0.0179197,0.0073982,0.0127779,0,0,0,0,0,0.0105536
186,0.011708,0,0,0,0,0.00666631,0,0,0,0.0364997,0.0217505,0.0285731,0.0229139,0,0,0.026319,0,0.0351243,0.0168924,0.0402282,0.0259923,0.00730166,0.0121406,0.0386833,0.0508168,0.0181247,0.0168071,0.0149048,0.00871504,0.0148638,0.0124079,0.0169054,0.0399844,0.0391218,0.0165393,0.0112943,0.0101681,0.00302038,0.00866414,0.0192133,0.013972,0,0,0.0124558,0,0,0.00936392,0.0378295,0.00692168,0.0124166,0.0149112,0.0367432,0.0384082,0.0154711,0.00851618,0.0126178,0.00908775,0.0304062,0.0090306,0.00911214,0.0105902,0.0243456,0.0134746,0.018004,0.00731446,0.012884,0,0,0,0,0,0.01055
187,0.0119068,0,0,0,0,0.00662241,0,0,0,0.0365048,0.0217947,0.0285393,0.0232381,0,0,0.025087,0,0.0350023,0.0169691,0.0402246,0.0260981,0.00733281,0.012151,0.0388648,0.0504191,0.0181289,0.0167244,0.0149205,0.00872972,0.0148486,0.0124111,0.0169122,0.0399655,0.0382054,0.0164475,0.0113977,0.0101643,0.00295416,0.00865046,0.0193347,0.0140246,0,0,0.0124617,0,0,0.00895842,0.0378257,0.00699453,0.0123448,0.014893,0.0368805,0.0385813,0.0154623,0.00853042,0.0126165,0.00911577,0.0304323,0.00903647,0.00914384,0.0105749,0.0241833,0.0134206,0.0180287,0.00723475,0.0130294,0,0,0,0,0,0.0105716
188,0.0120759,0,0,0,0,0.00659857,0,0,0,0.0366076,0.0216317,0.0286447,0.0233974,0,0,0.0237517,0,0.034771,0.0170034,0.0402516,0.0254007,0.00737596,0.0122358,0.0390234,0.049938,0.0181547,0.0166151,0.0149936,0.00873659,0.0148641,0.0124929,0.0168626,0.0400462,0.0372319,0.0164026,0.0113538,0.0101653,0.00288322,0.00868803,0.0194448,0.0140386,0,0,0.0126406,0,0,0.00863928,0.0378231,0.00708871,0.0122949,0.0148584,0.0370416,0.0386964,0.0154235,0.00849557,0.012602,0.00920617,0.0304531,0.0090702,0.00927836,0.0105343,0.024143,0.0139528,0.0182007,0.00715437,0.013129,0,0,0,0,0,0.0106309
189,0.0121409,0,0,0,0,0.00652637,0,0,0,0.0366503,0.0213672,0.0287016,0.0233575,0,0,0.022588,0,0.0345055,0.0168841,0.0402722,0.0253028,0.00741908,0.0122641,0.0391707,0.0495539,0.0181528,0.0166458,0.0150213,0.00875041,0.0149266,0.0125561,0.0168624,0.0401497,0.0364147,0.0163528,0.0112798,0.0101815,0.00280414,0.00869078,0.0194092,0.0138765,0,0,0.0131112,0,0,0.00860099,0.037826,0.00707077,0.0122823,0.0148231,0.0371961,0.0389492,0.0153831,0.00842215,0.0125957,0.00927163,0.0304589,0.00909335,0.00939914,0.010541,0.0240942,0.0150834,0.0186445,0.00704665,0.0131119,0,0,0,0,0,0.0105682
190,0.0122469,0,0,0,0,0.00664867,0,0,0,0.0366235,0.0211698,0.0286535,0.023402,0,0,0.0212539,0,0.0343208,0.0169527,0.0403102,0.0253176,0.00742215,0.0121756,0.039255,0.0486946,0.0180981,0.01681,0.0149359,0.00874444,0.0149424,0.0125747,0.0168356,0.0401701,0.0352749,0.0162829,0.0111505,0.0101709,0.00285768,0.00863167,0.0191116,0.0139752,0,0,0.0132109,0,0,0.00808548,0.0378409,0.0069806,0.0122817,0.0148573,0.0373402,0.0388513,0.0154089,0.00841125,0.0126103,0.00930725,0.0304127,0.00910184,0.00946452,0.0105671,0.0239531,0.0158755,0.0186854,0.00696245,0.0132216,0,0,0,0,0,0.0104095
191,0.0123216,0,0,0,0,0.00674513,0,0,0,0.0365687,0.0210812,0.0285296,0.0236779,0,0,0.0203168,0,0.034105,0.0169278,0.0403011,0.0259265,0.00746269,0.0120856,0.0393677,0.0478814,0.0180685,0.0168576,0.0148477,0.00872035,0.014948,0.0125265,0.0168667,0.0401672,0.0341789,0.0160608,0.0111499,0.0101799,0.00286652,0.00853894,0.0189475,0.0139387,0,0,0.013655,0,0,0.00779025,0.0378678,0.00681289,0.012258,0.0148628,0.0375065,0.0389425,0.0154616,0.00844579,0.0125988,0.00927255,0.0304014,0.00907703,0.00938852,0.0106461,0.0236712,0.0165623,0.0189587,0.00687563,0.0132635,0,0,0,0,0,0.0100951
192,0.0124078,0,0,0,0,0.00695256,0,0,0,0.0367032,0.0210636,0.0284668,0.0241812,0,0,0.0195549,0,0.0338021,0.0168597,0.0403214,0.0257668,0.00750258,0.0120287,0.0394694,0.0469542,0.0180687,0.0169095,0.0148015,0.00868676,0.0149386,0.0125277,0.0168735,0.0401985,0.033098,0.015711,0.0113361,0.010226,0.00294026,0.00856944,0.0189651,0.0139381,0,0,0.014201,0,0,0.0075781,0.0379255,0.00672496,0.0122928,0.0148582,0.0375791,0.0389056,0.0154629,0.0085278,0.0126919,0.00916018,0.0303715,0.00904067,0.00923654,0.0106991,0.0232335,0.0173252,0.0194324,0.00681403,0.0133269,0,0,0,0,0,0
193,0.0142129,0,0,0,0,0.0108115,0,0,0,0.0372838,0.0209625,0.0285674,0.0243337,0,0,0.0192847,0,0.0334549,0.0176294,0.040195,0.0255328,0.00769896,0.0121766,0.0406815,0.047162,0.0182267,0.017309,0.0149618,0.0087902,0.0151577,0.0125682,0.0169169,0.0406381,0.0324613,0.0152372,0.012046,0.0101666,0.0299126,0.00844599,0.0190153,0.0175194,0,0,0.0253221,0,0.0320211,0.0132252,0.0379762,0.00697192,0.0121291,0.0149957,0.0387944,0.040764,0.0154758,0.00848023,0.0126475,0.00954731,0.0304416,0.00914654,0.00965576,0.0106399,0.0295775,0.0201464,0.0162083,0.0100777,0.0152455,0,0,0,0,0,0.0101727
194,0.0143456,0,0,0,0,0.0114158,0,0,0,0.0372055,0.021149,0.0285408,0.024446,0,0,0.0189141,0,0.0329355,0.0174682,0.0404006,0.0250661,0.00776991,0.0120725,0.041184,0.0468693,0.0181966,0.0174643,0.014936,0.00873303,0.015169,0.0126128,0.0168074,0.0407447,0.0317266,0.0145402,0.0122777,0.0099797,0.0306057,0.00829943,0,0.0175992,0,0,0.025311,0,0.0325829,0.0136439,0.0379101,0.00681575,0.0121846,0.0152771,0.0392466,0.0402538,0.0155507,0.00867254,0.0129193,0.00956148,0.0302136,0.00911138,0.00968609,0.0104719,0.0290641,0.0218769,0.0163567,0.0105129,0.0152964,0,0,0,0,0,0
195,0.0144013,0,0,0,0,0.0116546,0,0,0,0.0371941,0.021348,0.0286635,0.0240297,0,0,0.01862,0,0.032526,0.0172776,0.0402451,0.0248592,0.0078269,0.0121262,0.0413226,0.0464362,0.0182532,0.0176181,0.0149809,0.00881693,0.0152847,0.012647,0.0168763,0.0408346,0.0309852,0.0140368,0.0123491,0.00990829,0.0305373,0.00821282,0.0181198,0.0174046,0,0,0.0253865,0,0.0325372,0.0142594,0.0379639,0.00700982,0.0120239,0.0152099,0.0393881,0.0397608,0.0154669,0.00852056,0.0127169,0.00986071,0.0303894,0.0091999,0.0100057,0.0103895,0.0288468,0.0239954,0.0157248,0.0104852,0.0152138,0,0,0,0,0,0.0104722
196,0.0145362,0,0,0,0,0.0119154,0,0,0,0.0371779,0.0216259,0.0286278,0.0237676,0,0,0.0185115,0,0.0322707,0.0168744,0.0402341,0.0254411,0.00784721,0.0121074,0.0414967,0.0459187,0.018262,0.0175488,0.0149611,0.00884583,0.0153525,0.0126448,0.016926,0.0408944,0.0302956,0.0135717,0.0128641,0.0098433,0.030335,0.00815427,0.0180764,0.0172191,0,0,0.0253937,0,0.0323248,0.0147159,0.0380121,0.00704714,0.01201,0.0152274,0.0394842,0.0391587,0.0154743,0.00854666,0.0127055,0.00995418,0.0304085,0.00922233,0.0100934,0.0102773,0.0284709,0.0258055,0.0149864,0.0104141,0.0151529,0,0,0,0,0,0.0104614
197,0.0148726,0,0,0,0,0.0123523,0,0,0,0.0371729,0.022026,0.0284864,0.0239221,0,0,0.0184938,0,0.0321359,0.0163417,0.040407,0.0256179,0.0078431,0.0119933,0.0418779,0.0454156,0.0182374,0.0173109,0.0148893,0.00882524,0.0153461,0.012668,0.0168778,0.040985,0.0296826,0.0131592,0.0137674,0.00960107,0.0303145,0.0079984,0,0.0172018,0,0,0.025546,0,0.0322781,0.0149596,0.0380638,0.00702682,0.0120791,0.015516,0.0397861,0.0385334,0.0155841,0.00870913,0.0128617,0.0101008,0.0302569,0.00924257,0.010233,0.0100348,0.0279257,0.0271953,0.014118,0.0105227,0.0152795,0,0,0,0,0,0.0105152
198,0.015318,0,0,0,0,0.0127859,0,0,0,0.0373296,0.0224674,0.0285681,0.0242403,0,0,0.0184749,0,0.0320589,0.0158801,0.0404662,0.0246346,0.00787098,0.0119801,0.0420718,0.0449279,0.0182754,0.0172969,0.0149259,0.00885304,0.0153705,0.0127241,0.0168018,0.0411207,0.0290684,0.0127408,0.0147685,0.00949589,0.0305871,0.00791667,0,0.017293,0,0,0.0261605,0,0.0325365,0.0152772,0.0382568,0.00705973,0.0120929,0.0156406,0.0400072,0.0379561,0.0156398,0.00874916,0.012906,0.0102337,0.0302002,0.00927059,0.0103873,0.00992753,0.0272473,0.0287499,0.0132654,0.0106101,0.0155004,0,0,0,0,0,0.0105236
199,0.0158243,0,0,0,0,0.0132491,0,0,0,0.0374909,0.0227604,0.0286644,0.0242345,0,0,0.0184732,0,0.0319915,0.0156044,0.0404887,0.0240536,0.00789606,0.0120196,0.042271,0.0444774,0.0183107,0.0173553,0.0149989,0.00885088,0.0154242,0.012733,0.0167655,0.0413079,0.0284679,0.012436,0.015671,0.0094923,0.0307988,0.00787474,0,0.0174887,0,0,0.0268663,0,0.0328562,0.0156233,0.0383453,0.00714804,0.0120972,0.0156888,0.040283,0.0373745,0.0156538,0.00870476,0.0129365,0.0103094,0.0301809,0.00926745,0.0105115,0.00992264,0.0267636,0.0304758,0.0126409,0.0107616,0.0158084,0,0,0,0,0,0.0104892
200,0.0163955,0,0,0,0,0.0136704,0,0,0,0.0375326,0.0229598,0.0286862,0.0241911,0,0,0.0184164,0,0.032059,0.0153919,0.0404551,0.0243677,0.00792486,0.0120061,0.0424678,0.0440447,0.0182933,0.0173087,0.0150113,0.00882114,0.0154555,0.0127282,0.0168365,0.0413982,0.0278314,0.0124768,0.0164414,0.00951706,0.0308423,0.00787784,0,0.0177567,0,0,0.027521,0,0.0329624,0.0158199,0.0383026,0.00722744,0.0120441,0.0156769,0.0405082,0.0368004,0.0156425,0.0086185,0.0129091,0.0103456,0.0301923,0.00927952,0.0105819,0.00994123,0.0261744,0.0316787,0.0118124,0.0109503,0.0162144,0,0,0,0,0,0.0104784
201,0.0147734,0,0,0,0,0.0107173,0,0,0,0.0368209,0.0235745,0.0285188,0.0236303,0,0,0.0176788,0,0.0320396,0.0143959,0.0405926,0.0254136,0.00728593,0.0117933,0.0399894,0.0408692,0.0179964,0.0168291,0.0148021,0.00863916,0.0151216,0.0126336,0.0168497,0.0406001,0.0260924,0.012503,0.0171023,0.00979563,0.00360288,0.00832121,0,0.0145413,0,0,0.0245343,0,0,0.00670786,0.0381191,0.00698814,0.0121767,0.0150786,0.0380065,0.0354686,0.0155632,0.00858846,0.0127725,0.00966179,0.0303106,0.00915742,0.00986454,0.0102145,0.0173153,0.0256507,0.0228886,0.00803915,0.0148757,0,0,0,0,0,0
202,0.0174324,0,0,0,0,0.0143685,0,0,0,0.0376752,0.0236312,0.0286603,0.0243181,0,0,0.018857,0,0.0322546,0.0153226,0.0403683,0.0255787,0.00787106,0.0120473,0.0427817,0.043475,0.0183174,0.0173522,0.0150546,0.00895674,0.0156277,0.0127099,0.016935,0.0416719,0.02709,0.0124581,0.0173331,0.00966085,0.0302197,0.00803076,0,0.0182519,0,0,0.0286405,0,0.0322807,0.0151595,0.0384867,0.00708993,0.0119329,0.0154828,0.0408593,0.0354342,0.01566,0.00856175,0.0129789,0.010118,0.0302397,0.0092403,0.0103556,0.0101652,0.0243139,0.0329267,0.00986889,0.0112655,0.0169559,0,0,0,0,0,0
203,0.0176836,0,0,0,0,0.0146007,0,0,0,0.0379118,0.0238687,0.0289406,0.0241017,0,0,0.0190095,0,0.0321814,0.0151799,0.0401057,0.0248334,0.00804622,0.0122906,0.0429253,0.0433478,0.0184512,0.0175809,0.0152431,0.00906823,0.0157458,0.0127689,0.0169752,0.0418594,0.0267369,0.0124179,0.0172265,0.00978748,0.0301996,0.00810933,0.020413,0.0183706,0,0,0.0291726,0,0.0323637,0.0148446,0.0386147,0.00726772,0.0118985,0.0152953,0.0410793,0.0349776,0.0156946,0.00832037,0.0127539,0.0102912,0.0304697,0.00931697,0.0105375,0.0102608,0.0235596,0.0334771,0.00951854,0.0114743,0.0171363,0,0,0,0,0,0.0119051
204,0.015269,0,0,0,0,0.0113414,0,0,0,0.0372861,0.0244785,0.0289631,0.0231373,0,0,0.0179265,0,0.0317951,0.0139536,0.0402865,0.0247839,0.00737072,0.0122045,0.0398808,0.0399601,0.0181862,0.0171751,0.0151373,0.00881781,0.0153363,0.0126879,0.0168866,0.0410777,0.0247745,0.0122754,0.0172536,0.0100385,0.00381862,0.00855582,0.0197376,0.014673,0,0,0.0281299,0,0,0.00830898,0.0383556,0.00711151,0.0122638,0.0146922,0.0380065,0.0338765,0.0155627,0.00828416,0.012522,0.00972753,0.0306398,0.00924671,0.00994692,0.0105084,0.0148821,0.0273293,0.022892,0.0085868,0.0152603,0,0,0,0,0,0.010739
205,0.0176989,0,0,0,0,0.0150408,0,0,0,0.0381357,0.0242824,0.0289876,0.0239439,0,0,0.0193357,0,0.0317448,0.0149586,0.0400714,0.0251455,0.00819632,0.0123923,0.0433578,0.0436236,0.0185475,0.0176633,0.0153366,0.00909126,0.0158253,0.0127592,0.0169938,0.0421756,0.0263135,0.0120296,0.0169915,0.010012,0.0299536,0.00820324,0.0205256,0.0183999,0,0,0.0298622,0,0.0324431,0.0148522,0.0385972,0.00715938,0.0122188,0.0152755,0.0415802,0.0340899,0.0155058,0.00838307,0.0128762,0.0102458,0.0304649,0.0093323,0.0105569,0.0105785,0.0219972,0.0346871,0.00962049,0.0120196,0.0171156,0,0,0,0,0,0
206,0.0174749,0,0,0,0,0.0151381,0,0,0,0.0381299,0.0243493,0.0289121,0.0239918,0,0,0.0194077,0,0.0315623,0.0148126,0.0400151,0.0256226,0.00826412,0.0123152,0.0436642,0.043933,0.0186014,0.0175731,0.0153009,0.00911718,0.0158825,0.0127604,0.0170459,0.0422162,0.0261086,0.0118793,0.0165734,0.00990643,0.0301413,0.00806987,0.0203477,0.01817,0,0,0.029907,0,0.0327866,0.0149327,0.0384611,0.00727146,0.0122683,0.0153899,0.0418972,0.0336899,0.015487,0.00831555,0.0127978,0.0105378,0.0305245,0.00941562,0.0108756,0.0104889,0.021173,0.0351041,0.00972642,0.0122576,0.0169173,0,0,0,0,0,0.0117512
207,0.0171453,0,0,0,0,0.0152023,0,0,0,0.0381428,0.0243752,0.0288365,0.0241393,0,0,0.0192523,0,0.0314215,0.0145415,0.0400079,0.0260499,0.00835667,0.0122079,0.0440216,0.044231,0.0186233,0.0176391,0.0152571,0.00913099,0.0159677,0.0127235,0.0170824,0.0423203,0.0258477,0.0116786,0.0161328,0.0098787,0.0301648,0.00802015,0.0203484,0.0178663,0,0,0.0297573,0,0.0329523,0.0149732,0.0385365,0.00715461,0.0123762,0.0154485,0.0422495,0.0332624,0.0154629,0.00835201,0.0129558,0.0105135,0.0304781,0.0093979,0.0108759,0.0104602,0.0203376,0.035766,0.00973243,0.0124653,0.0166404,0,0,0,0,0,0
208,0.0167993,0,0,0,0,0.0151985,0,0,0,0.0383034,0.0244015,0.0288465,0.0241954,0,0,0.0189581,0,0.031326,0.0141937,0.0399524,0.0261823,0.00847523,0.0122268,0.0442858,0.0445209,0.018643,0.0177286,0.0153042,0.00921995,0.0160823,0.0126864,0.017122,0.0425126,0.0255191,0.0114378,0.0157043,0.0097767,0.0299886,0.00794454,0.020272,0.0175116,0,0,0.029309,0,0.0329315,0.0149625,0.0386093,0.00739938,0.0124188,0.0155987,0.0425379,0.032797,0.015488,0.00823206,0.0129172,0.0108642,0.0305678,0.00951486,0.0112348,0.0103771,0.0194349,0.0366248,0.00963408,0.0125948,0.0163071,0,0,0,0,0,0.0110433
209,0.0164574,0,0,0,0,0.0152298,0,0,0,0.0384885,0.0245127,0.0289044,0.024272,0,0,0.0187007,0,0.0311902,0.0140113,0.0398958,0.0259561,0.00858128,0.0122957,0.0445522,0.0447966,0.018677,0.0174838,0.0153369,0.00928117,0.0161728,0.0127049,0.0171126,0.0427009,0.0252141,0.0112085,0.0151472,0.00976995,0.0297925,0.00792681,0.0201757,0.0171784,0,0,0.028715,0,0.0328591,0.0149104,0.0386673,0.00747945,0.012462,0.0156667,0.0428069,0.0323619,0.0154768,0.00824407,0.0129417,0.0109514,0.0305453,0.00953806,0.0113322,0.0103607,0.0185337,0.0371443,0.0095078,0.012772,0.0159642,0,0,0,0,0,0.0115654
210,0.0160867,0,0,0,0,0.0152821,0,0,0,0.0386292,0.0246466,0.0289977,0.0243373,0,0,0.018491,0,0.0310015,0.0138607,0.0398419,0.0255129,0.00863828,0.0123555,0.0447397,0.0450782,0.0187372,0.0173135,0.0153868,0.00929794,0.01624,0.0127312,0.0170915,0.0428717,0.0249497,0.0109956,0.0145435,0.00976553,0.0296617,0.00789317,0.0201908,0.0168451,0,0,0.0281258,0,0.0328204,0.014884,0.0386953,0.00740658,0.0125062,0.0156775,0.043002,0.0319801,0.0154743,0.00833042,0.0129658,0.0109417,0.0305252,0.00952082,0.0113044,0.010378,0.01778,0.037684,0.00930628,0.0129649,0.0155977,0,0,0,0,0,0.0112586
