Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,x76,,x75,LTHIP
1478,0.0285231,0,0,0,0,0.0277823,0,0,0,0,0,0,0.0257587,0.0338342,0.00749494,0.0138191,0,0,0.0578855,0,0.036378,0.0440953,0.0445319,0.0133333,0.00809068,0.0098327,0.0228975,0.0490531,0.00661895,0.00900447,0.00639834,0.00905343,0.0114248,0.00703341,0.018692,0.0415662,0.0479792,0,0.032238,0.00641054,0.037314,0.0188971,0.0138846,0.0269411,0,0,0.0455008,0,0.0363691,0.029071,0.0355545,0.029686,0.0167121,0.0109175,0.019911,0.0431279,0.00649639,0.010359,0.00447446,0.00815137,0.0163825,0.0379607,0.0145795,0.0189163,0.00220472,0.0269126,0.00382242,0.0190536,0.0246061,0.0244361,0,0,0,0,0,0,0,0
1479,0.028568,0,0,0,0,0.0279186,0,0,0,0,0,0,0.0266269,0.0339763,0.00718072,0.0143928,0,0,0.0582928,0,0.0364701,0.0444046,0.0442518,0.0134405,0.00774826,0.010102,0.0227372,0.0492481,0.00651546,0.00892917,0.0062075,0.00920371,0.0115968,0.00699101,0.0191068,0.0423744,0.0482082,0,0.0324729,0.00626353,0.0372494,0.0184406,0.0139134,0.0269033,0,0,0.045529,0,0.0363782,0.0291242,0.0356632,0.0296127,0.016464,0.0109686,0.0199127,0.0431179,0.00628127,0.0104679,0.00425418,0.00802451,0.0164123,0.0380641,0.0145443,0.0188715,0.00210666,0.0270898,0.00363135,0.0190684,0.0246449,0.0242907,0,0,0,0,0,0,0,0
1480,0.0287154,0,0,0,0,0.0280592,0,0,0,0,0,0,0.0271863,0.0340698,0.00683964,0.0147776,0,0,0.0587356,0,0.0364804,0.0447041,0.0436957,0.0136919,0.00746069,0.0104774,0.022709,0.0495261,0.00676297,0.00949803,0.0064539,0.00972464,0.0123276,0.00706805,0.0192968,0.0428903,0.0485425,0,0.0326383,0.00605784,0.0371994,0.0179032,0.0138958,0.0268854,0,0,0.0455877,0,0.0363866,0.0292245,0.035685,0.0295865,0.0162252,0.0110552,0.0198992,0.0430752,0.0064468,0.0105934,0.00410557,0.00784617,0.0164579,0.0381458,0.0144287,0.0188179,0.00215612,0.0273083,0.00342839,0.0191589,0.0246075,0.0241841,0,0,0,0,0,0,0,0
1481,0.0288766,0,0,0,0,0.0282077,0,0,0,0,0,0,0.0276139,0.0341907,0.00655004,0.0149162,0,0,0.0592153,0,0.036548,0.0449786,0.0429914,0.0139438,0.00718304,0.0107558,0.0228233,0.049737,0.00714608,0.0103036,0.00678667,0.0102533,0.0132005,0.00715985,0.0194476,0.0431146,0.0489572,0,0.0328857,0.00605238,0.0371537,0.017568,0.0138201,0.0268786,0,0,0.0456175,0,0.0364116,0.0292796,0.0356337,0.0294973,0.0159794,0.0112029,0.0199017,0.0431379,0.00642896,0.0108092,0.00415015,0.00782188,0.0166102,0.0381227,0.014308,0.0189512,0.00198636,0.0274307,0.0033337,0.0192878,0.0245656,0.0241265,0,0,0,0,0,0,0,0
1482,0.0291501,0,0,0,0,0.0283641,0,0,0,0,0,0,0.0279519,0.0342995,0.00646742,0.0148611,0,0,0.0597251,0,0.036632,0.0452529,0.0423571,0.0138601,0.00687564,0.0109228,0.0230411,0.0499837,0.00751708,0.010847,0.00700635,0.0104815,0.0137056,0.00729326,0.0196661,0.0431037,0.049422,0,0.033247,0.00611826,0.0371199,0.0172442,0.0137631,0.0268991,0,0,0.0455265,0,0.0364586,0.029269,0.0355774,0.0294112,0.0157545,0.0114138,0.0198396,0.0430677,0.00644391,0.011204,0.00419655,0.00784987,0.0168097,0.038142,0.0142066,0.0192374,0.00176263,0.0274473,0.00324498,0.0194108,0.0244954,0.0241404,0,0,0,0,0,0,0,0
1483,0.0293838,0,0,0,0,0.0285724,0,0,0,0,0,0,0.0281077,0.0344283,0.00641646,0.014714,0,0,0.06013,0,0.0367369,0.0454987,0.0418984,0.0134691,0.00667001,0.010834,0.0234603,0.0502693,0.00782907,0.0111244,0.00704148,0.0103704,0.013664,0.00717459,0.0199257,0.0430962,0.0498353,0,0.0336738,0.00614895,0.0370743,0.0169371,0.0137644,0.0269519,0,0,0.0453092,0,0.036484,0.029163,0.0354494,0.0294329,0.0156521,0.0117115,0.0197851,0.0429178,0.00640897,0.0116186,0.00414413,0.00776633,0.0170989,0.0381694,0.0141605,0.0196811,0.00181033,0.0274105,0.00313273,0.0195093,0.0244769,0.0242035,0,0,0,0,0,0,0,0
1484,0.0294617,0,0,0,0,0.0287361,0,0,0,0,0,0,0.0282186,0.0345932,0.00640226,0.0146675,0,0,0.0604589,0,0.036895,0.0457537,0.041615,0.0128344,0.00649888,0.0105139,0.023985,0.0504801,0.00802454,0.010964,0.00692168,0.0100061,0.013141,0.00690602,0.0202371,0.0429874,0.0500236,0,0.0342105,0.00613412,0.0370175,0.0167382,0.0137234,0.026999,0,0,0.0450655,0,0.0364756,0.0290687,0.0353661,0.0295444,0.0156747,0.0120745,0.0198232,0.0427229,0.00634569,0.0120536,0.00398826,0.00762386,0.0174258,0.0382012,0.0142654,0.020173,0.00243346,0.0273352,0.00312517,0.0195251,0.024517,0.0242494,0,0,0,0,0,0,0,0
1485,0.0294994,0,0,0,0,0.0288603,0,0,0,0,0,0,0.0282452,0.0347408,0.00640278,0.0146558,0,0,0.0607979,0,0.0370022,0.0459965,0.0414501,0.011852,0.00632783,0.0100064,0.0244613,0.050587,0.00815841,0.0102399,0.00665428,0.0095797,0.0124955,0.00678503,0.020627,0.0426722,0.0500597,0,0.0346552,0.00635796,0.0370207,0.0166599,0.0136434,0.0270835,0,0,0.0448625,0,0.0365054,0.028995,0.0353903,0.0296905,0.0157498,0.0124614,0.019965,0.0426357,0.0063144,0.0125711,0.00422656,0.00748448,0.0177508,0.0383058,0.014353,0.0206382,0.00375496,0.0272596,0.00315922,0.0194982,0.0246371,0.0243207,0,0,0,0,0,0,0,0
1486,0.0294946,0,0,0,0,0.028861,0,0,0,0,0,0,0.0282444,0.0350324,0.00650118,0.0146684,0,0,0.0611273,0,0.0372508,0.0462096,0.0414286,0.0102559,0.00623274,0.00942825,0.0247789,0.0505918,0.0084754,0.00931035,0.0063396,0.00927119,0.0121305,0.00683854,0.0210294,0.0423125,0.0501359,0,0.0349997,0.00659168,0.0370652,0.0166174,0.0135994,0.0271907,0,0,0.0446577,0,0.0365607,0.0289672,0.0353859,0.0297779,0.0158822,0.0128912,0.0200983,0.0425752,0.006259,0.0130433,0.00470848,0.00734033,0.0181011,0.0384204,0.0144444,0.0211324,0.00475613,0.0272943,0.00318976,0.0196063,0.0247139,0.0244211,0,0,0,0,0,0,0,0
1487,0.02953,0,0,0,0,0.0288415,0,0,0,0,0,0,0.0283579,0.0352759,0.00662907,0.0146875,0,0,0.0614684,0,0.0374219,0.0463764,0.0414628,0.00834716,0.00622309,0.00894846,0.0248319,0.0506158,0.00917018,0.00865299,0.00624419,0.00915067,0.0122296,0.00707443,0.0213667,0.0422001,0.0503208,0,0.0351869,0.00696985,0.0370376,0.0166763,0.0135976,0.0273503,0,0,0.0444676,0,0.0365499,0.0289758,0.0353187,0.029789,0.0159632,0.0132952,0.0201294,0.0425243,0.00638189,0.0134807,0.00548027,0.00722506,0.018509,0.03847,0.0145788,0.0217217,0.00549371,0.027202,0.00319543,0.0197906,0.0247511,0.0245682,0,0,0,0,0,0,0,0
1488,0.0296001,0,0,0,0,0.0288394,0,0,0,0,0,0,0.0288363,0.0354009,0.00689194,0.0147455,0,0,0.0618654,0,0.0374502,0.0465561,0.0414438,0.00689,0.00628572,0.0086706,0.0245975,0.0505756,0.0100467,0.00849667,0.00647541,0.00934223,0.0127169,0.00742884,0.0216864,0.0426341,0.0505339,0,0.0353675,0.00742356,0.0369635,0.0166503,0.0137492,0.0275726,0,0,0.0442528,0,0.0364874,0.0289233,0.0352644,0.0297195,0.015959,0.0136363,0.0200498,0.0424461,0.00665845,0.0139272,0.00618852,0.00705738,0.0188375,0.0385741,0.0146184,0.0222204,0.00634724,0.0270266,0.00318526,0.0199065,0.0247906,0.0247397,0,0,0,0,0,0,0,0
1489,0.0296697,0,0,0,0,0.0288453,0,0,0,0,0,0,0.0297116,0.0354855,0.0073448,0.0147594,0,0,0.062262,0,0.0374198,0.0467437,0.0412713,0.00591352,0.00631563,0.00852978,0.0240505,0.0505407,0.0109084,0.00875512,0.00682775,0.0096216,0.0134476,0.00789239,0.0219251,0.0435251,0.0507417,0,0.0355331,0.0077603,0.0368821,0.0166518,0.0139334,0.0277894,0,0,0.044011,0,0.0364092,0.0288162,0.0352669,0.0295969,0.0159539,0.0139275,0.0198863,0.0424238,0.006585,0.0143891,0.00659129,0.00686228,0.0191687,0.0387481,0.0147126,0.0226903,0.00698023,0.0268526,0.00314462,0.0199596,0.0248016,0.024884,0,0,0,0,0,0,0,0
1490,0.0296798,0,0,0,0,0.0287905,0,0,0,0,0,0,0.0308988,0.0355984,0.00789658,0.0148879,0,0,0.0625774,0,0.0373995,0.0469031,0.0409735,0.0049908,0.00641551,0.00847062,0.023292,0.050519,0.0115811,0.00920484,0.00707785,0.00986745,0.0141638,0.00814692,0.0220886,0.0446836,0.0509073,0,0.0356869,0.00787503,0.0368206,0.0166653,0.0143291,0.0279998,0,0,0.0438572,0,0.0363695,0.0287545,0.0353393,0.0293072,0.0159698,0.0141596,0.0196682,0.0426065,0.00633068,0.0148247,0.00654854,0.00669917,0.0194756,0.0389963,0.0148517,0.02311,0.00739514,0.0268002,0.00313043,0.0200687,0.024718,0.0250236,0,0,0,0,0,0,0,0
1491,0.0297659,0,0,0,0,0.0286857,0,0,0,0,0,0,0.0318979,0.035812,0.00854242,0.0151922,0,0,0.0627996,0,0.0374791,0.0470225,0.0406275,0.00402304,0.00649088,0.00844184,0.0226508,0.0504664,0.0118438,0.00967316,0.00709952,0.0100566,0.0146835,0.00821099,0.0221321,0.0456335,0.0511601,0,0.0358754,0.00801192,0.0367741,0.0167043,0.0143613,0.0281996,0,0,0.0436896,0,0.0363467,0.0287393,0.0355052,0.0289764,0.0159337,0.0142968,0.0194807,0.042797,0.00610282,0.0151977,0.00660783,0.00663282,0.019707,0.0392525,0.014998,0.0234474,0.00770996,0.026748,0.00311574,0.020278,0.0246299,0.0252105,0,0,0,0,0,0,0,0
1492,0.0299152,0,0,0,0,0.0286233,0,0,0,0,0,0,0.0324432,0.0360992,0.00910967,0.0155712,0,0,0.0629644,0,0.0376266,0.0471666,0.0403735,0.00323761,0.00650261,0.00838436,0.0222387,0.0504756,0.0117231,0.00999237,0.00688456,0.0100789,0.0149392,0.0083827,0.0221377,0.0461297,0.0513509,0,0.0360418,0.00826044,0.0367201,0.0168004,0.0141395,0.0283851,0,0,0.0434467,0,0.0363099,0.0287378,0.035631,0.0286747,0.0158474,0.0144469,0.0194312,0.0428842,0.00590771,0.0154155,0.00678391,0.0066732,0.0198658,0.0394739,0.0151374,0.0236564,0.00805088,0.0266402,0.00303659,0.0205208,0.0245941,0.0254473,0,0,0,0,0,0,0,0
1493,0.0301316,0,0,0,0,0.0287145,0,0,0,0,0,0,0.032473,0.0362779,0.00966021,0.0157764,0,0,0.0631483,0,0.037635,0.0472729,0.0401531,0.00260834,0.00652133,0.00827974,0.022082,0.0506018,0.011369,0.0100738,0.0065886,0.0101367,0.0150542,0.00860808,0.022178,0.046028,0.0515379,0,0.0362546,0.0088853,0.0366906,0.0173726,0.014216,0.0285528,0,0,0.0433338,0,0.0362922,0.0286794,0.0357642,0.0284232,0.0157392,0.0146954,0.0195626,0.0429107,0.0057884,0.0156332,0.00714054,0.00680254,0.0202301,0.0396571,0.0154967,0.0240047,0.00824165,0.0264902,0.0029649,0.0206876,0.0246244,0.0257096,0,0,0,0,0,0,0,0
1494,0.0303893,0,0,0,0,0.028891,0,0,0,0,0,0,0.0319918,0.0362879,0.00996642,0.0157748,0,0,0.0632862,0,0.0374415,0.0473802,0.0400275,0.0020546,0.00651953,0.00819826,0.0221945,0.0508106,0.0109508,0.0101933,0.00634487,0.0102224,0.0150685,0.00864238,0.02225,0.0453272,0.0517914,0,0.0365025,0.00950384,0.0366652,0.0178008,0.0144108,0.0287244,0,0,0.0432851,0,0.0362786,0.0285724,0.0359105,0.0282391,0.0156554,0.0148883,0.0197727,0.0430158,0.00573603,0.0157835,0.00739259,0.0068308,0.0205543,0.0398946,0.015743,0.0240224,0.00878586,0.0263166,0.00296433,0.020852,0.0246777,0.0259861,0,0,0,0,0,0,0,0
1495,0.0306574,0,0,0,0,0.0290667,0,0,0,0,0,0,0.030994,0.0363954,0.0100444,0.0158678,0,0,0.0633384,0,0.0373366,0.0474827,0.0400603,0.00154825,0.00639761,0.00809884,0.0226313,0.0509536,0.0106109,0.0105061,0.00618243,0.0102203,0.0149358,0.00864702,0.0223429,0.0439261,0.0519829,0,0.0366428,0.0101762,0.0365955,0.0181373,0.0144398,0.0289136,0,0,0.0431983,0,0.0362341,0.0285306,0.0360908,0.0279103,0.0155773,0.0149426,0.0200816,0.0430723,0.00560138,0.0158319,0.00754004,0.00684103,0.0207048,0.0401576,0.0158937,0.0240995,0.00959838,0.0261761,0.00301853,0.0209851,0.0247964,0.0263012,0,0,0,0,0,0,0,0
1496,0.0309146,0,0,0,0,0.0291904,0,0,0,0,0,0,0.0296842,0.0366824,0.0101164,0.0161499,0,0,0.0632909,0,0.0374345,0.0475039,0.0402697,0.00124488,0.00625786,0.00800099,0.0231535,0.0510589,0.010348,0.0109527,0.00600809,0.0100589,0.0147773,0.00862912,0.0223941,0.0421903,0.0522371,0,0.0367089,0.0109621,0.0365358,0.018545,0.0142435,0.029111,0,0,0.0430365,0,0.0362103,0.028607,0.0361769,0.0275045,0.015531,0.0148926,0.0205173,0.0431661,0.00567287,0.0157882,0.00747045,0.00686407,0.0206505,0.040255,0.0160611,0.0243625,0.0101612,0.0260741,0.00307588,0.0211009,0.0250114,0.0266326,0,0,0,0,0,0,0,0
1497,0.0311994,0,0,0,0,0.0293861,0,0,0,0,0,0,0.0282841,0.0369244,0.0100806,0.0165392,0,0,0.063278,0,0.037463,0.0474949,0.0406239,0.00128588,0.00612345,0.00793586,0.0236759,0.0512114,0.0101448,0.0109431,0.00591522,0.0097219,0.0146263,0.00853228,0.0224131,0.0404726,0.0523392,0,0.0367208,0.0117416,0.0364919,0.0188727,0.0139313,0.0293643,0,0,0.0428222,0,0.0362118,0.0286561,0.0361596,0.0268692,0.0154973,0.0148118,0.0210301,0.0433137,0.00572002,0.0156614,0.00717178,0.00682451,0.020557,0.0402404,0.0161193,0.0245273,0.0106681,0.0260505,0.00309356,0.0213433,0.0253006,0.0270068,0,0,0,0,0,0,0,0
1498,0.031556,0,0,0,0,0.0295698,0,0,0,0,0,0,0.0269718,0.0370971,0.00999096,0.0166713,0,0,0.0633056,0,0.0374029,0.047458,0.0409513,0.0014433,0.00602868,0.00792261,0.0242145,0.0514327,0.0099616,0.0107295,0.00586279,0.00973074,0.014438,0.00837469,0.0224393,0.0388112,0.0524364,0,0.0367005,0.01236,0.0364359,0.0189561,0.0138661,0.0297226,0,0,0.0427358,0,0.0361911,0.0287079,0.0361294,0.0269064,0.0155132,0.0146736,0.0214357,0.0434261,0.00568358,0.0154313,0.00680455,0.00675847,0.0203361,0.0402012,0.0159598,0.0244341,0.0112247,0.0260892,0.00311036,0.021487,0.0256119,0.0274247,0,0,0,0,0,0,0,0
1499,0.0319219,0,0,0,0,0.0297171,0,0,0,0,0,0,0.0259727,0.0372121,0.00988532,0.0168055,0,0,0.0633232,0,0.0372787,0.0474431,0.0411005,0.00155675,0.00599129,0.00796902,0.0246791,0.0517115,0.00977522,0.0106152,0.00584341,0.0100406,0.0142934,0.00835452,0.0224275,0.0374031,0.0525525,0,0.0366972,0.012589,0.0363806,0.0187863,0.0139688,0.0300997,0,0,0.0427107,0,0.0361421,0.0286904,0.03609,0.0278599,0.0155226,0.0143518,0.0216168,0.0435086,0.00571749,0.0151397,0.00638069,0.00671214,0.0199393,0.0401152,0.0156102,0.0241355,0.0118055,0.026102,0.00310701,0.0216131,0.0258826,0.0278377,0,0,0,0,0,0,0,0
1500,0.0322998,0,0,0,0,0.0298218,0,0,0,0,0,0,0.0252466,0.0373161,0.00982619,0.0167547,0,0,0.0633153,0,0.0371448,0.0474441,0.0410719,0.00168264,0.00599322,0.00810746,0.0250081,0.0520556,0.00967065,0.0108415,0.00593086,0.010262,0.0143276,0.00834144,0.0223497,0.0363623,0.0526812,0,0.0367731,0.0125877,0.0363347,0.0185377,0.0140942,0.030496,0,0,0.0426637,0,0.0361,0.0286208,0.035989,0.0282885,0.0154723,0.0138118,0.021558,0.0435288,0.0057745,0.014709,0.00586179,0.00666716,0.0194192,0.0398296,0.0151844,0.0237398,0.0121551,0.0261188,0.00308672,0.0217796,0.0260713,0.0282855,0,0,0,0,0,0,0,0
1501,0.0326595,0,0,0,0,0.0299117,0,0,0,0,0,0,0.024692,0.0374482,0.00967934,0.01679,0,0,0.0632935,0,0.0370337,0.0474789,0.0409348,0.00170012,0.00601725,0.00831526,0.0251353,0.0523446,0.00965796,0.0112811,0.00613438,0.0103993,0.0145879,0.00838504,0.0222167,0.0356807,0.052835,0,0.0368374,0.0123215,0.0363326,0.0182201,0.0142116,0.0308704,0,0,0.0425996,0,0.0361179,0.0285913,0.0358932,0.0280711,0.015439,0.0130401,0.0212583,0.0435441,0.00565703,0.0142188,0.00527407,0.0066012,0.0187047,0.0394207,0.014651,0.0232257,0.0121357,0.0261024,0.00305593,0.0219813,0.026212,0.028734,0,0,0,0,0,0,0,0
1502,0.0329776,0,0,0,0,0.0299665,0,0,0,0,0,0,0.0243083,0.037484,0.00958797,0.0165346,0,0,0.0632395,0,0.0368098,0.0476004,0.0407605,0.00164319,0.0059416,0.00859981,0.0249808,0.0526128,0.00971813,0.0118022,0.00641889,0.0105376,0.0149862,0.00844304,0.022077,0.0352603,0.0529484,0,0.0369224,0.0118201,0.0363441,0.0178815,0.0143118,0.0312169,0,0,0.0425488,0,0.0361503,0.0286304,0.0358491,0.0275116,0.0154018,0.0119685,0.0208259,0.0436086,0.00566971,0.0136893,0.00462499,0.00653423,0.0178099,0.0388634,0.0140436,0.0225303,0.0117972,0.0261392,0.00302746,0.0221381,0.0262607,0.029119,0,0,0,0,0,0,0,0
1503,0.0332358,0,0,0,0,0.0300048,0,0,0,0,0,0,0.0238376,0.0374643,0.00944744,0.01604,0,0,0.063271,0,0.0365452,0.0477951,0.040682,0.00149353,0.00583691,0.00889715,0.024862,0.0529043,0.0098043,0.0122314,0.00669657,0.0107432,0.0153511,0.00855345,0.0219468,0.0348249,0.0530783,0,0.0371177,0.0111852,0.0362958,0.0175514,0.0144284,0.0315143,0,0,0.0423327,0,0.0361101,0.0285558,0.0358591,0.0269706,0.0153272,0.0107211,0.0203621,0.0436313,0.00590054,0.0130938,0.00387007,0.0065135,0.0167723,0.0381333,0.0133585,0.0217448,0.0112076,0.0261276,0.00300831,0.0223191,0.0262659,0.029472,0,0,0,0,0,0,0,0
1504,0.0334112,0,0,0,0,0.0300304,0,0,0,0,0,0,0.0232996,0.037573,0.00928036,0.0157719,0,0,0.0633301,0,0.036453,0.0479807,0.0407869,0.00143326,0.00571898,0.00922595,0.0249354,0.0531596,0.00994222,0.0125428,0.00700229,0.0110297,0.0155674,0.00867933,0.02185,0.0341065,0.0531854,0,0.0373676,0.0101093,0.03626,0.0169865,0.0145029,0.0317716,0,0,0.0421129,0,0.03606,0.0284376,0.0359526,0.0264344,0.0151928,0.00944867,0.0199193,0.0435973,0.00612739,0.0124832,0.00302447,0.00661962,0.015518,0.0374227,0.0125253,0.0207253,0.010488,0.0260142,0.003016,0.0224447,0.0261887,0.0297915,0,0,0,0,0,0,0,0
1505,0.0335752,0,0,0,0,0.0300687,0,0,0,0,0,0,0.0227372,0.0377393,0.00914973,0.0156387,0,0,0.0633565,0,0.0364271,0.0481446,0.0410053,0.00132147,0.00552485,0.00955833,0.0248724,0.0534296,0.0101117,0.0127746,0.00734438,0.0113113,0.0156376,0.00870879,0.0217768,0.0331075,0.0533454,0,0.0375145,0.0088855,0.0362577,0.0165129,0.0145545,0.0319849,0,0,0.0418684,0,0.0360454,0.0283854,0.0360857,0.0262304,0.0150395,0.00801408,0.0195626,0.0435884,0.00658909,0.0118682,0.00242327,0.00688147,0.014117,0.0365453,0.0116128,0.0194788,0.00956393,0.0258659,0.00303273,0.0225017,0.0261585,0.0300776,0,0,0,0,0,0,0,0
1506,0.0337112,0,0,0,0,0.0300924,0,0,0,0,0,0,0.0219338,0.0378237,0.00907112,0.0155769,0,0,0.0635023,0,0.0363182,0.0483301,0.0411814,0.00109618,0.00532696,0.00980047,0.0248172,0.0536654,0.0102532,0.0128847,0.00770191,0.0114275,0.0156692,0.00868853,0.0217048,0.0319913,0.0536588,0,0.0376202,0.0079666,0.0362303,0.0163414,0.0146681,0.0321261,0,0,0.0416101,0,0.0360251,0.0283645,0.0361446,0.0263198,0.014813,0.00671321,0.0193543,0.0436265,0.00731883,0.0111918,0.00210688,0.00717664,0.0126425,0.0353802,0.0107304,0.0181804,0.00847538,0.0257058,0.0030422,0.0224751,0.0261828,0.0303078,0,0,0,0,0,0,0,0
1507,0.0338179,0,0,0,0,0.0300551,0,0,0,0,0,0,0.0212458,0.0378616,0.00893464,0.0153183,0,0,0.0637457,0,0.0361626,0.0485186,0.0414242,0.00103442,0.0051439,0.00997149,0.0247775,0.0539417,0.0102882,0.0128887,0.00800757,0.0114599,0.0157147,0.00868632,0.021667,0.0314158,0.0540764,0,0.0377412,0.00724955,0.0362067,0.0164459,0.0147458,0.0322481,0,0,0.0415508,0,0.0360188,0.0283634,0.0361836,0.0265494,0.0145777,0.00556336,0.0192304,0.0436362,0.00765794,0.0104045,0.00218552,0.00746686,0.0113149,0.0339464,0.0100602,0.017051,0.00703024,0.0256066,0.0030548,0.0224319,0.0261796,0.0304944,0,0,0,0,0,0,0,0
1508,0.0338515,0,0,0,0,0.0299004,0,0,0,0,0,0,0.0206522,0.0379999,0.00882615,0.0151806,0,0,0.0639105,0,0.0361308,0.0487079,0.0416662,0.00105434,0.00498978,0.0101781,0.0246754,0.054175,0.010362,0.0129686,0.00827416,0.0115717,0.0158616,0.00873257,0.0216468,0.0309688,0.0544991,0,0.037896,0.00704017,0.0361981,0.0168791,0.014863,0.0323116,0,0,0.041568,0,0.0359965,0.0282281,0.0362084,0.027123,0.0142661,0.00486405,0.0191314,0.0436145,0.00776213,0.0095487,0.00254182,0.00766836,0.0102941,0.0323276,0.0096236,0.0163075,0.00527757,0.0255511,0.00303907,0.0223514,0.0260713,0.0306099,0,0,0,0,0,0,0,0
1509,0.0339186,0,0,0,0,0.0297409,0,0,0,0,0,0,0.0203266,0.0381479,0.00874773,0.0151264,0,0,0.0640192,0,0.0361155,0.0489073,0.0419571,0.00103011,0.00485205,0.0104708,0.0245336,0.0543809,0.0103961,0.0131003,0.00857749,0.0117959,0.016089,0.00884091,0.0215816,0.0302285,0.0547877,0,0.0380517,0.00738077,0.0362244,0.0175658,0.0149242,0.032353,0,0,0.0415057,0,0.03599,0.0281401,0.0362892,0.0280976,0.0139517,0.00432893,0.0190349,0.0436158,0.00811174,0.00882461,0.00313054,0.0077675,0.00960103,0.0307291,0.00981707,0.0159493,0.00366852,0.0255418,0.0029761,0.0223104,0.0259238,0.0307146,0,0,0,0,0,0,0,0
1510,0.0339363,0,0,0,0,0.0295706,0,0,0,0,0,0,0.0198908,0.0382532,0.00862513,0.0152846,0,0,0.0641221,0,0.03608,0.0490841,0.0422224,0.000978899,0.00477448,0.0107607,0.0244399,0.0546028,0.0103108,0.0131222,0.0088891,0.0120197,0.016351,0.00904658,0.0215034,0.029562,0.0550774,0,0.0382723,0.00842997,0.03624,0.0188731,0.0149964,0.0323783,0,0,0.041391,0,0.0359808,0.0281363,0.0364402,0.029624,0.0137119,0.00380563,0.0190093,0.0435864,0.0085133,0.00831659,0.00383095,0.00779372,0.00937276,0.0291354,0.0106045,0.0160262,0.00313088,0.0255009,0.00289171,0.0223403,0.0257263,0.0307841,0,0,0,0,0,0,0,0
1511,0.0339177,0,0,0,0,0.0293972,0,0,0,0,0,0,0.0194001,0.0383209,0.00845478,0.0157897,0,0,0.0642216,0,0.0360222,0.0492787,0.0424735,0.00104775,0.00477223,0.0109779,0.0244178,0.0547934,0.0101097,0.0130462,0.00907743,0.0121926,0.016564,0.009133,0.0214634,0.0292461,0.0552826,0,0.0385126,0.0105905,0.036253,0.0207449,0.0150517,0.0323534,0,0,0.0413411,0,0.0359826,0.0281191,0.036615,0.0316769,0.0135356,0.00356222,0.01906,0.0435083,0.00882677,0.00808809,0.00467621,0.007668,0.00968098,0.0273449,0.0118354,0.0164733,0.00453058,0.0254896,0.00277347,0.0224264,0.0255387,0.0307573,0,0,0,0,0,0,0,0
1512,0.0338984,0,0,0,0,0.0291993,0,0,0,0,0,0,0.0190357,0.0383382,0.008316,0.0160328,0,0,0.0643022,0,0.0359116,0.0495036,0.0427634,0.00107401,0.00476971,0.01126,0.0244349,0.0549615,0.00990372,0.0130889,0.00926039,0.0123614,0.0167571,0.00918536,0.0213911,0.0287979,0.0554717,0,0.0387651,0.0132705,0.0362846,0.0227582,0.0150459,0.0322686,0,0,0.0414212,0,0.0360142,0.0281386,0.0367463,0.033698,0.0134173,0.00362671,0.0191503,0.0434512,0.00889875,0.00816728,0.0057839,0.00742158,0.0101607,0.0254797,0.0131171,0.0169331,0.00681429,0.0254857,0.00265781,0.0224052,0.0253417,0.0306702,0,0,0,0,0,0,0,0
1513,0.0339852,0,0,0,0,0.0291293,0,0,0,0,0,0,0.0186341,0.0383514,0.00811255,0.0160694,0,0,0.0643868,0,0.0357996,0.0496832,0.0431393,0.00121742,0.00477679,0.0116069,0.0245661,0.0551636,0.00975403,0.013265,0.00949843,0.0125317,0.0169339,0.00914397,0.0212774,0.0282132,0.0557235,0,0.0388993,0.0158201,0.0363237,0.0245767,0.0150257,0.0322115,0,0,0.0415809,0,0.0360658,0.0282138,0.036775,0.0353058,0.013385,0.00369903,0.0193827,0.0432799,0.00879385,0.00859162,0.00694335,0.00705835,0.0107214,0.0239321,0.0143593,0.017274,0.00924905,0.0255852,0.00257316,0.0222622,0.0252061,0.0306325,0,0,0,0,0,0,0,0
1514,0.0340864,0,0,0,0,0.0291399,0,0,0,0,0,0,0.0182001,0.0383686,0.00792032,0.0159503,0,0,0.0645417,0,0.0356857,0.0497805,0.043563,0.00122836,0.00477996,0.011888,0.0248487,0.0553845,0.00959062,0.0134841,0.00969581,0.0126492,0.0170132,0.00912034,0.0211363,0.0276373,0.0560689,0,0.038949,0.0179808,0.0363546,0.0264654,0.0151395,0.0321597,0,0,0.0418268,0,0.0361081,0.0282518,0.0366806,0.036771,0.0129767,0.00376192,0.0196655,0.0432079,0.00855308,0.00942423,0.00807829,0.00649297,0.0115868,0.0225345,0.0159134,0.0177212,0.0112683,0.0257212,0.00249692,0.0221066,0.0251713,0.0305834,0,0,0,0,0,0,0,0
