Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,x76,,x75,LTHIP
33,0.0226608,0,0,0,0,0.0148763,0,0,0,0,0,0,0.021985,0.0281738,0.012727,0.0169379,0,0,0.0226019,0,0.02771,0.0143402,0.0415612,0.00995043,0.00868711,0.00454831,0.0310912,0.0408968,0.00737577,0.00597902,0.00181042,0.0106364,0.0139625,0.00955361,0.0279848,0.0322334,0.0201528,0.0118633,0.0143424,0.0121599,0.0266323,0.0153266,0.0178698,0.0259101,0,0,0.0161478,0,0.0326421,0.0247099,0.0374345,0.0186837,0.0143645,0.0186263,0.0291076,0.0253581,0.00902808,0.0138388,0.00767855,0.010637,0.0133052,0.0344667,0.0120458,0.0123525,0.00780953,0.0221036,0.0352993,0.0154141,0.0152563,0.0223229,0,0,0,0,0,0,0,0
34,0.0223534,0,0,0,0,0.0149139,0,0,0,0,0,0,0.0220373,0.0281345,0.0127553,0.016825,0,0,0.0228226,0,0.0277003,0.0144182,0.0414232,0.00999936,0.00868948,0.00463654,0.031105,0.0408559,0.00731775,0.00591532,0.00175766,0.0106711,0.013939,0.00958609,0.0279965,0.0322408,0.0201249,0.0118266,0.0146223,0.0121316,0.026619,0.0153029,0.0179019,0.0255977,0,0,0.0161598,0,0.0326534,0.0246096,0.0374523,0.0186527,0.0144118,0.0186218,0.0291022,0.0250293,0.00910802,0.013818,0.00769926,0.0106469,0.0132668,0.034432,0.0120393,0.0123092,0.00775223,0.0218108,0.0352595,0.0154838,0.0153741,0.0220697,0,0,0,0,0,0,0,0
35,0.0220652,0,0,0,0,0.0149496,0,0,0,0,0,0,0.0221833,0.0280543,0.0127718,0.0167406,0,0,0.022987,0,0.0276434,0.0144599,0.0412213,0.010043,0.00873307,0.00472609,0.0311145,0.0407871,0.00721408,0.00584061,0.00170118,0.0107246,0.0139698,0.00961512,0.0279982,0.0322867,0.0201025,0.0117802,0.0148474,0.0121041,0.0265948,0.0152621,0.017934,0.025313,0,0,0.0161938,0,0.0326801,0.024494,0.0374297,0.0186135,0.0144725,0.0185864,0.0290957,0.0247888,0.00915486,0.0137365,0.00775977,0.0106487,0.0131967,0.0344122,0.01201,0.012262,0.00769559,0.021574,0.0351702,0.0155669,0.0154997,0.0218561,0,0,0,0,0,0,0,0
36,0.0218216,0,0,0,0,0.0149825,0,0,0,0,0,0,0.0222201,0.0280715,0.0127095,0.0166204,0,0,0.023079,0,0.0276504,0.0144841,0.0411394,0.010078,0.0087631,0.00475747,0.0311443,0.0407251,0.00718323,0.00583168,0.0016717,0.0107217,0.01399,0.00962604,0.0279848,0.0323155,0.0201838,0.0117559,0.0150003,0.0120707,0.0265911,0.0152742,0.0179336,0.0250987,0,0,0.016244,0,0.0327152,0.0244258,0.0373921,0.0186275,0.0144594,0.0185588,0.029121,0.0246362,0.00908584,0.0137576,0.00776813,0.0106145,0.0131735,0.034388,0.012005,0.0122668,0.00758814,0.0214378,0.0350771,0.0156185,0.0156115,0.0216709,0,0,0,0,0,0,0,0
37,0.0216517,0,0,0,0,0.0150405,0,0,0,0,0,0,0.022196,0.0281184,0.0127189,0.0165777,0,0,0.0231079,0,0.0277072,0.0145037,0.0411469,0.0101068,0.00879293,0.00476462,0.0312111,0.040909,0.0071887,0.00584888,0.00166844,0.0107129,0.0139911,0.00963205,0.0279874,0.0323648,0.0202468,0.0117428,0.0150853,0.0121014,0.0265652,0.0153359,0.0179596,0.0249013,0,0,0.0162903,0,0.0327325,0.0243613,0.0373627,0.0186606,0.0144204,0.0185363,0.0291893,0.0245276,0.00902941,0.0137443,0.00777428,0.0105872,0.0131665,0.0342985,0.0120667,0.0122756,0.00761567,0.0213266,0.0350052,0.015662,0.0157071,0.0215242,0,0,0,0,0,0,0,0
38,0.0214511,0,0,0,0,0.0150167,0,0,0,0,0,0,0.0222344,0.0280991,0.0128216,0.0165632,0,0,0.0231338,0,0.0277375,0.0145457,0.0411388,0.0101514,0.00878108,0.00477551,0.0312394,0.0412025,0.00723897,0.0059017,0.00166697,0.0107346,0.0140217,0.00964469,0.0280037,0.0325005,0.0203521,0.0117499,0.015122,0.012126,0.0265607,0.0154134,0.0179074,0.0246596,0,0,0.0163491,0,0.0327669,0.0242981,0.0373798,0.0187222,0.0143759,0.0185423,0.0292262,0.0244296,0.00899187,0.0138269,0.0077459,0.0106001,0.0132188,0.0342285,0.0121167,0.0123394,0.00757544,0.0211828,0.034929,0.0157176,0.0157695,0.0213438,0,0,0,0,0,0,0,0
39,0.02126,0,0,0,0,0.0149735,0,0,0,0,0,0,0.0223311,0.0280227,0.0128169,0.0166451,0,0,0.0231434,0,0.0277589,0.0145627,0.0411207,0.0101861,0.00879554,0.00480612,0.0312807,0.0414344,0.00731015,0.00590584,0.00164759,0.0107639,0.0140415,0.0096487,0.0280172,0.0326573,0.0204476,0.0117492,0.0150959,0.0120848,0.0265609,0.015437,0.0178655,0.0244593,0,0,0.0164208,0,0.0328163,0.0242398,0.0373839,0.0187701,0.0143673,0.0185241,0.0292327,0.024369,0.00897857,0.0138442,0.00768758,0.0106325,0.0132214,0.0342553,0.0120722,0.0123405,0.00742873,0.021054,0.0349331,0.0158198,0.0158337,0.0211869,0,0,0,0,0,0,0,0
40,0.0210712,0,0,0,0,0.0149154,0,0,0,0,0,0,0.0223829,0.0279555,0.0128498,0.0168803,0,0,0.0231466,0,0.0277637,0.0145454,0.041099,0.0102243,0.00882598,0.00485131,0.0313166,0.041704,0.00742608,0.0059545,0.00162272,0.0107728,0.0140272,0.00964127,0.0280048,0.032745,0.020603,0.011741,0.0150294,0.0120303,0.0265295,0.0154005,0.0178683,0.0242879,0,0,0.0164783,0,0.0328213,0.0241923,0.0373981,0.018779,0.0143758,0.0184705,0.0292388,0.0242772,0.00896871,0.0137948,0.00764151,0.0106201,0.013181,0.0343028,0.0120238,0.0123035,0.00733934,0.0209564,0.0349539,0.0159079,0.0159051,0.0210604,0,0,0,0,0,0,0,0
41,0.0208901,0,0,0,0,0.0148739,0,0,0,0,0,0,0.0224265,0.0279042,0.0128149,0.016985,0,0,0.0231445,0,0.0277925,0.0144979,0.0410506,0.0102666,0.00886131,0.00489358,0.0313615,0.0420425,0.00747155,0.00595914,0.00161734,0.0107584,0.0140327,0.00962949,0.0279779,0.0327626,0.0207833,0.0117465,0.0149353,0.0120619,0.0264811,0.0154452,0.0178507,0.0241387,0,0,0.0165226,0,0.0328161,0.0241038,0.037426,0.0188145,0.0144032,0.0184353,0.0292779,0.0241496,0.00899415,0.0137885,0.00766084,0.0105735,0.0131692,0.0343055,0.0120545,0.0122944,0.00737907,0.0209021,0.0349582,0.0159626,0.0159668,0.0209415,0,0,0,0,0,0,0,0
42,0.0207787,0,0,0,0,0.0148095,0,0,0,0,0,0,0.0224152,0.0278717,0.0127683,0.0168567,0,0,0.0231535,0,0.0277927,0.0144475,0.0410144,0.0103229,0.00886288,0.0049056,0.0314162,0.0424076,0.00745352,0.00595919,0.00161332,0.0107285,0.0140554,0.00965377,0.027961,0.0328436,0.0209314,0.0117541,0.014832,0.012145,0.0264627,0.015507,0.0178058,0.024002,0,0,0.0165763,0,0.0328326,0.0240453,0.0374508,0.0188933,0.0143919,0.0184235,0.0293535,0.0240883,0.00895919,0.0138107,0.00769677,0.0105181,0.0131755,0.0342769,0.0121072,0.0123031,0.00748151,0.0208829,0.0349574,0.0160323,0.0159919,0.0208796,0,0,0,0,0,0,0,0
43,0.0206796,0,0,0,0,0.014735,0,0,0,0,0,0,0.0223979,0.0278287,0.0127942,0.0166329,0,0,0.0231586,0,0.0278133,0.0143895,0.0409992,0.0103657,0.00887964,0.00491971,0.0314673,0.0427383,0.00744684,0.00602144,0.00158545,0.0107572,0.0140832,0.00969734,0.0279658,0.0329858,0.0211138,0.0117593,0.0147224,0.0121298,0.0264661,0.0154981,0.0177797,0.0238659,0,0,0.0166523,0,0.0328654,0.0240562,0.0374717,0.0188901,0.0144065,0.0183811,0.029413,0.0240395,0.00889072,0.013819,0.0076648,0.0104681,0.0131537,0.0343083,0.0121039,0.0122937,0.00745174,0.0206878,0.0349737,0.0161171,0.0160074,0.0208166,0,0,0,0,0,0,0,0
44,0.0206041,0,0,0,0,0.0147118,0,0,0,0,0,0,0.0224956,0.0277837,0.0128718,0.0166952,0,0,0.0231468,0,0.0278281,0.0143174,0.0409804,0.010401,0.00891852,0.00494077,0.0315175,0.0430054,0.00741953,0.00609697,0.00155647,0.0108238,0.0141291,0.00973635,0.0279891,0.033074,0.0212919,0.0117667,0.0146057,0.0121194,0.0264436,0.0155261,0.0177508,0.0237906,0,0,0.0166661,0,0.0328649,0.0240143,0.0374757,0.0189149,0.0144582,0.0183313,0.029485,0.0239475,0.00885518,0.0138186,0.00765438,0.0104204,0.0131633,0.0343174,0.0121176,0.0123162,0.00744763,0.0206483,0.0349288,0.0161824,0.01606,0.020757,0,0,0,0,0,0,0,0
45,0.0205487,0,0,0,0,0.0146856,0,0,0,0,0,0,0.02268,0.0278188,0.012879,0.0169219,0,0,0.0231167,0,0.0278607,0.0142912,0.040951,0.0103845,0.00898144,0.00497123,0.0315766,0.0433323,0.00739548,0.00612792,0.00153074,0.0108521,0.0141888,0.00972717,0.0279969,0.0331311,0.0214549,0.0117427,0.0144866,0.0121196,0.0264029,0.0155427,0.0176813,0.0236986,0,0,0.0167022,0,0.0328678,0.0239596,0.0374853,0.0189385,0.0146082,0.0182954,0.0295955,0.023864,0.00885968,0.0138113,0.00765485,0.0103752,0.0131992,0.0343624,0.012121,0.0123466,0.00747933,0.0206672,0.0347872,0.016251,0.0161099,0.020686,0,0,0,0,0,0,0,0
46,0.0204968,0,0,0,0,0.0146139,0,0,0,0,0,0,0.0228174,0.0278705,0.0128476,0.016868,0,0,0.0230861,0,0.027877,0.0143074,0.0409529,0.0103645,0.00902217,0.00499787,0.0316492,0.043608,0.00739335,0.00607573,0.00151414,0.0108627,0.0142361,0.00971373,0.0279887,0.0332355,0.0216124,0.0117192,0.0143617,0.0120065,0.0263674,0.0154186,0.0176645,0.0235986,0,0,0.0167548,0,0.0328599,0.0238467,0.0374797,0.018821,0.0146521,0.0182411,0.029732,0.023805,0.00886418,0.013746,0.00758472,0.0103231,0.0131734,0.0344378,0.0120375,0.0122814,0.00736325,0.0206975,0.0346391,0.0163056,0.0161134,0.0206313,0,0,0,0,0,0,0,0
47,0.0204808,0,0,0,0,0.014612,0,0,0,0,0,0,0.0228359,0.0278917,0.0128744,0.0167729,0,0,0.0230927,0,0.0279256,0.0143014,0.0410016,0.0103277,0.00906724,0.00498769,0.0317861,0.0437679,0.00739373,0.00603548,0.00154796,0.0108722,0.014223,0.00969994,0.027971,0.0333322,0.0216729,0.011737,0.0142314,0.0117771,0.0263526,0.0151319,0.0177804,0.0235608,0,0,0.0167616,0,0.0328498,0.0237252,0.0375094,0.0184809,0.014618,0.0181682,0.0299193,0.0237771,0.00886526,0.0136069,0.00749881,0.010297,0.0130206,0.0345262,0.0118357,0.0120893,0.00712226,0.0206952,0.0344816,0.0163562,0.0161603,0.0206458,0,0,0,0,0,0,0,0
48,0.0204803,0,0,0,0,0.0146066,0,0,0,0,0,0,0.0227744,0.0279047,0.012945,0.0167744,0,0,0.0231065,0,0.0279704,0.0142887,0.0410199,0.010314,0.00907888,0.00498102,0.031917,0.0439983,0.00740422,0.00612029,0.00155164,0.0109168,0.0142464,0.00972035,0.027967,0.03335,0.0216787,0.0117533,0.0140534,0.0118159,0.0263169,0.0152191,0.0178459,0.0235302,0,0,0.0167248,0,0.0328182,0.0236554,0.0375932,0.0185737,0.0144568,0.0182192,0.0300503,0.0237604,0.00886464,0.0137205,0.00759959,0.0103264,0.0130356,0.0345067,0.0118667,0.0121284,0.0071134,0.0206632,0.0343371,0.016402,0.0161919,0.0206584,0,0,0,0,0,0,0,0
49,0.0204856,0,0,0,0,0.0145949,0,0,0,0,0,0,0.0229186,0.0279018,0.0129025,0.0168633,0,0,0.0231333,0,0.0279552,0.0142862,0.0409011,0.0102572,0.00912473,0.00499348,0.0320276,0.0442607,0.007404,0.00613659,0.00154422,0.0109785,0.0143375,0.00974607,0.0279701,0.0335016,0.0217013,0.0117462,0.0139992,0.0118903,0.0262629,0.0153527,0.0178759,0.0234443,0,0,0.0166991,0,0.0327832,0.0236115,0.0376217,0.0187169,0.0143495,0.0182946,0.0301637,0.0237293,0.00886172,0.0138129,0.00777641,0.0103412,0.0131118,0.0344578,0.0119254,0.01221,0.00711531,0.0206294,0.0341436,0.0164469,0.0162214,0.020651,0,0,0,0,0,0,0,0
50,0.0204757,0,0,0,0,0.0145799,0,0,0,0,0,0,0.0230606,0.0279107,0.0129028,0.0169263,0,0,0.0231848,0,0.0279171,0.0143152,0.0408282,0.0101528,0.00917358,0.00498749,0.0321426,0.0444605,0.007439,0.00616936,0.00157259,0.0110016,0.0144143,0.00975618,0.027973,0.0336413,0.0217801,0.0117376,0.0139239,0.0119226,0.0262334,0.0154178,0.0179343,0.0233326,0,0,0.0167315,0,0.0327648,0.0237116,0.0376117,0.0187633,0.0143151,0.0183669,0.0302607,0.023729,0.00887999,0.0138172,0.00779702,0.0103624,0.0131465,0.0344084,0.0119628,0.0122481,0.00713706,0.0206371,0.0338761,0.016483,0.0162243,0.0206077,0,0,0,0,0,0,0,0
51,0.0204776,0,0,0,0,0.0145695,0,0,0,0,0,0,0.0230232,0.0279733,0.0129863,0.016996,0,0,0.0232157,0,0.0278721,0.0143502,0.0407975,0.0101309,0.00920463,0.0049635,0.0322061,0.0446786,0.00748613,0.00628084,0.0015976,0.0110183,0.0144256,0.00978082,0.0279842,0.0337104,0.0219043,0.0117139,0.0139488,0.0119091,0.0262315,0.0154451,0.0179547,0.02326,0,0,0.0167898,0,0.0327857,0.0237989,0.0375864,0.0188022,0.0142913,0.0183826,0.0303594,0.0237669,0.00888191,0.0138115,0.00798219,0.0103708,0.0131658,0.0344116,0.011981,0.0122627,0.00715276,0.0206604,0.0339657,0.0164638,0.0162181,0.0205888,0,0,0,0,0,0,0,0
52,0.0204998,0,0,0,0,0.0145941,0,0,0,0,0,0,0.023034,0.0280156,0.0129385,0.0171073,0,0,0.023249,0,0.0278381,0.0143745,0.0407783,0.0101478,0.00923214,0.00497674,0.032252,0.0448982,0.00750956,0.00635417,0.0016057,0.0110093,0.0144337,0.00978295,0.0279897,0.0337524,0.0220692,0.0117232,0.013939,0.0118996,0.0262373,0.0154539,0.0179668,0.0232574,0,0,0.0167939,0,0.0328345,0.0236842,0.0375773,0.0188678,0.0142564,0.0183868,0.0304532,0.0237967,0.00888154,0.0138124,0.00809854,0.0103747,0.013178,0.0344214,0.0119868,0.0122532,0.00715821,0.0206885,0.0340689,0.0163878,0.0162638,0.0206059,0,0,0,0,0,0,0,0
53,0.0205277,0,0,0,0,0.0146035,0,0,0,0,0,0,0.0231906,0.0280428,0.0128983,0.0172077,0,0,0.0233019,0,0.0278404,0.0143839,0.0407749,0.0101534,0.00926775,0.00498257,0.0322911,0.0450625,0.00750376,0.00636293,0.00160382,0.0109915,0.0144622,0.00976176,0.0279743,0.0337966,0.0221804,0.0117649,0.0139452,0.0119079,0.0262042,0.0154352,0.0179802,0.0232329,0,0,0.0167714,0,0.0327966,0.0235605,0.0375637,0.0188785,0.0141989,0.0183879,0.0305223,0.0238498,0.00889365,0.0138107,0.00809038,0.0103737,0.0131731,0.0344207,0.0119565,0.0122513,0.0071204,0.0206713,0.034088,0.0163522,0.0163151,0.0206214,0,0,0,0,0,0,0,0
54,0.0205307,0,0,0,0,0.0146088,0,0,0,0,0,0,0.0233503,0.0280678,0.0129327,0.0173071,0,0,0.023392,0,0.0278692,0.014394,0.0407406,0.010156,0.00930809,0.00497202,0.0323565,0.0451448,0.00750996,0.00638941,0.00160155,0.0110094,0.0144894,0.00974875,0.027939,0.0338879,0.0222736,0.0117901,0.0138954,0.0119888,0.0261988,0.0154587,0.0179897,0.0231366,0,0,0.0169276,0,0.0328528,0.0236986,0.037559,0.0188641,0.0142125,0.0183752,0.0306152,0.0240835,0.00888424,0.0138195,0.00809996,0.0103509,0.0131992,0.0344324,0.0119616,0.0122931,0.00712425,0.0207784,0.0345563,0.0162643,0.0163299,0.0206097,0,0,0,0,0,0,0,0
55,0.0205941,0,0,0,0,0.0147259,0,0,0,0,0,0,0.023537,0.0281513,0.0130649,0.0174042,0,0,0.0234934,0,0.0278625,0.0144467,0.0406911,0.0101412,0.00936135,0.00493787,0.0324639,0.0452272,0.00753375,0.00637931,0.00162987,0.0110306,0.0144942,0.00971694,0.0279151,0.0340123,0.0223124,0.011761,0.013789,0.0120955,0.026262,0.0155177,0.0179632,0.023101,0,0,0.0172567,0,0.0330676,0.0240035,0.037558,0.0188954,0.0143413,0.0183614,0.0307733,0.024558,0.00883506,0.0138327,0.00813277,0.0103278,0.0132444,0.0344551,0.0119855,0.0123325,0.00715394,0.0209967,0.0355999,0.016085,0.0163957,0.0206425,0,0,0,0,0,0,0,0
56,0.0207011,0,0,0,0,0.0148601,0,0,0,0,0,0,0.0236388,0.0281794,0.0131418,0.0174829,0,0,0.0236248,0,0.0278406,0.0145069,0.0406495,0.0101365,0.00941873,0.00490575,0.0325423,0.0455755,0.00754389,0.0063186,0.00169988,0.0110187,0.0145397,0.00970251,0.0279106,0.0341569,0.0224388,0.0117685,0.0137377,0.0120851,0.0262648,0.0155767,0.017954,0.0232369,0,0,0.0173303,0,0.0330963,0.0239689,0.0375347,0.0189187,0.0143939,0.0183774,0.0309155,0.0246428,0.00881801,0.0138456,0.00814184,0.0103333,0.0132659,0.03445,0.0120305,0.0123616,0.00716946,0.0209911,0.0356817,0.0161071,0.0165623,0.0207487,0,0,0,0,0,0,0,0
57,0.0207518,0,0,0,0,0.0149221,0,0,0,0,0,0,0.0236531,0.0282167,0.0130948,0.0175642,0,0,0.0237118,0,0.027871,0.0145498,0.0406314,0.0101519,0.00949198,0.0048667,0.0326093,0.0457964,0.00755971,0.00634525,0.00175057,0.0110167,0.0145994,0.00970346,0.0278832,0.0342891,0.0224699,0.0118093,0.013721,0.0119614,0.0262645,0.0154831,0.0179623,0.023293,0,0,0.0172631,0,0.0331097,0.0238776,0.0375359,0.0188055,0.0144274,0.0183674,0.0310205,0.0245543,0.00878682,0.0138369,0.00809683,0.0103115,0.0132281,0.0344592,0.0119704,0.0123298,0.00705086,0.0209582,0.035486,0.0161562,0.0166785,0.020811,0,0,0,0,0,0,0,0
58,0.0207839,0,0,0,0,0.014891,0,0,0,0,0,0,0.0236938,0.0284043,0.0130487,0.0176616,0,0,0.0237815,0,0.0280026,0.0146133,0.0406248,0.0101517,0.00954301,0.00481739,0.0326805,0.0458565,0.00757243,0.00626035,0.00180178,0.0110267,0.0146652,0.00972238,0.0278522,0.0344576,0.0224965,0.0118521,0.0137666,0.0117625,0.0262171,0.0153007,0.018015,0.023277,0,0,0.0173034,0,0.0330953,0.0239129,0.0375861,0.0187265,0.0143943,0.0183164,0.0310905,0.0246704,0.00876685,0.0138258,0.00803599,0.010252,0.0131694,0.0344901,0.0118245,0.0122399,0.0067968,0.0210368,0.0357076,0.0160754,0.0166782,0.0208511,0,0,0,0,0,0,0,0
59,0.0209505,0,0,0,0,0.014929,0,0,0,0,0,0,0.0239862,0.0283178,0.0130644,0.0177032,0,0,0.0238826,0,0.0279939,0.0146809,0.0405699,0.010162,0.00960086,0.00475276,0.0328373,0.0458506,0.00759607,0.00623128,0.00183601,0.0110717,0.0147153,0.00973537,0.0278389,0.0346213,0.022497,0.0119133,0.0138031,0.0117472,0.0262311,0.0153067,0.0180748,0.0233836,0,0,0.0174516,0,0.0332018,0.0240666,0.0376246,0.0187887,0.0142966,0.0183133,0.0312158,0.0250317,0.00873429,0.0138519,0.00805994,0.0102417,0.0131682,0.0344501,0.0117922,0.0122145,0.00676401,0.0212886,0.0362607,0.0159739,0.0166955,0.0210322,0,0,0,0,0,0,0,0
60,0.0210993,0,0,0,0,0.0150128,0,0,0,0,0,0,0.0242371,0.0282533,0.0131544,0.0177688,0,0,0.0239795,0,0.0279202,0.0147788,0.0405462,0.0101644,0.00965071,0.00471738,0.0329589,0.0459552,0.00763387,0.00629388,0.00187186,0.0110656,0.0147577,0.00974921,0.027831,0.0347765,0.0225326,0.0119186,0.013819,0.0116008,0.0262775,0.0151785,0.018115,0.0235736,0,0,0.0175602,0,0.0333006,0.0241884,0.0376369,0.0186073,0.0142646,0.0182645,0.0313517,0.0252919,0.00873805,0.0138266,0.00801595,0.0101845,0.0131343,0.0344407,0.0116937,0.012149,0.00654469,0.0215077,0.0365927,0.0159358,0.0167772,0.0212054,0,0,0,0,0,0,0,0
61,0.0212259,0,0,0,0,0.0151071,0,0,0,0,0,0,0.024363,0.0283414,0.0132548,0.0178416,0,0,0.0240389,0,0.0279405,0.0148202,0.0405785,0.0102062,0.0097009,0.00472316,0.0330492,0.0461051,0.00766586,0.00648723,0.00190924,0.0110564,0.0148111,0.0097556,0.0278197,0.0349258,0.0224597,0.011905,0.0137942,0.0115154,0.0262964,0.0151188,0.0181556,0.023765,0,0,0.0175603,0,0.0333309,0.0242323,0.0376451,0.0184416,0.0142737,0.0182532,0.0314824,0.0253583,0.00876022,0.0138097,0.00801877,0.0101812,0.0131078,0.0344691,0.0116508,0.012125,0.00642424,0.0216602,0.0365872,0.01592,0.0169076,0.0213389,0,0,0,0,0,0,0,0
62,0.0213509,0,0,0,0,0.015154,0,0,0,0,0,0,0.0243721,0.0284244,0.0132165,0.0178507,0,0,0.0240793,0,0.0279358,0.0148519,0.0406054,0.0102173,0.00968766,0.00471482,0.0330803,0.0463593,0.00767922,0.00646565,0.00192894,0.0110747,0.0148505,0.00975141,0.0278099,0.0350768,0.0225113,0.0119018,0.0137764,0.0115006,0.0262452,0.0151031,0.0181757,0.0239016,0,0,0.0174341,0,0.0332635,0.0241402,0.037648,0.0184302,0.0142684,0.0182754,0.0315657,0.0252762,0.00870568,0.0138165,0.00806014,0.0102055,0.0131045,0.0344865,0.0116609,0.0121419,0.00638778,0.0216379,0.0362374,0.0159173,0.0169999,0.0214786,0,0,0,0,0,0,0,0
63,0.0214942,0,0,0,0,0.0152019,0,0,0,0,0,0,0.0241373,0.0284869,0.013158,0.0178493,0,0,0.0241098,0,0.0279218,0.0148772,0.0405399,0.0101758,0.00965905,0.00473989,0.0331244,0.0465151,0.00767732,0.00631861,0.00188975,0.0111039,0.0147988,0.00975161,0.0278265,0.0349423,0.0225616,0.0118677,0.0137438,0.0115352,0.0261767,0.0151633,0.0182389,0.0240215,0,0,0.0173481,0,0.0331903,0.0240955,0.037618,0.0185543,0.0142513,0.0183347,0.0316123,0.0253359,0.00860198,0.013871,0.00812246,0.0102786,0.0131355,0.0344748,0.0117328,0.0121928,0.00645706,0.0217184,0.036246,0.0158241,0.0170375,0.0216152,0,0,0,0,0,0,0,0
64,0.0216327,0,0,0,0,0.0152643,0,0,0,0,0,0,0.0238639,0.0285952,0.0131164,0.0178627,0,0,0.0241518,0,0.02784,0.0149008,0.0404038,0.0101115,0.00961431,0.00481811,0.0331966,0.0466524,0.00767898,0.00614131,0.00181143,0.0111029,0.0146708,0.0097535,0.0278873,0.0345127,0.0226487,0.0118113,0.0137029,0.0116851,0.0261701,0.0153631,0.0183066,0.0241724,0,0,0.01732,0,0.0331847,0.0241236,0.0375853,0.0187805,0.0142255,0.0184268,0.0316544,0.0254429,0.00868999,0.0139633,0.00828671,0.0103927,0.0131948,0.0344256,0.011869,0.0122811,0.00662136,0.0217636,0.0363951,0.0157494,0.0170862,0.0217559,0,0,0,0,0,0,0,0
65,0.0217356,0,0,0,0,0.015279,0,0,0,0,0,0,0.0241649,0.0285563,0.0131971,0.0178914,0,0,0.0241789,0,0.0277541,0.0149283,0.0405007,0.0101354,0.00966934,0.00482686,0.0332207,0.046744,0.00766954,0.00618906,0.00184473,0.0111093,0.0147753,0.0097516,0.0278338,0.0348102,0.0227253,0.0118633,0.0136821,0.0116952,0.0261911,0.0153726,0.0183044,0.0243197,0,0,0.0173505,0,0.033208,0.0242203,0.0376276,0.0187398,0.014199,0.0184054,0.0317101,0.0255942,0.0087369,0.0139675,0.00827457,0.0103759,0.0131691,0.0344185,0.0118625,0.0122816,0.00661835,0.0218736,0.0365307,0.0157212,0.017132,0.0218862,0,0,0,0,0,0,0,0
66,0.0218569,0,0,0,0,0.0152551,0,0,0,0,0,0,0.0245182,0.02841,0.0132793,0.0179117,0,0,0.0242065,0,0.0276823,0.0149577,0.0405961,0.010142,0.00967629,0.00477857,0.0332163,0.0469011,0.00770445,0.00630003,0.00191528,0.0111433,0.0149037,0.0097529,0.0277847,0.0352234,0.0227331,0.0119518,0.0136563,0.0114775,0.0262411,0.0151771,0.0182931,0.0244916,0,0,0.0173461,0,0.0332594,0.0243089,0.0376367,0.0185663,0.0141446,0.0183238,0.0317483,0.0256985,0.00870756,0.0139059,0.00817996,0.0102918,0.0131131,0.0344711,0.0117209,0.0122119,0.00636006,0.021915,0.0364901,0.0157653,0.0171514,0.0220313,0,0,0,0,0,0,0,0
67,0.0219867,0,0,0,0,0.0152698,0,0,0,0,0,0,0.0246796,0.0284333,0.0133235,0.0179049,0,0,0.0241889,0,0.0276852,0.0149478,0.0406109,0.0101557,0.00963741,0.00472017,0.033211,0.0470168,0.00773489,0.00639337,0.00197454,0.0111603,0.0149716,0.00976606,0.0277742,0.0354597,0.0226413,0.0119919,0.0136084,0.0113438,0.0262886,0.0150669,0.0182913,0.0246557,0,0,0.0172839,0,0.0333239,0.0243892,0.0376287,0.0184555,0.0141112,0.0182917,0.0317681,0.0257316,0.00867253,0.0139026,0.00816362,0.0102036,0.0131087,0.0344793,0.0116649,0.0121973,0.00620428,0.0219602,0.0364518,0.0158074,0.0172029,0.0221685,0,0,0,0,0,0,0,0
68,0.0220885,0,0,0,0,0.0152798,0,0,0,0,0,0,0.0248651,0.0286673,0.0133406,0.0178876,0,0,0.0241744,0,0.0277568,0.0149139,0.0407062,0.0100726,0.00958589,0.00467353,0.0331664,0.0470656,0.00776823,0.00641713,0.00204147,0.0111436,0.0150295,0.0097535,0.0277449,0.0356868,0.0226684,0.0119651,0.0135325,0.0113363,0.0262556,0.0150583,0.0182833,0.0248129,0,0,0.0172459,0,0.0332979,0.0244509,0.0376516,0.018518,0.0140831,0.0182942,0.0317463,0.0258081,0.00865056,0.0139062,0.00817505,0.0101912,0.0130905,0.0345002,0.0116646,0.0121856,0.00620213,0.0220313,0.0366077,0.0157607,0.0172176,0.0222759,0,0,0,0,0,0,0,0
