Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,x75,x76,,x81,x79
875,0.0165994,0,0,0,0,0.0194412,0,0,0,0,0,0,0.00282079,0.0259598,0.00516234,0.0101826,0,0,0.00848346,0,0.0297344,0.0100635,0.0556178,0.00932303,0.0105817,0.00411844,0.00834453,0.01432,0.00716067,0.00512832,0.00546809,0.00280624,0.0032825,0.00358274,0.0258413,0.00991499,0.00643176,0.0124538,0.0176354,0.0208059,0.0396228,0.006115,0.10615,0.0112153,0,0,0.0303824,0,0.0422855,0.0218616,0.0293793,0.00315133,0,0.011498,0.00857807,0.00578331,0.00970874,0.01956,0.0101317,0.0103403,0.00431261,0.030626,0.00361564,0.00556454,0.0273317,0.0133484,0.00997346,0.0161826,0.0241593,0.0163087,0,0,0,0,0,0,0,0,0
876,0.0176397,0,0,0,0,0.0186017,0,0,0,0,0,0,0.00251139,0.025724,0.00518821,0.0103173,0,0,0.00997118,0,0.0297123,0.010312,0.0557276,0.00921582,0.0104701,0.00434391,0.00825096,0.0141192,0.00727265,0.00528,0.00544933,0.00282951,0.00313969,0.00348804,0.025796,0.00927747,0.00795506,0.0123101,0.0179099,0.0203553,0.0399697,0.00636139,0.105835,0.0125689,0,0,0.0308268,0,0.0429415,0.022054,0.0292149,0.00282853,0,0.0113949,0.00873414,0.00548277,0.00963924,0.0192829,0.00995554,0.0106153,0.00418515,0.0304454,0.00354441,0.00535309,0.0264515,0.0139522,0.0105182,0.0166748,0.0236402,0.0170875,0,0,0,0,0,0,0,0,0
877,0.0187841,0,0,0,0,0.0174307,0,0,0,0,0,0,0.00223809,0.0255059,0.00514949,0.0104652,0,0,0.0116332,0,0.0298246,0.0106407,0.0558466,0.00924319,0.0103626,0.00456781,0.0081734,0.0141896,0.00731307,0.00539383,0.00542945,0.00293356,0.00310849,0.00342012,0.0258089,0.00861007,0.00983277,0.0123191,0.0181714,0.0195584,0.040281,0.00655126,0.105423,0.0142257,0,0,0.0314843,0,0.0433479,0.0223299,0.029123,0.00246896,0,0.0109822,0.00874742,0.00529571,0.0095371,0.0190012,0.00977624,0.0112029,0.00394779,0.0303104,0.00354068,0.00499885,0.0254156,0.0148082,0,0.0173173,0.0226662,0.0178898,0,0,0,0,0,0,0,0,0
878,0.0195676,0,0,0,0,0.0166565,0,0,0,0,0,0,0.00213292,0.0251723,0.00517898,0.0105376,0,0,0.0125878,0,0.0298722,0.0107204,0.0560305,0.00921374,0.0103816,0.00479408,0.00822877,0.0144359,0.00743559,0.00555325,0.00547872,0.00306307,0.00316156,0.00338708,0.0258497,0.00789006,0.0111173,0.0123783,0.0188846,0.0187812,0.0404468,0.0067877,0.105183,0.0157956,0,0,0.0318772,0,0.0437317,0.022483,0.0290077,0.00263227,0,0.0106035,0.00883716,0.00545926,0.00948405,0.0188044,0.00974743,0.0114836,0.00377655,0.0302497,0.00352288,0.00484912,0.0242206,0.0153446,0,0.0176142,0.0220012,0.0185004,0,0,0,0,0,0,0,0,0
879,0.0210496,0,0,0,0,0.0162232,0,0,0,0,0,0,0.00216808,0.0248134,0.00530738,0.0105064,0,0,0.0147101,0,0.0302518,0.0117203,0.0562803,0.00912184,0.0105126,0.00503267,0.00831839,0.0155008,0.00774878,0.00584939,0.00567963,0.003228,0.00331205,0.00334139,0.025912,0.00712707,0.0131499,0.0123079,0.0196972,0.0179358,0.0404977,0.00706148,0.10504,0.0179165,0,0,0.032168,0,0.0438212,0.022607,0.0289152,0.0033081,0,0.0104123,0.0088492,0.00575311,0.00943308,0.0186575,0.00981306,0.0113955,0.00373322,0.0302116,0.00355193,0.0048561,0.0229442,0.0160455,0,0.017878,0.0215342,0.0198565,0,0,0,0,0,0,0,0,0
880,0.0234821,0,0,0,0,0.0163689,0,0,0,0,0,0,0.00217552,0.0244475,0.00542323,0.0105102,0,0,0.0192788,0,0.0308872,0.0140699,0.0565982,0.00902863,0.0106499,0.00517907,0.00840351,0.0175996,0.00807524,0.00611018,0.00586146,0.00333156,0.00344902,0.00326992,0.0259863,0.00639302,0.0165908,0.0122768,0.0209443,0.0169394,0.0403576,0.00718675,0.104766,0.0207313,0,0,0.0327351,0,0.0438083,0.0228418,0.0288739,0.00388373,0,0.00999635,0.00885283,0.00612799,0.00929397,0.0184839,0.00978116,0.0112386,0.0036873,0.0301951,0.00360996,0.0047569,0.0215424,0.0172442,0,0.017845,0.0212402,0.0222894,0,0,0,0,0,0,0,0,0
881,0.0243241,0,0,0,0,0.0165967,0,0,0,0,0,0,0.00249221,0.0241383,0.00517695,0.0104902,0,0,0.0206686,0,0.0312201,0.0146497,0.0569744,0.00897617,0.0107231,0.00530235,0.00832791,0.0181674,0.00828955,0.00625845,0.00596755,0.00341598,0.00352011,0.00324563,0.0260413,0.00553782,0.0177023,0.0124724,0.0213388,0.0158317,0.040157,0.00737635,0.104632,0.021513,0,0,0.0331405,0,0.0440348,0.023098,0.0288149,0.00451279,0,0.00965813,0.00884429,0.0065112,0.00905161,0.0182988,0.00960096,0.0110269,0.0036389,0.0301711,0.00363393,0.00467903,0.0200222,0.017698,0.0126843,0.0171786,0.0214807,0.0231792,0,0,0,0,0,0,0,0,0
882,0.0251074,0,0,0,0,0.0167603,0,0,0,0,0,0,0.00277049,0.0238949,0.00505776,0.0105488,0,0,0.0218146,0,0.0311144,0.0152483,0.0573401,0.00902301,0.0105372,0.00548898,0.00823012,0.0189705,0.00834491,0.00628628,0.00611919,0.00354224,0.00364484,0.00325688,0.026115,0.00475481,0.0190562,0.0125515,0.0221509,0.014533,0.0399627,0.00740618,0.104282,0.0223712,0,0,0.0333489,0,0.0439561,0.0232397,0.0288757,0.00458625,0,0.00916168,0.00891619,0.00676838,0.00879502,0.018118,0.00931511,0.0108833,0.00360441,0.0302262,0.00367701,0.00475258,0.0185675,0.0182519,0,0.0171802,0.0211995,0.0240016,0,0,0,0,0,0,0,0,0
883,0.0260396,0,0,0,0,0.0170739,0,0,0,0,0,0,0.00322939,0.0236441,0.00513388,0.0105318,0,0,0.0227017,0,0.0313421,0.015938,0.0577252,0.00904677,0.0104517,0.00570913,0.00797702,0.0193282,0.00838806,0.00631132,0.00624336,0.0036912,0.00374951,0.00325578,0.0261515,0.00390171,0.019873,0.0127529,0.0229386,0.0134503,0.0397599,0.00754458,0.104113,0.022955,0,0,0.0332761,0,0.0441707,0.0230888,0.0288684,0.00495286,0,0.00925641,0.00861667,0.0071625,0.00866729,0.018276,0,0.0106238,0.00357565,0.0301211,0.00359847,0.00472042,0.0167952,0.018536,0.0129352,0.0162695,0.0214331,0.0245457,0,0,0,0,0,0,0,0,0
884,0.0273402,0,0,0,0,0.0173371,0,0,0,0,0,0,0.00406977,0.023349,0.00543786,0.0105209,0,0,0.0235725,0,0.0318727,0.0165483,0.0579143,0.00913286,0.0104299,0.00585256,0.00790227,0.0197585,0.00831436,0.00622364,0.00642542,0.00391406,0.00392481,0.00330341,0.0262442,0.00328444,0.0205139,0.0132042,0.023535,0.0125306,0.0396522,0.00768858,0.104028,0.0235087,0,0,0.0332658,0,0.0442163,0.0230146,0.0289415,0.00518493,0,0.00879028,0.00848204,0.0075871,0.00842188,0.0179187,0.00881357,0.0104217,0.0035538,0.0303692,0.00378838,0.00470836,0.0152067,0.0188276,0.0129549,0.0158021,0.0217557,0.0247147,0,0,0,0,0,0,0,0,0
885,0.0277814,0,0,0,0,0.0176275,0,0,0,0,0,0,0.00482765,0.022989,0.00539081,0.0105805,0,0,0.0245152,0,0.0325999,0.0170849,0.0581318,0.00919642,0.0104337,0.00595783,0.00800619,0.0202131,0.00825707,0.00608992,0.00649114,0.00409316,0.00405656,0.00339327,0.0263046,0.0029553,0.0211004,0.0140808,0.0239153,0.0117787,0.0395975,0.00792543,0.103907,0.0238017,0,0,0.033289,0,0.0443311,0.0229282,0.0290089,0.00535717,0,0.00866877,0.00836603,0.00785397,0.00822098,0.017764,0.00859773,0.0102178,0.0034776,0.0304185,0.00384369,0.00455307,0.0134209,0.0190706,0.0127453,0.0152903,0.0221399,0.0250562,0,0,0,0,0,0,0,0,0
886,0.0274157,0,0,0,0,0.0178805,0,0,0,0,0,0,0.00535872,0.0226263,0.00518011,0.0105719,0,0,0.0255318,0,0.0332597,0.0176205,0.0583471,0.0092035,0.0104232,0.00606749,0.00802467,0.020593,0.0082754,0.00599639,0.00647631,0.00419051,0.0041398,0.00347528,0.0262803,0.00285022,0.0216618,0.0151798,0.0241272,0.0111726,0.0395883,0.00820956,0.103784,0.0238772,0,0,0.0332416,0,0.0444799,0.0227371,0.0290462,0.00555793,0,0.00880104,0.00820241,0.00808466,0.0079927,0.0179245,0,0.00995483,0.00327697,0.0302575,0.00378664,0.00431043,0.0117974,0.0192726,0.0123816,0.0146411,0.02252,0.0254009,0,0,0,0,0,0,0,0,0
887,0.0275362,0,0,0,0,0.0183109,0,0,0,0,0,0,0.00588566,0.0222875,0.00524628,0.0107263,0,0,0.0267245,0,0.0337933,0.0182655,0.0584886,0.00919711,0.0104012,0.00615228,0.00804106,0.0211443,0.00829131,0.00591893,0.00646925,0.0042793,0.00420248,0.00352927,0.0262502,0.00298704,0.0224565,0.016443,0.0241497,0.0107892,0.0396133,0.00858707,0.103746,0.0237927,0,0,0.0332923,0,0.0447221,0.0225041,0.0291163,0.00581759,0,0.00828103,0.00803463,0.00816206,0.00779547,0.017654,0.00839431,0.00978805,0.00321915,0.0304287,0.00404787,0.00424909,0.0108293,0.0194334,0.0118993,0.0139024,0.0230543,0.0256287,0,0,0,0,0,0,0,0,0
888,0.0145371,0,0,0,0,0.0130219,0,0,0,0,0,0,0.00673439,0.0146733,0.00512566,0.010806,0,0,0.00942331,0,0,0.0084628,0.0587695,0.00907539,0.00977808,0.00624062,0.00649766,0.0202999,0.00831187,0.00596635,0.00643426,0.00433229,0.00420137,0.0035108,0.026179,0.0035137,0.0163874,0.0128095,0.0120401,0.0101727,0.0399454,0.00894448,0.104493,0.012871,0,0,0.0327244,0,0.0452494,0.0222478,0.0293173,0.00593578,0,0.00858861,0.00619218,0.00795304,0.00798341,0.0178427,0.00857677,0.00977824,0.00316317,0.0304194,0.00427501,0.00421025,0.0103816,0.0154961,0.0105886,0.0137289,0.0199308,0.0147747,0,0,0,0,0,0,0,0,0
889,0.0296662,0,0,0,0,0.019475,0,0,0,0,0,0,0.00690474,0.02182,0.00504633,0.0113724,0,0,0.0295876,0,0.0337106,0.02015,0.0590577,0.00902928,0.0102743,0.00625243,0.00771768,0.0223629,0.00841214,0.00596213,0.00643283,0.00430257,0.00413117,0.0036009,0.0261228,0.00368457,0.0246276,0.0181842,0.0225779,0.0101765,0.0396753,0.00920063,0.103747,0.0246181,0,0,0.0339573,0,0.0452211,0.022104,0.0292344,0.00578258,0,0.00848508,0.00785039,0.00822481,0.00808936,0.0176938,0.00833387,0.0096639,0.00349029,0.0308566,0.00454387,0.00430355,0.0102025,0.0199003,0.0103716,0.0124541,0.0237612,0.0264294,0,0,0,0,0,0,0,0,0
890,0.0306173,0,0,0,0,0.0201032,0,0,0,0,0,0,0.00741583,0.0216565,0.00487534,0.0113314,0,0,0.0308161,0,0.0335755,0.020686,0.0593938,0.00893482,0.0101833,0.00632389,0.00740928,0.0227449,0.00850248,0.0061857,0.00644271,0.0042859,0.00411076,0.00362524,0.0260353,0.00424919,0.0257871,0.0191486,0.0219311,0.0108155,0.0397181,0.00938179,0.103849,0.0250455,0,0,0.0343443,0,0.0454553,0.0218985,0.0291835,0.00555542,0,0.00870703,0.0077187,0.00875929,0.00806876,0.017957,0,0.0095979,0.00351468,0.0309342,0.00457879,0.0041373,0.0100197,0.0201074,0.0095983,0.0117404,0.0236913,0.0267127,0,0,0,0,0,0,0,0,0
891,0.0138181,0,0,0,0,0.0134519,0,0,0,0,0,0,0.00825537,0.0174466,0.00469655,0.0107996,0,0,0.00811993,0,0,0.00822524,0.0595838,0.00886686,0.00947987,0.00635159,0.00601093,0.0209809,0.00851021,0.00671844,0.00637682,0.00435243,0.00415481,0.00358943,0.026001,0.0051886,0.0162402,0.0156417,0.0101819,0.0114222,0.0401262,0.00979255,0.104929,0.0112304,0,0,0.0337911,0,0.0458714,0.0217211,0.029247,0.00557173,0,0.00896282,0.00605924,0.00832772,0.00817452,0.0179828,0.00861008,0.00976122,0.00346052,0.0310005,0.00485671,0.00413302,0.0111999,0.0150333,0.00826166,0.0116306,0.0205653,0.01359,0,0,0,0,0,0,0,0,0
892,0.030169,0,0,0,0,0.0198907,0,0,0,0,0,0,0.00838267,0.021833,0.00457585,0.0111211,0,0,0.0325064,0,0.0329389,0.0214087,0.0597601,0.00887787,0.00992788,0.00642713,0.00746945,0.0226352,0.00864127,0.0068308,0.00647718,0.00440553,0.00412345,0.00363695,0.0260016,0.00549428,0.0271952,0.020902,0.020469,0.0122508,0.0397269,0.00992899,0.104155,0.0256088,0,0,0.0346575,0,0.0454493,0.0213867,0.0290599,0.00531902,0,0.008933,0.00777548,0.00866883,0.00806543,0.0179139,0.00821828,0.00970024,0.00394656,0.0314202,0.0051764,0.00466226,0.01279,0.020259,0.00853092,0.0105426,0.02457,0.0270821,0,0,0,0,0,0,0,0,0
893,0.017609,0,0,0,0,0.0165036,0,0,0,0,0,0,0.00897309,0.021933,0.00426696,0.0108645,0,0,0.0104913,0,0.0331479,0.00809967,0.0599328,0.00887423,0.00947474,0.00644159,0.00655787,0.0206506,0.00866317,0.00692636,0.00633765,0.00445501,0.00420814,0.003628,0.0259642,0.00632322,0.0180543,0.024999,0.0114154,0.0134067,0.039908,0.0101508,0.104915,0.0145355,0,0,0.0341595,0,0.0457033,0.0212305,0.0289988,0.00518007,0,0.00944792,0.00663185,0.00894128,0.00828703,0.0181871,0.00826581,0.00963036,0.00421858,0.0314979,0.00546181,0.00498532,0.0144631,0.016015,0,0.0105081,0.0241618,0.0170507,0,0,0,0,0,0,0,0,0
894,0.017337,0,0,0,0,0.0166292,0,0,0,0,0,0,0.0092089,0.0222523,0.00430033,0.0108408,0,0,0.0106183,0,0.0328126,0.00825465,0.060092,0.00882912,0.00937326,0.00639871,0.00645305,0.020655,0.00868664,0.00697219,0.00625678,0.00445771,0.00476734,0.00346505,0.025917,0.00686361,0.0181414,0.0250935,0.0106612,0.0146535,0.0398538,0.0103585,0.105168,0.0143545,0,0,0.0341184,0,0.0456776,0.0211205,0.0288538,0.004797,0,0.00967907,0.0063969,0.00947407,0.00833599,0.0184036,0.00855264,0.00955178,0.00457461,0.0317729,0.00577951,0.00535792,0.0163572,0.0161211,0.00790231,0.01012,0.0245112,0.0170734,0,0,0,0,0,0,0,0,0
895,0.0171019,0,0,0,0,0.0168591,0,0,0,0,0,0,0.00948184,0.0226798,0.00425264,0.0107896,0,0,0.010644,0,0.0319314,0.00827261,0.0602418,0.00873593,0.00923744,0.00630208,0.0063976,0.0207239,0.00871757,0.00704559,0.00624124,0.00443165,0.00600103,0.00327703,0.0258799,0.0072446,0.0180581,0.024754,0.0108184,0.0158737,0.0397349,0.0105223,0.105337,0.0145965,0,0,0.0338186,0,0.0456185,0.0209463,0.0287418,0.00450605,0,0.0103201,0.00631592,0.00987717,0.00854809,0.0189021,0,0.00947443,0.00494429,0.0318953,0.0059564,0.00577884,0.0179722,0.016131,0,0.0096778,0.0248659,0.0170519,0,0,0,0,0,0,0,0,0
896,0.0168903,0,0,0,0,0.0168508,0,0,0,0,0,0,0.0100937,0.0229191,0.00415449,0.0106848,0,0,0.0109885,0,0.0309639,0.00841998,0.0603178,0.0087621,0.00908957,0.00617065,0.00615589,0.0209897,0.00874907,0.00719508,0.0061837,0.00451912,0.00616394,0.00329028,0.0258848,0.00785868,0.0181848,0.0242366,0.0112427,0.0168612,0.0397058,0.0105592,0.105662,0.0150166,0,0,0.0333963,0,0.0456377,0.020897,0.0286622,0.00403451,0,0.0100052,0.0061638,0.0101121,0.00865001,0.0188478,0.00885845,0.00931502,0.00498426,0.0322523,0.00638349,0.00598396,0.0197945,0.0162992,0.0073443,0.0095373,0.0250415,0.0171623,0,0,0,0,0,0,0,0,0
897,0.0214808,0,0,0,0,0.0153892,0,0,0,0,0,0,0.0108193,0.0254427,0.00413076,0.0104815,0,0,0.0137072,0,0.0217357,0.013304,0.0602634,0.00896426,0.00875574,0.00604457,0.00621864,0.0282853,0.00875405,0.00738552,0.00611839,0.00475454,0.00511388,0.00347441,0.0260035,0.00863837,0.0218372,0,0.0202832,0.0177765,0.0394065,0.0107108,0.106021,0.019725,0,0,0.0328882,0,0.0453857,0.0202265,0.0287853,0.00363427,0,0.0102796,0.0060362,0.00774813,0.00857331,0.0190984,0.0091464,0.00926149,0.00499272,0.0323348,0.00669186,0.00607064,0.0210585,0.018337,0,0.00901827,0.0222841,0.0209162,0,0,0,0,0,0,0,0,0
898,0.021375,0,0,0,0,0.0151397,0,0,0,0,0,0,0.0115401,0.0256835,0.00390082,0.0104836,0,0,0.013551,0,0.0217035,0.0133079,0.0603894,0.00900764,0.00861815,0.00613806,0.00602702,0.0290031,0.00890532,0.00771982,0.00609609,0.00486032,0.0047364,0.00355866,0.0259448,0.00948583,0.0220371,0,0.0204832,0.0186995,0.0393812,0.0108355,0.106253,0.0196321,0,0,0.0325245,0,0.0453083,0.0200046,0.0287949,0.00334769,0,0.0104608,0.00552645,0.00798484,0.00852541,0.0192552,0.00933349,0.00919043,0.00499899,0.0324556,0.00693878,0.00609027,0.0220308,0.0184072,0.00772339,0.00916631,0.0222883,0.020875,0,0,0,0,0,0,0,0,0
899,0.0212837,0,0,0,0,0.0150114,0,0,0,0,0,0,0.0121034,0.0258553,0.00389668,0.0104765,0,0,0.0131705,0,0.0215498,0.0133692,0.0604948,0.00908265,0.00850967,0.00633456,0.00607701,0.0297857,0.00909242,0.00787428,0.00610962,0.00498326,0.00494544,0.00351267,0.0259047,0.010254,0.0220878,0,0.0203716,0.0194258,0.0393375,0.0109831,0.106391,0.0192714,0,0,0.0321605,0,0.0453236,0.0196959,0.0287295,0.00334917,0,0.0105702,0.00488087,0.0083305,0.00863402,0.0193664,0.00945175,0.00909629,0.00489221,0.0325404,0.00709519,0.00594362,0.0226498,0.0184271,0.007762,0.00900203,0.0233072,0.02086,0,0,0,0,0,0,0,0,0
900,0.0214204,0,0,0,0,0.0150642,0,0,0,0,0,0,0.0126631,0.0260185,0.00386838,0.0104507,0,0,0.012872,0,0.0212998,0.0134576,0.0606248,0.00926758,0.00844316,0.00656971,0.00619029,0.0302872,0.0093588,0.00784901,0.00619758,0.00521795,0.00532024,0.00349067,0.025905,0.0110808,0.022086,0,0.0201222,0.0200355,0.0393002,0.0112312,0.10659,0.0195752,0,0,0.0318404,0,0.0453181,0.0194623,0.0286014,0.00367794,0,0.0105419,0.00474342,0.0087168,0.00871044,0.0193655,0.00945584,0.00904102,0.00480796,0.0324574,0.00727347,0.00576106,0.0228323,0.0184638,0.00778953,0.00893464,0.0247013,0.0210487,0,0,0,0,0,0,0,0,0
901,0.0209377,0,0,0,0,0.0161012,0,0,0,0,0,0,0.0133505,0.0262116,0.00397817,0.0102989,0,0,0.0128527,0,0.0210535,0.01339,0.0607537,0.00946399,0.00815144,0.00684619,0.00587641,0.027662,0.00964488,0.00814283,0.00634875,0.00550794,0.00572696,0.00355295,0.025876,0.0120568,0.0214756,0,0.0197325,0.0202899,0.0393597,0.0114902,0.107229,0.0194361,0,0,0.0312354,0,0.0452487,0.0190296,0.0285678,0.00412564,0,0.0103826,0.0041999,0.00917827,0.00851952,0.0193429,0.00938689,0.00891966,0.00469316,0.032412,0.00741965,0.00557134,0.0231478,0.0178402,0.00790935,0.00892026,0.0212642,0.0214337,0,0,0,0,0,0,0,0,0
902,0.018819,0,0,0,0,0.0205882,0,0,0,0,0,0,0.0139092,0.0262402,0.0038456,0.0105226,0,0,0.0119324,0,0.0210636,0.0125862,0.0610576,0.0095317,0.00807188,0.00715299,0.00563093,0.0214527,0.0100441,0.00876969,0.00651562,0.00577889,0.00600034,0.00355967,0.0256985,0.0129028,0.0195242,0,0.0199105,0.020643,0.0393183,0.0116406,0.107222,0.0193575,0,0,0.0301995,0,0.0452354,0.0185074,0.0284919,0.00447673,0,0.00998377,0.00387199,0.0142973,0.00844931,0.0193069,0.00917895,0.00874179,0.00451401,0.0324571,0.00745302,0.00528232,0.0234466,0.0169557,0,0.00850708,0,0.0210823,0,0,0,0,0,0,0,0,0
903,0.0189365,0,0,0,0,0.0210929,0,0,0,0,0,0,0.0142441,0.0264135,0.00374391,0,0,0,0.011651,0,0.021169,0.0125843,0.0614034,0.00965311,0.00741729,0.00755873,0.00609305,0.0202212,0.0106302,0.00935041,0.00679785,0.0059244,0.00618886,0.0034968,0.0255173,0.0132748,0.0191074,0,0.0203147,0.0207857,0.0393863,0.0119337,0.10786,0.0194375,0,0,0.0295626,0,0.0452452,0.0179895,0.0280943,0.00529852,0,0.00961667,0.00300693,0.0135957,0.00845069,0.0190724,0.00876196,0.00847526,0.00462679,0.0326968,0.00756251,0.00524674,0.0232695,0.0165504,0,0.00850956,0,0.0209647,0,0,0,0,0,0,0,0,0
904,0.0254444,0,0,0,0,0.0320655,0,0,0,0,0,0,0.0166431,0.0265339,0.00359064,0.0160848,0,0,0.00892693,0,0.0215573,0.0112125,0.0632604,0.0106677,0.00660519,0.00874984,0.0187777,0.0123562,0.0121002,0.0116989,0.00758174,0.00684036,0.00758147,0.00336453,0.025303,0.0168933,0.0131074,0,0.0203596,0.0200881,0.0398363,0.0121169,0.115627,0.0186121,0,0,0.0274695,0,0.0453366,0.0157633,0.0271023,0.00684807,0,0.00680467,0.0193451,0.00957457,0.007619,0.0177058,0,0.00730546,0.00638516,0.0347088,0.00832345,0.00665838,0.0223792,0.0133767,0,0.00876531,0.0864803,0.0277926,0,0,0,0,0,0,0,0,0
905,0.0265476,0,0,0,0,0.033694,0,0,0,0,0,0,0.0177739,0.0265872,0.00358058,0.0178015,0,0,0.00790034,0,0.0216274,0.0107439,0.0637609,0.0111181,0.00704972,0.00923825,0.0223462,0.0130303,0.0127451,0.012572,0.00796319,0.00724955,0.00815318,0.00340503,0.0251272,0.018238,0.0123236,0,0.0196896,0.0197383,0.0399235,0.0123121,0.117519,0.0189732,0,0,0.0272412,0,0.045366,0.015446,0.0269954,0.00759628,0,0.00488204,0.0230731,0.00960004,0.00737453,0.0169084,0.00531241,0.00706672,0.00608807,0.0349494,0.00849857,0.00609763,0.0222976,0.0136812,0,0.00884292,0.0925143,0.0298746,0,0,0,0,0,0,0,0,0
906,0.0264504,0,0,0,0,0.0334341,0,0,0,0,0,0,0.0184208,0.02679,0.00369535,0.0178839,0,0,0.00788335,0,0.0216885,0.0107407,0.0638355,0.0114001,0.00708967,0.00958189,0.0225751,0.012641,0.0129895,0.0128426,0.008192,0.00750126,0.00847246,0.00349081,0.0249766,0.0190487,0.012587,0,0.0193351,0.0196992,0.0399433,0.0125239,0.117804,0.0189494,0,0,0.0271333,0,0.0454339,0.0154278,0.0270841,0.00799097,0,0.00451914,0.0232757,0.00987323,0.00708093,0.0167636,0.00507311,0.00683488,0.00554359,0.0344749,0.00840653,0.00556774,0.0223239,0.0140514,0,0.0087981,0.0906145,0.0299452,0,0,0,0,0,0,0,0,0
907,0.0264082,0,0,0,0,0.033491,0,0,0,0,0,0,0.019033,0.0268158,0.00386168,0.017416,0,0,0.00801429,0,0.0214632,0.0107832,0.0638392,0.0116018,0.00711417,0.0101365,0.0224921,0.0124219,0.0130676,0.0129375,0.00840906,0.00765989,0.00872701,0.00343696,0.0248343,0.0198251,0.0128437,0,0.0192767,0.0192568,0.0399539,0.0123541,0.117892,0.0195071,0,0,0.0270472,0,0.0454847,0.0154376,0.0271495,0.00781225,0,0.00440719,0.0229806,0.010435,0,0.0167642,0.00498521,0.00671886,0.00492613,0.0340151,0.00800537,0.00494669,0.0218951,0.0142149,0,0.00876875,0.0892751,0.0298319,0,0,0,0,0,0,0,0,0
908,0.0263906,0,0,0,0,0.03357,0,0,0,0,0,0,0.019874,0.0267501,0.00398304,0.0172233,0,0,0.00793857,0,0.0213191,0.0108002,0.0639211,0.01181,0.00716775,0.0107846,0.0228108,0.0119078,0.0130627,0.0129427,0.00855695,0.00786111,0.00898715,0.00340326,0.0246452,0.0207226,0.0129515,0,0.01947,0.0192766,0.0399378,0.0121775,0.11805,0.0197345,0,0,0.0270246,0,0.0455065,0.0155041,0.0272442,0.00751965,0,0.00422442,0.0230384,0.0107544,0.00633923,0.0166458,0.0048675,0.00656543,0.00438838,0.0336918,0.0076942,0.00432749,0.0219621,0.0144053,0,0.00880754,0.0895789,0.0297974,0,0,0,0,0,0,0,0,0
909,0.0263679,0,0,0,0,0.03372,0,0,0,0,0,0,0.0206566,0.0267959,0.00415461,0.0171851,0,0,0.00807044,0,0.0213747,0.0108858,0.0640063,0.0120813,0.00727966,0.0110373,0.023236,0.0113599,0.0130855,0.0129458,0.00869772,0.00810332,0.00925329,0.00337457,0.0244979,0.0215501,0.013196,0,0.0197995,0.0191722,0.039909,0.0119947,0.118266,0.0198331,0,0,0.027034,0,0.0454996,0.0155872,0.0273069,0.00747255,0,0.00399615,0.0232972,0.010969,0.00592493,0.0165745,0.00477203,0.00640205,0.00374554,0.0332653,0.00732177,0.00363731,0.0221093,0.0145438,0,0.00885205,0.0901104,0.0300404,0,0,0,0,0,0,0,0,0
910,0.0291727,0,0,0,0,0.0342466,0,0,0,0,0,0,0.0214892,0.0267858,0.00425897,0.0175316,0,0,0.00834611,0,0.0213401,0.0110647,0.0642804,0.0123648,0.00774693,0.0113188,0.0249058,0.0112705,0.0132723,0.0132245,0.00895545,0.00833758,0.00963065,0.00340422,0.0242316,0.0225553,0.0138577,0,0.0193317,0.0195641,0.0399783,0.0119267,0.11877,0.0190624,0,0,0.0270853,0,0.0457413,0.0151582,0.0273296,0.00789273,0,0.00367467,0.0250083,0.00602087,0.00536956,0.0164583,0.00467219,0.00642593,0.00294204,0.0326415,0.00686802,0.00259674,0.0225866,0.01259,0,0.00865139,0.0913635,0.031359,0,0,0,0,0,0,0,0,0
911,0.026118,0,0,0,0,0.0335578,0,0,0,0,0,0,0.0217302,0.0266801,0.00454104,0.0172281,0,0,0.00793443,0,0.0212508,0.0109248,0.0641178,0.0128456,0.00754319,0.0114427,0.0239978,0.0101939,0.0132941,0.013227,0.00904946,0.00833956,0.00966776,0.00331425,0.0243412,0.0229421,0.0152917,0,0.0192357,0.0197785,0.0398003,0.0115809,0.118561,0.0190695,0,0,0.0271056,0,0.0454174,0.0157582,0.0273807,0.00807434,0,0.00337493,0.024044,0.011158,0.00507284,0.0163064,0.00450571,0.00656362,0.00252798,0.0322937,0.00635268,0.00208934,0.0230687,0.0149025,0,0.00901383,0.0912198,0.0295162,0,0,0,0,0,0,0,0,0
