Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,x75,x76,,x81,x79
1454,0.00907129,0,0,0,0,0.00779703,0,0,0,0,0,0,0.0308456,0.0216566,0.0106172,0.00928585,0,0,0.0663292,0,0.0330096,0,0.0479444,0.0177937,0.0101062,0.0210319,0.0054211,0.0257108,0.0156218,0.0188904,0.0211893,0.0120723,0.0138718,0.00592224,0.0224136,0.0434624,0.0496789,0.0101521,0.0119542,0.0123001,0.0445834,0.0102845,0.109805,0.00883792,0,0,0.0146823,0,0.0477234,0.0112841,0.0300258,0.0189397,0,0.0144661,0.00779067,0.0224962,0,0.0213144,0.0119126,0.0121082,0.0197834,0.0419014,0.0146728,0.0245622,0.0184414,0.015208,0.00918648,0.00726412,0,0.00892377,0,0,0,0,0,0,0,0,0
1455,0.00925547,0,0,0,0,0.00851691,0,0,0,0,0,0,0.0238183,0.0218004,0.00588552,0.00966299,0,0,0.0661063,0,0.0329289,0,0.0472996,0.00782747,0.0108815,0.00807163,0.00458392,0.0260201,0.0100891,0.00852156,0.00966593,0.0042521,0.00736448,0.00275354,0.023368,0.0359369,0.0496372,0.0101772,0.0119266,0.0124584,0.0445695,0.0101089,0.109271,0.00906746,0,0,0.0146567,0,0.0477658,0.0111128,0.0307087,0.0179797,0,0.0143874,0.00782797,0.0216027,0,0.0214645,0.0120601,0.012003,0.0194345,0.0417723,0.0145843,0.0239928,0.018095,0.0147028,0.00930989,0.00718276,0,0.00923562,0,0,0,0,0,0,0,0,0
1456,0.00899379,0,0,0,0,0.00901492,0,0,0,0,0,0,0.0199574,0.0218639,0.00488902,0.00993772,0,0,0.065922,0,0.0329742,0,0.047145,0.00443383,0.0113159,0.00292714,0.00428322,0.0260281,0.00809644,0.00508411,0.00465875,0.00231497,0.00515341,0.00321381,0.0240841,0.0315612,0.0495455,0.0102857,0.0119155,0.0126099,0.0445449,0.0101633,0.108956,0.00887327,0,0,0.0147931,0,0.0477498,0.0111645,0.0311767,0.0170771,0,0.0140283,0.00760432,0.0213757,0,0.0213128,0.0119733,0.0115447,0.018907,0.0415989,0.0144117,0.0231731,0.0176139,0.0146019,0.00923695,0.00715738,0,0.00892977,0,0,0,0,0,0,0,0,0
1457,0.00886805,0,0,0,0,0.0102451,0,0,0,0,0,0,0.0131746,0.0218378,0.00618485,0.0103017,0,0,0.0658466,0,0.0330154,0,0.0473093,0.00529733,0.011971,0.00792809,0.00397535,0.0265851,0.00659589,0.00746054,0.0048445,0.00663382,0.00522189,0.00547339,0.0259048,0.0238464,0.0495352,0.0104684,0.0118625,0.012781,0.0444746,0.00963058,0.108593,0.00904962,0,0,0.0148736,0,0.0477749,0.0113338,0.0317843,0.0159683,0,0.0129463,0.00740244,0.0206466,0,0.0210292,0.0117826,0.0112665,0.017837,0.041269,0.0138477,0.0218508,0.0171165,0.0143623,0.00912096,0.0071977,0,0.00892808,0,0,0,0,0,0,0,0,0
1458,0.00860264,0,0,0,0,0.00975206,0,0,0,0,0,0,0.0116189,0.0219105,0.00634298,0.0103419,0,0,0.0655087,0,0.032991,0,0.0477697,0.00548607,0.0118956,0.00843838,0.0041236,0.0262071,0.00695005,0.00739449,0.00519287,0.00666456,0.00523534,0.00529595,0.0258627,0.0219209,0.0491477,0.0105662,0.0117408,0.0129547,0.0444488,0.00952094,0.108259,0.00860648,0,0,0.0149469,0,0.0476754,0.0115345,0.032075,0.0144233,0,0.0121988,0.00698366,0.021597,0,0.0206055,0.0115158,0.0110388,0.016932,0.0407627,0.0133573,0.0207895,0.0179198,0.0148327,0.00885989,0.007305,0,0.00834018,0,0,0,0,0,0,0,0,0
1459,0.00832888,0,0,0,0,0.0107532,0,0,0,0,0,0,0.0100762,0.0219875,0.00646668,0.0103765,0,0,0.0654354,0,0.0329959,0,0.0483283,0.00563775,0.0117535,0.00880458,0.00444887,0.0265754,0.0070289,0.00697475,0.00535495,0.0065839,0.00527305,0.00510884,0.0258777,0.0198471,0.0489071,0.0106136,0.0117521,0.0136529,0.0444193,0.00832568,0.107779,0.00856323,0,0,0.0151313,0,0.0476527,0.0116807,0.0324069,0.0133374,0,0.0104242,0.00695399,0.021489,0,0.0200149,0.0110973,0.010467,0.0155597,0.0402187,0.012472,0.0190833,0.0179614,0.0149469,0.00866979,0.00745663,0,0.00803512,0,0,0,0,0,0,0,0,0
1460,0.00819041,0,0,0,0,0.0109809,0,0,0,0,0,0,0.00866118,0.0220383,0.00654507,0.0104283,0,0,0.0652588,0,0.0329546,0,0.0487722,0.00584535,0.0116439,0.00912059,0.00455032,0.026646,0.00720412,0.00702553,0.00616186,0.00656208,0.00526425,0.00499171,0.0257877,0.0179822,0.0485513,0.0106212,0.0117555,0.0139862,0.0444549,0.00762675,0.107476,0.00843068,0,0,0.0153489,0,0.0476605,0.011757,0.0325732,0.012094,0,0.00920151,0.0065906,0.0219926,0,0.0194612,0.0107592,0.00986984,0.0141789,0.039376,0.0114823,0.0174883,0.0183218,0.015268,0.00859278,0.0075611,0,0.00777678,0,0,0,0,0,0,0,0,0
1461,0.00820879,0,0,0,0,0.0110264,0,0,0,0,0,0,0.00833748,0.0220476,0.00683247,0.010467,0,0,0.0650918,0,0.0329125,0,0.0489993,0.00657324,0.0116428,0.0102795,0.00470739,0.0267822,0.00717116,0.00770935,0,0.00706078,0.00563678,0.00519741,0.0255737,0.0174597,0.048453,0.010622,0.0117278,0.0144393,0.0444714,0.007679,0.107445,0.00839713,0,0,0.0155072,0,0.0476497,0.0117894,0.0326847,0.00960526,0,0.00831742,0.00611767,0.0225363,0,0.0189261,0.0106264,0,0.01234,0.0381663,0.0104022,0.0155545,0.0192188,0.015687,0.0085101,0.00754957,0,0.00758893,0,0,0,0,0,0,0,0,0
1462,0.00828787,0,0,0,0,0.0112917,0,0,0,0,0,0,0.00685802,0.0219641,0.00638502,0.0105237,0,0,0.0648516,0,0.0328493,0,0.0488775,0.00598993,0.0115342,0.009302,0.00478873,0.0270684,0.00637539,0.00736587,0.00716259,0.00631151,0.00509598,0.00467347,0.0254164,0.0155286,0.0482295,0.0105903,0.0117084,0.0148509,0.0444688,0.00681323,0.107124,0.00863647,0,0,0.0156057,0,0.0476487,0.0117546,0.0327302,0.00839385,0,0.00661722,0.00629517,0.0227404,0,0.0181121,0.010059,0.00883454,0.0110653,0.0369964,0.00945089,0.0143814,0.0192371,0.0159232,0.00841759,0.00750411,0,0.00765692,0,0,0,0,0,0,0,0,0
1463,0.00851005,0,0,0,0,0.0113415,0,0,0,0,0,0,0.00637839,0.0219617,0.00647209,0.0105707,0,0,0.0646289,0,0.0327368,0,0.0486748,0.00597281,0.01152,0.00930867,0.00489468,0.0273808,0.0061726,0.00749875,0.00734617,0.00613124,0.00501303,0.00447879,0.0251564,0.0145144,0.047977,0.0105106,0.0117494,0.0151594,0.0444548,0.0062927,0.107122,0.00891486,0,0,0.0157507,0,0.047634,0.0118066,0.0327611,0.00755792,0,0.00543879,0.00630291,0.0230406,0,0.0175989,0.00968404,0.00825097,0.00967388,0.0355874,0.00860543,0.0131213,0.0196053,0.0161361,0.0082601,0.00755393,0,0.00787598,0,0,0,0,0,0,0,0,0
1464,0.00878762,0,0,0,0,0.0113837,0,0,0,0,0,0,0.0062756,0.0220905,0.00655127,0.0106515,0,0,0.0644998,0,0.0327397,0,0.0485576,0.00587956,0.0115361,0.00922137,0.00494606,0.027899,0.00608277,0.0075391,0.00739685,0.0059486,0.0049459,0.0043766,0.0248851,0.0141241,0.0477509,0.0104999,0.0118137,0.0152501,0.0444704,0.00577966,0.107228,0.00920211,0,0,0.0159336,0,0.0476656,0.0119097,0.0328532,0.00770468,0,0.00440205,0.00623558,0.0232671,0,0.0171749,0.00934331,0.00776206,0.00847394,0.0341548,0.00800025,0.0121515,0.0199218,0.016252,0.00819695,0.00760322,0,0.00820589,0,0,0,0,0,0,0,0,0
1465,0.00914325,0,0,0,0,0.0116171,0,0,0,0,0,0,0.00642473,0.0221204,0.00647669,0.0107539,0,0,0.0644028,0,0.0327527,0,0.0486385,0.00582132,0.0115739,0.00910275,0.00507347,0.028459,0.00588332,0.00754145,0.00744858,0.00593906,0.00490632,0.00438877,0.0246819,0.01407,0.0475225,0.0105298,0.0118544,0.014994,0.0444589,0.0058905,0.107434,0.00961314,0,0,0.0161827,0,0.0476768,0.0120453,0.0330497,0.00851971,0,0.00364054,0.00617119,0.0232995,0,0.0167818,0.0090728,0.00738686,0.00762193,0.0326493,0.00788382,0.011421,0.0203796,0.0164309,0.00821093,0.00760344,0,0.0087028,0,0,0,0,0,0,0,0,0
1466,0.00933136,0,0,0,0,0.011644,0,0,0,0,0,0,0.00660431,0.0220037,0.00639884,0.0108368,0,0,0.0639938,0,0.032728,0,0.048855,0.00595049,0.0116718,0.00913273,0.00521778,0.0286191,0.00560923,0.00756099,0.00750537,0.00582284,0.00493439,0.00444495,0.0245568,0.014116,0.0469946,0.0105179,0.0117711,0.0144163,0.044434,0.00675766,0.107659,0.00976086,0,0,0.0162136,0,0.0475949,0.0119855,0.033271,0.0100487,0,0.00323764,0.00592174,0.0234732,0,0.0164545,0.0088185,0.00708725,0.00711225,0.0309847,0.008349,0.0108765,0.0204322,0.0164977,0.00809761,0.00755998,0,0.00896007,0,0,0,0,0,0,0,0,0
1467,0.00972567,0,0,0,0,0.012376,0,0,0,0,0,0,0.00670518,0.0219128,0.00637635,0.0109832,0,0,0.0638635,0,0.0327766,0,0.0489857,0.00604753,0.0118062,0.00888679,0.0053733,0.0294198,0.00537008,0.007433,0.0072725,0.00575081,0.00488346,0.0044737,0.0244645,0.0142036,0.0466401,0.0105629,0.011762,0.0138946,0.0444164,0.00770125,0.107929,0.0100819,0,0,0.0162559,0,0.0475857,0.0119302,0.0333654,0.0116831,0,0.00332269,0.00575201,0.0231477,0,0.016135,0.00856323,0.0068752,0.00728524,0.0293231,0.00907146,0.0107185,0.0196197,0.0163137,0.00799327,0.00759942,0,0.00947029,0,0,0,0,0,0,0,0,0
1468,0.0103058,0,0,0,0,0.0130585,0,0,0,0,0,0,0.006687,0.0219704,0.00637664,0.0112063,0,0,0.0639343,0,0.0328412,0,0.049082,0.00611821,0.0119715,0.00853789,0.00564809,0.0305076,0.0051269,0.00730315,0.00695149,0.00586522,0.00484752,0.00444716,0.0244391,0.0142867,0.046356,0.0105551,0.0118298,0.013098,0.044397,0.00884688,0.108219,0.0104595,0,0,0.0162656,0,0.0475996,0.0118704,0.0333103,0.0136301,0,0.00393578,0.00547566,0.0228633,0.00630615,0.0159682,0.00850794,0.00669607,0.00811667,0.0276326,0.0100523,0.0111005,0.0179538,0.0161356,0.00798103,0.00769509,0,0.0101395,0,0,0,0,0,0,0,0,0
1469,0.0109878,0,0,0,0,0.0136092,0,0,0,0,0,0,0.00675199,0.0218883,0.00641528,0.0112541,0,0,0.0640487,0,0.0327937,0,0.0490859,0.00624326,0.0120879,0.00834729,0.00580118,0.0317051,0.00483161,0.00723482,0.00667849,0.00585832,0.00488089,0.00438842,0.0244937,0.0140574,0.046081,0.0104853,0.0119427,0.0124736,0.0444039,0.0100954,0.108689,0.0108605,0,0,0.0162418,0,0.0476334,0.0118703,0.0331459,0.0156245,0,0.00485842,0.0052174,0.0227189,0.00584628,0.015913,0.00898171,0.00673885,0.00913933,0.0259761,0.0112146,0.0117442,0.0165389,0.0160512,0.00798093,0.00770878,0,0.0109046,0,0,0,0,0,0,0,0,0
1470,0.0117052,0,0,0,0,0.0141648,0,0,0,0,0,0,0.00675426,0.0218392,0.00650356,0.0112761,0,0,0.0642324,0,0.0327395,0,0.0490687,0.00645589,0.0122249,0.00813375,0.00589843,0.0328244,0.00454953,0.0071881,0.00634059,0.00574739,0.00488723,0.00434734,0.0245677,0.0138623,0.0458766,0.0104266,0.0120976,0.0114979,0.0443919,0.0114304,0.109171,0.011297,0,0,0.016154,0,0.0476356,0.0119397,0.0328767,0.0176817,0,0.00588088,0.00507404,0.0225167,0.00519943,0.0158691,0.00992329,0.00702685,0.0103679,0.0243431,0.0124745,0.0125326,0.0150697,0.0159524,0.00800013,0.00768595,0,0.0117205,0,0,0,0,0,0,0,0,0
1471,0.0125212,0,0,0,0,0.0146397,0,0,0,0,0,0,0.00670351,0.0218333,0.00653781,0.0112614,0,0,0.0645248,0,0.0327372,0,0.0490607,0.00664292,0.012404,0.0078503,0.00608769,0.0340027,0.00446937,0.00715071,0.00598656,0.0056381,0.00484656,0.00433894,0.024593,0.0138363,0.0460059,0.010398,0.0123264,0.0105638,0.0443567,0.012822,0.10949,0.0117868,0,0,0.0160439,0,0.0476212,0.0119269,0.0325686,0.0198032,0,0.00688378,0.00497928,0.0223564,0.00500522,0.0160572,0.010573,0.00755496,0.0116273,0.0228184,0.0137187,0.013339,0.0133116,0.0157832,0.00804282,0.00766146,0,0.0126124,0,0,0,0,0,0,0,0,0
1472,0.0133311,0,0,0,0,0.01493,0,0,0,0,0,0,0.00685443,0.0217768,0.00659604,0.0112256,0,0,0.0649072,0,0.032759,0,0.0491053,0.00682324,0.0125794,0.00761957,0.00638351,0.0350867,0.00449307,0.00719742,0.00573441,0.00566758,0.00488408,0.004447,0.0246819,0.0138908,0.0462052,0.0104108,0.0125729,0.00992428,0.0443369,0.0142985,0.109647,0.0122924,0,0,0.0159397,0,0.0476392,0.0118051,0.0322304,0.0217428,0,0.00787498,0.00487499,0.0222102,0.00576271,0.0166023,0.0114133,0.00810058,0.0129434,0.0215934,0.014962,0.0142723,0.011927,0.0155748,0.00813375,0.0076312,0,0.0135459,0,0,0,0,0,0,0,0,0
1473,0.0141163,0,0,0,0,0.0151299,0,0,0,0,0,0,0.00702343,0.0217665,0.00663847,0.0111918,0,0,0.0653732,0,0.032759,0,0.0491978,0.00699985,0.0127019,0.00745839,0.00642681,0.0360407,0.00467665,0.00729176,0.00554924,0.00571279,0.00492687,0.00449559,0.0247781,0.0137845,0.0464426,0.0103819,0.0128722,0.00997697,0.0443249,0.015766,0.110182,0.0128147,0,0,0.0157536,0,0.0476678,0.0117559,0.0319132,0.0236532,0,0.00875495,0.00470998,0.0220373,0.00651211,0.0171803,0.0124864,0.00857578,0.0143682,0.0205564,0.0162117,0.0154213,0.0112435,0.0153405,0.00820469,0.00761587,0,0.0143776,0,0,0,0,0,0,0,0,0
1474,0.0148374,0,0,0,0,0.0152516,0,0,0,0,0,0,0.00707814,0.021749,0.00672636,0.0112498,0,0,0.0658714,0,0.0327469,0,0.0493067,0.00726372,0.0128066,0.00738873,0.00623512,0.0368458,0.00490003,0.00738394,0.00537909,0.00576458,0.00494821,0.00457134,0.0248954,0.0136578,0.0467074,0.0103111,0.0131759,0.010343,0.0443376,0.0171841,0.110659,0.0133309,0,0,0.0154936,0,0.0477078,0.0117773,0.0316752,0.0252553,0,0.00931586,0.00449099,0.0217203,0.00671363,0.0176059,0.0135209,0.00899318,0.0155807,0.0194635,0.0173812,0.0164735,0.0100854,0.0150428,0.00828184,0.0076403,0,0.0151004,0,0,0,0,0,0,0,0,0
1475,0.015468,0,0,0,0,0.015354,0,0,0,0,0,0,0.00697409,0.0217767,0.0068796,0.0112488,0,0,0.0663807,0,0.0327677,0,0.0493341,0.00756023,0.0128714,0.0073733,0.00655766,0.0375442,0.00502827,0.00745549,0.00535369,0.00587843,0.00503324,0.00476759,0.0250484,0.013469,0.0471117,0.0103056,0.0134326,0.010553,0.0443779,0.0183442,0.110991,0.0137571,0,0,0.0152305,0,0.0477652,0.011701,0.0315679,0.0265547,0,0.0100491,0.00428925,0.0213783,0,0.0181134,0.0147769,0.00971926,0.0163493,0.0185091,0.0180875,0.017104,0.00904263,0.0147227,0.00841505,0.00768379,0,0.0157781,0,0,0,0,0,0,0,0,0
1476,0.0161062,0,0,0,0,0.0154551,0,0,0,0,0,0,0.00694653,0.0218046,0.00699501,0.0112473,0,0,0.0667686,0,0.0327821,0,0.0493255,0.00779336,0.0129528,0.00728327,0.00690746,0.0383125,0.00537256,0.00758055,0.00532377,0.00598574,0.00508906,0.00494315,0.0251805,0.0133084,0.0474917,0.0103979,0.0135971,0.0110348,0.0444009,0.0192952,0.111184,0.0141772,0,0,0.0149457,0,0.0478302,0.0115247,0.0314832,0.0278857,0,0.0104559,0.00408678,0.0211436,0,0.0185722,0.0155754,0.0103026,0.0170768,0.0174132,0.0188246,0.0178081,0.00777693,0.0144092,0.00854246,0.00774533,0,0.0164494,0,0,0,0,0,0,0,0,0
1477,0.0166777,0,0,0,0,0.0156182,0,0,0,0,0,0,0.00676554,0.0217164,0.00709088,0.0112737,0,0,0.0672979,0,0.0329161,0,0.0492587,0.00802643,0.0130273,0.00735385,0.00690192,0.039017,0.00557456,0.0078294,0.00544297,0.00599162,0.00512388,0.00484099,0.0252878,0.0133742,0.0479707,0.010692,0.0136993,0.0121774,0.0443851,0.0202955,0.111169,0.0145546,0,0,0.0146872,0,0.0478892,0.0115239,0.0314281,0.0292071,0,0.0106535,0.00385797,0.0208325,0,0.0188983,0.0162198,0.0105983,0.0177831,0.0163814,0.0196505,0.018515,0.00710602,0.0140616,0.00850294,0.00790816,0,0.0169931,0,0,0,0,0,0,0,0,0
1478,0.0171735,0,0,0,0,0.0157886,0,0,0,0,0,0,0.00660518,0.0217233,0.00719419,0.0113631,0,0,0.0678163,0,0.0329813,0,0.0491472,0.00821035,0.0130895,0.00749463,0.00668609,0.0395031,0.00574576,0.00798001,0.00570271,0.00599335,0.00514598,0.00478918,0.0253138,0.0132565,0.048398,0.0108226,0.0138316,0.0135984,0.0444147,0.0212333,0.111152,0.0148502,0,0,0.0145592,0,0.0479322,0.0115137,0.0313391,0.0302463,0,0.0105477,0.0037062,0.0205698,0,0.0191202,0.0166653,0.0105475,0.0182754,0.0154261,0.0201319,0.0190764,0.00732336,0.0138529,0.00843577,0.00807002,0,0.0175003,0,0,0,0,0,0,0,0,0
1479,0.0176636,0,0,0,0,0.0158709,0,0,0,0,0,0,0.00635816,0.0217024,0.00722815,0.011669,0,0,0.0684133,0,0.0329183,0,0.0490724,0.00838887,0.0130919,0.0076305,0.00694037,0.0399206,0.00581074,0.00804349,0.00593962,0.00599062,0.0052054,0.00474721,0.0253799,0.0126652,0.0488198,0.0108047,0.0140206,0.0151906,0.0445102,0.0221246,0.111178,0.0151385,0,0,0.0146067,0,0.047956,0.0113254,0.03121,0.0311216,0,0.0103156,0.00353381,0.0205241,0,0.0192716,0.0169548,0.0101657,0.018646,0.0145182,0.0200787,0.0195548,0.00834521,0.0137835,0.00860178,0.00810296,0,0.0180185,0,0,0,0,0,0,0,0,0
1480,0.0181876,0,0,0,0,0.0158593,0,0,0,0,0,0,0.00613352,0.0217337,0.00721842,0.012389,0,0,0.0691812,0,0.0328103,0,0.0490481,0.00850849,0.0130726,0.00775397,0.00710438,0.0404279,0.00600594,0.00815652,0.00618449,0.00596551,0.0052702,0.00469324,0.0254735,0.011975,0.0492746,0.0107258,0.0142604,0.0166354,0.0445862,0.0229181,0.111212,0.0155088,0,0,0.014688,0,0.0479652,0.0111493,0.0309971,0.03192,0,0.0100017,0.00342903,0.0206527,0,0.0193777,0.0171483,0.00960139,0.0189777,0.013632,0.0203103,0.0199905,0.00978037,0.0137619,0.00890241,0.00805442,0,0.0184885,0,0,0,0,0,0,0,0,0
1481,0.0186262,0,0,0,0,0.0159059,0,0,0,0,0,0,0.00579895,0.021867,0.00724827,0.0127347,0,0,0.0702141,0,0.0327434,0,0.0490391,0.00868608,0.0130231,0.00791148,0.00703157,0.0408375,0.00628163,0.00831017,0.00648367,0.00591041,0.00528669,0.00462827,0.0255422,0.0113504,0.0498059,0.01067,0.0145489,0.0180919,0.0446082,0.0236743,0.111118,0.0158846,0,0,0.0147473,0,0.0479934,0.0111589,0.0307204,0.0327163,0,0.00960796,0.00333987,0.0208784,0,0.0193996,0.0173008,0.0089612,0.0192575,0.0128634,0.020912,0.0204115,0.0111919,0.013843,0.00901182,0.00809982,0,0.0188222,0,0,0,0,0,0,0,0,0
1482,0.0189905,0,0,0,0,0.0160596,0,0,0,0,0,0,0.00524648,0.0218598,0.00729873,0.0125575,0,0,0.0710627,0,0.0328536,0,0.0490371,0.00903114,0.0129375,0.00808788,0.00686185,0.0412677,0.00639365,0.00849577,0.00676628,0.00591028,0.00532541,0.00454028,0.0255769,0.0106505,0.0503837,0.0108644,0.0147945,0.0197913,0.044634,0.0244567,0.110878,0.0161713,0,0,0.0148859,0,0.0480298,0.0113734,0.0304627,0.033696,0,0.00904886,0.00322471,0.0211274,0,0.0193592,0.017387,0.00818713,0.0195571,0.0121448,0.0214217,0.0209023,0.0123643,0.0139034,0.0089016,0.00829671,0,0.0189947,0,0,0,0,0,0,0,0,0
1483,0.0193924,0,0,0,0,0.0162099,0,0,0,0,0,0,0.00481484,0.0218159,0.00734427,0.0122845,0,0,0.0716938,0,0.0328883,0,0.0490324,0.00934367,0.0128605,0.0082583,0.00666924,0.0416976,0.00656917,0.00867887,0.00701934,0.00606566,0.00540113,0.00448969,0.0256328,0.00990417,0.0508934,0.0110542,0.0150067,0.0213259,0.0447238,0.0253333,0.110557,0.0164148,0,0,0.0151787,0,0.0480691,0.0116395,0.0303241,0.0349743,0,0.00829921,0.00319072,0.0214849,0,0.0192611,0.0173338,0.00757735,0.0199007,0.0115523,0.02178,0.0215074,0.0137275,0.0139671,0.00883382,0.00858458,0,0.0191221,0,0,0,0,0,0,0,0,0
1484,0.0197337,0,0,0,0,0.0163089,0,0,0,0,0,0,0.00462371,0.0217201,0.00737745,0.0128144,0,0,0.0722405,0,0.0328148,0,0.0490286,0.00962534,0.0128224,0.00837095,0.00651374,0.0419897,0.00685001,0.00880551,0.00718843,0.00630745,0.00546992,0.00441712,0.0256877,0.00902105,0.0513528,0.0111583,0.0151632,0.022411,0.0447936,0.0260489,0.11025,0.016612,0,0,0.0157031,0,0.048025,0.0117513,0.0302357,0.0359781,0,0.0074706,0.00320054,0.0218187,0,0.019116,0.0169595,0.00727023,0.0201401,0.0110887,0.0220311,0.0220515,0.0148261,0.0141211,0.00897215,0.00878679,0,0.0192454,0,0,0,0,0,0,0,0,0
1485,0.0199844,0,0,0,0,0.0165728,0,0,0,0,0,0,0.0044722,0.0218156,0.00740967,0.0132504,0,0,0.072895,0,0.0327713,0,0.049037,0.00992143,0.0127903,0.00845858,0.00639441,0.0422813,0.00699813,0.00887985,0.00726382,0.00624725,0.00559926,0.00438157,0.0258158,0.00817337,0.0518822,0.0111604,0.0153678,0.0226222,0.0448357,0.0263345,0.109982,0.0167059,0,0,0.0163094,0,0.0479489,0.011618,0.0301322,0.0363208,0,0.00679397,0.00321753,0.0220028,0,0.018934,0.0166212,0.0061271,0.02024,0.0107326,0.0221639,0.0223296,0.0149379,0.0141848,0.00935102,0.00870745,0,0.0192587,0,0,0,0,0,0,0,0,0
1486,0.0202725,0,0,0,0,0.017305,0,0,0,0,0,0,0.00443159,0.0218016,0.00747,0.0134945,0,0,0.0735491,0,0.0328411,0,0.0491028,0.0102116,0.0127244,0.00850474,0.00632296,0.0427542,0.00698972,0.0089161,0.00728586,0.00631287,0.00573704,0.00439339,0.0259636,0.00741554,0.0524452,0.0113243,0.0155425,0.0225313,0.0448334,0.0264645,0.109701,0.0165337,0,0,0.0163538,0,0.0480722,0.0109394,0.0299907,0.0365377,0,0.00592683,0.00326377,0.0218365,0,0.0186716,0.0162366,0.00487757,0.0202608,0.0105759,0.0221397,0.0224969,0.0147562,0.0137477,0.00987424,0,0,0.0192714,0,0,0,0,0,0,0,0,0
1487,0.0205788,0,0,0,0,0.0171198,0,0,0,0,0,0,0.0040482,0.0216846,0.00749271,0.0134692,0,0,0.0742189,0,0.0328435,0,0.0491349,0.0105079,0.0127058,0.00840337,0.00621542,0.0431226,0.00687049,0.00895456,0.00713971,0.00645164,0.00590468,0.00437168,0.0261038,0.00638706,0.0530295,0.0115206,0.0157411,0.0225932,0.0449859,0.0267647,0.109305,0.0170456,0,0,0.0173192,0,0.0479442,0.0117022,0.0299178,0.0371677,0,0.00490435,0.00323354,0.022458,0,0.0183586,0.0155862,0.00406968,0.0206132,0.0105357,0.0223841,0.0232075,0.0148328,0.0145352,0.00995161,0.00827154,0,0.0193479,0,0,0,0,0,0,0,0,0
1488,0.0208683,0,0,0,0,0.0175186,0,0,0,0,0,0,0.00415739,0.0217358,0.00749576,0.0134012,0,0,0.0746907,0,0.0327688,0,0.0491914,0.0108122,0.0126968,0.00833853,0.0060435,0.0437169,0.00692683,0.00895123,0.00703316,0.00630542,0.00603656,0.00434302,0.0262252,0.0054372,0.0534865,0.0115741,0.0159121,0.0215455,0.0450707,0.0267247,0.108663,0.0171135,0,0,0.0177178,0,0.0479869,0.0118812,0.0298141,0.0373798,0,0.00394093,0.00313835,0.0225874,0,0.0180205,0.014858,0.00386287,0.0208015,0.0103715,0.0223278,0.0237993,0.0141533,0.014789,0.00997531,0.00856041,0,0.0191143,0,0,0,0,0,0,0,0,0
1489,0.0212165,0,0,0,0,0.017618,0,0,0,0,0,0,0.00424806,0.0218415,0.00751052,0.0133449,0,0,0.0751983,0,0.0326964,0,0.0492776,0.0111903,0.012703,0.00826797,0.00586129,0.0443605,0.00694469,0.008853,0.00692214,0.00640387,0.00615285,0.00439226,0.0263432,0.00451649,0.0539766,0.0115839,0.0160693,0.0204086,0.0451616,0.0264168,0.108028,0.0171277,0,0,0.0180773,0,0.0479683,0.0121225,0.029696,0.0372283,0,0.00321054,0.00310712,0.0227378,0,0.0175458,0.0138265,0.00420315,0.020979,0.0104664,0.0222023,0.02426,0.0132854,0.0150586,0.00982019,0.00907671,0,0.0191321,0,0,0,0,0,0,0,0,0
1490,0.0213696,0,0,0,0,0.0181997,0,0,0,0,0,0,0.00421099,0.0218173,0.00757758,0.0132779,0,0,0.0758391,0,0.0327345,0,0.049327,0.0116034,0.0127037,0.00814446,0.0058346,0.0446389,0.00695409,0.00883773,0.00677643,0.00655084,0.0062489,0.00448238,0.0264679,0.00372243,0.0545936,0.0117388,0.0162151,0.0190874,0.0453087,0.0255793,0.108138,0.0170553,0,0,0.0185937,0,0.0479811,0.0122156,0.0296239,0.0363976,0,0.00304631,0.00314904,0.022836,0,0.0171962,0.0126636,0.00443327,0.0208158,0.0110129,0.0217161,0.0242024,0.0118468,0.0152752,0.00979241,0.00954645,0,0.0192049,0,0,0,0,0,0,0,0,0
1491,0.0215348,0,0,0,0,0.0185857,0,0,0,0,0,0,0.00436508,0.021836,0.00762324,0.0131137,0,0,0.0764924,0,0.0328336,0,0.0492846,0.0119632,0.0127374,0.00798189,0.00592316,0.0449786,0.00712105,0.00872423,0.00665914,0.00651643,0.00629625,0.00459465,0.0266157,0.00316059,0.0552238,0.0118708,0.0163967,0.0175937,0.0454615,0.0239312,0.108111,0.0169824,0,0,0.0192,0,0.0480149,0.0123297,0.0296132,0.0345351,0,0.00330317,0.00315851,0.0230566,0,0.0168955,0.0114784,0.00463393,0.0200386,0.0118969,0.0207577,0.0233038,0.00993349,0.0155287,0.00991746,0.00984785,0,0.0190934,0,0,0,0,0,0,0,0,0
