Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x71,x72,x73,,x77
36,0.012461,0,0,0,0,0.022365,0,0,0,0.00377769,0.0197427,0.00892893,0.0128639,0,0,0.0121475,0,0.0353979,0.00822877,0.0421078,0.011998,0.0240154,0.00318982,0.0265872,0.0361562,0.00370789,0.000515137,0.00235646,0.00948938,0.00968037,0.00910649,0.0314403,0.0106722,0.0181654,0.00692869,0.00489863,0.0084642,0.02421,0.0135725,0.0159373,0.0164438,0,0,0.0196964,0,0.0376446,0.010393,0.0377397,0.0191663,0.0123906,0.00492344,0.0263565,0.017151,0.00367129,0.013894,0.00402211,0.00508045,0.0136554,0.0392875,0.011351,0.0142515,0.00484297,0.00747301,0.0388757,0.0101971,0.0229912,0.0127012,0,0,0,0,0,0,0,0
37,0.0124384,0,0,0,0,0.0223908,0,0,0,0.00378424,0.0197074,0.00891703,0.0129041,0,0,0.0121347,0,0.0354086,0.00819521,0.0421088,0.0119863,0.0239628,0.00320106,0.0266198,0.0362357,0.00367629,0.000487066,0.00237421,0.00947982,0.00967006,0.00910087,0.0314124,0.0106331,0.0182845,0.0069589,0.0049121,0.00844869,0.0242411,0.0135387,0.0159267,0.0164276,0,0,0.0197289,0,0.0376802,0.0103709,0.0377653,0.0191437,0.0123828,0.0048922,0.0264132,0.0171346,0.00363639,0.0138692,0.00401448,0.00510743,0.0136086,0.039283,0.0112964,0.0142285,0.00478608,0.00745845,0.0388281,0.0101807,0.0230499,0.0126863,0,0,0,0,0,0,0,0
38,0.0124319,0,0,0,0,0.0223996,0,0,0,0.00381755,0.0196622,0.00888658,0.0129087,0,0,0.0121338,0,0.0354015,0.00819896,0.0421149,0.0119923,0.0239496,0.00320241,0.026646,0.0362519,0.00365842,0.000516907,0.00238062,0.00948709,0.00965715,0.00904826,0.0313936,0.0106923,0.0183543,0.00697923,0.00491034,0.00841895,0.0242766,0.0135169,0.015924,0.0164179,0,0,0.019767,0,0.0377497,0.0103033,0.0377764,0.0191319,0.0123723,0.00488056,0.0264117,0.0171144,0.00359514,0.0138596,0.00402806,0.00511202,0.013577,0.0392792,0.0112489,0.0142042,0.00481558,0.0074105,0.0388052,0.0101966,0.0230757,0.0126901,0,0,0,0,0,0,0,0
39,0.0124371,0,0,0,0,0.0224032,0,0,0,0.00386995,0.0196302,0.00888158,0.0128896,0,0,0.0121041,0,0.0353677,0.00820219,0.0420933,0.0119742,0.0239536,0.00320726,0.026663,0.0362369,0.00366268,0.000532615,0.00238449,0.00947177,0.00964429,0.00900319,0.0313878,0.0107875,0.0182085,0.00698028,0.00490192,0.00842268,0.0242391,0.0135069,0.0159254,0.0164202,0,0,0.0198169,0,0.0377014,0.010251,0.0377871,0.0191303,0.0123428,0.00488304,0.026406,0.0170714,0.00353345,0.0138666,0.00403918,0.00511721,0.0135476,0.0392098,0.0112271,0.0141768,0.00485291,0.00738933,0.0388091,0.0102213,0.0230895,0.0127109,0,0,0,0,0,0,0,0
40,0.0124745,0,0,0,0,0.0224511,0,0,0,0.00393498,0.019593,0.0089052,0.0128963,0,0,0.0120891,0,0.0353486,0.00819106,0.0420637,0.0119725,0.0239375,0.00318723,0.026693,0.0362532,0.00369701,0.000514089,0.00238353,0.00945727,0.00966991,0.00898839,0.03137,0.0107964,0.0181236,0.00700311,0.00489484,0.00858411,0.0241959,0.0135216,0.0159073,0.0164811,0,0,0.0199778,0,0.0376807,0.0102207,0.0377976,0.0191411,0.0123249,0.00491573,0.0264162,0.0170541,0.0034427,0.0138731,0.00400451,0.00510876,0.0135472,0.0391455,0.0112437,0.0141541,0.00490221,0.00741367,0.0385489,0.0102452,0.0231314,0.0127527,0,0,0,0,0,0,0,0
41,0.0125286,0,0,0,0,0.0224656,0,0,0,0.00397648,0.0195311,0.00892154,0.012944,0,0,0.0120388,0,0.0353717,0.00811841,0.0420414,0.0119638,0.0239187,0.00316818,0.0267536,0.0362372,0.00375627,0.000529514,0.00238596,0.00940631,0.00968513,0.00898255,0.0313608,0.0108148,0.0181022,0.00706629,0.00488328,0.00871307,0.0241853,0.013522,0.0159373,0.0165145,0,0,0.0200132,0,0.0376727,0.0102455,0.037813,0.0191484,0.0123205,0.00494744,0.0264904,0.0170243,0.00348436,0.0138794,0.00398732,0.00510738,0.0135356,0.0391493,0.0112588,0.0141486,0.00488747,0.00755713,0.0386467,0.0102491,0.0231309,0.0127966,0,0,0,0,0,0,0,0
42,0.0126063,0,0,0,0,0.0224952,0,0,0,0.00395197,0.0195237,0.00889961,0.0129876,0,0,0.01202,0,0.0353808,0.00805771,0.0420393,0.011989,0.0239083,0.00316987,0.0268212,0.0361549,0.00377977,0.000577594,0.00240233,0.00935956,0.00966191,0.00898068,0.0313496,0.0108532,0.018169,0.00709655,0.00490324,0.00860849,0.0241734,0.0135232,0.015973,0.0165721,0,0,0.0200896,0,0.0376752,0.0102521,0.0378362,0.0191215,0.0123188,0.00493947,0.0265645,0.0170133,0.00350206,0.0138661,0.00399116,0.00510263,0.0135345,0.0391299,0.0112762,0.0141539,0.00487435,0.0076513,0.038762,0.0102605,0.0231333,0.0128749,0,0,0,0,0,0,0,0
43,0.0126894,0,0,0,0,0.0225412,0,0,0,0.0039659,0.0195238,0.00891333,0.0130228,0,0,0.0119987,0,0.0353745,0.00804778,0.0420461,0.0120082,0.0239074,0.00318828,0.0269033,0.0360327,0.00378588,0.000557602,0.00240266,0.00935452,0.00966113,0.008985,0.0313389,0.0108634,0.0181549,0.00709219,0.00496696,0.00851505,0.0241726,0.0135063,0.0158976,0.0166284,0,0,0.0202064,0,0.0376802,0.0102321,0.0378549,0.0190916,0.0123158,0.00488941,0.0266434,0.0170156,0.00347417,0.0138777,0.00402474,0.00508298,0.0135283,0.0391337,0.011273,0.0141437,0.00485735,0.00764725,0.0388666,0.0102846,0.0231548,0.0129775,0,0,0,0,0,0,0,0
44,0.0127885,0,0,0,0,0.0225762,0,0,0,0.00398909,0.019439,0.00895412,0.013046,0,0,0.0119552,0,0.0352904,0.00803535,0.0420305,0.0119289,0.0239554,0.00320822,0.0269874,0.0359642,0.00377082,0.000590596,0.00238534,0.0093739,0.00966476,0.00897976,0.0313291,0.0108958,0.0179804,0.0070721,0.00504016,0.00849527,0.0241501,0.0134864,0.0157761,0.0166861,0,0,0.0203,0,0.0376918,0.0101722,0.0378492,0.0191128,0.012314,0.00486804,0.0267042,0.0169848,0.00345625,0.0138629,0.00400801,0.00507208,0.0135114,0.0391146,0.011257,0.0141386,0.00484757,0.00756427,0.0389361,0.0103312,0.0231884,0.0130601,0,0,0,0,0,0,0,0
45,0.0128966,0,0,0,0,0.0225877,0,0,0,0.00402232,0.0192976,0.00896022,0.0130674,0,0,0.011893,0,0.0351617,0.00800986,0.0420266,0.0117173,0.0240461,0.0032367,0.0270533,0.0358921,0.0037586,0.000615655,0.00238179,0.00937327,0.0096562,0.00898823,0.0313273,0.0109863,0.0178754,0.00704968,0.00496758,0.00850532,0.0241354,0.0134788,0.0157576,0.0167602,0,0,0.0204301,0,0.0377046,0.0101034,0.0378437,0.0191528,0.0123078,0.00488297,0.0267874,0.0169247,0.00345272,0.0138809,0.00399879,0.00508155,0.0135007,0.0391424,0.0112241,0.0141381,0.00484869,0.007488,0.0389956,0.0103879,0.0231988,0.013159,0,0,0,0,0,0,0,0
46,0.0130287,0,0,0,0,0.0226105,0,0,0,0.00406539,0.019419,0.00891967,0.0131003,0,0,0.0118069,0,0.0352345,0.00800214,0.0420482,0.0117211,0.0240974,0.00326118,0.0271336,0.0357891,0.00373898,0.000613688,0.0024024,0.00935965,0.00963852,0.00895266,0.0313192,0.0110703,0.0179677,0.00704635,0.00493626,0.00849942,0.0241224,0.0135002,0.0157363,0.0168672,0,0,0.0206154,0,0.0377064,0.010012,0.0378507,0.019176,0.0122879,0.00488952,0.0269009,0.0168737,0.00344563,0.0139029,0.00398531,0.00508942,0.0135164,0.0391668,0.0111853,0.0141345,0.00485743,0.00742454,0.0390545,0.0104488,0.0232259,0.013295,0,0,0,0,0,0,0,0
47,0.0131957,0,0,0,0,0.0226597,0,0,0,0.00408529,0.0195501,0.00888216,0.0132464,0,0,0.0116769,0,0.0352587,0.00798955,0.0420699,0.0115481,0.0241649,0.0032875,0.0273811,0.0356316,0.00371323,0.000636359,0.00244246,0.00935072,0.00962154,0.00891276,0.0312972,0.0111754,0.0181506,0.00705171,0.00489179,0.00851514,0.0241196,0.0135317,0.0157905,0.0169883,0,0,0.0209641,0,0.0377072,0.0098978,0.0378724,0.0192175,0.0122957,0.00500208,0.0271611,0.0169784,0.00345681,0.0138925,0.00400895,0.00510096,0.0135584,0.0391205,0.0111865,0.0141786,0.00484951,0.00737206,0.0383223,0.0104711,0.0232765,0.0134863,0,0,0,0,0,0,0,0
48,0.0133293,0,0,0,0,0.022703,0,0,0,0.00410974,0.0195944,0.00892737,0.013282,0,0,0.0116453,0,0.0352328,0.00800038,0.0421067,0.0115751,0.0242025,0.00324498,0.0274869,0.0354806,0.00371371,0.000703338,0.00241742,0.00937328,0.00965695,0.00892445,0.0312682,0.0112676,0.0180757,0.00702082,0.00485002,0.00849156,0.0241105,0.0135469,0.0158197,0.0170844,0,0,0.0211534,0,0.0377061,0.00979012,0.0378968,0.0192511,0.012298,0.00502984,0.0272593,0.0169895,0.0034879,0.0138631,0.00402141,0.00511316,0.0135859,0.0391145,0.0112151,0.0142171,0.00482628,0.00733522,0.0382729,0.01054,0.0232936,0.0136242,0,0,0,0,0,0,0,0
49,0.0132766,0,0,0,0,0.0227066,0,0,0,0.00409426,0.0195545,0.00895335,0.0132533,0,0,0.0116826,0,0.035267,0.0080121,0.04203,0.0117539,0.0241631,0.00322985,0.027457,0.0356227,0.00372934,0.000741534,0.00237045,0.00937987,0.00966501,0.00893215,0.0312631,0.0112095,0.0180314,0.00698094,0.00488941,0.0085064,0.0241071,0.0135444,0.0158343,0.0170378,0,0,0.0211573,0,0.0376753,0.00972509,0.0379018,0.0192725,0.0123231,0.00503741,0.0272088,0.0169255,0.00347521,0.0138613,0.00400764,0.00513007,0.0135799,0.0390909,0.0112159,0.0142105,0.00484239,0.00732247,0.0389865,0.0106369,0.0233142,0.0135608,0,0,0,0,0,0,0,0
50,0.0132613,0,0,0,0,0.0228171,0,0,0,0.00385544,0.0195802,0.00895095,0.0131146,0,0,0.0118145,0,0.0352612,0.00812934,0.0416352,0.0117719,0.0240876,0.0031951,0.0274136,0.035812,0.00383086,0.000739951,0.00236161,0.00938496,0.00966116,0.00895179,0.0313223,0.010801,0.0181891,0.00694018,0.00490492,0.00856085,0.024116,0.0135338,0.0158614,0.017081,0,0,0.0213865,0,0.0376734,0.0096319,0.0377983,0.0192672,0.0123461,0.00505999,0.0271241,0.0168856,0.00347211,0.0138861,0.00399779,0.00512117,0.013542,0.0390856,0.0111974,0.0141659,0.00494989,0.00727733,0.0381319,0.0106742,0.0234332,0.0135366,0,0,0,0,0,0,0,0
51,0.0132115,0,0,0,0,0.0228612,0,0,0,0.00354832,0.0196003,0.00899271,0.0129405,0,0,0.0118801,0,0.0352537,0.0081184,0.041133,0.011902,0.0239921,0.00320723,0.0273501,0.035933,0.00394006,0.000818375,0.00239072,0.00941456,0.00961984,0.00900597,0.0313834,0.0102324,0.0183304,0.00693175,0.00490652,0.00860831,0.0240827,0.0135218,0.0159075,0.017066,0,0,0.0214991,0,0.0376988,0.00952923,0.0376571,0.0191967,0.0123688,0.00504122,0.0270257,0.0167943,0.00346418,0.0139143,0.00404582,0.00510718,0.0134804,0.0390622,0.0111656,0.0141196,0.00509209,0.00725351,0.0380921,0.0107773,0.0234869,0.0134827,0,0,0,0,0,0,0,0
52,0.0131576,0,0,0,0,0.0228733,0,0,0,0.00358345,0.0195941,0.00899206,0.0129338,0,0,0.0119624,0,0.0352685,0.00808462,0.0414391,0.0118001,0.0239904,0.00323429,0.0272368,0.0360154,0.00388156,0.000718261,0.00235962,0.00940099,0.00960141,0.00898407,0.0313372,0.010474,0.0183039,0.00693991,0.00489774,0.00856646,0.0240674,0.0135088,0.015842,0.0170431,0,0,0.0215618,0,0.0377183,0.00947857,0.0377288,0.0191226,0.0123384,0.00499446,0.0269546,0.0167713,0.0034776,0.0138976,0.00402507,0.00512098,0.0134491,0.0390546,0.0111541,0.0141081,0.00503826,0.00724597,0.0380551,0.0108582,0.0235094,0.0133922,0,0,0,0,0,0,0,0
53,0.0131625,0,0,0,0,0.0229109,0,0,0,0.00316407,0.0196055,0.00903999,0.0128322,0,0,0.0120013,0,0.0352821,0.00802621,0.0410502,0.0118591,0.0239115,0.00324102,0.0271896,0.036095,0.00398572,0.000763974,0.00238963,0.00943348,0.00959895,0.00900689,0.0314047,0.0101135,0.0183794,0.00694728,0.00488992,0.00862262,0.0240618,0.0134847,0.0158821,0.0170657,0,0,0.0215883,0,0.0377384,0.00946171,0.0376707,0.0190839,0.0123857,0.00498765,0.0268604,0.0167298,0.00346729,0.0139086,0.0040428,0.00510614,0.0134091,0.0390277,0.0111437,0.014052,0.00512956,0.00723318,0.0380191,0.0109201,0.0235657,0.0133763,0,0,0,0,0,0,0,0
54,0.0131871,0,0,0,0,0.0229526,0,0,0,0.00295786,0.0196222,0.00905084,0.0127049,0,0,0.0120128,0,0.0352806,0.00808285,0.0405324,0.0118459,0.0238608,0.00327178,0.0272005,0.0361791,0.00407783,0.00100458,0.00243472,0.00946022,0.00960366,0.00904277,0.0314769,0.00961544,0.0184829,0.00694893,0.004889,0.00866826,0.0240532,0.0134572,0.015946,0.0170951,0,0,0.0215775,0,0.0377539,0.00944356,0.0375473,0.0190809,0.0124687,0.00499715,0.0267896,0.0166962,0.00347329,0.0139163,0.00404703,0.0050791,0.0133753,0.0390279,0.0111173,0.0139891,0.00524419,0.00722383,0.0380462,0.0109418,0.0236118,0.0134108,0,0,0,0,0,0,0,0
55,0.0131792,0,0,0,0,0.0229702,0,0,0,0.00294291,0.0196438,0.00904875,0.0126708,0,0,0.0120095,0,0.035281,0.00821676,0.0403481,0.0120567,0.0238567,0.00327463,0.0272229,0.0362422,0.00411475,0.00108262,0.00244106,0.00948617,0.00960846,0.00905771,0.0314587,0.00939851,0.018548,0.00695026,0.00488939,0.00872387,0.0240344,0.0134395,0.0159625,0.0171043,0,0,0.0215608,0,0.0377445,0.00942568,0.0375015,0.0190743,0.0125084,0.00501791,0.0267798,0.0166748,0.0034969,0.0139261,0.00403636,0.00506597,0.0133642,0.0390347,0.0111016,0.0139726,0.00528616,0.00721232,0.0381128,0.0109374,0.0236115,0.0134219,0,0,0,0,0,0,0,0
56,0.0131565,0,0,0,0,0.0229806,0,0,0,0.00285236,0.0196678,0.0090354,0.0126963,0,0,0.0119949,0,0.0352759,0.00817842,0.0403353,0.012073,0.0238771,0.00327515,0.0272535,0.0363082,0.00410685,0.00105954,0.00242996,0.00950756,0.00958821,0.00904542,0.0314402,0.00938995,0.0184477,0.00694553,0.00487583,0.00872746,0.0240428,0.0134423,0.0159697,0.0170956,0,0,0.021558,0,0.037753,0.00945069,0.0375241,0.0190309,0.0125043,0.00503029,0.0268274,0.01668,0.00350032,0.0139575,0.00402646,0.00506376,0.0133458,0.0390414,0.0110813,0.0139512,0.00528398,0.00721611,0.0381763,0.0109154,0.0236197,0.0134031,0,0,0,0,0,0,0,0
57,0.0131308,0,0,0,0,0.0229645,0,0,0,0.002794,0.0196389,0.00901216,0.0127351,0,0,0.0119301,0,0.035264,0.00825916,0.0403236,0.0117796,0.0238888,0.00327123,0.0273161,0.0363149,0.0041203,0.00113304,0.00242134,0.00949046,0.00955212,0.00903394,0.031441,0.00939192,0.0183488,0.00694237,0.00484428,0.00870579,0.0240696,0.0134432,0.0159876,0.017069,0,0,0.0215368,0,0.0377602,0.00953957,0.0375377,0.0189918,0.0124781,0.00501716,0.0268952,0.0167093,0.00345305,0.0139713,0.00402722,0.00506716,0.0133263,0.0390224,0.0110446,0.0138985,0.00528133,0.00717948,0.0382053,0.0108933,0.0236227,0.013361,0,0,0,0,0,0,0,0
58,0.0131052,0,0,0,0,0.022957,0,0,0,0.00284444,0.0194995,0.00900826,0.0127599,0,0,0.0118834,0,0.0352493,0.00819983,0.040294,0.0116268,0.0238914,0.00327331,0.0273814,0.0362991,0.00412718,0.00120669,0.00244578,0.00945889,0.00953546,0.00901921,0.0314426,0.00937447,0.0183624,0.00695388,0.0048094,0.00870604,0.0240954,0.0134313,0.0160271,0.0170119,0,0,0.021527,0,0.03776,0.00969697,0.0375349,0.0190016,0.0124625,0.00502136,0.0269357,0.0167368,0.00346014,0.0139736,0.00402428,0.00505539,0.0133292,0.0389827,0.011026,0.0138969,0.00531718,0.00714584,0.0382472,0.0108673,0.0236166,0.0133186,0,0,0,0,0,0,0,0
59,0.013144,0,0,0,0,0.0229632,0,0,0,0.00289878,0.0194291,0.00900393,0.0127664,0,0,0.0118342,0,0.0353009,0.00806764,0.0402666,0.0116945,0.0239067,0.00327042,0.0274224,0.0362918,0.00415188,0.00127436,0.00246265,0.00944067,0.00953452,0.00897788,0.0314304,0.00935181,0.0183286,0.00699717,0.00485538,0.0087446,0.0240987,0.0134238,0.0160609,0.0170068,0,0,0.0215104,0,0.0377592,0.0097535,0.0375407,0.0190427,0.0124679,0.00505,0.0269588,0.0167298,0.0034438,0.0139703,0.00404549,0.00506433,0.0133298,0.038957,0.0110269,0.013923,0.00532106,0.00715049,0.0382787,0.0108589,0.0236323,0.0133341,0,0,0,0,0,0,0,0
60,0.0132045,0,0,0,0,0.023013,0,0,0,0.0028953,0.0194931,0.0090043,0.0127283,0,0,0.0118766,0,0.0353734,0.00804831,0.0402291,0.011971,0.0239,0.00325602,0.0274011,0.0363325,0.0041853,0.00129954,0.00245076,0.00945354,0.00954128,0.00896104,0.0314157,0.00929389,0.0182358,0.00701637,0.00495521,0.00876088,0.0240983,0.0134207,0.0160441,0.0170878,0,0,0.0215053,0,0.0377597,0.00977429,0.0375485,0.0190537,0.0124905,0.00505936,0.0269444,0.0166651,0.00341977,0.0139541,0.00404851,0.00508226,0.0133138,0.038969,0.0110282,0.0139285,0.00532724,0.00717869,0.03827,0.010824,0.0236833,0.013383,0,0,0,0,0,0,0,0
61,0.0132424,0,0,0,0,0.0230169,0,0,0,0.00285296,0.0195423,0.00898153,0.012739,0,0,0.0118582,0,0.0353906,0.00802853,0.0401821,0.0120078,0.0239158,0.00324877,0.0274396,0.0363186,0.00423628,0.00120818,0.00244243,0.00945714,0.00952056,0.00896232,0.0313953,0.00922896,0.0181691,0.00700183,0.00502632,0.00875661,0.02408,0.0134223,0.016049,0.0171321,0,0,0.0214914,0,0.0377558,0.00979232,0.0375354,0.0190504,0.0125076,0.00509412,0.0270037,0.016642,0.00342416,0.0139571,0.00404182,0.00509793,0.0132995,0.0389627,0.0110252,0.0139219,0.00532836,0.00720425,0.0382695,0.0107959,0.023685,0.0134298,0,0,0,0,0,0,0,0
62,0.0132651,0,0,0,0,0.0230177,0,0,0,0.00278401,0.0195802,0.00895079,0.0127557,0,0,0.0118959,0,0.0353656,0.00809955,0.040143,0.0117199,0.0239442,0.00329262,0.0274722,0.0362729,0.00423668,0.00106996,0.00242673,0.00941798,0.00946724,0.00896871,0.0314001,0.00918936,0.0182292,0.00698135,0.00493111,0.00874059,0.0240803,0.0134239,0.0160962,0.0171553,0,0,0.0214801,0,0.0377426,0.00981534,0.0375364,0.0190322,0.0125056,0.00507486,0.0270534,0.0166332,0.003446,0.0139745,0.00406683,0.00511106,0.0132808,0.0389386,0.0110237,0.0139249,0.00540657,0.00728854,0.0382235,0.0107814,0.0236683,0.0134497,0,0,0,0,0,0,0,0
63,0.0133052,0,0,0,0,0.0230092,0,0,0,0.00268695,0.0196661,0.00892349,0.0128283,0,0,0.0118789,0,0.0353304,0.00813677,0.0401032,0.011597,0.0239809,0.00334435,0.0275486,0.0362045,0.00424548,0.00107668,0.00242294,0.00936763,0.00940884,0.00895753,0.0313753,0.00916008,0.0181972,0.00694205,0.00483965,0.00875701,0.0240957,0.0134149,0.016143,0.0171476,0,0,0.0215154,0,0.0377371,0.00981236,0.0375523,0.0190122,0.012507,0.00508674,0.0271387,0.0166665,0.00347921,0.0140105,0.00407858,0.0051093,0.0132853,0.0389056,0.0110272,0.0139059,0.00548464,0.00733915,0.0381356,0.0107789,0.0236384,0.0134948,0,0,0,0,0,0,0,0
64,0.0133478,0,0,0,0,0.0230247,0,0,0,0.00258824,0.0197017,0.00892161,0.012853,0,0,0.0118681,0,0.0353235,0.00817249,0.0400461,0.011698,0.0239851,0.00335911,0.0276022,0.0361325,0.00428373,0.00109102,0.0024234,0.00934834,0.00942252,0.00894202,0.0313559,0.00916683,0.0181489,0.00692897,0.00480193,0.0087881,0.0241022,0.013428,0.0161428,0.0171668,0,0,0.021563,0,0.0377353,0.00977454,0.0375537,0.0190034,0.0124694,0.00509057,0.0271974,0.0166662,0.00347837,0.0140356,0.00406609,0.00509997,0.0132798,0.0388917,0.0110522,0.0138816,0.00548561,0.00743984,0.0380866,0.0107876,0.0236383,0.0135313,0,0,0,0,0,0,0,0
65,0.0133887,0,0,0,0,0.0230442,0,0,0,0.00254447,0.0196676,0.00894467,0.0128406,0,0,0.0118499,0,0.0353412,0.00821041,0.0400121,0.0119538,0.0239898,0.00333222,0.0276151,0.036061,0.00431442,0.0011207,0.00241097,0.00935622,0.00944737,0.00892932,0.0313382,0.00915515,0.0180989,0.00695072,0.00479923,0.00881301,0.0240982,0.0134454,0.0161405,0.0172062,0,0,0.0215946,0,0.0377385,0.00969382,0.0375345,0.019012,0.0124669,0.00503963,0.027196,0.0165924,0.00343421,0.0140283,0.00405042,0.00509037,0.0132817,0.0389113,0.011064,0.0138679,0.00542488,0.00756043,0.0381544,0.0108051,0.0236455,0.0135708,0,0,0,0,0,0,0,0
66,0.0134707,0,0,0,0,0.0230629,0,0,0,0.00270094,0.0196353,0.00893731,0.0128849,0,0,0.0118075,0,0.0353748,0.0082306,0.0400225,0.0119242,0.0240072,0.00331853,0.0277265,0.0359596,0.00431315,0.00114651,0.00240841,0.00938271,0.00943861,0.00891199,0.0313268,0.00907825,0.0179851,0.00698498,0.00479661,0.00876268,0.0241014,0.0134327,0.0161859,0.0172603,0,0,0.0216778,0,0.0377365,0.00963799,0.0375551,0.0190205,0.0124583,0.00502109,0.027291,0.0165951,0.00337628,0.0140221,0.00406507,0.00509985,0.0132668,0.0389331,0.0110223,0.0138599,0.00529754,0.00751181,0.0382015,0.010806,0.0236623,0.0136644,0,0,0,0,0,0,0,0
67,0.013524,0,0,0,0,0.0230561,0,0,0,0.00278887,0.0196798,0.00890284,0.0129413,0,0,0.011761,0,0.0353406,0.00824873,0.0400361,0.0116392,0.0240379,0.00333448,0.0278235,0.0358598,0.00434171,0.00129793,0.00240721,0.0093758,0.00941499,0.00892255,0.0313232,0.00907145,0.0178749,0.00695983,0.00478183,0.00870675,0.0241129,0.013432,0.0162094,0.0172764,0,0,0.0217756,0,0.0377127,0.00960532,0.037593,0.0190334,0.0124605,0.00501838,0.0274102,0.0166471,0.00334975,0.01403,0.0040652,0.00510302,0.0132666,0.0389244,0.0109871,0.013877,0.0052121,0.00757364,0.0382423,0.0108043,0.0236607,0.01373,0,0,0,0,0,0,0,0
68,0.013452,0,0,0,0,0.0230907,0,0,0,0.00275041,0.0196855,0.00887858,0.0129677,0,0,0.0117789,0,0.0353162,0.00820463,0.0400437,0.011519,0.0240207,0.00334935,0.0278229,0.0359935,0.00435621,0.0013412,0.00240998,0.00934856,0.00940544,0.00892814,0.0313182,0.00901735,0.0179515,0.00690187,0.00483479,0.00867228,0.0241217,0.0134408,0.0162359,0.0172341,0,0,0.0217868,0,0.037692,0.00960789,0.0376128,0.0190213,0.012454,0.00501764,0.0274381,0.0166123,0.00344869,0.014036,0.00405059,0.0050921,0.0132666,0.0388935,0.0109592,0.0138788,0.00520098,0.00760578,0.0382243,0.0107868,0.0237,0.0136474,0,0,0,0,0,0,0,0
69,0.0134007,0,0,0,0,0.0231502,0,0,0,0.00261249,0.0196545,0.00888727,0.0129965,0,0,0.0117934,0,0.0353365,0.0081402,0.0400504,0.0115159,0.0240209,0.00335395,0.0278331,0.0361218,0.00433489,0.00129575,0.00240813,0.00932596,0.00941063,0.00892681,0.0313165,0.00901438,0.0179344,0.00688546,0.00486814,0.00868661,0.0241198,0.0134414,0.0162549,0.0172334,0,0,0.0217787,0,0.037672,0.00961164,0.0376069,0.0189872,0.0124396,0.00499721,0.0274723,0.0165636,0.0037567,0.0140406,0.00406179,0.00509746,0.0132573,0.0389435,0.0109573,0.0138648,0.00519022,0.0075386,0.0381929,0.0107905,0.0237566,0.0135994,0,0,0,0,0,0,0,0
70,0.0133478,0,0,0,0,0.0231629,0,0,0,0.00252562,0.0195911,0.00891376,0.012993,0,0,0.0117807,0,0.0354137,0.00806847,0.0400473,0.011568,0.0240256,0.00337928,0.0278528,0.0362427,0.00436281,0.00124929,0.00238922,0.0093389,0.00941511,0.00892473,0.0313295,0.00907496,0.0179306,0.00691519,0.00489206,0.00870169,0.0241336,0.0134357,0.0162274,0.0172591,0,0,0.0217691,0,0.0376483,0.00962066,0.0376183,0.0189819,0.0124567,0.0049869,0.0275007,0.0165475,0.00393232,0.0140492,0.00404218,0.0051093,0.0132469,0.0389594,0.0109773,0.0138612,0.00523591,0.00755531,0.0381305,0.0107878,0.0237843,0.0135551,0,0,0,0,0,0,0,0
71,0.0132389,0,0,0,0,0.023156,0,0,0,0.00260345,0.0195648,0.00891025,0.0129758,0,0,0.011845,0,0.0354467,0.00806703,0.0400523,0.0115927,0.0240044,0.00337152,0.02777,0.03634,0.00444653,0.00131249,0.00236586,0.00936756,0.00941669,0.00893099,0.0313442,0.00908015,0.0180004,0.00695022,0.00493596,0.00869884,0.0241151,0.0134348,0.0161887,0.0172546,0,0,0.0218462,0,0.0377059,0.0095801,0.0376241,0.0189869,0.0124597,0.00497435,0.027414,0.0164769,0.00405826,0.0140359,0.0040034,0.00510683,0.0132464,0.0389404,0.0110095,0.0138671,0.005271,0.00745872,0.0379262,0.0108317,0.0237982,0.0134724,0,0,0,0,0,0,0,0
72,0.0131694,0,0,0,0,0.0231757,0,0,0,0.00266661,0.0195748,0.00888713,0.0129623,0,0,0.0119204,0,0.0354641,0.00806916,0.04007,0.0115809,0.0240107,0.0033796,0.0276924,0.0363868,0.00448204,0.0013298,0.00234785,0.00936448,0.00940696,0.00894595,0.0313438,0.00908449,0.0180558,0.00697471,0.00503144,0.00869155,0.0240997,0.0134411,0.0161836,0.0172466,0,0,0.0219015,0,0.0377503,0.00955548,0.0376223,0.0189579,0.0124532,0.00496776,0.0273345,0.0164295,0.00396208,0.0140491,0.00400578,0.00509244,0.013249,0.0389258,0.0110237,0.013869,0.00527806,0.00741927,0.0378973,0.0108606,0.0238221,0.0134097,0,0,0,0,0,0,0,0
