Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x72,x73
133,0.0162658,0,0,0,0,0.0350719,0,0,0,0.0485507,0.0316899,0.0354637,0.0134333,0,0,0.00699127,0,0.0330198,0.0107078,0.0406098,0.0306632,0.0108939,0.0167117,0.0279902,0.0274341,0.014691,0.0233234,0.0127246,0.0231951,0.0300778,0.025245,0.0202357,0.0571421,0.0106847,0.0338502,0.011545,0.0025725,0.0359098,0.00658656,0.0151737,0.0335792,0,0,0.0116635,0,0.0368075,0.0169882,0.0361324,0.00623586,0.0139566,0.0178326,0.0254134,0.045497,0.00932448,0.0129735,0.00744691,0.00988091,0.0123454,0.0277582,0.00934016,0.0108569,0.00526003,0.0225865,0.0247264,0.0300679,0.0333708,0.00782522,0,0,0,0,0
134,0.016566,0,0,0,0,0.0349575,0,0,0,0.0486655,0.0307596,0.0358163,0.0132362,0,0,0.00516661,0,0.0331527,0.00943439,0.0405248,0.0311755,0.0108285,0.0166032,0.0278407,0.027526,0.0148693,0.0234372,0.0126186,0.0232222,0.0303109,0.0254257,0.0203479,0.0572287,0.0103063,0.0335771,0.0113063,0.00199616,0.035125,0.00643892,0.0150611,0.0345957,0,0,0.00985705,0,0.0355943,0.0177522,0.0361636,0.00683518,0.0139727,0.0174773,0.0252673,0.0454479,0.00915024,0.0128122,0.00746243,0.00966428,0.0122718,0.0271226,0.00921347,0.0107942,0.0052353,0.0221279,0.0263622,0.0321489,0.0334568,0.00876554,0,0,0,0,0
135,0.0170453,0,0,0,0,0.0348681,0,0,0,0.0490171,0.0297469,0.0363116,0.0131162,0,0,0.00434282,0,0.0333917,0.0080996,0.0404316,0.0316765,0.0107839,0.0164983,0.0276546,0.0275271,0.0150649,0.0237392,0.012513,0.0232824,0.0304211,0.0256351,0.0204475,0.0575764,0.0105356,0.0335217,0.0112733,0.00156542,0.0342555,0.00626281,0.0149294,0.0355822,0,0,0.00827564,0,0.0343643,0.0185135,0.0362453,0.00753623,0.0139974,0.0170103,0.025098,0.0454767,0.00895262,0.012723,0.00756487,0.00942281,0.0121055,0.0266023,0.00913105,0.0106737,0.00516215,0.0215732,0.0277805,0.033472,0.0335558,0.00981926,0,0,0,0,0
136,0.0177114,0,0,0,0,0.0349304,0,0,0,0.0495908,0.0286138,0.0369383,0.0130748,0,0,0.00610613,0,0.0339177,0.00749158,0.0403128,0.0319765,0.0107743,0.0163519,0.0275377,0.0274807,0.0152666,0.0237714,0.0124133,0.0232933,0.0304758,0.0258791,0.0205052,0.0581233,0.0115859,0.0336592,0.0116503,0.00114875,0.0337062,0.00607569,0.0148649,0.0365413,0,0,0.00753974,0,0.0335567,0.0195355,0.0363346,0.00814594,0.0140524,0.0165207,0.0248726,0.045726,0.00877644,0.0124917,0.00727195,0.00914821,0.0119304,0.0261611,0.00913608,0.0105034,0.00481029,0.0211465,0.0292898,0.0347257,0.0337606,0.0107656,0,0,0,0,0
137,0.0182956,0,0,0,0,0.0350913,0,0,0,0.0501969,0.0276513,0.0376101,0.0131561,0,0,0.00895489,0,0.0345474,0.00790789,0.0401926,0.032258,0.0107748,0.0161716,0.0274929,0.0273957,0.015415,0.0236991,0.0123052,0.0233335,0.0305206,0.0260342,0.0205586,0.0586884,0.0130818,0.0342079,0.0123469,0.000946421,0.0335662,0.00592356,0.0146841,0.0371964,0,0,0.00775697,0,0.0332073,0.0209337,0.0364634,0.00860328,0.0140653,0.016082,0.0247056,0.0460493,0.00850057,0.0123684,0.00713253,0.00888055,0.0117817,0.0257463,0.00918927,0.0103773,0.00421929,0.0208563,0.0309888,0.0362549,0.0340554,0.0114012,0,0,0,0,0
138,0.0186447,0,0,0,0,0.0351977,0,0,0,0.0505996,0.0271336,0.0381901,0.0133492,0,0,0.0116539,0,0.0351363,0.00906393,0.0401081,0.0334098,0.0107665,0.015968,0.0274741,0.0272523,0.0154941,0.0236749,0.012199,0.0233696,0.0306082,0.0261001,0.0206796,0.0590943,0.0146808,0.0352635,0.013236,0.000914474,0.0336303,0.00575077,0.0144931,0.0375042,0,0,0.00840021,0,0.0330955,0.0223586,0.0366942,0.00865713,0.0140274,0.0156605,0.0246545,0.0463887,0.0081837,0.0123737,0.00722536,0.00864687,0.0116536,0.0252333,0.00915304,0.0102359,0.00346096,0.0207691,0.0326618,0.0376958,0.0343477,0.0119255,0,0,0,0,0
139,0.0186633,0,0,0,0,0.0350498,0,0,0,0.0508581,0.0272402,0.0388409,0.0136337,0,0,0.0140035,0,0.0355915,0.0103061,0.0400651,0.0346409,0.0107706,0.015703,0.0274296,0.0269557,0.0154941,0.023632,0.0120312,0.0233362,0.030692,0.0261862,0.0208556,0.0593428,0.0158395,0.0368141,0.0140233,0.000944328,0.0337567,0.00540501,0.0142911,0.0376045,0,0,0.00911219,0,0.033033,0.0237215,0.0368959,0.00818361,0.0140897,0.0153686,0.024563,0.0467401,0.00794373,0.0124735,0.00747844,0.0085359,0.0116097,0.0248297,0.00904497,0.0100751,0.00296921,0.0208852,0.0343554,0.0389172,0.0344932,0.0124381,0,0,0,0,0
140,0.0185483,0,0,0,0,0.0343621,0,0,0,0.0511,0.0273698,0.039588,0.0139635,0,0,0.0164679,0,0.0363506,0.0120592,0.0400219,0.0357545,0.0108138,0.0153911,0.0274782,0.0262434,0.0154418,0.0234985,0.0118184,0.0232443,0.0306986,0.0263716,0.0210979,0.0594995,0.0169491,0.0385211,0.0151263,0.000951208,0.0339451,0.00490079,0.0140836,0.0372536,0,0,0.00981035,0,0.0330583,0.0250588,0.0371434,0.00743688,0.0141712,0.0150646,0.024522,0.0466642,0.00785578,0.0125796,0.00760527,0.00845868,0.01156,0.0244164,0.00884764,0.00980726,0.00277892,0.020733,0.0360673,0.0399466,0.0340627,0.012431,0,0,0,0,0
141,0.018544,0,0,0,0,0.0337193,0,0,0,0.0514059,0.0272626,0.0403367,0.014383,0,0,0.0189786,0,0.0374357,0.0144187,0.0399346,0.0365703,0.010894,0.0150996,0.0276431,0.0254929,0.0152529,0.0233255,0.01162,0.0231371,0.0306378,0.0266112,0.0213463,0.0596631,0.0181148,0.0401305,0.0167601,0.00101281,0.0341394,0.00433619,0.013945,0.0367091,0,0,0.0105451,0,0.0331011,0.0263073,0.0374082,0.00681019,0.0141687,0.0149167,0.0245358,0.046675,0.00780228,0.0127084,0.00766877,0.00843448,0.0116002,0.0242091,0.00872742,0.00951546,0.00251347,0.0203806,0.037569,0.0409463,0.0335239,0.0121636,0,0,0,0,0
142,0.0183813,0,0,0,0,0.0327363,0,0,0,0.0516002,0.0275471,0.0409901,0.0146165,0,0,0.0215441,0,0.0384747,0.0165391,0.0398497,0.0369717,0.0109364,0.0148244,0.0278195,0.0245923,0.0149159,0.023166,0.0114455,0.0230705,0.0304965,0.0268093,0.0215789,0.0597213,0.0192925,0.0419208,0.0182274,0.00253951,0.0342683,0.00370004,0.0137886,0.036029,0,0,0.0111598,0,0.0331086,0.0272179,0.0376253,0.00649471,0.0142713,0.0149994,0.0245339,0.0465947,0.00775681,0.012658,0.00776474,0.00850484,0.0117218,0.0241813,0.00876242,0.00924705,0.00232248,0.0202125,0.0386644,0.0418132,0.032716,0.0121022,0,0,0,0,0
143,0.0182337,0,0,0,0,0.0315544,0,0,0,0.0515452,0.0278996,0.041434,0.0148206,0,0,0.0241203,0,0.039389,0.0184428,0.0397623,0.0375433,0.0109451,0.0145217,0.0280109,0.0235359,0.0147062,0.0229708,0.0112615,0.0228644,0.0302561,0.0268653,0.0218135,0.0595809,0.020504,0.0435671,0.0195657,0.00477236,0.0342946,0.00331364,0.0136337,0.0352977,0,0,0.0116647,0,0.0330105,0.0278492,0.0378587,0.00649199,0.0143071,0.0152378,0.0245504,0.046539,0.00784738,0.0126972,0.00786595,0.00868374,0.0118725,0.0242133,0.0088729,0.00913765,0.00377657,0.0204421,0.0393624,0.0425558,0.0316895,0.0120211,0,0,0,0,0
144,0.0181084,0,0,0,0,0.0301273,0,0,0,0.0513851,0.0282113,0.0416783,0.0149802,0,0,0.0266483,0,0.0402133,0.0200324,0.039662,0.038301,0.0110512,0.0142069,0.0281109,0.0221836,0.0145743,0.022519,0.0110671,0.0226339,0.0299886,0.0268317,0.0220643,0.0593649,0.0216574,0.0449658,0.0206564,0.00675494,0.0341884,0.00335409,0.0136154,0.0345591,0,0,0.012081,0,0.0327943,0.0285028,0.0380534,0.00678753,0.0143132,0.0155395,0.0244944,0.0465036,0.00805678,0.0128891,0.00800797,0.0089421,0.0119673,0.0243658,0.00898353,0.00927408,0.00627061,0.0209614,0.0397739,0.0432473,0.0304049,0.012039,0,0,0,0,0
145,0.0180613,0,0,0,0,0.0285888,0,0,0,0.050921,0.0282551,0.0416868,0.0151383,0,0,0.0291514,0,0.0408959,0.021571,0.0395173,0.0389347,0.0111705,0.0138566,0.0281492,0.0206295,0.0143474,0.0216909,0.010869,0.0223781,0.0296397,0.0266842,0.0222988,0.0588686,0.0225742,0.045872,0.0216576,0.00825609,0.033969,0.00362873,0.0137021,0.0336979,0,0,0.0124215,0,0.0324674,0.0292655,0.0381499,0.00721801,0.0142916,0.0158572,0.0244349,0.0464374,0.00830214,0.0129645,0.00824347,0.00930179,0.0120032,0.0246539,0.0090954,0.00960585,0.00862135,0.0214316,0.0399591,0.0439333,0.0289341,0.0120619,0,0,0,0,0
146,0.0180415,0,0,0,0,0.0270456,0,0,0,0.0501265,0.0282128,0.0415498,0.0152543,0,0,0.0310505,0,0.041368,0.0227862,0.039378,0.0387363,0.0112571,0.013508,0.0280727,0.0190159,0.0140001,0.0208238,0.0106614,0.0220588,0.0291519,0.0264764,0.022478,0.058028,0.0230123,0.0463891,0.0224682,0.00942731,0.0336984,0.00412041,0.0138253,0.0328262,0,0,0.0127151,0,0.0321197,0.0298646,0.0382009,0.00770187,0.0142077,0.0160759,0.024407,0.0465226,0.00847747,0.0130964,0.00838803,0.00968542,0.0119599,0.0248806,0.00912175,0.0100757,0.0106747,0.0220799,0.0400397,0.0446281,0.0274748,0.0121136,0,0,0,0,0
147,0.0180717,0,0,0,0,0.0254768,0,0,0,0.0488374,0.0282847,0.041045,0.0153092,0,0,0.0322254,0,0.0414806,0.0233715,0.0392974,0.0382994,0.0112686,0.0131011,0.0278059,0.0172769,0.0135221,0.0199744,0.0103979,0.0216318,0.0284581,0.0261187,0.0225808,0.0566697,0.0229979,0.0465781,0.0229022,0.0101051,0.0335021,0.00482376,0.013965,0.0320845,0,0,0.0129971,0,0.0318944,0.0303166,0.0381395,0.00836912,0.0141947,0.0161077,0.0242901,0.0467811,0.00876603,0.0132984,0.00844582,0.010084,0.0120973,0.0253069,0.00920082,0.0106698,0.0124837,0.0226864,0.0400919,0.0453566,0.0260558,0.0122791,0,0,0,0,0
148,0.0181033,0,0,0,0,0.0238714,0,0,0,0.0462588,0.0279327,0.0399608,0.0154068,0,0,0.0332134,0,0.0414796,0.0238046,0.0392052,0.0377996,0.0113971,0.0126139,0.0274949,0.016319,0.0127499,0.0186253,0.0101232,0.0209776,0.0273085,0.0254832,0.0227684,0.0538956,0.0227607,0.0462833,0.0231876,0.0103681,0.0334423,0.00525645,0.014154,0.0307771,0,0,0.0137667,0,0.0317199,0.0310332,0.0379711,0.00869797,0.014106,0.0163991,0.0241992,0.0464056,0.00911841,0.0135306,0.00856537,0.0104883,0.0123718,0.0256915,0.00913231,0.0112852,0.0134123,0.0226043,0.040108,0.0463957,0.0242399,0.0119541,0,0,0,0,0
149,0.0194188,0,0,0,0,0.0228588,0,0,0,0.0437544,0.0247788,0.0388551,0.0147379,0,0,0.0267555,0,0.0239259,0.0319787,0.0390869,0.0372369,0.010371,0.0123306,0.0248237,0.0146549,0.0120702,0.0172271,0.00999296,0.0203667,0.0262295,0.0248065,0.0229473,0.051154,0.0149993,0,0.0417251,0.0100678,0.0331848,0.00576492,0.0138508,0.0299591,0,0,0.0158206,0,0.0314082,0.0328134,0.0379327,0.00955262,0.0150188,0.0168024,0.0213458,0.0467302,0.00966046,0.013568,0.0089326,0.0110312,0.0125503,0.0255486,0.00902915,0.0119273,0.013396,0.0219408,0.0402872,0.0482186,0.0220909,0.0124572,0,0,0,0,0
150,0.019462,0,0,0,0,0.0213714,0,0,0,0.0425291,0.0248512,0.038109,0.0146381,0,0,0.0254178,0,0.0239335,0.0306513,0.0391188,0.0366917,0.0104028,0.0122373,0.0244081,0.015184,0.0114309,0.0162146,0.00985756,0.0200177,0.0255876,0.0243202,0.023029,0.0497917,0.0129039,0,0.0408479,0.00885033,0.0329818,0.00606846,0.0141549,0.0288485,0,0,0.0164956,0,0.0311526,0.033067,0.0377685,0.0096795,0.0149983,0.0172505,0.0211639,0.0464319,0.010103,0.0133687,0.00919829,0.0113141,0.0126478,0.0257352,0.00910315,0.0122263,0.0119727,0.0218685,0.0399225,0.0485887,0.0202846,0.0125261,0,0,0,0,0
151,0.0193286,0,0,0,0,0.01991,0,0,0,0.0416943,0.0249376,0.0375274,0.0146605,0,0,0.0234276,0,0.0239056,0.0285236,0.0392421,0.0363886,0.0104842,0.0123042,0.0240822,0.0163274,0.0108817,0.0154531,0.00985412,0.0198246,0.0251813,0.0239896,0.0231502,0.0489388,0.0107035,0,0.0393273,0.00732522,0.0327146,0.00630972,0.0144147,0.0276095,0,0,0.0170915,0,0.0308542,0.032984,0.0375938,0.00985561,0.0150577,0.0178714,0.0210966,0.0460016,0.0105257,0.0131957,0.00906398,0.0115776,0.0129147,0.0259243,0.00921103,0.0122933,0.00971465,0.0221267,0.0393437,0.0485612,0.0185135,0.0124681,0,0,0,0,0
152,0.0190126,0,0,0,0,0.0185228,0,0,0,0.0410996,0.02502,0.0370422,0.0146393,0,0,0.0206925,0,0.0238658,0.0256233,0.0394602,0.0362146,0.0105486,0.0125042,0.0237928,0.0177909,0.0103925,0.0148473,0.00996049,0.0197418,0.0249672,0.0238264,0.0232819,0.0483506,0.00863669,0,0.0371634,0.00620736,0.0325192,0.00647545,0.0146553,0.0262749,0,0,0.0177402,0,0.0306347,0.0327113,0.0374371,0.00986665,0.0150953,0.0184649,0.0210059,0.0454054,0.0109244,0.0130168,0.00886012,0.0117403,0.013318,0.0261208,0.00929124,0.0121513,0.0079728,0.0216708,0.0386696,0.0485007,0.0168977,0.01228,0,0,0,0,0
153,0.0185315,0,0,0,0,0.0172425,0,0,0,0.0405915,0.0251591,0.0366584,0.0148309,0,0,0.0174088,0,0.0239405,0.0222809,0.0397521,0.0355479,0.0105907,0.0127463,0.0235229,0.0193294,0.00998685,0.0141735,0.0101131,0.0197969,0.0249154,0.0237898,0.0233827,0.047891,0.00734705,0,0.0345322,0.00564121,0.0324391,0.00633644,0.014871,0.0245934,0,0,0.0184616,0,0.0305801,0.0324307,0.037358,0.00942516,0.0151627,0.0187257,0.020877,0.0446928,0.0111631,0.012863,0.00872902,0.0118547,0.0135886,0.026358,0.00934676,0.0118271,0.00699513,0.0211622,0.0373289,0.0483597,0.0154692,0.011941,0,0,0,0,0
154,0.0163529,0,0,0,0,0.0164575,0,0,0,0.0406927,0.025873,0.0364155,0.0159432,0,0,0.020197,0,0.0366188,0.0131837,0.0401642,0.0349471,0.0117272,0.0129385,0.0256883,0.0210642,0.00955824,0.0137652,0.0102565,0.0200354,0.0251151,0.0238531,0.023442,0.0479869,0.0125763,0.0380278,0.016622,0.00525934,0.0325768,0.00589953,0.015572,0.0217425,0,0,0.0187718,0,0.0302591,0.0318511,0.0372774,0.008177,0.0142733,0.0185839,0.0234217,0.0437966,0.0110961,0.0125541,0.00838552,0.0116637,0.0136678,0.0269458,0.00950185,0.0115007,0.00609556,0.0212881,0,0.0483267,0.0152084,0.00960497,0,0,0,0,0
155,0.0153805,0,0,0,0,0.0156096,0,0,0,0.0403211,0.0255527,0.0360436,0.0160372,0,0,0.0156813,0,0.035253,0.00975554,0.0404602,0.0344457,0.0117595,0.0131838,0.0259795,0.0224046,0.00933895,0.0134391,0.0105452,0.0202334,0.0252302,0.0239016,0.0235378,0.0475075,0.0116388,0.0353876,0.0141822,0.00501621,0.0322749,0.0055811,0.0158197,0.020035,0,0,0.0187422,0,0.0303301,0.0303595,0.0376329,0.00717325,0.0143698,0.0184837,0.0236804,0.0434008,0.0110741,0.0126478,0.00842346,0.0116286,0.013468,0.0270809,0.00960348,0.011204,0.0060509,0.0213444,0.0326618,0.0467659,0.0144417,0.0087402,0,0,0,0,0
156,0.0138386,0,0,0,0,0.0143553,0,0,0,0.0397992,0.0251227,0.035725,0.0162116,0,0,0.0106242,0,0.0339478,0.00633369,0.0407845,0.0340634,0.0117319,0.0134103,0.025966,0.0239134,0.0092841,0.0132663,0.0108865,0.0203676,0.0252461,0.0239173,0.023627,0.0469696,0.0118841,0.0322653,0.0117815,0.00474049,0.0321222,0.00535448,0.0159134,0.0182128,0,0,0.0195123,0,0.0301721,0.0290643,0.0380621,0.00608327,0.0144379,0.0186465,0.0236118,0.0426898,0.0110423,0.0129241,0.00860114,0.0116831,0.0132548,0.0271988,0.00955766,0.0110505,0.00647999,0.0213571,0.0298188,0.0453689,0.0132914,0.00757513,0,0,0,0,0
157,0.0122039,0,0,0,0,0.0130617,0,0,0,0.0393498,0.0245806,0.035447,0.0166279,0,0,0.00713653,0,0.0328081,0.00422934,0.041005,0.0339194,0.0116841,0.0136199,0.0259185,0.0255508,0.00940813,0.0132327,0.0111734,0.0204573,0.0251558,0.023859,0.023678,0.0463977,0.0139716,0.0287964,0.010024,0.0044651,0.0318833,0.00531677,0.0159082,0.0163936,0,0,0.020067,0,0.0300495,0.0276369,0.0384517,0.00521102,0.0144859,0.0188109,0.0235839,0.0418868,0.0110565,0.0133606,0.00900345,0.0118551,0.0130103,0.0273636,0.00949354,0.01106,0.00700111,0.0213707,0.0274524,0.0437254,0.0121245,0.00639228,0,0,0,0,0
158,0.0105385,0,0,0,0,0.0118299,0,0,0,0.0389371,0.02403,0.0351548,0.0168938,0,0,0.00729037,0,0.0319055,0.0046864,0.041099,0.0340703,0.0116386,0.0137902,0.0259313,0.0272191,0.00956696,0.0132821,0.0113504,0.0204493,0.0250272,0.0237151,0.0237275,0.0459105,0.0166556,0.0253974,0.00860158,0.00440281,0.031776,0.0054632,0.0158979,0.0145028,0,0,0.0205302,0,0.0301103,0.0261176,0.0387579,0.00462569,0.0144946,0.0187403,0.023677,0.0408633,0.0110947,0.0138248,0.00951933,0.0121132,0.0127514,0.0274006,0.00936138,0.0111491,0.00738635,0.0214401,0.0248603,0.0416803,0.0109855,0.00518517,0,0,0,0,0
159,0.0087789,0,0,0,0,0.01063,0,0,0,0.0385742,0.0235146,0.0349767,0.01696,0,0,0.00979277,0,0.0310905,0.00634347,0.041021,0.0338598,0.0116193,0.013887,0.026006,0.0288302,0.00974963,0.0133716,0.0114721,0.0204136,0.0249169,0.0235927,0.0237596,0.0455301,0.0194241,0.0221644,0.00736391,0.00435549,0.0318314,0.00564919,0.0160195,0.0125188,0,0,0.0211633,0,0.030328,0.0245907,0.0389773,0.00440815,0.0145062,0.0187007,0.0238365,0.0395662,0.0111783,0.0142668,0.010054,0.0124556,0.0126502,0.0275112,0.00929482,0.011268,0.0075489,0.021361,0.0219079,0.0393255,0.0098788,0.00398093,0,0,0,0,0
160,0.00686463,0,0,0,0,0.00948381,0,0,0,0.0383463,0.0232438,0.0349054,0.0169202,0,0,0.0130606,0,0.0306181,0.00812204,0.0407983,0.0332863,0.0116724,0.0138852,0.0261836,0.030435,0.0100126,0.0134049,0.0115286,0.0203588,0.0248436,0.023547,0.0237787,0.0452711,0.0221311,0.0194301,0.0064664,0.00436844,0.0319736,0.00563288,0.0161449,0.0104115,0,0,0.0220977,0,0.0306166,0.0230038,0.0390652,0.00450095,0.0145406,0.0188729,0.0240773,0.0380963,0.0113317,0.0146261,0.0103979,0.0128052,0.0126984,0.0277703,0.00923426,0.0112777,0.00745324,0.0210896,0.0185715,0.0367175,0.00887941,0.00289236,0,0,0,0,0
161,0.00492194,0,0,0,0,0.00859578,0,0,0,0.0381268,0.0232447,0.0347904,0.0169366,0,0,0.0163106,0,0.0303582,0.00982288,0.0404856,0.0329753,0.0117786,0.0138589,0.0264796,0.0320356,0.0103475,0.0134553,0.0115747,0.0202958,0.0248264,0.0235067,0.0237995,0.0450462,0.0245791,0.0173673,0.00593309,0.00427405,0.0320238,0.00546426,0.0162333,0.00834453,0,0,0.0230876,0,0.0308205,0.0212887,0.0390233,0.00486852,0.014656,0.0192916,0.0244512,0.0363819,0.011574,0.0148641,0.0106031,0.0131797,0.0129125,0.0281007,0.00923239,0.0111691,0.00696063,0.0206317,0.0146116,0.0338153,0.00811808,0.00229251,0,0,0,0,0
162,0.00317078,0,0,0,0,0.00824922,0,0,0,0.038061,0.0233201,0.0346783,0.0166769,0,0,0.0193407,0,0.0302575,0.0114717,0.0401463,0.0326735,0.0119261,0.0138739,0.0269693,0.0336127,0.010663,0.0136308,0.011614,0.0203177,0.0248606,0.0235078,0.0238085,0.0449343,0.0267576,0.0159695,0.00575297,0.00382977,0.0320361,0.00545251,0.0164154,0.00646387,0,0,0.0239593,0,0.0309993,0.0194616,0.0388798,0.00531991,0.0147372,0.0199595,0.0249923,0.0343298,0.0118672,0.0150033,0.0107593,0.0135458,0.0133592,0.0283362,0.00943515,0.0112627,0.00590299,0.0200032,0.0102314,0.0308399,0.00776775,0.00278215,0,0,0,0,0
163,0.00387316,0,0,0,0,0.00938181,0,0,0,0.0379773,0.023415,0.0345324,0.0165888,0,0,0.0225849,0,0.0303127,0.0133118,0.0398749,0.0324377,0.0120676,0.0139952,0.0273913,0.0354702,0.0109445,0.0138808,0.0116567,0.0203392,0.0248856,0.0234943,0.0237951,0.0448936,0.0290606,0.0150925,0.00597772,0.00346803,0.0320169,0.00545911,0.0167247,0.00494448,0,0,0.0248423,0,0.0310485,0.0176489,0.0386659,0.00591137,0.0148304,0.0207727,0.025383,0.0270791,0.0121324,0.0150583,0.0108752,0.013812,0.0138763,0.0286583,0.00966003,0.0114599,0.00457571,0.0160945,0.0057538,0.0282313,0.00824181,0.00658987,0,0,0,0,0
164,0.00423834,0,0,0,0,0.00915311,0,0,0,0.0379057,0.0236893,0.0343495,0.016489,0,0,0.0246092,0,0.030292,0.014429,0.0397443,0.0324619,0.0121768,0.0141112,0.0273856,0.0364155,0.0111462,0.0140603,0.0117274,0.0203642,0.0248582,0.0234402,0.0237767,0.0447487,0.0304273,0.014514,0.00599,0.00307671,0.0318069,0.00556309,0.0168779,0.00509065,0,0,0.0260487,0,0.0312014,0.0167528,0.0384565,0.00665206,0.0149538,0.0214399,0.025329,0.0283378,0.0122955,0.0150144,0.0107746,0.0138989,0.0142761,0.0286978,0.00980753,0.0116837,0.00328679,0.0172806,0.0038317,0.0258096,0.00791954,0.0066332,0,0,0,0,0
165,0.0049571,0,0,0,0,0.00920559,0,0,0,0.0377662,0.0239144,0.0341483,0.0164171,0,0,0.0268053,0,0.0302652,0.0156239,0.0397277,0.0329048,0.0122972,0.014152,0.0276252,0.0371371,0.0112506,0.0144067,0.0118144,0.020414,0.0248229,0.023353,0.0237645,0.0445937,0.0315074,0.0140778,0.00617364,0.00277183,0.0316058,0.00562051,0.0166698,0.00562768,0,0,0.026911,0,0.0313421,0.0159389,0.0382964,0.00720085,0.014966,0.0220667,0.0254942,0.0293488,0.0124914,0.0149865,0.0106794,0.0139967,0.0145338,0.0287427,0.00985206,0.0118251,0.00221298,0.0182108,0.00652988,0.0233615,0.00790356,0.00692271,0,0,0,0,0
166,0.00586171,0,0,0,0,0.0094845,0,0,0,0.0375342,0.0241126,0.0340317,0.0166405,0,0,0.0287023,0,0.0302433,0.0166685,0.0398332,0.0330641,0.0124379,0.0141916,0.0281343,0.0378148,0.0112872,0.0148451,0.0118846,0.0204283,0.0248385,0.0233473,0.0237338,0.0444629,0.0322158,0.0137737,0.00635888,0.00249359,0.0314704,0.00557002,0.0168097,0.00629734,0,0,0.0276841,0,0.0314843,0.0152497,0.038205,0.00742627,0.014916,0.0226409,0.0258701,0.030101,0.0126469,0.0150305,0.0108198,0.0141927,0.0146375,0.0289103,0.00984555,0.0118329,0.00147496,0.0188456,0.0108061,0.0210666,0.00819357,0.0074518,0,0,0,0,0
167,0.00687247,0,0,0,0,0.00989484,0,0,0,0.0374284,0.0243603,0.034041,0.0168394,0,0,0.0304167,0,0.0303188,0.0175664,0.040001,0.0328576,0.0125341,0.0142065,0.0286247,0.0386474,0.0112826,0.0149288,0.0119277,0.0204466,0.0248665,0.0233458,0.0237226,0.0443705,0.03295,0.013601,0.00653778,0.00243795,0.0313363,0.0056887,0.017056,0.00705249,0,0,0.0282482,0,0.0315886,0.0146931,0.0381906,0.007535,0.0148516,0.0229859,0.0262157,0.0306188,0.0127162,0.0151386,0.0111311,0.0144013,0.0146274,0.0291063,0.00992945,0.0118372,0.00145748,0.0192829,0.0151248,0.0189418,0.00859904,0.00815353,0,0,0,0,0
168,0.00788688,0,0,0,0,0.0103704,0,0,0,0.0373405,0.0245983,0.0341329,0.0168351,0,0,0.0317627,0,0.030369,0.0180737,0.040153,0.0326766,0.0125331,0.014229,0.0288288,0.039429,0.0112625,0.0148427,0.0119713,0.0204586,0.0248642,0.0233347,0.0237749,0.0441625,0.0335454,0.0135026,0.00677791,0.00268534,0.0311826,0.00594051,0.0172879,0.00786702,0,0,0.0286049,0,0.0316514,0.0141557,0.038234,0.00751987,0.0148579,0.0228099,0.0263069,0.0309688,0.0126308,0.0152011,0.0112491,0.0143987,0.0144223,0.029447,0.00995504,0.011755,0.00223094,0.0194257,0.0191224,0.01704,0.0090252,0.00898389,0,0,0,0,0
169,0.00881089,0,0,0,0,0.0108294,0,0,0,0.0371471,0.0247458,0.0341221,0.0168652,0,0,0.0325544,0,0.0302545,0.0183067,0.0401856,0.0331625,0.0125329,0.0142203,0.0290957,0.040076,0.0111604,0.0149101,0.0120117,0.0204535,0.0248433,0.0233022,0.0238686,0.0439183,0.0337431,0.0132042,0.00692237,0.0029544,0.0310803,0.00614915,0.0175207,0.00868009,0,0,0.0288069,0,0.0318359,0.0139011,0.0382967,0.00750313,0.0148584,0.0225619,0.0265229,0.0314791,0.0125491,0.0153181,0.0113405,0.0143788,0.0142227,0.0297601,0.00992549,0.0116653,0.00285732,0.0196665,0.0226546,0.0153631,0.00942639,0.00979744,0,0,0,0,0
170,0.00980148,0,0,0,0,0.0113948,0,0,0,0.0369547,0.0248099,0.0342009,0.0169448,0,0,0.0328472,0,0.0300302,0.0184947,0.0399345,0.0336591,0.0125501,0.0141776,0.0294161,0.0405746,0.0110159,0.0147975,0.0120033,0.0204112,0.0248185,0.0233182,0.0239675,0.0436626,0.0337168,0.0127843,0.00707015,0.00312102,0.0308425,0.00646192,0.0176695,0.00955276,0,0,0.0288111,0,0.0319329,0.0138336,0.0383656,0.0076994,0.0148678,0.0224716,0.0269098,0.0317637,0.0125326,0.0154688,0.0113719,0.0143905,0.0141592,0.029947,0.00997929,0.0116506,0.00327944,0.0197742,0.0258663,0.0138751,0.00981934,0.0106863,0,0,0,0,0
