Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72
56,0.0479195,0,0,0,0,0.0326396,0,0,0,0,0,0,0.0372795,0.0401795,0.0303046,0.0135939,0,0,0.0390656,0,0.0411251,0.00774323,0.0405574,0.0264577,0.00637724,0.0140465,0.0157013,0.0997567,0.0173554,0.0165231,0.0157355,0.00826761,0.0132853,0.0119012,0.0171594,0.0399975,0.0424392,0.0113618,0.0376611,0.0182881,0.0425382,0.017474,0.0127557,0.0472169,0,0,0.026358,0,0.0472162,0.0223998,0.0362284,0.017329,0.0159669,0.0111401,0.0136746,0.0398139,0.0114596,0.0145497,0.0121575,0.0131436,0.00480513,0.0313514,0.00763312,0.00664601,0.0220473,0.0350148,0.0178654,0.0145068,0.0387877,0.0518172,0,0
57,0.0467446,0,0,0,0,0.0322304,0,0,0,0,0,0,0.0375391,0.040504,0.0303955,0.0131665,0,0,0.0380423,0,0.0412437,0.00753855,0.0404919,0.0264165,0.00630455,0.0141466,0.0157584,0.0991455,0.0173813,0.0166755,0.0158905,0.00842874,0.0135458,0.0120047,0.0171567,0.040415,0.041927,0.011458,0.0378892,0.0185692,0.0425,0.0177436,0.0127895,0.0467941,0,0,0.0261739,0,0.0471852,0.0220822,0.0362398,0.0177067,0.0159107,0.0112214,0.0137328,0.0397584,0.0113971,0.0144889,0.012378,0.0130896,0.0048879,0.0313364,0.00764056,0.00683943,0.0223973,0.0348633,0.0177969,0.014241,0.0382985,0.0510675,0,0
58,0.0456226,0,0,0,0,0.03183,0,0,0,0,0,0,0.0378303,0.040883,0.0305647,0.0132965,0,0,0.0370165,0,0.0413018,0.0072721,0.0404611,0.0266358,0.00624306,0.0142243,0.0158004,0.0983654,0.0174089,0.0167908,0.0159385,0.00856175,0.0137492,0.0121576,0.0171809,0.0407929,0.0413663,0.0116412,0.0380076,0.0189971,0.0424834,0.0181087,0.0127871,0.046298,0,0,0.026045,0,0.047174,0.0218103,0.0362225,0.0181506,0.0159237,0.0112737,0.0138229,0.039714,0.0113459,0.0144277,0.0123533,0.0130128,0.00491164,0.0313939,0.00768421,0.00698191,0.0229159,0.034762,0.0177119,0.0139758,0.03784,0.0502928,0,0
59,0.0445065,0,0,0,0,0.0313905,0,0,0,0,0,0,0.0380585,0.0412989,0.0306035,0.0138704,0,0,0.0360326,0,0.0413728,0.00712118,0.0404552,0.0268563,0.00622332,0.0143163,0.015829,0.0973955,0.0174628,0.0169129,0.0160074,0.00866247,0.0139066,0.0121824,0.0172079,0.0411271,0.0407303,0.0120195,0.0380749,0.0193188,0.0424506,0.0183908,0.0127206,0.0457034,0,0,0.0259558,0,0.0471425,0.0215843,0.0361896,0.0185162,0.0159474,0.0113486,0.0139323,0.0396925,0.0113132,0.0144118,0.0113914,0.0129671,0.00497227,0.0314313,0.00770923,0.0071108,0.0232725,0.0346469,0.0176016,0.0137681,0.0373662,0.0494568,0,0
60,0.0434075,0,0,0,0,0.0308888,0,0,0,0,0,0,0.0383489,0.041666,0.0305401,0.0146684,0,0,0.0350288,0,0.0414161,0.00708182,0.0405113,0.0270547,0.00619753,0.0144029,0.0158341,0.0962928,0.0175189,0.0170292,0.0160724,0.00877548,0.0141201,0.0121631,0.0172121,0.0413958,0.0400422,0.0125526,0.0381919,0.019553,0.0424621,0.0186387,0.0126048,0.0450524,0,0,0.0258901,0,0.0471453,0.021427,0.0361543,0.0188138,0.0159604,0.0114801,0.0140153,0.0396779,0.0112716,0.0144106,0.00918258,0.0129523,0.00507393,0.0314156,0.00771142,0.0072649,0.0234534,0.0344718,0.0174922,0.0135442,0.0368635,0.0486336,0,0
61,0.0423662,0,0,0,0,0.0303463,0,0,0,0,0,0,0.0386105,0.0419955,0.030604,0.0143004,0,0,0.0339117,0,0.0414976,0.00707294,0.040566,0.0267636,0.00610345,0.0145228,0.0159099,0.0950849,0.0176221,0.0171643,0.0162071,0.00885174,0.0142321,0.0122159,0.0172019,0.0414677,0.0393084,0.013117,0.0382459,0.0197911,0.0424759,0.0188782,0.0126563,0.0445541,0,0,0.0258362,0,0.0471571,0.0212879,0.0361497,0.0190548,0.0159704,0.0115883,0.0141608,0.039563,0.0112182,0.0144091,0.00905022,0.0129369,0.00515437,0.0314,0.00769468,0.00740265,0.0235486,0.0342726,0.0173886,0.0133085,0.0363498,0.04786,0,0
62,0.0414128,0,0,0,0,0.0298187,0,0,0,0,0,0,0.0384649,0.042328,0.0307265,0.0140413,0,0,0.0327204,0,0.0417227,0.00711525,0.0405936,0.0266496,0.00601599,0.0146099,0.0159911,0.0938708,0.0176357,0.0172467,0.0163174,0.00891918,0.0142752,0.0122448,0.0171931,0.0414095,0.0385372,0.0136023,0.0381618,0.0200002,0.0424739,0.0190452,0.0128378,0.0442391,0,0,0.0258051,0,0.0471536,0.0211245,0.03616,0.0192316,0.0159774,0.0116606,0.0142564,0.0394276,0.0111939,0.0143905,0.0108567,0.0129168,0.00518814,0.031397,0.00765064,0.00749004,0.0237288,0.0341411,0.0173056,0.0131155,0.0358617,0.0471678,0,0
63,0.0406342,0,0,0,0,0.0293309,0,0,0,0,0,0,0.0382778,0.0426025,0.0307675,0.0139635,0,0,0.0315622,0,0.0419243,0.00720793,0.0406204,0.0266777,0.00596954,0.014646,0.0160325,0.0926939,0.0176085,0.0172936,0.0163479,0.00891775,0.014272,0.0122306,0.0171851,0.0412907,0.0377666,0.014034,0.0379592,0.0201369,0.0424652,0.0191483,0.0128128,0.0439784,0,0,0.0257578,0,0.0471476,0.0209304,0.0361632,0.0193057,0.0160066,0.0117264,0.0142688,0.0393878,0.0112233,0.0143998,0.0113152,0.0129381,0.0052012,0.0313964,0.00761321,0.00752815,0.023901,0.0340905,0.0172234,0.0130174,0.0353439,0.046602,0,0
64,0.0400417,0,0,0,0,0.0288835,0,0,0,0,0,0,0.038115,0.0428146,0.0307124,0.0139011,0,0,0.0304708,0,0.0420851,0.00736376,0.0406608,0.0267014,0.00595368,0.0146466,0.0160569,0.0915233,0.0174478,0.0173044,0.0162885,0.0088614,0.0142227,0.0122001,0.0171669,0.0411554,0.0370092,0.0144146,0.0376958,0.0202207,0.0424614,0.0191928,0.0127104,0.0437846,0,0,0.0257187,0,0.0471431,0.0208823,0.0361853,0.0192863,0.0160696,0.0117926,0.0142681,0.0393667,0.0113076,0.0144719,0.00955576,0.0130037,0.0052187,0.0313714,0.00759937,0.00753758,0.0240289,0.0340574,0.0171488,0.013016,0.0348448,0.0461485,0,0
65,0.0393718,0,0,0,0,0.0282271,0,0,0,0,0,0,0.0378542,0.0429754,0.03058,0.013763,0,0,0.0292133,0,0.0422388,0.00754107,0.0406756,0.0266145,0.00596061,0.0146085,0.0160386,0.0898565,0.0172708,0.0172755,0.0162588,0.00881545,0.0141628,0.0121414,0.0171429,0.0408689,0.0360553,0.0147633,0.0374348,0.0201309,0.0424489,0.0190687,0.0127094,0.043623,0,0,0.02569,0,0.0471442,0.0208548,0.0362369,0.0191107,0.0161603,0.0117982,0.0142047,0.0392992,0.0113638,0.0145492,0.00892162,0.0130309,0.00521968,0.0313706,0.00758323,0.00747496,0.0238673,0.0340112,0.017089,0.0130116,0.0342337,0.0456184,0,0
66,0.0389171,0,0,0,0,0.0276343,0,0,0,0,0,0,0.0376981,0.0431307,0.0305298,0.0135464,0,0,0.0281895,0,0.0422678,0.00768211,0.0406979,0.0265967,0.00599471,0.0145046,0.0160229,0.0882347,0.0174727,0.0172078,0.0163992,0.00875082,0.0141404,0.0121352,0.0171577,0.0406043,0.0351837,0.0152143,0.0371703,0.0198951,0.0424399,0.0188346,0.0126668,0.0435697,0,0,0.0257465,0,0.047136,0.0208686,0.0362781,0.0187881,0.0162442,0.0117698,0.0141232,0.0391818,0.0114515,0.0145881,0.00923411,0.0130615,0.00520064,0.0313488,0.00755962,0.00733481,0.0235928,0.0339485,0.0170735,0.0130128,0.0337604,0.0452594,0,0
67,0.038515,0,0,0,0,0.0271254,0,0,0,0,0,0,0.0378094,0.0433529,0.0306726,0.0132773,0,0,0.0272655,0,0.0422069,0.00778947,0.0407397,0.0267904,0.00604816,0.0143178,0.0159951,0.0865675,0.0176658,0.0170588,0.0163485,0.00867431,0.0141039,0.0122876,0.0172521,0.0405403,0.0341929,0.0157876,0.0369578,0.0197714,0.0424322,0.0186512,0.0126352,0.0435427,0,0,0.025811,0,0.047125,0.0208679,0.0362915,0.0185046,0.0163494,0.0117062,0.0140542,0.039172,0.011587,0.0145922,0.00953322,0.0131094,0.00513524,0.0313633,0.00753961,0.00717008,0.0233742,0.033884,0.0170644,0.0130298,0.0334131,0.0449424,0,0
68,0.0381523,0,0,0,0,0.0265799,0,0,0,0,0,0,0.0377482,0.0433967,0.0307691,0.0131345,0,0,0.0262717,0,0.0419917,0.00794885,0.0407547,0.0269503,0.00607811,0.0140936,0.0159749,0.0846474,0.0175133,0.016893,0.0161792,0.00862593,0.0140554,0.0124282,0.0173094,0.040434,0.0329409,0.0163654,0.0368627,0.0196866,0.042436,0.0184986,0.0125941,0.0434677,0,0,0.0258613,0,0.0471078,0.0208936,0.0362852,0.018257,0.0164812,0.0116272,0.0139815,0.0390693,0.0116332,0.014587,0.00961704,0.0131478,0.00507644,0.0314053,0.00753167,0.00703517,0.0231128,0.0339374,0.0170563,0.0130576,0.0329852,0.0445614,0,0
69,0.037877,0,0,0,0,0.0261642,0,0,0,0,0,0,0.0376325,0.0434304,0.0306581,0.0132803,0,0,0.0254933,0,0.0418015,0.00821876,0.0407695,0.0271182,0.00610814,0.0138628,0.0159988,0.0827349,0.0172331,0.0167358,0.0160338,0.00853117,0.0139463,0.0123991,0.0172983,0.0400902,0.031642,0.0168685,0.0366717,0.0196358,0.0424499,0.0183768,0.0125662,0.0434613,0,0,0.0258689,0,0.0471021,0.020888,0.0363004,0.0180048,0.0166338,0.0115789,0.0139375,0.0391229,0.0115853,0.0145915,0.00964475,0.0132026,0.00503279,0.0314411,0.00749615,0.0069118,0.0228804,0.0340945,0.0170091,0.0130665,0.0326899,0.0442099,0,0
70,0.0377484,0,0,0,0,0.0257923,0,0,0,0,0,0,0.037173,0.0435297,0.030439,0.0134793,0,0,0.0250577,0,0.0417699,0.00854845,0.0408269,0.027325,0.0061444,0.0137766,0.0159718,0.080914,0.0169999,0.0166329,0.0160853,0.0083984,0.0138026,0.0122525,0.0172708,0.0396346,0.0305898,0.0171935,0.0363675,0.0195787,0.0424625,0.0182273,0.0125764,0.043598,0,0,0.0259143,0,0.0471119,0.0209188,0.0363428,0.0176852,0.016766,0.011546,0.0139316,0.0393368,0.0116054,0.0145769,0.00973945,0.013245,0.00494819,0.0314452,0.00747013,0.00675062,0.0226596,0.0342882,0.0169889,0.0130776,0.0325065,0.0439997,0,0
71,0.0376555,0,0,0,0,0.0254674,0,0,0,0,0,0,0.037046,0.0434819,0.0305887,0.01361,0,0,0.0247463,0,0.0416433,0.00885066,0.0408943,0.0272478,0.0062066,0.0138119,0.0158804,0.0790907,0.0166521,0.0164302,0.0162293,0.0083212,0.0137217,0.0124177,0.01732,0.0394622,0.0296773,0.0173604,0.0359897,0.0194933,0.0424608,0.0180609,0.0125595,0.0437298,0,0,0.0259709,0,0.0471156,0.0209735,0.0363865,0.017338,0.0168578,0.0115051,0.013896,0.0396552,0.0116585,0.0145654,0.0099405,0.0132741,0.00485482,0.031427,0.00748732,0.00656673,0.022456,0.0345326,0.0169507,0.0130737,0.0324313,0.043844,0,0
72,0.0375863,0,0,0,0,0.0251617,0,0,0,0,0,0,0.0367874,0.0432818,0.0307047,0.0134427,0,0,0.0245614,0,0.0413178,0.00906886,0.0409295,0.027194,0.0062537,0.0137427,0.0158327,0.0772603,0.016209,0.0161344,0.0160679,0.00825673,0.0136611,0.0125558,0.0173149,0.0392738,0.0288417,0.0174705,0.0355281,0.0194017,0.0424467,0.0178898,0.0124572,0.0438933,0,0,0.0260525,0,0.0471139,0.0210573,0.0364176,0.0170125,0.0169567,0.0114505,0.0138282,0.0400569,0.0117702,0.0145502,0.0102192,0.0133155,0.00476137,0.0314167,0.00751714,0.00637492,0.0221805,0.0348295,0.0168589,0.0130591,0.0324517,0.0437233,0,0
73,0.037511,0,0,0,0,0.0249143,0,0,0,0,0,0,0.036147,0.0429452,0.0304683,0.013461,0,0,0.0245597,0,0.0408264,0.00922334,0.0409678,0.027044,0.0062993,0.0136758,0.0158085,0.0754714,0.0159136,0.0159681,0.0159286,0.00813781,0.0134603,0.0123169,0.0172163,0.0387827,0.0281103,0.017571,0.0349342,0.0193282,0.0424482,0.0176881,0.0124132,0.0442319,0,0,0.0261313,0,0.0471242,0.0211492,0.0364371,0.0166607,0.0170957,0.0113645,0.0137578,0.0405057,0.0119535,0.0145541,0.0101938,0.0133601,0.00464247,0.0314647,0.00750952,0.00615118,0.0219086,0.0351049,0.0167144,0.0130335,0.0325716,0.0435821,0,0
74,0.0374536,0,0,0,0,0.0246708,0,0,0,0,0,0,0.0358198,0.0426593,0.0302702,0.013437,0,0,0.0248127,0,0.0404036,0.00933148,0.0410129,0.0269993,0.00637384,0.0133811,0.0157914,0.0737017,0.0159987,0.0159407,0.0157961,0.00804754,0.01324,0.0119489,0.0171542,0.0383008,0.0275836,0.0177183,0.0341263,0.0192963,0.0424585,0.0175265,0.0124058,0.0445972,0,0,0.0262306,0,0.0471477,0.0212767,0.0364763,0.0162991,0.0172591,0.0112766,0.0137242,0.0409635,0.0120746,0.0145671,0.0102052,0.0133859,0.0044802,0.0315435,0.00748874,0.00588749,0.0216809,0.035469,0.0165492,0.0130081,0.03271,0.0434285,0,0
75,0.0373119,0,0,0,0,0.0244006,0,0,0,0,0,0,0.0355329,0.0422973,0.0301773,0.0134616,0,0,0.025038,0,0.0398419,0.00947792,0.0410916,0.0270173,0.00646614,0.0129853,0.0157445,0.0718895,0.0165766,0.0159673,0.0155799,0.00797897,0.0130323,0.0118542,0.0171364,0.0378966,0.0270078,0.0179746,0.0331043,0.0192717,0.0424617,0.0173743,0.0124216,0.044905,0,0,0.0263115,0,0.0471695,0.0213608,0.036515,0.0159592,0.0174004,0.0111781,0.0136194,0.041446,0.0121567,0.014569,0.0102983,0.0134699,0.00434483,0.0315909,0.00748992,0.00564236,0.0213886,0.0358734,0.016401,0.012954,0.0328029,0.0432153,0,0
76,0.037075,0,0,0,0,0.0241222,0,0,0,0,0,0,0.0352574,0.0418073,0.0301407,0.0134365,0,0,0.0251228,0,0.0390703,0.00967817,0.0411899,0.0271018,0.00654745,0.0126597,0.0157257,0.0700207,0.0167701,0.0157664,0.015333,0.00779894,0.0128301,0.0119938,0.017129,0.0375794,0.0262491,0.0184086,0.0318993,0.0192466,0.042453,0.017222,0.0124888,0.0451799,0,0,0.0263943,0,0.0471762,0.0214819,0.0365148,0.0156603,0.0175037,0.0110949,0.013491,0.0419394,0.0122347,0.0145579,0.0104067,0.0135685,0.00423594,0.0316053,0.00749735,0.00544546,0.021135,0.0362905,0.0162841,0.0129268,0.0328329,0.0429561,0,0
