Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,RTIBA,IMUR_B
1015,0.0210356,0.0114355,0,0,0,0,0,0.00506746,0.0188427,0.0112926,0.0102672,0,0,0.0115471,0,0.0208198,0.007753,0.0428865,0.0227995,0.0234267,0.0210865,0.0123001,0.0104939,0.0234876,0.0346575,0,0.0286586,0.0149443,0.015863,0.00973162,0.0324897,0.0100769,0.0103265,0.0149338,0.0026057,0.0121208,0.016614,0.00703482,0.0064753,0.0277982,0,0,0.0151,0,0.0172352,0.00474122,0.0448544,0.00853417,0.0313575,0.00572864,0.00967853,0.0158289,0.00898257,0.0352082,0.0110017,0.00628248,0.00804983,0.00428905,0.00471144,0.0139258,0.010241,0.00545422,0.00506429,0.00851041,0.0204638,0,0,0,0,0,0,0,0,0.0306949,0
1016,0.0221285,0.0119829,0,0,0,0,0,0.00692008,0.0192375,0.0110001,0.0110315,0,0,0.0119088,0,0.0204241,0.00790439,0.0430911,0.0221331,0.0236358,0.0209283,0.0122009,0.0109152,0.0233267,0.0350664,0,0.0288368,0.0149393,0.0162059,0.00976127,0.0325378,0.0119898,0.0107408,0.0146543,0.00283096,0.0117947,0.0172682,0.00760919,0.00781038,0.0285368,0,0,0.0151827,0,0.0183818,0.00463068,0.044583,0.00907058,0.0312518,0.00599286,0.0095095,0.015864,0.00897463,0.0353241,0.0111138,0.00699083,0.00765537,0.00392118,0.00415462,0.013151,0.0102935,0.00540854,0.00496832,0.008765,0.0212732,0,0,0,0,0,0,0,0,0.0311866,0
1017,0.0235164,0.0129854,0,0,0,0,0,0.00833682,0.0195074,0.0106352,0.0115498,0,0,0.0127455,0,0.0199927,0.00834567,0.0430842,0.021003,0.0240165,0.0204042,0.0120277,0.0129778,0.0234567,0.0350661,0,0.0291246,0.0146548,0.0163724,0.00956352,0.0326092,0.0134963,0.0120442,0.0144906,0.00293207,0.0100557,0.0179028,0.00732947,0.00857092,0.0294201,0,0,0.015382,0,0.0193081,0.00474474,0.0442865,0.00996105,0.0312643,0.00609679,0.00932378,0.0159609,0.00888929,0.0355531,0.0111027,0.00837922,0.00680054,0.00325382,0.0032286,0.0110392,0.0103933,0.00556319,0.00504536,0.00935097,0.0222499,0,0,0,0,0,0,0,0,0.031849,0
1018,0.0246148,0.0136353,0,0,0,0,0,0.00961306,0.0199737,0.010028,0.0126826,0,0,0.0128208,0,0.019761,0.00829093,0.0429827,0.0192508,0.0243268,0.0196421,0.0120919,0.0129651,0.0229416,0.0342641,0.0282233,0.0294937,0.0140579,0.0160365,0.00915433,0.0327367,0.014568,0.0121424,0.0143073,0.00327345,0.00964279,0.0185129,0.00771273,0.00984759,0.0301392,0,0,0.0154294,0,0.0203318,0.00492195,0.0440107,0.0103641,0.0312101,0.00642993,0.00917567,0.0160477,0.00852472,0.0356271,0.0114367,0,0.00635672,0.00285104,0.00272522,0.00995999,0.0104941,0.00574992,0.00511044,0.00971626,0.0231022,0,0,0,0,0,0,0,0,0.0323875,0
1019,0.0256011,0.0142832,0,0,0,0,0,0.0113277,0.020434,0.00962138,0.0136787,0,0,0.0127325,0,0.0196155,0.00820892,0.0430045,0.0179615,0.0246387,0.0193326,0.011939,0.012779,0.0228238,0.0340238,0.028252,0.0299794,0.0138544,0.0161136,0.00908495,0.0329057,0.016382,0.0121565,0.0141418,0.00361592,0.0095029,0.0190654,0.00819253,0.0110138,0.0307253,0,0,0.015403,0,0.0212011,0.00503945,0.0437735,0.0108269,0.0310682,0.00682216,0.00898593,0.0161075,0.00862218,0.0359566,0.0119653,0.0079692,0.00572286,0.00263495,0.00212731,0.00890663,0.0105806,0.00596587,0.00527185,0.0101172,0.0238207,0,0,0,0,0,0,0,0,0.0328974,0
1020,0.0214962,0.0130479,0,0,0,0,0,0.0266576,0.0203677,0.00678203,0.0112672,0,0,0.0138686,0,0.0199603,0.00838034,0.036355,0.0136492,0.0268888,0.0188931,0.00641945,0.0122178,0.0108573,0.0115196,0.0113848,0.038627,0.0109409,0.0126776,0.00826695,0.0348882,0.033044,0.0131694,0.0141256,0.00352069,0.00961267,0.0178637,0.00871658,0.0125232,0.0257775,0,0,0.0135498,0,0.0194564,0.00498543,0.0442291,0.0119006,0.0295385,0.00807247,0.00682932,0.0144263,0.010144,0.0374931,0.0124814,0,0.00649473,0.00272954,0.00254226,0.00859522,0.00864406,0.00752006,0.00645832,0.00991568,0.0196563,0,0,0,0,0,0,0,0,0.0323914,0
1021,0.0224564,0.0136054,0,0,0,0,0,0.0259472,0.0208208,0.00661295,0.0125269,0,0,0.0137503,0,0.0198637,0.00839394,0.0362954,0.0141274,0.0268975,0.0196979,0.00659873,0.0120432,0.0109887,0.0118386,0.0115921,0.0388409,0.0110167,0.0124984,0.00829133,0.0349041,0.0321457,0.0130886,0.013944,0.00384951,0.00994518,0.0182675,0.00903909,0.0138157,0.0262922,0,0,0.0135597,0,0.019914,0.00535244,0.0439694,0.0120896,0.0294856,0.00858269,0.00693539,0.0143694,0.0104444,0.037711,0.012661,0.00934098,0.00580905,0.00256314,0.00209367,0.00815546,0.00872405,0.00802228,0.00680499,0.0103449,0.0203352,0,0,0,0,0,0,0,0,0.0328625,0
1022,0.0232488,0.0140307,0,0,0,0,0,0.0251051,0.0212452,0.0063092,0.0138102,0,0,0.0136922,0,0.0198184,0.00842831,0.0365623,0.0143973,0.0270478,0.0205264,0.00694532,0.0118105,0.0111501,0.0120799,0.0117835,0.0390252,0.0110669,0.0122575,0.00827786,0.0348376,0.0310179,0.0129306,0.0138069,0.00413365,0.0103903,0.0186207,0.00925038,0.0152533,0.0266092,0,0,0.013509,0,0.0202333,0.00579979,0.0438569,0.0120948,0.029488,0.0091383,0.00708505,0.0142186,0.0107505,0.0375297,0.0128475,0.00908517,0.00510795,0.00259963,0.00201901,0.00807473,0.00874253,0.00873632,0.00723502,0.0106846,0.0208584,0,0,0,0,0,0,0,0,0.0332879,0
1023,0.0240182,0.0144243,0,0,0,0,0,0.0241829,0.0216285,0.00601843,0.0150626,0,0,0.0138031,0,0.019771,0.00848347,0.0368895,0.0146564,0.0272669,0.0213473,0.00738679,0.0115796,0.0117079,0.0123636,0.0119437,0.0391027,0.0111524,0.0120181,0.00821935,0.0347737,0.0297421,0.0127426,0.013678,0.00439682,0.0109009,0.0189466,0.00934337,0.0167186,0.0268592,0,0,0.0134172,0,0.0204205,0.00649143,0.0438789,0.0118979,0.0294441,0.00969666,0.00734092,0.0140119,0.0110365,0.0374638,0.0130698,0.00912272,0.00436496,0.00278746,0.00224325,0.00824312,0.00870229,0.00997869,0.00781612,0.0110093,0.0213195,0,0,0,0,0,0,0,0,0.0337826,0
1024,0.0247657,0.014573,0,0,0,0,0,0.0229537,0.0220381,0.0054722,0.0166456,0,0,0.0135028,0,0.0197328,0.00842266,0.0372229,0.0145842,0.0270142,0.021444,0.00788118,0.011367,0.0120632,0.0126693,0.0120161,0.0390122,0.0108015,0.0116074,0.00787431,0.03466,0.0284367,0.012073,0.0135201,0.00468273,0.0123017,0.0192982,0.0102758,0.0184817,0.0269094,0,0,0.0134385,0,0.020404,0.00705973,0.0439325,0.0125239,0.0292854,0.0101139,0.0078068,0.0135622,0.0112753,0.0373645,0.0132789,0.00924912,0.00389072,0.00297444,0.00241796,0.00938262,0.00861011,0.01149,0.00850247,0.0110603,0.0217651,0,0,0,0,0,0,0,0,0.0342956,0
1025,0.02531,0.0148107,0,0,0,0,0,0.021674,0.022365,0.0048475,0.0178999,0,0,0.0134694,0,0.0196189,0.00845651,0.0373678,0.0145464,0.0271972,0.02149,0.00821746,0.0116798,0.0122962,0.0130452,0.0120805,0.0389038,0.010392,0.011176,0.00754021,0.0345843,0.0271464,0.0124825,0.0133432,0.00494056,0.0140692,0.0199248,0.011499,0.0198453,0.0272531,0,0,0.0138925,0,0.0222128,0.00673408,0.0438438,0.0135107,0.0293355,0.0105032,0.00797613,0.0136739,0.0114792,0.0373724,0.0136358,0.00935923,0.00351358,0.00313842,0.00247652,0.0108216,0.00881101,0.00986372,0.00794977,0.0114106,0.0221392,0,0,0,0,0,0,0,0,0.0348509,0
1026,0.025807,0.0149504,0,0,0,0,0,0.0205644,0.0226562,0.00443339,0.0189163,0,0,0.0134272,0,0.0195349,0.00842942,0.0374385,0.0146988,0.0276427,0.0219168,0.0087995,0.0120122,0.012506,0.0134831,0.012252,0.0387879,0.0102327,0.0108681,0.00738072,0.0345379,0.0258454,0.0126931,0.0131922,0.00514734,0.0154169,0.0204269,0.0123045,0.0210789,0.0273783,0,0,0.014012,0,0.0235067,0.0066969,0.0437331,0.0140494,0.0293255,0.0109283,0.00823573,0.0135553,0.0116506,0.0373944,0.0137422,0.00944541,0.00298686,0.00341163,0.00266071,0.0120104,0.00878932,0.0090117,0.00760395,0.0116717,0.0224261,0,0,0,0,0,0,0,0,0.035446,0
1027,0.0264533,0.0153022,0,0,0,0,0,0.0196518,0.0230003,0.0041584,0.019648,0,0,0.0133526,0,0.0194483,0.00845435,0.0376635,0.0147511,0.0275834,0.0223532,0.00890832,0.0122582,0.0126488,0.013989,0.012451,0.0384017,0.0101083,0.0105661,0.00721385,0.034487,0.0247158,0.0127506,0.0130446,0.00534918,0.0166028,0.0209944,0.012924,0.0219479,0.027622,0,0,0.0141721,0,0.0246587,0.00670744,0.0437108,0.0144315,0.029251,0.0113688,0.00845149,0.0134682,0.0118537,0.0373828,0.013756,0.00956275,0.00243955,0.00383077,0.00299856,0.0131913,0.00884748,0.00860338,0.00741163,0.0120198,0.0228031,0,0,0,0,0,0,0,0,0.0359712,0
1028,0.027295,0.0158097,0,0,0,0,0,0.0189614,0.0233885,0.00391087,0.0202151,0,0,0.0132785,0,0.0193025,0.00852005,0.0379212,0.0148946,0.0273045,0.0227348,0.00875517,0.0124739,0.0128789,0.0146201,0.0126342,0.0379581,0.00997906,0.0103476,0.00708231,0.0345054,0.023887,0.0127172,0.0128796,0.00555307,0.0177011,0.0216431,0.0134569,0.0224854,0.0279419,0,0,0.014371,0,0.0258582,0.00672141,0.0437274,0.0148455,0.0291552,0.0118371,0.0085978,0.0134083,0.0120905,0.0374126,0.0140288,0.00965435,0.00187444,0.0043778,0.00344853,0.0143612,0.00897453,0.00831403,0.00727864,0.0124299,0.0232237,0,0,0,0,0,0,0,0,0.0364758,0
1029,0.0280149,0.0161844,0,0,0,0,0,0.0181578,0.0237692,0.00364357,0.020858,0,0,0.0133546,0,0.0191677,0.0086345,0.038083,0.0151938,0.0275253,0.0231019,0.00907983,0.012756,0.013292,0.0152403,0.0128408,0.0377837,0.00986852,0.0100901,0.00697163,0.0345433,0.0229455,0.0128632,0.0127226,0.00573367,0.0186748,0.0222265,0.0138887,0.0231361,0.0280881,0,0,0.0144737,0,0.026891,0.00683933,0.043587,0.0152366,0.0291191,0.0122701,0.00879106,0.0133068,0.0123316,0.0374331,0.0142829,0.00968852,0.00129668,0.00494385,0.00400398,0.0154363,0.00907313,0.00821388,0.0072416,0.012762,0.0235171,0,0,0,0,0,0,0,0,0.0370687,0
1030,0.0287872,0.0168424,0,0,0,0,0,0.0174542,0.0242032,0.00338501,0.0212497,0,0,0.0134063,0,0.0190528,0.00879732,0.038348,0.0155073,0.0272208,0.0235148,0.00885681,0.0131022,0.0137543,0.015795,0.013186,0.0377253,0.00976888,0.00984285,0.00688224,0.0346162,0.0220792,0.0128752,0.0125723,0.00602601,0.0195377,0.0228873,0.0143032,0.0233569,0.0284146,0,0,0.0146075,0,0.0280623,0.00692748,0.0434168,0.0155974,0.0290274,0.01271,0.00875475,0.0132835,0.0125927,0.0373977,0.0144025,0.00970692,0.000795402,0.00561794,0.00479825,0.016451,0.00929556,0.00813868,0.00718563,0.0132715,0.0239582,0,0,0,0,0,0,0,0,0.037616,0
1031,0.0294515,0.0173961,0,0,0,0,0,0.0165307,0.0246067,0.00326057,0.021606,0,0,0.0135091,0,0.0189212,0.00899269,0.038632,0.0158591,0.0271481,0.0239447,0.00875556,0.0135722,0.0137731,0.0161245,0.0134018,0.0377679,0.0097129,0.00963208,0.00684676,0.0346793,0.0208916,0.0130051,0.0124127,0.00628147,0.0203701,0.0235028,0.0148678,0.0235597,0.0286752,0,0,0.0147913,0,0.0291179,0.00720799,0.0432061,0.0160512,0.028907,0.0130363,0.00882833,0.013275,0.0126231,0.0373194,0.014203,0.00961398,0.000882397,0.00657131,0.00588867,0.0174696,0.0095336,0.008194,0.00720348,0.013749,0.024344,0,0,0,0,0,0,0,0,0.0381582,0
1032,0.0300098,0.0178215,0,0,0,0,0,0.0156356,0.0249632,0.00314991,0.0219487,0,0,0.0136068,0,0.0188101,0.0091085,0.0388773,0.0162041,0.0270997,0.0242561,0.00868047,0.0141408,0.0137592,0.0165061,0.0136096,0.0376676,0.00961621,0.00949787,0.0068248,0.0347497,0.0197668,0.013167,0.0122507,0.0065217,0.0211742,0.0240621,0.0152738,0.0237191,0.02889,0,0,0.0150587,0,0.0300367,0.00766965,0.0431588,0.0162588,0.028802,0.0133913,0.00903913,0.0132352,0.0123449,0.0373141,0.0139882,0.00955398,0.00147778,0.00735435,0.00673891,0.0185244,0.00977229,0.00829221,0.007303,0.0141341,0.024646,0,0,0,0,0,0,0,0,0.0386821,0
1033,0.0311538,0.0187404,0,0,0,0,0,0.0152734,0.0249971,0.00322693,0.0217043,0,0,0.0144217,0,0.0183947,0.00986523,0.0389639,0.0166409,0.027191,0.0249805,0.00781437,0.0175879,0.0137944,0.0174389,0.0139041,0.0375742,0.00974062,0.00945011,0.0069679,0.0348593,0.0189849,0.0150536,0.0120687,0.00655042,0.0213661,0.0246723,0.0150696,0.0231741,0.0295234,0,0,0.0154868,0,0.0310209,0.00814407,0.0430992,0.0161087,0.0287736,0.0138794,0.00869528,0.0132904,0.0120704,0.0374689,0.0136249,0.00959365,0.00241153,0.00824535,0.00779929,0.0193055,0.0100894,0.00833103,0.00736676,0.0149416,0.0253675,0,0,0,0,0,0,0,0,0.0392238,0
1034,0.0308841,0.0182688,0,0,0,0,0,0.0135818,0.0255864,0.00318172,0.0226873,0,0,0.0138261,0,0.0186997,0.00929379,0.0392042,0.0168562,0.0271899,0.0246626,0.00860043,0.0152875,0.0137279,0.0178422,0.0138697,0.0373767,0.00943675,0.00909395,0.00685082,0.0348574,0.0172914,0.013586,0.011968,0.00692394,0.0228823,0.0250501,0.0160224,0.024195,0.0291539,0,0,0.0156485,0,0.0317117,0.00855498,0.0430015,0.0165358,0.0285991,0.0140837,0.00955082,0.0130306,0.0119646,0.0372972,0.0136198,0.00962209,0.00288259,0.00884892,0.00818959,0.0207621,0.0101569,0.0084606,0.00752292,0.0147615,0.0250789,0,0,0,0,0,0,0,0,0.039789,0
1035,0.0312519,0.0184958,0,0,0,0,0,0.0125918,0.0258552,0.00351568,0.0229624,0,0,0.0138532,0,0.018743,0.00940442,0.0392888,0.0171342,0.0271215,0.0248479,0.00839817,0.0158561,0.013793,0.0182495,0.0138665,0.0371305,0.00938863,0.0089517,0.00687387,0.0348966,0.016122,0.0137599,0.0118824,0.00707011,0.0236676,0.0254961,0.0163564,0.0243477,0.0292524,0,0,0.0158655,0,0.032415,0.00870865,0.0429163,0.0166009,0.0284555,0.0145082,0.00971397,0.0128973,0.011965,0.0373202,0.0132938,0.00976507,0.00365481,0.00960643,0.00900311,0.0218475,0.010333,0.00849913,0.00765972,0.0150443,0.0252683,0,0,0,0,0,0,0,0,0.0403182,0
1036,0.0315773,0.0187864,0,0,0,0,0,0.0117253,0.0261064,0.00392214,0.0232123,0,0,0.0138927,0,0.0187962,0.00946858,0.0393375,0.0173564,0.0271105,0.0250624,0.00819008,0.016382,0.013844,0.0185329,0.0138149,0.0368117,0.00937776,0.00889351,0.00692876,0.0349396,0.0151131,0.0139384,0.0118123,0.00725161,0.0243186,0.025903,0.0165892,0.0244965,0.0293304,0,0,0.0161843,0,0.0329391,0.00899635,0.0428171,0.0164837,0.0282763,0.014969,0.00982993,0.0127533,0.0121061,0.0374816,0.0129298,0.00996786,0.00433585,0.0102651,0.00963024,0.0227609,0.0104943,0.00861708,0.00783146,0.0153187,0.0254356,0,0,0,0,0,0,0,0,0.0408017,0
1037,0.0319793,0.0192223,0,0,0,0,0,0.0114552,0.0262976,0.00422167,0.0232213,0,0,0.0141641,0,0.0188424,0.00964976,0.0392293,0.0176813,0.0274803,0.0258163,0.00809556,0.0170496,0.0140099,0.0188494,0.013878,0.0366192,0.00962319,0.00901417,0.00708808,0.0349624,0.0144009,0.0142241,0.011769,0.00729268,0.0241872,0.0261929,0.0161447,0.0245473,0.0293945,0,0,0.0164441,0,0.0332883,0.00937731,0.0426115,0.0156415,0.0281972,0.0157565,0.00976809,0.0125506,0.0121744,0.0374104,0.0121241,0.0102461,0.0051943,0.0109665,0.0104943,0.0232565,0.0105701,0.00870737,0.00809578,0.0157168,0.0255735,0,0,0,0,0,0,0,0,0.0410803,0
1038,0.0318302,0.0190986,0,0,0,0,0,0.0104583,0.0264411,0.00423677,0.0239446,0,0,0.0142671,0,0.0189806,0.00955208,0.0392016,0.0179611,0.0281575,0.0260957,0.00917756,0.0168821,0.0140712,0.018824,0.0138096,0.0364044,0.00967748,0.0090352,0.00710399,0.0348972,0.0131879,0.0142756,0.0117224,0.00735491,0.0245017,0.0263077,0.0162507,0.0257024,0.0289847,0,0,0.0163159,0,0.0335991,0.00977284,0.0424025,0.0153137,0.0282589,0.016126,0.010318,0.0121538,0,0.0372348,0.0119114,0.0104542,0.00559327,0.0113518,0.0108929,0.0237405,0.010365,0.00886001,0.00827632,0.0156877,0.0252799,0,0,0,0,0,0,0,0,0.0414006,0
1039,0.032017,0.0193345,0,0,0,0,0,0.00932118,0.026489,0.00430653,0.0245142,0,0,0.0145475,0,0.0188803,0.00968109,0.0392654,0.0182643,0.0285037,0.0261227,0.00971149,0.0179473,0.0140634,0.0186333,0.0136953,0.0361448,0.00962936,0.00893772,0.00710902,0.0348609,0.0120311,0.0150609,0.0116266,0.00736277,0.0250034,0.0265335,0.0164734,0.0266371,0.0288506,0,0,0.016259,0,0.0340969,0.00997269,0.0421569,0.015296,0.0282304,0.0163118,0.0106819,0.0119121,0,0.0370757,0.0119849,0.0105539,0.00592905,0.0117064,0.0112477,0.0243487,0.0102343,0.00894405,0.00833607,0.0159085,0.0252908,0,0,0,0,0,0,0,0,0.0416466,0
1040,0.0322243,0.0197,0,0,0,0,0,0.00874481,0.0266547,0.00443971,0.0247694,0,0,0.0146873,0,0.0188875,0.00969636,0.0392678,0.0185199,0.0284358,0.0262645,0.00961452,0.0182183,0.0140232,0.0184473,0.0136136,0.0358949,0.00961391,0.00895385,0.00715518,0.0349187,0.0114414,0.0152901,0.0115466,0.00739837,0.0252584,0.0267773,0.0165285,0.0270374,0.0288614,0,0,0.0163517,0,0.0343329,0.0101674,0.0419646,0.0152732,0.0282026,0.016555,0.0108069,0.0117433,0.0123107,0.0369621,0.0119392,0.0106154,0.00624919,0.0119873,0.0116141,0.0247408,0.0102498,0.00905039,0.00853715,0.0161973,0.0253349,0,0,0,0,0,0,0,0,0.0417666,0
1041,0.0324077,0.0201115,0,0,0,0,0,0.00831071,0.0267999,0.004553,0.0249874,0,0,0.0148792,0,0.0189364,0.00966538,0.0392339,0.0187473,0.0283838,0.0264224,0.00938889,0.0184929,0.0139734,0.0184834,0.0135684,0.0357219,0.00964843,0.00917627,0.0071896,0.0350124,0.0110329,0.0155385,0.011496,0.00752271,0.0253651,0.0270099,0.0164763,0.0273088,0.02891,0,0,0.0163485,0,0.0345774,0.0103136,0.041729,0.0151641,0.02828,0.0167574,0.010664,0.011586,0.0123078,0.0369108,0.01179,0.0106166,0.00650983,0.0121745,0.0119148,0.0249724,0.0102154,0.00912515,0.00865406,0.0164423,0.0253871,0,0,0,0,0,0,0,0,0.0418011,0
1042,0.0325741,0.0204932,0,0,0,0,0,0.00782458,0.0269107,0.00470119,0.0252402,0,0,0.0151972,0,0.0189765,0.00962935,0.0392292,0.0189829,0.0285131,0.0265356,0.00934851,0.018752,0.0139614,0.0187462,0.0135601,0.03566,0.00968132,0.00924342,0.00721416,0.0350974,0.0105293,0.0158464,0.0114473,0.00773933,0.0253757,0.027162,0.0163864,0.0276654,0.0288854,0,0,0.0160965,0,0.0347856,0.0102981,0.0415205,0.0149457,0.0283788,0.016885,0.0105822,0.0114236,0.0120552,0.0368549,0.0116665,0.0106482,0.00662506,0.0122513,0.0120378,0.0251039,0.0100608,0.00920063,0.00872902,0.0166566,0.0254118,0,0,0,0,0,0,0,0,0.0418157,0
1043,0.032729,0.0208762,0,0,0,0,0,0.00744825,0.0269852,0.00482905,0.0254533,0,0,0.0155183,0,0.018991,0.00958667,0.0392288,0.0191792,0.0286128,0.0266845,0.00928601,0.0189798,0.013949,0.0188249,0.0135565,0.0356076,0.00971296,0.00911351,0.00727338,0.035171,0.0101298,0.0161879,0.0113807,0.00780227,0.0253025,0.0272867,0.0163231,0.0279193,0.0288559,0,0,0.0157321,0,0.034889,0.0103289,0.0413746,0.0147755,0.0284522,0.0169281,0.0105765,0.0112346,0.0118002,0.036828,0.0115898,0.0106701,0.00662893,0.0122302,0.0120431,0.0250757,0.00986723,0.00927335,0.00888003,0.0168665,0.025455,0,0,0,0,0,0,0,0,0.0418105,0
1044,0.0328888,0.0212099,0,0,0,0,0,0.00708061,0.0270176,0.00491787,0.0255817,0,0,0.0157878,0,0.018821,0.00947826,0.0392155,0.019297,0.0286487,0.0267763,0.00912755,0.0190831,0.0139414,0.0187523,0.0135552,0.0355529,0.00972899,0.00892734,0.00730963,0.0352414,0.00976169,0.0164325,0.0113109,0.00776983,0.0252284,0.0273943,0.0161985,0.0280541,0.0288853,0,0,0.0153318,0,0.0347864,0.0103663,0.0412377,0.0145231,0.0284496,0.0168944,0.0105886,0.0110355,0.0113273,0.0368507,0.0115629,0.0106884,0.0064898,0.0121026,0.011883,0.0250172,0.00968404,0.00936116,0.00907636,0.0170871,0.0255412,0,0,0,0,0,0,0,0,0.0417672,0
1045,0.0330927,0.0214729,0,0,0,0,0,0.00673668,0.027047,0.00498305,0.0255715,0,0,0.0160693,0,0.0185947,0.00931845,0.0392077,0.0193613,0.0286518,0.0268395,0.00885426,0.0190656,0.0140026,0.0187346,0.0135697,0.0355219,0.00974103,0.00909977,0.0073484,0.0353012,0.00939465,0.0166274,0.0112442,0.00783442,0.025074,0.0274692,0.0160764,0.0280315,0.0289487,0,0,0.0150223,0,0.0346935,0.0104384,0.0411224,0.0142964,0.028385,0.016892,0.010458,0.0108724,0.0111041,0.036936,0.0114727,0.0106939,0.00629538,0.0119447,0.0116571,0.0248277,0.00954267,0.00945319,0.00921233,0.0173439,0.0256572,0,0,0,0,0,0,0,0,0.0417084,0
1046,0.033279,0.0216541,0,0,0,0,0,0.00653408,0.0270729,0.00499025,0.0255476,0,0,0.0164072,0,0.0183551,0.00913886,0.0392361,0.0193504,0.0286471,0.0268948,0.00854915,0.0190128,0.0140993,0.0188562,0.01361,0.0355138,0.00974845,0.00925449,0.00737853,0.0353282,0.00914534,0.0168131,0.0111702,0.00795343,0.0247675,0.0274977,0.0159636,0.0279325,0.0289926,0,0,0.0147787,0,0.034601,0.0103162,0.0411144,0.0140731,0.0283491,0.016892,0.0101444,0.010702,0,0.0370087,0.0114463,0.0107522,0.00598233,0.0116769,0.0112685,0.0244093,0.00939832,0.0095227,0.00929712,0.0175871,0.0257807,0,0,0,0,0,0,0,0,0.0416749,0
1047,0.0334765,0.0217172,0,0,0,0,0,0.00643955,0.0270977,0.00493643,0.0258648,0,0,0.0168169,0,0.0180975,0.00894162,0.0392249,0.019249,0.0286985,0.0269276,0.00855023,0.0189071,0.0141232,0.0189585,0.0135937,0.0354655,0.00978113,0.0092416,0.00743479,0.0353669,0.00898188,0.0169639,0.0110898,0.00797593,0.0246759,0.027465,0.0159412,0.0281157,0.0290158,0,0,0.0145503,0,0.0344255,0.0103036,0.0411202,0.014032,0.0282451,0.0168608,0.0103521,0.0105319,0.0111792,0.0370042,0.0113102,0.010651,0.00585443,0.0115488,0.0111107,0.0242742,0.00921427,0.00959696,0.00935304,0.0177261,0.0259707,0,0,0,0,0,0,0,0,0.0416744,0
1048,0.0335326,0.0215245,0,0,0,0,0,0.00659707,0.0270522,0.00476675,0.0267023,0,0,0.0173322,0,0.0177954,0.00868598,0.0390978,0.0190348,0.0288812,0.0269615,0.0091179,0.0187489,0.0140429,0.0189632,0.0135107,0.0352765,0.00983274,0.00920942,0.00751272,0.0354375,0.00907687,0.0172415,0.0110279,0.00798072,0.0247996,0.0273073,0.0160287,0.0287837,0.02887,0,0,0.0142671,0,0.0340903,0.0104172,0.0413226,0.0141348,0.0282389,0.0166776,0.0114729,0.0102835,0.0109045,0.0368661,0.011131,0.010429,0.00578374,0.0115017,0.011026,0.0243859,0.00892511,0.00971841,0.00941552,0.0176307,0.0260409,0,0,0,0,0,0,0,0,0.0417133,0
1049,0.0337744,0.0217057,0,0,0,0,0,0.00683314,0.0271059,0.00456316,0.0270517,0,0,0.017657,0,0.0174622,0.00839727,0.0391232,0.0187708,0.0285839,0.0269649,0.00888867,0.0183595,0.0140562,0.0190896,0.0135223,0.0351457,0.00983388,0.00937486,0.00754926,0.0355127,0.0092891,0.0173116,0.0109547,0.00805328,0.0248246,0.0273054,0.016005,0.0288737,0.0290179,0,0,0.0141632,0,0.0340799,0.0105242,0.04147,0.0140731,0.0281306,0.0164848,0.0118905,0.0102193,0.0109393,0.0370168,0.0113398,0.0104266,0.00546378,0.0112555,0.0106583,0.0243731,0.00888027,0.00978469,0.00943486,0.0177648,0.026273,0,0,0,0,0,0,0,0,0.0416764,0
1050,0.0342936,0.0223952,0,0,0,0,0,0.00732493,0.0272766,0.00424582,0.0268099,0,0,0.0177471,0,0.017127,0.00813957,0.0392513,0.0184396,0.0276209,0.0269211,0.00761849,0.0179069,0.0140396,0.0193357,0.0135612,0.0349646,0.00979924,0.00948352,0.00759215,0.035599,0.0098395,0.0170397,0.0108718,0.00820257,0.0248064,0.0274925,0.0160206,0.0281338,0.0295083,0,0,0.0142873,0,0.0343429,0.0106194,0.0415638,0.0141224,0.0279288,0.0164079,0.0115858,0.0103099,0.0111496,0.0374763,0.0118049,0.0105522,0.00498939,0.0108497,0.0101055,0.0241914,0.00909112,0.00981243,0.00936496,0.018253,0.0266911,0,0,0,0,0,0,0,0,0.0415698,0
1051,0.0346498,0.023002,0,0,0,0,0,0.00759329,0.02742,0.00398353,0.0265663,0,0,0.0178613,0,0.0168224,0.00791376,0.039326,0.0181078,0.0271968,0.0269786,0.00678258,0.0174467,0.0140423,0.0195558,0.0136124,0.0348997,0.00976233,0.00945276,0.00757073,0.0356147,0.0100868,0.0168123,0.0107961,0.00834211,0.0247011,0.0276273,0.0160219,0.0276175,0.0298507,0,0,0.0143503,0,0.0344745,0.010611,0.0415318,0.0142036,0.0278485,0.0164436,0.0113783,0.0104252,0.011221,0.0376166,0.0116824,0.0106289,0.00470667,0.0105752,0.00980637,0.0239198,0.00922985,0.00987948,0.00935019,0.0186769,0.0269696,0,0,0,0,0,0,0,0,0.0414122,0
