Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,LASI,RASI
594,0,0,0,0,0,0,0.0396388,0.0432067,0,0,0,0.0102211,0.0113767,0.00459647,0,0,0.0052752,0,0.0250928,0.0183258,0.0654065,0.0141113,0.0467535,0.0219374,0.0270954,0.0187727,0.0119764,0.0187135,0.00888885,0.0382942,0.0083757,0.00997836,0.00291829,0.0269751,0.0142614,0.00998411,0.0321913,0.0131803,0.00193815,0.0219365,0.00174871,0.0615508,0,0,0.136935,0,0.033225,0.0781344,0.0510905,0.00519318,0.0375423,0.0122658,0.023776,0.0947838,0.00530254,0.0248258,0.00554041,0.0037579,0.00295656,0.0147763,0.00381363,0.00469657,0.00346962,0.0907777,0.0262339,0.0752926,0.0468868,0.0429094,0,0,0,0.0290764,0
595,0,0,0,0,0,0,0.0389832,0.0437214,0,0,0,0.0107236,0.0113344,0.00472959,0,0,0.00564375,0,0.0252271,0.0185862,0.0660484,0.0148196,0.0471516,0.0229972,0.0268294,0.0191311,0.0122145,0.0192194,0.00906363,0.0385344,0.00869115,0.0102154,0.00337139,0.0272312,0.0149347,0.0103444,0.0322758,0.013099,0.00234144,0.0220523,0.00176269,0.0612575,0,0,0.137298,0,0.0330038,0.077903,0.051563,0.00535346,0.0381374,0.0132399,0.0238991,0.0939238,0.00559059,0.0252905,0.00593108,0.00419884,0.00333472,0.0146505,0.00408022,0.00512753,0.00386297,0.0897748,0.0256166,0.0756196,0.0474344,0.0420071,0,0,0,0.0301877,0
596,0,0,0,0,0,0,0.0365745,0.0440834,0,0,0,0.0118776,0.0136119,0.00470907,0,0,0.00504633,0,0.0362044,0.014027,0.066591,0.0147424,0.0469859,0.0237916,0.0258262,0.022472,0.0120983,0.0193781,0.00911378,0.03887,0.0090657,0.01063,0.00395478,0.0274869,0.0161734,0.0110597,0.0244551,0.00802233,0.00267645,0.0327577,0.00178082,0.0599343,0,0,0.13094,0,0.0496838,0.0638445,0.0519099,0.00563675,0.0386191,0.0143583,0.023721,0.0901719,0.0059078,0.0259716,0.00649508,0.0046659,0.00347866,0.0145526,0.00425727,0.00537291,0.00422233,0.0808117,0.0383614,0.0773684,0.0488806,0.0385083,0,0,0,0.0307275,0
597,0,0,0,0,0,0,0.0359311,0.0448319,0,0,0,0.0123203,0.0135629,0.00454367,0,0,0.00553816,0,0.0364944,0.0143418,0.0672653,0.0151879,0.0473678,0.024473,0.02541,0.0230976,0.0122854,0.0195751,0.00922445,0.0391361,0.00936975,0.0110829,0.00439543,0.0275125,0.0169342,0.0116468,0.0245923,0.00834427,0.00340026,0.0276248,0.0019029,0.0598758,0,0,0.132794,0,0.0454148,0.0659994,0.0524239,0.00584343,0.0392451,0.0153957,0.0237564,0.0894217,0.00638644,0.0264698,0.00697359,0.00523483,0.0037864,0.0144891,0.00457539,0.00562872,0.00500512,0.0806727,0.0345514,0.0760393,0.0496163,0.0376147,0,0,0,0.0311361,0
598,0,0,0,0,0,0,0.0357964,0.0459821,0,0,0,0.0127987,0.0135768,0.00401646,0,0,0.0062787,0,0.0369184,0.0147344,0.0679245,0.0154459,0.0478183,0.0249439,0.0249743,0.0234434,0.012436,0.0199124,0.00932091,0.0394033,0.0096927,0.0117017,0.00473811,0.0274311,0.0179117,0.0122632,0.0246958,0.00883575,0.00413165,0.0260734,0.00199783,0.0604298,0,0,0.135549,0,0.0361209,0.070399,0.0528783,0.00593463,0.0397257,0.0164091,0.0237014,0.0894501,0.00708773,0.0270471,0.00759189,0.00597946,0.00396877,0.014495,0.00468609,0.00570547,0.00570128,0.0817757,0.028349,0.0727413,0.0506185,0.037412,0,0,0,0.0319554,0
599,0,0,0,0,0,0,0.0350132,0.0451664,0,0,0,0.0133496,0.0134548,0.00365535,0,0,0.00575324,0,0.0368554,0.0144144,0.0684073,0.0155075,0.0483001,0.0255227,0.0252399,0.022439,0.0123677,0.0204242,0.00948346,0.0396695,0.0099832,0.0122865,0.00509318,0.0272816,0.0187361,0.0114539,0.0247264,0.00869683,0.00474082,0.027288,0.00202428,0.059332,0,0,0.132792,0,0.0444252,0.066078,0.0534047,0.00623127,0.0406686,0.0172306,0.0242535,0.0883947,0.00761767,0.0277649,0.00821838,0.00664045,0.00401272,0.0144454,0.00464218,0.00571957,0.00644594,0.0804602,0.0340254,0.0759575,0.0495462,0.0362308,0,0,0,0.0334508,0
600,0,0,0,0,0,0,0.0346107,0.0446371,0,0,0,0.0138385,0.0133755,0.00336961,0,0,0.00548965,0,0.0369402,0.0142291,0.0689587,0.0158566,0.048714,0.0261717,0.0250398,0.0212246,0.0124081,0.0206138,0.00972368,0.039804,0.0103758,0.0129797,0.0055225,0.0270839,0.0196236,0.0107335,0.0247523,0.00839872,0.00532405,0.0317375,0.00221358,0.0586984,0,0,0.131067,0,0.0479048,0.064069,0.053879,0.00640801,0.0414369,0.018115,0.0244828,0.0880122,0.00832295,0.0284176,0.00901435,0.00740985,0.00424603,0.0142951,0.00476164,0.00590217,0.00709577,0.0804041,0.0373291,0.0771875,0.0487193,0.0356554,0,0,0,0.0340489,0
601,0,0,0,0,0,0,0.0359702,0.0446557,0,0,0,0.0136373,0.0105971,0.0032363,0,0,0.00654406,0,0.0259178,0.0191904,0.0696333,0.0169099,0.0495816,0.0269213,0.0251673,0.0180439,0.0127677,0.0209443,0.0101242,0.0397918,0.0107097,0.0134631,0.00580564,0.0268386,0.0199342,0.0104329,0.0330776,0.013958,0.00598764,0.0222644,0.00267927,0.0593271,0,0,0.137336,0,0.0322036,0.0776019,0.0544421,0.00655489,0.0422138,0.0189506,0.0248633,0.0906298,0.00900453,0.028867,0.00969538,0.00816675,0.0047462,0.0140849,0.00512679,0.00632552,0.00779031,0.0886802,0.0246162,0.0766057,0.0473289,0.0377397,0,0,0,0.0342411,0
602,0,0,0,0,0,0,0.035487,0.0442413,0,0,0,0.0139389,0.0104834,0.00324427,0,0,0.0062377,0,0.0259245,0.0190194,0.070147,0.0173761,0.0498713,0.0275778,0.0243449,0.0172725,0.0129216,0.0211909,0.0104381,0.0398254,0.0110473,0.0139281,0.00616994,0.0267865,0.0204766,0.0100203,0.0332081,0.0140408,0.0062052,0.0222213,0.00286396,0.0588209,0,0,0.137318,0,0.0321793,0.0780828,0.0547059,0.00672273,0.0427977,0.019774,0.024732,0.0905428,0.00963462,0.0294241,0.0103702,0.00889566,0.00513562,0.0138915,0.00543147,0.00667691,0.00798585,0.0895622,0.0247284,0.0767467,0.0466848,0.0370572,0,0,0,0.0342166,0
603,0,0,0,0,0,0,0.0349892,0.0438332,0,0,0,0.0141971,0.0104073,0.00335327,0,0,0.00599777,0,0.0259345,0.0188523,0.0706868,0.0178642,0.0501418,0.0282088,0.0234571,0.0165986,0.0131448,0.0214973,0.0107272,0.03987,0.0113784,0.014357,0.00649891,0.0267993,0.0209445,0.0096881,0.0333252,0.0142484,0.00635441,0.0221804,0.00306905,0.0583642,0,0,0.137466,0,0.032076,0.0784552,0.0549868,0.00694826,0.0433269,0.020553,0.0243938,0.0903971,0.0102135,0.0298988,0.011004,0.00953027,0.00553642,0.0137394,0.0057893,0.00709434,0.00810854,0.0903163,0.024784,0.076883,0.0461348,0.0364072,0,0,0,0.0340714,0
604,0,0,0,0,0,0,0.0345015,0.043588,0,0,0,0.0143231,0.0103554,0.00351507,0,0,0.00598368,0,0.0260053,0.0188512,0.071234,0.0183384,0.0503617,0.0288,0.0224298,0.0161658,0.0133924,0.021694,0.0109654,0.0398881,0.0117105,0.0147162,0.00683574,0.026852,0.0212526,0.00952542,0.0334717,0.0144298,0.00648461,0.0222934,0.00332601,0.0579798,0,0,0.137849,0,0.0320341,0.0786215,0.0553032,0.00724216,0.0437702,0.0212498,0.0238353,0.0900621,0.0106424,0.0302412,0.0114571,0.00999337,0.00598346,0.013604,0.00618394,0.00752108,0.00820382,0.0905261,0.024542,0.0771528,0.045675,0.0357956,0,0,0,0.0336684,0
605,0,0,0,0,0,0,0.0334728,0.0433589,0,0,0,0.014008,0.010288,0.0040023,0,0,0.00590617,0,0.0260379,0.0188726,0.0721452,0.0189399,0.0501045,0.0293241,0.0198063,0.0161895,0.0135594,0.0216111,0.0110808,0.0398833,0.0120065,0.0148647,0.00737693,0.0269251,0.0211137,0.00941328,0.0336037,0.0145753,0.00657115,0.0223389,0.00385991,0.0573385,0,0,0.138379,0,0.0317586,0.0788988,0.0558135,0.00750111,0.0437726,0.0219146,0.0222716,0.0894259,0.0108073,0.0303396,0.0113473,0.010283,0.00683713,0.013276,0.00689184,0.00825913,0.00827338,0.0908099,0.0241857,0.077441,0.0455897,0.0346508,0,0,0,0.0314966,0
606,0,0,0,0,0,0,0.0330593,0.0436924,0,0,0,0.0140538,0.0102664,0.00408433,0,0,0.00597619,0,0.026179,0.019052,0.0726086,0.0194483,0.0504097,0.0298648,0.019257,0.0165002,0.0138154,0.0218309,0.0112969,0.0399239,0.012388,0.0152304,0.00770435,0.0270118,0.0213167,0.00952462,0.0336661,0.0146501,0.00684261,0.0221909,0.00411373,0.0573182,0,0,0.138484,0,0.0315092,0.078798,0.056006,0.00782089,0.0441159,0.0223484,0.0221423,0.0889348,0.0109995,0.0306092,0.0115003,0.0104374,0.00729205,0.0129889,0.00718699,0.00857507,0.00849549,0.0905228,0.0239293,0.0775525,0.0458458,0.0339593,0,0,0,0.0314325,0
607,0,0,0,0,0,0,0.0326927,0.0440809,0,0,0,0.0140374,0.0102755,0.00416837,0,0,0.0061899,0,0.0263422,0.0192801,0.0731004,0.0199324,0.0506526,0.0304302,0.0186543,0.0168781,0.0140031,0.0221092,0.0115766,0.0399637,0.0128162,0.0156646,0.00805736,0.0270757,0.0214253,0.00976565,0.0337399,0.0146772,0.00715651,0.022205,0.00442604,0.0573822,0,0,0.138729,0,0.0313698,0.0783934,0.0561497,0.00807053,0.0443551,0.0227108,0.0218091,0.0882853,0.0111271,0.0308055,0.0116619,0.0105426,0.00765766,0.0126963,0.00745358,0.00885972,0.00874951,0.0898114,0.0235412,0.0776995,0.0462519,0.0333568,0,0,0,0.0313586,0
608,0,0,0,0,0,0,0.0305972,0.0441495,0,0,0,0.0144683,0.0132378,0.0041744,0,0,0.00527383,0,0.0380362,0.0143341,0.0734352,0.0199405,0.0504623,0.0309337,0.0173691,0.0197832,0.0138575,0.0221476,0.011604,0.0400475,0.013455,0.0162209,0.00858983,0.0272039,0.0218191,0.00994901,0.0253281,0.008834,0.00720577,0.0325531,0.00462527,0.0563104,0,0,0.13203,0,0.0463215,0.0646609,0.0561158,0.00826858,0.0445146,0.0229935,0.0209668,0.0847297,0.0112185,0.0310795,0.0118039,0.0106437,0.00791174,0.0124438,0.00765556,0.00911507,0.00852586,0.0815012,0.0366697,0.0773643,0.0474826,0.0301033,0,0,0,0.0313072,0
609,0,0,0,0,0,0,0.0302806,0.0447651,0,0,0,0.0147352,0.0131475,0.0042232,0,0,0.00578244,0,0.0382793,0.0147303,0.0737714,0.0201506,0.0506348,0.0315049,0.0168914,0.0204771,0.0139566,0.0223507,0.0117398,0.0400685,0.0141943,0.0167829,0.00898285,0.0274,0.0221773,0.0105783,0.0254423,0.0090105,0.00774014,0.0282858,0.00510347,0.0565896,0,0,0.13355,0,0.0429988,0.0665434,0.056207,0.00859146,0.0447288,0.0231748,0.0205482,0.0842177,0.0114439,0.0312754,0.0119673,0.0107862,0.00814165,0.0123354,0.00781331,0.00931311,0.00878589,0.0813958,0.0335805,0.0769235,0.04819,0.0296326,0,0,0,0.0314089,0
610,0,0,0,0,0,0,0.0285941,0.0458032,0,0,0,0.0146932,0.012561,0.0047391,0,0,0.00873048,0,0.0344268,0.0180731,0.0768315,0.0208741,0.048697,0.0305849,0.00969014,0.0203955,0.0128249,0.020784,0.0102832,0.0418207,0.013578,0.0164141,0.00784186,0.0268307,0.0229738,0.0125583,0.0287837,0.00957502,0.0116899,0.0319248,0.00937959,0.0559092,0,0,0.144044,0,0.0459039,0.076429,0.0558438,0.0112591,0.0400232,0.0259086,0.0144003,0.0830284,0.0133811,0.0328303,0.0139401,0.0125626,0.00777447,0.0140435,0.00763626,0.00848921,0.0115416,0.0899128,0.0195627,0.0705822,0.0499617,0.0303845,0,0,0,0.0261201,0.025872
611,0,0,0,0,0,0,0.0294825,0.0440437,0,0,0,0.0141751,0.0131468,0.00458159,0,0,0.00733459,0,0.0389524,0.0153206,0.075593,0.0207538,0.0488631,0.0310558,0.00656947,0.0179308,0.0133847,0.0215785,0.011023,0.0401522,0.0144778,0.0170204,0.00944785,0.026969,0.0218414,0.0108622,0.0257178,0.00970463,0.00857675,0.0281499,0.00630416,0.0563715,0,0,0.142517,0,0.0525723,0.0754655,0.0570499,0.00929777,0.0419942,0.0247439,0.0129779,0.0822709,0.0118056,0.0316696,0.0122762,0.0114813,0.00926197,0.0119373,0.00873808,0.0101794,0.00859503,0.0901112,0.0174393,0.0723224,0.048029,0.0311529,0,0,0,0.0260653,0.0255947
612,0,0,0,0,0,0,0.0291238,0.0436546,0,0,0,0.0142338,0.0131124,0.00459028,0,0,0.00748999,0,0.0391172,0.0154372,0.076033,0.0211063,0.0490558,0.0314669,0.00569877,0.0179606,0.0132972,0.0214756,0.0111669,0.0400258,0.0147791,0.0173725,0.00968331,0.0269657,0.0220151,0.0109338,0.0257777,0.00960481,0.00893517,0.0282628,0.00650888,0.0561801,0,0,0.142634,0,0.0527532,0.0755025,0.0573233,0.00955347,0.0421797,0.0253877,0.0124712,0.0818294,0.0120438,0.0318775,0.0125011,0.0117806,0.00957901,0.0118002,0.00895796,0.0104511,0.00876241,0.0900205,0.0172897,0.0724108,0.0478352,0.0306838,0,0,0,0.0259065,0.0255848
613,0,0,0,0,0,0,0.0287548,0.0434053,0,0,0,0.0143055,0.0130583,0.00465031,0,0,0.00750956,0,0.0392952,0.0155477,0.076541,0.0214514,0.0492498,0.0319566,0.00481323,0.0181878,0.0131071,0.0212476,0.0113069,0.0398542,0.015066,0.0177267,0.00997945,0.0269416,0.0221891,0.0110146,0.0258743,0.00973315,0.00935494,0.0284195,0.00682161,0.0560152,0,0,0.142837,0,0.0529959,0.0757215,0.0576561,0.00991183,0.0423541,0.0261355,0.0119775,0.0814018,0.0122778,0.0320253,0.0126975,0.0121114,0.00996396,0.0116013,0.00926057,0.0107981,0.00906646,0.0900591,0.0172317,0.0725616,0.0478933,0.0301728,0,0,0,0.0255722,0.0252644
614,0,0,0,0,0,0,0.0280302,0.0432176,0,0,0,0.0148675,0.0124399,0.00478723,0,0,0.00746776,0,0.0377251,0.0164065,0.0776029,0.0219894,0.0496144,0.0323402,0.00500603,0.0184626,0.0127682,0.0208883,0.011273,0.0402813,0.0151239,0.0179754,0.00950893,0.0269031,0.0231761,0.0111079,0.0270355,0.00949741,0.0115436,0.0299069,0.00876879,0.0555306,0,0,0.142897,0,0.051931,0.0760131,0.0575262,0.0114324,0.0418689,0.0271906,0.011641,0.0807795,0.0131257,0.0326739,0.0136327,0.0128209,0.00961056,0.0119014,0.00902991,0.0102918,0.0110515,0.0899535,0.0171529,0.0719126,0.0481669,0.029333,0,0,0,0.0255305,0.0247842
615,0,0,0,0,0,0,0.0280855,0.0420309,0,0,0,0.0147013,0.013004,0.00451812,0,0,0.00675643,0,0.0396171,0.0152572,0.0774146,0.0218183,0.0498547,0.0326432,0.00327832,0.0173649,0.012614,0.0207401,0.0113691,0.039603,0.0154599,0.0181229,0.010213,0.026937,0.0227579,0.0101982,0.025992,0.00991033,0.0107116,0.0290945,0.00774067,0.0552531,0,0,0.141591,0,0.0544549,0.0755379,0.0582796,0.0107936,0.0427077,0.0270395,0.0107295,0.07954,0.0128273,0.032379,0.0133126,0.0127869,0.0105727,0.0111402,0.00970867,0.011262,0.0104087,0.0897703,0.0162051,0.0723406,0.0473638,0.0292865,0,0,0,0.0252767,0.0243346
616,0,0,0,0,0,0,0.0279257,0.0417099,0,0,0,0.0149553,0.0129371,0.00443839,0,0,0.00665543,0,0.0398235,0.0152472,0.0778345,0.0219754,0.0501635,0.0329501,0.00277723,0.0173358,0.0124963,0.0205819,0.0114355,0.0395298,0.0156462,0.0182901,0.0103187,0.0269937,0.0231111,0.010074,0.0260571,0.00962939,0.011116,0.0291758,0.00793584,0.0550883,0,0,0.141557,0,0.0545291,0.0754719,0.0586072,0.0110797,0.0430351,0.0274852,0.0102961,0.0789981,0.0132342,0.0327373,0.0136476,0.0132008,0.0110096,0.0110179,0.0100563,0.0116827,0.0108982,0.0898796,0.0161126,0.0724293,0.0475139,0.0289957,0,0,0,0.0251412,0.0238842
617,0,0,0,0,0,0,0.0278537,0.0415271,0,0,0,0.0152594,0.0128905,0.00442167,0,0,0.00656043,0,0.039887,0.0152101,0.0781795,0.0221169,0.0504643,0.0331881,0.00262068,0.0172914,0.0123744,0.0203842,0.0115419,0.0395342,0.0157873,0.0184505,0.0104556,0.0270499,0.0235235,0.00998815,0.0260638,0.00943317,0.011454,0.0293257,0.00799196,0.0549559,0,0,0.141574,0,0.0546758,0.0753474,0.058874,0.0113357,0.0433942,0.0279469,0.0101238,0.0785281,0.0135348,0.033146,0.0139016,0.0136075,0.0114098,0.0109218,0.0103562,0.0120634,0.0113896,0.0899418,0.0161555,0.0725116,0.0477368,0.0287661,0,0,0,0.0250196,0.0237143
618,0,0,0,0,0,0,0.0276109,0.0409214,0,0,0,0.0154974,0.0128935,0.00457521,0,0,0.00634382,0,0.0399101,0.0149796,0.0785514,0.0221495,0.0505159,0.0332439,0.00240674,0.0168865,0.0122413,0.019976,0.0115695,0.0395798,0.0159009,0.0185748,0.0107043,0.0270144,0.0238066,0.00973158,0.0260836,0.0095132,0.0121778,0.0296112,0.00857527,0.0544685,0,0,0.140924,0,0.0550966,0.0751282,0.0592495,0.0119888,0.0434661,0.028481,0.00936552,0.0774542,0.0138276,0.0331648,0.0143116,0.0141632,0.0118309,0.0107819,0.0106,0.012354,0.0120072,0.0898215,0.0158301,0.0723887,0.0474837,0.0285297,0,0,0,0.0243485,0.022932
619,0,0,0,0,0,0,0.0275381,0.0406852,0,0,0,0.0158344,0.0128662,0.00476391,0,0,0.00629188,0,0.0399841,0.014847,0.0788045,0.0222281,0.0506503,0.03332,0.00290647,0.0168552,0.0122047,0.0196834,0.011567,0.0396918,0.016074,0.0187897,0.0109751,0.0269683,0.0242171,0.00966235,0.0261112,0.00964222,0.012869,0.0296473,0.00912282,0.0543192,0,0,0.140856,0,0.0550655,0.075075,0.0595305,0.0125513,0.0436645,0.0290264,0.00902779,0.0768738,0.0142398,0.0332224,0.0148479,0.0147851,0.0121231,0.0106414,0.010709,0.0125402,0.0125826,0.0899551,0.0158613,0.0724365,0.0475837,0.028347,0,0,0,0.0242632,0.0224489
620,0,0,0,0,0,0,0.0275158,0.0405583,0,0,0,0.0161324,0.0128359,0.00498711,0,0,0.00629156,0,0.0400504,0.0147677,0.079003,0.0223084,0.0507891,0.0333483,0.00361627,0.0168496,0.0121424,0.0195222,0.0114672,0.0398574,0.0162367,0.0189615,0.011209,0.0269283,0.0245378,0.00964227,0.0261184,0.00951452,0.0133672,0.0297569,0.00957832,0.0542566,0,0,0.140829,0,0.0551525,0.0751391,0.0597581,0.0129337,0.0438727,0.0294961,0.00877066,0.0763454,0.0146456,0.0333755,0.015434,0.0153699,0.0123984,0.0105405,0.0108246,0.0127204,0.0130431,0.0900701,0.0158759,0.0725366,0.0476873,0.028163,0,0,0,0.0240534,0.0218234
621,0,0,0,0,0,0,0.0275169,0.0404429,0,0,0,0.0164215,0.0128072,0.00527894,0,0,0.0062713,0,0.0401181,0.0147417,0.0791727,0.0223997,0.0509663,0.0333804,0.00439382,0.0168059,0.0120933,0.0194139,0.011334,0.0400712,0.0164223,0.0191541,0.0114789,0.0268797,0.0248543,0.00959332,0.0261276,0.00928426,0.0136289,0.029692,0.00980989,0.054256,0,0,0.140816,0,0.0550393,0.0751376,0.0598934,0.0132016,0.044096,0.029926,0.00875796,0.0758467,0.0149775,0.0335534,0.0161336,0.0158797,0.0127672,0.0105262,0.0110409,0.0130412,0.01329,0.0901003,0.0157782,0.0725443,0.0477972,0.0280375,0,0,0,0.0235999,0.0213079
622,0,0,0,0,0,0,0.0274995,0.0403198,0,0,0,0.0167006,0.0128005,0.00559927,0,0,0.00625666,0,0.040203,0.0148207,0.0793216,0.0224856,0.0510855,0.0333933,0.00515642,0.0168208,0.0121781,0.019574,0.0112003,0.040332,0.0166458,0.0193538,0.0117749,0.0268493,0.0251723,0.00956955,0.0261646,0.0095148,0.0142638,0.0296589,0.0103289,0.054219,0,0,0.140776,0,0.0549665,0.0751564,0.0599718,0.0137885,0.044214,0.0302704,0.00873967,0.0753818,0.015201,0.0336993,0.0169646,0.0162187,0.0130358,0.0103832,0.0112068,0.0132425,0.0139123,0.0901857,0.0157349,0.072545,0.0478802,0.027911,0,0,0,0.0232448,0.0211042
623,0,0,0,0,0,0,0.027534,0.0402896,0,0,0,0.0169719,0.012817,0.00584902,0,0,0.0062591,0,0.0403218,0.0149274,0.0794649,0.0224625,0.0511391,0.0333431,0.00588582,0.0168252,0.0122113,0.0200077,0.0110609,0.0405806,0.0167882,0.0194883,0.0119862,0.0268241,0.0254134,0.0095619,0.0262403,0.00993845,0.0148539,0.0296473,0.0107339,0.0541194,0,0,0.140739,0,0.0548928,0.0751649,0.0600585,0.0143473,0.0443316,0.0306113,0.00860655,0.0749484,0.0154186,0.0338348,0.0166454,0.0165226,0.0132891,0.0102314,0.0112918,0.0133896,0.0144387,0.0902439,0.0157522,0.0726154,0.0479215,0.027781,0,0,0,0.0230451,0.0211885
624,0,0,0,0,0,0,0.0276046,0.0402496,0,0,0,0.0171955,0.012822,0.00605975,0,0,0.00641825,0,0.0404574,0.0150307,0.0796252,0.0223843,0.05119,0.0331694,0.0066459,0.0168923,0.0121407,0.0200134,0.0109864,0.0407988,0.016836,0.0195327,0.0121004,0.0268179,0.0255432,0.00963786,0.0263106,0.00996508,0.0153397,0.0296946,0.0111003,0.0539551,0,0,0.140752,0,0.0548603,0.0750719,0.0601299,0.0148241,0.0444169,0.0309287,0.00862905,0.0745474,0.0155771,0.0339142,0.0164718,0.0167801,0.0135538,0.0100693,0.0114151,0.0135605,0.0148283,0.0902622,0.0156733,0.0727518,0.0478998,0.0277168,0,0,0,0.0228262,0.0211095
625,0,0,0,0,0,0,0.0276696,0.0401541,0,0,0,0.0173221,0.0128288,0.00632313,0,0,0.0065264,0,0.0405608,0.0150854,0.0798192,0.0224414,0.0512275,0.0329629,0.00749839,0.0170353,0.0120402,0.0197931,0.0108762,0.0409264,0.0168605,0.0195251,0.0122305,0.0268041,0.0255935,0.00972267,0.0263693,0.0101417,0.0157602,0.0297831,0.0114572,0.0537397,0,0,0.140674,0,0.0548284,0.0748415,0.060158,0.0152694,0.0444533,0.0311633,0.00858184,0.0741185,0.0156355,0.0339865,0.0165407,0.0169678,0.0138698,0.00989666,0.0116542,0.0138012,0.0151853,0.0901963,0.0155888,0.0728956,0.0478284,0.0277033,0,0,0,0.022556,0.0208214
626,0,0,0,0,0,0,0.0278595,0.0401213,0,0,0,0.0175782,0.0128339,0.00646047,0,0,0.00641493,0,0.0406198,0.0150086,0.0799185,0.0224377,0.05144,0.0329432,0.00804821,0.0170438,0.0120299,0.0194939,0.0108007,0.0410246,0.016883,0.0195435,0.01231,0.0267992,0.0257876,0.00962914,0.0263779,0.0102115,0.0161258,0.0296872,0.0117124,0.0536889,0,0,0.140514,0,0.0546984,0.0748149,0.0600569,0.0155477,0.0446228,0.0313647,0.00881228,0.0738026,0.0157229,0.0342487,0.0166368,0.0170324,0.0140621,0.00976187,0.0117831,0.0139232,0.0155564,0.0900545,0.0155215,0.0729134,0.0477698,0.0277616,0,0,0,0.0225012,0.0207763
627,0,0,0,0,0,0,0.0280297,0.0401437,0,0,0,0.0177557,0.0128155,0.00652445,0,0,0.00644742,0,0.0406773,0.0149527,0.0800766,0.0224309,0.0515851,0.0330293,0.00867338,0.0171815,0.0120307,0.0192151,0.0106909,0.0410721,0.0169191,0.0195499,0.0124411,0.0268169,0.0259152,0.00964485,0.0263963,0.010261,0.0162756,0.0296538,0.0118044,0.0536551,0,0,0.140446,0,0.0546391,0.0748021,0.0600132,0.0156863,0.044737,0.0316477,0.00900125,0.0735039,0.0157638,0.0344513,0.0166777,0.016856,0.0143294,0.00971018,0.0119586,0.0141247,0.0156995,0.0898873,0.0155278,0.0729197,0.0477662,0.0278202,0,0,0,0.022406,0.0208459
628,0,0,0,0,0,0,0.0281961,0.0402052,0,0,0,0.0179092,0.0127824,0.006583,0,0,0.00653564,0,0.040717,0.0149353,0.0802284,0.0224498,0.0517608,0.0331719,0.00929538,0.0173553,0.0123192,0.0190055,0.0106084,0.0410591,0.0169649,0.019562,0.012543,0.0268381,0.0260447,0.00971324,0.0264178,0.0104535,0.0163108,0.0297111,0.0118498,0.05368,0,0,0.140449,0,0.0546606,0.0747346,0.0600123,0.0157472,0.0448653,0.0320511,0.00922863,0.0732534,0.0157195,0.0346137,0.0167464,0.0167555,0.0145859,0.00971233,0.0121272,0.0143151,0.0157041,0.0897705,0.015594,0.0729948,0.0477814,0.0278787,0,0,0,0.0223247,0.0210078
629,0,0,0,0,0,0,0.0283186,0.0403227,0,0,0,0.0180043,0.012755,0.00667415,0,0,0.0066372,0,0.0406796,0.0149387,0.0803464,0.0224903,0.0519894,0.0333341,0.00991476,0.0175868,0.0123431,0.0188772,0.010523,0.0410711,0.0170546,0.019604,0.0126365,0.0268253,0.0262616,0.00979251,0.0264169,0.0108427,0.0166095,0.0299063,0.0122002,0.0537402,0,0,0.140443,0,0.0549067,0.0748312,0.0600237,0.0160504,0.0449645,0.0323351,0.00945086,0.0730146,0.0155326,0.034753,0.016749,0.0166497,0.0147802,0.00964393,0.012267,0.0144238,0.015967,0.0897546,0.0157134,0.0731083,0.0478529,0.0279424,0,0,0,0.0222484,0.0212184
630,0,0,0,0,0,0,0.0284386,0.040457,0,0,0,0.0179932,0.0127605,0.00676931,0,0,0.00665645,0,0.0406307,0.0149151,0.0804472,0.0225303,0.0522325,0.0333336,0.0105274,0.0176755,0.0122016,0.0187718,0.0104708,0.041062,0.0171898,0.0196866,0.0127463,0.0268036,0.0265015,0.00979576,0.0264019,0.0109126,0.0167028,0.0299784,0.0122549,0.0537925,0,0,0.140316,0,0.055055,0.0752243,0.0600544,0.0161746,0.0450873,0.0326705,0.0097433,0.072713,0.0155062,0.0348007,0.0168256,0.0166678,0.0150045,0.00963278,0.0123751,0.0145904,0.0159658,0.0895931,0.0157798,0.0731486,0.0479259,0.0280144,0,0,0,0.0222457,0.0215172
