Timestep,,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,x77,LANK,C7
1598,0,0.00685035,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125118,0.0112705,0.004706,0,0,0.0178062,0,0.0261724,0.0105992,0.0629104,0.021395,0.0410394,0.0103984,0.00483231,0.00570973,0.0119836,0.0114333,0.0119124,0.0373982,0.00769839,0.00965504,0.00737973,0.0170369,0.019893,0.0206656,0.0184168,0.00569233,0.0297819,0.0213661,0.00395599,0.00603829,0.00662612,0,0,0.00992374,0,0.0174234,0.0120296,0.0659038,0.0190244,0.0190126,0.00310418,0.00445557,0.0124575,0.00673939,0.0542044,0.00608162,0.00788851,0.00677074,0.0265052,0.00463358,0.0100177,0.0388354,0.0113553,0,0.0109844,0.00839035,0.0110147,0,0,0,0,0.0116806,0.006023
1599,0,0.00717455,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158912,0.0115089,0.00458136,0,0,0.0180763,0,0.0260589,0.0105562,0.0634107,0.0211325,0.0405468,0.00938335,0.00507306,0.00572152,0.0105553,0.00905277,0.00978809,0.0362018,0.00666795,0.00921453,0.00644515,0.0177387,0.0239003,0.0205951,0.0181859,0.0059759,0.0306713,0.0212005,0.00412312,0.00619772,0.00662838,0,0,0.00949269,0,0.0175984,0.011165,0.0657547,0.0172395,0.0191751,0.00352737,0.00444159,0.0123249,0.00651273,0.0537729,0.00632238,0.00722244,0.00594003,0.0268848,0.00446999,0.00856208,0.0396305,0.0111694,0,0.0105475,0.00871679,0.0111663,0,0,0,0,0.0102838,0.00607826
1600,0,0.00751561,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201841,0.0117108,0.00424512,0,0,0.0184774,0,0.0259439,0.0105783,0.0637459,0.0207229,0.0401024,0.00865735,0.00560504,0.00582343,0.00968681,0.00682738,0.00758263,0.0350607,0.00567906,0.00908225,0.00560265,0.0185312,0.0288178,0.020526,0.0179567,0.00639308,0.0316239,0.0209922,0.00481839,0.00633624,0.00652377,0,0,0.009443,0,0.0177512,0.0103596,0.0657308,0.0149767,0.0194849,0.00378305,0.00430587,0.0120903,0.0063387,0.0534813,0.0063294,0.00647093,0.00523608,0.0271756,0.00472069,0.00675899,0.0404431,0.0110142,0,0.0100119,0.00905334,0.0113229,0,0,0,0,0.00842053,0.00611696
1601,0,0.00796535,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274456,0.0119072,0.00391049,0,0,0.0188434,0,0.0259289,0.0106462,0.0637412,0.0212393,0.0395687,0.0114161,0.00644901,0.00592312,0.0114685,0.00877494,0.00737119,0.0343386,0.00639571,0.0107979,0.00501112,0.0194379,0.0369843,0.0205841,0.0177387,0.00675646,0.03262,0.0206938,0.00622559,0.00653639,0.00657709,0,0,0.00975994,0,0.0178741,0.00963541,0.0658257,0.0125446,0.019765,0.00410013,0.00384342,0.01192,0.00621196,0.0530879,0.00623274,0.00583464,0.00469535,0.0274056,0.00535547,0.00500499,0.0414162,0.010972,0,0.00934772,0.00940046,0.0116383,0,0,0,0,0.00513676,0.00630062
1602,0,0.0083833,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0307948,0.012346,0.00356561,0,0,0.0189161,0,0.0259316,0.010544,0.0639769,0.0220752,0.0393451,0.0113355,0.00707363,0.00592769,0.0120695,0.00871938,0.00852576,0.0337617,0.00490617,0.0101747,0.00488528,0.0209291,0.0411633,0.0204749,0.0175232,0.00731759,0.0333056,0.0203251,0.00814102,0.00684802,0.00670056,0,0,0.0102241,0,0.0179327,0.00901479,0.0659675,0.0113808,0.0199997,0.00460354,0.00305232,0.0119316,0.00612585,0.0526238,0.00619796,0.00574113,0.00463833,0.0275841,0.00625175,0.00427395,0.0428046,0.0110829,0,0.00861608,0.00968191,0.0118763,0,0,0,0,0.0029455,0.00650793
1603,0,0.00873774,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0328209,0.0123645,0.0035019,0,0,0.0188578,0,0.0259042,0.0105835,0.064232,0.0223615,0.0392066,0.0110726,0.00778393,0.00600354,0.0126142,0.00871775,0.00893295,0.0332439,0.00342341,0.00944717,0.00500892,0.0218533,0.0436698,0.0203297,0.0174408,0.00737043,0.0345723,0.0199332,0.0103575,0.00742274,0.00678359,0,0,0.0107349,0,0.0179481,0.00826543,0.0661262,0.0109812,0.0204414,0.0052305,0.00246082,0.0119961,0.00604291,0.0524561,0.00618978,0.00648466,0.00513077,0.0277864,0.00725245,0.0054576,0.0442443,0.0112748,0,0.00774522,0.00993792,0.0120077,0,0,0,0,0.0040194,0.00640489
1604,0,0.00903995,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335111,0.0123312,0.00348618,0,0,0.0188462,0,0.0258541,0.0106385,0.0643536,0.0225022,0.0391457,0.010929,0.00859262,0.00599903,0.0123078,0.00756311,0.00800447,0.0326524,0.00326338,0.00990712,0.00477567,0.0218419,0.0441953,0.020038,0.017383,0.00755844,0.0359306,0.0195362,0.0128421,0.00812184,0.00686154,0,0,0.0115459,0,0.0179955,0.00755843,0.0662338,0.0119946,0.0209352,0.00587218,0.00245249,0.0123527,0.00598113,0.0524933,0.00619206,0.00784257,0.00597207,0.0279566,0.00818385,0.00805286,0.0456959,0.0116969,0,0.00671898,0.0104264,0.0120591,0,0,0,0,0.00615286,0.00592724
1605,0,0.00929688,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0328766,0.0123064,0.00358837,0,0,0.0187908,0,0.0258124,0.0107206,0.0643842,0.0234103,0.0391678,0.0101221,0.00925055,0.00570573,0.0109036,0.00555802,0.00669544,0.0322995,0.00475335,0.0104371,0.00537234,0.0210351,0.0431767,0.01978,0.017324,0.00759331,0.0375058,0.0191548,0.0154973,0.00885624,0.00694333,0,0,0.0126548,0,0.018062,0.00697119,0.0663183,0.0136899,0.021415,0.00637957,0.0025265,0.0129096,0.00612982,0.0526577,0.00626815,0.00938714,0.00726656,0.0280179,0.00864406,0.0111081,0.0471226,0.0123584,0,0.00559688,0.011154,0.0120663,0,0,0,0,0.00846492,0.00518733
1606,0,0.00941649,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0320788,0.0121801,0.00403027,0,0,0.018601,0,0.0257704,0.0107998,0.0645528,0.024875,0.0397032,0.00819232,0.009588,0.00522967,0.00961374,0.00423999,0.00574871,0.0324204,0.00569597,0.00936071,0.00615774,0.0198605,0.0425686,0.0196543,0.0172769,0.0073188,0.0388725,0.018817,0.0181205,0.00960038,0.00703995,0,0,0.0138101,0,0.0181001,0.00642253,0.0662954,0.0149768,0.0217433,0.00682335,0.00224994,0.0134681,0.00649088,0.0528598,0.00657562,0.0108644,0.00871414,0.0280154,0.00873198,0.0139047,0.0484031,0.0131135,0,0.00451221,0.0117493,0.0119423,0,0,0,0,0.0108423,0.00439226
1607,0,0.00929716,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0319701,0.0120939,0.00475246,0,0,0.0182739,0,0.0257067,0.0108761,0.0649221,0.0262358,0.0405742,0.00599802,0.00938776,0.00481476,0.00899963,0.00360147,0.00497768,0.032719,0.00552307,0.00767865,0.00647612,0.0189254,0.0431756,0.0193618,0.017272,0.0070838,0.0397446,0.0185724,0.0204699,0.010293,0.00728884,0,0,0.0146561,0,0.0181345,0.00606659,0.0662869,0.014917,0.0218734,0.00738124,0.00233724,0.0137541,0.00669963,0.0531226,0.0069938,0.0119823,0.00979645,0.0279783,0.00879859,0.0158081,0.0491242,0.0136855,0,0.00370256,0.011859,0.0118643,0,0,0,0,0.012844,0.00405319
1608,0,0.00910301,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0318582,0.0120302,0.00529156,0,0,0.0179336,0,0.0257042,0.0109835,0.0652136,0.0269824,0.0410207,0.00427002,0.00892106,0.00444741,0.00916941,0.00337239,0.0041678,0.032715,0.00465331,0.00628767,0.00646841,0.0185139,0.0439706,0.0189422,0.017354,0.0068712,0.0397035,0.0184415,0.022337,0.0110829,0.00759003,0,0,0.015221,0,0.0181388,0.00598202,0.0660701,0.0135037,0.0219059,0.00794891,0.00246666,0.0137138,0.00664044,0.0534794,0.00727513,0.0125683,0.0104519,0.028027,0.0084451,0.0164564,0.0488588,0.0139279,0,0.00321874,0.0116256,0.011846,0,0,0,0,0.0141827,0.00397814
1609,0,0.00902308,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0313095,0.0118369,0.00569418,0,0,0.0174976,0,0.0257493,0.0110356,0.0653409,0.026767,0.0409933,0.0029707,0.00861852,0.00409491,0.010024,0.00437377,0.00366248,0.0324669,0.00356092,0.0050513,0.00615807,0.0185225,0.044243,0.0185489,0.0174814,0.00646352,0.0381495,0.0184258,0.0234761,0.0118152,0.00767197,0,0,0.015558,0,0.0180926,0.00607782,0.0655926,0.0113554,0.0222691,0.008413,0.00271396,0.0134761,0.00644352,0.0539635,0.00747326,0.0128517,0.0104988,0.0280433,0.00795019,0.0159738,0.0473367,0.0137865,0,0.00299249,0.0114031,0.0117603,0,0,0,0,0.0148903,0.00380377
1610,0,0.00877265,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0309786,0.0116271,0.00590933,0,0,0.0170617,0,0.025737,0.0110519,0.0654922,0.0257245,0.0405341,0.00238502,0.00858241,0.00378218,0.0109475,0.0056766,0.00386592,0.0321721,0.00264773,0.00412047,0.00590337,0.0188675,0.0445191,0.0183065,0.017565,0.00629973,0.0351928,0.0185325,0.0240096,0.0125195,0.00749681,0,0,0.0157775,0,0.018015,0.00631423,0.0652637,0.00917645,0.0229708,0.0088588,0.00285928,0.0131434,0.00649669,0.0548139,0.00759795,0.0133466,0.0100799,0.0280714,0.00724949,0.0147887,0.04442,0.0133729,0,0.00297743,0.0110124,0.011739,0,0,0,0,0.0150693,0.00366191
1611,0,0.0083529,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0309431,0.011371,0.00593808,0,0,0.0166346,0,0.0256321,0.0110523,0.0656685,0.0239476,0.0397862,0.00228246,0.00891644,0.00349086,0.0114989,0.00644473,0.00410197,0.03184,0.00175474,0.00351012,0.00566645,0.0194329,0.0447192,0.0182955,0.0176133,0.00627761,0.0311205,0.0187363,0.0243196,0.0131069,0.00709442,0,0,0.0161791,0,0.017917,0.00672832,0.0650653,0.0093901,0.0237808,0.00942581,0.00295103,0.0128404,0.00706023,0.0556492,0.00782364,0.0141761,0.00916355,0.0279742,0.00667984,0.012691,0.0401533,0.0129201,0,0.00301953,0.0104128,0.011807,0,0,0,0,0.0148175,0.0036593
1612,0,0.0077908,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0310697,0.0113054,0.00597141,0,0,0.0163152,0,0.0255513,0.0108619,0.0657744,0.0217788,0.0389766,0.00236468,0.0095355,0.00340447,0.0116388,0.0068161,0.00420027,0.0317037,0.00136665,0.00339281,0.00531819,0.0200834,0.0446888,0.0183925,0.0175784,0.00627128,0.0265172,0.0190688,0.0245696,0.0135607,0.00650408,0,0,0.0168858,0,0.017801,0.00740582,0.0648581,0.0123693,0.0247048,0.0099176,0.0030851,0.0125475,0.00802453,0.0566553,0.008266,0.0151813,0.00790145,0.0276704,0.00648139,0.00985064,0.0343729,0.0125749,0,0.00321938,0.00966109,0.0117848,0,0,0,0,0.0144459,0.00378791
1613,0,0.00721912,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0308708,0.0112436,0.00596437,0,0,0.0161166,0,0.0254683,0.010642,0.0657291,0.0194408,0.0382184,0.0024881,0.0103217,0.00357092,0.011395,0.00669296,0.00393847,0.0318434,0.00173976,0.00369284,0.0048867,0.0207654,0.0444158,0.0185177,0.0175431,0.00632214,0.021644,0.0194703,0.0249503,0.0139202,0.00581141,0,0,0.0179626,0,0.0176689,0.00841379,0.064702,0.0160894,0.0258214,0.0101682,0.00367577,0.0122281,0.00915937,0.0577231,0.00882686,0.0161501,0.0068156,0.0274174,0.00693565,0.00736013,0.0275613,0.0124407,0,0.00360878,0.00891995,0.0113269,0,0,0,0,0.0142153,0.00409812
1614,0,0.0069273,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0303525,0.0113429,0.0056893,0,0,0.0161471,0,0.0254202,0.0104853,0.0656122,0.017131,0.0374591,0.00282051,0.0110124,0.00367057,0.0109662,0.00643398,0.0033774,0.0321881,0.00248286,0.00421978,0.00457407,0.0213678,0.0438063,0.0183784,0.0174427,0.00639232,0.016784,0.0198833,0.0257703,0.0141379,0.00521951,0,0,0.0193817,0,0.0175699,0.00965543,0.064955,0.0187956,0.0271115,0.0107231,0.00456679,0.011907,0.0104597,0.0585451,0.00950857,0.0171487,0.00590708,0.0273141,0.00810666,0.00636983,0.0209094,0.0125382,0,0.00420741,0.00856361,0.0105447,0,0,0,0,0.0142842,0.00427829
1615,0,0.00659564,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0296614,0.0115124,0.00574295,0,0,0.0161722,0,0.0253535,0.0103551,0.0654226,0.0150333,0.0370827,0.00342964,0.0109754,0.00366704,0.0104209,0.00635434,0.00310846,0.0327469,0.00319172,0.00470468,0.0044498,0.0218517,0.0428228,0.0182136,0.0173082,0.00635071,0.0119996,0.020334,0.0264137,0.014121,0.00489456,0,0,0.0209429,0,0.0174998,0.010995,0.0654554,0.0200915,0.0278331,0.0114744,0.00556218,0.0114981,0.0117276,0.0592226,0.0102448,0.0182931,0.00582481,0.0273344,0.00944945,0.00652087,0.015321,0.0126007,0,0.00505019,0.00816966,0.0100444,0,0,0,0,0.0145176,0.00435155
1616,0,0.00646401,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0289922,0.0115371,0.00585424,0,0,0.0165177,0,0.0253023,0.0104055,0.0651621,0.0131357,0.0369261,0.00432896,0.0104482,0.00348158,0.00986711,0.00647681,0.00307006,0.0335322,0.00376139,0.00505929,0.0043912,0.0221166,0.0416036,0.0180844,0.0171925,0.00615092,0.00761462,0.0207823,0.0260799,0.0139303,0.0043674,0,0,0.0227811,0,0.0175631,0.0124871,0.0658855,0.0204168,0.0279949,0.0123029,0.00618522,0.01129,0.0129806,0.0598904,0.0110042,0.0195645,0.00591773,0.0273271,0.0102214,0.00685091,0.0109316,0.0126496,0,0.00607105,0.0080435,0.00979155,0,0,0,0,0.0148402,0.00428541
1617,0,0.00630696,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0275959,0.0116799,0.00614732,0,0,0.0163445,0,0.0252469,0.0101841,0.0648636,0.0112966,0.0368579,0.00573744,0.0094993,0.00353531,0.0095247,0.00714319,0.00394976,0.0343988,0.00432903,0.00495591,0.00443385,0.0219828,0.0395175,0.0180087,0.0169974,0.00614607,0.00761552,0.0211934,0.0250711,0.0136407,0.0040773,0,0,0.0246131,0,0.0173819,0.01369,0.0662424,0.0200671,0.0281651,0.0131519,0.00661123,0.0110281,0.0142442,0.0604644,0.0118148,0.0209853,0.00562351,0.0274238,0.00997478,0.00652724,0.00717189,0.0121204,0,0.0068474,0.00767545,0.00976552,0,0,0,0,0.0152232,0.00517851
1618,0,0.00630257,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0262275,0.0117412,0.00626564,0,0,0.0168852,0,0.0253038,0.0103976,0.064562,0.00982555,0.0370457,0.00711992,0.00879659,0.00359488,0.00947601,0.00807143,0.00517218,0.0351057,0.00479523,0.00465867,0.00451952,0.0216322,0.0374762,0.0181841,0.01688,0.00614247,0,0.0215557,0.0235576,0.0134538,0.00377687,0,0,0.026617,0,0.0175957,0.0151672,0.0664554,0.0194077,0.0280586,0.0139749,0.00680118,0.0103338,0.0154689,0.0609221,0.0126731,0.0225256,0.00503407,0.0275784,0.00863197,0.00528305,0.00589741,0.012115,0,0.00842575,0.00745901,0.00995339,0,0,0,0,0.0156006,0.00543989
1619,0,0.00619327,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243557,0.0122959,0.00643692,0,0,0.0164842,0,0.0253734,0.00999604,0.0642876,0.00860369,0.0372356,0.00872037,0.0081285,0.00399812,0.00989516,0.00954134,0.00629234,0.0354598,0.00529633,0.0042455,0.00473601,0.0210047,0.0346604,0.0178122,0.0165828,0.0062857,0,0.0217173,0.0227518,0.0129342,0.00370996,0,0,0.0292287,0,0.0173117,0.0164622,0.0666008,0.0185368,0.0278763,0.0146303,0.00706296,0.00943747,0.0163624,0.0612664,0.0134073,0.0238203,0.00462412,0.0277245,0.00718829,0.00370363,0.00483282,0.0121236,0,0.00926841,0.00725908,0.00999117,0,0,0,0,0.0159819,0.00507747
1620,0,0.00623329,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225332,0.0123887,0.00628708,0,0,0.0166742,0,0.025513,0.0099063,0.0641506,0.00778371,0.0374535,0.0101285,0.00763132,0.0045624,0.0106748,0.0109929,0.00702797,0.0354339,0.0058553,0.00449611,0.00484361,0.0203026,0.031825,0.0179627,0.0164182,0.00614463,0,0.0218131,0.022259,0.012139,0.0034819,0,0,0.0320838,0,0.0173524,0.0179476,0.0667469,0.0181512,0.027818,0.0152396,0.00715671,0.00824099,0.0169432,0.0616181,0.0140441,0.0249077,0.00499265,0.0280056,0.00590722,0.00222398,0.00653924,0.013309,0,0.0102504,0.00721582,0.00991231,0,0,0,0,0.0163022,0.00455442
1621,0,0.00635196,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206234,0.012262,0.00611816,0,0,0.0170394,0,0.0255956,0.00986666,0.064194,0.00716799,0.0376774,0.0113378,0.0072992,0.00518754,0.011614,0.0124476,0.0074928,0.0353533,0.00649261,0.00545117,0.00476096,0.0195703,0.0287904,0.0182716,0.0162905,0.00603074,0.013466,0.0218147,0.0221777,0.0112269,0.00321411,0,0,0.0351116,0,0.0175387,0.0195043,0.06693,0.0181369,0.0279248,0.0158896,0.00713849,0.00700992,0.0175023,0.0618013,0.0145846,0.0257412,0.00608307,0.0282959,0.00493377,0.00249085,0.00982872,0.0153261,0,0.0110045,0.0072619,0.00974643,0,0,0,0,0.0165474,0.00445311
1622,0,0.0061563,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186881,0.012179,0.00689271,0,0,0.0172736,0,0.0256023,0.00981591,0.0642523,0.00668459,0.0379286,0.0125054,0.00686981,0.00544065,0.0125671,0.0140675,0.00799902,0.035213,0.00720172,0.0067376,0.00480795,0.0188664,0.0254038,0.0184618,0.0161763,0.00597006,0.0163775,0.0217242,0.0220807,0.0104544,0.00318071,0,0,0.0383431,0,0.0176365,0.0211944,0.0671592,0.0177225,0.0277276,0.0164238,0.00710067,0.00566674,0.0178046,0.061922,0.0149374,0.0263362,0.00749171,0.0286722,0.00416874,0.0042086,0.0131953,0.0180209,0,0.0113611,0.00690856,0.00970476,0,0,0,0,0.0166248,0.00481524
1623,0,0.00589775,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169896,0.0121699,0.00768084,0,0,0.017285,0,0.025705,0.00981057,0.0643464,0.00612062,0.0380893,0.0135374,0.00631588,0.00543153,0.0133676,0.0158086,0.00844977,0.0349884,0.00781434,0.00777774,0.00492918,0.0183859,0.021881,0.0183214,0.016113,0.00582296,0.0190721,0.021532,0.0218324,0.00982289,0.00316367,0,0,0.041545,0,0.0176814,0.0229246,0.0674871,0.017085,0.027388,0.0167228,0.00665057,0.00431605,0.0178437,0.0618872,0.0150607,0.0267677,0.00897195,0.0290532,0.00381335,0.00614074,0.016587,0.0210001,0,0.0115549,0.00645372,0.0098517,0,0,0,0,0.0164221,0.00516115
1624,0,0.00570718,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156322,0.0120398,0.00820673,0,0,0.0173366,0,0.0258709,0.00983834,0.06448,0.00559085,0.0382608,0.0143423,0.00574431,0.00561618,0.0142139,0.0175933,0.0087122,0.0348075,0.00811396,0.00836816,0.00484825,0.0181765,0.0186101,0.0184884,0.0160728,0.00562931,0.0215954,0.021303,0.0217892,0.00938079,0.00310288,0,0,0.0440591,0,0.0178229,0.0242593,0.0677662,0.01648,0.0270451,0.0167828,0.00675956,0.00320868,0.0174927,0.0616428,0.0149493,0.0268055,0.010395,0.0293814,0.00396067,0.00785004,0.0198202,0.023627,0,0.0120186,0.0060771,0.0107042,0,0,0,0,0.0159362,0.00476185
1625,0,0.00554218,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01468,0.011853,0.00878477,0,0,0.017443,0,0.0260742,0.00985862,0.064525,0.00542947,0.0384729,0.0151213,0.00530494,0.00589662,0.0151582,0.0194786,0.00894523,0.0347687,0.00832792,0.00882813,0.00462545,0.0179429,0.0152602,0.0188677,0.0160537,0.00545209,0.0239124,0.0210207,0.0217174,0.00890456,0.00295574,0,0,0.0462056,0,0.0179177,0.0254131,0.0679755,0.0158835,0.0267016,0.0165939,0.00737138,0.00270972,0.0168423,0.0612328,0.0146623,0.0265439,0.0116254,0.0296962,0.00462085,0.0092377,0.0226556,0.0259503,0,0.0125204,0.00573199,0.0121134,0,0,0,0,0.0153345,0.00450563
1626,0,0.00535023,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142624,0.0116967,0.00943756,0,0,0.0176507,0,0.0262402,0.00996416,0.0645708,0.00607048,0.0388001,0.015628,0.00520735,0.00629318,0.0158963,0.0209586,0.0090788,0.0348066,0.00856546,0.00941018,0.00457058,0.01744,0.012497,0.0189778,0.0160851,0.0053446,0.0258116,0.0207953,0.0216186,0.00827374,0.00298994,0,0,0.0477123,0,0.0180433,0.0262533,0.0681944,0.0153291,0.0261875,0.0162766,0.00810733,0.00300277,0.0160137,0.0608101,0.01428,0.0260986,0.0126977,0.0301303,0.00520595,0.0106048,0.0250074,0.0275691,0,0.0124719,0.00539405,0.0128922,0,0,0,0,0.0149125,0.00448078
1627,0,0.00507103,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148302,0.0115707,0.00991049,0,0,0.0178403,0,0.0263253,0.0101495,0.0646771,0.00736869,0.0393174,0.0160678,0.00534716,0.00687047,0.0164775,0.0221347,0.00914674,0.0347468,0.00899887,0.0104461,0.00463134,0.016743,0.0109653,0.018931,0.0161621,0.00531368,0.0271365,0.0205108,0.0216254,0.00787027,0.00302692,0,0,0.048559,0,0.018149,0.0267795,0.0686088,0.0150868,0.0256754,0.0159612,0.008822,0.0034337,0.0150779,0.0603086,0.0138488,0.0254906,0.0137683,0.0308409,0.00615475,0.0119631,0.0266181,0.0283923,0,0.0118867,0.00490391,0.0130601,0,0,0,0,0.014726,0
1628,0,0.00498652,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01602,0.0113592,0.0102894,0,0,0.0181767,0,0.0265817,0.0103429,0.064584,0.00889269,0.0397958,0.0164214,0.00540456,0.00728568,0.0167263,0.022883,0.0090458,0.034843,0.00972328,0.0118909,0.00482706,0.0158089,0.0119648,0.0193336,0.0161471,0.00510739,0.027582,0.0201861,0.0215956,0.00747823,0.00347385,0,0,0.0490645,0,0.0181911,0.0270069,0.0688659,0.0150939,0.0249849,0.0156373,0.00907542,0.00421233,0.0141606,0.0599108,0.0134503,0.0248372,0.0147842,0.0317932,0.00730868,0.0131881,0.0273843,0.0289613,0,0.0113561,0.00453173,0.0132967,0,0,0,0,0.0146457,0
1629,0,0.00503451,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183371,0.0111051,0.0107807,0,0,0.018793,0,0.0269007,0.0106667,0.0641286,0.0106468,0.0401226,0.0169292,0.00579336,0.00769867,0.016899,0.0235784,0.00903978,0.0352402,0.0108542,0.0137348,0.00517044,0.0145498,0.0151098,0.0197585,0.016096,0.00496835,0.0275128,0.0199637,0.0214899,0.00706314,0.00425388,0,0,0.0496276,0,0.0181369,0.0272266,0.0688923,0.0154777,0.0240856,0.015212,0.00913723,0.00550197,0.0132264,0.0596192,0.0130328,0.0240271,0.0156426,0.032737,0.00848924,0.0141693,0.0272916,0.0297616,0,0.0111027,0.00425366,0.0137423,0,0,0,0,0.0146177,0.00612417
1630,0,0.00504712,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211077,0.0109405,0.0106416,0,0,0.0190606,0,0.0270869,0.0108157,0.0637254,0.01217,0.0407934,0.0176257,0.00599744,0.00807274,0.0172609,0.0244428,0.00885758,0.0353443,0.0119628,0.0155936,0.00549701,0.0133237,0.0205103,0.0201621,0.0160514,0.0049826,0.026658,0.0194929,0.0213901,0.00657392,0.00370822,0,0,0.0497379,0,0.018384,0.0272698,0.0688396,0.0156945,0.022992,0.0146196,0.00868577,0.00560503,0.0122822,0.0591503,0.0124575,0.0230058,0.0164071,0.0335819,0.00966468,0.0150124,0.0270463,0.0294644,0,0.0103192,0.00437553,0.0135538,0,0,0,0,0.0145898,0
1631,0,0.00269381,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0298979,0.0128383,0.0157113,0,0,0.0139999,0,0.0256953,0.00883041,0.06218,0.0169303,0.0387656,0.0214835,0.0127569,0.00590744,0.0198729,0.0297196,0.0101609,0.0365783,0.0147591,0.0199636,0.00564888,0.0107067,0.0332591,0.017123,0.0163717,0.00605253,0.0247257,0.020591,0.0184669,0.00652929,0.00109524,0,0,0.0493866,0,0.0172841,0.0270396,0,0.011325,0.0268916,0.0080573,0.0177202,0.00621666,0.00860606,0.0471298,0.00439596,0.0164249,0.0203386,0.0378169,0.0138554,0.0183344,0.0262268,0.0286491,0,0.0103494,0.00202644,0.00956165,0,0,0,0,0.0147197,0.00349617
1632,0,0.00496727,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274331,0.0106857,0.0115342,0,0,0.019895,0,0.0275023,0.0111694,0.063085,0.0147658,0.0414869,0.0172324,0.00640162,0.00867834,0.0168901,0.0242559,0.00754105,0.0357947,0.0131042,0.0175795,0.00546516,0.0115147,0.0290894,0.0204353,0.0159561,0.00481917,0.0257035,0.0188213,0.0214982,0.00633904,0.00407736,0,0,0.049478,0,0.0186896,0.0270916,0.0687934,0.0172558,0.0211138,0.0137464,0.0083668,0.00631774,0.0107153,0.0587224,0.0117516,0.0206584,0.0164004,0.0340945,0.0112033,0.0149684,0.0256028,0.0287642,0,0.00865909,0.00438561,0.0138621,0,0,0,0,0.0144945,0.00351115
1633,0,0.00504262,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0301215,0.0105162,0.0115294,0,0,0.0201192,0,0.0276198,0.0112057,0.063075,0.0156797,0.0419202,0.0166555,0.00575844,0.00905626,0.0165358,0.0237985,0.00695551,0.0358164,0.0133681,0.0181848,0.00566991,0.0107985,0.0333933,0.0207253,0.0158208,0.00452271,0.025372,0.0184342,0.0215827,0.00630264,0.00437971,0,0,0.0498205,0,0.0187426,0.0273817,0.0688971,0.0175357,0.0203759,0.0136883,0.00783082,0.00699978,0.0100177,0.0585719,0.0117141,0.0195571,0.0157812,0.033962,0.0120657,0.0142978,0.0253784,0.0290424,0,0.00772599,0.00441647,0.0138407,0,0,0,0,0.0142573,0.00384109
