Timestep,,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,x77,LANK,C7
37,0,0.0191002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0510998,0.0126952,0.0164266,0,0,0.0237438,0,0.0260842,0.0111738,0.0679267,0.0136729,0,0.0196819,0.0224043,0.0273896,0.0175642,0.0247797,0.0167705,0.02653,0.00992844,0.0218046,0.00608627,0.00991324,0.0617967,0,0.0140533,0.00868281,0.0030879,0.0170513,0.0144703,0.0145747,0.0154106,0,0,0.0125071,0,0.020921,0.00288908,0.0670416,0.0252452,0.0178808,0.0107324,0.0181812,0.016686,0.00936621,0.0594063,0.00754319,0.00986768,0.0150639,0.0206785,0.0110176,0.0165495,0.00743255,0.00951892,0.0154259,0.00580216,0.0110958,0.132563,0,0,0,0,0,0
38,0,0.0190228,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0510021,0.0127156,0.0163485,0,0,0.0235412,0,0.0261737,0.0110587,0.0677084,0.0134057,0,0.0194982,0.0226331,0.0273019,0.0176616,0.0247605,0.0166247,0.0263962,0.0097755,0.0216583,0.00590613,0.00996401,0.0615428,0,0.01409,0.0086406,0.0026216,0.0170585,0.0147425,0.0147126,0.0153976,0,0,0.0124483,0,0.0207822,0.00300704,0.067325,0.0247426,0.0179029,0.0106035,0.0182944,0.016414,0.00948406,0.0598515,0.00766361,0.0106449,0.0137543,0.0212266,0.0101965,0.0150095,0.00634464,0.00933917,0.0153745,0.00586621,0.0110257,0.132454,0,0,0,0,0,0
39,0,0.0190245,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0512089,0.0126819,0.015581,0,0,0.0234154,0,0.0262186,0.010979,0.0676207,0.013195,0,0.0192747,0.0230888,0.0271969,0,0.0246055,0.0163281,0.0260212,0.00967369,0.0213693,0.00583373,0.0100085,0.0616634,0,0.0141243,0.00855778,0.00468148,0.0171088,0.0150211,0.0151931,0.015279,0,0,0.0123199,0,0.0206227,0.00303779,0.0678111,0.0238554,0.0179106,0.0106629,0.0185742,0.0161606,0.00956164,0.0602051,0.00787208,0.011553,0.0122454,0.0218941,0.00941489,0.0133137,0.00649058,0.00911989,0.0152041,0.00590244,0.011055,0.1324,0,0,0,0,0,0
40,0,0.0191202,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0505662,0.0125067,0.0136824,0,0,0.0236677,0,0.0262754,0.0110801,0.0673555,0.0126325,0,0.0188261,0.0235077,0.0272018,0.0173656,0.0238085,0.0163569,0.0260984,0.00890916,0.0204261,0.00533804,0.0101842,0.0607243,0,0.0141678,0.00843462,0.00764183,0.0171194,0.0152364,0.0157582,0.0153929,0,0,0.0123048,0,0.0205935,0.00304341,0.0683864,0.02277,0.018209,0.0109329,0.0189727,0.0159059,0.00982669,0.0605153,0.00826228,0.0126482,0.0105257,0.0224755,0.00862162,0.0113593,0.00831935,0.00903031,0.0149557,0.00590957,0.010902,0.132153,0,0,0,0,0,0
41,0,0.0191785,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504063,0.0122501,0.014548,0,0,0.0239512,0,0.0263699,0.0112571,0.0672461,0.0124688,0,0.0184403,0.0240732,0.027267,0.0170812,0.0231281,0.0163072,0.0260183,0.00844424,0.0198256,0.00505678,0.0102715,0.0604582,0,0.01423,0.00825871,0.0106216,0.017164,0.0153303,0.0162769,0.0153784,0,0,0.0122175,0,0.0205683,0.00303142,0.0690042,0.0213486,0.0183728,0.0113636,0.0194444,0.0156457,0.0101143,0.060672,0.00887037,0.0136679,0.00876874,0.0230612,0.00779225,0.00933815,0.0109641,0.0089374,0.0147225,0.0059633,0.0107213,0.132015,0,0,0,0,0,0
42,0,0.0191067,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0503427,0.0120235,0.0135189,0,0,0.02459,0,0.0264951,0.0115656,0.0672125,0.0122975,0,0.0181737,0.0247107,0.0272172,0.016852,0.0223822,0.0162835,0.0259875,0.00810113,0.0193436,0.00483741,0.0103528,0.0603221,0,0.0143072,0.00807644,0.0139075,0.0171227,0.0151336,0.0169187,0.0154409,0,0,0.0121615,0,0.0205113,0.00312057,0.0695345,0.0192953,0.018546,0.0119696,0.0199612,0.01555,0.0104362,0.0608468,0.00964128,0.0146685,0.00696933,0.0235033,0.00692546,0.00719198,0.0139578,0.00896321,0.0145061,0.00597067,0.0109002,0.131914,0,0,0,0,0,0
43,0,0.0190166,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050506,0.0117603,0.0146523,0,0,0.0252173,0,0.0266866,0.011892,0.067199,0.0121052,0,0.0177521,0.0253165,0.0272053,0.0166947,0.0216813,0.016319,0.0260404,0.00785924,0.018948,0.00465121,0.0103806,0.0602947,0,0.014425,0.00789276,0.0173046,0.0170779,0.0148243,0.0175325,0.0155075,0,0,0.0120909,0,0.0204906,0.00318075,0.0700167,0.0168982,0.0186583,0.0125663,0.0204111,0.0155547,0.0108682,0.0610459,0.0105006,0.0154891,0.0052271,0.0238807,0.00617365,0.00518644,0.0170059,0.00899429,0.0146771,0.00599299,0.0110918,0.131786,0,0,0,0,0,0
44,0,0.018974,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0507203,0.0114557,0.0171677,0,0,0.0257967,0,0.0269488,0.0122163,0.0671798,0.0120469,0,0.0171913,0.0257971,0.0271368,0.016539,0.021022,0,0.0261183,0.00776275,0.0185557,0.00448745,0.010387,0.0604624,0,0.0146066,0.00769349,0.0200549,0.0170539,0.0145622,0.0180146,0.0155551,0,0,0.0120453,0,0.0204601,0.00323927,0.0705668,0.0146754,0.0188622,0.0131187,0.0207214,0.0156453,0.0116283,0.0611553,0.0111944,0.016048,0.00377075,0.0242472,0.00558153,0.00360023,0.0198408,0.00906299,0.0151948,0.00604939,0.0111799,0.131636,0,0,0,0,0,0
45,0,0.0190664,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0515005,0.0111972,0.0154542,0,0,0.0264538,0,0.0272987,0.0124787,0.067083,0.0119114,0,0.0170883,0.0264454,0.0273037,0.016435,0.0208104,0.0164561,0.0261638,0.00766461,0.0184975,0.00430788,0.0103299,0.0615266,0,0.0148888,0.0073724,0.0227422,0.0170943,0.0143159,0.018658,0.0157017,0,0,0.011943,0,0.0203973,0.00332712,0.0709786,0.0127068,0.0188201,0.0137167,0.0210757,0.0158499,0.0122387,0.0613667,0.0118974,0.0164741,0.00277897,0.0245224,0.00516687,0.00278929,0.0226581,0.00914363,0.0153884,0.00608989,0.011381,0.131319,0,0,0,0,0,0
46,0,0.0194153,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0513143,0.0106995,0.0173765,0,0,0.0276039,0,0.0278019,0.012838,0.0629669,0.010111,0,0.0216592,0.0270446,0.0279321,0.0141001,0.0231447,0.02081,0,0.00400398,0.0173111,0.00336907,0.0127083,0.0611623,0,0.0151779,0.00692122,0.025172,0.0165842,0.0146287,0.0207788,0.0176356,0,0,0.0131336,0,0.0209515,0.00371843,0.0718928,0.0118877,0.0216684,0.0147197,0.0237003,0.0159274,0.0127742,0.0617444,0.0132697,0.0171193,0.00266753,0.0245881,0.0049507,0.00284359,0.0253878,0.0102529,0.0149477,0.00588693,0.0113496,0.129207,0,0,0,0,0,0
47,0,0.0205808,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0372846,0.0107809,0,0,0,0.0282251,0,0.027933,0.0127824,0.0624525,0.0141106,0,0.00990425,0.0296175,0.0284749,0.00982473,0.0106294,0.0136722,0,0.00903886,0.0110431,0.00326251,0.0101817,0.0454743,0,0.0156649,0.00601218,0.0275084,0.0165445,0.0147906,0.0233142,0.0197208,0,0,0.013501,0,0.0210172,0.00387641,0.0722914,0.0107911,0.0227023,0.0155319,0.0254697,0.0163855,0.0130738,0.0622355,0.0146625,0.0177943,0.00274157,0.024646,0.00460614,0.00326759,0.0282774,0.0107955,0.0145436,0.00577474,0.0129351,0.127182,0,0,0,0,0,0
48,0,0.0192803,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0544915,0.0107231,0.0233471,0,0,0.0290494,0,0.0282211,0.012892,0.0667582,0.0115257,0,0.0164847,0.0280395,0.0274944,0.0159665,0.0208919,0.0160932,0.0266682,0.00728874,0.0183486,0.00364255,0.0101546,0.0654482,0,0.0161127,0.00518678,0.0292723,0.0174351,0.0142844,0.0202258,0.0161646,0,0,0.0118842,0,0.0200215,0.00371282,0.0720096,0.00889893,0.0187266,0.0146109,0.0218528,0.0163071,0.0121463,0.0616566,0.0142119,0.0171923,0.00387043,0.0259982,0.00445802,0.00508592,0.0305202,0.00945716,0.0151203,0.00619426,0.0119351,0.130376,0,0,0,0,0,0
49,0,0.0204983,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399833,0.0107731,0,0,0,0.0298774,0,0.0284994,0.0130199,0.0625097,0.0143995,0,0.00925313,0.0302344,0.028253,0.00939105,0.0112079,0,0,0.00943523,0.0117473,0.00390188,0.0103744,0.0494071,0,0.0167747,0.00444107,0.0301096,0.0168367,0.0145548,0.0240956,0.0199164,0,0,0.0136538,0,0.020688,0.00408496,0.0719559,0.00906368,0.0221027,0.0154324,0.0255674,0.0163979,0.0124616,0.0621157,0.0145481,0.0178205,0.00430499,0.0259663,0.00449292,0.00556565,0.0310377,0.0110755,0.0143489,0.00590437,0.0130707,0.126807,0,0,0,0,0,0
50,0,0.0191507,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0561508,0.0106017,0.0183196,0,0,0.0308165,0,0.0289861,0.0133185,0.0670337,0.010935,0,0.0168065,0.02845,0.0273764,0.0160918,0.0214006,0.0161931,0.0266599,0.00715177,0.0184908,0.00337684,0.0102582,0.0676747,0,0.0175363,0.00437163,0.0310673,0.0177125,0.0137969,0.0204864,0.0161433,0,0,0.0120311,0,0.0196786,0.00397942,0.0712261,0.007611,0.0176718,0.0143734,0.0211979,0.0162622,0.0115545,0.0614667,0.0136654,0.0170485,0.00624432,0.0273352,0.00537833,0.00780651,0.0319213,0.00973049,0.0153527,0.00655822,0.0119357,0.13021,0,0,0,0,0,0
51,0,0.0190323,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056704,0.0103082,0.017118,0,0,0.0312469,0,0.0293193,0.013346,0.0671013,0.0106695,0,0.0171347,0.028464,0.0274655,0.0162653,0.0214879,0,0.026479,0.00714222,0.0185468,0.00344186,0.0103905,0.0681549,0,0.0181833,0.0049711,0.0315078,0.0177666,0.013575,0.020453,0.0159869,0,0,0.0121392,0,0.0194995,0.00406614,0.0710659,0.00719458,0.017169,0.0142195,0.0208352,0.0161724,0.0114217,0.0612982,0.013587,0.0170834,0.00724355,0.0278528,0.00598773,0.00893741,0.032563,0.00995012,0.0156032,0.00677809,0.0118448,0.130327,0,0,0,0,0,0
52,0,0.0188878,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0575507,0.00964807,0.017635,0,0,0.0330644,0,0.0294204,0.0142753,0.0669569,0.0104684,0,0.0175152,0.0287837,0.0278625,0.0163474,0.0217231,0.0163764,0.0264065,0.00710325,0.0188046,0.00344874,0.0104587,0.0689999,0,0.0185622,0.00623589,0.03171,0.0178298,0.0133679,0.0206987,0.0159396,0,0,0.0122614,0,0.0193397,0.00416037,0.0709696,0.0067475,0.0168437,0.0140911,0.0206222,0.0161321,0.0114369,0.0611321,0.0135783,0.017267,0.00793018,0.0281807,0.00606359,0.00978419,0.0332035,0.0102167,0.0159061,0.00697788,0.011926,0.13046,0,0,0,0,0,0
53,0,0.0188868,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0579747,0.00911191,0.0182605,0,0,0.0342514,0,0.0295952,0.0150141,0.0668789,0.0104124,0,0.017731,0.029128,0.0282971,0.0163401,0.0217787,0.0162829,0.0263682,0.00703221,0.0189004,0.00334321,0.0105453,0.0692689,0,0.0186508,0.00744527,0.0318839,0.0178622,0.0131473,0.0210241,0.0158797,0,0,0.0122238,0,0.0191488,0.00419147,0.0709545,0.00635726,0.0167707,0.0139403,0.0204472,0.0160897,0.0114099,0.0609273,0.0135058,0.0173978,0.0083733,0.0283855,0.00612533,0.0103372,0.0332929,0.0104559,0.016023,0.00715617,0.0122285,0.130582,0,0,0,0,0,0
54,0,0.0189186,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0579628,0.00865266,0.0186535,0,0,0.0355435,0,0.0299617,0.0159639,0.0668364,0.0104111,0,0.0177199,0.0294394,0.0288066,0.0163218,0.0218343,0.0161403,0.0263966,0.00695119,0.018944,0.00314377,0.010621,0.0694932,0,0.0186892,0.00849777,0.0319845,0.017933,0.0129341,0.0214206,0.0158155,0,0,0.0121719,0,0.0189891,0.0042988,0.0710125,0.0060043,0.0167416,0.0137882,0.0204235,0.0161566,0.0112952,0.0607648,0.0133697,0.0173215,0.008468,0.0284269,0.00614316,0.0105216,0.0330343,0.0107064,0.0160662,0.00730213,0.0125354,0.130686,0,0,0,0,0,0
55,0,0.0189854,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05673,0.00786311,0.0201788,0,0,0.040831,0,0.0303784,0.0199438,0.062748,0.0119796,0,0.0213364,0.0295108,0.0310479,0.0138188,0.0237776,0.0197397,0,0.00440516,0.0179889,0.00402098,0.0131754,0.0679498,0,0.0198233,0.009545,0.0314906,0.0174872,0.013035,0.0237518,0.0177082,0,0,0.01347,0,0.0193852,0.00461096,0.0713563,0.00609858,0.0188569,0.0141982,0.0227353,0.0159244,0.0115364,0.0609605,0.0136337,0.0173838,0.00768154,0.0278527,0.00565488,0.00975344,0.0321534,0.0119488,0.0152682,0.00700964,0.0122737,0.128758,0,0,0,0,0,0
56,0,0.0183895,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0577244,0.00780636,0.0176498,0,0,0.0535364,0,0.0299429,0.0301195,0.0664758,0.0109326,0,0.0168808,0.0284597,0.0351163,0.016108,0.0217484,0.0154281,0.0267885,0.00685642,0.0182468,0.0028712,0.0107431,0.0690881,0,0.0240787,0.0106413,0.0312845,0.0183272,0.0124283,0.0218636,0.0155918,0,0,0.0115898,0,0.0184844,0.00466225,0.0704411,0.00513259,0.0153553,0.013644,0.0201058,0.0157519,0.0111704,0.0609253,0.0132118,0.0166628,0.00749187,0.0275829,0.00552408,0.00984389,0.0320478,0.0104889,0.0153767,0.00741897,0.0118068,0.130448,0,0,0,0,0,0
57,0,0.0197726,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0574547,0.0135905,0.0189149,0,0,0.0810832,0,0.0333245,0.0452152,0.0664735,0.0111682,0,0.0166486,0.0296017,0.0183803,0.0161031,0.0217739,0.0151361,0.0268747,0.00681347,0.0179232,0.00289473,0.0108527,0.0687626,0,0.0194403,0.0206812,0.0302771,0.0184625,0.0122768,0.0224619,0.0158811,0,0,0.0113322,0,0.0182365,0.00490064,0.0704892,0.00528413,0.015362,0.013501,0.0205273,0.0159572,0.0108399,0.0606075,0.0129968,0.016099,0.00703768,0.0273985,0.00528013,0.00936513,0.0310743,0.010712,0.0151028,0.00746175,0.0132599,0.129927,0,0,0,0,0,0
58,0,0.0199966,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011398,0.0156814,0.0144165,0,0,0.0803275,0,0.0335872,0.047773,0,0.0235749,0,0.0318242,0.0299074,0.0167487,0.0290398,0.0281854,0,0.0191869,0.0239452,0.0154241,0.0185519,0.0219828,0.0115661,0,0.0179664,0.0231463,0.0328168,0.0204975,0.0116955,0.0184263,0.0113651,0,0,0.00793073,0,0.0164626,0.00758246,0.0691648,0.00397923,0.0152432,0.0130409,0.0191666,0.0181465,0.0122885,0.0600591,0.0127943,0.0170639,0.00842277,0.0279009,0.00588233,0.0115186,0.0341905,0.00740626,0.0171082,0.0093484,0.0153355,0.137882,0,0,0,0,0,0
59,0,0.0202174,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0568518,0.0135898,0.0251807,0,0,0.0796473,0,0.0338632,0.0448357,0.0662633,0.0117525,0,0.0164729,0.0303281,0.0186456,0.0163424,0.0221584,0.0146237,0.0269616,0.00671993,0.0176536,0.003044,0.0110588,0.0681617,0,0.0176564,0.0207147,0.0271757,0.0186514,0.0118986,0.0226509,0.0160112,0,0,0.0111732,0,0.0179766,0.00528548,0.0707533,0.00569191,0.0161244,0.0131528,0.0202757,0.0162426,0.00993733,0.0601343,0.0124967,0.0144942,0.00590813,0.0268892,0.00468613,0.0079995,0.0276063,0.0106428,0.0163027,0.00758284,0.0141204,0.130095,0,0,0,0,0,0
60,0,0.0202936,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0561468,0.0135311,0.0249427,0,0,0.0787387,0,0.0333296,0.043206,0.0661008,0.0122205,0,0.0161726,0.0301485,0.0189109,0.0163814,0.0221324,0,0.0270176,0.00672532,0.0171638,0.00324958,0.0111451,0.0673179,0,0.0175135,0.0198826,0.0253945,0.0188123,0.0116456,0.0226876,0.0159097,0,0,0.0110277,0,0.017804,0.00536271,0.0706901,0.0059511,0.0159241,0.0129604,0.0202061,0.0159841,0.00934462,0.0601368,0.0121883,0.0134777,0.00508149,0.0263418,0.0043762,0.00702952,0.0256187,0.0103638,0.016376,0.00773683,0.0141596,0.13018,0,0,0,0,0,0
61,0,0.0203653,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0558569,0.0135002,0.0211676,0,0,0.0778726,0,0.0327436,0.0414185,0.0659308,0.0125067,0,0.016467,0.030166,0.0190577,0.0165732,0.0226451,0.01411,0.0270029,0.00662708,0.0170968,0.00322422,0.01126,0.0669987,0,0.0175007,0.0188026,0.0232815,0.0189713,0.0113704,0.0228445,0.0158514,0,0,0.0106662,0,0.0176415,0.00533395,0.0705667,0.00641711,0.0155519,0.0127544,0.019982,0.0157449,0.00880462,0.0601403,0.0119401,0.0125316,0.00415853,0.0257588,0.00403821,0.00586356,0.0231736,0.00996376,0.0155032,0.0078621,0.0144019,0.130249,0,0,0,0,0,0
62,0,0.0170493,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0554253,0.00623977,0.0173369,0,0,0.0534038,0,0.0338872,0.0347461,0.0657685,0.012978,0,0.0163315,0.0279204,0.0316039,0.01683,0.0230484,0.013766,0.0269535,0.00669273,0.0170561,0.0033117,0.011415,0.0666982,0,0.0248558,0.0152556,0.0212441,0.0189544,0.0109225,0.0217936,0.0148568,0,0,0.0113005,0,0.0176432,0.00540443,0.0701876,0.00663809,0.014926,0.0124642,0.0189307,0.0151067,0.00823321,0.0602374,0.0116886,0.0118499,0.00311488,0.0250248,0.00368424,0.00458927,0.0205996,0.0101494,0.0148744,0.00774644,0.0120048,0.131687,0,0,0,0,0,0
63,0,0.0172036,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0549847,0.00621983,0.0174159,0,0,0.0533732,0,0.0333875,0.0346705,0.0656107,0.0132658,0,0.0164372,0.0278321,0.0321342,0.0170303,0.0234761,0.0135563,0.0269066,0.00653058,0.0169512,0.00335984,0.0115987,0.0664527,0,0.0245134,0.0142172,0.0188619,0.0191397,0.010676,0.0217762,0.0148117,0,0,0.0110971,0,0.0175758,0.00547202,0.070203,0.00724083,0.0149227,0.012087,0.0186375,0.0150017,0.00782148,0.060214,0.0112711,0.0109882,0.00212229,0.0245371,0.00358954,0.00320043,0.0177452,0.0100536,0.0150504,0.00783534,0.0122791,0.131663,0,0,0,0,0,0
64,0,0.0172657,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0546123,0.0062346,0.0177003,0,0,0.0533029,0,0.0328711,0.0347563,0.0654317,0.0135722,0,0.0166318,0.0277859,0.0325933,0.0172436,0.0239595,0.0133501,0.0268608,0.00635509,0.0168486,0.00345709,0.0117859,0.0662175,0,0.0242832,0.0132363,0.0164494,0.019365,0.010515,0.0217581,0.0147579,0,0,0.0108587,0,0.01755,0.00547128,0.0702152,0.00789681,0.0148685,0.0116008,0.0183705,0.0149087,0.00734677,0.0601319,0.0104234,0.00998452,0.00141756,0.0240566,0.00379348,0.00184157,0.0148616,0.0101198,0.01543,0.00797682,0.012415,0.131665,0,0,0,0,0,0
65,0,0.0172698,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0545386,0.00633537,0.0176404,0,0,0.0533421,0,0.0325832,0.0350286,0.0652433,0.0138782,0,0.0168428,0.0277523,0.0330246,0.0174431,0.0244005,0.0131598,0.0268117,0.00621502,0.0167905,0.00356362,0.0119596,0.0660053,0,0.024195,0.0125622,0.0140504,0.0196093,0.0103699,0.0217408,0.0146979,0,0,0.0105856,0,0.0175343,0.00549636,0.0701837,0.00854587,0.0148144,0.0109916,0.0182604,0.0148506,0.00667685,0.0599575,0.00911086,0.00890411,0.00176322,0.0235337,0.00414115,0.00130527,0.011896,0.0100823,0.0161054,0.00814782,0.012164,0.131715,0,0,0,0,0,0
66,0,0.0173263,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0545922,0.0063809,0.0174073,0,0,0.0535242,0,0.0324122,0.0354983,0.0651271,0.0141853,0,0.0171376,0.027739,0.0333552,0.017657,0.0248208,0.0130958,0.0267471,0.00603051,0.0168218,0.00365233,0.0121018,0.0659779,0,0.024231,0.011518,0.0116122,0.019706,0.0101592,0.0216722,0.0146861,0,0,0.0102663,0,0.0174556,0.00555941,0.0701199,0.0093177,0.0147555,0.0103666,0.0181474,0.0149054,0.00589755,0.0596286,0.00790433,0.00789225,0.00290423,0.0229105,0.00449145,0.00238447,0.00883596,0.00997408,0.0169234,0.00830577,0.0118802,0.131801,0,0,0,0,0,0
67,0,0.0173304,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00963678,0.00790318,0.0120007,0,0,0.0532371,0,0.0307394,0.0362735,0,0.0188978,0,0.0288033,0.0272557,0.0323268,0.0270311,0.0251009,0.0235483,0.0196019,0.0227673,0.0145627,0.0184838,0.0218953,0.0106071,0,0.0259722,0.00937702,0.0129937,0.0215176,0.00942901,0.0175431,0.0112925,0,0,0.00611896,0,0.0161191,0.00850114,0.0686409,0.00802007,0.0143171,0.00997473,0.0175571,0.0168665,0.00706915,0.0594518,0.00815798,0.00794157,0.00250105,0.022538,0.00403811,0.00137126,0.0108818,0.00585602,0.0186035,0.0104147,0.0134184,0.139313,0,0,0,0,0,0
68,0,0.0166925,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00427168,0.00718703,0.00596563,0,0,0.0534189,0,0.0310656,0.0369071,0,0.0137889,0,0.027211,0.0270596,0.0330682,0.0252491,0.024471,0.0214859,0,0.0203211,0.0134775,0.0154528,0.0192059,0.00471075,0,0.0256442,0.00921488,0.0104263,0.0209842,0.00976037,0.0194485,0.0116591,0,0,0.00675988,0,0.0165315,0.00738428,0.0688692,0.00932863,0.0167805,0.00950742,0.0189183,0.0158317,0.00619923,0.0590692,0.00749887,0.00682152,0.00422723,0.0218801,0.00474452,0.00318227,0.00760817,0.00682447,0.0180486,0.00977182,0.0124119,0.137929,0,0,0,0,0,0
69,0,0.0195104,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0395806,0.0123055,0.0211163,0,0,0.071187,0,0.0292718,0.0322555,0.0659375,0.0144356,0,0.00864796,0.0281472,0.019811,0.0154229,0.0151503,0.00950785,0.0266089,0.0106775,0.0100483,0.00758765,0.0128916,0.0488873,0,0.0177395,0.0103988,0.00583525,0.0197907,0.00974644,0.0214849,0.0160463,0,0,0.00939281,0,0.0174654,0.00537172,0.0700617,0.0110018,0.0151802,0.00849106,0.0177963,0.0145499,0.00312718,0.0579759,0.00518134,0.00610129,0.00679372,0.021552,0.00598299,0.00685194,0.00339831,0.00963023,0.0175876,0.00845911,0.013144,0.130215,0,0,0,0,0,0
70,0,0.0194195,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0566268,0.0118731,0.0186578,0,0,0.0709281,0,0.0294721,0.0320139,0.0654909,0.0151987,0,0.0189135,0.0264262,0.0204166,0.01806,0.0263529,0.0138566,0.0264178,0.00579593,0.0176067,0.00380084,0.0124168,0.0681675,0,0.0176906,0.0103125,0.00575552,0.0199366,0.0093098,0.0199147,0.0155044,0,0,0.00899006,0,0.0174614,0.00556119,0.0702292,0.0107943,0.0147376,0.00773022,0.0172616,0.0147951,0.00223686,0.0569879,0.0036513,0.00602409,0.00765022,0.0216288,0.00618852,0.00787254,0.00449154,0.00939388,0.017555,0.00852778,0,0.130928,0,0,0,0,0,0
71,0,0.0186229,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00790297,0.0138904,0.0129233,0,0,0.069066,0,0.0274242,0.0320195,0,0.0191975,0,0.0307159,0.0278739,0.0170467,0.0283591,0.0273933,0.0246308,0.019657,0.0239048,0.0153976,0.0191616,0.0225912,0.00783194,0,0.0193278,0.0114286,0.00631774,0.0217272,0.00883946,0.0175969,0.0117294,0,0,0.00618775,0,0.0163058,0.00947114,0.0690089,0.00963077,0.0148277,0.00769734,0.0173023,0.016954,0.00258797,0.0567829,0.0033444,0.00438934,0.0070601,0.0211012,0.00572516,0.00625021,0.00318472,0.00488482,0.019169,0.0106632,0.013945,0.138794,0,0,0,0,0,0
72,0,0.0182234,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00753719,0.0136266,0.0120755,0,0,0.0687302,0,0.0273999,0.0321948,0,0.0193691,0,0.0310714,0.0282352,0.0164875,0.0286057,0.0278747,0.0248224,0.0195918,0.0241855,0.0155553,0.0193707,0.0226936,0.00741399,0,0.0195175,0.0117922,0.00631196,0.021608,0.00886101,0.0179234,0.0117615,0,0,0.00654756,0,0.0164499,0.00959396,0.0692483,0.00991508,0.0151846,0.00753833,0.0174054,0.017021,0.00227089,0.0561384,0.00250782,0.00475428,0.00808384,0.0207335,0.00614493,0.00732337,0.00371614,0.00481004,0.0189762,0.0106902,0.0140208,0.138885,0,0,0,0,0,0
73,0,0.0179725,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0066546,0.013485,0.0126152,0,0,0.0684601,0,0.0274593,0.0324029,0,0.0200182,0,0.032092,0.0283653,0.0163475,0,0.028995,0.0255401,0.0190635,0.0249959,0.0162034,0.0199863,0.0231697,0.00643059,0,0.0196867,0.0121536,0.00700368,0.021513,0.00880374,0.0178015,0.0117781,0,0,0.0067308,0,0.0165917,0.00980305,0.0692763,0.00993531,0.015357,0.00738338,0.0174156,0.0170341,0.00252925,0.0554206,0.00217862,0.00518828,0.00873949,0.0204624,0.00636802,0.00800988,0.00489261,0.0045195,0.0188248,0.0108382,0.0140619,0.139156,0,0,0,0,0,0
74,0,0.0178714,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058005,0.0112908,0.0176603,0,0,0.0692824,0,0.0288494,0.0323581,0.0656062,0.0164898,0,0.0202998,0.028406,0.017941,0.0186002,0.027159,0.0147521,0.0261118,0.00617713,0.0189338,0.00411385,0.0125084,0.0696405,0,0.0188635,0.0112828,0.0116006,0.0197927,0.0094562,0.0216174,0.015208,0,0,0.00887412,0,0.017991,0.00610897,0.0701689,0.0114483,0.0161556,0.00820785,0.0184196,0.0151465,0.00574937,0.0543654,0.00414178,0.00981381,0.0114243,0.0203045,0.00779585,0.0118901,0.0123408,0.00896365,0.0159885,0.00865153,0.0129053,0.131658,0,0,0,0,0,0
