Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,LTHI,,LEAR
1767,0.0200181,0.00968157,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0271626,0.0106623,0.0212483,0.0404138,0,0.0229785,0,0.0281754,0.0144267,0.0402053,0.0327377,0.0186385,0.0371492,0.0248405,0.0158418,0.0345478,0.0341569,0,0.0301373,0.0343286,0.0193234,0.0149963,0.034842,0.0196097,0.0151064,0.0077851,0.0524723,0.0172556,0.0211847,0.0179492,0.0199821,0,0,0.0625381,0,0.0179177,0.0373255,0.0668575,0.00887726,0.0290845,0.0144604,0.0180321,0.00499278,0.0181623,0.0653427,0.0172713,0.0262274,0.00699254,0.0288686,0.00936698,0.00770805,0.0557754,0.0342731,0.0114822,0.0139671,0.0131251,0.0302052,0,0,0,0.0285536,0,0
1768,0.019794,0.00948178,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285091,0.0108449,0.0214012,0.0403169,0,0.0231574,0,0.0280854,0.0143645,0.0400046,0.0335538,0.0188,0.037137,0.0251273,0.0158761,0.0344723,0.0341029,0,0.030779,0.0351145,0.0194728,0.0148968,0.036447,0.0190425,0.0150743,0.00766001,0.0486917,0.0173146,0.0209617,0.0176357,0.019739,0,0,0.0626392,0,0.0179342,0.0374322,0.0670591,0.00991613,0.029207,0.0146787,0.0181782,0.00490165,0.0179673,0.0648384,0.0171067,0.0259454,0.00637392,0.028396,0.00943342,0.00727065,0.0513579,0.0342424,0.0116482,0.0139649,0.0131009,0.0300083,0,0,0,0.0284215,0,0
1769,0.0195372,0.00956112,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0296663,0.0110158,0.0214172,0.0402047,0,0.0231293,0,0.0280815,0.0141665,0.0396579,0.0341853,0.0188884,0.0370853,0.0254271,0.0160697,0.0341541,0.0339799,0,0.031242,0.035282,0.019436,0.0147747,0.0379605,0.0197413,0.0150321,0.00761022,0.0439126,0.0174195,0.0204321,0.0174986,0.0194991,0,0,0.0626969,0,0.0179916,0.0374968,0.0672316,0.0107864,0.0292437,0.0148748,0.0181961,0.00466071,0.017658,0.0642815,0.0167988,0.0254476,0.00659857,0.0279221,0.00947176,0.00762065,0.0464747,0.0341102,0.0117294,0.0139866,0.0130423,0.0298214,0,0,0,0.0283255,0,0
1770,0.0193886,0.00976887,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03115,0.0111352,0.0210698,0.0400831,0,0.0229232,0,0.0281135,0.0138983,0.0392812,0.0348746,0.0188786,0.0371557,0.0256637,0.0163084,0.03391,0.0338214,0,0.0315255,0.0353252,0.0195272,0.0146218,0.0397409,0.0198029,0.0150564,0.00752361,0.0393607,0.0174677,0.0196711,0.0176973,0.0193224,0,0,0.0627735,0,0.0180172,0.0375477,0.0675386,0.0113019,0.0292842,0.0149391,0.0182072,0.00456378,0.0172473,0.0637093,0.0163394,0.0248956,0.00755791,0.0275338,0.00953981,0.00859335,0.0414115,0.0340569,0.0118187,0.0139878,0.0129938,0.0296573,0,0,0,0.0283781,0,0
1771,0.0192817,0.00994156,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0328811,0.0113323,0.0207928,0.0397515,0,0.0225136,0,0.028081,0.0135143,0.0388754,0.0356399,0.018839,0.037327,0.0258603,0.0165049,0.0335121,0.0337478,0,0.0317471,0.0355723,0.0196026,0.0144392,0.0418043,0.0198565,0.0150597,0.00733276,0.0352438,0.0174766,0.0188232,0.0177823,0.0192006,0,0,0.0628361,0,0.0179989,0.0375765,0.0678849,0.0120023,0.0293338,0.0147616,0.0182771,0.00464191,0.0168199,0.0631727,0.0158841,0.0241251,0.00888719,0.027072,0.00967807,0.00994713,0.0364343,0.0340713,0.011999,0.0139878,0.0129418,0.029502,0,0,0,0.0286005,0,0
1772,0.0192559,0.0100713,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034539,0.0115186,0.0207101,0.0390667,0,0.0221696,0,0.0278712,0.0131571,0.0384609,0.036492,0.0188661,0.0375838,0.0261944,0.0166223,0.0331243,0.03384,0,0.0319218,0.0359136,0.0195718,0.0142887,0.044079,0.0197008,0.0150386,0.00720109,0.0300981,0.0175434,0.0173689,0.0177558,0.0191639,0,0,0.0628925,0,0.0179824,0.0375956,0.068059,0.0124492,0.0293792,0.0147067,0.0183543,0.0047081,0.0164254,0.0626205,0.0156287,0.0231239,0.0102944,0.0265207,0.00966021,0.0111596,0.0313375,0.0340954,0.0123245,0.014008,0.0128922,0.0293505,0,0,0,0.0289552,0,0
1773,0.0190714,0.0102059,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035863,0.0117217,0.0206305,0.0387695,0,0.0219595,0,0.0276196,0.0128299,0.0381932,0.0372096,0.0189137,0.03779,0.0266097,0.0167068,0.0340905,0.0339031,0,0.0320688,0.0361631,0.0194687,0.0141147,0.0459664,0.0194081,0.0150337,0.00723838,0.0260093,0.0176239,0.0155942,0.0177335,0.0190493,0,0,0.0629512,0,0.0179401,0.0375893,0.0682392,0.0122952,0.029362,0.0150161,0.0183418,0.00462488,0.0160528,0.062074,0.0154302,0.0224354,0.0116346,0.0259802,0.0094931,0.0120683,0.0262863,0.0340919,0.0129527,0.0140028,0.012862,0.0291637,0,0,0,0.02919,0,0
1774,0.0187863,0.0103273,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037109,0.0118541,0.0204762,0.0388362,0,0.0216168,0,0.0271216,0.0124815,0.0380156,0.0378607,0.0189205,0.0379824,0.0267828,0.0168362,0.0347415,0.0337981,0,0.0321617,0.0364126,0.0194274,0.0139349,0.0478972,0.0192285,0.01476,0.00751651,0.0215002,0.0177019,0.0136514,0.0176751,0.0188574,0,0,0.0630494,0,0.0178862,0.0375549,0.0685156,0.0115953,0.0293317,0.0154596,0.0182289,0.00439802,0.0155738,0.0616577,0.0152388,0.0218783,0.0127788,0.0254387,0.00925285,0.0127968,0.0216382,0.0340802,0.0141649,0.0138754,0.0128176,0.0289604,0,0,0,0.029301,0,0
1775,0.0185673,0.0103412,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0385889,0.0118359,0.0201762,0.0387155,0,0.0209928,0,0.0269924,0.0119285,0.0379312,0.0385687,0.0189558,0.0382261,0.0268857,0.0168099,0.0347288,0.0336593,0,0.0321713,0.0367584,0.0194171,0.0137645,0.0502262,0.0190703,0.0145658,0.00756547,0.0181034,0.0178081,0.011414,0.0175059,0.0186284,0,0,0.0631788,0,0.0178012,0.0374982,0.0688574,0.0106993,0.0294659,0.015943,0.018264,0.00400774,0.0150562,0.0612433,0.0150988,0.0212448,0.0137184,0.0249657,0.00891898,0.0133585,0.0174431,0.0340325,0.0160519,0.0135674,0.0127224,0.0288094,0,0,0,0.029532,0,0
1776,0.0184941,0.0102562,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399799,0.0119314,0.019793,0.0383089,0,0.0206683,0,0.0270167,0.0115753,0.0378246,0.0391377,0.0190862,0.0383405,0.0270235,0.0167025,0.0338937,0.0336347,0,0.0320677,0.0368679,0.0194062,0.013613,0.0524613,0.018571,0.0145664,0.00736486,0.0157436,0.0179541,0.00884802,0.0172,0.0184504,0,0,0.063379,0,0.0177347,0.0375451,0.0692247,0.0100243,0.0297546,0.0162376,0.018534,0.00331352,0.0146526,0.0606995,0.0150659,0.0207037,0.0145776,0.0246573,0.00838232,0.0137524,0.0134272,0.0338953,0.0187052,0.0130811,0.0126184,0.0286261,0,0,0,0.0296978,0,0
1777,0.0185046,0.010119,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0407987,0.0120383,0.0193694,0.0379707,0,0.0207655,0,0.0270151,0.0115104,0.0375096,0.0394492,0.0191836,0.0381357,0.0270608,0.0165741,0.0331443,0.0335291,0,0.0320592,0.0365992,0.0192297,0.0134171,0.0538642,0.0181167,0.0146423,0.00722229,0.0135455,0.0181013,0.00628916,0.0168761,0.0182658,0,0,0.0637587,0,0.0177352,0.0378629,0.0695765,0.0100211,0.0301323,0.0162609,0.0185165,0.00213686,0.0143289,0.0599911,0.0149703,0.0200389,0.0153376,0.0243223,0.00789503,0.014055,0.00986892,0.0337017,0.0222194,0.0125051,0.0124798,0.0284274,0,0,0,0.0294704,0,0
1778,0.018499,0.00997295,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0414546,0.0121215,0.0189873,0.0377486,0,0.0207691,0,0.0270088,0.0114779,0.0369729,0.0398078,0.0191508,0.0378014,0.0269404,0.0163502,0.0331562,0.0333656,0,0.0319479,0.0363518,0.0190251,0.0131706,0.0550672,0.0179911,0.0147616,0.00700778,0.0125305,0.0183444,0.00392595,0.0166793,0.0180122,0,0,0.0643629,0,0.0177565,0.0386975,0.0698728,0.0107518,0.0303123,0.0161734,0.0184423,0.00208141,0.0141367,0.0593215,0.0148247,0.0192264,0.0158536,0.0239681,0.00745675,0.0142068,0.0075199,0.033571,0.0263913,0.0121708,0.0122953,0.0282473,0,0,0,0.0288709,0,0
1779,0.0184719,0.00988036,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0432026,0.0121515,0.0188886,0.0375821,0,0.0205602,0,0.0270327,0.011467,0.037137,0.0407553,0.0191666,0.0381584,0.0268748,0.016108,0.0335614,0.0336938,0,0.032017,0.0366913,0.0189368,0.0129946,0.0578686,0.0176972,0.014883,0.00687992,0.013376,0.0186327,0.00259777,0.0164615,0.0178086,0,0,0.064991,0,0.0178263,0.0401312,0.0701434,0.0120024,0.0303283,0.0161887,0.0184321,0.00369028,0.0139853,0.0587486,0.0147496,0.0183299,0.0161434,0.0235984,0.00709786,0.014221,0.00679354,0.0336098,0.0302821,0.0122087,0.0121484,0.0281069,0,0,0,0.0285522,0,0
1780,0.0184435,0.00987914,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0451069,0.0122131,0.0187662,0.0373573,0,0.020462,0,0.0269027,0.0114296,0.0371938,0.0416672,0.0192578,0.038705,0.0268419,0.0160718,0.0335613,0.0338467,0,0.032201,0.0370707,0.01883,0.0127362,0.0608182,0.0173098,0.0149037,0.00678726,0.0151356,0.0189419,0.0037001,0.0162541,0.0176811,0,0,0.0656856,0,0.0177307,0.0421239,0.0703907,0.0138321,0.0304021,0.0163496,0.0184128,0.00546182,0.0134252,0.0581766,0.0147721,0.0175315,0.016306,0.0231725,0.00688609,0.0141276,0.00787506,0.0338034,0.0338417,0.012804,0.0120241,0.0279199,0,0,0,0.0285614,0,0
1781,0.0184815,0.00987456,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0466456,0.0123142,0.0185315,0.0371377,0,0.0201095,0,0.0268447,0.0112852,0.037183,0.0424227,0.019378,0.0391143,0.0269093,0.016042,0.0343132,0.0339855,0,0.0322996,0.037165,0.0186291,0.0124245,0.0631191,0.0170718,0.014913,0.00655272,0.0173448,0.0193778,0.00595941,0.0161356,0.0175181,0,0,0.0664982,0,0.0175393,0.0445477,0.0705759,0.0159519,0.0305104,0.0164646,0.018436,0.0071893,0.0131406,0.0576019,0.0148816,0.0169447,0.0163006,0.0226816,0.00675614,0.0138954,0.00998862,0.034212,0.0370202,0.0139787,0.011967,0.0276748,0,0,0,0.0288761,0,0
1782,0.0184344,0.00974265,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0472382,0.0122983,0.0183583,0.0372331,0,0.0194879,0,0.0269365,0.0110374,0.0370094,0.042853,0.0194785,0.0392259,0.0271315,0.0158671,0.0342435,0.0342288,0,0.032225,0.0370093,0.0184012,0.012148,0.0641964,0.0165976,0.0150131,0.00622542,0.0197948,0.0200101,0.00854634,0,0.0173377,0,0,0.067297,0,0.0172253,0.0471751,0.070612,0.0183285,0.0308363,0.0166713,0.0186246,0.00889881,0.0134766,0.0572996,0.0152875,0.0162738,0.0161551,0.0221174,0.00673345,0.0135395,0.0125367,0.0348222,0.0399555,0.0156201,0.0119217,0.0274986,0,0,0,0.0291095,0,0
1783,0.0183655,0.00968774,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0479572,0.0121617,0.0183746,0.0372601,0,0.0188106,0,0.027173,0.010635,0.0368503,0.0434264,0.0194765,0.0394286,0.0274837,0.0157814,0.0338827,0.0345478,0,0.0321425,0.0368548,0.0182261,0.0119108,0.0655798,0.0158813,0.0152459,0.00553957,0.0223573,0.0206504,0.0107284,0,0.0172712,0,0,0.0678423,0,0.0168215,0.0495273,0.0707931,0.0207486,0.0308091,0.0168797,0.0186436,0.0102983,0.0139181,0.0569852,0.015719,0.0154462,0.016026,0.0217078,0.00681253,0.0132716,0.0155324,0.03537,0.0421077,0.0176785,0.0119305,0.0273641,0,0,0,0.0294719,0,0
1784,0.0182275,0.00940066,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0489572,0.0118446,0.0181366,0.0371717,0,0.0184011,0,0.0274726,0.0103441,0.036796,0.0440889,0.0195577,0.0397503,0.0277593,0.0157,0.0344059,0.0345322,0,0.0321263,0.0368321,0.018067,0.0116592,0.0673358,0.0154496,0.0155893,0.00449501,0.0246318,0.0214033,0.0126773,0,0.0173629,0,0,0.0618003,0,0.0158325,0.0491345,0.0708488,0.0231292,0.0307122,0.0170498,0.0188212,0.00668966,0.0145576,0.0566444,0.0161505,0.0147527,0.0158552,0.0213058,0.00696461,0.0129807,0.018346,0.0308236,0.0421167,0.0201025,0.011816,0.0273106,0,0,0,0.0299375,0,0
1785,0.0180752,0.00927586,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0499695,0.0116733,0.0176063,0.0369519,0,0.0175945,0,0.0278058,0.00994967,0.0367839,0.0447341,0.0197344,0.0400336,0.0278603,0.0155588,0.0347915,0.0344676,0,0.0320487,0.0369006,0.0179067,0.0114335,0.0689518,0.014621,0.0159386,0.00326665,0.0268166,0.021781,0.0144951,0.0167655,0.0173279,0,0,0.05765,0,0.0154087,0.0492572,0.0709015,0.0250974,0.0302493,0.0171243,0.0187474,0.00413571,0.0152312,0.0562449,0.0165184,0.0142009,0.0155588,0.0209548,0.0071186,0.0126916,0.0207978,0.0277914,0.0416895,0.0224178,0.0117632,0.0271551,0,0,0,0.0303705,0,0
1786,0.0179842,0.00928737,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0510004,0.0115678,0.0172327,0.0370691,0,0.0161502,0,0.0279981,0.00949966,0.0367969,0.0454018,0.0197838,0.0403009,0.0280129,0.0153023,0.0350902,0.0348821,0,0.0320577,0.0369358,0.0178771,0.0113249,0.0706162,0.0132754,0.0162173,0.00207602,0.0291214,0.0221104,0.0162784,0.0167282,0.0172959,0,0,0.0573403,0,0.0152077,0.0497095,0.0708688,0.0268153,0.0300772,0.0172079,0.0188664,0.00520406,0.0159012,0.0560662,0.0169626,0.0139713,0.0150464,0.0204053,0.00730989,0.0123436,0.0225071,0.0273034,0.041672,0.0240109,0.011815,0.026966,0,0,0,0.0307621,0,0
1787,0.0179161,0.00936835,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0519254,0.0110233,0.0172043,0.037216,0,0.0152663,0,0.0284129,0.00931849,0.0369328,0.0460063,0.0198169,0.0404212,0.0282627,0.0151136,0.0354061,0.0352099,0,0.0320381,0.0368392,0.0178907,0.0112241,0.0721346,0.0125749,0.0166721,0.00198288,0.0315313,0.0221019,0.0176421,0.0168599,0.0172563,0,0,0.0560849,0,0.0151993,0.0497322,0.0712109,0.0280954,0.0300654,0.0173075,0.0190428,0.00522558,0.0164941,0.0559304,0.0174117,0.0138497,0.0144199,0.0197505,0.00749238,0.0119923,0.0240825,0.0263461,0.041192,0.0253568,0.0119414,0.026733,0,0,0,0.0312263,0,0
1788,0.017874,0.00946152,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0526607,0.0110309,0.0172298,0.0373714,0,0.0141894,0,0.0286745,0.00903326,0.0371287,0.0465676,0.0198409,0.040675,0.0284356,0.0150984,0.0357878,0.0356482,0,0.0319967,0.0366359,0.0178529,0.0111341,0.0734396,0.0117317,0.0168825,0.00298945,0.0331274,0.0221553,0.019141,0.0169404,0.0172509,0,0,0.0557861,0,0.0151778,0.0496691,0.0711217,0.0281648,0.0299378,0.0172243,0.0191647,0.00617063,0.0170774,0.0559345,0.0177368,0.013579,0.0142962,0.019339,0.00811559,0.0123404,0.025273,0.0259241,0.0409404,0.0258398,0.0120602,0.0266355,0,0,0,0.0318101,0,0
1789,0.0178825,0.00952564,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0529751,0.0109471,0.0170776,0.0375073,0,0.0134298,0,0.0286725,0.00900384,0.0371593,0.0468888,0.0198577,0.0409811,0.0285498,0.0150776,0.035954,0.036288,0,0.0318962,0.036266,0.0176318,0.0109834,0.0743859,0.0111724,0.0169521,0.00437797,0.0341521,0.0222181,0.0199941,0.0169906,0.0173329,0,0,0.05537,0,0.0151951,0.0495367,0.0708653,0.0279878,0.0297045,0.0173551,0.0192461,0.00672017,0.0174506,0.0560706,0.0181354,0.0132818,0.0140363,0.0187577,0.00819585,0.0124606,0.0264783,0.0254763,0.0406414,0.0257585,0.0123927,0.026645,0,0,0,0.0321951,0,0
1790,0.0180951,0.00958195,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0532824,0.010822,0.0164445,0.0378441,0,0.012959,0,0.0285606,0.00907025,0.0373182,0.0471131,0.019877,0.041364,0.0285778,0.0151975,0.0360151,0.0369396,0,0.0317432,0.0359409,0.0172044,0.0107961,0.0755876,0.0110638,0.0169087,0.00533473,0.0317829,0.022314,0.0160842,0.0174403,0.0176179,0,0,0.0549896,0,0.0152753,0.0494183,0.0705107,0.0221204,0.0292912,0.0192077,0.0194482,0.00687436,0.0185914,0.0563682,0.0200446,0.0140914,0.0141133,0.0163695,0.00722874,0.0101318,0.0241272,0.0247934,0.0403373,0.0252472,0.0132279,0.0268808,0,0,0,0.0324403,0,0
1791,0.0182557,0.0097413,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0533106,0.0107435,0.0161768,0.0379029,0,0.0126373,0,0.0283997,0.00887474,0.0373053,0.0471674,0.0197692,0.0417808,0.0284495,0.0153842,0.0360974,0.0376264,0,0.0314179,0.0354223,0.0167361,0.0103826,0.0761269,0.0109533,0.0167849,0.00566336,0.0316318,0.0224441,0.0155993,0.0175918,0.0177763,0,0,0.0547055,0,0.0153424,0.0492698,0.0702271,0.0221258,0.0290682,0.0196674,0.0194941,0.00699307,0.0184581,0.0562601,0.0204646,0.0140242,0.0137647,0.0156573,0.00690146,0.0095408,0.0237482,0.0241162,0.0400412,0.0246075,0.0141279,0.0268788,0,0,0,0.0327727,0,0
1792,0.0185558,0.0105115,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0532695,0.010473,0.0159656,0.0378064,0,0.0126991,0,0.0282543,0.00877698,0.0372682,0.0470053,0.0194564,0.0423627,0.0286917,0.0156686,0.0362309,0.0384813,0,0.0310566,0.0347912,0.0162974,0.00984855,0.0764048,0.0111829,0.0166901,0.00560715,0.0314252,0.0224776,0.0158392,0.0183066,0.0177689,0,0,0.0546943,0,0.0154819,0.0490878,0.0695876,0.0218389,0.0289607,0.019751,0.0195759,0.00775041,0.0181652,0.0549295,0.0204138,0.0140516,0.0139587,0.0150834,0.00710956,0.00961225,0.0240425,0.0233044,0.0396281,0.0240064,0,0.0268474,0,0,0,0.0330973,0,0
1793,0.0187973,0.0110686,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0552058,0.0103768,0.0154875,0.037771,0,0.0129042,0,0.0280972,0.00832248,0.0366504,0.0473777,0.0191308,0.0443535,0.028887,0.0157665,0,0.0403014,0,0.0313434,0.0351011,0.0160813,0.00931207,0.0794487,0.0110026,0.0165175,0.00503019,0.0310273,0.022571,0.0156399,0.0193416,0.0177167,0,0,0.0546274,0,0.0156064,0.0486933,0.0689084,0.0190437,0.0289068,0.0197485,0.0196493,0.0080087,0.0179243,0.0527449,0.0202209,0.0142977,0.014655,0.014511,0.00773915,0.00995292,0.0250328,0.0229122,0.0392363,0.0230778,0,0.0268546,0,0,0,0.0345403,0,0
1794,0.0222333,0.0125881,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0498814,0.00961106,0.0155356,0.0379438,0,0.0185689,0,0.0286428,0.0107015,0.0363886,0.0440978,0.020319,0.0439895,0.0312913,0.0183474,0.0359666,0.041297,0,0.0304295,0.0330326,0.0161413,0.00913944,0.0728435,0.0150995,0.0163682,0.00528747,0.0344309,0.0221193,0.0226068,0.0258936,0.020429,0,0,0.0553295,0,0.0159516,0.0485918,0.0598485,0.0231337,0.0317067,0.0196677,0.0229701,0.0080981,0.0225034,0,0.0220894,0.0197759,0.0183354,0.00968623,0.0147624,0.0136893,0.0303375,0.0236459,0.0387411,0.0222936,0,0.0307753,0,0,0,0.0334212,0,0
1795,0.0189865,0.011584,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0512001,0.0111556,0.0138236,0.038598,0,0.0124892,0,0.0276264,0.00664411,0.0368661,0.0435582,0.0192842,0.0453579,0.0302257,0.0158909,0.0367527,0.0426688,0,0.0296212,0.0319838,0.0143197,0.00738458,0.0753445,0.0105673,0.0156925,0.00290903,0.0230985,0.0226595,0.0120726,0,0.0174767,0,0,0.0544773,0,0.0158355,0.0471279,0.0692872,0.0107916,0.0284356,0.0197392,0.0203015,0.00893853,0.0171729,0.057364,0.0206792,0.0129141,0.0141185,0.0139546,0.00785834,0.00953296,0.0220097,0.0224222,0.0382319,0.0214171,0,0.02667,0,0,0,0.0341905,0,0
1796,0.0191807,0.0120799,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04977,0.0117496,0.0130491,0.0387145,0,0.0125216,0,0.027457,0.00610424,0.0367937,0.0408592,0.0191534,0.046702,0.0306183,0.0161008,0.0369057,0.0444979,0,0.028671,0.0304726,0.0128421,0.00637901,0.0741,0.0109757,0.0151922,0.00234777,0.0189447,0.0226543,0.00988646,0.0183725,0.0175299,0,0,0.0564098,0,0.0157499,0.0476428,0.0692581,0.00742746,0.0280154,0.0193487,0.0204418,0.0092602,0.0163483,0.0585753,0.0202289,0.0122166,0.013779,0.0146952,0.00776532,0.00960322,0.0195721,0.0235982,0,0.0215123,0,0.026679,0,0,0,0.0345868,0,0
1797,0.0193687,0.0125789,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0472903,0.0124108,0.0126262,0.038734,0,0.0127368,0,0.027271,0.00580329,0.0363524,0.0368813,0.019,0.0481002,0.0308415,0.0163658,0.0369026,0.0463231,0,0.0272203,0.0283936,0.0110955,0.00584415,0.0711506,0.0112076,0.0147342,0.0028002,0.0140134,0.0225734,0.00881527,0.0187652,0.0177451,0,0,0.0563979,0,0.0159117,0.0465155,0.0685211,0.00866664,0.0277498,0.0191689,0.020588,0.00946519,0.0152283,0.0591508,0.0196365,0.0122497,0.0132882,0.0163067,0.00779366,0.0101831,0.0140974,0.0238602,0,0.0206485,0,0.0269745,0,0,0,0.0350515,0,0
1798,0.0193383,0.012837,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0436835,0.0131769,0.0119951,0.0386898,0,0.0133291,0,0.0270559,0.00573576,0.0354833,0.032045,0.0187541,0.0488892,0.030971,0.0167272,0.0367958,0.0479469,0,0.0250534,0.0255574,0.00934987,0.00658845,0.0661447,0.0117051,0.0143082,0.00387334,0.00897934,0.0226006,0.00822653,0.0192268,0.0179279,0,0,0.0562768,0,0.0160427,0.0453061,0.0675424,0.0113413,0.0275377,0.0193733,0.0204618,0.00969251,0.0139839,0.0595416,0.0192861,0.0132505,0.0132101,0.0185764,0.00859638,0.0114596,0.00743959,0.0241798,0,0.0196016,0,0.0273403,0,0,0,0.0356522,0,0
1799,0.0190914,0.0127951,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0393062,0.0138626,0.0107237,0.0386155,0,0.0141251,0,0.0268468,0.00588933,0.0344084,0.0266522,0.018453,0.0489757,0.0310643,0.0172636,0.0370858,0.0492051,0,0.0222278,0.0221255,0.00784433,0.00895338,0.0602629,0.0124405,0.0138372,0.00501322,0.0089631,0.0223641,0.00722767,0.0197427,0.0179944,0,0,0.0546476,0,0.016356,0.0429653,0.0668145,0.0125258,0.0273885,0.0199901,0.0203747,0.0101374,0.013363,0.0594016,0.0192126,0.0145661,0.0134948,0.020094,0.00941118,0.0123329,0.00652179,0.0237029,0.031028,0.0177827,0,0.0274654,0,0,0,0.0363645,0,0
1800,0.0190265,0.0125707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144362,0.0106794,0.0387288,0,0.0149242,0,0.0266647,0.00616787,0.0328686,0.0239014,0.0180811,0.0495716,0.0310016,0.0179283,0.0390655,0.0513123,0,0.0192824,0.0191974,0.00666178,0.0132091,0.058316,0.0133555,0.0133552,0.00616513,0.0111377,0.0224119,0.00594638,0.0205188,0.0180771,0,0,0.0545822,0,0.0164339,0.0419657,0.066729,0.0120605,0.0274619,0.0207357,0.0205346,0.010509,0.0126225,0.0589267,0.0189331,0.0148597,0.012894,0.0201532,0.00914928,0.0115947,0.0092373,0.0240003,0.0295402,0.016778,0,0.027282,0,0,0,0.0383415,0,0
1801,0.0193329,0.0124269,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285078,0.0148317,0.00702222,0.0389454,0,0.0157435,0,0.0265702,0.0066244,0.0323578,0.0176067,0.0180169,0.047148,0.0310877,0.0186108,0.0385799,0.0510353,0,0.0151759,0.0148226,0.00605991,0.0157814,0.0473408,0.0140606,0.0129911,0.00729362,0.0123641,0.0224297,0.00417423,0.0203368,0.018217,0,0,0.0544883,0,0.0164102,0.0413189,0.0673436,0.0116856,0.0273508,0.0211185,0.0206273,0.0109289,0.0115242,0.0587158,0,0.0141779,0.0114244,0.019199,0.00809392,0.00950834,0.0112195,0.0242659,0.0276695,0.0158343,0,0.0269773,0,0,0,0.0375666,0,0
1802,0.0198872,0.0123081,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0221599,0.0151646,0.00535676,0.0396602,0,0.0163387,0,0.0264628,0.0069052,0.0313824,0.0146743,0.0181117,0.0456476,0.0310643,0.0191957,0.0392491,0.0511189,0,0.0116837,0.0115118,0.00569071,0.0192596,0.0396168,0.0143613,0.012706,0.00824573,0.0126508,0.0224875,0.00208984,0,0.0185967,0,0,0.0543724,0,0.0163076,0.0409566,0.0678614,0.0123703,0.0277864,0.0205767,0.0209609,0.0115055,0.0114874,0.0582893,0,0.0139276,0.0101778,0.0176817,0.00709147,0.00724473,0.013061,0.0243328,0.0258935,0.0150565,0,0.0270862,0,0,0,0.037322,0,0
1803,0.0205864,0.0127137,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161698,0.0152953,0.00421431,0.0401639,0,0.0171971,0,0.0263891,0.00744184,0.0307068,0.0124472,0.0179793,0.0441215,0.031177,0.0199032,0.0399471,0.0507286,0,0.00873255,0.00906025,0.00594116,0.0224136,0.0315345,0.0147741,0.0124854,0.00902134,0.0120773,0.0224816,0.00115552,0.0222938,0.0191186,0,0,0.0545417,0,0.0164311,0.0409435,0.0683004,0.0130593,0.0277806,0.0185601,0.0211068,0.0120662,0.0116336,0.0559897,0.0184689,0.0131031,0.0095479,0.0164163,0.00690209,0.00575955,0.0140181,0.0245616,0.0250282,0.0145845,0,0.027602,0,0,0,0.0370569,0,0
